ID;InstitutioneleSectoren;Schuldtitels;Geldgevers;FacialeEnMarktwaarde;Perioden;OverheidsschuldTotaal_1;OverheidsschuldInVreemdeValuta_2
93;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2016;438495.0;1133.0
94;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2017 1e kwartaal;427110.0;1121.0
95;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2017 2e kwartaal;426353.0;1028.0
96;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2017 3e kwartaal;417885.0;932.0
97;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2017 4e kwartaal;420444.0;847.0
98;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2017;420444.0;847.0
99;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2018 1e kwartaal;413087.0;759.0
100;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2018 2e kwartaal;409359.0;552.0
101;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2018 3e kwartaal;406097.0;551.0
102;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2018 4e kwartaal;406040.0;242.0
103;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2018;406040.0;242.0
104;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2019 1e kwartaal;398836.0;243.0
105;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2019 2e kwartaal;404379.0;236.0
106;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2019 3e kwartaal;395734.0;242.0
107;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2019 4e kwartaal;395441.0;231.0
108;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2019;395441.0;231.0
109;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2020 1e kwartaal;404095.0;235.0
110;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2020 2e kwartaal;442586.0;226.0
111;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2020 3e kwartaal;442261.0;212.0
112;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2020 4e kwartaal;436123.0;199.0
113;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2020;436123.0;199.0
114;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2021 1e kwartaal;440700.0;208.0
115;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2021 2e kwartaal;448677.0;201.0
116;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2021 3e kwartaal;443873.0;201.0
117;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2021 4e kwartaal;450239.0;201.0
118;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2021;450239.0;201.0
119;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2022 1e kwartaal;447671.0;217.0
120;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2022 2e kwartaal;458820.0;224.0
121;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2022 3e kwartaal;451646.0;231.0
122;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2022 4e kwartaal;481145.0;211.0
123;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2022;481145.0;211.0
124;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2023 1e kwartaal;475134.0;201.0
125;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2023 2e kwartaal;470879.0;196.0
126;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2023 3e kwartaal;468102.0;196.0
127;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2023 4e kwartaal;482228.0;184.0
128;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2023;482228.0;184.0
129;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2024 1e kwartaal;476519.0;182.0
130;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2024 2e kwartaal;475929.0;178.0
131;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2024 3e kwartaal;470240.0;164.0
132;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2024 4e kwartaal;491585.0;168.0
133;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Faciale waarde;2024;491585.0;168.0
134;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;1995;264993.0;
135;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;1996;272084.0;
136;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;1997;269685.0;
137;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;1998;280414.0;
138;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;1999 1e kwartaal;278377.0;
139;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;1999 2e kwartaal;276244.0;
140;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;1999 3e kwartaal;262355.0;
141;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;1999 4e kwartaal;260971.0;
142;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;1999;260971.0;
143;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2000 1e kwartaal;267297.0;
144;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2000 2e kwartaal;260947.0;
145;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2000 3e kwartaal;256180.0;
146;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2000 4e kwartaal;252109.0;
147;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2000;252109.0;
148;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2001 1e kwartaal;251826.0;
149;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2001 2e kwartaal;262024.0;
150;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2001 3e kwartaal;256800.0;
151;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2001 4e kwartaal;253803.0;
152;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2001;253803.0;
153;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2002 1e kwartaal;254026.0;
154;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2002 2e kwartaal;261942.0;
155;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2002 3e kwartaal;262555.0;
156;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2002 4e kwartaal;265782.0;
157;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2002;265782.0;
158;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2003 1e kwartaal;271647.0;
159;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2003 2e kwartaal;274724.0;
160;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2003 3e kwartaal;274809.0;
161;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2003 4e kwartaal;274045.0;
162;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2003;274045.0;
163;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2004 1e kwartaal;281339.0;
164;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2004 2e kwartaal;283735.0;
165;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2004 3e kwartaal;286602.0;
166;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2004 4e kwartaal;286691.0;
167;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2004;286691.0;
168;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2005 1e kwartaal;285839.0;
169;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2005 2e kwartaal;307532.0;
170;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2005 3e kwartaal;296998.0;
171;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2005 4e kwartaal;295217.0;
172;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2005;295217.0;
173;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2006 1e kwartaal;288714.0;
174;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2006 2e kwartaal;287253.0;
175;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2006 3e kwartaal;284565.0;
176;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2006 4e kwartaal;275289.0;
177;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2006;275289.0;
178;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2007 1e kwartaal;277107.0;
179;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2007 2e kwartaal;279211.0;
180;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2007 3e kwartaal;276498.0;
181;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2007 4e kwartaal;272647.0;
182;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2007;272647.0;
183;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2008 1e kwartaal;282729.0;
184;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2008 2e kwartaal;287892.0;
185;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2008 3e kwartaal;295691.0;
186;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2008 4e kwartaal;370372.0;
187;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2008;370372.0;
188;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2009 1e kwartaal;385024.0;
189;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2009 2e kwartaal;377198.0;
190;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2009 3e kwartaal;376323.0;
191;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2009 4e kwartaal;373257.0;
192;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2009;373257.0;
193;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2010 1e kwartaal;379365.0;
194;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2010 2e kwartaal;402394.0;
195;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2010 3e kwartaal;403409.0;
196;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2010 4e kwartaal;403740.0;
197;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2010;403740.0;
198;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2011 1e kwartaal;397995.0;
199;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2011 2e kwartaal;411037.0;
200;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2011 3e kwartaal;430844.0;
201;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2011 4e kwartaal;440914.0;
202;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2011;440914.0;
203;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2012 1e kwartaal;441319.0;
204;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2012 2e kwartaal;457448.0;
205;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2012 3e kwartaal;465589.0;
206;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2012 4e kwartaal;479807.0;
207;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2012;479807.0;
208;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2013 1e kwartaal;477279.0;
209;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2013 2e kwartaal;484322.0;
210;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2013 3e kwartaal;476884.0;
211;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2013 4e kwartaal;478008.0;
212;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2013;478008.0;
213;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2014 1e kwartaal;481033.0;
214;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2014 2e kwartaal;500042.0;
215;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2014 3e kwartaal;503481.0;
216;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2014 4e kwartaal;516062.0;
217;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2014;516062.0;
218;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2015 1e kwartaal;534649.0;
219;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2015 2e kwartaal;505983.0;
220;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2015 3e kwartaal;504539.0;
221;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2015 4e kwartaal;501703.0;
222;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2015;501703.0;
223;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2016 1e kwartaal;510963.0;
224;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2016 2e kwartaal;516926.0;
225;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2016 3e kwartaal;504896.0;
226;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2016 4e kwartaal;501679.0;
227;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2016;501679.0;
228;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2017 1e kwartaal;482252.0;
229;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2017 2e kwartaal;481821.0;
230;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2017 3e kwartaal;470219.0;
231;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2017 4e kwartaal;473667.0;
232;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2017;473667.0;
233;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2018 1e kwartaal;461963.0;
234;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2018 2e kwartaal;462135.0;
235;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2018 3e kwartaal;454713.0;
236;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2018 4e kwartaal;459700.0;
237;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2018;459700.0;
238;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2019 1e kwartaal;455766.0;
239;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2019 2e kwartaal;468606.0;
240;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2019 3e kwartaal;466647.0;
241;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2019 4e kwartaal;457583.0;
242;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2019;457583.0;
243;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2020 1e kwartaal;466729.0;
244;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2020 2e kwartaal;507343.0;
245;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2020 3e kwartaal;508169.0;
246;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2020 4e kwartaal;503968.0;
247;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2020;503968.0;
248;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2021 1e kwartaal;496116.0;
249;Overheid;Overheidsschuld (EMU);Totaal alle sectoren;Marktwaarde;2021 2e kwartaal;505620.0;
