ID;BedrijfstakBranchesSBI2008;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2
414;4519 Handel in vrachtwagens, aanhangers;2005;100.0;3.5
415;4519 Handel in vrachtwagens, aanhangers;2006 1e kwartaal;125.3;23.5
416;4519 Handel in vrachtwagens, aanhangers;2006 2e kwartaal;111.0;10.5
417;4519 Handel in vrachtwagens, aanhangers;2006 3e kwartaal;105.2;15.3
418;4519 Handel in vrachtwagens, aanhangers;2006 4e kwartaal;125.9;17.8
419;4519 Handel in vrachtwagens, aanhangers;2006;116.8;16.8
420;4519 Handel in vrachtwagens, aanhangers;2007 1e kwartaal;123.8;-1.2
421;4519 Handel in vrachtwagens, aanhangers;2007 2e kwartaal;125.6;13.1
422;4519 Handel in vrachtwagens, aanhangers;2007 3e kwartaal;118.1;12.3
423;4519 Handel in vrachtwagens, aanhangers;2007 4e kwartaal;142.4;13.1
424;4519 Handel in vrachtwagens, aanhangers;2007;127.5;9.1
425;4519 Handel in vrachtwagens, aanhangers;2008 1e kwartaal;138.1;11.6
426;4519 Handel in vrachtwagens, aanhangers;2008 2e kwartaal;127.5;1.6
427;4519 Handel in vrachtwagens, aanhangers;2008 3e kwartaal;114.4;-3.2
428;4519 Handel in vrachtwagens, aanhangers;2008 4e kwartaal;130.7;-8.2
429;4519 Handel in vrachtwagens, aanhangers;2008;127.7;0.2
430;4519 Handel in vrachtwagens, aanhangers;2009 1e kwartaal;115.4;-16.5
431;4519 Handel in vrachtwagens, aanhangers;2009 2e kwartaal;99.5;-22.0
432;4519 Handel in vrachtwagens, aanhangers;2009 3e kwartaal;94.8;-17.1
433;4519 Handel in vrachtwagens, aanhangers;2009 4e kwartaal;100.0;-20.4
434;4519 Handel in vrachtwagens, aanhangers;2009;102.4;-19.8
435;4519 Handel in vrachtwagens, aanhangers;2010 1e kwartaal;94.8;-17.8
436;4519 Handel in vrachtwagens, aanhangers;2010 2e kwartaal;94.5;-5.0
437;4519 Handel in vrachtwagens, aanhangers;2010 3e kwartaal;89.8;-5.3
438;4519 Handel in vrachtwagens, aanhangers;2010 4e kwartaal;98.9;-1.1
439;4519 Handel in vrachtwagens, aanhangers;2010;94.5;-7.7
440;4519 Handel in vrachtwagens, aanhangers;2011 1e kwartaal;111.0;17.1
441;4519 Handel in vrachtwagens, aanhangers;2011 2e kwartaal;116.6;23.3
442;4519 Handel in vrachtwagens, aanhangers;2011 3e kwartaal;111.0;23.6
443;4519 Handel in vrachtwagens, aanhangers;2011 4e kwartaal;107.1;8.3
444;4519 Handel in vrachtwagens, aanhangers;2011;111.4;17.9
445;4519 Handel in vrachtwagens, aanhangers;2012 1e kwartaal;98.4;-11.4
446;4519 Handel in vrachtwagens, aanhangers;2012 2e kwartaal;94.4;-19.0
447;4519 Handel in vrachtwagens, aanhangers;2012 3e kwartaal;89.1;-19.7
448;4519 Handel in vrachtwagens, aanhangers;2012 4e kwartaal;95.34;-11.0
449;4519 Handel in vrachtwagens, aanhangers;2012;94.3;-15.4
450;452 Gespecialiseerde autoreparatie;1995 1e kwartaal;56.7;
451;452 Gespecialiseerde autoreparatie;1995 2e kwartaal;58.9;
452;452 Gespecialiseerde autoreparatie;1995 3e kwartaal;56.6;
453;452 Gespecialiseerde autoreparatie;1995 4e kwartaal;60.0;
454;452 Gespecialiseerde autoreparatie;1995;58.1;
455;452 Gespecialiseerde autoreparatie;1996 1e kwartaal;57.2;0.9
456;452 Gespecialiseerde autoreparatie;1996 2e kwartaal;58.7;-0.4
457;452 Gespecialiseerde autoreparatie;1996 3e kwartaal;57.8;2.1
458;452 Gespecialiseerde autoreparatie;1996 4e kwartaal;62.1;3.4
459;452 Gespecialiseerde autoreparatie;1996;58.9;1.5
460;452 Gespecialiseerde autoreparatie;1997 1e kwartaal;57.9;1.3
461;452 Gespecialiseerde autoreparatie;1997 2e kwartaal;61.4;4.7
462;452 Gespecialiseerde autoreparatie;1997 3e kwartaal;61.0;5.6
463;452 Gespecialiseerde autoreparatie;1997 4e kwartaal;65.5;5.5
464;452 Gespecialiseerde autoreparatie;1997;61.5;4.3
465;452 Gespecialiseerde autoreparatie;1998 1e kwartaal;62.5;8.0
466;452 Gespecialiseerde autoreparatie;1998 2e kwartaal;67.3;9.6
467;452 Gespecialiseerde autoreparatie;1998 3e kwartaal;67.8;11.1
468;452 Gespecialiseerde autoreparatie;1998 4e kwartaal;74.9;14.4
469;452 Gespecialiseerde autoreparatie;1998;68.1;10.9
470;452 Gespecialiseerde autoreparatie;1999 1e kwartaal;73.7;17.9
471;452 Gespecialiseerde autoreparatie;1999 2e kwartaal;76.0;12.9
472;452 Gespecialiseerde autoreparatie;1999 3e kwartaal;73.8;8.9
473;452 Gespecialiseerde autoreparatie;1999 4e kwartaal;82.6;10.3
474;452 Gespecialiseerde autoreparatie;1999;76.5;12.3
475;452 Gespecialiseerde autoreparatie;2000 1e kwartaal;77.7;5.5
476;452 Gespecialiseerde autoreparatie;2000 2e kwartaal;80.9;6.4
477;452 Gespecialiseerde autoreparatie;2000 3e kwartaal;79.3;7.4
478;452 Gespecialiseerde autoreparatie;2000 4e kwartaal;85.3;3.3
479;452 Gespecialiseerde autoreparatie;2000;80.8;5.6
480;452 Gespecialiseerde autoreparatie;2001 1e kwartaal;86.2;10.9
481;452 Gespecialiseerde autoreparatie;2001 2e kwartaal;89.5;10.7
482;452 Gespecialiseerde autoreparatie;2001 3e kwartaal;86.2;8.7
483;452 Gespecialiseerde autoreparatie;2001 4e kwartaal;94.9;11.2
484;452 Gespecialiseerde autoreparatie;2001;89.2;10.4
485;452 Gespecialiseerde autoreparatie;2002 1e kwartaal;94.7;9.8
486;452 Gespecialiseerde autoreparatie;2002 2e kwartaal;96.7;8.1
487;452 Gespecialiseerde autoreparatie;2002 3e kwartaal;92.7;7.6
488;452 Gespecialiseerde autoreparatie;2002 4e kwartaal;101.2;6.6
489;452 Gespecialiseerde autoreparatie;2002;96.3;8.0
490;452 Gespecialiseerde autoreparatie;2003 1e kwartaal;98.7;4.3
491;452 Gespecialiseerde autoreparatie;2003 2e kwartaal;97.4;0.6
492;452 Gespecialiseerde autoreparatie;2003 3e kwartaal;90.8;-2.0
493;452 Gespecialiseerde autoreparatie;2003 4e kwartaal;100.0;-1.1
494;452 Gespecialiseerde autoreparatie;2003;96.7;0.4
495;452 Gespecialiseerde autoreparatie;2004 1e kwartaal;95.6;-3.2
496;452 Gespecialiseerde autoreparatie;2004 2e kwartaal;97.7;0.3
497;452 Gespecialiseerde autoreparatie;2004 3e kwartaal;94.7;4.3
498;452 Gespecialiseerde autoreparatie;2004 4e kwartaal;102.1;2.1
499;452 Gespecialiseerde autoreparatie;2004;97.5;0.8
500;452 Gespecialiseerde autoreparatie;2005 1e kwartaal;97.1;1.6
501;452 Gespecialiseerde autoreparatie;2005 2e kwartaal;102.7;5.1
502;452 Gespecialiseerde autoreparatie;2005 3e kwartaal;97.1;2.6
503;452 Gespecialiseerde autoreparatie;2005 4e kwartaal;103.1;0.9
504;452 Gespecialiseerde autoreparatie;2005;100.0;2.5
505;452 Gespecialiseerde autoreparatie;2006 1e kwartaal;101.3;4.4
506;452 Gespecialiseerde autoreparatie;2006 2e kwartaal;103.1;0.4
507;452 Gespecialiseerde autoreparatie;2006 3e kwartaal;101.9;5.0
508;452 Gespecialiseerde autoreparatie;2006 4e kwartaal;110.8;7.5
509;452 Gespecialiseerde autoreparatie;2006;104.3;4.3
510;452 Gespecialiseerde autoreparatie;2007 1e kwartaal;108.3;6.8
511;452 Gespecialiseerde autoreparatie;2007 2e kwartaal;108.4;5.2
512;452 Gespecialiseerde autoreparatie;2007 3e kwartaal;102.7;0.8
513;452 Gespecialiseerde autoreparatie;2007 4e kwartaal;113.4;2.4
514;452 Gespecialiseerde autoreparatie;2007;108.2;3.8
515;452 Gespecialiseerde autoreparatie;2008 1e kwartaal;110.2;1.8
516;452 Gespecialiseerde autoreparatie;2008 2e kwartaal;112.9;4.2
517;452 Gespecialiseerde autoreparatie;2008 3e kwartaal;108.7;5.9
518;452 Gespecialiseerde autoreparatie;2008 4e kwartaal;119.2;5.1
519;452 Gespecialiseerde autoreparatie;2008;112.8;4.2
520;452 Gespecialiseerde autoreparatie;2009 1e kwartaal;108.9;-1.2
521;452 Gespecialiseerde autoreparatie;2009 2e kwartaal;104.7;-7.3
522;452 Gespecialiseerde autoreparatie;2009 3e kwartaal;99.8;-8.3
523;452 Gespecialiseerde autoreparatie;2009 4e kwartaal;114.7;-3.7
524;452 Gespecialiseerde autoreparatie;2009;107.0;-5.1
525;452 Gespecialiseerde autoreparatie;2010 1e kwartaal;108.6;-0.3
526;452 Gespecialiseerde autoreparatie;2010 2e kwartaal;104.6;-0.1
527;452 Gespecialiseerde autoreparatie;2010 3e kwartaal;102.0;2.3
528;452 Gespecialiseerde autoreparatie;2010 4e kwartaal;120.1;4.7
529;452 Gespecialiseerde autoreparatie;2010;108.8;1.7
530;452 Gespecialiseerde autoreparatie;2011 1e kwartaal;106.6;-1.9
531;452 Gespecialiseerde autoreparatie;2011 2e kwartaal;110.3;5.5
532;452 Gespecialiseerde autoreparatie;2011 3e kwartaal;102.9;0.9
533;452 Gespecialiseerde autoreparatie;2011 4e kwartaal;122.4;1.9
534;452 Gespecialiseerde autoreparatie;2011;110.6;1.6
535;452 Gespecialiseerde autoreparatie;2012 1e kwartaal;104.1;-2.3
536;452 Gespecialiseerde autoreparatie;2012 2e kwartaal;105.7;-4.2
537;452 Gespecialiseerde autoreparatie;2012 3e kwartaal;102.4;-0.5
538;452 Gespecialiseerde autoreparatie;2012 4e kwartaal;112.5;-8.1
539;452 Gespecialiseerde autoreparatie;2012;106.2;-4.0
540;453 Handel in auto-onderdelen;1995 1e kwartaal;;
541;453 Handel in auto-onderdelen;1995 2e kwartaal;;
542;453 Handel in auto-onderdelen;1995 3e kwartaal;;
543;453 Handel in auto-onderdelen;1995 4e kwartaal;;
544;453 Handel in auto-onderdelen;1995;;
545;453 Handel in auto-onderdelen;1996 1e kwartaal;;
546;453 Handel in auto-onderdelen;1996 2e kwartaal;;
547;453 Handel in auto-onderdelen;1996 3e kwartaal;;
548;453 Handel in auto-onderdelen;1996 4e kwartaal;;
549;453 Handel in auto-onderdelen;1996;;
550;453 Handel in auto-onderdelen;1997 1e kwartaal;;
551;453 Handel in auto-onderdelen;1997 2e kwartaal;;
552;453 Handel in auto-onderdelen;1997 3e kwartaal;;
553;453 Handel in auto-onderdelen;1997 4e kwartaal;;
554;453 Handel in auto-onderdelen;1997;;
555;453 Handel in auto-onderdelen;1998 1e kwartaal;;
556;453 Handel in auto-onderdelen;1998 2e kwartaal;;
557;453 Handel in auto-onderdelen;1998 3e kwartaal;;
558;453 Handel in auto-onderdelen;1998 4e kwartaal;;
559;453 Handel in auto-onderdelen;1998;;
560;453 Handel in auto-onderdelen;1999 1e kwartaal;;
561;453 Handel in auto-onderdelen;1999 2e kwartaal;;
562;453 Handel in auto-onderdelen;1999 3e kwartaal;;
563;453 Handel in auto-onderdelen;1999 4e kwartaal;;
564;453 Handel in auto-onderdelen;1999;;
565;453 Handel in auto-onderdelen;2000 1e kwartaal;;
566;453 Handel in auto-onderdelen;2000 2e kwartaal;;
567;453 Handel in auto-onderdelen;2000 3e kwartaal;;
568;453 Handel in auto-onderdelen;2000 4e kwartaal;;
569;453 Handel in auto-onderdelen;2000;;
570;453 Handel in auto-onderdelen;2001 1e kwartaal;;
571;453 Handel in auto-onderdelen;2001 2e kwartaal;;
572;453 Handel in auto-onderdelen;2001 3e kwartaal;;
573;453 Handel in auto-onderdelen;2001 4e kwartaal;;
574;453 Handel in auto-onderdelen;2001;;
575;453 Handel in auto-onderdelen;2002 1e kwartaal;;
576;453 Handel in auto-onderdelen;2002 2e kwartaal;;
577;453 Handel in auto-onderdelen;2002 3e kwartaal;;
578;453 Handel in auto-onderdelen;2002 4e kwartaal;;
579;453 Handel in auto-onderdelen;2002;;
580;453 Handel in auto-onderdelen;2003 1e kwartaal;89.7;
581;453 Handel in auto-onderdelen;2003 2e kwartaal;92.8;
582;453 Handel in auto-onderdelen;2003 3e kwartaal;85.8;
583;453 Handel in auto-onderdelen;2003 4e kwartaal;89.2;
584;453 Handel in auto-onderdelen;2003;89.4;
585;453 Handel in auto-onderdelen;2004 1e kwartaal;94.6;5.4
586;453 Handel in auto-onderdelen;2004 2e kwartaal;98.4;6.1
587;453 Handel in auto-onderdelen;2004 3e kwartaal;91.7;6.9
588;453 Handel in auto-onderdelen;2004 4e kwartaal;96.6;8.4
589;453 Handel in auto-onderdelen;2004;95.3;6.7
590;453 Handel in auto-onderdelen;2005 1e kwartaal;100.0;5.8
591;453 Handel in auto-onderdelen;2005 2e kwartaal;103.8;5.5
592;453 Handel in auto-onderdelen;2005 3e kwartaal;95.4;4.0
593;453 Handel in auto-onderdelen;2005 4e kwartaal;100.7;4.3
594;453 Handel in auto-onderdelen;2005;100.0;4.9
595;453 Handel in auto-onderdelen;2006 1e kwartaal;109.9;9.9
596;453 Handel in auto-onderdelen;2006 2e kwartaal;113.7;9.5
597;453 Handel in auto-onderdelen;2006 3e kwartaal;103.3;8.2
598;453 Handel in auto-onderdelen;2006 4e kwartaal;116.3;15.4
599;453 Handel in auto-onderdelen;2006;110.8;10.8
600;453 Handel in auto-onderdelen;2007 1e kwartaal;115.8;5.4
601;453 Handel in auto-onderdelen;2007 2e kwartaal;120.2;5.8
602;453 Handel in auto-onderdelen;2007 3e kwartaal;109.7;6.3
603;453 Handel in auto-onderdelen;2007 4e kwartaal;119.3;2.6
604;453 Handel in auto-onderdelen;2007;116.3;5.0
605;453 Handel in auto-onderdelen;2008 1e kwartaal;120.1;3.7
606;453 Handel in auto-onderdelen;2008 2e kwartaal;120.4;0.2
607;453 Handel in auto-onderdelen;2008 3e kwartaal;106.9;-2.6
608;453 Handel in auto-onderdelen;2008 4e kwartaal;105.5;-11.6
609;453 Handel in auto-onderdelen;2008;113.2;-2.6
610;453 Handel in auto-onderdelen;2009 1e kwartaal;97.5;-18.9
611;453 Handel in auto-onderdelen;2009 2e kwartaal;105.8;-12.1
612;453 Handel in auto-onderdelen;2009 3e kwartaal;99.5;-6.9
613;453 Handel in auto-onderdelen;2009 4e kwartaal;111.0;5.3
614;453 Handel in auto-onderdelen;2009;103.5;-8.6
615;453 Handel in auto-onderdelen;2010 1e kwartaal;116.1;19.2
616;453 Handel in auto-onderdelen;2010 2e kwartaal;120.5;13.9
617;453 Handel in auto-onderdelen;2010 3e kwartaal;119.3;20.0
618;453 Handel in auto-onderdelen;2010 4e kwartaal;132.7;19.5
619;453 Handel in auto-onderdelen;2010;122.2;18.1
620;453 Handel in auto-onderdelen;2011 1e kwartaal;132.7;14.3
621;453 Handel in auto-onderdelen;2011 2e kwartaal;134.4;11.5
622;453 Handel in auto-onderdelen;2011 3e kwartaal;133.6;12.0
623;453 Handel in auto-onderdelen;2011 4e kwartaal;145.2;9.4
624;453 Handel in auto-onderdelen;2011;136.5;11.7
625;453 Handel in auto-onderdelen;2012 1e kwartaal;136.0;2.5
626;453 Handel in auto-onderdelen;2012 2e kwartaal;128.82;-4.2
627;453 Handel in auto-onderdelen;2012 3e kwartaal;118.51;-11.3
628;453 Handel in auto-onderdelen;2012 4e kwartaal;130.48;-10.1
629;453 Handel in auto-onderdelen;2012;128.5;-5.9
630;454 Handel en reparatie van motorfietsen;1995 1e kwartaal;;
631;454 Handel en reparatie van motorfietsen;1995 2e kwartaal;;
632;454 Handel en reparatie van motorfietsen;1995 3e kwartaal;;
633;454 Handel en reparatie van motorfietsen;1995 4e kwartaal;;
634;454 Handel en reparatie van motorfietsen;1995;;
635;454 Handel en reparatie van motorfietsen;1996 1e kwartaal;;
636;454 Handel en reparatie van motorfietsen;1996 2e kwartaal;;
637;454 Handel en reparatie van motorfietsen;1996 3e kwartaal;;
638;454 Handel en reparatie van motorfietsen;1996 4e kwartaal;;
639;454 Handel en reparatie van motorfietsen;1996;;
640;454 Handel en reparatie van motorfietsen;1997 1e kwartaal;;
641;454 Handel en reparatie van motorfietsen;1997 2e kwartaal;;
642;454 Handel en reparatie van motorfietsen;1997 3e kwartaal;;
643;454 Handel en reparatie van motorfietsen;1997 4e kwartaal;;
644;454 Handel en reparatie van motorfietsen;1997;;
645;454 Handel en reparatie van motorfietsen;1998 1e kwartaal;;
646;454 Handel en reparatie van motorfietsen;1998 2e kwartaal;;
647;454 Handel en reparatie van motorfietsen;1998 3e kwartaal;;
648;454 Handel en reparatie van motorfietsen;1998 4e kwartaal;;
649;454 Handel en reparatie van motorfietsen;1998;;
650;454 Handel en reparatie van motorfietsen;1999 1e kwartaal;;
651;454 Handel en reparatie van motorfietsen;1999 2e kwartaal;;
652;454 Handel en reparatie van motorfietsen;1999 3e kwartaal;;
653;454 Handel en reparatie van motorfietsen;1999 4e kwartaal;;
654;454 Handel en reparatie van motorfietsen;1999;;
655;454 Handel en reparatie van motorfietsen;2000 1e kwartaal;;
656;454 Handel en reparatie van motorfietsen;2000 2e kwartaal;;
657;454 Handel en reparatie van motorfietsen;2000 3e kwartaal;;
658;454 Handel en reparatie van motorfietsen;2000 4e kwartaal;;
659;454 Handel en reparatie van motorfietsen;2000;;
660;454 Handel en reparatie van motorfietsen;2001 1e kwartaal;;
661;454 Handel en reparatie van motorfietsen;2001 2e kwartaal;;
662;454 Handel en reparatie van motorfietsen;2001 3e kwartaal;;
663;454 Handel en reparatie van motorfietsen;2001 4e kwartaal;;
664;454 Handel en reparatie van motorfietsen;2001;;
665;454 Handel en reparatie van motorfietsen;2002 1e kwartaal;;
666;454 Handel en reparatie van motorfietsen;2002 2e kwartaal;;
667;454 Handel en reparatie van motorfietsen;2002 3e kwartaal;;
668;454 Handel en reparatie van motorfietsen;2002 4e kwartaal;;
669;454 Handel en reparatie van motorfietsen;2002;;
670;454 Handel en reparatie van motorfietsen;2003 1e kwartaal;106.5;
671;454 Handel en reparatie van motorfietsen;2003 2e kwartaal;133.7;
672;454 Handel en reparatie van motorfietsen;2003 3e kwartaal;102.3;
673;454 Handel en reparatie van motorfietsen;2003 4e kwartaal;76.3;
674;454 Handel en reparatie van motorfietsen;2003;104.7;
675;454 Handel en reparatie van motorfietsen;2004 1e kwartaal;108.9;2.2
676;454 Handel en reparatie van motorfietsen;2004 2e kwartaal;136.8;2.3
677;454 Handel en reparatie van motorfietsen;2004 3e kwartaal;97.0;-5.2
678;454 Handel en reparatie van motorfietsen;2004 4e kwartaal;73.7;-3.4
679;454 Handel en reparatie van motorfietsen;2004;104.1;-0.6
680;454 Handel en reparatie van motorfietsen;2005 1e kwartaal;104.3;-4.2
681;454 Handel en reparatie van motorfietsen;2005 2e kwartaal;127.3;-6.9
682;454 Handel en reparatie van motorfietsen;2005 3e kwartaal;94.1;-3.0
683;454 Handel en reparatie van motorfietsen;2005 4e kwartaal;74.2;0.8
684;454 Handel en reparatie van motorfietsen;2005;100.0;-3.9
685;454 Handel en reparatie van motorfietsen;2006 1e kwartaal;104.0;-0.3
686;454 Handel en reparatie van motorfietsen;2006 2e kwartaal;130.1;2.1
687;454 Handel en reparatie van motorfietsen;2006 3e kwartaal;96.1;2.1
688;454 Handel en reparatie van motorfietsen;2006 4e kwartaal;75.4;1.5
689;454 Handel en reparatie van motorfietsen;2006;101.4;1.4
690;454 Handel en reparatie van motorfietsen;2007 1e kwartaal;102.9;-1.0
691;454 Handel en reparatie van motorfietsen;2007 2e kwartaal;130.6;0.4
692;454 Handel en reparatie van motorfietsen;2007 3e kwartaal;97.7;1.6
693;454 Handel en reparatie van motorfietsen;2007 4e kwartaal;75.2;-0.2
694;454 Handel en reparatie van motorfietsen;2007;101.6;0.2
695;454 Handel en reparatie van motorfietsen;2008 1e kwartaal;110.4;7.3
696;454 Handel en reparatie van motorfietsen;2008 2e kwartaal;126.2;-3.3
697;454 Handel en reparatie van motorfietsen;2008 3e kwartaal;93.4;-4.4
698;454 Handel en reparatie van motorfietsen;2008 4e kwartaal;69.1;-8.2
699;454 Handel en reparatie van motorfietsen;2008;99.8;-1.8
700;454 Handel en reparatie van motorfietsen;2009 1e kwartaal;90.9;-17.7
701;454 Handel en reparatie van motorfietsen;2009 2e kwartaal;108.4;-14.1
702;454 Handel en reparatie van motorfietsen;2009 3e kwartaal;81.9;-12.3
703;454 Handel en reparatie van motorfietsen;2009 4e kwartaal;66.9;-3.2
704;454 Handel en reparatie van motorfietsen;2009;87.0;-12.8
705;454 Handel en reparatie van motorfietsen;2010 1e kwartaal;88.2;-2.9
706;454 Handel en reparatie van motorfietsen;2010 2e kwartaal;118.8;9.6
707;454 Handel en reparatie van motorfietsen;2010 3e kwartaal;82.8;1.2
708;454 Handel en reparatie van motorfietsen;2010 4e kwartaal;60.0;-10.2
709;454 Handel en reparatie van motorfietsen;2010;87.5;0.5
710;454 Handel en reparatie van motorfietsen;2011 1e kwartaal;85.5;-3.1
711;454 Handel en reparatie van motorfietsen;2011 2e kwartaal;108.9;-8.3
712;454 Handel en reparatie van motorfietsen;2011 3e kwartaal;71.2;-14.0
713;454 Handel en reparatie van motorfietsen;2011 4e kwartaal;61.6;2.5
714;454 Handel en reparatie van motorfietsen;2011;81.8;-6.5
715;454 Handel en reparatie van motorfietsen;2012 1e kwartaal;90.2;5.5
716;454 Handel en reparatie van motorfietsen;2012 2e kwartaal;98.0;-10.0
717;454 Handel en reparatie van motorfietsen;2012 3e kwartaal;66.8;-6.2
718;454 Handel en reparatie van motorfietsen;2012 4e kwartaal;55.5;-9.9
719;454 Handel en reparatie van motorfietsen;2012;77.6;-5.1
