ID;AfzetEnVerbruik;SBI93;Perioden;Wegingscoefficient_1;Indexcijfers_2;MaandOpMaandOntwikkeling_3;JaarOpJaarOntwikkeling_4;Wegingscoefficient_5;Indexcijfers_6;MaandOpMaandOntwikkeling_7;JaarOpJaarOntwikkeling_8
2467;Totale afzet;28 Metaalproductenindustrie;2000 november;11164;101.0;-0.2;;11164;101.0;-0.2;
2468;Totale afzet;28 Metaalproductenindustrie;2000 december;11164;101.0;-0.2;;11164;101.0;-0.2;
2469;Totale afzet;28 Metaalproductenindustrie;2000;11164;100.0;;;11164;100.0;;
2470;Totale afzet;28 Metaalproductenindustrie;2001 januari;11164;102.0;1.1;2.9;11164;102.0;1.1;2.9
2471;Totale afzet;28 Metaalproductenindustrie;2001 februari;11164;102.0;0.1;2.8;11164;102.0;0.1;2.8
2472;Totale afzet;28 Metaalproductenindustrie;2001 maart;11164;102.0;0.1;2.8;11164;102.0;0.1;2.8
2473;Totale afzet;28 Metaalproductenindustrie;2001 april;11164;102.0;-0.3;2.0;11164;102.0;-0.3;2.0
2474;Totale afzet;28 Metaalproductenindustrie;2001 mei;11164;102.0;0.0;1.8;11164;102.0;0.0;1.8
2475;Totale afzet;28 Metaalproductenindustrie;2001 juni;11164;102.0;-0.1;1.8;11164;102.0;-0.1;1.8
2476;Totale afzet;28 Metaalproductenindustrie;2001 juli;11164;102.0;0.2;1.2;11164;102.0;0.2;1.2
2477;Totale afzet;28 Metaalproductenindustrie;2001 augustus;11164;102.0;0.1;1.3;11164;102.0;0.1;1.3
2478;Totale afzet;28 Metaalproductenindustrie;2001 september;11164;102.0;0.1;1.3;11164;102.0;0.1;1.3
2479;Totale afzet;28 Metaalproductenindustrie;2001 oktober;11164;102.0;-0.1;0.8;11164;102.0;-0.1;0.8
2480;Totale afzet;28 Metaalproductenindustrie;2001 november;11164;102.0;-0.2;0.8;11164;102.0;-0.2;0.8
2481;Totale afzet;28 Metaalproductenindustrie;2001 december;11164;102.0;-0.1;1.0;11164;102.0;-0.1;1.0
2482;Totale afzet;28 Metaalproductenindustrie;2001;11164;102.0;;1.7;11164;102.0;;1.7
2483;Totale afzet;28 Metaalproductenindustrie;2002 januari;11164;102.0;0.7;0.6;11164;102.0;0.7;0.6
2484;Totale afzet;28 Metaalproductenindustrie;2002 februari;11164;103.0;0.2;0.7;11164;103.0;0.2;0.7
2485;Totale afzet;28 Metaalproductenindustrie;2002 maart;11164;103.0;0.0;0.7;11164;103.0;0.0;0.7
2486;Totale afzet;28 Metaalproductenindustrie;2002 april;11164;103.0;0.3;1.2;11164;103.0;0.3;1.2
2487;Totale afzet;28 Metaalproductenindustrie;2002 mei;11164;103.0;0.0;1.2;11164;103.0;0.0;1.2
2488;Totale afzet;28 Metaalproductenindustrie;2002 juni;11164;103.0;0.0;1.4;11164;103.0;0.0;1.4
2489;Totale afzet;28 Metaalproductenindustrie;2002 juli;11164;103.0;0.2;1.3;11164;103.0;0.2;1.3
2490;Totale afzet;28 Metaalproductenindustrie;2002 augustus;11164;103.0;0.0;1.3;11164;103.0;0.0;1.3
2491;Totale afzet;28 Metaalproductenindustrie;2002 september;11164;103.0;-0.1;1.2;11164;103.0;-0.1;1.2
2492;Totale afzet;28 Metaalproductenindustrie;2002 oktober;11164;103.0;0.1;1.3;11164;103.0;0.1;1.3
2493;Totale afzet;28 Metaalproductenindustrie;2002 november;11164;103.0;0.0;1.5;11164;103.0;0.0;1.5
2494;Totale afzet;28 Metaalproductenindustrie;2002 december;11164;103.0;0.1;1.6;11164;103.0;0.1;1.6
2495;Totale afzet;28 Metaalproductenindustrie;2002;11164;103.0;;1.2;11164;103.0;;1.2
2496;Totale afzet;28 Metaalproductenindustrie;2003 januari;11164;104.0;0.7;1.6;11164;104.0;0.7;1.6
2497;Totale afzet;28 Metaalproductenindustrie;2003 februari;11164;104.0;0.1;1.4;11164;104.0;0.1;1.4
2498;Totale afzet;28 Metaalproductenindustrie;2003 maart;11164;104.0;0.0;1.4;11164;104.0;0.0;1.4
2499;Totale afzet;28 Metaalproductenindustrie;2003 april;11164;104.0;0.0;1.1;11164;104.0;0.0;1.1
2500;Totale afzet;28 Metaalproductenindustrie;2003 mei;11164;104.0;-0.1;1.0;11164;104.0;-0.1;1.0
2501;Totale afzet;28 Metaalproductenindustrie;2003 juni;11164;104.0;-0.1;0.9;11164;104.0;-0.1;0.9
2502;Totale afzet;28 Metaalproductenindustrie;2003 juli;11164;104.0;0.1;0.8;11164;104.0;0.1;0.8
2503;Totale afzet;28 Metaalproductenindustrie;2003 augustus;11164;104.0;-0.1;0.6;11164;104.0;-0.1;0.6
2504;Totale afzet;28 Metaalproductenindustrie;2003 september;11164;104.0;0.0;0.7;11164;104.0;0.0;0.7
2505;Totale afzet;28 Metaalproductenindustrie;2003 oktober;11164;104.0;-0.1;0.5;11164;104.0;-0.1;0.5
2506;Totale afzet;28 Metaalproductenindustrie;2003 november;11164;104.0;0.0;0.6;11164;104.0;0.0;0.6
2507;Totale afzet;28 Metaalproductenindustrie;2003 december;11164;104.0;-0.2;0.3;11164;104.0;-0.2;0.3
2508;Totale afzet;28 Metaalproductenindustrie;2003;11164;104.0;;0.9;11164;104.0;;0.9
2509;Totale afzet;28 Metaalproductenindustrie;2004 januari;11164;104.0;0.5;0.2;11164;104.0;0.5;0.2
2510;Totale afzet;28 Metaalproductenindustrie;2004 februari;11164;105.0;0.4;0.5;11164;105.0;0.4;0.5
2511;Totale afzet;28 Metaalproductenindustrie;2004 maart;11164;105.0;0.7;1.2;11164;105.0;0.7;1.2
2512;Totale afzet;28 Metaalproductenindustrie;2004 april;11164;108.0;2.1;3.4;11164;108.0;2.1;3.4
2513;Totale afzet;28 Metaalproductenindustrie;2004 mei;11164;108.0;0.3;3.7;11164;108.0;0.3;3.7
2514;Totale afzet;28 Metaalproductenindustrie;2004 juni;11164;108.0;0.0;3.8;11164;108.0;0.0;3.8
2515;Totale afzet;28 Metaalproductenindustrie;2004 juli;11164;109.0;1.4;5.1;11164;109.0;1.4;5.1
2516;Totale afzet;28 Metaalproductenindustrie;2004 augustus;11164;109.0;0.1;5.4;11164;109.0;0.1;5.4
2517;Totale afzet;28 Metaalproductenindustrie;2004 september;11164;110.0;0.3;5.7;11164;110.0;0.3;5.7
2518;Totale afzet;28 Metaalproductenindustrie;2004 oktober;11164;110.0;0.4;6.1;11164;110.0;0.4;6.1
2519;Totale afzet;28 Metaalproductenindustrie;2004 november;11164;110.0;-0.3;5.8;11164;110.0;-0.3;5.8
2520;Totale afzet;28 Metaalproductenindustrie;2004 december;11164;109.0;-0.3;5.6;11164;109.0;-0.3;5.6
2521;Totale afzet;28 Metaalproductenindustrie;2004;11164;108.0;;3.9;11164;108.0;;3.9
2522;Totale afzet;28 Metaalproductenindustrie;2005 januari;11164;111.0;1.5;6.7;11164;111.0;1.5;6.7
2523;Totale afzet;28 Metaalproductenindustrie;2005 februari;11164;111.0;0.0;6.2;11164;111.0;0.0;6.2
2524;Totale afzet;28 Metaalproductenindustrie;2005 maart;11164;111.0;0.0;5.4;11164;111.0;0.0;5.4
2525;Totale afzet;28 Metaalproductenindustrie;2005 april;11164;111.0;0.4;3.6;11164;111.0;0.4;3.6
2526;Totale afzet;28 Metaalproductenindustrie;2005 mei;11164;111.0;-0.1;3.3;11164;111.0;-0.1;3.3
2527;Totale afzet;28 Metaalproductenindustrie;2005 juni;11164;111.0;-0.1;3.2;11164;111.0;-0.1;3.2
2528;Totale afzet;28 Metaalproductenindustrie;2005 juli;11164;111.0;-0.2;1.6;11164;111.0;-0.2;1.6
2529;Totale afzet;28 Metaalproductenindustrie;2005 augustus;11164;111.0;0.3;1.8;11164;111.0;0.3;1.8
2530;Totale afzet;28 Metaalproductenindustrie;2005 september;11164;112.0;0.4;1.9;11164;112.0;0.4;1.9
2531;Totale afzet;28 Metaalproductenindustrie;2005 oktober;11164;113.0;0.9;2.4;11164;113.0;0.9;2.4
2532;Totale afzet;28 Metaalproductenindustrie;2005 november;11164;113.0;-0.1;2.6;11164;113.0;-0.1;2.6
2533;Totale afzet;28 Metaalproductenindustrie;2005 december;11164;112.0;-0.1;2.8;11164;112.0;-0.1;2.8
2534;Totale afzet;28 Metaalproductenindustrie;2005;11164;112.0;;3.4;11164;112.0;;3.4
2535;Totale afzet;28 Metaalproductenindustrie;2006 januari;11164;114.0;1.1;2.4;11164;114.0;1.1;2.4
2536;Totale afzet;28 Metaalproductenindustrie;2006 februari;11164;114.0;0.1;2.5;11164;114.0;0.1;2.5
2537;Totale afzet;28 Metaalproductenindustrie;2006 maart;11164;114.0;0.3;2.8;11164;114.0;0.3;2.8
2538;Totale afzet;28 Metaalproductenindustrie;2006 april;11164;115.0;1.0;3.5;11164;115.0;1.0;3.5
2539;Totale afzet;28 Metaalproductenindustrie;2006 mei;11164;115.0;0.1;3.7;11164;115.0;0.1;3.7
2540;Totale afzet;28 Metaalproductenindustrie;2006 juni;11164;116.0;0.1;3.9;11164;116.0;0.1;3.9
2541;Totale afzet;28 Metaalproductenindustrie;2006 juli;11164;117.0;1.5;5.7;11164;117.0;1.5;5.7
2542;Totale afzet;28 Metaalproductenindustrie;2006 augustus;11164;118.0;0.3;5.7;11164;118.0;0.3;5.7
2543;Totale afzet;28 Metaalproductenindustrie;2006 september;11164;118.0;0.1;5.3;11164;118.0;0.1;5.3
2544;Totale afzet;28 Metaalproductenindustrie;2006 oktober;11164;119.0;0.9;5.4;11164;119.0;0.9;5.4
2545;Totale afzet;28 Metaalproductenindustrie;2006 november;11164;119.0;-0.1;5.5;11164;119.0;-0.1;5.5
2546;Totale afzet;28 Metaalproductenindustrie;2006 december;11164;118.0;-0.2;5.3;11164;118.0;-0.2;5.3
2547;Totale afzet;28 Metaalproductenindustrie;2006;11164;116.0;;4.3;11164;116.0;;4.3
2548;Totale afzet;28 Metaalproductenindustrie;2007 januari;11164;120.0;1.6;5.9;11164;120.0;1.6;5.9
2549;Totale afzet;28 Metaalproductenindustrie;2007 februari;11164;121.0;0.1;5.9;11164;121.0;0.1;5.9
2550;Totale afzet;28 Metaalproductenindustrie;2007 maart;11164;121.0;0.4;6.0;11164;121.0;0.4;6.0
2551;Totale afzet;28 Metaalproductenindustrie;2007 april;11164;122.0;1.2;6.2;11164;122.0;1.2;6.2
2552;Totale afzet;28 Metaalproductenindustrie;2007 mei;11164;123.0;0.3;6.4;11164;123.0;0.3;6.4
2553;Totale afzet;28 Metaalproductenindustrie;2007 juni;11164;123.0;0.0;6.2;11164;123.0;0.0;6.2
2554;Totale afzet;28 Metaalproductenindustrie;2007 juli;11164;123.0;0.2;4.9;11164;123.0;0.2;4.9
2555;Totale afzet;28 Metaalproductenindustrie;2007 augustus;11164;123.0;-0.1;4.4;11164;123.0;-0.1;4.4
2556;Totale afzet;28 Metaalproductenindustrie;2007 september;11164;123.0;-0.3;4.1;11164;123.0;-0.3;4.1
2557;Totale afzet;28 Metaalproductenindustrie;2007 oktober;11164;123.0;0.3;3.5;11164;123.0;0.3;3.5
2558;Totale afzet;28 Metaalproductenindustrie;2007 november;11164;123.0;-0.1;3.5;11164;123.0;-0.1;3.5
2559;Totale afzet;28 Metaalproductenindustrie;2007 december;11164;123.0;-0.1;3.6;11164;123.0;-0.1;3.6
2560;Totale afzet;28 Metaalproductenindustrie;2007;11164;122.0;;5.0;11164;122.0;;5.0
2561;Totale afzet;28 Metaalproductenindustrie;2008 januari;11164;125.0;1.5;3.4;11164;125.0;1.5;3.4
2562;Totale afzet;28 Metaalproductenindustrie;2008 februari;11164;125.0;0.2;3.5;11164;125.0;0.2;3.5
2563;Totale afzet;28 Metaalproductenindustrie;2008 maart;11164;125.0;0.2;3.4;11164;125.0;0.2;3.4
2564;Totale afzet;28 Metaalproductenindustrie;2008 april;11164;127.0;1.5;3.7;11164;127.0;1.5;3.7
2565;Totale afzet;28 Metaalproductenindustrie;2008 mei;11164;128.0;0.5;3.9;11164;128.0;0.5;3.9
2566;Totale afzet;28 Metaalproductenindustrie;2008 juni;11164;128.0;0.6;4.5;11164;128.0;0.6;4.5
2567;Totale afzet;28 Metaalproductenindustrie;2008 juli;11164;131.0;2.1;6.4;11164;131.0;2.1;6.4
2568;Totale afzet;28 Metaalproductenindustrie;2008 augustus;11164;131.0;0.2;6.8;11164;131.0;0.2;6.8
2569;Totale afzet;28 Metaalproductenindustrie;2008 september;11164;130.0;-0.8;6.2;11164;130.0;-0.8;6.2
2570;Totale afzet;28 Metaalproductenindustrie;2008 oktober;11164;129.0;-0.6;5.2;11164;129.0;-0.6;5.2
2571;Totale afzet;28 Metaalproductenindustrie;2008 november;11164;129.0;-0.6;4.8;11164;129.0;-0.6;4.8
2572;Totale afzet;28 Metaalproductenindustrie;2008 december;11164;128.0;-0.3;4.5;11164;128.0;-0.3;4.5
2573;Totale afzet;28 Metaalproductenindustrie;2008;11164;128.0;;4.7;11164;128.0;;4.7
2574;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2000 januari;10711;99.0;;;10711;99.0;;
2575;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2000 februari;10711;99.0;0.1;;10711;99.0;0.1;
2576;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2000 maart;10711;99.0;0.1;;10711;99.0;0.1;
2577;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2000 april;10711;100.0;0.2;;10711;100.0;0.2;
2578;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2000 mei;10711;100.0;0.1;;10711;100.0;0.1;
2579;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2000 juni;10711;100.0;-0.1;;10711;100.0;-0.1;
2580;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2000 juli;10711;100.0;0.5;;10711;100.0;0.5;
2581;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2000 augustus;10711;100.0;0.1;;10711;100.0;0.1;
2582;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2000 september;10711;100.0;0.1;;10711;100.0;0.1;
2583;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2000 oktober;10711;101.0;0.4;;10711;101.0;0.4;
2584;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2000 november;10711;101.0;0.0;;10711;101.0;0.0;
2585;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2000 december;10711;101.0;-0.1;;10711;101.0;-0.1;
2586;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2000;10711;100.0;;;10711;100.0;;
2587;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2001 januari;10711;102.0;1.2;2.5;10711;102.0;1.2;2.5
2588;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2001 februari;10711;102.0;0.0;2.5;10711;102.0;0.0;2.5
2589;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2001 maart;10711;102.0;0.0;2.5;10711;102.0;0.0;2.5
2590;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2001 april;10711;102.0;0.2;2.5;10711;102.0;0.2;2.5
2591;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2001 mei;10711;102.0;0.1;2.5;10711;102.0;0.1;2.5
2592;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2001 juni;10711;102.0;0.1;2.6;10711;102.0;0.1;2.6
2593;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2001 juli;10711;102.0;0.2;2.3;10711;102.0;0.2;2.3
2594;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2001 augustus;10711;102.0;-0.1;2.2;10711;102.0;-0.1;2.2
2595;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2001 september;10711;102.0;0.0;2.0;10711;102.0;0.0;2.0
2596;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2001 oktober;10711;102.0;0.1;1.7;10711;102.0;0.1;1.7
2597;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2001 november;10711;103.0;0.1;1.8;10711;103.0;0.1;1.8
2598;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2001 december;10711;102.0;0.0;1.8;10711;102.0;0.0;1.8
2599;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2001;10711;102.0;;2.2;10711;102.0;;2.2
2600;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2002 januari;10711;103.0;0.8;1.4;10711;103.0;0.8;1.4
2601;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2002 februari;10711;103.0;0.1;1.5;10711;103.0;0.1;1.5
2602;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2002 maart;10711;103.0;0.0;1.5;10711;103.0;0.0;1.5
2603;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2002 april;10711;104.0;0.2;1.4;10711;104.0;0.2;1.4
2604;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2002 mei;10711;104.0;-0.1;1.3;10711;104.0;-0.1;1.3
2605;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2002 juni;10711;103.0;-0.1;1.1;10711;103.0;-0.1;1.1
2606;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2002 juli;10711;104.0;0.1;1.1;10711;104.0;0.1;1.1
2607;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2002 augustus;10711;104.0;0.1;1.3;10711;104.0;0.1;1.3
2608;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2002 september;10711;104.0;0.0;1.3;10711;104.0;0.0;1.3
2609;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2002 oktober;10711;104.0;0.2;1.4;10711;104.0;0.2;1.4
2610;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2002 november;10711;104.0;-0.1;1.2;10711;104.0;-0.1;1.2
2611;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2002 december;10711;104.0;0.1;1.4;10711;104.0;0.1;1.4
2612;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2002;10711;104.0;;1.3;10711;104.0;;1.3
2613;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2003 januari;10711;105.0;0.6;1.2;10711;105.0;0.6;1.2
2614;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2003 februari;10711;105.0;0.0;1.1;10711;105.0;0.0;1.1
2615;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2003 maart;10711;105.0;0.0;1.1;10711;105.0;0.0;1.1
2616;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2003 april;10711;105.0;0.1;1.0;10711;105.0;0.1;1.0
2617;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2003 mei;10711;105.0;-0.1;1.0;10711;105.0;-0.1;1.0
2618;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2003 juni;10711;105.0;0.0;1.0;10711;105.0;0.0;1.0
2619;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2003 juli;10711;105.0;0.1;1.0;10711;105.0;0.1;1.0
2620;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2003 augustus;10711;105.0;0.0;1.0;10711;105.0;0.0;1.0
2621;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2003 september;10711;105.0;0.0;1.0;10711;105.0;0.0;1.0
2622;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2003 oktober;10711;105.0;0.0;0.8;10711;105.0;0.0;0.8
2623;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2003 november;10711;105.0;0.0;0.9;10711;105.0;0.0;0.9
2624;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2003 december;10711;105.0;-0.1;0.7;10711;105.0;-0.1;0.7
2625;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2003;10711;105.0;;1.0;10711;105.0;;1.0
2626;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2004 januari;10711;105.0;0.3;0.4;10711;105.0;0.3;0.4
2627;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2004 februari;10711;105.0;0.0;0.4;10711;105.0;0.0;0.4
2628;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2004 maart;10711;105.0;0.1;0.5;10711;105.0;0.1;0.5
2629;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2004 april;10711;106.0;0.8;1.1;10711;106.0;0.8;1.1
2630;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2004 mei;10711;106.0;0.1;1.3;10711;106.0;0.1;1.3
2631;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2004 juni;10711;106.0;0.0;1.4;10711;106.0;0.0;1.4
2632;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2004 juli;10711;106.0;0.4;1.7;10711;106.0;0.4;1.7
2633;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2004 augustus;10711;106.0;0.0;1.7;10711;106.0;0.0;1.7
2634;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2004 september;10711;107.0;0.1;1.7;10711;107.0;0.1;1.7
2635;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2004 oktober;10711;107.0;0.2;2.0;10711;107.0;0.2;2.0
2636;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2004 november;10711;107.0;-0.1;1.8;10711;107.0;-0.1;1.8
2637;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2004 december;10711;106.0;-0.2;1.8;10711;106.0;-0.2;1.8
2638;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2004;10711;106.0;;1.3;10711;106.0;;1.3
2639;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2005 januari;10711;108.0;1.4;2.9;10711;108.0;1.4;2.9
2640;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2005 februari;10711;108.0;0.1;3.0;10711;108.0;0.1;3.0
2641;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2005 maart;10711;108.0;0.0;2.9;10711;108.0;0.0;2.9
2642;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2005 april;10711;109.0;0.8;3.0;10711;109.0;0.8;3.0
2643;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2005 mei;10711;109.0;0.1;3.0;10711;109.0;0.1;3.0
2644;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2005 juni;10711;110.0;0.4;3.4;10711;110.0;0.4;3.4
2645;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2005 juli;10711;110.0;0.3;3.3;10711;110.0;0.3;3.3
2646;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2005 augustus;10711;110.0;-0.1;3.2;10711;110.0;-0.1;3.2
2647;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2005 september;10711;110.0;0.1;3.2;10711;110.0;0.1;3.2
2648;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2005 oktober;10711;110.0;0.1;3.1;10711;110.0;0.1;3.1
2649;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2005 november;10711;110.0;0.1;3.3;10711;110.0;0.1;3.3
2650;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2005 december;10711;110.0;0.0;3.5;10711;110.0;0.0;3.5
2651;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2005;10711;109.0;;3.2;10711;109.0;;3.2
2652;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2006 januari;10711;111.0;0.4;2.5;10711;111.0;0.4;2.5
2653;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2006 februari;10711;111.0;0.1;2.5;10711;111.0;0.1;2.5
2654;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2006 maart;10711;111.0;0.0;2.5;10711;111.0;0.0;2.5
2655;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2006 april;10711;111.0;0.2;1.9;10711;111.0;0.2;1.9
2656;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2006 mei;10711;111.0;-0.2;1.5;10711;111.0;-0.2;1.5
2657;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2006 juni;10711;111.0;0.1;1.2;10711;111.0;0.1;1.2
2658;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2006 juli;10711;111.0;0.4;1.3;10711;111.0;0.4;1.3
2659;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2006 augustus;10711;111.0;0.0;1.3;10711;111.0;0.0;1.3
2660;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2006 september;10711;111.0;0.0;1.2;10711;111.0;0.0;1.2
2661;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2006 oktober;10711;112.0;0.3;1.4;10711;112.0;0.3;1.4
2662;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2006 november;10711;111.0;-0.1;1.1;10711;111.0;-0.1;1.1
2663;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2006 december;10711;111.0;-0.1;1.0;10711;111.0;-0.1;1.0
2664;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2006;10711;111.0;;1.6;10711;111.0;;1.6
2665;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2007 januari;10711;113.0;1.5;2.1;10711;113.0;1.5;2.1
2666;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2007 februari;10711;113.0;0.0;1.9;10711;113.0;0.0;1.9
2667;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2007 maart;10711;113.0;0.0;1.9;10711;113.0;0.0;1.9
2668;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2007 april;10711;113.0;0.4;2.1;10711;113.0;0.4;2.1
2669;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2007 mei;10711;113.0;0.0;2.3;10711;113.0;0.0;2.3
2670;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2007 juni;10711;113.0;0.0;2.3;10711;113.0;0.0;2.3
2671;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2007 juli;10711;114.0;0.1;2.0;10711;114.0;0.1;2.0
2672;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2007 augustus;10711;114.0;0.1;2.1;10711;114.0;0.1;2.1
2673;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2007 september;10711;113.0;-0.1;2.0;10711;113.0;-0.1;2.0
2674;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2007 oktober;10711;114.0;0.1;1.8;10711;114.0;0.1;1.8
2675;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2007 november;10711;113.0;-0.2;1.7;10711;113.0;-0.2;1.7
2676;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2007 december;10711;113.0;0.1;1.9;10711;113.0;0.1;1.9
2677;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2007;10711;113.0;;2.0;10711;113.0;;2.0
2678;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2008 januari;10711;115.0;1.1;1.5;10711;115.0;1.1;1.5
2679;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2008 februari;10711;115.0;0.0;1.6;10711;115.0;0.0;1.6
2680;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2008 maart;10711;114.0;-0.2;1.4;10711;114.0;-0.2;1.4
2681;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2008 april;10711;115.0;0.5;1.5;10711;115.0;0.5;1.5
2682;Totale afzet;DK MACHINE- EN APPARATENINDUSTRIE;2008 mei;10711;115.0;0.1;1.6;10711;115.0;0.1;1.6
