ID;Geslacht;Leeftijd;Perioden;Bevolking_1
264;Totaal mannen en vrouwen;4 jaar;2043;185479
265;Totaal mannen en vrouwen;4 jaar;2044;184480
266;Totaal mannen en vrouwen;4 jaar;2045;183591
267;Totaal mannen en vrouwen;4 jaar;2046;182842
268;Totaal mannen en vrouwen;4 jaar;2047;182277
269;Totaal mannen en vrouwen;4 jaar;2048;181915
270;Totaal mannen en vrouwen;4 jaar;2049;181778
271;Totaal mannen en vrouwen;4 jaar;2050;181874
272;Totaal mannen en vrouwen;4 jaar;2051;182183
273;Totaal mannen en vrouwen;4 jaar;2052;182680
274;Totaal mannen en vrouwen;4 jaar;2053;183316
275;Totaal mannen en vrouwen;4 jaar;2054;184041
276;Totaal mannen en vrouwen;4 jaar;2055;184808
277;Totaal mannen en vrouwen;4 jaar;2056;185583
278;Totaal mannen en vrouwen;4 jaar;2057;186335
279;Totaal mannen en vrouwen;4 jaar;2058;187040
280;Totaal mannen en vrouwen;4 jaar;2059;187672
281;Totaal mannen en vrouwen;4 jaar;2060;188228
282;Totaal mannen en vrouwen;5 jaar;2014;185903
283;Totaal mannen en vrouwen;5 jaar;2015;185558
284;Totaal mannen en vrouwen;5 jaar;2016;184800
285;Totaal mannen en vrouwen;5 jaar;2017;180565
286;Totaal mannen en vrouwen;5 jaar;2018;176644
287;Totaal mannen en vrouwen;5 jaar;2019;172747
288;Totaal mannen en vrouwen;5 jaar;2020;173581
289;Totaal mannen en vrouwen;5 jaar;2021;176440
290;Totaal mannen en vrouwen;5 jaar;2022;179061
291;Totaal mannen en vrouwen;5 jaar;2023;182093
292;Totaal mannen en vrouwen;5 jaar;2024;184580
293;Totaal mannen en vrouwen;5 jaar;2025;185825
294;Totaal mannen en vrouwen;5 jaar;2026;186918
295;Totaal mannen en vrouwen;5 jaar;2027;188069
296;Totaal mannen en vrouwen;5 jaar;2028;188825
297;Totaal mannen en vrouwen;5 jaar;2029;189563
298;Totaal mannen en vrouwen;5 jaar;2030;190391
299;Totaal mannen en vrouwen;5 jaar;2031;190894
300;Totaal mannen en vrouwen;5 jaar;2032;191208
301;Totaal mannen en vrouwen;5 jaar;2033;191533
302;Totaal mannen en vrouwen;5 jaar;2034;191783
303;Totaal mannen en vrouwen;5 jaar;2035;191938
304;Totaal mannen en vrouwen;5 jaar;2036;191895
305;Totaal mannen en vrouwen;5 jaar;2037;191673
306;Totaal mannen en vrouwen;5 jaar;2038;191224
307;Totaal mannen en vrouwen;5 jaar;2039;190568
308;Totaal mannen en vrouwen;5 jaar;2040;189733
309;Totaal mannen en vrouwen;5 jaar;2041;188755
310;Totaal mannen en vrouwen;5 jaar;2042;187683
311;Totaal mannen en vrouwen;5 jaar;2043;186589
312;Totaal mannen en vrouwen;5 jaar;2044;185529
313;Totaal mannen en vrouwen;5 jaar;2045;184533
314;Totaal mannen en vrouwen;5 jaar;2046;183648
315;Totaal mannen en vrouwen;5 jaar;2047;182904
316;Totaal mannen en vrouwen;5 jaar;2048;182342
317;Totaal mannen en vrouwen;5 jaar;2049;181982
318;Totaal mannen en vrouwen;5 jaar;2050;181844
319;Totaal mannen en vrouwen;5 jaar;2051;181941
320;Totaal mannen en vrouwen;5 jaar;2052;182251
321;Totaal mannen en vrouwen;5 jaar;2053;182744
322;Totaal mannen en vrouwen;5 jaar;2054;183380
323;Totaal mannen en vrouwen;5 jaar;2055;184102
324;Totaal mannen en vrouwen;5 jaar;2056;184864
325;Totaal mannen en vrouwen;5 jaar;2057;185639
326;Totaal mannen en vrouwen;5 jaar;2058;186390
327;Totaal mannen en vrouwen;5 jaar;2059;187093
328;Totaal mannen en vrouwen;5 jaar;2060;187721
329;Totaal mannen en vrouwen;6 jaar;2014;182429
330;Totaal mannen en vrouwen;6 jaar;2015;185811
331;Totaal mannen en vrouwen;6 jaar;2016;185477
332;Totaal mannen en vrouwen;6 jaar;2017;184728
333;Totaal mannen en vrouwen;6 jaar;2018;180572
334;Totaal mannen en vrouwen;6 jaar;2019;176667
335;Totaal mannen en vrouwen;6 jaar;2020;172800
336;Totaal mannen en vrouwen;6 jaar;2021;173628
337;Totaal mannen en vrouwen;6 jaar;2022;176472
338;Totaal mannen en vrouwen;6 jaar;2023;179080
339;Totaal mannen en vrouwen;6 jaar;2024;182099
340;Totaal mannen en vrouwen;6 jaar;2025;184581
341;Totaal mannen en vrouwen;6 jaar;2026;185829
342;Totaal mannen en vrouwen;6 jaar;2027;186924
343;Totaal mannen en vrouwen;6 jaar;2028;188070
344;Totaal mannen en vrouwen;6 jaar;2029;188825
345;Totaal mannen en vrouwen;6 jaar;2030;189565
346;Totaal mannen en vrouwen;6 jaar;2031;190388
347;Totaal mannen en vrouwen;6 jaar;2032;190887
348;Totaal mannen en vrouwen;6 jaar;2033;191196
349;Totaal mannen en vrouwen;6 jaar;2034;191522
350;Totaal mannen en vrouwen;6 jaar;2035;191769
351;Totaal mannen en vrouwen;6 jaar;2036;191925
352;Totaal mannen en vrouwen;6 jaar;2037;191883
353;Totaal mannen en vrouwen;6 jaar;2038;191660
354;Totaal mannen en vrouwen;6 jaar;2039;191213
355;Totaal mannen en vrouwen;6 jaar;2040;190558
356;Totaal mannen en vrouwen;6 jaar;2041;189727
357;Totaal mannen en vrouwen;6 jaar;2042;188750
358;Totaal mannen en vrouwen;6 jaar;2043;187679
359;Totaal mannen en vrouwen;6 jaar;2044;186587
360;Totaal mannen en vrouwen;6 jaar;2045;185530
361;Totaal mannen en vrouwen;6 jaar;2046;184539
362;Totaal mannen en vrouwen;6 jaar;2047;183655
363;Totaal mannen en vrouwen;6 jaar;2048;182913
364;Totaal mannen en vrouwen;6 jaar;2049;182354
365;Totaal mannen en vrouwen;6 jaar;2050;181996
366;Totaal mannen en vrouwen;6 jaar;2051;181859
367;Totaal mannen en vrouwen;6 jaar;2052;181955
368;Totaal mannen en vrouwen;6 jaar;2053;182263
369;Totaal mannen en vrouwen;6 jaar;2054;182755
370;Totaal mannen en vrouwen;6 jaar;2055;183388
371;Totaal mannen en vrouwen;6 jaar;2056;184108
372;Totaal mannen en vrouwen;6 jaar;2057;184867
373;Totaal mannen en vrouwen;6 jaar;2058;185640
374;Totaal mannen en vrouwen;6 jaar;2059;186388
375;Totaal mannen en vrouwen;6 jaar;2060;187090
376;Totaal mannen en vrouwen;7 jaar;2014;185739
377;Totaal mannen en vrouwen;7 jaar;2015;182419
378;Totaal mannen en vrouwen;7 jaar;2016;185804
379;Totaal mannen en vrouwen;7 jaar;2017;185497
380;Totaal mannen en vrouwen;7 jaar;2018;184765
381;Totaal mannen en vrouwen;7 jaar;2019;180635
382;Totaal mannen en vrouwen;7 jaar;2020;176730
383;Totaal mannen en vrouwen;7 jaar;2021;172896
384;Totaal mannen en vrouwen;7 jaar;2022;173722
385;Totaal mannen en vrouwen;7 jaar;2023;176556
386;Totaal mannen en vrouwen;7 jaar;2024;179151
387;Totaal mannen en vrouwen;7 jaar;2025;182157
388;Totaal mannen en vrouwen;7 jaar;2026;184630
389;Totaal mannen en vrouwen;7 jaar;2027;185880
390;Totaal mannen en vrouwen;7 jaar;2028;186976
391;Totaal mannen en vrouwen;7 jaar;2029;188118
392;Totaal mannen en vrouwen;7 jaar;2030;188874
393;Totaal mannen en vrouwen;7 jaar;2031;189610
394;Totaal mannen en vrouwen;7 jaar;2032;190427
395;Totaal mannen en vrouwen;7 jaar;2033;190922
396;Totaal mannen en vrouwen;7 jaar;2034;191231
397;Totaal mannen en vrouwen;7 jaar;2035;191553
398;Totaal mannen en vrouwen;7 jaar;2036;191797
399;Totaal mannen en vrouwen;7 jaar;2037;191951
400;Totaal mannen en vrouwen;7 jaar;2038;191909
401;Totaal mannen en vrouwen;7 jaar;2039;191686
402;Totaal mannen en vrouwen;7 jaar;2040;191240
403;Totaal mannen en vrouwen;7 jaar;2041;190588
404;Totaal mannen en vrouwen;7 jaar;2042;189756
405;Totaal mannen en vrouwen;7 jaar;2043;188777
406;Totaal mannen en vrouwen;7 jaar;2044;187706
407;Totaal mannen en vrouwen;7 jaar;2045;186619
408;Totaal mannen en vrouwen;7 jaar;2046;185564
409;Totaal mannen en vrouwen;7 jaar;2047;184573
410;Totaal mannen en vrouwen;7 jaar;2048;183694
411;Totaal mannen en vrouwen;7 jaar;2049;182953
412;Totaal mannen en vrouwen;7 jaar;2050;182394
413;Totaal mannen en vrouwen;7 jaar;2051;182036
414;Totaal mannen en vrouwen;7 jaar;2052;181900
415;Totaal mannen en vrouwen;7 jaar;2053;181998
416;Totaal mannen en vrouwen;7 jaar;2054;182305
417;Totaal mannen en vrouwen;7 jaar;2055;182795
418;Totaal mannen en vrouwen;7 jaar;2056;183426
419;Totaal mannen en vrouwen;7 jaar;2057;184141
420;Totaal mannen en vrouwen;7 jaar;2058;184899
421;Totaal mannen en vrouwen;7 jaar;2059;185668
422;Totaal mannen en vrouwen;7 jaar;2060;186415
423;Totaal mannen en vrouwen;8 jaar;2014;187789
424;Totaal mannen en vrouwen;8 jaar;2015;185805
425;Totaal mannen en vrouwen;8 jaar;2016;182476
426;Totaal mannen en vrouwen;8 jaar;2017;185885
427;Totaal mannen en vrouwen;8 jaar;2018;185605
428;Totaal mannen en vrouwen;8 jaar;2019;184849
429;Totaal mannen en vrouwen;8 jaar;2020;180729
430;Totaal mannen en vrouwen;8 jaar;2021;176838
431;Totaal mannen en vrouwen;8 jaar;2022;173031
432;Totaal mannen en vrouwen;8 jaar;2023;173849
433;Totaal mannen en vrouwen;8 jaar;2024;176675
434;Totaal mannen en vrouwen;8 jaar;2025;179259
435;Totaal mannen en vrouwen;8 jaar;2026;182253
436;Totaal mannen en vrouwen;8 jaar;2027;184719
437;Totaal mannen en vrouwen;8 jaar;2028;185968
438;Totaal mannen en vrouwen;8 jaar;2029;187066
439;Totaal mannen en vrouwen;8 jaar;2030;188201
440;Totaal mannen en vrouwen;8 jaar;2031;188955
441;Totaal mannen en vrouwen;8 jaar;2032;189687
442;Totaal mannen en vrouwen;8 jaar;2033;190498
443;Totaal mannen en vrouwen;8 jaar;2034;190990
444;Totaal mannen en vrouwen;8 jaar;2035;191301
445;Totaal mannen en vrouwen;8 jaar;2036;191615
446;Totaal mannen en vrouwen;8 jaar;2037;191859
447;Totaal mannen en vrouwen;8 jaar;2038;192013
448;Totaal mannen en vrouwen;8 jaar;2039;191965
449;Totaal mannen en vrouwen;8 jaar;2040;191743
450;Totaal mannen en vrouwen;8 jaar;2041;191295
451;Totaal mannen en vrouwen;8 jaar;2042;190642
452;Totaal mannen en vrouwen;8 jaar;2043;189811
453;Totaal mannen en vrouwen;8 jaar;2044;188834
454;Totaal mannen en vrouwen;8 jaar;2045;187765
455;Totaal mannen en vrouwen;8 jaar;2046;186678
456;Totaal mannen en vrouwen;8 jaar;2047;185624
457;Totaal mannen en vrouwen;8 jaar;2048;184638
458;Totaal mannen en vrouwen;8 jaar;2049;183758
459;Totaal mannen en vrouwen;8 jaar;2050;183021
460;Totaal mannen en vrouwen;8 jaar;2051;182461
461;Totaal mannen en vrouwen;8 jaar;2052;182104
462;Totaal mannen en vrouwen;8 jaar;2053;181967
463;Totaal mannen en vrouwen;8 jaar;2054;182064
464;Totaal mannen en vrouwen;8 jaar;2055;182367
465;Totaal mannen en vrouwen;8 jaar;2056;182855
466;Totaal mannen en vrouwen;8 jaar;2057;183487
467;Totaal mannen en vrouwen;8 jaar;2058;184197
468;Totaal mannen en vrouwen;8 jaar;2059;184952
469;Totaal mannen en vrouwen;8 jaar;2060;185719
470;Totaal mannen en vrouwen;9 jaar;2014;193805
471;Totaal mannen en vrouwen;9 jaar;2015;187983
472;Totaal mannen en vrouwen;9 jaar;2016;185991
473;Totaal mannen en vrouwen;9 jaar;2017;182671
474;Totaal mannen en vrouwen;9 jaar;2018;186107
475;Totaal mannen en vrouwen;9 jaar;2019;185821
476;Totaal mannen en vrouwen;9 jaar;2020;185030
477;Totaal mannen en vrouwen;9 jaar;2021;180925
478;Totaal mannen en vrouwen;9 jaar;2022;177042
479;Totaal mannen en vrouwen;9 jaar;2023;173257
480;Totaal mannen en vrouwen;9 jaar;2024;174076
481;Totaal mannen en vrouwen;9 jaar;2025;176892
482;Totaal mannen en vrouwen;9 jaar;2026;179469
483;Totaal mannen en vrouwen;9 jaar;2027;182451
484;Totaal mannen en vrouwen;9 jaar;2028;184906
485;Totaal mannen en vrouwen;9 jaar;2029;186155
486;Totaal mannen en vrouwen;9 jaar;2030;187253
487;Totaal mannen en vrouwen;9 jaar;2031;188384
488;Totaal mannen en vrouwen;9 jaar;2032;189133
