ID;Werkzaamheden;Opdrachtgever;Perioden;TotaleWaardeVerleendeBouwvergunningen_1;TotaalAantalVerleendeBouwvergunningen_2;WaardeBouwvergunningenWoningbouw_3;AantalBouwvergunningenWoningbouw_4;WaardeBouwvergunningenUtiliteitsbouw_5;AantalBouwvergunningenUtiliteitsbouw_6;WaardeBouwvergunnAgrarischeSector_7;AantalBouwvergunnAgrarischeSector_8;WaardeBwvergunnIndustrieNijverheid_9;AantalBwvergunnIndustrieNijverheid_10;WaardeBwvergunnHandelHoreca_11;AantalBwvergunnHandelHoreca_12;WaardeVergunnVervoerEnCommunicatie_13;AantalVergunningenVervoerCommnicatie_14;WaardeBwvergunZakelijkeDienstverl_15;AantalBwvergunZakelijkeDienstverl_16;WaardeBouwvergunningenOpenbaarBestuur_17;AantalBouwvergunningenOpenbaarBestuur_18;WaardeBouwvergunningenOnderwijs_19;AantalBouwvergunningenOnderwijs_20;WaardeBouwvergunningenGezondheidszorg_21;AantalBouwvergunningenGezondheidszorg_22;WaardeBouwvergunnOverigeDienstverl_23;AantalBouwvergunnOverigeDienstverl_24
5213;Overige werkzaamheden;Andere particuliere opdrachtgevers;1999 3e kwartaal;519;2960;128;1456;391;1504;32;230;57;237;114;492;34;54;28;106;0;0;41;115;48;112;36;158
5214;Overige werkzaamheden;Andere particuliere opdrachtgevers;1999 oktober;209;905;38;421;171;484;9;64;22;81;38;175;43;20;9;35;0;0;21;41;12;26;16;42
5215;Overige werkzaamheden;Andere particuliere opdrachtgevers;1999 november;181;1038;45;502;135;536;12;79;21;73;34;198;5;18;15;54;0;0;16;29;19;38;13;47
5216;Overige werkzaamheden;Andere particuliere opdrachtgevers;1999 december;189;1036;50;490;139;546;8;60;23;96;50;217;6;19;17;47;0;0;12;34;14;39;7;34
5217;Overige werkzaamheden;Andere particuliere opdrachtgevers;1999 4e kwartaal;578;2979;133;1413;445;1566;29;203;67;250;122;590;53;57;41;136;0;0;50;104;45;103;37;123
5218;Overige werkzaamheden;Andere particuliere opdrachtgevers;1999;2248;11335;502;5384;1746;5951;125;870;284;981;438;2080;155;214;116;393;0;0;184;437;277;445;166;531
5219;Overige werkzaamheden;Andere particuliere opdrachtgevers;2000 januari;157;835;44;409;113;426;9;61;17;65;30;152;15;24;10;43;0;0;9;23;11;38;12;20
5220;Overige werkzaamheden;Andere particuliere opdrachtgevers;2000 februari;213;998;48;476;165;522;9;62;22;88;39;183;11;22;41;46;0;0;14;35;12;42;16;44
5221;Overige werkzaamheden;Andere particuliere opdrachtgevers;2000 maart;214;1123;54;593;160;530;11;69;30;76;36;195;11;12;19;57;0;0;17;31;18;35;18;55
5222;Overige werkzaamheden;Andere particuliere opdrachtgevers;2000 1e kwartaal;585;2956;146;1478;439;1478;30;192;68;229;105;530;38;58;70;146;0;0;39;89;42;115;46;119
5223;Overige werkzaamheden;Andere particuliere opdrachtgevers;2000 april;166;896;41;441;125;455;9;66;32;90;25;137;3;13;14;52;0;0;11;31;21;24;8;42
5224;Overige werkzaamheden;Andere particuliere opdrachtgevers;2000 mei;238;1163;56;578;181;585;11;77;31;88;40;176;24;27;23;72;0;0;28;59;15;36;10;50
5225;Overige werkzaamheden;Andere particuliere opdrachtgevers;2000 juni;242;1101;56;543;186;558;12;88;27;102;36;177;21;17;35;46;0;0;17;42;25;43;13;43
5226;Overige werkzaamheden;Andere particuliere opdrachtgevers;2000 2e kwartaal;645;3160;154;1562;492;1598;32;231;91;280;101;490;48;57;72;170;0;0;57;132;61;103;31;135
5227;Overige werkzaamheden;Andere particuliere opdrachtgevers;2000 juli;233;1090;56;529;176;561;15;95;30;98;39;172;5;16;46;51;0;0;20;52;14;38;9;39
5228;Overige werkzaamheden;Andere particuliere opdrachtgevers;2000 augustus;277;1122;56;566;220;556;8;56;32;90;49;184;33;29;21;60;0;0;28;47;32;38;17;52
5229;Overige werkzaamheden;Andere particuliere opdrachtgevers;2000 september;242;1097;54;557;187;540;9;70;29;90;39;181;12;20;64;55;0;0;9;40;16;45;9;39
5230;Overige werkzaamheden;Andere particuliere opdrachtgevers;2000 3e kwartaal;751;3309;167;1652;584;1657;32;221;90;278;127;537;49;65;132;166;0;0;57;139;62;121;35;130
5231;Overige werkzaamheden;Andere particuliere opdrachtgevers;2000 oktober;210;991;52;498;159;493;13;68;21;70;35;157;24;30;14;53;0;0;16;41;24;31;11;43
5232;Overige werkzaamheden;Andere particuliere opdrachtgevers;2000 november;189;1036;53;511;136;525;8;60;25;95;40;174;17;28;15;50;0;1;13;41;8;31;10;45
5233;Overige werkzaamheden;Andere particuliere opdrachtgevers;2000 december;210;950;56;482;154;468;12;78;23;87;21;131;21;28;17;46;0;0;14;30;25;34;21;34
5234;Overige werkzaamheden;Andere particuliere opdrachtgevers;2000 4e kwartaal;610;2977;161;1491;449;1486;33;206;69;252;97;462;62;86;45;149;0;1;43;112;58;96;42;122
5235;Overige werkzaamheden;Andere particuliere opdrachtgevers;2000;2591;12402;628;6183;1963;6219;126;850;319;1039;430;2019;197;266;320;631;0;1;196;472;222;435;154;506
5236;Overige werkzaamheden;Andere particuliere opdrachtgevers;2001 januari;274;1365;94;700;180;665;15;79;34;115;51;209;8;22;25;79;0;0;15;48;19;55;14;58
5237;Overige werkzaamheden;Andere particuliere opdrachtgevers;2001 februari;271;1270;76;619;195;651;11;79;35;101;58;230;20;36;26;70;0;0;15;50;19;40;12;45
5238;Overige werkzaamheden;Andere particuliere opdrachtgevers;2001 maart;271;1258;67;669;204;589;17;114;24;91;30;160;21;28;40;50;0;1;15;40;31;46;27;59
5239;Overige werkzaamheden;Andere particuliere opdrachtgevers;2001 1e kwartaal;816;3893;237;1988;580;1905;44;272;92;307;138;599;49;86;90;199;0;1;45;138;68;141;53;162
5240;Overige werkzaamheden;Andere particuliere opdrachtgevers;2001 april;213;1119;72;595;141;524;17;106;27;95;29;129;3;18;21;48;0;0;14;34;15;42;15;52
5241;Overige werkzaamheden;Andere particuliere opdrachtgevers;2001 mei;272;1308;84;666;188;642;22;118;40;109;39;195;9;26;7;33;0;0;22;42;20;60;30;59
5242;Overige werkzaamheden;Andere particuliere opdrachtgevers;2001 juni;247;1245;63;673;184;572;11;83;36;105;69;180;10;24;15;49;0;0;10;42;18;49;15;40
5243;Overige werkzaamheden;Andere particuliere opdrachtgevers;2001 2e kwartaal;732;3672;219;1934;513;1738;50;307;103;309;137;504;22;68;42;130;0;0;46;118;53;151;60;151
5244;Overige werkzaamheden;Andere particuliere opdrachtgevers;2001 juli;222;1292;69;639;153;653;16;106;23;96;46;203;5;15;13;50;0;0;19;65;18;66;14;52
5245;Overige werkzaamheden;Andere particuliere opdrachtgevers;2001 augustus;238;1111;53;572;186;539;14;101;32;106;29;125;13;29;42;51;0;0;10;37;22;46;24;44
5246;Overige werkzaamheden;Andere particuliere opdrachtgevers;2001 september;220;1093;52;520;168;573;13;86;22;83;36;165;13;34;30;57;0;0;12;47;23;55;18;46
5247;Overige werkzaamheden;Andere particuliere opdrachtgevers;2001 3e kwartaal;681;3496;174;1731;507;1765;44;293;77;285;110;493;32;78;86;158;0;0;41;149;62;167;56;142
5248;Overige werkzaamheden;Andere particuliere opdrachtgevers;2001 oktober;271;1270;73;622;198;648;16;107;35;113;41;169;5;21;19;59;0;0;19;43;50;80;13;56
5249;Overige werkzaamheden;Andere particuliere opdrachtgevers;2001 november;220;1038;61;540;159;498;15;98;27;98;26;115;18;20;25;52;0;0;9;36;32;45;7;34
5250;Overige werkzaamheden;Andere particuliere opdrachtgevers;2001 december;167;819;37;355;130;464;18;105;16;67;22;129;5;15;14;39;0;0;12;31;9;30;34;48
5251;Overige werkzaamheden;Andere particuliere opdrachtgevers;2001 4e kwartaal;658;3127;170;1517;488;1610;48;310;78;278;90;413;28;56;58;150;0;0;40;110;91;155;55;138
5252;Overige werkzaamheden;Andere particuliere opdrachtgevers;2001;2886;14188;800;7170;2087;7018;185;1182;349;1179;476;2009;131;288;275;637;0;1;172;515;275;614;224;593
5253;Overige werkzaamheden;Andere particuliere opdrachtgevers;2002 januari;180;800;42;409;138;391;12;71;25;64;44;98;8;14;14;37;0;0;15;34;14;38;5;35
5254;Overige werkzaamheden;Andere particuliere opdrachtgevers;2002 februari;173;816;57;433;116;383;10;65;19;56;23;120;4;12;11;36;0;0;9;29;22;30;19;35
5255;Overige werkzaamheden;Andere particuliere opdrachtgevers;2002 maart;217;897;54;458;164;439;12;74;37;89;22;102;4;10;13;34;0;0;44;40;23;45;9;45
5256;Overige werkzaamheden;Andere particuliere opdrachtgevers;2002 1e kwartaal;570;2513;153;1300;417;1213;34;210;81;209;89;320;16;36;38;107;0;0;68;103;58;113;34;115
5257;Overige werkzaamheden;Andere particuliere opdrachtgevers;2002 april;259;1043;73;543;186;500;10;71;26;81;30;132;22;17;35;47;0;0;30;51;16;51;17;50
5258;Overige werkzaamheden;Andere particuliere opdrachtgevers;2002 mei;193;992;62;545;132;447;11;81;20;64;38;120;11;15;14;44;0;0;13;43;14;36;11;44
5259;Overige werkzaamheden;Andere particuliere opdrachtgevers;2002 juni;220;1040;61;559;159;481;15;95;26;69;24;129;13;22;12;33;0;0;28;46;29;44;13;43
5260;Overige werkzaamheden;Andere particuliere opdrachtgevers;2002 2e kwartaal;673;3075;196;1647;477;1428;35;247;71;214;92;381;46;54;62;124;0;0;70;140;60;131;41;137
5261;Overige werkzaamheden;Andere particuliere opdrachtgevers;2002 juli;334;1039;60;563;274;476;11;79;13;63;32;125;131;18;21;51;0;0;22;44;36;51;8;45
5262;Overige werkzaamheden;Andere particuliere opdrachtgevers;2002 augustus;210;883;58;503;152;380;14;85;13;63;15;79;8;18;32;31;0;0;20;48;29;27;22;29
5263;Overige werkzaamheden;Andere particuliere opdrachtgevers;2002 september;214;1002;62;536;151;466;11;81;36;87;27;120;11;24;10;29;0;0;22;39;16;43;19;43
5264;Overige werkzaamheden;Andere particuliere opdrachtgevers;2002 3e kwartaal;758;2924;181;1602;577;1322;35;245;63;213;74;324;149;60;63;111;0;0;63;131;81;121;49;117
5265;Overige werkzaamheden;Andere particuliere opdrachtgevers;2002 oktober;337;1223;79;615;258;608;10;70;41;92;68;173;21;26;22;79;0;0;24;49;53;58;19;61
5266;Overige werkzaamheden;Andere particuliere opdrachtgevers;2002 november;268;1109;76;580;192;529;12;66;42;115;48;138;8;22;13;40;0;0;18;38;34;60;18;50
5267;Overige werkzaamheden;Andere particuliere opdrachtgevers;2002 december;245;1160;70;658;175;502;11;70;36;95;29;121;4;21;41;55;0;0;17;50;27;47;10;43
5268;Overige werkzaamheden;Andere particuliere opdrachtgevers;2002 4e kwartaal;850;3492;225;1853;625;1639;33;206;118;302;144;432;33;69;76;174;0;0;58;137;115;165;47;154
5269;Overige werkzaamheden;Andere particuliere opdrachtgevers;2002;2851;12004;754;6402;2096;5602;137;908;333;938;399;1457;244;219;239;516;0;0;260;511;314;530;170;523
5270;Overige werkzaamheden;Andere particuliere opdrachtgevers;2003 januari;161;760;49;425;113;335;6;40;19;63;21;93;2;14;11;34;0;0;12;25;14;35;28;31
5271;Overige werkzaamheden;Andere particuliere opdrachtgevers;2003 februari;200;837;44;427;156;410;11;60;19;68;35;122;3;12;21;36;0;0;26;44;27;30;15;38
5272;Overige werkzaamheden;Andere particuliere opdrachtgevers;2003 maart;237;1141;76;630;161;511;9;70;28;73;31;133;12;25;16;44;0;0;22;49;21;46;23;71
5273;Overige werkzaamheden;Andere particuliere opdrachtgevers;2003 1e kwartaal;599;2738;169;1482;430;1256;26;170;66;204;86;348;17;51;48;114;0;0;59;118;62;111;66;140
5274;Overige werkzaamheden;Andere particuliere opdrachtgevers;2003 april;185;924;59;510;126;414;10;67;16;68;32;110;9;13;12;31;0;0;14;34;17;41;15;50
5275;Overige werkzaamheden;Andere particuliere opdrachtgevers;2003 mei;145;842;47;438;98;404;10;82;10;59;15;89;6;12;7;34;0;0;14;37;16;39;19;52
5276;Overige werkzaamheden;Andere particuliere opdrachtgevers;2003 juni;231;1153;68;622;163;531;14;97;26;95;38;148;7;17;12;38;0;0;21;45;32;44;13;47
5277;Overige werkzaamheden;Andere particuliere opdrachtgevers;2003 2e kwartaal;562;2919;175;1570;387;1349;35;246;53;222;85;347;21;42;32;103;0;0;49;116;66;124;47;149
5278;Overige werkzaamheden;Andere particuliere opdrachtgevers;2003 juli;218;1055;66;578;152;477;15;102;18;60;29;120;6;11;9;44;0;0;18;49;42;47;14;44
5279;Overige werkzaamheden;Andere particuliere opdrachtgevers;2003 augustus;234;931;85;491;149;440;11;75;22;67;28;108;5;15;7;38;0;0;18;47;45;41;14;49
5280;Overige werkzaamheden;Andere particuliere opdrachtgevers;2003 september;250;1098;72;565;178;533;16;92;30;82;27;136;20;19;13;45;0;0;17;54;24;57;32;48
5281;Overige werkzaamheden;Andere particuliere opdrachtgevers;2003 3e kwartaal;702;3084;223;1634;479;1450;42;269;70;209;83;364;31;45;29;127;0;0;53;150;111;145;60;141
5282;Overige werkzaamheden;Andere particuliere opdrachtgevers;2003 oktober;235;1047;64;512;171;535;12;71;30;82;56;149;6;23;11;49;0;0;22;52;13;52;21;57
5283;Overige werkzaamheden;Andere particuliere opdrachtgevers;2003 november;214;931;68;480;146;451;16;76;20;86;30;105;3;13;12;36;0;0;35;56;18;35;12;44
5284;Overige werkzaamheden;Andere particuliere opdrachtgevers;2003 december;330;1356;84;728;246;628;10;84;74;109;37;179;6;21;18;48;0;0;26;56;51;61;25;70
5285;Overige werkzaamheden;Andere particuliere opdrachtgevers;2003 4e kwartaal;780;3334;216;1720;563;1614;38;231;124;277;123;433;15;57;42;133;0;0;83;164;82;148;57;171
5286;Overige werkzaamheden;Andere particuliere opdrachtgevers;2003;2642;12075;783;6406;1859;5669;140;916;311;912;378;1492;85;195;151;477;0;0;244;548;321;528;230;601
5287;Overige werkzaamheden;Andere particuliere opdrachtgevers;2004 januari;179;874;53;452;126;422;10;69;23;62;28;118;3;14;9;43;0;0;22;52;24;37;8;27
5288;Overige werkzaamheden;Andere particuliere opdrachtgevers;2004 februari;242;894;58;459;184;435;11;56;17;70;29;125;12;19;31;39;0;0;39;46;22;36;22;44
5289;Overige werkzaamheden;Andere particuliere opdrachtgevers;2004 maart;225;1105;70;575;154;530;17;85;28;71;31;148;5;16;15;46;0;0;15;47;25;63;18;54
5290;Overige werkzaamheden;Andere particuliere opdrachtgevers;2004 1e kwartaal;646;2873;182;1486;464;1387;38;210;68;203;88;391;20;49;55;128;0;0;76;145;71;136;48;125
5291;Overige werkzaamheden;Andere particuliere opdrachtgevers;2004 april;217;874;54;445;163;429;15;81;14;60;35;99;3;10;13;47;0;0;18;40;41;42;23;50
5292;Overige werkzaamheden;Andere particuliere opdrachtgevers;2004 mei;189;919;56;496;133;423;15;90;19;74;30;102;6;13;16;23;0;0;8;39;18;37;21;45
5293;Overige werkzaamheden;Andere particuliere opdrachtgevers;2004 juni;307;1301;83;715;223;586;17;115;30;96;32;143;34;22;9;35;0;0;48;63;35;52;16;60
5294;Overige werkzaamheden;Andere particuliere opdrachtgevers;2004 2e kwartaal;712;3094;193;1656;519;1438;47;286;64;230;97;344;44;45;38;105;0;0;74;142;94;131;60;155
5295;Overige werkzaamheden;Andere particuliere opdrachtgevers;2004 juli;278;1154;80;642;198;512;19;104;32;99;33;109;10;20;18;41;0;0;17;43;51;44;18;52
5296;Overige werkzaamheden;Andere particuliere opdrachtgevers;2004 augustus;300;1323;81;668;220;655;27;146;38;87;44;149;7;21;20;54;0;0;32;92;19;54;34;52
5297;Overige werkzaamheden;Andere particuliere opdrachtgevers;2004 september;264;1051;59;522;205;529;16;94;38;58;33;140;10;23;22;60;0;0;35;57;42;46;8;51
5298;Overige werkzaamheden;Andere particuliere opdrachtgevers;2004 3e kwartaal;843;3528;220;1832;623;1696;61;344;108;244;110;398;27;64;60;155;0;0;84;192;112;144;61;155
5299;Overige werkzaamheden;Andere particuliere opdrachtgevers;2004 oktober;235;1047;76;563;159;484;14;71;25;72;21;116;9;19;14;45;0;0;24;53;40;49;12;59
5300;Overige werkzaamheden;Andere particuliere opdrachtgevers;2004 november;281;1327;79;721;202;606;16;89;27;95;34;171;13;18;28;58;0;0;34;67;34;56;17;52
5301;Overige werkzaamheden;Andere particuliere opdrachtgevers;2004 december;418;1733;124;917;294;816;26;157;77;122;42;201;20;31;23;63;0;0;44;87;34;67;29;88
5302;Overige werkzaamheden;Andere particuliere opdrachtgevers;2004 4e kwartaal;934;4107;279;2201;655;1906;56;317;128;289;97;488;43;68;65;166;0;0;101;207;107;172;57;199
5303;Overige werkzaamheden;Andere particuliere opdrachtgevers;2004;3135;13602;873;7175;2261;6427;203;1157;368;966;392;1621;134;226;218;554;0;0;336;686;384;583;226;634
5304;Overige werkzaamheden;Andere particuliere opdrachtgevers;2005 januari;226;898;50;460;176;438;16;85;18;55;27;117;12;15;12;37;0;0;35;37;41;48;15;44
5305;Overige werkzaamheden;Andere particuliere opdrachtgevers;2005 februari;146;786;59;417;87;369;7;64;16;53;17;102;4;13;8;33;0;0;15;33;10;30;11;41
5306;Overige werkzaamheden;Andere particuliere opdrachtgevers;2005 maart;220;956;61;508;159;448;13;80;19;76;29;108;8;13;11;36;0;0;34;40;37;55;8;40
5307;Overige werkzaamheden;Andere particuliere opdrachtgevers;2005 1e kwartaal;592;2640;171;1385;422;1255;36;229;52;184;73;327;24;41;31;106;0;0;84;110;88;133;33;125
5308;Overige werkzaamheden;Andere particuliere opdrachtgevers;2005 april;172;955;59;517;113;438;16;91;18;68;16;91;7;11;6;34;0;0;29;63;9;30;12;50
5309;Overige werkzaamheden;Andere particuliere opdrachtgevers;2005 mei;227;1109;57;565;170;544;31;117;21;74;38;140;16;20;11;36;0;0;15;52;20;44;18;61
5310;Overige werkzaamheden;Andere particuliere opdrachtgevers;2005 juni;328;1304;90;682;238;622;25;130;40;97;44;139;10;10;19;65;0;0;32;69;56;51;13;61
5311;Overige werkzaamheden;Andere particuliere opdrachtgevers;2005 2e kwartaal;727;3368;205;1764;521;1604;72;338;80;239;97;370;32;41;36;135;0;0;76;184;84;125;43;172
5312;Overige werkzaamheden;Andere particuliere opdrachtgevers;2005 juli;267;1101;100;583;166;518;17;109;23;83;29;128;10;28;16;41;0;0;18;53;33;35;19;41
5313;Overige werkzaamheden;Andere particuliere opdrachtgevers;2005 augustus;211;1045;66;586;145;459;12;78;24;66;25;112;6;9;14;53;0;0;18;45;23;45;22;51
5314;Overige werkzaamheden;Andere particuliere opdrachtgevers;2005 september;214;1038;58;520;156;518;17;101;40;92;24;106;13;28;15;45;0;0;11;49;22;35;15;62
5315;Overige werkzaamheden;Andere particuliere opdrachtgevers;2005 3e kwartaal;691;3184;225;1689;467;1495;47;288;87;241;78;346;29;65;44;139;0;0;47;147;79;115;56;154
5316;Overige werkzaamheden;Andere particuliere opdrachtgevers;2005 oktober;312;1205;78;615;234;590;30;148;40;89;34;136;8;15;15;36;3;1;35;57;50;53;19;55
5317;Overige werkzaamheden;Andere particuliere opdrachtgevers;2005 november;434;1524;109;807;325;717;20;97;27;111;74;192;28;29;41;76;0;0;45;65;73;74;19;73
5318;Overige werkzaamheden;Andere particuliere opdrachtgevers;2005 december;266;1184;72;621;194;563;18;110;20;80;54;150;6;16;12;41;0;0;26;55;42;56;15;55
5319;Overige werkzaamheden;Andere particuliere opdrachtgevers;2005 4e kwartaal;1012;3913;259;2043;753;1870;69;355;87;280;162;478;41;60;68;153;3;1;106;177;165;183;53;183
5320;Overige werkzaamheden;Andere particuliere opdrachtgevers;2005;3022;13105;860;6881;2162;6224;223;1210;306;944;410;1521;127;207;180;533;3;1;313;618;416;556;185;634
5321;Overige werkzaamheden;Andere particuliere opdrachtgevers;2006 januari;203;908;66;493;137;415;15;87;25;67;38;120;2;11;7;29;0;0;8;26;16;32;26;43
5322;Overige werkzaamheden;Andere particuliere opdrachtgevers;2006 februari;193;916;67;459;126;457;14;88;30;89;24;109;5;15;10;43;0;0;19;39;13;38;11;36
5323;Overige werkzaamheden;Andere particuliere opdrachtgevers;2006 maart;306;1236;85;671;221;565;24;117;28;101;40;126;6;20;22;45;0;0;45;64;37;43;18;49
5324;Overige werkzaamheden;Andere particuliere opdrachtgevers;2006 1e kwartaal;702;3060;218;1623;484;1437;53;292;82;257;102;355;13;46;40;117;0;0;73;129;67;113;55;128
5325;Overige werkzaamheden;Andere particuliere opdrachtgevers;2006 april;270;1030;77;539;193;491;20;98;20;78;38;122;58;15;9;41;0;0;15;47;19;35;14;55
5326;Overige werkzaamheden;Andere particuliere opdrachtgevers;2006 mei;256;1097;70;622;186;475;18;123;21;74;27;107;1;9;17;37;0;0;8;38;81;40;11;47
5327;Overige werkzaamheden;Andere particuliere opdrachtgevers;2006 juni;296;1321;83;740;213;581;27;128;51;105;41;149;5;14;9;32;0;0;21;43;21;36;38;74
5328;Overige werkzaamheden;Andere particuliere opdrachtgevers;2006 2e kwartaal;822;3448;230;1901;592;1547;65;349;92;257;106;378;64;38;35;110;0;0;44;128;122;111;64;176
5329;Overige werkzaamheden;Andere particuliere opdrachtgevers;2006 juli;239;1132;72;615;167;517;23;113;30;90;37;112;5;18;19;43;0;0;16;49;27;51;10;41
5330;Overige werkzaamheden;Andere particuliere opdrachtgevers;2006 augustus;303;1246;83;709;219;537;18;110;34;97;32;108;7;16;22;44;0;0;56;55;25;52;25;55
5331;Overige werkzaamheden;Andere particuliere opdrachtgevers;2006 september;330;1422;86;714;244;708;37;165;32;104;36;160;21;35;16;63;0;0;31;68;59;57;13;56
5332;Overige werkzaamheden;Andere particuliere opdrachtgevers;2006 3e kwartaal;871;3800;241;2038;630;1762;79;388;96;291;104;380;32;69;57;150;0;0;103;172;112;160;48;152
5333;Overige werkzaamheden;Andere particuliere opdrachtgevers;2006 oktober;222;1019;66;526;156;493;17;104;25;65;26;133;11;19;15;45;0;0;17;37;28;43;17;47
5334;Overige werkzaamheden;Andere particuliere opdrachtgevers;2006 november;283;1237;83;691;200;546;21;107;39;97;42;134;4;20;16;45;0;0;27;41;23;48;27;54
5335;Overige werkzaamheden;Andere particuliere opdrachtgevers;2006 december;348;1531;105;818;243;713;22;136;39;107;35;177;4;16;20;68;0;0;33;54;61;68;30;87
5336;Overige werkzaamheden;Andere particuliere opdrachtgevers;2006 4e kwartaal;853;3787;254;2035;599;1752;60;347;103;269;102;444;20;55;52;158;0;0;77;132;112;159;73;188
5337;Overige werkzaamheden;Andere particuliere opdrachtgevers;2006;3248;14095;943;7597;2305;6498;256;1376;373;1074;415;1557;129;208;183;535;0;0;297;561;412;543;240;644
5338;Overige werkzaamheden;Andere particuliere opdrachtgevers;2007 januari;249;1007;73;528;176;479;15;87;28;76;27;127;12;16;30;43;0;0;16;43;36;42;12;45
5339;Overige werkzaamheden;Andere particuliere opdrachtgevers;2007 februari;175;914;61;516;114;398;16;89;16;66;18;88;6;9;17;37;0;0;13;37;20;31;7;41
5340;Overige werkzaamheden;Andere particuliere opdrachtgevers;2007 maart;303;1358;86;745;217;613;23;134;31;92;60;139;7;12;14;48;0;0;25;55;30;62;27;71
5341;Overige werkzaamheden;Andere particuliere opdrachtgevers;2007 1e kwartaal;727;3279;219;1789;508;1490;53;310;76;234;104;354;26;37;62;128;0;0;55;135;86;135;46;157
5342;Overige werkzaamheden;Andere particuliere opdrachtgevers;2007 april;281;1082;64;594;217;488;28;130;27;74;29;104;67;16;14;33;0;0;10;36;22;41;20;54
5343;Overige werkzaamheden;Andere particuliere opdrachtgevers;2007 mei;313;1087;68;583;245;504;25;124;41;96;25;102;3;15;15;38;0;0;22;50;86;38;28;41
5344;Overige werkzaamheden;Andere particuliere opdrachtgevers;2007 juni;343;1408;87;756;256;652;27;144;38;107;63;156;24;16;19;46;0;0;25;64;46;58;13;61
5345;Overige werkzaamheden;Andere particuliere opdrachtgevers;2007 2e kwartaal;937;3577;219;1933;718;1644;79;398;106;277;117;362;94;47;47;117;0;0;57;150;155;137;61;156
5346;Overige werkzaamheden;Andere particuliere opdrachtgevers;2007 juli;284;1354;71;697;212;657;23;146;53;104;43;162;6;14;21;47;0;0;27;55;26;79;15;50
5347;Overige werkzaamheden;Andere particuliere opdrachtgevers;2007 augustus;289;1382;89;759;200;623;24;141;26;98;40;153;9;12;15;48;0;0;25;56;27;49;34;66
5348;Overige werkzaamheden;Andere particuliere opdrachtgevers;2007 september;414;1631;118;895;295;736;39;153;52;132;66;209;27;14;45;45;0;0;22;67;28;54;17;62
5349;Overige werkzaamheden;Andere particuliere opdrachtgevers;2007 3e kwartaal;987;4367;279;2351;708;2016;86;440;131;334;148;524;41;40;81;140;0;0;74;178;81;182;66;178
5350;Overige werkzaamheden;Andere particuliere opdrachtgevers;2007 oktober;272;1201;81;649;191;552;29;132;32;84;44;144;29;20;10;36;0;0;12;39;14;45;22;52
5351;Overige werkzaamheden;Andere particuliere opdrachtgevers;2007 november;302;1327;104;733;198;594;24;142;30;95;55;154;6;18;26;50;0;1;16;45;24;40;17;49
5352;Overige werkzaamheden;Andere particuliere opdrachtgevers;2007 december;392;1378;89;707;304;671;48;181;42;109;38;165;15;22;16;50;0;0;28;52;97;52;18;40
5353;Overige werkzaamheden;Andere particuliere opdrachtgevers;2007 4e kwartaal;966;3906;274;2089;692;1817;101;455;103;288;137;463;50;60;52;136;0;1;57;136;135;137;57;141
5354;Overige werkzaamheden;Andere particuliere opdrachtgevers;2007;3617;15129;992;8162;2626;6967;320;1603;416;1133;506;1703;212;184;242;521;0;1;242;599;457;591;230;632
5355;Overige werkzaamheden;Andere particuliere opdrachtgevers;2008 januari;289;1093;71;560;218;533;30;115;49;98;63;138;13;22;12;38;0;0;14;29;15;38;22;55
5356;Overige werkzaamheden;Andere particuliere opdrachtgevers;2008 februari;207;965;54;483;154;482;26;115;30;81;32;118;14;15;13;41;0;0;15;46;15;31;8;35
5357;Overige werkzaamheden;Andere particuliere opdrachtgevers;2008 maart;270;1193;67;607;204;586;29;149;38;98;41;127;9;14;32;58;0;0;13;43;19;55;22;42
5358;Overige werkzaamheden;Andere particuliere opdrachtgevers;2008 1e kwartaal;766;3251;191;1650;575;1601;85;379;117;277;136;383;36;51;57;137;0;0;43;118;49;124;52;132
5359;Overige werkzaamheden;Andere particuliere opdrachtgevers;2008 april;259;1256;75;686;184;570;25;137;45;100;28;139;9;10;23;60;0;0;9;35;31;52;14;37
5360;Overige werkzaamheden;Andere particuliere opdrachtgevers;2008 mei;288;1276;81;683;207;593;38;177;28;93;42;132;3;11;15;44;0;0;16;41;50;44;15;51
5361;Overige werkzaamheden;Andere particuliere opdrachtgevers;2008 juni;254;1186;67;625;187;561;35;148;23;86;44;147;12;12;27;52;0;0;13;34;24;48;8;34
5362;Overige werkzaamheden;Andere particuliere opdrachtgevers;2008 2e kwartaal;800;3718;222;1994;578;1724;98;462;96;279;114;418;24;33;65;156;0;0;39;110;105;144;37;122
5363;Overige werkzaamheden;Andere particuliere opdrachtgevers;2008 juli;287;1301;82;699;205;602;29;165;29;97;33;144;15;18;12;54;0;0;54;37;15;44;19;43
5364;Overige werkzaamheden;Andere particuliere opdrachtgevers;2008 augustus;314;1395;102;786;213;609;29;139;32;100;54;147;22;13;14;54;0;0;10;40;29;54;22;62
5365;Overige werkzaamheden;Andere particuliere opdrachtgevers;2008 september;373;1506;99;837;274;669;31;155;40;102;75;156;9;16;28;54;0;0;26;56;26;58;39;72
5366;Overige werkzaamheden;Andere particuliere opdrachtgevers;2008 3e kwartaal;974;4202;282;2322;692;1880;89;459;101;299;163;447;46;47;54;162;0;0;90;133;70;156;80;177
5367;Overige werkzaamheden;Andere particuliere opdrachtgevers;2008 oktober;309;1203;87;671;222;532;31;135;38;80;37;125;17;20;10;41;0;0;16;42;66;52;7;37
