ID;NederlandEnHerkomstgroeperingen;Perioden;TotaalImmigratie_1;ImmigratieMannen_2;ImmigratieVrouwen_3;TotaalEmigratie_4;EmigratieMannen_5;EmigratieVrouwen_6;TotaalMigratiesaldo_7;MigratiesaldoMannen_8;MigratiesaldoVrouwen_9
140;Afrika;2022;7999;4668;3331;4975;3162;1814;3024;1506;1518
141;Afrika;2023;7999;4668;3331;4958;3148;1810;3041;1520;1521
142;Afrika;2024;7999;4668;3331;4944;3136;1807;3055;1532;1524
143;Afrika;2025;7999;4668;3331;4932;3127;1805;3067;1541;1526
144;Afrika;2026;7999;4668;3331;4923;3121;1802;3076;1547;1529
145;Afrika;2027;7999;4668;3331;4916;3117;1800;3083;1551;1531
146;Afrika;2028;7999;4668;3331;4911;3114;1798;3088;1555;1533
147;Afrika;2029;7999;4668;3331;4907;3111;1796;3092;1557;1535
148;Afrika;2030;7999;4668;3331;4904;3110;1794;3095;1558;1537
149;Afrika;2031;7999;4668;3331;4901;3109;1792;3098;1560;1539
150;Afrika;2032;7999;4668;3331;4898;3108;1790;3101;1560;1541
151;Afrika;2033;7999;4668;3331;4894;3106;1788;3105;1562;1543
152;Afrika;2034;7999;4668;3331;4891;3105;1786;3108;1563;1545
153;Afrika;2035;7999;4668;3331;4889;3104;1785;3111;1564;1547
154;Afrika;2036;7999;4668;3331;4884;3103;1781;3115;1565;1550
155;Afrika;2037;7999;4668;3331;4880;3102;1778;3119;1567;1553
156;Afrika;2038;7999;4668;3331;4875;3100;1775;3124;1568;1556
157;Afrika;2039;7999;4668;3331;4870;3098;1772;3129;1570;1559
158;Afrika;2040;7999;4668;3331;4864;3096;1768;3135;1572;1563
159;Afrika;2041;7999;4668;3331;4859;3094;1764;3140;1574;1567
160;Afrika;2042;7999;4668;3331;4852;3092;1759;3147;1576;1572
161;Afrika;2043;7999;4668;3331;4844;3090;1755;3155;1578;1576
162;Afrika;2044;7999;4668;3331;4834;3086;1749;3165;1582;1583
163;Afrika;2045;7999;4668;3331;4823;3081;1742;3176;1587;1589
164;Afrika;2046;7999;4668;3331;4809;3075;1734;3190;1593;1597
165;Afrika;2047;7999;4668;3331;4792;3067;1726;3207;1601;1605
166;Afrika;2048;7999;4668;3331;4773;3057;1717;3226;1612;1614
167;Afrika;2049;7999;4668;3331;4752;3044;1708;3247;1624;1623
168;Azië;2008;19559;9083;10476;10211;5627;4583;9348;3456;5893
169;Azië;2009;16002;8001;8001;11860;6778;5082;4143;1224;2919
170;Azië;2010;13998;6995;7003;12660;7316;5344;1338;-321;1659
171;Azië;2011;14164;7079;7085;12863;7400;5463;1301;-321;1622
172;Azië;2012;14619;7306;7313;12740;7234;5505;1880;72;1808
173;Azië;2013;15291;7642;7649;12468;6965;5504;2823;677;2146
174;Azië;2014;16107;8050;8057;12210;6724;5485;3898;1326;2572
175;Azië;2015;16993;8494;8499;12115;6632;5483;4878;1862;3016
176;Azië;2016;17879;8940;8939;12169;6668;5501;5710;2272;3438
177;Azië;2017;18698;9347;9351;12258;6723;5535;6440;2624;3816
178;Azië;2018;19369;9682;9687;12373;6789;5583;6996;2893;4104
179;Azië;2019;19824;9912;9912;12497;6860;5637;7327;3052;4275
180;Azië;2020;19992;9992;10000;12618;6929;5689;7374;3063;4311
181;Azië;2021;19992;9993;9999;12724;6986;5737;7268;3007;4262
182;Azië;2022;20000;10000;10000;12812;7033;5779;7188;2967;4221
183;Azië;2023;19998;9995;10003;12888;7070;5817;7110;2925;4186
184;Azië;2024;19998;10001;9997;12957;7103;5854;7042;2898;4143
185;Azië;2025;19991;9997;9994;13019;7131;5888;6972;2866;4106
186;Azië;2026;19998;9999;9999;13076;7155;5921;6922;2844;4078
187;Azië;2027;20006;10003;10003;13128;7176;5952;6878;2827;4052
188;Azië;2028;20005;10004;10001;13175;7196;5979;6830;2809;4022
189;Azië;2029;19995;9999;9996;13216;7212;6004;6779;2787;3992
190;Azië;2030;19997;10000;9997;13253;7226;6027;6744;2774;3970
191;Azië;2031;19997;9998;9999;13286;7240;6047;6711;2759;3953
192;Azië;2032;19995;9998;9997;13317;7252;6065;6678;2746;3932
193;Azië;2033;19999;10001;9998;13345;7263;6082;6654;2738;3916
194;Azië;2034;19993;9994;9999;13372;7273;6098;6621;2721;3901
195;Azië;2035;19996;9998;9998;13397;7283;6114;6599;2716;3884
196;Azië;2036;19997;10001;9996;13423;7292;6130;6575;2709;3866
197;Azië;2037;19999;9998;10001;13447;7301;6145;6552;2697;3856
198;Azië;2038;20000;9998;10002;13470;7310;6161;6530;2688;3842
199;Azië;2039;19998;10000;9998;13493;7318;6175;6505;2682;3823
200;Azië;2040;19997;9997;10000;13516;7327;6189;6481;2670;3811
201;Azië;2041;19998;9997;10001;13538;7335;6203;6460;2662;3798
202;Azië;2042;19999;9996;10003;13561;7344;6217;6438;2652;3786
203;Azië;2043;19993;9992;10001;13585;7354;6231;6408;2639;3770
204;Azië;2044;20000;9997;10003;13610;7364;6246;6390;2633;3758
205;Azië;2045;20002;10001;10001;13636;7376;6260;6366;2625;3741
206;Azië;2046;19994;9996;9998;13664;7389;6275;6330;2607;3723
207;Azië;2047;19996;9998;9998;13692;7403;6289;6304;2595;3709
208;Azië;2048;20006;10004;10002;13723;7419;6304;6283;2585;3698
209;Azië;2049;19995;10001;9994;13754;7436;6319;6241;2565;3675
210;Latijns-Amerika;2008;5088;2123;2965;2925;1315;1609;2163;808;1356
211;Latijns-Amerika;2009;3993;1495;2498;3070;1374;1696;924;121;802
212;Latijns-Amerika;2010;3993;1495;2498;3064;1360;1703;929;135;795
213;Latijns-Amerika;2011;3993;1495;2498;2980;1314;1666;1013;181;832
214;Latijns-Amerika;2012;3993;1495;2498;2850;1250;1600;1143;245;898
215;Latijns-Amerika;2013;3993;1495;2498;2701;1180;1522;1292;315;976
216;Latijns-Amerika;2014;3993;1495;2498;2560;1116;1445;1433;380;1054
217;Latijns-Amerika;2015;3993;1495;2498;2452;1067;1385;1541;428;1113
218;Latijns-Amerika;2016;3993;1495;2498;2403;1045;1358;1590;450;1140
219;Latijns-Amerika;2017;3993;1495;2498;2395;1041;1354;1598;454;1144
220;Latijns-Amerika;2018;3993;1495;2498;2387;1037;1350;1606;458;1148
221;Latijns-Amerika;2019;3993;1495;2498;2379;1033;1346;1614;462;1152
222;Latijns-Amerika;2020;3993;1495;2498;2372;1030;1342;1621;465;1156
223;Latijns-Amerika;2021;3993;1495;2498;2366;1027;1339;1628;468;1159
224;Latijns-Amerika;2022;3993;1495;2498;2360;1024;1336;1633;471;1162
225;Latijns-Amerika;2023;3993;1495;2498;2354;1022;1333;1639;473;1166
226;Latijns-Amerika;2024;3993;1495;2498;2348;1019;1330;1645;476;1169
227;Latijns-Amerika;2025;3993;1495;2498;2342;1016;1326;1651;479;1172
228;Latijns-Amerika;2026;3993;1495;2498;2337;1013;1324;1656;482;1175
229;Latijns-Amerika;2027;3993;1495;2498;2331;1010;1321;1662;485;1178
230;Latijns-Amerika;2028;3993;1495;2498;2326;1008;1318;1667;487;1180
231;Latijns-Amerika;2029;3993;1495;2498;2321;1006;1315;1672;490;1183
232;Latijns-Amerika;2030;3993;1495;2498;2316;1003;1313;1677;492;1185
233;Latijns-Amerika;2031;3993;1495;2498;2312;1001;1311;1681;494;1187
234;Latijns-Amerika;2032;3993;1495;2498;2308;999;1309;1685;496;1189
235;Latijns-Amerika;2033;3993;1495;2498;2304;997;1307;1689;498;1191
236;Latijns-Amerika;2034;3993;1495;2498;2301;995;1305;1693;500;1193
237;Latijns-Amerika;2035;3993;1495;2498;2297;993;1304;1696;502;1194
238;Latijns-Amerika;2036;3993;1495;2498;2295;992;1303;1699;503;1195
239;Latijns-Amerika;2037;3993;1495;2498;2292;990;1302;1701;505;1196
240;Latijns-Amerika;2038;3993;1495;2498;2289;989;1301;1704;507;1197
241;Latijns-Amerika;2039;3993;1495;2498;2287;987;1300;1706;508;1198
242;Latijns-Amerika;2040;3993;1495;2498;2285;986;1299;1708;509;1199
243;Latijns-Amerika;2041;3993;1495;2498;2282;985;1298;1711;510;1200
244;Latijns-Amerika;2042;3993;1495;2498;2280;983;1296;1713;512;1202
245;Latijns-Amerika;2043;3993;1495;2498;2277;982;1295;1716;513;1203
246;Latijns-Amerika;2044;3993;1495;2498;2274;981;1293;1719;514;1205
247;Latijns-Amerika;2045;3993;1495;2498;2271;980;1291;1723;515;1207
248;Latijns-Amerika;2046;3993;1495;2498;2267;979;1288;1726;516;1210
249;Latijns-Amerika;2047;3993;1495;2498;2262;977;1285;1731;518;1213
250;Latijns-Amerika;2048;3993;1495;2498;2257;976;1281;1736;519;1217
251;Latijns-Amerika;2049;3993;1495;2498;2252;974;1277;1741;521;1221
252;Marokko;2008;2007;984;1023;2163;1388;775;-156;-404;248
253;Marokko;2009;2165;1061;1104;1885;1211;675;280;-150;429
254;Marokko;2010;2507;1246;1261;1622;1037;586;885;209;675
255;Marokko;2011;2855;1422;1433;1382;873;509;1473;549;924
256;Marokko;2012;3008;1504;1504;1177;731;446;1831;773;1058
257;Marokko;2013;3008;1504;1504;1013;616;397;1995;889;1107
258;Marokko;2014;3008;1504;1504;902;538;365;2106;966;1139
259;Marokko;2015;3008;1504;1504;854;505;349;2155;1000;1155
260;Marokko;2016;3008;1504;1504;841;498;343;2168;1007;1161
261;Marokko;2017;3008;1504;1504;826;490;337;2182;1014;1168
262;Marokko;2018;3008;1504;1504;814;483;331;2195;1022;1173
263;Marokko;2019;3008;1504;1504;800;474;326;2208;1030;1178
264;Marokko;2020;3008;1504;1504;788;467;321;2220;1037;1183
265;Marokko;2021;3008;1504;1504;777;459;317;2232;1045;1187
266;Marokko;2022;3008;1504;1504;766;453;314;2242;1052;1190
267;Marokko;2023;3008;1504;1504;756;446;310;2252;1058;1194
268;Marokko;2024;3008;1504;1504;748;440;308;2260;1064;1196
269;Marokko;2025;3008;1504;1504;740;435;305;2268;1069;1199
270;Marokko;2026;3008;1504;1504;735;431;303;2274;1073;1201
271;Marokko;2027;3008;1504;1504;730;428;301;2279;1076;1203
272;Marokko;2028;3008;1504;1504;726;426;300;2282;1078;1204
273;Marokko;2029;3008;1504;1504;723;425;298;2285;1079;1206
274;Marokko;2030;3008;1504;1504;722;424;297;2287;1080;1207
275;Marokko;2031;3008;1504;1504;721;425;297;2287;1079;1207
276;Marokko;2032;3008;1504;1504;723;426;296;2285;1078;1208
277;Marokko;2033;3008;1504;1504;725;429;297;2283;1075;1207
278;Marokko;2034;3008;1504;1504;729;432;297;2279;1072;1207
279;Marokko;2035;3008;1504;1504;733;436;298;2275;1068;1206
280;Marokko;2036;3008;1504;1504;739;440;299;2269;1064;1205
281;Marokko;2037;3008;1504;1504;744;444;300;2264;1060;1204
282;Marokko;2038;3008;1504;1504;750;449;301;2258;1055;1203
283;Marokko;2039;3008;1504;1504;756;453;303;2252;1051;1201
284;Marokko;2040;3008;1504;1504;761;457;305;2247;1048;1199
285;Marokko;2041;3008;1504;1504;766;460;307;2242;1045;1198
286;Marokko;2042;3008;1504;1504;770;462;308;2238;1042;1196
287;Marokko;2043;3008;1504;1504;773;464;309;2235;1040;1195
288;Marokko;2044;3008;1504;1504;776;465;311;2232;1039;1193
289;Marokko;2045;3008;1504;1504;777;465;312;2232;1039;1193
290;Marokko;2046;3008;1504;1504;777;465;312;2231;1039;1192
291;Marokko;2047;3008;1504;1504;775;464;311;2233;1040;1193
292;Marokko;2048;3008;1504;1504;774;463;311;2234;1041;1193
293;Marokko;2049;3008;1504;1504;771;462;310;2237;1043;1194
294;Nederlandse Antillen en Aruba;2008;4103;2119;1984;3044;1498;1546;1059;621;438
295;Nederlandse Antillen en Aruba;2009;4164;2143;2021;3024;1491;1534;1140;653;487
296;Nederlandse Antillen en Aruba;2010;4336;2219;2117;3013;1488;1525;1323;731;592
297;Nederlandse Antillen en Aruba;2011;4562;2320;2242;3012;1491;1522;1550;830;720
298;Nederlandse Antillen en Aruba;2012;4781;2408;2373;3022;1498;1524;1759;910;849
299;Nederlandse Antillen en Aruba;2013;4939;2475;2464;3041;1510;1531;1898;965;933
300;Nederlandse Antillen en Aruba;2014;5012;2507;2505;3063;1523;1540;1949;984;965
301;Nederlandse Antillen en Aruba;2015;5012;2507;2505;3085;1536;1549;1927;971;956
302;Nederlandse Antillen en Aruba;2016;5012;2507;2505;3106;1548;1558;1906;959;948
303;Nederlandse Antillen en Aruba;2017;5012;2507;2505;3123;1557;1566;1889;950;940
304;Nederlandse Antillen en Aruba;2018;5012;2507;2505;3138;1565;1573;1874;943;932
305;Nederlandse Antillen en Aruba;2019;5012;2507;2505;3150;1570;1580;1862;937;925
306;Nederlandse Antillen en Aruba;2020;5012;2507;2505;3160;1575;1586;1852;932;920
307;Nederlandse Antillen en Aruba;2021;5012;2507;2505;3169;1579;1590;1843;928;915
308;Nederlandse Antillen en Aruba;2022;5012;2507;2505;3177;1584;1593;1835;923;912
309;Nederlandse Antillen en Aruba;2023;5012;2507;2505;3184;1588;1596;1828;919;909
310;Nederlandse Antillen en Aruba;2024;5012;2507;2505;3190;1592;1598;1822;915;907
311;Nederlandse Antillen en Aruba;2025;5012;2507;2505;3194;1595;1599;1818;912;906
312;Nederlandse Antillen en Aruba;2026;5012;2507;2505;3196;1597;1599;1816;910;906
313;Nederlandse Antillen en Aruba;2027;5012;2507;2505;3197;1598;1599;1815;909;906
314;Nederlandse Antillen en Aruba;2028;5012;2507;2505;3196;1598;1598;1816;909;907
315;Nederlandse Antillen en Aruba;2029;5012;2507;2505;3195;1598;1597;1817;909;908
316;Nederlandse Antillen en Aruba;2030;5012;2507;2505;3194;1598;1596;1818;909;909
317;Nederlandse Antillen en Aruba;2031;5012;2507;2505;3194;1598;1596;1818;909;910
318;Nederlandse Antillen en Aruba;2032;5012;2507;2505;3194;1599;1595;1818;908;910
319;Nederlandse Antillen en Aruba;2033;5012;2507;2505;3194;1600;1594;1818;907;911
320;Nederlandse Antillen en Aruba;2034;5012;2507;2505;3194;1601;1593;1818;906;912
321;Nederlandse Antillen en Aruba;2035;5012;2507;2505;3194;1602;1592;1818;905;913
322;Nederlandse Antillen en Aruba;2036;5012;2507;2505;3195;1603;1592;1817;904;913
323;Nederlandse Antillen en Aruba;2037;5012;2507;2505;3195;1603;1592;1817;904;914
324;Nederlandse Antillen en Aruba;2038;5012;2507;2505;3195;1604;1592;1817;903;913
325;Nederlandse Antillen en Aruba;2039;5012;2507;2505;3196;1604;1592;1816;903;913
326;Nederlandse Antillen en Aruba;2040;5012;2507;2505;3197;1604;1593;1815;903;913
327;Nederlandse Antillen en Aruba;2041;5012;2507;2505;3198;1605;1593;1814;903;912
328;Nederlandse Antillen en Aruba;2042;5012;2507;2505;3198;1604;1594;1814;903;911
329;Nederlandse Antillen en Aruba;2043;5012;2507;2505;3200;1605;1595;1813;902;910
