ID;Geslacht;Leeftijd;WijkenEnBuurten;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstMetPersoneelEnMeewGezinslid_9
826;Totaal mannen en vrouwen;15 tot 75 jaar;Den Brabander;430;350;81.0;84.0;63.0;21.0;16.0;4.0;12.0
827;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Chaam;960;740;77.0;65.0;44.0;21.0;35.0;10.0;25.0
828;Totaal mannen en vrouwen;15 tot 75 jaar;Strijbeek;280;210;74.0;61.0;44.0;16.0;39.0;28.0;11.0
829;Totaal mannen en vrouwen;15 tot 75 jaar;Strijbeek;280;210;74.0;61.0;44.0;16.0;39.0;11.0;28.0
830;Totaal mannen en vrouwen;15 tot 75 jaar;Galder;810;610;75.0;74.0;57.0;17.0;26.0;19.0;7.0
831;Totaal mannen en vrouwen;15 tot 75 jaar;Kern Galder;570;430;76.0;82.0;66.0;16.0;18.0;4.0;14.0
832;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Galder;240;180;73.0;54.0;36.0;18.0;46.0;14.0;32.0
833;Totaal mannen en vrouwen;15 tot 75 jaar;Ulvenhout AC;250;170;68.0;61.0;43.0;18.0;39.0;30.0;9.0
834;Totaal mannen en vrouwen;15 tot 75 jaar;Ulvenhout AC;250;170;68.0;61.0;43.0;18.0;39.0;9.0;30.0
835;Totaal mannen en vrouwen;15 tot 75 jaar;Bavel AC;50;40;;;;;;;
836;Totaal mannen en vrouwen;15 tot 75 jaar;Bavel AC;50;40;;;;;;;
837;Totaal mannen en vrouwen;15 tot 75 jaar;Altena;42400;32000;75.0;80.0;55.0;24.0;20.0;15.0;5.0
838;Totaal mannen en vrouwen;15 tot 75 jaar;Werkendam;8160;6200;76.0;78.0;53.0;25.0;22.0;16.0;6.0
839;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum Werkendam;1140;890;78.0;78.0;51.0;27.0;22.0;5.0;17.0
840;Totaal mannen en vrouwen;15 tot 75 jaar;Burchtpolder;840;650;77.0;80.0;54.0;25.0;20.0;5.0;15.0
841;Totaal mannen en vrouwen;15 tot 75 jaar;Welgelegen;1450;1040;72.0;85.0;60.0;25.0;15.0;4.0;11.0
842;Totaal mannen en vrouwen;15 tot 75 jaar;Werkense polder;1190;980;82.0;76.0;53.0;24.0;24.0;7.0;17.0
843;Totaal mannen en vrouwen;15 tot 75 jaar;Vervoornepolder noord;1140;840;74.0;76.0;50.0;26.0;24.0;7.0;17.0
844;Totaal mannen en vrouwen;15 tot 75 jaar;Vervoornepolder zuid;1740;1280;73.0;83.0;56.0;26.0;17.0;3.0;14.0
845;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Werkendam;260;210;80.0;60.0;30.0;31.0;40.0;14.0;26.0
846;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Werkendam noord;60;50;;;;;;;
847;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Werkendam zuid;130;100;;;;;;;
848;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Oostwaard;50;40;;;;;;;
849;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Biesbosch;150;110;75.0;;;;;;
850;Totaal mannen en vrouwen;15 tot 75 jaar;Sleeuwijk;4340;3270;75.0;83.0;60.0;23.0;17.0;13.0;4.0
851;Totaal mannen en vrouwen;15 tot 75 jaar;Sleeuwijk west;2830;2100;74.0;88.0;63.0;25.0;12.0;2.0;10.0
852;Totaal mannen en vrouwen;15 tot 75 jaar;Sleeuwijk oost;1260;970;77.0;78.0;57.0;21.0;22.0;5.0;17.0
853;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Sleeuwijk;250;190;77.0;62.0;43.0;19.0;38.0;10.0;28.0
854;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwendijk;2750;2050;74.0;84.0;62.0;22.0;16.0;14.0;2.0
855;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwendijk;2680;1990;74.0;84.0;63.0;22.0;16.0;3.0;13.0
856;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Nieuwendijk noordoost;50;30;;;;;;;
857;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Nieuwendijk zuid;30;20;;;;;;;
858;Totaal mannen en vrouwen;15 tot 75 jaar;Hank;3310;2310;70.0;81.0;57.0;24.0;19.0;14.0;5.0
859;Totaal mannen en vrouwen;15 tot 75 jaar;Hank;2680;1930;72.0;84.0;60.0;24.0;16.0;5.0;11.0
860;Totaal mannen en vrouwen;15 tot 75 jaar;Kurenpolder;400;200;49.0;67.0;43.0;24.0;33.0;5.0;28.0
861;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Hank oost;210;160;78.0;66.0;43.0;23.0;34.0;8.0;26.0
862;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Hank west;20;20;;;;;;;
863;Totaal mannen en vrouwen;15 tot 75 jaar;Dussen;1910;1450;76.0;79.0;57.0;22.0;21.0;17.0;4.0
864;Totaal mannen en vrouwen;15 tot 75 jaar;Dussen;1810;1370;76.0;80.0;58.0;22.0;20.0;4.0;16.0
865;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Dussen noord;50;40;;;;;;;
866;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Dussen zuid;40;40;;;;;;;
867;Totaal mannen en vrouwen;15 tot 75 jaar;Woudrichem;3450;2520;73.0;83.0;58.0;25.0;17.0;14.0;3.0
868;Totaal mannen en vrouwen;15 tot 75 jaar;Woudrichem noord;910;650;72.0;83.0;59.0;23.0;17.0;3.0;14.0
869;Totaal mannen en vrouwen;15 tot 75 jaar;Woudrichem zuid;2160;1580;73.0;85.0;59.0;26.0;15.0;3.0;12.0
870;Totaal mannen en vrouwen;15 tot 75 jaar;Oudendijk;290;220;77.0;71.0;53.0;18.0;29.0;9.0;20.0
871;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Woudrichem;100;70;;;;;;;
872;Totaal mannen en vrouwen;15 tot 75 jaar;Rijswijk (NB);1440;1090;76.0;84.0;55.0;28.0;16.0;13.0;3.0
873;Totaal mannen en vrouwen;15 tot 75 jaar;Rijswijk (NB);1350;1010;75.0;85.0;56.0;29.0;15.0;4.0;11.0
874;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Rijswijk (NB);100;80;;;;;;;
875;Totaal mannen en vrouwen;15 tot 75 jaar;Uitwijk;260;210;81.0;73.0;54.0;19.0;27.0;20.0;7.0
876;Totaal mannen en vrouwen;15 tot 75 jaar;Uitwijk;210;170;80.0;77.0;56.0;21.0;23.0;6.0;17.0
877;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Uitwijk;50;50;;;;;;;
878;Totaal mannen en vrouwen;15 tot 75 jaar;Waardhuizen;220;180;83.0;66.0;50.0;16.0;34.0;29.0;5.0
879;Totaal mannen en vrouwen;15 tot 75 jaar;Waardhuizen;190;150;83.0;66.0;50.0;16.0;34.0;5.0;29.0
880;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Waardhuizen;30;30;;;;;;;
881;Totaal mannen en vrouwen;15 tot 75 jaar;Giessen;1220;910;75.0;84.0;58.0;26.0;16.0;13.0;3.0
882;Totaal mannen en vrouwen;15 tot 75 jaar;Giessen;1100;820;74.0;86.0;60.0;26.0;14.0;2.0;12.0
883;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Rietdijk;40;40;;;;;;;
884;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Giessen;80;60;;;;;;;
885;Totaal mannen en vrouwen;15 tot 75 jaar;Andel;1980;1490;75.0;80.0;55.0;25.0;20.0;15.0;5.0
886;Totaal mannen en vrouwen;15 tot 75 jaar;Andel;1830;1370;75.0;82.0;57.0;25.0;18.0;4.0;14.0
887;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Andel;140;120;;;;;;;
888;Totaal mannen en vrouwen;15 tot 75 jaar;Almkerk;2820;2160;76.0;81.0;55.0;26.0;19.0;15.0;4.0
889;Totaal mannen en vrouwen;15 tot 75 jaar;Almkerk west;1010;790;78.0;86.0;59.0;27.0;14.0;3.0;11.0
890;Totaal mannen en vrouwen;15 tot 75 jaar;Almkerk oost;1200;870;73.0;86.0;59.0;27.0;14.0;3.0;11.0
891;Totaal mannen en vrouwen;15 tot 75 jaar;Uppel;200;160;79.0;75.0;53.0;22.0;25.0;3.0;22.0
892;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Almkerk noord;200;160;81.0;66.0;41.0;25.0;34.0;7.0;27.0
893;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Almkerk zuid;210;170;85.0;49.0;32.0;17.0;51.0;12.0;39.0
894;Totaal mannen en vrouwen;15 tot 75 jaar;Veen;2390;1870;78.0;75.0;49.0;26.0;25.0;18.0;7.0
895;Totaal mannen en vrouwen;15 tot 75 jaar;Veen;1810;1380;77.0;77.0;52.0;24.0;23.0;5.0;18.0
896;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijventerrein Veen;400;340;86.0;71.0;38.0;32.0;29.0;13.0;16.0
897;Totaal mannen en vrouwen;15 tot 75 jaar;Veenseput;180;140;75.0;;;;;;
898;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Veen;0;0;;;;;;;
899;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk en Aalburg;4940;3800;77.0;77.0;52.0;26.0;23.0;16.0;7.0
900;Totaal mannen en vrouwen;15 tot 75 jaar;Aalburg;1690;1200;71.0;79.0;53.0;26.0;21.0;4.0;17.0
901;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk;1750;1360;78.0;80.0;54.0;26.0;20.0;6.0;14.0
902;Totaal mannen en vrouwen;15 tot 75 jaar;Spijk;750;620;83.0;76.0;54.0;23.0;24.0;10.0;14.0
903;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Wijk en Aalburg oost;600;480;80.0;71.0;44.0;27.0;29.0;7.0;22.0
904;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Wijk en Aalburg west;150;130;85.0;;;;;;
905;Totaal mannen en vrouwen;15 tot 75 jaar;Babyloniënbroek;340;250;74.0;71.0;52.0;19.0;29.0;25.0;4.0
906;Totaal mannen en vrouwen;15 tot 75 jaar;Babyloniënbroek;230;170;72.0;79.0;59.0;20.0;21.0;2.0;19.0
907;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Babyloniënbroek;110;80;;;;;;;
908;Totaal mannen en vrouwen;15 tot 75 jaar;Meeuwen;570;440;77.0;80.0;61.0;18.0;20.0;14.0;6.0
909;Totaal mannen en vrouwen;15 tot 75 jaar;Meeuwen;510;390;77.0;81.0;64.0;18.0;19.0;7.0;12.0
910;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Meeuwen;60;50;;;;;;;
911;Totaal mannen en vrouwen;15 tot 75 jaar;Eethen;700;550;79.0;81.0;57.0;24.0;19.0;15.0;4.0
912;Totaal mannen en vrouwen;15 tot 75 jaar;Eethen;670;530;79.0;83.0;59.0;24.0;17.0;3.0;14.0
913;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Eethen;30;30;;;;;;;
914;Totaal mannen en vrouwen;15 tot 75 jaar;Drongelen;340;270;80.0;74.0;54.0;19.0;26.0;21.0;5.0
915;Totaal mannen en vrouwen;15 tot 75 jaar;Drongelen;190;150;76.0;79.0;59.0;20.0;21.0;3.0;18.0
916;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Drongelen;140;120;;;;;;;
917;Totaal mannen en vrouwen;15 tot 75 jaar;Genderen;1270;990;78.0;77.0;53.0;24.0;23.0;18.0;5.0
918;Totaal mannen en vrouwen;15 tot 75 jaar;Genderen;1190;930;78.0;77.0;53.0;24.0;23.0;6.0;17.0
919;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Genderen;70;60;;;;;;;
920;Totaal mannen en vrouwen;15 tot 75 jaar;Ameland;2840;2200;78.0;75.0;47.0;28.0;25.0;15.0;10.0
921;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 00;2840;2200;78.0;75.0;47.0;28.0;25.0;15.0;10.0
922;Totaal mannen en vrouwen;15 tot 75 jaar;Nes;930;730;78.0;72.0;44.0;28.0;28.0;12.0;16.0
923;Totaal mannen en vrouwen;15 tot 75 jaar;Buren;560;450;80.0;73.0;50.0;23.0;27.0;9.0;18.0
924;Totaal mannen en vrouwen;15 tot 75 jaar;Ballum;320;230;73.0;77.0;42.0;35.0;23.0;11.0;12.0
925;Totaal mannen en vrouwen;15 tot 75 jaar;Hollum;860;650;76.0;81.0;56.0;26.0;19.0;8.0;11.0
926;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Ballum;50;40;;;;;;;
927;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Nes;50;40;;;;;;;
928;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Hollum;80;60;;;;;;;
929;Totaal mannen en vrouwen;15 tot 75 jaar;Amersfoort;120880;90940;75.0;84.0;57.0;27.0;16.0;13.0;3.0
930;Totaal mannen en vrouwen;15 tot 75 jaar;Stadskern;4680;3650;78.0;80.0;46.0;34.0;20.0;17.0;3.0
931;Totaal mannen en vrouwen;15 tot 75 jaar;Hof;630;530;83.0;78.0;35.0;44.0;22.0;4.0;18.0
932;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwstraat e.o.;400;310;77.0;71.0;42.0;29.0;29.0;6.0;23.0
933;Totaal mannen en vrouwen;15 tot 75 jaar;Mooierstraat e.o.;130;90;;;;;;;
934;Totaal mannen en vrouwen;15 tot 75 jaar;Lieve Vrouwekerkhof;380;280;74.0;78.0;41.0;36.0;22.0;3.0;19.0
935;Totaal mannen en vrouwen;15 tot 75 jaar;Coninckstraat e.o.;1040;760;74.0;78.0;49.0;29.0;22.0;5.0;17.0
936;Totaal mannen en vrouwen;15 tot 75 jaar;Beestenmarkt;860;690;80.0;83.0;53.0;29.0;17.0;3.0;14.0
937;Totaal mannen en vrouwen;15 tot 75 jaar;Grote Haag;440;350;79.0;81.0;50.0;30.0;19.0;4.0;15.0
938;Totaal mannen en vrouwen;15 tot 75 jaar;Stadhuisplein;470;400;84.0;88.0;44.0;44.0;12.0;2.0;10.0
939;Totaal mannen en vrouwen;15 tot 75 jaar;Schimmelpenninckbuurt;320;250;76.0;78.0;46.0;32.0;22.0;4.0;18.0
940;Totaal mannen en vrouwen;15 tot 75 jaar;Nederberg;1760;1370;78.0;87.0;45.0;42.0;13.0;11.0;2.0
941;Totaal mannen en vrouwen;15 tot 75 jaar;Smallepad e.o.;430;380;88.0;96.0;50.0;45.0;4.0;0.0;4.0
942;Totaal mannen en vrouwen;15 tot 75 jaar;Snouckaertlaan e.o.;760;540;71.0;82.0;42.0;41.0;18.0;3.0;15.0
943;Totaal mannen en vrouwen;15 tot 75 jaar;Zonnehof;570;460;79.0;86.0;44.0;42.0;14.0;2.0;12.0
944;Totaal mannen en vrouwen;15 tot 75 jaar;Soesterkwartier;9370;6950;74.0;87.0;60.0;27.0;13.0;12.0;1.0
945;Totaal mannen en vrouwen;15 tot 75 jaar;Rivierenbuurt-Oost;1280;970;76.0;86.0;60.0;26.0;14.0;2.0;12.0
946;Totaal mannen en vrouwen;15 tot 75 jaar;Rivierenbuurt-West;930;710;76.0;87.0;61.0;26.0;13.0;1.0;12.0
947;Totaal mannen en vrouwen;15 tot 75 jaar;Gerrit van Stellingwerfstraat e.o.;1230;960;78.0;89.0;64.0;25.0;11.0;0.0;11.0
948;Totaal mannen en vrouwen;15 tot 75 jaar;Bloemenbuurt-Oost;1720;1130;66.0;86.0;56.0;31.0;14.0;1.0;13.0
949;Totaal mannen en vrouwen;15 tot 75 jaar;Bloemenbuurt-West;1360;980;72.0;86.0;58.0;27.0;14.0;1.0;13.0
950;Totaal mannen en vrouwen;15 tot 75 jaar;Bomenbuurt;1050;680;65.0;87.0;57.0;31.0;13.0;2.0;11.0
951;Totaal mannen en vrouwen;15 tot 75 jaar;Puntenburg;1510;1260;83.0;88.0;62.0;26.0;12.0;1.0;11.0
952;Totaal mannen en vrouwen;15 tot 75 jaar;Piet Mondriaanlaan e.o.;210;180;86.0;89.0;62.0;26.0;11.0;1.0;10.0
953;Totaal mannen en vrouwen;15 tot 75 jaar;Wagenwerkplaats;80;70;;;;;;;
954;Totaal mannen en vrouwen;15 tot 75 jaar;Spooremplacement;0;0;;;;;;;
955;Totaal mannen en vrouwen;15 tot 75 jaar;Eemkwartier;390;310;79.0;90.0;43.0;46.0;10.0;9.0;1.0
956;Totaal mannen en vrouwen;15 tot 75 jaar;Eemplein-Nieuwe Stad;180;140;78.0;;;;;;
957;Totaal mannen en vrouwen;15 tot 75 jaar;Kop van Isselt;210;170;80.0;92.0;27.0;65.0;8.0;0.0;8.0
958;Totaal mannen en vrouwen;15 tot 75 jaar;Isselt;100;70;;;;;;;
959;Totaal mannen en vrouwen;15 tot 75 jaar;Isselt-Oost;50;40;;;;;;;
960;Totaal mannen en vrouwen;15 tot 75 jaar;Isselt-West;50;30;;;;;;;
961;Totaal mannen en vrouwen;15 tot 75 jaar;De Koppel;2420;1570;65.0;84.0;54.0;30.0;16.0;14.0;2.0
962;Totaal mannen en vrouwen;15 tot 75 jaar;Jericho / Jeruzalem;480;280;58.0;84.0;53.0;31.0;16.0;2.0;14.0
963;Totaal mannen en vrouwen;15 tot 75 jaar;Sterrenbeeldenbuurt;1350;890;66.0;84.0;54.0;30.0;16.0;2.0;14.0
964;Totaal mannen en vrouwen;15 tot 75 jaar;Gildekwartier;590;400;68.0;83.0;56.0;27.0;17.0;2.0;15.0
965;Totaal mannen en vrouwen;15 tot 75 jaar;Kruiskamp;4550;3130;69.0;84.0;55.0;30.0;16.0;14.0;2.0
966;Totaal mannen en vrouwen;15 tot 75 jaar;Kruiskamp-Noord;1850;1310;71.0;84.0;57.0;27.0;16.0;2.0;14.0
967;Totaal mannen en vrouwen;15 tot 75 jaar;Kruiskamp-Midden;1490;950;64.0;84.0;52.0;32.0;16.0;2.0;14.0
968;Totaal mannen en vrouwen;15 tot 75 jaar;Kruiskamp-Zuid;1200;870;72.0;85.0;54.0;31.0;15.0;2.0;13.0
969;Totaal mannen en vrouwen;15 tot 75 jaar;Schothorst-Zuid;3090;1990;64.0;85.0;58.0;27.0;15.0;13.0;2.0
970;Totaal mannen en vrouwen;15 tot 75 jaar;Vuurtoren;1160;740;64.0;82.0;61.0;22.0;18.0;3.0;15.0
971;Totaal mannen en vrouwen;15 tot 75 jaar;De Plaatsen;1350;830;61.0;86.0;51.0;35.0;14.0;2.0;12.0
972;Totaal mannen en vrouwen;15 tot 75 jaar;Koperhorst;580;420;73.0;89.0;66.0;23.0;11.0;1.0;10.0
973;Totaal mannen en vrouwen;15 tot 75 jaar;Schothorst-Noord;5550;3850;69.0;88.0;63.0;25.0;12.0;10.0;2.0
974;Totaal mannen en vrouwen;15 tot 75 jaar;Elly Takmastraat e.o.;1530;1020;66.0;88.0;63.0;26.0;12.0;1.0;11.0
975;Totaal mannen en vrouwen;15 tot 75 jaar;Camera Obscurastraat e.o.;1330;980;74.0;90.0;65.0;26.0;10.0;2.0;8.0
976;Totaal mannen en vrouwen;15 tot 75 jaar;Queekhoven e.o.;1700;1130;66.0;87.0;62.0;25.0;13.0;2.0;11.0
977;Totaal mannen en vrouwen;15 tot 75 jaar;Het Gein;950;700;74.0;88.0;63.0;26.0;12.0;3.0;9.0
978;Totaal mannen en vrouwen;15 tot 75 jaar;Park Schothorst;40;30;;;;;;;
979;Totaal mannen en vrouwen;15 tot 75 jaar;Liendert;6130;4220;69.0;86.0;53.0;33.0;14.0;12.0;2.0
980;Totaal mannen en vrouwen;15 tot 75 jaar;Liendert-Noord;740;470;63.0;78.0;49.0;29.0;22.0;5.0;17.0
981;Totaal mannen en vrouwen;15 tot 75 jaar;Zangvogelbuurt;1240;850;68.0;88.0;53.0;36.0;12.0;2.0;10.0
982;Totaal mannen en vrouwen;15 tot 75 jaar;De Horsten;1470;990;67.0;86.0;50.0;36.0;14.0;2.0;12.0
983;Totaal mannen en vrouwen;15 tot 75 jaar;Watervogelbuurt;1210;910;75.0;89.0;59.0;30.0;11.0;2.0;9.0
984;Totaal mannen en vrouwen;15 tot 75 jaar;Liendert-Zuid;1470;1010;69.0;86.0;55.0;31.0;14.0;1.0;13.0
985;Totaal mannen en vrouwen;15 tot 75 jaar;Rustenburg;2230;1520;68.0;84.0;60.0;24.0;16.0;14.0;2.0
986;Totaal mannen en vrouwen;15 tot 75 jaar;Rustenburg-Noord;1120;780;69.0;84.0;58.0;27.0;16.0;2.0;14.0
987;Totaal mannen en vrouwen;15 tot 75 jaar;Rustenburg-Zuid;1110;750;67.0;84.0;62.0;22.0;16.0;2.0;14.0
988;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied-Oost;390;320;82.0;71.0;43.0;28.0;29.0;23.0;6.0
989;Totaal mannen en vrouwen;15 tot 75 jaar;Bloeidaal;160;130;84.0;;;;;;
990;Totaal mannen en vrouwen;15 tot 75 jaar;Stoutenburg-Noord;100;80;;;;;;;
991;Totaal mannen en vrouwen;15 tot 75 jaar;De Wieken;20;20;;;;;;;
992;Totaal mannen en vrouwen;15 tot 75 jaar;Vinkenhoef;50;40;;;;;;;
993;Totaal mannen en vrouwen;15 tot 75 jaar;Nijkerkerstraat e.o.;70;60;;;;;;;
994;Totaal mannen en vrouwen;15 tot 75 jaar;Schuilenburg;3190;2180;68.0;84.0;55.0;30.0;16.0;13.0;3.0
995;Totaal mannen en vrouwen;15 tot 75 jaar;Schuilenburg-Midden;1190;790;67.0;83.0;52.0;31.0;17.0;3.0;14.0
996;Totaal mannen en vrouwen;15 tot 75 jaar;Schuilenburg-Noord;1400;980;70.0;85.0;54.0;31.0;15.0;2.0;13.0
997;Totaal mannen en vrouwen;15 tot 75 jaar;Schuilenburg-Zuid;610;410;68.0;86.0;61.0;25.0;14.0;3.0;11.0
998;Totaal mannen en vrouwen;15 tot 75 jaar;Randenbroek;5540;3950;71.0;85.0;57.0;28.0;15.0;13.0;2.0
999;Totaal mannen en vrouwen;15 tot 75 jaar;Willem III;1320;880;67.0;86.0;58.0;27.0;14.0;1.0;13.0
1000;Totaal mannen en vrouwen;15 tot 75 jaar;Componistenbuurt-Noord;1540;1130;74.0;82.0;55.0;27.0;18.0;3.0;15.0
1001;Totaal mannen en vrouwen;15 tot 75 jaar;Componistenbuurt-Midden;800;530;66.0;88.0;55.0;34.0;12.0;2.0;10.0
1002;Totaal mannen en vrouwen;15 tot 75 jaar;Componistenbuurt-Zuid;1890;1400;74.0;86.0;58.0;27.0;14.0;2.0;12.0
1003;Totaal mannen en vrouwen;15 tot 75 jaar;Vermeerkwartier;4740;3590;76.0;81.0;53.0;27.0;19.0;17.0;2.0
1004;Totaal mannen en vrouwen;15 tot 75 jaar;Bekenstein / De Luiaard;1360;1050;77.0;81.0;52.0;29.0;19.0;3.0;16.0
1005;Totaal mannen en vrouwen;15 tot 75 jaar;Vermeerkwartier-Oost;1470;1100;75.0;80.0;52.0;27.0;20.0;2.0;18.0
1006;Totaal mannen en vrouwen;15 tot 75 jaar;Vermeerkwartier-West;1380;1090;79.0;80.0;56.0;24.0;20.0;2.0;18.0
1007;Totaal mannen en vrouwen;15 tot 75 jaar;Dorrestein;530;360;67.0;83.0;53.0;30.0;17.0;4.0;13.0
1008;Totaal mannen en vrouwen;15 tot 75 jaar;Leusderkwartier;4180;3090;74.0;81.0;57.0;24.0;19.0;16.0;3.0
1009;Totaal mannen en vrouwen;15 tot 75 jaar;De Driehoek;1090;770;71.0;84.0;58.0;26.0;16.0;2.0;14.0
1010;Totaal mannen en vrouwen;15 tot 75 jaar;Leusderkwartier-West;1370;1080;79.0;78.0;57.0;22.0;22.0;3.0;19.0
1011;Totaal mannen en vrouwen;15 tot 75 jaar;Leusderkwartier-Oost;1700;1230;72.0;82.0;56.0;26.0;18.0;2.0;16.0
1012;Totaal mannen en vrouwen;15 tot 75 jaar;Nimmerdor;20;20;;;;;;;
1013;Totaal mannen en vrouwen;15 tot 75 jaar;De Berg-Zuid;4710;3450;73.0;79.0;54.0;25.0;21.0;18.0;3.0
1014;Totaal mannen en vrouwen;15 tot 75 jaar;Westerstraat e.o.;370;290;79.0;82.0;56.0;26.0;18.0;5.0;13.0
1015;Totaal mannen en vrouwen;15 tot 75 jaar;Juliana van Stolberg;1060;690;65.0;86.0;54.0;32.0;14.0;2.0;12.0
1016;Totaal mannen en vrouwen;15 tot 75 jaar;Huijgenslaan e.o.;350;280;79.0;65.0;48.0;17.0;35.0;6.0;29.0
1017;Totaal mannen en vrouwen;15 tot 75 jaar;De Lichtenberg;720;570;79.0;73.0;55.0;18.0;27.0;3.0;24.0
1018;Totaal mannen en vrouwen;15 tot 75 jaar;Verhoevenstraat e.o.;790;600;76.0;80.0;53.0;27.0;20.0;2.0;18.0
1019;Totaal mannen en vrouwen;15 tot 75 jaar;Indische Buurt;730;540;74.0;76.0;57.0;19.0;24.0;3.0;21.0
1020;Totaal mannen en vrouwen;15 tot 75 jaar;Klein Zwitserland-Laag;610;430;70.0;86.0;55.0;31.0;14.0;1.0;13.0
1021;Totaal mannen en vrouwen;15 tot 75 jaar;Klein Zwitserland-Hoog;80;50;;;;;;;
1022;Totaal mannen en vrouwen;15 tot 75 jaar;De Berg-Noord;2430;1800;74.0;69.0;48.0;21.0;31.0;26.0;5.0
1023;Totaal mannen en vrouwen;15 tot 75 jaar;Regentesselaan e.o.;550;400;73.0;68.0;48.0;20.0;32.0;5.0;27.0
1024;Totaal mannen en vrouwen;15 tot 75 jaar;Stationsbuurt;20;10;;;;;;;
1025;Totaal mannen en vrouwen;15 tot 75 jaar;Staatsliedenbuurt-Oost;420;320;76.0;69.0;50.0;20.0;31.0;6.0;25.0
1026;Totaal mannen en vrouwen;15 tot 75 jaar;Staatsliedenbuurt-West;830;630;76.0;74.0;50.0;24.0;26.0;4.0;22.0
1027;Totaal mannen en vrouwen;15 tot 75 jaar;Oranjebuurt;620;450;73.0;64.0;45.0;20.0;36.0;7.0;29.0
1028;Totaal mannen en vrouwen;15 tot 75 jaar;Hoogland;7180;5350;75.0;84.0;59.0;24.0;16.0;14.0;2.0
1029;Totaal mannen en vrouwen;15 tot 75 jaar;De Ham;1320;980;74.0;81.0;58.0;23.0;19.0;2.0;17.0
1030;Totaal mannen en vrouwen;15 tot 75 jaar;Langenoord;1160;900;78.0;85.0;62.0;24.0;15.0;2.0;13.0
1031;Totaal mannen en vrouwen;15 tot 75 jaar;Bieshaar-Noord;1740;1340;77.0;84.0;60.0;24.0;16.0;3.0;13.0
1032;Totaal mannen en vrouwen;15 tot 75 jaar;Bieshaar-Zuid;970;630;65.0;83.0;58.0;25.0;17.0;4.0;13.0
1033;Totaal mannen en vrouwen;15 tot 75 jaar;De Bik;1160;900;78.0;86.0;61.0;25.0;14.0;3.0;11.0
1034;Totaal mannen en vrouwen;15 tot 75 jaar;De Brinken;540;380;72.0;85.0;56.0;29.0;15.0;2.0;13.0
1035;Totaal mannen en vrouwen;15 tot 75 jaar;De Biezen;300;220;74.0;82.0;57.0;26.0;18.0;3.0;15.0
1036;Totaal mannen en vrouwen;15 tot 75 jaar;Zielhorst;6100;4520;74.0;88.0;62.0;26.0;12.0;10.0;2.0
