ID;WijkenEnBuurten;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;Werkloosheidsuitkering_5;Bijstandsuitkering_6;Arbeidsongeschiktheidsuitkering_7;AOWUitkering_8;Werkloosheidsuitkering_9;Bijstandsuitkering_10;Arbeidsongeschiktheidsuitkering_11;AOWUitkering_12;InwonersVanaf15Jaar_13;InwonersVanaf15JrTotAOWLeeftijd_14;InwonersVanafDeAOWLeeftijd_15
14;Wijk 00 Annen;2024 september;Aa en Hunze                             ;Wijk    ;WK168000  ;1.0;30.0;50.0;120.0;920.0;1.0;1.0;4.0;30.0;3120.0;2200.0;920.0
15;Annen;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800000;1.0;30.0;40.0;110.0;870.0;1.0;1.0;4.0;29.0;2970.0;2100.0;870.0
16;Annen;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800000;1.0;30.0;40.0;110.0;880.0;1.0;1.0;4.0;30.0;2980.0;2100.0;880.0
17;Annen;2024 september;Aa en Hunze                             ;Buurt   ;BU16800000;1.0;30.0;50.0;120.0;880.0;1.0;2.0;4.0;29.0;2980.0;2100.0;880.0
18;Verspreide huizen Annen;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800009;1.0;0.0;0.0;0.0;40.0;0.0;0.0;2.0;32.0;130.0;90.0;40.0
19;Verspreide huizen Annen;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800009;1.0;0.0;0.0;0.0;40.0;1.0;0.0;2.0;32.0;130.0;90.0;40.0
20;Verspreide huizen Annen;2024 september;Aa en Hunze                             ;Buurt   ;BU16800009;1.0;0.0;0.0;0.0;40.0;1.0;0.0;3.0;30.0;140.0;100.0;40.0
21;Wijk 01 Eext;2024 maart;Aa en Hunze                             ;Wijk    ;WK168001  ;1.0;10.0;20.0;50.0;310.0;1.0;2.0;4.0;25.0;1260.0;950.0;310.0
22;Wijk 01 Eext;2024 juni;Aa en Hunze                             ;Wijk    ;WK168001  ;1.0;10.0;20.0;50.0;320.0;1.0;2.0;4.0;25.0;1270.0;950.0;320.0
23;Wijk 01 Eext;2024 september;Aa en Hunze                             ;Wijk    ;WK168001  ;1.0;10.0;20.0;50.0;320.0;0.0;2.0;4.0;25.0;1270.0;950.0;320.0
24;Eext;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800100;1.0;10.0;20.0;40.0;260.0;1.0;2.0;4.0;23.0;1100.0;840.0;260.0
25;Eext;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800100;1.0;10.0;20.0;40.0;260.0;1.0;2.0;4.0;24.0;1100.0;840.0;260.0
26;Eext;2024 september;Aa en Hunze                             ;Buurt   ;BU16800100;1.0;10.0;20.0;40.0;260.0;1.0;2.0;4.0;24.0;1100.0;840.0;260.0
27;Verspreide huizen Eext;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800109;1.0;0.0;0.0;10.0;60.0;0.0;0.0;6.0;35.0;170.0;110.0;60.0
28;Verspreide huizen Eext;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800109;1.0;0.0;0.0;10.0;60.0;0.0;0.0;5.0;34.0;170.0;110.0;60.0
29;Verspreide huizen Eext;2024 september;Aa en Hunze                             ;Buurt   ;BU16800109;1.0;0.0;0.0;10.0;60.0;0.0;0.0;4.0;34.0;170.0;110.0;60.0
30;Wijk 02 Anloo;2024 maart;Aa en Hunze                             ;Wijk    ;WK168002  ;1.0;0.0;10.0;20.0;90.0;1.0;2.0;6.0;26.0;350.0;260.0;90.0
31;Wijk 02 Anloo;2024 juni;Aa en Hunze                             ;Wijk    ;WK168002  ;1.0;0.0;10.0;20.0;90.0;1.0;2.0;6.0;26.0;350.0;260.0;90.0
32;Wijk 02 Anloo;2024 september;Aa en Hunze                             ;Wijk    ;WK168002  ;1.0;0.0;10.0;20.0;90.0;1.0;1.0;7.0;26.0;350.0;260.0;90.0
33;Anloo;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800200;1.0;0.0;10.0;20.0;80.0;1.0;2.0;6.0;28.0;290.0;210.0;80.0
34;Anloo;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800200;1.0;0.0;10.0;20.0;80.0;1.0;2.0;6.0;28.0;290.0;210.0;80.0
35;Anloo;2024 september;Aa en Hunze                             ;Buurt   ;BU16800200;1.0;0.0;0.0;20.0;80.0;1.0;1.0;7.0;28.0;290.0;210.0;80.0
36;Verspreide huizen Anloo;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800209;1.0;0.0;0.0;0.0;10.0;0.0;2.0;5.0;16.0;60.0;50.0;10.0
37;Verspreide huizen Anloo;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800209;1.0;0.0;0.0;0.0;10.0;0.0;2.0;5.0;18.0;60.0;50.0;10.0
38;Verspreide huizen Anloo;2024 september;Aa en Hunze                             ;Buurt   ;BU16800209;1.0;0.0;0.0;0.0;10.0;0.0;2.0;5.0;18.0;60.0;50.0;10.0
39;Wijk 03 Gasteren;2024 maart;Aa en Hunze                             ;Wijk    ;WK168003  ;1.0;0.0;0.0;10.0;120.0;1.0;1.0;3.0;34.0;360.0;240.0;120.0
40;Wijk 03 Gasteren;2024 juni;Aa en Hunze                             ;Wijk    ;WK168003  ;1.0;0.0;0.0;10.0;120.0;1.0;1.0;3.0;33.0;360.0;240.0;120.0
41;Wijk 03 Gasteren;2024 september;Aa en Hunze                             ;Wijk    ;WK168003  ;1.0;0.0;0.0;10.0;120.0;1.0;1.0;3.0;34.0;360.0;240.0;120.0
42;Gasteren;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800300;1.0;0.0;0.0;10.0;120.0;1.0;1.0;3.0;34.0;350.0;230.0;120.0
43;Gasteren;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800300;1.0;0.0;0.0;10.0;120.0;1.0;1.0;3.0;34.0;350.0;240.0;120.0
44;Gasteren;2024 september;Aa en Hunze                             ;Buurt   ;BU16800300;1.0;0.0;0.0;10.0;120.0;1.0;1.0;3.0;34.0;350.0;230.0;120.0
45;Verspreide huizen Gasteren;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800309;1.0;;;;;;;;;10.0;10.0;0.0
46;Verspreide huizen Gasteren;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800309;1.0;;;;;;;;;10.0;10.0;0.0
47;Verspreide huizen Gasteren;2024 september;Aa en Hunze                             ;Buurt   ;BU16800309;1.0;;;;;;;;;10.0;10.0;0.0
48;Wijk 04 Anderen;2024 maart;Aa en Hunze                             ;Wijk    ;WK168004  ;1.0;0.0;0.0;10.0;60.0;0.0;1.0;6.0;25.0;230.0;170.0;60.0
49;Wijk 04 Anderen;2024 juni;Aa en Hunze                             ;Wijk    ;WK168004  ;1.0;0.0;0.0;10.0;60.0;0.0;1.0;6.0;25.0;230.0;170.0;60.0
50;Wijk 04 Anderen;2024 september;Aa en Hunze                             ;Wijk    ;WK168004  ;1.0;0.0;0.0;20.0;60.0;0.0;1.0;7.0;26.0;230.0;170.0;60.0
51;Anderen;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800400;1.0;0.0;0.0;10.0;60.0;0.0;1.0;6.0;27.0;210.0;150.0;60.0
52;Anderen;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800400;1.0;0.0;0.0;10.0;60.0;1.0;2.0;7.0;27.0;210.0;150.0;60.0
53;Anderen;2024 september;Aa en Hunze                             ;Buurt   ;BU16800400;1.0;0.0;0.0;20.0;60.0;1.0;2.0;8.0;28.0;200.0;150.0;60.0
54;Verspreide huizen Anderen;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800409;1.0;;;;;;;;;30.0;20.0;0.0
55;Verspreide huizen Anderen;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800409;1.0;;;;;;;;;30.0;20.0;0.0
56;Verspreide huizen Anderen;2024 september;Aa en Hunze                             ;Buurt   ;BU16800409;1.0;;;;;;;;;30.0;20.0;0.0
57;Wijk 05 Schipborg;2024 maart;Aa en Hunze                             ;Wijk    ;WK168005  ;1.0;10.0;0.0;10.0;210.0;1.0;1.0;3.0;40.0;530.0;320.0;210.0
58;Wijk 05 Schipborg;2024 juni;Aa en Hunze                             ;Wijk    ;WK168005  ;1.0;10.0;0.0;10.0;210.0;1.0;1.0;2.0;41.0;520.0;310.0;210.0
59;Wijk 05 Schipborg;2024 september;Aa en Hunze                             ;Wijk    ;WK168005  ;1.0;0.0;0.0;10.0;220.0;1.0;1.0;3.0;42.0;530.0;310.0;220.0
60;Schipborg;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800500;1.0;10.0;0.0;10.0;190.0;1.0;1.0;2.0;40.0;480.0;290.0;190.0
61;Schipborg;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800500;1.0;10.0;0.0;10.0;200.0;1.0;1.0;2.0;41.0;470.0;280.0;200.0
62;Schipborg;2024 september;Aa en Hunze                             ;Buurt   ;BU16800500;1.0;0.0;0.0;10.0;200.0;1.0;1.0;3.0;42.0;480.0;280.0;200.0
63;Verspreide huizen Schipborg;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800509;1.0;0.0;0.0;0.0;20.0;0.0;0.0;6.0;36.0;50.0;30.0;20.0
64;Verspreide huizen Schipborg;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800509;1.0;0.0;0.0;0.0;20.0;0.0;0.0;4.0;37.0;50.0;30.0;20.0
65;Verspreide huizen Schipborg;2024 september;Aa en Hunze                             ;Buurt   ;BU16800509;1.0;0.0;0.0;0.0;20.0;0.0;0.0;2.0;36.0;40.0;30.0;20.0
66;Wijk 06 Eexterveen;2024 maart;Aa en Hunze                             ;Wijk    ;WK168006  ;1.0;0.0;0.0;10.0;70.0;1.0;0.0;3.0;17.0;400.0;330.0;70.0
67;Wijk 06 Eexterveen;2024 juni;Aa en Hunze                             ;Wijk    ;WK168006  ;1.0;0.0;0.0;10.0;70.0;1.0;0.0;3.0;17.0;400.0;330.0;70.0
68;Wijk 06 Eexterveen;2024 september;Aa en Hunze                             ;Wijk    ;WK168006  ;1.0;0.0;0.0;10.0;70.0;1.0;0.0;3.0;17.0;400.0;330.0;70.0
69;Eexterveen;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800600;1.0;0.0;0.0;10.0;60.0;1.0;0.0;3.0;17.0;380.0;320.0;60.0
70;Eexterveen;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800600;1.0;0.0;0.0;10.0;60.0;1.0;0.0;3.0;17.0;380.0;320.0;60.0
71;Eexterveen;2024 september;Aa en Hunze                             ;Buurt   ;BU16800600;1.0;0.0;0.0;10.0;60.0;1.0;0.0;3.0;16.0;380.0;320.0;60.0
72;Verspreide huizen Eexterveen;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800609;1.0;;;;;;;;;20.0;10.0;0.0
73;Verspreide huizen Eexterveen;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800609;1.0;;;;;;;;;20.0;10.0;0.0
74;Verspreide huizen Eexterveen;2024 september;Aa en Hunze                             ;Buurt   ;BU16800609;1.0;;;;;;;;;20.0;10.0;0.0
75;Wijk 07 Spijkerboor;2024 maart;Aa en Hunze                             ;Wijk    ;WK168007  ;1.0;0.0;0.0;10.0;30.0;0.0;2.0;4.0;24.0;140.0;100.0;30.0
76;Wijk 07 Spijkerboor;2024 juni;Aa en Hunze                             ;Wijk    ;WK168007  ;1.0;0.0;0.0;10.0;30.0;0.0;3.0;4.0;24.0;140.0;100.0;30.0
77;Wijk 07 Spijkerboor;2024 september;Aa en Hunze                             ;Wijk    ;WK168007  ;1.0;0.0;0.0;10.0;30.0;0.0;3.0;4.0;24.0;140.0;100.0;30.0
78;Spijkerboor;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800700;1.0;0.0;0.0;10.0;30.0;0.0;2.0;4.0;24.0;140.0;100.0;30.0
79;Spijkerboor;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800700;1.0;0.0;0.0;10.0;30.0;0.0;3.0;4.0;24.0;140.0;100.0;30.0
80;Spijkerboor;2024 september;Aa en Hunze                             ;Buurt   ;BU16800700;1.0;0.0;0.0;10.0;30.0;0.0;3.0;4.0;24.0;140.0;100.0;30.0
81;Verspreide huizen Spijkerboor;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800709;1.0;;;;;;;;;0.0;0.0;0.0
82;Verspreide huizen Spijkerboor;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800709;1.0;;;;;;;;;0.0;0.0;0.0
83;Verspreide huizen Spijkerboor;2024 september;Aa en Hunze                             ;Buurt   ;BU16800709;1.0;;;;;;;;;0.0;0.0;0.0
84;Wijk 08 Nieuw-Annerveen;2024 maart;Aa en Hunze                             ;Wijk    ;WK168008  ;1.0;0.0;0.0;0.0;20.0;2.0;0.0;5.0;18.0;90.0;70.0;20.0
85;Wijk 08 Nieuw-Annerveen;2024 juni;Aa en Hunze                             ;Wijk    ;WK168008  ;1.0;0.0;0.0;10.0;20.0;1.0;0.0;6.0;18.0;90.0;70.0;20.0
86;Wijk 08 Nieuw-Annerveen;2024 september;Aa en Hunze                             ;Wijk    ;WK168008  ;1.0;0.0;0.0;10.0;20.0;1.0;0.0;6.0;20.0;90.0;70.0;20.0
87;Nieuw-Annerveen;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800800;1.0;0.0;0.0;0.0;20.0;3.0;0.0;5.0;20.0;80.0;70.0;20.0
88;Nieuw-Annerveen;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800800;1.0;0.0;0.0;10.0;20.0;1.0;0.0;6.0;20.0;80.0;60.0;20.0
89;Nieuw-Annerveen;2024 september;Aa en Hunze                             ;Buurt   ;BU16800800;1.0;0.0;0.0;10.0;20.0;1.0;0.0;6.0;21.0;80.0;60.0;20.0
90;Verspreide huizen Nieuw-Annerveen;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800809;1.0;;;;;;;;;10.0;10.0;0.0
91;Verspreide huizen Nieuw-Annerveen;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800809;1.0;;;;;;;;;10.0;10.0;0.0
92;Verspreide huizen Nieuw-Annerveen;2024 september;Aa en Hunze                             ;Buurt   ;BU16800809;1.0;;;;;;;;;10.0;10.0;0.0
93;Wijk 09 Oud-Annerveen;2024 maart;Aa en Hunze                             ;Wijk    ;WK168009  ;1.0;0.0;0.0;10.0;30.0;1.0;0.0;5.0;28.0;100.0;70.0;30.0
94;Wijk 09 Oud-Annerveen;2024 juni;Aa en Hunze                             ;Wijk    ;WK168009  ;1.0;0.0;0.0;0.0;30.0;1.0;0.0;4.0;29.0;100.0;70.0;30.0
95;Wijk 09 Oud-Annerveen;2024 september;Aa en Hunze                             ;Wijk    ;WK168009  ;1.0;0.0;0.0;0.0;30.0;1.0;0.0;4.0;29.0;100.0;70.0;30.0
96;Oud-Annerveen;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800900;1.0;0.0;0.0;10.0;30.0;1.0;0.0;5.0;29.0;100.0;70.0;30.0
97;Oud-Annerveen;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800900;1.0;0.0;0.0;0.0;30.0;1.0;0.0;4.0;30.0;100.0;70.0;30.0
98;Oud-Annerveen;2024 september;Aa en Hunze                             ;Buurt   ;BU16800900;1.0;0.0;0.0;0.0;30.0;1.0;0.0;4.0;30.0;100.0;70.0;30.0
99;Verspreide huizen Oud-Annerveen;2024 maart;Aa en Hunze                             ;Buurt   ;BU16800909;1.0;;;;;;;;;0.0;0.0;0.0
100;Verspreide huizen Oud-Annerveen;2024 juni;Aa en Hunze                             ;Buurt   ;BU16800909;1.0;;;;;;;;;0.0;0.0;0.0
101;Verspreide huizen Oud-Annerveen;2024 september;Aa en Hunze                             ;Buurt   ;BU16800909;1.0;;;;;;;;;0.0;0.0;0.0
102;Wijk 11 Annerveenschekanaal;2024 maart;Aa en Hunze                             ;Wijk    ;WK168011  ;1.0;10.0;0.0;20.0;60.0;3.0;0.0;6.0;16.0;360.0;300.0;60.0
103;Wijk 11 Annerveenschekanaal;2024 juni;Aa en Hunze                             ;Wijk    ;WK168011  ;1.0;10.0;0.0;20.0;60.0;2.0;0.0;6.0;16.0;350.0;300.0;60.0
104;Wijk 11 Annerveenschekanaal;2024 september;Aa en Hunze                             ;Wijk    ;WK168011  ;1.0;10.0;0.0;20.0;60.0;2.0;1.0;6.0;17.0;350.0;290.0;60.0
105;Annerveenschekanaal;2024 maart;Aa en Hunze                             ;Buurt   ;BU16801100;1.0;10.0;0.0;20.0;60.0;3.0;0.0;7.0;16.0;360.0;300.0;60.0
106;Annerveenschekanaal;2024 juni;Aa en Hunze                             ;Buurt   ;BU16801100;1.0;10.0;0.0;20.0;60.0;2.0;0.0;6.0;16.0;350.0;300.0;60.0
107;Annerveenschekanaal;2024 september;Aa en Hunze                             ;Buurt   ;BU16801100;1.0;10.0;0.0;20.0;60.0;2.0;1.0;6.0;17.0;350.0;290.0;60.0
108;Verspreide huizen Annerveenschekanaal;2024 maart;Aa en Hunze                             ;Buurt   ;BU16801109;1.0;;;;;;;;;0.0;0.0;0.0
109;Verspreide huizen Annerveenschekanaal;2024 juni;Aa en Hunze                             ;Buurt   ;BU16801109;1.0;;;;;;;;;0.0;0.0;0.0
110;Verspreide huizen Annerveenschekanaal;2024 september;Aa en Hunze                             ;Buurt   ;BU16801109;1.0;;;;;;;;;0.0;0.0;0.0
111;Wijk 12 Eexterveenschekanaal;2024 maart;Aa en Hunze                             ;Wijk    ;WK168012  ;1.0;0.0;0.0;10.0;50.0;1.0;1.0;6.0;24.0;210.0;160.0;50.0
112;Wijk 12 Eexterveenschekanaal;2024 juni;Aa en Hunze                             ;Wijk    ;WK168012  ;1.0;0.0;0.0;10.0;50.0;1.0;1.0;6.0;24.0;210.0;160.0;50.0
113;Wijk 12 Eexterveenschekanaal;2024 september;Aa en Hunze                             ;Wijk    ;WK168012  ;1.0;0.0;0.0;10.0;50.0;1.0;1.0;6.0;24.0;210.0;160.0;50.0
114;Eexterveenschekanaal;2024 maart;Aa en Hunze                             ;Buurt   ;BU16801200;1.0;0.0;0.0;10.0;50.0;1.0;1.0;6.0;24.0;200.0;150.0;50.0
115;Eexterveenschekanaal;2024 juni;Aa en Hunze                             ;Buurt   ;BU16801200;1.0;0.0;0.0;10.0;50.0;1.0;1.0;6.0;24.0;210.0;160.0;50.0
116;Eexterveenschekanaal;2024 september;Aa en Hunze                             ;Buurt   ;BU16801200;1.0;0.0;0.0;10.0;50.0;1.0;1.0;6.0;25.0;210.0;150.0;50.0
117;Verspreide huizen Eexterveenschekanaal;2024 maart;Aa en Hunze                             ;Buurt   ;BU16801209;1.0;;;;;;;;;0.0;0.0;0.0
118;Verspreide huizen Eexterveenschekanaal;2024 juni;Aa en Hunze                             ;Buurt   ;BU16801209;1.0;;;;;;;;;0.0;0.0;0.0
119;Verspreide huizen Eexterveenschekanaal;2024 september;Aa en Hunze                             ;Buurt   ;BU16801209;1.0;;;;;;;;;10.0;10.0;0.0
120;Wijk 13 Eexterzandvoort;2024 maart;Aa en Hunze                             ;Wijk    ;WK168013  ;1.0;0.0;0.0;0.0;30.0;1.0;0.0;4.0;28.0;110.0;80.0;30.0
121;Wijk 13 Eexterzandvoort;2024 juni;Aa en Hunze                             ;Wijk    ;WK168013  ;1.0;0.0;0.0;0.0;30.0;0.0;0.0;4.0;29.0;110.0;80.0;30.0
122;Wijk 13 Eexterzandvoort;2024 september;Aa en Hunze                             ;Wijk    ;WK168013  ;1.0;0.0;0.0;0.0;30.0;0.0;0.0;4.0;28.0;110.0;80.0;30.0
123;Eexterzandvoort;2024 maart;Aa en Hunze                             ;Buurt   ;BU16801300;1.0;0.0;0.0;0.0;30.0;0.0;0.0;2.0;30.0;80.0;60.0;30.0
124;Eexterzandvoort;2024 juni;Aa en Hunze                             ;Buurt   ;BU16801300;1.0;0.0;0.0;0.0;30.0;0.0;0.0;2.0;31.0;80.0;60.0;30.0
125;Eexterzandvoort;2024 september;Aa en Hunze                             ;Buurt   ;BU16801300;1.0;0.0;0.0;0.0;30.0;0.0;0.0;2.0;30.0;80.0;60.0;30.0
126;Verspreide huizen Eexterzandvoort;2024 maart;Aa en Hunze                             ;Buurt   ;BU16801309;1.0;;;;;;;;;30.0;20.0;10.0
127;Verspreide huizen Eexterzandvoort;2024 juni;Aa en Hunze                             ;Buurt   ;BU16801309;1.0;;;;;;;;;30.0;20.0;10.0
128;Verspreide huizen Eexterzandvoort;2024 september;Aa en Hunze                             ;Buurt   ;BU16801309;1.0;;;;;;;;;30.0;20.0;10.0
129;Wijk 14 Gasselte;2024 maart;Aa en Hunze                             ;Wijk    ;WK168014  ;1.0;20.0;20.0;60.0;550.0;1.0;1.0;4.0;34.0;1620.0;1070.0;550.0
130;Wijk 14 Gasselte;2024 juni;Aa en Hunze                             ;Wijk    ;WK168014  ;1.0;20.0;20.0;60.0;560.0;1.0;1.0;4.0;34.0;1610.0;1060.0;560.0
131;Wijk 14 Gasselte;2024 september;Aa en Hunze                             ;Wijk    ;WK168014  ;1.0;10.0;20.0;60.0;560.0;1.0;1.0;4.0;35.0;1610.0;1050.0;560.0
132;Gasselte;2024 maart;Aa en Hunze                             ;Buurt   ;BU16801400;1.0;10.0;20.0;40.0;460.0;1.0;1.0;3.0;35.0;1330.0;870.0;460.0
133;Gasselte;2024 juni;Aa en Hunze                             ;Buurt   ;BU16801400;1.0;10.0;20.0;40.0;470.0;1.0;1.0;3.0;35.0;1320.0;850.0;470.0
134;Gasselte;2024 september;Aa en Hunze                             ;Buurt   ;BU16801400;1.0;10.0;20.0;40.0;470.0;1.0;1.0;3.0;36.0;1320.0;850.0;470.0
135;Kostvlies;2024 maart;Aa en Hunze                             ;Buurt   ;BU16801401;1.0;0.0;0.0;0.0;40.0;0.0;0.0;1.0;37.0;120.0;70.0;40.0
136;Kostvlies;2024 juni;Aa en Hunze                             ;Buurt   ;BU16801401;1.0;0.0;0.0;0.0;40.0;0.0;0.0;1.0;36.0;110.0;70.0;40.0
137;Kostvlies;2024 september;Aa en Hunze                             ;Buurt   ;BU16801401;1.0;0.0;0.0;0.0;40.0;0.0;0.0;1.0;36.0;110.0;70.0;40.0
138;Verspreide huizen Gasselte;2024 maart;Aa en Hunze                             ;Buurt   ;BU16801409;1.0;0.0;0.0;20.0;50.0;1.0;2.0;10.0;27.0;180.0;130.0;50.0
139;Verspreide huizen Gasselte;2024 juni;Aa en Hunze                             ;Buurt   ;BU16801409;1.0;0.0;0.0;20.0;50.0;2.0;2.0;10.0;26.0;180.0;130.0;50.0
140;Verspreide huizen Gasselte;2024 september;Aa en Hunze                             ;Buurt   ;BU16801409;1.0;0.0;0.0;20.0;50.0;2.0;2.0;11.0;25.0;180.0;130.0;50.0
141;Wijk 15 Gasselternijveen;2024 maart;Aa en Hunze                             ;Wijk    ;WK168015  ;1.0;10.0;70.0;100.0;380.0;1.0;4.0;6.0;23.0;1610.0;1230.0;380.0
142;Wijk 15 Gasselternijveen;2024 juni;Aa en Hunze                             ;Wijk    ;WK168015  ;1.0;10.0;70.0;100.0;390.0;1.0;4.0;6.0;24.0;1630.0;1240.0;390.0
143;Wijk 15 Gasselternijveen;2024 september;Aa en Hunze                             ;Wijk    ;WK168015  ;1.0;10.0;70.0;100.0;390.0;1.0;4.0;6.0;24.0;1630.0;1230.0;390.0
144;Gasselternijveen;2024 maart;Aa en Hunze                             ;Buurt   ;BU16801500;1.0;10.0;70.0;100.0;370.0;1.0;4.0;7.0;24.0;1570.0;1200.0;370.0
145;Gasselternijveen;2024 juni;Aa en Hunze                             ;Buurt   ;BU16801500;1.0;10.0;70.0;100.0;380.0;1.0;4.0;6.0;24.0;1600.0;1210.0;380.0
146;Gasselternijveen;2024 september;Aa en Hunze                             ;Buurt   ;BU16801500;1.0;10.0;70.0;100.0;380.0;1.0;5.0;7.0;24.0;1590.0;1200.0;390.0
147;Gasselterboerveen;2024 maart;Aa en Hunze                             ;Buurt   ;BU16801501;1.0;;;;;;;;;40.0;30.0;10.0
148;Gasselterboerveen;2024 juni;Aa en Hunze                             ;Buurt   ;BU16801501;1.0;;;;;;;;;40.0;30.0;10.0
149;Gasselterboerveen;2024 september;Aa en Hunze                             ;Buurt   ;BU16801501;1.0;;;;;;;;;40.0;30.0;10.0
150;Verspreide huizen Gasselternijveen;2024 maart;Aa en Hunze                             ;Buurt   ;BU16801509;1.0;;;;;;;;;0.0;0.0;0.0
151;Verspreide huizen Gasselternijveen;2024 juni;Aa en Hunze                             ;Buurt   ;BU16801509;1.0;;;;;;;;;0.0;0.0;0.0
152;Verspreide huizen Gasselternijveen;2024 september;Aa en Hunze                             ;Buurt   ;BU16801509;1.0;;;;;;;;;0.0;0.0;0.0
153;Wijk 16 Gasselternijveenschemond;2024 maart;Aa en Hunze                             ;Wijk    ;WK168016  ;1.0;0.0;10.0;40.0;140.0;1.0;2.0;8.0;24.0;570.0;430.0;140.0
154;Wijk 16 Gasselternijveenschemond;2024 juni;Aa en Hunze                             ;Wijk    ;WK168016  ;1.0;0.0;10.0;40.0;140.0;1.0;2.0;8.0;25.0;560.0;420.0;140.0
