ID;Onderwijsvolgend;UitkeringSocialeZekerheid;RegioS;Perioden;TotaalJongeren_1;TotaalWerkzaam_2;Werknemer_3;Zelfstandige_4;WerknemerEnZelfstandige_5;NietWerkzameJongeren_6
5431;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Limburg (CR);2009 ;2600;900;900;0;0;1700
5432;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Limburg (CR);2010;2500;900;900;0;0;1600
5433;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Limburg (CR);2011;2300;900;900;0;0;1500
5434;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Limburg (CR);2012;2500;1000;900;0;0;1600
5435;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Noord-Limburg (CR);2013;2800;1200;1100;0;0;1600
5436;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Limburg (CR);2005 ;1600;500;500;0;0;1100
5437;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Limburg (CR);2006 ;1400;500;500;0;0;900
5438;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Limburg (CR);2007 ;1500;500;500;0;0;1000
5439;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Limburg (CR);2008 ;1600;500;500;0;0;1000
5440;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Limburg (CR);2009 ;2000;700;700;0;0;1300
5441;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Limburg (CR);2010;2100;700;700;0;0;1400
5442;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Limburg (CR);2011;2000;600;600;0;0;1400
5443;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Limburg (CR);2012;2200;700;700;0;0;1500
5444;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Midden-Limburg (CR);2013;2400;800;800;0;0;1600
5445;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (CR);2005 ;6600;2000;1900;100;0;4700
5446;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (CR);2006 ;5800;1900;1800;100;0;3900
5447;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (CR);2007 ;5600;1800;1700;100;0;3800
5448;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (CR);2008 ;5600;1700;1600;100;0;3800
5449;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (CR);2009 ;7000;2100;2000;100;0;4900
5450;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (CR);2010;7000;2000;1900;100;0;5000
5451;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (CR);2011;6900;1900;1800;100;0;4900
5452;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (CR);2012;7000;2000;1900;100;0;5100
5453;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zuid-Limburg (CR);2013;7500;2200;2000;100;100;5300
5454;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (CR);2005 ;3800;1100;1100;0;0;2700
5455;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (CR);2006 ;3400;1100;1000;0;0;2300
5456;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (CR);2007 ;3200;1000;1000;0;0;2100
5457;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (CR);2008 ;3200;1000;900;0;0;2200
5458;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (CR);2009 ;4200;1300;1200;100;0;2900
5459;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (CR);2010;4600;1300;1200;100;0;3300
5460;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (CR);2011;4700;1300;1200;100;0;3400
5461;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (CR);2012;4900;1400;1300;100;0;3600
5462;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Flevoland (CR);2013;5400;1600;1500;100;0;3800
5463;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Niet in te delen (CR);2005 ;0;0;0;0;0;0
5464;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Niet in te delen (CR);2006 ;0;0;0;0;0;0
5465;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Niet in te delen (CR);2007 ;0;0;0;0;0;0
5466;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Niet in te delen (CR);2008 ;0;0;0;0;0;0
5467;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Niet in te delen (CR);2009 ;0;0;0;0;0;0
5468;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Niet in te delen (CR);2010;0;0;0;0;0;0
5469;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Niet in te delen (CR);2011;0;0;0;0;0;0
5470;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Niet in te delen (CR);2012;0;0;0;0;0;0
5471;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Niet in te delen (CR);2013;0;0;0;0;0;0
5472;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Geen stadsgewest (SG);2005 ;50300;17900;17300;400;200;32400
5473;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Geen stadsgewest (SG);2006 ;45700;17000;16300;500;200;28800
5474;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Geen stadsgewest (SG);2007 ;45900;17400;16800;400;100;28500
5475;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Geen stadsgewest (SG);2008 ;46500;16900;16200;500;200;29600
5476;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Geen stadsgewest (SG);2009 ;59700;21100;19900;900;200;38600
5477;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Geen stadsgewest (SG);2010;62000;20500;19400;900;200;41400
5478;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Geen stadsgewest (SG);2011;63200;21400;20200;900;300;41900
5479;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Geen stadsgewest (SG);2012;68500;23200;21800;1000;300;45400
5480;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Geen stadsgewest (SG);2013;76000;26900;25100;1200;600;49000
5481;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groningen (SG);2005 ;4100;1400;1300;100;0;2700
5482;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groningen (SG);2006 ;3500;1200;1200;100;0;2300
5483;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groningen (SG);2007 ;3500;1200;1200;100;0;2300
5484;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groningen (SG);2008 ;3500;1200;1100;0;0;2300
5485;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groningen (SG);2009 ;4100;1400;1200;100;0;2800
5486;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groningen (SG);2010;4400;1300;1200;100;0;3100
5487;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groningen (SG);2011;4600;1500;1300;100;0;3100
5488;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groningen (SG);2012;4800;1400;1300;100;0;3400
5489;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Groningen (SG);2013;5300;1700;1500;100;100;3600
5490;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leeuwarden (SG);2005 ;2100;700;700;0;0;1400
5491;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leeuwarden (SG);2006 ;1900;700;700;0;0;1200
5492;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leeuwarden (SG);2007 ;1700;600;600;0;0;1100
5493;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leeuwarden (SG);2008 ;1800;600;600;0;0;1200
5494;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leeuwarden (SG);2009 ;2100;700;700;0;0;1400
5495;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leeuwarden (SG);2010;2100;600;600;0;0;1500
5496;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leeuwarden (SG);2011;2400;700;700;0;0;1700
5497;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leeuwarden (SG);2012;2700;800;700;0;0;1900
5498;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leeuwarden (SG);2013;2700;800;700;100;0;1900
5499;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zwolle (SG);2005 ;1600;600;600;0;0;1000
5500;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zwolle (SG);2006 ;1500;600;600;0;0;900
5501;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zwolle (SG);2007 ;1600;600;600;0;0;1000
5502;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zwolle (SG);2008 ;1600;600;600;0;0;1000
5503;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zwolle (SG);2009 ;2000;700;700;0;0;1300
5504;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zwolle (SG);2010;2000;700;600;0;0;1300
5505;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zwolle (SG);2011;2100;800;700;0;0;1400
5506;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zwolle (SG);2012;2200;800;700;0;0;1500
5507;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Zwolle (SG);2013;2400;800;800;0;0;1500
5508;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Enschede (SG);2005 ;4000;1500;1500;0;0;2500
5509;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Enschede (SG);2006 ;3600;1300;1200;0;0;2300
5510;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Enschede (SG);2007 ;3300;1200;1100;0;0;2100
5511;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Enschede (SG);2008 ;3300;1200;1100;100;0;2100
5512;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Enschede (SG);2009 ;4100;1300;1300;100;0;2800
5513;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Enschede (SG);2010;4000;1200;1100;0;0;2800
5514;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Enschede (SG);2011;3900;1200;1200;100;0;2700
5515;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Enschede (SG);2012;4300;1200;1100;100;0;3000
5516;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Enschede (SG);2013;5000;1500;1400;100;0;3500
5517;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Apeldoorn (SG);2005 ;1600;500;500;0;0;1100
5518;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Apeldoorn (SG);2006 ;1400;500;500;0;0;1000
5519;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Apeldoorn (SG);2007 ;1500;500;500;0;0;1000
5520;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Apeldoorn (SG);2008 ;1500;500;500;0;0;1000
5521;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Apeldoorn (SG);2009 ;2000;600;600;0;0;1400
5522;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Apeldoorn (SG);2010;2100;600;600;0;0;1500
5523;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Apeldoorn (SG);2011;2200;700;700;0;0;1500
5524;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Apeldoorn (SG);2012;2500;700;700;0;0;1700
5525;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Apeldoorn (SG);2013;2800;900;800;0;0;1900
5526;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Arnhem (SG);2005 ;3000;1000;900;0;0;2100
5527;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Arnhem (SG);2006 ;2700;900;800;0;0;1800
5528;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Arnhem (SG);2007 ;2800;900;900;0;0;1800
5529;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Arnhem (SG);2008 ;2900;900;900;0;0;2000
5530;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Arnhem (SG);2009 ;3700;1200;1100;100;0;2500
5531;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Arnhem (SG);2010;3800;1100;1000;100;0;2700
5532;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Arnhem (SG);2011;4100;1200;1100;100;0;2900
5533;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Arnhem (SG);2012;4500;1200;1100;0;0;3300
5534;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Arnhem (SG);2013;4900;1400;1300;100;0;3500
5535;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Nijmegen (SG);2005 ;2400;700;600;0;0;1700
5536;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Nijmegen (SG);2006 ;2000;600;600;0;0;1400
5537;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Nijmegen (SG);2007 ;2000;600;600;0;0;1400
5538;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Nijmegen (SG);2008 ;2200;600;600;0;0;1600
5539;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Nijmegen (SG);2009 ;2800;800;800;0;0;2000
5540;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Nijmegen (SG);2010;3000;800;700;0;0;2200
5541;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Nijmegen (SG);2011;3300;900;800;0;0;2400
5542;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Nijmegen (SG);2012;3600;900;900;100;0;2600
5543;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Nijmegen (SG);2013;3900;1100;1000;100;0;2800
5544;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (SG);2005 ;1800;600;500;0;0;1200
5545;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (SG);2006 ;1700;600;500;0;0;1100
5546;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (SG);2007 ;1700;600;600;0;0;1100
5547;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (SG);2008 ;1700;600;600;0;0;1100
5548;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (SG);2009 ;2100;700;600;0;0;1400
5549;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (SG);2010;2200;600;600;0;0;1500
5550;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (SG);2011;2200;700;600;0;0;1500
5551;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (SG);2012;2300;700;600;0;0;1600
5552;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amersfoort (SG);2013;2400;800;700;0;0;1700
5553;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Utrecht (SG);2005 ;4700;1400;1300;100;100;3300
5554;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Utrecht (SG);2006 ;4300;1400;1300;100;0;2900
5555;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Utrecht (SG);2007 ;4000;1300;1200;100;0;2600
5556;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Utrecht (SG);2008 ;4000;1300;1200;100;0;2700
5557;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Utrecht (SG);2009 ;4800;1500;1400;100;100;3300
5558;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Utrecht (SG);2010;4900;1400;1300;100;100;3500
5559;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Utrecht (SG);2011;5200;1500;1300;200;100;3700
5560;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Utrecht (SG);2012;5600;1500;1300;100;0;4100
5561;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Utrecht (SG);2013;6300;1800;1600;100;100;4600
5562;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amsterdam (SG);2005 ;10900;2800;2600;100;0;8100
5563;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amsterdam (SG);2006 ;9800;2700;2500;100;100;7100
5564;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amsterdam (SG);2007 ;9400;2900;2800;100;0;6400
5565;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amsterdam (SG);2008 ;9400;2800;2700;100;100;6600
5566;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amsterdam (SG);2009 ;12000;3600;3200;200;100;8400
5567;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amsterdam (SG);2010;12500;3600;3200;300;100;8900
5568;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amsterdam (SG);2011;14100;3700;3300;300;100;10400
5569;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amsterdam (SG);2012;14400;3600;3400;200;100;10800
5570;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Amsterdam (SG);2013;16200;4400;4000;200;100;11900
5571;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haarlem (SG);2005 ;2200;600;600;0;0;1600
5572;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haarlem (SG);2006 ;1900;600;600;0;0;1300
5573;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haarlem (SG);2007 ;2000;700;600;0;0;1300
5574;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haarlem (SG);2008 ;2000;600;600;0;0;1400
5575;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haarlem (SG);2009 ;2600;800;800;0;0;1800
5576;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haarlem (SG);2010;2900;800;800;0;0;2100
5577;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haarlem (SG);2011;3000;900;800;0;0;2200
5578;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haarlem (SG);2012;3200;1000;900;0;0;2200
5579;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Haarlem (SG);2013;3600;1200;1100;100;0;2500
5580;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leiden (SG);2005 ;1800;500;500;0;0;1200
5581;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leiden (SG);2006 ;1700;600;600;0;0;1200
5582;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leiden (SG);2007 ;1800;500;500;0;0;1200
5583;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leiden (SG);2008 ;1700;500;500;0;0;1200
5584;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leiden (SG);2009 ;2200;700;600;0;0;1500
5585;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leiden (SG);2010;2300;700;600;0;0;1600
5586;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leiden (SG);2011;2400;700;700;0;0;1700
5587;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leiden (SG);2012;2600;800;700;0;0;1800
5588;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Leiden (SG);2013;3000;1000;900;0;0;2000
5589;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;'s-Gravenhage (SG);2005 ;8000;1800;1700;100;0;6100
5590;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;'s-Gravenhage (SG);2006 ;7200;1700;1600;100;0;5500
5591;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;'s-Gravenhage (SG);2007 ;7100;2000;1900;100;0;5100
5592;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;'s-Gravenhage (SG);2008 ;6800;1800;1700;100;0;5000
5593;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;'s-Gravenhage (SG);2009 ;8600;2200;2100;100;0;6500
5594;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;'s-Gravenhage (SG);2010;9200;2300;2100;100;0;7000
5595;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;'s-Gravenhage (SG);2011;9400;2300;2100;100;100;7100
5596;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;'s-Gravenhage (SG);2012;10000;2500;2400;100;0;7500
5597;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;'s-Gravenhage (SG);2013;11300;3100;2900;200;100;8200
5598;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rotterdam (SG);2005 ;12500;2700;2600;100;0;9900
5599;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rotterdam (SG);2006 ;10400;2600;2500;100;0;7800
5600;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rotterdam (SG);2007 ;9900;2800;2700;100;0;7100
5601;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rotterdam (SG);2008 ;9400;2600;2500;100;0;6800
5602;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rotterdam (SG);2009 ;12100;3300;3100;200;0;8800
5603;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rotterdam (SG);2010;13500;3300;3100;200;0;10200
5604;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rotterdam (SG);2011;13600;3400;3100;200;0;10200
5605;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rotterdam (SG);2012;14000;3400;3200;200;0;10600
5606;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Rotterdam (SG);2013;15000;3900;3700;200;100;11100
5607;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Dordrecht (SG);2005 ;2400;700;700;0;0;1700
5608;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Dordrecht (SG);2006 ;2000;600;600;0;0;1400
5609;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Dordrecht (SG);2007 ;2000;600;600;0;0;1400
5610;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Dordrecht (SG);2008 ;1900;600;500;0;0;1300
5611;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Dordrecht (SG);2009 ;2400;700;700;0;0;1700
5612;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Dordrecht (SG);2010;2600;700;700;0;0;1900
5613;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Dordrecht (SG);2011;2600;700;700;0;0;1900
5614;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Dordrecht (SG);2012;2700;700;700;0;0;2000
5615;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Dordrecht (SG);2013;3100;900;800;0;0;2200
5616;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Breda (SG);2005 ;2200;800;700;0;0;1500
5617;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Breda (SG);2006 ;2000;700;700;0;0;1300
5618;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Breda (SG);2007 ;2000;700;600;0;0;1300
5619;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Breda (SG);2008 ;2000;700;600;0;0;1300
5620;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Breda (SG);2009 ;2500;800;700;100;0;1700
5621;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Breda (SG);2010;2600;800;800;0;0;1800
5622;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Breda (SG);2011;2600;800;800;0;0;1800
5623;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Breda (SG);2012;2900;900;800;0;0;2000
5624;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Breda (SG);2013;3200;1100;1000;0;0;2100
5625;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Tilburg (SG);2005 ;2600;900;900;0;0;1700
5626;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Tilburg (SG);2006 ;2400;800;800;0;0;1500
5627;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Tilburg (SG);2007 ;2300;700;700;0;0;1500
5628;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Tilburg (SG);2008 ;2300;800;800;0;0;1500
5629;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Tilburg (SG);2009 ;3000;1000;900;100;0;2000
5630;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Tilburg (SG);2010;3000;900;800;100;0;2100
5631;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Tilburg (SG);2011;2900;900;800;100;0;2000
5632;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Tilburg (SG);2012;3400;1000;900;0;0;2400
5633;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;Tilburg (SG);2013;3800;1100;1100;100;0;2600
5634;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;'s-Hertogenbosch (SG);2005 ;1600;500;500;0;0;1000
5635;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;'s-Hertogenbosch (SG);2006 ;1400;400;400;0;0;1000
5636;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;'s-Hertogenbosch (SG);2007 ;1300;500;400;0;0;900
5637;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;'s-Hertogenbosch (SG);2008 ;1300;400;400;0;0;900
5638;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;'s-Hertogenbosch (SG);2009 ;1700;500;500;0;0;1100
5639;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;'s-Hertogenbosch (SG);2010;1800;600;500;100;0;1200
5640;Totaal wel/niet onderwijsvolgend;Met uitkering sociale zekerheid;'s-Hertogenbosch (SG);2011;1900;600;500;0;0;1300
