ID;Werkloosheidsduur;RegioS;Perioden;WerklozeBeroepsbevolking_1
103;1;Drenthe (PV);2006;15.0
104;1;Drenthe (PV);2007;13.0
105;1;Drenthe (PV);2008;10.0
106;1;Drenthe (PV);2009;13.0
107;1;Drenthe (PV);2010;13.0
108;1;Drenthe (PV);2011;14.0
109;1;Drenthe (PV);2012;14.0
110;1;Drenthe (PV);2013;18.0
111;1;Drenthe (PV);2014;15.0
112;1;Overijssel (PV);2001;16.0
113;1;Overijssel (PV);2002;18.0
114;1;Overijssel (PV);2003;24.0
115;1;Overijssel (PV);2004;31.0
116;1;Overijssel (PV);2005;36.0
117;1;Overijssel (PV);2006;30.0
118;1;Overijssel (PV);2007;23.0
119;1;Overijssel (PV);2008;20.0
120;1;Overijssel (PV);2009;28.0
121;1;Overijssel (PV);2010;27.0
122;1;Overijssel (PV);2011;29.0
123;1;Overijssel (PV);2012;36.0
124;1;Overijssel (PV);2013;40.0
125;1;Overijssel (PV);2014;42.0
126;1;Flevoland (PV);2001;7.0
127;1;Flevoland (PV);2002;8.0
128;1;Flevoland (PV);2003;12.0
129;1;Flevoland (PV);2004;15.0
130;1;Flevoland (PV);2005;16.0
131;1;Flevoland (PV);2006;14.0
132;1;Flevoland (PV);2007;8.0
133;1;Flevoland (PV);2008;9.0
134;1;Flevoland (PV);2009;9.0
135;1;Flevoland (PV);2010;14.0
136;1;Flevoland (PV);2011;12.0
137;1;Flevoland (PV);2012;13.0
138;1;Flevoland (PV);2013;24.0
139;1;Flevoland (PV);2014;22.0
140;1;Gelderland (PV);2001;31.0
141;1;Gelderland (PV);2002;31.0
142;1;Gelderland (PV);2003;43.0
143;1;Gelderland (PV);2004;54.0
144;1;Gelderland (PV);2005;53.0
145;1;Gelderland (PV);2006;44.0
146;1;Gelderland (PV);2007;38.0
147;1;Gelderland (PV);2008;35.0
148;1;Gelderland (PV);2009;37.0
149;1;Gelderland (PV);2010;49.0
150;1;Gelderland (PV);2011;46.0
151;1;Gelderland (PV);2012;54.0
152;1;Gelderland (PV);2013;77.0
153;1;Gelderland (PV);2014;75.0
154;1;Utrecht (PV);2001;14.0
155;1;Utrecht (PV);2002;20.0
156;1;Utrecht (PV);2003;24.0
157;1;Utrecht (PV);2004;32.0
158;1;Utrecht (PV);2005;29.0
159;1;Utrecht (PV);2006;26.0
160;1;Utrecht (PV);2007;23.0
161;1;Utrecht (PV);2008;17.0
162;1;Utrecht (PV);2009;24.0
163;1;Utrecht (PV);2010;29.0
164;1;Utrecht (PV);2011;29.0
165;1;Utrecht (PV);2012;32.0
166;1;Utrecht (PV);2013;46.0
167;1;Utrecht (PV);2014;46.0
168;1;Noord-Holland (PV);2001;37.0
169;1;Noord-Holland (PV);2002;50.0
170;1;Noord-Holland (PV);2003;64.0
171;1;Noord-Holland (PV);2004;77.0
172;1;Noord-Holland (PV);2005;79.0
173;1;Noord-Holland (PV);2006;65.0
174;1;Noord-Holland (PV);2007;51.0
175;1;Noord-Holland (PV);2008;43.0
176;1;Noord-Holland (PV);2009;64.0
177;1;Noord-Holland (PV);2010;67.0
178;1;Noord-Holland (PV);2011;72.0
179;1;Noord-Holland (PV);2012;87.0
180;1;Noord-Holland (PV);2013;108.0
181;1;Noord-Holland (PV);2014;106.0
182;1;Zuid-Holland (PV);2001;54.0
183;1;Zuid-Holland (PV);2002;64.0
184;1;Zuid-Holland (PV);2003;86.0
185;1;Zuid-Holland (PV);2004;97.0
186;1;Zuid-Holland (PV);2005;101.0
187;1;Zuid-Holland (PV);2006;95.0
188;1;Zuid-Holland (PV);2007;77.0
189;1;Zuid-Holland (PV);2008;68.0
190;1;Zuid-Holland (PV);2009;82.0
191;1;Zuid-Holland (PV);2010;93.0
192;1;Zuid-Holland (PV);2011;99.0
193;1;Zuid-Holland (PV);2012;130.0
194;1;Zuid-Holland (PV);2013;149.0
195;1;Zuid-Holland (PV);2014;156.0
196;1;Zeeland (PV);2001;6.0
197;1;Zeeland (PV);2002;5.0
198;1;Zeeland (PV);2003;7.0
199;1;Zeeland (PV);2004;8.0
200;1;Zeeland (PV);2005;9.0
201;1;Zeeland (PV);2006;7.0
202;1;Zeeland (PV);2007;5.0
203;1;Zeeland (PV);2008;6.0
204;1;Zeeland (PV);2009;7.0
205;1;Zeeland (PV);2010;7.0
206;1;Zeeland (PV);2011;6.0
207;1;Zeeland (PV);2012;6.0
208;1;Zeeland (PV);2013;11.0
209;1;Zeeland (PV);2014;10.0
210;1;Noord-Brabant (PV);2001;32.0
211;1;Noord-Brabant (PV);2002;38.0
212;1;Noord-Brabant (PV);2003;57.0
213;1;Noord-Brabant (PV);2004;67.0
214;1;Noord-Brabant (PV);2005;61.0
215;1;Noord-Brabant (PV);2006;52.0
216;1;Noord-Brabant (PV);2007;43.0
217;1;Noord-Brabant (PV);2008;38.0
218;1;Noord-Brabant (PV);2009;58.0
219;1;Noord-Brabant (PV);2010;64.0
220;1;Noord-Brabant (PV);2011;53.0
221;1;Noord-Brabant (PV);2012;66.0
222;1;Noord-Brabant (PV);2013;91.0
223;1;Noord-Brabant (PV);2014;88.0
224;1;Limburg (PV);2001;20.0
225;1;Limburg (PV);2002;25.0
226;1;Limburg (PV);2003;28.0
227;1;Limburg (PV);2004;36.0
228;1;Limburg (PV);2005;36.0
229;1;Limburg (PV);2006;29.0
230;1;Limburg (PV);2007;30.0
231;1;Limburg (PV);2008;26.0
232;1;Limburg (PV);2009;26.0
233;1;Limburg (PV);2010;28.0
234;1;Limburg (PV);2011;23.0
235;1;Limburg (PV);2012;27.0
236;1;Limburg (PV);2013;40.0
237;1;Limburg (PV);2014;39.0
238;2;Noord-Nederland (LD);2001;21.0
239;2;Noord-Nederland (LD);2002;30.0
240;2;Noord-Nederland (LD);2003;32.0
241;2;Noord-Nederland (LD);2004;38.0
242;2;Noord-Nederland (LD);2005;36.0
243;2;Noord-Nederland (LD);2006;25.0
244;2;Noord-Nederland (LD);2007;23.0
245;2;Noord-Nederland (LD);2008;19.0
246;2;Noord-Nederland (LD);2009;30.0
247;2;Noord-Nederland (LD);2010;30.0
248;2;Noord-Nederland (LD);2011;30.0
249;2;Noord-Nederland (LD);2012;36.0
250;2;Noord-Nederland (LD);2013;39.0
251;2;Noord-Nederland (LD);2014;35.0
252;2;Oost-Nederland (LD);2001;33.0
253;2;Oost-Nederland (LD);2002;40.0
254;2;Oost-Nederland (LD);2003;56.0
255;2;Oost-Nederland (LD);2004;59.0
256;2;Oost-Nederland (LD);2005;61.0
257;2;Oost-Nederland (LD);2006;47.0
258;2;Oost-Nederland (LD);2007;40.0
259;2;Oost-Nederland (LD);2008;39.0
260;2;Oost-Nederland (LD);2009;52.0
261;2;Oost-Nederland (LD);2010;62.0
262;2;Oost-Nederland (LD);2011;54.0
263;2;Oost-Nederland (LD);2012;68.0
264;2;Oost-Nederland (LD);2013;83.0
265;2;Oost-Nederland (LD);2014;75.0
266;2;West-Nederland (LD);2001;73.0
267;2;West-Nederland (LD);2002;99.0
268;2;West-Nederland (LD);2003;129.0
269;2;West-Nederland (LD);2004;138.0
270;2;West-Nederland (LD);2005;136.0
271;2;West-Nederland (LD);2006;111.0
272;2;West-Nederland (LD);2007;83.0
273;2;West-Nederland (LD);2008;79.0
274;2;West-Nederland (LD);2009;129.0
275;2;West-Nederland (LD);2010;138.0
276;2;West-Nederland (LD);2011;130.0
277;2;West-Nederland (LD);2012;165.0
278;2;West-Nederland (LD);2013;192.0
279;2;West-Nederland (LD);2014;176.0
280;2;Zuid-Nederland (LD);2001;34.0
281;2;Zuid-Nederland (LD);2002;44.0
282;2;Zuid-Nederland (LD);2003;60.0
283;2;Zuid-Nederland (LD);2004;70.0
284;2;Zuid-Nederland (LD);2005;55.0
285;2;Zuid-Nederland (LD);2006;42.0
286;2;Zuid-Nederland (LD);2007;41.0
287;2;Zuid-Nederland (LD);2008;38.0
288;2;Zuid-Nederland (LD);2009;62.0
289;2;Zuid-Nederland (LD);2010;62.0
290;2;Zuid-Nederland (LD);2011;49.0
291;2;Zuid-Nederland (LD);2012;61.0
292;2;Zuid-Nederland (LD);2013;79.0
293;2;Zuid-Nederland (LD);2014;73.0
294;2;Nederland;2001;161.0
295;2;Nederland;2002;213.0
296;2;Nederland;2003;276.0
297;2;Nederland;2004;304.0
298;2;Nederland;2005;288.0
299;2;Nederland;2006;225.0
300;2;Nederland;2007;187.0
301;2;Nederland;2008;175.0
302;2;Nederland;2009;273.0
303;2;Nederland;2010;291.0
304;2;Nederland;2011;263.0
305;2;Nederland;2012;330.0
306;2;Nederland;2013;393.0
307;2;Nederland;2014;359.0
308;2;Groningen (PV);2001;8.0
309;2;Groningen (PV);2002;12.0
310;2;Groningen (PV);2003;14.0
311;2;Groningen (PV);2004;15.0
312;2;Groningen (PV);2005;15.0
313;2;Groningen (PV);2006;9.0
314;2;Groningen (PV);2007;10.0
315;2;Groningen (PV);2008;8.0
316;2;Groningen (PV);2009;11.0
317;2;Groningen (PV);2010;11.0
318;2;Groningen (PV);2011;14.0
319;2;Groningen (PV);2012;14.0
320;2;Groningen (PV);2013;14.0
321;2;Groningen (PV);2014;15.0
322;2;Friesland (PV);2001;7.0
323;2;Friesland (PV);2002;10.0
324;2;Friesland (PV);2003;12.0
325;2;Friesland (PV);2004;11.0
326;2;Friesland (PV);2005;11.0
327;2;Friesland (PV);2006;8.0
328;2;Friesland (PV);2007;6.0
329;2;Friesland (PV);2008;6.0
330;2;Friesland (PV);2009;9.0
331;2;Friesland (PV);2010;10.0
332;2;Friesland (PV);2011;8.0
333;2;Friesland (PV);2012;13.0
334;2;Friesland (PV);2013;16.0
335;2;Friesland (PV);2014;14.0
336;2;Drenthe (PV);2001;5.0
337;2;Drenthe (PV);2002;8.0
338;2;Drenthe (PV);2003;6.0
339;2;Drenthe (PV);2004;11.0
340;2;Drenthe (PV);2005;10.0
341;2;Drenthe (PV);2006;8.0
342;2;Drenthe (PV);2007;7.0
343;2;Drenthe (PV);2008;5.0
344;2;Drenthe (PV);2009;9.0
345;2;Drenthe (PV);2010;8.0
346;2;Drenthe (PV);2011;8.0
347;2;Drenthe (PV);2012;9.0
348;2;Drenthe (PV);2013;10.0
349;2;Drenthe (PV);2014;6.0
350;2;Overijssel (PV);2001;9.0
351;2;Overijssel (PV);2002;13.0
352;2;Overijssel (PV);2003;18.0
353;2;Overijssel (PV);2004;18.0
354;2;Overijssel (PV);2005;20.0
355;2;Overijssel (PV);2006;15.0
356;2;Overijssel (PV);2007;13.0
357;2;Overijssel (PV);2008;13.0
358;2;Overijssel (PV);2009;19.0
359;2;Overijssel (PV);2010;19.0
360;2;Overijssel (PV);2011;18.0
361;2;Overijssel (PV);2012;25.0
362;2;Overijssel (PV);2013;23.0
363;2;Overijssel (PV);2014;23.0
364;2;Flevoland (PV);2001;5.0
365;2;Flevoland (PV);2002;6.0
366;2;Flevoland (PV);2003;8.0
367;2;Flevoland (PV);2004;9.0
368;2;Flevoland (PV);2005;10.0
369;2;Flevoland (PV);2006;7.0
370;2;Flevoland (PV);2007;5.0
371;2;Flevoland (PV);2008;5.0
372;2;Flevoland (PV);2009;7.0
373;2;Flevoland (PV);2010;9.0
374;2;Flevoland (PV);2011;8.0
375;2;Flevoland (PV);2012;8.0
376;2;Flevoland (PV);2013;13.0
377;2;Flevoland (PV);2014;11.0
378;2;Gelderland (PV);2001;19.0
379;2;Gelderland (PV);2002;21.0
380;2;Gelderland (PV);2003;29.0
381;2;Gelderland (PV);2004;32.0
382;2;Gelderland (PV);2005;31.0
383;2;Gelderland (PV);2006;24.0
384;2;Gelderland (PV);2007;23.0
385;2;Gelderland (PV);2008;21.0
386;2;Gelderland (PV);2009;26.0
387;2;Gelderland (PV);2010;34.0
388;2;Gelderland (PV);2011;28.0
389;2;Gelderland (PV);2012;35.0
390;2;Gelderland (PV);2013;46.0
391;2;Gelderland (PV);2014;40.0
392;2;Utrecht (PV);2001;10.0
393;2;Utrecht (PV);2002;14.0
394;2;Utrecht (PV);2003;17.0
395;2;Utrecht (PV);2004;23.0
396;2;Utrecht (PV);2005;17.0
397;2;Utrecht (PV);2006;16.0
398;2;Utrecht (PV);2007;13.0
399;2;Utrecht (PV);2008;11.0
400;2;Utrecht (PV);2009;18.0
401;2;Utrecht (PV);2010;21.0
402;2;Utrecht (PV);2011;18.0
403;2;Utrecht (PV);2012;22.0
404;2;Utrecht (PV);2013;30.0
405;2;Utrecht (PV);2014;27.0
406;2;Noord-Holland (PV);2001;25.0
407;2;Noord-Holland (PV);2002;37.0
408;2;Noord-Holland (PV);2003;48.0
409;2;Noord-Holland (PV);2004;48.0
410;2;Noord-Holland (PV);2005;49.0
411;2;Noord-Holland (PV);2006;35.0
412;2;Noord-Holland (PV);2007;28.0
413;2;Noord-Holland (PV);2008;25.0
414;2;Noord-Holland (PV);2009;47.0
415;2;Noord-Holland (PV);2010;48.0
416;2;Noord-Holland (PV);2011;48.0
417;2;Noord-Holland (PV);2012;58.0
418;2;Noord-Holland (PV);2013;66.0
419;2;Noord-Holland (PV);2014;59.0
420;2;Zuid-Holland (PV);2001;35.0
421;2;Zuid-Holland (PV);2002;45.0
422;2;Zuid-Holland (PV);2003;59.0
423;2;Zuid-Holland (PV);2004;62.0
424;2;Zuid-Holland (PV);2005;65.0
425;2;Zuid-Holland (PV);2006;56.0
426;2;Zuid-Holland (PV);2007;40.0
427;2;Zuid-Holland (PV);2008;39.0
428;2;Zuid-Holland (PV);2009;58.0
429;2;Zuid-Holland (PV);2010;65.0
430;2;Zuid-Holland (PV);2011;60.0
431;2;Zuid-Holland (PV);2012;80.0
432;2;Zuid-Holland (PV);2013;89.0
433;2;Zuid-Holland (PV);2014;84.0
434;2;Zeeland (PV);2001;4.0
435;2;Zeeland (PV);2002;3.0
436;2;Zeeland (PV);2003;4.0
437;2;Zeeland (PV);2004;5.0
438;2;Zeeland (PV);2005;5.0
439;2;Zeeland (PV);2006;4.0
440;2;Zeeland (PV);2007;3.0
441;2;Zeeland (PV);2008;4.0
442;2;Zeeland (PV);2009;5.0
443;2;Zeeland (PV);2010;5.0
444;2;Zeeland (PV);2011;4.0
445;2;Zeeland (PV);2012;4.0
446;2;Zeeland (PV);2013;6.0
447;2;Zeeland (PV);2014;6.0
448;2;Noord-Brabant (PV);2001;21.0
449;2;Noord-Brabant (PV);2002;27.0
450;2;Noord-Brabant (PV);2003;40.0
451;2;Noord-Brabant (PV);2004;47.0
452;2;Noord-Brabant (PV);2005;34.0
453;2;Noord-Brabant (PV);2006;28.0
454;2;Noord-Brabant (PV);2007;23.0
455;2;Noord-Brabant (PV);2008;23.0
456;2;Noord-Brabant (PV);2009;44.0
457;2;Noord-Brabant (PV);2010;43.0
458;2;Noord-Brabant (PV);2011;35.0
459;2;Noord-Brabant (PV);2012;44.0
460;2;Noord-Brabant (PV);2013;55.0
461;2;Noord-Brabant (PV);2014;51.0
462;2;Limburg (PV);2001;13.0
463;2;Limburg (PV);2002;17.0
464;2;Limburg (PV);2003;20.0
465;2;Limburg (PV);2004;23.0
466;2;Limburg (PV);2005;21.0
467;2;Limburg (PV);2006;14.0
468;2;Limburg (PV);2007;17.0
469;2;Limburg (PV);2008;15.0
470;2;Limburg (PV);2009;17.0
471;2;Limburg (PV);2010;19.0
472;2;Limburg (PV);2011;14.0
473;2;Limburg (PV);2012;17.0
474;2;Limburg (PV);2013;23.0
475;2;Limburg (PV);2014;22.0
476;3;Noord-Nederland (LD);2001;14.0
477;3;Noord-Nederland (LD);2002;23.0
478;3;Noord-Nederland (LD);2003;22.0
479;3;Noord-Nederland (LD);2004;25.0
480;3;Noord-Nederland (LD);2005;23.0
481;3;Noord-Nederland (LD);2006;19.0
482;3;Noord-Nederland (LD);2007;16.0
483;3;Noord-Nederland (LD);2008;13.0
484;3;Noord-Nederland (LD);2009;20.0
485;3;Noord-Nederland (LD);2010;19.0
486;3;Noord-Nederland (LD);2011;20.0
487;3;Noord-Nederland (LD);2012;25.0
488;3;Noord-Nederland (LD);2013;28.0
489;3;Noord-Nederland (LD);2014;24.0
490;3;Oost-Nederland (LD);2001;24.0
491;3;Oost-Nederland (LD);2002;28.0
492;3;Oost-Nederland (LD);2003;37.0
493;3;Oost-Nederland (LD);2004;38.0
494;3;Oost-Nederland (LD);2005;38.0
495;3;Oost-Nederland (LD);2006;33.0
496;3;Oost-Nederland (LD);2007;27.0
497;3;Oost-Nederland (LD);2008;31.0
498;3;Oost-Nederland (LD);2009;36.0
499;3;Oost-Nederland (LD);2010;42.0
500;3;Oost-Nederland (LD);2011;40.0
501;3;Oost-Nederland (LD);2012;47.0
502;3;Oost-Nederland (LD);2013;58.0
503;3;Oost-Nederland (LD);2014;49.0
504;3;West-Nederland (LD);2001;52.0
505;3;West-Nederland (LD);2002;78.0
506;3;West-Nederland (LD);2003;89.0
507;3;West-Nederland (LD);2004;91.0
508;3;West-Nederland (LD);2005;88.0
509;3;West-Nederland (LD);2006;73.0
510;3;West-Nederland (LD);2007;60.0
511;3;West-Nederland (LD);2008;58.0
512;3;West-Nederland (LD);2009;98.0
513;3;West-Nederland (LD);2010;99.0
514;3;West-Nederland (LD);2011;94.0
515;3;West-Nederland (LD);2012;113.0
516;3;West-Nederland (LD);2013;131.0
517;3;West-Nederland (LD);2014;118.0
518;3;Zuid-Nederland (LD);2001;24.0
519;3;Zuid-Nederland (LD);2002;30.0
520;3;Zuid-Nederland (LD);2003;43.0
521;3;Zuid-Nederland (LD);2004;45.0
522;3;Zuid-Nederland (LD);2005;32.0
523;3;Zuid-Nederland (LD);2006;30.0
524;3;Zuid-Nederland (LD);2007;28.0
525;3;Zuid-Nederland (LD);2008;29.0
526;3;Zuid-Nederland (LD);2009;47.0
527;3;Zuid-Nederland (LD);2010;42.0
528;3;Zuid-Nederland (LD);2011;35.0
529;3;Zuid-Nederland (LD);2012;44.0
530;3;Zuid-Nederland (LD);2013;55.0
531;3;Zuid-Nederland (LD);2014;48.0
532;3;Nederland;2001;114.0
533;3;Nederland;2002;159.0
534;3;Nederland;2003;191.0
535;3;Nederland;2004;200.0
536;3;Nederland;2005;181.0
537;3;Nederland;2006;155.0
538;3;Nederland;2007;131.0
539;3;Nederland;2008;131.0
540;3;Nederland;2009;201.0
541;3;Nederland;2010;202.0
542;3;Nederland;2011;188.0
543;3;Nederland;2012;229.0
544;3;Nederland;2013;272.0
545;3;Nederland;2014;238.0
546;3;Groningen (PV);2001;6.0
547;3;Groningen (PV);2002;9.0
548;3;Groningen (PV);2003;10.0
549;3;Groningen (PV);2004;10.0
550;3;Groningen (PV);2005;9.0
551;3;Groningen (PV);2006;6.0
552;3;Groningen (PV);2007;7.0
553;3;Groningen (PV);2008;6.0
554;3;Groningen (PV);2009;7.0
555;3;Groningen (PV);2010;8.0
556;3;Groningen (PV);2011;9.0
557;3;Groningen (PV);2012;11.0
558;3;Groningen (PV);2013;10.0
559;3;Groningen (PV);2014;10.0
560;3;Friesland (PV);2001;5.0
561;3;Friesland (PV);2002;7.0
562;3;Friesland (PV);2003;8.0
563;3;Friesland (PV);2004;8.0
564;3;Friesland (PV);2005;7.0
565;3;Friesland (PV);2006;6.0
566;3;Friesland (PV);2007;5.0
567;3;Friesland (PV);2008;4.0
568;3;Friesland (PV);2009;7.0
569;3;Friesland (PV);2010;6.0
570;3;Friesland (PV);2011;6.0
571;3;Friesland (PV);2012;7.0
572;3;Friesland (PV);2013;11.0
573;3;Friesland (PV);2014;8.0
574;3;Drenthe (PV);2001;3.0
575;3;Drenthe (PV);2002;6.0
576;3;Drenthe (PV);2003;5.0
577;3;Drenthe (PV);2004;7.0
578;3;Drenthe (PV);2005;7.0
579;3;Drenthe (PV);2006;6.0
580;3;Drenthe (PV);2007;4.0
581;3;Drenthe (PV);2008;4.0
582;3;Drenthe (PV);2009;6.0
583;3;Drenthe (PV);2010;6.0
584;3;Drenthe (PV);2011;5.0
585;3;Drenthe (PV);2012;7.0
586;3;Drenthe (PV);2013;7.0
587;3;Drenthe (PV);2014;5.0
588;3;Overijssel (PV);2001;7.0
589;3;Overijssel (PV);2002;9.0
590;3;Overijssel (PV);2003;13.0
591;3;Overijssel (PV);2004;12.0
592;3;Overijssel (PV);2005;15.0
593;3;Overijssel (PV);2006;11.0
594;3;Overijssel (PV);2007;9.0
595;3;Overijssel (PV);2008;10.0
596;3;Overijssel (PV);2009;14.0
597;3;Overijssel (PV);2010;13.0
598;3;Overijssel (PV);2011;13.0
599;3;Overijssel (PV);2012;17.0
600;3;Overijssel (PV);2013;17.0
601;3;Overijssel (PV);2014;15.0
602;3;Flevoland (PV);2001;4.0
603;3;Flevoland (PV);2002;4.0
604;3;Flevoland (PV);2003;5.0
605;3;Flevoland (PV);2004;6.0
606;3;Flevoland (PV);2005;5.0
607;3;Flevoland (PV);2006;5.0
608;3;Flevoland (PV);2007;4.0
609;3;Flevoland (PV);2008;5.0
610;3;Flevoland (PV);2009;6.0
611;3;Flevoland (PV);2010;6.0
612;3;Flevoland (PV);2011;6.0
613;3;Flevoland (PV);2012;6.0
614;3;Flevoland (PV);2013;9.0
615;3;Flevoland (PV);2014;7.0
616;3;Gelderland (PV);2001;13.0
617;3;Gelderland (PV);2002;15.0
618;3;Gelderland (PV);2003;19.0
619;3;Gelderland (PV);2004;21.0
620;3;Gelderland (PV);2005;18.0
621;3;Gelderland (PV);2006;18.0
622;3;Gelderland (PV);2007;14.0
623;3;Gelderland (PV);2008;16.0
624;3;Gelderland (PV);2009;17.0
625;3;Gelderland (PV);2010;24.0
626;3;Gelderland (PV);2011;21.0
627;3;Gelderland (PV);2012;24.0
628;3;Gelderland (PV);2013;32.0
629;3;Gelderland (PV);2014;27.0
630;3;Utrecht (PV);2001;8.0
631;3;Utrecht (PV);2002;11.0
632;3;Utrecht (PV);2003;12.0
633;3;Utrecht (PV);2004;16.0
634;3;Utrecht (PV);2005;12.0
635;3;Utrecht (PV);2006;11.0
636;3;Utrecht (PV);2007;10.0
637;3;Utrecht (PV);2008;8.0
638;3;Utrecht (PV);2009;15.0
639;3;Utrecht (PV);2010;16.0
640;3;Utrecht (PV);2011;13.0
641;3;Utrecht (PV);2012;16.0
642;3;Utrecht (PV);2013;21.0
643;3;Utrecht (PV);2014;17.0
644;3;Noord-Holland (PV);2001;17.0
645;3;Noord-Holland (PV);2002;30.0
646;3;Noord-Holland (PV);2003;32.0
647;3;Noord-Holland (PV);2004;31.0
648;3;Noord-Holland (PV);2005;29.0
649;3;Noord-Holland (PV);2006;22.0
650;3;Noord-Holland (PV);2007;19.0
651;3;Noord-Holland (PV);2008;19.0
652;3;Noord-Holland (PV);2009;36.0
653;3;Noord-Holland (PV);2010;34.0
654;3;Noord-Holland (PV);2011;35.0
655;3;Noord-Holland (PV);2012;40.0
656;3;Noord-Holland (PV);2013;46.0
657;3;Noord-Holland (PV);2014;39.0
658;3;Zuid-Holland (PV);2001;24.0
659;3;Zuid-Holland (PV);2002;35.0
660;3;Zuid-Holland (PV);2003;42.0
661;3;Zuid-Holland (PV);2004;42.0
662;3;Zuid-Holland (PV);2005;43.0
663;3;Zuid-Holland (PV);2006;38.0
664;3;Zuid-Holland (PV);2007;30.0
665;3;Zuid-Holland (PV);2008;29.0
666;3;Zuid-Holland (PV);2009;43.0
667;3;Zuid-Holland (PV);2010;45.0
668;3;Zuid-Holland (PV);2011;43.0
669;3;Zuid-Holland (PV);2012;53.0
670;3;Zuid-Holland (PV);2013;61.0
671;3;Zuid-Holland (PV);2014;56.0
