ID;BedrijfstakkenBranchesSBI2008;BedrijfsgrootteLeeftijdBestelauto;Perioden;BedrijfsbestelautoS_1;KilometersBedrijfsbestelautoS_2;GemiddeldJaarkilometrage_3
31;A-U Alle economische activiteiten;Leeftijd bestelauto: 0 tot 4 jaar;2019;303790;7333.5;24140.0
32;A-U Alle economische activiteiten;Leeftijd bestelauto: 0 tot 4 jaar;2020;294796;6852.5;23245.0
33;A-U Alle economische activiteiten;Leeftijd bestelauto: 0 tot 4 jaar;2021;290406;6710.1;23106.0
34;A-U Alle economische activiteiten;Leeftijd bestelauto: 0 tot 4 jaar;2022;270529;6218.5;22987.0
35;A-U Alle economische activiteiten;Leeftijd bestelauto: 0 tot 4 jaar;2023;262558;5872.6;22367.0
36;A-U Alle economische activiteiten;Leeftijd bestelauto: 4 tot 10 jaar;2018;290441;5833.5;20085.0
37;A-U Alle economische activiteiten;Leeftijd bestelauto: 4 tot 10 jaar;2019;304479;5982.2;19647.0
38;A-U Alle economische activiteiten;Leeftijd bestelauto: 4 tot 10 jaar;2020;326562;6260.9;19172.0
39;A-U Alle economische activiteiten;Leeftijd bestelauto: 4 tot 10 jaar;2021;349347;6894.1;19734.0
40;A-U Alle economische activiteiten;Leeftijd bestelauto: 4 tot 10 jaar;2022;380949;7601.9;19955.0
41;A-U Alle economische activiteiten;Leeftijd bestelauto: 4 tot 10 jaar;2023;413489;8098.8;19586.0
42;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2018;322441;4323.3;13408.0
43;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2019;320838;4153.6;12946.0
44;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2020;319183;3937.2;12335.0
45;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2021;328168;4186.1;12756.0
46;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2022;335405;4291.3;12795.0
47;A-U Alle economische activiteiten;Leeftijd bestelauto: 10 jaar en ouder;2023;343065;4354.2;12692.0
48;B-E Nijverheid (geen bouw) en energie;Totaal;2018;83546;1629.7;19506.0
49;B-E Nijverheid (geen bouw) en energie;Totaal;2019;83838;1643.0;19597.0
50;B-E Nijverheid (geen bouw) en energie;Totaal;2020;84550;1601.6;18942.0
51;B-E Nijverheid (geen bouw) en energie;Totaal;2021;92155;1764.4;19146.0
52;B-E Nijverheid (geen bouw) en energie;Totaal;2022;93867;1778.1;18942.0
53;B-E Nijverheid (geen bouw) en energie;Totaal;2023;95752;1774.0;18527.0
54;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2018;39606;701.3;17707.0
55;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2019;40891;725.6;17744.0
56;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2020;41689;712.6;17093.0
57;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2021;43063;733.6;17036.0
58;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2022;43712;744.4;17029.0
59;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2023;45406;771.2;16984.0
60;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2018;24023;542.2;22572.0
61;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2019;24259;548.5;22612.0
62;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2020;24020;523.7;21804.0
63;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2021;29724;658.9;22168.0
64;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2022;28745;626.4;21791.0
65;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2023;27568;584.8;21212.0
66;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2018;19917;386.1;19386.0
67;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2019;18688;368.9;19737.0
68;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2020;18841;365.2;19385.0
69;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2021;19368;371.9;19201.0
70;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2022;21410;407.3;19023.0
71;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: >= 100 werkzame pers.;2023;22778;418.0;18352.0
72;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2018;0;0.0;0.0
73;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2019;0;0.0;0.0
74;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2020;0;0.0;0.0
75;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2021;0;0.0;0.0
76;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2022;0;0.0;0.0
77;B-E Nijverheid (geen bouw) en energie;Bedrijfsgrootte: werkzame pers. onbekend;2023;0;0.0;0.0
78;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2018;28629;695.1;24281.0
79;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2019;29267;724.8;24766.0
80;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2020;28262;680.0;24062.0
81;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2021;29887;705.3;23600.0
82;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2022;27528;645.4;23445.0
83;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 0 tot 4 jaar;2023;25970;592.4;22810.0
84;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2018;29591;600.1;20281.0
85;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2019;29530;597.1;20222.0
86;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2020;31351;616.1;19651.0
87;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2021;36278;736.7;20306.0
88;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2022;39319;795.3;20226.0
89;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 4 tot 10 jaar;2023;41665;829.9;19919.0
90;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2018;25326;334.4;13203.0
91;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2019;25041;321.0;12819.0
92;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2020;24937;305.5;12249.0
93;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2021;25990;322.4;12406.0
94;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2022;27020;337.4;12488.0
95;B-E Nijverheid (geen bouw) en energie;Leeftijd bestelauto: 10 jaar en ouder;2023;28117;351.7;12508.0
96;G-I Handel, vervoer en horeca;Totaal;2018;266364;5481.5;20579.0
97;G-I Handel, vervoer en horeca;Totaal;2019;273542;5587.8;20428.0
98;G-I Handel, vervoer en horeca;Totaal;2020;274068;5402.9;19714.0
99;G-I Handel, vervoer en horeca;Totaal;2021;276917;5661.0;20443.0
100;G-I Handel, vervoer en horeca;Totaal;2022;281935;5779.4;20499.0
101;G-I Handel, vervoer en horeca;Totaal;2023;290129;5737.8;19777.0
102;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2018;178181;3312.3;18589.0
103;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2019;180011;3312.4;18401.0
104;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2020;180035;3188.4;17710.0
105;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2021;180690;3313.3;18337.0
106;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2022;178288;3291.5;18461.0
107;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2023;181246;3230.0;17821.0
108;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2018;57912;1425.6;24617.0
109;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2019;60190;1454.9;24171.0
110;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2020;59615;1406.5;23594.0
111;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2021;60313;1495.0;24787.0
112;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2022;62796;1527.2;24320.0
113;G-I Handel, vervoer en horeca;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2023;66185;1546.6;23367.0
114;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2018;30271;743.6;24565.0
115;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2019;33341;820.6;24611.0
116;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2020;34418;808.0;23476.0
117;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2021;35914;852.7;23743.0
118;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2022;40851;960.7;23518.0
119;G-I Handel, vervoer en horeca;Bedrijfsgrootte: >= 100 werkzame pers.;2023;42698;961.2;22513.0
120;G-I Handel, vervoer en horeca;Bedrijfsgrootte: werkzame pers. onbekend;2018;0;0.0;0.0
121;G-I Handel, vervoer en horeca;Bedrijfsgrootte: werkzame pers. onbekend;2019;0;0.0;0.0
122;G-I Handel, vervoer en horeca;Bedrijfsgrootte: werkzame pers. onbekend;2020;0;0.0;0.0
123;G-I Handel, vervoer en horeca;Bedrijfsgrootte: werkzame pers. onbekend;2021;0;0.0;0.0
124;G-I Handel, vervoer en horeca;Bedrijfsgrootte: werkzame pers. onbekend;2022;0;0.0;0.0
125;G-I Handel, vervoer en horeca;Bedrijfsgrootte: werkzame pers. onbekend;2023;0;0.0;0.0
126;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 0 tot 4 jaar;2018;86174;2355.8;27338.0
127;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 0 tot 4 jaar;2019;90045;2473.8;27473.0
128;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 0 tot 4 jaar;2020;86819;2291.5;26394.0
129;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 0 tot 4 jaar;2021;85623;2307.1;26944.0
130;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 0 tot 4 jaar;2022;82651;2219.5;26854.0
131;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 0 tot 4 jaar;2023;82482;2110.2;25583.0
132;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 4 tot 10 jaar;2018;82313;1817.4;22079.0
133;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 4 tot 10 jaar;2019;86774;1876.5;21625.0
134;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 4 tot 10 jaar;2020;91288;1934.1;21187.0
135;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 4 tot 10 jaar;2021;94963;2102.9;22145.0
136;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 4 tot 10 jaar;2022;102864;2313.5;22491.0
137;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 4 tot 10 jaar;2023;110413;2402.4;21759.0
138;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 10 jaar en ouder;2018;97877;1308.2;13366.0
139;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 10 jaar en ouder;2019;96723;1237.6;12795.0
140;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 10 jaar en ouder;2020;95961;1177.3;12269.0
141;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 10 jaar en ouder;2021;96331;1251.0;12987.0
142;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 10 jaar en ouder;2022;96420;1246.3;12926.0
143;G-I Handel, vervoer en horeca;Leeftijd bestelauto: 10 jaar en ouder;2023;97234;1225.2;12601.0
144;M-N Zakelijke dienstverlening;Totaal;2018;130809;2574.3;19680.0
145;M-N Zakelijke dienstverlening;Totaal;2019;139371;2737.6;19643.0
146;M-N Zakelijke dienstverlening;Totaal;2020;140141;2624.3;18726.0
147;M-N Zakelijke dienstverlening;Totaal;2021;143135;2688.0;18779.0
148;M-N Zakelijke dienstverlening;Totaal;2022;145226;2699.2;18586.0
149;M-N Zakelijke dienstverlening;Totaal;2023;151104;2766.1;18306.0
150;M-N Zakelijke dienstverlening;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2018;75272;1365.9;18147.0
151;M-N Zakelijke dienstverlening;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2019;79174;1423.1;17974.0
152;M-N Zakelijke dienstverlening;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2020;80612;1367.3;16961.0
153;M-N Zakelijke dienstverlening;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2021;84240;1453.6;17255.0
154;M-N Zakelijke dienstverlening;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2022;84709;1470.2;17356.0
155;M-N Zakelijke dienstverlening;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2023;87173;1497.9;17183.0
156;M-N Zakelijke dienstverlening;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2018;29616;654.8;22110.0
157;M-N Zakelijke dienstverlening;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2019;32026;696.0;21732.0
158;M-N Zakelijke dienstverlening;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2020;32818;691.8;21079.0
159;M-N Zakelijke dienstverlening;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2021;31018;645.8;20819.0
160;M-N Zakelijke dienstverlening;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2022;32715;659.8;20169.0
161;M-N Zakelijke dienstverlening;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2023;36114;718.0;19881.0
162;M-N Zakelijke dienstverlening;Bedrijfsgrootte: >= 100 werkzame pers.;2018;25921;553.5;21354.0
163;M-N Zakelijke dienstverlening;Bedrijfsgrootte: >= 100 werkzame pers.;2019;28171;618.6;21959.0
164;M-N Zakelijke dienstverlening;Bedrijfsgrootte: >= 100 werkzame pers.;2020;26711;565.2;21161.0
165;M-N Zakelijke dienstverlening;Bedrijfsgrootte: >= 100 werkzame pers.;2021;27877;588.6;21116.0
166;M-N Zakelijke dienstverlening;Bedrijfsgrootte: >= 100 werkzame pers.;2022;27802;569.2;20472.0
167;M-N Zakelijke dienstverlening;Bedrijfsgrootte: >= 100 werkzame pers.;2023;27817;550.2;19778.0
168;M-N Zakelijke dienstverlening;Bedrijfsgrootte: werkzame pers. onbekend;2018;0;0.0;0.0
169;M-N Zakelijke dienstverlening;Bedrijfsgrootte: werkzame pers. onbekend;2019;0;0.0;0.0
170;M-N Zakelijke dienstverlening;Bedrijfsgrootte: werkzame pers. onbekend;2020;0;0.0;0.0
171;M-N Zakelijke dienstverlening;Bedrijfsgrootte: werkzame pers. onbekend;2021;0;0.0;0.0
172;M-N Zakelijke dienstverlening;Bedrijfsgrootte: werkzame pers. onbekend;2022;0;0.0;0.0
173;M-N Zakelijke dienstverlening;Bedrijfsgrootte: werkzame pers. onbekend;2023;0;0.0;0.0
174;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 0 tot 4 jaar;2018;49684;1171.1;23572.0
175;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 0 tot 4 jaar;2019;54419;1312.3;24114.0
176;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 0 tot 4 jaar;2020;51690;1200.2;23220.0
177;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 0 tot 4 jaar;2021;50516;1149.5;22754.0
178;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 0 tot 4 jaar;2022;47351;1047.3;22117.0
179;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 0 tot 4 jaar;2023;46507;1013.6;21795.0
180;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 4 tot 10 jaar;2018;41728;852.4;20427.0
181;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 4 tot 10 jaar;2019;45253;888.1;19626.0
182;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 4 tot 10 jaar;2020;48498;917.4;18917.0
183;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 4 tot 10 jaar;2021;51508;1004.5;19503.0
184;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 4 tot 10 jaar;2022;55186;1098.0;19896.0
185;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 4 tot 10 jaar;2023;60699;1182.2;19477.0
186;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 10 jaar en ouder;2018;39397;550.8;13980.0
187;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 10 jaar en ouder;2019;39699;537.2;13533.0
188;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 10 jaar en ouder;2020;39953;506.6;12680.0
189;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 10 jaar en ouder;2021;41111;534.0;12988.0
190;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 10 jaar en ouder;2022;42689;554.0;12978.0
191;M-N Zakelijke dienstverlening;Leeftijd bestelauto: 10 jaar en ouder;2023;43898;570.2;12990.0
192;O-Q Overheid en zorg;Totaal;2018;29017;423.7;14603.0
193;O-Q Overheid en zorg;Totaal;2019;30363;448.2;14762.0
194;O-Q Overheid en zorg;Totaal;2020;30815;420.8;13655.0
195;O-Q Overheid en zorg;Totaal;2021;31819;427.5;13437.0
196;O-Q Overheid en zorg;Totaal;2022;32251;439.2;13618.0
197;O-Q Overheid en zorg;Totaal;2023;33501;453.1;13525.0
198;O-Q Overheid en zorg;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2018;12173;205.9;16917.0
199;O-Q Overheid en zorg;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2019;12580;215.8;17151.0
200;O-Q Overheid en zorg;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2020;13114;200.9;15317.0
201;O-Q Overheid en zorg;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2021;13791;210.2;15241.0
202;O-Q Overheid en zorg;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2022;14098;217.8;15451.0
203;O-Q Overheid en zorg;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2023;14107;212.9;15089.0
204;O-Q Overheid en zorg;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2018;2103;31.2;14837.0
205;O-Q Overheid en zorg;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2019;2137;30.9;14458.0
206;O-Q Overheid en zorg;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2020;2220;29.4;13236.0
207;O-Q Overheid en zorg;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2021;2280;30.9;13531.0
208;O-Q Overheid en zorg;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2022;2274;32.2;14148.0
209;O-Q Overheid en zorg;Bedrijfsgrootte: 10 tot 100 werkz. pers.;2023;2313;33.7;14577.0
210;O-Q Overheid en zorg;Bedrijfsgrootte: >= 100 werkzame pers.;2018;14741;186.6;12660.0
211;O-Q Overheid en zorg;Bedrijfsgrootte: >= 100 werkzame pers.;2019;15646;201.6;12882.0
212;O-Q Overheid en zorg;Bedrijfsgrootte: >= 100 werkzame pers.;2020;15481;190.5;12308.0
213;O-Q Overheid en zorg;Bedrijfsgrootte: >= 100 werkzame pers.;2021;15748;186.5;11844.0
214;O-Q Overheid en zorg;Bedrijfsgrootte: >= 100 werkzame pers.;2022;15879;189.2;11914.0
215;O-Q Overheid en zorg;Bedrijfsgrootte: >= 100 werkzame pers.;2023;17081;206.5;12091.0
216;O-Q Overheid en zorg;Bedrijfsgrootte: werkzame pers. onbekend;2018;0;0.0;0.0
217;O-Q Overheid en zorg;Bedrijfsgrootte: werkzame pers. onbekend;2019;0;0.0;0.0
218;O-Q Overheid en zorg;Bedrijfsgrootte: werkzame pers. onbekend;2020;0;0.0;0.0
219;O-Q Overheid en zorg;Bedrijfsgrootte: werkzame pers. onbekend;2021;0;0.0;0.0
220;O-Q Overheid en zorg;Bedrijfsgrootte: werkzame pers. onbekend;2022;0;0.0;0.0
221;O-Q Overheid en zorg;Bedrijfsgrootte: werkzame pers. onbekend;2023;0;0.0;0.0
222;O-Q Overheid en zorg;Leeftijd bestelauto: 0 tot 4 jaar;2018;8007;141.8;17716.0
223;O-Q Overheid en zorg;Leeftijd bestelauto: 0 tot 4 jaar;2019;8840;164.8;18645.0
224;O-Q Overheid en zorg;Leeftijd bestelauto: 0 tot 4 jaar;2020;8324;147.7;17744.0
225;O-Q Overheid en zorg;Leeftijd bestelauto: 0 tot 4 jaar;2021;8063;130.0;16125.0
226;O-Q Overheid en zorg;Leeftijd bestelauto: 0 tot 4 jaar;2022;7489;120.5;16087.0
227;O-Q Overheid en zorg;Leeftijd bestelauto: 0 tot 4 jaar;2023;7309;115.5;15807.0
228;O-Q Overheid en zorg;Leeftijd bestelauto: 4 tot 10 jaar;2018;10252;154.3;15049.0
229;O-Q Overheid en zorg;Leeftijd bestelauto: 4 tot 10 jaar;2019;10337;153.4;14839.0
230;O-Q Overheid en zorg;Leeftijd bestelauto: 4 tot 10 jaar;2020;11231;155.8;13871.0
231;O-Q Overheid en zorg;Leeftijd bestelauto: 4 tot 10 jaar;2021;11813;168.6;14272.0
232;O-Q Overheid en zorg;Leeftijd bestelauto: 4 tot 10 jaar;2022;12268;180.6;14725.0
233;O-Q Overheid en zorg;Leeftijd bestelauto: 4 tot 10 jaar;2023;13189;192.7;14610.0
234;O-Q Overheid en zorg;Leeftijd bestelauto: 10 jaar en ouder;2018;10758;127.6;11862.0
235;O-Q Overheid en zorg;Leeftijd bestelauto: 10 jaar en ouder;2019;11186;130.0;11621.0
236;O-Q Overheid en zorg;Leeftijd bestelauto: 10 jaar en ouder;2020;11260;117.3;10417.0
237;O-Q Overheid en zorg;Leeftijd bestelauto: 10 jaar en ouder;2021;11943;128.9;10796.0
238;O-Q Overheid en zorg;Leeftijd bestelauto: 10 jaar en ouder;2022;12494;138.1;11050.0
239;O-Q Overheid en zorg;Leeftijd bestelauto: 10 jaar en ouder;2023;13003;144.9;11142.0
240;R-U Cultuur, recreatie, overige diensten;Totaal;2018;31554;545.6;17290.0
241;R-U Cultuur, recreatie, overige diensten;Totaal;2019;32290;557.2;17256.0
242;R-U Cultuur, recreatie, overige diensten;Totaal;2020;31977;493.4;15430.0
243;R-U Cultuur, recreatie, overige diensten;Totaal;2021;32440;511.2;15757.0
244;R-U Cultuur, recreatie, overige diensten;Totaal;2022;33304;557.2;16731.0
245;R-U Cultuur, recreatie, overige diensten;Totaal;2023;33401;559.2;16742.0
246;R-U Cultuur, recreatie, overige diensten;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2018;27014;449.4;16637.0
247;R-U Cultuur, recreatie, overige diensten;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2019;27489;457.0;16624.0
248;R-U Cultuur, recreatie, overige diensten;Bedrijfsgrootte: 0 tot 10 werkzame pers.;2020;27148;399.3;14707.0
