ID;Geslacht;Leeftijd31December;RegioS;Perioden;BinnenGemeentenVerhuisdePersonen_1;GevestigdInDeGemeente_2;VertrokkenUitDeGemeente_3
5609;Totaal mannen en vrouwen;Totaal;Twente (CR);2017 maart;3783;1752;1806
5610;Totaal mannen en vrouwen;Totaal;Twente (CR);2017 april;3079;1488;1521
5611;Totaal mannen en vrouwen;Totaal;Twente (CR);2017 mei;3522;1674;1647
5612;Totaal mannen en vrouwen;Totaal;Twente (CR);2017 juni;3891;1716;1710
5613;Totaal mannen en vrouwen;Totaal;Twente (CR);2017 juli;4097;1984;2017
5614;Totaal mannen en vrouwen;Totaal;Twente (CR);2017 augustus;3812;2327;2334
5615;Totaal mannen en vrouwen;Totaal;Twente (CR);2017 september;3546;2251;2383
5616;Totaal mannen en vrouwen;Totaal;Twente (CR);2017 oktober;3579;1857;1854
5617;Totaal mannen en vrouwen;Totaal;Twente (CR);2017 november;3619;1598;1675
5618;Totaal mannen en vrouwen;Totaal;Twente (CR);2017 december;3970;1690;1690
5619;Totaal mannen en vrouwen;Totaal;Twente (CR);2017;44191;21972;22277
5620;Totaal mannen en vrouwen;Totaal;Twente (CR);2018 januari;3469;1687;1780
5621;Totaal mannen en vrouwen;Totaal;Twente (CR);2018 februari;3409;1651;1779
5622;Totaal mannen en vrouwen;Totaal;Twente (CR);2018 maart;3835;1621;1587
5623;Totaal mannen en vrouwen;Totaal;Twente (CR);2018 april;3311;1510;1503
5624;Totaal mannen en vrouwen;Totaal;Twente (CR);2018 mei;3422;1511;1452
5625;Totaal mannen en vrouwen;Totaal;Twente (CR);2018 juni;3310;1572;1507
5626;Totaal mannen en vrouwen;Totaal;Twente (CR);2018 juli;3439;2011;2028
5627;Totaal mannen en vrouwen;Totaal;Twente (CR);2018 augustus;3490;2324;2290
5628;Totaal mannen en vrouwen;Totaal;Twente (CR);2018 september;3066;1980;1999
5629;Totaal mannen en vrouwen;Totaal;Twente (CR);2018 oktober;3475;1707;1787
5630;Totaal mannen en vrouwen;Totaal;Twente (CR);2018 november;3485;1738;1644
5631;Totaal mannen en vrouwen;Totaal;Twente (CR);2018 december;3450;1555;1475
5632;Totaal mannen en vrouwen;Totaal;Twente (CR);2018;41161;20867;20831
5633;Totaal mannen en vrouwen;Totaal;Twente (CR);2019 januari;3470;1709;1623
5634;Totaal mannen en vrouwen;Totaal;Twente (CR);2019 februari;3270;1616;1576
5635;Totaal mannen en vrouwen;Totaal;Twente (CR);2019 maart;3547;1629;1654
5636;Totaal mannen en vrouwen;Totaal;Twente (CR);2019 april;3633;1616;1518
5637;Totaal mannen en vrouwen;Totaal;Twente (CR);2019 mei;3423;1607;1623
5638;Totaal mannen en vrouwen;Totaal;Twente (CR);2019 juni;3316;1556;1458
5639;Totaal mannen en vrouwen;Totaal;Twente (CR);2019 juli;3878;1989;2018
5640;Totaal mannen en vrouwen;Totaal;Twente (CR);2019 augustus;3556;2422;2264
5641;Totaal mannen en vrouwen;Totaal;Twente (CR);2019 september;3113;1932;1952
5642;Totaal mannen en vrouwen;Totaal;Twente (CR);2019 oktober;3339;1732;1734
5643;Totaal mannen en vrouwen;Totaal;Twente (CR);2019 november;3387;1664;1680
5644;Totaal mannen en vrouwen;Totaal;Twente (CR);2019 december;3449;1575;1710
5645;Totaal mannen en vrouwen;Totaal;Twente (CR);2019;41381;21047;20810
5646;Totaal mannen en vrouwen;Totaal;Twente (CR);2020 januari;3455;1740;1812
5647;Totaal mannen en vrouwen;Totaal;Twente (CR);2020 februari;3104;1693;1674
5648;Totaal mannen en vrouwen;Totaal;Twente (CR);2020 maart;3542;1578;1630
5649;Totaal mannen en vrouwen;Totaal;Twente (CR);2020 april;3045;1508;1452
5650;Totaal mannen en vrouwen;Totaal;Twente (CR);2020 mei;3179;1639;1585
5651;Totaal mannen en vrouwen;Totaal;Twente (CR);2020 juni;3081;1646;1639
5652;Totaal mannen en vrouwen;Totaal;Twente (CR);2020 juli;3939;2068;2022
5653;Totaal mannen en vrouwen;Totaal;Twente (CR);2020 augustus;3710;2337;2276
5654;Totaal mannen en vrouwen;Totaal;Twente (CR);2020 september;3592;1997;2034
5655;Totaal mannen en vrouwen;Totaal;Twente (CR);2020 oktober;3600;1863;1897
5656;Totaal mannen en vrouwen;Totaal;Twente (CR);2020 november;3161;1738;1685
5657;Totaal mannen en vrouwen;Totaal;Twente (CR);2020 december;3363;1782;1621
5658;Totaal mannen en vrouwen;Totaal;Twente (CR);2020;40771;21589;21327
5659;Totaal mannen en vrouwen;Totaal;Twente (CR);2021 januari;3484;2039;1987
5660;Totaal mannen en vrouwen;Totaal;Twente (CR);2021 februari;3022;1758;1634
5661;Totaal mannen en vrouwen;Totaal;Twente (CR);2021 maart;3600;1851;1813
5662;Totaal mannen en vrouwen;Totaal;Twente (CR);2021 april;3149;1735;1613
5663;Totaal mannen en vrouwen;Totaal;Twente (CR);2021 mei;3017;1529;1460
5664;Totaal mannen en vrouwen;Totaal;Twente (CR);2021 juni;2982;1628;1608
5665;Totaal mannen en vrouwen;Totaal;Twente (CR);2021 juli;3260;1850;1711
5666;Totaal mannen en vrouwen;Totaal;Twente (CR);2021 augustus;2974;2045;2060
5667;Totaal mannen en vrouwen;Totaal;Twente (CR);2021 september;2995;1864;1812
5668;Totaal mannen en vrouwen;Totaal;Twente (CR);2021 oktober;3043;1765;1602
5669;Totaal mannen en vrouwen;Totaal;Twente (CR);2021 november;2951;1742;1581
5670;Totaal mannen en vrouwen;Totaal;Twente (CR);2021 december;3043;1695;1604
5671;Totaal mannen en vrouwen;Totaal;Twente (CR);2021;37520;21501;20485
5672;Totaal mannen en vrouwen;Totaal;Twente (CR);2022 januari;2815;1796;1683
5673;Totaal mannen en vrouwen;Totaal;Twente (CR);2022 februari;2663;1591;1517
5674;Totaal mannen en vrouwen;Totaal;Twente (CR);2022 maart;3001;1790;1593
5675;Totaal mannen en vrouwen;Totaal;Twente (CR);2022 april;2858;1713;1617
5676;Totaal mannen en vrouwen;Totaal;Twente (CR);2022 mei;2731;1655;1518
5677;Totaal mannen en vrouwen;Totaal;Twente (CR);2022 juni;2781;1537;1552
5678;Totaal mannen en vrouwen;Totaal;Twente (CR);2022 juli;3023;1870;1834
5679;Totaal mannen en vrouwen;Totaal;Twente (CR);2022 augustus;2976;2102;2038
5680;Totaal mannen en vrouwen;Totaal;Twente (CR);2022 september;3068;1965;1975
5681;Totaal mannen en vrouwen;Totaal;Twente (CR);2022 oktober;2797;1770;1776
5682;Totaal mannen en vrouwen;Totaal;Twente (CR);2022 november;2652;1683;1630
5683;Totaal mannen en vrouwen;Totaal;Twente (CR);2022 december;2985;1780;1693
5684;Totaal mannen en vrouwen;Totaal;Twente (CR);2022;34350;21252;20426
5685;Totaal mannen en vrouwen;Totaal;Twente (CR);2023 januari;3022;1880;1793
5686;Totaal mannen en vrouwen;Totaal;Twente (CR);2023 februari;2740;1595;1554
5687;Totaal mannen en vrouwen;Totaal;Twente (CR);2023 maart;3042;1763;1698
5688;Totaal mannen en vrouwen;Totaal;Twente (CR);2023 april;2543;1532;1453
5689;Totaal mannen en vrouwen;Totaal;Twente (CR);2023 mei;2719;1808;1629
5690;Totaal mannen en vrouwen;Totaal;Twente (CR);2023 juni;2647;1846;1756
5691;Totaal mannen en vrouwen;Totaal;Twente (CR);2023 juli;2616;2219;2197
5692;Totaal mannen en vrouwen;Totaal;Twente (CR);2023 augustus;2677;2442;2505
5693;Totaal mannen en vrouwen;Totaal;Twente (CR);2023 september;2709;2101;2260
5694;Totaal mannen en vrouwen;Totaal;Twente (CR);2023 oktober;2683;1903;1836
5695;Totaal mannen en vrouwen;Totaal;Twente (CR);2023 november;2585;1878;1679
5696;Totaal mannen en vrouwen;Totaal;Twente (CR);2023 december;2784;1802;1774
5697;Totaal mannen en vrouwen;Totaal;Twente (CR);2023;32767;22769;22134
5698;Totaal mannen en vrouwen;Totaal;Twente (CR);2024 januari;2700;1990;1898
5699;Totaal mannen en vrouwen;Totaal;Twente (CR);2024 februari;2845;1928;1768
5700;Totaal mannen en vrouwen;Totaal;Twente (CR);2024 maart;2828;1940;1800
5701;Totaal mannen en vrouwen;Totaal;Twente (CR);2024 april;2757;1762;1622
5702;Totaal mannen en vrouwen;Totaal;Twente (CR);2024 mei;2831;1796;1566
5703;Totaal mannen en vrouwen;Totaal;Twente (CR);2024 juni;2649;1735;1561
5704;Totaal mannen en vrouwen;Totaal;Twente (CR);2024 juli;2999;2240;1946
5705;Totaal mannen en vrouwen;Totaal;Twente (CR);2024 augustus;2537;2352;2079
5706;Totaal mannen en vrouwen;Totaal;Twente (CR);2024 september;2628;2085;1913
5707;Totaal mannen en vrouwen;Totaal;Twente (CR);2024 oktober;2611;1861;1734
5708;Totaal mannen en vrouwen;Totaal;Twente (CR);2024 november;2950;1803;1631
5709;Totaal mannen en vrouwen;Totaal;Twente (CR);2024 december;2678;1871;1622
5710;Totaal mannen en vrouwen;Totaal;Twente (CR);2024;33013;23363;21140
5711;Totaal mannen en vrouwen;Totaal;Twente (CR);2025 januari;2799;1927;1745
5712;Totaal mannen en vrouwen;Totaal;Twente (CR);2025 februari;2610;2063;1570
5713;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2010 januari;2971;1663;1679
5714;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2010 februari;2720;1729;1759
5715;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2010 maart;2944;1753;1798
5716;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2010 april;2548;1428;1430
5717;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2010 mei;2355;1444;1423
5718;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2010 juni;2671;1527;1645
5719;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2010 juli;2683;2040;2074
5720;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2010 augustus;2491;2180;2208
5721;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2010 september;2747;2232;2157
5722;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2010 oktober;2475;1781;1609
5723;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2010 november;2588;1736;1612
5724;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2010 december;3036;1702;1642
5725;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2010;32229;21215;21036
5726;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2011 januari;3175;1677;1727
5727;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2011 februari;2799;1627;1622
5728;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2011 maart;3224;1658;1623
5729;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2011 april;2700;1478;1495
5730;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2011 mei;2861;1497;1590
5731;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2011 juni;2654;1659;1585
5732;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2011 juli;2886;1903;1892
5733;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2011 augustus;2693;2315;2187
5734;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2011 september;2689;2251;2156
5735;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2011 oktober;2736;1813;1749
5736;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2011 november;2697;1740;1716
5737;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2011 december;2821;1647;1685
5738;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2011;33935;21265;21027
5739;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2012 januari;2810;1905;1897
5740;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2012 februari;2660;1823;1807
5741;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2012 maart;2990;1710;1716
5742;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2012 april;2661;1522;1550
5743;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2012 mei;2935;1558;1584
5744;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2012 juni;3407;2020;1847
5745;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2012 juli;2951;2103;2042
5746;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2012 augustus;2777;2477;2413
5747;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2012 september;2420;2271;2126
5748;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2012 oktober;2920;1850;1864
5749;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2012 november;2896;1767;1649
5750;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2012 december;3160;1666;1637
5751;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2012;34587;22672;22132
5752;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2013 januari;2947;1963;1880
5753;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2013 februari;2629;1719;1720
5754;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2013 maart;2780;1663;1647
5755;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2013 april;2573;1578;1563
5756;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2013 mei;2698;1579;1573
5757;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2013 juni;2405;1536;1481
5758;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2013 juli;2819;2220;2288
5759;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2013 augustus;2762;2679;2605
5760;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2013 september;2774;2475;2294
5761;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2013 oktober;2922;1933;1915
5762;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2013 november;2637;1737;1682
5763;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2013 december;2846;1772;1653
5764;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2013;32792;22854;22301
5765;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2014 januari;3102;2086;2016
5766;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2014 februari;2753;1812;1870
5767;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2014 maart;2913;1858;1747
5768;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2014 april;2868;1676;1670
5769;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2014 mei;2928;1700;1637
5770;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2014 juni;2991;1830;1614
5771;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2014 juli;3023;2454;2195
5772;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2014 augustus;2806;2812;2689
5773;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2014 september;3104;2670;2407
5774;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2014 oktober;3135;2253;2117
5775;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2014 november;2893;1901;1692
5776;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2014 december;3757;2109;1959
5777;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2014;36273;25161;23613
5778;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2015 januari;3088;2096;1892
5779;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2015 februari;2997;2061;1904
5780;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2015 maart;2965;1917;1997
5781;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2015 april;3140;1785;1686
5782;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2015 mei;3011;1719;1709
5783;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2015 juni;3355;1917;1803
5784;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2015 juli;3877;2621;2426
5785;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2015 augustus;3428;2916;2704
5786;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2015 september;3555;2586;2443
5787;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2015 oktober;3680;2170;2040
5788;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2015 november;3147;1871;1779
5789;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2015 december;3697;2231;1986
5790;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2015;39940;25890;24369
5791;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2016 januari;3227;2146;1947
5792;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2016 februari;3142;2266;2043
5793;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2016 maart;3362;2123;1977
5794;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2016 april;3509;2000;1750
5795;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2016 mei;3229;2105;1738
5796;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2016 juni;3710;2294;1860
5797;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2016 juli;3825;3134;2537
5798;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2016 augustus;3601;3060;2615
5799;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2016 september;3550;2698;2525
5800;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2016 oktober;3698;2467;2187
5801;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2016 november;3679;2304;1999
5802;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2016 december;4047;2476;2112
5803;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2016;42579;29073;25290
5804;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2017 januari;3729;2389;2152
5805;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2017 februari;3584;2492;2154
5806;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2017 maart;4129;2628;2373
5807;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2017 april;3513;2160;1873
5808;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2017 mei;3749;2182;1989
5809;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2017 juni;4052;2202;2146
5810;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2017 juli;4007;2792;2503
5811;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2017 augustus;3816;3162;2708
5812;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2017 september;3860;2878;2596
5813;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2017 oktober;3859;2462;2188
5814;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2017 november;3668;2323;2052
5815;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2017 december;3692;2410;2100
5816;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2017;45658;30080;26834
5817;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2018 januari;3465;2405;2345
5818;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2018 februari;3435;2225;2160
5819;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2018 maart;3906;2444;2339
5820;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2018 april;3216;2022;1962
5821;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2018 mei;3657;2152;1947
5822;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2018 juni;3586;2222;2045
5823;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2018 juli;3787;2891;2457
5824;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2018 augustus;3533;3388;2850
5825;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2018 september;3311;2642;2335
5826;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2018 oktober;3698;2735;2257
5827;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2018 november;3818;2495;2120
5828;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2018 december;3795;2471;2076
5829;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2018;43207;30092;26893
5830;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2019 januari;3613;2491;2250
5831;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2019 februari;3162;2339;2142
5832;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2019 maart;3765;2395;2105
5833;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2019 april;3798;2237;2146
5834;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2019 mei;3788;2331;2075
5835;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2019 juni;3495;2136;1820
5836;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2019 juli;4094;3155;2478
5837;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2019 augustus;3555;3295;2653
5838;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2019 september;3392;2698;2427
5839;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2019 oktober;3550;2545;2351
5840;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2019 november;3650;2477;2182
5841;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2019 december;3506;2531;2059
5842;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2019;43368;30630;26688
5843;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2020 januari;3648;2779;2331
5844;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2020 februari;3480;2351;2183
5845;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2020 maart;3596;2416;2168
5846;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2020 april;3721;2263;1992
5847;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2020 mei;3564;2237;2254
5848;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2020 juni;3439;2348;2139
5849;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2020 juli;4243;3165;2763
5850;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2020 augustus;3477;3299;2680
5851;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2020 september;3415;2909;2494
5852;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2020 oktober;3700;2738;2408
5853;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2020 november;3397;2454;2169
5854;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2020 december;3659;2474;2232
5855;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2020;43339;31433;27813
5856;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2021 januari;3887;2731;2434
5857;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2021 februari;3580;2434;2074
5858;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2021 maart;3973;2845;2648
5859;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2021 april;3516;2444;2189
5860;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2021 mei;3161;2305;2186
5861;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2021 juni;2945;2279;2149
5862;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2021 juli;3050;2953;2570
5863;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2021 augustus;3087;2978;2608
5864;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2021 september;2740;2611;2286
5865;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2021 oktober;2715;2425;2183
5866;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2021 november;2839;2371;1989
5867;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2021 december;3013;2311;2060
5868;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2021;38506;30687;27376
5869;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2022 januari;2769;2245;2172
5870;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2022 februari;2756;2114;1862
5871;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2022 maart;3013;2361;2182
5872;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2022 april;2906;2481;2096
5873;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2022 mei;2986;2320;2064
5874;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2022 juni;2740;2284;2066
5875;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2022 juli;2908;2546;2386
5876;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2022 augustus;2793;2796;2426
5877;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2022 september;3165;2468;2310
5878;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2022 oktober;3026;2531;2289
5879;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2022 november;3268;2338;2155
5880;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2022 december;3678;2428;2304
5881;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2022;36008;28912;26312
5882;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2023 januari;3352;2692;2311
5883;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2023 februari;3009;2452;2054
5884;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2023 maart;3365;2537;2327
5885;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2023 april;3036;2411;1925
5886;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2023 mei;2914;2404;2047
5887;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2023 juni;2880;2771;2344
5888;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2023 juli;3254;3044;2549
5889;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2023 augustus;2722;3280;2802
5890;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2023 september;2854;2897;2618
5891;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2023 oktober;3059;2600;2332
5892;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2023 november;2772;2270;2067
5893;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2023 december;2746;2389;2160
5894;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2023;35963;31747;27536
5895;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2024 januari;2873;2382;2325
5896;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2024 februari;2697;2140;2139
5897;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2024 maart;2967;2323;2225
5898;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2024 april;2958;2214;2074
5899;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2024 mei;3018;2157;2013
5900;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2024 juni;2580;1992;1894
5901;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2024 juli;3066;2884;2473
5902;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2024 augustus;2876;3133;2670
5903;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2024 september;2708;2697;2393
5904;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2024 oktober;3218;2739;2205
5905;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2024 november;3146;2547;2252
5906;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2024 december;3132;2634;2077
5907;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2024;35239;29842;26740
5908;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2025 januari;3179;2816;2342
5909;Totaal mannen en vrouwen;Totaal;Veluwe (CR);2025 februari;2932;2291;2033
5910;Totaal mannen en vrouwen;Totaal;Achterhoek (CR);2010 januari;1292;1021;1070
5911;Totaal mannen en vrouwen;Totaal;Achterhoek (CR);2010 februari;1297;940;988
5912;Totaal mannen en vrouwen;Totaal;Achterhoek (CR);2010 maart;1444;956;1009
5913;Totaal mannen en vrouwen;Totaal;Achterhoek (CR);2010 april;1316;822;846
5914;Totaal mannen en vrouwen;Totaal;Achterhoek (CR);2010 mei;1281;869;794
5915;Totaal mannen en vrouwen;Totaal;Achterhoek (CR);2010 juni;1362;957;852
5916;Totaal mannen en vrouwen;Totaal;Achterhoek (CR);2010 juli;1441;1160;1150
5917;Totaal mannen en vrouwen;Totaal;Achterhoek (CR);2010 augustus;1408;1134;1505
