ID;Populatie;Gemeenten;Schoolsoorten;Herkomstgroepering;Perioden;TotaalAantalLeerlingen_1;AantalVertraagdeLeerlingen_2;VertragingIn_3
6146;Woongemeente;Almelo;Vmbo/havo/vwo-2;Surinamers;2003/'04;;;
6147;Woongemeente;Almelo;Vmbo/havo/vwo-2;Antillianen en Arubanen;2003/'04;;;
6148;Woongemeente;Almelo;Vmbo/havo/vwo-2;Overig niet-westerse allochtonen;2003/'04;10.0;;
6149;Woongemeente;Almelo;Vmbo/havo/vwo-2;Herkomst onbekend;2003/'04;;;
6150;Woongemeente;Almelo;Vmbo-t/havo/vwo-2;Totaal herkomstgroeperingen;2003/'04;280.0;;
6151;Woongemeente;Almelo;Vmbo-t/havo/vwo-2;Autochtonen;2003/'04;220.0;;
6152;Woongemeente;Almelo;Vmbo-t/havo/vwo-2;Niet-westerse allochtonen;2003/'04;40.0;;
6153;Woongemeente;Almelo;Vmbo-t/havo/vwo-2;Westerse allochtonen;2003/'04;20.0;;
6154;Woongemeente;Almelo;Vmbo-t/havo/vwo-2;Turken;2003/'04;20.0;;
6155;Woongemeente;Almelo;Vmbo-t/havo/vwo-2;Marokkanen;2003/'04;;;
6156;Woongemeente;Almelo;Vmbo-t/havo/vwo-2;Surinamers;2003/'04;;;
6157;Woongemeente;Almelo;Vmbo-t/havo/vwo-2;Antillianen en Arubanen;2003/'04;;;
6158;Woongemeente;Almelo;Vmbo-t/havo/vwo-2;Overig niet-westerse allochtonen;2003/'04;10.0;;
6159;Woongemeente;Almelo;Vmbo-t/havo/vwo-2;Herkomst onbekend;2003/'04;;;
6160;Woongemeente;Almelo;Havo/vwo-3 totaal;Totaal herkomstgroeperingen;2003/'04;370.0;20.0;6.0
6161;Woongemeente;Almelo;Havo/vwo-3 totaal;Autochtonen;2003/'04;310.0;20.0;6.0
6162;Woongemeente;Almelo;Havo/vwo-3 totaal;Niet-westerse allochtonen;2003/'04;40.0;;
6163;Woongemeente;Almelo;Havo/vwo-3 totaal;Westerse allochtonen;2003/'04;30.0;;
6164;Woongemeente;Almelo;Havo/vwo-3 totaal;Turken;2003/'04;20.0;;
6165;Woongemeente;Almelo;Havo/vwo-3 totaal;Marokkanen;2003/'04;;;
6166;Woongemeente;Almelo;Havo/vwo-3 totaal;Surinamers;2003/'04;;;
6167;Woongemeente;Almelo;Havo/vwo-3 totaal;Antillianen en Arubanen;2003/'04;;;
6168;Woongemeente;Almelo;Havo/vwo-3 totaal;Overig niet-westerse allochtonen;2003/'04;20.0;;
6169;Woongemeente;Almelo;Havo/vwo-3 totaal;Herkomst onbekend;2003/'04;;;
6170;Woongemeente;Almelo;Havo/vwo-4 totaal;Totaal herkomstgroeperingen;2003/'04;320.0;30.0;10.0
6171;Woongemeente;Almelo;Havo/vwo-4 totaal;Autochtonen;2003/'04;240.0;20.0;8.0
6172;Woongemeente;Almelo;Havo/vwo-4 totaal;Niet-westerse allochtonen;2003/'04;40.0;;
6173;Woongemeente;Almelo;Havo/vwo-4 totaal;Westerse allochtonen;2003/'04;30.0;;
6174;Woongemeente;Almelo;Havo/vwo-4 totaal;Turken;2003/'04;30.0;;
6175;Woongemeente;Almelo;Havo/vwo-4 totaal;Marokkanen;2003/'04;;;
6176;Woongemeente;Almelo;Havo/vwo-4 totaal;Surinamers;2003/'04;;;
6177;Woongemeente;Almelo;Havo/vwo-4 totaal;Antillianen en Arubanen;2003/'04;;;
6178;Woongemeente;Almelo;Havo/vwo-4 totaal;Overig niet-westerse allochtonen;2003/'04;10.0;;
6179;Woongemeente;Almelo;Havo/vwo-4 totaal;Herkomst onbekend;2003/'04;;;
6180;Woongemeente;Almelo;Algemeen leerjaar 3;Totaal herkomstgroeperingen;2003/'04;;;
6181;Woongemeente;Almelo;Algemeen leerjaar 3;Autochtonen;2003/'04;;;
6182;Woongemeente;Almelo;Algemeen leerjaar 3;Niet-westerse allochtonen;2003/'04;;;
6183;Woongemeente;Almelo;Algemeen leerjaar 3;Westerse allochtonen;2003/'04;;;
6184;Woongemeente;Almelo;Algemeen leerjaar 3;Turken;2003/'04;;;
6185;Woongemeente;Almelo;Algemeen leerjaar 3;Marokkanen;2003/'04;;;
6186;Woongemeente;Almelo;Algemeen leerjaar 3;Surinamers;2003/'04;;;
6187;Woongemeente;Almelo;Algemeen leerjaar 3;Antillianen en Arubanen;2003/'04;;;
6188;Woongemeente;Almelo;Algemeen leerjaar 3;Overig niet-westerse allochtonen;2003/'04;;;
6189;Woongemeente;Almelo;Algemeen leerjaar 3;Herkomst onbekend;2003/'04;;;
6190;Woongemeente;Almelo;Vwo-3;Totaal herkomstgroeperingen;2003/'04;150.0;;
6191;Woongemeente;Almelo;Vwo-3;Autochtonen;2003/'04;120.0;;
6192;Woongemeente;Almelo;Vwo-3;Niet-westerse allochtonen;2003/'04;20.0;;
6193;Woongemeente;Almelo;Vwo-3;Westerse allochtonen;2003/'04;10.0;;
6194;Woongemeente;Almelo;Vwo-3;Turken;2003/'04;;;
6195;Woongemeente;Almelo;Vwo-3;Marokkanen;2003/'04;;;
6196;Woongemeente;Almelo;Vwo-3;Surinamers;2003/'04;;;
6197;Woongemeente;Almelo;Vwo-3;Antillianen en Arubanen;2003/'04;;;
6198;Woongemeente;Almelo;Vwo-3;Overig niet-westerse allochtonen;2003/'04;;;
6199;Woongemeente;Almelo;Vwo-3;Herkomst onbekend;2003/'04;;;
6200;Woongemeente;Almelo;Vwo-4;Totaal herkomstgroeperingen;2003/'04;130.0;;
6201;Woongemeente;Almelo;Vwo-4;Autochtonen;2003/'04;100.0;;
6202;Woongemeente;Almelo;Vwo-4;Niet-westerse allochtonen;2003/'04;;;
6203;Woongemeente;Almelo;Vwo-4;Westerse allochtonen;2003/'04;10.0;;
6204;Woongemeente;Almelo;Vwo-4;Turken;2003/'04;;;
6205;Woongemeente;Almelo;Vwo-4;Marokkanen;2003/'04;;;
6206;Woongemeente;Almelo;Vwo-4;Surinamers;2003/'04;;;
6207;Woongemeente;Almelo;Vwo-4;Antillianen en Arubanen;2003/'04;;;
6208;Woongemeente;Almelo;Vwo-4;Overig niet-westerse allochtonen;2003/'04;;;
6209;Woongemeente;Almelo;Vwo-4;Herkomst onbekend;2003/'04;;;
6210;Woongemeente;Almelo;Vwo-5;Totaal herkomstgroeperingen;2003/'04;110.0;;
6211;Woongemeente;Almelo;Vwo-5;Autochtonen;2003/'04;80.0;;
6212;Woongemeente;Almelo;Vwo-5;Niet-westerse allochtonen;2003/'04;20.0;;
6213;Woongemeente;Almelo;Vwo-5;Westerse allochtonen;2003/'04;10.0;;
6214;Woongemeente;Almelo;Vwo-5;Turken;2003/'04;;;
6215;Woongemeente;Almelo;Vwo-5;Marokkanen;2003/'04;;;
6216;Woongemeente;Almelo;Vwo-5;Surinamers;2003/'04;;;
6217;Woongemeente;Almelo;Vwo-5;Antillianen en Arubanen;2003/'04;;;
6218;Woongemeente;Almelo;Vwo-5;Overig niet-westerse allochtonen;2003/'04;;;
6219;Woongemeente;Almelo;Vwo-5;Herkomst onbekend;2003/'04;;;
6220;Woongemeente;Almelo;Vwo-6;Totaal herkomstgroeperingen;2003/'04;100.0;;
6221;Woongemeente;Almelo;Vwo-6;Autochtonen;2003/'04;80.0;;
6222;Woongemeente;Almelo;Vwo-6;Niet-westerse allochtonen;2003/'04;;;
6223;Woongemeente;Almelo;Vwo-6;Westerse allochtonen;2003/'04;;;
6224;Woongemeente;Almelo;Vwo-6;Turken;2003/'04;;;
6225;Woongemeente;Almelo;Vwo-6;Marokkanen;2003/'04;;;
6226;Woongemeente;Almelo;Vwo-6;Surinamers;2003/'04;;;
6227;Woongemeente;Almelo;Vwo-6;Antillianen en Arubanen;2003/'04;;;
6228;Woongemeente;Almelo;Vwo-6;Overig niet-westerse allochtonen;2003/'04;;;
6229;Woongemeente;Almelo;Vwo-6;Herkomst onbekend;2003/'04;;;
6230;Woongemeente;Almelo;Havo-3;Totaal herkomstgroeperingen;2003/'04;210.0;20.0;10.0
6231;Woongemeente;Almelo;Havo-3;Autochtonen;2003/'04;170.0;20.0;9.0
6232;Woongemeente;Almelo;Havo-3;Niet-westerse allochtonen;2003/'04;30.0;;
6233;Woongemeente;Almelo;Havo-3;Westerse allochtonen;2003/'04;10.0;;
6234;Woongemeente;Almelo;Havo-3;Turken;2003/'04;10.0;;
6235;Woongemeente;Almelo;Havo-3;Marokkanen;2003/'04;;;
6236;Woongemeente;Almelo;Havo-3;Surinamers;2003/'04;;;
6237;Woongemeente;Almelo;Havo-3;Antillianen en Arubanen;2003/'04;;;
6238;Woongemeente;Almelo;Havo-3;Overig niet-westerse allochtonen;2003/'04;10.0;;
6239;Woongemeente;Almelo;Havo-3;Herkomst onbekend;2003/'04;;;
6240;Woongemeente;Almelo;Havo-4;Totaal herkomstgroeperingen;2003/'04;190.0;30.0;13.0
6241;Woongemeente;Almelo;Havo-4;Autochtonen;2003/'04;140.0;20.0;12.0
6242;Woongemeente;Almelo;Havo-4;Niet-westerse allochtonen;2003/'04;30.0;;
6243;Woongemeente;Almelo;Havo-4;Westerse allochtonen;2003/'04;20.0;;
6244;Woongemeente;Almelo;Havo-4;Turken;2003/'04;20.0;;
6245;Woongemeente;Almelo;Havo-4;Marokkanen;2003/'04;;;
6246;Woongemeente;Almelo;Havo-4;Surinamers;2003/'04;;;
6247;Woongemeente;Almelo;Havo-4;Antillianen en Arubanen;2003/'04;;;
6248;Woongemeente;Almelo;Havo-4;Overig niet-westerse allochtonen;2003/'04;;;
6249;Woongemeente;Almelo;Havo-4;Herkomst onbekend;2003/'04;;;
6250;Woongemeente;Almelo;Havo-5;Totaal herkomstgroeperingen;2003/'04;190.0;10.0;7.0
6251;Woongemeente;Almelo;Havo-5;Autochtonen;2003/'04;150.0;;
6252;Woongemeente;Almelo;Havo-5;Niet-westerse allochtonen;2003/'04;20.0;;
6253;Woongemeente;Almelo;Havo-5;Westerse allochtonen;2003/'04;20.0;;
6254;Woongemeente;Almelo;Havo-5;Turken;2003/'04;10.0;;
6255;Woongemeente;Almelo;Havo-5;Marokkanen;2003/'04;;;
6256;Woongemeente;Almelo;Havo-5;Surinamers;2003/'04;;;
6257;Woongemeente;Almelo;Havo-5;Antillianen en Arubanen;2003/'04;;;
6258;Woongemeente;Almelo;Havo-5;Overig niet-westerse allochtonen;2003/'04;;;
6259;Woongemeente;Almelo;Havo-5;Herkomst onbekend;2003/'04;;;
6260;Woongemeente;Almelo;Vmbo-3 totaal;Totaal herkomstgroeperingen;2003/'04;470.0;20.0;4.0
6261;Woongemeente;Almelo;Vmbo-3 totaal;Autochtonen;2003/'04;310.0;10.0;4.0
6262;Woongemeente;Almelo;Vmbo-3 totaal;Niet-westerse allochtonen;2003/'04;120.0;;
6263;Woongemeente;Almelo;Vmbo-3 totaal;Westerse allochtonen;2003/'04;30.0;;
6264;Woongemeente;Almelo;Vmbo-3 totaal;Turken;2003/'04;90.0;;
6265;Woongemeente;Almelo;Vmbo-3 totaal;Marokkanen;2003/'04;;;
6266;Woongemeente;Almelo;Vmbo-3 totaal;Surinamers;2003/'04;;;
6267;Woongemeente;Almelo;Vmbo-3 totaal;Antillianen en Arubanen;2003/'04;;;
6268;Woongemeente;Almelo;Vmbo-3 totaal;Overig niet-westerse allochtonen;2003/'04;30.0;;
6269;Woongemeente;Almelo;Vmbo-3 totaal;Herkomst onbekend;2003/'04;;;
6270;Woongemeente;Almelo;Vmbo-4 totaal;Totaal herkomstgroeperingen;2003/'04;420.0;;
6271;Woongemeente;Almelo;Vmbo-4 totaal;Autochtonen;2003/'04;290.0;;
6272;Woongemeente;Almelo;Vmbo-4 totaal;Niet-westerse allochtonen;2003/'04;110.0;;
6273;Woongemeente;Almelo;Vmbo-4 totaal;Westerse allochtonen;2003/'04;30.0;;
6274;Woongemeente;Almelo;Vmbo-4 totaal;Turken;2003/'04;80.0;;
6275;Woongemeente;Almelo;Vmbo-4 totaal;Marokkanen;2003/'04;;;
6276;Woongemeente;Almelo;Vmbo-4 totaal;Surinamers;2003/'04;;;
6277;Woongemeente;Almelo;Vmbo-4 totaal;Antillianen en Arubanen;2003/'04;;;
6278;Woongemeente;Almelo;Vmbo-4 totaal;Overig niet-westerse allochtonen;2003/'04;20.0;;
6279;Woongemeente;Almelo;Vmbo-4 totaal;Herkomst onbekend;2003/'04;;;
6280;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-3;Totaal herkomstgroeperingen;2003/'04;330.0;10.0;4.0
6281;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-3;Autochtonen;2003/'04;210.0;;
6282;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-3;Niet-westerse allochtonen;2003/'04;90.0;;
6283;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-3;Westerse allochtonen;2003/'04;30.0;;
6284;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-3;Turken;2003/'04;60.0;;
6285;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-3;Marokkanen;2003/'04;;;
6286;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-3;Surinamers;2003/'04;;;
6287;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-3;Antillianen en Arubanen;2003/'04;;;
6288;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-3;Overig niet-westerse allochtonen;2003/'04;30.0;;
6289;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-3;Herkomst onbekend;2003/'04;;;
6290;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-4;Totaal herkomstgroeperingen;2003/'04;250.0;;
6291;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-4;Autochtonen;2003/'04;160.0;;
6292;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-4;Niet-westerse allochtonen;2003/'04;70.0;;
6293;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-4;Westerse allochtonen;2003/'04;20.0;;
6294;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-4;Turken;2003/'04;50.0;;
6295;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-4;Marokkanen;2003/'04;;;
6296;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-4;Surinamers;2003/'04;;;
6297;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-4;Antillianen en Arubanen;2003/'04;;;
6298;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-4;Overig niet-westerse allochtonen;2003/'04;10.0;;
6299;Woongemeente;Almelo;Vmbo kader- basisberoepsgericht-4;Herkomst onbekend;2003/'04;;;
6300;Woongemeente;Almelo;Vmbo basisberoepsgericht-3;Totaal herkomstgroeperingen;2003/'04;180.0;;
6301;Woongemeente;Almelo;Vmbo basisberoepsgericht-3;Autochtonen;2003/'04;110.0;;
6302;Woongemeente;Almelo;Vmbo basisberoepsgericht-3;Niet-westerse allochtonen;2003/'04;60.0;;
6303;Woongemeente;Almelo;Vmbo basisberoepsgericht-3;Westerse allochtonen;2003/'04;10.0;;
6304;Woongemeente;Almelo;Vmbo basisberoepsgericht-3;Turken;2003/'04;40.0;;
6305;Woongemeente;Almelo;Vmbo basisberoepsgericht-3;Marokkanen;2003/'04;;;
6306;Woongemeente;Almelo;Vmbo basisberoepsgericht-3;Surinamers;2003/'04;;;
6307;Woongemeente;Almelo;Vmbo basisberoepsgericht-3;Antillianen en Arubanen;2003/'04;;;
6308;Woongemeente;Almelo;Vmbo basisberoepsgericht-3;Overig niet-westerse allochtonen;2003/'04;20.0;;
6309;Woongemeente;Almelo;Vmbo basisberoepsgericht-3;Herkomst onbekend;2003/'04;;;
6310;Woongemeente;Almelo;Vmbo basisberoepsgericht-4;Totaal herkomstgroeperingen;2003/'04;170.0;;
6311;Woongemeente;Almelo;Vmbo basisberoepsgericht-4;Autochtonen;2003/'04;100.0;;
6312;Woongemeente;Almelo;Vmbo basisberoepsgericht-4;Niet-westerse allochtonen;2003/'04;60.0;;
6313;Woongemeente;Almelo;Vmbo basisberoepsgericht-4;Westerse allochtonen;2003/'04;10.0;;
6314;Woongemeente;Almelo;Vmbo basisberoepsgericht-4;Turken;2003/'04;50.0;;
6315;Woongemeente;Almelo;Vmbo basisberoepsgericht-4;Marokkanen;2003/'04;;;
6316;Woongemeente;Almelo;Vmbo basisberoepsgericht-4;Surinamers;2003/'04;;;
6317;Woongemeente;Almelo;Vmbo basisberoepsgericht-4;Antillianen en Arubanen;2003/'04;;;
6318;Woongemeente;Almelo;Vmbo basisberoepsgericht-4;Overig niet-westerse allochtonen;2003/'04;10.0;;
6319;Woongemeente;Almelo;Vmbo basisberoepsgericht-4;Herkomst onbekend;2003/'04;;;
6320;Woongemeente;Almelo;Vmbo kaderberoepsgericht-3;Totaal herkomstgroeperingen;2003/'04;150.0;;
6321;Woongemeente;Almelo;Vmbo kaderberoepsgericht-3;Autochtonen;2003/'04;100.0;;
6322;Woongemeente;Almelo;Vmbo kaderberoepsgericht-3;Niet-westerse allochtonen;2003/'04;30.0;;
6323;Woongemeente;Almelo;Vmbo kaderberoepsgericht-3;Westerse allochtonen;2003/'04;10.0;;
6324;Woongemeente;Almelo;Vmbo kaderberoepsgericht-3;Turken;2003/'04;20.0;;
6325;Woongemeente;Almelo;Vmbo kaderberoepsgericht-3;Marokkanen;2003/'04;;;
6326;Woongemeente;Almelo;Vmbo kaderberoepsgericht-3;Surinamers;2003/'04;;;
6327;Woongemeente;Almelo;Vmbo kaderberoepsgericht-3;Antillianen en Arubanen;2003/'04;;;
6328;Woongemeente;Almelo;Vmbo kaderberoepsgericht-3;Overig niet-westerse allochtonen;2003/'04;10.0;;
6329;Woongemeente;Almelo;Vmbo kaderberoepsgericht-3;Herkomst onbekend;2003/'04;;;
6330;Woongemeente;Almelo;Vmbo kaderberoepsgericht-4;Totaal herkomstgroeperingen;2003/'04;80.0;;
6331;Woongemeente;Almelo;Vmbo kaderberoepsgericht-4;Autochtonen;2003/'04;70.0;;
6332;Woongemeente;Almelo;Vmbo kaderberoepsgericht-4;Niet-westerse allochtonen;2003/'04;10.0;;
6333;Woongemeente;Almelo;Vmbo kaderberoepsgericht-4;Westerse allochtonen;2003/'04;;;
6334;Woongemeente;Almelo;Vmbo kaderberoepsgericht-4;Turken;2003/'04;;;
6335;Woongemeente;Almelo;Vmbo kaderberoepsgericht-4;Marokkanen;2003/'04;;;
6336;Woongemeente;Almelo;Vmbo kaderberoepsgericht-4;Surinamers;2003/'04;;;
6337;Woongemeente;Almelo;Vmbo kaderberoepsgericht-4;Antillianen en Arubanen;2003/'04;;;
6338;Woongemeente;Almelo;Vmbo kaderberoepsgericht-4;Overig niet-westerse allochtonen;2003/'04;;;
6339;Woongemeente;Almelo;Vmbo kaderberoepsgericht-4;Herkomst onbekend;2003/'04;;;
6340;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-3;Totaal herkomstgroeperingen;2003/'04;140.0;;
6341;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-3;Autochtonen;2003/'04;100.0;;
6342;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-3;Niet-westerse allochtonen;2003/'04;30.0;;
6343;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-3;Westerse allochtonen;2003/'04;;;
6344;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-3;Turken;2003/'04;20.0;;
6345;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-3;Marokkanen;2003/'04;;;
6346;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-3;Surinamers;2003/'04;;;
6347;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-3;Antillianen en Arubanen;2003/'04;;;
6348;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-3;Overig niet-westerse allochtonen;2003/'04;;;
6349;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-3;Herkomst onbekend;2003/'04;;;
6350;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-4;Totaal herkomstgroeperingen;2003/'04;170.0;;
6351;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-4;Autochtonen;2003/'04;130.0;;
6352;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-4;Niet-westerse allochtonen;2003/'04;40.0;;
6353;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-4;Westerse allochtonen;2003/'04;10.0;;
6354;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-4;Turken;2003/'04;30.0;;
6355;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-4;Marokkanen;2003/'04;;;
6356;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-4;Surinamers;2003/'04;;;
6357;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-4;Antillianen en Arubanen;2003/'04;;;
6358;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-4;Overig niet-westerse allochtonen;2003/'04;;;
6359;Woongemeente;Almelo;Vmbo theoretisch-gemengde leerweg-4;Herkomst onbekend;2003/'04;;;
6360;Woongemeente;Almelo;Vmbo gemengde leerweg-3;Totaal herkomstgroeperingen;2003/'04;70.0;;
6361;Woongemeente;Almelo;Vmbo gemengde leerweg-3;Autochtonen;2003/'04;50.0;;
6362;Woongemeente;Almelo;Vmbo gemengde leerweg-3;Niet-westerse allochtonen;2003/'04;20.0;;
6363;Woongemeente;Almelo;Vmbo gemengde leerweg-3;Westerse allochtonen;2003/'04;;;
6364;Woongemeente;Almelo;Vmbo gemengde leerweg-3;Turken;2003/'04;20.0;;
6365;Woongemeente;Almelo;Vmbo gemengde leerweg-3;Marokkanen;2003/'04;;;
6366;Woongemeente;Almelo;Vmbo gemengde leerweg-3;Surinamers;2003/'04;;;
6367;Woongemeente;Almelo;Vmbo gemengde leerweg-3;Antillianen en Arubanen;2003/'04;;;
6368;Woongemeente;Almelo;Vmbo gemengde leerweg-3;Overig niet-westerse allochtonen;2003/'04;;;
6369;Woongemeente;Almelo;Vmbo gemengde leerweg-3;Herkomst onbekend;2003/'04;;;
6370;Woongemeente;Almelo;Vmbo gemengde leerweg-4;Totaal herkomstgroeperingen;2003/'04;30.0;;
6371;Woongemeente;Almelo;Vmbo gemengde leerweg-4;Autochtonen;2003/'04;20.0;;
6372;Woongemeente;Almelo;Vmbo gemengde leerweg-4;Niet-westerse allochtonen;2003/'04;;;
6373;Woongemeente;Almelo;Vmbo gemengde leerweg-4;Westerse allochtonen;2003/'04;;;
6374;Woongemeente;Almelo;Vmbo gemengde leerweg-4;Turken;2003/'04;;;
6375;Woongemeente;Almelo;Vmbo gemengde leerweg-4;Marokkanen;2003/'04;;;
6376;Woongemeente;Almelo;Vmbo gemengde leerweg-4;Surinamers;2003/'04;;;
6377;Woongemeente;Almelo;Vmbo gemengde leerweg-4;Antillianen en Arubanen;2003/'04;;;
6378;Woongemeente;Almelo;Vmbo gemengde leerweg-4;Overig niet-westerse allochtonen;2003/'04;;;
6379;Woongemeente;Almelo;Vmbo gemengde leerweg-4;Herkomst onbekend;2003/'04;;;
6380;Woongemeente;Almelo;Vmbo theoretische leerweg-3;Totaal herkomstgroeperingen;2003/'04;70.0;;
6381;Woongemeente;Almelo;Vmbo theoretische leerweg-3;Autochtonen;2003/'04;50.0;;
6382;Woongemeente;Almelo;Vmbo theoretische leerweg-3;Niet-westerse allochtonen;2003/'04;10.0;;
6383;Woongemeente;Almelo;Vmbo theoretische leerweg-3;Westerse allochtonen;2003/'04;;;
6384;Woongemeente;Almelo;Vmbo theoretische leerweg-3;Turken;2003/'04;;;
6385;Woongemeente;Almelo;Vmbo theoretische leerweg-3;Marokkanen;2003/'04;;;
6386;Woongemeente;Almelo;Vmbo theoretische leerweg-3;Surinamers;2003/'04;;;
6387;Woongemeente;Almelo;Vmbo theoretische leerweg-3;Antillianen en Arubanen;2003/'04;;;
6388;Woongemeente;Almelo;Vmbo theoretische leerweg-3;Overig niet-westerse allochtonen;2003/'04;;;
6389;Woongemeente;Almelo;Vmbo theoretische leerweg-3;Herkomst onbekend;2003/'04;;;
6390;Woongemeente;Almelo;Vmbo theoretische leerweg-4;Totaal herkomstgroeperingen;2003/'04;150.0;;
6391;Woongemeente;Almelo;Vmbo theoretische leerweg-4;Autochtonen;2003/'04;110.0;;
6392;Woongemeente;Almelo;Vmbo theoretische leerweg-4;Niet-westerse allochtonen;2003/'04;30.0;;
6393;Woongemeente;Almelo;Vmbo theoretische leerweg-4;Westerse allochtonen;2003/'04;;;
6394;Woongemeente;Almelo;Vmbo theoretische leerweg-4;Turken;2003/'04;20.0;;
6395;Woongemeente;Almelo;Vmbo theoretische leerweg-4;Marokkanen;2003/'04;;;
6396;Woongemeente;Almelo;Vmbo theoretische leerweg-4;Surinamers;2003/'04;;;
6397;Woongemeente;Almelo;Vmbo theoretische leerweg-4;Antillianen en Arubanen;2003/'04;;;
6398;Woongemeente;Almelo;Vmbo theoretische leerweg-4;Overig niet-westerse allochtonen;2003/'04;;;
6399;Woongemeente;Almelo;Vmbo theoretische leerweg-4;Herkomst onbekend;2003/'04;;;
6400;Woongemeente;Almere;0;Totaal herkomstgroeperingen;2003/'04;10780.0;420.0;4.0
6401;Woongemeente;Almere;0;Autochtonen;2003/'04;7060.0;270.0;4.0
6402;Woongemeente;Almere;0;Niet-westerse allochtonen;2003/'04;2830.0;120.0;4.0
6403;Woongemeente;Almere;0;Westerse allochtonen;2003/'04;890.0;30.0;4.0
6404;Woongemeente;Almere;0;Turken;2003/'04;160.0;;
6405;Woongemeente;Almere;0;Marokkanen;2003/'04;250.0;;
6406;Woongemeente;Almere;0;Surinamers;2003/'04;1220.0;60.0;5.0
6407;Woongemeente;Almere;0;Antillianen en Arubanen;2003/'04;330.0;10.0;4.0
6408;Woongemeente;Almere;0;Overig niet-westerse allochtonen;2003/'04;870.0;30.0;4.0
6409;Woongemeente;Almere;0;Herkomst onbekend;2003/'04;;;
6410;Woongemeente;Almere;Leerjaar 1 totaal;Totaal herkomstgroeperingen;2003/'04;2580.0;20.0;1.0
6411;Woongemeente;Almere;Leerjaar 1 totaal;Autochtonen;2003/'04;1660.0;10.0;1.0
6412;Woongemeente;Almere;Leerjaar 1 totaal;Niet-westerse allochtonen;2003/'04;710.0;;
6413;Woongemeente;Almere;Leerjaar 1 totaal;Westerse allochtonen;2003/'04;210.0;;
6414;Woongemeente;Almere;Leerjaar 1 totaal;Turken;2003/'04;50.0;;
6415;Woongemeente;Almere;Leerjaar 1 totaal;Marokkanen;2003/'04;80.0;;
6416;Woongemeente;Almere;Leerjaar 1 totaal;Surinamers;2003/'04;280.0;;
6417;Woongemeente;Almere;Leerjaar 1 totaal;Antillianen en Arubanen;2003/'04;80.0;;
6418;Woongemeente;Almere;Leerjaar 1 totaal;Overig niet-westerse allochtonen;2003/'04;220.0;;
6419;Woongemeente;Almere;Leerjaar 1 totaal;Herkomst onbekend;2003/'04;;;
6420;Woongemeente;Almere;Leerjaar 2 totaal;Totaal herkomstgroeperingen;2003/'04;2420.0;50.0;2.0
6421;Woongemeente;Almere;Leerjaar 2 totaal;Autochtonen;2003/'04;1590.0;30.0;2.0
6422;Woongemeente;Almere;Leerjaar 2 totaal;Niet-westerse allochtonen;2003/'04;610.0;20.0;2.0
6423;Woongemeente;Almere;Leerjaar 2 totaal;Westerse allochtonen;2003/'04;210.0;;
6424;Woongemeente;Almere;Leerjaar 2 totaal;Turken;2003/'04;40.0;;
6425;Woongemeente;Almere;Leerjaar 2 totaal;Marokkanen;2003/'04;60.0;;
6426;Woongemeente;Almere;Leerjaar 2 totaal;Surinamers;2003/'04;260.0;;
6427;Woongemeente;Almere;Leerjaar 2 totaal;Antillianen en Arubanen;2003/'04;80.0;;
