ID;Soortwoning;RegioS;Perioden;VoorraadPer1Januari_1;Nieuwbouw_2;AankoopTotaal_3;ToegelatenInstellingen_4;Gemeenten_5;OverigeInstellingen_6;VerkoopTotaal_7;ZittendeHuurders_8;ToegelatenInstellingen_9;OverigeParticulieren_10;Beleggers_11;Anderen_12;Sloop_13;VoorraadPer31december_14
2283;Goedkope woningen;Roermond;2001;2224;0;0;0;0;0;2;0;2;0;0;0;161;2067
2284;Goedkope woningen;Roggel en Neer;2000;103;0;0;0;0;0;1;1;0;0;0;0;0;102
2285;Goedkope woningen;Roggel en Neer;2001;136;0;0;0;0;0;5;3;2;0;0;0;0;131
2286;Goedkope woningen;De Ronde Venen;2000;751;0;0;0;0;0;0;0;0;0;0;0;0;624
2287;Goedkope woningen;De Ronde Venen;2001;809;0;0;0;0;0;0;0;0;0;0;0;0;809
2288;Goedkope woningen;Roosendaal;2000;2606;0;319;0;0;319;8;8;0;0;0;0;2;2582
2289;Goedkope woningen;Roosendaal;2001;3075;0;0;0;0;0;8;0;8;0;0;0;67;3044
2290;Goedkope woningen;Rotterdam;2000;66299;34;651;443;127;81;695;1;123;514;0;57;792;59944
2291;Goedkope woningen;Rotterdam;2001;58821;32;150;26;95;29;239;38;165;36;0;0;552;62629
2292;Goedkope woningen;Rozenburg;2000;739;0;0;0;0;0;0;0;0;0;0;0;0;739
2293;Goedkope woningen;Rozenburg;2001;970;0;0;0;0;0;3;1;2;0;0;0;0;967
2294;Goedkope woningen;Rozendaal;2000;24;0;0;0;0;0;0;0;0;0;0;0;0;24
2295;Goedkope woningen;Rozendaal;2001;21;0;0;0;0;0;0;0;0;0;0;0;0;21
2296;Goedkope woningen;Rucphen;2000;1253;0;0;0;0;0;4;4;0;0;0;0;3;1307
2297;Goedkope woningen;Rucphen;2001;1307;0;2;0;0;2;0;0;0;0;0;0;0;1330
2298;Goedkope woningen;Ruurlo;2000;102;0;0;0;0;0;0;0;0;0;0;0;0;67
2299;Goedkope woningen;Ruurlo;2001;67;0;0;0;0;0;0;0;0;0;0;0;0;67
2300;Goedkope woningen;Sas van Gent;2000;551;0;0;0;0;0;10;8;2;0;0;0;0;487
2301;Goedkope woningen;Sas van Gent;2001;595;0;0;0;0;0;3;0;3;0;0;0;55;537
2302;Goedkope woningen;Sassenheim;2000;592;0;0;0;0;0;0;0;0;0;0;0;0;592
2303;Goedkope woningen;Sassenheim;2001;817;0;0;0;0;0;0;0;0;0;0;0;0;817
2304;Goedkope woningen;Schagen;2000;428;0;0;0;0;0;0;0;0;0;0;0;0;363
2305;Goedkope woningen;Schagen;2001;493;0;0;0;0;0;0;0;0;0;0;0;0;462
2306;Goedkope woningen;Scheemda;2000;778;0;0;0;0;0;4;4;0;0;0;0;32;574
2307;Goedkope woningen;Scheemda;2001;538;0;0;0;0;0;1;1;0;0;0;0;29;582
2308;Goedkope woningen;Schermer;2000;109;0;0;0;0;0;0;0;0;0;0;0;0;108
2309;Goedkope woningen;Schermer;2001;144;0;0;0;0;0;0;0;0;0;0;0;0;121
2310;Goedkope woningen;Scherpenzeel;2000;197;0;0;0;0;0;0;0;0;0;0;0;0;91
2311;Goedkope woningen;Scherpenzeel;2001;91;0;0;0;0;0;0;0;0;0;0;0;0;174
2312;Goedkope woningen;Schiedam;2000;5658;0;16;0;0;16;61;0;14;47;0;0;43;4859
2313;Goedkope woningen;Schiedam;2001;7137;0;0;0;0;0;3;0;3;0;0;0;0;6237
2314;Goedkope woningen;Schiermonnikoog;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2315;Goedkope woningen;Schiermonnikoog;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2316;Goedkope woningen;Schijndel;2000;535;0;177;0;177;0;0;0;0;0;0;0;0;660
2317;Goedkope woningen;Schijndel;2001;879;0;0;0;0;0;0;0;0;0;0;0;0;879
2318;Goedkope woningen;Schinnen;2000;60;0;0;0;0;0;0;0;0;0;0;0;0;50
2319;Goedkope woningen;Schinnen;2001;116;0;0;0;0;0;2;2;0;0;0;0;0;149
2320;Goedkope woningen;Schipluiden;2000;157;0;0;0;0;0;0;0;0;0;0;0;0;157
2321;Goedkope woningen;Schipluiden;2001;178;0;0;0;0;0;0;0;0;0;0;0;0;178
2322;Goedkope woningen;Schoonhoven;2000;660;0;0;0;0;0;0;0;0;0;0;0;0;599
2323;Goedkope woningen;Schoonhoven;2001;679;0;0;0;0;0;0;0;0;0;0;0;0;679
2324;Goedkope woningen;Schoorl;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2325;Goedkope woningen;Schoorl;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2326;Goedkope woningen;Schouwen-Duiveland;2000;836;0;0;0;0;0;2;1;1;0;0;0;16;672
2327;Goedkope woningen;Schouwen-Duiveland;2001;1220;0;0;0;0;0;3;2;1;0;0;0;0;1036
2328;Goedkope woningen;Sevenum;2000;17;0;0;0;0;0;0;0;0;0;0;0;0;17
2329;Goedkope woningen;Sevenum;2001;17;0;0;0;0;0;0;0;0;0;0;0;0;24
2330;Goedkope woningen;Simpelveld;2000;159;0;0;0;0;0;0;0;0;0;0;0;0;159
2331;Goedkope woningen;Simpelveld;2001;241;0;0;0;0;0;2;0;2;0;0;0;0;239
2332;Goedkope woningen;Sint-Michielsgestel;2000;476;0;0;0;0;0;0;0;0;0;0;0;0;433
2333;Goedkope woningen;Sint-Michielsgestel;2001;524;0;0;0;0;0;0;0;0;0;0;0;0;528
2334;Goedkope woningen;Sint-Oedenrode;2000;149;0;0;0;0;0;0;0;0;0;0;0;4;145
2335;Goedkope woningen;Sint-Oedenrode;2001;238;0;0;0;0;0;0;0;0;0;0;0;0;238
2336;Goedkope woningen;Sittard;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2337;Goedkope woningen;Sittard;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2338;Goedkope woningen;Sittard-Geleen;2000;3501;3;0;0;0;0;1;1;0;0;0;0;4;3265
2339;Goedkope woningen;Sittard-Geleen;2001;4385;10;0;0;0;0;25;8;15;2;0;0;59;4498
2340;Goedkope woningen;Skarsterlân;2000;813;0;0;0;0;0;0;0;0;0;0;0;6;736
2341;Goedkope woningen;Skarsterlân;2001;972;0;0;0;0;0;0;0;0;0;0;0;0;998
2342;Goedkope woningen;Sliedrecht;2000;966;0;0;0;0;0;0;0;0;0;0;0;0;863
2343;Goedkope woningen;Sliedrecht;2001;915;0;0;0;0;0;0;0;0;0;0;0;0;1159
2344;Goedkope woningen;Slochteren;2000;645;0;0;0;0;0;1;1;0;0;0;0;0;495
2345;Goedkope woningen;Slochteren;2001;495;0;0;0;0;0;0;0;0;0;0;0;12;547
2346;Goedkope woningen;Sluis-Aardenburg;2000;223;0;0;0;0;0;3;3;0;0;0;0;0;177
2347;Goedkope woningen;Sluis-Aardenburg;2001;211;0;0;0;0;0;0;0;0;0;0;0;1;210
2348;Goedkope woningen;Smallingerland;2000;2521;0;0;0;0;0;0;0;0;0;0;0;0;2521
2349;Goedkope woningen;Smallingerland;2001;2777;0;0;0;0;0;2;0;2;0;0;0;0;2860
2350;Goedkope woningen;Sneek;2000;2512;0;1;0;0;1;33;0;33;0;0;0;0;2390
2351;Goedkope woningen;Sneek;2001;2046;0;0;0;0;0;0;0;0;0;0;0;0;2326
2352;Goedkope woningen;Soest;2000;1074;0;0;0;0;0;0;0;0;0;0;0;0;1070
2353;Goedkope woningen;Soest;2001;1412;0;0;0;0;0;0;0;0;0;0;0;0;1412
2354;Goedkope woningen;Someren;2000;222;0;0;0;0;0;0;0;0;0;0;0;0;190
2355;Goedkope woningen;Someren;2001;204;0;0;0;0;0;7;7;0;0;0;0;0;276
2356;Goedkope woningen;Son en Breugel;2000;295;0;0;0;0;0;0;0;0;0;0;0;0;76
2357;Goedkope woningen;Son en Breugel;2001;76;0;0;0;0;0;0;0;0;0;0;0;0;147
2358;Goedkope woningen;Spijkenisse;2000;1691;0;0;0;0;0;9;9;0;0;0;0;0;1540
2359;Goedkope woningen;Spijkenisse;2001;2013;0;0;0;0;0;0;0;0;0;0;0;0;2220
2360;Goedkope woningen;Stad Delden;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2361;Goedkope woningen;Stad Delden;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2362;Goedkope woningen;Stadskanaal;2000;2202;0;0;0;0;0;0;0;0;0;0;0;0;1929
2363;Goedkope woningen;Stadskanaal;2001;1929;0;0;0;0;0;0;0;0;0;0;0;0;2239
2364;Goedkope woningen;Staphorst;2000;70;0;0;0;0;0;0;0;0;0;0;0;0;70
2365;Goedkope woningen;Staphorst;2001;92;0;189;0;189;0;50;0;0;0;50;0;0;237
2366;Goedkope woningen;Stede Broec;2000;452;0;0;0;0;0;0;0;0;0;0;0;0;452
2367;Goedkope woningen;Stede Broec;2001;452;0;0;0;0;0;0;0;0;0;0;0;0;547
2368;Goedkope woningen;Steenbergen;2000;856;0;0;0;0;0;0;0;0;0;0;0;0;802
2369;Goedkope woningen;Steenbergen;2001;1061;0;0;0;0;0;2;2;0;0;0;0;17;962
2370;Goedkope woningen;Steenderen;2000;88;0;0;0;0;0;0;0;0;0;0;0;0;56
2371;Goedkope woningen;Steenderen;2001;102;0;0;0;0;0;0;0;0;0;0;0;0;102
2372;Goedkope woningen;Steenwijk;2000;2425;0;0;0;0;0;6;5;1;0;0;0;145;2210
2373;Goedkope woningen;Steenwijk;2001;2225;0;40;40;0;0;18;0;0;18;0;0;55;2663
2374;Goedkope woningen;Stein;2000;744;0;0;0;0;0;0;0;0;0;0;0;0;685
2375;Goedkope woningen;Stein;2001;693;0;0;0;0;0;11;11;0;0;0;0;0;862
2376;Goedkope woningen;Strijen;2000;551;0;0;0;0;0;0;0;0;0;0;0;0;551
2377;Goedkope woningen;Strijen;2001;574;0;0;0;0;0;0;0;0;0;0;0;0;574
2378;Goedkope woningen;Susteren;2000;222;0;0;0;0;0;0;0;0;0;0;0;0;183
2379;Goedkope woningen;Susteren;2001;266;0;0;0;0;0;0;0;0;0;0;0;0;266
2380;Goedkope woningen;Swalmen;2000;170;0;0;0;0;0;0;0;0;0;0;0;0;131
2381;Goedkope woningen;Swalmen;2001;192;0;0;0;0;0;0;0;0;0;0;0;0;192
2382;Goedkope woningen;Tegelen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2383;Goedkope woningen;Tegelen;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2384;Goedkope woningen;Terneuzen;2000;759;0;0;0;0;0;9;7;2;0;0;0;131;600
2385;Goedkope woningen;Terneuzen;2001;674;0;1;0;0;1;0;0;0;0;0;0;0;676
2386;Goedkope woningen;Terschelling;2000;173;1;0;0;0;0;0;0;0;0;0;0;0;157
2387;Goedkope woningen;Terschelling;2001;176;0;0;0;0;0;2;0;2;0;0;0;3;171
2388;Goedkope woningen;Texel;2000;123;0;0;0;0;0;0;0;0;0;0;0;12;111
2389;Goedkope woningen;Texel;2001;111;0;0;0;0;0;0;0;0;0;0;0;0;188
2390;Goedkope woningen;Tholen;2000;978;0;0;0;0;0;2;0;2;0;0;0;5;927
2391;Goedkope woningen;Tholen;2001;927;0;0;0;0;0;4;2;2;0;0;0;0;994
2392;Goedkope woningen;Thorn;2000;23;0;0;0;0;0;0;0;0;0;0;0;0;16
2393;Goedkope woningen;Thorn;2001;16;0;0;0;0;0;0;0;0;0;0;0;0;43
2394;Goedkope woningen;Tiel;2000;2125;0;0;0;0;0;0;0;0;0;0;0;1;2032
2395;Goedkope woningen;Tiel;2001;2032;0;0;0;0;0;0;0;0;0;0;0;0;2405
2396;Goedkope woningen;Tilburg;2000;15836;61;2;0;0;2;57;3;10;44;0;0;0;11253
2397;Goedkope woningen;Tilburg;2001;12266;3;6;0;0;6;43;24;19;0;0;0;0;13325
2398;Goedkope woningen;Tubbergen;2000;214;0;1;0;0;1;0;0;0;0;0;0;0;215
2399;Goedkope woningen;Tubbergen;2001;215;0;0;0;0;0;0;0;0;0;0;0;0;220
2400;Goedkope woningen;Tynaarlo;2000;887;0;0;0;0;0;3;1;2;0;0;0;31;811
2401;Goedkope woningen;Tynaarlo;2001;862;0;0;0;0;0;8;0;8;0;0;0;20;834
2402;Goedkope woningen;Tytsjerksteradiel;2000;909;0;0;0;0;0;0;0;0;0;0;0;0;909
2403;Goedkope woningen;Tytsjerksteradiel;2001;909;0;0;0;0;0;0;0;0;0;0;0;0;1216
2404;Goedkope woningen;Ubbergen;2000;222;0;0;0;0;0;3;3;0;0;0;0;0;164
2405;Goedkope woningen;Ubbergen;2001;164;0;0;0;0;0;0;0;0;0;0;0;0;247
2406;Goedkope woningen;Uden;2000;1061;0;0;0;0;0;0;0;0;0;0;0;0;852
2407;Goedkope woningen;Uden;2001;1068;0;0;0;0;0;1;0;1;0;0;0;10;1076
2408;Goedkope woningen;Uitgeest;2000;294;0;0;0;0;0;0;0;0;0;0;0;25;255
2409;Goedkope woningen;Uitgeest;2001;255;0;0;0;0;0;0;0;0;0;0;0;0;280
2410;Goedkope woningen;Uithoorn;2000;525;12;0;0;0;0;0;0;0;0;0;0;0;537
2411;Goedkope woningen;Uithoorn;2001;769;5;0;0;0;0;0;0;0;0;0;0;0;802
2412;Goedkope woningen;Urk;2000;172;0;0;0;0;0;0;0;0;0;0;0;0;152
2413;Goedkope woningen;Urk;2001;152;24;0;0;0;0;0;0;0;0;0;0;17;201
2414;Goedkope woningen;Utrecht;2000;16372;0;0;0;0;0;14;0;14;0;0;0;300;15795
2415;Goedkope woningen;Utrecht;2001;19385;210;0;0;0;0;10;10;0;0;0;0;0;20167
2416;Goedkope woningen;Vaals;2000;574;0;0;0;0;0;10;0;0;0;10;0;0;543
2417;Goedkope woningen;Vaals;2001;543;0;0;0;0;0;0;0;0;0;0;0;0;595
2418;Goedkope woningen;Valburg;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2419;Goedkope woningen;Valburg;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2420;Goedkope woningen;Valkenburg;2000;12;0;0;0;0;0;0;0;0;0;0;0;0;12
2421;Goedkope woningen;Valkenburg;2001;20;0;0;0;0;0;0;0;0;0;0;0;0;20
2422;Goedkope woningen;Valkenburg aan de Geul;2000;224;0;0;0;0;0;0;0;0;0;0;0;0;206
2423;Goedkope woningen;Valkenburg aan de Geul;2001;331;0;0;0;0;0;0;0;0;0;0;0;0;330
2424;Goedkope woningen;Valkenswaard;2000;1281;0;0;0;0;0;0;0;0;0;0;0;0;1244
2425;Goedkope woningen;Valkenswaard;2001;1248;0;0;0;0;0;0;0;0;0;0;0;34;1298
2426;Goedkope woningen;Veendam;2000;905;0;0;0;0;0;0;0;0;0;0;0;120;515
2427;Goedkope woningen;Veendam;2001;364;0;0;0;0;0;10;0;0;0;10;0;0;358
2428;Goedkope woningen;Veenendaal;2000;1931;0;0;0;0;0;0;0;0;0;0;0;0;1724
2429;Goedkope woningen;Veenendaal;2001;2415;0;0;0;0;0;0;0;0;0;0;0;0;2368
2430;Goedkope woningen;Veere;2000;343;0;0;0;0;0;0;0;0;0;0;0;0;343
2431;Goedkope woningen;Veere;2001;343;0;0;0;0;0;0;0;0;0;0;0;0;343
2432;Goedkope woningen;Veghel;2000;433;0;0;0;0;0;0;0;0;0;0;0;0;433
2433;Goedkope woningen;Veghel;2001;645;0;0;0;0;0;0;0;0;0;0;0;0;645
2434;Goedkope woningen;Veldhoven;2000;730;0;0;0;0;0;0;0;0;0;0;0;0;568
2435;Goedkope woningen;Veldhoven;2001;568;0;0;0;0;0;8;2;6;0;0;0;0;815
2436;Goedkope woningen;Velsen;2000;5274;0;0;0;0;0;0;0;0;0;0;0;0;4692
2437;Goedkope woningen;Velsen;2001;5284;0;0;0;0;0;1;1;0;0;0;0;0;5536
2438;Goedkope woningen;Venhuizen;2000;139;0;1;0;0;1;2;0;2;0;0;0;0;138
2439;Goedkope woningen;Venhuizen;2001;138;0;0;0;0;0;1;0;1;0;0;0;0;154
2440;Goedkope woningen;Venlo;2000;3601;0;0;0;0;0;32;13;8;0;11;0;47;3140
2441;Goedkope woningen;Venlo;2001;3335;0;0;0;0;0;31;14;15;0;2;0;0;4250
2442;Goedkope woningen;Venray;2000;1204;0;0;0;0;0;0;0;0;0;0;0;0;1058
2443;Goedkope woningen;Venray;2001;1058;0;0;0;0;0;0;0;0;0;0;0;0;1283
2444;Goedkope woningen;Vianen;2000;694;0;0;0;0;0;0;0;0;0;0;0;0;694
2445;Goedkope woningen;Vianen;2001;725;10;83;0;0;83;0;0;0;0;0;0;0;818
2446;Goedkope woningen;Vlaardingen;2000;6501;0;0;0;0;0;0;0;0;0;0;0;0;6471
2447;Goedkope woningen;Vlaardingen;2001;7631;0;100;0;0;100;0;0;0;0;0;0;0;7834
2448;Goedkope woningen;Vlagtwedde;2000;1209;0;0;0;0;0;7;7;0;0;0;0;0;1342
2449;Goedkope woningen;Vlagtwedde;2001;1342;0;0;0;0;0;0;0;0;0;0;0;0;1226
2450;Goedkope woningen;Vleuten-De Meern;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2451;Goedkope woningen;Vleuten-De Meern;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2452;Goedkope woningen;Vlieland;2000;50;0;0;0;0;0;0;0;0;0;0;0;0;50
2453;Goedkope woningen;Vlieland;2001;50;0;0;0;0;0;0;0;0;0;0;0;0;62
2454;Goedkope woningen;Vlissingen;2000;3453;0;0;0;0;0;15;2;13;0;0;0;0;3205
2455;Goedkope woningen;Vlissingen;2001;4046;0;17;16;0;1;43;14;0;16;0;13;0;3785
2456;Goedkope woningen;Vlist;2000;453;0;0;0;0;0;0;0;0;0;0;0;14;439
2457;Goedkope woningen;Vlist;2001;457;0;0;0;0;0;0;0;0;0;0;0;16;441
2458;Goedkope woningen;Voerendaal;2000;152;0;0;0;0;0;0;0;0;0;0;0;0;152
2459;Goedkope woningen;Voerendaal;2001;261;0;0;0;0;0;0;0;0;0;0;0;0;261
2460;Goedkope woningen;Voorburg;2000;1604;0;0;0;0;0;0;0;0;0;0;0;0;1571
2461;Goedkope woningen;Voorburg;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2462;Goedkope woningen;Voorhout;2000;23;0;0;0;0;0;0;0;0;0;0;0;0;12
2463;Goedkope woningen;Voorhout;2001;15;0;0;0;0;0;0;0;0;0;0;0;0;21
2464;Goedkope woningen;Voorschoten;2000;523;0;0;0;0;0;0;0;0;0;0;0;0;783
2465;Goedkope woningen;Voorschoten;2001;781;0;0;0;0;0;0;0;0;0;0;0;0;588
2466;Goedkope woningen;Voorst;2000;656;0;0;0;0;0;0;0;0;0;0;0;0;580
2467;Goedkope woningen;Voorst;2001;580;0;0;0;0;0;0;0;0;0;0;0;0;758
2468;Goedkope woningen;Vorden;2000;187;0;0;0;0;0;0;0;0;0;0;0;0;135
2469;Goedkope woningen;Vorden;2001;135;0;0;0;0;0;2;2;0;0;0;0;0;253
2470;Goedkope woningen;Vriezenveen;2000;1622;2;0;0;0;0;6;0;0;0;0;6;1;1579
2471;Goedkope woningen;Vriezenveen;2001;1394;0;0;0;0;0;1;1;0;0;0;0;2;1573
2472;Goedkope woningen;Vught;2000;923;0;0;0;0;0;6;6;0;0;0;0;6;1136
2473;Goedkope woningen;Vught;2001;1368;0;0;0;0;0;0;0;0;0;0;0;2;1251
2474;Goedkope woningen;Waalre;2000;100;0;0;0;0;0;0;0;0;0;0;0;0;90
2475;Goedkope woningen;Waalre;2001;90;0;155;0;0;155;0;0;0;0;0;0;0;262
2476;Goedkope woningen;Waalwijk;2000;1521;0;0;0;0;0;1;1;0;0;0;0;0;1520
2477;Goedkope woningen;Waalwijk;2001;1862;0;2;0;0;2;4;0;4;0;0;0;0;1860
2478;Goedkope woningen;Waddinxveen;2000;994;0;0;0;0;0;0;0;0;0;0;0;0;1101
2479;Goedkope woningen;Waddinxveen;2001;1101;0;0;0;0;0;0;0;0;0;0;0;0;1108
2480;Goedkope woningen;Wageningen;2000;2125;0;0;0;0;0;0;0;0;0;0;0;0;1801
2481;Goedkope woningen;Wageningen;2001;1806;0;17;0;17;0;8;0;8;0;0;0;0;2148
2482;Goedkope woningen;Warmond;2000;272;0;0;0;0;0;0;0;0;0;0;0;0;272
2483;Goedkope woningen;Warmond;2001;300;0;0;0;0;0;0;0;0;0;0;0;0;300
2484;Goedkope woningen;Warnsveld;2000;134;0;0;0;0;0;0;0;0;0;0;0;11;99
2485;Goedkope woningen;Warnsveld;2001;99;0;0;0;0;0;0;0;0;0;0;0;8;171
2486;Goedkope woningen;Wassenaar;2000;1057;0;0;0;0;0;0;0;0;0;0;0;0;1057
2487;Goedkope woningen;Wassenaar;2001;1267;0;0;0;0;0;0;0;0;0;0;0;0;1267
2488;Goedkope woningen;Wateringen;2000;301;0;0;0;0;0;0;0;0;0;0;0;0;301
2489;Goedkope woningen;Wateringen;2001;370;0;0;0;0;0;0;0;0;0;0;0;0;370
2490;Goedkope woningen;Waterland;2000;417;0;0;0;0;0;0;0;0;0;0;0;0;336
2491;Goedkope woningen;Waterland;2001;413;0;0;0;0;0;0;0;0;0;0;0;0;529
2492;Goedkope woningen;Weerselo;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2493;Goedkope woningen;Weerselo;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2494;Goedkope woningen;Weert;2000;1433;0;0;0;0;0;0;0;0;0;0;0;0;1067
2495;Goedkope woningen;Weert;2001;1100;0;0;0;0;0;0;0;0;0;0;0;0;1589
2496;Goedkope woningen;Weesp;2000;1423;0;0;0;0;0;7;7;0;0;0;0;0;1370
2497;Goedkope woningen;Weesp;2001;1844;0;0;0;0;0;10;10;0;0;0;0;0;1592
2498;Goedkope woningen;Wehl;2000;40;0;0;0;0;0;0;0;0;0;0;0;0;26
2499;Goedkope woningen;Wehl;2001;65;0;0;0;0;0;1;1;0;0;0;0;0;64
2500;Goedkope woningen;Werkendam;2000;891;0;0;0;0;0;1;0;1;0;0;0;1;842
2501;Goedkope woningen;Werkendam;2001;893;0;0;0;0;0;0;0;0;0;0;0;0;978
2502;Goedkope woningen;Wervershoof;2000;136;0;0;0;0;0;0;0;0;0;0;0;0;136
2503;Goedkope woningen;Wervershoof;2001;136;0;0;0;0;0;2;2;0;0;0;0;0;64
2504;Goedkope woningen;West Maas en Waal;2000;421;0;0;0;0;0;0;0;0;0;0;0;0;328
2505;Goedkope woningen;West Maas en Waal;2001;611;0;0;0;0;0;0;0;0;0;0;0;3;516
2506;Goedkope woningen;Wester-Koggenland;2000;300;0;0;0;0;0;0;0;0;0;0;0;0;300
2507;Goedkope woningen;Wester-Koggenland;2001;300;0;0;0;0;0;0;0;0;0;0;0;0;300
2508;Goedkope woningen;Westerveld;2000;372;0;0;0;0;0;0;0;0;0;0;0;0;204
2509;Goedkope woningen;Westerveld;2001;450;0;0;0;0;0;0;0;0;0;0;0;0;543
2510;Goedkope woningen;Westervoort;2000;290;0;0;0;0;0;0;0;0;0;0;0;0;219
2511;Goedkope woningen;Westervoort;2001;355;0;0;0;0;0;0;0;0;0;0;0;0;319
2512;Goedkope woningen;Weststellingwerf;2000;1752;0;0;0;0;0;0;0;0;0;0;0;0;1752
2513;Goedkope woningen;Weststellingwerf;2001;1752;0;0;0;0;0;0;0;0;0;0;0;0;1812
2514;Goedkope woningen;Westvoorne;2000;654;0;0;0;0;0;7;0;0;0;0;7;0;647
2515;Goedkope woningen;Westvoorne;2001;647;0;0;0;0;0;0;0;0;0;0;0;0;647
2516;Goedkope woningen;Wierden;2000;285;0;0;0;0;0;0;0;0;0;0;0;0;236
2517;Goedkope woningen;Wierden;2001;424;0;0;0;0;0;0;0;0;0;0;0;0;424
2518;Goedkope woningen;Wieringen;2000;192;0;0;0;0;0;0;0;0;0;0;0;0;174
2519;Goedkope woningen;Wieringen;2001;205;0;0;0;0;0;0;0;0;0;0;0;0;205
2520;Goedkope woningen;Wieringermeer;2000;673;0;0;0;0;0;3;3;0;0;0;0;0;616
2521;Goedkope woningen;Wieringermeer;2001;852;0;0;0;0;0;0;0;0;0;0;0;0;781
2522;Goedkope woningen;Wijchen;2000;697;0;0;0;0;0;0;0;0;0;0;0;0;605
2523;Goedkope woningen;Wijchen;2001;630;0;0;0;0;0;0;0;0;0;0;0;0;839
2524;Goedkope woningen;Wijdemeren;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2525;Goedkope woningen;Wijdemeren;2001;621;0;0;0;0;0;0;0;0;0;0;0;0;681
2526;Goedkope woningen;Wijhe;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2527;Goedkope woningen;Wijhe;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2528;Goedkope woningen;Wijk bij Duurstede;2000;450;0;0;0;0;0;0;0;0;0;0;0;0;352
2529;Goedkope woningen;Wijk bij Duurstede;2001;556;0;0;0;0;0;0;0;0;0;0;0;0;550
2530;Goedkope woningen;Winschoten;2000;1173;0;0;0;0;0;0;0;0;0;0;0;181;974
2531;Goedkope woningen;Winschoten;2001;901;0;0;0;0;0;0;0;0;0;0;0;0;933
2532;Goedkope woningen;Winsum;2000;331;0;0;0;0;0;1;1;0;0;0;0;0;330
2533;Goedkope woningen;Winsum;2001;497;0;0;0;0;0;0;0;0;0;0;0;0;497
2534;Goedkope woningen;Winterswijk;2000;1058;0;0;0;0;0;50;50;0;0;0;0;27;981
2535;Goedkope woningen;Winterswijk;2001;836;0;0;0;0;0;49;49;0;0;0;0;36;1078
2536;Goedkope woningen;Wisch;2000;167;0;0;0;0;0;0;0;0;0;0;0;0;167
2537;Goedkope woningen;Wisch;2001;288;0;0;0;0;0;0;0;0;0;0;0;0;288
2538;Goedkope woningen;Woensdrecht;2000;453;0;0;0;0;0;0;0;0;0;0;0;0;447
2539;Goedkope woningen;Woensdrecht;2001;614;0;0;0;0;0;0;0;0;0;0;0;0;598
2540;Goedkope woningen;Woerden;2000;1682;0;0;0;0;0;0;0;0;0;0;0;20;1503
2541;Goedkope woningen;Woerden;2001;1539;0;0;0;0;0;0;0;0;0;0;0;0;1872
2542;Goedkope woningen;Wognum;2000;68;0;0;0;0;0;0;0;0;0;0;0;0;68
2543;Goedkope woningen;Wognum;2001;68;0;0;0;0;0;0;0;0;0;0;0;0;65
2544;Goedkope woningen;De Wolden;2000;534;0;0;0;0;0;0;0;0;0;0;0;0;466
2545;Goedkope woningen;De Wolden;2001;466;0;0;0;0;0;0;0;0;0;0;0;0;716
2546;Goedkope woningen;Wormerland;2000;670;0;0;0;0;0;3;3;0;0;0;0;0;667
2547;Goedkope woningen;Wormerland;2001;667;0;3;0;3;0;2;2;0;0;0;0;0;904
2548;Goedkope woningen;Woudenberg;2000;84;0;0;0;0;0;0;0;0;0;0;0;0;84
2549;Goedkope woningen;Woudenberg;2001;112;0;0;0;0;0;0;0;0;0;0;0;10;102
2550;Goedkope woningen;Woudrichem;2000;743;0;0;0;0;0;1;0;1;0;0;0;21;678
2551;Goedkope woningen;Woudrichem;2001;733;0;0;0;0;0;2;2;0;0;0;0;9;765
2552;Goedkope woningen;Wymbritseradiel;2000;627;0;0;0;0;0;4;0;4;0;0;0;0;599
2553;Goedkope woningen;Wymbritseradiel;2001;808;0;0;0;0;0;4;0;4;0;0;0;0;729
2554;Goedkope woningen;Wûnseradiel;2000;530;0;0;0;0;0;3;0;3;0;0;0;0;491
2555;Goedkope woningen;Wûnseradiel;2001;652;0;0;0;0;0;9;5;4;0;0;0;2;571
2556;Goedkope woningen;Zaanstad;2000;10499;0;0;0;0;0;7;0;6;0;0;1;26;9376
2557;Goedkope woningen;Zaanstad;2001;9377;0;26;23;0;3;9;0;9;0;0;0;45;10452
