ID;SoortMisdrijf;GemeentegrootteNaarInwoneraantal;Perioden;TotaalGeregistreerd_1;Per100000Inwoners1279Jaar_2;TotaalOpgehelderd_3;OpgehelderdInGeregistreerd_4;Totaal_5;Mannen_6;Vrouwen_7;Totaal_8;Mannen_9;Vrouwen_10
232;Geweldsmisdrijven;20 000-<50 000 inwoners;2002;22663;518;11767;51.9;14761;13458;1303;337;615;60
233;Geweldsmisdrijven;20 000-<50 000 inwoners;2003;23120;529;12761;55.2;15541;14010;1531;356;641;70
234;Geweldsmisdrijven;20 000-<50 000 inwoners;2004;24592;569;14519;59.0;17880;16054;1826;414;742;85
235;Geweldsmisdrijven;20 000-<50 000 inwoners;2005;25552;557;15677;61.4;19395;17225;2170;423;751;95
236;Geweldsmisdrijven;20 000-<50 000 inwoners;2006;26029;548;16433;63.1;20952;18520;2432;441;780;103
237;Geweldsmisdrijven;20 000-<50 000 inwoners;2007;27154;571;16833;62.0;21817;19221;2596;459;808;109
238;Geweldsmisdrijven;<20 000 inwoners;1994;9119;245;5005;54.9;5682;5308;374;153;282;20
239;Geweldsmisdrijven;<20 000 inwoners;1995;8370;226;4573;54.6;6086;5630;456;164;301;25
240;Geweldsmisdrijven;<20 000 inwoners;1996;8939;244;4883;54.6;6240;5782;458;170;312;25
241;Geweldsmisdrijven;<20 000 inwoners;1997;9182;281;4879;53.1;6626;6164;462;203;373;29
242;Geweldsmisdrijven;<20 000 inwoners;1998;8664;284;4666;53.9;6362;5943;419;208;385;28
243;Geweldsmisdrijven;<20 000 inwoners;1999;9283;315;4716;50.8;6499;6023;476;221;405;33
244;Geweldsmisdrijven;<20 000 inwoners;2000;9445;320;4796;50.8;6539;6115;424;221;410;29
245;Geweldsmisdrijven;<20 000 inwoners;2001;9350;359;4853;51.9;6214;5751;463;239;438;36
246;Geweldsmisdrijven;<20 000 inwoners;2002;9444;384;4943;52.3;6261;5727;534;254;461;44
247;Geweldsmisdrijven;<20 000 inwoners;2003;9462;390;5249;55.5;6465;5915;550;267;483;46
248;Geweldsmisdrijven;<20 000 inwoners;2004;9726;398;5849;60.1;7278;6567;711;298;532;59
249;Geweldsmisdrijven;<20 000 inwoners;2005;9436;440;5651;59.9;7059;6383;676;329;590;64
250;Geweldsmisdrijven;<20 000 inwoners;2006;8640;443;5545;64.2;7105;6391;714;364;649;74
251;Geweldsmisdrijven;<20 000 inwoners;2007;9016;462;5702;63.2;7651;6824;827;392;692;85
252;Vermogensmisdrijven;Alle gemeenten;1994;978299;7757;128925;13.2;126649;105452;21197;1004;1677;335
253;Vermogensmisdrijven;Alle gemeenten;1995;904871;7148;106902;11.8;122899;101796;21103;971;1612;333
254;Vermogensmisdrijven;Alle gemeenten;1996;834381;6568;96218;11.5;119164;99123;20041;938;1564;315
255;Vermogensmisdrijven;Alle gemeenten;1997;846445;6636;86394;10.2;120642;99731;20911;946;1568;327
256;Vermogensmisdrijven;Alle gemeenten;1998;843772;6580;86249;10.2;120721;100910;19811;941;1578;308
257;Vermogensmisdrijven;Alle gemeenten;1999;877480;6798;81662;9.3;115024;96028;18996;891;1491;294
258;Vermogensmisdrijven;Alle gemeenten;2000;895510;6893;75187;8.4;111652;93186;18466;859;1438;284
259;Vermogensmisdrijven;Alle gemeenten;2001;921842;7051;81910;8.9;109588;90594;18994;838;1388;290
260;Vermogensmisdrijven;Alle gemeenten;2002;927632;7050;86676;9.3;116386;95690;20696;884;1456;314
261;Vermogensmisdrijven;Alle gemeenten;2003;880107;6650;88661;10.1;119999;98656;21343;907;1492;322
262;Vermogensmisdrijven;Alle gemeenten;2004;815460;6136;85546;10.5;116783;96037;20746;879;1447;312
263;Vermogensmisdrijven;Alle gemeenten;2005;743598;5577;74463;10.0;103518;83288;20230;776;1251;303
264;Vermogensmisdrijven;Alle gemeenten;2006;703280;5261;71271;10.1;102364;80645;21719;766;1209;324
265;Vermogensmisdrijven;Alle gemeenten;2007;684241;5107;67740;9.9;95655;73575;22080;714;1100;329
266;Vermogensmisdrijven;250 000 en meer inwoners;1994;206575;14148;14735;7.1;25912;21801;4111;1775;3005;560
267;Vermogensmisdrijven;250 000 en meer inwoners;1995;191921;13209;18248;9.5;24832;20998;3834;1709;2910;524
268;Vermogensmisdrijven;250 000 en meer inwoners;1996;158699;10995;13714;8.6;22896;20610;2286;1586;2876;314
269;Vermogensmisdrijven;250 000 en meer inwoners;1997;172231;11985;15286;8.9;25621;20561;5060;1783;2888;698
270;Vermogensmisdrijven;250 000 en meer inwoners;1998;171190;11881;17577;10.3;25370;20343;5027;1761;2849;692
271;Vermogensmisdrijven;250 000 en meer inwoners;1999;186931;12896;19217;10.3;24823;19962;4861;1713;2779;665
272;Vermogensmisdrijven;250 000 en meer inwoners;2000;191132;13146;15434;8.1;26217;21207;5010;1803;2940;684
273;Vermogensmisdrijven;250 000 en meer inwoners;2001;241860;14453;20752;8.6;27218;21889;5329;1627;2641;631
274;Vermogensmisdrijven;250 000 en meer inwoners;2002;241464;14271;21945;9.1;29211;23562;5649;1726;2806;663
275;Vermogensmisdrijven;250 000 en meer inwoners;2003;221089;12987;22522;10.2;29486;23802;5684;1732;2818;663
276;Vermogensmisdrijven;250 000 en meer inwoners;2004;193303;11279;21446;11.1;28504;23007;5497;1663;2706;636
277;Vermogensmisdrijven;250 000 en meer inwoners;2005;172865;10036;19426;11.2;25307;20358;4949;1469;2384;570
278;Vermogensmisdrijven;250 000 en meer inwoners;2006;165184;9574;17690;10.7;24302;19393;4909;1409;2269;564
279;Vermogensmisdrijven;250 000 en meer inwoners;2007;158226;9161;17360;11.0;22663;17483;5180;1312;2046;594
280;Vermogensmisdrijven;100 000-<250 000 inwoners;1994;244839;12123;32311;13.2;26429;21626;4803;1309;2177;468
281;Vermogensmisdrijven;100 000-<250 000 inwoners;1995;233959;10688;27474;11.7;31245;25546;5699;1427;2371;513
282;Vermogensmisdrijven;100 000-<250 000 inwoners;1996;228842;9937;27311;11.9;32526;26449;6077;1412;2331;520
283;Vermogensmisdrijven;100 000-<250 000 inwoners;1997;235268;9669;24147;10.3;32906;27080;5826;1352;2256;472
284;Vermogensmisdrijven;100 000-<250 000 inwoners;1998;253713;9990;24610;9.7;34091;28549;5542;1342;2277;431
285;Vermogensmisdrijven;100 000-<250 000 inwoners;1999;263882;10273;22520;8.5;31114;25627;5487;1211;2019;422
286;Vermogensmisdrijven;100 000-<250 000 inwoners;2000;262654;10136;21815;8.3;29997;25051;4946;1158;1955;378
287;Vermogensmisdrijven;100 000-<250 000 inwoners;2001;229533;9505;20497;8.9;27102;22396;4706;1122;1870;387
288;Vermogensmisdrijven;100 000-<250 000 inwoners;2002;232153;9520;22329;9.6;29125;23907;5218;1194;1975;425
289;Vermogensmisdrijven;100 000-<250 000 inwoners;2003;219626;8924;21690;9.9;28746;23386;5360;1168;1914;433
290;Vermogensmisdrijven;100 000-<250 000 inwoners;2004;199883;8051;21134;10.6;28182;22681;5501;1135;1840;440
291;Vermogensmisdrijven;100 000-<250 000 inwoners;2005;182254;7295;18619;10.2;25367;19501;5866;1015;1573;466
292;Vermogensmisdrijven;100 000-<250 000 inwoners;2006;172122;6848;18921;11.0;26503;19751;6752;1054;1584;533
293;Vermogensmisdrijven;100 000-<250 000 inwoners;2007;169008;6684;18213;10.8;25730;18695;7035;1018;1490;552
294;Vermogensmisdrijven;50 000-<100 000 inwoners;1994;179114;8425;28376;15.8;25586;20736;4850;1203;1973;451
295;Vermogensmisdrijven;50 000-<100 000 inwoners;1995;149250;7552;20645;13.8;22089;17785;4304;1118;1817;432
296;Vermogensmisdrijven;50 000-<100 000 inwoners;1996;133938;7030;17070;12.7;19189;15121;4068;1007;1601;423
297;Vermogensmisdrijven;50 000-<100 000 inwoners;1997;136939;7232;16169;11.8;20024;16259;3765;1057;1731;395
298;Vermogensmisdrijven;50 000-<100 000 inwoners;1998;133591;7139;15678;11.7;20066;16479;3587;1072;1774;381
299;Vermogensmisdrijven;50 000-<100 000 inwoners;1999;137727;7123;14091;10.2;20150;16731;3419;1042;1745;351
300;Vermogensmisdrijven;50 000-<100 000 inwoners;2000;142577;7321;13352;9.4;18884;15463;3421;970;1601;348
301;Vermogensmisdrijven;50 000-<100 000 inwoners;2001;152273;7216;14412;9.5;19619;15938;3681;930;1521;346
302;Vermogensmisdrijven;50 000-<100 000 inwoners;2002;156116;7123;14613;9.4;19169;15388;3781;875;1413;343
303;Vermogensmisdrijven;50 000-<100 000 inwoners;2003;157678;6915;16094;10.2;21425;17339;4086;940;1529;357
304;Vermogensmisdrijven;50 000-<100 000 inwoners;2004;149160;6415;15249;10.2;20602;16756;3846;886;1449;329
305;Vermogensmisdrijven;50 000-<100 000 inwoners;2005;136784;5734;13866;10.1;19090;15133;3957;800;1275;330
306;Vermogensmisdrijven;50 000-<100 000 inwoners;2006;131312;5398;13638;10.4;19483;15189;4294;801;1255;351
307;Vermogensmisdrijven;50 000-<100 000 inwoners;2007;128090;5263;12701;9.9;17732;13640;4092;729;1126;335
308;Vermogensmisdrijven;20 000-<50 000 inwoners;1994;193525;5893;31580;16.3;29085;24336;4749;886;1488;288
309;Vermogensmisdrijven;20 000-<50 000 inwoners;1995;184937;5544;24231;13.1;26548;21958;4590;796;1321;274
310;Vermogensmisdrijven;20 000-<50 000 inwoners;1996;177535;5239;22248;12.5;26188;21392;4796;773;1266;282
311;Vermogensmisdrijven;20 000-<50 000 inwoners;1997;185182;4974;20057;10.8;27022;22648;4374;726;1219;235
312;Vermogensmisdrijven;20 000-<50 000 inwoners;1998;184746;4715;18945;10.3;27598;23518;4080;704;1202;208
313;Vermogensmisdrijven;20 000-<50 000 inwoners;1999;188775;4707;17419;9.2;26116;22469;3647;651;1121;182
314;Vermogensmisdrijven;20 000-<50 000 inwoners;2000;197249;4878;16836;8.5;24955;21345;3610;617;1056;178
315;Vermogensmisdrijven;20 000-<50 000 inwoners;2001;200356;4688;17381;8.7;24441;20762;3679;572;971;172
316;Vermogensmisdrijven;20 000-<50 000 inwoners;2002;202229;4622;17690;8.7;25113;21164;3949;574;967;181
317;Vermogensmisdrijven;20 000-<50 000 inwoners;2003;191311;4380;18444;9.6;27313;23056;4257;625;1055;195
318;Vermogensmisdrijven;20 000-<50 000 inwoners;2004;187961;4347;18158;9.7;26383;22402;3981;610;1036;184
319;Vermogensmisdrijven;20 000-<50 000 inwoners;2005;178268;3888;16539;9.3;24758;20452;4306;540;891;188
320;Vermogensmisdrijven;20 000-<50 000 inwoners;2006;171306;3610;15964;9.3;24254;19715;4539;511;830;192
321;Vermogensmisdrijven;20 000-<50 000 inwoners;2007;166620;3504;14604;8.8;21890;17373;4517;460;730;190
322;Vermogensmisdrijven;<20 000 inwoners;1994;145718;3915;18806;12.9;16513;14367;2146;444;764;117
323;Vermogensmisdrijven;<20 000 inwoners;1995;137029;3699;13425;9.8;15222;13281;1941;411;709;106
324;Vermogensmisdrijven;<20 000 inwoners;1996;128119;3498;13103;10.2;15453;13297;2156;422;718;119
325;Vermogensmisdrijven;<20 000 inwoners;1997;110621;3385;9895;8.9;14161;12318;1843;433;746;114
326;Vermogensmisdrijven;<20 000 inwoners;1998;96966;3177;8622;8.9;12762;11207;1555;418;727;103
327;Vermogensmisdrijven;<20 000 inwoners;1999;97073;3295;7640;7.9;12015;10466;1549;408;704;106
328;Vermogensmisdrijven;<20 000 inwoners;2000;95183;3222;7241;7.6;10900;9492;1408;369;636;96
329;Vermogensmisdrijven;<20 000 inwoners;2001;88648;3407;6688;7.5;9311;8099;1212;358;616;94
330;Vermogensmisdrijven;<20 000 inwoners;2002;85838;3488;6683;7.8;10064;8752;1312;409;704;108
331;Vermogensmisdrijven;<20 000 inwoners;2003;82098;3387;6769;8.2;9698;8459;1239;400;691;103
332;Vermogensmisdrijven;<20 000 inwoners;2004;77934;3187;6917;8.9;10257;8982;1275;419;727;105
333;Vermogensmisdrijven;<20 000 inwoners;2005;69099;3225;5620;8.1;8487;7380;1107;396;682;104
334;Vermogensmisdrijven;<20 000 inwoners;2006;59270;3039;4710;7.9;7357;6196;1161;377;630;120
335;Vermogensmisdrijven;<20 000 inwoners;2007;58275;2984;4575;7.9;7303;6084;1219;374;617;126
336;Vernieling en Openbare orde;Alle gemeenten;1994;155684;1234;25524;16.4;29447;27583;1864;233;439;29
337;Vernieling en Openbare orde;Alle gemeenten;1995;152793;1207;21967;14.4;30878;28665;2213;244;454;35
338;Vernieling en Openbare orde;Alle gemeenten;1996;170706;1344;22849;13.4;35247;32483;2764;277;513;43
339;Vernieling en Openbare orde;Alle gemeenten;1997;180350;1414;22436;12.4;32563;30090;2473;255;473;39
340;Vernieling en Openbare orde;Alle gemeenten;1998;179325;1399;22924;12.8;34065;31940;2125;266;499;33
341;Vernieling en Openbare orde;Alle gemeenten;1999;189010;1464;22465;11.9;35200;32745;2455;273;509;38
342;Vernieling en Openbare orde;Alle gemeenten;2000;190024;1463;23139;12.2;36067;33431;2636;278;516;40
343;Vernieling en Openbare orde;Alle gemeenten;2001;193129;1477;26114;13.5;37867;34826;3041;290;534;46
344;Vernieling en Openbare orde;Alle gemeenten;2002;197513;1501;29828;15.1;44912;41130;3782;341;626;57
345;Vernieling en Openbare orde;Alle gemeenten;2003;192514;1455;32091;16.7;49115;44365;4750;371;671;72
346;Vernieling en Openbare orde;Alle gemeenten;2004;202999;1527;35093;17.3;54472;49383;5089;410;744;76
347;Vernieling en Openbare orde;Alle gemeenten;2005;211414;1585;33665;15.9;53227;47815;5412;399;718;81
348;Vernieling en Openbare orde;Alle gemeenten;2006;215225;1610;34454;16.0;57273;51559;5714;428;773;85
349;Vernieling en Openbare orde;Alle gemeenten;2007;223430;1668;33923;15.2;57315;51350;5965;428;768;89
350;Vernieling en Openbare orde;250 000 en meer inwoners;1994;17445;1195;2637;15.1;5105;4683;422;350;645;57
351;Vernieling en Openbare orde;250 000 en meer inwoners;1995;17667;1216;3536;20.0;5070;4582;488;349;635;67
352;Vernieling en Openbare orde;250 000 en meer inwoners;1996;18789;1302;3081;16.4;5086;4554;532;352;636;73
353;Vernieling en Openbare orde;250 000 en meer inwoners;1997;20167;1403;3124;15.5;4959;4450;509;345;625;70
354;Vernieling en Openbare orde;250 000 en meer inwoners;1998;19748;1371;3914;19.8;5422;4921;501;376;689;69
355;Vernieling en Openbare orde;250 000 en meer inwoners;1999;23744;1638;4660;19.6;6044;5464;580;417;761;79
356;Vernieling en Openbare orde;250 000 en meer inwoners;2000;23963;1648;4542;19.0;7051;6396;655;485;887;89
357;Vernieling en Openbare orde;250 000 en meer inwoners;2001;29946;1790;6035;20.2;7700;6956;744;460;839;88
358;Vernieling en Openbare orde;250 000 en meer inwoners;2002;29367;1736;6751;23.0;9223;8333;890;545;992;104
359;Vernieling en Openbare orde;250 000 en meer inwoners;2003;27432;1611;7344;26.8;10085;8912;1173;592;1055;137
360;Vernieling en Openbare orde;250 000 en meer inwoners;2004;29823;1740;8465;28.4;11580;10188;1392;676;1198;161
361;Vernieling en Openbare orde;250 000 en meer inwoners;2005;30818;1789;7562;24.5;10614;9261;1353;616;1084;156
362;Vernieling en Openbare orde;250 000 en meer inwoners;2006;31325;1816;7388;23.6;11129;9798;1331;645;1146;153
363;Vernieling en Openbare orde;250 000 en meer inwoners;2007;32939;1907;7296;22.2;11004;9678;1326;637;1133;152
364;Vernieling en Openbare orde;100 000-<250 000 inwoners;1994;33482;1658;5284;15.8;4980;4597;383;247;463;37
365;Vernieling en Openbare orde;100 000-<250 000 inwoners;1995;35739;1633;4833;13.5;6706;6188;518;306;574;47
366;Vernieling en Openbare orde;100 000-<250 000 inwoners;1996;38766;1683;5471;14.1;8320;7601;719;361;670;62
367;Vernieling en Openbare orde;100 000-<250 000 inwoners;1997;40495;1664;4975;12.3;7078;6577;501;291;548;41
368;Vernieling en Openbare orde;100 000-<250 000 inwoners;1998;41900;1650;4970;11.9;7391;6923;468;291;552;36
369;Vernieling en Openbare orde;100 000-<250 000 inwoners;1999;44072;1716;4841;11.0;7644;7126;518;298;561;40
370;Vernieling en Openbare orde;100 000-<250 000 inwoners;2000;44477;1716;5262;11.8;7702;7164;538;297;559;41
371;Vernieling en Openbare orde;100 000-<250 000 inwoners;2001;40016;1657;5220;13.0;7571;6934;637;314;579;52
372;Vernieling en Openbare orde;100 000-<250 000 inwoners;2002;41312;1694;6607;16.0;9400;8430;970;385;696;79
373;Vernieling en Openbare orde;100 000-<250 000 inwoners;2003;42087;1710;6801;16.2;9983;9004;979;406;737;79
374;Vernieling en Openbare orde;100 000-<250 000 inwoners;2004;43360;1747;7205;16.6;11068;10002;1066;446;812;85
375;Vernieling en Openbare orde;100 000-<250 000 inwoners;2005;45326;1814;7066;15.6;10429;9340;1089;417;753;87
376;Vernieling en Openbare orde;100 000-<250 000 inwoners;2006;46203;1838;7268;15.7;11172;9987;1185;444;801;94
377;Vernieling en Openbare orde;100 000-<250 000 inwoners;2007;47647;1884;7473;15.7;11922;10570;1352;472;843;106
378;Vernieling en Openbare orde;50 000-<100 000 inwoners;1994;32300;1519;5016;15.5;5533;5138;395;260;489;37
379;Vernieling en Openbare orde;50 000-<100 000 inwoners;1995;28429;1438;4102;14.4;4961;4598;363;251;470;36
380;Vernieling en Openbare orde;50 000-<100 000 inwoners;1996;31762;1667;3833;12.1;5537;5081;456;291;538;47
381;Vernieling en Openbare orde;50 000-<100 000 inwoners;1997;33985;1795;3945;11.6;5400;4946;454;285;527;48
382;Vernieling en Openbare orde;50 000-<100 000 inwoners;1998;32757;1751;4184;12.8;5959;5554;405;318;598;43
383;Vernieling en Openbare orde;50 000-<100 000 inwoners;1999;34134;1765;4115;12.1;6512;6017;495;337;627;51
384;Vernieling en Openbare orde;50 000-<100 000 inwoners;2000;34600;1777;3950;11.4;5929;5486;443;304;568;45
385;Vernieling en Openbare orde;50 000-<100 000 inwoners;2001;36798;1744;4927;13.4;7002;6460;542;332;616;51
386;Vernieling en Openbare orde;50 000-<100 000 inwoners;2002;38878;1774;5309;13.7;7934;7159;775;362;657;70
387;Vernieling en Openbare orde;50 000-<100 000 inwoners;2003;39480;1731;5867;14.9;8508;7662;846;373;675;74
388;Vernieling en Openbare orde;50 000-<100 000 inwoners;2004;42094;1810;6681;15.9;10195;9252;943;438;800;81
389;Vernieling en Openbare orde;50 000-<100 000 inwoners;2005;42497;1781;6343;14.9;9504;8493;1011;398;715;84
390;Vernieling en Openbare orde;50 000-<100 000 inwoners;2006;44266;1820;6809;15.4;10644;9451;1193;438;781;98
391;Vernieling en Openbare orde;50 000-<100 000 inwoners;2007;46225;1899;6657;14.4;11339;10172;1167;466;839;96
392;Vernieling en Openbare orde;20 000-<50 000 inwoners;1994;38472;1172;6776;17.6;7330;6974;356;223;426;22
393;Vernieling en Openbare orde;20 000-<50 000 inwoners;1995;39379;1181;5233;13.3;7559;7080;479;227;426;29
394;Vernieling en Openbare orde;20 000-<50 000 inwoners;1996;46133;1361;5690;12.3;8928;8290;638;263;491;38
395;Vernieling en Openbare orde;20 000-<50 000 inwoners;1997;52715;1416;6004;11.4;8801;8172;629;236;440;34
396;Vernieling en Openbare orde;20 000-<50 000 inwoners;1998;53933;1376;6188;11.5;9463;8962;501;242;458;26
397;Vernieling en Openbare orde;20 000-<50 000 inwoners;1999;56223;1402;5618;10.0;9397;8784;613;234;438;31
398;Vernieling en Openbare orde;20 000-<50 000 inwoners;2000;57293;1417;6291;11.0;10334;9628;706;256;476;35
399;Vernieling en Openbare orde;20 000-<50 000 inwoners;2001;58819;1376;6742;11.5;10667;9910;757;250;464;35
400;Vernieling en Openbare orde;20 000-<50 000 inwoners;2002;60035;1372;7670;12.8;12522;11693;829;286;534;38
401;Vernieling en Openbare orde;20 000-<50 000 inwoners;2003;56621;1296;8132;14.4;13822;12620;1202;316;577;55
402;Vernieling en Openbare orde;20 000-<50 000 inwoners;2004;61104;1413;8825;14.4;14825;13585;1240;343;628;57
403;Vernieling en Openbare orde;20 000-<50 000 inwoners;2005;65667;1432;9126;13.9;16167;14655;1512;353;639;66
404;Vernieling en Openbare orde;20 000-<50 000 inwoners;2006;67867;1430;9323;13.7;17219;15646;1573;363;659;66
405;Vernieling en Openbare orde;20 000-<50 000 inwoners;2007;70420;1481;8975;12.7;16131;14583;1548;339;613;65
406;Vernieling en Openbare orde;<20 000 inwoners;1994;32749;880;5414;16.5;6000;5695;305;161;303;17
407;Vernieling en Openbare orde;<20 000 inwoners;1995;30576;825;3863;12.6;6063;5712;351;164;305;19
408;Vernieling en Openbare orde;<20 000 inwoners;1996;34441;940;4453;12.9;6980;6566;414;191;355;23
409;Vernieling en Openbare orde;<20 000 inwoners;1997;32181;985;4117;12.8;6006;5637;369;184;341;23
410;Vernieling en Openbare orde;<20 000 inwoners;1998;30074;985;3404;11.3;5536;5292;244;181;343;16
411;Vernieling en Openbare orde;<20 000 inwoners;1999;30026;1019;3012;10.0;5319;5083;236;181;342;16
412;Vernieling en Openbare orde;<20 000 inwoners;2000;29026;983;2962;10.2;4859;4604;255;164;309;17
413;Vernieling en Openbare orde;<20 000 inwoners;2001;26765;1029;2994;11.2;4676;4348;328;180;331;25
414;Vernieling en Openbare orde;<20 000 inwoners;2002;27082;1100;3232;11.9;5470;5167;303;222;416;25
415;Vernieling en Openbare orde;<20 000 inwoners;2003;25975;1072;3677;14.2;6387;5859;528;264;479;44
416;Vernieling en Openbare orde;<20 000 inwoners;2004;25771;1054;3731;14.5;6585;6143;442;269;497;37
417;Vernieling en Openbare orde;<20 000 inwoners;2005;26404;1232;3432;13.0;6314;5872;442;295;543;42
418;Vernieling en Openbare orde;<20 000 inwoners;2006;24979;1281;3580;14.3;6996;6571;425;359;668;44
419;Vernieling en Openbare orde;<20 000 inwoners;2007;25649;1313;3430;13.4;6815;6251;564;349;634;58
420;Overige misdrijven Wetboek v. Strafrecht;Alle gemeenten;1994;5068;40;2363;46.6;2696;2441;255;21;39;4
421;Overige misdrijven Wetboek v. Strafrecht;Alle gemeenten;1995;3711;29;1994;53.7;2936;2595;341;23;41;5
422;Overige misdrijven Wetboek v. Strafrecht;Alle gemeenten;1996;3508;28;2183;62.2;3241;2879;362;26;45;6
423;Overige misdrijven Wetboek v. Strafrecht;Alle gemeenten;1997;3274;26;1884;57.5;2566;2231;335;20;35;5
424;Overige misdrijven Wetboek v. Strafrecht;Alle gemeenten;1998;4459;35;3004;67.4;3652;3264;388;28;51;6
425;Overige misdrijven Wetboek v. Strafrecht;Alle gemeenten;1999;5917;46;3997;67.6;4497;4040;457;35;63;7
426;Overige misdrijven Wetboek v. Strafrecht;Alle gemeenten;2000;6351;49;4530;71.3;5417;4844;573;42;75;9
427;Overige misdrijven Wetboek v. Strafrecht;Alle gemeenten;2001;7230;55;5343;73.9;5966;5310;656;46;81;10
428;Overige misdrijven Wetboek v. Strafrecht;Alle gemeenten;2002;9109;69;6497;71.3;7093;6213;880;54;95;13
429;Overige misdrijven Wetboek v. Strafrecht;Alle gemeenten;2003;10571;80;7837;74.1;8725;7697;1028;66;116;16
430;Overige misdrijven Wetboek v. Strafrecht;Alle gemeenten;2004;11127;84;8464;76.1;9457;8243;1214;71;124;18
431;Overige misdrijven Wetboek v. Strafrecht;Alle gemeenten;2005;10954;82;8102;74.0;9157;7895;1262;69;119;19
432;Overige misdrijven Wetboek v. Strafrecht;Alle gemeenten;2006;11533;86;8345;72.4;9531;8051;1480;71;121;22
433;Overige misdrijven Wetboek v. Strafrecht;Alle gemeenten;2007;12408;93;8508;68.6;9614;8118;1496;72;121;22
434;Overige misdrijven Wetboek v. Strafrecht;250 000 en meer inwoners;1994;596;41;272;45.6;532;479;53;36;66;7
435;Overige misdrijven Wetboek v. Strafrecht;250 000 en meer inwoners;1995;500;34;262;52.4;568;514;54;39;71;7
436;Overige misdrijven Wetboek v. Strafrecht;250 000 en meer inwoners;1996;631;44;266;42.2;592;533;59;41;74;8
437;Overige misdrijven Wetboek v. Strafrecht;250 000 en meer inwoners;1997;936;65;431;46.0;719;637;82;50;89;11
438;Overige misdrijven Wetboek v. Strafrecht;250 000 en meer inwoners;1998;1350;94;820;60.7;1023;929;94;71;130;13
439;Overige misdrijven Wetboek v. Strafrecht;250 000 en meer inwoners;1999;1959;135;1143;58.3;1092;988;104;75;138;14
440;Overige misdrijven Wetboek v. Strafrecht;250 000 en meer inwoners;2000;2031;140;1166;57.4;1439;1288;151;99;179;21
441;Overige misdrijven Wetboek v. Strafrecht;250 000 en meer inwoners;2001;2254;135;1469;65.2;1544;1393;151;92;168;18
442;Overige misdrijven Wetboek v. Strafrecht;250 000 en meer inwoners;2002;2839;168;2044;72.0;2158;1923;235;128;229;28
443;Overige misdrijven Wetboek v. Strafrecht;250 000 en meer inwoners;2003;3193;188;2292;71.8;2585;2279;306;152;270;36
444;Overige misdrijven Wetboek v. Strafrecht;250 000 en meer inwoners;2004;2959;173;2182;73.7;2445;2145;300;143;252;35
445;Overige misdrijven Wetboek v. Strafrecht;250 000 en meer inwoners;2005;2802;163;2025;72.3;2390;2095;295;139;245;34
446;Overige misdrijven Wetboek v. Strafrecht;250 000 en meer inwoners;2006;3025;175;2144;70.9;2437;2071;366;141;242;42
447;Overige misdrijven Wetboek v. Strafrecht;250 000 en meer inwoners;2007;3280;190;2123;64.7;2374;2052;322;137;240;37
448;Overige misdrijven Wetboek v. Strafrecht;100 000-<250 000 inwoners;1994;958;47;523;54.6;449;401;48;22;40;5
449;Overige misdrijven Wetboek v. Strafrecht;100 000-<250 000 inwoners;1995;1153;53;607;52.6;862;791;71;39;73;6
450;Overige misdrijven Wetboek v. Strafrecht;100 000-<250 000 inwoners;1996;819;36;698;85.2;916;822;94;40;72;8
451;Overige misdrijven Wetboek v. Strafrecht;100 000-<250 000 inwoners;1997;685;28;527;76.9;674;608;66;28;51;5
452;Overige misdrijven Wetboek v. Strafrecht;100 000-<250 000 inwoners;1998;1026;40;872;85.0;1131;1031;100;45;82;8
453;Overige misdrijven Wetboek v. Strafrecht;100 000-<250 000 inwoners;1999;1319;51;1143;86.7;1311;1179;132;51;93;10
454;Overige misdrijven Wetboek v. Strafrecht;100 000-<250 000 inwoners;2000;1501;58;1318;87.8;1555;1405;150;60;110;11
455;Overige misdrijven Wetboek v. Strafrecht;100 000-<250 000 inwoners;2001;1521;63;1333;87.6;1497;1352;145;62;113;12
456;Overige misdrijven Wetboek v. Strafrecht;100 000-<250 000 inwoners;2002;1951;80;1433;73.4;1567;1390;177;64;115;14
457;Overige misdrijven Wetboek v. Strafrecht;100 000-<250 000 inwoners;2003;2378;97;1865;78.4;1997;1786;211;81;146;17
458;Overige misdrijven Wetboek v. Strafrecht;100 000-<250 000 inwoners;2004;2646;107;2139;80.8;2350;2086;264;95;169;21
459;Overige misdrijven Wetboek v. Strafrecht;100 000-<250 000 inwoners;2005;2607;104;2018;77.4;2226;1935;291;89;156;23
460;Overige misdrijven Wetboek v. Strafrecht;100 000-<250 000 inwoners;2006;2631;105;1987;75.5;2227;1904;323;89;153;25
461;Overige misdrijven Wetboek v. Strafrecht;100 000-<250 000 inwoners;2007;2799;111;2026;72.4;2242;1915;327;89;153;26
462;Overige misdrijven Wetboek v. Strafrecht;50 000-<100 000 inwoners;1994;662;31;439;66.3;516;461;55;24;44;5
463;Overige misdrijven Wetboek v. Strafrecht;50 000-<100 000 inwoners;1995;497;25;340;68.4;424;354;70;21;36;7
464;Overige misdrijven Wetboek v. Strafrecht;50 000-<100 000 inwoners;1996;601;32;393;65.4;588;509;79;31;54;8
465;Overige misdrijven Wetboek v. Strafrecht;50 000-<100 000 inwoners;1997;502;27;319;63.5;393;325;68;21;35;7
466;Overige misdrijven Wetboek v. Strafrecht;50 000-<100 000 inwoners;1998;706;38;491;69.5;559;496;63;30;53;7
