ID;Opdrachtgever;Eigendomsvorm;RegioS;Perioden;NieuwTeBouwenWoningen_1
3308;Totaal opdrachtgevers;Totaal;Overijssel (PV);2013 september;189
3309;Totaal opdrachtgevers;Totaal;Overijssel (PV);2013 3e kwartaal;490
3310;Totaal opdrachtgevers;Totaal;Overijssel (PV);2013 oktober;353
3311;Totaal opdrachtgevers;Totaal;Overijssel (PV);2013 november;200
3312;Totaal opdrachtgevers;Totaal;Overijssel (PV);2013 december;147
3313;Totaal opdrachtgevers;Totaal;Overijssel (PV);2013 4e kwartaal;700
3314;Totaal opdrachtgevers;Totaal;Overijssel (PV);2013;2312
3315;Totaal opdrachtgevers;Totaal;Overijssel (PV);2014 januari;81
3316;Totaal opdrachtgevers;Totaal;Overijssel (PV);2014 februari;241
3317;Totaal opdrachtgevers;Totaal;Overijssel (PV);2014 maart;112
3318;Totaal opdrachtgevers;Totaal;Overijssel (PV);2014 1e kwartaal;434
3319;Totaal opdrachtgevers;Totaal;Overijssel (PV);2014 april;189
3320;Totaal opdrachtgevers;Totaal;Overijssel (PV);2014 mei;202
3321;Totaal opdrachtgevers;Totaal;Overijssel (PV);2014 juni;133
3322;Totaal opdrachtgevers;Totaal;Overijssel (PV);2014 2e kwartaal;524
3323;Totaal opdrachtgevers;Totaal;Overijssel (PV);2014 juli;268
3324;Totaal opdrachtgevers;Totaal;Overijssel (PV);2014 augustus;99
3325;Totaal opdrachtgevers;Totaal;Overijssel (PV);2014 september;305
3326;Totaal opdrachtgevers;Totaal;Overijssel (PV);2014 3e kwartaal;672
3327;Totaal opdrachtgevers;Totaal;Overijssel (PV);2014 oktober;226
3328;Totaal opdrachtgevers;Totaal;Overijssel (PV);2014 november;168
3329;Totaal opdrachtgevers;Totaal;Overijssel (PV);2014 december;256
3330;Totaal opdrachtgevers;Totaal;Overijssel (PV);2014 4e kwartaal;650
3331;Totaal opdrachtgevers;Totaal;Overijssel (PV);2014;2280
3332;Totaal opdrachtgevers;Totaal;Overijssel (PV);2015 januari;318
3333;Totaal opdrachtgevers;Totaal;Overijssel (PV);2015 februari;568
3334;Totaal opdrachtgevers;Totaal;Overijssel (PV);2015 maart;283
3335;Totaal opdrachtgevers;Totaal;Overijssel (PV);2015 1e kwartaal;1169
3336;Totaal opdrachtgevers;Totaal;Overijssel (PV);2015 april;360
3337;Totaal opdrachtgevers;Totaal;Overijssel (PV);2015 mei;151
3338;Totaal opdrachtgevers;Totaal;Overijssel (PV);2015 juni;208
3339;Totaal opdrachtgevers;Totaal;Overijssel (PV);2015 2e kwartaal;719
3340;Totaal opdrachtgevers;Totaal;Overijssel (PV);2015 juli;158
3341;Totaal opdrachtgevers;Totaal;Overijssel (PV);2015 augustus;212
3342;Totaal opdrachtgevers;Totaal;Overijssel (PV);2015 september;162
3343;Totaal opdrachtgevers;Totaal;Overijssel (PV);2015 3e kwartaal;532
3344;Totaal opdrachtgevers;Totaal;Overijssel (PV);2015 oktober;130
3345;Totaal opdrachtgevers;Totaal;Overijssel (PV);2015 november;220
3346;Totaal opdrachtgevers;Totaal;Overijssel (PV);2015 december;191
3347;Totaal opdrachtgevers;Totaal;Overijssel (PV);2015 4e kwartaal;541
3348;Totaal opdrachtgevers;Totaal;Overijssel (PV);2015;2961
3349;Totaal opdrachtgevers;Totaal;Overijssel (PV);2016 januari;241
3350;Totaal opdrachtgevers;Totaal;Overijssel (PV);2016 februari;253
3351;Totaal opdrachtgevers;Totaal;Overijssel (PV);2016 maart;260
3352;Totaal opdrachtgevers;Totaal;Overijssel (PV);2016 1e kwartaal;754
3353;Totaal opdrachtgevers;Totaal;Overijssel (PV);2016 april;193
3354;Totaal opdrachtgevers;Totaal;Overijssel (PV);2016 mei;220
3355;Totaal opdrachtgevers;Totaal;Overijssel (PV);2016 juni;287
3356;Totaal opdrachtgevers;Totaal;Overijssel (PV);2016 2e kwartaal;700
3357;Totaal opdrachtgevers;Totaal;Overijssel (PV);2016 juli;411
3358;Totaal opdrachtgevers;Totaal;Overijssel (PV);2016 augustus;201
3359;Totaal opdrachtgevers;Totaal;Overijssel (PV);2016 september;201
3360;Totaal opdrachtgevers;Totaal;Overijssel (PV);2016 3e kwartaal;813
3361;Totaal opdrachtgevers;Totaal;Overijssel (PV);2016 oktober;270
3362;Totaal opdrachtgevers;Totaal;Overijssel (PV);2016 november;281
3363;Totaal opdrachtgevers;Totaal;Overijssel (PV);2016 december;396
3364;Totaal opdrachtgevers;Totaal;Overijssel (PV);2016 4e kwartaal;947
3365;Totaal opdrachtgevers;Totaal;Overijssel (PV);2016;3214
3366;Totaal opdrachtgevers;Totaal;Flevoland (PV);1995 januari;306
3367;Totaal opdrachtgevers;Totaal;Flevoland (PV);1995 februari;137
3368;Totaal opdrachtgevers;Totaal;Flevoland (PV);1995 maart;235
3369;Totaal opdrachtgevers;Totaal;Flevoland (PV);1995 1e kwartaal;678
3370;Totaal opdrachtgevers;Totaal;Flevoland (PV);1995 april;78
3371;Totaal opdrachtgevers;Totaal;Flevoland (PV);1995 mei;653
3372;Totaal opdrachtgevers;Totaal;Flevoland (PV);1995 juni;372
3373;Totaal opdrachtgevers;Totaal;Flevoland (PV);1995 2e kwartaal;1103
3374;Totaal opdrachtgevers;Totaal;Flevoland (PV);1995 juli;385
3375;Totaal opdrachtgevers;Totaal;Flevoland (PV);1995 augustus;98
3376;Totaal opdrachtgevers;Totaal;Flevoland (PV);1995 september;112
3377;Totaal opdrachtgevers;Totaal;Flevoland (PV);1995 3e kwartaal;595
3378;Totaal opdrachtgevers;Totaal;Flevoland (PV);1995 oktober;204
3379;Totaal opdrachtgevers;Totaal;Flevoland (PV);1995 november;891
3380;Totaal opdrachtgevers;Totaal;Flevoland (PV);1995 december;575
3381;Totaal opdrachtgevers;Totaal;Flevoland (PV);1995 4e kwartaal;1670
3382;Totaal opdrachtgevers;Totaal;Flevoland (PV);1995;4046
3383;Totaal opdrachtgevers;Totaal;Flevoland (PV);1996 januari;248
3384;Totaal opdrachtgevers;Totaal;Flevoland (PV);1996 februari;841
3385;Totaal opdrachtgevers;Totaal;Flevoland (PV);1996 maart;214
3386;Totaal opdrachtgevers;Totaal;Flevoland (PV);1996 1e kwartaal;1303
3387;Totaal opdrachtgevers;Totaal;Flevoland (PV);1996 april;228
3388;Totaal opdrachtgevers;Totaal;Flevoland (PV);1996 mei;50
3389;Totaal opdrachtgevers;Totaal;Flevoland (PV);1996 juni;1826
3390;Totaal opdrachtgevers;Totaal;Flevoland (PV);1996 2e kwartaal;2104
3391;Totaal opdrachtgevers;Totaal;Flevoland (PV);1996 juli;506
3392;Totaal opdrachtgevers;Totaal;Flevoland (PV);1996 augustus;283
3393;Totaal opdrachtgevers;Totaal;Flevoland (PV);1996 september;816
3394;Totaal opdrachtgevers;Totaal;Flevoland (PV);1996 3e kwartaal;1605
3395;Totaal opdrachtgevers;Totaal;Flevoland (PV);1996 oktober;637
3396;Totaal opdrachtgevers;Totaal;Flevoland (PV);1996 november;821
3397;Totaal opdrachtgevers;Totaal;Flevoland (PV);1996 december;496
3398;Totaal opdrachtgevers;Totaal;Flevoland (PV);1996 4e kwartaal;1954
3399;Totaal opdrachtgevers;Totaal;Flevoland (PV);1996;6966
3400;Totaal opdrachtgevers;Totaal;Flevoland (PV);1997 januari;371
3401;Totaal opdrachtgevers;Totaal;Flevoland (PV);1997 februari;374
3402;Totaal opdrachtgevers;Totaal;Flevoland (PV);1997 maart;221
3403;Totaal opdrachtgevers;Totaal;Flevoland (PV);1997 1e kwartaal;966
3404;Totaal opdrachtgevers;Totaal;Flevoland (PV);1997 april;770
3405;Totaal opdrachtgevers;Totaal;Flevoland (PV);1997 mei;970
3406;Totaal opdrachtgevers;Totaal;Flevoland (PV);1997 juni;274
3407;Totaal opdrachtgevers;Totaal;Flevoland (PV);1997 2e kwartaal;2014
3408;Totaal opdrachtgevers;Totaal;Flevoland (PV);1997 juli;179
3409;Totaal opdrachtgevers;Totaal;Flevoland (PV);1997 augustus;930
3410;Totaal opdrachtgevers;Totaal;Flevoland (PV);1997 september;634
3411;Totaal opdrachtgevers;Totaal;Flevoland (PV);1997 3e kwartaal;1743
3412;Totaal opdrachtgevers;Totaal;Flevoland (PV);1997 oktober;805
3413;Totaal opdrachtgevers;Totaal;Flevoland (PV);1997 november;423
3414;Totaal opdrachtgevers;Totaal;Flevoland (PV);1997 december;562
3415;Totaal opdrachtgevers;Totaal;Flevoland (PV);1997 4e kwartaal;1790
3416;Totaal opdrachtgevers;Totaal;Flevoland (PV);1997;6513
3417;Totaal opdrachtgevers;Totaal;Flevoland (PV);1998 januari;133
3418;Totaal opdrachtgevers;Totaal;Flevoland (PV);1998 februari;388
3419;Totaal opdrachtgevers;Totaal;Flevoland (PV);1998 maart;713
3420;Totaal opdrachtgevers;Totaal;Flevoland (PV);1998 1e kwartaal;1234
3421;Totaal opdrachtgevers;Totaal;Flevoland (PV);1998 april;123
3422;Totaal opdrachtgevers;Totaal;Flevoland (PV);1998 mei;214
3423;Totaal opdrachtgevers;Totaal;Flevoland (PV);1998 juni;186
3424;Totaal opdrachtgevers;Totaal;Flevoland (PV);1998 2e kwartaal;523
3425;Totaal opdrachtgevers;Totaal;Flevoland (PV);1998 juli;253
3426;Totaal opdrachtgevers;Totaal;Flevoland (PV);1998 augustus;199
3427;Totaal opdrachtgevers;Totaal;Flevoland (PV);1998 september;91
3428;Totaal opdrachtgevers;Totaal;Flevoland (PV);1998 3e kwartaal;543
3429;Totaal opdrachtgevers;Totaal;Flevoland (PV);1998 oktober;184
3430;Totaal opdrachtgevers;Totaal;Flevoland (PV);1998 november;557
3431;Totaal opdrachtgevers;Totaal;Flevoland (PV);1998 december;761
3432;Totaal opdrachtgevers;Totaal;Flevoland (PV);1998 4e kwartaal;1502
3433;Totaal opdrachtgevers;Totaal;Flevoland (PV);1998;3802
3434;Totaal opdrachtgevers;Totaal;Flevoland (PV);1999 januari;134
3435;Totaal opdrachtgevers;Totaal;Flevoland (PV);1999 februari;218
3436;Totaal opdrachtgevers;Totaal;Flevoland (PV);1999 maart;218
3437;Totaal opdrachtgevers;Totaal;Flevoland (PV);1999 1e kwartaal;570
3438;Totaal opdrachtgevers;Totaal;Flevoland (PV);1999 april;1141
3439;Totaal opdrachtgevers;Totaal;Flevoland (PV);1999 mei;1120
3440;Totaal opdrachtgevers;Totaal;Flevoland (PV);1999 juni;61
3441;Totaal opdrachtgevers;Totaal;Flevoland (PV);1999 2e kwartaal;2322
3442;Totaal opdrachtgevers;Totaal;Flevoland (PV);1999 juli;336
3443;Totaal opdrachtgevers;Totaal;Flevoland (PV);1999 augustus;614
3444;Totaal opdrachtgevers;Totaal;Flevoland (PV);1999 september;349
3445;Totaal opdrachtgevers;Totaal;Flevoland (PV);1999 3e kwartaal;1299
3446;Totaal opdrachtgevers;Totaal;Flevoland (PV);1999 oktober;526
3447;Totaal opdrachtgevers;Totaal;Flevoland (PV);1999 november;993
3448;Totaal opdrachtgevers;Totaal;Flevoland (PV);1999 december;81
3449;Totaal opdrachtgevers;Totaal;Flevoland (PV);1999 4e kwartaal;1600
3450;Totaal opdrachtgevers;Totaal;Flevoland (PV);1999;5791
3451;Totaal opdrachtgevers;Totaal;Flevoland (PV);2000 januari;202
3452;Totaal opdrachtgevers;Totaal;Flevoland (PV);2000 februari;705
3453;Totaal opdrachtgevers;Totaal;Flevoland (PV);2000 maart;441
3454;Totaal opdrachtgevers;Totaal;Flevoland (PV);2000 1e kwartaal;1348
3455;Totaal opdrachtgevers;Totaal;Flevoland (PV);2000 april;382
3456;Totaal opdrachtgevers;Totaal;Flevoland (PV);2000 mei;664
3457;Totaal opdrachtgevers;Totaal;Flevoland (PV);2000 juni;544
3458;Totaal opdrachtgevers;Totaal;Flevoland (PV);2000 2e kwartaal;1590
3459;Totaal opdrachtgevers;Totaal;Flevoland (PV);2000 juli;398
3460;Totaal opdrachtgevers;Totaal;Flevoland (PV);2000 augustus;368
3461;Totaal opdrachtgevers;Totaal;Flevoland (PV);2000 september;1019
3462;Totaal opdrachtgevers;Totaal;Flevoland (PV);2000 3e kwartaal;1785
3463;Totaal opdrachtgevers;Totaal;Flevoland (PV);2000 oktober;153
3464;Totaal opdrachtgevers;Totaal;Flevoland (PV);2000 november;90
3465;Totaal opdrachtgevers;Totaal;Flevoland (PV);2000 december;19
3466;Totaal opdrachtgevers;Totaal;Flevoland (PV);2000 4e kwartaal;262
3467;Totaal opdrachtgevers;Totaal;Flevoland (PV);2000;4985
3468;Totaal opdrachtgevers;Totaal;Flevoland (PV);2001 januari;213
3469;Totaal opdrachtgevers;Totaal;Flevoland (PV);2001 februari;256
3470;Totaal opdrachtgevers;Totaal;Flevoland (PV);2001 maart;195
3471;Totaal opdrachtgevers;Totaal;Flevoland (PV);2001 1e kwartaal;664
3472;Totaal opdrachtgevers;Totaal;Flevoland (PV);2001 april;217
3473;Totaal opdrachtgevers;Totaal;Flevoland (PV);2001 mei;150
3474;Totaal opdrachtgevers;Totaal;Flevoland (PV);2001 juni;47
3475;Totaal opdrachtgevers;Totaal;Flevoland (PV);2001 2e kwartaal;414
3476;Totaal opdrachtgevers;Totaal;Flevoland (PV);2001 juli;336
3477;Totaal opdrachtgevers;Totaal;Flevoland (PV);2001 augustus;146
3478;Totaal opdrachtgevers;Totaal;Flevoland (PV);2001 september;125
3479;Totaal opdrachtgevers;Totaal;Flevoland (PV);2001 3e kwartaal;607
3480;Totaal opdrachtgevers;Totaal;Flevoland (PV);2001 oktober;394
3481;Totaal opdrachtgevers;Totaal;Flevoland (PV);2001 november;162
3482;Totaal opdrachtgevers;Totaal;Flevoland (PV);2001 december;44
3483;Totaal opdrachtgevers;Totaal;Flevoland (PV);2001 4e kwartaal;600
3484;Totaal opdrachtgevers;Totaal;Flevoland (PV);2001;2285
3485;Totaal opdrachtgevers;Totaal;Flevoland (PV);2002 januari;407
3486;Totaal opdrachtgevers;Totaal;Flevoland (PV);2002 februari;361
3487;Totaal opdrachtgevers;Totaal;Flevoland (PV);2002 maart;429
3488;Totaal opdrachtgevers;Totaal;Flevoland (PV);2002 1e kwartaal;1197
3489;Totaal opdrachtgevers;Totaal;Flevoland (PV);2002 april;92
3490;Totaal opdrachtgevers;Totaal;Flevoland (PV);2002 mei;405
3491;Totaal opdrachtgevers;Totaal;Flevoland (PV);2002 juni;134
3492;Totaal opdrachtgevers;Totaal;Flevoland (PV);2002 2e kwartaal;631
3493;Totaal opdrachtgevers;Totaal;Flevoland (PV);2002 juli;281
3494;Totaal opdrachtgevers;Totaal;Flevoland (PV);2002 augustus;688
3495;Totaal opdrachtgevers;Totaal;Flevoland (PV);2002 september;327
3496;Totaal opdrachtgevers;Totaal;Flevoland (PV);2002 3e kwartaal;1296
3497;Totaal opdrachtgevers;Totaal;Flevoland (PV);2002 oktober;358
3498;Totaal opdrachtgevers;Totaal;Flevoland (PV);2002 november;410
3499;Totaal opdrachtgevers;Totaal;Flevoland (PV);2002 december;110
3500;Totaal opdrachtgevers;Totaal;Flevoland (PV);2002 4e kwartaal;878
3501;Totaal opdrachtgevers;Totaal;Flevoland (PV);2002;4002
3502;Totaal opdrachtgevers;Totaal;Flevoland (PV);2003 januari;350
3503;Totaal opdrachtgevers;Totaal;Flevoland (PV);2003 februari;434
3504;Totaal opdrachtgevers;Totaal;Flevoland (PV);2003 maart;446
3505;Totaal opdrachtgevers;Totaal;Flevoland (PV);2003 1e kwartaal;1230
3506;Totaal opdrachtgevers;Totaal;Flevoland (PV);2003 april;92
3507;Totaal opdrachtgevers;Totaal;Flevoland (PV);2003 mei;411
3508;Totaal opdrachtgevers;Totaal;Flevoland (PV);2003 juni;52
3509;Totaal opdrachtgevers;Totaal;Flevoland (PV);2003 2e kwartaal;555
3510;Totaal opdrachtgevers;Totaal;Flevoland (PV);2003 juli;48
3511;Totaal opdrachtgevers;Totaal;Flevoland (PV);2003 augustus;130
3512;Totaal opdrachtgevers;Totaal;Flevoland (PV);2003 september;59
3513;Totaal opdrachtgevers;Totaal;Flevoland (PV);2003 3e kwartaal;237
3514;Totaal opdrachtgevers;Totaal;Flevoland (PV);2003 oktober;79
3515;Totaal opdrachtgevers;Totaal;Flevoland (PV);2003 november;233
3516;Totaal opdrachtgevers;Totaal;Flevoland (PV);2003 december;36
3517;Totaal opdrachtgevers;Totaal;Flevoland (PV);2003 4e kwartaal;348
3518;Totaal opdrachtgevers;Totaal;Flevoland (PV);2003;2370
3519;Totaal opdrachtgevers;Totaal;Flevoland (PV);2004 januari;96
3520;Totaal opdrachtgevers;Totaal;Flevoland (PV);2004 februari;551
3521;Totaal opdrachtgevers;Totaal;Flevoland (PV);2004 maart;166
3522;Totaal opdrachtgevers;Totaal;Flevoland (PV);2004 1e kwartaal;813
3523;Totaal opdrachtgevers;Totaal;Flevoland (PV);2004 april;277
3524;Totaal opdrachtgevers;Totaal;Flevoland (PV);2004 mei;62
3525;Totaal opdrachtgevers;Totaal;Flevoland (PV);2004 juni;77
3526;Totaal opdrachtgevers;Totaal;Flevoland (PV);2004 2e kwartaal;416
3527;Totaal opdrachtgevers;Totaal;Flevoland (PV);2004 juli;150
3528;Totaal opdrachtgevers;Totaal;Flevoland (PV);2004 augustus;2
3529;Totaal opdrachtgevers;Totaal;Flevoland (PV);2004 september;130
3530;Totaal opdrachtgevers;Totaal;Flevoland (PV);2004 3e kwartaal;282
3531;Totaal opdrachtgevers;Totaal;Flevoland (PV);2004 oktober;146
3532;Totaal opdrachtgevers;Totaal;Flevoland (PV);2004 november;895
3533;Totaal opdrachtgevers;Totaal;Flevoland (PV);2004 december;458
3534;Totaal opdrachtgevers;Totaal;Flevoland (PV);2004 4e kwartaal;1499
3535;Totaal opdrachtgevers;Totaal;Flevoland (PV);2004;3010
3536;Totaal opdrachtgevers;Totaal;Flevoland (PV);2005 januari;173
3537;Totaal opdrachtgevers;Totaal;Flevoland (PV);2005 februari;224
3538;Totaal opdrachtgevers;Totaal;Flevoland (PV);2005 maart;360
3539;Totaal opdrachtgevers;Totaal;Flevoland (PV);2005 1e kwartaal;757
3540;Totaal opdrachtgevers;Totaal;Flevoland (PV);2005 april;2
3541;Totaal opdrachtgevers;Totaal;Flevoland (PV);2005 mei;489
3542;Totaal opdrachtgevers;Totaal;Flevoland (PV);2005 juni;85
3543;Totaal opdrachtgevers;Totaal;Flevoland (PV);2005 2e kwartaal;576
3544;Totaal opdrachtgevers;Totaal;Flevoland (PV);2005 juli;370
3545;Totaal opdrachtgevers;Totaal;Flevoland (PV);2005 augustus;306
3546;Totaal opdrachtgevers;Totaal;Flevoland (PV);2005 september;148
3547;Totaal opdrachtgevers;Totaal;Flevoland (PV);2005 3e kwartaal;824
3548;Totaal opdrachtgevers;Totaal;Flevoland (PV);2005 oktober;103
3549;Totaal opdrachtgevers;Totaal;Flevoland (PV);2005 november;124
3550;Totaal opdrachtgevers;Totaal;Flevoland (PV);2005 december;206
3551;Totaal opdrachtgevers;Totaal;Flevoland (PV);2005 4e kwartaal;433
3552;Totaal opdrachtgevers;Totaal;Flevoland (PV);2005;2590
3553;Totaal opdrachtgevers;Totaal;Flevoland (PV);2006 januari;330
3554;Totaal opdrachtgevers;Totaal;Flevoland (PV);2006 februari;154
3555;Totaal opdrachtgevers;Totaal;Flevoland (PV);2006 maart;173
3556;Totaal opdrachtgevers;Totaal;Flevoland (PV);2006 1e kwartaal;657
3557;Totaal opdrachtgevers;Totaal;Flevoland (PV);2006 april;280
3558;Totaal opdrachtgevers;Totaal;Flevoland (PV);2006 mei;578
3559;Totaal opdrachtgevers;Totaal;Flevoland (PV);2006 juni;125
3560;Totaal opdrachtgevers;Totaal;Flevoland (PV);2006 2e kwartaal;983
3561;Totaal opdrachtgevers;Totaal;Flevoland (PV);2006 juli;293
3562;Totaal opdrachtgevers;Totaal;Flevoland (PV);2006 augustus;154
3563;Totaal opdrachtgevers;Totaal;Flevoland (PV);2006 september;69
3564;Totaal opdrachtgevers;Totaal;Flevoland (PV);2006 3e kwartaal;516
3565;Totaal opdrachtgevers;Totaal;Flevoland (PV);2006 oktober;343
3566;Totaal opdrachtgevers;Totaal;Flevoland (PV);2006 november;166
3567;Totaal opdrachtgevers;Totaal;Flevoland (PV);2006 december;238
3568;Totaal opdrachtgevers;Totaal;Flevoland (PV);2006 4e kwartaal;747
3569;Totaal opdrachtgevers;Totaal;Flevoland (PV);2006;2903
3570;Totaal opdrachtgevers;Totaal;Flevoland (PV);2007 januari;424
3571;Totaal opdrachtgevers;Totaal;Flevoland (PV);2007 februari;51
3572;Totaal opdrachtgevers;Totaal;Flevoland (PV);2007 maart;184
3573;Totaal opdrachtgevers;Totaal;Flevoland (PV);2007 1e kwartaal;659
3574;Totaal opdrachtgevers;Totaal;Flevoland (PV);2007 april;73
3575;Totaal opdrachtgevers;Totaal;Flevoland (PV);2007 mei;149
3576;Totaal opdrachtgevers;Totaal;Flevoland (PV);2007 juni;186
3577;Totaal opdrachtgevers;Totaal;Flevoland (PV);2007 2e kwartaal;408
3578;Totaal opdrachtgevers;Totaal;Flevoland (PV);2007 juli;183
3579;Totaal opdrachtgevers;Totaal;Flevoland (PV);2007 augustus;207
3580;Totaal opdrachtgevers;Totaal;Flevoland (PV);2007 september;330
3581;Totaal opdrachtgevers;Totaal;Flevoland (PV);2007 3e kwartaal;720
3582;Totaal opdrachtgevers;Totaal;Flevoland (PV);2007 oktober;155
3583;Totaal opdrachtgevers;Totaal;Flevoland (PV);2007 november;56
3584;Totaal opdrachtgevers;Totaal;Flevoland (PV);2007 december;90
3585;Totaal opdrachtgevers;Totaal;Flevoland (PV);2007 4e kwartaal;301
3586;Totaal opdrachtgevers;Totaal;Flevoland (PV);2007;2088
3587;Totaal opdrachtgevers;Totaal;Flevoland (PV);2008 januari;334
3588;Totaal opdrachtgevers;Totaal;Flevoland (PV);2008 februari;110
3589;Totaal opdrachtgevers;Totaal;Flevoland (PV);2008 maart;81
3590;Totaal opdrachtgevers;Totaal;Flevoland (PV);2008 1e kwartaal;525
3591;Totaal opdrachtgevers;Totaal;Flevoland (PV);2008 april;201
3592;Totaal opdrachtgevers;Totaal;Flevoland (PV);2008 mei;497
3593;Totaal opdrachtgevers;Totaal;Flevoland (PV);2008 juni;197
3594;Totaal opdrachtgevers;Totaal;Flevoland (PV);2008 2e kwartaal;895
3595;Totaal opdrachtgevers;Totaal;Flevoland (PV);2008 juli;115
3596;Totaal opdrachtgevers;Totaal;Flevoland (PV);2008 augustus;68
3597;Totaal opdrachtgevers;Totaal;Flevoland (PV);2008 september;407
3598;Totaal opdrachtgevers;Totaal;Flevoland (PV);2008 3e kwartaal;590
3599;Totaal opdrachtgevers;Totaal;Flevoland (PV);2008 oktober;129
3600;Totaal opdrachtgevers;Totaal;Flevoland (PV);2008 november;219
3601;Totaal opdrachtgevers;Totaal;Flevoland (PV);2008 december;343
3602;Totaal opdrachtgevers;Totaal;Flevoland (PV);2008 4e kwartaal;691
3603;Totaal opdrachtgevers;Totaal;Flevoland (PV);2008;2701
3604;Totaal opdrachtgevers;Totaal;Flevoland (PV);2009 januari;141
3605;Totaal opdrachtgevers;Totaal;Flevoland (PV);2009 februari;380
3606;Totaal opdrachtgevers;Totaal;Flevoland (PV);2009 maart;449
3607;Totaal opdrachtgevers;Totaal;Flevoland (PV);2009 1e kwartaal;970
3608;Totaal opdrachtgevers;Totaal;Flevoland (PV);2009 april;195
3609;Totaal opdrachtgevers;Totaal;Flevoland (PV);2009 mei;363
3610;Totaal opdrachtgevers;Totaal;Flevoland (PV);2009 juni;423
3611;Totaal opdrachtgevers;Totaal;Flevoland (PV);2009 2e kwartaal;981
3612;Totaal opdrachtgevers;Totaal;Flevoland (PV);2009 juli;129
3613;Totaal opdrachtgevers;Totaal;Flevoland (PV);2009 augustus;100
3614;Totaal opdrachtgevers;Totaal;Flevoland (PV);2009 september;623
3615;Totaal opdrachtgevers;Totaal;Flevoland (PV);2009 3e kwartaal;852
3616;Totaal opdrachtgevers;Totaal;Flevoland (PV);2009 oktober;168
3617;Totaal opdrachtgevers;Totaal;Flevoland (PV);2009 november;208
3618;Totaal opdrachtgevers;Totaal;Flevoland (PV);2009 december;298
3619;Totaal opdrachtgevers;Totaal;Flevoland (PV);2009 4e kwartaal;674
3620;Totaal opdrachtgevers;Totaal;Flevoland (PV);2009;3477
3621;Totaal opdrachtgevers;Totaal;Flevoland (PV);2010 januari;24
3622;Totaal opdrachtgevers;Totaal;Flevoland (PV);2010 februari;142
3623;Totaal opdrachtgevers;Totaal;Flevoland (PV);2010 maart;460
3624;Totaal opdrachtgevers;Totaal;Flevoland (PV);2010 1e kwartaal;626
3625;Totaal opdrachtgevers;Totaal;Flevoland (PV);2010 april;66
3626;Totaal opdrachtgevers;Totaal;Flevoland (PV);2010 mei;162
3627;Totaal opdrachtgevers;Totaal;Flevoland (PV);2010 juni;60
3628;Totaal opdrachtgevers;Totaal;Flevoland (PV);2010 2e kwartaal;288
