ID;Geslacht;Leeftijd;RegioS;Perioden;TotaalAantalWWBUitkeringen_1;Alleenstaande_2;AlleenstaandeOuder_3;EchtPaar_4;DuurKorterDanEenJaar_5;DuurVanEenJaarOfLanger_6
1815;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2009 april;27520.0;16080.0;6230.0;5140.0;5640.0;21870.0
1816;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2009 mei;27720.0;16250.0;6250.0;5160.0;5900.0;21820.0
1817;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2009 juni;28040.0;16480.0;6280.0;5210.0;6230.0;21810.0
1818;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2009 juli;28270.0;16680.0;6290.0;5220.0;6460.0;21810.0
1819;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2009 augustus;28430.0;16780.0;6330.0;5250.0;6610.0;21820.0
1820;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2009 september;28580.0;16890.0;6340.0;5260.0;6690.0;21890.0
1821;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2009 oktober;28620.0;16910.0;6340.0;5290.0;6720.0;21900.0
1822;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2009 november;28580.0;16850.0;6350.0;5300.0;6610.0;21970.0
1823;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2009 december;28570.0;16830.0;6360.0;5300.0;6510.0;22060.0
1824;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2010 januari;28670.0;16900.0;6360.0;5330.0;6460.0;22210.0
1825;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2010 februari;28740.0;16960.0;6350.0;5360.0;6310.0;22430.0
1826;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2010 maart;28910.0;17070.0;6340.0;5420.0;6280.0;22630.0
1827;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2010 april;29010.0;17140.0;6360.0;5430.0;6290.0;22720.0
1828;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2010 mei;29040.0;17200.0;6350.0;5420.0;6180.0;22860.0
1829;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2010 juni;28970.0;17140.0;6350.0;5400.0;5930.0;23040.0
1830;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2010 juli;27770.0;16440.0;5950.0;5290.0;5680.0;22080.0
1831;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2010 augustus;27910.0;16540.0;6000.0;5280.0;5680.0;22230.0
1832;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2010 september;27970.0;16580.0;6040.0;5260.0;5560.0;22410.0
1833;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2010 oktober;28030.0;16610.0;6040.0;5290.0;5500.0;22530.0
1834;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2010 november;28220.0;16740.0;6070.0;5320.0;5520.0;22690.0
1835;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2010 december;28400.0;16840.0;6140.0;5340.0;5550.0;22850.0
1836;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2011 januari;28550.0;17000.0;6120.0;5350.0;5590.0;22960.0
1837;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2011 februari;28660.0;17060.0;6120.0;5400.0;5600.0;23060.0
1838;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2011 maart;28800.0;17180.0;6130.0;5400.0;5660.0;23140.0
1839;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2011 april;28960.0;17310.0;6160.0;5410.0;5720.0;23230.0
1840;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2011 mei;29100.0;17370.0;6200.0;5450.0;5750.0;23350.0
1841;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2011 juni;29110.0;17400.0;6180.0;5450.0;5700.0;23420.0
1842;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2011 juli;29230.0;17430.0;6230.0;5490.0;5750.0;23480.0
1843;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2011 augustus;29220.0;17460.0;6200.0;5460.0;5650.0;23570.0
1844;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2011 september;29220.0;17450.0;6210.0;5470.0;5590.0;23620.0
1845;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2011 oktober;29350.0;17540.0;6220.0;5500.0;5600.0;23750.0
1846;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2011 november;29530.0;17680.0;6250.0;5520.0;5660.0;23870.0
1847;Totaal mannen en vrouwen;Totaal leeftijd;Gelderland (PV);2011 december;29680.0;17780.0;6250.0;5560.0;5710.0;23970.0
1848;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1998 januari;23930.0;13390.0;5810.0;4710.0;5930.0;18000.0
1849;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1998 februari;23720.0;13240.0;5790.0;4660.0;5860.0;17860.0
1850;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1998 maart;23340.0;12960.0;5770.0;4590.0;5250.0;18080.0
1851;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1998 april;23110.0;12780.0;5720.0;4590.0;5140.0;17970.0
1852;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1998 mei;22910.0;12570.0;5770.0;4550.0;5020.0;17890.0
1853;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1998 juni;22590.0;12330.0;5730.0;4500.0;4750.0;17840.0
1854;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1998 juli;22470.0;12220.0;5720.0;4490.0;4770.0;17690.0
1855;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1998 augustus;22260.0;12070.0;5690.0;4460.0;4610.0;17650.0
1856;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1998 september;21920.0;11800.0;5650.0;4430.0;4490.0;17430.0
1857;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1998 oktober;21630.0;11630.0;5570.0;4380.0;4400.0;17240.0
1858;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1998 november;21520.0;11590.0;5510.0;4370.0;4420.0;17100.0
1859;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1998 december;21400.0;11490.0;5480.0;4370.0;4360.0;17040.0
1860;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1999 januari;21240.0;11390.0;5460.0;4340.0;4340.0;16900.0
1861;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1999 februari;21080.0;11300.0;5440.0;4280.0;4260.0;16820.0
1862;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1999 maart;20890.0;11200.0;5390.0;4230.0;4130.0;16760.0
1863;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1999 april;20650.0;11080.0;5360.0;4180.0;3970.0;16680.0
1864;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1999 mei;20580.0;11010.0;5350.0;4190.0;3980.0;16600.0
1865;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1999 juni;20410.0;10870.0;5360.0;4150.0;3890.0;16520.0
1866;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1999 juli;20310.0;10790.0;5350.0;4140.0;3890.0;16420.0
1867;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1999 augustus;20200.0;10710.0;5340.0;4120.0;3880.0;16320.0
1868;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1999 september;19990.0;10590.0;5280.0;4100.0;3870.0;16120.0
1869;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1999 oktober;19870.0;10520.0;5230.0;4100.0;3880.0;15990.0
1870;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1999 november;19730.0;10420.0;5210.0;4080.0;3830.0;15900.0
1871;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);1999 december;19650.0;10350.0;5190.0;4090.0;3810.0;15840.0
1872;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2000 januari;19490.0;10280.0;5120.0;4080.0;3770.0;15720.0
1873;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2000 februari;19390.0;10200.0;5110.0;4070.0;3810.0;15580.0
1874;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2000 maart;19320.0;10160.0;5090.0;4060.0;3770.0;15550.0
1875;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2000 april;19210.0;10130.0;5050.0;4030.0;3790.0;15420.0
1876;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2000 mei;19120.0;10060.0;5070.0;3980.0;3760.0;15360.0
1877;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2000 juni;19030.0;10030.0;5040.0;3950.0;3680.0;15360.0
1878;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2000 juli;19040.0;10020.0;5040.0;3960.0;3750.0;15280.0
1879;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2000 augustus;18940.0;9960.0;5040.0;3930.0;3700.0;15240.0
1880;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2000 september;18830.0;9860.0;5010.0;3950.0;3630.0;15200.0
1881;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2000 oktober;18640.0;9730.0;4950.0;3940.0;3540.0;15090.0
1882;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2000 november;18440.0;9630.0;4900.0;3900.0;3530.0;14910.0
1883;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2000 december;18450.0;9620.0;4890.0;3920.0;3520.0;14930.0
1884;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2001 januari;18320.0;9590.0;4820.0;3890.0;3580.0;14740.0
1885;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2001 februari;18250.0;9540.0;4820.0;3880.0;3550.0;14700.0
1886;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2001 maart;18190.0;9490.0;4820.0;3870.0;3490.0;14700.0
1887;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2001 april;18160.0;9480.0;4800.0;3870.0;3490.0;14670.0
1888;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2001 mei;18140.0;9480.0;4790.0;3850.0;3490.0;14640.0
1889;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2001 juni;18050.0;9420.0;4770.0;3850.0;3430.0;14620.0
1890;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2001 juli;18040.0;9380.0;4780.0;3870.0;3430.0;14610.0
1891;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2001 augustus;17990.0;9350.0;4760.0;3870.0;3390.0;14600.0
1892;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2001 september;17930.0;9300.0;4740.0;3880.0;3390.0;14540.0
1893;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2001 oktober;18050.0;9400.0;4740.0;3900.0;3500.0;14550.0
1894;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2001 november;18070.0;9420.0;4730.0;3910.0;3560.0;14510.0
1895;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2001 december;18100.0;9460.0;4730.0;3910.0;3490.0;14620.0
1896;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2002 januari;18160.0;9500.0;4750.0;3910.0;3740.0;14420.0
1897;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2002 februari;18150.0;9490.0;4750.0;3910.0;3780.0;14370.0
1898;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2002 maart;18140.0;9500.0;4730.0;3900.0;3770.0;14370.0
1899;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2002 april;18140.0;9520.0;4710.0;3910.0;3790.0;14350.0
1900;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2002 mei;18170.0;9570.0;4690.0;3900.0;3830.0;14340.0
1901;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2002 juni;18140.0;9570.0;4670.0;3890.0;3760.0;14380.0
1902;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2002 juli;18210.0;9610.0;4700.0;3900.0;3820.0;14380.0
1903;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2002 augustus;18200.0;9610.0;4710.0;3880.0;3830.0;14370.0
1904;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2002 september;18200.0;9590.0;4710.0;3890.0;3810.0;14390.0
1905;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2002 oktober;18350.0;9650.0;4740.0;3950.0;3960.0;14390.0
1906;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2002 november;18360.0;9660.0;4730.0;3970.0;3980.0;14380.0
1907;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2002 december;18460.0;9710.0;4730.0;4010.0;3840.0;14610.0
1908;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2003 januari;18600.0;9840.0;4750.0;4010.0;3900.0;14700.0
1909;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2003 februari;18680.0;9890.0;4780.0;4000.0;3900.0;14770.0
1910;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2003 maart;18850.0;10030.0;4810.0;4010.0;4010.0;14840.0
1911;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2003 april;18990.0;10100.0;4860.0;4020.0;4070.0;14920.0
1912;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2003 mei;19010.0;10100.0;4870.0;4030.0;4120.0;14890.0
1913;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2003 juni;19140.0;10200.0;4910.0;4030.0;4180.0;14960.0
1914;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2003 juli;19270.0;10260.0;4940.0;4070.0;4280.0;14990.0
1915;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2003 augustus;19400.0;10330.0;4990.0;4070.0;4360.0;15040.0
1916;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2003 september;19530.0;10460.0;4980.0;4090.0;4400.0;15130.0
1917;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2003 oktober;19670.0;10580.0;4980.0;4110.0;4450.0;15220.0
1918;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2003 november;19750.0;10630.0;4980.0;4130.0;4510.0;15240.0
1919;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2003 december;19880.0;10730.0;5000.0;4150.0;4560.0;15320.0
1920;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2004 januari;19910.0;10800.0;4960.0;4150.0;4580.0;15340.0
1921;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2004 februari;20020.0;10890.0;4970.0;4160.0;4650.0;15380.0
1922;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2004 maart;20170.0;10960.0;5020.0;4180.0;4670.0;15500.0
1923;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2004 april;20280.0;11060.0;5010.0;4200.0;4750.0;15530.0
1924;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2004 mei;20330.0;11080.0;5040.0;4210.0;4730.0;15600.0
1925;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2004 juni;20330.0;11070.0;5050.0;4190.0;4590.0;15740.0
1926;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2004 juli;20320.0;11070.0;5050.0;4190.0;4600.0;15720.0
1927;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2004 augustus;20270.0;11070.0;5030.0;4160.0;4480.0;15790.0
1928;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2004 september;20270.0;11100.0;4990.0;4160.0;4430.0;15840.0
1929;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2004 oktober;20180.0;11080.0;4940.0;4160.0;4330.0;15850.0
1930;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2004 november;20200.0;11100.0;4940.0;4150.0;4350.0;15860.0
1931;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2004 december;20270.0;11150.0;4940.0;4170.0;4410.0;15860.0
1932;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2005 januari;20600.0;11360.0;5010.0;4220.0;4670.0;15930.0
1933;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2005 februari;20660.0;11410.0;5000.0;4230.0;4610.0;16060.0
1934;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2005 maart;20740.0;11470.0;5010.0;4240.0;4530.0;16210.0
1935;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2005 april;20750.0;11500.0;4980.0;4250.0;4440.0;16310.0
1936;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2005 mei;20720.0;11480.0;4960.0;4270.0;4360.0;16350.0
1937;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2005 juni;20730.0;11490.0;4930.0;4290.0;4340.0;16390.0
1938;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2005 juli;20690.0;11510.0;4910.0;4260.0;4430.0;16270.0
1939;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2005 augustus;20630.0;11480.0;4880.0;4250.0;4330.0;16300.0
1940;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2005 september;20560.0;11390.0;4870.0;4270.0;4270.0;16290.0
1941;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2005 oktober;20400.0;11310.0;4830.0;4240.0;4180.0;16220.0
1942;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2005 november;20350.0;11300.0;4790.0;4240.0;4200.0;16150.0
1943;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2005 december;20280.0;11220.0;4770.0;4270.0;4110.0;16170.0
1944;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2006 januari;20290.0;11280.0;4740.0;4260.0;4070.0;16220.0
1945;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2006 februari;20210.0;11260.0;4710.0;4230.0;4040.0;16170.0
1946;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2006 maart;20190.0;11250.0;4710.0;4210.0;4100.0;16090.0
1947;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2006 april;20190.0;11270.0;4720.0;4200.0;4080.0;16110.0
1948;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2006 mei;20110.0;11240.0;4700.0;4160.0;4020.0;16090.0
1949;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2006 juni;20020.0;11160.0;4720.0;4120.0;3980.0;16050.0
1950;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2006 juli;19900.0;11100.0;4720.0;4050.0;3990.0;15910.0
1951;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2006 augustus;19750.0;11000.0;4690.0;4020.0;3830.0;15920.0
1952;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2006 september;19520.0;10850.0;4650.0;4000.0;3630.0;15900.0
1953;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2006 oktober;19340.0;10750.0;4590.0;3950.0;3510.0;15830.0
1954;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2006 november;19230.0;10670.0;4580.0;3940.0;3430.0;15790.0
1955;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2006 december;19030.0;10530.0;4520.0;3930.0;3280.0;15750.0
1956;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2007 januari;18900.0;10460.0;4490.0;3910.0;3210.0;15690.0
1957;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2007 februari;18770.0;10390.0;4460.0;3870.0;3130.0;15640.0
1958;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2007 maart;18550.0;10270.0;4410.0;3830.0;3070.0;15480.0
1959;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2007 april;18370.0;10160.0;4380.0;3800.0;2990.0;15380.0
1960;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2007 mei;18220.0;10090.0;4350.0;3750.0;2850.0;15380.0
1961;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2007 juni;18030.0;9940.0;4320.0;3740.0;2770.0;15250.0
1962;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2007 juli;17870.0;9870.0;4300.0;3670.0;2740.0;15120.0
1963;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2007 augustus;17660.0;9790.0;4240.0;3600.0;2660.0;15000.0
1964;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2007 september;17500.0;9690.0;4190.0;3580.0;2540.0;14960.0
1965;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2007 oktober;17310.0;9600.0;4130.0;3540.0;2480.0;14820.0
1966;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2007 november;17180.0;9530.0;4090.0;3530.0;2510.0;14680.0
1967;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2007 december;17060.0;9480.0;4050.0;3500.0;2520.0;14540.0
1968;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2008 januari;16870.0;9390.0;3990.0;3460.0;2490.0;14380.0
1969;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2008 februari;16810.0;9360.0;3960.0;3450.0;2550.0;14260.0
1970;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2008 maart;16780.0;9390.0;3910.0;3440.0;2590.0;14190.0
1971;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2008 april;16760.0;9380.0;3890.0;3460.0;2660.0;14100.0
1972;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2008 mei;16680.0;9360.0;3850.0;3430.0;2690.0;13990.0
1973;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2008 juni;16640.0;9330.0;3830.0;3430.0;2680.0;13960.0
1974;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2008 juli;16560.0;9290.0;3830.0;3400.0;2700.0;13850.0
1975;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2008 augustus;16450.0;9200.0;3830.0;3380.0;2650.0;13800.0
1976;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2008 september;16350.0;9160.0;3770.0;3380.0;2650.0;13700.0
1977;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2008 oktober;16250.0;9130.0;3730.0;3350.0;2600.0;13640.0
1978;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2008 november;16140.0;9090.0;3680.0;3340.0;2590.0;13550.0
1979;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2008 december;16110.0;9080.0;3670.0;3320.0;2600.0;13510.0
1980;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2009 januari;16110.0;9110.0;3650.0;3310.0;2610.0;13500.0
1981;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2009 februari;16080.0;9120.0;3630.0;3300.0;2570.0;13510.0
1982;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2009 maart;16210.0;9210.0;3660.0;3300.0;2650.0;13560.0
1983;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2009 april;16290.0;9280.0;3650.0;3320.0;2680.0;13610.0
1984;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2009 mei;16430.0;9390.0;3660.0;3340.0;2790.0;13640.0
1985;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2009 juni;16640.0;9520.0;3690.0;3380.0;2960.0;13680.0
1986;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2009 juli;16790.0;9650.0;3700.0;3390.0;3140.0;13650.0
1987;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2009 augustus;16880.0;9730.0;3710.0;3380.0;3190.0;13690.0
1988;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2009 september;16900.0;9770.0;3700.0;3370.0;3220.0;13680.0
1989;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2009 oktober;16940.0;9780.0;3720.0;3380.0;3260.0;13680.0
1990;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2009 november;16950.0;9780.0;3710.0;3400.0;3240.0;13710.0
1991;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2009 december;16970.0;9790.0;3730.0;3400.0;3200.0;13780.0
1992;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2010 januari;17020.0;9830.0;3710.0;3420.0;3250.0;13770.0
1993;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2010 februari;17110.0;9900.0;3740.0;3420.0;3250.0;13870.0
1994;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2010 maart;17170.0;9950.0;3740.0;3430.0;3180.0;13990.0
1995;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2010 april;17270.0;10010.0;3740.0;3450.0;3210.0;14060.0
1996;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2010 mei;17320.0;10080.0;3740.0;3460.0;3180.0;14140.0
1997;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2010 juni;17360.0;10100.0;3770.0;3450.0;3130.0;14230.0
1998;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2010 juli;16540.0;9660.0;3480.0;3370.0;3030.0;13510.0
1999;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2010 augustus;16570.0;9700.0;3460.0;3370.0;3010.0;13560.0
2000;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2010 september;16570.0;9730.0;3450.0;3350.0;2990.0;13580.0
2001;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2010 oktober;16660.0;9790.0;3430.0;3390.0;3030.0;13640.0
2002;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2010 november;16770.0;9870.0;3450.0;3410.0;3010.0;13760.0
2003;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2010 december;16860.0;9920.0;3450.0;3440.0;2990.0;13870.0
2004;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2011 januari;16960.0;10000.0;3460.0;3460.0;3000.0;13970.0
2005;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2011 februari;17070.0;10060.0;3480.0;3480.0;3030.0;14040.0
2006;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2011 maart;17190.0;10150.0;3490.0;3490.0;3130.0;14060.0
2007;Totaal mannen en vrouwen;Totaal leeftijd;Utrecht (PV);2011 april;17310.0;10240.0;3500.0;3520.0;3160.0;14150.0
