ID;LandbouwgoederenEnDiensten;Perioden;OutputTegenAfProducentwaarde_1;OutputBasisprijzen_2;OutputTegenAfProducentwaarde_3;OutputBasisprijzen_4;OutputTegenAfProducentwaarde_5;OutputBasisprijzen_6;OutputTegenAfProducentwaarde_7;OutputBasisprijzen_8
262;Gerst;2017;35.0;35.0;58.0;58.0;-16.0;-16.0;59.9;59.9
263;Gerst;2018;53.0;53.0;71.0;71.0;22.5;22.5;74.8;74.8
264;Gerst;2019;43.0;43.0;69.0;69.0;-2.6;-2.6;62.0;62.0
265;Gerst;2020;49.0;49.0;70.0;70.0;0.8;0.8;70.0;70.0
266;Gerst;2021;55.0;55.0;55.0;55.0;-20.5;-20.5;100.0;100.0
267;Gerst;2022;99.0;99.0;79.0;79.0;42.6;42.6;124.6;124.6
268;Gerst;2023;52.0;52.0;63.0;63.0;-20.2;-20.2;82.5;82.5
269;Gerst;2024;49.0;49.0;65.0;65.0;3.6;3.6;74.3;74.3
270;Haver en mengsels van zomergranen;1995;1.0;1.0;1.0;1.0;;;98.5;98.5
271;Haver en mengsels van zomergranen;1996;1.0;1.0;1.0;1.0;-6.0;-6.0;90.0;90.0
272;Haver en mengsels van zomergranen;1997;1.0;1.0;2.0;2.0;47.1;47.1;76.6;76.6
273;Haver en mengsels van zomergranen;1998;1.0;1.0;1.0;1.0;-29.6;-29.6;71.7;71.7
274;Haver en mengsels van zomergranen;1999;2.0;2.0;2.0;2.0;65.2;65.2;72.6;72.6
275;Haver en mengsels van zomergranen;2000;2.0;2.0;2.0;2.0;-0.8;-0.8;72.7;72.7
276;Haver en mengsels van zomergranen;2001;2.0;2.0;2.0;2.0;9.8;9.8;71.2;71.2
277;Haver en mengsels van zomergranen;2002;2.0;2.0;2.0;2.0;-7.0;-7.0;67.8;67.8
278;Haver en mengsels van zomergranen;2003;2.0;2.0;3.0;3.0;18.1;18.1;74.2;74.2
279;Haver en mengsels van zomergranen;2004;1.0;1.0;2.0;2.0;-10.1;-10.1;57.2;57.2
280;Haver en mengsels van zomergranen;2005;1.0;1.0;3.0;3.0;7.5;7.5;46.4;46.4
281;Haver en mengsels van zomergranen;2006;1.0;1.0;2.0;2.0;-4.0;-4.0;57.7;57.7
282;Haver en mengsels van zomergranen;2007;2.0;2.0;2.0;2.0;-18.7;-18.7;86.2;86.2
283;Haver en mengsels van zomergranen;2008;2.0;2.0;2.0;2.0;-0.6;-0.6;86.6;86.6
284;Haver en mengsels van zomergranen;2009;2.0;2.0;3.0;3.0;26.1;26.1;72.3;72.3
285;Haver en mengsels van zomergranen;2010;2.0;2.0;2.0;2.0;-23.0;-23.0;90.1;90.1
286;Haver en mengsels van zomergranen;2011;2.0;2.0;2.0;2.0;5.6;5.6;112.6;112.6
287;Haver en mengsels van zomergranen;2012;4.0;4.0;2.0;2.0;19.2;19.2;166.3;166.3
288;Haver en mengsels van zomergranen;2013;3.0;3.0;3.0;3.0;8.2;8.2;102.0;102.0
289;Haver en mengsels van zomergranen;2014;2.0;2.0;2.0;2.0;-7.8;-7.8;80.5;80.5
290;Haver en mengsels van zomergranen;2015;2.0;2.0;3.0;3.0;3.0;3.0;80.5;80.5
291;Haver en mengsels van zomergranen;2016;2.0;2.0;3.0;3.0;7.4;7.4;80.5;80.5
292;Haver en mengsels van zomergranen;2017;2.0;2.0;3.0;3.0;-0.8;-0.8;80.0;80.0
293;Haver en mengsels van zomergranen;2018;2.0;2.0;3.0;3.0;7.4;7.4;80.0;80.0
294;Haver en mengsels van zomergranen;2019;2.0;2.0;3.0;3.0;-1.3;-1.3;80.0;80.0
295;Haver en mengsels van zomergranen;2020;2.0;2.0;3.0;3.0;-8.8;-8.8;80.0;80.0
296;Haver en mengsels van zomergranen;2021;2.0;2.0;2.0;2.0;-4.6;-4.6;100.0;100.0
297;Haver en mengsels van zomergranen;2022;4.0;4.0;3.0;3.0;9.8;9.8;130.3;130.3
298;Haver en mengsels van zomergranen;2023;2.0;2.0;2.0;2.0;-27.0;-27.0;86.4;86.4
299;Haver en mengsels van zomergranen;2024;2.0;2.0;2.0;2.0;6.4;6.4;77.7;77.7
300;Korrelmaïs;1995;11.0;13.0;8.0;9.0;;;147.9;142.1
301;Korrelmaïs;1996;17.0;18.0;12.0;13.0;52.8;45.3;141.8;136.9
302;Korrelmaïs;1997;15.0;17.0;12.0;14.0;2.8;2.6;126.8;123.7
303;Korrelmaïs;1998;16.0;18.0;13.0;15.0;5.1;5.1;126.1;123.5
304;Korrelmaïs;1999;18.0;19.0;14.0;16.0;9.5;8.0;126.7;123.4
305;Korrelmaïs;2000;55.0;57.0;49.0;52.0;252.6;230.8;112.1;109.7
306;Korrelmaïs;2001;80.0;83.0;70.0;74.0;43.3;43.0;114.1;111.9
307;Korrelmaïs;2002;69.0;74.0;64.0;67.0;-8.9;-9.1;107.6;109.4
308;Korrelmaïs;2003;74.0;78.0;62.0;65.0;-2.6;-3.0;119.2;119.2
309;Korrelmaïs;2004;65.0;65.0;59.0;59.0;-5.6;-10.3;110.2;110.2
310;Korrelmaïs;2005;66.0;66.0;60.0;60.0;1.5;1.5;111.6;111.6
311;Korrelmaïs;2006;45.0;45.0;45.0;45.0;-24.5;-24.5;100.6;100.6
312;Korrelmaïs;2007;60.0;60.0;60.0;60.0;33.1;33.1;100.2;100.2
313;Korrelmaïs;2008;66.0;66.0;65.0;65.0;9.3;9.3;100.6;100.6
314;Korrelmaïs;2009;69.0;69.0;68.0;68.0;3.9;3.9;100.8;100.8
315;Korrelmaïs;2010;51.0;51.0;51.0;51.0;-24.9;-24.9;100.5;100.5
316;Korrelmaïs;2011;50.0;50.0;51.0;51.0;0.8;0.8;97.3;97.3
317;Korrelmaïs;2012;51.0;51.0;49.0;49.0;-4.5;-4.5;104.2;104.2
318;Korrelmaïs;2013;54.0;54.0;49.0;49.0;-1.1;-1.1;111.4;111.4
319;Korrelmaïs;2014;41.0;41.0;47.0;47.0;-4.3;-4.3;88.4;88.4
320;Korrelmaïs;2015;27.0;27.0;33.0;33.0;-28.9;-28.9;82.8;82.8
321;Korrelmaïs;2016;17.0;17.0;18.0;18.0;-45.5;-45.5;93.2;93.2
322;Korrelmaïs;2017;25.0;25.0;25.0;25.0;36.1;36.1;101.0;101.0
323;Korrelmaïs;2018;18.0;18.0;17.0;17.0;-29.3;-29.3;101.0;101.0
324;Korrelmaïs;2019;26.0;26.0;28.0;28.0;58.7;58.7;93.8;93.8
325;Korrelmaïs;2020;34.0;34.0;32.0;32.0;17.7;17.7;106.3;106.3
326;Korrelmaïs;2021;33.0;33.0;33.0;33.0;1.9;1.9;100.0;100.0
327;Korrelmaïs;2022;39.0;39.0;38.0;38.0;15.2;15.2;102.6;102.6
328;Korrelmaïs;2023;20.0;20.0;29.0;29.0;-24.6;-24.6;71.3;71.3
329;Korrelmaïs;2024;18.0;18.0;28.0;28.0;-0.6;-0.6;64.1;64.1
330;Andere granen;1995;4.0;4.0;7.0;7.0;;;55.1;55.1
331;Andere granen;1996;7.0;7.0;12.0;12.0;84.7;84.7;57.1;57.1
332;Andere granen;1997;7.0;7.0;14.0;14.0;10.2;10.2;52.5;52.5
333;Andere granen;1998;9.0;9.0;19.0;19.0;39.2;39.2;47.2;47.2
334;Andere granen;1999;7.0;7.0;15.0;15.0;-21.2;-21.2;47.3;47.3
335;Andere granen;2000;27.0;27.0;57.0;57.0;283.8;283.8;47.3;47.3
336;Andere granen;2001;18.0;18.0;24.0;24.0;-58.5;-58.5;76.8;76.8
337;Andere granen;2002;21.0;21.0;29.0;29.0;21.2;21.2;73.1;73.1
338;Andere granen;2003;22.0;22.0;27.0;27.0;-6.3;-6.3;80.0;80.0
339;Andere granen;2004;21.0;21.0;34.0;34.0;26.3;26.3;61.7;61.7
340;Andere granen;2005;22.0;22.0;43.0;43.0;27.8;27.8;50.0;50.0
341;Andere granen;2006;29.0;29.0;47.0;47.0;8.8;8.8;62.3;62.3
342;Andere granen;2007;40.0;40.0;43.0;43.0;-8.6;-8.6;93.0;93.0
343;Andere granen;2008;44.0;44.0;47.0;47.0;8.6;8.6;93.4;93.4
344;Andere granen;2009;32.0;32.0;41.0;41.0;-13.5;-13.5;77.9;77.9
345;Andere granen;2010;29.0;29.0;30.0;30.0;-27.2;-27.2;97.2;97.2
346;Andere granen;2011;25.0;25.0;21.0;21.0;-30.5;-30.5;121.4;121.4
347;Andere granen;2012;45.0;45.0;24.0;24.0;16.6;16.6;189.2;189.2
348;Andere granen;2013;25.0;25.0;23.0;23.0;-4.9;-4.9;109.3;109.3
349;Andere granen;2014;20.0;20.0;26.0;26.0;13.1;13.1;78.9;78.9
350;Andere granen;2015;19.0;19.0;25.0;25.0;-4.9;-4.9;78.9;78.9
351;Andere granen;2016;17.0;17.0;21.0;21.0;-12.6;-12.6;78.9;78.9
352;Andere granen;2017;22.0;22.0;27.0;27.0;28.2;28.2;80.0;80.0
353;Andere granen;2018;20.0;20.0;25.0;25.0;-9.3;-9.3;80.0;80.0
354;Andere granen;2019;22.0;22.0;27.0;27.0;10.2;10.2;80.0;80.0
355;Andere granen;2020;18.0;18.0;22.0;22.0;-20.3;-20.3;80.0;80.0
356;Andere granen;2021;23.0;23.0;23.0;23.0;6.2;6.2;100.0;100.0
357;Andere granen;2022;36.0;36.0;28.0;28.0;19.9;19.9;130.3;130.3
358;Andere granen;2023;23.0;23.0;26.0;26.0;-6.3;-6.3;86.3;86.3
359;Andere granen;2024;12.0;12.0;16.0;16.0;-39.2;-39.2;77.7;77.7
360;Handelsgewassen, totaal;1995;411.0;411.0;204.0;204.0;;;201.7;201.7
361;Handelsgewassen, totaal;1996;418.0;418.0;216.0;216.0;6.0;6.0;193.6;193.6
362;Handelsgewassen, totaal;1997;437.0;437.0;222.0;222.0;2.7;2.6;197.2;197.2
363;Handelsgewassen, totaal;1998;385.0;385.0;186.0;186.0;-16.1;-16.1;206.9;206.9
364;Handelsgewassen, totaal;1999;408.0;409.0;250.0;250.0;34.5;34.4;163.4;163.4
365;Handelsgewassen, totaal;2000;416.0;416.0;240.0;240.0;-3.9;-3.9;173.0;173.0
366;Handelsgewassen, totaal;2001;457.0;457.0;225.0;225.0;-6.2;-6.2;202.9;202.9
367;Handelsgewassen, totaal;2002;426.0;426.0;241.0;241.0;6.8;6.8;176.8;176.8
368;Handelsgewassen, totaal;2003;457.0;457.0;266.0;266.0;10.6;10.6;171.8;171.8
369;Handelsgewassen, totaal;2004;470.0;470.0;266.0;266.0;0.1;0.1;176.5;176.5
370;Handelsgewassen, totaal;2005;407.0;407.0;260.0;260.0;-2.5;-2.5;156.8;156.8
371;Handelsgewassen, totaal;2006;362.0;362.0;233.0;233.0;-10.4;-10.4;155.7;155.7
372;Handelsgewassen, totaal;2007;323.0;323.0;231.0;231.0;-0.4;-0.4;139.3;139.3
373;Handelsgewassen, totaal;2008;306.0;306.0;225.0;225.0;-2.7;-2.7;135.8;135.8
374;Handelsgewassen, totaal;2009;420.0;420.0;262.0;262.0;16.3;16.3;160.6;160.6
375;Handelsgewassen, totaal;2010;372.0;372.0;230.0;230.0;-12.0;-12.0;161.3;161.3
376;Handelsgewassen, totaal;2011;466.0;466.0;242.0;242.0;5.2;5.2;192.2;192.2
377;Handelsgewassen, totaal;2012;496.0;496.0;251.0;251.0;3.7;3.7;197.3;197.3
378;Handelsgewassen, totaal;2013;503.0;503.0;253.0;253.0;0.8;0.8;198.5;198.5
379;Handelsgewassen, totaal;2014;471.0;471.0;298.0;298.0;17.6;17.6;158.3;158.3
380;Handelsgewassen, totaal;2015;287.0;287.0;224.0;224.0;-24.7;-24.7;128.0;128.0
381;Handelsgewassen, totaal;2016;307.0;307.0;253.0;253.0;12.6;12.6;121.7;121.7
382;Handelsgewassen, totaal;2017;416.0;416.0;358.0;358.0;41.9;41.9;116.1;116.1
383;Handelsgewassen, totaal;2018;288.0;288.0;311.0;311.0;-13.1;-13.1;92.5;92.5
384;Handelsgewassen, totaal;2019;310.0;310.0;319.0;319.0;2.6;2.6;97.2;97.2
385;Handelsgewassen, totaal;2020;296.0;296.0;320.0;320.0;0.3;0.3;92.4;92.4
386;Handelsgewassen, totaal;2021;341.0;341.0;341.0;341.0;6.4;6.4;100.0;100.0
387;Handelsgewassen, totaal;2022;589.0;589.0;357.0;357.0;4.7;4.7;164.9;164.9
388;Handelsgewassen, totaal;2023;638.0;638.0;343.0;343.0;-4.0;-4.0;186.2;186.2
389;Handelsgewassen, totaal;2024;598.0;598.0;336.0;336.0;-1.8;-1.8;177.9;177.9
390;Oliehoudende zaden en vruchten (incl....;1995;10.0;10.0;7.0;7.0;;;142.4;142.4
391;Oliehoudende zaden en vruchten (incl....;1996;7.0;7.0;6.0;6.0;-19.9;-19.9;124.8;124.8
392;Oliehoudende zaden en vruchten (incl....;1997;6.0;6.0;5.0;5.0;-14.0;-14.0;125.0;125.0
393;Oliehoudende zaden en vruchten (incl....;1998;7.0;7.0;6.0;6.0;17.7;17.7;124.8;124.8
394;Oliehoudende zaden en vruchten (incl....;1999;8.0;8.0;8.0;8.0;44.2;44.2;99.9;99.9
395;Oliehoudende zaden en vruchten (incl....;2000;8.0;8.0;6.0;6.0;-24.9;-24.9;133.3;133.3
396;Oliehoudende zaden en vruchten (incl....;2001;6.0;6.0;6.0;6.0;-0.4;-0.4;100.0;100.0
397;Oliehoudende zaden en vruchten (incl....;2002;4.0;4.0;4.0;4.0;-33.8;-33.8;100.0;100.0
398;Oliehoudende zaden en vruchten (incl....;2003;4.0;4.0;4.0;4.0;2.3;2.3;100.0;100.0
399;Oliehoudende zaden en vruchten (incl....;2004;4.0;4.0;4.0;4.0;5.8;5.8;100.0;100.0
400;Oliehoudende zaden en vruchten (incl....;2005;6.0;6.0;6.0;6.0;30.3;30.3;100.0;100.0
401;Oliehoudende zaden en vruchten (incl....;2006;9.0;9.0;9.0;9.0;49.3;49.3;100.0;100.0
402;Oliehoudende zaden en vruchten (incl....;2007;9.0;9.0;9.0;9.0;4.3;4.3;100.0;100.0
403;Oliehoudende zaden en vruchten (incl....;2008;10.0;10.0;10.0;10.0;11.0;11.0;100.0;100.0
404;Oliehoudende zaden en vruchten (incl....;2009;10.0;10.0;10.0;10.0;1.6;1.6;100.0;100.0
405;Oliehoudende zaden en vruchten (incl....;2010;10.0;10.0;10.0;10.0;-0.1;-0.1;100.0;100.0
406;Oliehoudende zaden en vruchten (incl....;2011;7.0;7.0;7.0;7.0;-28.1;-28.1;100.0;100.0
407;Oliehoudende zaden en vruchten (incl....;2012;9.0;9.0;9.0;9.0;17.7;17.7;100.0;100.0
408;Oliehoudende zaden en vruchten (incl....;2013;11.0;11.0;11.0;11.0;30.8;30.8;100.0;100.0
409;Oliehoudende zaden en vruchten (incl....;2014;9.0;9.0;9.0;9.0;-17.5;-17.5;100.0;100.0
410;Oliehoudende zaden en vruchten (incl....;2015;7.0;7.0;10.0;10.0;8.4;8.4;75.0;75.0
411;Oliehoudende zaden en vruchten (incl....;2016;5.0;5.0;7.0;7.0;-34.3;-34.3;75.0;75.0
412;Oliehoudende zaden en vruchten (incl....;2017;5.0;5.0;7.0;7.0;9.5;9.5;75.0;75.0
413;Oliehoudende zaden en vruchten (incl....;2018;4.0;4.0;7.0;7.0;-4.6;-4.6;56.3;56.3
414;Oliehoudende zaden en vruchten (incl....;2019;5.0;5.0;7.0;7.0;-1.6;-1.6;75.0;75.0
415;Oliehoudende zaden en vruchten (incl....;2020;5.0;5.0;7.0;7.0;0.6;0.6;75.0;75.0
416;Oliehoudende zaden en vruchten (incl....;2021;5.0;5.0;5.0;5.0;-26.2;-26.2;100.0;100.0
417;Oliehoudende zaden en vruchten (incl....;2022;10.0;10.0;6.0;6.0;20.0;20.0;166.7;166.7
418;Oliehoudende zaden en vruchten (incl....;2023;9.0;9.0;6.0;6.0;0.0;0.0;150.0;150.0
419;Oliehoudende zaden en vruchten (incl....;2024;6.0;6.0;5.0;5.0;-19.2;-19.2;117.6;117.6
420;Kool- en raapzaad;1995;1.0;1.0;1.0;1.0;;;85.9;85.9
421;Kool- en raapzaad;1996;0.0;0.0;0.0;0.0;-26.3;-26.3;107.4;107.4
422;Kool- en raapzaad;1997;1.0;1.0;0.0;0.0;3.2;3.2;125.3;125.3
423;Kool- en raapzaad;1998;1.0;1.0;1.0;1.0;61.5;61.5;118.7;118.7
424;Kool- en raapzaad;1999;1.0;1.0;1.0;1.0;84.6;84.6;96.2;96.2
425;Kool- en raapzaad;2000;1.0;1.0;1.0;1.0;-29.1;-29.1;132.3;132.3
426;Kool- en raapzaad;2001;1.0;1.0;1.0;1.0;-22.7;-22.7;100.0;100.0
427;Kool- en raapzaad;2002;0.0;0.0;0.0;0.0;-54.0;-54.0;100.0;100.0
428;Kool- en raapzaad;2003;1.0;1.0;1.0;1.0;94.3;94.3;100.0;100.0
429;Kool- en raapzaad;2004;1.0;1.0;1.0;1.0;115.6;115.6;100.0;100.0
430;Kool- en raapzaad;2005;3.0;3.0;3.0;3.0;67.7;67.7;100.0;100.0
431;Kool- en raapzaad;2006;5.0;5.0;5.0;5.0;97.3;97.3;100.0;100.0
432;Kool- en raapzaad;2007;6.0;6.0;6.0;6.0;16.5;16.5;100.0;100.0
433;Kool- en raapzaad;2008;5.0;5.0;5.0;5.0;-6.5;-6.5;100.0;100.0
434;Kool- en raapzaad;2009;6.0;6.0;6.0;6.0;4.1;4.1;100.0;100.0
435;Kool- en raapzaad;2010;6.0;6.0;6.0;6.0;2.6;2.6;100.0;100.0
436;Kool- en raapzaad;2011;4.0;4.0;4.0;4.0;-37.5;-37.5;100.0;100.0
437;Kool- en raapzaad;2012;4.0;4.0;4.0;4.0;19.4;19.4;100.0;100.0
438;Kool- en raapzaad;2013;6.0;6.0;6.0;6.0;35.8;35.8;100.0;100.0
439;Kool- en raapzaad;2014;6.0;6.0;6.0;6.0;-1.3;-1.3;100.0;100.0
440;Kool- en raapzaad;2015;4.0;4.0;5.0;5.0;-12.5;-12.5;75.0;75.0
441;Kool- en raapzaad;2016;2.0;2.0;3.0;3.0;-40.0;-40.0;75.0;75.0
442;Kool- en raapzaad;2017;3.0;3.0;4.0;4.0;47.0;47.0;75.0;75.0
443;Kool- en raapzaad;2018;2.0;2.0;4.0;4.0;-20.1;-20.1;56.3;56.3
444;Kool- en raapzaad;2019;2.0;2.0;3.0;3.0;-8.9;-8.9;75.0;75.0
445;Kool- en raapzaad;2020;2.0;2.0;3.0;3.0;-1.1;-1.1;75.0;75.0
446;Kool- en raapzaad;2021;2.0;2.0;2.0;2.0;-31.5;-31.5;100.0;100.0
447;Kool- en raapzaad;2022;5.0;5.0;3.0;3.0;48.7;48.7;166.7;166.7
448;Kool- en raapzaad;2023;6.0;6.0;4.0;4.0;15.8;15.8;150.1;150.1
449;Kool- en raapzaad;2024;;;;;;;;
450;Andere oliehoudende producten;1995;9.0;9.0;6.0;6.0;;;148.1;148.1
451;Andere oliehoudende producten;1996;7.0;7.0;5.0;5.0;-19.5;-19.5;126.9;126.9
452;Andere oliehoudende producten;1997;5.0;5.0;4.0;4.0;-15.3;-15.3;125.1;125.1
453;Andere oliehoudende producten;1998;6.0;6.0;5.0;5.0;13.0;13.0;126.0;126.0
454;Andere oliehoudende producten;1999;7.0;7.0;7.0;7.0;38.3;38.3;100.6;100.6
455;Andere oliehoudende producten;2000;7.0;7.0;5.0;5.0;-24.1;-24.1;133.4;133.4
456;Andere oliehoudende producten;2001;5.0;5.0;5.0;5.0;3.9;3.9;100.0;100.0
457;Andere oliehoudende producten;2002;4.0;4.0;4.0;4.0;-30.9;-30.9;100.0;100.0
458;Andere oliehoudende producten;2003;3.0;3.0;3.0;3.0;-6.6;-6.6;100.0;100.0
459;Andere oliehoudende producten;2004;3.0;3.0;3.0;3.0;-16.2;-16.2;100.0;100.0
460;Andere oliehoudende producten;2005;3.0;3.0;3.0;3.0;11.0;11.0;100.0;100.0
461;Andere oliehoudende producten;2006;4.0;4.0;4.0;4.0;12.0;12.0;100.0;100.0
462;Andere oliehoudende producten;2007;3.0;3.0;3.0;3.0;-12.5;-12.5;100.0;100.0
463;Andere oliehoudende producten;2008;5.0;5.0;5.0;5.0;42.8;42.8;100.0;100.0
464;Andere oliehoudende producten;2009;4.0;4.0;4.0;4.0;-1.3;-1.3;100.0;100.0
465;Andere oliehoudende producten;2010;4.0;4.0;4.0;4.0;-3.6;-3.6;100.0;100.0
466;Andere oliehoudende producten;2011;4.0;4.0;4.0;4.0;-15.5;-15.5;100.0;100.0
467;Andere oliehoudende producten;2012;4.0;4.0;4.0;4.0;16.0;16.0;100.0;100.0
468;Andere oliehoudende producten;2013;5.0;5.0;5.0;5.0;25.6;25.6;100.0;100.0
469;Andere oliehoudende producten;2014;3.0;3.0;3.0;3.0;-35.3;-35.3;100.0;100.0
470;Andere oliehoudende producten;2015;4.0;4.0;5.0;5.0;43.6;43.6;75.0;75.0
471;Andere oliehoudende producten;2016;3.0;3.0;4.0;4.0;-28.5;-28.5;75.0;75.0
472;Andere oliehoudende producten;2017;2.0;2.0;3.0;3.0;-22.8;-22.8;75.0;75.0
473;Andere oliehoudende producten;2018;2.0;2.0;3.0;3.0;20.8;20.8;56.2;56.2
474;Andere oliehoudende producten;2019;3.0;3.0;3.0;3.0;6.3;6.3;75.0;75.0
475;Andere oliehoudende producten;2020;3.0;3.0;4.0;4.0;2.3;2.3;75.0;75.0
476;Andere oliehoudende producten;2021;3.0;3.0;3.0;3.0;-21.3;-21.3;100.0;100.0
477;Andere oliehoudende producten;2022;5.0;5.0;3.0;3.0;-2.5;-2.5;166.7;166.7
478;Andere oliehoudende producten;2023;3.0;3.0;2.0;2.0;-18.9;-18.9;149.9;149.9
479;Andere oliehoudende producten;2024;;;;;;;;
480;Eiwitrijke gewassen (incl. zaaigoed);1995;47.0;47.0;14.0;14.0;;;326.0;326.0
481;Eiwitrijke gewassen (incl. zaaigoed);1996;30.0;30.0;19.0;19.0;32.4;32.4;157.6;157.6
482;Eiwitrijke gewassen (incl. zaaigoed);1997;36.0;36.0;26.0;26.0;33.5;33.5;141.1;141.1
483;Eiwitrijke gewassen (incl. zaaigoed);1998;31.0;31.0;24.0;24.0;-5.9;-5.9;130.4;130.4
484;Eiwitrijke gewassen (incl. zaaigoed);1999;32.0;32.0;26.0;26.0;9.8;9.8;121.5;121.5
485;Eiwitrijke gewassen (incl. zaaigoed);2000;30.0;30.0;23.0;23.0;-14.2;-14.2;130.7;130.7
486;Eiwitrijke gewassen (incl. zaaigoed);2001;40.0;40.0;28.0;28.0;23.5;23.5;141.4;141.4
487;Eiwitrijke gewassen (incl. zaaigoed);2002;40.0;40.0;30.0;30.0;7.2;7.2;134.2;134.2
488;Eiwitrijke gewassen (incl. zaaigoed);2003;59.0;59.0;42.0;42.0;39.8;39.8;140.1;140.1
489;Eiwitrijke gewassen (incl. zaaigoed);2004;60.0;60.0;47.0;47.0;10.9;10.9;128.1;128.1
490;Eiwitrijke gewassen (incl. zaaigoed);2005;41.0;41.0;31.0;31.0;-33.8;-33.8;133.2;133.2
491;Eiwitrijke gewassen (incl. zaaigoed);2006;23.0;23.0;18.0;18.0;-43.0;-43.0;132.1;132.1
492;Eiwitrijke gewassen (incl. zaaigoed);2007;15.0;15.0;11.0;11.0;-37.9;-37.9;134.4;134.4
493;Eiwitrijke gewassen (incl. zaaigoed);2008;16.0;16.0;11.0;11.0;-2.9;-2.9;147.2;147.2
494;Eiwitrijke gewassen (incl. zaaigoed);2009;20.0;20.0;12.0;12.0;17.8;17.8;162.8;162.8
495;Eiwitrijke gewassen (incl. zaaigoed);2010;19.0;19.0;11.0;11.0;-7.7;-7.7;164.6;164.6
496;Eiwitrijke gewassen (incl. zaaigoed);2011;14.0;14.0;8.0;8.0;-33.5;-33.5;178.3;178.3
497;Eiwitrijke gewassen (incl. zaaigoed);2012;18.0;18.0;9.0;9.0;15.4;15.4;202.0;202.0
498;Eiwitrijke gewassen (incl. zaaigoed);2013;18.0;18.0;9.0;9.0;0.4;0.4;201.8;201.8
499;Eiwitrijke gewassen (incl. zaaigoed);2014;15.0;15.0;8.0;8.0;-5.3;-5.3;176.8;176.8
500;Eiwitrijke gewassen (incl. zaaigoed);2015;12.0;12.0;8.0;8.0;0.0;0.0;138.9;138.9
501;Eiwitrijke gewassen (incl. zaaigoed);2016;9.0;9.0;8.0;8.0;-9.6;-9.6;125.0;125.0
502;Eiwitrijke gewassen (incl. zaaigoed);2017;12.0;12.0;10.0;10.0;33.9;33.9;114.6;114.6
503;Eiwitrijke gewassen (incl. zaaigoed);2018;8.0;8.0;9.0;9.0;-8.7;-8.7;91.7;91.7
504;Eiwitrijke gewassen (incl. zaaigoed);2019;10.0;10.0;11.0;11.0;13.8;13.8;91.7;91.7
505;Eiwitrijke gewassen (incl. zaaigoed);2020;11.0;11.0;12.0;12.0;11.7;11.7;91.7;91.7
506;Eiwitrijke gewassen (incl. zaaigoed);2021;13.0;13.0;13.0;13.0;10.3;10.3;100.0;100.0
507;Eiwitrijke gewassen (incl. zaaigoed);2022;17.0;17.0;12.0;12.0;-7.7;-7.7;141.7;141.7
508;Eiwitrijke gewassen (incl. zaaigoed);2023;30.0;30.0;21.0;21.0;73.3;73.3;143.0;143.0
509;Eiwitrijke gewassen (incl. zaaigoed);2024;23.0;23.0;21.0;21.0;-0.8;-0.8;112.5;112.5
510;Suikerbieten;1995;342.0;342.0;172.0;172.0;;;199.2;199.2
511;Suikerbieten;1996;371.0;371.0;178.0;178.0;3.5;3.5;208.4;208.4
512;Suikerbieten;1997;373.0;373.0;178.0;178.0;0.2;0.2;209.5;209.5
513;Suikerbieten;1998;328.0;328.0;146.0;146.0;-17.8;-17.8;224.3;224.3
514;Suikerbieten;1999;345.0;345.0;201.0;201.0;37.3;37.3;171.4;171.4
515;Suikerbieten;2000;351.0;351.0;193.0;193.0;-3.8;-3.8;181.2;181.2
516;Suikerbieten;2001;386.0;386.0;177.0;177.0;-8.3;-8.3;217.4;217.4
517;Suikerbieten;2002;351.0;351.0;190.0;190.0;6.9;6.9;185.0;185.0
518;Suikerbieten;2003;361.0;361.0;204.0;204.0;7.5;7.5;177.3;177.3
519;Suikerbieten;2004;371.0;371.0;199.0;199.0;-2.2;-2.2;185.9;185.9
520;Suikerbieten;2005;327.0;327.0;203.0;203.0;1.7;1.7;161.3;161.3
521;Suikerbieten;2006;305.0;305.0;191.0;191.0;-6.0;-6.0;160.0;160.0
522;Suikerbieten;2007;282.0;282.0;200.0;200.0;4.9;4.9;141.1;141.1
523;Suikerbieten;2008;262.0;262.0;193.0;193.0;-3.3;-3.3;135.7;135.7
524;Suikerbieten;2009;368.0;368.0;226.0;226.0;17.1;17.1;162.5;162.5
525;Suikerbieten;2010;327.0;327.0;200.0;200.0;-11.7;-11.7;163.4;163.4
526;Suikerbieten;2011;431.0;431.0;220.0;220.0;10.0;10.0;196.0;196.0
527;Suikerbieten;2012;446.0;446.0;222.0;222.0;1.1;1.1;200.6;200.6
528;Suikerbieten;2013;454.0;454.0;225.0;225.0;1.1;1.1;202.0;202.0
529;Suikerbieten;2014;432.0;432.0;271.0;271.0;20.4;20.4;159.4;159.4
530;Suikerbieten;2015;251.0;251.0;194.0;194.0;-28.3;-28.3;129.3;129.3
531;Suikerbieten;2016;277.0;277.0;225.0;225.0;16.0;16.0;123.0;123.0
532;Suikerbieten;2017;387.0;387.0;330.0;330.0;46.4;46.4;117.3;117.3
533;Suikerbieten;2018;267.0;267.0;286.0;286.0;-13.4;-13.4;93.5;93.5
534;Suikerbieten;2019;283.0;283.0;288.0;288.0;1.0;1.0;98.0;98.0
535;Suikerbieten;2020;272.0;272.0;293.0;293.0;1.6;1.6;92.9;92.9
536;Suikerbieten;2021;310.0;310.0;310.0;310.0;5.8;5.8;100.0;100.0
