ID;RegioS;Tijdvak;Perioden;Inwoners_1;Woningen_2;BrutoNieuwbouw_3;NettoNieuwbouw_4;TotaleNieuwbouwAanliggend_5;TotaleNieuwbouwGeclusterd_6;TotaleNieuwbouwVerspreid_7;UitbreidingWoningvoorraadAanliggend_8;UitbreidingWoningvoorraadGeclusterd_9;UitbreidingWoningvoorraadVerspreid_10;Inwoners_11;Woningen_12;Inwoners_13;Woningen_14;Migratiesaldo_15;Inwoners_16;Woningen_17;Inwoners_18;Woningen_19;Inwoners_20;Woningen_21;Inwoners_22;Woningen_23;Inwoners_24;Woningen_25;Inwoners_26;Woningen_27;Inwoners_28;Woningen_29;Inwoners_30;Woningen_31;Inwoners_32;Woningen_33;Inwoners_34;Woningen_35;WOZ_36;Inwoners_37;Woningen_38;Inwoners_39;Woningen_40;WOZ_41;Inwoners_42;Woningen_43;Inwoners_44;Woningen_45;Inwoners_46;Woningen_47;Inwoners_48;Woningen_49;Inwoners_50;Woningen_51;Inwoners_52;Woningen_53;Inwoners_54;Woningen_55;Inwoners_56;Woningen_57;Inwoners_58;Woningen_59;Inwoners_60;Woningen_61;Inwoners_62;Woningen_63;Inwoners_64;Woningen_65;Inwoners_66;Woningen_67;Inwoners_68;Woningen_69;Inwoners_70;Woningen_71;Inwoners_72;Woningen_73;OpVerblijfsrecreatieterrein_74;GeclusterdBijBestaandeRecreatiewoning_75;GeclusterdNieuw_76;Verspreid_77
10;Noord-Nederland (LD);Ontwikkeling 2006 - 2007;2008;-12762.0;3904.0;7158.0;3451.0;1991.0;4796.0;779.0;1934.0;4794.0;481.0;3527.0;2182.0;446.0;9115.0;-967.0;0.0;0.0;4033.0;11368.0;-7.0;-2.0;3931.0;11266.0;408.0;295.0;3626.0;11021.0;0.0;0.0;4033.0;11368.0;6.0;0.0;4028.0;11356.0;1195.0;136.0;379.0;3391.0;10895.0;1.0;-1.0;0.0;4031.0;11365.0;0.0;0.0;4033.0;11368.0;0.0;0.0;4033.0;11364.0;-6.0;-83.0;4073.0;11450.0;-44.0;3.0;3911.0;11248.0;36.0;1.0;4028.0;11291.0;-450.0;851.0;4402.0;10515.0;-9.0;7.0;3993.0;11338.0;670.0;17.0;616.0;32.0
11;Noord-Nederland (LD);Stand 01-01-2008;2008;1384358.0;618924.0;;;;;;;;;272161.0;122858.0;1432557.0;610280.0;;0.0;0.0;1704786.0;733209.0;209.0;92.0;1704447.0;733013.0;11591.0;5572.0;1693195.0;727585.0;0.0;0.0;1704786.0;733209.0;47.0;14.0;1704739.0;733183.0;7391.0;56142.0;23019.0;1648061.0;710083.0;4.0;25.0;8.0;1704758.0;733197.0;0.0;0.0;1704786.0;733209.0;0.0;0.0;1704786.0;733209.0;193.0;80.0;1704592.0;733128.0;7884.0;3041.0;1696545.0;730027.0;1578.0;507.0;1703170.0;732625.0;148529.0;60654.0;1556113.0;672545.0;2388.0;873.0;1702332.0;732304.0;;;;
12;Oost-Nederland (LD);Stand 01-01-2000;2008;2874582.0;1157051.0;;;;;;;;;993729.0;414078.0;2320071.0;879679.0;;716.0;240.0;3313114.0;1293521.0;3706.0;1531.0;3310061.0;1292226.0;17481.0;9179.0;3296357.0;1284582.0;1204.0;522.0;3312594.0;1293236.0;1350.0;424.0;3312487.0;1293336.0;525.0;11693.0;3841.0;3302137.0;1289919.0;4167.0;102776.0;39925.0;3211064.0;1253836.0;3774.0;1180.0;3310046.0;1292574.0;7312.0;2447.0;3306438.0;1291306.0;0.0;0.0;3313843.0;1293761.0;59599.0;19131.0;3253968.0;1274614.0;24807.0;8970.0;3288896.0;1284779.0;498376.0;182540.0;2815363.0;1111209.0;13198.0;4371.0;3300605.0;1289389.0;;;;
13;Oost-Nederland (LD);Ontwikkeling 2000 - 2001;2008;29728.0;15293.0;17864.0;15750.0;4835.0;8426.0;1163.0;4498.0;8354.0;483.0;28018.0;11056.0;43057.0;17696.0;2193.0;8.0;1.0;71086.0;28752.0;-3.0;0.0;71060.0;28749.0;407.0;313.0;70643.0;28438.0;-27.0;0.0;71087.0;28752.0;-14.0;9.0;71096.0;28744.0;372.0;1129.0;330.0;69700.0;28425.0;2233.0;5407.0;1626.0;65676.0;27127.0;-215.0;3.0;71289.0;28751.0;43.0;26.0;71046.0;28722.0;0.0;0.0;71086.0;28753.0;1342.0;124.0;69729.0;28624.0;240.0;19.0;70819.0;28730.0;4322.0;1613.0;66701.0;27139.0;630.0;37.0;70435.0;28712.0;1023.0;24.0;264.0;31.0
14;Oost-Nederland (LD);Ontwikkeling 2002 - 2003;2008;-676.0;5538.0;9421.0;5948.0;5553.0;11776.0;1179.0;5391.0;11766.0;408.0;20431.0;8058.0;26944.0;15193.0;-1122.0;3.0;5.0;47358.0;23248.0;-69.0;-16.0;47400.0;23266.0;830.0;216.0;46538.0;23037.0;61.0;-2.0;47282.0;23255.0;32.0;1.0;47331.0;23252.0;137.0;761.0;144.0;46853.0;23107.0;763.0;6123.0;2004.0;41241.0;21249.0;-45.0;6.0;47407.0;23246.0;122.0;1.0;47243.0;23250.0;0.0;0.0;47381.0;23253.0;802.0;146.0;46472.0;23106.0;224.0;64.0;47089.0;23186.0;1169.0;2188.0;46176.0;21064.0;-525.0;16.0;47843.0;23236.0;816.0;36.0;241.0;83.0
15;Oost-Nederland (LD);Ontwikkeling 2004 - 2005;2008;-20679.0;7848.0;10540.0;7763.0;4802.0;12154.0;1303.0;4665.0;12148.0;537.0;12501.0;9508.0;15082.0;15453.0;-3734.0;7.0;2.0;27556.0;24950.0;-39.0;11.0;27546.0;24914.0;187.0;304.0;27405.0;24648.0;51.0;2.0;27541.0;24921.0;16.0;2.0;27550.0;24923.0;535.0;248.0;143.0;27342.0;24811.0;3740.0;3164.0;907.0;24400.0;24047.0;30.0;33.0;27555.0;24891.0;255.0;19.0;27325.0;24908.0;0.0;0.0;27575.0;24954.0;-1198.0;134.0;28674.0;24793.0;-755.0;27.0;28371.0;24897.0;-2296.0;2112.0;29850.0;22809.0;-207.0;50.0;27833.0;24872.0;480.0;20.0;158.0;31.0
16;Oost-Nederland (LD);Ontwikkeling 2006 - 2007;2008;-22393.0;12315.0;15575.0;10287.0;4237.0;12009.0;1553.0;4081.0;12000.0;771.0;10598.0;9428.0;12054.0;21391.0;-1862.0;3.0;4.0;22640.0;30784.0;-75.0;9.0;21938.0;30545.0;745.0;570.0;21946.0;30263.0;-42.0;4.0;22635.0;30792.0;29.0;22.0;22576.0;30790.0;342.0;459.0;281.0;22106.0;30530.0;1745.0;2447.0;1257.0;20091.0;29543.0;17.0;42.0;22356.0;30739.0;175.0;1.0;22046.0;30747.0;0.0;0.0;22666.0;30850.0;-945.0;440.0;21233.0;29755.0;-192.0;175.0;22294.0;30517.0;-130.0;4497.0;22271.0;26168.0;110.0;112.0;22239.0;30570.0;712.0;20.0;414.0;57.0
17;Oost-Nederland (LD);Stand 01-01-2008;2008;2860562.0;1198045.0;;;;;;;;;1065277.0;452128.0;2417208.0;949412.0;;737.0;252.0;3481754.0;1401255.0;3520.0;1535.0;3478005.0;1399700.0;19650.0;10582.0;3462889.0;1390968.0;1247.0;526.0;3481139.0;1400956.0;1413.0;458.0;3481040.0;1401045.0;1911.0;14290.0;4739.0;3468138.0;1396792.0;12648.0;119917.0;45719.0;3362472.0;1355802.0;3561.0;1264.0;3478653.0;1400201.0;7907.0;2494.0;3474098.0;1398933.0;0.0;0.0;3482551.0;1401571.0;59600.0;19975.0;3420076.0;1380892.0;24324.0;9255.0;3457469.0;1392109.0;501441.0;192950.0;2980361.0;1208389.0;13206.0;4586.0;3468955.0;1396779.0;;;;
18;West-Nederland (LD);Stand 01-01-2000;2008;7014463.0;3056740.0;;;;;;;;;5168359.0;2297842.0;2226513.0;889622.0;;27270.0;9398.0;7367555.0;3178069.0;5662.0;2598.0;7389072.0;3184873.0;63832.0;36289.0;7331021.0;3151196.0;121164.0;64571.0;7272207.0;3122894.0;7467.0;4040.0;7387187.0;3183447.0;24532.0;545079.0;212916.0;6849374.0;2974560.0;25457.0;464983.0;186636.0;6929619.0;3000824.0;258.0;104.0;7395078.0;3187381.0;77751.0;34915.0;7317140.0;3152528.0;2337.0;1247.0;7392939.0;3186206.0;48505.0;17859.0;7344528.0;3169559.0;6200.0;2415.0;7387993.0;3185029.0;992701.0;384993.0;6401774.0;2802480.0;10455.0;4260.0;7384660.0;3183217.0;;;;
19;West-Nederland (LD);Ontwikkeling 2000 - 2001;2008;39313.0;31992.0;42249.0;32015.0;8826.0;14813.0;1178.0;8465.0;14786.0;401.0;78892.0;42470.0;25793.0;14917.0;-6114.0;161.0;102.0;104342.0;57308.0;-75.0;-10.0;104650.0;57417.0;717.0;648.0;104055.0;56783.0;-733.0;83.0;105315.0;57306.0;-23.0;-20.0;104782.0;57431.0;15983.0;12813.0;6116.0;91531.0;51293.0;13580.0;27849.0;12153.0;76674.0;45257.0;0.0;0.0;104661.0;57474.0;2790.0;1480.0;102000.0;55945.0;77.0;5.0;104364.0;57467.0;190.0;270.0;103728.0;57139.0;-32.0;23.0;104625.0;57412.0;6242.0;5702.0;98343.0;51687.0;662.0;371.0;104061.0;57063.0;487.0;27.0;218.0;27.0
20;West-Nederland (LD);Ontwikkeling 2002 - 2003;2008;-16061.0;15750.0;27086.0;15749.0;10120.0;25910.0;1203.0;9753.0;25872.0;337.0;62583.0;37460.0;17814.0;13916.0;-6804.0;276.0;101.0;80279.0;51251.0;-12.0;-48.0;80528.0;51402.0;1658.0;698.0;78784.0;50637.0;-530.0;132.0;81139.0;51238.0;20.0;14.0;80269.0;51342.0;3416.0;5749.0;3640.0;74769.0;47717.0;7772.0;35442.0;15233.0;45038.0;36120.0;7.0;1.0;80326.0;51333.0;2852.0;1606.0;77490.0;49776.0;28.0;84.0;80252.0;51237.0;434.0;187.0;80116.0;51164.0;-31.0;2.0;80407.0;51316.0;4171.0;4122.0;76193.0;47253.0;1211.0;398.0;79133.0;50935.0;462.0;41.0;703.0;36.0
21;West-Nederland (LD);Ontwikkeling 2004 - 2005;2008;-54492.0;12731.0;26502.0;10955.0;9126.0;27853.0;1241.0;8891.0;27824.0;535.0;35031.0;34411.0;10028.0;15046.0;-8905.0;-18.0;164.0;45081.0;49294.0;78.0;73.0;44446.0;49388.0;671.0;715.0;44464.0;48744.0;-863.0;280.0;46007.0;49180.0;-162.0;-3.0;45378.0;49457.0;19396.0;4047.0;2764.0;40771.0;46639.0;21524.0;26320.0;11321.0;18221.0;38085.0;115.0;70.0;44837.0;49384.0;-403.0;1325.0;45381.0;48132.0;9.0;24.0;45237.0;49430.0;130.0;521.0;45491.0;48934.0;4.0;22.0;45355.0;49439.0;-402.0;4037.0;45397.0;45408.0;739.0;217.0;44273.0;49239.0;492.0;33.0;438.0;40.0
22;West-Nederland (LD);Ontwikkeling 2006 - 2007;2008;-51980.0;21358.0;37035.0;18067.0;7771.0;26758.0;1432.0;7581.0;26735.0;688.0;37094.0;41027.0;4732.0;16674.0;-8425.0;-247.0;155.0;43988.0;58146.0;217.0;126.0;41785.0;57222.0;733.0;1586.0;43429.0;56880.0;-2050.0;44.0;45221.0;57274.0;170.0;-8.0;44091.0;58456.0;6727.0;3398.0;4916.0;38734.0;52854.0;5819.0;23328.0;10383.0;17642.0;46524.0;-17.0;3.0;44013.0;58428.0;-41.0;441.0;43065.0;57717.0;-67.0;2.0;44030.0;58378.0;367.0;398.0;40346.0;56897.0;-161.0;3.0;43429.0;58224.0;-1102.0;5947.0;42845.0;51586.0;-58.0;69.0;44138.0;58381.0;475.0;44.0;568.0;32.0
23;West-Nederland (LD);Stand 01-01-2008;2008;6931243.0;3138571.0;;;;;;;;;5381959.0;2453210.0;2284880.0;950175.0;;27442.0;9920.0;7641245.0;3394068.0;5870.0;2739.0;7660481.0;3400302.0;67611.0;39936.0;7601753.0;3364240.0;116988.0;65110.0;7549889.0;3337892.0;7472.0;4023.0;7661707.0;3400133.0;70054.0;571086.0;230352.0;7095179.0;3173063.0;74152.0;577922.0;235726.0;7087194.0;3166810.0;363.0;178.0;7668915.0;3404000.0;82949.0;39767.0;7585076.0;3364098.0;2384.0;1362.0;7666822.0;3402718.0;49626.0;19235.0;7614209.0;3383693.0;5980.0;2465.0;7661809.0;3401420.0;1001610.0;404801.0;6664552.0;2998414.0;13009.0;5315.0;7656265.0;3398835.0;;;;
24;Zuid-Nederland (LD);Stand 01-01-2000;2008;3163066.0;1301465.0;;;;;;;;;1781957.0;750563.0;1714796.0;660266.0;;5701.0;1915.0;3491314.0;1408933.0;8951.0;3799.0;3487768.0;1407033.0;19929.0;12001.0;3477054.0;1398847.0;7768.0;3768.0;3488887.0;1406999.0;2105.0;917.0;3494675.0;1409929.0;0.0;0.0;0.0;3497046.0;1410848.0;0.0;0.0;0.0;3497046.0;1410848.0;13970.0;4714.0;3483043.0;1406132.0;56532.0;23101.0;3440416.0;1387743.0;0.0;0.0;3497046.0;1410848.0;14933.0;5300.0;3481445.0;1405459.0;2331.0;771.0;3494615.0;1410071.0;303462.0;116988.0;3193534.0;1293856.0;9272.0;3350.0;3487753.0;1407494.0;;;;
25;Zuid-Nederland (LD);Ontwikkeling 2000 - 2001;2008;12917.0;17030.0;19073.0;17174.0;4315.0;4380.0;740.0;4168.0;4333.0;274.0;22164.0;15590.0;15006.0;10096.0;-1165.0;-133.0;8.0;37494.0;25678.0;43.0;53.0;37102.0;25627.0;303.0;286.0;36990.0;25399.0;254.0;131.0;36955.0;25557.0;2.0;7.0;37203.0;25681.0;0.0;0.0;0.0;37353.0;25686.0;0.0;0.0;0.0;37353.0;25686.0;279.0;72.0;37033.0;25614.0;511.0;437.0;36773.0;25249.0;0.0;0.0;37353.0;25686.0;1025.0;448.0;36032.0;25233.0;-79.0;-5.0;37279.0;25687.0;318.0;1380.0;36994.0;24305.0;446.0;107.0;36885.0;25579.0;163.0;14.0;207.0;29.0
26;Zuid-Nederland (LD);Ontwikkeling 2002 - 2003;2008;-9141.0;8559.0;12532.0;9077.0;4106.0;4090.0;742.0;3968.0;4074.0;317.0;10284.0;8949.0;1883.0;7928.0;-2707.0;-49.0;18.0;11887.0;16860.0;281.0;40.0;11947.0;16836.0;660.0;303.0;11260.0;16572.0;-10.0;88.0;12217.0;16784.0;-24.0;-6.0;12206.0;16878.0;0.0;0.0;0.0;11924.0;16878.0;0.0;0.0;0.0;11924.0;16878.0;154.0;41.0;11800.0;16836.0;245.0;499.0;11579.0;16376.0;0.0;0.0;11924.0;16878.0;1014.0;273.0;11281.0;16602.0;-71.0;1.0;12014.0;16876.0;-1850.0;1119.0;13717.0;15760.0;174.0;37.0;11744.0;16838.0;201.0;17.0;189.0;23.0
27;Zuid-Nederland (LD);Ontwikkeling 2004 - 2005;2008;-21065.0;11079.0;14774.0;10491.0;3910.0;5593.0;724.0;3765.0;5586.0;301.0;4110.0;11838.0;-2822.0;8634.0;-2805.0;-295.0;18.0;1797.0;20520.0;-93.0;85.0;1617.0;20459.0;52.0;478.0;1476.0;20061.0;-33.0;10.0;1475.0;20598.0;33.0;8.0;1450.0;20533.0;0.0;0.0;0.0;1561.0;20538.0;0.0;0.0;0.0;1561.0;20538.0;82.0;87.0;1482.0;20454.0;257.0;344.0;1189.0;20195.0;0.0;0.0;1561.0;20538.0;411.0;130.0;349.0;20398.0;-63.0;8.0;1536.0;20534.0;-2475.0;1271.0;3991.0;19267.0;74.0;93.0;1492.0;20445.0;296.0;8.0;355.0;33.0
28;Zuid-Nederland (LD);Ontwikkeling 2006 - 2007;2008;-26473.0;17255.0;19425.0;14258.0;4149.0;5854.0;758.0;4003.0;5848.0;312.0;1231.0;15440.0;-648.0;14184.0;-1499.0;-68.0;65.0;642.0;29574.0;115.0;85.0;-262.0;29292.0;628.0;590.0;17.0;29067.0;-36.0;70.0;629.0;29521.0;-87.0;10.0;714.0;29603.0;0.0;0.0;0.0;601.0;29761.0;0.0;0.0;0.0;601.0;29761.0;7.0;130.0;595.0;29631.0;-90.0;437.0;317.0;29071.0;0.0;0.0;601.0;29761.0;-65.0;155.0;-1586.0;28858.0;36.0;14.0;639.0;29641.0;-1209.0;2212.0;1606.0;27358.0;-130.0;69.0;696.0;29690.0;162.0;12.0;109.0;25.0
29;Zuid-Nederland (LD);Stand 01-01-2008;2008;3119304.0;1355388.0;;;;;;;;;1819746.0;802380.0;1728215.0;701108.0;;5156.0;2024.0;3543134.0;1501565.0;9297.0;4062.0;3538172.0;1499247.0;21572.0;13658.0;3526797.0;1489946.0;7943.0;4067.0;3540163.0;1499459.0;2029.0;936.0;3546248.0;1502624.0;0.0;0.0;0.0;3548485.0;1503711.0;0.0;0.0;0.0;3548485.0;1503711.0;14492.0;5044.0;3533953.0;1498667.0;57455.0;24818.0;3490274.0;1478634.0;0.0;0.0;3548485.0;1503711.0;17318.0;6306.0;3527521.0;1496550.0;2154.0;789.0;3546083.0;1502809.0;298246.0;122970.0;3249842.0;1380546.0;9836.0;3656.0;3538570.0;1500046.0;;;;
30;Groningen (PV);Stand 01-01-2000;2008;495687.0;219540.0;;;;;;;;;194241.0;91221.0;368069.0;152722.0;;0.0;0.0;562642.0;243943.0;75.0;36.0;562237.0;243907.0;7039.0;2883.0;555277.0;241061.0;0.0;0.0;562642.0;243943.0;0.0;0.0;562642.0;243943.0;627.0;10796.0;4428.0;551499.0;239507.0;0.0;0.0;0.0;562639.0;243942.0;0.0;0.0;562642.0;243943.0;0.0;0.0;562642.0;243943.0;0.0;0.0;562642.0;243943.0;3226.0;1180.0;559073.0;242755.0;45.0;15.0;562268.0;243929.0;5236.0;2055.0;557397.0;241881.0;338.0;132.0;562296.0;243803.0;;;;
31;Groningen (PV);Ontwikkeling 2000 - 2001;2008;2648.0;-280.0;2528.0;306.0;487.0;732.0;185.0;335.0;732.0;108.0;2984.0;39.0;5178.0;904.0;-124.0;0.0;0.0;7832.0;943.0;-6.0;0.0;8152.0;943.0;273.0;18.0;7885.0;925.0;0.0;0.0;7832.0;943.0;0.0;0.0;7832.0;943.0;229.0;433.0;128.0;7724.0;815.0;0.0;0.0;0.0;7833.0;943.0;0.0;0.0;7832.0;943.0;0.0;0.0;7832.0;943.0;0.0;0.0;7832.0;943.0;9.0;15.0;8125.0;928.0;-1.0;0.0;8153.0;943.0;-59.0;6.0;7885.0;937.0;18.0;3.0;7817.0;940.0;38.0;2.0;51.0;0.0
