ID;KenmerkenVanHuishoudens;Vermogensklassen;Perioden;ParticuliereHuishoudens_1;TotaalVermogen_2;GemiddeldVermogen_3;MediaanVermogen_4
1600;Type: Eenoudergezin;Vermogen: 7e 10%-groep;2022;44.2;11.6;261.9;260.6
1601;Type: Eenoudergezin;Vermogen: 7e 10%-groep;2023;45.8;12.1;264.5;263.1
1602;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2006;25.1;4.8;192.3;190.9
1603;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2007;25.7;5.3;206.3;204.6
1604;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2008;26.2;5.8;220.5;219.1
1605;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2009;27.5;5.9;213.2;211.5
1606;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2010;29.6;5.9;197.5;195.9
1607;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2011;29.3;5.6;192.7;190.9
1608;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2012;31.2;5.5;175.9;174.1
1609;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2013;31.8;4.8;152.4;150.7
1610;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2014;33.1;5.1;153.1;151.2
1611;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2015;33.8;5.4;160.8;159.0
1612;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2016;34.7;5.9;168.7;166.6
1613;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2017;34.5;6.3;183.8;181.7
1614;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2018;34.9;7.1;203.8;201.4
1615;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2019;35.6;8.1;227.1;224.6
1616;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2020;36.0;9.0;250.6;248.1
1617;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2021;35.8;10.3;289.0;286.3
1618;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2022;36.1;13.3;366.9;364.1
1619;Type: Eenoudergezin;Vermogen: 8e 10%-groep;2023;36.6;13.6;371.2;368.4
1620;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2006;22.8;6.9;301.4;296.0
1621;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2007;22.8;7.3;321.7;315.4
1622;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2008;23.4;8.0;340.8;334.0
1623;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2009;23.8;7.9;331.9;324.8
1624;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2010;25.5;8.1;316.2;309.8
1625;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2011;25.5;7.9;308.0;301.4
1626;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2012;26.1;7.5;289.7;283.4
1627;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2013;26.5;7.0;263.1;257.0
1628;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2014;26.9;7.1;263.8;257.2
1629;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2015;27.6;7.5;273.2;266.7
1630;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2016;28.0;8.0;284.3;277.3
1631;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2017;28.4;8.7;304.8;297.3
1632;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2018;28.6;9.5;331.2;323.5
1633;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2019;29.7;10.7;360.9;353.0
1634;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2020;30.2;11.8;390.3;381.5
1635;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2021;30.2;13.2;437.0;428.0
1636;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2022;30.5;16.2;532.5;522.4
1637;Type: Eenoudergezin;Vermogen: 9e 10%-groep;2023;31.0;16.7;539.1;528.8
1638;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2006;24.2;21.3;881.8;592.3
1639;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2007;23.5;22.2;943.6;623.8
1640;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2008;24.2;23.9;986.3;666.3
1641;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2009;24.6;23.9;973.8;653.3
1642;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2010;26.2;26.3;1003.3;641.3
1643;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2011;25.2;25.0;995.5;615.7
1644;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2012;25.4;24.2;952.3;592.1
1645;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2013;25.4;24.6;969.9;567.8
1646;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2014;25.7;25.2;980.2;566.5
1647;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2015;25.8;26.0;1008.4;585.4
1648;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2016;26.3;28.0;1065.7;601.8
1649;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2017;26.3;35.7;1358.6;641.9
1650;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2018;26.8;38.2;1425.9;687.9
1651;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2019;27.5;35.6;1295.4;731.8
1652;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2020;27.9;38.4;1377.2;783.9
1653;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2021;28.0;40.3;1442.1;843.7
1654;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2022;27.9;48.7;1744.2;983.5
1655;Type: Eenoudergezin;Vermogen: 10e 10%-groep;2023;27.7;47.7;1724.1;1000.4
1656;Type: Paar, totaal;Totaal;2006;3954.1;843.8;213.4;98.4
1657;Type: Paar, totaal;Totaal;2007;3958.8;898.2;226.9;108.7
1658;Type: Paar, totaal;Totaal;2008;3971.5;955.1;240.5;117.3
1659;Type: Paar, totaal;Totaal;2009;3984.4;927.6;232.8;109.0
1660;Type: Paar, totaal;Totaal;2010;4094.5;918.7;224.4;90.1
1661;Type: Paar, totaal;Totaal;2011;4105.7;907.9;221.1;84.9
1662;Type: Paar, totaal;Totaal;2012;4109.0;857.6;208.7;70.1
1663;Type: Paar, totaal;Totaal;2013;4115.7;821.5;199.6;50.4
1664;Type: Paar, totaal;Totaal;2014;4122.7;817.9;198.4;50.3
1665;Type: Paar, totaal;Totaal;2015;4124.5;889.9;215.8;57.8
1666;Type: Paar, totaal;Totaal;2016;4129.1;927.3;224.6;65.3
1667;Type: Paar, totaal;Totaal;2017;4139.4;1023.0;247.1;79.4
1668;Type: Paar, totaal;Totaal;2018;4157.1;1127.5;271.2;96.6
1669;Type: Paar, totaal;Totaal;2019;4174.2;1238.1;296.6;117.7
1670;Type: Paar, totaal;Totaal;2020;4196.8;1378.5;328.5;137.9
1671;Type: Paar, totaal;Totaal;2021;4219.8;1502.7;356.1;172.2
1672;Type: Paar, totaal;Totaal;2022;4237.1;1873.8;442.2;242.7
1673;Type: Paar, totaal;Totaal;2023;4257.1;1920.9;451.2;247.5
1674;Type: Paar, totaal;Vermogen: tot -5 000 euro;2006;241.4;-15.8;-65.5;-31.7
1675;Type: Paar, totaal;Vermogen: tot -5 000 euro;2007;220.5;-15.6;-70.9;-32.1
1676;Type: Paar, totaal;Vermogen: tot -5 000 euro;2008;216.5;-15.9;-73.4;-31.1
1677;Type: Paar, totaal;Vermogen: tot -5 000 euro;2009;283.6;-19.8;-69.7;-28.8
1678;Type: Paar, totaal;Vermogen: tot -5 000 euro;2010;438.9;-27.1;-61.6;-30.1
1679;Type: Paar, totaal;Vermogen: tot -5 000 euro;2011;586.6;-30.8;-52.6;-26.8
1680;Type: Paar, totaal;Vermogen: tot -5 000 euro;2012;723.9;-39.0;-53.9;-30.4
1681;Type: Paar, totaal;Vermogen: tot -5 000 euro;2013;919.4;-53.6;-58.3;-38.5
1682;Type: Paar, totaal;Vermogen: tot -5 000 euro;2014;933.6;-52.6;-56.4;-36.2
1683;Type: Paar, totaal;Vermogen: tot -5 000 euro;2015;846.6;-45.8;-54.1;-33.2
1684;Type: Paar, totaal;Vermogen: tot -5 000 euro;2016;747.3;-39.9;-53.4;-30.4
1685;Type: Paar, totaal;Vermogen: tot -5 000 euro;2017;598.7;-32.5;-54.2;-27.6
1686;Type: Paar, totaal;Vermogen: tot -5 000 euro;2018;473.5;-28.2;-59.5;-26.2
1687;Type: Paar, totaal;Vermogen: tot -5 000 euro;2019;385.3;-25.2;-65.5;-26.2
1688;Type: Paar, totaal;Vermogen: tot -5 000 euro;2020;331.8;-22.0;-66.2;-26.6
1689;Type: Paar, totaal;Vermogen: tot -5 000 euro;2021;275.8;-19.7;-71.2;-28.0
1690;Type: Paar, totaal;Vermogen: tot -5 000 euro;2022;236.2;-17.6;-74.7;-28.7
1691;Type: Paar, totaal;Vermogen: tot -5 000 euro;2023;248.0;-19.5;-78.8;-30.3
1692;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2006;37.3;-0.1;-2.4;-2.4
1693;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2007;35.6;-0.1;-2.4;-2.4
1694;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2008;36.8;-0.1;-2.4;-2.4
1695;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2009;44.9;-0.1;-2.5;-2.4
1696;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2010;47.9;-0.1;-2.4;-2.4
1697;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2011;170.2;-0.3;-1.9;-1.6
1698;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2012;178.5;-0.4;-2.0;-1.7
1699;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2013;182.5;-0.4;-2.0;-1.7
1700;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2014;173.6;-0.4;-2.0;-1.8
1701;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2015;170.9;-0.4;-2.1;-1.9
1702;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2016;172.6;-0.4;-2.1;-1.9
1703;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2017;160.2;-0.3;-2.1;-1.9
1704;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2018;146.7;-0.3;-2.0;-1.8
1705;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2019;132.4;-0.3;-2.0;-1.7
1706;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2020;119.7;-0.2;-2.0;-1.7
1707;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2021;98.2;-0.2;-2.0;-1.7
1708;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2022;92.3;-0.2;-1.9;-1.7
1709;Type: Paar, totaal;Vermogen: -5 000 tot 0 euro;2023;92.0;-0.2;-2.0;-1.7
1710;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2006;254.4;0.1;0.2;0.0
1711;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2007;245.3;0.1;0.2;0.0
1712;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2008;222.0;0.0;0.2;0.0
1713;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2009;211.7;0.0;0.2;0.0
1714;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2010;209.7;0.1;0.3;0.1
1715;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2011;96.4;0.0;0.4;0.4
1716;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2012;87.1;0.0;0.4;0.4
1717;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2013;94.5;0.0;0.4;0.4
1718;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2014;92.4;0.0;0.4;0.4
1719;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2015;77.8;0.0;0.5;0.5
1720;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2016;81.6;0.0;0.5;0.5
1721;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2017;81.0;0.0;0.5;0.5
1722;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2018;82.2;0.0;0.5;0.5
1723;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2019;79.0;0.0;0.5;0.5
1724;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2020;76.8;0.0;0.5;0.5
1725;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2021;64.2;0.0;0.5;0.5
1726;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2022;62.8;0.0;0.5;0.5
1727;Type: Paar, totaal;Vermogen: 0 tot 1 000 euro;2023;64.2;0.0;0.4;0.4
1728;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2006;258.2;0.7;2.7;2.5
1729;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2007;254.8;0.7;2.6;2.5
1730;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2008;249.5;0.7;2.7;2.5
1731;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2009;252.8;0.7;2.7;2.5
1732;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2010;261.5;0.7;2.7;2.5
1733;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2011;187.3;0.5;2.7;2.6
1734;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2012;180.9;0.5;2.7;2.6
1735;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2013;191.9;0.5;2.7;2.5
1736;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2014;190.2;0.5;2.7;2.5
1737;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2015;183.8;0.5;2.7;2.5
1738;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2016;186.2;0.5;2.7;2.5
1739;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2017;188.0;0.5;2.7;2.5
1740;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2018;182.5;0.5;2.7;2.5
1741;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2019;173.5;0.5;2.6;2.4
1742;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2020;170.0;0.4;2.6;2.4
1743;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2021;159.5;0.4;2.6;2.5
1744;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2022;147.5;0.4;2.6;2.4
1745;Type: Paar, totaal;Vermogen 1 000 tot 5 000 euro;2023;153.6;0.4;2.7;2.5
1746;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2006;170.8;1.3;7.3;7.2
1747;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2007;164.1;1.2;7.3;7.2
1748;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2008;163.1;1.2;7.3;7.2
1749;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2009;163.9;1.2;7.3;7.2
1750;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2010;167.9;1.2;7.3;7.2
1751;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2011;139.3;1.0;7.4;7.3
1752;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2012;135.3;1.0;7.4;7.3
1753;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2013;132.5;1.0;7.3;7.3
1754;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2014;131.5;1.0;7.3;7.3
1755;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2015;134.1;1.0;7.4;7.3
1756;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2016;137.5;1.0;7.4;7.3
1757;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2017;139.5;1.0;7.4;7.3
1758;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2018;129.6;1.0;7.4;7.3
1759;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2019;117.8;0.9;7.4;7.3
1760;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2020;111.2;0.8;7.4;7.3
1761;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2021;104.2;0.8;7.4;7.3
1762;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2022;91.4;0.7;7.3;7.3
1763;Type: Paar, totaal;Vermogen: 5 000 tot 10 000 euro;2023;94.9;0.7;7.3;7.2
1764;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2006;222.4;3.3;14.6;14.4
1765;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2007;215.5;3.2;14.6;14.5
1766;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2008;212.5;3.1;14.6;14.5
1767;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2009;211.8;3.1;14.6;14.4
1768;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2010;214.8;3.1;14.6;14.5
1769;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2011;196.4;2.9;14.7;14.6
1770;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2012;193.6;2.8;14.7;14.6
1771;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2013;181.6;2.7;14.7;14.5
1772;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2014;182.2;2.7;14.7;14.5
1773;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2015;193.8;2.9;14.7;14.6
1774;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2016;201.3;3.0;14.7;14.6
1775;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2017;211.5;3.1;14.8;14.6
1776;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2018;201.0;3.0;14.8;14.7
1777;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2019;178.4;2.6;14.8;14.7
1778;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2020;161.6;2.4;14.7;14.6
1779;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2021;145.8;2.1;14.7;14.6
1780;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2022;120.9;1.8;14.6;14.5
1781;Type: Paar, totaal;Vermogen: 10 000 tot 20 000 euro;2023;122.4;1.8;14.6;14.4
1782;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2006;413.1;12.9;31.3;28.7
1783;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2007;392.6;13.2;33.7;33.1
1784;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2008;386.1;13.0;33.6;33.1
1785;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2009;383.5;12.9;33.7;33.1
1786;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2010;392.3;13.3;33.8;33.2
1787;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2011;392.0;13.2;33.7;33.0
1788;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2012;386.3;13.0;33.7;33.0
1789;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2013;352.0;11.9;33.8;33.2
1790;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2014;354.4;12.0;33.8;33.2
1791;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2015;382.2;12.8;33.6;33.0
1792;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2016;397.0;13.4;33.7;33.2
1793;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2017;423.5;14.3;33.7;33.2
1794;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2018;436.5;14.8;34.0;33.5
1795;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2019;408.4;14.0;34.3;33.9
1796;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2020;366.9;12.6;34.3;34.0
1797;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2021;308.3;10.6;34.2;33.8
1798;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2022;219.3;7.4;33.6;32.9
1799;Type: Paar, totaal;Vermogen: 20 000 tot 50 000 euro;2023;221.5;7.5;33.6;33.0
1800;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2006;391.3;29.3;74.8;74.7
1801;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2007;387.6;28.8;74.3;74.1
1802;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2008;377.9;28.1;74.3;74.0
1803;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2009;376.8;28.0;74.2;73.9
1804;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2010;386.1;28.6;74.2;73.8
1805;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2011;395.1;29.2;74.0;73.6
1806;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2012;393.1;29.1;74.0;73.7
1807;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2013;388.8;28.8;74.1;73.7
1808;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2014;389.3;28.8;74.1;73.7
1809;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2015;398.2;29.4;73.8;73.3
1810;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2016;407.5;30.0;73.6;73.0
1811;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2017;427.4;31.4;73.6;72.8
1812;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2018;453.4;33.3;73.5;72.8
1813;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2019;474.8;34.9;73.6;73.0
1814;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2020;469.0;34.7;73.9;73.5
1815;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2021;417.7;31.1;74.6;74.4
1816;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2022;265.7;19.9;75.0;75.2
1817;Type: Paar, totaal;Vermogen: 50 000 tot 100 000 euro;2023;260.1;19.4;74.6;74.7
1818;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2006;719.8;106.8;148.4;147.7
1819;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2007;696.6;103.7;148.8;148.3
1820;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2008;679.0;101.3;149.2;148.9
1821;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2009;665.7;99.2;149.0;148.5
1822;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2010;663.0;98.4;148.5;147.7
1823;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2011;660.6;98.2;148.7;148.2
1824;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2012;644.6;95.5;148.2;147.4
1825;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2013;620.8;91.4;147.2;145.8
1826;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2014;617.8;91.0;147.2;145.9
1827;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2015;623.2;92.0;147.5;146.4
1828;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2016;628.6;92.8;147.6;146.4
1829;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2017;642.0;94.8;147.6;146.5
1830;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2018;656.7;96.9;147.6;146.5
1831;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2019;684.4;100.9;147.5;146.2
1832;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2020;702.9;103.7;147.5;146.3
1833;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2021;718.4;106.3;148.0;146.9
1834;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2022;617.1;93.3;151.1;151.6
1835;Type: Paar, totaal;Vermogen: 100 000 tot 200 000 euro;2023;585.9;88.7;151.4;152.0
1836;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2006;903.5;279.7;309.5;292.6
1837;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2007;963.3;300.4;311.8;295.6
1838;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2008;1003.5;314.5;313.4;297.6
1839;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2009;976.9;306.3;313.5;297.7
1840;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2010;910.9;284.9;312.7;296.8
1841;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2011;897.4;278.7;310.6;293.8
1842;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2012;824.1;255.4;309.9;292.8
1843;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2013;715.2;220.9;308.9;291.5
1844;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2014;719.4;222.3;309.0;291.7
1845;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2015;755.7;233.8;309.4;292.2
1846;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2016;790.7;245.3;310.3;293.3
1847;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2017;849.4;265.0;311.9;295.7
1848;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2018;924.7;290.4;314.0;298.6
1849;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2019;1012.3;320.4;316.5;302.0
1850;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2020;1092.6;348.1;318.6;305.1
1851;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2021;1228.3;396.4;322.7;310.8
1852;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2022;1425.3;471.3;330.6;322.0
1853;Type: Paar, totaal;Vermogen: 200 000 tot 500 000 euro;2023;1421.4;471.5;331.8;323.7
1854;Type: Paar, totaal;Vermogen: 500 000 tot 1 miljoen euro;2006;238.5;160.3;672.2;639.3
1855;Type: Paar, totaal;Vermogen: 500 000 tot 1 miljoen euro;2007;269.7;181.3;672.2;639.5
1856;Type: Paar, totaal;Vermogen: 500 000 tot 1 miljoen euro;2008;298.5;201.2;674.1;642.1
1857;Type: Paar, totaal;Vermogen: 500 000 tot 1 miljoen euro;2009;289.5;195.2;674.1;641.9
1858;Type: Paar, totaal;Vermogen: 500 000 tot 1 miljoen euro;2010;272.0;183.9;676.3;644.3
1859;Type: Paar, totaal;Vermogen: 500 000 tot 1 miljoen euro;2011;255.2;172.7;676.8;645.3
1860;Type: Paar, totaal;Vermogen: 500 000 tot 1 miljoen euro;2012;235.3;159.7;678.7;647.8
1861;Type: Paar, totaal;Vermogen: 500 000 tot 1 miljoen euro;2013;207.9;141.6;680.9;650.5
1862;Type: Paar, totaal;Vermogen: 500 000 tot 1 miljoen euro;2014;210.3;143.3;681.7;651.7
1863;Type: Paar, totaal;Vermogen: 500 000 tot 1 miljoen euro;2015;221.3;150.7;681.2;650.7
1864;Type: Paar, totaal;Vermogen: 500 000 tot 1 miljoen euro;2016;235.8;160.6;681.2;650.7
1865;Type: Paar, totaal;Vermogen: 500 000 tot 1 miljoen euro;2017;261.4;178.1;681.1;650.8
1866;Type: Paar, totaal;Vermogen: 500 000 tot 1 miljoen euro;2018;294.9;200.8;681.0;650.8
