ID;RegioS;Perioden;TotaalWegvoertuigen_1;TotaalMotorvoertuigen_2;TotaalPersonenautoS_3;PersonenautoSRelatief_4;InBezitNatuurlijkePersonen_5;InBezitNatuurlijkePersonenRelatief_6;TotaalBedrijfsvoertuigen_7;TotaalBedrijfsmotorvoertuigen_8;TotaalAanhangwagensEnOpleggers_9;TotaalBedrijfsmotorvoertuigen_10;Bestelauto_11;VrachtautoExclTrekkerVoorOplegger_12;TrekkerVoorOplegger_13;SpeciaalVoertuig_14;Bus_15;TotaalAanhangwagensEnOpleggers_16;Aanhangwagen_17;Oplegger_18;TotaalMotorfietsen_19;MotorfietsenRelatief_20
15;Nederland;2005;9521575.0;8627180;6991974;429.0;6220467.0;381.0;1992670.0;1098275;894395.0;1098275;893455;77619;64519;51451;11231;894395.0;782035.0;112360.0;536931;33.0
16;Nederland;2006;9652941.0;8715847;7092293;434.0;6301176.0;386.0;2007699.0;1070605;937094.0;1070605;862974;75924;65608;55104;10995;937094.0;820035.0;117059.0;552949;34.0
17;Nederland;2007;9835793.0;8862935;7230178;442.0;6407804.0;392.0;2037704.0;1064846;972858.0;1064846;849348;75841;70544;58268;10845;972858.0;853482.0;119376.0;567911;35.0
18;Nederland;2008;10067576.0;9059630;7391903;451.0;6518812.0;397.0;2090469.0;1082523;1007946.0;1082523;862303;75313;72786;61030;11091;1007946.0;881919.0;126027.0;585204;36.0
19;Nederland;2009;10288216.0;9249367;7542331;458.0;6633454.0;402.0;2140281.0;1101432;1038849.0;1101432;876170;75112;74624;64194;11332;1038849.0;905955.0;132894.0;605604;37.0
20;Nederland;2010;10396746.0;9340006;7622353;460.0;6749169.0;407.0;2150951.0;1094211;1056740.0;1094211;872355;73368;71560;65294;11634;1056740.0;924118.0;132622.0;623442;38.0
21;Nederland;2011;10522896.0;9451739;7735547;464.0;6876304.0;413.0;2151150.0;1079993;1071157.0;1079993;861250;71386;71329;64751;11277;1071157.0;938857.0;132300.0;636199;38.0
22;Nederland;2012;10656190.0;9571506;7858712;470.0;6988589.0;418.0;2150483.0;1065799;1084684.0;1065799;849666;69545;71487;64115;10986;1084684.0;952350.0;132334.0;646995;39.0
23;Nederland;2013;10704447.0;9612273;7915613;472.0;7042937.0;420.0;2135589.0;1043415;1092174.0;1043415;832121;67096;70422;63312;10464;1092174.0;960631.0;131543.0;653245;39.0
24;Nederland;2014;10706674.0;9609895;7932290;471.0;7062782.0;420.0;2120393.0;1023614;1096779.0;1023614;815169;65046;71063;62414;9922;1096779.0;964889.0;131890.0;653991;39.0
25;Nederland;2015;10757655.0;9651004;7979083;472.0;7106308.0;420.0;2126236.0;1019585;1106651.0;1019585;814954;63356;70533;61145;9597;1106651.0;970962.0;135689.0;652336;39.0
26;Nederland;2016;10908581.0;9786227;8100864;477.0;7187457.0;423.0;2155173.0;1032819;1122354.0;1032819;828383;62436;72245;60344;9411;1122354.0;979377.0;142977.0;652544;38.0
27;Nederland;2017;11076215.0;9937732;8222974;481.0;7297664.0;427.0;2197250.0;1058767;1138483.0;1058767;852632;62155;74218;59940;9822;1138483.0;989453.0;149030.0;655991;38.0
28;Nederland;2018;11287017.0;10127174;8373244;487.0;7420857.0;432.0;2252134.0;1092291;1159843.0;1092291;883350;62581;77075;59371;9914;1159843.0;1002771.0;157072.0;661639;39.0
29;Nederland;2019;11495837.0;10323094;8530584;494.0;7535863.0;436.0;2299373.0;1126630;1172743.0;1126630;914766;62963;80078;59106;9717;1172743.0;1008731.0;164012.0;665880;39.0
30;Nederland;2020;11703420.0;10510690;8677911;499.0;7638298.0;439.0;2345661.0;1152931;1192730.0;1152931;939801;63081;81553;58620;9876;1192730.0;1024217.0;168513.0;679848;39.0
31;Nederland;2021;11864930.0;10665280;8793592;503.0;7787021.0;446.0;2371236.0;1171586;1199650.0;1171586;960130;62491;81179;58509;9277;1199650.0;1029636.0;170014.0;700102;40.0
32;Nederland;2022;12092508.0;10863728;8941456;508.0;7913688.0;450.0;2433445.0;1204665;1228780.0;1204665;990605;62818;83847;58337;9058;1228780.0;1051486.0;177294.0;717607;41.0
33;Noord-Nederland (LD);1990;;599068;533486;;;;;49140;;49140;33263;7834;3470;3264;1309;;;;16442;
34;Noord-Nederland (LD);1991;;609659;539615;;;;;51318;;51318;35058;7756;3872;3254;1378;;;;18726;
35;Noord-Nederland (LD);1992;;619119;542263;;;;;54302;;54302;37858;7709;4117;3230;1388;;;;22554;
36;Noord-Nederland (LD);1993;;639272;552196;;;;;59465;;59465;42685;7806;4349;3256;1369;;;;27611;
37;Noord-Nederland (LD);1994;;657885;564173;;;;;61956;;61956;45273;7774;4354;3217;1338;;;;31756;
38;Noord-Nederland (LD);1995;;670229;572076;;;;;63408;;63408;46745;7696;4475;3189;1303;;;;34745;
39;Noord-Nederland (LD);1996;;682072;579005;;;;;66005;;66005;48786;7647;4826;3364;1382;;;;37062;
40;Noord-Nederland (LD);1997;;705977;594792;;;;;69554;;69554;51873;7662;5029;3649;1341;;;;41631;
41;Noord-Nederland (LD);1998;;723009;603446;;;;;75586;;75586;57286;7594;5286;4116;1304;;;;43977;
42;Noord-Nederland (LD);1999;;750703;619775;;;;;84628;;84628;65615;7609;5521;4602;1281;;;;46300;
43;Noord-Nederland (LD);2000;;785738;640924;387.0;609392.0;368.0;;95688;;95688;75452;7817;5937;5219;1263;;;;49126;30.0
44;Noord-Nederland (LD);2001;;817731;660246;395.0;625673.0;374.0;;105476;;105476;84415;7841;6302;5687;1231;;;;52009;31.0
45;Noord-Nederland (LD);2002;;847394;678539;403.0;642021.0;381.0;;113765;;113765;92066;7760;6510;6201;1228;;;;55090;33.0
46;Noord-Nederland (LD);2003;;876806;695396;410.0;657892.0;388.0;;122314;;122314;99882;7715;6520;6863;1334;;;;59096;35.0
47;Noord-Nederland (LD);2004;1006484.0;891651;701442;414.0;664640.0;392.0;242956.0;128123;114833.0;128123;105596;7380;6527;7200;1420;114833.0;106127.0;8706.0;62086;37.0
48;Noord-Nederland (LD);2005;1031771.0;907460;709787;417.0;672104.0;395.0;256778.0;132467;124311.0;132467;109831;7055;6589;7615;1377;124311.0;115243.0;9068.0;65206;38.0
49;Noord-Nederland (LD);2006;1047203.0;916600;723451;425.0;685017.0;403.0;256208.0;125605;130603.0;125605;102689;6863;6574;8161;1318;130603.0;121523.0;9080.0;67544;40.0
50;Noord-Nederland (LD);2007;1067555.0;931619;739246;434.0;699688.0;411.0;258729.0;122793;135936.0;122793;99013;6828;6943;8662;1347;135936.0;127014.0;8922.0;69580;41.0
51;Noord-Nederland (LD);2008;1093949.0;952725;756589;444.0;714822.0;419.0;265648.0;124424;141224.0;124424;99756;6827;7199;9135;1507;141224.0;131856.0;9368.0;71712;42.0
52;Noord-Nederland (LD);2009;1119044.0;973499;773011;452.0;729600.0;427.0;271562.0;126017;145545.0;126017;100625;6819;7422;9678;1473;145545.0;135676.0;9869.0;74471;44.0
53;Noord-Nederland (LD);2010;1136109.0;987411;784886;458.0;742464.0;433.0;274414.0;125716;148698.0;125716;100747;6756;7117;9660;1436;148698.0;138692.0;10006.0;76809;45.0
54;Noord-Nederland (LD);2011;1152841.0;1001527;799075;465.0;756476.0;440.0;275316.0;124002;151314.0;124002;99560;6601;7078;9608;1155;151314.0;141216.0;10098.0;78450;46.0
55;Noord-Nederland (LD);2012;1167540.0;1013845;811468;472.0;767033.0;446.0;275908.0;122213;153695.0;122213;98160;6515;7068;9322;1148;153695.0;143439.0;10256.0;80164;47.0
56;Noord-Nederland (LD);2013;1170063.0;1015096;814611;474.0;770813.0;449.0;274167.0;119200;154967.0;119200;95565;6268;6913;9133;1321;154967.0;144843.0;10124.0;81285;47.0
57;Noord-Nederland (LD);2014;1170526.0;1014675;815319;475.0;771459.0;449.0;273584.0;117733;155851.0;117733;94392;6206;6880;8962;1293;155851.0;145744.0;10107.0;81623;48.0
58;Noord-Nederland (LD);2015;1175011.0;1018183;818620;476.0;775075.0;451.0;274755.0;117927;156828.0;117927;94754;6056;6815;8739;1563;156828.0;146766.0;10062.0;81636;47.0
59;Noord-Nederland (LD);2016;1187212.0;1028648;827474;482.0;782130.0;455.0;277983.0;119419;158564.0;119419;96677;6016;6664;8565;1497;158564.0;148499.0;10065.0;81755;48.0
60;Noord-Nederland (LD);2017;1205217.0;1044931;840187;488.0;793205.0;461.0;282866.0;122580;160286.0;122580;99477;6000;6873;8511;1719;160286.0;149995.0;10291.0;82164;48.0
61;Noord-Nederland (LD);2018;1225699.0;1062918;854113;496.0;806719.0;468.0;288873.0;126092;162781.0;126092;102576;6064;7203;8506;1743;162781.0;152253.0;10528.0;82713;48.0
62;Noord-Nederland (LD);2019;1253975.0;1089519;875362;508.0;820057.0;476.0;295471.0;131015;164456.0;131015;106924;6192;7669;8481;1749;164456.0;153474.0;10982.0;83142;48.0
63;Noord-Nederland (LD);2020;1277132.0;1109849;891068;515.0;833069.0;482.0;301491.0;134208;167283.0;134208;109835;6260;7820;8450;1843;167283.0;155957.0;11326.0;84573;49.0
64;Noord-Nederland (LD);2021;1302760.0;1133416;908271;524.0;849941.0;490.0;306927.0;137583;169344.0;137583;113219;6219;7843;8488;1814;169344.0;157735.0;11609.0;87562;51.0
65;Noord-Nederland (LD);2022;1331619.0;1157983;926082;532.0;865660.0;497.0;315163.0;141527;173636.0;141527;116874;6346;8073;8418;1816;173636.0;161460.0;12176.0;90374;52.0
66;Oost-Nederland (LD);1990;;1171099;1040419;;;;;98973;;98973;68997;16914;6764;4255;2043;;;;31707;
67;Oost-Nederland (LD);1991;;1199679;1059766;;;;;104290;;104290;73414;17018;7522;4237;2099;;;;35623;
68;Oost-Nederland (LD);1992;;1239565;1084389;;;;;111661;;111661;79710;17438;8073;4291;2149;;;;43515;
69;Oost-Nederland (LD);1993;;1271835;1098130;;;;;119425;;119425;86402;17717;8673;4525;2108;;;;54280;
70;Oost-Nederland (LD);1994;;1315072;1128295;;;;;124182;;124182;91073;17606;8793;4630;2080;;;;62595;
71;Oost-Nederland (LD);1995;;1347901;1152963;;;;;126545;;126545;93855;17421;8956;4690;1623;;;;68393;
72;Oost-Nederland (LD);1996;;1377377;1173945;;;;;130096;;130096;96146;17529;9699;5113;1609;;;;73336;
73;Oost-Nederland (LD);1997;;1425163;1206352;;;;;136511;;136511;101058;17814;10311;5740;1588;;;;82300;
74;Oost-Nederland (LD);1998;;1467786;1234036;;;;;146860;;146860;110752;17552;10704;6368;1484;;;;86890;
75;Oost-Nederland (LD);1999;;1533684;1278840;;;;;162935;;162935;124628;17802;11565;7389;1551;;;;91909;
76;Oost-Nederland (LD);2000;;1607381;1329310;401.0;1218591.0;368.0;;180814;;180814;140547;17946;12374;8377;1570;;;;97257;29.0
77;Oost-Nederland (LD);2001;;1675722;1374821;410.0;1254184.0;374.0;;197231;;197231;154990;18209;13106;9358;1568;;;;103670;31.0
78;Oost-Nederland (LD);2002;;1735662;1416895;419.0;1288517.0;381.0;;209149;;209149;165083;18169;13979;10347;1571;;;;109618;32.0
79;Oost-Nederland (LD);2003;;1792394;1453278;426.0;1324015.0;388.0;;221099;;221099;175782;18186;14348;11097;1686;;;;118017;35.0
80;Oost-Nederland (LD);2004;2068498.0;1862532;1501848;440.0;1339601.0;393.0;443321.0;237355;205966.0;237355;191536;18031;14507;11610;1671;205966.0;186494.0;19472.0;123329;36.0
81;Oost-Nederland (LD);2005;2161034.0;1938459;1558978;452.0;1355678.0;393.0;474262.0;251687;222575.0;251687;205427;17864;14940;12041;1415;222575.0;202383.0;20192.0;127794;37.0
82;Oost-Nederland (LD);2006;2218562.0;1984764;1602314;463.0;1375764.0;398.0;484805.0;251007;233798.0;251007;203107;17852;15736;12906;1406;233798.0;212148.0;21650.0;131443;38.0
83;Oost-Nederland (LD);2007;2276222.0;2032465;1644895;474.0;1401802.0;404.0;496946.0;253189;243757.0;253189;203089;17896;17142;13685;1377;243757.0;221156.0;22601.0;134381;39.0
84;Oost-Nederland (LD);2008;2313160.0;2060626;1668519;479.0;1428630.0;410.0;506573.0;254039;252534.0;254039;202692;18025;17712;14233;1377;252534.0;228790.0;23744.0;138068;40.0
85;Oost-Nederland (LD);2009;2375359.0;2115411;1712001;489.0;1455638.0;416.0;520722.0;260774;259948.0;260774;208822;17827;17947;14882;1296;259948.0;234812.0;25136.0;142636;41.0
86;Oost-Nederland (LD);2010;2405823.0;2140738;1733595;493.0;1482865.0;422.0;525639.0;260554;265085.0;260554;209340;17457;17270;15165;1322;265085.0;239613.0;25472.0;146589;42.0
87;Oost-Nederland (LD);2011;2435217.0;2165865;1759107;498.0;1513068.0;428.0;526955.0;257603;269352.0;257603;206823;17110;17327;14885;1458;269352.0;243608.0;25744.0;149155;42.0
88;Oost-Nederland (LD);2012;2475090.0;2201857;1794512;506.0;1538273.0;434.0;528944.0;255711;273233.0;255711;205570;16748;17209;14721;1463;273233.0;247336.0;25897.0;151634;43.0
89;Oost-Nederland (LD);2013;2496282.0;2219199;1814773;511.0;1550408.0;436.0;528899.0;251816;277083.0;251816;202514;16390;16934;14650;1328;277083.0;250589.0;26494.0;152610;43.0
90;Oost-Nederland (LD);2014;2490383.0;2211642;1811728;509.0;1554591.0;437.0;526277.0;247536;278741.0;247536;198620;15874;17305;14396;1341;278741.0;251761.0;26980.0;152378;43.0
91;Oost-Nederland (LD);2015;2504450.0;2222151;1825102;511.0;1565140.0;439.0;528103.0;245804;282299.0;245804;197294;15465;17498;14187;1360;282299.0;254584.0;27715.0;151245;42.0
92;Oost-Nederland (LD);2016;2546438.0;2259211;1859296;519.0;1583957.0;442.0;536526.0;249299;287227.0;249299;200253;15439;18267;13982;1358;287227.0;257429.0;29798.0;150616;42.0
93;Oost-Nederland (LD);2017;2588217.0;2296292;1889105;524.0;1609766.0;447.0;548198.0;256273;291925.0;256273;206629;15484;18546;14075;1539;291925.0;261023.0;30902.0;150914;42.0
94;Oost-Nederland (LD);2018;2650146.0;2352386;1933695;534.0;1639907.0;453.0;564656.0;266896;297760.0;266896;216162;15645;19336;14053;1700;297760.0;264993.0;32767.0;151795;42.0
95;Oost-Nederland (LD);2019;2713022.0;2410835;1983386;544.0;1670075.0;458.0;577292.0;275105;302187.0;275105;223279;15822;20307;14002;1695;302187.0;266980.0;35207.0;152344;42.0
96;Oost-Nederland (LD);2020;2758439.0;2449920;2015524;549.0;1696437.0;462.0;587497.0;278978;308519.0;278978;226705;15843;20870;13910;1650;308519.0;271757.0;36762.0;155418;42.0
97;Oost-Nederland (LD);2021;2789254.0;2477282;2032417;551.0;1734197.0;470.0;596328.0;284356;311972.0;284356;232159;15713;20906;13852;1726;311972.0;274090.0;37882.0;160509;43.0
98;Oost-Nederland (LD);2022;2838681.0;2520144;2063138;555.0;1768535.0;476.0;610521.0;291984;318537.0;291984;238946;15838;21718;13853;1629;318537.0;280953.0;37584.0;165022;44.0
99;West-Nederland (LD);1990;;2661807;2332150;;;;;269065;;269065;198030;38451;13798;13116;5670;;;;60592;
100;West-Nederland (LD);1991;;2714882;2367860;;;;;280999;;280999;208706;38412;14965;13041;5875;;;;66023;
101;West-Nederland (LD);1992;;2738876;2372464;;;;;288737;;288737;216939;37945;15718;12231;5904;;;;77675;
102;West-Nederland (LD);1993;;2824556;2422328;;;;;307197;;307197;235570;37665;16325;11767;5870;;;;95031;
103;West-Nederland (LD);1994;;2895048;2468151;;;;;317116;;317116;247006;36960;16263;11234;5653;;;;109781;
104;West-Nederland (LD);1995;;2960778;2528122;;;;;313849;;313849;244453;36102;16516;10908;5870;;;;118807;
105;West-Nederland (LD);1996;;3002439;2561802;;;;;313844;;313844;243781;35694;17361;10993;6015;;;;126793;
106;West-Nederland (LD);1997;;3091300;2621640;;;;;325954;;325954;253991;35894;18457;11700;5912;;;;143706;
107;West-Nederland (LD);1998;;3173396;2679338;;;;;342438;;342438;270791;35122;18960;11889;5676;;;;151620;
108;West-Nederland (LD);1999;;3293426;2763972;;;;;370059;;370059;296114;35127;20432;12521;5865;;;;159395;
109;West-Nederland (LD);2000;;3433279;2864381;387.0;2458454.0;332.0;;400652;;400652;323229;35454;22256;13695;6018;;;;168246;23.0
110;West-Nederland (LD);2001;;3555785;2952371;396.0;2517391.0;338.0;;425912;;425912;346541;35284;23128;14750;6209;;;;177502;24.0
111;West-Nederland (LD);2002;;3649966;3021410;403.0;2574434.0;343.0;;441817;;441817;360951;35003;23646;15932;6285;;;;186739;21.0
112;West-Nederland (LD);2003;;3731994;3078812;408.0;2643326.0;350.0;;452513;;452513;370688;34529;24042;17187;6067;;;;200669;27.0
113;West-Nederland (LD);2004;4042273.0;3733648;3071697;407.0;2681312.0;355.0;760892.0;452267;308625.0;452267;370809;33374;24245;17928;5911;308625.0;259969.0;48656.0;209684;28.0
114;West-Nederland (LD);2005;4078702.0;3746674;3074407;404.0;2712936.0;357.0;786201.0;454173;332028.0;454173;372264;32341;24743;18749;6076;332028.0;281271.0;50757.0;218094;29.0
115;West-Nederland (LD);2006;4119491.0;3772470;3103840;407.0;2741151.0;359.0;790866.0;443845;347021.0;443845;361205;31418;24998;20260;5964;347021.0;294733.0;52288.0;224785;29.0
116;West-Nederland (LD);2007;4187195.0;3828009;3154868;413.0;2782168.0;364.0;800540.0;441354;359186.0;441354;355857;31575;26734;21554;5634;359186.0;306067.0;53119.0;231787;30.0
117;West-Nederland (LD);2008;4302516.0;3932062;3239511;422.0;2825853.0;368.0;823209.0;452755;370454.0;452755;365236;31077;27928;22529;5985;370454.0;315321.0;55133.0;239796;31.0
118;West-Nederland (LD);2009;4387383.0;4006459;3298300;427.0;2873740.0;372.0;840294.0;459370;380924.0;459370;369499;31034;28637;23774;6426;380924.0;323740.0;57184.0;248789;32.0
119;West-Nederland (LD);2010;4424373.0;4037474;3326427;428.0;2924139.0;376.0;841407.0;454508;386899.0;454508;365692;30147;27544;24370;6755;386899.0;330093.0;56806.0;256539;33.0
120;West-Nederland (LD);2011;4468496.0;4077960;3369102;430.0;2978772.0;380.0;837008.0;446472;390536.0;446472;359258;29104;27188;24274;6648;390536.0;334690.0;55846.0;262386;34.0
121;West-Nederland (LD);2012;4513639.0;4120441;3414997;433.0;3027662.0;384.0;831838.0;438640;393198.0;438640;352394;28133;27404;24139;6570;393198.0;338393.0;54805.0;266804;34.0
122;West-Nederland (LD);2013;4534024.0;4139890;3439870;435.0;3050189.0;385.0;824286.0;430152;394134.0;430152;346191;27037;27247;23674;6003;394134.0;339779.0;54355.0;269868;34.0
123;West-Nederland (LD);2014;4534562.0;4139527;3447339;433.0;3058172.0;385.0;816410.0;421375;395035.0;421375;338611;26098;27645;23439;5582;395035.0;341069.0;53966.0;270813;34.0
124;West-Nederland (LD);2015;4555415.0;4158596;3465845;433.0;3075772.0;384.0;818432.0;421613;396819.0;421613;340646;25507;27192;23057;5211;396819.0;341063.0;55756.0;271138;34.0
125;West-Nederland (LD);2016;4619988.0;4219060;3519151;437.0;3112574.0;386.0;828314.0;427386;400928.0;427386;346581;24925;27880;22771;5229;400928.0;342408.0;58520.0;272523;34.0
126;West-Nederland (LD);2017;4689835.0;4284568;3572327;440.0;3160545.0;389.0;842469.0;437202;405267.0;437202;356029;24659;28700;22451;5363;405267.0;344318.0;60949.0;275039;34.0
127;West-Nederland (LD);2018;4776416.0;4364393;3636130;444.0;3211934.0;392.0;861857.0;449834;412023.0;449834;367909;24687;29673;22097;5468;412023.0;347605.0;64418.0;278429;34.0
128;West-Nederland (LD);2019;4853448.0;4437496;3693492;448.0;3257495.0;395.0;879299.0;463347;415952.0;463347;380869;24581;30581;21998;5318;415952.0;348517.0;67435.0;280657;34.0
129;West-Nederland (LD);2020;4949035.0;4527632;3763237;452.0;3297656.0;396.0;898057.0;476654;421403.0;476654;393629;24567;31208;21800;5450;421403.0;352545.0;68858.0;287741;35.0
130;West-Nederland (LD);2021;5019539.0;4598443;3820915;457.0;3362465.0;402.0;903089.0;481993;421096.0;481993;400254;24165;31061;21694;4819;421096.0;351942.0;69154.0;295535;35.0
131;West-Nederland (LD);2022;5120099.0;4688455;3891303;462.0;3412779.0;405.0;927403.0;495759;431644.0;495759;413186;24104;32098;21678;4693;431644.0;357130.0;74514.0;301393;36.0
132;Zuid-Nederland (LD);1990;;1368954;1212374;;;;;122150;;122150;84697;20996;8974;5081;2402;;;;34430;
133;Zuid-Nederland (LD);1991;;1404689;1237364;;;;;128390;;128390;89920;21281;9692;5103;2394;;;;38935;
134;Zuid-Nederland (LD);1992;;1429026;1247453;;;;;134933;;134933;95323;21567;10484;5095;2464;;;;46640;
135;Zuid-Nederland (LD);1993;;1469521;1268202;;;;;144310;;144310;104034;21458;11073;5271;2474;;;;57009;
136;Zuid-Nederland (LD);1994;;1510199;1295115;;;;;148807;;148807;108857;21192;11011;5314;2433;;;;66277;
137;Zuid-Nederland (LD);1995;;1551175;1327657;;;;;151027;;151027;110260;21493;11389;5514;2371;;;;72491;
138;Zuid-Nederland (LD);1996;;1582404;1349657;;;;;155418;;155418;112611;21712;12646;5929;2520;;;;77329;
139;Zuid-Nederland (LD);1997;;1636646;1387444;;;;;162786;;162786;118222;22148;13554;6462;2400;;;;86416;
140;Zuid-Nederland (LD);1998;;1678409;1414567;;;;;172894;;172894;127733;21561;14058;7205;2337;;;;90948;
141;Zuid-Nederland (LD);1999;;1740702;1456994;;;;;188853;;188853;141401;21873;15129;8141;2309;;;;94855;
142;Zuid-Nederland (LD);2000;;1814378;1508549;431.0;1357569.0;388.0;;206473;;206473;156907;21936;16192;9083;2355;;;;99356;28.0
143;Zuid-Nederland (LD);2001;;1877654;1551602;441.0;1388657.0;395.0;;221455;;221455;169830;22084;17268;9912;2361;;;;104597;30.0
144;Zuid-Nederland (LD);2002;;1935322;1593751;451.0;1417649.0;401.0;;232200;;232200;179494;21774;17878;10812;2242;;;;109371;31.0
145;Zuid-Nederland (LD);2003;;1986551;1627461;459.0;1449661.0;409.0;;242622;;242622;189358;21238;17979;11752;2295;;;;116468;33.0
146;Zuid-Nederland (LD);2004;2206962.0;2007668;1633903;461.0;1464189.0;413.0;451763.0;252469;199294.0;252469;198812;20659;18166;12490;2342;199294.0;169036.0;30258.0;121296;34.0
147;Zuid-Nederland (LD);2005;2250068.0;2034587;1648802;465.0;1479749.0;417.0;475429.0;259948;215481.0;259948;205933;20359;18247;13046;2363;215481.0;183138.0;32343.0;125837;35.0
148;Zuid-Nederland (LD);2006;2267685.0;2042013;1662688;469.0;1499244.0;423.0;475820.0;250148;225672.0;250148;195973;19791;18300;13777;2307;225672.0;191631.0;34041.0;129177;36.0
149;Zuid-Nederland (LD);2007;2304821.0;2070842;1691169;477.0;1524146.0;430.0;481489.0;247510;233979.0;247510;191389;19542;19725;14367;2487;233979.0;199245.0;34734.0;132163;37.0
150;Zuid-Nederland (LD);2008;2357951.0;2114217;1727284;487.0;1549507.0;437.0;495039.0;251305;243734.0;251305;194619;19384;19947;15133;2222;243734.0;205952.0;37782.0;135628;38.0
151;Zuid-Nederland (LD);2009;2406430.0;2153998;1759019;495.0;1574476.0;443.0;507703.0;255271;252432.0;255271;197224;19432;20618;15860;2137;252432.0;211727.0;40705.0;139708;39.0
152;Zuid-Nederland (LD);2010;2430441.0;2174383;1777445;498.0;1599701.0;448.0;509491.0;253433;256058.0;253433;196576;19008;19629;16099;2121;256058.0;215720.0;40338.0;143505;40.0
153;Zuid-Nederland (LD);2011;2466342.0;2206387;1808263;506.0;1627988.0;455.0;511871.0;251916;259955.0;251916;195609;18571;19736;15984;2016;259955.0;219343.0;40612.0;146208;41.0
154;Zuid-Nederland (LD);2012;2499921.0;2235363;1837735;512.0;1655621.0;462.0;513793.0;249235;264558.0;249235;193542;18149;19806;15933;1805;264558.0;223182.0;41376.0;148393;41.0
155;Zuid-Nederland (LD);2013;2504078.0;2238088;1846359;514.0;1671527.0;465.0;508237.0;242247;265990.0;242247;187851;17401;19328;15855;1812;265990.0;225420.0;40570.0;149482;42.0
156;Zuid-Nederland (LD);2014;2511203.0;2244051;1857904;516.0;1678560.0;466.0;504122.0;236970;267152.0;236970;183546;16868;19233;15617;1706;267152.0;226315.0;40837.0;149177;41.0
157;Zuid-Nederland (LD);2015;2522779.0;2252074;1869516;518.0;1690321.0;469.0;504946.0;234241;270705.0;234241;182260;16328;19028;15162;1463;270705.0;228549.0;42156.0;148317;41.0
158;Zuid-Nederland (LD);2016;2554943.0;2279308;1894943;524.0;1708796.0;473.0;512350.0;236715;275635.0;236715;184872;16056;19434;15026;1327;275635.0;231041.0;44594.0;147650;41.0
159;Zuid-Nederland (LD);2017;2592946.0;2311941;1921355;529.0;1734148.0;478.0;523717.0;242712;281005.0;242712;190497;16012;20099;14903;1201;281005.0;234117.0;46888.0;147874;41.0
160;Zuid-Nederland (LD);2018;2634756.0;2347477;1949306;535.0;1762297.0;483.0;536748.0;249469;287279.0;249469;196703;16185;20863;14715;1003;287279.0;237920.0;49359.0;148702;41.0
161;Zuid-Nederland (LD);2019;2675392.0;2385244;1978344;540.0;1788236.0;488.0;547311.0;257163;290148.0;257163;203694;16368;21521;14625;955;290148.0;239760.0;50388.0;149737;41.0
162;Zuid-Nederland (LD);2020;2718814.0;2423289;2008082;546.0;1811136.0;492.0;558616.0;263091;295525.0;263091;209632;16411;21655;14460;933;295525.0;243958.0;51567.0;152116;41.0
