ID;NederlandEnHerkomstgroeperingen;Perioden;TotaalImmigratie_1;ImmigratieMannen_2;ImmigratieVrouwen_3;TotaalEmigratie_4;EmigratieMannen_5;EmigratieVrouwen_6;TotaalMigratiesaldo_7;MigratieSaldoMannen_8;MigratieSaldoVrouwen_9
40;Totaal inwoners;2042;125986;64290;61696;94507;50323;44185;31479;13967;17511
41;Totaal inwoners;2043;125983;64287;61696;94586;50352;44235;31397;13935;17461
42;Totaal inwoners;2044;125980;64284;61696;94674;50385;44289;31306;13899;17407
43;Totaal inwoners;2045;125981;64285;61696;94768;50427;44341;31213;13859;17355
44;Totaal inwoners;2046;125985;64289;61696;94869;50469;44400;31116;13820;17296
45;Totaal inwoners;2047;125984;64288;61696;94980;50524;44456;31004;13764;17240
46;Totaal inwoners;2048;125979;64283;61696;95091;50582;44509;30888;13701;17187
47;Totaal inwoners;2049;125986;64290;61696;95208;50647;44561;30778;13643;17135
48;Nederland (incl. 2e generatie);2002;23145;12580;10565;37211;20863;16348;-14066;-8283;-5783
49;Nederland (incl. 2e generatie);2003;23167;12593;10574;37039;20760;16280;-13872;-8167;-5706
50;Nederland (incl. 2e generatie);2004;23241;12627;10614;36876;20658;16219;-13635;-8031;-5605
51;Nederland (incl. 2e generatie);2005;23357;12687;10670;36717;20558;16159;-13360;-7871;-5489
52;Nederland (incl. 2e generatie);2006;23504;12756;10748;36563;20461;16102;-13059;-7705;-5354
53;Nederland (incl. 2e generatie);2007;23684;12845;10839;36418;20369;16048;-12734;-7524;-5209
54;Nederland (incl. 2e generatie);2008;23893;12954;10939;36301;20290;16011;-12408;-7336;-5072
55;Nederland (incl. 2e generatie);2009;24113;13063;11050;36202;20227;15975;-12089;-7164;-4925
56;Nederland (incl. 2e generatie);2010;24339;13173;11166;36123;20171;15952;-11784;-6998;-4786
57;Nederland (incl. 2e generatie);2011;24579;13295;11284;36065;20131;15934;-11486;-6836;-4650
58;Nederland (incl. 2e generatie);2012;24807;13406;11401;36033;20103;15930;-11226;-6697;-4529
59;Nederland (incl. 2e generatie);2013;25036;13519;11517;36024;20090;15934;-10988;-6571;-4417
60;Nederland (incl. 2e generatie);2014;25258;13630;11628;36026;20081;15945;-10768;-6451;-4317
61;Nederland (incl. 2e generatie);2015;25461;13731;11730;36047;20082;15965;-10586;-6351;-4235
62;Nederland (incl. 2e generatie);2016;25639;13822;11817;36087;20094;15993;-10448;-6272;-4176
63;Nederland (incl. 2e generatie);2017;25793;13900;11893;36135;20114;16021;-10342;-6214;-4128
64;Nederland (incl. 2e generatie);2018;25901;13951;11950;36199;20147;16052;-10298;-6196;-4102
65;Nederland (incl. 2e generatie);2019;25978;13987;11991;36267;20179;16088;-10289;-6192;-4097
66;Nederland (incl. 2e generatie);2020;26002;13998;12004;36356;20223;16133;-10354;-6225;-4129
67;Nederland (incl. 2e generatie);2021;26002;13998;12004;36447;20277;16170;-10445;-6279;-4166
68;Nederland (incl. 2e generatie);2022;26002;13998;12004;36542;20328;16213;-10540;-6330;-4209
69;Nederland (incl. 2e generatie);2023;26002;13998;12004;36643;20386;16257;-10641;-6388;-4253
70;Nederland (incl. 2e generatie);2024;26002;13998;12004;36735;20433;16302;-10733;-6435;-4298
71;Nederland (incl. 2e generatie);2025;26002;13998;12004;36814;20482;16332;-10812;-6484;-4328
72;Nederland (incl. 2e generatie);2026;26002;13998;12004;36884;20521;16364;-10882;-6523;-4360
73;Nederland (incl. 2e generatie);2027;26002;13998;12004;36937;20551;16386;-10935;-6553;-4382
74;Nederland (incl. 2e generatie);2028;26002;13998;12004;36960;20563;16397;-10958;-6565;-4393
75;Nederland (incl. 2e generatie);2029;26002;13998;12004;36971;20572;16399;-10969;-6574;-4395
76;Nederland (incl. 2e generatie);2030;26002;13998;12004;36963;20569;16394;-10961;-6571;-4390
77;Nederland (incl. 2e generatie);2031;26002;13998;12004;36939;20562;16377;-10937;-6564;-4373
78;Nederland (incl. 2e generatie);2032;26002;13998;12004;36908;20546;16362;-10906;-6548;-4358
79;Nederland (incl. 2e generatie);2033;26002;13998;12004;36868;20521;16347;-10866;-6523;-4343
80;Nederland (incl. 2e generatie);2034;26002;13998;12004;36834;20507;16326;-10832;-6509;-4322
81;Nederland (incl. 2e generatie);2035;26002;13998;12004;36783;20484;16300;-10781;-6486;-4296
82;Nederland (incl. 2e generatie);2036;26002;13998;12004;36747;20463;16285;-10745;-6465;-4281
83;Nederland (incl. 2e generatie);2037;26002;13998;12004;36711;20444;16268;-10709;-6446;-4264
84;Nederland (incl. 2e generatie);2038;26002;13998;12004;36684;20428;16256;-10682;-6430;-4252
85;Nederland (incl. 2e generatie);2039;26002;13998;12004;36664;20418;16246;-10662;-6420;-4242
86;Nederland (incl. 2e generatie);2040;26002;13998;12004;36652;20408;16244;-10650;-6410;-4240
87;Nederland (incl. 2e generatie);2041;26002;13998;12004;36647;20405;16242;-10645;-6407;-4238
88;Nederland (incl. 2e generatie);2042;26002;13998;12004;36645;20400;16245;-10643;-6402;-4241
89;Nederland (incl. 2e generatie);2043;26002;13998;12004;36654;20409;16246;-10652;-6411;-4242
90;Nederland (incl. 2e generatie);2044;26002;13998;12004;36672;20418;16254;-10670;-6420;-4250
91;Nederland (incl. 2e generatie);2045;26002;13998;12004;36694;20432;16262;-10692;-6434;-4258
92;Nederland (incl. 2e generatie);2046;26002;13998;12004;36723;20443;16280;-10721;-6445;-4276
93;Nederland (incl. 2e generatie);2047;26002;13998;12004;36758;20462;16296;-10756;-6464;-4292
94;Nederland (incl. 2e generatie);2048;26002;13998;12004;36791;20480;16311;-10789;-6482;-4307
95;Nederland (incl. 2e generatie);2049;26002;13998;12004;36829;20501;16327;-10827;-6503;-4323
96;Totaal niet-westers;2002;57701;30568;27133;22505;13374;9131;35196;17194;18003
97;Totaal niet-westers;2003;49992;26357;23635;22622;13405;9217;27370;12952;14418
98;Totaal niet-westers;2004;46732;24311;22421;22539;13317;9222;24193;10994;13199
99;Totaal niet-westers;2005;44268;22685;21583;22337;13153;9184;21931;9532;12399
100;Totaal niet-westers;2006;42718;21605;21113;22067;12944;9123;20651;8661;11990
101;Totaal niet-westers;2007;42219;21234;20985;21775;12720;9055;20444;8514;11930
102;Totaal niet-westers;2008;42286;21257;21029;21497;12506;8991;20789;8751;12038
103;Totaal niet-westers;2009;42367;21286;21081;21242;12309;8933;21125;8978;12148
104;Totaal niet-westers;2010;42437;21307;21130;21008;12126;8882;21429;9181;12248
105;Totaal niet-westers;2011;42518;21335;21183;20793;11956;8837;21725;9379;12346
106;Totaal niet-westers;2012;42591;21355;21236;20594;11797;8797;21997;9558;12439
107;Totaal niet-westers;2013;42677;21393;21284;20409;11646;8763;22268;9747;12522
108;Totaal niet-westers;2014;42747;21411;21336;20235;11503;8732;22512;9908;12604
109;Totaal niet-westers;2015;42826;21440;21386;20071;11366;8705;22755;10074;12681
110;Totaal niet-westers;2016;42876;21456;21420;19916;11234;8682;22960;10222;12738
111;Totaal niet-westers;2017;42931;21477;21454;19769;11107;8662;23162;10370;12792
112;Totaal niet-westers;2018;42966;21487;21479;19630;10985;8645;23337;10502;12834
113;Totaal niet-westers;2019;42994;21497;21497;19496;10867;8629;23499;10631;12868
114;Totaal niet-westers;2020;42998;21497;21501;19367;10752;8615;23631;10745;12886
115;Totaal niet-westers;2021;42995;21494;21501;19245;10642;8603;23750;10852;12898
116;Totaal niet-westers;2022;42995;21494;21501;19128;10536;8592;23867;10958;12909
117;Totaal niet-westers;2023;43002;21501;21501;19016;10434;8582;23986;11067;12919
118;Totaal niet-westers;2024;42996;21495;21501;18911;10337;8575;24085;11158;12926
119;Totaal niet-westers;2025;42996;21495;21501;18812;10244;8568;24184;11251;12933
120;Totaal niet-westers;2026;43000;21499;21501;18719;10156;8563;24281;11343;12938
121;Totaal niet-westers;2027;42998;21497;21501;18632;10073;8559;24366;11425;12942
122;Totaal niet-westers;2028;43000;21499;21501;18551;9994;8557;24449;11505;12944
123;Totaal niet-westers;2029;43003;21502;21501;18476;9920;8556;24527;11582;12945
124;Totaal niet-westers;2030;43001;21500;21501;18407;9852;8555;24594;11648;12946
125;Totaal niet-westers;2031;43002;21501;21501;18344;9788;8556;24658;11713;12945
126;Totaal niet-westers;2032;43001;21500;21501;18285;9728;8557;24716;11772;12944
127;Totaal niet-westers;2033;42996;21495;21501;18232;9673;8559;24764;11822;12943
128;Totaal niet-westers;2034;42992;21491;21501;18182;9622;8561;24810;11869;12940
129;Totaal niet-westers;2035;43000;21499;21501;18138;9575;8564;24862;11924;12937
130;Totaal niet-westers;2036;42999;21498;21501;18099;9532;8567;24900;11966;12934
131;Totaal niet-westers;2037;42997;21496;21501;18064;9493;8571;24933;12003;12930
132;Totaal niet-westers;2038;42990;21489;21501;18035;9459;8576;24955;12030;12926
133;Totaal niet-westers;2039;42999;21498;21501;18009;9429;8581;24990;12070;12920
134;Totaal niet-westers;2040;42996;21495;21501;17988;9402;8586;25008;12093;12915
135;Totaal niet-westers;2041;42998;21497;21501;17971;9380;8591;25027;12117;12910
136;Totaal niet-westers;2042;42996;21495;21501;17958;9362;8597;25038;12133;12905
137;Totaal niet-westers;2043;42993;21492;21501;17948;9347;8602;25045;12145;12899
138;Totaal niet-westers;2044;42990;21489;21501;17943;9335;8608;25047;12154;12894
139;Totaal niet-westers;2045;42991;21490;21501;17940;9327;8613;25051;12163;12888
140;Totaal niet-westers;2046;42995;21494;21501;17940;9322;8618;25055;12172;12883
141;Totaal niet-westers;2047;42994;21493;21501;17943;9320;8623;25051;12173;12878
142;Totaal niet-westers;2048;42989;21488;21501;17949;9320;8628;25040;12168;12873
143;Totaal niet-westers;2049;42996;21495;21501;17956;9323;8633;25040;12172;12868
144;Afrika;2002;14164;8771;5393;6671;4163;2508;7493;4608;2886
145;Afrika;2003;11950;7417;4533;6720;4182;2538;5230;3235;1995
146;Afrika;2004;9988;6123;3865;6653;4129;2524;3335;1994;1341
147;Afrika;2005;8418;5034;3384;6503;4021;2482;1915;1013;903
148;Afrika;2006;7378;4279;3099;6302;3879;2423;1076;400;676
149;Afrika;2007;7002;4000;3002;6085;3726;2360;917;275;643
150;Afrika;2008;7000;3998;3002;5878;3580;2299;1122;418;703
151;Afrika;2009;7003;4001;3002;5689;3447;2242;1314;554;760
152;Afrika;2010;6998;3996;3002;5515;3326;2189;1483;670;813
153;Afrika;2011;7001;3999;3002;5354;3215;2140;1647;784;863
154;Afrika;2012;6995;3993;3002;5205;3113;2093;1790;880;909
155;Afrika;2013;7002;4000;3002;5066;3018;2048;1936;982;954
156;Afrika;2014;7001;3999;3002;4934;2929;2005;2067;1070;997
157;Afrika;2015;7003;4001;3002;4810;2846;1963;2194;1155;1039
158;Afrika;2016;6998;3996;3002;4691;2768;1923;2307;1228;1079
159;Afrika;2017;7003;4001;3002;4579;2695;1884;2424;1306;1118
160;Afrika;2018;7004;4002;3002;4473;2627;1846;2532;1375;1156
161;Afrika;2019;7004;4002;3002;4371;2562;1809;2633;1440;1193
162;Afrika;2020;7002;4000;3002;4275;2502;1773;2727;1498;1229
163;Afrika;2021;7001;3999;3002;4184;2446;1738;2817;1553;1264
164;Afrika;2022;7001;3999;3002;4098;2395;1704;2903;1605;1298
165;Afrika;2023;7005;4003;3002;4018;2347;1671;2987;1656;1331
166;Afrika;2024;6998;3996;3002;3943;2304;1640;3055;1692;1362
167;Afrika;2025;6998;3996;3002;3874;2264;1609;3124;1732;1393
168;Afrika;2026;7002;4000;3002;3809;2228;1580;3193;1772;1422
169;Afrika;2027;7000;3998;3002;3749;2196;1553;3251;1802;1449
170;Afrika;2028;7001;3999;3002;3693;2167;1526;3308;1832;1476
171;Afrika;2029;7004;4002;3002;3643;2142;1501;3361;1860;1501
172;Afrika;2030;7003;4001;3002;3596;2119;1477;3407;1882;1525
173;Afrika;2031;7005;4003;3002;3554;2100;1454;3451;1903;1548
174;Afrika;2032;7003;4001;3002;3515;2082;1432;3488;1919;1570
175;Afrika;2033;7001;3999;3002;3479;2067;1412;3522;1932;1590
176;Afrika;2034;6998;3996;3002;3446;2053;1393;3552;1943;1610
177;Afrika;2035;7004;4002;3002;3416;2041;1375;3588;1961;1627
178;Afrika;2036;7004;4002;3002;3389;2031;1358;3615;1971;1644
179;Afrika;2037;7005;4003;3002;3366;2022;1343;3639;1981;1659
180;Afrika;2038;7000;3998;3002;3345;2015;1330;3655;1983;1672
181;Afrika;2039;7002;4000;3002;3328;2009;1319;3675;1991;1684
182;Afrika;2040;6999;3997;3002;3313;2004;1308;3687;1993;1694
183;Afrika;2041;7001;3999;3002;3300;2001;1299;3701;1998;1703
184;Afrika;2042;6998;3996;3002;3290;1998;1292;3708;1998;1710
185;Afrika;2043;7001;3999;3002;3283;1997;1286;3718;2003;1716
186;Afrika;2044;6996;3994;3002;3277;1996;1282;3719;1998;1720
187;Afrika;2045;6997;3995;3002;3274;1995;1279;3723;2000;1723
188;Afrika;2046;7001;3999;3002;3273;1996;1277;3728;2003;1725
189;Afrika;2047;7000;3998;3002;3274;1996;1277;3726;2002;1725
190;Afrika;2048;6996;3994;3002;3276;1997;1279;3720;1997;1723
191;Afrika;2049;7003;4001;3002;3280;1998;1282;3723;2003;1720
192;Azië;2002;19692;10217;9475;6054;3715;2339;13638;6502;7136
193;Azië;2003;17995;9263;8732;6164;3759;2405;11831;5504;6327
194;Azië;2004;16675;8508;8167;6220;3772;2448;10455;4736;5719
195;Azië;2005;15737;7954;7783;6237;3762;2475;9500;4192;5308
196;Azië;2006;15184;7613;7571;6232;3740;2492;8952;3873;5080
197;Azië;2007;15002;7502;7500;6216;3713;2503;8787;3789;4997
198;Azië;2008;15000;7500;7500;6198;3685;2512;8802;3815;4988
199;Azië;2009;14998;7498;7500;6181;3660;2521;8818;3838;4979
200;Azië;2010;15003;7503;7500;6164;3636;2529;8839;3868;4971
201;Azië;2011;14998;7498;7500;6149;3612;2537;8849;3886;4963
202;Azië;2012;14998;7498;7500;6133;3589;2544;8865;3909;4956
203;Azië;2013;15002;7502;7500;6118;3566;2552;8884;3936;4948
204;Azië;2014;15000;7500;7500;6103;3543;2560;8897;3957;4940
205;Azië;2015;15001;7501;7500;6088;3520;2568;8913;3981;4932
206;Azië;2016;15000;7500;7500;6072;3496;2576;8928;4004;4924
207;Azië;2017;14997;7497;7500;6055;3471;2584;8942;4026;4916
208;Azië;2018;14997;7497;7500;6039;3446;2592;8958;4051;4908
209;Azië;2019;14998;7498;7500;6022;3421;2601;8977;4077;4899
210;Azië;2020;15000;7500;7500;6004;3395;2610;8996;4105;4890
211;Azië;2021;14998;7498;7500;5987;3368;2619;9011;4130;4881
212;Azië;2022;14998;7498;7500;5970;3342;2628;9028;4156;4872
213;Azië;2023;15001;7501;7500;5954;3316;2638;9047;4186;4862
214;Azië;2024;15002;7502;7500;5938;3290;2649;9064;4212;4852
215;Azië;2025;15002;7502;7500;5924;3264;2659;9079;4238;4841
216;Azië;2026;15002;7502;7500;5910;3240;2670;9092;4262;4830
217;Azië;2027;15002;7502;7500;5899;3217;2682;9103;4285;4818
218;Azië;2028;15003;7503;7500;5889;3195;2694;9114;4308;4806
219;Azië;2029;15003;7503;7500;5881;3175;2706;9122;4328;4794
220;Azië;2030;15002;7502;7500;5875;3156;2719;9127;4346;4781
221;Azië;2031;15001;7501;7500;5871;3139;2732;9130;4362;4768
222;Azië;2032;15002;7502;7500;5870;3124;2745;9132;4378;4755
223;Azië;2033;14999;7499;7500;5870;3111;2759;9129;4388;4741
224;Azië;2034;14998;7498;7500;5872;3099;2773;9126;4399;4727
225;Azië;2035;15000;7500;7500;5876;3089;2787;9124;4411;4713
226;Azië;2036;14999;7499;7500;5883;3082;2801;9116;4417;4699
227;Azië;2037;14996;7496;7500;5891;3075;2815;9106;4421;4685
228;Azië;2038;14994;7494;7500;5900;3071;2829;9094;4423;4671
229;Azië;2039;15001;7501;7500;5911;3068;2843;9090;4433;4657
230;Azië;2040;15001;7501;7500;5923;3067;2857;9078;4434;4644
231;Azië;2041;15001;7501;7500;5936;3067;2869;9065;4434;4631
232;Azië;2042;15002;7502;7500;5950;3069;2882;9052;4434;4618
233;Azië;2043;14996;7496;7500;5964;3071;2893;9032;4425;4607
234;Azië;2044;14998;7498;7500;5979;3075;2904;9019;4423;4596
235;Azië;2045;14998;7498;7500;5993;3079;2914;9005;4419;4586
236;Azië;2046;14998;7498;7500;6007;3085;2922;8991;4414;4578
237;Azië;2047;14998;7498;7500;6021;3091;2930;8978;4408;4570
238;Azië;2048;14997;7497;7500;6033;3097;2936;8964;4400;4564
239;Azië;2049;14997;7497;7500;6045;3104;2940;8952;4393;4560
240;Latijns-Amerika;2002;4039;1675;2364;1845;780;1065;2194;895;1300
241;Latijns-Amerika;2003;4047;1677;2370;1901;811;1090;2146;866;1280
242;Latijns-Amerika;2004;4069;1680;2389;1952;839;1113;2117;841;1276
243;Latijns-Amerika;2005;4113;1697;2416;2000;864;1136;2113;833;1281
244;Latijns-Amerika;2006;4156;1713;2443;2045;888;1157;2111;825;1286
245;Latijns-Amerika;2007;4215;1732;2483;2089;910;1179;2126;822;1304
246;Latijns-Amerika;2008;4286;1759;2527;2131;930;1201;2155;829;1326
247;Latijns-Amerika;2009;4366;1787;2579;2173;950;1224;2193;837;1355
248;Latijns-Amerika;2010;4436;1808;2628;2214;968;1246;2222;840;1382
249;Latijns-Amerika;2011;4519;1838;2681;2255;986;1270;2264;852;1411
250;Latijns-Amerika;2012;4598;1864;2734;2296;1002;1294;2302;862;1441
251;Latijns-Amerika;2013;4673;1891;2782;2336;1019;1318;2337;872;1464
252;Latijns-Amerika;2014;4746;1912;2834;2377;1034;1343;2369;878;1491
253;Latijns-Amerika;2015;4822;1938;2884;2417;1049;1368;2405;889;1516
254;Latijns-Amerika;2016;4878;1960;2918;2457;1064;1393;2421;896;1525
255;Latijns-Amerika;2017;4931;1979;2952;2496;1078;1419;2435;902;1533
256;Latijns-Amerika;2018;4965;1988;2977;2535;1091;1444;2431;897;1533
257;Latijns-Amerika;2019;4992;1997;2995;2572;1103;1468;2420;894;1527
258;Latijns-Amerika;2020;4996;1997;2999;2607;1115;1492;2389;882;1507
259;Latijns-Amerika;2021;4996;1997;2999;2640;1125;1515;2356;872;1484
260;Latijns-Amerika;2022;4996;1997;2999;2672;1135;1537;2324;862;1462
261;Latijns-Amerika;2023;4996;1997;2999;2702;1144;1558;2294;853;1441
262;Latijns-Amerika;2024;4996;1997;2999;2730;1152;1579;2266;845;1420
263;Latijns-Amerika;2025;4996;1997;2999;2758;1159;1599;2239;838;1400
264;Latijns-Amerika;2026;4996;1997;2999;2783;1166;1618;2213;831;1381
265;Latijns-Amerika;2027;4996;1997;2999;2808;1172;1636;2188;825;1363
266;Latijns-Amerika;2028;4996;1997;2999;2832;1177;1654;2165;820;1345
267;Latijns-Amerika;2029;4996;1997;2999;2854;1183;1672;2142;815;1328
268;Latijns-Amerika;2030;4996;1997;2999;2876;1187;1688;2120;810;1311
269;Latijns-Amerika;2031;4996;1997;2999;2896;1192;1705;2100;805;1294
270;Latijns-Amerika;2032;4996;1997;2999;2916;1196;1721;2080;801;1278
271;Latijns-Amerika;2033;4996;1997;2999;2936;1200;1736;2060;797;1263
272;Latijns-Amerika;2034;4996;1997;2999;2955;1203;1751;2041;794;1248
273;Latijns-Amerika;2035;4996;1997;2999;2973;1207;1766;2023;790;1233
274;Latijns-Amerika;2036;4996;1997;2999;2991;1211;1780;2006;786;1219
275;Latijns-Amerika;2037;4996;1997;2999;3008;1214;1794;1988;783;1205
276;Latijns-Amerika;2038;4996;1997;2999;3025;1217;1807;1972;780;1192
277;Latijns-Amerika;2039;4996;1997;2999;3041;1221;1820;1955;776;1179
278;Latijns-Amerika;2040;4996;1997;2999;3057;1225;1833;1939;772;1167
279;Latijns-Amerika;2041;4996;1997;2999;3073;1228;1845;1923;769;1154
280;Latijns-Amerika;2042;4996;1997;2999;3089;1232;1856;1908;765;1143
281;Latijns-Amerika;2043;4996;1997;2999;3104;1236;1868;1892;761;1132
282;Latijns-Amerika;2044;4996;1997;2999;3119;1241;1878;1877;756;1121
283;Latijns-Amerika;2045;4996;1997;2999;3134;1245;1888;1862;752;1111
284;Latijns-Amerika;2046;4996;1997;2999;3148;1250;1898;1848;747;1101
285;Latijns-Amerika;2047;4996;1997;2999;3162;1255;1907;1834;742;1092
286;Latijns-Amerika;2048;4996;1997;2999;3176;1261;1916;1820;736;1083
287;Latijns-Amerika;2049;4996;1997;2999;3190;1267;1924;1806;730;1076
288;Marokko;2002;4863;2344;2519;1304;949;354;3559;1395;2165
289;Marokko;2003;3996;2000;1996;1291;934;356;2705;1066;1640
290;Marokko;2004;3996;2000;1996;1275;918;357;2721;1082;1639
291;Marokko;2005;3996;2000;1996;1259;902;357;2737;1098;1639
292;Marokko;2006;3996;2000;1996;1244;887;357;2752;1113;1639
293;Marokko;2007;3996;2000;1996;1229;872;357;2767;1128;1639
294;Marokko;2008;3996;2000;1996;1215;858;357;2781;1142;1639
295;Marokko;2009;3996;2000;1996;1201;845;356;2795;1155;1640
296;Marokko;2010;3996;2000;1996;1188;832;356;2808;1168;1640
297;Marokko;2011;3996;2000;1996;1175;821;355;2821;1180;1641
298;Marokko;2012;3996;2000;1996;1163;810;354;2833;1191;1642
299;Marokko;2013;3996;2000;1996;1152;799;353;2844;1201;1643
300;Marokko;2014;3996;2000;1996;1140;789;351;2856;1211;1645
301;Marokko;2015;3996;2000;1996;1130;779;350;2867;1221;1646
302;Marokko;2016;3996;2000;1996;1119;770;349;2877;1230;1647
303;Marokko;2017;3996;2000;1996;1109;761;348;2887;1239;1648
304;Marokko;2018;3996;2000;1996;1099;752;347;2897;1248;1649
305;Marokko;2019;3996;2000;1996;1089;744;346;2907;1256;1650
306;Marokko;2020;3996;2000;1996;1079;735;344;2917;1265;1652
307;Marokko;2021;3996;2000;1996;1069;726;343;2927;1274;1653
308;Marokko;2022;3996;2000;1996;1059;717;342;2937;1283;1654
309;Marokko;2023;3996;2000;1996;1049;708;340;2948;1292;1656
310;Marokko;2024;3996;2000;1996;1038;699;339;2958;1301;1658
311;Marokko;2025;3996;2000;1996;1027;690;337;2969;1310;1659
312;Marokko;2026;3996;2000;1996;1015;681;335;2981;1320;1661
313;Marokko;2027;3996;2000;1996;1004;671;333;2992;1329;1663
314;Marokko;2028;3996;2000;1996;991;661;331;3005;1339;1666
315;Marokko;2029;3996;2000;1996;978;650;328;3018;1350;1668
316;Marokko;2030;3996;2000;1996;965;640;325;3031;1360;1671
317;Marokko;2031;3996;2000;1996;952;630;323;3044;1371;1674
318;Marokko;2032;3996;2000;1996;938;619;319;3058;1381;1677
319;Marokko;2033;3996;2000;1996;925;609;316;3071;1391;1680
320;Marokko;2034;3996;2000;1996;911;598;313;3085;1402;1683
321;Marokko;2035;3996;2000;1996;898;588;310;3098;1412;1686
322;Marokko;2036;3996;2000;1996;884;578;307;3112;1422;1689
323;Marokko;2037;3996;2000;1996;871;568;303;3125;1432;1693
324;Marokko;2038;3996;2000;1996;858;558;300;3138;1442;1696
325;Marokko;2039;3996;2000;1996;846;549;297;3150;1451;1699
326;Marokko;2040;3996;2000;1996;833;540;293;3163;1460;1703
327;Marokko;2041;3996;2000;1996;822;532;290;3174;1468;1706
328;Marokko;2042;3996;2000;1996;811;524;287;3185;1476;1709
329;Marokko;2043;3996;2000;1996;800;516;284;3196;1484;1712
330;Marokko;2044;3996;2000;1996;791;509;281;3206;1491;1715
331;Marokko;2045;3996;2000;1996;782;503;279;3215;1497;1717
332;Marokko;2046;3996;2000;1996;773;497;276;3223;1503;1720
333;Marokko;2047;3996;2000;1996;765;491;274;3231;1509;1722
334;Marokko;2048;3996;2000;1996;758;486;272;3238;1514;1724
335;Marokko;2049;3996;2000;1996;752;482;270;3244;1518;1726
336;Nederlandse Antillen en Aruba;2002;5670;2788;2882;3693;1960;1733;1977;828;1149
337;Nederlandse Antillen en Aruba;2003;5004;2498;2506;3649;1935;1714;1355;563;792
338;Nederlandse Antillen en Aruba;2004;5004;2498;2506;3590;1903;1687;1414;596;819
339;Nederlandse Antillen en Aruba;2005;5004;2498;2506;3534;1872;1662;1470;626;844
