ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AantalInstallatiesBijWoningen_5;OpgesteldVermogenVanZonnepanelen_6
49;Wijk 16 Gasselternijveenschemond;Aa en Hunze                             ;Wijk      ;WK168016  ;1;91.0;391.0
50;Gasselternijveenschemond;Aa en Hunze                             ;Buurt     ;BU16801600;1;86.0;363.0
51;Gasselterboerveenschemond;Aa en Hunze                             ;Buurt     ;BU16801601;1;;
52;Verspr.h. Gasselternijveenschemond;Aa en Hunze                             ;Buurt     ;BU16801609;1;;
53;Wijk 17 Gieten;Aa en Hunze                             ;Wijk      ;WK168017  ;1;739.0;2936.0
54;Gieten;Aa en Hunze                             ;Buurt     ;BU16801700;1;711.0;2741.0
55;Verspreide huizen Gieten;Aa en Hunze                             ;Buurt     ;BU16801709;1;28.0;196.0
56;Wijk 18 Gieterveen;Aa en Hunze                             ;Wijk      ;WK168018  ;1;171.0;821.0
57;Gieterveen;Aa en Hunze                             ;Buurt     ;BU16801800;1;97.0;405.0
58;Bonnerveen;Aa en Hunze                             ;Buurt     ;BU16801801;1;9.0;61.0
59;Nieuwediep;Aa en Hunze                             ;Buurt     ;BU16801802;1;32.0;167.0
60;Verspreide huizen Gieterveen;Aa en Hunze                             ;Buurt     ;BU16801809;1;33.0;187.0
61;Wijk 19 Rolde;Aa en Hunze                             ;Wijk      ;WK168019  ;1;821.0;3565.0
62;Rolde;Aa en Hunze                             ;Buurt     ;BU16801900;1;617.0;2463.0
63;Ballo;Aa en Hunze                             ;Buurt     ;BU16801901;1;20.0;111.0
64;Nijlande;Aa en Hunze                             ;Buurt     ;BU16801902;1;9.0;51.0
65;Deurze;Aa en Hunze                             ;Buurt     ;BU16801903;1;10.0;71.0
66;Verspreide huizen Nooitgedacht;Aa en Hunze                             ;Buurt     ;BU16801908;1;144.0;749.0
67;Verspreide huizen Rolde;Aa en Hunze                             ;Buurt     ;BU16801909;1;21.0;121.0
68;Wijk 20 Grolloo;Aa en Hunze                             ;Wijk      ;WK168020  ;1;116.0;570.0
69;Grolloo;Aa en Hunze                             ;Buurt     ;BU16802000;1;81.0;376.0
70;Schoonloo;Aa en Hunze                             ;Buurt     ;BU16802001;1;17.0;73.0
71;Verspreide huizen Papenvoort;Aa en Hunze                             ;Buurt     ;BU16802008;1;;
72;Verspreide huizen Grolloo;Aa en Hunze                             ;Buurt     ;BU16802009;1;;
73;Wijk 21 Ekehaar;Aa en Hunze                             ;Wijk      ;WK168021  ;1;60.0;361.0
74;Ekehaar;Aa en Hunze                             ;Buurt     ;BU16802100;1;38.0;224.0
75;Amen;Aa en Hunze                             ;Buurt     ;BU16802101;1;9.0;65.0
76;Verspreide huizen Ekehaar;Aa en Hunze                             ;Buurt     ;BU16802109;1;13.0;72.0
77;Aalsmeer;Aalsmeer                                ;Gemeente  ;GM0358    ;.;2849.0;10676.0
78;Wijk 00 Aalsmeer;Aalsmeer                                ;Wijk      ;WK035800  ;1;1013.0;3762.0
79;Centrum;Aalsmeer                                ;Buurt     ;BU03580000;1;224.0;916.0
80;Stommeer;Aalsmeer                                ;Buurt     ;BU03580001;1;520.0;1777.0
81;Hornmeer;Aalsmeer                                ;Buurt     ;BU03580004;1;202.0;713.0
82;Uiterweg;Aalsmeer                                ;Buurt     ;BU03580005;1;67.0;356.0
83;Wijk 01 Kudelstraat en Kalslagen;Aalsmeer                                ;Wijk      ;WK035801  ;1;841.0;2966.0
84;Kudelstaart;Aalsmeer                                ;Buurt     ;BU03580100;1;841.0;2966.0
85;Wijk 02 Oosteinde;Aalsmeer                                ;Wijk      ;WK035802  ;1;995.0;3947.0
86;Bovenlanden;Aalsmeer                                ;Buurt     ;BU03580200;1;86.0;459.0
87;Greenpark;Aalsmeer                                ;Buurt     ;BU03580201;1;73.0;360.0
88;Oosteinde;Aalsmeer                                ;Buurt     ;BU03580205;1;797.0;2925.0
89;Schinkelpolder;Aalsmeer                                ;Buurt     ;BU03580206;1;39.0;203.0
90;Aalten;Aalten                                  ;Gemeente  ;GM0197    ;.;3040.0;13035.0
91;Wijk 01 Buitengebied Aalten;Aalten                                  ;Wijk      ;WK019701  ;1;460.0;2685.0
92;Barlo-Kern;Aalten                                  ;Buurt     ;BU01970101;1;25.0;116.0
93;Verspreide huizen Barlo;Aalten                                  ;Buurt     ;BU01970102;1;52.0;329.0
94;Verspreide huizen Heurne;Aalten                                  ;Buurt     ;BU01970103;1;44.0;236.0
95;Verspreide huizen IJzerlo;Aalten                                  ;Buurt     ;BU01970104;1;45.0;262.0
96;IJzerlo-kern;Aalten                                  ;Buurt     ;BU01970105;1;22.0;80.0
97;Lintelo-kern;Aalten                                  ;Buurt     ;BU01970106;1;33.0;148.0
98;Verspreide huizen ten westen van Aalten;Aalten                                  ;Buurt     ;BU01970107;1;26.0;186.0
99;Verspreide huizen Lintelo;Aalten                                  ;Buurt     ;BU01970108;1;60.0;340.0
100;Verspreide huizen Dalese Veld;Aalten                                  ;Buurt     ;BU01970109;1;9.0;76.0
101;Verspreide huizen Dale;Aalten                                  ;Buurt     ;BU01970110;1;75.0;544.0
102;Verspreide huizen Haart;Aalten                                  ;Buurt     ;BU01970111;1;49.0;271.0
103;Haart-kern;Aalten                                  ;Buurt     ;BU01970112;1;20.0;99.0
104;Wijk 02 Bredevoort;Aalten                                  ;Wijk      ;WK019702  ;1;210.0;939.0
105;Verspreide huizen Bredevoort;Aalten                                  ;Buurt     ;BU01970201;1;20.0;148.0
106;Verspreide huizen Hollenberg;Aalten                                  ;Buurt     ;BU01970202;1;29.0;138.0
107;Verspreide huizen Het Zwanenbroek;Aalten                                  ;Buurt     ;BU01970203;1;6.0;28.0
108;Bredevoort;Aalten                                  ;Buurt     ;BU01970204;1;155.0;625.0
109;Wijk 03 Aalten Kern;Aalten                                  ;Wijk      ;WK019703  ;1;1433.0;5446.0
110;Aalten-kern West;Aalten                                  ;Buurt     ;BU01970301;1;239.0;818.0
111;Aalten-kern Zuid 1;Aalten                                  ;Buurt     ;BU01970302;1;257.0;992.0
112;Aalten-kern Zuid 2;Aalten                                  ;Buurt     ;BU01970303;1;223.0;827.0
113;Aalten-kern Noord/Noordoost;Aalten                                  ;Buurt     ;BU01970304;1;273.0;1013.0
114;Aalten Kern 't Kobus;Aalten                                  ;Buurt     ;BU01970305;1;161.0;743.0
115;Aalten-kern Oost;Aalten                                  ;Buurt     ;BU01970306;1;117.0;391.0
116;Aalten-kern Centrum;Aalten                                  ;Buurt     ;BU01970307;1;163.0;663.0
117;Wijk 04 Dinxperlo;Aalten                                  ;Wijk      ;WK019704  ;3;937.0;3965.0
118;Dinxperlo Centrum/Oost;Aalten                                  ;Buurt     ;BU01970400;1;239.0;877.0
119;Dinxperlo Noord;Aalten                                  ;Buurt     ;BU01970401;1;205.0;882.0
120;Dinxperlo West;Aalten                                  ;Buurt     ;BU01970402;3;280.0;1078.0
121;De Heurne-kern;Aalten                                  ;Buurt     ;BU01970403;1;67.0;289.0
122;Verspreide huizen Dinxperlo;Aalten                                  ;Buurt     ;BU01970408;1;50.0;317.0
123;Verspreide huizen De Heurne;Aalten                                  ;Buurt     ;BU01970409;1;96.0;522.0
124;Achtkarspelen;Achtkarspelen                           ;Gemeente  ;GM0059    ;.;2897.0;11557.0
125;Wijk 00 Noord;Achtkarspelen                           ;Wijk      ;WK005900  ;1;1263.0;4845.0
126;Buitenpost;Achtkarspelen                           ;Buurt     ;BU00590000;1;617.0;2310.0
127;Twijzel;Achtkarspelen                           ;Buurt     ;BU00590001;1;67.0;265.0
128;Kootstertille;Achtkarspelen                           ;Buurt     ;BU00590002;1;216.0;761.0
129;Twijzelerheide;Achtkarspelen                           ;Buurt     ;BU00590003;1;123.0;472.0
130;Gerkesklooster;Achtkarspelen                           ;Buurt     ;BU00590004;1;76.0;257.0
131;Verspreide huizen Buitenpost;Achtkarspelen                           ;Buurt     ;BU00590005;1;83.0;393.0
132;Verspreide huizen Twijzel;Achtkarspelen                           ;Buurt     ;BU00590006;1;11.0;65.0
133;Verspreide huizen Kootstertille;Achtkarspelen                           ;Buurt     ;BU00590007;1;33.0;162.0
134;Verspreide huizen Twijzelerheide;Achtkarspelen                           ;Buurt     ;BU00590008;1;27.0;113.0
135;Verspreide huizen Gerkesklooster;Achtkarspelen                           ;Buurt     ;BU00590009;1;10.0;47.0
136;Wijk 01 Centrum;Achtkarspelen                           ;Wijk      ;WK005901  ;1;334.0;1431.0
137;Stroobos;Achtkarspelen                           ;Buurt     ;BU00590100;1;13.0;59.0
138;Drogeham;Achtkarspelen                           ;Buurt     ;BU00590102;1;181.0;716.0
139;Augustinusga;Achtkarspelen                           ;Buurt     ;BU00590103;1;97.0;439.0
140;Verspreide huizen Stroobos;Achtkarspelen                           ;Buurt     ;BU00590107;1;4.0;21.0
141;Verspreide huizen Drogeham;Achtkarspelen                           ;Buurt     ;BU00590108;1;17.0;79.0
142;Verspreide huizen Augustinusga;Achtkarspelen                           ;Buurt     ;BU00590109;1;22.0;117.0
143;Wijk 02 Zuid;Achtkarspelen                           ;Wijk      ;WK005902  ;1;1300.0;5281.0
144;Surhuisterveen;Achtkarspelen                           ;Buurt     ;BU00590200;1;597.0;2180.0
145;Harkema;Achtkarspelen                           ;Buurt     ;BU00590201;1;376.0;1598.0
146;Surhuizum;Achtkarspelen                           ;Buurt     ;BU00590202;1;95.0;367.0
147;Boelenslaan;Achtkarspelen                           ;Buurt     ;BU00590203;1;57.0;231.0
148;Verspreide huizen Surhuisterveen;Achtkarspelen                           ;Buurt     ;BU00590206;1;39.0;191.0
149;Verspreide huizen Harkema;Achtkarspelen                           ;Buurt     ;BU00590207;1;30.0;158.0
150;Verspreide huizen Surhuizum;Achtkarspelen                           ;Buurt     ;BU00590208;1;42.0;232.0
151;Verspreide huizen Boelenslaan;Achtkarspelen                           ;Buurt     ;BU00590209;1;64.0;325.0
152;Alblasserdam;Alblasserdam                            ;Gemeente  ;GM0482    ;.;1109.0;3974.0
153;Wijk 01 Centrum;Alblasserdam                            ;Wijk      ;WK048201  ;1;261.0;1042.0
154;Cortgene;Alblasserdam                            ;Buurt     ;BU04820101;1;83.0;374.0
155;Redersbuurt;Alblasserdam                            ;Buurt     ;BU04820102;1;8.0;23.0
156;kerkbuurt;Alblasserdam                            ;Buurt     ;BU04820103;1;61.0;198.0
157;Polderbuurt;Alblasserdam                            ;Buurt     ;BU04820104;1;34.0;172.0
158;De Werven;Alblasserdam                            ;Buurt     ;BU04820105;1;75.0;275.0
159;Wijk 02 Kinderdijk;Alblasserdam                            ;Wijk      ;WK048202  ;1;204.0;787.0
160;Dijk;Alblasserdam                            ;Buurt     ;BU04820201;1;30.0;150.0
161;Vogelbuurt;Alblasserdam                            ;Buurt     ;BU04820202;1;68.0;250.0
162;Waterland;Alblasserdam                            ;Buurt     ;BU04820203;1;34.0;124.0
163;Groene Long;Alblasserdam                            ;Buurt     ;BU04820204;1;3.0;17.0
164;Rivierenbuurt;Alblasserdam                            ;Buurt     ;BU04820205;1;41.0;157.0
165;Nieuw Kinderdijk;Alblasserdam                            ;Buurt     ;BU04820206;1;28.0;91.0
166;Wijk 03 Blokweer;Alblasserdam                            ;Wijk      ;WK048203  ;1;463.0;1455.0
167;Zeelt;Alblasserdam                            ;Buurt     ;BU04820301;1;96.0;306.0
168;Middelland;Alblasserdam                            ;Buurt     ;BU04820302;1;69.0;229.0
169;Blokweer Noord;Alblasserdam                            ;Buurt     ;BU04820303;1;91.0;289.0
170;Blokweer Zuid;Alblasserdam                            ;Buurt     ;BU04820304;1;72.0;206.0
171;Drentsebuurt;Alblasserdam                            ;Buurt     ;BU04820305;1;24.0;76.0
172;Florabuurt;Alblasserdam                            ;Buurt     ;BU04820306;1;57.0;183.0
173;Staatsliedenbuurt;Alblasserdam                            ;Buurt     ;BU04820307;1;54.0;166.0
174;Wijk 04 Souburgh;Alblasserdam                            ;Wijk      ;WK048204  ;1;162.0;580.0
175;Schildersbuurt;Alblasserdam                            ;Buurt     ;BU04820401;1;55.0;185.0
176;Schrijversbuurt;Alblasserdam                            ;Buurt     ;BU04820402;1;70.0;257.0
177;Klein Alblas;Alblasserdam                            ;Buurt     ;BU04820403;1;;
178;Oranjebuurt;Alblasserdam                            ;Buurt     ;BU04820404;1;;
179;Wijk 05 Bedrijventerrein;Alblasserdam                            ;Wijk      ;WK048205  ;1;3.0;20.0
180;Vinkenwaard;Alblasserdam                            ;Buurt     ;BU04820501;1;0.0;0.0
181;Hoogendijk;Alblasserdam                            ;Buurt     ;BU04820502;1;0.0;0.0
182;Nieuwland;Alblasserdam                            ;Buurt     ;BU04820503;1;3.0;20.0
183;Wijk 06 Landelijk gebied;Alblasserdam                            ;Wijk      ;WK048206  ;1;16.0;90.0
184;Polder Blokweer;Alblasserdam                            ;Buurt     ;BU04820601;1;0.0;0.0
185;Polder Kortland;Alblasserdam                            ;Buurt     ;BU04820602;1;;
186;Polder Souburgh;Alblasserdam                            ;Buurt     ;BU04820603;1;;
187;Polder Vinkenwaard;Alblasserdam                            ;Buurt     ;BU04820604;1;12.0;46.0
188;Albrandswaard;Albrandswaard                           ;Gemeente  ;GM0613    ;.;2037.0;7291.0
189;Wijk 01 Poortugaal-Noord;Albrandswaard                           ;Wijk      ;WK061301  ;1;216.0;910.0
190;Valckesteyn;Albrandswaard                           ;Buurt     ;BU06130101;1;189.0;803.0
191;Zwaardijk-Kruisdijk;Albrandswaard                           ;Buurt     ;BU06130102;1;3.0;15.0
192;Poortugaal;Albrandswaard                           ;Buurt     ;BU06130103;1;7.0;24.0
193;Buitengebied Poortugaal;Albrandswaard                           ;Buurt     ;BU06130104;1;17.0;67.0
194;Wijk 02 Rhoon-Noord;Albrandswaard                           ;Wijk      ;WK061302  ;1;139.0;495.0
195;Rhoon Noord;Albrandswaard                           ;Buurt     ;BU06130205;1;135.0;465.0
196;Buitengebied Rhoon-Noord;Albrandswaard                           ;Buurt     ;BU06130207;1;4.0;30.0
197;Wijk 03 Poortugaal-Zuid;Albrandswaard                           ;Wijk      ;WK061303  ;1;448.0;1497.0
198;Beatrixstraat;Albrandswaard                           ;Buurt     ;BU06130308;1;37.0;130.0
199;Landweg;Albrandswaard                           ;Buurt     ;BU06130309;1;147.0;523.0
200;Poortugaal-Centrum;Albrandswaard                           ;Buurt     ;BU06130310;1;56.0;160.0
201;Poortugaal Zuid;Albrandswaard                           ;Buurt     ;BU06130311;1;179.0;575.0
202;Polder Albrandswaard;Albrandswaard                           ;Buurt     ;BU06130312;1;18.0;64.0
203;Kijvelanden;Albrandswaard                           ;Buurt     ;BU06130313;1;11.0;44.0
204;Wijk 04 Rhoon-Zuid;Albrandswaard                           ;Wijk      ;WK061304  ;1;745.0;2329.0
205;Rhoon-Centrum;Albrandswaard                           ;Buurt     ;BU06130414;1;149.0;455.0
206;Ghijseland;Albrandswaard                           ;Buurt     ;BU06130415;1;148.0;515.0
207;Overhoeken;Albrandswaard                           ;Buurt     ;BU06130416;1;31.0;157.0
208;Park Rhoon;Albrandswaard                           ;Buurt     ;BU06130417;1;84.0;248.0
209;Rhoon-Zuidoost;Albrandswaard                           ;Buurt     ;BU06130418;1;224.0;635.0
210;Tijsjesdijk;Albrandswaard                           ;Buurt     ;BU06130419;1;92.0;250.0
211;Buitengebied Rhoon-Zuid;Albrandswaard                           ;Buurt     ;BU06130420;1;17.0;70.0
212;Wijk 05 Buitengebied Albrandswaard;Albrandswaard                           ;Wijk      ;WK061305  ;1;;
213;Portland-Koedoodzone;Albrandswaard                           ;Buurt     ;BU06130521;1;;
214;Buitengebied;Albrandswaard                           ;Buurt     ;BU06130522;1;;
215;Wijk 06 Portland;Albrandswaard                           ;Wijk      ;WK061306  ;1;462.0;1902.0
216;Driehoek;Albrandswaard                           ;Buurt     ;BU06130623;1;153.0;651.0
217;Portland-Centrum;Albrandswaard                           ;Buurt     ;BU06130624;1;121.0;494.0
218;Wijkpark Portland;Albrandswaard                           ;Buurt     ;BU06130625;1;11.0;67.0
219;De Eilanden;Albrandswaard                           ;Buurt     ;BU06130626;1;177.0;690.0
220;Wijk 07 Rotterdam-Albrandswaard;Albrandswaard                           ;Wijk      ;WK061307  ;1;;
221;Distripark;Albrandswaard                           ;Buurt     ;BU06130706;1;;
222;Alkmaar;Alkmaar                                 ;Gemeente  ;GM0361    ;.;10957.0;33649.0
223;Zuid;Alkmaar                                 ;Wijk      ;WK036101  ;3;743.0;2230.0
224;Kooimeer;Alkmaar                                 ;Buurt     ;BU03610100;3;123.0;411.0
225;Dillenburg en Stadhouderskwartier;Alkmaar                                 ;Buurt     ;BU03610101;1;69.0;208.0
226;Staatsliedenkwartier en Landstraten;Alkmaar                                 ;Buurt     ;BU03610102;1;120.0;283.0
227;Oud-Rochdale;Alkmaar                                 ;Buurt     ;BU03610103;1;7.0;26.0
228;Emmakwartier;Alkmaar                                 ;Buurt     ;BU03610104;3;62.0;171.0
229;Nassaukwartier en Hout;Alkmaar                                 ;Buurt     ;BU03610105;3;78.0;224.0
230;Oranjepark;Alkmaar                                 ;Buurt     ;BU03610106;3;76.0;305.0
231;Cranenbroek;Alkmaar                                 ;Buurt     ;BU03610107;3;42.0;133.0
232;Bloemwijk en Zocherkwartier;Alkmaar                                 ;Buurt     ;BU03610108;1;79.0;217.0
233;Burgemeesterskwartier;Alkmaar                                 ;Buurt     ;BU03610109;3;87.0;252.0
234;Oudorp;Alkmaar                                 ;Wijk      ;WK036102  ;3;2062.0;5727.0
235;Rekerbuurt en Ooievaarsnest;Alkmaar                                 ;Buurt     ;BU03610200;3;313.0;969.0
236;Oudorp-Noord en Oudorp-Oost;Alkmaar                                 ;Buurt     ;BU03610201;3;338.0;943.0
237;Oudorp-Centrum;Alkmaar                                 ;Buurt     ;BU03610202;1;333.0;1009.0
238;Schermereiland en Omval;Alkmaar                                 ;Buurt     ;BU03610203;1;185.0;471.0
239;Oudorperpolder-Zuid;Alkmaar                                 ;Buurt     ;BU03610204;1;380.0;856.0
240;Oudorperpolder-Midden;Alkmaar                                 ;Buurt     ;BU03610205;1;;
241;Oudorperpolder-Noord;Alkmaar                                 ;Buurt     ;BU03610206;1;157.0;428.0
242;De Nollen;Alkmaar                                 ;Buurt     ;BU03610208;1;281.0;835.0
243;Beverkoog;Alkmaar                                 ;Buurt     ;BU03610209;1;;
244;Overdie;Alkmaar                                 ;Wijk      ;WK036103  ;3;355.0;1017.0
245;Oud-Overdie;Alkmaar                                 ;Buurt     ;BU03610300;3;216.0;527.0
246;Oosterhout;Alkmaar                                 ;Buurt     ;BU03610301;3;17.0;75.0
247;Overdie-Oost;Alkmaar                                 ;Buurt     ;BU03610302;1;64.0;192.0
248;Overdie-West;Alkmaar                                 ;Buurt     ;BU03610303;3;55.0;166.0
249;Boekelermeer-Zuid;Alkmaar                                 ;Buurt     ;BU03610308;1;0.0;0.0
250;Boekelermeer-Noord;Alkmaar                                 ;Buurt     ;BU03610309;1;3.0;57.0
251;West;Alkmaar                                 ;Wijk      ;WK036104  ;3;1045.0;2894.0
252;De Hoef III en IV;Alkmaar                                 ;Buurt     ;BU03610400;1;235.0;704.0
253;De Hoef I en II;Alkmaar                                 ;Buurt     ;BU03610401;1;220.0;602.0
254;Bergerwegkwartier;Alkmaar                                 ;Buurt     ;BU03610402;1;162.0;384.0
255;Bergerhof en Blaeustraatkwartier;Alkmaar                                 ;Buurt     ;BU03610403;3;77.0;209.0
256;Bergermeer;Alkmaar                                 ;Buurt     ;BU03610404;1;339.0;953.0
257;Landelijk gebied-West;Alkmaar                                 ;Buurt     ;BU03610409;1;12.0;43.0
258;Huiswaard;Alkmaar                                 ;Wijk      ;WK036105  ;1;495.0;1541.0
259;Huiswaard-1-Zuid;Alkmaar                                 ;Buurt     ;BU03610500;3;183.0;594.0
260;Muiderwaard;Alkmaar                                 ;Buurt     ;BU03610501;3;4.0;60.0
261;Huiswaard-2-West;Alkmaar                                 ;Buurt     ;BU03610502;1;212.0;620.0
262;Huiswaard-2-Oost;Alkmaar                                 ;Buurt     ;BU03610503;1;96.0;266.0
263;De Mare;Alkmaar                                 ;Wijk      ;WK036106  ;1;1716.0;4670.0
264;'t Rak-Zuid;Alkmaar                                 ;Buurt     ;BU03610600;1;388.0;1179.0
265;'t Rak-Noord;Alkmaar                                 ;Buurt     ;BU03610601;1;367.0;934.0
266;De Horn-Noord;Alkmaar                                 ;Buurt     ;BU03610602;1;506.0;1274.0
267;De Horn-Zuid;Alkmaar                                 ;Buurt     ;BU03610603;1;283.0;853.0
268;De Mare;Alkmaar                                 ;Buurt     ;BU03610604;1;172.0;430.0
269;Daalmeer/Koedijk;Alkmaar                                 ;Wijk      ;WK036107  ;1;1963.0;5656.0
270;Daalmeer-Zuidoost;Alkmaar                                 ;Buurt     ;BU03610700;1;360.0;1241.0
271;Daalmeer-Zuidwest;Alkmaar                                 ;Buurt     ;BU03610701;1;640.0;1539.0
272;Koedijk en De Weijdt;Alkmaar                                 ;Buurt     ;BU03610702;1;277.0;862.0
273;Daalmeer-Noordwest;Alkmaar                                 ;Buurt     ;BU03610703;1;320.0;915.0
274;Daalmeer-Noordoost;Alkmaar                                 ;Buurt     ;BU03610704;1;363.0;1085.0
275;Landelijk gebied Noord;Alkmaar                                 ;Buurt     ;BU03610709;1;3.0;13.0
276;Centrum;Alkmaar                                 ;Wijk      ;WK036108  ;3;287.0;810.0
277;Binnenstad-West;Alkmaar                                 ;Buurt     ;BU03610800;1;57.0;188.0
278;Binnenstad-Oost;Alkmaar                                 ;Buurt     ;BU03610801;1;118.0;356.0
279;Spoorbuurt;Alkmaar                                 ;Buurt     ;BU03610802;3;70.0;175.0
280;Overstad;Alkmaar                                 ;Buurt     ;BU03610803;3;42.0;90.0
281;Schermer;Alkmaar                                 ;Wijk      ;WK036109  ;3;655.0;3288.0
282;Oterleek;Alkmaar                                 ;Buurt     ;BU03610900;3;83.0;361.0
283;Ursem;Alkmaar                                 ;Buurt     ;BU03610901;3;7.0;49.0
284;Stompetoren;Alkmaar                                 ;Buurt     ;BU03610902;3;260.0;872.0
285;Schermerhorn;Alkmaar                                 ;Buurt     ;BU03610903;3;147.0;589.0
286;Zuidschermer;Alkmaar                                 ;Buurt     ;BU03610904;3;53.0;275.0
287;Driehuizen;Alkmaar                                 ;Buurt     ;BU03610905;3;24.0;116.0
288;Grootschermer;Alkmaar                                 ;Buurt     ;BU03610906;1;81.0;1027.0
289;Graft-De Rijp;Alkmaar                                 ;Wijk      ;WK036110  ;3;693.0;2560.0
290;Noordeinde;Alkmaar                                 ;Buurt     ;BU03611000;1;8.0;40.0
291;West-Graftdijk;Alkmaar                                 ;Buurt     ;BU03611001;3;101.0;384.0
