ID;SITC;Landengroepen;Perioden;Invoerwaarde_1;Uitvoerwaarde_2;Handelsbalans_3;JaarmutatieInvoerwaarde_4;JaarmutatieUitvoerwaarde_5;Invoerwaarde_6;Uitvoerwaarde_7;Handelsbalans_8;JaarmutatieInvoerwaarde_9;JaarmutatieUitvoerwaarde_10
2662;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2019 maart;1900.0;3319.0;1419.0;-3.1;0.1;;;;;
2663;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2019 april;1929.0;3448.0;1519.0;5.4;11.5;;;;;
2664;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2019 mei;1981.0;3531.0;1549.0;2.2;5.8;;;;;
2665;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2019 juni;1804.0;3154.0;1350.0;-3.1;-2.0;;;;;
2666;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2019 juli;1896.0;3410.0;1515.0;3.6;9.7;;;;;
2667;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2019 augustus;1760.0;3175.0;1415.0;-0.6;1.8;;;;;
2668;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2019 september;1748.0;3200.0;1452.0;2.2;5.7;;;;;
2669;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2019 oktober;2007.0;3474.0;1466.0;1.0;5.0;;;;;
2670;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2019 november;1958.0;3296.0;1338.0;1.5;1.4;;;;;
2671;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2019 december;1966.0;3255.0;1289.0;7.3;7.0;;;;;
2672;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2019;22591.0;39555.0;16964.0;2.0;4.5;;;;;
2673;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2020 januari;1937.0;3354.0;1417.0;4.1;4.8;;;;;
2674;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2020 februari;1814.0;3204.0;1390.0;1.9;3.6;;;;;
2675;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2020 maart;2053.0;3526.0;1473.0;8.1;6.2;;;;;
2676;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2020 april;1891.0;3154.0;1263.0;-2.0;-8.5;;;;;
2677;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2020 mei;1771.0;3036.0;1265.0;-10.6;-14.0;;;;;
2678;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2020 juni;1826.0;3189.0;1363.0;1.2;1.1;;;;;
2679;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2020 juli;1912.0;3293.0;1382.0;0.8;-3.4;;;;;
2680;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2020 augustus;1728.0;3043.0;1315.0;-1.8;-4.2;;;;;
2681;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2020 september;1880.0;3319.0;1438.0;7.6;3.7;;;;;
2682;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2020 oktober;1982.0;3289.0;1307.0;-1.3;-5.3;;;;;
2683;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2020 november;1913.0;3034.0;1122.0;-2.3;-7.9;;;;;
2684;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2020 december;2029.0;3189.0;1160.0;3.2;-2.0;;;;;
2685;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2020;22735.0;38630.0;15895.0;0.6;-2.3;;;;;
2686;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2021 januari;1812.0;3095.0;1283.0;-6.5;-7.7;;;;;
2687;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2021 februari;1865.0;3116.0;1251.0;2.8;-2.7;;;;;
2688;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2021 maart;2226.0;3817.0;1591.0;8.4;8.3;;;;;
2689;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2021 april;2044.0;3564.0;1520.0;8.1;13.0;;;;;
2690;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2021 mei;2010.0;3479.0;1469.0;13.5;14.6;;;;;
2691;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2021 juni;2183.0;3797.0;1615.0;19.5;19.1;;;;;
2692;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2021 juli;2015.0;3584.0;1569.0;5.4;8.8;;;;;
2693;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2021 augustus;1978.0;3517.0;1539.0;14.5;15.6;;;;;
2694;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2021 september;2113.0;3611.0;1499.0;12.4;8.8;;;;;
2695;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2021 oktober;2152.0;3585.0;1433.0;8.6;9.0;;;;;
2696;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2021 november;2318.0;3756.0;1438.0;21.2;23.8;;;;;
2697;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2021 december;2448.0;3917.0;1469.0;20.7;22.8;;;;;
2698;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2021;25164.0;42839.0;17675.0;10.7;10.9;;;;;
2699;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2022 januari;2131.0;3557.0;1427.0;;;;;;;
2700;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2022 februari ;2222.0;3549.0;1327.0;;;;;;;
2701;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2022 maart;2643.0;4226.0;1583.0;;;;;;;
2702;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2022 april;2507.0;4182.0;1675.0;;;;;;;
2703;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2022 mei;2581.0;4197.0;1616.0;;;;;;;
2704;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2022 juni;2631.0;4167.0;1536.0;;;;;;;
2705;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2022 juli;2417.0;4133.0;1716.0;;;;;;;
2706;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2022 augustus;2448.0;4218.0;1770.0;;;;;;;
2707;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2022 september;2467.0;4411.0;1944.0;;;;;;;
2708;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2022 oktober;2540.0;4290.0;1750.0;;;;;;;
2709;0 Voeding en levende dieren;Eurozone (exclusief Nederland);2022 januari-oktober;24587.0;40931.0;16344.0;;;;;;;
2710;0 Voeding en levende dieren;Niet-Eurozone;2002 januari;;;;;;583.0;851.0;268.0;-8.4;-1.9
2711;0 Voeding en levende dieren;Niet-Eurozone;2002 februari;;;;;;570.0;800.0;231.0;-15.0;-4.6
2712;0 Voeding en levende dieren;Niet-Eurozone;2002 maart;;;;;;608.0;883.0;275.0;-16.6;3.2
2713;0 Voeding en levende dieren;Niet-Eurozone;2002 april;;;;;;639.0;927.0;287.0;-3.3;12.1
2714;0 Voeding en levende dieren;Niet-Eurozone;2002 mei;;;;;;602.0;988.0;387.0;-14.5;6.0
2715;0 Voeding en levende dieren;Niet-Eurozone;2002 juni;;;;;;546.0;856.0;311.0;-17.3;1.2
2716;0 Voeding en levende dieren;Niet-Eurozone;2002 juli;;;;;;511.0;906.0;395.0;-14.1;8.5
2717;0 Voeding en levende dieren;Niet-Eurozone;2002 augustus;;;;;;492.0;861.0;369.0;-17.1;1.7
2718;0 Voeding en levende dieren;Niet-Eurozone;2002 september;;;;;;525.0;858.0;333.0;-4.7;8.4
2719;0 Voeding en levende dieren;Niet-Eurozone;2002 oktober;;;;;;582.0;952.0;370.0;-6.6;5.0
2720;0 Voeding en levende dieren;Niet-Eurozone;2002 november;;;;;;582.0;926.0;344.0;-4.1;0.2
2721;0 Voeding en levende dieren;Niet-Eurozone;2002 december;;;;;;514.0;850.0;336.0;-18.5;10.0
2722;0 Voeding en levende dieren;Niet-Eurozone;2002;;;;;;6753.0;10659.0;3906.0;-11.8;4.0
2723;0 Voeding en levende dieren;Niet-Eurozone;2003 januari;;;;;;803.0;871.0;68.0;37.8;2.4
2724;0 Voeding en levende dieren;Niet-Eurozone;2003 februari;;;;;;764.0;849.0;85.0;34.2;6.1
2725;0 Voeding en levende dieren;Niet-Eurozone;2003 maart;;;;;;623.0;906.0;282.0;2.4;2.5
2726;0 Voeding en levende dieren;Niet-Eurozone;2003 april;;;;;;615.0;936.0;321.0;-3.8;1.0
2727;0 Voeding en levende dieren;Niet-Eurozone;2003 mei;;;;;;577.0;940.0;362.0;-4.0;-4.9
2728;0 Voeding en levende dieren;Niet-Eurozone;2003 juni;;;;;;530.0;851.0;321.0;-2.8;-0.6
2729;0 Voeding en levende dieren;Niet-Eurozone;2003 juli;;;;;;526.0;883.0;357.0;3.1;-2.5
2730;0 Voeding en levende dieren;Niet-Eurozone;2003 augustus;;;;;;468.0;833.0;365.0;-4.8;-3.3
2731;0 Voeding en levende dieren;Niet-Eurozone;2003 september;;;;;;498.0;923.0;424.0;-5.1;7.5
2732;0 Voeding en levende dieren;Niet-Eurozone;2003 oktober;;;;;;545.0;996.0;451.0;-6.4;4.6
2733;0 Voeding en levende dieren;Niet-Eurozone;2003 november;;;;;;494.0;894.0;400.0;-15.2;-3.5
2734;0 Voeding en levende dieren;Niet-Eurozone;2003 december;;;;;;601.0;908.0;307.0;17.0;6.8
2735;0 Voeding en levende dieren;Niet-Eurozone;2003;;;;;;7046.0;10789.0;3743.0;4.3;1.2
2736;0 Voeding en levende dieren;Niet-Eurozone;2004 januari;;;;;;596.0;829.0;233.0;;
2737;0 Voeding en levende dieren;Niet-Eurozone;2004 februari;;;;;;573.0;832.0;259.0;;
2738;0 Voeding en levende dieren;Niet-Eurozone;2004 maart;;;;;;690.0;1010.0;320.0;;
2739;0 Voeding en levende dieren;Niet-Eurozone;2004 april;;;;;;584.0;979.0;395.0;;
2740;0 Voeding en levende dieren;Niet-Eurozone;2004 mei;;;;;;596.0;915.0;319.0;;
2741;0 Voeding en levende dieren;Niet-Eurozone;2004 juni;;;;;;606.0;1024.0;418.0;;
2742;0 Voeding en levende dieren;Niet-Eurozone;2004 juli;;;;;;539.0;933.0;394.0;;
2743;0 Voeding en levende dieren;Niet-Eurozone;2004 augustus;;;;;;499.0;899.0;400.0;;
2744;0 Voeding en levende dieren;Niet-Eurozone;2004 september;;;;;;516.0;974.0;458.0;;
2745;0 Voeding en levende dieren;Niet-Eurozone;2004 oktober;;;;;;540.0;1012.0;472.0;;
2746;0 Voeding en levende dieren;Niet-Eurozone;2004 november;;;;;;513.0;1027.0;515.0;;
2747;0 Voeding en levende dieren;Niet-Eurozone;2004 december;;;;;;591.0;1004.0;413.0;;
2748;0 Voeding en levende dieren;Niet-Eurozone;2004;;;;;;6843.0;11439.0;4596.0;;
2749;0 Voeding en levende dieren;Niet-Eurozone;2005 januari;;;;;;618.0;828.0;209.0;;
2750;0 Voeding en levende dieren;Niet-Eurozone;2005 februari;;;;;;607.0;876.0;269.0;;
2751;0 Voeding en levende dieren;Niet-Eurozone;2005 maart;;;;;;701.0;984.0;283.0;;
2752;0 Voeding en levende dieren;Niet-Eurozone;2005 april;;;;;;723.0;1034.0;312.0;;
2753;0 Voeding en levende dieren;Niet-Eurozone;2005 mei;;;;;;661.0;1028.0;367.0;10.9;12.3
2754;0 Voeding en levende dieren;Niet-Eurozone;2005 juni;;;;;;669.0;1108.0;439.0;10.3;8.1
2755;0 Voeding en levende dieren;Niet-Eurozone;2005 juli;;;;;;596.0;943.0;346.0;10.5;1.0
2756;0 Voeding en levende dieren;Niet-Eurozone;2005 augustus;;;;;;575.0;999.0;424.0;15.2;11.1
2757;0 Voeding en levende dieren;Niet-Eurozone;2005 september;;;;;;589.0;1025.0;436.0;14.1;5.2
2758;0 Voeding en levende dieren;Niet-Eurozone;2005 oktober;;;;;;618.0;1026.0;408.0;14.4;1.4
2759;0 Voeding en levende dieren;Niet-Eurozone;2005 november;;;;;;662.0;1097.0;435.0;29.1;6.8
2760;0 Voeding en levende dieren;Niet-Eurozone;2005 december;;;;;;712.0;1039.0;327.0;20.5;3.4
2761;0 Voeding en levende dieren;Niet-Eurozone;2005;;;;;;7730.0;11986.0;4256.0;;
2762;0 Voeding en levende dieren;Niet-Eurozone;2006 januari;;;;;;732.0;984.0;252.0;18.4;18.8
2763;0 Voeding en levende dieren;Niet-Eurozone;2006 februari;;;;;;669.0;974.0;306.0;10.2;11.3
2764;0 Voeding en levende dieren;Niet-Eurozone;2006 maart;;;;;;855.0;1159.0;304.0;22.0;17.7
2765;0 Voeding en levende dieren;Niet-Eurozone;2006 april;;;;;;709.0;1059.0;350.0;-2.0;2.4
2766;0 Voeding en levende dieren;Niet-Eurozone;2006 mei;;;;;;778.0;1202.0;425.0;17.6;17.0
2767;0 Voeding en levende dieren;Niet-Eurozone;2006 juni;;;;;;734.0;1168.0;434.0;9.7;5.4
2768;0 Voeding en levende dieren;Niet-Eurozone;2006 juli;;;;;;736.0;1022.0;286.0;23.4;8.4
2769;0 Voeding en levende dieren;Niet-Eurozone;2006 augustus;;;;;;689.0;1085.0;396.0;19.8;8.6
2770;0 Voeding en levende dieren;Niet-Eurozone;2006 september;;;;;;688.0;1116.0;428.0;16.9;8.9
2771;0 Voeding en levende dieren;Niet-Eurozone;2006 oktober;;;;;;701.0;1163.0;462.0;13.6;13.4
2772;0 Voeding en levende dieren;Niet-Eurozone;2006 november;;;;;;746.0;1203.0;457.0;12.7;9.6
2773;0 Voeding en levende dieren;Niet-Eurozone;2006 december;;;;;;742.0;1102.0;360.0;4.3;6.1
2774;0 Voeding en levende dieren;Niet-Eurozone;2006;;;;;;8778.0;13238.0;4460.0;13.6;10.4
2775;0 Voeding en levende dieren;Niet-Eurozone;2007 januari;845.0;1099.0;254.0;;;819.0;1097.0;278.0;;
2776;0 Voeding en levende dieren;Niet-Eurozone;2007 februari;775.0;1052.0;277.0;;;753.0;1043.0;291.0;;
2777;0 Voeding en levende dieren;Niet-Eurozone;2007 maart;898.0;1209.0;311.0;;;872.0;1201.0;329.0;;
2778;0 Voeding en levende dieren;Niet-Eurozone;2007 april;907.0;1148.0;241.0;;;885.0;1139.0;254.0;;
2779;0 Voeding en levende dieren;Niet-Eurozone;2007 mei;903.0;1270.0;367.0;;;878.0;1256.0;379.0;;
2780;0 Voeding en levende dieren;Niet-Eurozone;2007 juni;849.0;1309.0;460.0;;;823.0;1293.0;471.0;;
2781;0 Voeding en levende dieren;Niet-Eurozone;2007 juli;794.0;1196.0;402.0;;;774.0;1182.0;408.0;;
2782;0 Voeding en levende dieren;Niet-Eurozone;2007 augustus;754.0;1308.0;554.0;;;739.0;1291.0;552.0;;
2783;0 Voeding en levende dieren;Niet-Eurozone;2007 september;771.0;1214.0;443.0;;;757.0;1202.0;445.0;;
2784;0 Voeding en levende dieren;Niet-Eurozone;2007 oktober;993.0;1419.0;426.0;;;973.0;1398.0;425.0;;
2785;0 Voeding en levende dieren;Niet-Eurozone;2007 november;957.0;1379.0;422.0;;;920.0;1355.0;436.0;;
2786;0 Voeding en levende dieren;Niet-Eurozone;2007 december;902.0;1207.0;305.0;;;877.0;1185.0;308.0;;
2787;0 Voeding en levende dieren;Niet-Eurozone;2007;10344.0;14811.0;4467.0;;;10068.0;14642.0;4574.0;;
2788;0 Voeding en levende dieren;Niet-Eurozone;2008 januari;1052.0;1246.0;194.0;;;;;;;
2789;0 Voeding en levende dieren;Niet-Eurozone;2008 februari;1043.0;1245.0;201.0;;;;;;;
2790;0 Voeding en levende dieren;Niet-Eurozone;2008 maart;996.0;1292.0;296.0;;;;;;;
2791;0 Voeding en levende dieren;Niet-Eurozone;2008 april;1078.0;1424.0;346.0;;;;;;;
2792;0 Voeding en levende dieren;Niet-Eurozone;2008 mei;1112.0;1456.0;345.0;;;;;;;
2793;0 Voeding en levende dieren;Niet-Eurozone;2008 juni;1017.0;1394.0;377.0;;;;;;;
2794;0 Voeding en levende dieren;Niet-Eurozone;2008 juli;960.0;1373.0;412.0;;;;;;;
2795;0 Voeding en levende dieren;Niet-Eurozone;2008 augustus;891.0;1253.0;362.0;;;;;;;
2796;0 Voeding en levende dieren;Niet-Eurozone;2008 september;910.0;1341.0;431.0;;;;;;;
2797;0 Voeding en levende dieren;Niet-Eurozone;2008 oktober;928.0;1424.0;496.0;;;;;;;
2798;0 Voeding en levende dieren;Niet-Eurozone;2008 november;977.0;1274.0;297.0;;;;;;;
2799;0 Voeding en levende dieren;Niet-Eurozone;2008 december;1006.0;1270.0;265.0;;;;;;;
2800;0 Voeding en levende dieren;Niet-Eurozone;2008;11969.0;15991.0;4022.0;;;;;;;
2801;0 Voeding en levende dieren;Niet-Eurozone;2009 januari;967.0;1095.0;128.0;;;;;;;
2802;0 Voeding en levende dieren;Niet-Eurozone;2009 februari;1016.0;1095.0;80.0;;;;;;;
2803;0 Voeding en levende dieren;Niet-Eurozone;2009 maart;1081.0;1250.0;169.0;;;;;;;
2804;0 Voeding en levende dieren;Niet-Eurozone;2009 april;1119.0;1281.0;162.0;;;;;;;
2805;0 Voeding en levende dieren;Niet-Eurozone;2009 mei;937.0;1279.0;342.0;;;;;;;
2806;0 Voeding en levende dieren;Niet-Eurozone;2009 juni;959.0;1306.0;347.0;;;;;;;
2807;0 Voeding en levende dieren;Niet-Eurozone;2009 juli;967.0;1308.0;342.0;;;;;;;
2808;0 Voeding en levende dieren;Niet-Eurozone;2009 augustus;839.0;1147.0;308.0;;;;;;;
2809;0 Voeding en levende dieren;Niet-Eurozone;2009 september;885.0;1281.0;396.0;;;;;;;
2810;0 Voeding en levende dieren;Niet-Eurozone;2009 oktober;896.0;1319.0;423.0;;;;;;;
2811;0 Voeding en levende dieren;Niet-Eurozone;2009 november;975.0;1250.0;275.0;;;;;;;
2812;0 Voeding en levende dieren;Niet-Eurozone;2009 december;1060.0;1284.0;225.0;;;;;;;
2813;0 Voeding en levende dieren;Niet-Eurozone;2009;11700.0;14897.0;3197.0;;;;;;;
2814;0 Voeding en levende dieren;Niet-Eurozone;2010 januari;1080.0;1164.0;84.0;11.7;6.3;;;;;
2815;0 Voeding en levende dieren;Niet-Eurozone;2010 februari;908.0;1237.0;329.0;-10.6;13.0;;;;;
2816;0 Voeding en levende dieren;Niet-Eurozone;2010 maart;1056.0;1510.0;455.0;-2.4;20.8;;;;;
2817;0 Voeding en levende dieren;Niet-Eurozone;2010 april;1074.0;1458.0;384.0;-4.1;13.8;;;;;
2818;0 Voeding en levende dieren;Niet-Eurozone;2010 mei;1074.0;1424.0;350.0;14.6;11.3;;;;;
2819;0 Voeding en levende dieren;Niet-Eurozone;2010 juni;1142.0;1546.0;404.0;19.1;18.4;;;;;
2820;0 Voeding en levende dieren;Niet-Eurozone;2010 juli;1038.0;1441.0;404.0;7.3;10.2;;;;;
2821;0 Voeding en levende dieren;Niet-Eurozone;2010 augustus;998.0;1381.0;383.0;18.9;20.3;;;;;
2822;0 Voeding en levende dieren;Niet-Eurozone;2010 september;1102.0;1524.0;422.0;24.5;19.0;;;;;
2823;0 Voeding en levende dieren;Niet-Eurozone;2010 oktober;1077.0;1519.0;442.0;20.2;15.2;;;;;
2824;0 Voeding en levende dieren;Niet-Eurozone;2010 november;1155.0;1572.0;417.0;18.4;25.7;;;;;
2825;0 Voeding en levende dieren;Niet-Eurozone;2010 december;1256.0;1538.0;282.0;18.5;19.8;;;;;
2826;0 Voeding en levende dieren;Niet-Eurozone;2010;12958.0;17315.0;4357.0;10.8;16.2;;;;;
2827;0 Voeding en levende dieren;Niet-Eurozone;2011 januari;1328.0;1437.0;108.0;;;;;;;
2828;0 Voeding en levende dieren;Niet-Eurozone;2011 februari;1213.0;1438.0;225.0;;;;;;;
2829;0 Voeding en levende dieren;Niet-Eurozone;2011 maart;1395.0;1679.0;284.0;;;;;;;
2830;0 Voeding en levende dieren;Niet-Eurozone;2011 april;1302.0;1559.0;257.0;;;;;;;
2831;0 Voeding en levende dieren;Niet-Eurozone;2011 mei;1334.0;1617.0;284.0;;;;;;;
2832;0 Voeding en levende dieren;Niet-Eurozone;2011 juni;1270.0;1511.0;241.0;;;;;;;
2833;0 Voeding en levende dieren;Niet-Eurozone;2011 juli;1189.0;1434.0;245.0;;;;;;;
2834;0 Voeding en levende dieren;Niet-Eurozone;2011 augustus;1208.0;1548.0;341.0;;;;;;;
2835;0 Voeding en levende dieren;Niet-Eurozone;2011 september;1194.0;1582.0;388.0;;;;;;;
2836;0 Voeding en levende dieren;Niet-Eurozone;2011 oktober;1150.0;1611.0;461.0;;;;;;;
2837;0 Voeding en levende dieren;Niet-Eurozone;2011 november;1211.0;1654.0;443.0;;;;;;;
2838;0 Voeding en levende dieren;Niet-Eurozone;2011 december;1305.0;1583.0;278.0;;;;;;;
2839;0 Voeding en levende dieren;Niet-Eurozone;2011;15099.0;18653.0;3554.0;;;;;;;
2840;0 Voeding en levende dieren;Niet-Eurozone;2012 januari;1362.0;1469.0;107.0;2.5;2.3;;;;;
2841;0 Voeding en levende dieren;Niet-Eurozone;2012 februari;1332.0;1499.0;167.0;9.9;4.3;;;;;
2842;0 Voeding en levende dieren;Niet-Eurozone;2012 maart;1442.0;1678.0;236.0;3.4;0.0;;;;;
2843;0 Voeding en levende dieren;Niet-Eurozone;2012 april;1248.0;1564.0;315.0;-4.1;0.3;;;;;
2844;0 Voeding en levende dieren;Niet-Eurozone;2012 mei;1359.0;1771.0;412.0;1.9;9.5;;;;;
2845;0 Voeding en levende dieren;Niet-Eurozone;2012 juni;1284.0;1643.0;360.0;1.1;8.7;;;;;
2846;0 Voeding en levende dieren;Niet-Eurozone;2012 juli;1272.0;1645.0;373.0;7.0;14.8;;;;;
2847;0 Voeding en levende dieren;Niet-Eurozone;2012 augustus;1178.0;1706.0;528.0;-2.4;10.2;;;;;
2848;0 Voeding en levende dieren;Niet-Eurozone;2012 september;1109.0;1610.0;501.0;-7.2;1.7;;;;;
2849;0 Voeding en levende dieren;Niet-Eurozone;2012 oktober;1355.0;1847.0;492.0;17.8;14.7;;;;;
2850;0 Voeding en levende dieren;Niet-Eurozone;2012 november;1389.0;1866.0;477.0;14.7;12.8;;;;;
2851;0 Voeding en levende dieren;Niet-Eurozone;2012 december;1279.0;1584.0;305.0;-2.0;0.1;;;;;
2852;0 Voeding en levende dieren;Niet-Eurozone;2012;15610.0;19884.0;4273.0;3.4;6.6;;;;;
2853;0 Voeding en levende dieren;Niet-Eurozone;2013 januari;1503.0;1711.0;208.0;10.3;16.4;;;;;
2854;0 Voeding en levende dieren;Niet-Eurozone;2013 februari;1365.0;1555.0;191.0;2.4;3.7;;;;;
2855;0 Voeding en levende dieren;Niet-Eurozone;2013 maart;1439.0;1735.0;295.0;-0.2;3.4;;;;;
2856;0 Voeding en levende dieren;Niet-Eurozone;2013 april;1473.0;1809.0;336.0;18.0;15.7;;;;;
2857;0 Voeding en levende dieren;Niet-Eurozone;2013 mei;1547.0;1985.0;438.0;13.8;12.1;;;;;
2858;0 Voeding en levende dieren;Niet-Eurozone;2013 juni;1309.0;1714.0;405.0;2.0;4.3;;;;;
2859;0 Voeding en levende dieren;Niet-Eurozone;2013 juli;1332.0;1862.0;530.0;4.7;13.2;;;;;
2860;0 Voeding en levende dieren;Niet-Eurozone;2013 augustus;1232.0;1761.0;529.0;4.6;3.2;;;;;
2861;0 Voeding en levende dieren;Niet-Eurozone;2013 september;1183.0;1782.0;600.0;6.7;10.7;;;;;
2862;0 Voeding en levende dieren;Niet-Eurozone;2013 oktober;1251.0;1970.0;719.0;-7.7;6.6;;;;;
2863;0 Voeding en levende dieren;Niet-Eurozone;2013 november;1298.0;1875.0;577.0;-6.5;0.5;;;;;
2864;0 Voeding en levende dieren;Niet-Eurozone;2013 december;1334.0;1722.0;388.0;4.3;8.7;;;;;
2865;0 Voeding en levende dieren;Niet-Eurozone;2013;16264.0;21480.0;5216.0;4.2;8.0;;;;;
2866;0 Voeding en levende dieren;Niet-Eurozone;2014 januari;1607.0;1793.0;186.0;;;;;;;
2867;0 Voeding en levende dieren;Niet-Eurozone;2014 februari;1391.0;1667.0;276.0;;;;;;;
2868;0 Voeding en levende dieren;Niet-Eurozone;2014 maart;1494.0;1832.0;338.0;;;;;;;
2869;0 Voeding en levende dieren;Niet-Eurozone;2014 april;1560.0;1927.0;367.0;;;;;;;
2870;0 Voeding en levende dieren;Niet-Eurozone;2014 mei;1523.0;2009.0;486.0;;;;;;;
2871;0 Voeding en levende dieren;Niet-Eurozone;2014 juni;1384.0;1867.0;483.0;;;;;;;
2872;0 Voeding en levende dieren;Niet-Eurozone;2014 juli;1438.0;1925.0;487.0;;;;;;;
2873;0 Voeding en levende dieren;Niet-Eurozone;2014 augustus;1220.0;1812.0;592.0;;;;;;;
2874;0 Voeding en levende dieren;Niet-Eurozone;2014 september;1348.0;1975.0;627.0;;;;;;;
2875;0 Voeding en levende dieren;Niet-Eurozone;2014 oktober;1417.0;2167.0;750.0;;;;;;;
2876;0 Voeding en levende dieren;Niet-Eurozone;2014 november;1308.0;1989.0;681.0;;;;;;;
2877;0 Voeding en levende dieren;Niet-Eurozone;2014 december;1488.0;1939.0;451.0;;;;;;;
2878;0 Voeding en levende dieren;Niet-Eurozone;2014;17178.0;22901.0;5723.0;;;;;;;
2879;0 Voeding en levende dieren;Niet-Eurozone;2015 januari;1531.0;1784.0;252.0;;;;;;;
2880;0 Voeding en levende dieren;Niet-Eurozone;2015 februari;1342.0;1746.0;403.0;;;;;;;
2881;0 Voeding en levende dieren;Niet-Eurozone;2015 maart;1630.0;1972.0;342.0;;;;;;;
2882;0 Voeding en levende dieren;Niet-Eurozone;2015 april;1481.0;1973.0;492.0;;;;;;;
2883;0 Voeding en levende dieren;Niet-Eurozone;2015 mei;1431.0;1954.0;523.0;;;;;;;
2884;0 Voeding en levende dieren;Niet-Eurozone;2015 juni;1527.0;2000.0;474.0;;;;;;;
2885;0 Voeding en levende dieren;Niet-Eurozone;2015 juli;1473.0;1971.0;497.0;;;;;;;
2886;0 Voeding en levende dieren;Niet-Eurozone;2015 augustus;1392.0;1877.0;485.0;;;;;;;
2887;0 Voeding en levende dieren;Niet-Eurozone;2015 september;1478.0;2038.0;560.0;;;;;;;
2888;0 Voeding en levende dieren;Niet-Eurozone;2015 oktober;1443.0;2081.0;638.0;;;;;;;
2889;0 Voeding en levende dieren;Niet-Eurozone;2015 november;1565.0;2033.0;467.0;;;;;;;
2890;0 Voeding en levende dieren;Niet-Eurozone;2015 december;1585.0;2026.0;441.0;;;;;;;
2891;0 Voeding en levende dieren;Niet-Eurozone;2015;17878.0;23453.0;5575.0;;;;;;;
2892;0 Voeding en levende dieren;Niet-Eurozone;2016 januari;1419.0;1785.0;365.0;-7.3;0.0;;;;;
2893;0 Voeding en levende dieren;Niet-Eurozone;2016 februari;1432.0;1819.0;388.0;6.6;4.2;;;;;
2894;0 Voeding en levende dieren;Niet-Eurozone;2016 maart;1497.0;2036.0;539.0;-8.1;3.3;;;;;
2895;0 Voeding en levende dieren;Niet-Eurozone;2016 april;1488.0;2014.0;525.0;0.5;2.1;;;;;
2896;0 Voeding en levende dieren;Niet-Eurozone;2016 mei;1630.0;2069.0;440.0;13.9;5.9;;;;;
2897;0 Voeding en levende dieren;Niet-Eurozone;2016 juni;1685.0;2066.0;381.0;10.4;3.3;;;;;
2898;0 Voeding en levende dieren;Niet-Eurozone;2016 juli;1447.0;1900.0;453.0;-1.8;-3.6;;;;;
2899;0 Voeding en levende dieren;Niet-Eurozone;2016 augustus;1450.0;2038.0;588.0;4.1;8.6;;;;;
2900;0 Voeding en levende dieren;Niet-Eurozone;2016 september;1532.0;2037.0;505.0;3.7;0.0;;;;;
2901;0 Voeding en levende dieren;Niet-Eurozone;2016 oktober;1488.0;2096.0;608.0;3.1;0.7;;;;;
