ID;BronTechniek;Perioden;InGebruikGenomen_1;UitGebruikGenomen_2;OpgesteldAanHetEindeVanHetJaar_3;InGebruikGenomen_4;UitGebruikGenomen_5;OpgesteldAanHetEindeVanHetJaar_6;InGebruikGenomen_7;UitGebruikGenomen_8;OpgesteldAanHetEindeVanHetJaar_9;InGebruikGenomen_10;UitGebruikGenomen_11;OpgesteldAanHetEindeVanHetJaar_12;ElektriciteitInMlnKWh_13;AandeelInTotaalElektriciteitsverbruik_14;Warmte_15;BiogasVoorNuttigFinaalVerbruik_16;WinningVanBiogas_17;GefakkeldBiogas_18;NuttigEnergetischVerbruikVanBiomassa_19
235;Zonnestroom, netgekoppeld, overig;2009;;;;10.0;0.0;58.0;;;;;;;41.0;0.04;;;;;
236;Zonnestroom, netgekoppeld, overig;2010;;;;20.0;0.0;78.0;;;;;;;54.0;0.05;;;;;
237;Zonnestroom, netgekoppeld, overig;2011;;;;53.0;0.0;130.0;;;;;;;91.0;0.08;;;;;
238;Zonnestroom, netgekoppeld, overig;2012;;;;215.0;0.0;345.0;;;;;;;241.0;0.21;;;;;
239;Zonnestroom, netgekoppeld, overig;2013;;;;;;;;;;;;;;;;;;;
240;Totaal zonnewarmte;1990;;;;;;;;;;12.0;1.0;76.0;;;;;;;
241;Totaal zonnewarmte;1991;;;;;;;;;;15.0;5.0;87.0;;;;;;;
242;Totaal zonnewarmte;1992;;;;;;;;;;21.0;3.0;105.0;;;;;;;
243;Totaal zonnewarmte;1993;;;;;;;;;;19.0;4.0;119.0;;;;;;;
244;Totaal zonnewarmte;1994;;;;;;;;;;22.0;2.0;139.0;;;;;;;
245;Totaal zonnewarmte;1995;;;;;;;;;;26.0;3.0;162.0;;;;;;;
246;Totaal zonnewarmte;1996;;;;;;;;;;29.0;4.0;187.0;;;;;;;
247;Totaal zonnewarmte;1997;;;;;;;;;;42.0;6.0;224.0;;;;;;;
248;Totaal zonnewarmte;1998;;;;;;;;;;46.0;5.0;264.0;;;;;;;
249;Totaal zonnewarmte;1999;;;;;;;;;;49.0;3.0;310.0;;;;;;;
250;Totaal zonnewarmte;2000;;;;;;;;;;55.0;6.0;360.0;;;;;;;
251;Totaal zonnewarmte;2001;;;;;;;;;;59.0;3.0;416.0;;;;;;;
252;Totaal zonnewarmte;2002;;;;;;;;;;63.0;4.0;475.0;;;;;;;
253;Totaal zonnewarmte;2003;;;;;;;;;;52.0;3.0;524.0;;;;;;;
254;Totaal zonnewarmte;2004;;;;;;;;;;62.0;5.0;582.0;;;;;;;
255;Totaal zonnewarmte;2005;;;;;;;;;;49.0;10.0;620.0;;;;;;;
256;Totaal zonnewarmte;2006;;;;;;;;;;39.0;13.0;646.0;;;;;;;
257;Totaal zonnewarmte;2007;;;;;;;;;;48.0;21.0;673.0;;;;;;;
258;Totaal zonnewarmte;2008;;;;;;;;;;52.0;21.0;704.0;;;;;;;
259;Totaal zonnewarmte;2009;;;;;;;;;;80.0;22.0;761.0;;;;;;;
260;Totaal zonnewarmte;2010;;;;;;;;;;76.0;26.0;811.0;;;;;;;
261;Totaal zonnewarmte;2011;;;;;;;;;;64.0;32.0;843.0;;;;;;;
262;Totaal zonnewarmte;2012;;;;;;;;;;63.0;41.0;865.0;;;;;;;
263;Totaal zonnewarmte;2013;;;;;;;;;;;;;;;;;;;
264;Zonnewarmte, afgedekte systemen < 6 m2;1990;544.0;0.0;2129.0;;;;;0.0;;2.0;0.0;6.0;;;;;;;
265;Zonnewarmte, afgedekte systemen < 6 m2;1991;1815.0;0.0;3944.0;;;;;0.0;;5.0;0.0;11.0;;;;;;;
266;Zonnewarmte, afgedekte systemen < 6 m2;1992;2135.0;0.0;6079.0;;;;;0.0;;7.0;0.0;18.0;;;;;;;
267;Zonnewarmte, afgedekte systemen < 6 m2;1993;1914.0;12.0;7981.0;;;;;;;6.0;0.0;24.0;;;;;;;
268;Zonnewarmte, afgedekte systemen < 6 m2;1994;2505.0;5.0;10481.0;;;;;;;8.0;0.0;32.0;;;;;;;
269;Zonnewarmte, afgedekte systemen < 6 m2;1995;3375.0;52.0;13804.0;;;;;;;11.0;0.0;43.0;;;;;;;
270;Zonnewarmte, afgedekte systemen < 6 m2;1996;4495.0;124.0;18175.0;;;;;;;15.0;0.0;57.0;;;;;;;
271;Zonnewarmte, afgedekte systemen < 6 m2;1997;7917.0;233.0;25859.0;;;;;;;22.0;1.0;78.0;;;;;;;
272;Zonnewarmte, afgedekte systemen < 6 m2;1998;7526.0;326.0;33059.0;;;;;;;20.0;1.0;98.0;;;;;;;
273;Zonnewarmte, afgedekte systemen < 6 m2;1999;8565.0;142.0;41482.0;;;;;;;26.0;0.0;123.0;;;;;;;
274;Zonnewarmte, afgedekte systemen < 6 m2;2000;7971.0;184.0;49269.0;;;;;;;25.0;0.0;147.0;;;;;;;
275;Zonnewarmte, afgedekte systemen < 6 m2;2001;8736.0;126.0;57879.0;;;;;;;27.0;0.0;174.0;;;;;;;
276;Zonnewarmte, afgedekte systemen < 6 m2;2002;10035.0;240.0;67674.0;;;;;;;28.0;1.0;201.0;;;;;;;
277;Zonnewarmte, afgedekte systemen < 6 m2;2003;8385.0;125.0;75934.0;;;;;;;23.0;0.0;225.0;;;;;;;
278;Zonnewarmte, afgedekte systemen < 6 m2;2004;7844.0;249.0;83529.0;;;;;;;21.0;1.0;245.0;;;;;;;
279;Zonnewarmte, afgedekte systemen < 6 m2;2005;7294.0;544.0;90279.0;;;;;;;18.0;2.0;261.0;;;;;;;
280;Zonnewarmte, afgedekte systemen < 6 m2;2006;5626.0;1815.0;94090.0;;;;;;;13.0;5.0;269.0;;;;;;;
281;Zonnewarmte, afgedekte systemen < 6 m2;2007;6365.0;2135.0;98320.0;;;;;;;17.0;7.0;280.0;;;;;;;
282;Zonnewarmte, afgedekte systemen < 6 m2;2008;7284.0;1914.0;103690.0;;;;;;;20.0;6.0;294.0;;;;;;;
283;Zonnewarmte, afgedekte systemen < 6 m2;2009;11522.0;2501.0;112711.0;;;;;;;34.0;8.0;320.0;;;;;;;
284;Zonnewarmte, afgedekte systemen < 6 m2;2010;10397.0;3300.0;119808.0;;;;;;;32.0;11.0;341.0;;;;;;;
285;Zonnewarmte, afgedekte systemen < 6 m2;2011;10235.0;4454.0;125589.0;;;;;;;28.0;15.0;354.0;;;;;;;
286;Zonnewarmte, afgedekte systemen < 6 m2;2012;9384.0;7804.0;127169.0;;;;;;;28.0;21.0;360.0;;;;;;;
287;Zonnewarmte, afgedekte systemen < 6 m2;2013;;;;;;;;;;;;;;;;;;;
288;Zonnewarmte, afgedekte systemen > 6 m2;1990;;;;;;;;;;1.0;0.0;11.0;;;;;;;
289;Zonnewarmte, afgedekte systemen > 6 m2;1991;;;;;;;;;;1.0;1.0;11.0;;;;;;;
290;Zonnewarmte, afgedekte systemen > 6 m2;1992;;;;;;;;;;1.0;1.0;11.0;;;;;;;
291;Zonnewarmte, afgedekte systemen > 6 m2;1993;;;;;;;;;;2.0;0.0;13.0;;;;;;;
292;Zonnewarmte, afgedekte systemen > 6 m2;1994;;;;;;;;;;2.0;0.0;15.0;;;;;;;
293;Zonnewarmte, afgedekte systemen > 6 m2;1995;;;;;;;;;;2.0;0.0;16.0;;;;;;;
294;Zonnewarmte, afgedekte systemen > 6 m2;1996;;;;;;;;;;2.0;0.0;18.0;;;;;;;
295;Zonnewarmte, afgedekte systemen > 6 m2;1997;;;;;;;;;;4.0;1.0;21.0;;;;;;;
296;Zonnewarmte, afgedekte systemen > 6 m2;1998;;;;;;;;;;4.0;0.0;24.0;;;;;;;
297;Zonnewarmte, afgedekte systemen > 6 m2;1999;;;;;;;;;;2.0;0.0;26.0;;;;;;;
298;Zonnewarmte, afgedekte systemen > 6 m2;2000;;;;;;;;;;3.0;2.0;28.0;;;;;;;
299;Zonnewarmte, afgedekte systemen > 6 m2;2001;;;;;;;;;;3.0;1.0;30.0;;;;;;;
300;Zonnewarmte, afgedekte systemen > 6 m2;2002;;;;;;;;;;6.0;1.0;36.0;;;;;;;
301;Zonnewarmte, afgedekte systemen > 6 m2;2003;;;;;;;;;;4.0;0.0;40.0;;;;;;;
302;Zonnewarmte, afgedekte systemen > 6 m2;2004;;;;;;;;;;5.0;0.0;44.0;;;;;;;
303;Zonnewarmte, afgedekte systemen > 6 m2;2005;;;;;;;;;;3.0;0.0;46.0;;;;;;;
304;Zonnewarmte, afgedekte systemen > 6 m2;2006;;;;;;;;;;2.0;0.0;48.0;;;;;;;
305;Zonnewarmte, afgedekte systemen > 6 m2;2007;;;;;;;;;;2.0;1.0;50.0;;;;;;;
306;Zonnewarmte, afgedekte systemen > 6 m2;2008;;;;;;;;;;3.0;4.0;49.0;;;;;;;
307;Zonnewarmte, afgedekte systemen > 6 m2;2009;;;;;;;;;;11.0;2.0;58.0;;;;;;;
308;Zonnewarmte, afgedekte systemen > 6 m2;2010;;;;;;;;;;18.0;2.0;74.0;;;;;;;
309;Zonnewarmte, afgedekte systemen > 6 m2;2011;;;;;;;;;;9.0;4.0;78.0;;;;;;;
310;Zonnewarmte, afgedekte systemen > 6 m2;2012;;;;;;;;;;8.0;1.0;85.0;;;;;;;
311;Zonnewarmte, afgedekte systemen > 6 m2;2013;;;;;;;;;;;;;;;;;;;
312;Zonnewarmte, onafgedekte systemen;1990;;;;;;;;;;9.0;1.0;60.0;;;;;;;
313;Zonnewarmte, onafgedekte systemen;1991;;;;;;;;;;9.0;4.0;65.0;;;;;;;
314;Zonnewarmte, onafgedekte systemen;1992;;;;;;;;;;14.0;2.0;76.0;;;;;;;
315;Zonnewarmte, onafgedekte systemen;1993;;;;;;;;;;11.0;4.0;83.0;;;;;;;
316;Zonnewarmte, onafgedekte systemen;1994;;;;;;;;;;12.0;2.0;93.0;;;;;;;
317;Zonnewarmte, onafgedekte systemen;1995;;;;;;;;;;13.0;2.0;103.0;;;;;;;
318;Zonnewarmte, onafgedekte systemen;1996;;;;;;;;;;12.0;4.0;112.0;;;;;;;
319;Zonnewarmte, onafgedekte systemen;1997;;;;;;;;;;17.0;4.0;124.0;;;;;;;
320;Zonnewarmte, onafgedekte systemen;1998;;;;;;;;;;22.0;3.0;143.0;;;;;;;
321;Zonnewarmte, onafgedekte systemen;1999;;;;;;;;;;21.0;3.0;161.0;;;;;;;
322;Zonnewarmte, onafgedekte systemen;2000;;;;;;;;;;28.0;3.0;186.0;;;;;;;
323;Zonnewarmte, onafgedekte systemen;2001;;;;;;;;;;28.0;2.0;212.0;;;;;;;
324;Zonnewarmte, onafgedekte systemen;2002;;;;;;;;;;29.0;3.0;238.0;;;;;;;
325;Zonnewarmte, onafgedekte systemen;2003;;;;;;;;;;25.0;3.0;260.0;;;;;;;
326;Zonnewarmte, onafgedekte systemen;2004;;;;;;;;;;36.0;4.0;292.0;;;;;;;
327;Zonnewarmte, onafgedekte systemen;2005;;;;;;;;;;29.0;8.0;313.0;;;;;;;
328;Zonnewarmte, onafgedekte systemen;2006;;;;;;;;;;24.0;8.0;330.0;;;;;;;
329;Zonnewarmte, onafgedekte systemen;2007;;;;;;;;;;28.0;14.0;344.0;;;;;;;
330;Zonnewarmte, onafgedekte systemen;2008;;;;;;;;;;28.0;11.0;361.0;;;;;;;
331;Zonnewarmte, onafgedekte systemen;2009;;;;;;;;;;34.0;12.0;383.0;;;;;;;
332;Zonnewarmte, onafgedekte systemen;2010;;;;;;;;;;27.0;13.0;396.0;;;;;;;
333;Zonnewarmte, onafgedekte systemen;2011;;;;;;;;;;27.0;14.0;410.0;;;;;;;
334;Zonnewarmte, onafgedekte systemen;2012;;;;;;;;;;27.0;19.0;419.0;;;;;;;
335;Zonnewarmte, onafgedekte systemen;2013;;;;;;;;;;;;;;;;;;;
336;Totaal bodemenergie;1990;;;;;;;;;;;;;;;2.0;;;;
337;Totaal bodemenergie;1991;;;;;;;;;;;;;;;2.0;;;;
338;Totaal bodemenergie;1992;;;;;;;;;;;;;;;2.0;;;;
339;Totaal bodemenergie;1993;;;;;;;;;;;;;;;4.0;;;;
340;Totaal bodemenergie;1994;;;;;;;;;;;;;;;132.0;;;;
341;Totaal bodemenergie;1995;;;;;;;;;;;;;;;138.0;;;;
342;Totaal bodemenergie;1996;;;;;;;;;;;;;;;149.0;;;;
343;Totaal bodemenergie;1997;;;;;;;;;;;;;;;185.0;;;;
344;Totaal bodemenergie;1998;;;;;;;;;;;;;;;243.0;;;;
345;Totaal bodemenergie;1999;;;;;;;;;;;;;;;294.0;;;;
346;Totaal bodemenergie;2000;;;;;;;;;;;;;;;359.0;;;;
347;Totaal bodemenergie;2001;;;;;;;;;;;;;;;416.0;;;;
348;Totaal bodemenergie;2002;;;;;;;;;;;;;;;510.0;;;;
349;Totaal bodemenergie;2003;;;;;;;;;;;;;;;618.0;;;;
350;Totaal bodemenergie;2004;;;;;;;;;;;;;;;829.0;;;;
351;Totaal bodemenergie;2005;;;;;;;;;;;;;;;1098.0;;;;
352;Totaal bodemenergie;2006;;;;;;;;;;;;;;;1438.0;;;;
353;Totaal bodemenergie;2007;;;;;;;;;;;;;;;1857.0;;;;
354;Totaal bodemenergie;2008;;;;;;;;;;;;;;;2447.0;;;;
355;Totaal bodemenergie;2009;;;;;;;;;;;;;;;2985.0;;;;
356;Totaal bodemenergie;2010;;;;;;;;;;;;;;;3677.0;;;;
357;Totaal bodemenergie;2011;;;;;;;;;;;;;;;4157.0;;;;
358;Totaal bodemenergie;2012;;;;;;;;;;;;;;;4783.0;;;;
359;Totaal bodemenergie;2013;;;;;;;;;;;;;;;;;;;
360;Bodemenergie, diep;1990;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
361;Bodemenergie, diep;1991;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
362;Bodemenergie, diep;1992;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
363;Bodemenergie, diep;1993;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
364;Bodemenergie, diep;1994;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
365;Bodemenergie, diep;1995;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
366;Bodemenergie, diep;1996;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
367;Bodemenergie, diep;1997;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
368;Bodemenergie, diep;1998;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
369;Bodemenergie, diep;1999;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
370;Bodemenergie, diep;2000;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
371;Bodemenergie, diep;2001;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
372;Bodemenergie, diep;2002;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
373;Bodemenergie, diep;2003;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
374;Bodemenergie, diep;2004;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
375;Bodemenergie, diep;2005;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
376;Bodemenergie, diep;2006;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
377;Bodemenergie, diep;2007;0.0;0.0;0.0;;;;0.0;0.0;0.0;;;;;;0.0;;;;
378;Bodemenergie, diep;2008;1.0;0.0;1.0;;;;;0.0;;;;;;;96.0;;;;
379;Bodemenergie, diep;2009;0.0;0.0;1.0;;;;;0.0;;;;;;;142.0;;;;
380;Bodemenergie, diep;2010;0.0;0.0;2.0;;;;;0.0;;;;;;;318.0;;;;
381;Bodemenergie, diep;2011;2.0;0.0;4.0;;;;;0.0;;;;;;;316.0;;;;
382;Bodemenergie, diep;2012;2.0;0.0;6.0;;;;;0.0;;;;;;;495.0;;;;
383;Bodemenergie, diep;2013;;;;;;;;;;;;;;;;;;;
384;Totaal bodemenergie, ondiep;1990;;;;;;;;;;;;;;;2.0;;;;
385;Totaal bodemenergie, ondiep;1991;;;;;;;;;;;;;;;2.0;;;;
386;Totaal bodemenergie, ondiep;1992;;;;;;;;;;;;;;;2.0;;;;
387;Totaal bodemenergie, ondiep;1993;;;;;;;;;;;;;;;4.0;;;;
388;Totaal bodemenergie, ondiep;1994;;;;;;;;;;;;;;;132.0;;;;
389;Totaal bodemenergie, ondiep;1995;;;;;;;;;;;;;;;138.0;;;;
390;Totaal bodemenergie, ondiep;1996;;;;;;;;;;;;;;;149.0;;;;
391;Totaal bodemenergie, ondiep;1997;;;;;;;;;;;;;;;185.0;;;;
392;Totaal bodemenergie, ondiep;1998;;;;;;;;;;;;;;;243.0;;;;
393;Totaal bodemenergie, ondiep;1999;;;;;;;;;;;;;;;294.0;;;;
394;Totaal bodemenergie, ondiep;2000;;;;;;;;;;;;;;;359.0;;;;
395;Totaal bodemenergie, ondiep;2001;;;;;;;;;;;;;;;416.0;;;;
396;Totaal bodemenergie, ondiep;2002;;;;;;;;;;;;;;;510.0;;;;
397;Totaal bodemenergie, ondiep;2003;;;;;;;;;;;;;;;618.0;;;;
398;Totaal bodemenergie, ondiep;2004;;;;;;;;;;;;;;;829.0;;;;
399;Totaal bodemenergie, ondiep;2005;;;;;;;;;;;;;;;1098.0;;;;
400;Totaal bodemenergie, ondiep;2006;;;;;;;;;;;;;;;1438.0;;;;
401;Totaal bodemenergie, ondiep;2007;;;;;;;;;;;;;;;1857.0;;;;
402;Totaal bodemenergie, ondiep;2008;;;;;;;;;;;;;;;2351.0;;;;
403;Totaal bodemenergie, ondiep;2009;;;;;;;;;;;;;;;2843.0;;;;
404;Totaal bodemenergie, ondiep;2010;;;;;;;;;;;;;;;3359.0;;;;
405;Totaal bodemenergie, ondiep;2011;;;;;;;;;;;;;;;3841.0;;;;
406;Totaal bodemenergie, ondiep;2012;;;;;;;;;;;;;;;4288.0;;;;
407;Totaal bodemenergie, ondiep;2013;;;;;;;;;;;;;;;;;;;
408;Totaal bodem, ondiep, warmte;1990;;;;;;;;;;;;;;;2.0;;;;
409;Totaal bodem, ondiep, warmte;1991;;;;;;;;;;;;;;;2.0;;;;
410;Totaal bodem, ondiep, warmte;1992;;;;;;;;;;;;;;;2.0;;;;
411;Totaal bodem, ondiep, warmte;1993;;;;;;;;;;;;;;;4.0;;;;
412;Totaal bodem, ondiep, warmte;1994;;;;;;;;;;;;;;;132.0;;;;
413;Totaal bodem, ondiep, warmte;1995;;;;;;;;;;;;;;;138.0;;;;
414;Totaal bodem, ondiep, warmte;1996;;;;;;;;;;;;;;;149.0;;;;
415;Totaal bodem, ondiep, warmte;1997;;;;;;;;;;;;;;;185.0;;;;
416;Totaal bodem, ondiep, warmte;1998;;;;;;;;;;;;;;;243.0;;;;
417;Totaal bodem, ondiep, warmte;1999;;;;;;;;;;;;;;;294.0;;;;
418;Totaal bodem, ondiep, warmte;2000;;;;;;;;;;;;;;;359.0;;;;
419;Totaal bodem, ondiep, warmte;2001;;;;;;;;;;;;;;;416.0;;;;
420;Totaal bodem, ondiep, warmte;2002;;;;;;;;;;;;;;;510.0;;;;
421;Totaal bodem, ondiep, warmte;2003;;;;;;;;;;;;;;;618.0;;;;
422;Totaal bodem, ondiep, warmte;2004;;;;;;;;;;;;;;;829.0;;;;
423;Totaal bodem, ondiep, warmte;2005;;;;;;;;;;;;;;;1098.0;;;;
424;Totaal bodem, ondiep, warmte;2006;;;;;;;;;;;;;;;1438.0;;;;
425;Totaal bodem, ondiep, warmte;2007;;;;;;;;;;;;;;;1857.0;;;;
426;Totaal bodem, ondiep, warmte;2008;;;;;;;;;;;;;;;2351.0;;;;
427;Totaal bodem, ondiep, warmte;2009;;;;;;;;;;;;;;;2843.0;;;;
428;Totaal bodem, ondiep, warmte;2010;;;;;;;;;;;;;;;3359.0;;;;
429;Totaal bodem, ondiep, warmte;2011;;;;;;;;;;;;;;;3841.0;;;;
430;Totaal bodem, ondiep, warmte;2012;;;;;;;;;;;;;;;4288.0;;;;
431;Totaal bodem, ondiep, warmte;2013;;;;;;;;;;;;;;;;;;;
432;Bodem, ondiep, warmtepompen, woningen;1990;;;;;;;;;;;;;;;;;;;
433;Bodem, ondiep, warmtepompen, woningen;1991;;;;;;;;;;;;;;;;;;;
434;Bodem, ondiep, warmtepompen, woningen;1992;;;;;;;;;;;;;;;;;;;
435;Bodem, ondiep, warmtepompen, woningen;1993;;;;;;;;;;;;;;;;;;;
436;Bodem, ondiep, warmtepompen, woningen;1994;;0.0;48.0;;;;;0.0;3.0;;;;;;32.0;;;;
437;Bodem, ondiep, warmtepompen, woningen;1995;18.0;0.0;66.0;;;;0.0;0.0;3.0;;;;;;32.0;;;;
438;Bodem, ondiep, warmtepompen, woningen;1996;66.0;0.0;132.0;;;;0.0;0.0;4.0;;;;;;34.0;;;;
439;Bodem, ondiep, warmtepompen, woningen;1997;492.0;0.0;624.0;;;;3.0;0.0;7.0;;;;;;48.0;;;;
440;Bodem, ondiep, warmtepompen, woningen;1998;378.0;0.0;1002.0;;;;6.0;0.0;13.0;;;;;;71.0;;;;
441;Bodem, ondiep, warmtepompen, woningen;1999;279.0;0.0;1281.0;;;;2.0;0.0;15.0;;;;;;82.0;;;;
442;Bodem, ondiep, warmtepompen, woningen;2000;454.0;0.0;1735.0;;;;4.0;0.0;19.0;;;;;;97.0;;;;
443;Bodem, ondiep, warmtepompen, woningen;2001;179.0;0.0;1914.0;;;;2.0;0.0;21.0;;;;;;104.0;;;;
444;Bodem, ondiep, warmtepompen, woningen;2002;517.0;0.0;2431.0;;;;5.0;0.0;26.0;;;;;;129.0;;;;
445;Bodem, ondiep, warmtepompen, woningen;2003;753.0;0.0;3184.0;;;;8.0;0.0;33.0;;;;;;161.0;;;;
446;Bodem, ondiep, warmtepompen, woningen;2004;707.0;0.0;3891.0;;;;8.0;0.0;41.0;;;;;;191.0;;;;
447;Bodem, ondiep, warmtepompen, woningen;2005;1481.0;10.0;5362.0;;;;9.0;1.0;50.0;;;;;;229.0;;;;
448;Bodem, ondiep, warmtepompen, woningen;2006;2565.0;10.0;7918.0;;;;23.0;1.0;72.0;;;;;;322.0;;;;
449;Bodem, ondiep, warmtepompen, woningen;2007;2687.0;10.0;10595.0;;;;23.0;1.0;94.0;;;;;;417.0;;;;
450;Bodem, ondiep, warmtepompen, woningen;2008;3323.0;10.0;13908.0;;;;40.0;1.0;133.0;;;;;;588.0;;;;
451;Bodem, ondiep, warmtepompen, woningen;2009;4560.0;10.0;18459.0;;;;56.0;1.0;188.0;;;;;;828.0;;;;
452;Bodem, ondiep, warmtepompen, woningen;2010;5040.0;18.0;23481.0;;;;46.0;0.0;233.0;;;;;;1043.0;;;;
453;Bodem, ondiep, warmtepompen, woningen;2011;4890.0;66.0;28305.0;;;;44.0;0.0;277.0;;;;;;1244.0;;;;
454;Bodem, ondiep, warmtepompen, woningen;2012;4843.0;492.0;32656.0;;;;39.0;3.0;313.0;;;;;;1413.0;;;;
455;Bodem, ondiep, warmtepompen, woningen;2013;;;;;;;;;;;;;;;;;;;
456;Bodem, ondiep, warmtepompen, utiliteit;1990;;;;;;;;;;;;;;;;;;;
457;Bodem, ondiep, warmtepompen, utiliteit;1991;;;;;;;;;;;;;;;;;;;
458;Bodem, ondiep, warmtepompen, utiliteit;1992;;;;;;;;;;;;;;;;;;;
459;Bodem, ondiep, warmtepompen, utiliteit;1993;;;;;;;;;;;;;;;;;;;
460;Bodem, ondiep, warmtepompen, utiliteit;1994;;0.0;42.0;;;;;0.0;11.0;;;;;;95.0;;;;
461;Bodem, ondiep, warmtepompen, utiliteit;1995;23.0;0.0;65.0;;;;1.0;0.0;12.0;;;;;;99.0;;;;
462;Bodem, ondiep, warmtepompen, utiliteit;1996;34.0;0.0;99.0;;;;1.0;0.0;13.0;;;;;;104.0;;;;
463;Bodem, ondiep, warmtepompen, utiliteit;1997;89.0;0.0;188.0;;;;4.0;0.0;17.0;;;;;;119.0;;;;
464;Bodem, ondiep, warmtepompen, utiliteit;1998;49.0;0.0;237.0;;;;6.0;0.0;23.0;;;;;;144.0;;;;
465;Bodem, ondiep, warmtepompen, utiliteit;1999;127.0;0.0;364.0;;;;7.0;0.0;30.0;;;;;;174.0;;;;
466;Bodem, ondiep, warmtepompen, utiliteit;2000;211.0;0.0;575.0;;;;10.0;0.0;40.0;;;;;;212.0;;;;
467;Bodem, ondiep, warmtepompen, utiliteit;2001;350.0;0.0;925.0;;;;9.0;0.0;49.0;;;;;;249.0;;;;
468;Bodem, ondiep, warmtepompen, utiliteit;2002;386.0;0.0;1311.0;;;;15.0;0.0;64.0;;;;;;307.0;;;;
469;Bodem, ondiep, warmtepompen, utiliteit;2003;242.0;0.0;1553.0;;;;16.0;0.0;80.0;;;;;;370.0;;;;
470;Bodem, ondiep, warmtepompen, utiliteit;2004;720.0;0.0;2273.0;;;;42.0;0.0;121.0;;;;;;543.0;;;;
471;Bodem, ondiep, warmtepompen, utiliteit;2005;664.0;8.0;2928.0;;;;54.0;2.0;174.0;;;;;;760.0;;;;
472;Bodem, ondiep, warmtepompen, utiliteit;2006;881.0;8.0;3801.0;;;;55.0;2.0;226.0;;;;;;980.0;;;;
473;Bodem, ondiep, warmtepompen, utiliteit;2007;896.0;8.0;4689.0;;;;82.0;2.0;306.0;;;;;;1298.0;;;;
474;Bodem, ondiep, warmtepompen, utiliteit;2008;777.0;8.0;5458.0;;;;79.0;2.0;383.0;;;;;;1596.0;;;;
475;Bodem, ondiep, warmtepompen, utiliteit;2009;749.0;8.0;6198.0;;;;65.0;2.0;445.0;;;;;;1834.0;;;;
476;Bodem, ondiep, warmtepompen, utiliteit;2010;633.0;23.0;6808.0;;;;71.0;1.0;516.0;;;;;;2119.0;;;;
477;Bodem, ondiep, warmtepompen, utiliteit;2011;969.0;34.0;7743.0;;;;77.0;1.0;591.0;;;;;;2419.0;;;;
478;Bodem, ondiep, warmtepompen, utiliteit;2012;943.0;89.0;8597.0;;;;74.0;4.0;662.0;;;;;;2698.0;;;;
479;Bodem, ondiep, warmtepompen, utiliteit;2013;;;;;;;;;;;;;;;;;;;
480;Bodem, ondiep, warmte zonder warmtepomp;1990;;;;;;;;;;;;;;;2.0;;;;
481;Bodem, ondiep, warmte zonder warmtepomp;1991;;;;;;;;;;;;;;;2.0;;;;
482;Bodem, ondiep, warmte zonder warmtepomp;1992;;;;;;;;;;;;;;;2.0;;;;
483;Bodem, ondiep, warmte zonder warmtepomp;1993;;;;;;;;;;;;;;;4.0;;;;
484;Bodem, ondiep, warmte zonder warmtepomp;1994;;;;;;;;;;;;;;;5.0;;;;
485;Bodem, ondiep, warmte zonder warmtepomp;1995;;;;;;;;;;;;;;;7.0;;;;
486;Bodem, ondiep, warmte zonder warmtepomp;1996;;;;;;;;;;;;;;;11.0;;;;
487;Bodem, ondiep, warmte zonder warmtepomp;1997;;;;;;;;;;;;;;;19.0;;;;
488;Bodem, ondiep, warmte zonder warmtepomp;1998;;;;;;;;;;;;;;;28.0;;;;
489;Bodem, ondiep, warmte zonder warmtepomp;1999;;;;;;;;;;;;;;;39.0;;;;
490;Bodem, ondiep, warmte zonder warmtepomp;2000;;;;;;;;;;;;;;;50.0;;;;
491;Bodem, ondiep, warmte zonder warmtepomp;2001;;;;;;;;;;;;;;;63.0;;;;
492;Bodem, ondiep, warmte zonder warmtepomp;2002;;;;;;;;;;;;;;;74.0;;;;
493;Bodem, ondiep, warmte zonder warmtepomp;2003;;;;;;;;;;;;;;;87.0;;;;
494;Bodem, ondiep, warmte zonder warmtepomp;2004;;;;;;;;;;;;;;;94.0;;;;
