ID;BronTechniek;Perioden;InGebruikGenomen_1;UitGebruikGenomen_2;OpgesteldAanHetEindeVanHetJaar_3;InGebruikGenomen_4;UitGebruikGenomen_5;OpgesteldAanHetEindeVanHetJaar_6;InGebruikGenomen_7;UitGebruikGenomen_8;OpgesteldAanHetEindeVanHetJaar_9;InGebruikGenomen_10;UitGebruikGenomen_11;OpgesteldAanHetEindeVanHetJaar_12;ElektriciteitInMlnKWh_13;AandeelInTotaalElektriciteitsverbruik_14;Warmte_15;BiogasVoorNuttigFinaalVerbruik_16;WinningVanBiogas_17;GefakkeldBiogas_18;NuttigEnergetischVerbruikVanBiomassa_19
0;Totaal energiebronnen;1990;;;;;;;;;;;;;720.0;0.92;;857.0;2916.0;;29869.0
1;Totaal energiebronnen;1991;;;;;;;;;;;;;846.0;1.05;;1172.0;3482.0;;30267.0
2;Totaal energiebronnen;1992;;;;;;;;;;;;;893.0;1.07;;1526.0;3997.0;;31047.0
3;Totaal energiebronnen;1993;;;;;;;;;;;;;952.0;1.13;;1693.0;4954.0;;32553.0
4;Totaal energiebronnen;1994;;;;;;;;;;;;;1087.0;1.25;;1565.0;5247.0;;32456.0
5;Totaal energiebronnen;1995;;;;;;;;;;;;;1214.0;1.36;;1428.0;5596.0;;34952.0
6;Totaal energiebronnen;1996;;;;;;;;;;;;;1576.0;1.71;;1439.0;5875.0;;37875.0
7;Totaal energiebronnen;1997;;;;;;;;;;;;;1725.0;1.8;;1532.0;5789.0;;41516.0
8;Totaal energiebronnen;1998;;;;;;;;;;;;;2018.0;2.03;;1547.0;5784.0;;43702.0
9;Totaal energiebronnen;1999;;;;;;;;;;;;;2187.0;2.15;;1613.0;6074.0;;44689.0
10;Totaal energiebronnen;2000;;;;;;;;;;;;;2650.0;2.53;;1630.0;6140.0;;47831.0
11;Totaal energiebronnen;2001;;;;;;;;;;;;;2979.0;2.78;;1474.0;6339.0;;51097.0
12;Totaal energiebronnen;2002;;;;;;;;;;;;;3621.0;3.34;;1336.0;6518.0;;56604.0
13;Totaal energiebronnen;2003;;;;;;;;;;;;;3640.0;3.31;;1336.0;6608.0;;53711.0
14;Totaal energiebronnen;2004;;;;;;;;;;;;;4946.0;4.31;;1547.0;6275.0;;63103.0
15;Totaal energiebronnen;2005;;;;;;;;;;;;;6996.0;6.11;;1358.0;5867.0;;81176.0
16;Totaal energiebronnen;2006;;;;;;;;;;;;;7566.0;6.52;;1331.0;6675.0;;84225.0
17;Totaal energiebronnen;2007;;;;;;;;;;;;;7118.0;6.01;;1091.0;8040.0;;85517.0
18;Totaal energiebronnen;2008;;;;;;;;;;;;;8931.0;7.46;;1006.0;10211.0;;99669.0
19;Totaal energiebronnen;2009;;;;;;;;;;;;;10147.0;8.91;;1081.0;11921.0;;113250.0
20;Totaal energiebronnen;2010;;;;;;;;;;;;;10442.0;8.93;;989.0;12886.0;;114433.0
21;Totaal energiebronnen;2011;;;;;;;;;;;;;11534.0;9.78;;1017.0;12829.0;;117922.0
22;Totaal energiebronnen;2012;;;;;;;;;;;;;11758.0;10.16;;1549.0;12932.0;;122168.0
23;Totaal energiebronnen;2013;;;;;;;;;;;;;;;;;;;
24;Waterkracht;1990;0.0;0.0;5.0;0.0;0.0;37.0;;;;;;;85.0;0.11;;;;;
25;Waterkracht;1991;0.0;0.0;5.0;0.0;0.0;37.0;;;;;;;104.0;0.13;;;;;
26;Waterkracht;1992;0.0;0.0;5.0;0.0;0.0;37.0;;;;;;;120.0;0.14;;;;;
27;Waterkracht;1993;0.0;0.0;5.0;0.0;0.0;37.0;;;;;;;92.0;0.11;;;;;
28;Waterkracht;1994;0.0;0.0;5.0;0.0;0.0;37.0;;;;;;;100.0;0.11;;;;;
29;Waterkracht;1995;0.0;0.0;5.0;0.0;0.0;37.0;;;;;;;88.0;0.1;;;;;
30;Waterkracht;1996;0.0;0.0;5.0;0.0;0.0;37.0;;;;;;;80.0;0.09;;;;;
31;Waterkracht;1997;0.0;0.0;5.0;0.0;0.0;37.0;;;;;;;92.0;0.1;;;;;
32;Waterkracht;1998;0.0;0.0;5.0;0.0;0.0;37.0;;;;;;;112.0;0.11;;;;;
33;Waterkracht;1999;0.0;0.0;5.0;0.0;0.0;37.0;;;;;;;90.0;0.09;;;;;
34;Waterkracht;2000;1.0;0.0;6.0;0.0;0.0;37.0;;;;;;;142.0;0.14;;;;;
35;Waterkracht;2001;0.0;0.0;6.0;0.0;0.0;37.0;;;;;;;117.0;0.11;;;;;
36;Waterkracht;2002;0.0;0.0;6.0;0.0;0.0;37.0;;;;;;;110.0;0.1;;;;;
37;Waterkracht;2003;0.0;0.0;6.0;0.0;0.0;37.0;;;;;;;72.0;0.07;;;;;
38;Waterkracht;2004;0.0;0.0;6.0;0.0;0.0;37.0;;;;;;;95.0;0.08;;;;;
39;Waterkracht;2005;0.0;0.0;6.0;0.0;0.0;37.0;;;;;;;88.0;0.08;;;;;
40;Waterkracht;2006;0.0;0.0;6.0;0.0;0.0;37.0;;;;;;;106.0;0.09;;;;;
41;Waterkracht;2007;0.0;0.0;6.0;0.0;0.0;37.0;;;;;;;107.0;0.09;;;;;
42;Waterkracht;2008;0.0;0.0;6.0;0.0;0.0;37.0;;;;;;;102.0;0.09;;;;;
43;Waterkracht;2009;0.0;0.0;6.0;0.0;0.0;37.0;;;;;;;98.0;0.09;;;;;
44;Waterkracht;2010;1.0;0.0;7.0;0.0;0.0;37.0;;;;;;;105.0;0.09;;;;;
45;Waterkracht;2011;0.0;0.0;7.0;0.0;0.0;37.0;;;;;;;57.0;0.05;;;;;
46;Waterkracht;2012;0.0;0.0;7.0;0.0;0.0;37.0;;;;;;;104.0;0.09;;;;;
47;Waterkracht;2013;;;;;;;;;;;;;;;;;;;
48;Windenergie, totaal;1990;70.0;;323.0;15.0;;50.0;;;;;;;56.0;0.07;;;;;
49;Windenergie, totaal;1991;143.0;37.0;429.0;41.0;8.0;83.0;;;;;;;88.0;0.11;;;;;
50;Windenergie, totaal;1992;88.0;20.0;497.0;22.0;4.0;101.0;;;;;;;147.0;0.18;;;;;
51;Windenergie, totaal;1993;145.0;9.0;633.0;30.0;0.0;131.0;;;;;;;174.0;0.21;;;;;
52;Windenergie, totaal;1994;106.0;15.0;724.0;23.0;1.0;152.0;;;;;;;238.0;0.27;;;;;
53;Windenergie, totaal;1995;336.0;52.0;1008.0;109.0;12.0;250.0;;;;;;;317.0;0.36;;;;;
54;Windenergie, totaal;1996;131.0;24.0;1115.0;48.0;2.0;296.0;;;;;;;437.0;0.47;;;;;
55;Windenergie, totaal;1997;89.0;56.0;1148.0;43.0;14.0;324.0;;;;;;;475.0;0.5;;;;;
56;Windenergie, totaal;1998;62.0;17.0;1193.0;42.0;3.0;363.0;;;;;;;640.0;0.64;;;;;
57;Windenergie, totaal;1999;70.0;10.0;1253.0;48.0;1.0;410.0;;;;;;;645.0;0.63;;;;;
58;Windenergie, totaal;2000;47.0;9.0;1291.0;38.0;1.0;447.0;;;;;;;829.0;0.79;;;;;
59;Windenergie, totaal;2001;60.0;9.0;1342.0;40.0;2.0;485.0;;;;;;;825.0;0.77;;;;;
60;Windenergie, totaal;2002;153.0;41.0;1454.0;201.0;14.0;672.0;;;;;;;947.0;0.87;;;;;
61;Windenergie, totaal;2003;200.0;56.0;1598.0;243.0;10.0;905.0;;;;;;;1320.0;1.2;;;;;
62;Windenergie, totaal;2004;168.0;112.0;1654.0;204.0;35.0;1075.0;;;;;;;1871.0;1.63;;;;;
63;Windenergie, totaal;2005;125.0;69.0;1710.0;166.0;17.0;1224.0;;;;;;;2067.0;1.81;;;;;
64;Windenergie, totaal;2006;157.0;37.0;1830.0;348.0;11.0;1561.0;;;;;;;2734.0;2.35;;;;;
65;Windenergie, totaal;2007;123.0;62.0;1891.0;211.0;23.0;1749.0;;;;;;;3438.0;2.9;;;;;
66;Windenergie, totaal;2008;191.0;44.0;2038.0;416.0;16.0;2149.0;;;;;;;4260.0;3.56;;;;;
67;Windenergie, totaal;2009;52.0;118.0;1972.0;110.0;36.0;2222.0;;;;;;;4581.0;4.02;;;;;
68;Windenergie, totaal;2010;28.0;27.0;1973.0;30.0;15.0;2237.0;;;;;;;3993.0;3.42;;;;;
69;Windenergie, totaal;2011;47.0;42.0;1978.0;98.0;20.0;2316.0;;;;;;;5100.0;4.33;;;;;
70;Windenergie, totaal;2012;65.0;65.0;1978.0;161.0;44.0;2433.0;;;;;;;4982.0;4.31;;;;;
71;Windenergie, totaal;2013;;;;;;;;;;;;;;;;;;;
72;Windenergie op land;1990;70.0;;323.0;15.0;;50.0;;;;;;;56.0;0.07;;;;;
73;Windenergie op land;1991;143.0;37.0;429.0;41.0;8.0;83.0;;;;;;;88.0;0.11;;;;;
74;Windenergie op land;1992;88.0;20.0;497.0;22.0;4.0;101.0;;;;;;;147.0;0.18;;;;;
75;Windenergie op land;1993;145.0;9.0;633.0;30.0;0.0;131.0;;;;;;;174.0;0.21;;;;;
76;Windenergie op land;1994;106.0;15.0;724.0;23.0;1.0;152.0;;;;;;;238.0;0.27;;;;;
77;Windenergie op land;1995;336.0;52.0;1008.0;109.0;12.0;250.0;;;;;;;317.0;0.36;;;;;
78;Windenergie op land;1996;131.0;24.0;1115.0;48.0;2.0;296.0;;;;;;;437.0;0.47;;;;;
79;Windenergie op land;1997;89.0;56.0;1148.0;43.0;14.0;324.0;;;;;;;475.0;0.5;;;;;
80;Windenergie op land;1998;62.0;17.0;1193.0;42.0;3.0;363.0;;;;;;;640.0;0.64;;;;;
81;Windenergie op land;1999;70.0;10.0;1253.0;48.0;1.0;410.0;;;;;;;645.0;0.63;;;;;
82;Windenergie op land;2000;47.0;9.0;1291.0;38.0;1.0;447.0;;;;;;;829.0;0.79;;;;;
83;Windenergie op land;2001;60.0;9.0;1342.0;40.0;2.0;485.0;;;;;;;825.0;0.77;;;;;
84;Windenergie op land;2002;153.0;41.0;1454.0;201.0;14.0;672.0;;;;;;;947.0;0.87;;;;;
85;Windenergie op land;2003;200.0;56.0;1598.0;243.0;10.0;905.0;;;;;;;1320.0;1.2;;;;;
86;Windenergie op land;2004;168.0;112.0;1654.0;204.0;35.0;1075.0;;;;;;;1871.0;1.63;;;;;
87;Windenergie op land;2005;125.0;69.0;1710.0;166.0;17.0;1224.0;;;;;;;2067.0;1.81;;;;;
88;Windenergie op land;2006;121.0;37.0;1794.0;240.0;11.0;1453.0;;;;;;;2666.0;2.3;;;;;
89;Windenergie op land;2007;123.0;62.0;1855.0;211.0;23.0;1641.0;;;;;;;3108.0;2.62;;;;;
90;Windenergie op land;2008;131.0;44.0;1942.0;296.0;16.0;1921.0;;;;;;;3664.0;3.06;;;;;
91;Windenergie op land;2009;52.0;118.0;1876.0;110.0;36.0;1994.0;;;;;;;3846.0;3.38;;;;;
92;Windenergie op land;2010;28.0;27.0;1877.0;30.0;15.0;2009.0;;;;;;;3315.0;2.83;;;;;
93;Windenergie op land;2011;47.0;42.0;1882.0;98.0;20.0;2088.0;;;;;;;4298.0;3.65;;;;;
94;Windenergie op land;2012;65.0;65.0;1882.0;161.0;44.0;2205.0;;;;;;;4193.0;3.62;;;;;
95;Windenergie op land;2013;;;;;;;;;;;;;;;;;;;
96;Windenergie op zee;1990;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;;;;;
97;Windenergie op zee;1991;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;;;;;
98;Windenergie op zee;1992;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;;;;;
99;Windenergie op zee;1993;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;;;;;
100;Windenergie op zee;1994;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;;;;;
101;Windenergie op zee;1995;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;;;;;
102;Windenergie op zee;1996;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;;;;;
103;Windenergie op zee;1997;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;;;;;
104;Windenergie op zee;1998;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;;;;;
105;Windenergie op zee;1999;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;;;;;
106;Windenergie op zee;2000;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;;;;;
107;Windenergie op zee;2001;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;;;;;
108;Windenergie op zee;2002;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;;;;;
109;Windenergie op zee;2003;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;;;;;
110;Windenergie op zee;2004;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;;;;;
111;Windenergie op zee;2005;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;;;;;
112;Windenergie op zee;2006;36.0;0.0;36.0;108.0;0.0;108.0;;;;;;;68.0;0.06;;;;;
113;Windenergie op zee;2007;0.0;0.0;36.0;0.0;0.0;108.0;;;;;;;330.0;0.28;;;;;
114;Windenergie op zee;2008;60.0;0.0;96.0;120.0;0.0;228.0;;;;;;;596.0;0.5;;;;;
115;Windenergie op zee;2009;0.0;0.0;96.0;0.0;0.0;228.0;;;;;;;735.0;0.65;;;;;
116;Windenergie op zee;2010;0.0;0.0;96.0;0.0;0.0;228.0;;;;;;;679.0;0.58;;;;;
117;Windenergie op zee;2011;0.0;0.0;96.0;0.0;0.0;228.0;;;;;;;802.0;0.68;;;;;
118;Windenergie op zee;2012;0.0;0.0;96.0;0.0;0.0;228.0;;;;;;;789.0;0.68;;;;;
119;Windenergie op zee;2013;;;;;;;;;;;;;;;;;;;
120;Zonne-energie, totaal;1990;;;;;;1.0;;;;;;;0.0;0.0;;;;;
121;Zonne-energie, totaal;1991;;;;0.0;0.0;1.0;;;;;;;0.0;0.0;;;;;
122;Zonne-energie, totaal;1992;;;;0.0;0.0;1.0;;;;;;;1.0;0.0;;;;;
123;Zonne-energie, totaal;1993;;;;0.0;0.0;2.0;;;;;;;1.0;0.0;;;;;
124;Zonne-energie, totaal;1994;;;;0.0;0.0;2.0;;;;;;;1.0;0.0;;;;;
125;Zonne-energie, totaal;1995;;;;0.0;0.0;2.0;;;;;;;1.0;0.0;;;;;
126;Zonne-energie, totaal;1996;;;;1.0;0.0;3.0;;;;;;;2.0;0.0;;;;;
127;Zonne-energie, totaal;1997;;;;1.0;0.0;4.0;;;;;;;2.0;0.0;;;;;
128;Zonne-energie, totaal;1998;;;;2.0;0.0;6.0;;;;;;;4.0;0.0;;;;;
129;Zonne-energie, totaal;1999;;;;3.0;0.0;9.0;;;;;;;5.0;0.01;;;;;
130;Zonne-energie, totaal;2000;;;;4.0;0.0;13.0;;;;;;;8.0;0.01;;;;;
131;Zonne-energie, totaal;2001;;;;8.0;0.0;21.0;;;;;;;13.0;0.01;;;;;
132;Zonne-energie, totaal;2002;;;;6.0;0.0;26.0;;;;;;;17.0;0.02;;;;;
133;Zonne-energie, totaal;2003;;;;20.0;0.0;46.0;;;;;;;31.0;0.03;;;;;
134;Zonne-energie, totaal;2004;;;;4.0;0.0;49.0;;;;;;;33.0;0.03;;;;;
135;Zonne-energie, totaal;2005;;;;2.0;0.0;51.0;;;;;;;34.0;0.03;;;;;
136;Zonne-energie, totaal;2006;;;;2.0;0.0;52.0;;;;;;;35.0;0.03;;;;;
137;Zonne-energie, totaal;2007;;;;1.0;0.0;53.0;;;;;;;36.0;0.03;;;;;
138;Zonne-energie, totaal;2008;;;;4.0;0.0;57.0;;;;;;;38.0;0.03;;;;;
139;Zonne-energie, totaal;2009;;;;11.0;0.0;68.0;;;;;;;46.0;0.04;;;;;
140;Zonne-energie, totaal;2010;;;;21.0;0.0;88.0;;;;;;;60.0;0.05;;;;;
141;Zonne-energie, totaal;2011;;;;58.0;1.0;145.0;;;;;;;100.0;0.09;;;;;
142;Zonne-energie, totaal;2012;;;;220.0;1.0;365.0;;;;;;;254.0;0.22;;;;;
143;Zonne-energie, totaal;2013;;;;360.0;2.0;722.0;;;;;;;;;;;;;
144;Totaal zonnestroom;1990;;;;;;1.0;;;;;;;0.0;0.0;;;;;
145;Totaal zonnestroom;1991;;0.0;;0.0;0.0;1.0;;;;;0.0;;0.0;0.0;;;;;
146;Totaal zonnestroom;1992;;0.0;;0.0;0.0;1.0;;;;;0.0;;1.0;0.0;;;;;
147;Totaal zonnestroom;1993;;0.0;;0.0;0.0;2.0;;;;;0.0;;1.0;0.0;;;;;
148;Totaal zonnestroom;1994;;0.0;;0.0;0.0;2.0;;;;;0.0;;1.0;0.0;;;;;
149;Totaal zonnestroom;1995;;0.0;;0.0;0.0;2.0;;;;;0.0;;1.0;0.0;;;;;
150;Totaal zonnestroom;1996;;0.0;;1.0;0.0;3.0;;;;;0.0;;2.0;0.0;;;;;
151;Totaal zonnestroom;1997;;0.0;;1.0;0.0;4.0;;;;;0.0;;2.0;0.0;;;;;
152;Totaal zonnestroom;1998;;0.0;;2.0;0.0;6.0;;;;;0.0;;4.0;0.0;;;;;
153;Totaal zonnestroom;1999;;0.0;;3.0;0.0;9.0;;;;;0.0;;5.0;0.01;;;;;
154;Totaal zonnestroom;2000;;0.0;;4.0;0.0;13.0;;;;;0.0;;8.0;0.01;;;;;
155;Totaal zonnestroom;2001;;0.0;;8.0;0.0;21.0;;;;;0.0;;13.0;0.01;;;;;
156;Totaal zonnestroom;2002;;0.0;;6.0;0.0;26.0;;;;;0.0;;17.0;0.02;;;;;
157;Totaal zonnestroom;2003;;;;20.0;0.0;46.0;;;;;;;31.0;0.03;;;;;
158;Totaal zonnestroom;2004;;;;4.0;0.0;49.0;;;;;;;33.0;0.03;;;;;
159;Totaal zonnestroom;2005;;;;2.0;0.0;51.0;;;;;;;34.0;0.03;;;;;
160;Totaal zonnestroom;2006;;;;2.0;0.0;52.0;;;;;;;35.0;0.03;;;;;
161;Totaal zonnestroom;2007;;;;1.0;0.0;53.0;;;;;;;36.0;0.03;;;;;
162;Totaal zonnestroom;2008;;;;4.0;0.0;57.0;;;;;;;38.0;0.03;;;;;
163;Totaal zonnestroom;2009;;;;11.0;0.0;68.0;;;;;;;46.0;0.04;;;;;
164;Totaal zonnestroom;2010;;;;21.0;0.0;88.0;;;;;;;60.0;0.05;;;;;
165;Totaal zonnestroom;2011;;;;58.0;1.0;145.0;;;;;;;100.0;0.09;;;;;
166;Totaal zonnestroom;2012;;;;220.0;1.0;365.0;;;;;;;254.0;0.22;;;;;
167;Totaal zonnestroom;2013;;;;360.0;2.0;722.0;;;;;;;;;;;;;
168;Zonnestroom, niet aan het net gekoppeld;1990;;;;;;1.0;;;;;;;0.0;0.0;;;;;
169;Zonnestroom, niet aan het net gekoppeld;1991;;0.0;;0.0;0.0;1.0;;;;;0.0;;0.0;0.0;;;;;
170;Zonnestroom, niet aan het net gekoppeld;1992;;0.0;;0.0;0.0;1.0;;;;;0.0;;0.0;0.0;;;;;
171;Zonnestroom, niet aan het net gekoppeld;1993;;0.0;;0.0;0.0;2.0;;;;;0.0;;1.0;0.0;;;;;
172;Zonnestroom, niet aan het net gekoppeld;1994;;0.0;;0.0;0.0;2.0;;;;;0.0;;1.0;0.0;;;;;
173;Zonnestroom, niet aan het net gekoppeld;1995;;0.0;;0.0;0.0;2.0;;;;;0.0;;1.0;0.0;;;;;
174;Zonnestroom, niet aan het net gekoppeld;1996;;0.0;;0.0;0.0;3.0;;;;;0.0;;1.0;0.0;;;;;
175;Zonnestroom, niet aan het net gekoppeld;1997;;0.0;;0.0;0.0;3.0;;;;;0.0;;1.0;0.0;;;;;
176;Zonnestroom, niet aan het net gekoppeld;1998;;0.0;;0.0;0.0;3.0;;;;;0.0;;1.0;0.0;;;;;
177;Zonnestroom, niet aan het net gekoppeld;1999;;0.0;;0.0;0.0;4.0;;;;;0.0;;2.0;0.0;;;;;
178;Zonnestroom, niet aan het net gekoppeld;2000;;0.0;;0.0;0.0;4.0;;;;;0.0;;2.0;0.0;;;;;
179;Zonnestroom, niet aan het net gekoppeld;2001;;0.0;;0.0;0.0;4.0;;;;;0.0;;2.0;0.0;;;;;
180;Zonnestroom, niet aan het net gekoppeld;2002;;0.0;;0.0;0.0;5.0;;;;;0.0;;2.0;0.0;;;;;
181;Zonnestroom, niet aan het net gekoppeld;2003;;;;0.0;0.0;5.0;;;;;;;2.0;0.0;;;;;
182;Zonnestroom, niet aan het net gekoppeld;2004;;;;0.0;0.0;5.0;;;;;;;2.0;0.0;;;;;
183;Zonnestroom, niet aan het net gekoppeld;2005;;;;0.0;0.0;5.0;;;;;;;2.0;0.0;;;;;
184;Zonnestroom, niet aan het net gekoppeld;2006;;;;0.0;0.0;5.0;;;;;;;2.0;0.0;;;;;
185;Zonnestroom, niet aan het net gekoppeld;2007;;;;1.0;0.0;5.0;;;;;;;2.0;0.0;;;;;
186;Zonnestroom, niet aan het net gekoppeld;2008;;;;0.0;0.0;5.0;;;;;;;2.0;0.0;;;;;
187;Zonnestroom, niet aan het net gekoppeld;2009;;;;0.0;0.0;5.0;;;;;;;2.0;0.0;;;;;
188;Zonnestroom, niet aan het net gekoppeld;2010;;;;0.0;0.0;5.0;;;;;;;2.0;0.0;;;;;
189;Zonnestroom, niet aan het net gekoppeld;2011;;;;0.0;0.0;5.0;;;;;;;2.0;0.0;;;;;
190;Zonnestroom, niet aan het net gekoppeld;2012;;;;1.0;0.0;5.0;;;;;;;2.0;0.0;;;;;
191;Zonnestroom, niet aan het net gekoppeld;2013;;;;;;;;;;;;;;;;;;;
192;Zonnestroom, netgekoppeld energiebedr.;1990;;;;;;0.0;;;;;;;0.0;0.0;;;;;
193;Zonnestroom, netgekoppeld energiebedr.;1991;;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;;;;;
194;Zonnestroom, netgekoppeld energiebedr.;1992;;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;;;;;
195;Zonnestroom, netgekoppeld energiebedr.;1993;;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;;;;;
196;Zonnestroom, netgekoppeld energiebedr.;1994;;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;;;;;
197;Zonnestroom, netgekoppeld energiebedr.;1995;;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;;;;;
198;Zonnestroom, netgekoppeld energiebedr.;1996;;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;;;;;
199;Zonnestroom, netgekoppeld energiebedr.;1997;;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;;;;;
200;Zonnestroom, netgekoppeld energiebedr.;1998;;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;;;;;
201;Zonnestroom, netgekoppeld energiebedr.;1999;;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;;;;;
202;Zonnestroom, netgekoppeld energiebedr.;2000;;0.0;;0.0;0.0;0.0;;;;;0.0;;0.0;0.0;;;;;
203;Zonnestroom, netgekoppeld energiebedr.;2001;;0.0;;2.0;0.0;2.0;;;;;0.0;;2.0;0.0;;;;;
204;Zonnestroom, netgekoppeld energiebedr.;2002;;0.0;;0.0;0.0;2.0;;;;;0.0;;2.0;0.0;;;;;
205;Zonnestroom, netgekoppeld energiebedr.;2003;;;;0.0;0.0;2.0;;;;;;;2.0;0.0;;;;;
206;Zonnestroom, netgekoppeld energiebedr.;2004;;;;1.0;0.0;3.0;;;;;;;2.0;0.0;;;;;
207;Zonnestroom, netgekoppeld energiebedr.;2005;;;;0.0;0.0;3.0;;;;;;;2.0;0.0;;;;;
