ID;BedrijvenEnInstellingen;SoortVacatures;RegioS;Perioden;TotaalAantalVacatures_1;ABLandbouwBosbouwEnVisserij_2;CDelfstoffenwinning_3;DIndustrie_4;EOpenbareVoorzieningsbedrijven_5;FBouwnijverheid_6;GReparatieConsumentenartikelenHandel_7;HHoreca_8;IVervoerEnCommunicatie_9;JFinancieleInstellingen_10;KOnroerendGoedZakelijkeDienstv_11;LOpenbaarBestuurSocVerzekeringen_12;MOnderwijs_13;NGezondheidsEnWelzijnszorg_14;OCultuurRecreatieEnOvDienstverl_15;Bedrijfsgrootte10Werknemers_16;Bedrijfsgrootte1099Werknemers_17;Bedrijfsgrotte100Werknemers_18;k_2PrimairOnderwijs_19;k_3VoortgezetOnderwijsLagereTrap_20;k_4VoortgezetOnderwijsHogereTrap_21;k_5HogerOnderwijs1eTrap_22;k_67HogerOnderwijs2e3eTrap_23;k_9OpleidingOnbekend_24;k_1ElementaireBeroepen_25;k_2LagereBeroepen_26;k_4MiddelbareBeroepen_27;k_6HogereBeroepen_28;k_8WetenschappelijkeBeroepen_29;k_9BeroepOnbekend_30
6900;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Veluwe (COR);2006;1.8;;;0.4;;0.2;;;0.1;;0.5;0.1;0.1;0.1;0.0;0.3;0.9;0.6;0.0;0.4;1.0;0.3;0.1;;0.1;0.3;1.1;0.2;0.1;
6901;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Veluwe (COR);2008;3.3;;;0.7;;0.8;;;0.0;;0.7;0.1;0.1;0.3;0.1;1.3;1.1;0.9;0.0;0.5;2.0;0.7;0.2;;0.1;1.1;1.4;0.7;0.1;
6902;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Achterhoek (COR);2000;1.6;;0.0;0.3;;0.4;0.2;;0.0;0.0;0.3;0.0;0.0;0.1;;0.5;0.7;0.4;0.1;0.5;0.6;0.2;0.1;0.0;0.2;0.6;0.6;0.2;0.1;0.0
6903;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Achterhoek (COR);2001;2.5;;0.0;0.5;;0.5;0.0;;0.0;0.1;0.8;0.0;0.0;0.3;;0.9;1.1;0.5;0.1;0.6;0.6;1.2;0.0;0.0;0.1;0.6;0.7;0.3;0.7;0.0
6904;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Achterhoek (COR);2002;0.6;;0.0;0.2;;0.1;;;0.0;;0.0;0.0;0.0;0.1;;0.1;0.2;0.3;0.0;0.1;0.4;0.1;0.0;;0.1;0.2;0.3;0.1;0.0;
6905;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Achterhoek (COR);2003;0.2;;0.0;0.0;;0.0;;;0.0;;0.0;0.0;0.0;0.0;;0.1;0.0;0.1;0.0;0.0;0.1;0.1;0.1;;0.0;0.0;0.1;0.1;0.1;
6906;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Achterhoek (COR);2004;0.8;;0.0;0.1;;0.0;;;0.0;;0.0;0.0;0.0;0.0;;0.6;0.1;0.1;;;;;;;;;;;;
6907;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Achterhoek (COR);2006;1.4;;;0.2;;0.2;;;0.1;;0.5;0.0;0.0;0.1;;0.6;0.4;0.4;0.1;0.6;0.2;0.5;0.0;;0.1;0.7;0.3;0.3;0.0;
6908;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Achterhoek (COR);2008;1.6;;;0.6;;0.1;;;0.0;;0.2;0.1;0.0;0.2;;0.4;0.6;0.6;0.1;0.1;0.9;0.4;0.0;;0.1;0.2;0.9;0.4;0.0;
6909;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Arnhem/Nijmegen (COR);2000;3.1;;0.0;0.5;;0.6;;;0.0;;0.6;0.1;0.1;0.3;0.1;1.0;1.1;0.9;0.2;0.7;1.5;0.6;0.1;0.0;0.4;0.7;1.4;0.5;0.1;0.0
6910;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Arnhem/Nijmegen (COR);2001;4.9;;0.0;0.2;;0.4;;;0.0;;2.9;0.1;0.1;0.4;0.0;2.9;0.9;1.2;0.0;0.8;3.3;0.8;0.1;0.0;0.1;0.5;3.6;0.6;0.2;0.0
6911;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Arnhem/Nijmegen (COR);2002;1.5;;0.0;0.0;;0.0;;;0.1;;0.5;0.1;0.1;0.4;0.1;0.5;0.1;0.8;0.0;0.1;0.5;0.4;0.4;;0.0;0.1;0.5;0.5;0.4;
6912;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Arnhem/Nijmegen (COR);2003;0.6;;0.0;0.1;;0.0;;;0.0;;0.1;0.0;0.0;0.2;0.0;0.1;0.2;0.3;0.0;0.2;0.2;0.2;0.0;;0.0;0.2;0.2;0.2;0.0;
6913;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Arnhem/Nijmegen (COR);2004;0.7;;0.0;0.0;;0.0;;;0.1;;0.1;0.0;0.0;0.1;0.0;0.1;0.3;0.3;;;;;;;;;;;;
6914;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Arnhem/Nijmegen (COR);2006;2.5;;;0.3;;0.4;;;0.0;;0.8;0.1;0.0;0.3;0.0;1.2;0.5;0.9;0.0;0.7;0.9;0.6;0.2;;0.0;0.7;1.0;0.6;0.2;
6915;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Arnhem/Nijmegen (COR);2008;2.8;;0.0;0.4;;0.4;;;0.1;;0.5;0.2;0.1;0.2;0.0;1.1;0.7;1.0;0.1;0.5;1.4;0.7;0.1;;0.1;1.0;1.2;0.4;0.2;
6916;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Gelderland (COR);2000;1.7;;0.0;0.2;;0.3;;;0.1;;0.2;0.0;0.0;0.1;0.1;0.5;0.7;0.4;0.1;0.7;0.5;0.3;0.1;0.0;0.1;0.6;0.6;0.3;0.1;0.0
6917;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Gelderland (COR);2001;1.4;;0.0;0.1;;0.1;;;0.0;;0.2;0.0;0.0;0.1;0.0;0.6;0.5;0.2;0.5;0.3;0.4;0.2;0.0;0.0;0.5;0.2;0.5;0.2;0.0;0.0
6918;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Gelderland (COR);2002;0.4;;0.0;0.0;;0.0;;;0.0;;0.1;0.0;0.0;0.1;0.0;0.1;0.2;0.1;0.1;0.0;0.1;0.2;0.0;;0.0;0.1;0.1;0.2;0.0;
6919;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Gelderland (COR);2003;0.3;;0.0;0.1;;0.0;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.2;0.1;0.0;0.0;;0.0;0.1;0.2;0.1;0.0;
6920;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Gelderland (COR);2004;0.3;;0.0;0.0;;0.0;;;0.0;;0.0;0.0;0.1;0.0;0.0;0.2;0.1;0.1;;;;;;;;;;;;
6921;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Gelderland (COR);2006;1.0;;;0.2;;0.1;;;0.1;;0.2;0.0;0.0;0.0;0.0;0.4;0.3;0.3;0.0;0.5;0.4;0.2;0.0;;0.0;0.5;0.3;0.2;0.0;
6922;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zuidwest-Gelderland (COR);2008;1.3;;;0.3;;0.1;;;0.0;;0.2;0.1;0.0;0.1;0.0;0.3;0.6;0.4;0.0;0.2;0.6;0.5;0.0;;0.1;0.4;0.5;0.3;0.0;
6923;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Utrecht (COR);2000;9.7;0.2;0.0;0.8;;;1.9;0.5;0.2;0.5;2.9;0.2;0.3;1.1;0.3;2.0;3.8;3.9;0.3;1.7;4.2;2.5;0.9;0.1;0.4;2.4;3.6;2.4;0.8;0.1
6924;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Utrecht (COR);2001;7.7;0.1;0.0;0.6;;;1.5;0.1;0.1;0.5;2.0;0.3;0.4;0.7;0.3;1.7;2.4;3.6;0.3;1.6;3.5;2.0;0.2;0.0;0.5;1.2;3.6;1.8;0.5;0.0
6925;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Utrecht (COR);2002;3.4;0.0;0.0;0.2;;;0.7;0.0;0.1;0.1;1.0;0.1;0.2;0.4;0.1;1.2;1.0;1.2;0.0;0.8;1.7;0.7;0.2;;0.3;0.6;1.7;0.7;0.2;
6926;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Utrecht (COR);2003;1.5;0.0;0.0;0.1;;;0.3;0.0;0.0;0.1;0.5;0.1;0.0;0.2;0.0;0.5;0.4;0.6;0.0;0.3;0.6;0.6;0.1;;0.1;0.1;0.6;0.6;0.1;
6927;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Utrecht (COR);2004;2.0;0.0;0.0;0.2;;;0.2;0.0;0.0;0.1;1.2;0.0;0.0;0.1;0.0;0.7;0.5;0.8;;;;;;;;;;;;
6928;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Utrecht (COR);2006;6.1;0.0;;0.3;;;0.8;0.2;0.2;0.5;2.4;0.1;0.1;0.2;0.3;0.6;2.6;2.9;0.1;0.6;2.2;2.9;0.3;;0.2;1.0;2.4;2.2;0.2;
6929;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Utrecht (COR);2008;10.5;0.1;;0.8;;;1.7;0.5;0.5;0.8;3.2;0.5;0.2;1.3;0.2;2.6;3.3;4.6;0.1;1.2;4.6;3.7;0.8;;0.4;2.2;4.4;3.1;0.4;
6930;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Kop van Noord-Holland (COR);2000;1.3;;;0.2;;0.2;0.3;0.0;0.1;0.0;0.0;0.0;;0.2;0.0;0.5;0.4;0.4;0.0;0.4;0.7;0.1;0.0;0.0;0.1;0.3;0.7;0.1;0.0;0.0
6931;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Kop van Noord-Holland (COR);2001;1.4;;;0.3;;0.3;0.2;0.1;0.0;0.0;0.3;0.1;;0.1;0.0;0.7;0.4;0.3;0.2;0.6;0.4;0.1;0.1;0.0;0.1;0.6;0.5;0.1;0.1;0.0
6932;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Kop van Noord-Holland (COR);2002;0.5;;;0.0;;0.0;0.1;0.1;0.0;0.0;0.1;0.0;;0.1;0.0;0.3;0.1;0.1;0.0;0.2;0.1;0.1;0.0;;0.0;0.3;0.1;0.1;0.0;
6933;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Kop van Noord-Holland (COR);2003;0.2;;;0.1;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.2;0.0;0.0;;0.0;0.0;0.1;0.1;0.0;
6934;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Kop van Noord-Holland (COR);2004;0.2;;;0.0;;0.1;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.1;0.0;0.1;;;;;;;;;;;;
6935;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Kop van Noord-Holland (COR);2006;1.0;;;0.1;;0.3;0.2;0.0;0.0;0.0;0.2;0.0;;0.1;0.1;0.2;0.5;0.2;0.0;0.0;0.5;0.3;0.0;;0.0;0.4;0.4;0.1;0.1;
6936;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Kop van Noord-Holland (COR);2008;1.3;;;0.2;;0.1;0.3;0.1;0.0;0.1;0.2;0.1;;0.1;0.0;0.7;0.1;0.5;0.2;0.3;0.4;0.4;0.0;;0.2;0.3;0.5;0.1;0.2;
6937;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Alkmaar en omgeving (COR);2000;1.0;;;0.2;;0.1;0.1;0.0;0.1;0.0;0.1;0.0;;0.1;0.0;0.3;0.3;0.4;0.0;0.4;0.3;0.1;0.1;0.0;0.0;0.4;0.2;0.2;0.0;0.0
6938;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Alkmaar en omgeving (COR);2001;1.1;;;0.2;;0.0;0.1;0.0;0.0;0.1;0.1;0.0;;0.3;0.0;0.4;0.0;0.6;0.0;0.4;0.4;0.2;0.0;0.0;0.1;0.4;0.4;0.1;0.0;0.0
6939;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Alkmaar en omgeving (COR);2002;0.2;;;0.0;;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.1;0.1;0.0;0.1;0.0;0.0;0.2;0.1;0.0;;0.0;0.1;0.1;0.0;0.0;
6940;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Alkmaar en omgeving (COR);2003;0.2;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
6941;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Alkmaar en omgeving (COR);2004;0.2;;;0.0;;0.0;0.0;0.0;0.1;0.0;0.0;0.0;;0.0;0.0;0.1;0.0;0.1;;;;;;;;;;;;
6942;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Alkmaar en omgeving (COR);2006;1.0;;;0.0;;0.2;0.1;0.1;0.0;0.2;0.2;0.0;;0.1;0.2;0.3;0.4;0.3;0.0;0.1;0.3;0.5;0.1;;0.0;0.2;0.5;0.3;0.0;
6943;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Alkmaar en omgeving (COR);2008;1.3;;;0.2;;0.1;0.2;0.0;0.0;0.3;0.2;0.0;;0.2;0.0;0.4;0.2;0.6;0.1;0.2;0.3;0.6;0.1;;0.1;0.3;0.4;0.4;0.0;
6944;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;IJmond (COR);2000;1.1;;;0.2;;0.4;0.4;0.0;0.0;0.0;0.1;0.0;;0.1;0.0;0.6;0.4;0.2;0.0;0.5;0.5;0.1;0.0;0.0;0.1;0.4;0.6;0.1;0.0;0.0
6945;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;IJmond (COR);2001;1.4;;;0.1;;0.3;0.7;0.0;0.0;0.0;0.1;0.0;;0.2;0.0;0.2;0.4;0.8;0.0;0.9;0.4;0.1;0.0;0.0;0.6;0.2;0.5;0.1;0.0;0.0
6946;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;IJmond (COR);2002;0.3;;;0.1;;0.0;0.0;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.2;0.0;0.1;0.0;0.2;0.0;0.0;0.0;;0.0;0.2;0.0;0.0;0.0;
6947;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;IJmond (COR);2003;0.3;;;0.1;;0.1;0.0;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.2;0.0;0.1;0.0;0.1;0.2;0.0;0.0;;0.0;0.1;0.2;0.0;0.0;
6948;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;IJmond (COR);2004;0.1;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.1;0.0;;;;;;;;;;;;
6949;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;IJmond (COR);2006;0.8;;;0.4;;0.1;0.1;;;0.0;0.2;0.0;;0.0;0.0;0.3;0.2;0.3;0.0;0.2;0.3;0.3;0.0;;0.0;0.1;0.5;0.2;0.0;
6950;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;IJmond (COR);2008;0.8;;;0.3;;0.1;0.0;0.0;0.0;0.0;0.1;0.0;;0.1;0.1;0.1;0.3;0.4;0.0;0.1;0.4;0.2;0.0;;0.0;0.2;0.3;0.2;0.0;
6951;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Agglomeratie Haarlem (COR);2000;1.6;;;0.1;;0.0;0.3;0.4;0.1;0.0;0.2;0.1;;0.3;0.0;0.6;0.4;0.6;0.1;0.7;0.6;0.2;0.0;0.0;0.2;0.5;0.6;0.2;0.0;0.0
6952;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Agglomeratie Haarlem (COR);2001;1.3;;;0.1;;0.0;0.2;0.2;0.0;0.0;0.3;0.0;;0.4;0.0;0.3;0.4;0.6;0.2;0.3;0.6;0.2;0.0;0.0;0.2;0.4;0.5;0.2;0.1;0.0
6953;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Agglomeratie Haarlem (COR);2002;0.4;;;0.1;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.2;0.0;0.2;0.1;0.1;0.0;0.1;0.3;0.0;0.0;;0.0;0.0;0.3;0.0;0.0;
6954;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Agglomeratie Haarlem (COR);2003;0.1;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.1;0.0;
6955;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Agglomeratie Haarlem (COR);2004;0.1;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.1;0.1;0.0;0.0;;;;;;;;;;;;
6956;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Agglomeratie Haarlem (COR);2006;0.5;;;0.0;;0.0;0.2;0.0;0.0;;0.1;0.0;;0.0;0.0;0.2;0.1;0.2;0.0;0.2;0.2;0.1;0.0;;0.0;0.2;0.2;0.1;0.0;
6957;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Agglomeratie Haarlem (COR);2008;2.1;;;0.1;;0.0;0.2;0.0;0.0;0.4;0.9;0.0;;0.4;0.0;1.0;0.4;0.7;0.0;0.1;1.0;0.8;0.2;;0.0;0.2;1.0;0.8;0.1;
6958;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zaanstreek (COR);2000;1.9;;;0.4;;0.2;1.0;0.0;0.0;0.0;0.2;0.0;;0.1;0.0;0.6;0.3;1.0;0.1;1.1;0.4;0.3;0.1;0.0;0.1;0.9;0.5;0.2;0.1;0.0
6959;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zaanstreek (COR);2001;0.5;;;0.2;;0.1;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.1;0.2;0.2;0.0;0.2;0.2;0.1;0.0;0.0;0.1;0.2;0.2;0.1;0.0;0.0
6960;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zaanstreek (COR);2002;0.1;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
6961;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zaanstreek (COR);2003;0.1;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
6962;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zaanstreek (COR);2004;0.1;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.1;;;;;;;;;;;;
6963;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zaanstreek (COR);2006;0.6;;;0.1;;0.2;0.0;;0.1;;0.0;0.0;;0.0;0.0;0.2;0.1;0.2;0.0;0.2;0.3;0.1;0.0;;0.0;0.2;0.3;0.0;0.0;
6964;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Zaanstreek (COR);2008;0.9;;;0.1;;0.1;0.1;0.1;0.0;0.0;0.3;0.1;;0.1;0.0;0.1;0.4;0.4;0.0;0.1;0.4;0.4;0.0;;0.0;0.1;0.5;0.2;0.0;
6965;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Groot-Amsterdam (COR);2000;10.9;;;1.0;;0.7;2.0;0.8;0.7;0.7;2.8;0.4;;1.2;0.3;2.7;3.4;4.8;0.5;2.6;4.4;2.6;0.8;0.0;0.9;2.8;4.4;2.2;0.7;0.0
6966;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Groot-Amsterdam (COR);2001;9.2;;;0.7;;0.5;1.7;0.4;0.5;0.3;2.0;0.2;;2.1;0.5;2.3;2.8;4.1;0.6;2.2;3.8;2.2;0.5;0.1;0.9;1.9;3.6;2.1;0.6;0.1
6967;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Groot-Amsterdam (COR);2002;3.9;;;0.2;;0.2;0.6;0.1;0.1;0.1;1.2;0.3;;0.9;0.2;1.4;0.8;1.8;0.1;0.6;1.5;1.3;0.3;;0.2;0.6;1.7;1.0;0.5;
6968;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Groot-Amsterdam (COR);2003;2.3;;;0.1;;0.0;0.3;0.0;0.1;0.2;0.8;0.1;;0.6;0.1;0.6;0.5;1.1;0.0;0.2;1.0;0.9;0.2;;0.0;0.2;1.0;0.9;0.2;
6969;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Groot-Amsterdam (COR);2004;3.1;;;0.1;;0.1;0.3;0.2;0.1;0.4;1.4;0.1;;0.3;0.2;0.8;1.1;1.3;;;;;;;;;;;;
6970;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Groot-Amsterdam (COR);2006;6.7;;;0.2;;0.5;0.9;0.3;0.4;0.3;2.8;0.2;;0.6;0.3;1.2;2.5;2.9;0.3;1.0;2.4;2.2;0.7;;0.2;1.0;2.9;2.1;0.5;
6971;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Groot-Amsterdam (COR);2008;10.4;;;0.7;;0.5;1.5;0.3;0.5;0.8;3.4;0.2;;1.8;0.2;2.4;3.3;4.7;0.4;1.7;3.7;3.9;0.7;;0.6;1.9;4.7;2.8;0.3;
6972;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Het Gooi en Vechtstreek (COR);2000;2.1;0.0;0.0;0.3;;;0.3;0.0;0.1;0.0;0.5;0.0;0.1;0.2;0.3;0.5;0.8;0.8;0.1;0.6;0.8;0.6;0.1;0.0;0.2;0.5;0.7;0.6;0.1;0.0
6973;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Het Gooi en Vechtstreek (COR);2001;1.4;0.0;0.0;0.3;;;0.2;0.0;0.0;0.0;0.3;0.1;0.1;0.1;0.2;0.4;0.5;0.4;0.1;0.3;0.6;0.4;0.1;0.0;0.1;0.2;0.7;0.3;0.0;0.0
6974;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Het Gooi en Vechtstreek (COR);2002;0.6;0.0;0.0;0.1;;;0.2;0.0;0.0;0.1;0.0;0.0;0.1;0.1;0.0;0.3;0.1;0.2;0.0;0.1;0.3;0.1;0.1;;0.0;0.1;0.3;0.1;0.1;
6975;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Het Gooi en Vechtstreek (COR);2003;0.2;0.0;0.0;0.0;;;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.1;0.1;0.1;0.0;;0.0;0.1;0.1;0.1;0.0;
6976;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Het Gooi en Vechtstreek (COR);2004;0.4;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.2;0.1;0.1;;;;;;;;;;;;
6977;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Het Gooi en Vechtstreek (COR);2006;1.0;0.0;;0.1;;;0.0;0.0;0.1;0.0;0.6;0.0;0.0;0.0;0.1;0.3;0.3;0.4;0.0;0.1;0.2;0.7;0.0;;0.0;0.1;0.2;0.7;0.0;
6978;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Het Gooi en Vechtstreek (COR);2008;2.3;0.0;;0.1;;;0.2;0.1;0.0;0.1;1.2;0.1;0.0;0.2;0.1;0.2;1.1;1.0;0.1;0.2;0.5;1.4;0.1;;0.1;0.4;0.6;1.0;0.2;
6979;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Agglom. Leiden en Bollenstreek (COR);2000;2.7;0.0;;0.2;;0.5;1.0;0.0;0.2;0.0;0.4;0.1;0.1;0.3;0.1;0.8;0.8;1.2;0.3;1.2;0.8;0.4;0.1;0.0;0.3;1.2;0.8;0.3;0.1;0.0
6980;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Agglom. Leiden en Bollenstreek (COR);2001;3.0;0.3;;0.5;;0.3;0.4;0.3;;0.1;0.6;0.1;0.0;0.2;0.0;1.0;1.5;0.6;0.4;1.0;1.1;0.4;0.1;0.0;0.2;1.5;0.9;0.4;0.1;0.0
6981;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Agglom. Leiden en Bollenstreek (COR);2002;0.8;0.0;;0.2;;0.1;0.2;0.0;;0.0;0.0;0.1;0.0;0.2;0.0;0.3;0.3;0.3;0.1;0.2;0.2;0.3;0.1;;0.0;0.3;0.2;0.2;0.1;
6982;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Agglom. Leiden en Bollenstreek (COR);2003;0.4;0.0;;0.1;;0.0;0.1;0.0;;0.0;0.0;0.0;0.0;0.1;0.0;0.2;0.1;0.1;0.1;0.0;0.1;0.0;0.0;;0.0;0.2;0.1;0.0;0.0;
6983;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Agglom. Leiden en Bollenstreek (COR);2004;0.7;0.1;;0.1;;0.1;0.1;0.0;;0.0;0.2;0.0;0.0;0.1;0.0;0.4;0.1;0.1;;;;;;;;;;;;
6984;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Agglom. Leiden en Bollenstreek (COR);2006;1.8;0.1;;0.4;;0.2;0.5;0.1;;0.0;0.2;0.1;0.1;0.2;0.0;0.8;0.7;0.4;0.1;0.3;1.0;0.3;0.1;;0.0;0.7;0.7;0.4;0.1;
6985;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Agglom. Leiden en Bollenstreek (COR);2008;1.9;0.0;;0.2;;0.2;0.3;0.2;;0.0;0.4;0.1;0.1;0.5;0.0;0.5;0.7;0.7;0.1;0.3;0.7;0.7;0.2;;0.2;0.3;0.9;0.4;0.2;
6986;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Agglomeratie 's-Gravenhage (COR);2000;4.5;0.0;;0.3;;0.5;1.0;0.1;0.3;0.0;1.1;0.4;0.1;0.5;0.2;0.6;0.9;3.1;0.2;0.9;1.8;1.0;0.7;0.0;0.3;1.0;1.8;0.8;0.6;0.0
6987;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Agglomeratie 's-Gravenhage (COR);2001;4.5;0.0;;0.1;;0.5;0.4;0.0;;0.1;1.2;0.9;0.2;0.8;0.1;0.6;0.8;3.1;0.1;0.5;2.5;1.2;0.3;0.0;0.2;0.5;2.3;1.1;0.4;0.0
6988;Totaal bedrijven en instellingen;Moeilijk vervulbare vacatures;Agglomeratie 's-Gravenhage (COR);2002;1.1;0.1;;0.1;;0.0;0.2;0.0;;0.0;0.2;0.1;0.0;0.3;0.1;0.2;0.3;0.6;0.0;0.4;0.4;0.2;0.1;;0.0;0.3;0.5;0.2;0.1;
