ID;Bedrijfsklassen;BewerkingsEnVerwerkingsmethoden;Perioden;TotaalBedrijfsafvalstoffen_1;TotaalNietChemischAfval_2;Metaalafval_3;TotaalNietMetaalafval_4;Glas_5;PapierKarton_6;KunststoffenRubber_7;Hout_8;TextielLeder_9;DierlijkPlantaardigAfval_10;GemengdAfval_11;Slib_12;MineralenSteenachtigAfval_13;OverigNietChemischAfval_14;ChemischAfval_15;TotaalHergebruikEnEindverwerking_16;TotaalHergebruik_17;InzetAlsBrandstof_18;OverigHergebruik_19;TotaalEindverwerking_20;Verbranden_21;Storten_22;ScheidenAchteraf_23;k_1OfMeerWerknemers_24;k_1Tot10Werknemers_25;k_10Tot20Werknemers_26;k_20Tot50Werknemers_27;k_50Tot100Werknemers_28;k_100Tot200Werknemers_29;k_200Tot500Werknemers_30;k_500OfMeerWerknemers_31
115;1560b  Meel-, diervoeder- en overige ..;Hergebruik;2007;2046;1974;6;48;1;36;6;5;0;1293;14;86;527;0;72;2046;2046;61;1985;0;0;0;0;2046;;;;;;;
116;1560b  Meel-, diervoeder- en overige ..;Eindverwerking;2004;198;196;0;1;0;1;0;0;0;25;94;14;62;0;1;198;0;0;0;198;61;80;57;198;26.0;18.0;10.0;15.0;18.0;35.0;75.0
117;1560b  Meel-, diervoeder- en overige ..;Eindverwerking;2005;200;199;0;1;0;1;0;0;0;26;95;14;63;0;1;200;0;0;0;200;62;80;57;200;;;;;;;
118;1560b  Meel-, diervoeder- en overige ..;Eindverwerking;2006;191;191;0;0;0;0;0;0;0;46;61;18;66;0;0;191;0;0;0;191;72;109;10;191;12.0;8.0;7.0;5.0;15.0;68.0;76.0
119;1560b  Meel-, diervoeder- en overige ..;Eindverwerking;2007;189;189;0;0;0;0;0;0;0;44;64;19;61;0;0;189;0;0;0;189;76;103;10;189;;;;;;;
120;159 Vervaardiging van dranken;Totaal hergebruik en eindverwerking;2004;729;728;1;38;21;11;6;1;0;537;126;26;0;0;1;729;712;0;712;16;11;4;1;729;7.0;4.0;28.0;6.0;223.0;1.0;459.0
121;159 Vervaardiging van dranken;Totaal hergebruik en eindverwerking;2005;736;735;1;39;22;11;6;1;0;570;104;20;0;0;1;736;719;0;719;17;12;4;1;736;;;;;;;
122;159 Vervaardiging van dranken;Totaal hergebruik en eindverwerking;2006;755;754;2;35;20;10;5;0;0;614;91;12;0;0;1;755;743;0;743;12;9;2;0;755;5.0;3.0;4.0;7.0;213.0;6.0;517.0
123;159 Vervaardiging van dranken;Totaal hergebruik en eindverwerking;2007;761;760;2;36;20;10;5;0;0;621;91;10;0;0;1;761;751;0;751;10;8;2;0;761;;;;;;;
124;159 Vervaardiging van dranken;Hergebruik;2004;712;712;1;38;21;11;6;0;0;535;120;18;0;0;1;712;712;0;712;0;0;0;0;712;7.0;4.0;28.0;4.0;223.0;1.0;447.0
125;159 Vervaardiging van dranken;Hergebruik;2005;719;718;1;39;22;11;6;0;0;568;99;11;0;0;1;719;719;0;719;0;0;0;0;719;;;;;;;
126;159 Vervaardiging van dranken;Hergebruik;2006;743;742;2;35;20;10;5;0;0;612;85;8;0;0;1;743;743;0;743;0;0;0;0;743;4.0;2.0;4.0;5.0;212.0;6.0;510.0
127;159 Vervaardiging van dranken;Hergebruik;2007;751;750;2;36;20;10;5;0;0;619;85;8;0;0;1;751;751;0;751;0;0;0;0;751;;;;;;;
128;159 Vervaardiging van dranken;Eindverwerking;2004;16;16;0;0;0;0;0;0;0;2;5;9;0;0;0;16;0;0;0;16;11;4;1;16;1.0;0.0;1.0;2.0;1.0;0.0;12.0
129;159 Vervaardiging van dranken;Eindverwerking;2005;17;17;0;0;0;0;0;0;0;2;6;9;0;0;0;17;0;0;0;17;12;4;1;17;;;;;;;
130;159 Vervaardiging van dranken;Eindverwerking;2006;12;12;0;0;0;0;0;0;0;2;6;4;0;0;0;12;0;0;0;12;9;2;0;12;1.0;0.0;0.0;2.0;1.0;0.0;7.0
131;159 Vervaardiging van dranken;Eindverwerking;2007;10;10;0;0;0;0;0;0;0;2;6;2;0;0;0;10;0;0;0;10;8;2;0;10;;;;;;;
132;16 Verwerking van tabak;Totaal hergebruik en eindverwerking;2004;25;23;0;14;0;13;0;1;0;5;4;0;0;0;0;25;21;1;20;5;4;0;1;25;0.0;0.0;0.0;0.0;0.0;2.0;21.0
133;16 Verwerking van tabak;Totaal hergebruik en eindverwerking;2005;24;24;0;14;0;13;0;1;0;5;4;0;0;0;0;24;20;1;19;4;4;0;1;24;;;;;;;
134;16 Verwerking van tabak;Totaal hergebruik en eindverwerking;2006;22;22;1;15;0;13;0;1;0;3;3;0;0;0;0;22;19;1;18;3;2;0;0;22;0.0;0.0;0.0;0.0;0.0;2.0;19.0
135;16 Verwerking van tabak;Totaal hergebruik en eindverwerking;2007;21;21;1;15;0;13;0;1;0;3;3;0;0;0;0;21;19;1;17;3;2;0;0;21;;;;;;;
136;16 Verwerking van tabak;Hergebruik;2004;21;19;0;14;0;13;0;1;0;5;0;0;0;0;0;21;21;1;20;0;0;0;0;21;0.0;0.0;0.0;0.0;0.0;2.0;18.0
137;16 Verwerking van tabak;Hergebruik;2005;20;20;0;14;0;13;0;1;0;5;0;0;0;0;0;20;20;1;19;0;0;0;0;20;;;;;;;
138;16 Verwerking van tabak;Hergebruik;2006;19;19;1;15;0;13;0;1;0;3;0;0;0;0;0;19;19;1;18;0;0;0;0;19;0.0;0.0;0.0;0.0;0.0;2.0;17.0
139;16 Verwerking van tabak;Hergebruik;2007;19;19;1;15;0;13;0;1;0;3;0;0;0;0;0;19;19;1;17;0;0;0;0;19;;;;;;;
140;16 Verwerking van tabak;Eindverwerking;2004;5;5;0;0;0;0;0;0;0;1;4;0;0;0;0;5;0;0;0;5;4;0;1;5;0.0;0.0;0.0;0.0;0.0;0.0;3.0
141;16 Verwerking van tabak;Eindverwerking;2005;4;4;0;0;0;0;0;0;0;1;4;0;0;0;0;4;0;0;0;4;4;0;1;4;;;;;;;
142;16 Verwerking van tabak;Eindverwerking;2006;3;3;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;3;2;0;0;3;0.0;0.0;0.0;0.0;0.0;0.0;2.0
143;16 Verwerking van tabak;Eindverwerking;2007;3;3;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;3;2;0;0;3;;;;;;;
144;1700a Textiel, kleding en ..;Totaal hergebruik en eindverwerking;2004;72;67;1;54;0;5;4;9;37;0;12;0;0;0;4;72;27;3;24;46;37;8;1;72;18.0;6.0;14.0;13.0;12.0;8.0;0.0
145;1700a Textiel, kleding en ..;Totaal hergebruik en eindverwerking;2005;77;66;1;53;0;5;3;9;36;0;12;0;0;0;11;77;28;3;25;49;36;13;1;77;;;;;;;
146;1700a Textiel, kleding en ..;Totaal hergebruik en eindverwerking;2006;81;72;1;58;0;9;1;4;45;0;12;0;0;0;9;81;31;3;28;50;44;1;4;81;33.0;16.0;3.0;4.0;15.0;8.0;0.0
147;1700a Textiel, kleding en ..;Totaal hergebruik en eindverwerking;2007;83;70;1;57;0;9;1;4;43;0;12;0;0;0;12;83;32;3;29;51;45;1;4;83;;;;;;;
148;1700a Textiel, kleding en ..;Hergebruik;2004;27;25;1;24;0;5;3;9;7;0;0;0;0;0;1;27;27;3;24;0;0;0;0;27;0.0;0.0;3.0;10.0;6.0;6.0;0.0
149;1700a Textiel, kleding en ..;Hergebruik;2005;28;24;1;23;0;5;3;8;6;0;0;0;0;0;3;28;28;3;25;0;0;0;0;28;;;;;;;
150;1700a Textiel, kleding en ..;Hergebruik;2006;31;30;1;27;0;9;1;4;14;0;1;0;0;0;1;31;31;3;28;0;0;0;0;31;6.0;2.0;2.0;3.0;11.0;7.0;0.0
151;1700a Textiel, kleding en ..;Hergebruik;2007;32;31;1;28;0;9;1;4;14;0;1;0;0;0;1;32;32;3;29;0;0;0;0;32;;;;;;;
152;1700a Textiel, kleding en ..;Eindverwerking;2004;46;42;0;30;0;0;0;0;30;0;12;0;0;0;3;46;0;0;0;46;37;8;1;46;18.0;6.0;11.0;2.0;6.0;2.0;0.0
153;1700a Textiel, kleding en ..;Eindverwerking;2005;49;42;0;30;0;0;0;0;29;0;12;0;0;0;8;49;0;0;0;49;36;13;1;49;;;;;;;
154;1700a Textiel, kleding en ..;Eindverwerking;2006;50;42;0;31;0;0;0;0;31;0;11;0;0;0;8;50;0;0;0;50;44;1;4;50;27.0;15.0;1.0;1.0;4.0;1.0;0.0
155;1700a Textiel, kleding en ..;Eindverwerking;2007;51;40;0;29;0;0;0;0;28;0;11;0;0;0;11;51;0;0;0;51;45;1;4;51;;;;;;;
156;20 Houtindustrie en vervaardiging van ..;Totaal hergebruik en eindverwerking;2004;237;236;1;216;1;3;1;212;0;0;18;0;1;0;0;237;203;65;138;34;21;9;4;237;61.0;37.0;66.0;40.0;11.0;22.0;0.0
157;20 Houtindustrie en vervaardiging van ..;Totaal hergebruik en eindverwerking;2005;247;247;1;225;1;3;1;221;0;0;19;0;2;0;0;247;212;69;143;35;22;9;4;247;;;;;;;
158;20 Houtindustrie en vervaardiging van ..;Totaal hergebruik en eindverwerking;2006;260;260;2;233;0;4;1;228;0;2;17;0;7;0;0;260;234;83;151;26;22;3;1;260;45.0;28.0;102.0;42.0;30.0;14.0;0.0
159;20 Houtindustrie en vervaardiging van ..;Totaal hergebruik en eindverwerking;2007;264;264;2;237;0;4;1;232;0;2;17;0;7;0;0;264;238;87;151;26;22;4;1;264;;;;;;;
160;20 Houtindustrie en vervaardiging van ..;Hergebruik;2004;203;202;1;201;1;3;1;198;0;0;0;0;0;0;0;203;203;65;138;0;0;0;0;203;52.0;32.0;60.0;30.0;9.0;19.0;0.0
161;20 Houtindustrie en vervaardiging van ..;Hergebruik;2005;212;212;1;210;1;3;1;206;0;0;0;0;0;0;0;212;212;69;143;0;0;0;0;212;;;;;;;
162;20 Houtindustrie en vervaardiging van ..;Hergebruik;2006;234;234;2;227;0;4;1;222;0;1;0;0;5;0;0;234;234;83;151;0;0;0;0;234;35.0;22.0;98.0;39.0;28.0;12.0;0.0
163;20 Houtindustrie en vervaardiging van ..;Hergebruik;2007;238;238;2;231;0;4;1;226;0;1;0;0;5;0;0;238;238;87;151;0;0;0;0;238;;;;;;;
164;20 Houtindustrie en vervaardiging van ..;Eindverwerking;2004;34;33;0;14;0;0;0;14;0;0;18;0;1;0;0;34;0;0;0;34;21;9;4;34;9.0;5.0;6.0;10.0;1.0;3.0;0.0
165;20 Houtindustrie en vervaardiging van ..;Eindverwerking;2005;35;35;0;15;0;0;0;15;0;0;19;0;1;0;0;35;0;0;0;35;22;9;4;35;;;;;;;
166;20 Houtindustrie en vervaardiging van ..;Eindverwerking;2006;26;26;0;6;0;0;0;6;0;0;17;0;2;0;0;26;0;0;0;26;22;3;1;26;10.0;6.0;4.0;2.0;2.0;2.0;0.0
167;20 Houtindustrie en vervaardiging van ..;Eindverwerking;2007;26;26;0;6;0;0;0;6;0;0;17;0;1;0;0;26;0;0;0;26;22;4;1;26;;;;;;;
168;"DE VV pulp, papier en papierwaren; ..";Totaal hergebruik en eindverwerking;2004;1182;985;12;637;0;594;15;26;0;1;201;134;0;0;197;1182;1067;255;812;116;45;27;44;1182;50.0;29.0;110.0;101.0;159.0;450.0;283.0
169;"DE VV pulp, papier en papierwaren; ..";Totaal hergebruik en eindverwerking;2005;1153;967;12;632;0;591;15;26;0;1;205;112;5;0;185;1153;1033;288;744;120;44;32;44;1153;;;;;;;
170;"DE VV pulp, papier en papierwaren; ..";Totaal hergebruik en eindverwerking;2006;1167;951;9;651;0;616;18;19;0;3;203;84;0;0;215;1167;1077;280;798;89;47;26;17;1167;54.0;34.0;113.0;94.0;178.0;653.0;40.0
171;"DE VV pulp, papier en papierwaren; ..";Totaal hergebruik en eindverwerking;2007;1168;954;9;657;0;614;18;24;0;3;211;73;0;0;213;1168;1082;291;791;86;43;28;16;1168;;;;;;;
172;"DE VV pulp, papier en papierwaren; ..";Hergebruik;2004;1067;872;11;597;0;560;14;24;0;0;130;134;0;0;195;1067;1067;255;812;0;0;0;0;1067;20.0;13.0;99.0;89.0;150.0;420.0;276.0
173;"DE VV pulp, papier en papierwaren; ..";Hergebruik;2005;1033;851;11;593;0;555;13;25;0;1;134;112;0;0;182;1033;1033;288;744;0;0;0;0;1033;;;;;;;
174;"DE VV pulp, papier en papierwaren; ..";Hergebruik;2006;1077;864;9;647;0;612;18;17;0;0;131;76;0;0;213;1077;1077;280;798;0;0;0;0;1077;43.0;28.0;107.0;88.0;167.0;607.0;38.0
175;"DE VV pulp, papier en papierwaren; ..";Hergebruik;2007;1082;869;9;652;0;611;18;23;0;0;137;70;0;0;212;1082;1082;291;791;0;0;0;0;1082;;;;;;;
176;"DE VV pulp, papier en papierwaren; ..";Eindverwerking;2004;116;111;1;39;0;35;2;2;0;0;71;0;0;0;3;116;0;0;0;116;45;27;44;116;30.0;16.0;11.0;12.0;9.0;30.0;6.0
177;"DE VV pulp, papier en papierwaren; ..";Eindverwerking;2005;120;116;1;39;0;36;2;1;0;0;71;0;5;0;3;120;0;0;0;120;44;32;44;120;;;;;;;
178;"DE VV pulp, papier en papierwaren; ..";Eindverwerking;2006;89;88;0;4;0;4;0;0;0;3;73;8;0;0;2;89;0;0;0;89;47;26;17;89;11.0;6.0;6.0;7.0;10.0;46.0;3.0
179;"DE VV pulp, papier en papierwaren; ..";Eindverwerking;2007;86;85;0;4;0;4;0;0;0;3;75;2;0;0;2;86;0;0;0;86;43;28;16;86;;;;;;;
180;21 VV papier, karton en papier- en ..;Totaal hergebruik en eindverwerking;2004;861;665;8;357;0;321;11;24;0;1;165;134;0;0;197;861;815;255;560;48;17;24;7;861;4.0;5.0;63.0;51.0;115.0;371.0;252.0
181;21 VV papier, karton en papier- en ..;Totaal hergebruik en eindverwerking;2005;837;652;8;357;0;322;11;24;0;1;169;112;5;0;185;837;784;288;496;53;16;30;7;837;;;;;;;
182;21 VV papier, karton en papier- en ..;Totaal hergebruik en eindverwerking;2006;814;598;6;337;0;312;11;15;0;0;172;83;0;0;215;814;758;279;480;55;21;21;14;814;15.0;14.0;64.0;58.0;126.0;520.0;17.0
183;21 VV papier, karton en papier- en ..;Totaal hergebruik en eindverwerking;2007;808;594;6;337;0;305;11;20;0;0;179;72;0;0;213;808;757;290;467;51;16;23;13;808;;;;;;;
184;21 VV papier, karton en papier- en ..;Hergebruik;2004;815;620;8;351;0;319;10;23;0;0;127;134;0;0;195;815;815;255;560;0;0;0;0;815;3.0;4.0;61.0;46.0;109.0;344.0;248.0
185;21 VV papier, karton en papier- en ..;Hergebruik;2005;784;602;8;351;0;317;10;24;0;0;131;112;0;0;182;784;784;288;496;0;0;0;0;784;;;;;;;
186;21 VV papier, karton en papier- en ..;Hergebruik;2006;758;545;6;335;0;310;11;14;0;0;128;76;0;0;213;758;758;279;480;0;0;0;0;758;15.0;14.0;62.0;55.0;119.0;478.0;16.0
187;21 VV papier, karton en papier- en ..;Hergebruik;2007;757;544;6;334;0;303;11;20;0;0;134;70;0;0;212;757;757;290;467;0;0;0;0;757;;;;;;;
188;21 VV papier, karton en papier- en ..;Eindverwerking;2004;48;43;0;5;0;3;1;1;0;0;38;0;0;0;3;48;0;0;0;48;17;24;7;48;1.0;1.0;2.0;4.0;6.0;27.0;4.0
189;21 VV papier, karton en papier- en ..;Eindverwerking;2005;53;50;0;7;0;5;1;1;0;0;38;0;5;0;2;53;0;0;0;53;16;30;7;53;;;;;;;
190;21 VV papier, karton en papier- en ..;Eindverwerking;2006;55;54;0;2;0;2;0;0;0;0;44;7;0;0;2;55;0;0;0;55;21;21;14;55;0.0;0.0;2.0;3.0;6.0;42.0;1.0
191;21 VV papier, karton en papier- en ..;Eindverwerking;2007;51;50;0;2;0;2;0;0;0;0;46;1;0;0;2;51;0;0;0;51;16;23;13;51;;;;;;;
192;211 VV pulp, papier en karton;Totaal hergebruik en eindverwerking;2004;422;295;5;56;0;33;2;20;0;0;145;89;0;0;128;422;394;224;170;29;5;20;4;422;1.0;1.0;2.0;5.0;11.0;178.0;224.0
193;211 VV pulp, papier en karton;Totaal hergebruik en eindverwerking;2005;419;291;5;58;0;35;2;20;0;0;149;74;5;0;128;419;384;249;135;35;5;26;4;419;;;;;;;
194;211 VV pulp, papier en karton;Totaal hergebruik en eindverwerking;2006;387;250;5;50;0;38;2;11;0;0;127;68;0;0;136;387;362;234;129;24;5;12;8;387;6.0;3.0;1.0;6.0;49.0;305.0;17.0
195;211 VV pulp, papier en karton;Totaal hergebruik en eindverwerking;2007;388;254;5;57;0;38;2;17;0;0;135;58;0;0;133;388;362;243;119;26;5;14;8;388;;;;;;;
196;211 VV pulp, papier en karton;Hergebruik;2004;394;267;5;54;0;33;1;20;0;0;119;89;0;0;127;394;394;224;170;0;0;0;0;394;1.0;1.0;2.0;4.0;9.0;157.0;220.0
197;211 VV pulp, papier en karton;Hergebruik;2005;384;257;5;54;0;33;1;20;0;0;123;74;0;0;127;384;384;249;135;0;0;0;0;384;;;;;;;
198;211 VV pulp, papier en karton;Hergebruik;2006;362;226;5;50;0;37;2;11;0;0;105;67;0;0;136;362;362;234;129;0;0;0;0;362;6.0;3.0;1.0;5.0;46.0;286.0;16.0
199;211 VV pulp, papier en karton;Hergebruik;2007;362;228;5;56;0;37;2;17;0;0;112;56;0;0;133;362;362;243;119;0;0;0;0;362;;;;;;;
200;211 VV pulp, papier en karton;Eindverwerking;2004;29;28;0;2;0;1;1;0;0;0;26;0;0;0;1;29;0;0;0;29;5;20;4;29;0.0;0.0;0.0;1.0;2.0;21.0;4.0
201;211 VV pulp, papier en karton;Eindverwerking;2005;35;34;0;3;0;2;1;0;0;0;26;0;5;0;1;35;0;0;0;35;5;26;4;35;;;;;;;
202;211 VV pulp, papier en karton;Eindverwerking;2006;24;24;0;1;0;1;0;0;0;0;22;1;0;0;0;24;0;0;0;24;5;12;8;24;0.0;0.0;0.0;1.0;3.0;19.0;1.0
203;211 VV pulp, papier en karton;Eindverwerking;2007;26;26;0;1;0;1;0;0;0;0;24;1;0;0;0;26;0;0;0;26;5;14;8;26;;;;;;;
204;212 VV papier- en kartonwaren;Totaal hergebruik en eindverwerking;2004;439;370;3;301;0;288;9;4;0;1;20;45;0;0;69;439;421;31;390;19;12;4;3;439;3.0;4.0;61.0;46.0;104.0;193.0;28.0
205;212 VV papier- en kartonwaren;Totaal hergebruik en eindverwerking;2005;418;361;3;299;0;287;9;4;0;1;20;38;0;0;57;418;400;39;361;18;12;4;3;418;;;;;;;
206;212 VV papier- en kartonwaren;Totaal hergebruik en eindverwerking;2006;427;348;1;287;0;274;9;4;0;0;45;15;0;0;79;427;396;45;351;31;16;9;6;427;9.0;11.0;63.0;52.0;77.0;215.0;0.0
207;212 VV papier- en kartonwaren;Totaal hergebruik en eindverwerking;2007;420;340;1;280;0;267;9;3;0;0;44;14;0;0;80;420;395;47;348;25;11;9;5;420;;;;;;;
208;212 VV papier- en kartonwaren;Hergebruik;2004;421;353;3;297;0;286;9;3;0;0;8;45;0;0;68;421;421;31;390;0;0;0;0;421;2.0;3.0;59.0;42.0;100.0;187.0;28.0
209;212 VV papier- en kartonwaren;Hergebruik;2005;400;345;3;296;0;284;9;3;0;0;8;38;0;0;55;400;400;39;361;0;0;0;0;400;;;;;;;
210;212 VV papier- en kartonwaren;Hergebruik;2006;396;319;1;285;0;273;9;3;0;0;23;9;0;0;77;396;396;45;351;0;0;0;0;396;9.0;11.0;61.0;50.0;73.0;192.0;0.0
211;212 VV papier- en kartonwaren;Hergebruik;2007;395;316;1;278;0;266;9;3;0;0;22;14;0;0;79;395;395;47;348;0;0;0;0;395;;;;;;;
212;212 VV papier- en kartonwaren;Eindverwerking;2004;19;15;0;3;0;2;0;1;0;0;12;0;0;0;2;19;0;0;0;19;12;4;3;19;1.0;1.0;2.0;3.0;4.0;6.0;0.0
213;212 VV papier- en kartonwaren;Eindverwerking;2005;18;16;0;3;0;2;0;1;0;0;12;0;0;0;2;18;0;0;0;18;12;4;3;18;;;;;;;
214;212 VV papier- en kartonwaren;Eindverwerking;2006;31;30;0;1;0;1;0;0;0;0;22;6;0;0;2;31;0;0;0;31;16;9;6;31;0.0;0.0;2.0;2.0;3.0;23.0;0.0
215;212 VV papier- en kartonwaren;Eindverwerking;2007;25;24;0;1;0;1;0;0;0;0;22;0;0;0;2;25;0;0;0;25;11;9;5;25;;;;;;;
216;22 Uitgeverijen, drukkerijen en repro;Totaal hergebruik en eindverwerking;2004;321;320;4;280;0;273;4;2;0;0;36;0;0;0;0;321;252;0;252;68;28;3;37;321;46.0;24.0;47.0;50.0;44.0;79.0;31.0
217;22 Uitgeverijen, drukkerijen en repro;Totaal hergebruik en eindverwerking;2005;316;316;4;276;0;269;4;2;0;0;36;0;0;0;0;316;248;0;248;67;28;3;37;316;;;;;;;
218;22 Uitgeverijen, drukkerijen en repro;Totaal hergebruik en eindverwerking;2006;353;353;3;314;0;304;7;4;0;3;31;1;0;0;0;353;319;1;318;34;26;5;3;353;39.0;20.0;49.0;36.0;52.0;133.0;23.0
219;22 Uitgeverijen, drukkerijen en repro;Totaal hergebruik en eindverwerking;2007;360;360;3;320;0;309;7;4;0;3;32;1;0;0;0;360;325;1;324;35;27;5;3;360;;;;;;;
220;22 Uitgeverijen, drukkerijen en repro;Hergebruik;2004;252;252;3;246;0;241;4;1;0;0;3;0;0;0;0;252;252;0;252;0;0;0;0;252;17.0;9.0;38.0;43.0;41.0;76.0;28.0
221;22 Uitgeverijen, drukkerijen en repro;Hergebruik;2005;248;248;3;242;0;237;3;1;0;0;3;0;0;0;0;248;248;0;248;0;0;0;0;248;;;;;;;
222;22 Uitgeverijen, drukkerijen en repro;Hergebruik;2006;319;319;3;312;0;302;7;3;0;0;3;0;0;0;0;319;319;1;318;0;0;0;0;319;28.0;14.0;45.0;33.0;48.0;129.0;22.0
223;22 Uitgeverijen, drukkerijen en repro;Hergebruik;2007;325;325;3;318;0;308;7;3;0;0;3;0;0;0;0;325;325;1;324;0;0;0;0;325;;;;;;;
224;22 Uitgeverijen, drukkerijen en repro;Eindverwerking;2004;68;68;1;34;0;32;1;1;0;0;33;0;0;0;0;68;0;0;0;68;28;3;37;68;29.0;15.0;9.0;8.0;3.0;3.0;2.0
225;22 Uitgeverijen, drukkerijen en repro;Eindverwerking;2005;67;67;1;33;0;32;1;1;0;0;33;0;0;0;0;67;0;0;0;67;28;3;37;67;;;;;;;
226;22 Uitgeverijen, drukkerijen en repro;Eindverwerking;2006;34;34;0;2;0;2;0;0;0;3;29;1;0;0;0;34;0;0;0;34;26;5;3;34;11.0;6.0;4.0;4.0;4.0;4.0;2.0
227;22 Uitgeverijen, drukkerijen en repro;Eindverwerking;2007;35;35;0;2;0;2;0;0;0;3;29;1;0;0;0;35;0;0;0;35;27;5;3;35;;;;;;;
228;23 Aardolie- en steenkoolverwerkende ..;Totaal hergebruik en eindverwerking;2004;486;29;1;1;0;0;0;0;0;0;3;1;23;0;458;486;470;0;470;16;7;8;1;486;0.0;0.0;7.0;1.0;0.0;56.0;421.0
229;23 Aardolie- en steenkoolverwerkende ..;Totaal hergebruik en eindverwerking;2005;522;28;1;1;0;0;0;0;0;0;3;1;23;0;494;522;507;0;507;15;7;8;1;522;;;;;;;
230;23 Aardolie- en steenkoolverwerkende ..;Totaal hergebruik en eindverwerking;2006;447;27;1;1;0;1;0;0;0;1;3;1;21;0;420;447;428;0;428;19;16;1;2;447;0.0;0.0;0.0;1.0;0.0;37.0;408.0
231;23 Aardolie- en steenkoolverwerkende ..;Totaal hergebruik en eindverwerking;2007;489;49;1;1;0;1;0;0;0;1;4;1;42;0;439;489;480;0;480;9;6;1;2;489;;;;;;;
232;23 Aardolie- en steenkoolverwerkende ..;Hergebruik;2004;470;17;1;1;0;0;0;0;0;0;0;0;15;0;453;470;470;0;470;0;0;0;0;470;0.0;0.0;0.0;1.0;0.0;54.0;416.0
233;23 Aardolie- en steenkoolverwerkende ..;Hergebruik;2005;507;18;1;1;0;0;0;0;0;0;0;0;15;0;489;507;507;0;507;0;0;0;0;507;;;;;;;
234;23 Aardolie- en steenkoolverwerkende ..;Hergebruik;2006;428;24;1;1;0;1;0;0;0;1;0;0;21;0;405;428;428;0;428;0;0;0;0;428;0.0;0.0;0.0;1.0;0.0;36.0;391.0
235;23 Aardolie- en steenkoolverwerkende ..;Hergebruik;2007;480;45;1;1;0;1;0;0;0;1;0;0;42;0;434;480;480;0;480;0;0;0;0;480;;;;;;;
236;23 Aardolie- en steenkoolverwerkende ..;Eindverwerking;2004;16;9;0;0;0;0;0;0;0;0;2;0;7;0;5;16;0;0;0;16;7;8;1;16;0.0;0.0;7.0;0.0;0.0;3.0;5.0
237;23 Aardolie- en steenkoolverwerkende ..;Eindverwerking;2005;15;10;0;0;0;0;0;0;0;0;2;0;7;0;5;15;0;0;0;15;7;8;1;15;;;;;;;
238;23 Aardolie- en steenkoolverwerkende ..;Eindverwerking;2006;19;4;0;0;0;0;0;0;0;0;3;0;0;0;15;19;0;0;0;19;16;1;2;19;0.0;0.0;0.0;0.0;0.0;1.0;17.0
239;23 Aardolie- en steenkoolverwerkende ..;Eindverwerking;2007;9;4;0;0;0;0;0;0;0;0;4;0;0;0;5;9;0;0;0;9;6;1;2;9;;;;;;;
240;24 Vervaardiging van chemische producten;Totaal hergebruik en eindverwerking;2004;1156;896;14;66;1;24;33;8;2;111;43;4;658;0;258;1156;909;10;899;247;182;59;6;1156;2.0;2.0;19.0;15.0;39.0;762.0;318.0
241;24 Vervaardiging van chemische producten;Totaal hergebruik en eindverwerking;2005;1164;912;14;67;1;24;33;8;2;113;43;4;671;0;252;1164;932;10;922;232;179;47;6;1164;;;;;;;
242;24 Vervaardiging van chemische producten;Totaal hergebruik en eindverwerking;2006;1215;872;25;51;1;18;22;10;0;63;54;6;669;3;343;1215;934;13;920;281;209;67;4;1215;5.0;4.0;18.0;34.0;83.0;222.0;848.0
243;24 Vervaardiging van chemische producten;Totaal hergebruik en eindverwerking;2007;1225;875;26;52;1;19;23;10;0;68;55;6;665;3;349;1225;939;13;925;286;214;68;4;1225;;;;;;;
244;24 Vervaardiging van chemische producten;Hergebruik;2004;909;810;14;62;1;23;29;7;2;70;7;0;657;0;99;909;909;10;899;0;0;0;0;909;1.0;1.0;16.0;7.0;26.0;652.0;207.0
245;24 Vervaardiging van chemische producten;Hergebruik;2005;932;825;14;62;1;24;29;7;2;72;7;0;670;0;107;932;932;10;922;0;0;0;0;932;;;;;;;
246;24 Vervaardiging van chemische producten;Hergebruik;2006;934;781;25;47;1;18;19;9;0;20;18;2;665;3;153;934;934;13;920;0;0;0;0;934;4.0;3.0;11.0;19.0;74.0;79.0;744.0
247;24 Vervaardiging van chemische producten;Hergebruik;2007;939;783;26;49;0;19;20;9;0;25;18;2;660;3;156;939;939;13;925;0;0;0;0;939;;;;;;;
248;24 Vervaardiging van chemische producten;Eindverwerking;2004;247;87;0;5;0;1;4;0;0;41;37;3;1;0;159;247;0;0;0;247;182;59;6;247;1.0;1.0;3.0;8.0;13.0;110.0;110.0
249;24 Vervaardiging van chemische producten;Eindverwerking;2005;232;88;0;5;0;1;4;0;0;41;37;4;1;0;145;232;0;0;0;232;179;47;6;232;;;;;;;
250;24 Vervaardiging van chemische producten;Eindverwerking;2006;281;90;0;4;0;1;3;0;0;42;36;3;4;0;190;281;0;0;0;281;209;67;4;281;1.0;1.0;7.0;15.0;9.0;143.0;104.0
251;24 Vervaardiging van chemische producten;Eindverwerking;2007;286;92;0;4;0;0;3;0;0;43;37;3;4;0;194;286;0;0;0;286;214;68;4;286;;;;;;;
