ID;Bedrijfsklassen;BewerkingsEnVerwerkingsmethoden;Perioden;TotaalBedrijfsafvalstoffen_1;TotaalNietChemischAfval_2;Metaalafval_3;TotaalNietMetaalafval_4;Glas_5;PapierKarton_6;KunststoffenRubber_7;Hout_8;TextielLeder_9;DierlijkPlantaardigAfval_10;GemengdAfval_11;Slib_12;MineralenSteenachtigAfval_13;OverigNietChemischAfval_14;ChemischAfval_15;TotaalHergebruikEnEindverwerking_16;TotaalHergebruik_17;InzetAlsBrandstof_18;OverigHergebruik_19;TotaalEindverwerking_20;Verbranden_21;Storten_22;ScheidenAchteraf_23;k_1OfMeerWerknemers_24;k_1Tot10Werknemers_25;k_10Tot20Werknemers_26;k_20Tot50Werknemers_27;k_50Tot100Werknemers_28;k_100Tot200Werknemers_29;k_200Tot500Werknemers_30;k_500OfMeerWerknemers_31
252;25 VV producten van rubber en kunststof;Totaal hergebruik en eindverwerking;2004;142;142;2;91;0;16;64;11;0;0;45;0;4;0;0;142;89;12;77;54;41;5;8;142;7.0;8.0;10.0;31.0;32.0;40.0;15.0
253;25 VV producten van rubber en kunststof;Totaal hergebruik en eindverwerking;2005;145;145;2;93;0;16;65;11;0;0;46;0;4;0;0;145;90;12;78;55;42;5;8;145;;;;;;;
254;25 VV producten van rubber en kunststof;Totaal hergebruik en eindverwerking;2006;199;197;6;151;0;31;101;18;0;1;38;0;0;2;2;199;157;19;138;42;15;21;7;199;15.0;15.0;25.0;10.0;51.0;75.0;9.0
255;25 VV producten van rubber en kunststof;Totaal hergebruik en eindverwerking;2007;186;183;6;134;0;30;85;18;0;1;39;0;2;2;2;186;135;12;123;50;20;23;7;186;;;;;;;
256;25 VV producten van rubber en kunststof;Hergebruik;2004;89;89;2;78;0;16;52;10;0;0;5;0;4;0;0;89;89;12;77;0;0;0;0;89;3.0;3.0;4.0;15.0;21.0;33.0;10.0
257;25 VV producten van rubber en kunststof;Hergebruik;2005;90;90;2;80;0;16;53;10;0;0;5;0;4;0;0;90;90;12;78;0;0;0;0;90;;;;;;;
258;25 VV producten van rubber en kunststof;Hergebruik;2006;157;156;6;138;0;29;92;17;0;1;10;0;0;2;1;157;157;19;138;0;0;0;0;157;12.0;12.0;18.0;5.0;45.0;58.0;6.0
259;25 VV producten van rubber en kunststof;Hergebruik;2007;135;135;6;117;0;27;76;13;0;1;10;0;0;2;1;135;135;12;123;0;0;0;0;135;;;;;;;
260;25 VV producten van rubber en kunststof;Eindverwerking;2004;54;53;0;13;0;0;12;1;0;0;40;0;0;0;0;54;0;0;0;54;41;5;8;54;5.0;5.0;6.0;16.0;11.0;7.0;5.0
261;25 VV producten van rubber en kunststof;Eindverwerking;2005;55;54;0;13;0;0;12;1;0;0;41;0;0;0;0;55;0;0;0;55;42;5;8;55;;;;;;;
262;25 VV producten van rubber en kunststof;Eindverwerking;2006;42;41;0;12;0;3;9;1;0;0;28;0;0;0;2;42;0;0;0;42;15;21;7;42;3.0;3.0;6.0;5.0;6.0;16.0;2.0
263;25 VV producten van rubber en kunststof;Eindverwerking;2007;50;49;0;17;0;3;9;5;0;0;29;0;2;0;2;50;0;0;0;50;20;23;7;50;;;;;;;
264;26 VV glas, aardewerk, cement-, kalk- ..;Totaal hergebruik en eindverwerking;2004;844;830;20;28;8;5;4;11;0;2;34;36;709;1;14;844;705;1;704;139;17;80;42;844;109.0;86.0;83.0;111.0;76.0;192.0;187.0
265;26 VV glas, aardewerk, cement-, kalk- ..;Totaal hergebruik en eindverwerking;2005;877;866;21;28;8;5;4;11;0;2;35;38;741;1;12;877;733;1;733;144;18;82;44;877;;;;;;;
266;26 VV glas, aardewerk, cement-, kalk- ..;Totaal hergebruik en eindverwerking;2006;886;872;31;37;17;5;1;13;0;0;37;33;733;2;13;886;743;1;742;143;17;80;46;886;112.0;75.0;136.0;92.0;53.0;179.0;239.0
267;26 VV glas, aardewerk, cement-, kalk- ..;Totaal hergebruik en eindverwerking;2007;872;859;31;36;17;5;1;13;0;0;37;32;721;2;13;872;730;1;729;142;17;79;46;872;;;;;;;
268;26 VV glas, aardewerk, cement-, kalk- ..;Hergebruik;2004;705;694;19;22;3;5;4;9;0;1;3;35;613;1;10;705;705;1;704;0;0;0;0;705;69.0;50.0;68.0;106.0;58.0;174.0;179.0
269;26 VV glas, aardewerk, cement-, kalk- ..;Hergebruik;2005;733;725;20;22;4;5;4;10;0;1;3;37;640;1;9;733;733;1;733;0;0;0;0;733;;;;;;;
270;26 VV glas, aardewerk, cement-, kalk- ..;Hergebruik;2006;743;734;30;27;9;5;1;12;0;0;3;32;642;1;8;743;743;1;742;0;0;0;0;743;95.0;63.0;115.0;58.0;37.0;153.0;222.0
271;26 VV glas, aardewerk, cement-, kalk- ..;Hergebruik;2007;730;722;30;27;9;5;1;12;0;0;3;32;629;1;8;730;730;1;729;0;0;0;0;730;;;;;;;
272;26 VV glas, aardewerk, cement-, kalk- ..;Eindverwerking;2004;139;135;1;6;4;0;0;1;0;0;31;1;96;0;4;139;0;0;0;139;17;80;42;139;40.0;36.0;15.0;5.0;18.0;17.0;8.0
273;26 VV glas, aardewerk, cement-, kalk- ..;Eindverwerking;2005;144;141;1;6;4;0;0;2;0;0;32;1;100;0;3;144;0;0;0;144;18;82;44;144;;;;;;;
274;26 VV glas, aardewerk, cement-, kalk- ..;Eindverwerking;2006;143;138;1;10;8;0;0;1;0;0;35;0;91;1;5;143;0;0;0;143;17;80;46;143;17.0;13.0;21.0;34.0;16.0;26.0;17.0
275;26 VV glas, aardewerk, cement-, kalk- ..;Eindverwerking;2007;142;137;1;9;8;0;0;1;0;0;34;0;91;1;5;142;0;0;0;142;17;79;46;142;;;;;;;
276;DJ VV metalen in primaire vorm en van ..;Totaal hergebruik en eindverwerking;2004;3097;2975;359;38;1;16;6;14;0;1;88;0;2484;5;123;3097;2965;1;2964;130;62;52;16;3097;51.0;39.0;44.0;77.0;111.0;136.0;2639.0
277;DJ VV metalen in primaire vorm en van ..;Totaal hergebruik en eindverwerking;2005;3201;3067;382;37;1;16;6;14;0;1;88;0;2554;5;133;3201;3066;3;3063;134;62;55;17;3201;;;;;;;
278;DJ VV metalen in primaire vorm en van ..;Totaal hergebruik en eindverwerking;2006;2972;2820;432;44;1;24;4;16;0;1;82;0;2258;2;152;2972;2844;5;2839;128;67;58;5;2972;57.0;45.0;81.0;109.0;113.0;142.0;2425.0
279;DJ VV metalen in primaire vorm en van ..;Totaal hergebruik en eindverwerking;2007;3105;2961;450;45;1;24;4;16;0;1;86;0;2377;2;144;3105;3012;5;3007;93;54;34;5;3105;;;;;;;
280;DJ VV metalen in primaire vorm en van ..;Hergebruik;2004;2965;2848;344;36;1;15;6;12;0;0;9;0;2454;5;119;2965;2965;1;2964;0;0;0;0;2965;35.0;28.0;26.0;67.0;87.0;116.0;2606.0
281;DJ VV metalen in primaire vorm en van ..;Hergebruik;2005;3066;2935;366;35;1;15;6;13;0;0;8;0;2521;5;129;3066;3066;3;3063;0;0;0;0;3066;;;;;;;
282;DJ VV metalen in primaire vorm en van ..;Hergebruik;2006;2844;2716;431;41;1;23;3;14;0;0;25;0;2220;0;128;2844;2844;5;2839;0;0;0;0;2844;43.0;34.0;64.0;96.0;99.0;132.0;2377.0
283;DJ VV metalen in primaire vorm en van ..;Hergebruik;2007;3012;2874;449;41;1;23;3;14;0;0;27;0;2356;0;138;3012;3012;5;3007;0;0;0;0;3012;;;;;;;
284;DJ VV metalen in primaire vorm en van ..;Eindverwerking;2004;130;125;15;2;0;0;0;1;0;0;79;0;29;0;5;130;0;0;0;130;62;52;16;130;16.0;12.0;18.0;10.0;23.0;19.0;33.0
285;DJ VV metalen in primaire vorm en van ..;Eindverwerking;2005;134;129;16;1;0;0;0;1;0;0;79;0;33;0;4;134;0;0;0;134;62;55;17;134;;;;;;;
286;DJ VV metalen in primaire vorm en van ..;Eindverwerking;2006;128;104;1;3;0;1;0;2;0;1;56;0;39;2;24;128;0;0;0;128;67;58;5;128;14.0;11.0;16.0;13.0;15.0;9.0;48.0
287;DJ VV metalen in primaire vorm en van ..;Eindverwerking;2007;93;87;1;3;0;1;0;2;0;1;58;0;21;2;6;93;0;0;0;93;54;34;5;93;;;;;;;
288;27 Basismetaalindustrie;Totaal hergebruik en eindverwerking;2004;2702;2580;76;5;0;2;0;2;0;0;17;0;2477;5;122;2702;2653;0;2653;48;11;30;7;2702;9.0;6.0;9.0;18.0;40.0;66.0;2554.0
289;27 Basismetaalindustrie;Totaal hergebruik en eindverwerking;2005;2803;2671;97;5;0;2;0;2;0;0;17;0;2548;5;132;2803;2752;2;2750;51;11;33;7;2803;;;;;;;
290;27 Basismetaalindustrie;Totaal hergebruik en eindverwerking;2006;2524;2377;121;4;0;2;0;2;0;0;15;0;2236;0;147;2524;2460;2;2458;64;26;38;1;2524;6.0;4.0;26.0;29.0;42.0;75.0;2341.0
291;27 Basismetaalindustrie;Totaal hergebruik en eindverwerking;2007;2650;2511;134;4;0;2;0;2;0;0;18;0;2354;0;139;2650;2622;2;2620;28;13;14;1;2650;;;;;;;
292;27 Basismetaalindustrie;Hergebruik;2004;2653;2536;71;5;0;2;0;2;0;0;5;0;2450;5;119;2653;2653;0;2653;0;0;0;0;2653;5.0;4.0;7.0;16.0;36.0;63.0;2522.0
293;27 Basismetaalindustrie;Hergebruik;2005;2752;2623;92;5;0;2;0;2;0;0;5;0;2516;5;129;2752;2752;2;2750;0;0;0;0;2752;;;;;;;
294;27 Basismetaalindustrie;Hergebruik;2006;2460;2334;121;4;0;2;0;2;0;0;8;0;2202;0;126;2460;2460;2;2458;0;0;0;0;2460;3.0;2.0;25.0;29.0;35.0;72.0;2295.0
295;27 Basismetaalindustrie;Hergebruik;2007;2622;2486;134;4;0;2;0;2;0;0;10;0;2338;0;136;2622;2622;2;2620;0;0;0;0;2622;;;;;;;
296;27 Basismetaalindustrie;Eindverwerking;2004;48;44;5;0;0;0;0;0;0;0;12;0;27;0;4;48;0;0;0;48;11;30;7;48;4.0;3.0;2.0;2.0;4.0;3.0;32.0
297;27 Basismetaalindustrie;Eindverwerking;2005;51;49;5;0;0;0;0;0;0;0;12;0;31;0;3;51;0;0;0;51;11;33;7;51;;;;;;;
298;27 Basismetaalindustrie;Eindverwerking;2006;64;43;0;0;0;0;0;0;0;0;7;0;34;0;21;64;0;0;0;64;26;38;1;64;3.0;2.0;1.0;0.0;8.0;3.0;46.0
299;27 Basismetaalindustrie;Eindverwerking;2007;28;25;0;0;0;0;0;0;0;0;8;0;16;0;3;28;0;0;0;28;13;14;1;28;;;;;;;
300;28 VV producten van metaal (geen ..;Totaal hergebruik en eindverwerking;2004;395;395;283;33;1;14;6;12;0;1;71;0;7;0;1;395;312;1;311;82;51;22;9;395;42.0;33.0;35.0;59.0;71.0;70.0;85.0
301;28 VV producten van metaal (geen ..;Totaal hergebruik en eindverwerking;2005;397;396;285;33;1;14;6;12;0;1;71;0;7;0;1;397;314;1;313;83;51;22;10;397;;;;;;;
302;28 VV producten van metaal (geen ..;Totaal hergebruik en eindverwerking;2006;448;443;311;40;1;22;4;14;0;1;67;0;22;2;5;448;384;3;381;64;41;20;4;448;51.0;41.0;55.0;80.0;71.0;67.0;84.0
303;28 VV producten van metaal (geen ..;Totaal hergebruik en eindverwerking;2007;455;450;316;41;1;22;4;14;0;1;68;0;23;2;5;455;390;3;387;65;41;20;4;455;;;;;;;
304;28 VV producten van metaal (geen ..;Hergebruik;2004;312;312;273;31;1;13;6;10;0;0;4;0;4;0;0;312;312;1;311;0;0;0;0;312;30.0;24.0;19.0;51.0;51.0;53.0;84.0
305;28 VV producten van metaal (geen ..;Hergebruik;2005;314;314;274;31;1;13;6;10;0;0;4;0;4;0;0;314;314;1;313;0;0;0;0;314;;;;;;;
306;28 VV producten van metaal (geen ..;Hergebruik;2006;384;382;310;37;1;21;3;12;0;0;17;0;18;0;2;384;384;3;381;0;0;0;0;384;40.0;32.0;39.0;67.0;64.0;60.0;82.0
307;28 VV producten van metaal (geen ..;Hergebruik;2007;390;388;315;37;1;21;3;12;0;0;17;0;18;0;2;390;390;3;387;0;0;0;0;390;;;;;;;
308;28 VV producten van metaal (geen ..;Eindverwerking;2004;82;81;10;2;0;0;0;1;0;0;67;0;2;0;1;82;0;0;0;82;51;22;9;82;12.0;9.0;16.0;8.0;19.0;16.0;1.0
309;28 VV producten van metaal (geen ..;Eindverwerking;2005;83;82;10;2;0;0;0;1;0;0;67;0;2;0;1;83;0;0;0;83;51;22;10;83;;;;;;;
310;28 VV producten van metaal (geen ..;Eindverwerking;2006;64;61;1;3;0;1;0;2;0;1;49;0;5;2;3;64;0;0;0;64;41;20;4;64;11.0;9.0;15.0;13.0;7.0;6.0;2.0
311;28 VV producten van metaal (geen ..;Eindverwerking;2007;65;62;1;3;0;1;0;2;0;1;50;0;5;2;3;65;0;0;0;65;41;20;4;65;;;;;;;
312;29 VV machines en apparaten;Totaal hergebruik en eindverwerking;2004;147;145;69;27;0;15;1;10;0;1;37;0;11;0;3;147;106;2;104;41;28;5;8;147;11.0;9.0;18.0;27.0;34.0;30.0;19.0
313;29 VV machines en apparaten;Totaal hergebruik en eindverwerking;2005;150;147;70;28;0;16;1;11;0;1;37;0;11;0;3;150;108;2;106;42;28;5;8;150;;;;;;;
314;29 VV machines en apparaten;Totaal hergebruik en eindverwerking;2006;142;140;62;29;0;16;2;11;0;1;36;0;11;0;3;142;104;2;102;38;24;12;3;142;7.0;6.0;27.0;22.0;28.0;34.0;18.0
315;29 VV machines en apparaten;Totaal hergebruik en eindverwerking;2007;154;151;67;32;0;18;2;11;0;1;39;0;12;0;3;154;113;2;110;42;26;13;3;154;;;;;;;
316;29 VV machines en apparaten;Hergebruik;2004;106;105;69;26;0;15;1;10;0;0;0;0;10;0;0;106;106;2;104;0;0;0;0;106;5.0;4.0;10.0;22.0;27.0;21.0;16.0
317;29 VV machines en apparaten;Hergebruik;2005;108;108;70;26;0;16;1;10;0;0;0;0;11;0;0;108;108;2;106;0;0;0;0;108;;;;;;;
318;29 VV machines en apparaten;Hergebruik;2006;104;103;62;28;0;16;2;10;0;1;1;0;11;0;1;104;104;2;102;0;0;0;0;104;3.0;2.0;15.0;17.0;24.0;27.0;16.0
319;29 VV machines en apparaten;Hergebruik;2007;113;112;67;30;0;18;2;11;0;1;1;0;12;0;1;113;113;2;110;0;0;0;0;113;;;;;;;
320;29 VV machines en apparaten;Eindverwerking;2004;41;37;0;1;0;0;0;1;0;0;36;0;0;0;3;41;0;0;0;41;28;5;8;41;5.0;4.0;8.0;5.0;7.0;9.0;2.0
321;29 VV machines en apparaten;Eindverwerking;2005;42;39;0;1;0;0;0;1;0;0;37;0;0;0;3;42;0;0;0;42;28;5;8;42;;;;;;;
322;29 VV machines en apparaten;Eindverwerking;2006;38;37;0;1;0;0;0;1;0;0;34;0;0;0;2;38;0;0;0;38;24;12;3;38;5.0;4.0;12.0;4.0;5.0;7.0;2.0
323;29 VV machines en apparaten;Eindverwerking;2007;42;40;0;2;0;0;0;1;0;0;37;0;0;0;2;42;0;0;0;42;26;13;3;42;;;;;;;
324;DL VV elektrische en optische ..;Totaal hergebruik en eindverwerking;2004;110;106;46;29;0;17;4;8;0;0;27;0;3;1;4;110;76;0;76;34;16;12;6;110;15.0;9.0;6.0;8.0;3.0;18.0;50.0
325;DL VV elektrische en optische ..;Totaal hergebruik en eindverwerking;2005;107;103;45;28;0;17;3;8;0;0;26;0;3;1;4;107;75;0;74;33;15;11;6;107;;;;;;;
326;DL VV elektrische en optische ..;Totaal hergebruik en eindverwerking;2006;122;120;35;31;0;15;7;9;1;1;28;0;15;9;2;122;91;1;91;31;20;8;3;122;13.0;9.0;6.0;7.0;4.0;40.0;43.0
327;DL VV elektrische en optische ..;Totaal hergebruik en eindverwerking;2007;132;129;38;34;0;16;7;9;1;1;31;0;17;10;2;132;99;1;98;33;22;8;3;132;;;;;;;
328;DL VV elektrische en optische ..;Hergebruik;2004;76;76;45;27;0;17;3;7;0;0;0;0;3;1;0;76;76;0;76;0;0;0;0;76;10.0;7.0;3.0;5.0;1.0;11.0;38.0
329;DL VV elektrische en optische ..;Hergebruik;2005;75;75;44;26;0;17;3;6;0;0;0;0;3;1;0;75;75;0;74;0;0;0;0;75;;;;;;;
330;DL VV elektrische en optische ..;Hergebruik;2006;91;91;35;31;0;15;7;9;1;1;2;0;15;8;0;91;91;1;91;0;0;0;0;91;10.0;6.0;3.0;3.0;1.0;36.0;32.0
331;DL VV elektrische en optische ..;Hergebruik;2007;99;98;38;33;0;16;7;9;1;1;2;0;17;8;0;99;99;1;98;0;0;0;0;99;;;;;;;
332;DL VV elektrische en optische ..;Eindverwerking;2004;34;30;1;2;0;0;1;1;0;0;27;0;0;0;4;34;0;0;0;34;16;12;6;34;5.0;2.0;3.0;3.0;2.0;7.0;12.0
333;DL VV elektrische en optische ..;Eindverwerking;2005;33;29;1;2;0;0;1;1;0;0;26;0;0;0;4;33;0;0;0;33;15;11;6;33;;;;;;;
334;DL VV elektrische en optische ..;Eindverwerking;2006;31;29;0;1;0;0;0;0;0;0;27;0;0;1;2;31;0;0;0;31;20;8;3;31;4.0;2.0;3.0;4.0;3.0;4.0;11.0
335;DL VV elektrische en optische ..;Eindverwerking;2007;33;31;0;0;0;0;0;0;0;0;29;0;0;1;2;33;0;0;0;33;22;8;3;33;;;;;;;
336;DM Vervaardiging van transportmiddelen;Totaal hergebruik en eindverwerking;2004;190;189;104;25;0;13;2;10;0;0;32;0;28;0;1;190;151;2;149;39;27;2;10;190;12.0;8.0;10.0;4.0;28.0;17.0;111.0
337;DM Vervaardiging van transportmiddelen;Totaal hergebruik en eindverwerking;2005;167;166;85;24;0;13;2;10;0;0;31;0;27;0;1;167;130;2;128;38;26;2;9;167;;;;;;;
338;DM Vervaardiging van transportmiddelen;Totaal hergebruik en eindverwerking;2006;153;143;64;25;0;13;1;10;0;1;50;1;3;0;9;153;112;1;111;40;32;5;3;153;5.0;3.0;12.0;22.0;14.0;28.0;68.0
339;DM Vervaardiging van transportmiddelen;Totaal hergebruik en eindverwerking;2007;156;146;69;26;0;14;1;11;0;1;46;1;4;0;10;156;113;1;113;42;34;5;4;156;;;;;;;
340;DM Vervaardiging van transportmiddelen;Hergebruik;2004;151;149;104;24;0;13;2;10;0;0;1;0;20;0;0;151;151;2;149;0;0;0;0;151;6.0;4.0;6.0;1.0;22.0;13.0;99.0
341;DM Vervaardiging van transportmiddelen;Hergebruik;2005;130;129;85;23;0;13;1;9;0;0;1;0;20;0;0;130;130;2;128;0;0;0;0;130;;;;;;;
342;DM Vervaardiging van transportmiddelen;Hergebruik;2006;112;108;64;22;0;13;0;8;0;0;22;0;1;0;4;112;112;1;111;0;0;0;0;112;0.0;0.0;6.0;14.0;8.0;18.0;66.0
343;DM Vervaardiging van transportmiddelen;Hergebruik;2007;113;109;69;23;0;14;0;8;0;0;17;0;1;0;4;113;113;1;113;0;0;0;0;113;;;;;;;
344;DM Vervaardiging van transportmiddelen;Eindverwerking;2004;39;38;0;0;0;0;0;0;0;0;31;0;7;0;1;39;0;0;0;39;27;2;10;39;6.0;4.0;4.0;3.0;6.0;3.0;12.0
345;DM Vervaardiging van transportmiddelen;Eindverwerking;2005;38;37;0;0;0;0;0;0;0;0;29;0;7;0;1;38;0;0;0;38;26;2;9;38;;;;;;;
346;DM Vervaardiging van transportmiddelen;Eindverwerking;2006;40;35;0;3;0;0;0;3;0;1;27;1;3;0;5;40;0;0;0;40;32;5;3;40;5.0;3.0;6.0;8.0;6.0;10.0;2.0
347;DM Vervaardiging van transportmiddelen;Eindverwerking;2007;42;37;0;3;0;0;0;3;0;1;29;1;3;0;6;42;0;0;0;42;34;5;4;42;;;;;;;
348;"36 VV meubels; vervaardiging van ..";Totaal hergebruik en eindverwerking;2004;270;270;7;162;0;18;2;142;0;37;62;0;1;1;0;270;201;29;172;70;42;9;19;270;87.0;26.0;29.0;21.0;10.0;21.0;76.0
349;"36 VV meubels; vervaardiging van ..";Totaal hergebruik en eindverwerking;2005;269;269;7;161;0;17;2;142;0;37;62;0;1;1;0;269;200;28;171;70;42;9;19;269;;;;;;;
350;"36 VV meubels; vervaardiging van ..";Totaal hergebruik en eindverwerking;2006;259;259;11;157;0;18;3;135;0;19;66;0;5;1;0;259;183;55;128;76;57;14;5;259;76.0;26.0;30.0;6.0;5.0;35.0;81.0
351;"36 VV meubels; vervaardiging van ..";Totaal hergebruik en eindverwerking;2007;272;272;11;166;0;19;3;143;1;20;69;0;5;1;0;272;193;61;132;79;59;15;5;272;;;;;;;
352;"36 VV meubels; vervaardiging van ..";Hergebruik;2004;201;201;7;155;0;17;2;135;0;36;2;0;0;1;0;201;201;29;172;0;0;0;0;201;71.0;21.0;21.0;10.0;8.0;17.0;52.0
353;"36 VV meubels; vervaardiging van ..";Hergebruik;2005;200;200;7;154;0;17;2;135;0;35;2;0;0;1;0;200;200;28;171;0;0;0;0;200;;;;;;;
354;"36 VV meubels; vervaardiging van ..";Hergebruik;2006;183;183;11;145;0;17;2;124;0;16;10;0;1;1;0;183;183;55;128;0;0;0;0;183;67.0;22.0;20.0;3.0;1.0;29.0;41.0
355;"36 VV meubels; vervaardiging van ..";Hergebruik;2007;193;193;11;153;0;18;3;132;1;17;10;0;1;1;0;193;193;61;132;0;0;0;0;193;;;;;;;
356;"36 VV meubels; vervaardiging van ..";Eindverwerking;2004;70;69;0;7;0;0;0;7;0;1;60;0;1;0;0;70;0;0;0;70;42;9;19;70;16.0;5.0;8.0;11.0;2.0;4.0;24.0
357;"36 VV meubels; vervaardiging van ..";Eindverwerking;2005;70;70;0;7;0;0;0;7;0;1;60;0;1;0;0;70;0;0;0;70;42;9;19;70;;;;;;;
358;"36 VV meubels; vervaardiging van ..";Eindverwerking;2006;76;76;0;12;0;1;0;11;0;3;56;0;4;0;0;76;0;0;0;76;57;14;5;76;9.0;3.0;10.0;3.0;4.0;6.0;41.0
359;"36 VV meubels; vervaardiging van ..";Eindverwerking;2007;79;79;0;13;0;1;0;11;0;3;58;0;4;0;0;79;0;0;0;79;59;15;5;79;;;;;;;
360;37 Voorbereiding tot recycling;Totaal hergebruik en eindverwerking;2004;833;831;71;128;41;10;54;20;3;19;334;1;276;2;2;833;213;19;194;619;47;417;155;833;176.0;132.0;118.0;155.0;78.0;174.0;0.0
361;37 Voorbereiding tot recycling;Totaal hergebruik en eindverwerking;2005;843;840;72;130;42;10;54;20;4;19;338;1;279;2;3;843;215;19;196;628;49;422;157;843;;;;;;;
362;37 Voorbereiding tot recycling;Totaal hergebruik en eindverwerking;2006;868;865;67;80;38;9;21;10;2;12;354;28;317;8;2;868;121;12;109;747;48;493;206;868;148.0;107.0;167.0;210.0;28.0;208.0;0.0
363;37 Voorbereiding tot recycling;Totaal hergebruik en eindverwerking;2007;866;863;66;80;37;9;21;10;2;12;353;28;316;8;2;866;120;12;108;744;48;492;206;866;;;;;;;
364;37 Voorbereiding tot recycling;Hergebruik;2004;213;212;70;88;3;10;51;19;3;9;2;0;43;0;1;213;213;19;194;0;0;0;0;213;50.0;56.0;55.0;18.0;30.0;5.0;0.0
365;37 Voorbereiding tot recycling;Hergebruik;2005;215;215;71;89;3;10;52;20;4;9;3;0;44;0;1;215;215;19;196;0;0;0;0;215;;;;;;;
366;37 Voorbereiding tot recycling;Hergebruik;2006;121;121;44;38;0;9;17;10;2;7;8;1;23;0;0;121;121;12;109;0;0;0;0;121;7.0;16.0;38.0;31.0;24.0;5.0;0.0
367;37 Voorbereiding tot recycling;Hergebruik;2007;120;120;43;38;0;9;18;10;2;7;8;1;23;0;0;120;120;12;108;0;0;0;0;120;;;;;;;
368;37 Voorbereiding tot recycling;Eindverwerking;2004;619;619;1;41;38;0;2;0;0;10;332;0;233;2;1;619;0;0;0;619;47;417;155;619;126.0;76.0;63.0;138.0;48.0;169.0;0.0
369;37 Voorbereiding tot recycling;Eindverwerking;2005;628;625;1;41;38;0;2;0;0;10;336;0;235;2;2;628;0;0;0;628;49;422;157;628;;;;;;;
370;37 Voorbereiding tot recycling;Eindverwerking;2006;747;744;23;41;38;0;4;0;0;5;346;27;294;7;2;747;0;0;0;747;48;493;206;747;140.0;92.0;129.0;178.0;4.0;204.0;0.0
371;37 Voorbereiding tot recycling;Eindverwerking;2007;744;742;23;41;37;0;4;0;0;5;345;27;293;7;2;744;0;0;0;744;48;492;206;744;;;;;;;
372;E Productie en distributie van en ..;Totaal hergebruik en eindverwerking;2004;1676;1654;10;4;0;2;1;1;0;4;10;84;1541;1;23;1676;1636;0;1636;41;10;28;3;1676;0.0;0.0;2.0;2.0;11.0;31.0;1631.0
373;E Productie en distributie van en ..;Totaal hergebruik en eindverwerking;2005;1544;1525;10;4;0;2;1;1;0;4;10;96;1399;1;19;1544;1496;0;1495;49;10;36;3;1544;;;;;;;
374;E Productie en distributie van en ..;Totaal hergebruik en eindverwerking;2006;1455;1449;18;3;0;2;1;1;0;4;63;110;1251;0;6;1455;1327;0;1327;128;7;65;55;1455;0.0;0.0;3.0;2.0;8.0;491.0;950.0
375;E Productie en distributie van en ..;Totaal hergebruik en eindverwerking;2007;1515;1506;6;3;0;2;1;1;0;4;9;101;1382;0;9;1515;1467;0;1467;48;9;38;1;1515;;;;;;;
376;E Productie en distributie van en ..;Hergebruik;2004;1636;1622;9;4;0;2;0;1;0;4;1;64;1540;0;15;1636;1636;0;1636;0;0;0;0;1636;0.0;0.0;1.0;1.0;8.0;24.0;1601.0
377;E Productie en distributie van en ..;Hergebruik;2005;1496;1483;9;4;0;2;0;1;0;4;1;67;1398;0;13;1496;1496;0;1495;0;0;0;0;1496;;;;;;;
378;E Productie en distributie van en ..;Hergebruik;2006;1327;1326;18;3;0;2;1;1;0;3;0;81;1221;0;1;1327;1327;0;1327;0;0;0;0;1327;0.0;0.0;3.0;2.0;8.0;478.0;837.0
379;E Productie en distributie van en ..;Hergebruik;2007;1467;1464;6;3;0;2;1;1;0;3;0;73;1378;0;4;1467;1467;0;1467;0;0;0;0;1467;;;;;;;
380;E Productie en distributie van en ..;Eindverwerking;2004;41;34;1;1;0;0;1;0;0;0;10;20;1;1;7;41;0;0;0;41;10;28;3;41;0.0;0.0;1.0;1.0;2.0;7.0;29.0
381;E Productie en distributie van en ..;Eindverwerking;2005;49;42;1;1;0;0;1;0;0;0;10;29;1;1;7;49;0;0;0;49;10;36;3;49;;;;;;;
382;E Productie en distributie van en ..;Eindverwerking;2006;128;123;0;0;0;0;0;0;0;0;63;29;30;0;5;128;0;0;0;128;7;65;55;128;0.0;0.0;0.0;1.0;0.0;13.0;113.0
383;E Productie en distributie van en ..;Eindverwerking;2007;48;42;0;0;0;0;0;0;0;0;9;28;5;0;6;48;0;0;0;48;9;38;1;48;;;;;;;
384;40 Productie en distributie van ..;Totaal hergebruik en eindverwerking;2004;1503;1494;9;3;0;1;1;1;0;1;8;2;1470;1;8;1503;1486;0;1486;17;8;7;2;1503;0.0;0.0;2.0;2.0;1.0;3.0;1495.0
385;40 Productie en distributie van ..;Totaal hergebruik en eindverwerking;2005;1359;1352;10;3;0;1;1;1;0;1;8;2;1327;1;7;1359;1343;0;1342;16;8;6;2;1359;;;;;;;
386;40 Productie en distributie van ..;Totaal hergebruik en eindverwerking;2006;1259;1253;17;3;0;1;1;1;0;0;61;0;1171;0;6;1259;1164;0;1164;95;7;33;54;1259;0.0;0.0;1.0;2.0;1.0;451.0;803.0
387;40 Productie en distributie van ..;Totaal hergebruik en eindverwerking;2007;1328;1319;6;3;0;1;1;1;0;0;7;0;1302;0;9;1328;1312;0;1312;15;8;7;0;1328;;;;;;;
