ID;Geslacht;Gebieden;TotaleBevolking_1;Oppervlakte_2;Bevolkingsdichtheid_3;Pagina_4;BewoondeHuizenSchepenEnz_5;Pagina_6;BewoondeHuizen_7;OnbewoondeWoonhuizen_8;WoonhuizenInAanbouw_9;OverigeOnbewoondeGebouwen_10;PermanentAanwezig_11;TijdelijkAanwezig_12;PermanentAanwezig_13;TijdelijkAanwezig_14;Pagina_15;Huishoudens_16;Totaal_17;Hoofden_18;Kinderen_19;PersonenInDienstbetrekking_20;OverigeLeden_21;AfzonderlijkLevendePersonen_22;AantalGestichtenEnInstellingen_23;Totaal_24;MetGezinnen_25;GestichtsbevolkingInDezeGezinnen_26;AfzonderlijkLevende_27;GestichtsbevolkingOnderDezePersonen_28;Gestichtsbevolking_29;TijdelijkAanwezigen_30;k_09Jaar_31;k_1019Jaar_32;k_2029Jaar_33;k_3039Jaar_34;k_4049Jaar_35;k_5059Jaar_36;k_6069Jaar_37;k_7079Jaar_38;k_80JaarEnOuder_39;OnbekendeLeeftijd_40;Pagina_41;DeHuidigeWoongemeente_42;EenAndereGemeenteBinnenDeProvincie_43;EenAndereProvincieBinnenHetRijk_44;EenDerNederlandscheKolonien_45;InHetBuitenland_46;OpZee_47;GeboortegemeenteOnbekend_48;Pagina_49;Nederland_50;TotaalAantalVreemdelingen_51;Duitschland_52;AngloDuitsch_53;Belgie_54;GrootBritannieEnIerland_55;Frankrijk_56;OostenrijkHongarije_57;Italie_58;EenAnderLand_59;OnbekendeNationaliteit_60;GeenNationaliteit_61;NederduitschHervormden_62;WaalschHervormden_63;Remonstranten_64;ChristelijkGereformeerdenAfgesch_65;Doopsgezinden_66;EvangelischLutherschen_67;HersteldLutherschen_68;BehoorendeTotDeGereformeerdeKerken_69;RoomschKatholieken_70;OudRoomschen_71;NederlandscheIsraelieten_72;PortugeescheIsraelieten_73;Totaal_74;EngelsePresbyterianen_75;AnglicaanscheEpiscopalen_76;SchotscheGemeente_77;DuitschEvangelischen_78;Apostolischen_79;Evangelischen_80;VrijeEvangelischen_81;VrijeProtestanten_82;Darbisten_83;Baptisten_84;Methodisten_85;HernhuttersEvangOfMoravBroederg_86;Unitarissen_87;Grieken_88;Mormonen_89;Mahomedanen_90;LedenDerVrijeGemeente_91;VrijeGereformeerdenOnderHetKruis_92;OudGereformeerdenOnderHetKruis_93;OudGereformeerden_94;ChristelijkEvangelischen_95;LedenDerVrijeZendingGemeente_96;VrijeEvangelischeZendingGemeente_97;GereformeerdenOnderHetKruis_98;Calvinisten_99;GereformeerdeGemeente_100;LegerDesHeils_101;EngelschHervormden_102;ZwitscherschProtestanten_103;NedHervZendingGemeente_104;EgliseNationaleSuisse_105;ReligionProtestante_106;VrijeGereformeerden_107;Puriteinen_108;ZevendeDagAdventisten_109;Congregationalisten_110;Sabbathisten_111;ChristelijkAfgescheidenen_112;AfgescheidenIsraelieten_113;Boeddhisten_114;HersteldApostolischen_115;Wesleyaanen_116;ZevendeDagBaptisten_117;OudProtestanten_118;EgliseIndependante_119;VrijeGereformeerdeGemeente_120;VrijeHervormden_121;Wederdoopers_122;DortschGereformeerden_123;Dissidenten_124;GeloofsverInDeVolheidVanChristus_125;EngelschKatholieken_126;IerscheKerk_127;Adventisten_128;EgliseLibreSuisse_129;NonReformisten_130;ChristelijkOrthodoxen_131;EgliseEvangeliqueDeBruxelles_132;Zwinglianen_133;IerschProtestanten_134;WurtembergscheKerk_135;NieuweJeruzalemscheKerk_136;ChristianismePrimitif_137;RussischOrthodoxen_138;EpiscopaleZionskapel_139;NoorscheStaatsreligion_140;PlymouthBrothers_141;ApostolischeZendingGemeente_142;GeloofsverVanDeGoddelijkeGenezing_143;Quakers_144;HersteldApostolischeZendingGemeente_145;Waldenzen_146;Protestantenbond_147;CongregationalChurch_148;VrijeEngelscheGemeente_149;VereenigdDoopsgezinden_150;Theosophen_151;EgliseLibre_152;VereenigdLuthers_153;EgliseReformeeSuisse_154;Pagina_155;GeenKerkelijkeGezindte_156;KerkelijkeGezindteOnbekend_157;Gemeentecode_158;ProvincieWaarinDeGemeenteIsGelegen_159;Provinciecode_160;Grootteklasse_161
1039;Totaal;Veenendaal;5345;1135.46;4707.33;UT  2;941.0;UT 36;941.0;11.0;3.0;0.0;0.0;0.0;38.0;0.0;UT 24;985.0;5246;985;3117;91;1053;69;1.0;33;2;0;1;0;30;95;1630;1164;726;608;471;314;237;163;32;0;UT134;3856;427;1035;3;24;0;0;UT 44;5336;9;2;0;1;6;0;0;0;0;0;0;4299;0;8;45;1;9;0;821;103;1;43;0;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UT148;11;1;345.0;Utrecht     ;26;5
1040;Totaal;Veere;874;595.56;1467.52;ZE  3;204.0;ZE 54;204.0;3.0;3.0;0.0;0.0;0.0;71.0;0.0;ZE 40;203.0;846;203;416;32;195;20;1.0;10;2;0;0;0;8;36;220;139;142;116;72;81;64;27;13;0;ZE164;383;437;47;0;7;0;0;ZE 62;874;0;0;0;0;0;0;0;0;0;0;0;519;0;1;21;2;4;0;255;57;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;14;0;717.0;Zeeland     ;29;2
1041;Totaal;Veghel;5771;3952.16;1460.21;NB  3;1164.0;NB106;1160.0;19.0;1.0;4.0;0.0;4.0;19.0;0.0;NB 86;1109.0;5504;1109;2650;525;1220;59;3.0;222;13;0;1;0;208;96;1175;1148;1021;705;612;501;400;168;41;0;NB328;3904;1597;239;0;31;0;0;NB118;5752;19;13;0;6;0;0;0;0;0;0;0;86;0;0;0;0;0;1;0;5599;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;5;0;860.0;Noordbrabant;30;5
1042;Totaal;Veldhoven c.a.;1371;1347.67;1017.31;NB  3;313.0;NB106;313.0;9.0;6.0;0.0;0.0;0.0;14.0;0.0;NB 86;290.0;1350;290;632;73;355;21;0.0;0;0;0;0;0;0;30;210;235;222;198;171;159;110;54;12;0;NB328;945;402;13;0;11;0;0;NB118;1370;1;0;0;1;0;0;0;0;0;0;0;54;1;0;0;0;0;0;0;1315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;1;0;1206.0;Noordbrabant;30;3
1043;Totaal;Veldhuizen;429;925.61;463.47;UT  2;85.0;UT 36;85.0;5.0;0.0;0.0;0.0;0.0;2.0;0.0;UT 24;83.0;427;83;209;36;99;2;0.0;0;0;0;0;0;0;7;97;82;76;60;38;44;20;11;1;0;UT136;179;227;23;0;0;0;0;UT 44;429;0;0;0;0;0;0;0;0;0;0;0;166;0;0;0;0;0;0;27;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;1207.0;Utrecht     ;26;1
1044;Totaal;Velp;634;708.53;894.81;NB  3;104.0;NB106;104.0;2.0;0.0;0.0;0.0;0.0;9.0;0.0;NB 86;99.0;464;99;215;43;107;23;3.0;166;5;0;14;0;147;8;94;85;143;96;45;62;67;35;7;0;NB328;258;215;140;2;19;0;0;NB118;613;21;8;0;11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;1208.0;Noordbrabant;30;2
1045;Totaal;Velzen;10579;4208.2;2513.9;NH  3;2155.0;NH 80;2141.0;89.0;29.0;14.0;0.0;161.0;124.0;0.0;NH 59;2097.0;10427;2097;5686;353;2291;116;2.0;42;3;0;3;0;36;893;2961;2228;1831;1313;927;660;425;200;34;0;NH270;4967;3640;1883;7;81;0;1;NH 90;10533;46;12;0;11;15;5;1;2;0;0;0;4800;10;16;156;182;46;114;577;3602;593;29;1;159;0;7;0;0;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NH290;294;0;453.0;Noordholland;27;6
1046;Totaal;Venhuizen;1885;1987.39;948.48;NH  3;494.0;NH 80;494.0;3.0;0.0;0.0;0.0;0.0;22.0;0.0;NH 60;492.0;1881;492;786;111;492;4;0.0;0;0;0;0;0;0;61;342;355;307;259;212;187;157;53;13;0;NH272;1152;701;29;0;3;0;0;NH 90;1883;2;2;0;0;0;0;0;0;0;0;0;1104;1;0;0;4;4;0;0;770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;2;0;454.0;Noordholland;27;3
1047;Totaal;Venlo;14399;2505.65;5746.61;LI  4;2237.0;LI 70;2207.0;21.0;16.0;11.0;19.0;1.0;39.0;0.0;LI 55;2578.0;13542;2578;7123;810;3031;276;14.0;927;156;86;73;0;784;338;3780;3049;2426;1888;1385;916;601;295;59;0;LI228;8766;2429;1749;6;1449;0;0;LI 80;13226;1173;1100;0;44;12;0;7;2;8;0;0;675;3;1;7;14;124;25;5;13418;1;98;3;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LI238;22;0;983.0;Limburg     ;31;6
1048;Totaal;Venray;6104;14148.84;431.41;LI  4;1073.0;LI 70;1073.0;21.0;2.0;0.0;0.0;0.0;56.0;0.0;LI 57;1067.0;5770;1067;2770;472;1461;41;3.0;389;96;89;0;0;382;74;1452;1392;905;686;579;494;369;185;42;0;LI228;4494;769;698;16;127;0;0;LI 80;6033;71;50;0;9;9;3;0;0;0;0;0;14;0;0;0;0;0;0;0;6090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;984.0;Limburg     ;31;5
1049;Totaal;Vessem, Wintelre en Knegsel;1119;4822.25;232.05;NB  3;221.0;NB108;221.0;11.0;0.0;0.0;0.0;0.0;23.0;0.0;NB 87;217.0;1115;217;506;106;286;4;0.0;0;0;0;0;0;0;17;255;185;177;153;114;103;82;41;9;0;NB330;850;265;2;0;2;0;0;NB120;1118;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;862.0;Noordbrabant;30;3
1050;Totaal;Veur;1172;680.41;1722.49;ZH  3;242.0;ZH102;241.0;7.0;14.0;1.0;0.0;3.0;20.0;0.0;ZH 78;225.0;1147;225;599;69;254;15;1.0;10;0;0;0;0;10;49;292;221;207;139;93;100;78;32;10;0;ZH344;639;468;61;0;4;0;0;ZH114;1169;3;2;0;1;0;0;0;0;0;0;0;182;0;1;4;2;0;1;36;946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;1209.0;Zuidholland ;28;3
1051;Totaal;Vianen;3465;1664.14;2082.15;ZH  3;689.0;ZH102;688.0;28.0;3.0;1.0;0.0;34.0;118.0;0.0;ZH 78;674.0;3356;674;1862;94;726;50;2.0;75;16;0;0;0;59;224;876;758;507;358;330;278;229;95;34;0;ZH344;2175;637;645;1;7;0;0;ZH114;3460;5;3;0;2;0;0;0;0;0;0;0;2249;2;3;4;1;7;1;313;819;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;26;0;620.0;Zuidholland ;28;4
1052;Totaal;Vierlingsbeek;1364;2921.75;466.84;NB  3;268.0;NB108;268.0;6.0;0.0;0.0;0.0;0.0;17.0;0.0;NB 87;262.0;1342;262;636;114;330;15;1.0;8;1;0;0;0;7;25;271;258;224;160;154;122;107;53;15;0;NB330;860;279;203;0;22;0;0;NB120;1358;6;4;0;2;0;0;0;0;0;0;0;38;0;0;0;0;0;1;0;1302;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;863.0;Noordbrabant;30;3
1053;Totaal;Vierpolders;729;1066.06;683.82;ZH  3;148.0;ZH102;148.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;ZH 79;140.0;721;140;365;21;195;8;0.0;0;0;0;0;0;0;30;153;156;137;79;59;66;45;25;9;0;ZH344;515;209;5;0;0;0;0;ZH114;729;0;0;0;0;0;0;0;0;0;0;0;722;0;0;0;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ZH364;0;0;621.0;Zuidholland ;28;2
1054;Totaal;Vinkeveen;3767;3712.33;1014.72;UT  2;770.0;UT 36;739.0;36.0;1.0;31.0;0.0;4.0;8.0;0.0;UT 25;745.0;3719;745;2009;167;798;48;1.0;13;13;12;0;0;12;86;964;772;539;457;374;304;234;107;16;0;UT136;2322;760;666;0;19;0;0;UT 44;3764;3;3;0;0;0;0;0;0;0;0;0;1319;0;1;46;0;0;3;191;2176;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UT148;6;0;346.0;Utrecht     ;26;4
1055;Totaal;Vlaardingen;16661;264.45;63002.45;ZH  3;2967.0;ZH102;2959.0;325.0;26.0;8.0;0.0;9.0;498.0;0.0;ZH 79;3255.0;16298;3255;9240;296;3507;284;5.0;103;24;12;0;0;91;310;4850;3428;2574;2028;1423;1101;786;361;109;0;ZH344;12149;3457;1001;4;50;0;0;ZH114;16628;33;22;0;9;0;0;0;1;1;0;0;11403;7;49;212;13;53;25;2519;1958;9;59;4;251;0;1;2;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ZH364;98;1;622.0;Zuidholland ;28;6
1056;Totaal;Vlaardinger-Ambacht;1367;2593.16;527.15;ZH  3;239.0;ZH102;239.0;16.0;0.0;0.0;0.0;0.0;22.0;0.0;ZH 79;240.0;1365;240;707;171;247;2;0.0;0;0;0;0;0;0;46;398;314;213;158;92;81;69;35;7;0;ZH346;624;706;31;0;6;0;0;ZH114;1361;6;6;0;0;0;0;0;0;0;0;0;827;0;0;30;0;1;0;131;378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;1210.0;Zuidholland ;28;3
1057;Totaal;Vlagtwedde;6265;15456.45;405.33;GR  2;1247.0;GR 52;1243.0;9.0;0.0;4.0;0.0;7.0;38.0;0.0;GR 40;1230.0;6213;1230;3134;367;1482;49;1.0;10;4;0;0;0;6;109;1670;1208;1028;754;594;454;330;186;41;0;GR172;3799;1202;1011;0;253;0;0;GR 58;6088;177;31;0;0;0;0;0;0;0;0;146;4198;0;1;0;25;3;16;525;1175;0;140;0;56;0;0;0;0;0;1;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GR180;124;2;48.0;Groningen   ;20;5
1058;Totaal;Vledder;2709;4725.22;573.3;DR  2;509.0;DR 30;509.0;7.0;0.0;0.0;0.0;0.0;34.0;0.0;DR 23;505.0;2704;505;1387;89;723;5;1.0;739;0;0;0;0;739;70;742;619;383;299;246;184;151;76;9;0;DR100;1535;212;955;1;5;0;1;DR 34;2709;0;0;0;0;0;0;0;0;0;0;0;2193;0;2;0;15;1;0;158;318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;22;0;132.0;Drenthe     ;22;4
1059;Totaal;Vleuten;1587;1511.21;1050.15;UT  2;337.0;UT 36;337.0;8.0;0.0;0.0;0.0;0.0;22.0;0.0;UT 25;320.0;1570;320;764;118;368;17;0.0;0;0;0;0;0;0;50;398;302;249;154;163;132;110;64;15;0;UT136;682;747;157;0;1;0;0;UT 44;1587;0;0;0;0;0;0;0;0;0;0;0;542;0;1;0;0;1;0;69;974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;1211.0;Utrecht     ;26;3
1060;Totaal;Vlieland;723;5091.44;142.0;NH  3;163.0;NH 80;163.0;8.0;0.0;0.0;0.0;0.0;58.0;0.0;NH 60;158.0;714;158;377;8;171;6;1.0;6;3;0;0;0;3;11;128;160;128;83;70;67;54;26;7;0;NH272;474;161;83;0;5;0;0;NH 90;723;0;0;0;0;0;0;0;0;0;0;0;681;0;0;20;16;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NH290;3;0;96.0;Noordholland;27;2
1061;Totaal;Vlierden;579;1933.3;299.49;NB  3;100.0;NB108;100.0;11.0;0.0;0.0;0.0;0.0;4.0;0.0;NB 88;100.0;579;100;281;57;141;0;0.0;0;0;0;0;0;0;4;110;114;114;66;61;48;43;23;0;0;NB330;288;267;24;0;0;0;0;NB120;579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;1212.0;Noordbrabant;30;2
1062;Totaal;Vlijmen;3440;1498.17;2296.13;NB  3;725.0;NB108;725.0;24.0;0.0;0.0;0.0;0.0;8.0;0.0;NB 88;694.0;3322;694;1733;106;789;30;1.0;90;2;0;0;0;88;32;730;689;549;436;342;299;219;139;37;0;NB330;2881;451;106;0;2;0;0;NB120;3438;2;2;0;0;0;0;0;0;0;0;0;60;0;0;0;4;0;0;0;3361;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;2;0;864.0;Noordbrabant;30;4
1063;Totaal;Vlissingen;18893;797.18;23699.79;ZE  3;2357.0;ZE 54;2347.0;41.0;47.0;10.0;0.0;6.0;269.0;0.0;ZE 41;3716.0;18207;3716;10052;538;3901;332;16.0;547;14;0;21;0;512;386;5419;3733;3174;2585;1599;1120;772;381;110;0;ZE166;10536;5064;2376;11;906;0;0;ZE 62;17708;1185;48;0;1071;50;11;1;0;0;4;0;11441;10;8;34;168;326;90;1112;4831;10;125;0;87;54;3;1;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;17;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ZE178;651;0;718.0;Zeeland     ;29;6
1064;Totaal;Vlist;450;991.57;453.82;ZH  3;87.0;ZH102;87.0;4.0;0.0;0.0;0.0;0.0;2.0;0.0;ZH 79;82.0;445;82;217;54;92;5;0.0;0;0;0;0;0;0;14;85;99;91;57;36;33;31;13;5;0;ZH346;220;153;77;0;0;0;0;ZH114;450;0;0;0;0;0;0;0;0;0;0;0;308;0;0;0;0;0;0;27;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;623.0;Zuidholland ;28;1
1065;Totaal;Vlodrop;1007;1846.39;545.38;LI  4;193.0;LI 70;193.0;16.0;1.0;0.0;0.0;0.0;13.0;0.0;LI 58;191.0;1001;191;516;33;261;4;1.0;8;6;0;0;0;2;1;257;196;147;118;118;86;54;26;5;0;LI228;761;190;23;0;33;0;0;LI 80;998;9;7;0;2;0;0;0;0;0;0;0;23;1;0;0;0;0;0;0;976;0;6;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LI238;0;0;985.0;Limburg     ;31;3
1066;Totaal;Voerendaal;1902;2237.92;849.89;LI  4;353.0;LI 70;353.0;15.0;3.0;0.0;0.0;0.0;9.0;0.0;LI 59;335.0;1885;335;993;129;428;17;0.0;0;0;0;0;0;0;10;439;410;292;227;156;183;120;59;16;0;LI230;1322;530;2;0;48;0;0;LI 80;1895;7;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0;986.0;Limburg     ;31;3
1067;Totaal;Vollenhove (Ambt-);2222;6372.64;348.67;OV  2;447.0;OV 42;444.0;13.0;0.0;3.0;0.0;6.0;35.0;0.0;OV 28;446.0;2195;446;1210;65;474;25;1.0;8;2;0;0;0;6;50;569;447;328;269;219;185;138;54;13;0;OV202;1901;257;60;0;4;0;0;OV 48;2218;4;3;0;1;0;0;0;0;0;0;0;1414;0;0;8;4;0;0;770;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;4;0;1013.0;Overijssel  ;23;4
1068;Totaal;Vollenhove (Stad-);1728;19.9;86834.17;OV  2;364.0;OV 42;359.0;3.0;0.0;5.0;0.0;1.0;75.0;0.0;OV 29;352.0;1704;352;924;37;391;24;0.0;0;0;0;0;0;0;23;422;358;264;163;179;149;109;64;20;0;OV202;1382;265;79;0;2;0;0;OV 48;1728;0;0;0;0;0;0;0;0;0;0;0;1365;0;1;0;4;0;0;99;258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;1;0;1193.0;Overijssel  ;23;3
