ID;Schoolsoort;Herkomstgroepering;Geslacht;Perioden;TotaalEindexamenkandidaten_1;TotaalGeslaagd_2;TotaalAfgewezen_3;GeslaagdEnNaarWO_4;GeslaagdEnNaarHBO_5;GeslaagdEnNaarBOL_6;GeslaagdEnNaarVO_7;GeslaagdOverig_8;AfgewezenEnNaarWO_9;AfgewezenEnNaarHBO_10;AfgewezenEnNaarBOL_11;AfgewezenEnNaarVO_12;AfgewezenOverig_13
0;Vwo;1;Totaal mannen en vrouwen;1998/'99;30.8;89.0;11.0;55.0;21.0;0.0;0.0;13.0;0.0;1.0;1.0;6.0;3.0
1;Vwo;1;Totaal mannen en vrouwen;1999/'00;29.9;89.0;11.0;55.0;19.0;0.0;0.0;14.0;0.0;1.0;1.0;6.0;4.0
2;Vwo;1;Totaal mannen en vrouwen;2000/'01;29.4;91.0;9.0;58.0;17.0;0.0;0.0;16.0;0.0;0.0;0.0;5.0;3.0
3;Vwo;1;Totaal mannen en vrouwen;2001/'02;25.9;93.0;7.0;63.0;15.0;0.0;0.0;15.0;0.0;0.0;0.0;3.0;3.0
4;Vwo;1;Totaal mannen en vrouwen;2002/'03;27.9;94.0;6.0;63.0;15.0;0.0;0.0;15.0;0.0;0.0;0.0;2.0;4.0
5;Vwo;1;Mannen;1998/'99;14.8;89.0;11.0;60.0;18.0;0.0;0.0;11.0;0.0;1.0;1.0;6.0;3.0
6;Vwo;1;Mannen;1999/'00;14.3;89.0;11.0;60.0;16.0;0.0;0.0;13.0;0.0;1.0;1.0;6.0;4.0
7;Vwo;1;Mannen;2000/'01;13.9;91.0;9.0;63.0;14.0;0.0;0.0;14.0;0.0;0.0;0.0;5.0;3.0
8;Vwo;1;Mannen;2001/'02;11.7;93.0;7.0;68.0;12.0;0.0;0.0;13.0;0.0;0.0;0.0;4.0;3.0
9;Vwo;1;Mannen;2002/'03;12.9;93.0;7.0;67.0;12.0;0.0;0.0;14.0;0.0;0.0;0.0;3.0;4.0
10;Vwo;1;Vrouwen;1998/'99;16.0;89.0;11.0;50.0;23.0;0.0;0.0;15.0;0.0;0.0;1.0;6.0;4.0
11;Vwo;1;Vrouwen;1999/'00;15.6;89.0;11.0;52.0;21.0;0.0;0.0;16.0;0.0;1.0;1.0;6.0;4.0
12;Vwo;1;Vrouwen;2000/'01;15.5;91.0;9.0;54.0;20.0;0.0;0.0;17.0;0.0;0.0;0.0;4.0;4.0
13;Vwo;1;Vrouwen;2001/'02;14.2;93.0;7.0;59.0;18.0;0.0;0.0;16.0;0.0;0.0;0.0;3.0;3.0
14;Vwo;1;Vrouwen;2002/'03;15.0;94.0;6.0;59.0;18.0;0.0;0.0;16.0;0.0;0.0;0.0;2.0;3.0
15;Vwo;2;Totaal mannen en vrouwen;1998/'99;26.4;90.0;10.0;55.0;22.0;0.0;0.0;13.0;0.0;1.0;0.0;6.0;3.0
16;Vwo;2;Totaal mannen en vrouwen;1999/'00;25.4;90.0;10.0;55.0;20.0;0.0;0.0;14.0;0.0;1.0;1.0;5.0;3.0
17;Vwo;2;Totaal mannen en vrouwen;2000/'01;25.0;92.0;8.0;58.0;18.0;0.0;0.0;16.0;0.0;0.0;0.0;4.0;3.0
18;Vwo;2;Totaal mannen en vrouwen;2001/'02;22.0;94.0;6.0;63.0;17.0;0.0;0.0;14.0;0.0;0.0;0.0;3.0;3.0
19;Vwo;2;Totaal mannen en vrouwen;2002/'03;23.6;95.0;5.0;62.0;17.0;0.0;0.0;15.0;0.0;0.0;0.0;2.0;3.0
20;Vwo;2;Mannen;1998/'99;12.6;90.0;10.0;60.0;19.0;0.0;0.0;11.0;0.0;1.0;0.0;6.0;3.0
21;Vwo;2;Mannen;1999/'00;12.2;90.0;10.0;60.0;17.0;0.0;0.0;13.0;0.0;1.0;0.0;6.0;3.0
22;Vwo;2;Mannen;2000/'01;11.8;92.0;8.0;63.0;15.0;0.0;0.0;14.0;0.0;0.0;0.0;4.0;3.0
23;Vwo;2;Mannen;2001/'02;9.9;94.0;6.0;68.0;13.0;0.0;0.0;13.0;0.0;0.0;0.0;3.0;2.0
24;Vwo;2;Mannen;2002/'03;10.8;94.0;6.0;67.0;13.0;0.0;0.0;14.0;0.0;0.0;0.0;3.0;3.0
25;Vwo;2;Vrouwen;1998/'99;13.7;90.0;10.0;50.0;24.0;0.0;0.0;15.0;0.0;0.0;0.0;6.0;4.0
26;Vwo;2;Vrouwen;1999/'00;13.2;90.0;10.0;51.0;23.0;0.0;0.0;16.0;0.0;1.0;1.0;5.0;4.0
27;Vwo;2;Vrouwen;2000/'01;13.1;92.0;8.0;54.0;21.0;0.0;0.0;17.0;0.0;0.0;0.0;4.0;3.0
28;Vwo;2;Vrouwen;2001/'02;12.1;94.0;6.0;58.0;20.0;0.0;0.0;16.0;0.0;0.0;0.0;3.0;3.0
29;Vwo;2;Vrouwen;2002/'03;12.8;95.0;5.0;59.0;20.0;0.0;0.0;16.0;0.0;0.0;0.0;2.0;3.0
30;Vwo;3;Totaal mannen en vrouwen;1998/'99;4.5;82.0;18.0;55.0;13.0;0.0;0.0;14.0;0.0;1.0;2.0;10.0;5.0
31;Vwo;3;Totaal mannen en vrouwen;1999/'00;4.5;81.0;19.0;56.0;11.0;0.0;0.0;15.0;0.0;1.0;2.0;8.0;7.0
32;Vwo;3;Totaal mannen en vrouwen;2000/'01;4.4;85.0;15.0;60.0;10.0;0.0;0.0;15.0;0.0;1.0;1.0;7.0;6.0
33;Vwo;3;Totaal mannen en vrouwen;2001/'02;3.9;88.0;12.0;64.0;8.0;0.0;0.0;16.0;0.0;0.0;1.0;6.0;6.0
34;Vwo;3;Totaal mannen en vrouwen;2002/'03;4.3;88.0;12.0;64.0;8.0;0.0;0.0;16.0;0.0;0.0;1.0;4.0;7.0
35;Vwo;3;Mannen;1998/'99;2.2;82.0;18.0;59.0;11.0;0.0;0.0;11.0;0.0;1.0;2.0;10.0;5.0
36;Vwo;3;Mannen;1999/'00;2.2;82.0;18.0;59.0;10.0;0.0;0.0;13.0;0.0;1.0;2.0;8.0;7.0
37;Vwo;3;Mannen;2000/'01;2.1;85.0;15.0;62.0;8.0;0.0;0.0;15.0;0.0;1.0;1.0;8.0;6.0
38;Vwo;3;Mannen;2001/'02;1.8;87.0;13.0;67.0;7.0;0.0;0.0;14.0;0.0;0.0;0.0;6.0;6.0
39;Vwo;3;Mannen;2002/'03;2.0;87.0;13.0;66.0;6.0;0.0;0.0;16.0;0.0;0.0;0.0;4.0;7.0
40;Vwo;3;Vrouwen;1998/'99;2.3;81.0;19.0;51.0;15.0;0.0;0.0;15.0;0.0;1.0;2.0;10.0;6.0
41;Vwo;3;Vrouwen;1999/'00;2.4;81.0;19.0;53.0;12.0;0.0;0.0;16.0;0.0;1.0;2.0;8.0;8.0
42;Vwo;3;Vrouwen;2000/'01;2.3;85.0;15.0;58.0;11.0;0.0;0.0;16.0;0.0;0.0;1.0;7.0;6.0
43;Vwo;3;Vrouwen;2001/'02;2.1;88.0;12.0;61.0;10.0;0.0;0.0;17.0;0.0;0.0;1.0;5.0;6.0
44;Vwo;3;Vrouwen;2002/'03;2.3;88.0;12.0;63.0;9.0;0.0;0.0;16.0;0.0;0.0;1.0;4.0;7.0
45;Vwo;4;Totaal mannen en vrouwen;1998/'99;2.5;85.0;15.0;53.0;15.0;0.0;0.0;17.0;0.0;1.0;1.0;8.0;5.0
46;Vwo;4;Totaal mannen en vrouwen;1999/'00;2.5;86.0;14.0;54.0;14.0;0.0;0.0;19.0;0.0;1.0;1.0;5.0;6.0
47;Vwo;4;Totaal mannen en vrouwen;2000/'01;2.4;89.0;11.0;59.0;11.0;0.0;0.0;19.0;0.0;0.0;1.0;6.0;4.0
48;Vwo;4;Totaal mannen en vrouwen;2001/'02;2.1;92.0;8.0;62.0;10.0;0.0;0.0;19.0;0.0;0.0;0.0;4.0;4.0
49;Vwo;4;Totaal mannen en vrouwen;2002/'03;2.2;92.0;8.0;62.0;10.0;0.0;0.0;20.0;0.0;0.0;0.0;3.0;5.0
50;Vwo;4;Mannen;1998/'99;1.2;85.0;15.0;58.0;13.0;0.0;0.0;14.0;0.0;1.0;1.0;8.0;5.0
51;Vwo;4;Mannen;1999/'00;1.2;86.0;14.0;58.0;12.0;0.0;0.0;16.0;0.0;1.0;1.0;6.0;6.0
52;Vwo;4;Mannen;2000/'01;1.1;90.0;10.0;62.0;10.0;0.0;0.0;18.0;0.0;0.0;1.0;6.0;4.0
53;Vwo;4;Mannen;2001/'02;0.9;92.0;8.0;65.0;9.0;0.0;0.0;17.0;0.0;0.0;0.0;4.0;4.0
54;Vwo;4;Mannen;2002/'03;1.1;91.0;9.0;64.0;8.0;0.0;0.0;19.0;0.0;0.0;0.0;3.0;5.0
55;Vwo;4;Vrouwen;1998/'99;1.3;85.0;15.0;48.0;18.0;0.0;0.0;20.0;0.0;0.0;1.0;8.0;5.0
56;Vwo;4;Vrouwen;1999/'00;1.3;87.0;13.0;51.0;15.0;0.0;0.0;21.0;0.0;0.0;1.0;5.0;6.0
57;Vwo;4;Vrouwen;2000/'01;1.2;89.0;11.0;56.0;12.0;0.0;0.0;20.0;0.0;0.0;1.0;6.0;4.0
58;Vwo;4;Vrouwen;2001/'02;1.2;92.0;8.0;60.0;12.0;0.0;0.0;20.0;0.0;0.0;0.0;4.0;4.0
59;Vwo;4;Vrouwen;2002/'03;1.2;93.0;7.0;61.0;12.0;0.0;0.0;20.0;0.0;0.0;0.0;2.0;4.0
60;Vwo;5;Totaal mannen en vrouwen;1998/'99;2.0;77.0;23.0;58.0;11.0;0.0;0.0;9.0;0.0;1.0;2.0;13.0;6.0
