ID;SoortRijksmonumenten;RegioS2019;Perioden;Rijksmonumenten_1
3604;Rijksmonumenten totaal;Almere;1994;0
3605;Rijksmonumenten totaal;Almere;1995;0
3606;Rijksmonumenten totaal;Almere;1996;0
3607;Rijksmonumenten totaal;Almere;1997;0
3608;Rijksmonumenten totaal;Almere;1998;0
3609;Rijksmonumenten totaal;Almere;1999;0
3610;Rijksmonumenten totaal;Almere;2000;4
3611;Rijksmonumenten totaal;Almere;2001;4
3612;Rijksmonumenten totaal;Almere;2002;4
3613;Rijksmonumenten totaal;Almere;2003;4
3614;Rijksmonumenten totaal;Almere;2004;4
3615;Rijksmonumenten totaal;Almere;2005;4
3616;Rijksmonumenten totaal;Almere;2006;4
3617;Rijksmonumenten totaal;Almere;2007;4
3618;Rijksmonumenten totaal;Almere;2008;4
3619;Rijksmonumenten totaal;Almere;2009;4
3620;Rijksmonumenten totaal;Almere;2010;4
3621;Rijksmonumenten totaal;Almere;2011;4
3622;Rijksmonumenten totaal;Almere;2012;14
3623;Rijksmonumenten totaal;Almere;2013;14
3624;Rijksmonumenten totaal;Almere;2014;15
3625;Rijksmonumenten totaal;Almere;2015;15
3626;Rijksmonumenten totaal;Almere;2016;15
3627;Rijksmonumenten totaal;Almere;2017;15
3628;Rijksmonumenten totaal;Almere;2018;15
3629;Rijksmonumenten totaal;Almere;2019;15
3630;Rijksmonumenten totaal;Alphen aan den Rijn;1965;0
3631;Rijksmonumenten totaal;Alphen aan den Rijn;1966;0
3632;Rijksmonumenten totaal;Alphen aan den Rijn;1967;0
3633;Rijksmonumenten totaal;Alphen aan den Rijn;1968;0
3634;Rijksmonumenten totaal;Alphen aan den Rijn;1969;0
3635;Rijksmonumenten totaal;Alphen aan den Rijn;1970;0
3636;Rijksmonumenten totaal;Alphen aan den Rijn;1971;0
3637;Rijksmonumenten totaal;Alphen aan den Rijn;1972;51
3638;Rijksmonumenten totaal;Alphen aan den Rijn;1973;70
3639;Rijksmonumenten totaal;Alphen aan den Rijn;1974;75
3640;Rijksmonumenten totaal;Alphen aan den Rijn;1975;81
3641;Rijksmonumenten totaal;Alphen aan den Rijn;1976;83
3642;Rijksmonumenten totaal;Alphen aan den Rijn;1977;83
3643;Rijksmonumenten totaal;Alphen aan den Rijn;1978;85
3644;Rijksmonumenten totaal;Alphen aan den Rijn;1979;85
3645;Rijksmonumenten totaal;Alphen aan den Rijn;1980;87
3646;Rijksmonumenten totaal;Alphen aan den Rijn;1981;87
3647;Rijksmonumenten totaal;Alphen aan den Rijn;1982;87
3648;Rijksmonumenten totaal;Alphen aan den Rijn;1983;87
3649;Rijksmonumenten totaal;Alphen aan den Rijn;1984;87
3650;Rijksmonumenten totaal;Alphen aan den Rijn;1985;87
3651;Rijksmonumenten totaal;Alphen aan den Rijn;1986;87
3652;Rijksmonumenten totaal;Alphen aan den Rijn;1987;87
3653;Rijksmonumenten totaal;Alphen aan den Rijn;1988;87
3654;Rijksmonumenten totaal;Alphen aan den Rijn;1989;87
3655;Rijksmonumenten totaal;Alphen aan den Rijn;1990;87
3656;Rijksmonumenten totaal;Alphen aan den Rijn;1991;87
3657;Rijksmonumenten totaal;Alphen aan den Rijn;1992;87
3658;Rijksmonumenten totaal;Alphen aan den Rijn;1993;87
3659;Rijksmonumenten totaal;Alphen aan den Rijn;1994;87
3660;Rijksmonumenten totaal;Alphen aan den Rijn;1995;87
3661;Rijksmonumenten totaal;Alphen aan den Rijn;1996;87
3662;Rijksmonumenten totaal;Alphen aan den Rijn;1997;87
3663;Rijksmonumenten totaal;Alphen aan den Rijn;1998;87
3664;Rijksmonumenten totaal;Alphen aan den Rijn;1999;93
3665;Rijksmonumenten totaal;Alphen aan den Rijn;2000;94
3666;Rijksmonumenten totaal;Alphen aan den Rijn;2001;151
3667;Rijksmonumenten totaal;Alphen aan den Rijn;2002;165
3668;Rijksmonumenten totaal;Alphen aan den Rijn;2003;165
3669;Rijksmonumenten totaal;Alphen aan den Rijn;2004;166
3670;Rijksmonumenten totaal;Alphen aan den Rijn;2005;166
3671;Rijksmonumenten totaal;Alphen aan den Rijn;2006;167
3672;Rijksmonumenten totaal;Alphen aan den Rijn;2007;167
3673;Rijksmonumenten totaal;Alphen aan den Rijn;2008;167
3674;Rijksmonumenten totaal;Alphen aan den Rijn;2009;167
3675;Rijksmonumenten totaal;Alphen aan den Rijn;2010;167
3676;Rijksmonumenten totaal;Alphen aan den Rijn;2011;167
3677;Rijksmonumenten totaal;Alphen aan den Rijn;2012;167
3678;Rijksmonumenten totaal;Alphen aan den Rijn;2013;167
3679;Rijksmonumenten totaal;Alphen aan den Rijn;2014;168
3680;Rijksmonumenten totaal;Alphen aan den Rijn;2015;168
3681;Rijksmonumenten totaal;Alphen aan den Rijn;2016;168
3682;Rijksmonumenten totaal;Alphen aan den Rijn;2017;168
3683;Rijksmonumenten totaal;Alphen aan den Rijn;2018;168
3684;Rijksmonumenten totaal;Alphen aan den Rijn;2019;168
3685;Rijksmonumenten totaal;Alphen-Chaam;1965;0
3686;Rijksmonumenten totaal;Alphen-Chaam;1966;0
3687;Rijksmonumenten totaal;Alphen-Chaam;1967;0
3688;Rijksmonumenten totaal;Alphen-Chaam;1968;3
3689;Rijksmonumenten totaal;Alphen-Chaam;1969;3
3690;Rijksmonumenten totaal;Alphen-Chaam;1970;3
3691;Rijksmonumenten totaal;Alphen-Chaam;1971;9
3692;Rijksmonumenten totaal;Alphen-Chaam;1972;9
3693;Rijksmonumenten totaal;Alphen-Chaam;1973;9
3694;Rijksmonumenten totaal;Alphen-Chaam;1974;9
3695;Rijksmonumenten totaal;Alphen-Chaam;1975;10
3696;Rijksmonumenten totaal;Alphen-Chaam;1976;11
3697;Rijksmonumenten totaal;Alphen-Chaam;1977;11
3698;Rijksmonumenten totaal;Alphen-Chaam;1978;11
3699;Rijksmonumenten totaal;Alphen-Chaam;1979;11
3700;Rijksmonumenten totaal;Alphen-Chaam;1980;11
3701;Rijksmonumenten totaal;Alphen-Chaam;1981;11
3702;Rijksmonumenten totaal;Alphen-Chaam;1982;11
3703;Rijksmonumenten totaal;Alphen-Chaam;1983;12
3704;Rijksmonumenten totaal;Alphen-Chaam;1984;12
3705;Rijksmonumenten totaal;Alphen-Chaam;1985;12
3706;Rijksmonumenten totaal;Alphen-Chaam;1986;12
3707;Rijksmonumenten totaal;Alphen-Chaam;1987;12
3708;Rijksmonumenten totaal;Alphen-Chaam;1988;12
3709;Rijksmonumenten totaal;Alphen-Chaam;1989;12
3710;Rijksmonumenten totaal;Alphen-Chaam;1990;12
3711;Rijksmonumenten totaal;Alphen-Chaam;1991;12
3712;Rijksmonumenten totaal;Alphen-Chaam;1992;12
3713;Rijksmonumenten totaal;Alphen-Chaam;1993;12
3714;Rijksmonumenten totaal;Alphen-Chaam;1994;12
3715;Rijksmonumenten totaal;Alphen-Chaam;1995;12
3716;Rijksmonumenten totaal;Alphen-Chaam;1996;13
3717;Rijksmonumenten totaal;Alphen-Chaam;1997;14
3718;Rijksmonumenten totaal;Alphen-Chaam;1998;14
3719;Rijksmonumenten totaal;Alphen-Chaam;1999;14
3720;Rijksmonumenten totaal;Alphen-Chaam;2000;18
3721;Rijksmonumenten totaal;Alphen-Chaam;2001;30
3722;Rijksmonumenten totaal;Alphen-Chaam;2002;46
3723;Rijksmonumenten totaal;Alphen-Chaam;2003;51
3724;Rijksmonumenten totaal;Alphen-Chaam;2004;51
3725;Rijksmonumenten totaal;Alphen-Chaam;2005;51
3726;Rijksmonumenten totaal;Alphen-Chaam;2006;59
3727;Rijksmonumenten totaal;Alphen-Chaam;2007;59
3728;Rijksmonumenten totaal;Alphen-Chaam;2008;59
3729;Rijksmonumenten totaal;Alphen-Chaam;2009;59
3730;Rijksmonumenten totaal;Alphen-Chaam;2010;60
3731;Rijksmonumenten totaal;Alphen-Chaam;2011;60
3732;Rijksmonumenten totaal;Alphen-Chaam;2012;60
3733;Rijksmonumenten totaal;Alphen-Chaam;2013;60
3734;Rijksmonumenten totaal;Alphen-Chaam;2014;60
3735;Rijksmonumenten totaal;Alphen-Chaam;2015;60
3736;Rijksmonumenten totaal;Alphen-Chaam;2016;60
3737;Rijksmonumenten totaal;Alphen-Chaam;2017;60
3738;Rijksmonumenten totaal;Alphen-Chaam;2018;60
3739;Rijksmonumenten totaal;Alphen-Chaam;2019;60
3740;Rijksmonumenten totaal;Altena;1965;0
3741;Rijksmonumenten totaal;Altena;1966;0
3742;Rijksmonumenten totaal;Altena;1967;0
3743;Rijksmonumenten totaal;Altena;1968;17
3744;Rijksmonumenten totaal;Altena;1969;17
3745;Rijksmonumenten totaal;Altena;1970;64
3746;Rijksmonumenten totaal;Altena;1971;65
3747;Rijksmonumenten totaal;Altena;1972;66
3748;Rijksmonumenten totaal;Altena;1973;75
3749;Rijksmonumenten totaal;Altena;1974;75
3750;Rijksmonumenten totaal;Altena;1975;78
3751;Rijksmonumenten totaal;Altena;1976;90
3752;Rijksmonumenten totaal;Altena;1977;91
3753;Rijksmonumenten totaal;Altena;1978;94
3754;Rijksmonumenten totaal;Altena;1979;112
3755;Rijksmonumenten totaal;Altena;1980;117
3756;Rijksmonumenten totaal;Altena;1981;117
3757;Rijksmonumenten totaal;Altena;1982;118
3758;Rijksmonumenten totaal;Altena;1983;118
3759;Rijksmonumenten totaal;Altena;1984;118
3760;Rijksmonumenten totaal;Altena;1985;118
3761;Rijksmonumenten totaal;Altena;1986;118
3762;Rijksmonumenten totaal;Altena;1987;118
3763;Rijksmonumenten totaal;Altena;1988;118
3764;Rijksmonumenten totaal;Altena;1989;128
3765;Rijksmonumenten totaal;Altena;1990;128
3766;Rijksmonumenten totaal;Altena;1991;128
3767;Rijksmonumenten totaal;Altena;1992;129
3768;Rijksmonumenten totaal;Altena;1993;129
3769;Rijksmonumenten totaal;Altena;1994;129
3770;Rijksmonumenten totaal;Altena;1995;129
3771;Rijksmonumenten totaal;Altena;1996;129
3772;Rijksmonumenten totaal;Altena;1997;130
3773;Rijksmonumenten totaal;Altena;1998;131
3774;Rijksmonumenten totaal;Altena;1999;132
3775;Rijksmonumenten totaal;Altena;2000;132
3776;Rijksmonumenten totaal;Altena;2001;150
3777;Rijksmonumenten totaal;Altena;2002;176
3778;Rijksmonumenten totaal;Altena;2003;178
3779;Rijksmonumenten totaal;Altena;2004;188
3780;Rijksmonumenten totaal;Altena;2005;188
3781;Rijksmonumenten totaal;Altena;2006;191
3782;Rijksmonumenten totaal;Altena;2007;191
3783;Rijksmonumenten totaal;Altena;2008;191
3784;Rijksmonumenten totaal;Altena;2009;191
3785;Rijksmonumenten totaal;Altena;2010;191
3786;Rijksmonumenten totaal;Altena;2011;191
3787;Rijksmonumenten totaal;Altena;2012;191
3788;Rijksmonumenten totaal;Altena;2013;191
3789;Rijksmonumenten totaal;Altena;2014;191
3790;Rijksmonumenten totaal;Altena;2015;222
3791;Rijksmonumenten totaal;Altena;2016;222
3792;Rijksmonumenten totaal;Altena;2017;222
3793;Rijksmonumenten totaal;Altena;2018;222
3794;Rijksmonumenten totaal;Altena;2019;221
3795;Rijksmonumenten totaal;Ameland;1965;0
3796;Rijksmonumenten totaal;Ameland;1966;0
3797;Rijksmonumenten totaal;Ameland;1967;100
3798;Rijksmonumenten totaal;Ameland;1968;100
3799;Rijksmonumenten totaal;Ameland;1969;100
3800;Rijksmonumenten totaal;Ameland;1970;100
3801;Rijksmonumenten totaal;Ameland;1971;101
3802;Rijksmonumenten totaal;Ameland;1972;104
3803;Rijksmonumenten totaal;Ameland;1973;104
3804;Rijksmonumenten totaal;Ameland;1974;105
3805;Rijksmonumenten totaal;Ameland;1975;105
3806;Rijksmonumenten totaal;Ameland;1976;107
3807;Rijksmonumenten totaal;Ameland;1977;107
3808;Rijksmonumenten totaal;Ameland;1978;107
3809;Rijksmonumenten totaal;Ameland;1979;107
3810;Rijksmonumenten totaal;Ameland;1980;107
3811;Rijksmonumenten totaal;Ameland;1981;107
3812;Rijksmonumenten totaal;Ameland;1982;108
3813;Rijksmonumenten totaal;Ameland;1983;108
3814;Rijksmonumenten totaal;Ameland;1984;108
3815;Rijksmonumenten totaal;Ameland;1985;108
3816;Rijksmonumenten totaal;Ameland;1986;108
3817;Rijksmonumenten totaal;Ameland;1987;108
3818;Rijksmonumenten totaal;Ameland;1988;108
3819;Rijksmonumenten totaal;Ameland;1989;108
3820;Rijksmonumenten totaal;Ameland;1990;109
3821;Rijksmonumenten totaal;Ameland;1991;109
3822;Rijksmonumenten totaal;Ameland;1992;109
3823;Rijksmonumenten totaal;Ameland;1993;109
3824;Rijksmonumenten totaal;Ameland;1994;109
3825;Rijksmonumenten totaal;Ameland;1995;109
3826;Rijksmonumenten totaal;Ameland;1996;109
3827;Rijksmonumenten totaal;Ameland;1997;109
3828;Rijksmonumenten totaal;Ameland;1998;109
3829;Rijksmonumenten totaal;Ameland;1999;112
3830;Rijksmonumenten totaal;Ameland;2000;112
3831;Rijksmonumenten totaal;Ameland;2001;112
3832;Rijksmonumenten totaal;Ameland;2002;112
3833;Rijksmonumenten totaal;Ameland;2003;112
3834;Rijksmonumenten totaal;Ameland;2004;112
3835;Rijksmonumenten totaal;Ameland;2005;112
3836;Rijksmonumenten totaal;Ameland;2006;112
3837;Rijksmonumenten totaal;Ameland;2007;112
3838;Rijksmonumenten totaal;Ameland;2008;112
3839;Rijksmonumenten totaal;Ameland;2009;112
3840;Rijksmonumenten totaal;Ameland;2010;112
3841;Rijksmonumenten totaal;Ameland;2011;112
3842;Rijksmonumenten totaal;Ameland;2012;112
3843;Rijksmonumenten totaal;Ameland;2013;112
3844;Rijksmonumenten totaal;Ameland;2014;112
3845;Rijksmonumenten totaal;Ameland;2015;112
3846;Rijksmonumenten totaal;Ameland;2016;112
3847;Rijksmonumenten totaal;Ameland;2017;112
3848;Rijksmonumenten totaal;Ameland;2018;112
3849;Rijksmonumenten totaal;Ameland;2019;112
3850;Rijksmonumenten totaal;Amersfoort;1965;0
3851;Rijksmonumenten totaal;Amersfoort;1966;306
3852;Rijksmonumenten totaal;Amersfoort;1967;311
3853;Rijksmonumenten totaal;Amersfoort;1968;313
3854;Rijksmonumenten totaal;Amersfoort;1969;314
3855;Rijksmonumenten totaal;Amersfoort;1970;316
3856;Rijksmonumenten totaal;Amersfoort;1971;316
3857;Rijksmonumenten totaal;Amersfoort;1972;316
3858;Rijksmonumenten totaal;Amersfoort;1973;318
3859;Rijksmonumenten totaal;Amersfoort;1974;318
3860;Rijksmonumenten totaal;Amersfoort;1975;321
3861;Rijksmonumenten totaal;Amersfoort;1976;321
3862;Rijksmonumenten totaal;Amersfoort;1977;321
3863;Rijksmonumenten totaal;Amersfoort;1978;321
3864;Rijksmonumenten totaal;Amersfoort;1979;321
3865;Rijksmonumenten totaal;Amersfoort;1980;322
3866;Rijksmonumenten totaal;Amersfoort;1981;323
3867;Rijksmonumenten totaal;Amersfoort;1982;323
3868;Rijksmonumenten totaal;Amersfoort;1983;323
3869;Rijksmonumenten totaal;Amersfoort;1984;323
3870;Rijksmonumenten totaal;Amersfoort;1985;323
3871;Rijksmonumenten totaal;Amersfoort;1986;323
3872;Rijksmonumenten totaal;Amersfoort;1987;323
3873;Rijksmonumenten totaal;Amersfoort;1988;323
3874;Rijksmonumenten totaal;Amersfoort;1989;324
3875;Rijksmonumenten totaal;Amersfoort;1990;324
3876;Rijksmonumenten totaal;Amersfoort;1991;324
3877;Rijksmonumenten totaal;Amersfoort;1992;324
3878;Rijksmonumenten totaal;Amersfoort;1993;324
3879;Rijksmonumenten totaal;Amersfoort;1994;324
3880;Rijksmonumenten totaal;Amersfoort;1995;324
3881;Rijksmonumenten totaal;Amersfoort;1996;325
3882;Rijksmonumenten totaal;Amersfoort;1997;325
3883;Rijksmonumenten totaal;Amersfoort;1998;325
3884;Rijksmonumenten totaal;Amersfoort;1999;325
3885;Rijksmonumenten totaal;Amersfoort;2000;405
3886;Rijksmonumenten totaal;Amersfoort;2001;411
3887;Rijksmonumenten totaal;Amersfoort;2002;413
3888;Rijksmonumenten totaal;Amersfoort;2003;413
3889;Rijksmonumenten totaal;Amersfoort;2004;418
3890;Rijksmonumenten totaal;Amersfoort;2005;418
3891;Rijksmonumenten totaal;Amersfoort;2006;428
3892;Rijksmonumenten totaal;Amersfoort;2007;433
3893;Rijksmonumenten totaal;Amersfoort;2008;433
3894;Rijksmonumenten totaal;Amersfoort;2009;433
3895;Rijksmonumenten totaal;Amersfoort;2010;434
3896;Rijksmonumenten totaal;Amersfoort;2011;461
3897;Rijksmonumenten totaal;Amersfoort;2012;461
3898;Rijksmonumenten totaal;Amersfoort;2013;461
3899;Rijksmonumenten totaal;Amersfoort;2014;461
3900;Rijksmonumenten totaal;Amersfoort;2015;461
3901;Rijksmonumenten totaal;Amersfoort;2016;461
3902;Rijksmonumenten totaal;Amersfoort;2017;461
3903;Rijksmonumenten totaal;Amersfoort;2018;461
3904;Rijksmonumenten totaal;Amersfoort;2019;461
3905;Rijksmonumenten totaal;Amstelveen;1965;0
3906;Rijksmonumenten totaal;Amstelveen;1966;0
3907;Rijksmonumenten totaal;Amstelveen;1967;0
3908;Rijksmonumenten totaal;Amstelveen;1968;0
3909;Rijksmonumenten totaal;Amstelveen;1969;0
3910;Rijksmonumenten totaal;Amstelveen;1970;19
3911;Rijksmonumenten totaal;Amstelveen;1971;19
3912;Rijksmonumenten totaal;Amstelveen;1972;19
3913;Rijksmonumenten totaal;Amstelveen;1973;19
3914;Rijksmonumenten totaal;Amstelveen;1974;19
3915;Rijksmonumenten totaal;Amstelveen;1975;20
3916;Rijksmonumenten totaal;Amstelveen;1976;22
3917;Rijksmonumenten totaal;Amstelveen;1977;22
3918;Rijksmonumenten totaal;Amstelveen;1978;22
3919;Rijksmonumenten totaal;Amstelveen;1979;22
3920;Rijksmonumenten totaal;Amstelveen;1980;22
3921;Rijksmonumenten totaal;Amstelveen;1981;22
3922;Rijksmonumenten totaal;Amstelveen;1982;22
3923;Rijksmonumenten totaal;Amstelveen;1983;22
3924;Rijksmonumenten totaal;Amstelveen;1984;22
3925;Rijksmonumenten totaal;Amstelveen;1985;22
3926;Rijksmonumenten totaal;Amstelveen;1986;22
3927;Rijksmonumenten totaal;Amstelveen;1987;22
3928;Rijksmonumenten totaal;Amstelveen;1988;22
3929;Rijksmonumenten totaal;Amstelveen;1989;22
3930;Rijksmonumenten totaal;Amstelveen;1990;22
3931;Rijksmonumenten totaal;Amstelveen;1991;22
3932;Rijksmonumenten totaal;Amstelveen;1992;22
3933;Rijksmonumenten totaal;Amstelveen;1993;26
3934;Rijksmonumenten totaal;Amstelveen;1994;26
3935;Rijksmonumenten totaal;Amstelveen;1995;26
3936;Rijksmonumenten totaal;Amstelveen;1996;26
3937;Rijksmonumenten totaal;Amstelveen;1997;26
3938;Rijksmonumenten totaal;Amstelveen;1998;26
3939;Rijksmonumenten totaal;Amstelveen;1999;26
3940;Rijksmonumenten totaal;Amstelveen;2000;26
3941;Rijksmonumenten totaal;Amstelveen;2001;26
3942;Rijksmonumenten totaal;Amstelveen;2002;40
3943;Rijksmonumenten totaal;Amstelveen;2003;40
3944;Rijksmonumenten totaal;Amstelveen;2004;41
3945;Rijksmonumenten totaal;Amstelveen;2005;55
3946;Rijksmonumenten totaal;Amstelveen;2006;55
3947;Rijksmonumenten totaal;Amstelveen;2007;55
3948;Rijksmonumenten totaal;Amstelveen;2008;55
3949;Rijksmonumenten totaal;Amstelveen;2009;64
3950;Rijksmonumenten totaal;Amstelveen;2010;67
3951;Rijksmonumenten totaal;Amstelveen;2011;70
3952;Rijksmonumenten totaal;Amstelveen;2012;70
3953;Rijksmonumenten totaal;Amstelveen;2013;70
3954;Rijksmonumenten totaal;Amstelveen;2014;71
3955;Rijksmonumenten totaal;Amstelveen;2015;71
3956;Rijksmonumenten totaal;Amstelveen;2016;71
3957;Rijksmonumenten totaal;Amstelveen;2017;71
3958;Rijksmonumenten totaal;Amstelveen;2018;71
3959;Rijksmonumenten totaal;Amstelveen;2019;71
3960;Rijksmonumenten totaal;Amsterdam;1965;0
3961;Rijksmonumenten totaal;Amsterdam;1966;0
3962;Rijksmonumenten totaal;Amsterdam;1967;1
3963;Rijksmonumenten totaal;Amsterdam;1968;1
3964;Rijksmonumenten totaal;Amsterdam;1969;1
3965;Rijksmonumenten totaal;Amsterdam;1970;6187
3966;Rijksmonumenten totaal;Amsterdam;1971;6191
3967;Rijksmonumenten totaal;Amsterdam;1972;6193
3968;Rijksmonumenten totaal;Amsterdam;1973;6197
3969;Rijksmonumenten totaal;Amsterdam;1974;6294
3970;Rijksmonumenten totaal;Amsterdam;1975;6364
3971;Rijksmonumenten totaal;Amsterdam;1976;6432
3972;Rijksmonumenten totaal;Amsterdam;1977;6482
3973;Rijksmonumenten totaal;Amsterdam;1978;6498
3974;Rijksmonumenten totaal;Amsterdam;1979;6513
3975;Rijksmonumenten totaal;Amsterdam;1980;6530
3976;Rijksmonumenten totaal;Amsterdam;1981;6541
3977;Rijksmonumenten totaal;Amsterdam;1982;6560
3978;Rijksmonumenten totaal;Amsterdam;1983;6561
3979;Rijksmonumenten totaal;Amsterdam;1984;6588
3980;Rijksmonumenten totaal;Amsterdam;1985;6607
3981;Rijksmonumenten totaal;Amsterdam;1986;6607
3982;Rijksmonumenten totaal;Amsterdam;1987;6607
3983;Rijksmonumenten totaal;Amsterdam;1988;6620
3984;Rijksmonumenten totaal;Amsterdam;1989;6623
3985;Rijksmonumenten totaal;Amsterdam;1990;6624
3986;Rijksmonumenten totaal;Amsterdam;1991;6644
3987;Rijksmonumenten totaal;Amsterdam;1992;6658
3988;Rijksmonumenten totaal;Amsterdam;1993;6661
3989;Rijksmonumenten totaal;Amsterdam;1994;6661
3990;Rijksmonumenten totaal;Amsterdam;1995;6691
3991;Rijksmonumenten totaal;Amsterdam;1996;6849
3992;Rijksmonumenten totaal;Amsterdam;1997;6852
3993;Rijksmonumenten totaal;Amsterdam;1998;6922
3994;Rijksmonumenten totaal;Amsterdam;1999;6933
3995;Rijksmonumenten totaal;Amsterdam;2000;6935
3996;Rijksmonumenten totaal;Amsterdam;2001;7085
3997;Rijksmonumenten totaal;Amsterdam;2002;7202
3998;Rijksmonumenten totaal;Amsterdam;2003;7252
3999;Rijksmonumenten totaal;Amsterdam;2004;7392
4000;Rijksmonumenten totaal;Amsterdam;2005;7402
4001;Rijksmonumenten totaal;Amsterdam;2006;7409
4002;Rijksmonumenten totaal;Amsterdam;2007;7419
4003;Rijksmonumenten totaal;Amsterdam;2008;7443
4004;Rijksmonumenten totaal;Amsterdam;2009;7452
4005;Rijksmonumenten totaal;Amsterdam;2010;7476
4006;Rijksmonumenten totaal;Amsterdam;2011;7479
4007;Rijksmonumenten totaal;Amsterdam;2012;7480
4008;Rijksmonumenten totaal;Amsterdam;2013;7480
4009;Rijksmonumenten totaal;Amsterdam;2014;7483
4010;Rijksmonumenten totaal;Amsterdam;2015;7487
4011;Rijksmonumenten totaal;Amsterdam;2016;7497
4012;Rijksmonumenten totaal;Amsterdam;2017;7497
4013;Rijksmonumenten totaal;Amsterdam;2018;7497
4014;Rijksmonumenten totaal;Amsterdam;2019;7496
4015;Rijksmonumenten totaal;Apeldoorn;1965;0
4016;Rijksmonumenten totaal;Apeldoorn;1966;0
4017;Rijksmonumenten totaal;Apeldoorn;1967;0
4018;Rijksmonumenten totaal;Apeldoorn;1968;0
4019;Rijksmonumenten totaal;Apeldoorn;1969;0
4020;Rijksmonumenten totaal;Apeldoorn;1970;0
4021;Rijksmonumenten totaal;Apeldoorn;1971;0
4022;Rijksmonumenten totaal;Apeldoorn;1972;0
4023;Rijksmonumenten totaal;Apeldoorn;1973;25
4024;Rijksmonumenten totaal;Apeldoorn;1974;60
4025;Rijksmonumenten totaal;Apeldoorn;1975;61
4026;Rijksmonumenten totaal;Apeldoorn;1976;62
4027;Rijksmonumenten totaal;Apeldoorn;1977;62
4028;Rijksmonumenten totaal;Apeldoorn;1978;62
4029;Rijksmonumenten totaal;Apeldoorn;1979;64
4030;Rijksmonumenten totaal;Apeldoorn;1980;64
4031;Rijksmonumenten totaal;Apeldoorn;1981;65
4032;Rijksmonumenten totaal;Apeldoorn;1982;70
4033;Rijksmonumenten totaal;Apeldoorn;1983;70
4034;Rijksmonumenten totaal;Apeldoorn;1984;70
4035;Rijksmonumenten totaal;Apeldoorn;1985;72
4036;Rijksmonumenten totaal;Apeldoorn;1986;72
4037;Rijksmonumenten totaal;Apeldoorn;1987;72
4038;Rijksmonumenten totaal;Apeldoorn;1988;72
4039;Rijksmonumenten totaal;Apeldoorn;1989;72
4040;Rijksmonumenten totaal;Apeldoorn;1990;73
4041;Rijksmonumenten totaal;Apeldoorn;1991;76
4042;Rijksmonumenten totaal;Apeldoorn;1992;76
4043;Rijksmonumenten totaal;Apeldoorn;1993;76
4044;Rijksmonumenten totaal;Apeldoorn;1994;76
4045;Rijksmonumenten totaal;Apeldoorn;1995;76
4046;Rijksmonumenten totaal;Apeldoorn;1996;76
4047;Rijksmonumenten totaal;Apeldoorn;1997;76
4048;Rijksmonumenten totaal;Apeldoorn;1998;76
4049;Rijksmonumenten totaal;Apeldoorn;1999;76
4050;Rijksmonumenten totaal;Apeldoorn;2000;183
4051;Rijksmonumenten totaal;Apeldoorn;2001;186
4052;Rijksmonumenten totaal;Apeldoorn;2002;186
4053;Rijksmonumenten totaal;Apeldoorn;2003;192
4054;Rijksmonumenten totaal;Apeldoorn;2004;192
4055;Rijksmonumenten totaal;Apeldoorn;2005;206
4056;Rijksmonumenten totaal;Apeldoorn;2006;208
4057;Rijksmonumenten totaal;Apeldoorn;2007;208
4058;Rijksmonumenten totaal;Apeldoorn;2008;208
4059;Rijksmonumenten totaal;Apeldoorn;2009;212
4060;Rijksmonumenten totaal;Apeldoorn;2010;212
4061;Rijksmonumenten totaal;Apeldoorn;2011;212
4062;Rijksmonumenten totaal;Apeldoorn;2012;212
4063;Rijksmonumenten totaal;Apeldoorn;2013;211
4064;Rijksmonumenten totaal;Apeldoorn;2014;212
4065;Rijksmonumenten totaal;Apeldoorn;2015;212
4066;Rijksmonumenten totaal;Apeldoorn;2016;212
4067;Rijksmonumenten totaal;Apeldoorn;2017;213
4068;Rijksmonumenten totaal;Apeldoorn;2018;213
4069;Rijksmonumenten totaal;Apeldoorn;2019;213
4070;Rijksmonumenten totaal;Appingedam;1965;0
4071;Rijksmonumenten totaal;Appingedam;1966;0
4072;Rijksmonumenten totaal;Appingedam;1967;0
4073;Rijksmonumenten totaal;Appingedam;1968;39
4074;Rijksmonumenten totaal;Appingedam;1969;39
4075;Rijksmonumenten totaal;Appingedam;1970;56
4076;Rijksmonumenten totaal;Appingedam;1971;56
4077;Rijksmonumenten totaal;Appingedam;1972;58
4078;Rijksmonumenten totaal;Appingedam;1973;58
4079;Rijksmonumenten totaal;Appingedam;1974;59
4080;Rijksmonumenten totaal;Appingedam;1975;60
4081;Rijksmonumenten totaal;Appingedam;1976;60
4082;Rijksmonumenten totaal;Appingedam;1977;60
4083;Rijksmonumenten totaal;Appingedam;1978;61
4084;Rijksmonumenten totaal;Appingedam;1979;61
4085;Rijksmonumenten totaal;Appingedam;1980;61
4086;Rijksmonumenten totaal;Appingedam;1981;70
4087;Rijksmonumenten totaal;Appingedam;1982;76
4088;Rijksmonumenten totaal;Appingedam;1983;76
4089;Rijksmonumenten totaal;Appingedam;1984;76
4090;Rijksmonumenten totaal;Appingedam;1985;76
4091;Rijksmonumenten totaal;Appingedam;1986;76
4092;Rijksmonumenten totaal;Appingedam;1987;76
4093;Rijksmonumenten totaal;Appingedam;1988;76
4094;Rijksmonumenten totaal;Appingedam;1989;76
4095;Rijksmonumenten totaal;Appingedam;1990;76
