ID;Leeftijd;Geslacht;Perioden;Autochtonen_1;Allochtonen_2;k_1eGeneratie_3;Totaal2eGeneratie_4;k_2eGeneratieMet1AllochtoneOuder_5;k_2eGeneratieMet2AllochtoneOuders_6;NietWesterseAllochtonen_7;WesterseAllochtonen_8
2709;17 jaar;Vrouwen;2024;68737;29210;7788;21421;8547;12875;20419;8791
2710;17 jaar;Vrouwen;2025;67359;29243;7840;21403;8592;12811;20324;8919
2711;17 jaar;Vrouwen;2026;66241;29300;7882;21418;8672;12746;20213;9087
2712;17 jaar;Vrouwen;2027;65305;29375;7912;21463;8783;12681;20089;9286
2713;17 jaar;Vrouwen;2028;64658;29482;7936;21545;8926;12619;19966;9516
2714;17 jaar;Vrouwen;2029;64247;29613;7954;21660;9088;12571;19849;9765
2715;17 jaar;Vrouwen;2030;64059;29757;7969;21788;9255;12533;19739;10018
2716;17 jaar;Vrouwen;2031;64107;29890;7981;21909;9428;12481;19633;10257
2717;17 jaar;Vrouwen;2032;64299;30000;7994;22007;9569;12438;19518;10482
2718;17 jaar;Vrouwen;2033;64612;30114;8004;22110;9719;12391;19419;10694
2719;17 jaar;Vrouwen;2034;65030;30212;8014;22198;9855;12343;19320;10892
2720;17 jaar;Vrouwen;2035;65521;30304;8022;22281;9986;12295;19228;11076
2721;17 jaar;Vrouwen;2036;66090;30376;8030;22347;10111;12235;19134;11243
2722;17 jaar;Vrouwen;2037;66679;30452;8037;22414;10223;12191;19056;11395
2723;17 jaar;Vrouwen;2038;67216;30504;8044;22461;10316;12144;18969;11536
2724;17 jaar;Vrouwen;2039;67741;30550;8050;22500;10401;12100;18890;11660
2725;17 jaar;Vrouwen;2040;68215;30586;8055;22531;10482;12049;18813;11773
2726;17 jaar;Vrouwen;2041;68617;30629;8060;22569;10563;12006;18749;11880
2727;17 jaar;Vrouwen;2042;68983;30659;8065;22594;10630;11964;18677;11982
2728;17 jaar;Vrouwen;2043;69280;30694;8069;22625;10692;11933;18621;12073
2729;17 jaar;Vrouwen;2044;69521;30724;8073;22651;10755;11896;18566;12157
2730;17 jaar;Vrouwen;2045;69712;30751;8076;22675;10811;11864;18514;12237
2731;17 jaar;Vrouwen;2046;69826;30779;8079;22699;10861;11838;18469;12310
2732;17 jaar;Vrouwen;2047;69920;30801;8082;22719;10900;11819;18423;12378
2733;17 jaar;Vrouwen;2048;69899;30829;8084;22744;10943;11801;18381;12448
2734;17 jaar;Vrouwen;2049;69822;30861;8086;22774;10988;11786;18346;12514
2735;17 jaar;Vrouwen;2050;69657;30885;8088;22797;11032;11765;18307;12578
2736;18 jaar;Totaal mannen en vrouwen;2003;144433;44690;18610;26080;11848;14232;31173;13516
2737;18 jaar;Totaal mannen en vrouwen;2004;147766;44607;18195;26413;11837;14575;31076;13531
2738;18 jaar;Totaal mannen en vrouwen;2005;152576;45120;17418;27702;12496;15205;31322;13797
2739;18 jaar;Totaal mannen en vrouwen;2006;153563;45686;17075;28611;12466;16145;32009;13678
2740;18 jaar;Totaal mannen en vrouwen;2007;151453;47227;17004;30223;12788;17435;33345;13882
2741;18 jaar;Totaal mannen en vrouwen;2008;152838;48102;16943;31159;12873;18286;34232;13870
2742;18 jaar;Totaal mannen en vrouwen;2009;159211;49966;16697;33269;13714;19555;35657;14309
2743;18 jaar;Totaal mannen en vrouwen;2010;158917;50315;16400;33915;14022;19893;35802;14513
2744;18 jaar;Totaal mannen en vrouwen;2011;156040;51055;16435;34621;14075;20546;36688;14367
2745;18 jaar;Totaal mannen en vrouwen;2012;154885;50824;16182;34642;14238;20404;36401;14423
2746;18 jaar;Totaal mannen en vrouwen;2013;154858;51984;16233;35751;14382;21369;37301;14684
2747;18 jaar;Totaal mannen en vrouwen;2014;150316;51928;16310;35618;14426;21192;37053;14876
2748;18 jaar;Totaal mannen en vrouwen;2015;149288;52952;16779;36173;14436;21737;37867;15085
2749;18 jaar;Totaal mannen en vrouwen;2016;149842;54544;16943;37602;14919;22682;39298;15246
2750;18 jaar;Totaal mannen en vrouwen;2017;154835;56244;16881;39363;15728;23635;40478;15766
2751;18 jaar;Totaal mannen en vrouwen;2018;155228;57819;17105;40714;16243;24471;41427;16393
2752;18 jaar;Totaal mannen en vrouwen;2019;157790;60173;17348;42825;17043;25783;43096;17077
2753;18 jaar;Totaal mannen en vrouwen;2020;154415;59894;16978;42916;17870;25046;42615;17279
2754;18 jaar;Totaal mannen en vrouwen;2021;151924;60424;16963;43461;17259;26201;42723;17701
2755;18 jaar;Totaal mannen en vrouwen;2022;150127;61056;17041;44016;17469;26547;43032;18025
2756;18 jaar;Totaal mannen en vrouwen;2023;146762;61338;17157;44182;17527;26655;43110;18228
2757;18 jaar;Totaal mannen en vrouwen;2024;143463;61501;17289;44212;17563;26649;43081;18420
2758;18 jaar;Totaal mannen en vrouwen;2025;140383;61573;17410;44163;17593;26570;42934;18639
2759;18 jaar;Totaal mannen en vrouwen;2026;137569;61638;17516;44121;17680;26441;42728;18910
2760;18 jaar;Totaal mannen en vrouwen;2027;135281;61751;17601;44150;17839;26311;42490;19261
2761;18 jaar;Totaal mannen en vrouwen;2028;133372;61899;17660;44239;18068;26171;42228;19671
2762;18 jaar;Totaal mannen en vrouwen;2029;132053;62098;17700;44398;18348;26049;41951;20147
2763;18 jaar;Totaal mannen en vrouwen;2030;131220;62356;17731;44626;18675;25951;41698;20658
2764;18 jaar;Totaal mannen en vrouwen;2031;130845;62630;17751;44879;19010;25869;41451;21178
2765;18 jaar;Totaal mannen en vrouwen;2032;130947;62891;17771;45120;19355;25765;41219;21672
2766;18 jaar;Totaal mannen en vrouwen;2033;131331;63115;17789;45326;19660;25666;40976;22139
2767;18 jaar;Totaal mannen en vrouwen;2034;131992;63322;17803;45519;19958;25561;40749;22572
2768;18 jaar;Totaal mannen en vrouwen;2035;132847;63514;17815;45698;20236;25463;40533;22981
2769;18 jaar;Totaal mannen en vrouwen;2036;133872;63679;17828;45852;20497;25355;40328;23351
2770;18 jaar;Totaal mannen en vrouwen;2037;135041;63812;17834;45978;20742;25236;40116;23696
2771;18 jaar;Totaal mannen en vrouwen;2038;136270;63936;17842;46094;20964;25130;39923;24012
2772;18 jaar;Totaal mannen en vrouwen;2039;137377;64027;17847;46180;21155;25025;39728;24299
2773;18 jaar;Totaal mannen en vrouwen;2040;138457;64113;17851;46261;21334;24928;39556;24556
2774;18 jaar;Totaal mannen en vrouwen;2041;139430;64168;17853;46315;21497;24818;39371;24797
2775;18 jaar;Totaal mannen en vrouwen;2042;140269;64235;17855;46379;21660;24720;39217;25018
2776;18 jaar;Totaal mannen en vrouwen;2043;141029;64277;17856;46421;21790;24631;39052;25225
2777;18 jaar;Totaal mannen en vrouwen;2044;141647;64329;17853;46475;21923;24553;38916;25413
2778;18 jaar;Totaal mannen en vrouwen;2045;142149;64371;17856;46514;22045;24469;38785;25586
2779;18 jaar;Totaal mannen en vrouwen;2046;142562;64398;17852;46546;22142;24404;38650;25748
2780;18 jaar;Totaal mannen en vrouwen;2047;142796;64443;17848;46595;22255;24340;38542;25901
2781;18 jaar;Totaal mannen en vrouwen;2048;142989;64475;17843;46632;22344;24288;38426;26049
2782;18 jaar;Totaal mannen en vrouwen;2049;142962;64509;17837;46672;22426;24246;38318;26190
2783;18 jaar;Totaal mannen en vrouwen;2050;142817;64548;17831;46717;22504;24213;38223;26326
2784;18 jaar;Mannen;2003;73963;23470;10117;13354;6058;7295;16596;6875
2785;18 jaar;Mannen;2004;75317;23359;9845;13514;6146;7368;16446;6913
2786;18 jaar;Mannen;2005;77493;23655;9532;14123;6394;7729;16619;7037
2787;18 jaar;Mannen;2006;78793;23837;9262;14575;6383;8192;16817;7020
2788;18 jaar;Mannen;2007;77374;24551;9138;15414;6471;8943;17578;6973
2789;18 jaar;Mannen;2008;77664;25049;9038;16011;6601;9409;17999;7050
2790;18 jaar;Mannen;2009;81666;25755;8819;16936;6991;9945;18514;7240
2791;18 jaar;Mannen;2010;81100;25958;8525;17433;7202;10231;18557;7401
2792;18 jaar;Mannen;2011;79855;26334;8564;17770;7148;10622;19132;7202
2793;18 jaar;Mannen;2012;79034;26139;8413;17726;7359;10367;18727;7412
2794;18 jaar;Mannen;2013;79174;26696;8389;18306;7383;10924;19234;7462
2795;18 jaar;Mannen;2014;76771;26655;8404;18251;7379;10872;19044;7611
2796;18 jaar;Mannen;2015;76649;27346;8657;18689;7453;11236;19530;7815
2797;18 jaar;Mannen;2016;76205;28006;8699;19307;7675;11633;20150;7856
2798;18 jaar;Mannen;2017;79094;28864;8639;20226;8080;12146;20708;8156
2799;18 jaar;Mannen;2018;79487;29651;8679;20971;8376;12596;21108;8543
2800;18 jaar;Mannen;2019;80512;30754;8795;21959;8782;13178;21926;8828
2801;18 jaar;Mannen;2020;78815;30847;8668;22179;9242;12937;21903;8944
2802;18 jaar;Mannen;2021;77641;31023;8682;22341;8861;13481;21874;9150
2803;18 jaar;Mannen;2022;76716;31352;8720;22633;8970;13662;22029;9324
2804;18 jaar;Mannen;2023;74988;31497;8777;22721;8998;13722;22060;9438
2805;18 jaar;Mannen;2024;73295;31583;8843;22740;9021;13719;22041;9542
2806;18 jaar;Mannen;2025;71719;31619;8904;22715;9032;13683;21959;9661
2807;18 jaar;Mannen;2026;70278;31654;8960;22694;9074;13619;21848;9805
2808;18 jaar;Mannen;2027;69106;31712;9004;22708;9154;13554;21721;9991
2809;18 jaar;Mannen;2028;68130;31786;9033;22753;9272;13481;21584;10202
2810;18 jaar;Mannen;2029;67453;31882;9049;22833;9414;13419;21433;10449
2811;18 jaar;Mannen;2030;67030;32009;9061;22948;9577;13370;21295;10714
2812;18 jaar;Mannen;2031;66839;32142;9066;23076;9750;13326;21160;10982
2813;18 jaar;Mannen;2032;66892;32271;9073;23197;9921;13276;21034;11237
2814;18 jaar;Mannen;2033;67084;32387;9079;23307;10087;13221;20908;11479
2815;18 jaar;Mannen;2034;67429;32483;9082;23401;10237;13165;20782;11701
2816;18 jaar;Mannen;2035;67868;32576;9084;23492;10379;13113;20665;11911
2817;18 jaar;Mannen;2036;68400;32652;9088;23564;10510;13054;20554;12098
2818;18 jaar;Mannen;2037;69000;32714;9086;23627;10632;12995;20438;12276
2819;18 jaar;Mannen;2038;69641;32764;9087;23677;10742;12935;20324;12440
2820;18 jaar;Mannen;2039;70212;32803;9085;23717;10840;12877;20216;12586
2821;18 jaar;Mannen;2040;70766;32843;9084;23759;10933;12826;20123;12719
2822;18 jaar;Mannen;2041;71265;32865;9080;23785;11016;12769;20019;12846
2823;18 jaar;Mannen;2042;71701;32889;9077;23813;11098;12714;19929;12960
2824;18 jaar;Mannen;2043;72095;32904;9073;23830;11163;12667;19837;13066
2825;18 jaar;Mannen;2044;72416;32921;9066;23855;11233;12622;19759;13162
2826;18 jaar;Mannen;2045;72676;32934;9065;23869;11293;12576;19684;13251
2827;18 jaar;Mannen;2046;72897;32936;9058;23878;11335;12543;19602;13333
2828;18 jaar;Mannen;2047;73017;32955;9051;23904;11399;12505;19540;13415
2829;18 jaar;Mannen;2048;73112;32968;9043;23925;11453;12473;19474;13495
2830;18 jaar;Mannen;2049;73106;32975;9034;23940;11490;12450;19409;13566
2831;18 jaar;Mannen;2050;73038;32982;9027;23955;11522;12433;19348;13634
2832;18 jaar;Vrouwen;2003;70470;21219;8493;12727;5790;6937;14578;6642
2833;18 jaar;Vrouwen;2004;72449;21248;8349;12899;5691;7207;14630;6618
2834;18 jaar;Vrouwen;2005;75084;21464;7886;13578;6102;7477;14704;6761
2835;18 jaar;Vrouwen;2006;74770;21850;7813;14036;6083;7953;15192;6658
2836;18 jaar;Vrouwen;2007;74079;22676;7867;14810;6317;8492;15767;6909
2837;18 jaar;Vrouwen;2008;75173;23053;7905;15148;6272;8877;16234;6820
2838;18 jaar;Vrouwen;2009;77545;24211;7879;16333;6723;9610;17143;7068
2839;18 jaar;Vrouwen;2010;77818;24357;7874;16482;6821;9662;17244;7112
2840;18 jaar;Vrouwen;2011;76185;24721;7870;16851;6927;9924;17556;7165
2841;18 jaar;Vrouwen;2012;75851;24685;7769;16916;6878;10038;17674;7011
2842;18 jaar;Vrouwen;2013;75684;25289;7844;17445;6999;10446;18067;7222
2843;18 jaar;Vrouwen;2014;73545;25273;7906;17367;7047;10320;18009;7264
2844;18 jaar;Vrouwen;2015;72638;25607;8123;17484;6984;10501;18337;7270
2845;18 jaar;Vrouwen;2016;73637;26538;8244;18294;7245;11049;19148;7390
2846;18 jaar;Vrouwen;2017;75741;27380;8243;19137;7648;11489;19770;7610
2847;18 jaar;Vrouwen;2018;75742;28168;8426;19743;7867;11876;20319;7849
2848;18 jaar;Vrouwen;2019;77278;29419;8553;20866;8261;12605;21170;8249
2849;18 jaar;Vrouwen;2020;75599;29047;8310;20736;8628;12108;20712;8335
2850;18 jaar;Vrouwen;2021;74283;29401;8282;21119;8398;12721;20849;8551
2851;18 jaar;Vrouwen;2022;73411;29704;8321;21383;8498;12885;21003;8701
2852;18 jaar;Vrouwen;2023;71774;29841;8380;21461;8528;12933;21051;8790
2853;18 jaar;Vrouwen;2024;70168;29918;8445;21472;8542;12930;21040;8878
2854;18 jaar;Vrouwen;2025;68664;29953;8505;21448;8561;12887;20975;8978
2855;18 jaar;Vrouwen;2026;67291;29984;8556;21428;8606;12822;20880;9104
2856;18 jaar;Vrouwen;2027;66175;30040;8598;21442;8685;12757;20769;9270
2857;18 jaar;Vrouwen;2028;65243;30113;8627;21486;8796;12690;20644;9469
2858;18 jaar;Vrouwen;2029;64600;30216;8651;21565;8935;12630;20518;9698
2859;18 jaar;Vrouwen;2030;64190;30347;8669;21678;9098;12581;20403;9945
2860;18 jaar;Vrouwen;2031;64006;30488;8685;21803;9260;12543;20291;10197
2861;18 jaar;Vrouwen;2032;64055;30620;8697;21922;9434;12489;20185;10435
2862;18 jaar;Vrouwen;2033;64248;30729;8710;22018;9574;12445;20069;10660
2863;18 jaar;Vrouwen;2034;64563;30839;8721;22118;9721;12397;19967;10872
2864;18 jaar;Vrouwen;2035;64979;30937;8731;22206;9857;12349;19867;11070
2865;18 jaar;Vrouwen;2036;65472;31027;8739;22288;9987;12301;19775;11253
2866;18 jaar;Vrouwen;2037;66041;31098;8747;22351;10110;12241;19679;11420
2867;18 jaar;Vrouwen;2038;66629;31172;8755;22417;10222;12195;19600;11572
2868;18 jaar;Vrouwen;2039;67165;31225;8762;22463;10315;12148;19512;11713
2869;18 jaar;Vrouwen;2040;67690;31270;8768;22502;10400;12102;19433;11837
2870;18 jaar;Vrouwen;2041;68165;31303;8773;22530;10481;12049;19352;11951
2871;18 jaar;Vrouwen;2042;68568;31345;8778;22567;10561;12006;19288;12058
2872;18 jaar;Vrouwen;2043;68934;31374;8783;22590;10627;11964;19214;12159
2873;18 jaar;Vrouwen;2044;69231;31408;8787;22620;10690;11931;19157;12251
2874;18 jaar;Vrouwen;2045;69473;31436;8791;22645;10752;11893;19101;12335
2875;18 jaar;Vrouwen;2046;69665;31463;8794;22668;10807;11861;19048;12415
2876;18 jaar;Vrouwen;2047;69779;31488;8797;22691;10856;11835;19002;12486
2877;18 jaar;Vrouwen;2048;69877;31507;8800;22707;10892;11815;18952;12555
2878;18 jaar;Vrouwen;2049;69856;31534;8802;22732;10936;11796;18909;12624
2879;18 jaar;Vrouwen;2050;69779;31566;8804;22762;10982;11780;18874;12692
2880;19 jaar;Totaal mannen en vrouwen;2003;140658;44790;19304;25486;11416;14071;30972;13818
2881;19 jaar;Totaal mannen en vrouwen;2004;144233;46095;19973;26122;11854;14268;32249;13846
2882;19 jaar;Totaal mannen en vrouwen;2005;147554;45954;19495;26459;11850;14609;32117;13837
2883;19 jaar;Totaal mannen en vrouwen;2006;152352;46451;18705;27745;12505;15241;32336;14115
2884;19 jaar;Totaal mannen en vrouwen;2007;153340;47039;18388;28651;12471;16179;33004;14035
2885;19 jaar;Totaal mannen en vrouwen;2008;151240;48626;18369;30257;12793;17464;34337;14289
2886;19 jaar;Totaal mannen en vrouwen;2009;152624;49571;18381;31190;12879;18311;35237;14335
2887;19 jaar;Totaal mannen en vrouwen;2010;158988;51498;18209;33288;13714;19574;36670;14827
2888;19 jaar;Totaal mannen en vrouwen;2011;158696;51915;17979;33936;14024;19912;36830;15085
2889;19 jaar;Totaal mannen en vrouwen;2012;155830;52695;18054;34640;14077;20563;37721;14974
2890;19 jaar;Totaal mannen en vrouwen;2013;154678;52487;17822;34665;14240;20424;37448;15039
2891;19 jaar;Totaal mannen en vrouwen;2014;154656;53650;17881;35770;14386;21384;38349;15302
2892;19 jaar;Totaal mannen en vrouwen;2015;150127;53593;17953;35640;14434;21206;38107;15486
2893;19 jaar;Totaal mannen en vrouwen;2016;149102;54605;18411;36194;14445;21749;38923;15682
2894;19 jaar;Totaal mannen en vrouwen;2017;149658;56188;18571;37617;14926;22691;40353;15835
2895;19 jaar;Totaal mannen en vrouwen;2018;154644;57877;18507;39370;15732;23638;41532;16345
2896;19 jaar;Totaal mannen en vrouwen;2019;155042;59447;18733;40714;16245;24469;42483;16964
2897;19 jaar;Totaal mannen en vrouwen;2020;157601;61785;18969;42816;17040;25775;44147;17638
2898;19 jaar;Totaal mannen en vrouwen;2021;154234;61515;18608;42907;17868;25040;43677;17839
2899;19 jaar;Totaal mannen en vrouwen;2022;151748;62046;18595;43451;17259;26192;43786;18260
2900;19 jaar;Totaal mannen en vrouwen;2023;149957;62674;18671;44004;17467;26537;44096;18578
2901;19 jaar;Totaal mannen en vrouwen;2024;146603;62952;18783;44168;17525;26643;44177;18775
2902;19 jaar;Totaal mannen en vrouwen;2025;143309;63114;18912;44201;17563;26638;44150;18964
2903;19 jaar;Totaal mannen en vrouwen;2026;140234;63186;19031;44155;17595;26560;44007;19179
2904;19 jaar;Totaal mannen en vrouwen;2027;137432;63244;19134;44110;17679;26431;43800;19444
2905;19 jaar;Totaal mannen en vrouwen;2028;135149;63358;19219;44139;17838;26301;43564;19794
2906;19 jaar;Totaal mannen en vrouwen;2029;133245;63506;19279;44228;18064;26164;43304;20202
2907;19 jaar;Totaal mannen en vrouwen;2030;131929;63705;19320;44385;18346;26039;43029;20676
2908;19 jaar;Totaal mannen en vrouwen;2031;131102;63961;19352;44609;18665;25943;42775;21185
2909;19 jaar;Totaal mannen en vrouwen;2032;130729;64234;19374;44861;19000;25861;42531;21703
2910;19 jaar;Totaal mannen en vrouwen;2033;130832;64494;19395;45099;19346;25753;42298;22196
2911;19 jaar;Totaal mannen en vrouwen;2034;131214;64720;19415;45305;19648;25656;42056;22664
2912;19 jaar;Totaal mannen en vrouwen;2035;131876;64925;19430;45495;19943;25552;41829;23096
2913;19 jaar;Totaal mannen en vrouwen;2036;132732;65115;19444;45671;20220;25451;41611;23504
2914;19 jaar;Totaal mannen en vrouwen;2037;133753;65281;19457;45824;20481;25343;41408;23873
2915;19 jaar;Totaal mannen en vrouwen;2038;134918;65415;19464;45951;20724;25227;41196;24219
2916;19 jaar;Totaal mannen en vrouwen;2039;136148;65537;19473;46063;20946;25117;41000;24536
2917;19 jaar;Totaal mannen en vrouwen;2040;137250;65630;19480;46151;21136;25015;40806;24824
2918;19 jaar;Totaal mannen en vrouwen;2041;138325;65717;19485;46232;21315;24916;40635;25082
2919;19 jaar;Totaal mannen en vrouwen;2042;139300;65769;19487;46281;21477;24805;40446;25322
2920;19 jaar;Totaal mannen en vrouwen;2043;140137;65837;19491;46346;21642;24704;40294;25543
2921;19 jaar;Totaal mannen en vrouwen;2044;140898;65877;19493;46385;21769;24616;40127;25751
2922;19 jaar;Totaal mannen en vrouwen;2045;141514;65927;19489;46437;21900;24538;39988;25939
2923;19 jaar;Totaal mannen en vrouwen;2046;142013;65970;19493;46477;22025;24452;39858;26112
2924;19 jaar;Totaal mannen en vrouwen;2047;142426;65997;19489;46508;22122;24386;39722;26275
2925;19 jaar;Totaal mannen en vrouwen;2048;142662;66040;19486;46555;22234;24321;39613;26427
2926;19 jaar;Totaal mannen en vrouwen;2049;142855;66072;19481;46591;22321;24270;39497;26575
2927;19 jaar;Totaal mannen en vrouwen;2050;142830;66103;19473;46629;22403;24226;39387;26716
2928;19 jaar;Mannen;2003;71871;23111;10181;12930;5808;7122;16149;6962
2929;19 jaar;Mannen;2004;73848;23917;10542;13375;6061;7314;16930;6987
2930;19 jaar;Mannen;2005;75196;23780;10242;13538;6152;7386;16766;7014
2931;19 jaar;Mannen;2006;77367;24064;9919;14145;6399;7747;16924;7140
2932;19 jaar;Mannen;2007;78666;24253;9658;14595;6385;8210;17110;7142
2933;19 jaar;Mannen;2008;77253;24990;9558;15432;6474;8958;17874;7116
2934;19 jaar;Mannen;2009;77543;25525;9498;16028;6605;9423;18304;7222
2935;19 jaar;Mannen;2010;81539;26261;9314;16947;6990;9956;18829;7432
2936;19 jaar;Mannen;2011;80975;26496;9053;17443;7202;10241;18882;7614
2937;19 jaar;Mannen;2012;79734;26893;9112;17781;7149;10631;19459;7434
2938;19 jaar;Mannen;2013;78914;26711;8971;17740;7361;10379;19066;7645
2939;19 jaar;Mannen;2014;79056;27271;8953;18318;7384;10934;19575;7696
2940;19 jaar;Mannen;2015;76661;27230;8967;18264;7382;10881;19388;7842
2941;19 jaar;Mannen;2016;76542;27913;9214;18699;7456;11243;19873;8040
2942;19 jaar;Mannen;2017;76099;28571;9254;19317;7677;11639;20495;8076
2943;19 jaar;Mannen;2018;78983;29424;9193;20231;8082;12150;21055;8370
2944;19 jaar;Mannen;2019;79377;30209;9236;20972;8375;12597;21456;8753
2945;19 jaar;Mannen;2020;80403;31304;9349;21955;8778;13177;22272;9032
2946;19 jaar;Mannen;2021;78709;31403;9226;22177;9240;12936;22255;9148
2947;19 jaar;Mannen;2022;77537;31580;9241;22338;8860;13478;22227;9353
2948;19 jaar;Mannen;2023;76616;31907;9279;22628;8967;13661;22383;9524
2949;19 jaar;Mannen;2024;74894;32051;9335;22716;8996;13720;22416;9635
2950;19 jaar;Mannen;2025;73203;32137;9401;22736;9019;13718;22399;9739
2951;19 jaar;Mannen;2026;71630;32174;9461;22713;9032;13681;22319;9855
2952;19 jaar;Mannen;2027;70195;32205;9515;22689;9072;13617;22207;9997
2953;19 jaar;Mannen;2028;69026;32263;9559;22704;9151;13553;22081;10182
2954;19 jaar;Mannen;2029;68052;32339;9590;22749;9269;13481;21946;10393
2955;19 jaar;Mannen;2030;67376;32435;9607;22829;9412;13416;21796;10639
2956;19 jaar;Mannen;2031;66958;32560;9620;22940;9571;13369;21658;10902
2957;19 jaar;Mannen;2032;66769;32694;9627;23067;9744;13323;21524;11170
2958;19 jaar;Mannen;2033;66822;32822;9635;23187;9915;13272;21397;11425
2959;19 jaar;Mannen;2034;67013;32939;9642;23297;10079;13218;21272;11668
2960;19 jaar;Mannen;2035;67358;33035;9646;23389;10228;13161;21146;11889
2961;19 jaar;Mannen;2036;67799;33127;9649;23478;10370;13108;21029;12098
2962;19 jaar;Mannen;2037;68329;33203;9654;23549;10500;13049;20917;12286
2963;19 jaar;Mannen;2038;68927;33266;9653;23613;10621;12992;20802;12465
2964;19 jaar;Mannen;2039;69569;33314;9654;23659;10730;12929;20685;12629
2965;19 jaar;Mannen;2040;70137;33355;9654;23701;10829;12872;20578;12776
2966;19 jaar;Mannen;2041;70689;33396;9653;23743;10923;12820;20487;12910
2967;19 jaar;Mannen;2042;71190;33416;9649;23767;11004;12763;20380;13037
2968;19 jaar;Mannen;2043;71625;33441;9648;23793;11087;12706;20291;13150
2969;19 jaar;Mannen;2044;72020;33455;9645;23809;11150;12659;20198;13256
2970;19 jaar;Mannen;2045;72338;33472;9637;23835;11221;12614;20118;13354
2971;19 jaar;Mannen;2046;72597;33486;9637;23849;11282;12567;20043;13443
2972;19 jaar;Mannen;2047;72818;33487;9630;23858;11324;12534;19962;13526
2973;19 jaar;Mannen;2048;72940;33506;9624;23882;11388;12494;19899;13607
2974;19 jaar;Mannen;2049;73035;33519;9616;23903;11440;12462;19833;13686
2975;19 jaar;Mannen;2050;73031;33523;9607;23916;11477;12439;19765;13758
2976;19 jaar;Vrouwen;2003;68786;21679;9123;12557;5608;6949;14823;6856
2977;19 jaar;Vrouwen;2004;70385;22178;9431;12747;5793;6954;15320;6858
2978;19 jaar;Vrouwen;2005;72358;22174;9253;12921;5698;7223;15351;6823
2979;19 jaar;Vrouwen;2006;74985;22387;8787;13600;6106;7494;15412;6975
2980;19 jaar;Vrouwen;2007;74674;22786;8730;14056;6087;7969;15893;6893
2981;19 jaar;Vrouwen;2008;73987;23636;8811;14825;6319;8506;16464;7172
2982;19 jaar;Vrouwen;2009;75081;24046;8883;15162;6274;8888;16933;7113
2983;19 jaar;Vrouwen;2010;77450;25237;8895;16342;6724;9618;17841;7395
2984;19 jaar;Vrouwen;2011;77721;25419;8926;16493;6823;9671;17948;7471
2985;19 jaar;Vrouwen;2012;76096;25801;8942;16860;6928;9932;18261;7540
2986;19 jaar;Vrouwen;2013;75764;25776;8851;16925;6879;10045;18382;7394
2987;19 jaar;Vrouwen;2014;75599;26379;8927;17452;7002;10450;18774;7606
2988;19 jaar;Vrouwen;2015;73466;26363;8987;17376;7052;10324;18719;7644
2989;19 jaar;Vrouwen;2016;72560;26692;9198;17495;6988;10506;19050;7643
2990;19 jaar;Vrouwen;2017;73559;27617;9317;18300;7248;11052;19858;7759
2991;19 jaar;Vrouwen;2018;75661;28453;9315;19138;7650;11488;20478;7975
2992;19 jaar;Vrouwen;2019;75664;29238;9497;19741;7870;11872;21027;8211
2993;19 jaar;Vrouwen;2020;77198;30481;9620;20860;8262;12598;21875;8606
2994;19 jaar;Vrouwen;2021;75524;30112;9381;20731;8627;12103;21421;8691
2995;19 jaar;Vrouwen;2022;74211;30466;9354;21113;8399;12714;21559;8907
2996;19 jaar;Vrouwen;2023;73341;30767;9391;21376;8500;12876;21714;9054
2997;19 jaar;Vrouwen;2024;71709;30901;9448;21453;8530;12923;21761;9140
2998;19 jaar;Vrouwen;2025;70106;30976;9511;21465;8544;12921;21751;9225
2999;19 jaar;Vrouwen;2026;68604;31012;9569;21442;8563;12879;21688;9324
3000;19 jaar;Vrouwen;2027;67237;31039;9619;21420;8607;12814;21592;9447
3001;19 jaar;Vrouwen;2028;66123;31095;9659;21436;8687;12748;21483;9612
3002;19 jaar;Vrouwen;2029;65193;31167;9689;21479;8795;12683;21358;9809
3003;19 jaar;Vrouwen;2030;64553;31269;9713;21556;8934;12623;21232;10037
3004;19 jaar;Vrouwen;2031;64144;31400;9731;21669;9095;12575;21117;10283
3005;19 jaar;Vrouwen;2032;63960;31541;9747;21794;9256;12538;21007;10534
3006;19 jaar;Vrouwen;2033;64010;31672;9760;21912;9431;12481;20901;10771
3007;19 jaar;Vrouwen;2034;64202;31781;9773;22007;9569;12438;20785;10996
3008;19 jaar;Vrouwen;2035;64518;31890;9784;22106;9715;12391;20683;11207
3009;19 jaar;Vrouwen;2036;64934;31988;9795;22193;9850;12343;20583;11405
3010;19 jaar;Vrouwen;2037;65424;32078;9803;22275;9981;12294;20490;11588
3011;19 jaar;Vrouwen;2038;65991;32149;9811;22338;10103;12235;20394;11755
3012;19 jaar;Vrouwen;2039;66578;32223;9819;22404;10216;12188;20316;11907
3013;19 jaar;Vrouwen;2040;67113;32275;9826;22449;10307;12142;20228;12048
3014;19 jaar;Vrouwen;2041;67636;32321;9832;22489;10392;12096;20148;12172
3015;19 jaar;Vrouwen;2042;68111;32352;9838;22514;10472;12042;20067;12286
3016;19 jaar;Vrouwen;2043;68511;32395;9843;22552;10555;11998;20002;12393
3017;19 jaar;Vrouwen;2044;68878;32423;9848;22575;10619;11957;19929;12494
3018;19 jaar;Vrouwen;2045;69176;32454;9852;22603;10679;11924;19869;12585
3019;19 jaar;Vrouwen;2046;69416;32484;9855;22629;10743;11885;19815;12669
