ID;Bedrijfskenmerken;Marges;Perioden;Organisatiegraad_1
429;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2020;23.7
430;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2021;23.4
431;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2022;22.1
432;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2023;20.2
433;O-U Niet-commerciële dienstverlening;Ondergrens 95%-interval;2024;20.4
434;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2018;26.7
435;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2019;26.1
436;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2020;24.9
437;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2021;24.7
438;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2022;23.8
439;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2023;21.8
440;O-U Niet-commerciële dienstverlening;Bovengrens 95%-interval;2024;21.9
441;O-Q Overheid en zorg;Waarde;2018;27.1
442;O-Q Overheid en zorg;Waarde;2019;26.4
443;O-Q Overheid en zorg;Waarde;2020;25.4
444;O-Q Overheid en zorg;Waarde;2021;25.0
445;O-Q Overheid en zorg;Waarde;2022;23.9
446;O-Q Overheid en zorg;Waarde;2023;22.0
447;O-Q Overheid en zorg;Waarde;2024;22.0
448;O-Q Overheid en zorg;Ondergrens 95%-interval;2018;26.4
449;O-Q Overheid en zorg;Ondergrens 95%-interval;2019;25.8
450;O-Q Overheid en zorg;Ondergrens 95%-interval;2020;24.7
451;O-Q Overheid en zorg;Ondergrens 95%-interval;2021;24.3
452;O-Q Overheid en zorg;Ondergrens 95%-interval;2022;23.0
453;O-Q Overheid en zorg;Ondergrens 95%-interval;2023;21.2
454;O-Q Overheid en zorg;Ondergrens 95%-interval;2024;21.2
455;O-Q Overheid en zorg;Bovengrens 95%-interval;2018;27.7
456;O-Q Overheid en zorg;Bovengrens 95%-interval;2019;27.1
457;O-Q Overheid en zorg;Bovengrens 95%-interval;2020;26.0
458;O-Q Overheid en zorg;Bovengrens 95%-interval;2021;25.7
459;O-Q Overheid en zorg;Bovengrens 95%-interval;2022;24.8
460;O-Q Overheid en zorg;Bovengrens 95%-interval;2023;22.9
461;O-Q Overheid en zorg;Bovengrens 95%-interval;2024;22.8
462;O Openbaar bestuur en overheidsdiensten;Waarde;2018;33.5
463;O Openbaar bestuur en overheidsdiensten;Waarde;2019;32.9
464;O Openbaar bestuur en overheidsdiensten;Waarde;2020;30.4
465;O Openbaar bestuur en overheidsdiensten;Waarde;2021;30.5
466;O Openbaar bestuur en overheidsdiensten;Waarde;2022;29.2
467;O Openbaar bestuur en overheidsdiensten;Waarde;2023;26.9
468;O Openbaar bestuur en overheidsdiensten;Waarde;2024;26.0
469;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2018;32.0
470;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2019;31.4
471;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2020;28.9
472;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2021;28.9
473;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2022;27.0
474;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2023;25.0
475;O Openbaar bestuur en overheidsdiensten;Ondergrens 95%-interval;2024;24.1
476;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2018;35.1
477;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2019;34.5
478;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2020;32.0
479;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2021;32.1
480;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2022;31.5
481;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2023;29.0
482;O Openbaar bestuur en overheidsdiensten;Bovengrens 95%-interval;2024;28.0
483;P Onderwijs;Waarde;2018;31.9
484;P Onderwijs;Waarde;2019;32.0
485;P Onderwijs;Waarde;2020;30.9
486;P Onderwijs;Waarde;2021;30.5
487;P Onderwijs;Waarde;2022;26.7
488;P Onderwijs;Waarde;2023;25.9
489;P Onderwijs;Waarde;2024;27.4
490;P Onderwijs;Ondergrens 95%-interval;2018;30.8
491;P Onderwijs;Ondergrens 95%-interval;2019;30.9
492;P Onderwijs;Ondergrens 95%-interval;2020;29.8
493;P Onderwijs;Ondergrens 95%-interval;2021;29.3
494;P Onderwijs;Ondergrens 95%-interval;2022;25.3
495;P Onderwijs;Ondergrens 95%-interval;2023;24.5
496;P Onderwijs;Ondergrens 95%-interval;2024;26.0
497;P Onderwijs;Bovengrens 95%-interval;2018;33.0
498;P Onderwijs;Bovengrens 95%-interval;2019;33.1
499;P Onderwijs;Bovengrens 95%-interval;2020;32.0
500;P Onderwijs;Bovengrens 95%-interval;2021;31.6
501;P Onderwijs;Bovengrens 95%-interval;2022;28.2
502;P Onderwijs;Bovengrens 95%-interval;2023;27.3
503;P Onderwijs;Bovengrens 95%-interval;2024;28.8
504;Q Gezondheids- en welzijnszorg;Waarde;2018;22.4
505;Q Gezondheids- en welzijnszorg;Waarde;2019;21.4
506;Q Gezondheids- en welzijnszorg;Waarde;2020;21.0
507;Q Gezondheids- en welzijnszorg;Waarde;2021;20.5
508;Q Gezondheids- en welzijnszorg;Waarde;2022;20.5
509;Q Gezondheids- en welzijnszorg;Waarde;2023;18.3
510;Q Gezondheids- en welzijnszorg;Waarde;2024;18.0
511;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2018;21.5
512;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2019;20.5
513;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2020;20.2
514;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2021;19.6
515;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2022;19.4
516;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2023;17.2
517;Q Gezondheids- en welzijnszorg;Ondergrens 95%-interval;2024;17.0
518;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2018;23.3
519;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2019;22.3
520;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2020;21.9
521;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2021;21.4
522;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2022;21.8
523;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2023;19.5
524;Q Gezondheids- en welzijnszorg;Bovengrens 95%-interval;2024;19.1
525;R-U Cultuur, recreatie, overige diensten;Waarde;2018;16.3
526;R-U Cultuur, recreatie, overige diensten;Waarde;2019;16.3
527;R-U Cultuur, recreatie, overige diensten;Waarde;2020;14.2
528;R-U Cultuur, recreatie, overige diensten;Waarde;2021;14.7
529;R-U Cultuur, recreatie, overige diensten;Waarde;2022;14.0
530;R-U Cultuur, recreatie, overige diensten;Waarde;2023;11.7
531;R-U Cultuur, recreatie, overige diensten;Waarde;2024;13.0
532;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2018;14.6
533;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2019;14.6
534;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2020;12.5
535;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2021;13.0
536;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2022;11.9
537;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2023;9.8
538;R-U Cultuur, recreatie, overige diensten;Ondergrens 95%-interval;2024;11.0
539;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2018;18.2
540;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2019;18.2
541;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2020;16.1
542;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2021;16.7
543;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2022;16.3
544;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2023;14.0
545;R-U Cultuur, recreatie, overige diensten;Bovengrens 95%-interval;2024;15.3
546;R Cultuur, sport en recreatie;Waarde;2018;15.3
547;R Cultuur, sport en recreatie;Waarde;2019;15.6
548;R Cultuur, sport en recreatie;Waarde;2020;13.1
549;R Cultuur, sport en recreatie;Waarde;2021;13.7
550;R Cultuur, sport en recreatie;Waarde;2022;13.3
551;R Cultuur, sport en recreatie;Waarde;2023;10.2
552;R Cultuur, sport en recreatie;Waarde;2024;11.2
553;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2018;13.0
554;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2019;13.2
555;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2020;10.8
556;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2021;11.1
557;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2022;10.5
558;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2023;7.7
559;R Cultuur, sport en recreatie;Ondergrens 95%-interval;2024;8.8
560;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2018;18.0
561;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2019;18.3
562;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2020;15.8
563;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2021;16.7
564;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2022;16.8
565;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2023;13.3
566;R Cultuur, sport en recreatie;Bovengrens 95%-interval;2024;14.3
567;S Overige dienstverlening;Waarde;2018;17.2
568;S Overige dienstverlening;Waarde;2019;16.9
569;S Overige dienstverlening;Waarde;2020;15.5
570;S Overige dienstverlening;Waarde;2021;16.7
571;S Overige dienstverlening;Waarde;2022;15.4
572;S Overige dienstverlening;Waarde;2023;14.7
573;S Overige dienstverlening;Waarde;2024;15.3
574;S Overige dienstverlening;Ondergrens 95%-interval;2018;14.7
575;S Overige dienstverlening;Ondergrens 95%-interval;2019;14.6
576;S Overige dienstverlening;Ondergrens 95%-interval;2020;13.1
577;S Overige dienstverlening;Ondergrens 95%-interval;2021;14.0
578;S Overige dienstverlening;Ondergrens 95%-interval;2022;12.3
579;S Overige dienstverlening;Ondergrens 95%-interval;2023;11.4
580;S Overige dienstverlening;Ondergrens 95%-interval;2024;12.0
581;S Overige dienstverlening;Bovengrens 95%-interval;2018;20.1
582;S Overige dienstverlening;Bovengrens 95%-interval;2019;19.6
583;S Overige dienstverlening;Bovengrens 95%-interval;2020;18.2
584;S Overige dienstverlening;Bovengrens 95%-interval;2021;19.8
585;S Overige dienstverlening;Bovengrens 95%-interval;2022;19.3
586;S Overige dienstverlening;Bovengrens 95%-interval;2023;18.6
587;S Overige dienstverlening;Bovengrens 95%-interval;2024;19.3
588;T Huishoudens;Waarde;2018;
589;T Huishoudens;Waarde;2019;
590;T Huishoudens;Waarde;2020;
591;T Huishoudens;Waarde;2021;10.9
592;T Huishoudens;Waarde;2022;
593;T Huishoudens;Waarde;2023;
594;T Huishoudens;Waarde;2024;
595;T Huishoudens;Ondergrens 95%-interval;2018;
596;T Huishoudens;Ondergrens 95%-interval;2019;
597;T Huishoudens;Ondergrens 95%-interval;2020;
598;T Huishoudens;Ondergrens 95%-interval;2021;6.8
599;T Huishoudens;Ondergrens 95%-interval;2022;
600;T Huishoudens;Ondergrens 95%-interval;2023;
601;T Huishoudens;Ondergrens 95%-interval;2024;
602;T Huishoudens;Bovengrens 95%-interval;2018;
603;T Huishoudens;Bovengrens 95%-interval;2019;
604;T Huishoudens;Bovengrens 95%-interval;2020;
605;T Huishoudens;Bovengrens 95%-interval;2021;17.0
606;T Huishoudens;Bovengrens 95%-interval;2022;
607;T Huishoudens;Bovengrens 95%-interval;2023;
608;T Huishoudens;Bovengrens 95%-interval;2024;
609;U Extraterritoriale organisaties;Waarde;2018;
610;U Extraterritoriale organisaties;Waarde;2019;
611;U Extraterritoriale organisaties;Waarde;2020;
612;U Extraterritoriale organisaties;Waarde;2021;
613;U Extraterritoriale organisaties;Waarde;2022;
614;U Extraterritoriale organisaties;Waarde;2023;
615;U Extraterritoriale organisaties;Waarde;2024;
616;U Extraterritoriale organisaties;Ondergrens 95%-interval;2018;
617;U Extraterritoriale organisaties;Ondergrens 95%-interval;2019;
618;U Extraterritoriale organisaties;Ondergrens 95%-interval;2020;
619;U Extraterritoriale organisaties;Ondergrens 95%-interval;2021;
620;U Extraterritoriale organisaties;Ondergrens 95%-interval;2022;
621;U Extraterritoriale organisaties;Ondergrens 95%-interval;2023;
622;U Extraterritoriale organisaties;Ondergrens 95%-interval;2024;
623;U Extraterritoriale organisaties;Bovengrens 95%-interval;2018;
624;U Extraterritoriale organisaties;Bovengrens 95%-interval;2019;
625;U Extraterritoriale organisaties;Bovengrens 95%-interval;2020;
626;U Extraterritoriale organisaties;Bovengrens 95%-interval;2021;
627;U Extraterritoriale organisaties;Bovengrens 95%-interval;2022;
628;U Extraterritoriale organisaties;Bovengrens 95%-interval;2023;
629;U Extraterritoriale organisaties;Bovengrens 95%-interval;2024;
630;1 tot 5 werknemers;Waarde;2018;9.4
631;1 tot 5 werknemers;Waarde;2019;9.1
632;1 tot 5 werknemers;Waarde;2020;10.2
633;1 tot 5 werknemers;Waarde;2021;10.0
634;1 tot 5 werknemers;Waarde;2022;10.4
635;1 tot 5 werknemers;Waarde;2023;8.8
636;1 tot 5 werknemers;Waarde;2024;8.4
637;1 tot 5 werknemers;Ondergrens 95%-interval;2018;8.4
638;1 tot 5 werknemers;Ondergrens 95%-interval;2019;8.0
639;1 tot 5 werknemers;Ondergrens 95%-interval;2020;9.1
640;1 tot 5 werknemers;Ondergrens 95%-interval;2021;8.7
641;1 tot 5 werknemers;Ondergrens 95%-interval;2022;8.8
642;1 tot 5 werknemers;Ondergrens 95%-interval;2023;7.4
643;1 tot 5 werknemers;Ondergrens 95%-interval;2024;7.0
644;1 tot 5 werknemers;Bovengrens 95%-interval;2018;10.6
645;1 tot 5 werknemers;Bovengrens 95%-interval;2019;10.3
646;1 tot 5 werknemers;Bovengrens 95%-interval;2020;11.6
647;1 tot 5 werknemers;Bovengrens 95%-interval;2021;11.4
648;1 tot 5 werknemers;Bovengrens 95%-interval;2022;12.3
649;1 tot 5 werknemers;Bovengrens 95%-interval;2023;10.4
650;1 tot 5 werknemers;Bovengrens 95%-interval;2024;10.0
651;1 tot 10 werknemers;Waarde;2018;10.8
652;1 tot 10 werknemers;Waarde;2019;11.3
653;1 tot 10 werknemers;Waarde;2020;11.7
654;1 tot 10 werknemers;Waarde;2021;10.7
655;1 tot 10 werknemers;Waarde;2022;11.0
656;1 tot 10 werknemers;Waarde;2023;9.8
657;1 tot 10 werknemers;Waarde;2024;10.4
658;1 tot 10 werknemers;Ondergrens 95%-interval;2018;10.1
659;1 tot 10 werknemers;Ondergrens 95%-interval;2019;10.5
660;1 tot 10 werknemers;Ondergrens 95%-interval;2020;10.9
661;1 tot 10 werknemers;Ondergrens 95%-interval;2021;9.9
662;1 tot 10 werknemers;Ondergrens 95%-interval;2022;9.9
663;1 tot 10 werknemers;Ondergrens 95%-interval;2023;8.9
664;1 tot 10 werknemers;Ondergrens 95%-interval;2024;9.4
665;1 tot 10 werknemers;Bovengrens 95%-interval;2018;11.5
666;1 tot 10 werknemers;Bovengrens 95%-interval;2019;12.2
667;1 tot 10 werknemers;Bovengrens 95%-interval;2020;12.5
668;1 tot 10 werknemers;Bovengrens 95%-interval;2021;11.6
669;1 tot 10 werknemers;Bovengrens 95%-interval;2022;12.1
670;1 tot 10 werknemers;Bovengrens 95%-interval;2023;10.9
671;1 tot 10 werknemers;Bovengrens 95%-interval;2024;11.5
672;5 tot 10 werknemers;Waarde;2018;11.7
673;5 tot 10 werknemers;Waarde;2019;12.7
674;5 tot 10 werknemers;Waarde;2020;12.7
675;5 tot 10 werknemers;Waarde;2021;11.2
676;5 tot 10 werknemers;Waarde;2022;11.3
677;5 tot 10 werknemers;Waarde;2023;10.6
678;5 tot 10 werknemers;Waarde;2024;11.8
679;5 tot 10 werknemers;Ondergrens 95%-interval;2018;10.7
680;5 tot 10 werknemers;Ondergrens 95%-interval;2019;11.7
681;5 tot 10 werknemers;Ondergrens 95%-interval;2020;11.6
682;5 tot 10 werknemers;Ondergrens 95%-interval;2021;10.1
683;5 tot 10 werknemers;Ondergrens 95%-interval;2022;10.0
684;5 tot 10 werknemers;Ondergrens 95%-interval;2023;9.3
685;5 tot 10 werknemers;Ondergrens 95%-interval;2024;10.5
686;5 tot 10 werknemers;Bovengrens 95%-interval;2018;12.7
687;5 tot 10 werknemers;Bovengrens 95%-interval;2019;13.9
688;5 tot 10 werknemers;Bovengrens 95%-interval;2020;13.8
689;5 tot 10 werknemers;Bovengrens 95%-interval;2021;12.3
690;5 tot 10 werknemers;Bovengrens 95%-interval;2022;12.9
691;5 tot 10 werknemers;Bovengrens 95%-interval;2023;12.1
692;5 tot 10 werknemers;Bovengrens 95%-interval;2024;13.3
693;10 tot 100 werknemers;Waarde;2018;16.2
694;10 tot 100 werknemers;Waarde;2019;16.0
695;10 tot 100 werknemers;Waarde;2020;16.0
696;10 tot 100 werknemers;Waarde;2021;15.2
697;10 tot 100 werknemers;Waarde;2022;14.3
698;10 tot 100 werknemers;Waarde;2023;13.3
699;10 tot 100 werknemers;Waarde;2024;13.7
700;10 tot 100 werknemers;Ondergrens 95%-interval;2018;15.7
701;10 tot 100 werknemers;Ondergrens 95%-interval;2019;15.5
702;10 tot 100 werknemers;Ondergrens 95%-interval;2020;15.5
703;10 tot 100 werknemers;Ondergrens 95%-interval;2021;14.6
704;10 tot 100 werknemers;Ondergrens 95%-interval;2022;13.7
705;10 tot 100 werknemers;Ondergrens 95%-interval;2023;12.7
706;10 tot 100 werknemers;Ondergrens 95%-interval;2024;13.1
707;10 tot 100 werknemers;Bovengrens 95%-interval;2018;16.6
708;10 tot 100 werknemers;Bovengrens 95%-interval;2019;16.5
709;10 tot 100 werknemers;Bovengrens 95%-interval;2020;16.5
710;10 tot 100 werknemers;Bovengrens 95%-interval;2021;15.7
711;10 tot 100 werknemers;Bovengrens 95%-interval;2022;15.0
712;10 tot 100 werknemers;Bovengrens 95%-interval;2023;13.9
713;10 tot 100 werknemers;Bovengrens 95%-interval;2024;14.4
714;10 tot 20 werknemers;Waarde;2018;15.3
715;10 tot 20 werknemers;Waarde;2019;14.9
716;10 tot 20 werknemers;Waarde;2020;14.3
717;10 tot 20 werknemers;Waarde;2021;13.4
718;10 tot 20 werknemers;Waarde;2022;13.2
719;10 tot 20 werknemers;Waarde;2023;11.9
720;10 tot 20 werknemers;Waarde;2024;12.8
721;10 tot 20 werknemers;Ondergrens 95%-interval;2018;14.4
722;10 tot 20 werknemers;Ondergrens 95%-interval;2019;14.0
723;10 tot 20 werknemers;Ondergrens 95%-interval;2020;13.4
724;10 tot 20 werknemers;Ondergrens 95%-interval;2021;12.5
725;10 tot 20 werknemers;Ondergrens 95%-interval;2022;12.0
726;10 tot 20 werknemers;Ondergrens 95%-interval;2023;10.8
727;10 tot 20 werknemers;Ondergrens 95%-interval;2024;11.7
728;10 tot 20 werknemers;Bovengrens 95%-interval;2018;16.1
729;10 tot 20 werknemers;Bovengrens 95%-interval;2019;15.8
730;10 tot 20 werknemers;Bovengrens 95%-interval;2020;15.2
731;10 tot 20 werknemers;Bovengrens 95%-interval;2021;14.5
732;10 tot 20 werknemers;Bovengrens 95%-interval;2022;14.5
733;10 tot 20 werknemers;Bovengrens 95%-interval;2023;13.1
734;10 tot 20 werknemers;Bovengrens 95%-interval;2024;14.1
735;20 tot 50 werknemers;Waarde;2018;16.4
736;20 tot 50 werknemers;Waarde;2019;15.9
737;20 tot 50 werknemers;Waarde;2020;16.2
738;20 tot 50 werknemers;Waarde;2021;15.3
739;20 tot 50 werknemers;Waarde;2022;14.4
740;20 tot 50 werknemers;Waarde;2023;13.0
741;20 tot 50 werknemers;Waarde;2024;13.4
742;20 tot 50 werknemers;Ondergrens 95%-interval;2018;15.6
743;20 tot 50 werknemers;Ondergrens 95%-interval;2019;15.1
744;20 tot 50 werknemers;Ondergrens 95%-interval;2020;15.4
745;20 tot 50 werknemers;Ondergrens 95%-interval;2021;14.5
746;20 tot 50 werknemers;Ondergrens 95%-interval;2022;13.4
747;20 tot 50 werknemers;Ondergrens 95%-interval;2023;12.2
748;20 tot 50 werknemers;Ondergrens 95%-interval;2024;12.5
749;20 tot 50 werknemers;Bovengrens 95%-interval;2018;17.1
750;20 tot 50 werknemers;Bovengrens 95%-interval;2019;16.7
751;20 tot 50 werknemers;Bovengrens 95%-interval;2020;17.0
752;20 tot 50 werknemers;Bovengrens 95%-interval;2021;16.2
753;20 tot 50 werknemers;Bovengrens 95%-interval;2022;15.4
754;20 tot 50 werknemers;Bovengrens 95%-interval;2023;14.0
755;20 tot 50 werknemers;Bovengrens 95%-interval;2024;14.4
756;50 tot 100 werknemers;Waarde;2018;16.8
757;50 tot 100 werknemers;Waarde;2019;17.3
758;50 tot 100 werknemers;Waarde;2020;17.4
759;50 tot 100 werknemers;Waarde;2021;16.4
760;50 tot 100 werknemers;Waarde;2022;15.2
761;50 tot 100 werknemers;Waarde;2023;14.8
762;50 tot 100 werknemers;Waarde;2024;15.0
763;50 tot 100 werknemers;Ondergrens 95%-interval;2018;15.9
764;50 tot 100 werknemers;Ondergrens 95%-interval;2019;16.3
765;50 tot 100 werknemers;Ondergrens 95%-interval;2020;16.5
766;50 tot 100 werknemers;Ondergrens 95%-interval;2021;15.5
767;50 tot 100 werknemers;Ondergrens 95%-interval;2022;14.0
768;50 tot 100 werknemers;Ondergrens 95%-interval;2023;13.7
769;50 tot 100 werknemers;Ondergrens 95%-interval;2024;13.9
770;50 tot 100 werknemers;Bovengrens 95%-interval;2018;17.7
771;50 tot 100 werknemers;Bovengrens 95%-interval;2019;18.2
772;50 tot 100 werknemers;Bovengrens 95%-interval;2020;18.3
773;50 tot 100 werknemers;Bovengrens 95%-interval;2021;17.4
774;50 tot 100 werknemers;Bovengrens 95%-interval;2022;16.5
775;50 tot 100 werknemers;Bovengrens 95%-interval;2023;16.0
776;50 tot 100 werknemers;Bovengrens 95%-interval;2024;16.2
777;100 werknemers of meer;Waarde;2018;22.2
778;100 werknemers of meer;Waarde;2019;21.5
779;100 werknemers of meer;Waarde;2020;20.4
780;100 werknemers of meer;Waarde;2021;20.4
781;100 werknemers of meer;Waarde;2022;19.3
782;100 werknemers of meer;Waarde;2023;18.8
783;100 werknemers of meer;Waarde;2024;19.0
784;100 werknemers of meer;Ondergrens 95%-interval;2018;21.7
785;100 werknemers of meer;Ondergrens 95%-interval;2019;21.0
786;100 werknemers of meer;Ondergrens 95%-interval;2020;19.9
787;100 werknemers of meer;Ondergrens 95%-interval;2021;19.8
788;100 werknemers of meer;Ondergrens 95%-interval;2022;18.6
789;100 werknemers of meer;Ondergrens 95%-interval;2023;18.1
790;100 werknemers of meer;Ondergrens 95%-interval;2024;18.4
791;100 werknemers of meer;Bovengrens 95%-interval;2018;22.7
792;100 werknemers of meer;Bovengrens 95%-interval;2019;22.0
793;100 werknemers of meer;Bovengrens 95%-interval;2020;20.9
794;100 werknemers of meer;Bovengrens 95%-interval;2021;20.9
795;100 werknemers of meer;Bovengrens 95%-interval;2022;20.0
796;100 werknemers of meer;Bovengrens 95%-interval;2023;19.5
797;100 werknemers of meer;Bovengrens 95%-interval;2024;19.7
798;100 tot 250 werknemers;Waarde;2018;20.5
799;100 tot 250 werknemers;Waarde;2019;19.3
800;100 tot 250 werknemers;Waarde;2020;19.7
801;100 tot 250 werknemers;Waarde;2021;18.8
802;100 tot 250 werknemers;Waarde;2022;17.3
803;100 tot 250 werknemers;Waarde;2023;16.9
804;100 tot 250 werknemers;Waarde;2024;17.1
805;100 tot 250 werknemers;Ondergrens 95%-interval;2018;19.6
806;100 tot 250 werknemers;Ondergrens 95%-interval;2019;18.5
807;100 tot 250 werknemers;Ondergrens 95%-interval;2020;18.8
808;100 tot 250 werknemers;Ondergrens 95%-interval;2021;17.8
809;100 tot 250 werknemers;Ondergrens 95%-interval;2022;16.2
810;100 tot 250 werknemers;Ondergrens 95%-interval;2023;15.7
811;100 tot 250 werknemers;Ondergrens 95%-interval;2024;16.0
812;100 tot 250 werknemers;Bovengrens 95%-interval;2018;21.4
813;100 tot 250 werknemers;Bovengrens 95%-interval;2019;20.2
814;100 tot 250 werknemers;Bovengrens 95%-interval;2020;20.6
815;100 tot 250 werknemers;Bovengrens 95%-interval;2021;19.8
816;100 tot 250 werknemers;Bovengrens 95%-interval;2022;18.5
817;100 tot 250 werknemers;Bovengrens 95%-interval;2023;18.1
818;100 tot 250 werknemers;Bovengrens 95%-interval;2024;18.3
819;250 tot 500 werknemers;Waarde;2018;21.0
820;250 tot 500 werknemers;Waarde;2019;21.4
821;250 tot 500 werknemers;Waarde;2020;19.0
822;250 tot 500 werknemers;Waarde;2021;18.8
823;250 tot 500 werknemers;Waarde;2022;18.1
824;250 tot 500 werknemers;Waarde;2023;18.4
825;250 tot 500 werknemers;Waarde;2024;18.3
826;250 tot 500 werknemers;Ondergrens 95%-interval;2018;19.9
827;250 tot 500 werknemers;Ondergrens 95%-interval;2019;20.2
828;250 tot 500 werknemers;Ondergrens 95%-interval;2020;17.8
829;250 tot 500 werknemers;Ondergrens 95%-interval;2021;17.6
830;250 tot 500 werknemers;Ondergrens 95%-interval;2022;16.6
831;250 tot 500 werknemers;Ondergrens 95%-interval;2023;16.8
832;250 tot 500 werknemers;Ondergrens 95%-interval;2024;16.9
833;250 tot 500 werknemers;Bovengrens 95%-interval;2018;22.2
834;250 tot 500 werknemers;Bovengrens 95%-interval;2019;22.6
835;250 tot 500 werknemers;Bovengrens 95%-interval;2020;20.2
836;250 tot 500 werknemers;Bovengrens 95%-interval;2021;20.1
837;250 tot 500 werknemers;Bovengrens 95%-interval;2022;19.7
838;250 tot 500 werknemers;Bovengrens 95%-interval;2023;20.0
839;250 tot 500 werknemers;Bovengrens 95%-interval;2024;19.9
840;500 tot 1 000 werknemers;Waarde;2018;22.1
841;500 tot 1 000 werknemers;Waarde;2019;21.6
842;500 tot 1 000 werknemers;Waarde;2020;20.9
843;500 tot 1 000 werknemers;Waarde;2021;19.9
844;500 tot 1 000 werknemers;Waarde;2022;19.1
845;500 tot 1 000 werknemers;Waarde;2023;18.5
846;500 tot 1 000 werknemers;Waarde;2024;19.0
847;500 tot 1 000 werknemers;Ondergrens 95%-interval;2018;20.8
848;500 tot 1 000 werknemers;Ondergrens 95%-interval;2019;20.2
849;500 tot 1 000 werknemers;Ondergrens 95%-interval;2020;19.5
850;500 tot 1 000 werknemers;Ondergrens 95%-interval;2021;18.4
851;500 tot 1 000 werknemers;Ondergrens 95%-interval;2022;17.3
852;500 tot 1 000 werknemers;Ondergrens 95%-interval;2023;16.7
853;500 tot 1 000 werknemers;Ondergrens 95%-interval;2024;17.2
854;500 tot 1 000 werknemers;Bovengrens 95%-interval;2018;23.6
855;500 tot 1 000 werknemers;Bovengrens 95%-interval;2019;23.1
856;500 tot 1 000 werknemers;Bovengrens 95%-interval;2020;22.4
857;500 tot 1 000 werknemers;Bovengrens 95%-interval;2021;21.4
858;500 tot 1 000 werknemers;Bovengrens 95%-interval;2022;21.2
859;500 tot 1 000 werknemers;Bovengrens 95%-interval;2023;20.5
860;500 tot 1 000 werknemers;Bovengrens 95%-interval;2024;20.9
861;1 000 of meer werknemers;Waarde;2018;24.0
