ID;Melkvee;GrootveeEenheid;RegioS;Perioden;BedrijvenZonderBeweiding_1;BedrijvenMetBeweiding_2;MelkveeZonderBeweiding_3;Totaal_4;MinderDan720UrenPerJaar_5;k_720Tot1440UrenPerJaar_6;k_1440Tot2160UrenPerJaar_7;k_2160Tot2880UrenPerJaar_8;k_2880OfMeerUrenPerJaar_9;UrenBijDagEnNachtWeiden_10;UrenBijBeperktWeiden_11;DagEnNachtWeiden_12;OverdagWeiden_13
233;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Holland (PV);2012;4.0;96.0;7.0;93.0;;;;;;;;;
234;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Holland (PV);2013;;;;;;;;;;;;;
235;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Holland (PV);2014;;;;;;;;;;;;;
236;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Holland (PV);2015;;;;;;;;;;;;;
237;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Holland (PV);2016;9.0;91.0;12.0;88.0;;;;;;;;;
238;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Holland (PV);2017;9.0;91.0;10.0;90.0;;;;;;;;;
239;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Holland (PV);2018;7.0;93.0;10.0;90.0;;;;;;;;;
240;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Holland (PV);2019;7.0;93.0;9.0;91.0;;;;;;;;;
241;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Holland (PV);2020;3.0;97.0;9.0;91.0;;;;;;;;;
242;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zuid-Holland (PV);2010;;;;;;;;;;;;;
243;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zuid-Holland (PV);2011;5.0;95.0;8.0;92.0;;;;;;;;;
244;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zuid-Holland (PV);2012;4.0;96.0;6.0;94.0;;;;;;;;;
245;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zuid-Holland (PV);2013;;;;;;;;;;;;;
246;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zuid-Holland (PV);2014;;;;;;;;;;;;;
247;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zuid-Holland (PV);2015;;;;;;;;;;;;;
248;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zuid-Holland (PV);2016;4.0;96.0;9.0;91.0;;;;;;;;;
249;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zuid-Holland (PV);2017;7.0;93.0;11.0;89.0;;;;;;;;;
250;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zuid-Holland (PV);2018;4.0;96.0;7.0;93.0;;;;;;;;;
251;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zuid-Holland (PV);2019;5.0;95.0;9.0;91.0;;;;;;;;;
252;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zuid-Holland (PV);2020;5.0;95.0;11.0;89.0;;;;;;;;;
253;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zeeland (PV);2010;;;;;;;;;;;;;
254;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zeeland (PV);2011;9.0;91.0;25.0;75.0;;;;;;;;;
255;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zeeland (PV);2012;10.0;90.0;21.0;79.0;;;;;;;;;
256;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zeeland (PV);2013;;;;;;;;;;;;;
257;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zeeland (PV);2014;;;;;;;;;;;;;
258;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zeeland (PV);2015;;;;;;;;;;;;;
259;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zeeland (PV);2016;8.0;92.0;20.0;80.0;;;;;;;;;
260;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zeeland (PV);2017;6.0;94.0;11.0;89.0;;;;;;;;;
261;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zeeland (PV);2018;8.0;92.0;10.0;90.0;;;;;;;;;
262;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zeeland (PV);2019;11.0;89.0;24.0;76.0;;;;;;;;;
263;Totaal rundvee melkveehouderij;0 tot 50 GVE;Zeeland (PV);2020;17.0;83.0;31.0;69.0;;;;;;;;;
264;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Brabant (PV);2010;;;;;;;;;;;;;
265;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Brabant (PV);2011;24.0;76.0;38.0;62.0;;;;;;;;;
266;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Brabant (PV);2012;27.0;73.0;40.0;60.0;;;;;;;;;
267;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Brabant (PV);2013;;;;;;;;;;;;;
268;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Brabant (PV);2014;;;;;;;;;;;;;
269;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Brabant (PV);2015;;;;;;;;;;;;;
270;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Brabant (PV);2016;32.0;68.0;50.0;50.0;;;;;;;;;
271;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Brabant (PV);2017;36.0;64.0;52.0;48.0;;;;;;;;;
272;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Brabant (PV);2018;37.0;63.0;49.0;51.0;;;;;;;;;
273;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Brabant (PV);2019;35.0;65.0;47.0;53.0;;;;;;;;;
274;Totaal rundvee melkveehouderij;0 tot 50 GVE;Noord-Brabant (PV);2020;38.0;62.0;51.0;49.0;;;;;;;;;
275;Totaal rundvee melkveehouderij;0 tot 50 GVE;Limburg (PV);2010;;;;;;;;;;;;;
276;Totaal rundvee melkveehouderij;0 tot 50 GVE;Limburg (PV);2011;15.0;85.0;27.0;73.0;;;;;;;;;
277;Totaal rundvee melkveehouderij;0 tot 50 GVE;Limburg (PV);2012;12.0;88.0;26.0;74.0;;;;;;;;;
278;Totaal rundvee melkveehouderij;0 tot 50 GVE;Limburg (PV);2013;;;;;;;;;;;;;
279;Totaal rundvee melkveehouderij;0 tot 50 GVE;Limburg (PV);2014;;;;;;;;;;;;;
280;Totaal rundvee melkveehouderij;0 tot 50 GVE;Limburg (PV);2015;;;;;;;;;;;;;
281;Totaal rundvee melkveehouderij;0 tot 50 GVE;Limburg (PV);2016;22.0;78.0;32.0;68.0;;;;;;;;;
282;Totaal rundvee melkveehouderij;0 tot 50 GVE;Limburg (PV);2017;18.0;82.0;31.0;69.0;;;;;;;;;
283;Totaal rundvee melkveehouderij;0 tot 50 GVE;Limburg (PV);2018;17.0;83.0;29.0;71.0;;;;;;;;;
284;Totaal rundvee melkveehouderij;0 tot 50 GVE;Limburg (PV);2019;23.0;77.0;32.0;68.0;;;;;;;;;
285;Totaal rundvee melkveehouderij;0 tot 50 GVE;Limburg (PV);2020;23.0;77.0;35.0;65.0;;;;;;;;;
286;Totaal rundvee melkveehouderij;50 tot 100 GVE;Nederland;2010;;;;;;;;;;;;;
287;Totaal rundvee melkveehouderij;50 tot 100 GVE;Nederland;2011;10.0;90.0;23.0;77.0;;;;;;;;;
288;Totaal rundvee melkveehouderij;50 tot 100 GVE;Nederland;2012;11.0;89.0;24.0;76.0;;;;;;;;;
289;Totaal rundvee melkveehouderij;50 tot 100 GVE;Nederland;2013;;;;;;;;;;;;;
290;Totaal rundvee melkveehouderij;50 tot 100 GVE;Nederland;2014;;;;;;;;;;;;;
291;Totaal rundvee melkveehouderij;50 tot 100 GVE;Nederland;2015;;;;;;;;;;;;;
292;Totaal rundvee melkveehouderij;50 tot 100 GVE;Nederland;2016;11.0;89.0;25.0;75.0;;;;;;;;;
293;Totaal rundvee melkveehouderij;50 tot 100 GVE;Nederland;2017;11.0;89.0;25.0;75.0;;;;;;;;;
294;Totaal rundvee melkveehouderij;50 tot 100 GVE;Nederland;2018;11.0;89.0;25.0;75.0;;;;;;;;;
295;Totaal rundvee melkveehouderij;50 tot 100 GVE;Nederland;2019;10.0;90.0;24.0;76.0;;;;;;;;;
296;Totaal rundvee melkveehouderij;50 tot 100 GVE;Nederland;2020;10.0;90.0;24.0;76.0;;;;;;;;;
297;Totaal rundvee melkveehouderij;50 tot 100 GVE;Groningen (PV);2010;;;;;;;;;;;;;
298;Totaal rundvee melkveehouderij;50 tot 100 GVE;Groningen (PV);2011;9.0;91.0;21.0;79.0;;;;;;;;;
299;Totaal rundvee melkveehouderij;50 tot 100 GVE;Groningen (PV);2012;10.0;90.0;21.0;79.0;;;;;;;;;
300;Totaal rundvee melkveehouderij;50 tot 100 GVE;Groningen (PV);2013;;;;;;;;;;;;;
301;Totaal rundvee melkveehouderij;50 tot 100 GVE;Groningen (PV);2014;;;;;;;;;;;;;
302;Totaal rundvee melkveehouderij;50 tot 100 GVE;Groningen (PV);2015;;;;;;;;;;;;;
303;Totaal rundvee melkveehouderij;50 tot 100 GVE;Groningen (PV);2016;9.0;91.0;20.0;80.0;;;;;;;;;
304;Totaal rundvee melkveehouderij;50 tot 100 GVE;Groningen (PV);2017;10.0;90.0;20.0;80.0;;;;;;;;;
305;Totaal rundvee melkveehouderij;50 tot 100 GVE;Groningen (PV);2018;10.0;90.0;21.0;79.0;;;;;;;;;
306;Totaal rundvee melkveehouderij;50 tot 100 GVE;Groningen (PV);2019;11.0;89.0;23.0;77.0;;;;;;;;;
307;Totaal rundvee melkveehouderij;50 tot 100 GVE;Groningen (PV);2020;10.0;90.0;23.0;77.0;;;;;;;;;
308;Totaal rundvee melkveehouderij;50 tot 100 GVE;Fryslân (PV);2010;;;;;;;;;;;;;
309;Totaal rundvee melkveehouderij;50 tot 100 GVE;Fryslân (PV);2011;9.0;91.0;24.0;76.0;;;;;;;;;
310;Totaal rundvee melkveehouderij;50 tot 100 GVE;Fryslân (PV);2012;10.0;90.0;25.0;75.0;;;;;;;;;
311;Totaal rundvee melkveehouderij;50 tot 100 GVE;Fryslân (PV);2013;;;;;;;;;;;;;
312;Totaal rundvee melkveehouderij;50 tot 100 GVE;Fryslân (PV);2014;;;;;;;;;;;;;
313;Totaal rundvee melkveehouderij;50 tot 100 GVE;Fryslân (PV);2015;;;;;;;;;;;;;
314;Totaal rundvee melkveehouderij;50 tot 100 GVE;Fryslân (PV);2016;10.0;90.0;25.0;75.0;;;;;;;;;
315;Totaal rundvee melkveehouderij;50 tot 100 GVE;Fryslân (PV);2017;9.0;91.0;24.0;76.0;;;;;;;;;
316;Totaal rundvee melkveehouderij;50 tot 100 GVE;Fryslân (PV);2018;10.0;90.0;25.0;75.0;;;;;;;;;
317;Totaal rundvee melkveehouderij;50 tot 100 GVE;Fryslân (PV);2019;9.0;91.0;24.0;76.0;;;;;;;;;
318;Totaal rundvee melkveehouderij;50 tot 100 GVE;Fryslân (PV);2020;8.0;92.0;23.0;77.0;;;;;;;;;
319;Totaal rundvee melkveehouderij;50 tot 100 GVE;Drenthe (PV);2010;;;;;;;;;;;;;
320;Totaal rundvee melkveehouderij;50 tot 100 GVE;Drenthe (PV);2011;11.0;89.0;22.0;78.0;;;;;;;;;
321;Totaal rundvee melkveehouderij;50 tot 100 GVE;Drenthe (PV);2012;12.0;88.0;23.0;77.0;;;;;;;;;
322;Totaal rundvee melkveehouderij;50 tot 100 GVE;Drenthe (PV);2013;;;;;;;;;;;;;
323;Totaal rundvee melkveehouderij;50 tot 100 GVE;Drenthe (PV);2014;;;;;;;;;;;;;
324;Totaal rundvee melkveehouderij;50 tot 100 GVE;Drenthe (PV);2015;;;;;;;;;;;;;
325;Totaal rundvee melkveehouderij;50 tot 100 GVE;Drenthe (PV);2016;14.0;86.0;27.0;73.0;;;;;;;;;
326;Totaal rundvee melkveehouderij;50 tot 100 GVE;Drenthe (PV);2017;16.0;84.0;27.0;73.0;;;;;;;;;
327;Totaal rundvee melkveehouderij;50 tot 100 GVE;Drenthe (PV);2018;14.0;86.0;27.0;73.0;;;;;;;;;
328;Totaal rundvee melkveehouderij;50 tot 100 GVE;Drenthe (PV);2019;11.0;89.0;25.0;75.0;;;;;;;;;
329;Totaal rundvee melkveehouderij;50 tot 100 GVE;Drenthe (PV);2020;12.0;88.0;25.0;75.0;;;;;;;;;
330;Totaal rundvee melkveehouderij;50 tot 100 GVE;Overijssel (PV);2010;;;;;;;;;;;;;
331;Totaal rundvee melkveehouderij;50 tot 100 GVE;Overijssel (PV);2011;9.0;91.0;21.0;79.0;;;;;;;;;
332;Totaal rundvee melkveehouderij;50 tot 100 GVE;Overijssel (PV);2012;9.0;91.0;21.0;79.0;;;;;;;;;
333;Totaal rundvee melkveehouderij;50 tot 100 GVE;Overijssel (PV);2013;;;;;;;;;;;;;
334;Totaal rundvee melkveehouderij;50 tot 100 GVE;Overijssel (PV);2014;;;;;;;;;;;;;
335;Totaal rundvee melkveehouderij;50 tot 100 GVE;Overijssel (PV);2015;;;;;;;;;;;;;
336;Totaal rundvee melkveehouderij;50 tot 100 GVE;Overijssel (PV);2016;11.0;89.0;23.0;77.0;;;;;;;;;
337;Totaal rundvee melkveehouderij;50 tot 100 GVE;Overijssel (PV);2017;10.0;90.0;22.0;78.0;;;;;;;;;
338;Totaal rundvee melkveehouderij;50 tot 100 GVE;Overijssel (PV);2018;10.0;90.0;23.0;77.0;;;;;;;;;
339;Totaal rundvee melkveehouderij;50 tot 100 GVE;Overijssel (PV);2019;9.0;91.0;22.0;78.0;;;;;;;;;
340;Totaal rundvee melkveehouderij;50 tot 100 GVE;Overijssel (PV);2020;10.0;90.0;23.0;77.0;;;;;;;;;
341;Totaal rundvee melkveehouderij;50 tot 100 GVE;Flevoland (PV);2010;;;;;;;;;;;;;
342;Totaal rundvee melkveehouderij;50 tot 100 GVE;Flevoland (PV);2011;48.0;52.0;60.0;40.0;;;;;;;;;
343;Totaal rundvee melkveehouderij;50 tot 100 GVE;Flevoland (PV);2012;53.0;47.0;66.0;34.0;;;;;;;;;
344;Totaal rundvee melkveehouderij;50 tot 100 GVE;Flevoland (PV);2013;;;;;;;;;;;;;
345;Totaal rundvee melkveehouderij;50 tot 100 GVE;Flevoland (PV);2014;;;;;;;;;;;;;
346;Totaal rundvee melkveehouderij;50 tot 100 GVE;Flevoland (PV);2015;;;;;;;;;;;;;
347;Totaal rundvee melkveehouderij;50 tot 100 GVE;Flevoland (PV);2016;45.0;55.0;54.0;46.0;;;;;;;;;
348;Totaal rundvee melkveehouderij;50 tot 100 GVE;Flevoland (PV);2017;37.0;63.0;47.0;53.0;;;;;;;;;
349;Totaal rundvee melkveehouderij;50 tot 100 GVE;Flevoland (PV);2018;48.0;52.0;56.0;44.0;;;;;;;;;
350;Totaal rundvee melkveehouderij;50 tot 100 GVE;Flevoland (PV);2019;41.0;59.0;52.0;48.0;;;;;;;;;
351;Totaal rundvee melkveehouderij;50 tot 100 GVE;Flevoland (PV);2020;45.0;55.0;55.0;45.0;;;;;;;;;
352;Totaal rundvee melkveehouderij;50 tot 100 GVE;Gelderland (PV);2010;;;;;;;;;;;;;
353;Totaal rundvee melkveehouderij;50 tot 100 GVE;Gelderland (PV);2011;10.0;90.0;24.0;76.0;;;;;;;;;
354;Totaal rundvee melkveehouderij;50 tot 100 GVE;Gelderland (PV);2012;10.0;90.0;24.0;76.0;;;;;;;;;
355;Totaal rundvee melkveehouderij;50 tot 100 GVE;Gelderland (PV);2013;;;;;;;;;;;;;
356;Totaal rundvee melkveehouderij;50 tot 100 GVE;Gelderland (PV);2014;;;;;;;;;;;;;
357;Totaal rundvee melkveehouderij;50 tot 100 GVE;Gelderland (PV);2015;;;;;;;;;;;;;
358;Totaal rundvee melkveehouderij;50 tot 100 GVE;Gelderland (PV);2016;11.0;89.0;27.0;73.0;;;;;;;;;
359;Totaal rundvee melkveehouderij;50 tot 100 GVE;Gelderland (PV);2017;12.0;88.0;27.0;73.0;;;;;;;;;
360;Totaal rundvee melkveehouderij;50 tot 100 GVE;Gelderland (PV);2018;13.0;87.0;28.0;72.0;;;;;;;;;
361;Totaal rundvee melkveehouderij;50 tot 100 GVE;Gelderland (PV);2019;11.0;89.0;26.0;74.0;;;;;;;;;
362;Totaal rundvee melkveehouderij;50 tot 100 GVE;Gelderland (PV);2020;11.0;89.0;26.0;74.0;;;;;;;;;
363;Totaal rundvee melkveehouderij;50 tot 100 GVE;Utrecht (PV);2010;;;;;;;;;;;;;
364;Totaal rundvee melkveehouderij;50 tot 100 GVE;Utrecht (PV);2011;4.0;96.0;16.0;84.0;;;;;;;;;
365;Totaal rundvee melkveehouderij;50 tot 100 GVE;Utrecht (PV);2012;5.0;95.0;15.0;85.0;;;;;;;;;
366;Totaal rundvee melkveehouderij;50 tot 100 GVE;Utrecht (PV);2013;;;;;;;;;;;;;
367;Totaal rundvee melkveehouderij;50 tot 100 GVE;Utrecht (PV);2014;;;;;;;;;;;;;
368;Totaal rundvee melkveehouderij;50 tot 100 GVE;Utrecht (PV);2015;;;;;;;;;;;;;
369;Totaal rundvee melkveehouderij;50 tot 100 GVE;Utrecht (PV);2016;5.0;95.0;16.0;84.0;;;;;;;;;
370;Totaal rundvee melkveehouderij;50 tot 100 GVE;Utrecht (PV);2017;6.0;94.0;16.0;84.0;;;;;;;;;
371;Totaal rundvee melkveehouderij;50 tot 100 GVE;Utrecht (PV);2018;5.0;95.0;16.0;84.0;;;;;;;;;
372;Totaal rundvee melkveehouderij;50 tot 100 GVE;Utrecht (PV);2019;5.0;95.0;15.0;85.0;;;;;;;;;
373;Totaal rundvee melkveehouderij;50 tot 100 GVE;Utrecht (PV);2020;4.0;96.0;14.0;86.0;;;;;;;;;
374;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Holland (PV);2010;;;;;;;;;;;;;
375;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Holland (PV);2011;2.0;98.0;9.0;91.0;;;;;;;;;
376;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Holland (PV);2012;3.0;97.0;10.0;90.0;;;;;;;;;
377;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Holland (PV);2013;;;;;;;;;;;;;
378;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Holland (PV);2014;;;;;;;;;;;;;
379;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Holland (PV);2015;;;;;;;;;;;;;
380;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Holland (PV);2016;1.0;99.0;9.0;91.0;;;;;;;;;
381;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Holland (PV);2017;1.0;99.0;8.0;92.0;;;;;;;;;
382;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Holland (PV);2018;1.0;99.0;9.0;91.0;;;;;;;;;
383;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Holland (PV);2019;1.0;99.0;9.0;91.0;;;;;;;;;
384;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Holland (PV);2020;1.0;99.0;8.0;92.0;;;;;;;;;
385;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zuid-Holland (PV);2010;;;;;;;;;;;;;
386;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zuid-Holland (PV);2011;1.0;99.0;7.0;93.0;;;;;;;;;
387;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zuid-Holland (PV);2012;2.0;98.0;8.0;92.0;;;;;;;;;
388;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zuid-Holland (PV);2013;;;;;;;;;;;;;
389;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zuid-Holland (PV);2014;;;;;;;;;;;;;
390;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zuid-Holland (PV);2015;;;;;;;;;;;;;
391;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zuid-Holland (PV);2016;2.0;98.0;10.0;90.0;;;;;;;;;
392;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zuid-Holland (PV);2017;3.0;97.0;9.0;91.0;;;;;;;;;
393;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zuid-Holland (PV);2018;3.0;97.0;11.0;89.0;;;;;;;;;
394;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zuid-Holland (PV);2019;2.0;98.0;9.0;91.0;;;;;;;;;
395;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zuid-Holland (PV);2020;2.0;98.0;9.0;91.0;;;;;;;;;
396;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zeeland (PV);2010;;;;;;;;;;;;;
397;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zeeland (PV);2011;5.0;95.0;20.0;80.0;;;;;;;;;
398;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zeeland (PV);2012;6.0;94.0;20.0;80.0;;;;;;;;;
399;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zeeland (PV);2013;;;;;;;;;;;;;
400;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zeeland (PV);2014;;;;;;;;;;;;;
401;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zeeland (PV);2015;;;;;;;;;;;;;
402;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zeeland (PV);2016;4.0;96.0;15.0;85.0;;;;;;;;;
403;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zeeland (PV);2017;11.0;89.0;25.0;75.0;;;;;;;;;
404;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zeeland (PV);2018;11.0;89.0;25.0;75.0;;;;;;;;;
405;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zeeland (PV);2019;12.0;88.0;26.0;74.0;;;;;;;;;
406;Totaal rundvee melkveehouderij;50 tot 100 GVE;Zeeland (PV);2020;9.0;91.0;21.0;79.0;;;;;;;;;
407;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Brabant (PV);2010;;;;;;;;;;;;;
408;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Brabant (PV);2011;23.0;77.0;41.0;59.0;;;;;;;;;
409;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Brabant (PV);2012;24.0;76.0;42.0;58.0;;;;;;;;;
410;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Brabant (PV);2013;;;;;;;;;;;;;
411;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Brabant (PV);2014;;;;;;;;;;;;;
412;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Brabant (PV);2015;;;;;;;;;;;;;
413;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Brabant (PV);2016;26.0;74.0;46.0;54.0;;;;;;;;;
414;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Brabant (PV);2017;26.0;74.0;46.0;54.0;;;;;;;;;
415;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Brabant (PV);2018;25.0;75.0;44.0;56.0;;;;;;;;;
416;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Brabant (PV);2019;24.0;76.0;43.0;57.0;;;;;;;;;
417;Totaal rundvee melkveehouderij;50 tot 100 GVE;Noord-Brabant (PV);2020;22.0;78.0;42.0;58.0;;;;;;;;;
418;Totaal rundvee melkveehouderij;50 tot 100 GVE;Limburg (PV);2010;;;;;;;;;;;;;
419;Totaal rundvee melkveehouderij;50 tot 100 GVE;Limburg (PV);2011;11.0;89.0;24.0;76.0;;;;;;;;;
420;Totaal rundvee melkveehouderij;50 tot 100 GVE;Limburg (PV);2012;13.0;87.0;25.0;75.0;;;;;;;;;
421;Totaal rundvee melkveehouderij;50 tot 100 GVE;Limburg (PV);2013;;;;;;;;;;;;;
422;Totaal rundvee melkveehouderij;50 tot 100 GVE;Limburg (PV);2014;;;;;;;;;;;;;
423;Totaal rundvee melkveehouderij;50 tot 100 GVE;Limburg (PV);2015;;;;;;;;;;;;;
424;Totaal rundvee melkveehouderij;50 tot 100 GVE;Limburg (PV);2016;11.0;89.0;29.0;71.0;;;;;;;;;
425;Totaal rundvee melkveehouderij;50 tot 100 GVE;Limburg (PV);2017;12.0;88.0;31.0;69.0;;;;;;;;;
426;Totaal rundvee melkveehouderij;50 tot 100 GVE;Limburg (PV);2018;9.0;91.0;27.0;73.0;;;;;;;;;
427;Totaal rundvee melkveehouderij;50 tot 100 GVE;Limburg (PV);2019;9.0;91.0;28.0;72.0;;;;;;;;;
428;Totaal rundvee melkveehouderij;50 tot 100 GVE;Limburg (PV);2020;13.0;87.0;33.0;67.0;;;;;;;;;
429;Totaal rundvee melkveehouderij;100 tot 200 GVE;Nederland;2010;;;;;;;;;;;;;
430;Totaal rundvee melkveehouderij;100 tot 200 GVE;Nederland;2011;21.0;79.0;39.0;61.0;;;;;;;;;
431;Totaal rundvee melkveehouderij;100 tot 200 GVE;Nederland;2012;21.0;79.0;39.0;61.0;;;;;;;;;
432;Totaal rundvee melkveehouderij;100 tot 200 GVE;Nederland;2013;;;;;;;;;;;;;
433;Totaal rundvee melkveehouderij;100 tot 200 GVE;Nederland;2014;;;;;;;;;;;;;
434;Totaal rundvee melkveehouderij;100 tot 200 GVE;Nederland;2015;;;;;;;;;;;;;
435;Totaal rundvee melkveehouderij;100 tot 200 GVE;Nederland;2016;21.0;79.0;39.0;61.0;;;;;;;;;
436;Totaal rundvee melkveehouderij;100 tot 200 GVE;Nederland;2017;20.0;80.0;37.0;63.0;;;;;;;;;
437;Totaal rundvee melkveehouderij;100 tot 200 GVE;Nederland;2018;18.0;82.0;36.0;64.0;;;;;;;;;
438;Totaal rundvee melkveehouderij;100 tot 200 GVE;Nederland;2019;17.0;83.0;34.0;66.0;;;;;;;;;
439;Totaal rundvee melkveehouderij;100 tot 200 GVE;Nederland;2020;16.0;84.0;33.0;67.0;;;;;;;;;
440;Totaal rundvee melkveehouderij;100 tot 200 GVE;Groningen (PV);2010;;;;;;;;;;;;;
441;Totaal rundvee melkveehouderij;100 tot 200 GVE;Groningen (PV);2011;24.0;76.0;40.0;60.0;;;;;;;;;
442;Totaal rundvee melkveehouderij;100 tot 200 GVE;Groningen (PV);2012;25.0;75.0;40.0;60.0;;;;;;;;;
443;Totaal rundvee melkveehouderij;100 tot 200 GVE;Groningen (PV);2013;;;;;;;;;;;;;
444;Totaal rundvee melkveehouderij;100 tot 200 GVE;Groningen (PV);2014;;;;;;;;;;;;;
445;Totaal rundvee melkveehouderij;100 tot 200 GVE;Groningen (PV);2015;;;;;;;;;;;;;
446;Totaal rundvee melkveehouderij;100 tot 200 GVE;Groningen (PV);2016;22.0;78.0;38.0;62.0;;;;;;;;;
447;Totaal rundvee melkveehouderij;100 tot 200 GVE;Groningen (PV);2017;23.0;77.0;36.0;64.0;;;;;;;;;
448;Totaal rundvee melkveehouderij;100 tot 200 GVE;Groningen (PV);2018;19.0;81.0;34.0;66.0;;;;;;;;;
449;Totaal rundvee melkveehouderij;100 tot 200 GVE;Groningen (PV);2019;18.0;82.0;33.0;67.0;;;;;;;;;
450;Totaal rundvee melkveehouderij;100 tot 200 GVE;Groningen (PV);2020;18.0;82.0;33.0;67.0;;;;;;;;;
451;Totaal rundvee melkveehouderij;100 tot 200 GVE;Fryslân (PV);2010;;;;;;;;;;;;;
452;Totaal rundvee melkveehouderij;100 tot 200 GVE;Fryslân (PV);2011;20.0;80.0;40.0;60.0;;;;;;;;;
453;Totaal rundvee melkveehouderij;100 tot 200 GVE;Fryslân (PV);2012;20.0;80.0;39.0;61.0;;;;;;;;;
454;Totaal rundvee melkveehouderij;100 tot 200 GVE;Fryslân (PV);2013;;;;;;;;;;;;;
