ID;TypeMaatwerkarrangement;RegioS;Perioden;Stand_1;Instroom_2;Uitstroom_3
118;Totaal;Albrandswaard;2e halfjaar 2018;1685.0;585.0;535.0
119;Totaal;Albrandswaard;2018;1535.0;955.0;755.0
120;Totaal;Albrandswaard;1e halfjaar 2019;1730.0;585.0;325.0
121;Totaal;Albrandswaard;2e halfjaar 2019;1990.0;615.0;325.0
122;Totaal;Albrandswaard;2019;1730.0;1200.0;650.0
123;Totaal;Albrandswaard;1e halfjaar 2020;1930.0;225.0;185.0
124;Totaal;Albrandswaard;2e halfjaar 2020;1970.0;210.0;665.0
125;Totaal;Albrandswaard;2020;1930.0;435.0;845.0
126;Totaal;Alkmaar;1e halfjaar 2015;;;
127;Totaal;Alkmaar;2e halfjaar 2015;;;
128;Totaal;Alkmaar;2015;;;
129;Totaal;Alkmaar;1e halfjaar 2016;;;
130;Totaal;Alkmaar;2e halfjaar 2016;9550.0;2670.0;2320.0
131;Totaal;Alkmaar;2016;;;
132;Totaal;Alkmaar;1e halfjaar 2017;10655.0;4630.0;5290.0
133;Totaal;Alkmaar;2e halfjaar 2017;9995.0;2510.0;2855.0
134;Totaal;Alkmaar;2017;10655.0;7140.0;8145.0
135;Totaal;Alkmaar;1e halfjaar 2018;8535.0;4320.0;2315.0
136;Totaal;Alkmaar;2e halfjaar 2018;10540.0;4065.0;2730.0
137;Totaal;Alkmaar;2018;8535.0;8380.0;5040.0
138;Totaal;Alkmaar;1e halfjaar 2019;10030.0;3135.0;2460.0
139;Totaal;Alkmaar;2e halfjaar 2019;10705.0;5620.0;4990.0
140;Totaal;Alkmaar;2019;10030.0;8755.0;7450.0
141;Totaal;Alkmaar;1e halfjaar 2020;9815.0;1410.0;1220.0
142;Totaal;Alkmaar;2e halfjaar 2020;10000.0;1260.0;3515.0
143;Totaal;Alkmaar;2020;9815.0;2670.0;4740.0
144;Totaal;Almelo;1e halfjaar 2015;3495.0;7630.0;2125.0
145;Totaal;Almelo;2e halfjaar 2015;9005.0;1915.0;4585.0
146;Totaal;Almelo;2015;3495.0;9545.0;6715.0
147;Totaal;Almelo;1e halfjaar 2016;6240.0;6000.0;1815.0
148;Totaal;Almelo;2e halfjaar 2016;10425.0;1130.0;3265.0
149;Totaal;Almelo;2016;6240.0;7130.0;5080.0
150;Totaal;Almelo;1e halfjaar 2017;4505.0;3220.0;2335.0
151;Totaal;Almelo;2e halfjaar 2017;5390.0;1765.0;4705.0
152;Totaal;Almelo;2017;4505.0;4985.0;7040.0
153;Totaal;Almelo;1e halfjaar 2018;2470.0;8480.0;2390.0
154;Totaal;Almelo;2e halfjaar 2018;8560.0;2770.0;3320.0
155;Totaal;Almelo;2018;2470.0;11245.0;5710.0
156;Totaal;Almelo;1e halfjaar 2019;7305.0;4040.0;3010.0
157;Totaal;Almelo;2e halfjaar 2019;8335.0;3035.0;3450.0
158;Totaal;Almelo;2019;7305.0;7075.0;6460.0
159;Totaal;Almelo;1e halfjaar 2020;5030.0;1495.0;745.0
160;Totaal;Almelo;2e halfjaar 2020;5780.0;895.0;3835.0
161;Totaal;Almelo;2020;5030.0;2390.0;4580.0
162;Totaal;Almere;1e halfjaar 2015;13680.0;3400.0;1425.0
163;Totaal;Almere;2e halfjaar 2015;15660.0;1975.0;4825.0
164;Totaal;Almere;2015;13680.0;5375.0;6250.0
165;Totaal;Almere;1e halfjaar 2016;13660.0;6105.0;1485.0
166;Totaal;Almere;2e halfjaar 2016;18280.0;2180.0;4575.0
167;Totaal;Almere;2016;13660.0;8285.0;6060.0
168;Totaal;Almere;1e halfjaar 2017;13965.0;5570.0;2535.0
169;Totaal;Almere;2e halfjaar 2017;17000.0;2690.0;2585.0
170;Totaal;Almere;2017;13965.0;8260.0;5120.0
171;Totaal;Almere;1e halfjaar 2018;16120.0;4490.0;5260.0
172;Totaal;Almere;2e halfjaar 2018;15350.0;7200.0;6470.0
173;Totaal;Almere;2018;16120.0;11690.0;11725.0
174;Totaal;Almere;1e halfjaar 2019;16830.0;3200.0;2095.0
175;Totaal;Almere;2e halfjaar 2019;17930.0;3510.0;2845.0
176;Totaal;Almere;2019;16830.0;6710.0;4945.0
177;Totaal;Almere;1e halfjaar 2020;16310.0;2240.0;1410.0
178;Totaal;Almere;2e halfjaar 2020;17140.0;1810.0;6900.0
179;Totaal;Almere;2020;16310.0;4050.0;8310.0
180;Totaal;Alphen aan den Rijn;1e halfjaar 2015;;;
181;Totaal;Alphen aan den Rijn;2e halfjaar 2015;;;
182;Totaal;Alphen aan den Rijn;2015;;;
183;Totaal;Alphen aan den Rijn;1e halfjaar 2016;;;
184;Totaal;Alphen aan den Rijn;2e halfjaar 2016;;;
185;Totaal;Alphen aan den Rijn;2016;;;
186;Totaal;Alphen aan den Rijn;1e halfjaar 2017;5455.0;1915.0;580.0
187;Totaal;Alphen aan den Rijn;2e halfjaar 2017;6790.0;600.0;630.0
188;Totaal;Alphen aan den Rijn;2017;5455.0;2515.0;1210.0
189;Totaal;Alphen aan den Rijn;1e halfjaar 2018;5750.0;1345.0;670.0
190;Totaal;Alphen aan den Rijn;2e halfjaar 2018;6430.0;790.0;935.0
191;Totaal;Alphen aan den Rijn;2018;5750.0;2140.0;1605.0
192;Totaal;Alphen aan den Rijn;1e halfjaar 2019;5725.0;1170.0;785.0
193;Totaal;Alphen aan den Rijn;2e halfjaar 2019;6110.0;870.0;1395.0
194;Totaal;Alphen aan den Rijn;2019;5725.0;2040.0;2180.0
195;Totaal;Alphen aan den Rijn;1e halfjaar 2020;4500.0;1205.0;530.0
196;Totaal;Alphen aan den Rijn;2e halfjaar 2020;5175.0;690.0;2485.0
197;Totaal;Alphen aan den Rijn;2020;4500.0;1900.0;3010.0
198;Totaal;Alphen-Chaam;1e halfjaar 2015;;;
199;Totaal;Alphen-Chaam;2e halfjaar 2015;;;
200;Totaal;Alphen-Chaam;2015;;;
201;Totaal;Alphen-Chaam;1e halfjaar 2016;;;
202;Totaal;Alphen-Chaam;2e halfjaar 2016;285.0;70.0;120.0
203;Totaal;Alphen-Chaam;2016;;;
204;Totaal;Alphen-Chaam;1e halfjaar 2017;250.0;180.0;130.0
205;Totaal;Alphen-Chaam;2e halfjaar 2017;300.0;135.0;95.0
206;Totaal;Alphen-Chaam;2017;250.0;310.0;225.0
207;Totaal;Alphen-Chaam;1e halfjaar 2018;325.0;160.0;90.0
208;Totaal;Alphen-Chaam;2e halfjaar 2018;390.0;125.0;80.0
209;Totaal;Alphen-Chaam;2018;325.0;285.0;175.0
210;Totaal;Alphen-Chaam;1e halfjaar 2019;445.0;210.0;125.0
211;Totaal;Alphen-Chaam;2e halfjaar 2019;530.0;180.0;100.0
212;Totaal;Alphen-Chaam;2019;445.0;390.0;225.0
213;Totaal;Alphen-Chaam;1e halfjaar 2020;580.0;120.0;80.0
214;Totaal;Alphen-Chaam;2e halfjaar 2020;625.0;105.0;140.0
215;Totaal;Alphen-Chaam;2020;580.0;225.0;215.0
216;Totaal;Altena;1e halfjaar 2015;;;
217;Totaal;Altena;2e halfjaar 2015;;;
218;Totaal;Altena;2015;;;
219;Totaal;Altena;1e halfjaar 2016;;;
220;Totaal;Altena;2e halfjaar 2016;;;
221;Totaal;Altena;2016;;;
222;Totaal;Altena;1e halfjaar 2017;;;
223;Totaal;Altena;2e halfjaar 2017;;;
224;Totaal;Altena;2017;;;
225;Totaal;Altena;1e halfjaar 2018;;;
226;Totaal;Altena;2e halfjaar 2018;;;
227;Totaal;Altena;2018;;;
228;Totaal;Altena;1e halfjaar 2019;;5340.0;1060.0
229;Totaal;Altena;2e halfjaar 2019;4285.0;1535.0;875.0
230;Totaal;Altena;2019;;6880.0;1935.0
231;Totaal;Altena;1e halfjaar 2020;4315.0;590.0;415.0
232;Totaal;Altena;2e halfjaar 2020;4495.0;540.0;1155.0
233;Totaal;Altena;2020;4315.0;1135.0;1570.0
234;Totaal;Ameland;1e halfjaar 2015;40.0;150.0;0.0
235;Totaal;Ameland;2e halfjaar 2015;190.0;25.0;10.0
236;Totaal;Ameland;2015;40.0;175.0;10.0
237;Totaal;Ameland;1e halfjaar 2016;105.0;145.0;15.0
238;Totaal;Ameland;2e halfjaar 2016;235.0;30.0;0.0
239;Totaal;Ameland;2016;105.0;175.0;20.0
240;Totaal;Ameland;1e halfjaar 2017;300.0;195.0;15.0
241;Totaal;Ameland;2e halfjaar 2017;480.0;55.0;70.0
242;Totaal;Ameland;2017;300.0;245.0;85.0
243;Totaal;Ameland;1e halfjaar 2018;295.0;105.0;60.0
244;Totaal;Ameland;2e halfjaar 2018;340.0;55.0;105.0
245;Totaal;Ameland;2018;295.0;165.0;165.0
246;Totaal;Ameland;1e halfjaar 2019;270.0;75.0;35.0
247;Totaal;Ameland;2e halfjaar 2019;315.0;60.0;65.0
248;Totaal;Ameland;2019;270.0;135.0;100.0
249;Totaal;Ameland;1e halfjaar 2020;250.0;110.0;40.0
250;Totaal;Ameland;2e halfjaar 2020;320.0;45.0;35.0
251;Totaal;Ameland;2020;250.0;155.0;75.0
252;Totaal;Amersfoort;1e halfjaar 2015;;;
253;Totaal;Amersfoort;2e halfjaar 2015;;;
254;Totaal;Amersfoort;2015;;;
255;Totaal;Amersfoort;1e halfjaar 2016;13990.0;6460.0;3860.0
256;Totaal;Amersfoort;2e halfjaar 2016;16585.0;2580.0;3405.0
257;Totaal;Amersfoort;2016;13990.0;9040.0;7265.0
258;Totaal;Amersfoort;1e halfjaar 2017;15460.0;3855.0;3015.0
259;Totaal;Amersfoort;2e halfjaar 2017;16295.0;3430.0;3655.0
260;Totaal;Amersfoort;2017;15460.0;7285.0;6670.0
261;Totaal;Amersfoort;1e halfjaar 2018;15500.0;7245.0;3755.0
262;Totaal;Amersfoort;2e halfjaar 2018;18990.0;4285.0;9850.0
263;Totaal;Amersfoort;2018;15500.0;11530.0;13605.0
264;Totaal;Amersfoort;1e halfjaar 2019;11210.0;10410.0;4465.0
265;Totaal;Amersfoort;2e halfjaar 2019;17155.0;4685.0;4630.0
266;Totaal;Amersfoort;2019;11210.0;15090.0;9095.0
267;Totaal;Amersfoort;1e halfjaar 2020;12400.0;2490.0;1705.0
268;Totaal;Amersfoort;2e halfjaar 2020;13185.0;1940.0;3650.0
269;Totaal;Amersfoort;2020;12400.0;4430.0;5355.0
270;Totaal;Amstelveen;1e halfjaar 2015;;;
271;Totaal;Amstelveen;2e halfjaar 2015;;;
272;Totaal;Amstelveen;2015;;;
273;Totaal;Amstelveen;1e halfjaar 2016;;;
274;Totaal;Amstelveen;2e halfjaar 2016;4055.0;1720.0;1750.0
275;Totaal;Amstelveen;2016;;;
276;Totaal;Amstelveen;1e halfjaar 2017;3950.0;2540.0;1290.0
277;Totaal;Amstelveen;2e halfjaar 2017;5200.0;1750.0;1080.0
278;Totaal;Amstelveen;2017;3950.0;4290.0;2370.0
279;Totaal;Amstelveen;1e halfjaar 2018;;;
280;Totaal;Amstelveen;2e halfjaar 2018;;;
281;Totaal;Amstelveen;2018;;;
282;Totaal;Amstelveen;1e halfjaar 2019;;;
283;Totaal;Amstelveen;2e halfjaar 2019;;;
284;Totaal;Amstelveen;2019;;;
285;Totaal;Amstelveen;1e halfjaar 2020;;;
286;Totaal;Amstelveen;2e halfjaar 2020;;;
287;Totaal;Amstelveen;2020;;;
288;Totaal;Amsterdam;1e halfjaar 2015;;;
289;Totaal;Amsterdam;2e halfjaar 2015;131745.0;12425.0;40945.0
290;Totaal;Amsterdam;2015;;;
291;Totaal;Amsterdam;1e halfjaar 2016;88445.0;37500.0;8525.0
292;Totaal;Amsterdam;2e halfjaar 2016;117420.0;13605.0;19980.0
293;Totaal;Amsterdam;2016;88445.0;51105.0;28505.0
294;Totaal;Amsterdam;1e halfjaar 2017;88985.0;31160.0;13010.0
295;Totaal;Amsterdam;2e halfjaar 2017;107130.0;14645.0;14880.0
296;Totaal;Amsterdam;2017;88985.0;45805.0;27890.0
297;Totaal;Amsterdam;1e halfjaar 2018;99190.0;24415.0;10865.0
298;Totaal;Amsterdam;2e halfjaar 2018;112735.0;15600.0;12500.0
299;Totaal;Amsterdam;2018;99190.0;40015.0;23365.0
300;Totaal;Amsterdam;1e halfjaar 2019;105660.0;17695.0;11225.0
301;Totaal;Amsterdam;2e halfjaar 2019;112125.0;14945.0;13535.0
302;Totaal;Amsterdam;2019;105660.0;32640.0;24760.0
303;Totaal;Amsterdam;1e halfjaar 2020;95405.0;13905.0;9270.0
304;Totaal;Amsterdam;2e halfjaar 2020;100040.0;10860.0;35900.0
305;Totaal;Amsterdam;2020;95405.0;24765.0;45170.0
306;Totaal;Apeldoorn;1e halfjaar 2015;18295.0;9615.0;4195.0
307;Totaal;Apeldoorn;2e halfjaar 2015;23715.0;2700.0;11450.0
308;Totaal;Apeldoorn;2015;18295.0;12315.0;15640.0
309;Totaal;Apeldoorn;1e halfjaar 2016;17265.0;10385.0;5015.0
310;Totaal;Apeldoorn;2e halfjaar 2016;22640.0;2635.0;6200.0
311;Totaal;Apeldoorn;2016;17265.0;13020.0;11215.0
312;Totaal;Apeldoorn;1e halfjaar 2017;15155.0;5905.0;4925.0
313;Totaal;Apeldoorn;2e halfjaar 2017;16130.0;4745.0;5245.0
314;Totaal;Apeldoorn;2017;15155.0;10650.0;10165.0
315;Totaal;Apeldoorn;1e halfjaar 2018;15450.0;5865.0;4005.0
316;Totaal;Apeldoorn;2e halfjaar 2018;17315.0;18570.0;10160.0
317;Totaal;Apeldoorn;2018;15450.0;24435.0;14165.0
318;Totaal;Apeldoorn;1e halfjaar 2019;19545.0;6025.0;4245.0
319;Totaal;Apeldoorn;2e halfjaar 2019;21330.0;5710.0;5315.0
320;Totaal;Apeldoorn;2019;19545.0;11735.0;9560.0
321;Totaal;Apeldoorn;1e halfjaar 2020;15325.0;3610.0;1930.0
322;Totaal;Apeldoorn;2e halfjaar 2020;17005.0;1865.0;4005.0
323;Totaal;Apeldoorn;2020;15325.0;5475.0;5935.0
324;Totaal;Appingedam;1e halfjaar 2015;;;
325;Totaal;Appingedam;2e halfjaar 2015;;;
326;Totaal;Appingedam;2015;;;
327;Totaal;Appingedam;1e halfjaar 2016;;;
328;Totaal;Appingedam;2e halfjaar 2016;;;
329;Totaal;Appingedam;2016;;;
330;Totaal;Appingedam;1e halfjaar 2017;;;
331;Totaal;Appingedam;2e halfjaar 2017;;;
332;Totaal;Appingedam;2017;;;
333;Totaal;Appingedam;1e halfjaar 2018;;;
334;Totaal;Appingedam;2e halfjaar 2018;;;
335;Totaal;Appingedam;2018;;;
336;Totaal;Appingedam;1e halfjaar 2019;570.0;435.0;350.0
337;Totaal;Appingedam;2e halfjaar 2019;;;
338;Totaal;Appingedam;2019;;;
339;Totaal;Appingedam;1e halfjaar 2020;1020.0;275.0;145.0
340;Totaal;Appingedam;2e halfjaar 2020;1150.0;155.0;1300.0
341;Totaal;Appingedam;2020;1020.0;430.0;1445.0
342;Totaal;Arnhem;1e halfjaar 2015;;;
343;Totaal;Arnhem;2e halfjaar 2015;;;
344;Totaal;Arnhem;2015;;;
345;Totaal;Arnhem;1e halfjaar 2016;5185.0;8365.0;2030.0
346;Totaal;Arnhem;2e halfjaar 2016;11520.0;8185.0;6130.0
347;Totaal;Arnhem;2016;5185.0;16550.0;8160.0
348;Totaal;Arnhem;1e halfjaar 2017;16505.0;12260.0;1815.0
349;Totaal;Arnhem;2e halfjaar 2017;26950.0;3565.0;6345.0
350;Totaal;Arnhem;2017;16505.0;15820.0;8160.0
351;Totaal;Arnhem;1e halfjaar 2018;20275.0;5860.0;1875.0
352;Totaal;Arnhem;2e halfjaar 2018;24260.0;3540.0;3675.0
353;Totaal;Arnhem;2018;20275.0;9395.0;5550.0
354;Totaal;Arnhem;1e halfjaar 2019;12065.0;5465.0;2270.0
355;Totaal;Arnhem;2e halfjaar 2019;15260.0;5020.0;4760.0
356;Totaal;Arnhem;2019;12065.0;10485.0;7035.0
357;Totaal;Arnhem;1e halfjaar 2020;13025.0;4935.0;3385.0
358;Totaal;Arnhem;2e halfjaar 2020;14575.0;3885.0;6005.0
359;Totaal;Arnhem;2020;13025.0;8815.0;9390.0
360;Totaal;Assen;1e halfjaar 2015;;;
361;Totaal;Assen;2e halfjaar 2015;;;
362;Totaal;Assen;2015;;;
363;Totaal;Assen;1e halfjaar 2016;8935.0;3800.0;1810.0
364;Totaal;Assen;2e halfjaar 2016;10925.0;1310.0;2985.0
365;Totaal;Assen;2016;8935.0;5110.0;4800.0
366;Totaal;Assen;1e halfjaar 2017;8225.0;6735.0;4880.0
367;Totaal;Assen;2e halfjaar 2017;10085.0;2695.0;3245.0
368;Totaal;Assen;2017;8225.0;9425.0;8125.0
369;Totaal;Assen;1e halfjaar 2018;6880.0;8520.0;4620.0
370;Totaal;Assen;2e halfjaar 2018;10780.0;2970.0;3860.0
371;Totaal;Assen;2018;6880.0;11490.0;8480.0
372;Totaal;Assen;1e halfjaar 2019;10465.0;4490.0;3005.0
373;Totaal;Assen;2e halfjaar 2019;11950.0;2935.0;4345.0
374;Totaal;Assen;2019;10465.0;7425.0;7350.0
375;Totaal;Assen;1e halfjaar 2020;7175.0;3080.0;1390.0
376;Totaal;Assen;2e halfjaar 2020;8865.0;1080.0;3580.0
377;Totaal;Assen;2020;7175.0;4160.0;4965.0
378;Totaal;Asten;1e halfjaar 2015;;;
379;Totaal;Asten;2e halfjaar 2015;;;
380;Totaal;Asten;2015;;;
381;Totaal;Asten;1e halfjaar 2016;;;
382;Totaal;Asten;2e halfjaar 2016;1355.0;200.0;160.0
383;Totaal;Asten;2016;;;
384;Totaal;Asten;1e halfjaar 2017;230.0;740.0;365.0
385;Totaal;Asten;2e halfjaar 2017;605.0;450.0;1005.0
386;Totaal;Asten;2017;230.0;1190.0;1370.0
387;Totaal;Asten;1e halfjaar 2018;1500.0;200.0;210.0
388;Totaal;Asten;2e halfjaar 2018;1490.0;225.0;210.0
389;Totaal;Asten;2018;1500.0;425.0;425.0
390;Totaal;Asten;1e halfjaar 2019;1610.0;370.0;210.0
391;Totaal;Asten;2e halfjaar 2019;1770.0;450.0;385.0
392;Totaal;Asten;2019;1610.0;825.0;595.0
393;Totaal;Asten;1e halfjaar 2020;1355.0;225.0;180.0
394;Totaal;Asten;2e halfjaar 2020;1395.0;160.0;275.0
395;Totaal;Asten;2020;1355.0;385.0;455.0
396;Totaal;Baarle-Nassau;1e halfjaar 2015;;;
397;Totaal;Baarle-Nassau;2e halfjaar 2015;;;
398;Totaal;Baarle-Nassau;2015;;;
399;Totaal;Baarle-Nassau;1e halfjaar 2016;;;
400;Totaal;Baarle-Nassau;2e halfjaar 2016;220.0;60.0;105.0
401;Totaal;Baarle-Nassau;2016;;;
402;Totaal;Baarle-Nassau;1e halfjaar 2017;195.0;175.0;80.0
403;Totaal;Baarle-Nassau;2e halfjaar 2017;285.0;140.0;115.0
404;Totaal;Baarle-Nassau;2017;195.0;310.0;195.0
405;Totaal;Baarle-Nassau;1e halfjaar 2018;310.0;155.0;105.0
406;Totaal;Baarle-Nassau;2e halfjaar 2018;355.0;160.0;105.0
407;Totaal;Baarle-Nassau;2018;310.0;310.0;210.0
408;Totaal;Baarle-Nassau;1e halfjaar 2019;405.0;215.0;110.0
409;Totaal;Baarle-Nassau;2e halfjaar 2019;510.0;185.0;140.0
410;Totaal;Baarle-Nassau;2019;405.0;400.0;250.0
411;Totaal;Baarle-Nassau;1e halfjaar 2020;540.0;105.0;75.0
412;Totaal;Baarle-Nassau;2e halfjaar 2020;570.0;105.0;165.0
413;Totaal;Baarle-Nassau;2020;540.0;210.0;240.0
414;Totaal;Baarn;1e halfjaar 2015;1695.0;785.0;330.0
415;Totaal;Baarn;2e halfjaar 2015;2145.0;260.0;650.0
416;Totaal;Baarn;2015;1695.0;1045.0;980.0
