ID;Geslacht;Kenmerken;Perioden;TotaalBaanvinders_1;k_1JaarGeledenGewerkt_2;VoorhScholierStudentSchoolverlater_3;VoorheenWerkzaam_4;VoorheenArbeidsongeschikt_5;Herintreder_6;OverigeBaanvinders_7;Baanwisselaars_8;TotaalOnbenutArbeidsaanbod_9;k_1JaarGeledenGewerkt_10;VoorhScholierStudentSchoolverlater_11;VoorheenWerkzaam_12;VoorheenArbeidsongeschikt_13;Herintreder_14;OverigOnbenutArbeidsaanbod_15
541;Mannen;Had een baan > 10 jaar geleden;2002;5.0;;;;;;3.0;;29.0;;;8.0;12.0;;9.0
542;Mannen;Had een baan > 10 jaar geleden;2003;4.0;;;;;;;;37.0;;;8.0;18.0;;10.0
543;Mannen;Had een baan > 10 jaar geleden;2004;3.0;;;;;;;;35.0;;;10.0;14.0;;10.0
544;Mannen;Had een baan > 10 jaar geleden;2005;4.0;;;2.0;;;;;43.0;;;12.0;20.0;;10.0
545;Mannen;Had een baan > 10 jaar geleden;2006;6.0;;;2.0;;;2.0;;39.0;;;10.0;19.0;;10.0
546;Mannen;Heeft nooit een baan gehad;2000;144.0;;130.0;;;14.0;;;54.0;;47.0;;;8.0;
547;Mannen;Heeft nooit een baan gehad;2001;138.0;;122.0;;;16.0;;;57.0;;50.0;;;7.0;
548;Mannen;Heeft nooit een baan gehad;2002;118.0;;106.0;;;12.0;;;71.0;;58.0;;;12.0;
549;Mannen;Heeft nooit een baan gehad;2003;104.0;;96.0;;;9.0;;;67.0;;60.0;;;7.0;
550;Mannen;Heeft nooit een baan gehad;2004;105.0;;98.0;;;7.0;;;93.0;;80.0;;;13.0;
551;Mannen;Heeft nooit een baan gehad;2005;99.0;;91.0;;;8.0;;;96.0;;79.0;;;17.0;
552;Mannen;Heeft nooit een baan gehad;2006;119.0;;109.0;;;10.0;;;91.0;;75.0;;;15.0;
553;Mannen;Onbekend of men ooit baan heeft gehad;2000;60.0;;33.0;;;;26.0;;25.0;;18.0;;;;7.0
554;Mannen;Onbekend of men ooit baan heeft gehad;2001;43.0;;32.0;;;;11.0;;18.0;;18.0;;;;
555;Mannen;Onbekend of men ooit baan heeft gehad;2002;37.0;;26.0;;;;11.0;;23.0;;23.0;;;;
556;Mannen;Onbekend of men ooit baan heeft gehad;2003;37.0;;26.0;;;;11.0;;21.0;;21.0;;;;
557;Mannen;Onbekend of men ooit baan heeft gehad;2004;33.0;;22.0;;;;10.0;;22.0;;22.0;;;;
558;Mannen;Onbekend of men ooit baan heeft gehad;2005;32.0;;22.0;;;;10.0;;24.0;;24.0;;;;
559;Mannen;Onbekend of men ooit baan heeft gehad;2006;37.0;;22.0;;;;15.0;187.0;26.0;;26.0;;;;
560;Mannen;Kan op korte termijn beginnen;2000;;;;;;;;;212.0;37.0;51.0;45.0;38.0;6.0;35.0
561;Mannen;Kan op korte termijn beginnen;2001;;;;;;;;;193.0;43.0;52.0;41.0;28.0;6.0;24.0
562;Mannen;Kan op korte termijn beginnen;2002;;;;;;;;;235.0;69.0;65.0;42.0;26.0;8.0;26.0
563;Mannen;Kan op korte termijn beginnen;2003;;;;;;;;;312.0;101.0;68.0;67.0;35.0;7.0;35.0
564;Mannen;Kan op korte termijn beginnen;2004;;;;;;;;;368.0;100.0;83.0;100.0;37.0;13.0;35.0
565;Mannen;Kan op korte termijn beginnen;2005;;;;;;;;;372.0;84.0;83.0;109.0;41.0;14.0;39.0
566;Mannen;Kan op korte termijn beginnen;2006;;;;;;;;;334.0;61.0;83.0;98.0;34.0;13.0;45.0
567;Mannen;Afgelopen 4 weken gezocht;2000;;;;;;;;;114.0;26.0;30.0;26.0;11.0;3.0;17.0
568;Mannen;Afgelopen 4 weken gezocht;2001;;;;;;;;;109.0;31.0;30.0;23.0;9.0;4.0;12.0
569;Mannen;Afgelopen 4 weken gezocht;2002;;;;;;;;;147.0;54.0;41.0;27.0;9.0;4.0;12.0
570;Mannen;Afgelopen 4 weken gezocht;2003;;;;;;;;;205.0;87.0;38.0;46.0;13.0;3.0;17.0
571;Mannen;Afgelopen 4 weken gezocht;2004;;;;;;;;;246.0;82.0;52.0;72.0;15.0;6.0;19.0
572;Mannen;Afgelopen 4 weken gezocht;2005;;;;;;;;;238.0;70.0;45.0;79.0;16.0;9.0;18.0
573;Mannen;Afgelopen 4 weken gezocht;2006;;;;;;;;;191.0;46.0;43.0;65.0;14.0;5.0;18.0
574;Mannen;Afgelopen 4 weken niet gezocht;2000;;;;;;;;;98.0;11.0;21.0;19.0;27.0;3.0;18.0
575;Mannen;Afgelopen 4 weken niet gezocht;2001;;;;;;;;;85.0;12.0;22.0;18.0;18.0;2.0;12.0
576;Mannen;Afgelopen 4 weken niet gezocht;2002;;;;;;;;;88.0;15.0;24.0;15.0;16.0;4.0;14.0
577;Mannen;Afgelopen 4 weken niet gezocht;2003;;;;;;;;;107.0;14.0;29.0;21.0;22.0;4.0;17.0
578;Mannen;Afgelopen 4 weken niet gezocht;2004;;;;;;;;;121.0;18.0;31.0;28.0;22.0;7.0;16.0
579;Mannen;Afgelopen 4 weken niet gezocht;2005;;;;;;;;;134.0;15.0;38.0;30.0;25.0;5.0;21.0
580;Mannen;Afgelopen 4 weken niet gezocht;2006;;;;;;;;;143.0;15.0;40.0;33.0;20.0;8.0;27.0
581;Mannen;Kan niet op korte termijn beginnen;2000;;;;;;;;;67.0;8.0;15.0;12.0;15.0;3.0;13.0
582;Mannen;Kan niet op korte termijn beginnen;2001;;;;;;;;;70.0;13.0;17.0;13.0;14.0;2.0;10.0
583;Mannen;Kan niet op korte termijn beginnen;2002;;;;;;;;;66.0;9.0;18.0;10.0;11.0;5.0;12.0
584;Mannen;Kan niet op korte termijn beginnen;2003;;;;;;;;;69.0;14.0;16.0;12.0;16.0;3.0;9.0
585;Mannen;Kan niet op korte termijn beginnen;2004;;;;;;;;;81.0;13.0;20.0;17.0;16.0;4.0;12.0
586;Mannen;Kan niet op korte termijn beginnen;2005;;;;;;;;;85.0;16.0;22.0;17.0;17.0;5.0;8.0
587;Mannen;Kan niet op korte termijn beginnen;2006;;;;;;;;;80.0;10.0;21.0;17.0;18.0;4.0;10.0
588;Mannen;Werknemers vaste arbeidsrelatie;2000;453.0;254.0;104.0;47.0;4.0;8.0;35.0;252.0;13.0;;7.0;2.0;;;2.0
589;Mannen;Werknemers vaste arbeidsrelatie;2001;449.0;268.0;94.0;54.0;3.0;9.0;20.0;269.0;11.0;;8.0;;;;
590;Mannen;Werknemers vaste arbeidsrelatie;2002;403.0;239.0;79.0;50.0;3.0;8.0;23.0;238.0;16.0;2.0;10.0;;;;2.0
591;Mannen;Werknemers vaste arbeidsrelatie;2003;327.0;187.0;71.0;46.0;2.0;4.0;17.0;182.0;15.0;2.0;8.0;2.0;;;2.0
592;Mannen;Werknemers vaste arbeidsrelatie;2004;287.0;162.0;63.0;40.0;3.0;4.0;15.0;158.0;19.0;3.0;12.0;;;;
593;Mannen;Werknemers vaste arbeidsrelatie;2005;283.0;158.0;61.0;49.0;;2.0;13.0;155.0;20.0;;11.0;3.0;;;3.0
594;Mannen;Werknemers vaste arbeidsrelatie;2006;340.0;188.0;67.0;53.0;2.0;5.0;24.0;36.0;19.0;;11.0;3.0;;;2.0
595;Mannen;Werknemers flexibele arbeidsrelatie;2000;127.0;36.0;58.0;15.0;;5.0;12.0;30.0;17.0;;10.0;;;;3.0
596;Mannen;Werknemers flexibele arbeidsrelatie;2001;118.0;33.0;58.0;13.0;2.0;4.0;9.0;28.0;13.0;;8.0;;;;2.0
597;Mannen;Werknemers flexibele arbeidsrelatie;2002;113.0;39.0;51.0;12.0;2.0;4.0;6.0;32.0;22.0;2.0;13.0;2.0;;;2.0
598;Mannen;Werknemers flexibele arbeidsrelatie;2003;124.0;40.0;51.0;17.0;2.0;3.0;11.0;31.0;24.0;2.0;17.0;3.0;;;
599;Mannen;Werknemers flexibele arbeidsrelatie;2004;125.0;36.0;55.0;21.0;;3.0;9.0;29.0;28.0;3.0;17.0;4.0;;;3.0
600;Mannen;Werknemers flexibele arbeidsrelatie;2005;134.0;38.0;51.0;27.0;2.0;6.0;11.0;29.0;33.0;4.0;21.0;3.0;2.0;;2.0
601;Mannen;Werknemers flexibele arbeidsrelatie;2006;150.0;45.0;62.0;26.0;2.0;5.0;11.0;24.0;28.0;2.0;20.0;4.0;;;2.0
602;Mannen;Zelfstandigen;2000;39.0;25.0;3.0;6.0;;;4.0;25.0;4.0;;;;;;2.0
603;Mannen;Zelfstandigen;2001;41.0;25.0;4.0;5.0;;3.0;3.0;24.0;5.0;;2.0;;;;
604;Mannen;Zelfstandigen;2002;35.0;23.0;4.0;3.0;;;3.0;23.0;6.0;;;2.0;;;
605;Mannen;Zelfstandigen;2003;31.0;20.0;3.0;3.0;;;3.0;18.0;8.0;2.0;;3.0;;;2.0
606;Mannen;Zelfstandigen;2004;34.0;21.0;4.0;4.0;;;3.0;20.0;7.0;2.0;2.0;2.0;;;2.0
607;Mannen;Zelfstandigen;2005;39.0;23.0;3.0;9.0;;;3.0;22.0;9.0;;;3.0;;;
608;Mannen;Zelfstandigen;2006;47.0;26.0;6.0;9.0;;;5.0;5.0;10.0;;3.0;2.0;;;3.0
609;Mannen;Abeidsrelatie: onbekend;2000;;;;;;;;;244.0;43.0;48.0;53.0;49.0;9.0;42.0
610;Mannen;Abeidsrelatie: onbekend;2001;;;;;;;;;233.0;53.0;51.0;52.0;39.0;8.0;31.0
611;Mannen;Abeidsrelatie: onbekend;2002;;;;;;;;;257.0;74.0;58.0;47.0;34.0;12.0;32.0
612;Mannen;Abeidsrelatie: onbekend;2003;;;;;;;;;334.0;110.0;58.0;72.0;47.0;8.0;39.0
613;Mannen;Abeidsrelatie: onbekend;2004;;;;;;;;;394.0;105.0;73.0;110.0;50.0;16.0;41.0
614;Mannen;Abeidsrelatie: onbekend;2005;;;;;;;;;395.0;93.0;72.0;116.0;55.0;18.0;41.0
615;Mannen;Abeidsrelatie: onbekend;2006;;;;;;;;20.0;357.0;68.0;70.0;106.0;50.0;16.0;48.0
616;Mannen;Arbeidsduur: 12 tot 20 uur;2000;29.0;4.0;17.0;2.0;;;4.0;3.0;;;;;;;
617;Mannen;Arbeidsduur: 12 tot 20 uur;2001;27.0;3.0;18.0;2.0;;;2.0;3.0;;;;;;;
618;Mannen;Arbeidsduur: 12 tot 20 uur;2002;26.0;7.0;15.0;2.0;;;;6.0;;;;;;;
619;Mannen;Arbeidsduur: 12 tot 20 uur;2003;28.0;6.0;16.0;3.0;;;2.0;4.0;;;;;;;
620;Mannen;Arbeidsduur: 12 tot 20 uur;2004;23.0;4.0;15.0;2.0;;;;4.0;;;;;;;
621;Mannen;Arbeidsduur: 12 tot 20 uur;2005;29.0;5.0;16.0;4.0;;;;4.0;;;;;;;
622;Mannen;Arbeidsduur: 12 tot 20 uur;2006;29.0;6.0;16.0;4.0;;;2.0;222.0;;;;;;;
623;Mannen;Arbeidsduur : 20 tot 35 uur;2000;77.0;24.0;32.0;10.0;2.0;2.0;8.0;21.0;;;;;;;
624;Mannen;Arbeidsduur : 20 tot 35 uur;2001;80.0;29.0;32.0;9.0;2.0;3.0;5.0;26.0;;;;;;;
625;Mannen;Arbeidsduur : 20 tot 35 uur;2002;90.0;33.0;34.0;11.0;2.0;3.0;7.0;32.0;;;;;;;
626;Mannen;Arbeidsduur : 20 tot 35 uur;2003;86.0;28.0;35.0;11.0;2.0;;9.0;26.0;;;;;;;
627;Mannen;Arbeidsduur : 20 tot 35 uur;2004;76.0;21.0;35.0;10.0;2.0;;7.0;20.0;;;;;;;
628;Mannen;Arbeidsduur : 20 tot 35 uur;2005;72.0;26.0;25.0;11.0;;3.0;6.0;22.0;;;;;;;
629;Mannen;Arbeidsduur : 20 tot 35 uur;2006;84.0;23.0;33.0;16.0;2.0;;10.0;;;;;;;;
630;Mannen;Arbeidsduur: 35 uur of meer;2000;513.0;287.0;116.0;57.0;3.0;11.0;39.0;282.0;;;;;;;
631;Mannen;Arbeidsduur: 35 uur of meer;2001;501.0;294.0;106.0;60.0;2.0;13.0;25.0;292.0;;;;;;;
632;Mannen;Arbeidsduur: 35 uur of meer;2002;434.0;262.0;86.0;51.0;3.0;9.0;24.0;255.0;;;;;;;
633;Mannen;Arbeidsduur: 35 uur of meer;2003;369.0;214.0;75.0;51.0;2.0;7.0;20.0;201.0;;;;;;;
634;Mannen;Arbeidsduur: 35 uur of meer;2004;347.0;194.0;72.0;53.0;2.0;7.0;19.0;183.0;;;;;;;
635;Mannen;Arbeidsduur: 35 uur of meer;2005;357.0;187.0;74.0;70.0;2.0;6.0;18.0;180.0;;;;;;;
636;Mannen;Arbeidsduur: 35 uur of meer;2006;423.0;230.0;86.0;68.0;2.0;10.0;28.0;;;;;;;;
637;Mannen;Arbeidsduur: onbekend;2000;;;;;;;;;279.0;45.0;66.0;57.0;52.0;9.0;49.0
638;Mannen;Arbeidsduur: onbekend;2001;;;;;;;;;263.0;56.0;69.0;54.0;41.0;8.0;34.0
639;Mannen;Arbeidsduur: onbekend;2002;;;;;;;;;301.0;78.0;83.0;52.0;37.0;13.0;37.0
640;Mannen;Arbeidsduur: onbekend;2003;;;;;;;;;381.0;115.0;84.0;79.0;51.0;10.0;44.0
641;Mannen;Arbeidsduur: onbekend;2004;;;;;;;;;449.0;113.0;103.0;117.0;52.0;17.0;47.0
642;Mannen;Arbeidsduur: onbekend;2005;;;;;;;;;457.0;100.0;105.0;126.0;58.0;19.0;47.0
643;Mannen;Arbeidsduur: onbekend;2006;;;;;;;;;414.0;71.0;104.0;115.0;53.0;17.0;54.0
644;Vrouwen;Totaal leeftijd;2000;528.0;223.0;155.0;51.0;6.0;56.0;37.0;207.0;439.0;49.0;77.0;61.0;36.0;160.0;57.0
645;Vrouwen;Totaal leeftijd;2001;542.0;237.0;150.0;61.0;7.0;58.0;28.0;227.0;413.0;56.0;78.0;55.0;40.0;144.0;40.0
646;Vrouwen;Totaal leeftijd;2002;510.0;234.0;139.0;58.0;6.0;50.0;23.0;223.0;413.0;60.0;78.0;59.0;38.0;136.0;41.0
647;Vrouwen;Totaal leeftijd;2003;427.0;185.0;120.0;54.0;8.0;34.0;26.0;174.0;483.0;78.0;93.0;74.0;49.0;136.0;52.0
648;Vrouwen;Totaal leeftijd;2004;361.0;153.0;105.0;51.0;6.0;26.0;20.0;144.0;555.0;80.0;106.0;93.0;54.0;161.0;61.0
649;Vrouwen;Totaal leeftijd;2005;364.0;151.0;108.0;54.0;5.0;23.0;22.0;135.0;590.0;84.0;115.0;103.0;55.0;164.0;69.0
650;Vrouwen;Totaal leeftijd;2006;436.0;179.0;123.0;67.0;7.0;31.0;30.0;160.0;556.0;66.0;101.0;103.0;62.0;160.0;64.0
651;Vrouwen;15 tot 25 jarigen;2000;183.0;46.0;112.0;9.0;;;16.0;41.0;72.0;7.0;49.0;4.0;;;10.0
652;Vrouwen;15 tot 25 jarigen;2001;178.0;49.0;114.0;10.0;;;4.0;45.0;72.0;10.0;55.0;4.0;;;3.0
653;Vrouwen;15 tot 25 jarigen;2002;176.0;52.0;112.0;9.0;;;3.0;47.0;71.0;10.0;53.0;4.0;;;2.0
654;Vrouwen;15 tot 25 jarigen;2003;147.0;40.0;93.0;11.0;;;4.0;35.0;92.0;14.0;66.0;7.0;;2.0;3.0
655;Vrouwen;15 tot 25 jarigen;2004;129.0;31.0;84.0;10.0;;;4.0;29.0;111.0;16.0;78.0;9.0;;;6.0
656;Vrouwen;15 tot 25 jarigen;2005;134.0;35.0;83.0;11.0;;;4.0;30.0;116.0;13.0;84.0;9.0;;2.0;7.0
657;Vrouwen;15 tot 25 jarigen;2006;150.0;40.0;92.0;12.0;;;6.0;35.0;99.0;10.0;75.0;8.0;;;4.0
658;Vrouwen;25 tot 35 jarigen;2000;184.0;103.0;43.0;23.0;2.0;6.0;7.0;96.0;102.0;20.0;28.0;14.0;6.0;21.0;12.0
659;Vrouwen;25 tot 35 jarigen;2001;182.0;104.0;36.0;23.0;2.0;6.0;11.0;101.0;87.0;17.0;23.0;15.0;7.0;17.0;8.0
660;Vrouwen;25 tot 35 jarigen;2002;148.0;86.0;28.0;22.0;;4.0;8.0;79.0;97.0;21.0;25.0;15.0;8.0;19.0;9.0
661;Vrouwen;25 tot 35 jarigen;2003;131.0;71.0;27.0;21.0;2.0;2.0;7.0;68.0;107.0;23.0;27.0;20.0;7.0;20.0;10.0
662;Vrouwen;25 tot 35 jarigen;2004;115.0;65.0;21.0;18.0;2.0;3.0;6.0;62.0;122.0;23.0;28.0;26.0;12.0;21.0;12.0
663;Vrouwen;25 tot 35 jarigen;2005;114.0;57.0;25.0;19.0;;4.0;8.0;51.0;120.0;23.0;31.0;22.0;10.0;22.0;13.0
664;Vrouwen;25 tot 35 jarigen;2006;143.0;74.0;32.0;22.0;2.0;6.0;8.0;70.0;102.0;18.0;26.0;18.0;12.0;15.0;12.0
665;Vrouwen;35 tot 45 jarigen;2000;107.0;51.0;;13.0;3.0;33.0;8.0;47.0;130.0;11.0;;17.0;11.0;76.0;15.0
666;Vrouwen;35 tot 45 jarigen;2001;111.0;52.0;;17.0;2.0;31.0;8.0;49.0;126.0;16.0;;17.0;11.0;65.0;16.0
667;Vrouwen;35 tot 45 jarigen;2002;116.0;61.0;;15.0;3.0;31.0;7.0;60.0;118.0;14.0;;19.0;12.0;62.0;11.0
668;Vrouwen;35 tot 45 jarigen;2003;94.0;48.0;;14.0;3.0;21.0;9.0;46.0;144.0;22.0;;24.0;18.0;64.0;17.0
669;Vrouwen;35 tot 45 jarigen;2004;71.0;35.0;;14.0;2.0;14.0;6.0;31.0;159.0;21.0;;27.0;15.0;75.0;20.0
670;Vrouwen;35 tot 45 jarigen;2005;73.0;37.0;;14.0;2.0;14.0;7.0;34.0;171.0;26.0;;31.0;17.0;77.0;20.0
671;Vrouwen;35 tot 45 jarigen;2006;90.0;42.0;;19.0;3.0;15.0;10.0;36.0;169.0;19.0;;30.0;21.0;79.0;20.0
672;Vrouwen;45 tot 55 jarigen;2000;50.0;22.0;;6.0;;15.0;6.0;21.0;107.0;9.0;;17.0;13.0;53.0;15.0
673;Vrouwen;45 tot 55 jarigen;2001;62.0;28.0;;10.0;2.0;17.0;5.0;28.0;97.0;12.0;;12.0;15.0;49.0;10.0
674;Vrouwen;45 tot 55 jarigen;2002;62.0;31.0;;11.0;2.0;14.0;4.0;33.0;95.0;12.0;;15.0;12.0;43.0;13.0
675;Vrouwen;45 tot 55 jarigen;2003;48.0;25.0;;6.0;2.0;10.0;6.0;24.0;101.0;14.0;;17.0;17.0;39.0;14.0
676;Vrouwen;45 tot 55 jarigen;2004;40.0;21.0;;8.0;;8.0;3.0;20.0;117.0;14.0;;21.0;19.0;49.0;14.0
677;Vrouwen;45 tot 55 jarigen;2005;36.0;19.0;;8.0;2.0;5.0;3.0;17.0;129.0;17.0;;27.0;18.0;49.0;18.0
678;Vrouwen;45 tot 55 jarigen;2006;46.0;21.0;;10.0;;9.0;5.0;18.0;122.0;12.0;;27.0;19.0;47.0;16.0
679;Vrouwen;55 tot 65 jarigen;2000;4.0;2.0;;;;;;;30.0;2.0;;8.0;6.0;8.0;6.0
680;Vrouwen;55 tot 65 jarigen;2001;8.0;3.0;;;;3.0;;3.0;30.0;;;7.0;6.0;12.0;4.0
681;Vrouwen;55 tot 65 jarigen;2002;9.0;4.0;;2.0;;;;4.0;32.0;3.0;;7.0;5.0;11.0;6.0
682;Vrouwen;55 tot 65 jarigen;2003;6.0;3.0;;;;;;2.0;38.0;5.0;;7.0;6.0;12.0;9.0
683;Vrouwen;55 tot 65 jarigen;2004;6.0;2.0;;;;;;2.0;46.0;6.0;;10.0;7.0;14.0;9.0
684;Vrouwen;55 tot 65 jarigen;2005;7.0;3.0;;2.0;;;;3.0;54.0;5.0;;14.0;8.0;16.0;11.0
685;Vrouwen;55 tot 65 jarigen;2006;7.0;2.0;;3.0;;;;2.0;65.0;7.0;;19.0;10.0;17.0;11.0
686;Vrouwen;Eenpersoonshuishouden;2000;85.0;35.0;29.0;11.0;;4.0;5.0;32.0;54.0;8.0;12.0;9.0;12.0;7.0;7.0
687;Vrouwen;Eenpersoonshuishouden;2001;85.0;42.0;24.0;9.0;;2.0;6.0;41.0;54.0;10.0;11.0;10.0;9.0;10.0;5.0
688;Vrouwen;Eenpersoonshuishouden;2002;78.0;43.0;18.0;9.0;2.0;3.0;4.0;40.0;54.0;8.0;12.0;8.0;8.0;11.0;6.0
689;Vrouwen;Eenpersoonshuishouden;2003;65.0;29.0;17.0;10.0;;3.0;5.0;28.0;61.0;11.0;12.0;13.0;13.0;6.0;7.0
690;Vrouwen;Eenpersoonshuishouden;2004;56.0;25.0;16.0;10.0;;;3.0;23.0;71.0;11.0;16.0;15.0;12.0;8.0;9.0
691;Vrouwen;Eenpersoonshuishouden;2005;55.0;26.0;14.0;8.0;;2.0;4.0;24.0;83.0;13.0;16.0;19.0;14.0;10.0;11.0
692;Vrouwen;Eenpersoonshuishouden;2006;69.0;31.0;19.0;10.0;;2.0;5.0;60.0;68.0;9.0;9.0;17.0;15.0;8.0;9.0
693;Vrouwen;Alleenstaande ouder;2000;23.0;8.0;2.0;3.0;;7.0;2.0;8.0;45.0;4.0;5.0;6.0;3.0;21.0;5.0
694;Vrouwen;Alleenstaande ouder;2001;29.0;11.0;3.0;4.0;;8.0;2.0;10.0;44.0;4.0;5.0;5.0;5.0;19.0;6.0
695;Vrouwen;Alleenstaande ouder;2002;25.0;11.0;;4.0;;7.0;2.0;11.0;43.0;5.0;4.0;8.0;5.0;17.0;4.0
696;Vrouwen;Alleenstaande ouder;2003;25.0;11.0;2.0;4.0;;5.0;2.0;11.0;54.0;6.0;4.0;9.0;8.0;21.0;6.0
697;Vrouwen;Alleenstaande ouder;2004;20.0;8.0;;3.0;;5.0;2.0;8.0;64.0;5.0;5.0;14.0;9.0;22.0;9.0
698;Vrouwen;Alleenstaande ouder;2005;22.0;8.0;;5.0;;4.0;2.0;7.0;70.0;10.0;5.0;12.0;10.0;25.0;8.0
699;Vrouwen;Alleenstaande ouder;2006;26.0;9.0;2.0;5.0;;5.0;4.0;18.0;70.0;8.0;4.0;11.0;10.0;28.0;9.0
700;Vrouwen;Lid van ouderpaar;2000;142.0;61.0;9.0;19.0;3.0;41.0;9.0;57.0;209.0;19.0;16.0;25.0;12.0;113.0;24.0
701;Vrouwen;Lid van ouderpaar;2001;155.0;71.0;9.0;23.0;3.0;41.0;9.0;68.0;190.0;21.0;12.0;26.0;15.0;96.0;20.0
702;Vrouwen;Lid van ouderpaar;2002;139.0;69.0;7.0;18.0;2.0;34.0;9.0;67.0;185.0;25.0;11.0;24.0;15.0;91.0;19.0
703;Vrouwen;Lid van ouderpaar;2003;118.0;58.0;7.0;17.0;4.0;23.0;9.0;55.0;208.0;31.0;15.0;30.0;17.0;94.0;22.0
704;Vrouwen;Lid van ouderpaar;2004;90.0;42.0;5.0;17.0;2.0;18.0;6.0;40.0;243.0;29.0;15.0;38.0;21.0;114.0;26.0
705;Vrouwen;Lid van ouderpaar;2005;87.0;44.0;4.0;16.0;2.0;15.0;6.0;39.0;251.0;32.0;17.0;42.0;19.0;113.0;29.0
706;Vrouwen;Lid van ouderpaar;2006;112.0;50.0;7.0;23.0;3.0;20.0;10.0;21.0;236.0;25.0;14.0;43.0;22.0;104.0;27.0
707;Vrouwen;Ouderpaar, jongste kind 0 tot 6 jaar;2000;60.0;30.0;7.0;9.0;;10.0;3.0;27.0;78.0;10.0;12.0;14.0;4.0;31.0;8.0
708;Vrouwen;Ouderpaar, jongste kind 0 tot 6 jaar;2001;68.0;34.0;7.0;12.0;;11.0;3.0;32.0;72.0;10.0;10.0;11.0;7.0;26.0;8.0
709;Vrouwen;Ouderpaar, jongste kind 0 tot 6 jaar;2002;57.0;30.0;5.0;8.0;;10.0;4.0;29.0;76.0;12.0;9.0;11.0;7.0;30.0;7.0
710;Vrouwen;Ouderpaar, jongste kind 0 tot 6 jaar;2003;52.0;27.0;6.0;8.0;;7.0;3.0;26.0;85.0;14.0;12.0;16.0;5.0;31.0;7.0
711;Vrouwen;Ouderpaar, jongste kind 0 tot 6 jaar;2004;40.0;18.0;4.0;9.0;;7.0;2.0;18.0;98.0;17.0;12.0;17.0;8.0;33.0;10.0
712;Vrouwen;Ouderpaar, jongste kind 0 tot 6 jaar;2005;40.0;20.0;3.0;8.0;;6.0;2.0;17.0;100.0;16.0;14.0;20.0;6.0;32.0;11.0
713;Vrouwen;Ouderpaar, jongste kind 0 tot 6 jaar;2006;55.0;23.0;6.0;12.0;;8.0;5.0;10.0;86.0;13.0;11.0;17.0;5.0;29.0;10.0
714;Vrouwen;Ouderpaar, jongste kind 6 tot 12 jaar;2000;41.0;15.0;2.0;4.0;;16.0;3.0;15.0;58.0;3.0;4.0;4.0;3.0;36.0;7.0
715;Vrouwen;Ouderpaar, jongste kind 6 tot 12 jaar;2001;39.0;15.0;2.0;5.0;;14.0;4.0;14.0;53.0;4.0;2.0;8.0;4.0;31.0;5.0
716;Vrouwen;Ouderpaar, jongste kind 6 tot 12 jaar;2002;41.0;17.0;2.0;5.0;;13.0;3.0;18.0;49.0;6.0;2.0;7.0;2.0;27.0;5.0
717;Vrouwen;Ouderpaar, jongste kind 6 tot 12 jaar;2003;30.0;14.0;;3.0;;9.0;2.0;12.0;57.0;7.0;3.0;8.0;5.0;27.0;7.0
718;Vrouwen;Ouderpaar, jongste kind 6 tot 12 jaar;2004;22.0;10.0;;4.0;;5.0;2.0;9.0;57.0;5.0;2.0;8.0;4.0;34.0;6.0
719;Vrouwen;Ouderpaar, jongste kind 6 tot 12 jaar;2005;21.0;11.0;;3.0;;5.0;;9.0;64.0;7.0;3.0;8.0;4.0;35.0;7.0
720;Vrouwen;Ouderpaar, jongste kind 6 tot 12 jaar;2006;29.0;12.0;;5.0;;6.0;3.0;8.0;67.0;6.0;2.0;10.0;7.0;35.0;7.0
721;Vrouwen;Ouderpaar, jongste kind 12 tot 18 jaar;2000;31.0;13.0;;3.0;;12.0;2.0;12.0;44.0;4.0;;4.0;3.0;27.0;6.0
722;Vrouwen;Ouderpaar, jongste kind 12 tot 18 jaar;2001;31.0;13.0;;4.0;;11.0;;13.0;37.0;4.0;;4.0;2.0;23.0;4.0
723;Vrouwen;Ouderpaar, jongste kind 12 tot 18 jaar;2002;28.0;14.0;;3.0;;7.0;2.0;15.0;33.0;4.0;;4.0;3.0;19.0;4.0
724;Vrouwen;Ouderpaar, jongste kind 12 tot 18 jaar;2003;25.0;12.0;;3.0;;5.0;3.0;11.0;41.0;5.0;;4.0;4.0;23.0;5.0
725;Vrouwen;Ouderpaar, jongste kind 12 tot 18 jaar;2004;18.0;9.0;;3.0;;4.0;2.0;8.0;51.0;4.0;;7.0;4.0;29.0;6.0
726;Vrouwen;Ouderpaar, jongste kind 12 tot 18 jaar;2005;16.0;7.0;;3.0;;3.0;2.0;7.0;51.0;6.0;;7.0;4.0;27.0;6.0
727;Vrouwen;Ouderpaar, jongste kind 12 tot 18 jaar;2006;20.0;10.0;;3.0;;5.0;2.0;4.0;50.0;4.0;;8.0;5.0;26.0;6.0
728;Vrouwen;Ouderpaar met jongste kind >=18 jaar;2000;10.0;3.0;;2.0;;4.0;;3.0;29.0;2.0;;4.0;2.0;18.0;3.0
729;Vrouwen;Ouderpaar met jongste kind >=18 jaar;2001;18.0;9.0;;2.0;;6.0;;9.0;27.0;3.0;;3.0;3.0;17.0;2.0
730;Vrouwen;Ouderpaar met jongste kind >=18 jaar;2002;13.0;6.0;;2.0;;3.0;;6.0;27.0;3.0;;2.0;3.0;15.0;3.0
