ID;Leeftijd;Marges;RegioS;Perioden;ErvarenGezondheidGoedZeerGoed_1;EenOfMeerLangdurigeAandoeningen_2;BeperktVanwegeProblemenMetGezondheid_3;EenOfMeerLichamelijkeBeperkingen_4;BeperkingInHoren_5;BeperkingInZien_6;BeperkingInBewegen_7;Ondergewicht_8;NormaalGewicht_9;Overgewicht_10;MatigOvergewicht_11;ErnstigOvergewicht_12;VoldoetAanBeweegrichtlijn_13;VoldoetAanNormGezondBewegen_14;VoldoetAanFitnorm_15;VoldoetAanTenMinste1Bewegingsnorm_16;WekelijkseSporters_17;Mantelzorger_18;ZwaarBelasteMantelzorgers_19;UrenMantelzorgPerWeek_20;Mantelzorgontvanger_21;UrenOntvangenMantelzorgPerWeek_22
1184;Totaal;Bovengrens 95%-interval;Stede Broec;2016;79.2;37.8;38.1;16.7;4.8;7.6;9.6;3.6;52.3;54.9;41.9;16.0;60.7;72.5;34.9;74.2;55.8;17.6;18.9;10.6;9.9;
1185;Totaal;Bovengrens 95%-interval;Steenbergen;2016;77.8;36.2;36.0;21.3;7.5;10.7;12.0;4.8;44.7;65.3;47.1;23.0;54.1;67.8;27.1;69.3;50.5;21.0;31.9;10.6;16.2;
1186;Totaal;Bovengrens 95%-interval;Steenwijkerland;2016;79.2;41.5;40.6;17.8;7.7;5.5;10.5;1.1;52.6;55.5;40.8;17.4;52.5;64.8;28.2;66.2;48.8;19.6;22.3;19.3;14.0;
1187;Totaal;Bovengrens 95%-interval;Stein (L.);2016;72.3;39.1;42.4;16.5;5.6;6.0;11.1;2.0;46.8;57.0;40.3;18.7;49.8;62.9;24.8;64.2;50.8;20.2;19.7;12.9;10.7;
1188;Totaal;Bovengrens 95%-interval;Stichtse Vecht;2016;80.5;36.4;34.3;14.2;5.4;4.7;9.5;2.6;52.5;53.4;39.0;17.3;56.1;66.4;32.2;68.7;56.7;17.2;20.2;12.8;11.0;
1189;Totaal;Bovengrens 95%-interval;Strijen;2016;82.4;35.5;31.7;14.6;5.0;5.0;10.3;4.6;47.9;60.2;45.0;18.6;47.4;64.8;29.4;68.6;49.3;20.0;;;16.3;
1190;Totaal;Bovengrens 95%-interval;Súdwest-Fryslân;2016;81.1;36.6;32.5;12.4;3.9;4.6;8.1;2.7;55.3;50.6;38.9;14.0;56.2;72.0;33.4;73.4;53.6;17.6;16.2;16.5;12.9;
1191;Totaal;Bovengrens 95%-interval;Terneuzen;2016;72.3;37.5;37.7;19.8;7.6;7.5;13.6;2.0;47.8;55.0;38.3;18.4;48.1;64.8;27.8;66.6;44.1;18.2;18.8;11.7;15.5;
1192;Totaal;Bovengrens 95%-interval;Terschelling;2016;88.8;38.7;32.2;10.1;5.0;4.8;6.4;2.9;57.9;56.5;43.2;19.2;74.7;86.7;48.0;88.5;57.1;16.9;;;15.2;
1193;Totaal;Bovengrens 95%-interval;Texel;2016;82.2;40.5;40.0;18.3;6.9;7.3;12.9;4.3;56.5;50.3;38.9;14.2;62.1;77.3;37.6;78.3;48.2;17.8;21.5;18.8;13.5;
1194;Totaal;Bovengrens 95%-interval;Teylingen;2016;86.6;30.7;32.5;15.7;7.6;7.0;6.4;3.6;56.7;51.8;39.8;15.4;63.1;73.2;33.8;75.4;65.1;20.1;29.5;34.3;11.9;
1195;Totaal;Bovengrens 95%-interval;Tholen;2016;81.8;36.2;38.8;18.3;5.7;6.3;13.1;5.1;48.6;58.8;43.5;18.5;51.1;65.4;27.0;67.4;46.8;24.1;15.1;20.2;14.0;
1196;Totaal;Bovengrens 95%-interval;Tiel;2016;74.2;40.7;37.5;20.7;7.8;8.3;13.5;3.3;49.9;57.1;41.4;18.7;48.2;60.3;29.4;63.1;50.4;13.8;20.9;17.3;15.2;
1197;Totaal;Bovengrens 95%-interval;Tilburg;2016;75.3;33.8;35.0;18.0;5.8;7.6;12.2;2.8;52.3;51.2;34.4;18.5;52.0;63.6;24.8;65.4;56.4;16.9;21.4;14.4;13.9;30.9
1198;Totaal;Bovengrens 95%-interval;Tubbergen;2016;84.1;33.8;34.7;16.2;5.7;5.8;10.8;2.5;57.3;49.5;38.1;13.8;59.9;69.8;32.2;71.6;59.5;21.0;18.1;8.9;14.2;
1199;Totaal;Bovengrens 95%-interval;Twenterand;2016;81.5;38.5;37.1;18.8;6.3;6.8;13.1;3.6;44.9;62.2;46.5;18.9;52.6;65.1;30.9;67.8;53.2;19.7;18.3;17.3;16.7;
1200;Totaal;Bovengrens 95%-interval;Tynaarlo;2016;83.2;35.1;37.9;18.1;6.6;8.4;9.7;3.3;56.6;51.5;39.0;15.7;58.9;73.3;33.6;74.7;56.7;20.0;31.2;16.3;12.5;
1201;Totaal;Bovengrens 95%-interval;Tytsjerksteradiel;2016;83.3;38.9;34.0;14.5;5.9;4.2;10.2;1.4;51.8;56.7;42.6;17.3;53.5;70.7;31.4;72.4;49.0;17.9;16.7;14.7;14.3;
1202;Totaal;Bovengrens 95%-interval;Uden;2016;80.6;38.4;38.6;21.2;11.8;9.0;10.0;3.2;55.3;54.4;44.8;12.7;57.2;68.1;39.6;71.3;59.9;20.4;8.8;11.4;13.1;
1203;Totaal;Bovengrens 95%-interval;Uitgeest;2016;85.8;28.6;26.5;11.8;4.8;5.3;7.8;1.6;58.4;47.7;38.3;11.2;58.4;68.2;31.8;69.7;64.0;14.0;17.3;20.0;10.0;
1204;Totaal;Bovengrens 95%-interval;Uithoorn;2016;81.6;36.3;33.0;15.5;3.7;7.8;9.2;3.1;50.8;53.6;37.2;18.9;54.0;65.5;29.3;67.7;60.8;17.0;30.1;13.4;8.9;
1205;Totaal;Bovengrens 95%-interval;Urk;2016;87.1;24.1;26.7;12.1;5.6;5.0;8.4;6.0;54.0;54.7;40.5;18.0;52.9;63.7;20.9;64.9;51.6;21.7;23.5;;21.1;
1206;Totaal;Bovengrens 95%-interval;Utrecht (gemeente);2016;78.9;30.4;29.8;13.9;5.0;6.1;9.5;3.9;62.3;38.4;28.4;11.1;61.6;65.5;22.5;67.4;63.5;10.5;25.0;13.3;13.4;
1207;Totaal;Bovengrens 95%-interval;Utrechtse Heuvelrug;2016;80.8;36.8;34.6;13.7;4.2;6.0;8.4;2.0;55.9;49.3;37.4;13.8;55.2;70.9;34.3;73.2;55.3;21.1;17.0;11.3;12.8;
1208;Totaal;Bovengrens 95%-interval;Vaals;2016;70.9;43.4;44.4;18.8;7.1;11.6;13.3;2.2;51.6;57.6;41.4;20.0;46.2;62.5;18.4;64.5;50.6;18.8;;;12.9;
1209;Totaal;Bovengrens 95%-interval;Valkenburg aan de Geul;2016;74.3;40.1;39.6;15.4;3.8;7.2;10.2;2.0;52.5;53.7;38.5;17.9;47.3;60.4;20.6;61.6;47.6;19.6;19.0;11.5;11.2;
1210;Totaal;Bovengrens 95%-interval;Valkenswaard;2016;76.1;38.2;39.4;20.3;6.3;7.8;12.8;2.4;54.6;53.8;41.1;15.8;55.0;71.6;37.4;73.3;60.2;24.4;22.6;16.7;16.4;
1211;Totaal;Bovengrens 95%-interval;Veendam;2016;77.7;42.4;39.2;20.6;9.0;9.8;14.3;2.9;44.6;63.4;49.2;17.6;44.3;60.6;29.7;62.4;44.1;19.8;22.4;20.5;10.6;
1212;Totaal;Bovengrens 95%-interval;Veenendaal;2016;78.2;35.6;33.2;14.9;4.8;5.9;10.6;2.9;50.4;52.0;35.9;17.6;54.2;66.4;28.7;68.2;53.2;18.2;18.5;14.0;15.2;
1213;Totaal;Bovengrens 95%-interval;Veere;2016;81.2;33.4;34.2;15.7;5.6;6.0;9.4;3.1;55.5;51.3;40.2;13.7;63.7;76.1;39.0;78.1;52.3;22.8;15.3;12.0;12.0;
1214;Totaal;Bovengrens 95%-interval;Veghel;2016;80.1;35.6;34.7;19.9;8.5;6.8;12.9;3.1;54.2;53.7;37.8;19.2;55.0;67.1;33.9;68.9;59.2;23.0;21.6;18.1;14.7;
1215;Totaal;Bovengrens 95%-interval;Veldhoven;2016;78.4;31.1;33.1;15.9;6.8;5.2;10.6;2.6;52.6;55.3;43.0;15.3;51.8;70.5;32.8;72.2;61.0;19.2;17.5;14.4;17.9;
1216;Totaal;Bovengrens 95%-interval;Velsen;2016;76.7;35.9;33.9;16.5;4.8;7.6;10.8;1.7;49.0;54.6;40.1;16.1;51.3;68.2;31.8;70.3;54.8;16.3;18.2;11.1;12.7;
1217;Totaal;Bovengrens 95%-interval;Venlo;2016;75.1;37.8;39.3;19.1;6.0;7.4;13.5;2.7;49.5;55.7;39.7;18.4;56.0;67.3;34.0;69.2;51.1;16.7;24.3;21.3;15.3;
1218;Totaal;Bovengrens 95%-interval;Venray;2016;77.1;39.2;35.6;17.0;7.0;7.3;11.8;1.8;52.0;54.3;39.9;17.0;57.5;68.3;33.3;69.6;56.5;17.3;12.4;10.4;12.7;
1219;Totaal;Bovengrens 95%-interval;Vianen;2016;79.0;38.6;35.7;14.6;4.8;5.1;9.3;5.5;47.3;58.2;41.5;19.8;52.0;65.4;32.1;67.4;52.9;18.1;28.4;11.6;8.5;
1220;Totaal;Bovengrens 95%-interval;Vlaardingen;2016;74.5;43.2;42.8;20.7;7.5;8.8;16.1;1.9;50.4;58.0;43.3;18.2;51.6;61.8;26.5;63.9;50.0;18.8;30.8;11.7;14.5;
1221;Totaal;Bovengrens 95%-interval;Vlagtwedde;2016;76.5;42.9;39.8;19.7;6.5;7.8;13.9;4.7;40.5;65.5;45.4;23.9;44.1;59.5;28.7;61.4;41.6;15.8;12.7;25.3;14.0;
1222;Totaal;Bovengrens 95%-interval;Vlieland;2016;;;;;;;;;;;;;;;;;;;;;;
1223;Totaal;Bovengrens 95%-interval;Vlissingen;2016;71.9;41.3;43.1;21.8;8.9;9.9;13.8;2.6;50.3;57.9;41.7;19.8;57.3;77.0;36.0;78.7;48.4;20.2;24.5;22.6;13.2;
1224;Totaal;Bovengrens 95%-interval;Voerendaal;2016;75.3;43.9;42.2;20.2;6.9;6.5;14.0;4.3;52.2;54.1;41.2;15.7;40.3;60.6;22.4;62.7;52.3;18.7;26.4;24.1;14.1;
1225;Totaal;Bovengrens 95%-interval;Voorschoten;2016;82.8;42.6;44.6;16.4;6.2;7.6;9.1;1.8;58.6;50.6;40.2;13.4;63.7;79.5;37.1;81.4;61.6;20.5;22.3;11.6;11.7;
1226;Totaal;Bovengrens 95%-interval;Voorst;2016;82.5;39.3;36.9;16.0;5.5;6.8;9.0;2.9;50.3;55.6;41.7;16.4;55.7;72.4;34.6;74.2;60.7;19.7;15.0;13.1;11.1;
1227;Totaal;Bovengrens 95%-interval;Vught;2016;80.6;33.1;33.0;20.5;8.5;11.0;12.5;2.2;54.9;52.6;41.2;14.3;55.3;66.7;35.4;68.8;61.8;21.5;13.6;9.2;13.4;
1228;Totaal;Bovengrens 95%-interval;Waalre;2016;80.2;33.6;37.7;16.4;7.8;7.2;8.9;2.6;61.4;45.6;37.0;11.0;57.4;73.6;36.5;74.8;60.9;20.8;16.6;13.3;11.1;
1229;Totaal;Bovengrens 95%-interval;Waalwijk;2016;79.3;36.3;37.3;19.0;7.2;7.2;13.2;2.4;50.7;58.3;42.4;19.7;51.6;66.1;31.2;67.0;55.6;17.9;16.5;25.9;15.1;
1230;Totaal;Bovengrens 95%-interval;Waddinxveen;2016;81.2;41.1;41.1;21.7;10.1;9.2;13.3;2.6;51.8;56.3;43.4;16.2;51.1;67.3;30.4;68.6;49.8;19.3;23.5;14.4;12.1;
1231;Totaal;Bovengrens 95%-interval;Wageningen;2016;81.6;38.1;39.1;13.5;4.9;6.3;7.5;4.6;65.1;39.1;29.0;12.1;70.8;75.0;32.5;76.1;69.0;14.6;26.4;10.5;12.6;
1232;Totaal;Bovengrens 95%-interval;Wassenaar;2016;82.3;37.6;35.5;18.6;4.9;9.2;11.3;5.5;57.1;48.6;36.7;14.6;57.5;74.3;38.4;76.0;56.9;18.5;17.0;11.9;12.5;
1233;Totaal;Bovengrens 95%-interval;Waterland;2016;82.4;33.8;31.6;12.9;4.5;6.0;8.0;3.1;53.4;52.1;40.2;14.3;60.4;70.0;33.8;72.2;61.7;19.1;16.2;9.9;12.6;
1234;Totaal;Bovengrens 95%-interval;Weert;2016;78.2;35.7;35.2;16.7;6.2;5.9;12.0;3.1;52.1;53.2;39.6;16.1;55.3;62.9;34.0;65.4;51.1;21.5;15.1;9.6;12.1;
1235;Totaal;Bovengrens 95%-interval;Weesp;2016;77.7;39.4;36.1;20.1;4.7;8.9;14.6;2.5;60.4;48.7;38.9;12.6;58.5;58.5;31.4;61.6;60.4;16.2;23.3;16.8;12.3;
1236;Totaal;Bovengrens 95%-interval;Werkendam;2016;83.5;34.7;34.1;17.9;7.9;7.2;11.0;3.0;50.4;59.1;46.1;16.7;54.1;64.3;29.4;66.7;46.6;22.1;22.8;17.0;16.6;
1237;Totaal;Bovengrens 95%-interval;West Maas en Waal;2016;83.0;34.1;37.5;18.2;7.6;8.6;9.3;2.9;50.7;56.3;41.3;18.0;52.3;64.0;26.4;66.0;54.0;15.5;23.5;9.6;13.4;
1238;Totaal;Bovengrens 95%-interval;Westerveld;2016;79.5;39.9;36.7;18.8;10.0;6.0;10.4;2.9;50.0;58.8;41.6;21.0;51.5;69.9;32.4;71.1;50.0;21.5;17.6;16.4;13.9;
1239;Totaal;Bovengrens 95%-interval;Westervoort;2016;79.2;40.3;41.5;16.1;5.8;6.9;11.3;4.0;46.7;60.6;42.5;21.8;54.5;68.5;32.3;71.0;56.1;18.1;30.2;16.9;12.2;
1240;Totaal;Bovengrens 95%-interval;Westland;2016;81.7;35.7;34.3;11.9;4.1;5.1;7.9;3.1;54.9;50.2;37.1;15.4;53.4;66.5;35.9;68.9;56.9;18.6;26.8;11.7;8.1;
1241;Totaal;Bovengrens 95%-interval;Weststellingwerf;2016;79.2;40.3;40.1;16.4;5.5;7.9;11.8;3.7;50.5;57.0;40.5;19.9;53.2;65.8;29.4;66.3;47.6;18.2;14.2;11.9;9.4;
1242;Totaal;Bovengrens 95%-interval;Westvoorne;2016;81.3;39.3;34.8;14.3;4.9;6.8;8.7;2.0;50.9;56.6;42.9;16.9;58.1;70.0;39.2;71.3;52.1;15.9;;;11.3;
1243;Totaal;Bovengrens 95%-interval;Wierden;2016;86.2;29.1;31.4;15.5;7.0;6.6;8.7;2.2;50.8;56.1;42.1;16.8;59.0;72.9;34.7;74.7;60.3;20.3;17.0;13.1;18.4;
1244;Totaal;Bovengrens 95%-interval;Wijchen;2016;79.5;40.7;39.7;18.1;5.2;6.5;12.4;3.2;48.8;58.1;42.3;19.2;58.0;70.6;33.1;73.1;57.4;14.9;17.3;14.0;12.8;
1245;Totaal;Bovengrens 95%-interval;Wijdemeren;2016;81.0;34.3;32.1;17.1;5.5;8.4;11.0;2.1;54.9;53.2;39.5;16.8;55.6;67.8;32.3;69.5;58.1;17.5;26.8;9.5;12.1;
1246;Totaal;Bovengrens 95%-interval;Wijk bij Duurstede;2016;83.8;34.5;30.4;12.2;5.1;4.8;6.6;3.5;51.1;54.3;41.0;15.8;56.4;65.8;32.8;68.3;55.7;19.5;14.2;8.9;11.7;
1247;Totaal;Bovengrens 95%-interval;Winsum;2016;81.9;41.2;37.3;15.4;5.6;5.6;10.3;3.0;54.8;52.4;41.8;13.2;54.1;70.1;31.9;71.0;50.8;21.7;17.1;12.6;9.2;
1248;Totaal;Bovengrens 95%-interval;Winterswijk;2016;78.5;42.3;41.5;17.8;7.0;6.9;12.7;3.5;51.8;54.6;39.3;18.2;58.4;73.2;37.3;75.1;57.3;20.5;22.5;15.4;13.2;
1249;Totaal;Bovengrens 95%-interval;Woensdrecht;2016;77.8;33.6;35.8;22.3;9.5;10.1;13.2;1.8;48.4;61.1;46.4;18.1;50.4;69.8;31.5;71.8;56.4;17.5;17.4;21.0;12.0;
1250;Totaal;Bovengrens 95%-interval;Woerden;2016;81.9;33.3;30.9;12.7;4.7;5.2;8.0;2.2;55.3;49.0;36.9;14.0;59.7;66.5;32.0;69.1;59.5;16.8;13.4;10.8;13.8;28.7
1251;Totaal;Bovengrens 95%-interval;De Wolden;2016;86.8;33.4;32.4;15.0;6.6;6.0;10.1;2.3;53.7;54.8;40.7;17.4;54.2;65.2;31.8;67.1;52.2;20.5;21.9;11.4;15.1;
1252;Totaal;Bovengrens 95%-interval;Wormerland;2016;82.2;37.0;31.9;13.8;5.3;5.2;8.0;2.6;52.0;54.0;42.4;13.9;55.8;71.1;34.2;73.4;58.7;17.2;15.2;7.9;9.5;
1253;Totaal;Bovengrens 95%-interval;Woudenberg;2016;83.1;31.8;32.5;12.4;4.1;4.7;8.7;3.2;55.4;50.8;38.9;14.5;54.9;65.6;30.0;67.5;49.1;18.8;15.4;8.3;14.1;
1254;Totaal;Bovengrens 95%-interval;Woudrichem;2016;79.4;33.8;35.8;15.9;7.3;4.5;10.7;1.6;55.3;54.8;43.0;15.1;50.4;61.6;30.1;63.2;55.7;19.4;24.2;14.6;15.6;
1255;Totaal;Bovengrens 95%-interval;Zaanstad;2016;75.2;37.4;36.1;16.4;4.8;7.3;10.7;2.1;48.5;52.5;37.0;16.4;54.3;65.2;27.4;67.2;49.7;14.9;20.1;12.6;11.5;27.1
1256;Totaal;Bovengrens 95%-interval;Zaltbommel;2016;80.2;38.0;41.2;18.9;8.9;7.8;12.9;3.4;48.7;58.8;45.8;16.4;51.5;64.5;26.8;65.4;49.6;18.7;17.3;16.6;16.1;
1257;Totaal;Bovengrens 95%-interval;Zandvoort;2016;78.2;41.9;40.5;21.0;9.0;11.1;14.7;6.3;53.3;52.9;40.8;15.1;54.0;68.9;30.4;70.6;53.7;17.6;;;13.1;
1258;Totaal;Bovengrens 95%-interval;Zederik;2016;82.9;34.7;34.5;16.4;7.2;5.8;11.6;2.6;57.7;51.0;36.4;17.8;49.9;64.7;27.0;66.4;48.3;22.0;25.8;12.5;19.4;
1259;Totaal;Bovengrens 95%-interval;Zeewolde;2016;82.4;37.0;36.5;10.1;5.8;1.4;6.2;3.3;57.2;53.1;41.5;15.2;53.3;65.3;27.4;66.7;58.9;21.4;28.1;;13.8;
1260;Totaal;Bovengrens 95%-interval;Zeist;2016;81.0;37.6;34.9;14.4;4.3;5.0;10.7;4.9;54.7;49.1;35.9;15.4;57.2;70.0;34.7;71.5;58.9;19.2;25.7;10.1;11.0;
1261;Totaal;Bovengrens 95%-interval;Zevenaar;2016;77.7;40.2;40.8;23.5;8.0;10.7;15.9;3.3;50.7;56.2;41.1;18.0;58.1;70.5;33.4;72.7;56.7;14.7;21.2;13.6;10.0;
1262;Totaal;Bovengrens 95%-interval;Zoetermeer;2016;75.3;40.9;37.1;17.0;4.8;6.0;12.5;3.5;47.3;55.6;38.4;19.2;51.4;62.2;25.8;64.0;53.3;16.0;21.0;18.0;9.9;35.3
1263;Totaal;Bovengrens 95%-interval;Zoeterwoude;2016;85.0;35.3;37.0;13.6;4.4;6.5;8.1;3.2;51.3;55.6;41.3;17.6;64.8;76.9;38.7;78.3;57.1;23.2;18.8;11.3;12.1;
1264;Totaal;Bovengrens 95%-interval;Zuidhorn;2016;83.1;36.5;34.5;13.8;4.0;5.2;8.5;2.9;53.3;53.6;41.9;14.2;54.7;67.1;29.8;68.6;52.0;20.1;22.9;14.2;8.4;
1265;Totaal;Bovengrens 95%-interval;Zuidplas;2016;83.8;38.1;34.9;16.2;6.3;5.9;11.0;2.7;53.0;53.1;39.8;15.9;51.6;63.7;30.5;67.3;55.8;18.0;21.0;8.0;13.6;
1266;Totaal;Bovengrens 95%-interval;Zundert;2016;76.5;33.2;36.8;22.6;15.0;11.2;15.1;2.4;48.6;61.0;43.0;22.4;52.5;66.1;29.0;67.9;55.4;22.6;24.0;12.8;20.6;
1267;Totaal;Bovengrens 95%-interval;Zutphen;2016;77.9;38.9;38.9;14.9;5.3;7.2;8.9;1.9;49.6;56.0;40.0;18.7;58.3;71.0;34.9;73.2;55.7;19.1;22.6;10.9;10.0;
1268;Totaal;Bovengrens 95%-interval;Zwartewaterland;2016;85.8;33.8;33.1;12.9;6.5;3.9;7.3;3.0;51.9;56.1;41.8;17.3;56.2;69.4;29.6;70.7;51.9;16.4;16.9;22.5;14.9;
1269;Totaal;Bovengrens 95%-interval;Zwijndrecht;2016;75.9;41.8;36.1;22.2;9.2;10.1;16.6;2.4;50.7;57.9;41.6;19.8;45.4;61.9;31.4;65.4;52.5;18.2;;;13.6;
1270;Totaal;Bovengrens 95%-interval;Zwolle;2016;79.9;37.3;38.5;18.1;7.1;7.3;12.0;3.0;59.3;46.6;34.9;14.1;62.6;71.3;30.7;73.0;57.6;17.7;28.7;11.2;10.8;
1271;Totaal;Bovengrens 95%-interval;GGD Groningen (GG);2016;76.8;37.3;35.1;14.9;4.5;5.8;9.8;2.1;49.6;51.0;36.3;15.4;51.5;64.6;26.2;66.5;49.3;14.0;15.3;13.4;9.9;29.4
1272;Totaal;Bovengrens 95%-interval;GGD Drenthe (GG);2016;78.3;35.7;35.0;17.6;6.5;5.7;11.7;2.1;47.2;54.6;38.8;17.0;50.1;65.5;30.1;67.4;46.6;15.8;22.1;14.1;12.5;22.5
1273;Totaal;Bovengrens 95%-interval;GGD IJsselland (GG);2016;79.6;36.2;36.6;15.0;5.5;5.4;9.4;1.9;51.6;49.9;36.8;13.9;57.4;67.2;29.2;69.2;53.2;16.3;16.1;11.7;10.2;23.1
1274;Totaal;Bovengrens 95%-interval;GGD Regio Twente (GG);2016;77.9;35.0;34.7;17.5;6.0;6.7;11.2;2.0;47.7;53.3;38.9;15.2;55.2;68.2;31.0;70.5;54.0;16.6;13.0;11.6;11.6;18.8
1275;Totaal;Bovengrens 95%-interval;GGD Noord- en Oost-Gelderland (GG);2016;78.4;36.6;35.8;14.5;5.0;5.1;9.6;1.3;48.1;52.9;38.9;14.6;53.8;66.9;30.7;68.8;55.1;17.4;14.5;11.2;11.6;20.8
1276;Totaal;Bovengrens 95%-interval;Veiligh. en Gez. Gelderland-Midden (GG);2016;78.8;36.7;37.0;16.1;5.9;6.4;9.9;2.8;51.9;48.8;34.5;15.3;54.8;65.2;27.8;67.0;54.6;14.4;18.7;10.2;9.9;25.3
1277;Totaal;Bovengrens 95%-interval;GGD Gelderland-Zuid;2016;77.8;33.9;35.4;15.2;4.9;5.9;9.4;1.9;51.4;49.2;36.0;13.8;52.7;63.2;25.8;65.1;53.7;14.3;14.2;12.0;11.6;23.1
1278;Totaal;Bovengrens 95%-interval;GGD Flevoland (GG);2016;76.6;36.9;35.4;16.2;4.9;5.7;11.1;2.7;48.7;55.2;40.2;17.0;48.7;58.3;22.8;60.4;51.0;16.2;22.0;18.7;13.1;21.1
1279;Totaal;Bovengrens 95%-interval;GGD Regio Utrecht;2016;78.2;32.1;30.6;12.5;3.9;4.7;8.3;2.4;54.6;44.8;32.6;12.7;55.1;64.3;27.3;66.4;57.1;14.6;16.2;10.1;10.4;23.9
1280;Totaal;Bovengrens 95%-interval;GGD Hollands-Noorden (GG);2016;77.1;34.3;33.1;13.8;4.3;5.5;8.5;1.8;51.2;49.5;36.4;13.8;55.4;68.2;30.6;69.8;53.6;15.3;13.9;10.3;9.2;23.7
1281;Totaal;Bovengrens 95%-interval;GGD Kennemerland (GG);2016;79.0;32.9;31.5;13.1;3.5;5.2;8.8;2.3;51.9;48.5;36.0;13.2;54.0;66.2;29.3;68.2;57.5;13.7;16.3;11.3;9.3;28.7
1282;Totaal;Bovengrens 95%-interval;GGD Amsterdam (GG);2016;77.4;32.3;31.3;14.4;4.3;6.6;10.0;2.9;58.1;41.9;30.2;12.5;59.9;65.9;23.8;68.0;57.2;10.5;20.3;14.5;9.3;24.3
1283;Totaal;Bovengrens 95%-interval;GGD Gooi en Vechtstreek (GG);2016;78.4;33.8;31.0;14.4;4.0;5.9;9.6;2.1;57.1;44.5;34.1;11.2;53.9;61.0;29.6;63.5;56.4;13.8;19.5;11.7;9.1;24.7
1284;Totaal;Bovengrens 95%-interval;GGD Hollands-Midden (GG);2016;79.2;35.9;34.6;14.9;5.1;5.5;9.2;1.9;50.7;49.6;36.4;13.8;54.6;66.5;29.1;68.6;54.5;15.1;15.1;11.9;10.1;23.2
1285;Totaal;Bovengrens 95%-interval;GGD Rotterdam-Rijnmond (GG);2016;72.4;36.8;35.1;17.6;5.2;7.5;12.1;1.8;47.5;52.6;36.7;16.5;49.1;58.3;22.5;60.1;47.4;12.4;16.4;13.0;10.3;22.7
1286;Totaal;Bovengrens 95%-interval;Dienst Gezondheid & Jeugd ZHZ (GG);2016;78.2;33.2;30.6;15.4;5.1;5.6;10.8;2.1;48.0;53.4;37.5;16.9;46.0;59.9;25.4;62.2;45.4;16.1;19.0;14.2;11.6;21.3
1287;Totaal;Bovengrens 95%-interval;GGD Zeeland (GG);2016;74.4;34.0;35.9;17.0;5.5;6.4;11.2;1.9;49.0;52.4;38.3;15.0;52.4;67.4;29.9;69.0;45.5;20.1;13.2;11.7;11.1;26.4
1288;Totaal;Bovengrens 95%-interval;GGD West-Brabant (GG);2016;74.4;32.1;32.7;17.3;5.9;6.8;11.1;1.8;49.0;51.9;37.6;15.1;48.8;62.5;26.5;64.2;51.2;17.0;15.8;13.3;11.9;22.5
1289;Totaal;Bovengrens 95%-interval;GGD Hart voor Brabant (GG);2016;75.8;32.8;32.8;16.4;5.7;6.3;10.0;1.9;49.9;50.3;36.0;14.8;51.7;63.8;28.4;65.8;55.1;16.7;15.0;11.6;11.7;23.7
1290;Totaal;Bovengrens 95%-interval;GGD Brabant-Zuidoost (GG);2016;74.9;32.3;33.4;16.2;4.9;6.5;10.0;2.0;52.1;48.3;36.0;12.9;53.5;66.8;27.7;68.4;56.1;17.0;16.0;11.9;11.2;23.6
1291;Totaal;Bovengrens 95%-interval;GGD Limburg-Noord (GG);2016;75.0;35.2;34.8;15.5;5.0;5.8;10.4;1.9;48.5;52.1;37.9;14.9;53.1;63.9;29.0;65.8;49.7;17.7;14.1;11.5;11.5;23.1
1292;Totaal;Bovengrens 95%-interval;GGD Zuid-Limburg (GG);2016;70.1;39.4;38.9;18.1;5.4;7.1;12.6;2.0;46.8;53.0;36.5;16.9;44.1;57.5;20.7;59.1;46.6;16.1;16.4;12.9;11.7;24.9
1293;Totaal;Bovengrens 95%-interval;GGD Haaglanden;2016;74.0;37.8;34.5;17.2;4.9;7.2;12.2;2.8;50.7;49.2;35.3;14.6;53.3;62.9;25.6;65.1;52.6;13.1;19.6;13.7;9.2;25.1
1294;Totaal;Bovengrens 95%-interval;GGD Fryslân (GG);2016;79.8;34.4;31.7;12.7;3.8;4.2;8.3;1.6;49.4;51.6;38.1;14.2;53.3;66.2;29.7;68.0;47.7;14.6;13.9;11.1;9.1;26.1
1295;Totaal;Bovengrens 95%-interval;GGD Zaanstreek/Waterland (GG);2016;76.5;36.0;35.1;15.6;4.5;6.7;9.9;1.8;48.2;52.5;37.4;15.9;53.5;64.7;27.6;66.7;51.2;14.7;20.1;12.5;11.7;24.8
1296;19 tot 65 jaar;Waarde;Nederland;2016;79.5;29.2;27.7;10.9;3.3;4.7;6.2;1.9;52.3;45.8;32.9;12.9;56.0;60.3;20.6;62.3;56.3;14.0;14.4;9.4;;
1297;19 tot 65 jaar;Waarde;Noord-Nederland (LD);2016;81.2;29.9;27.6;9.9;3.0;3.9;5.4;1.7;50.5;47.7;34.2;13.5;55.1;61.3;21.0;63.2;51.8;13.7;14.5;9.7;;
1298;19 tot 65 jaar;Waarde;Oost-Nederland (LD);2016;80.9;30.1;29.3;10.9;3.5;4.4;6.0;1.7;51.3;47.0;34.1;12.9;56.4;61.5;21.1;63.5;57.2;15.0;13.5;9.2;;
1299;19 tot 65 jaar;Waarde;West-Nederland (LD);2016;79.3;28.9;27.1;10.8;3.2;4.9;6.4;2.1;53.3;44.6;32.0;12.6;57.2;60.3;20.4;62.4;56.8;12.7;15.1;9.5;;
