ID;BedrijfstakkenBranchesSBI2008;Perioden;Waarde_1;VoortschrijdendJaargemiddeldeWaarde_2;Prijs_3;VoortschrijdendJaargemiddeldePrijs_4;Volume_5;VoortschrijdendJaargemiddeldeVolume_6;Waarde_7;CumulatieveWaarde_8;Prijs_9;CumulatievePrijs_10;Volume_11;CumulatiefVolume_12
95;9602 Kappers en schoonheidssalons;1998 september;80.0;79.0;;;;;6.7;4.3;;;;
96;9602 Kappers en schoonheidssalons;1998 3e kwartaal;79.0;79.0;;;;;4.7;4.3;;;;
97;9602 Kappers en schoonheidssalons;1998 oktober;83.0;79.0;;;;;1.9;4.1;;;;
98;9602 Kappers en schoonheidssalons;1998 november;73.0;79.0;;;;;-2.0;3.5;;;;
99;9602 Kappers en schoonheidssalons;1998 december;94.0;80.0;;;;;7.4;3.9;;;;
100;9602 Kappers en schoonheidssalons;1998 4e kwartaal;83.0;80.0;;;;;2.7;3.9;;;;
101;9602 Kappers en schoonheidssalons;1998;80.0;80.0;;;;;3.9;3.9;;;;
102;9602 Kappers en schoonheidssalons;1999 januari;75.0;80.0;;;;;-0.9;-0.9;;;;
103;9602 Kappers en schoonheidssalons;1999 februari;74.0;80.0;;;;;2.5;0.8;;;;
104;9602 Kappers en schoonheidssalons;1999 maart;86.0;80.0;;;;;10.3;4.1;;;;
105;9602 Kappers en schoonheidssalons;1999 1e kwartaal;78.0;80.0;;;;;4.1;4.1;;;;
106;9602 Kappers en schoonheidssalons;1999 april;84.0;81.0;;;;;3.2;3.8;;;;
107;9602 Kappers en schoonheidssalons;1999 mei;83.0;81.0;;;;;-0.1;3.0;;;;
108;9602 Kappers en schoonheidssalons;1999 juni;87.0;81.0;;;;;9.9;4.2;;;;
109;9602 Kappers en schoonheidssalons;1999 2e kwartaal;85.0;81.0;;;;;4.3;4.2;;;;
110;9602 Kappers en schoonheidssalons;1999 juli;88.0;82.0;;;;;4.9;4.3;;;;
111;9602 Kappers en schoonheidssalons;1999 augustus;77.0;82.0;;;;;5.9;4.5;;;;
112;9602 Kappers en schoonheidssalons;1999 september;86.0;82.0;;;;;7.8;4.8;;;;
113;9602 Kappers en schoonheidssalons;1999 3e kwartaal;84.0;82.0;;;;;6.2;4.8;;;;
114;9602 Kappers en schoonheidssalons;1999 oktober;86.0;83.0;;;;;3.3;4.7;;;;
115;9602 Kappers en schoonheidssalons;1999 november;82.0;83.0;;;;;12.5;5.3;;;;
116;9602 Kappers en schoonheidssalons;1999 december;103.0;84.0;;;;;9.2;5.7;;;;
117;9602 Kappers en schoonheidssalons;1999 4e kwartaal;90.0;84.0;;;;;8.2;5.7;;;;
118;9602 Kappers en schoonheidssalons;1999;84.0;84.0;;;;;5.7;5.7;;;;
119;9602 Kappers en schoonheidssalons;2000 januari;78.0;84.0;81.0;;97.0;;4.4;4.4;;;;
120;9602 Kappers en schoonheidssalons;2000 februari;83.0;85.0;81.0;;103.0;;12.2;8.3;;;;
121;9602 Kappers en schoonheidssalons;2000 maart;92.0;86.0;81.0;;114.0;;6.8;7.7;;;;
122;9602 Kappers en schoonheidssalons;2000 1e kwartaal;84.0;86.0;81.0;;104.0;;7.7;7.7;;;;
123;9602 Kappers en schoonheidssalons;2000 april;86.0;86.0;81.0;;107.0;;2.8;6.4;;;;
124;9602 Kappers en schoonheidssalons;2000 mei;92.0;87.0;81.0;;114.0;;10.2;7.2;;;;
125;9602 Kappers en schoonheidssalons;2000 juni;89.0;87.0;81.0;;111.0;;3.2;6.5;;;;
126;9602 Kappers en schoonheidssalons;2000 2e kwartaal;89.0;87.0;81.0;;112.0;;5.4;6.5;;;;
127;9602 Kappers en schoonheidssalons;2000 juli;87.0;87.0;81.0;;108.0;;-1.3;5.3;;;;
128;9602 Kappers en schoonheidssalons;2000 augustus;87.0;88.0;81.0;;108.0;;13.8;6.3;;;;
129;9602 Kappers en schoonheidssalons;2000 september;88.0;88.0;81.0;;109.0;;2.8;5.9;;;;
130;9602 Kappers en schoonheidssalons;2000 3e kwartaal;88.0;88.0;81.0;;104.0;;4.7;5.9;;;;
131;9602 Kappers en schoonheidssalons;2000 oktober;87.0;88.0;81.0;;106.0;;0.6;5.3;;;;
132;9602 Kappers en schoonheidssalons;2000 november;90.0;88.0;82.0;;110.0;;9.2;5.7;;;;
133;9602 Kappers en schoonheidssalons;2000 december;100.0;88.0;82.0;81.0;123.0;109.0;-2.2;4.9;;;;
134;9602 Kappers en schoonheidssalons;2000 4e kwartaal;92.0;88.0;82.0;81.0;109.0;107.0;2.2;4.9;;;;
135;9602 Kappers en schoonheidssalons;2000;88.0;88.0;81.0;81.0;109.0;109.0;4.9;4.9;;;;
136;9602 Kappers en schoonheidssalons;2001 januari;84.0;89.0;85.0;81.0;99.0;109.0;8.0;8.0;5.4;5.4;2.5;2.5
137;9602 Kappers en schoonheidssalons;2001 februari;86.0;89.0;85.0;82.0;101.0;109.0;3.9;5.9;5.6;5.5;-1.6;0.4
138;9602 Kappers en schoonheidssalons;2001 maart;99.0;90.0;85.0;82.0;116.0;109.0;8.2;6.8;5.8;5.6;2.3;1.1
139;9602 Kappers en schoonheidssalons;2001 1e kwartaal;90.0;90.0;85.0;82.0;103.0;107.0;6.8;6.8;5.6;5.6;-0.9;-0.9
140;9602 Kappers en schoonheidssalons;2001 april;91.0;90.0;85.0;83.0;107.0;109.0;6.2;6.6;5.5;5.6;0.6;1.0
141;9602 Kappers en schoonheidssalons;2001 mei;99.0;91.0;85.0;83.0;116.0;110.0;8.2;6.9;5.6;5.6;2.4;1.3
142;9602 Kappers en schoonheidssalons;2001 juni;98.0;91.0;85.0;83.0;115.0;110.0;9.5;7.4;5.5;5.6;3.8;1.7
143;9602 Kappers en schoonheidssalons;2001 2e kwartaal;96.0;91.0;85.0;83.0;108.0;106.0;8.0;7.4;5.5;5.6;-3.2;-2.1
144;9602 Kappers en schoonheidssalons;2001 juli;90.0;92.0;86.0;84.0;105.0;110.0;3.2;6.8;5.7;5.6;-2.4;1.1
145;9602 Kappers en schoonheidssalons;2001 augustus;94.0;92.0;86.0;84.0;110.0;110.0;8.1;6.9;5.8;5.6;2.2;1.2
146;9602 Kappers en schoonheidssalons;2001 september;90.0;92.0;86.0;84.0;105.0;110.0;1.8;6.4;5.6;5.6;-3.6;0.7
147;9602 Kappers en schoonheidssalons;2001 3e kwartaal;91.0;92.0;86.0;84.0;105.0;106.0;4.4;6.4;5.7;5.6;1.0;-1.1
148;9602 Kappers en schoonheidssalons;2001 oktober;94.0;93.0;86.0;85.0;109.0;110.0;8.3;6.6;5.7;5.6;2.4;0.9
149;9602 Kappers en schoonheidssalons;2001 november;94.0;93.0;86.0;85.0;109.0;110.0;4.7;6.4;5.7;5.6;-1.0;0.7
150;9602 Kappers en schoonheidssalons;2001 december;103.0;94.0;86.0;86.0;119.0;109.0;2.6;6.0;5.4;5.6;-2.7;0.4
151;9602 Kappers en schoonheidssalons;2001 4e kwartaal;97.0;94.0;86.0;86.0;112.0;107.0;5.0;6.0;5.6;5.6;2.2;-0.2
152;9602 Kappers en schoonheidssalons;2001;94.0;94.0;86.0;86.0;109.0;109.0;6.0;6.0;5.6;5.6;0.4;0.4
153;9602 Kappers en schoonheidssalons;2002 januari;90.0;94.0;89.0;86.0;101.0;110.0;7.3;7.3;5.0;5.0;2.2;2.2
154;9602 Kappers en schoonheidssalons;2002 februari;88.0;94.0;90.0;86.0;98.0;109.0;2.1;4.7;5.1;5.0;-2.9;-0.4
155;9602 Kappers en schoonheidssalons;2002 maart;101.0;94.0;90.0;87.0;113.0;109.0;2.0;3.7;5.2;5.1;-3.1;-1.4
156;9602 Kappers en schoonheidssalons;2002 1e kwartaal;93.0;94.0;90.0;87.0;102.0;107.0;3.7;3.7;5.1;5.1;-0.7;-0.7
157;9602 Kappers en schoonheidssalons;2002 april;93.0;95.0;90.0;87.0;104.0;109.0;2.0;3.2;5.6;5.2;-3.4;-1.9
158;9602 Kappers en schoonheidssalons;2002 mei;105.0;95.0;90.0;87.0;117.0;109.0;6.2;3.9;5.5;5.3;0.7;-1.3
159;9602 Kappers en schoonheidssalons;2002 juni;98.0;95.0;90.0;88.0;109.0;108.0;0.4;3.3;5.5;5.3;-4.8;-1.9
160;9602 Kappers en schoonheidssalons;2002 2e kwartaal;99.0;95.0;90.0;88.0;108.0;107.0;2.9;3.3;5.5;5.3;-0.5;-0.6
161;9602 Kappers en schoonheidssalons;2002 juli;97.0;96.0;90.0;88.0;108.0;109.0;8.0;3.9;5.5;5.3;2.4;-1.3
162;9602 Kappers en schoonheidssalons;2002 augustus;97.0;96.0;90.0;89.0;108.0;108.0;3.3;3.9;5.3;5.3;-1.9;-1.4
163;9602 Kappers en schoonheidssalons;2002 september;93.0;96.0;90.0;89.0;103.0;108.0;3.4;3.8;5.5;5.4;-2.0;-1.5
164;9602 Kappers en schoonheidssalons;2002 3e kwartaal;96.0;96.0;90.0;89.0;103.0;106.0;4.9;3.8;5.4;5.4;-1.7;-0.9
165;9602 Kappers en schoonheidssalons;2002 oktober;101.0;97.0;90.0;89.0;112.0;108.0;7.9;4.2;5.3;5.3;2.5;-1.1
166;9602 Kappers en schoonheidssalons;2002 november;98.0;97.0;91.0;90.0;109.0;108.0;4.6;4.3;5.2;5.3;-0.5;-1.0
167;9602 Kappers en schoonheidssalons;2002 december;105.0;97.0;91.0;90.0;116.0;108.0;2.0;4.0;5.2;5.3;-3.0;-1.2
168;9602 Kappers en schoonheidssalons;2002 4e kwartaal;101.0;97.0;91.0;90.0;109.0;106.0;4.7;4.0;5.2;5.3;-2.2;-1.3
169;9602 Kappers en schoonheidssalons;2002;97.0;97.0;90.0;90.0;108.0;108.0;4.0;4.0;5.3;5.3;-1.2;-1.2
170;9602 Kappers en schoonheidssalons;2003 januari;92.0;98.0;94.0;90.0;98.0;108.0;1.6;1.6;5.1;5.1;-3.3;-3.3
171;9602 Kappers en schoonheidssalons;2003 februari;89.0;98.0;95.0;91.0;94.0;107.0;1.3;1.5;5.8;5.4;-4.2;-3.8
172;9602 Kappers en schoonheidssalons;2003 maart;95.0;97.0;95.0;91.0;101.0;106.0;-5.6;-1.1;5.8;5.6;-10.8;-6.3
173;9602 Kappers en schoonheidssalons;2003 1e kwartaal;92.0;97.0;94.0;91.0;101.0;105.0;-1.1;-1.1;5.6;5.6;-0.7;-0.7
174;9602 Kappers en schoonheidssalons;2003 april;99.0;98.0;96.0;92.0;104.0;106.0;6.1;0.7;6.1;5.7;0.0;-4.7
175;9602 Kappers en schoonheidssalons;2003 mei;106.0;98.0;95.0;92.0;111.0;106.0;0.2;0.6;6.0;5.8;-5.5;-4.9
176;9602 Kappers en schoonheidssalons;2003 juni;100.0;98.0;96.0;93.0;105.0;106.0;1.5;0.8;6.1;5.8;-4.3;-4.8
177;9602 Kappers en schoonheidssalons;2003 2e kwartaal;101.0;98.0;95.0;93.0;106.0;105.0;2.5;0.8;6.1;5.8;-1.3;-1.0
178;9602 Kappers en schoonheidssalons;2003 juli;101.0;98.0;95.0;93.0;106.0;105.0;4.3;1.3;5.7;5.8;-1.3;-4.3
179;9602 Kappers en schoonheidssalons;2003 augustus;96.0;98.0;95.0;94.0;101.0;105.0;-1.6;0.9;5.4;5.7;-6.6;-4.6
180;9602 Kappers en schoonheidssalons;2003 september;93.0;98.0;95.0;94.0;97.0;104.0;-0.6;0.7;5.5;5.7;-5.8;-4.7
181;9602 Kappers en schoonheidssalons;2003 3e kwartaal;97.0;98.0;95.0;94.0;97.0;103.0;0.7;0.7;5.5;5.7;-6.3;-2.7
182;9602 Kappers en schoonheidssalons;2003 oktober;100.0;98.0;95.0;94.0;106.0;104.0;-0.6;0.6;5.2;5.7;-5.5;-4.8
183;9602 Kappers en schoonheidssalons;2003 november;96.0;98.0;95.0;95.0;101.0;103.0;-2.0;0.4;4.9;5.6;-6.6;-5.0
184;9602 Kappers en schoonheidssalons;2003 december;107.0;98.0;95.0;95.0;112.0;103.0;1.9;0.5;5.0;5.5;-3.0;-4.8
185;9602 Kappers en schoonheidssalons;2003 4e kwartaal;101.0;98.0;95.0;95.0;107.0;103.0;-0.2;0.5;5.0;5.5;-2.4;-2.6
186;9602 Kappers en schoonheidssalons;2003;98.0;98.0;95.0;95.0;103.0;103.0;0.5;0.5;5.5;5.5;-4.8;-4.8
187;9602 Kappers en schoonheidssalons;2004 januari;95.0;98.0;98.0;95.0;97.0;103.0;3.7;3.7;4.2;4.2;-0.5;-0.5
188;9602 Kappers en schoonheidssalons;2004 februari;92.0;98.0;98.0;96.0;94.0;103.0;3.4;3.5;3.4;3.8;-0.1;-0.3
189;9602 Kappers en schoonheidssalons;2004 maart;102.0;99.0;98.0;96.0;104.0;103.0;6.5;4.5;3.2;3.6;3.1;0.9
190;9602 Kappers en schoonheidssalons;2004 1e kwartaal;96.0;99.0;98.0;96.0;98.0;102.0;4.5;4.5;3.6;3.6;-3.1;-3.1
191;9602 Kappers en schoonheidssalons;2004 april;102.0;99.0;98.0;96.0;104.0;103.0;3.4;4.2;2.8;3.4;0.6;0.8
192;9602 Kappers en schoonheidssalons;2004 mei;100.0;99.0;98.0;96.0;102.0;102.0;-5.6;2.1;2.5;3.2;-7.9;-1.1
193;9602 Kappers en schoonheidssalons;2004 juni;101.0;99.0;98.0;97.0;103.0;102.0;1.1;1.9;2.5;3.1;-1.4;-1.2
194;9602 Kappers en schoonheidssalons;2004 2e kwartaal;101.0;99.0;98.0;97.0;103.0;101.0;-0.5;1.9;2.6;3.1;-3.0;-3.0
195;9602 Kappers en schoonheidssalons;2004 juli;104.0;99.0;98.0;97.0;106.0;102.0;3.0;2.1;2.9;3.1;0.1;-1.0
196;9602 Kappers en schoonheidssalons;2004 augustus;91.0;99.0;98.0;97.0;93.0;102.0;-4.6;1.2;3.2;3.1;-7.5;-1.8
197;9602 Kappers en schoonheidssalons;2004 september;97.0;99.0;98.0;97.0;99.0;102.0;5.2;1.7;2.9;3.1;2.2;-1.4
198;9602 Kappers en schoonheidssalons;2004 3e kwartaal;98.0;99.0;98.0;97.0;100.0;102.0;1.2;1.7;3.0;3.1;3.0;-1.1
199;9602 Kappers en schoonheidssalons;2004 oktober;100.0;99.0;98.0;98.0;102.0;102.0;-0.1;1.5;3.1;3.1;-3.1;-1.5
200;9602 Kappers en schoonheidssalons;2004 november;96.0;99.0;98.0;98.0;98.0;101.0;-0.2;1.3;3.5;3.1;-3.6;-1.7
201;9602 Kappers en schoonheidssalons;2004 december;116.0;100.0;98.0;98.0;118.0;102.0;8.3;2.0;3.0;3.1;5.2;-1.1
202;9602 Kappers en schoonheidssalons;2004 4e kwartaal;104.0;100.0;98.0;98.0;106.0;102.0;2.8;2.0;3.2;3.1;-0.5;-1.0
203;9602 Kappers en schoonheidssalons;2004;100.0;100.0;98.0;98.0;102.0;102.0;2.0;2.0;3.1;3.1;-1.1;-1.1
204;9602 Kappers en schoonheidssalons;2005 januari;91.0;99.0;100.0;98.0;91.0;101.0;-4.1;-4.1;2.1;2.1;-6.0;-6.0
205;9602 Kappers en schoonheidssalons;2005 februari;92.0;99.0;100.0;98.0;92.0;101.0;-0.5;-2.3;1.7;1.9;-2.1;-4.1
206;9602 Kappers en schoonheidssalons;2005 maart;107.0;100.0;100.0;99.0;107.0;101.0;4.9;0.2;1.7;1.8;3.1;-1.6
207;9602 Kappers en schoonheidssalons;2005 1e kwartaal;97.0;100.0;100.0;99.0;97.0;101.0;0.2;0.2;1.8;1.8;-1.6;-1.6
208;9602 Kappers en schoonheidssalons;2005 april;102.0;100.0;100.0;99.0;103.0;101.0;0.2;0.2;1.6;1.8;-1.4;-1.5
209;9602 Kappers en schoonheidssalons;2005 mei;100.0;100.0;100.0;99.0;100.0;101.0;0.2;0.2;2.0;1.8;-1.7;-1.6
210;9602 Kappers en schoonheidssalons;2005 juni;104.0;100.0;100.0;99.0;104.0;101.0;2.7;0.7;2.0;1.8;0.7;-1.2
211;9602 Kappers en schoonheidssalons;2005 2e kwartaal;102.0;100.0;100.0;99.0;102.0;101.0;1.1;0.7;1.8;1.8;-0.8;-1.2
212;9602 Kappers en schoonheidssalons;2005 juli;100.0;100.0;100.0;99.0;100.0;101.0;-4.6;-0.1;1.9;1.8;-6.4;-1.9
213;9602 Kappers en schoonheidssalons;2005 augustus;94.0;100.0;100.0;99.0;94.0;101.0;2.5;0.2;1.9;1.8;0.6;-1.6
214;9602 Kappers en schoonheidssalons;2005 september;99.0;100.0;100.0;99.0;99.0;101.0;1.5;0.3;2.2;1.9;-0.7;-1.5
215;9602 Kappers en schoonheidssalons;2005 3e kwartaal;97.0;100.0;100.0;99.0;97.0;101.0;-0.4;0.3;2.0;1.9;-2.3;-1.5
216;9602 Kappers en schoonheidssalons;2005 oktober;96.0;100.0;100.0;100.0;96.0;100.0;-4.2;-0.1;2.3;1.9;-6.4;-2.0
217;9602 Kappers en schoonheidssalons;2005 november;99.0;100.0;100.0;100.0;98.0;100.0;2.7;0.1;2.1;2.0;0.5;-1.8
218;9602 Kappers en schoonheidssalons;2005 december;117.0;100.0;100.0;100.0;117.0;100.0;1.1;0.2;2.3;2.0;-1.2;-1.7
219;9602 Kappers en schoonheidssalons;2005 4e kwartaal;104.0;100.0;100.0;100.0;104.0;100.0;-0.1;0.2;2.3;2.0;-2.3;-1.7
220;9602 Kappers en schoonheidssalons;2005;100.0;100.0;100.0;100.0;100.0;100.0;0.2;0.2;2.0;2.0;-1.7;-1.7
221;9602 Kappers en schoonheidssalons;2006 januari;91.0;100.0;102.0;100.0;89.0;100.0;-0.3;-0.3;2.5;2.5;-2.7;-2.7
222;9602 Kappers en schoonheidssalons;2006 februari;93.0;100.0;103.0;100.0;90.0;100.0;1.1;0.4;3.2;2.8;-2.0;-2.4
223;9602 Kappers en schoonheidssalons;2006 maart;108.0;100.0;103.0;101.0;105.0;100.0;1.8;0.9;3.2;3.0;-1.4;-2.0
224;9602 Kappers en schoonheidssalons;2006 1e kwartaal;97.0;100.0;103.0;101.0;95.0;100.0;0.9;0.9;3.0;3.0;-2.0;-2.0
225;9602 Kappers en schoonheidssalons;2006 april;101.0;100.0;103.0;101.0;98.0;99.0;-1.5;0.3;3.4;3.1;-4.8;-2.7
