ID;Geslacht;Leeftijden;Nationaliteiten;Perioden;AangetroffenIllegaleDerdelanders_1
345;9;4;307;2009;255.0
346;9;4;307;2010;300.0
347;9;4;307;2011;270.0
348;9;4;255;2008;55.0
349;9;4;255;2009;45.0
350;9;4;255;2010;35.0
351;9;4;255;2011;35.0
352;9;4;110;2008;60.0
353;9;4;110;2009;35.0
354;9;4;110;2010;50.0
355;9;4;110;2011;25.0
356;9;4;112;2008;125.0
357;9;4;112;2009;120.0
358;9;4;112;2010;100.0
359;9;4;112;2011;80.0
360;9;4;84;2008;60.0
361;9;4;84;2009;115.0
362;9;4;84;2010;120.0
363;9;4;84;2011;130.0
364;9;4;30;2008;90.0
365;9;4;30;2009;140.0
366;9;4;30;2010;270.0
367;9;4;30;2011;155.0
368;9;4;118;2008;145.0
369;9;4;118;2009;115.0
370;9;4;118;2010;155.0
371;9;4;118;2011;125.0
372;9;4;119;2008;80.0
373;9;4;119;2009;90.0
374;9;4;119;2010;105.0
375;9;4;119;2011;100.0
376;9;4;312;2008;220.0
377;9;4;312;2009;215.0
378;9;4;312;2010;180.0
379;9;4;312;2011;120.0
380;9;4;313;2008;55.0
381;9;4;313;2009;85.0
382;9;4;313;2010;90.0
383;9;4;313;2011;55.0
384;9;4;314;2008;560.0
385;9;4;314;2009;515.0
386;9;4;314;2010;655.0
387;9;4;314;2011;550.0
388;9;4;315;2008;145.0
389;9;4;315;2009;125.0
390;9;4;315;2010;145.0
391;9;4;315;2011;170.0
392;9;4;120;2008;35.0
393;9;4;120;2009;35.0
394;9;4;120;2010;50.0
395;9;4;120;2011;45.0
396;9;4;122;2008;65.0
397;9;4;122;2009;45.0
398;9;4;122;2010;50.0
399;9;4;122;2011;20.0
400;9;4;126;2008;70.0
401;9;4;126;2009;55.0
402;9;4;126;2010;45.0
403;9;4;126;2011;30.0
404;9;4;131;2008;575.0
405;9;4;131;2009;505.0
406;9;4;131;2010;450.0
407;9;4;131;2011;335.0
408;9;4;326;2008;75.0
409;9;4;326;2009;120.0
410;9;4;326;2010;90.0
411;9;4;326;2011;105.0
412;9;4;137;2008;240.0
413;9;4;137;2009;270.0
414;9;4;137;2010;230.0
415;9;4;137;2011;210.0
416;9;4;331;2008;65.0
417;9;4;331;2009;75.0
418;9;4;331;2010;70.0
419;9;4;331;2011;50.0
420;9;4;41;2008;135.0
421;9;4;41;2009;100.0
422;9;4;41;2010;110.0
423;9;4;41;2011;105.0
424;9;4;454;2008;145.0
425;9;4;454;2009;
426;9;4;454;2010;
427;9;4;454;2011;
428;9;4;147;2008;185.0
429;9;4;147;2009;130.0
430;9;4;147;2010;120.0
431;9;4;147;2011;85.0
432;9;4;148;2008;70.0
433;9;4;148;2009;90.0
434;9;4;148;2010;75.0
435;9;4;148;2011;70.0
436;9;4;149;2008;280.0
437;9;4;149;2009;820.0
438;9;4;149;2010;715.0
439;9;4;149;2011;375.0
440;9;4;306;2008;30.0
441;9;4;306;2009;40.0
442;9;4;306;2010;45.0
443;9;4;306;2011;55.0
444;9;4;263;2008;255.0
445;9;4;263;2009;210.0
446;9;4;263;2010;195.0
447;9;4;263;2011;165.0
448;9;4;155;2008;35.0
449;9;4;155;2009;45.0
450;9;4;155;2010;40.0
451;9;4;155;2011;45.0
452;9;4;339;2008;505.0
453;9;4;339;2009;360.0
454;9;4;339;2010;330.0
455;9;4;339;2011;180.0
456;9;4;342;2008;20.0
457;9;4;342;2009;50.0
458;9;4;342;2010;40.0
459;9;4;342;2011;20.0
460;9;4;38;2008;20.0
461;9;4;38;2009;20.0
462;9;4;38;2010;35.0
463;9;4;38;2011;55.0
464;9;4;Zonder / onbekend;2008;540.0
465;9;4;Zonder / onbekend;2009;530.0
466;9;4;Zonder / onbekend;2010;525.0
467;9;4;Zonder / onbekend;2011;585.0
468;1;8;Totaal nationaliteit;2008;6490.0
469;1;8;Totaal nationaliteit;2009;6615.0
470;1;8;Totaal nationaliteit;2010;6540.0
471;1;8;Totaal nationaliteit;2011;5315.0
472;1;8;300;2008;145.0
473;1;8;300;2009;330.0
474;1;8;300;2010;285.0
475;1;8;300;2011;360.0
476;1;8;50;2008;70.0
477;1;8;50;2009;75.0
478;1;8;50;2010;70.0
479;1;8;50;2011;55.0
480;1;8;100;2008;260.0
481;1;8;100;2009;250.0
482;1;8;100;2010;230.0
483;1;8;100;2011;135.0
484;1;8;101;2008;100.0
485;1;8;101;2009;85.0
486;1;8;101;2010;45.0
487;1;8;101;2011;30.0
488;1;8;40;2008;50.0
489;1;8;40;2009;35.0
490;1;8;40;2010;55.0
491;1;8;40;2011;65.0
492;1;8;253;2008;65.0
493;1;8;253;2009;70.0
494;1;8;253;2010;70.0
495;1;8;253;2011;35.0
496;1;8;104;2008;55.0
497;1;8;104;2009;50.0
498;1;8;104;2010;50.0
499;1;8;104;2011;35.0
500;1;8;307;2008;455.0
501;1;8;307;2009;195.0
502;1;8;307;2010;220.0
503;1;8;307;2011;195.0
504;1;8;255;2008;40.0
505;1;8;255;2009;35.0
506;1;8;255;2010;20.0
507;1;8;255;2011;25.0
508;1;8;110;2008;50.0
509;1;8;110;2009;30.0
510;1;8;110;2010;45.0
511;1;8;110;2011;25.0
512;1;8;112;2008;130.0
513;1;8;112;2009;125.0
514;1;8;112;2010;100.0
515;1;8;112;2011;80.0
516;1;8;84;2008;45.0
517;1;8;84;2009;105.0
518;1;8;84;2010;100.0
519;1;8;84;2011;90.0
520;1;8;30;2008;80.0
521;1;8;30;2009;130.0
522;1;8;30;2010;240.0
523;1;8;30;2011;145.0
524;1;8;118;2008;120.0
525;1;8;118;2009;100.0
526;1;8;118;2010;135.0
527;1;8;118;2011;115.0
528;1;8;119;2008;65.0
529;1;8;119;2009;85.0
530;1;8;119;2010;95.0
531;1;8;119;2011;95.0
532;1;8;312;2008;215.0
533;1;8;312;2009;225.0
534;1;8;312;2010;185.0
535;1;8;312;2011;120.0
536;1;8;313;2008;40.0
537;1;8;313;2009;70.0
538;1;8;313;2010;65.0
539;1;8;313;2011;40.0
540;1;8;314;2008;575.0
541;1;8;314;2009;495.0
542;1;8;314;2010;640.0
543;1;8;314;2011;505.0
544;1;8;315;2008;135.0
545;1;8;315;2009;120.0
546;1;8;315;2010;130.0
547;1;8;315;2011;145.0
548;1;8;120;2008;30.0
549;1;8;120;2009;30.0
550;1;8;120;2010;50.0
551;1;8;120;2011;45.0
552;1;8;122;2008;50.0
553;1;8;122;2009;35.0
554;1;8;122;2010;35.0
555;1;8;122;2011;15.0
556;1;8;126;2008;65.0
557;1;8;126;2009;50.0
558;1;8;126;2010;40.0
559;1;8;126;2011;30.0
560;1;8;131;2008;525.0
561;1;8;131;2009;475.0
562;1;8;131;2010;430.0
563;1;8;131;2011;320.0
564;1;8;326;2008;50.0
565;1;8;326;2009;70.0
566;1;8;326;2010;50.0
567;1;8;326;2011;70.0
568;1;8;137;2008;195.0
569;1;8;137;2009;230.0
570;1;8;137;2010;205.0
571;1;8;137;2011;175.0
572;1;8;331;2008;65.0
573;1;8;331;2009;70.0
574;1;8;331;2010;65.0
575;1;8;331;2011;50.0
576;1;8;41;2008;105.0
577;1;8;41;2009;75.0
578;1;8;41;2010;85.0
579;1;8;41;2011;85.0
580;1;8;454;2008;125.0
581;1;8;454;2009;
582;1;8;454;2010;
583;1;8;454;2011;
584;1;8;147;2008;175.0
585;1;8;147;2009;125.0
586;1;8;147;2010;110.0
587;1;8;147;2011;80.0
588;1;8;148;2008;65.0
589;1;8;148;2009;85.0
590;1;8;148;2010;75.0
591;1;8;148;2011;70.0
592;1;8;149;2008;225.0
593;1;8;149;2009;705.0
594;1;8;149;2010;610.0
595;1;8;149;2011;340.0
596;1;8;306;2008;25.0
597;1;8;306;2009;35.0
598;1;8;306;2010;35.0
599;1;8;306;2011;50.0
600;1;8;263;2008;210.0
601;1;8;263;2009;175.0
602;1;8;263;2010;165.0
603;1;8;263;2011;145.0
604;1;8;155;2008;35.0
605;1;8;155;2009;45.0
606;1;8;155;2010;40.0
607;1;8;155;2011;45.0
608;1;8;339;2008;485.0
609;1;8;339;2009;340.0
610;1;8;339;2010;320.0
611;1;8;339;2011;175.0
612;1;8;342;2008;20.0
613;1;8;342;2009;45.0
614;1;8;342;2010;35.0
615;1;8;342;2011;20.0
616;1;8;38;2008;20.0
617;1;8;38;2009;15.0
618;1;8;38;2010;35.0
619;1;8;38;2011;55.0
620;1;8;Zonder / onbekend;2008;515.0
621;1;8;Zonder / onbekend;2009;510.0
622;1;8;Zonder / onbekend;2010;515.0
623;1;8;Zonder / onbekend;2011;540.0
624;1;3;Totaal nationaliteit;2008;185.0
625;1;3;Totaal nationaliteit;2009;315.0
626;1;3;Totaal nationaliteit;2010;250.0
627;1;3;Totaal nationaliteit;2011;140.0
628;1;3;300;2008;45.0
629;1;3;300;2009;145.0
630;1;3;300;2010;80.0
631;1;3;300;2011;50.0
632;1;3;50;2008;
633;1;3;50;2009;
634;1;3;50;2010;
635;1;3;50;2011;
636;1;3;100;2008;5.0
637;1;3;100;2009;5.0
638;1;3;100;2010;5.0
639;1;3;100;2011;5.0
640;1;3;101;2008;5.0
641;1;3;101;2009;5.0
642;1;3;101;2010;5.0
643;1;3;101;2011;
644;1;3;40;2008;
645;1;3;40;2009;
646;1;3;40;2010;
647;1;3;40;2011;
648;1;3;253;2008;
649;1;3;253;2009;
650;1;3;253;2010;5.0
651;1;3;253;2011;
652;1;3;104;2008;
653;1;3;104;2009;
654;1;3;104;2010;
655;1;3;104;2011;
656;1;3;307;2008;5.0
657;1;3;307;2009;
658;1;3;307;2010;
659;1;3;307;2011;5.0
660;1;3;255;2008;
661;1;3;255;2009;
662;1;3;255;2010;
663;1;3;255;2011;
664;1;3;110;2008;
665;1;3;110;2009;
666;1;3;110;2010;
667;1;3;110;2011;
668;1;3;112;2008;
669;1;3;112;2009;
670;1;3;112;2010;
671;1;3;112;2011;
672;1;3;84;2008;
673;1;3;84;2009;5.0
674;1;3;84;2010;10.0
675;1;3;84;2011;
676;1;3;30;2008;
677;1;3;30;2009;
678;1;3;30;2010;5.0
679;1;3;30;2011;5.0
680;1;3;118;2008;
681;1;3;118;2009;
682;1;3;118;2010;
683;1;3;118;2011;
684;1;3;119;2008;
685;1;3;119;2009;
686;1;3;119;2010;5.0
687;1;3;119;2011;5.0
688;1;3;312;2008;
689;1;3;312;2009;10.0
690;1;3;312;2010;5.0
691;1;3;312;2011;
692;1;3;313;2008;
693;1;3;313;2009;
694;1;3;313;2010;
695;1;3;313;2011;
696;1;3;314;2008;45.0
697;1;3;314;2009;20.0
698;1;3;314;2010;25.0
699;1;3;314;2011;5.0
700;1;3;315;2008;5.0
701;1;3;315;2009;10.0
702;1;3;315;2010;5.0
703;1;3;315;2011;
704;1;3;120;2008;
705;1;3;120;2009;
706;1;3;120;2010;
707;1;3;120;2011;
708;1;3;122;2008;
709;1;3;122;2009;
710;1;3;122;2010;
711;1;3;122;2011;
712;1;3;126;2008;
713;1;3;126;2009;
714;1;3;126;2010;
715;1;3;126;2011;
716;1;3;131;2008;10.0
717;1;3;131;2009;10.0
718;1;3;131;2010;10.0
719;1;3;131;2011;5.0
720;1;3;326;2008;
721;1;3;326;2009;
722;1;3;326;2010;
723;1;3;326;2011;
724;1;3;137;2008;
725;1;3;137;2009;5.0
726;1;3;137;2010;5.0
727;1;3;137;2011;
728;1;3;331;2008;
729;1;3;331;2009;
730;1;3;331;2010;
731;1;3;331;2011;
732;1;3;41;2008;5.0
733;1;3;41;2009;
734;1;3;41;2010;5.0
735;1;3;41;2011;
736;1;3;454;2008;
737;1;3;454;2009;
738;1;3;454;2010;
739;1;3;454;2011;
740;1;3;147;2008;
741;1;3;147;2009;
742;1;3;147;2010;
743;1;3;147;2011;
744;1;3;148;2008;5.0
745;1;3;148;2009;
746;1;3;148;2010;5.0
747;1;3;148;2011;
748;1;3;149;2008;10.0
749;1;3;149;2009;25.0
750;1;3;149;2010;30.0
751;1;3;149;2011;15.0
752;1;3;306;2008;
753;1;3;306;2009;
754;1;3;306;2010;
755;1;3;306;2011;
756;1;3;263;2008;
757;1;3;263;2009;
758;1;3;263;2010;
759;1;3;263;2011;
760;1;3;155;2008;
761;1;3;155;2009;
762;1;3;155;2010;5.0
763;1;3;155;2011;
764;1;3;339;2008;5.0
765;1;3;339;2009;
766;1;3;339;2010;
767;1;3;339;2011;
768;1;3;342;2008;
769;1;3;342;2009;
770;1;3;342;2010;
771;1;3;342;2011;
772;1;3;38;2008;
773;1;3;38;2009;
774;1;3;38;2010;
775;1;3;38;2011;
776;1;3;Zonder / onbekend;2008;15.0
777;1;3;Zonder / onbekend;2009;35.0
778;1;3;Zonder / onbekend;2010;35.0
779;1;3;Zonder / onbekend;2011;20.0
780;1;4;Totaal nationaliteit;2008;6305.0
781;1;4;Totaal nationaliteit;2009;6305.0
782;1;4;Totaal nationaliteit;2010;6295.0
783;1;4;Totaal nationaliteit;2011;5175.0
784;1;4;300;2008;100.0
785;1;4;300;2009;185.0
786;1;4;300;2010;210.0
787;1;4;300;2011;310.0
788;1;4;50;2008;70.0
789;1;4;50;2009;75.0
790;1;4;50;2010;70.0
791;1;4;50;2011;55.0
792;1;4;100;2008;255.0
793;1;4;100;2009;245.0
794;1;4;100;2010;225.0
795;1;4;100;2011;135.0
796;1;4;101;2008;95.0
797;1;4;101;2009;80.0
798;1;4;101;2010;40.0
799;1;4;101;2011;30.0
800;1;4;40;2008;50.0
801;1;4;40;2009;35.0
802;1;4;40;2010;55.0
803;1;4;40;2011;60.0
804;1;4;253;2008;65.0
805;1;4;253;2009;65.0
806;1;4;253;2010;70.0
807;1;4;253;2011;30.0
808;1;4;104;2008;55.0
809;1;4;104;2009;50.0
810;1;4;104;2010;50.0
811;1;4;104;2011;35.0
812;1;4;307;2008;450.0
813;1;4;307;2009;195.0
814;1;4;307;2010;220.0
815;1;4;307;2011;195.0
816;1;4;255;2008;40.0
817;1;4;255;2009;35.0
818;1;4;255;2010;20.0
819;1;4;255;2011;25.0
820;1;4;110;2008;50.0
821;1;4;110;2009;30.0
822;1;4;110;2010;45.0
823;1;4;110;2011;25.0
824;1;4;112;2008;125.0
825;1;4;112;2009;120.0
826;1;4;112;2010;95.0
827;1;4;112;2011;75.0
828;1;4;84;2008;45.0
829;1;4;84;2009;100.0
830;1;4;84;2010;95.0
831;1;4;84;2011;90.0
832;1;4;30;2008;80.0
833;1;4;30;2009;130.0
834;1;4;30;2010;235.0
835;1;4;30;2011;140.0
836;1;4;118;2008;120.0
837;1;4;118;2009;100.0
838;1;4;118;2010;135.0
839;1;4;118;2011;115.0
840;1;4;119;2008;65.0
841;1;4;119;2009;85.0
842;1;4;119;2010;95.0
843;1;4;119;2011;90.0
844;1;4;312;2008;215.0
845;1;4;312;2009;215.0
846;1;4;312;2010;180.0
847;1;4;312;2011;115.0
848;1;4;313;2008;40.0
849;1;4;313;2009;70.0
850;1;4;313;2010;65.0
851;1;4;313;2011;40.0
852;1;4;314;2008;530.0
853;1;4;314;2009;475.0
854;1;4;314;2010;615.0
855;1;4;314;2011;500.0
856;1;4;315;2008;135.0
857;1;4;315;2009;110.0
858;1;4;315;2010;125.0
859;1;4;315;2011;145.0
860;1;4;120;2008;30.0
861;1;4;120;2009;30.0
862;1;4;120;2010;50.0
863;1;4;120;2011;45.0
864;1;4;122;2008;50.0
865;1;4;122;2009;35.0
866;1;4;122;2010;35.0
867;1;4;122;2011;15.0
868;1;4;126;2008;65.0
869;1;4;126;2009;50.0
870;1;4;126;2010;40.0
871;1;4;126;2011;30.0
872;1;4;131;2008;515.0
873;1;4;131;2009;460.0
874;1;4;131;2010;425.0
875;1;4;131;2011;310.0
876;1;4;326;2008;50.0
877;1;4;326;2009;70.0
878;1;4;326;2010;50.0
879;1;4;326;2011;70.0
880;1;4;137;2008;195.0
881;1;4;137;2009;225.0
882;1;4;137;2010;200.0
883;1;4;137;2011;175.0
884;1;4;331;2008;65.0
885;1;4;331;2009;70.0
886;1;4;331;2010;65.0
887;1;4;331;2011;50.0
888;1;4;41;2008;105.0
889;1;4;41;2009;75.0
890;1;4;41;2010;80.0
891;1;4;41;2011;85.0
892;1;4;454;2008;120.0
893;1;4;454;2009;
894;1;4;454;2010;
895;1;4;454;2011;
896;1;4;147;2008;175.0
897;1;4;147;2009;125.0
898;1;4;147;2010;110.0
899;1;4;147;2011;80.0
900;1;4;148;2008;60.0
901;1;4;148;2009;85.0
902;1;4;148;2010;75.0
903;1;4;148;2011;70.0
904;1;4;149;2008;215.0
905;1;4;149;2009;680.0
906;1;4;149;2010;580.0
907;1;4;149;2011;325.0
908;1;4;306;2008;25.0
909;1;4;306;2009;35.0
910;1;4;306;2010;35.0
911;1;4;306;2011;45.0
912;1;4;263;2008;210.0
913;1;4;263;2009;175.0
914;1;4;263;2010;165.0
915;1;4;263;2011;145.0
916;1;4;155;2008;30.0
917;1;4;155;2009;45.0
918;1;4;155;2010;35.0
919;1;4;155;2011;45.0
920;1;4;339;2008;480.0
921;1;4;339;2009;340.0
922;1;4;339;2010;320.0
923;1;4;339;2011;175.0
924;1;4;342;2008;20.0
925;1;4;342;2009;45.0
926;1;4;342;2010;35.0
927;1;4;342;2011;20.0
928;1;4;38;2008;20.0
929;1;4;38;2009;15.0
930;1;4;38;2010;30.0
931;1;4;38;2011;55.0
932;1;4;Zonder / onbekend;2008;500.0
933;1;4;Zonder / onbekend;2009;475.0
934;1;4;Zonder / onbekend;2010;480.0
935;1;4;Zonder / onbekend;2011;525.0
936;2;8;Totaal nationaliteit;2008;1060.0
