ID;Geslacht;Leeftijden;Nationaliteiten;Perioden;AangetroffenIllegaleDerdelanders_1
0;9;8;Totaal nationaliteit;2008;7545.0
1;9;8;Totaal nationaliteit;2009;7595.0
2;9;8;Totaal nationaliteit;2010;7580.0
3;9;8;Totaal nationaliteit;2011;6145.0
4;9;8;300;2008;155.0
5;9;8;300;2009;350.0
6;9;8;300;2010;310.0
7;9;8;300;2011;385.0
8;9;8;50;2008;80.0
9;9;8;50;2009;80.0
10;9;8;50;2010;75.0
11;9;8;50;2011;65.0
12;9;8;100;2008;260.0
13;9;8;100;2009;250.0
14;9;8;100;2010;235.0
15;9;8;100;2011;140.0
16;9;8;101;2008;115.0
17;9;8;101;2009;100.0
18;9;8;101;2010;55.0
19;9;8;101;2011;30.0
20;9;8;40;2008;60.0
21;9;8;40;2009;45.0
22;9;8;40;2010;80.0
23;9;8;40;2011;95.0
24;9;8;253;2008;145.0
25;9;8;253;2009;130.0
26;9;8;253;2010;110.0
27;9;8;253;2011;50.0
28;9;8;104;2008;65.0
29;9;8;104;2009;60.0
30;9;8;104;2010;55.0
31;9;8;104;2011;40.0
32;9;8;307;2008;610.0
33;9;8;307;2009;260.0
34;9;8;307;2010;305.0
35;9;8;307;2011;270.0
36;9;8;255;2008;60.0
37;9;8;255;2009;45.0
38;9;8;255;2010;35.0
39;9;8;255;2011;35.0
40;9;8;110;2008;60.0
41;9;8;110;2009;35.0
42;9;8;110;2010;50.0
43;9;8;110;2011;25.0
44;9;8;112;2008;130.0
45;9;8;112;2009;125.0
46;9;8;112;2010;100.0
47;9;8;112;2011;80.0
48;9;8;84;2008;60.0
49;9;8;84;2009;120.0
50;9;8;84;2010;130.0
51;9;8;84;2011;135.0
52;9;8;30;2008;95.0
53;9;8;30;2009;140.0
54;9;8;30;2010;280.0
55;9;8;30;2011;160.0
56;9;8;118;2008;145.0
57;9;8;118;2009;115.0
58;9;8;118;2010;155.0
59;9;8;118;2011;125.0
60;9;8;119;2008;85.0
61;9;8;119;2009;95.0
62;9;8;119;2010;105.0
63;9;8;119;2011;100.0
64;9;8;312;2008;220.0
65;9;8;312;2009;225.0
66;9;8;312;2010;185.0
67;9;8;312;2011;120.0
68;9;8;313;2008;55.0
69;9;8;313;2009;85.0
70;9;8;313;2010;90.0
71;9;8;313;2011;55.0
72;9;8;314;2008;605.0
73;9;8;314;2009;535.0
74;9;8;314;2010;685.0
75;9;8;314;2011;560.0
76;9;8;315;2008;150.0
77;9;8;315;2009;135.0
78;9;8;315;2010;150.0
79;9;8;315;2011;170.0
80;9;8;120;2008;35.0
81;9;8;120;2009;35.0
82;9;8;120;2010;50.0
83;9;8;120;2011;45.0
84;9;8;122;2008;65.0
85;9;8;122;2009;45.0
86;9;8;122;2010;50.0
87;9;8;122;2011;20.0
88;9;8;126;2008;70.0
89;9;8;126;2009;55.0
90;9;8;126;2010;45.0
91;9;8;126;2011;30.0
92;9;8;131;2008;585.0
93;9;8;131;2009;520.0
94;9;8;131;2010;460.0
95;9;8;131;2011;340.0
96;9;8;326;2008;80.0
97;9;8;326;2009;120.0
98;9;8;326;2010;95.0
99;9;8;326;2011;105.0
100;9;8;137;2008;240.0
101;9;8;137;2009;275.0
102;9;8;137;2010;235.0
103;9;8;137;2011;210.0
104;9;8;331;2008;65.0
105;9;8;331;2009;75.0
106;9;8;331;2010;70.0
107;9;8;331;2011;55.0
108;9;8;41;2008;140.0
109;9;8;41;2009;100.0
110;9;8;41;2010;115.0
111;9;8;41;2011;105.0
112;9;8;454;2008;145.0
113;9;8;454;2009;
114;9;8;454;2010;
115;9;8;454;2011;
116;9;8;147;2008;185.0
117;9;8;147;2009;130.0
118;9;8;147;2010;120.0
119;9;8;147;2011;85.0
120;9;8;148;2008;70.0
121;9;8;148;2009;90.0
122;9;8;148;2010;80.0
123;9;8;148;2011;70.0
124;9;8;149;2008;295.0
125;9;8;149;2009;850.0
126;9;8;149;2010;760.0
127;9;8;149;2011;390.0
128;9;8;306;2008;30.0
129;9;8;306;2009;45.0
130;9;8;306;2010;45.0
131;9;8;306;2011;60.0
132;9;8;263;2008;255.0
133;9;8;263;2009;210.0
134;9;8;263;2010;195.0
135;9;8;263;2011;165.0
136;9;8;155;2008;35.0
137;9;8;155;2009;50.0
138;9;8;155;2010;40.0
139;9;8;155;2011;45.0
140;9;8;339;2008;510.0
141;9;8;339;2009;360.0
142;9;8;339;2010;335.0
143;9;8;339;2011;185.0
144;9;8;342;2008;25.0
145;9;8;342;2009;50.0
146;9;8;342;2010;40.0
147;9;8;342;2011;25.0
148;9;8;38;2008;20.0
149;9;8;38;2009;20.0
150;9;8;38;2010;35.0
151;9;8;38;2011;60.0
152;9;8;Zonder / onbekend;2008;560.0
153;9;8;Zonder / onbekend;2009;565.0
154;9;8;Zonder / onbekend;2010;565.0
155;9;8;Zonder / onbekend;2011;605.0
156;9;3;Totaal nationaliteit;2008;225.0
157;9;3;Totaal nationaliteit;2009;350.0
158;9;3;Totaal nationaliteit;2010;310.0
159;9;3;Totaal nationaliteit;2011;170.0
160;9;3;300;2008;45.0
161;9;3;300;2009;150.0
162;9;3;300;2010;80.0
163;9;3;300;2011;50.0
164;9;3;50;2008;
165;9;3;50;2009;
166;9;3;50;2010;
167;9;3;50;2011;
168;9;3;100;2008;5.0
169;9;3;100;2009;5.0
170;9;3;100;2010;5.0
171;9;3;100;2011;5.0
172;9;3;101;2008;10.0
173;9;3;101;2009;5.0
174;9;3;101;2010;5.0
175;9;3;101;2011;
176;9;3;40;2008;
177;9;3;40;2009;
178;9;3;40;2010;5.0
179;9;3;40;2011;5.0
180;9;3;253;2008;5.0
181;9;3;253;2009;5.0
182;9;3;253;2010;5.0
183;9;3;253;2011;
184;9;3;104;2008;
185;9;3;104;2009;
186;9;3;104;2010;
187;9;3;104;2011;
188;9;3;307;2008;5.0
189;9;3;307;2009;
190;9;3;307;2010;5.0
191;9;3;307;2011;5.0
192;9;3;255;2008;
193;9;3;255;2009;
194;9;3;255;2010;
195;9;3;255;2011;
196;9;3;110;2008;
197;9;3;110;2009;
198;9;3;110;2010;
199;9;3;110;2011;
200;9;3;112;2008;
201;9;3;112;2009;
202;9;3;112;2010;
203;9;3;112;2011;5.0
204;9;3;84;2008;
205;9;3;84;2009;10.0
206;9;3;84;2010;10.0
207;9;3;84;2011;5.0
208;9;3;30;2008;
209;9;3;30;2009;
210;9;3;30;2010;10.0
211;9;3;30;2011;5.0
212;9;3;118;2008;
213;9;3;118;2009;
214;9;3;118;2010;
215;9;3;118;2011;
216;9;3;119;2008;5.0
217;9;3;119;2009;5.0
218;9;3;119;2010;5.0
219;9;3;119;2011;5.0
220;9;3;312;2008;
221;9;3;312;2009;10.0
222;9;3;312;2010;5.0
223;9;3;312;2011;
224;9;3;313;2008;
225;9;3;313;2009;
226;9;3;313;2010;
227;9;3;313;2011;
228;9;3;314;2008;45.0
229;9;3;314;2009;20.0
230;9;3;314;2010;30.0
231;9;3;314;2011;10.0
232;9;3;315;2008;5.0
233;9;3;315;2009;10.0
234;9;3;315;2010;5.0
235;9;3;315;2011;
236;9;3;120;2008;
237;9;3;120;2009;
238;9;3;120;2010;
239;9;3;120;2011;
240;9;3;122;2008;
241;9;3;122;2009;
242;9;3;122;2010;
243;9;3;122;2011;
244;9;3;126;2008;
245;9;3;126;2009;
246;9;3;126;2010;
247;9;3;126;2011;
248;9;3;131;2008;10.0
249;9;3;131;2009;15.0
250;9;3;131;2010;10.0
251;9;3;131;2011;5.0
252;9;3;326;2008;
253;9;3;326;2009;
254;9;3;326;2010;5.0
255;9;3;326;2011;
256;9;3;137;2008;
257;9;3;137;2009;5.0
258;9;3;137;2010;5.0
259;9;3;137;2011;
260;9;3;331;2008;
261;9;3;331;2009;
262;9;3;331;2010;
263;9;3;331;2011;
264;9;3;41;2008;5.0
265;9;3;41;2009;
266;9;3;41;2010;5.0
267;9;3;41;2011;
268;9;3;454;2008;5.0
269;9;3;454;2009;
270;9;3;454;2010;
271;9;3;454;2011;
272;9;3;147;2008;
273;9;3;147;2009;5.0
274;9;3;147;2010;
275;9;3;147;2011;
276;9;3;148;2008;5.0
277;9;3;148;2009;5.0
278;9;3;148;2010;5.0
279;9;3;148;2011;
280;9;3;149;2008;15.0
281;9;3;149;2009;30.0
282;9;3;149;2010;40.0
283;9;3;149;2011;15.0
284;9;3;306;2008;
285;9;3;306;2009;
286;9;3;306;2010;
287;9;3;306;2011;5.0
288;9;3;263;2008;
289;9;3;263;2009;
290;9;3;263;2010;
291;9;3;263;2011;
292;9;3;155;2008;
293;9;3;155;2009;
294;9;3;155;2010;5.0
295;9;3;155;2011;
296;9;3;339;2008;5.0
297;9;3;339;2009;
298;9;3;339;2010;5.0
299;9;3;339;2011;
300;9;3;342;2008;5.0
301;9;3;342;2009;
302;9;3;342;2010;
303;9;3;342;2011;5.0
304;9;3;38;2008;
305;9;3;38;2009;
306;9;3;38;2010;
307;9;3;38;2011;
308;9;3;Zonder / onbekend;2008;20.0
309;9;3;Zonder / onbekend;2009;35.0
310;9;3;Zonder / onbekend;2010;40.0
311;9;3;Zonder / onbekend;2011;20.0
312;9;4;Totaal nationaliteit;2008;7320.0
313;9;4;Totaal nationaliteit;2009;7245.0
314;9;4;Totaal nationaliteit;2010;7275.0
315;9;4;Totaal nationaliteit;2011;5975.0
316;9;4;300;2008;110.0
317;9;4;300;2009;205.0
318;9;4;300;2010;230.0
319;9;4;300;2011;335.0
320;9;4;50;2008;80.0
321;9;4;50;2009;80.0
322;9;4;50;2010;75.0
323;9;4;50;2011;65.0
324;9;4;100;2008;255.0
325;9;4;100;2009;245.0
326;9;4;100;2010;230.0
327;9;4;100;2011;135.0
328;9;4;101;2008;105.0
329;9;4;101;2009;95.0
330;9;4;101;2010;50.0
331;9;4;101;2011;30.0
332;9;4;40;2008;60.0
333;9;4;40;2009;45.0
334;9;4;40;2010;75.0
335;9;4;40;2011;90.0
336;9;4;253;2008;140.0
337;9;4;253;2009;125.0
338;9;4;253;2010;105.0
339;9;4;253;2011;50.0
340;9;4;104;2008;65.0
341;9;4;104;2009;60.0
342;9;4;104;2010;55.0
343;9;4;104;2011;40.0
344;9;4;307;2008;605.0
