ID;SoortRijksmonument;RegioS;Perioden;Rijksmonumenten_1
2105;Openbare gebouwen;Baarn;2014;2
2106;Openbare gebouwen;Baarn;2015;2
2107;Openbare gebouwen;Baarn;2016;2
2108;Openbare gebouwen;Barendrecht;2013;0
2109;Openbare gebouwen;Barendrecht;2014;0
2110;Openbare gebouwen;Barendrecht;2015;0
2111;Openbare gebouwen;Barendrecht;2016;0
2112;Openbare gebouwen;Barneveld;2013;0
2113;Openbare gebouwen;Barneveld;2014;0
2114;Openbare gebouwen;Barneveld;2015;0
2115;Openbare gebouwen;Barneveld;2016;0
2116;Openbare gebouwen;Bedum;2013;3
2117;Openbare gebouwen;Bedum;2014;3
2118;Openbare gebouwen;Bedum;2015;3
2119;Openbare gebouwen;Bedum;2016;3
2120;Openbare gebouwen;Beek (L.);2013;1
2121;Openbare gebouwen;Beek (L.);2014;1
2122;Openbare gebouwen;Beek (L.);2015;1
2123;Openbare gebouwen;Beek (L.);2016;1
2124;Openbare gebouwen;Beemster;2013;2
2125;Openbare gebouwen;Beemster;2014;2
2126;Openbare gebouwen;Beemster;2015;2
2127;Openbare gebouwen;Beemster;2016;2
2128;Openbare gebouwen;Beesel;2013;0
2129;Openbare gebouwen;Beesel;2014;0
2130;Openbare gebouwen;Beesel;2015;0
2131;Openbare gebouwen;Beesel;2016;0
2132;Openbare gebouwen;Bellingwedde;2013;3
2133;Openbare gebouwen;Bellingwedde;2014;3
2134;Openbare gebouwen;Bellingwedde;2015;3
2135;Openbare gebouwen;Bellingwedde;2016;3
2136;Openbare gebouwen;Berg en Dal;2013;16
2137;Openbare gebouwen;Berg en Dal;2014;16
2138;Openbare gebouwen;Berg en Dal;2015;16
2139;Openbare gebouwen;Berg en Dal;2016;16
2140;Openbare gebouwen;Bergeijk;2013;4
2141;Openbare gebouwen;Bergeijk;2014;4
2142;Openbare gebouwen;Bergeijk;2015;4
2143;Openbare gebouwen;Bergeijk;2016;4
2144;Openbare gebouwen;Bergen (L.);2013;0
2145;Openbare gebouwen;Bergen (L.);2014;0
2146;Openbare gebouwen;Bergen (L.);2015;0
2147;Openbare gebouwen;Bergen (L.);2016;0
2148;Openbare gebouwen;Bergen (NH.);2013;14
2149;Openbare gebouwen;Bergen (NH.);2014;14
2150;Openbare gebouwen;Bergen (NH.);2015;14
2151;Openbare gebouwen;Bergen (NH.);2016;14
2152;Openbare gebouwen;Bergen op Zoom;2013;13
2153;Openbare gebouwen;Bergen op Zoom;2014;13
2154;Openbare gebouwen;Bergen op Zoom;2015;13
2155;Openbare gebouwen;Bergen op Zoom;2016;9
2156;Openbare gebouwen;Berkelland;2013;1
2157;Openbare gebouwen;Berkelland;2014;1
2158;Openbare gebouwen;Berkelland;2015;1
2159;Openbare gebouwen;Berkelland;2016;1
2160;Openbare gebouwen;Bernheze;2013;3
2161;Openbare gebouwen;Bernheze;2014;3
2162;Openbare gebouwen;Bernheze;2015;3
2163;Openbare gebouwen;Bernheze;2016;3
2164;Openbare gebouwen;Best;2013;0
2165;Openbare gebouwen;Best;2014;0
2166;Openbare gebouwen;Best;2015;0
2167;Openbare gebouwen;Best;2016;0
2168;Openbare gebouwen;Beuningen;2013;0
2169;Openbare gebouwen;Beuningen;2014;0
2170;Openbare gebouwen;Beuningen;2015;0
2171;Openbare gebouwen;Beuningen;2016;0
2172;Openbare gebouwen;Beverwijk;2013;2
2173;Openbare gebouwen;Beverwijk;2014;2
2174;Openbare gebouwen;Beverwijk;2015;2
2175;Openbare gebouwen;Beverwijk;2016;2
2176;Openbare gebouwen;het Bildt;2013;1
2177;Openbare gebouwen;het Bildt;2014;1
2178;Openbare gebouwen;het Bildt;2015;1
2179;Openbare gebouwen;het Bildt;2016;1
2180;Openbare gebouwen;De Bilt;2013;20
2181;Openbare gebouwen;De Bilt;2014;20
2182;Openbare gebouwen;De Bilt;2015;20
2183;Openbare gebouwen;De Bilt;2016;19
2184;Openbare gebouwen;Binnenmaas;2013;2
2185;Openbare gebouwen;Binnenmaas;2014;2
2186;Openbare gebouwen;Binnenmaas;2015;2
2187;Openbare gebouwen;Binnenmaas;2016;2
2188;Openbare gebouwen;Bladel;2013;0
2189;Openbare gebouwen;Bladel;2014;0
2190;Openbare gebouwen;Bladel;2015;0
2191;Openbare gebouwen;Bladel;2016;0
2192;Openbare gebouwen;Blaricum;2013;1
2193;Openbare gebouwen;Blaricum;2014;1
2194;Openbare gebouwen;Blaricum;2015;1
2195;Openbare gebouwen;Blaricum;2016;1
2196;Openbare gebouwen;Bloemendaal;2013;4
2197;Openbare gebouwen;Bloemendaal;2014;4
2198;Openbare gebouwen;Bloemendaal;2015;4
2199;Openbare gebouwen;Bloemendaal;2016;4
2200;Openbare gebouwen;Bodegraven-Reeuwijk;2013;1
2201;Openbare gebouwen;Bodegraven-Reeuwijk;2014;1
2202;Openbare gebouwen;Bodegraven-Reeuwijk;2015;1
2203;Openbare gebouwen;Bodegraven-Reeuwijk;2016;1
2204;Openbare gebouwen;Boekel;2013;1
2205;Openbare gebouwen;Boekel;2014;1
2206;Openbare gebouwen;Boekel;2015;0
2207;Openbare gebouwen;Boekel;2016;0
2208;Openbare gebouwen;Ten Boer;2013;1
2209;Openbare gebouwen;Ten Boer;2014;1
2210;Openbare gebouwen;Ten Boer;2015;1
2211;Openbare gebouwen;Ten Boer;2016;1
2212;Openbare gebouwen;Borger-Odoorn;2013;0
2213;Openbare gebouwen;Borger-Odoorn;2014;0
2214;Openbare gebouwen;Borger-Odoorn;2015;0
2215;Openbare gebouwen;Borger-Odoorn;2016;0
2216;Openbare gebouwen;Borne;2013;4
2217;Openbare gebouwen;Borne;2014;4
2218;Openbare gebouwen;Borne;2015;4
2219;Openbare gebouwen;Borne;2016;4
2220;Openbare gebouwen;Borsele;2013;0
2221;Openbare gebouwen;Borsele;2014;0
2222;Openbare gebouwen;Borsele;2015;0
2223;Openbare gebouwen;Borsele;2016;0
2224;Openbare gebouwen;Boxmeer;2013;1
2225;Openbare gebouwen;Boxmeer;2014;1
2226;Openbare gebouwen;Boxmeer;2015;1
2227;Openbare gebouwen;Boxmeer;2016;1
2228;Openbare gebouwen;Boxtel;2013;0
2229;Openbare gebouwen;Boxtel;2014;0
2230;Openbare gebouwen;Boxtel;2015;0
2231;Openbare gebouwen;Boxtel;2016;0
2232;Openbare gebouwen;Breda;2013;18
2233;Openbare gebouwen;Breda;2014;18
2234;Openbare gebouwen;Breda;2015;18
2235;Openbare gebouwen;Breda;2016;18
2236;Openbare gebouwen;Brielle;2013;10
2237;Openbare gebouwen;Brielle;2014;10
2238;Openbare gebouwen;Brielle;2015;10
2239;Openbare gebouwen;Brielle;2016;10
2240;Openbare gebouwen;Bronckhorst;2013;0
2241;Openbare gebouwen;Bronckhorst;2014;0
2242;Openbare gebouwen;Bronckhorst;2015;0
2243;Openbare gebouwen;Bronckhorst;2016;0
2244;Openbare gebouwen;Brummen;2013;0
2245;Openbare gebouwen;Brummen;2014;0
2246;Openbare gebouwen;Brummen;2015;0
2247;Openbare gebouwen;Brummen;2016;0
2248;Openbare gebouwen;Brunssum;2013;3
2249;Openbare gebouwen;Brunssum;2014;3
2250;Openbare gebouwen;Brunssum;2015;3
2251;Openbare gebouwen;Brunssum;2016;3
2252;Openbare gebouwen;Bunnik;2013;1
2253;Openbare gebouwen;Bunnik;2014;1
2254;Openbare gebouwen;Bunnik;2015;1
2255;Openbare gebouwen;Bunnik;2016;2
2256;Openbare gebouwen;Bunschoten;2013;0
2257;Openbare gebouwen;Bunschoten;2014;0
2258;Openbare gebouwen;Bunschoten;2015;0
2259;Openbare gebouwen;Bunschoten;2016;0
2260;Openbare gebouwen;Buren;2013;1
2261;Openbare gebouwen;Buren;2014;1
2262;Openbare gebouwen;Buren;2015;1
2263;Openbare gebouwen;Buren;2016;1
2264;Openbare gebouwen;Capelle aan den IJssel;2013;1
2265;Openbare gebouwen;Capelle aan den IJssel;2014;1
2266;Openbare gebouwen;Capelle aan den IJssel;2015;1
2267;Openbare gebouwen;Capelle aan den IJssel;2016;1
2268;Openbare gebouwen;Castricum;2013;6
2269;Openbare gebouwen;Castricum;2014;6
2270;Openbare gebouwen;Castricum;2015;6
2271;Openbare gebouwen;Castricum;2016;6
2272;Openbare gebouwen;Coevorden;2013;21
2273;Openbare gebouwen;Coevorden;2014;21
2274;Openbare gebouwen;Coevorden;2015;21
2275;Openbare gebouwen;Coevorden;2016;21
2276;Openbare gebouwen;Cranendonck;2013;3
2277;Openbare gebouwen;Cranendonck;2014;3
2278;Openbare gebouwen;Cranendonck;2015;3
2279;Openbare gebouwen;Cranendonck;2016;3
2280;Openbare gebouwen;Cromstrijen;2013;1
2281;Openbare gebouwen;Cromstrijen;2014;1
2282;Openbare gebouwen;Cromstrijen;2015;1
2283;Openbare gebouwen;Cromstrijen;2016;1
2284;Openbare gebouwen;Cuijk;2013;3
2285;Openbare gebouwen;Cuijk;2014;3
2286;Openbare gebouwen;Cuijk;2015;3
2287;Openbare gebouwen;Cuijk;2016;3
2288;Openbare gebouwen;Culemborg;2013;3
2289;Openbare gebouwen;Culemborg;2014;4
2290;Openbare gebouwen;Culemborg;2015;6
2291;Openbare gebouwen;Culemborg;2016;6
2292;Openbare gebouwen;Dalfsen;2013;1
2293;Openbare gebouwen;Dalfsen;2014;1
2294;Openbare gebouwen;Dalfsen;2015;1
2295;Openbare gebouwen;Dalfsen;2016;1
2296;Openbare gebouwen;Dantumadiel;2013;1
2297;Openbare gebouwen;Dantumadiel;2014;1
2298;Openbare gebouwen;Dantumadiel;2015;1
2299;Openbare gebouwen;Dantumadiel;2016;1
2300;Openbare gebouwen;Delft;2013;29
2301;Openbare gebouwen;Delft;2014;29
2302;Openbare gebouwen;Delft;2015;30
2303;Openbare gebouwen;Delft;2016;30
2304;Openbare gebouwen;Delfzijl;2013;4
2305;Openbare gebouwen;Delfzijl;2014;4
2306;Openbare gebouwen;Delfzijl;2015;4
2307;Openbare gebouwen;Delfzijl;2016;4
2308;Openbare gebouwen;Deurne;2013;3
2309;Openbare gebouwen;Deurne;2014;3
2310;Openbare gebouwen;Deurne;2015;3
2311;Openbare gebouwen;Deurne;2016;3
2312;Openbare gebouwen;Deventer;2013;13
2313;Openbare gebouwen;Deventer;2014;13
2314;Openbare gebouwen;Deventer;2015;13
2315;Openbare gebouwen;Deventer;2016;13
2316;Openbare gebouwen;Diemen;2013;0
2317;Openbare gebouwen;Diemen;2014;0
2318;Openbare gebouwen;Diemen;2015;0
2319;Openbare gebouwen;Diemen;2016;0
2320;Openbare gebouwen;Dinkelland;2013;4
2321;Openbare gebouwen;Dinkelland;2014;4
2322;Openbare gebouwen;Dinkelland;2015;4
2323;Openbare gebouwen;Dinkelland;2016;4
2324;Openbare gebouwen;Doesburg;2013;3
2325;Openbare gebouwen;Doesburg;2014;3
2326;Openbare gebouwen;Doesburg;2015;3
2327;Openbare gebouwen;Doesburg;2016;3
2328;Openbare gebouwen;Doetinchem;2013;3
2329;Openbare gebouwen;Doetinchem;2014;3
2330;Openbare gebouwen;Doetinchem;2015;3
2331;Openbare gebouwen;Doetinchem;2016;3
2332;Openbare gebouwen;Dongen;2013;2
2333;Openbare gebouwen;Dongen;2014;2
2334;Openbare gebouwen;Dongen;2015;2
2335;Openbare gebouwen;Dongen;2016;2
2336;Openbare gebouwen;Dongeradeel;2013;2
2337;Openbare gebouwen;Dongeradeel;2014;2
2338;Openbare gebouwen;Dongeradeel;2015;2
2339;Openbare gebouwen;Dongeradeel;2016;2
2340;Openbare gebouwen;Dordrecht;2013;13
2341;Openbare gebouwen;Dordrecht;2014;13
2342;Openbare gebouwen;Dordrecht;2015;13
2343;Openbare gebouwen;Dordrecht;2016;13
2344;Openbare gebouwen;Drechterland;2013;2
2345;Openbare gebouwen;Drechterland;2014;2
2346;Openbare gebouwen;Drechterland;2015;2
2347;Openbare gebouwen;Drechterland;2016;2
2348;Openbare gebouwen;Drimmelen;2013;3
2349;Openbare gebouwen;Drimmelen;2014;3
2350;Openbare gebouwen;Drimmelen;2015;3
2351;Openbare gebouwen;Drimmelen;2016;3
2352;Openbare gebouwen;Dronten;2013;0
2353;Openbare gebouwen;Dronten;2014;0
2354;Openbare gebouwen;Dronten;2015;0
2355;Openbare gebouwen;Dronten;2016;0
2356;Openbare gebouwen;Druten;2013;1
2357;Openbare gebouwen;Druten;2014;1
2358;Openbare gebouwen;Druten;2015;1
2359;Openbare gebouwen;Druten;2016;1
2360;Openbare gebouwen;Duiven;2013;0
2361;Openbare gebouwen;Duiven;2014;0
2362;Openbare gebouwen;Duiven;2015;0
2363;Openbare gebouwen;Duiven;2016;0
2364;Openbare gebouwen;Echt-Susteren;2013;5
2365;Openbare gebouwen;Echt-Susteren;2014;5
2366;Openbare gebouwen;Echt-Susteren;2015;5
2367;Openbare gebouwen;Echt-Susteren;2016;5
2368;Openbare gebouwen;Edam-Volendam;2013;2
2369;Openbare gebouwen;Edam-Volendam;2014;2
2370;Openbare gebouwen;Edam-Volendam;2015;2
2371;Openbare gebouwen;Edam-Volendam;2016;2
2372;Openbare gebouwen;Ede;2013;53
2373;Openbare gebouwen;Ede;2014;53
2374;Openbare gebouwen;Ede;2015;53
2375;Openbare gebouwen;Ede;2016;53
2376;Openbare gebouwen;Eemnes;2013;0
2377;Openbare gebouwen;Eemnes;2014;0
2378;Openbare gebouwen;Eemnes;2015;0
2379;Openbare gebouwen;Eemnes;2016;0
2380;Openbare gebouwen;Eemsmond;2013;4
2381;Openbare gebouwen;Eemsmond;2014;4
2382;Openbare gebouwen;Eemsmond;2015;4
2383;Openbare gebouwen;Eemsmond;2016;4
2384;Openbare gebouwen;Eersel;2013;0
2385;Openbare gebouwen;Eersel;2014;0
2386;Openbare gebouwen;Eersel;2015;0
2387;Openbare gebouwen;Eersel;2016;0
2388;Openbare gebouwen;Eijsden-Margraten;2013;4
2389;Openbare gebouwen;Eijsden-Margraten;2014;4
2390;Openbare gebouwen;Eijsden-Margraten;2015;4
2391;Openbare gebouwen;Eijsden-Margraten;2016;4
2392;Openbare gebouwen;Eindhoven;2013;15
2393;Openbare gebouwen;Eindhoven;2014;15
2394;Openbare gebouwen;Eindhoven;2015;15
2395;Openbare gebouwen;Eindhoven;2016;15
2396;Openbare gebouwen;Elburg;2013;10
2397;Openbare gebouwen;Elburg;2014;10
2398;Openbare gebouwen;Elburg;2015;10
2399;Openbare gebouwen;Elburg;2016;10
2400;Openbare gebouwen;Emmen;2013;4
2401;Openbare gebouwen;Emmen;2014;4
2402;Openbare gebouwen;Emmen;2015;4
2403;Openbare gebouwen;Emmen;2016;4
2404;Openbare gebouwen;Enkhuizen;2013;5
2405;Openbare gebouwen;Enkhuizen;2014;5
2406;Openbare gebouwen;Enkhuizen;2015;5
2407;Openbare gebouwen;Enkhuizen;2016;5
2408;Openbare gebouwen;Enschede;2013;6
2409;Openbare gebouwen;Enschede;2014;6
2410;Openbare gebouwen;Enschede;2015;6
2411;Openbare gebouwen;Enschede;2016;6
2412;Openbare gebouwen;Epe;2013;1
2413;Openbare gebouwen;Epe;2014;1
2414;Openbare gebouwen;Epe;2015;1
2415;Openbare gebouwen;Epe;2016;1
2416;Openbare gebouwen;Ermelo;2013;3
2417;Openbare gebouwen;Ermelo;2014;3
2418;Openbare gebouwen;Ermelo;2015;3
2419;Openbare gebouwen;Ermelo;2016;3
2420;Openbare gebouwen;Etten-Leur;2013;3
2421;Openbare gebouwen;Etten-Leur;2014;3
2422;Openbare gebouwen;Etten-Leur;2015;3
2423;Openbare gebouwen;Etten-Leur;2016;3
2424;Openbare gebouwen;Ferwerderadiel;2013;1
2425;Openbare gebouwen;Ferwerderadiel;2014;1
2426;Openbare gebouwen;Ferwerderadiel;2015;1
2427;Openbare gebouwen;Ferwerderadiel;2016;1
2428;Openbare gebouwen;Franekeradeel;2013;7
2429;Openbare gebouwen;Franekeradeel;2014;7
2430;Openbare gebouwen;Franekeradeel;2015;7
2431;Openbare gebouwen;Franekeradeel;2016;7
2432;Openbare gebouwen;De Fryske Marren;2013;10
2433;Openbare gebouwen;De Fryske Marren;2014;10
2434;Openbare gebouwen;De Fryske Marren;2015;10
2435;Openbare gebouwen;De Fryske Marren;2016;10
2436;Openbare gebouwen;Geertruidenberg;2013;8
2437;Openbare gebouwen;Geertruidenberg;2014;8
2438;Openbare gebouwen;Geertruidenberg;2015;8
2439;Openbare gebouwen;Geertruidenberg;2016;8
2440;Openbare gebouwen;Geldermalsen;2013;2
2441;Openbare gebouwen;Geldermalsen;2014;5
2442;Openbare gebouwen;Geldermalsen;2015;5
2443;Openbare gebouwen;Geldermalsen;2016;5
2444;Openbare gebouwen;Geldrop-Mierlo;2013;4
2445;Openbare gebouwen;Geldrop-Mierlo;2014;4
2446;Openbare gebouwen;Geldrop-Mierlo;2015;4
2447;Openbare gebouwen;Geldrop-Mierlo;2016;4
2448;Openbare gebouwen;Gemert-Bakel;2013;3
2449;Openbare gebouwen;Gemert-Bakel;2014;3
2450;Openbare gebouwen;Gemert-Bakel;2015;3
2451;Openbare gebouwen;Gemert-Bakel;2016;3
2452;Openbare gebouwen;Gennep;2013;2
2453;Openbare gebouwen;Gennep;2014;2
2454;Openbare gebouwen;Gennep;2015;2
2455;Openbare gebouwen;Gennep;2016;2
2456;Openbare gebouwen;Giessenlanden;2013;0
2457;Openbare gebouwen;Giessenlanden;2014;0
2458;Openbare gebouwen;Giessenlanden;2015;0
2459;Openbare gebouwen;Giessenlanden;2016;0
2460;Openbare gebouwen;Gilze en Rijen;2013;61
2461;Openbare gebouwen;Gilze en Rijen;2014;61
2462;Openbare gebouwen;Gilze en Rijen;2015;61
2463;Openbare gebouwen;Gilze en Rijen;2016;61
2464;Openbare gebouwen;Goeree-Overflakkee;2013;6
2465;Openbare gebouwen;Goeree-Overflakkee;2014;6
2466;Openbare gebouwen;Goeree-Overflakkee;2015;6
2467;Openbare gebouwen;Goeree-Overflakkee;2016;6
2468;Openbare gebouwen;Goes;2013;9
2469;Openbare gebouwen;Goes;2014;9
2470;Openbare gebouwen;Goes;2015;9
2471;Openbare gebouwen;Goes;2016;9
2472;Openbare gebouwen;Goirle;2013;0
2473;Openbare gebouwen;Goirle;2014;0
2474;Openbare gebouwen;Goirle;2015;0
2475;Openbare gebouwen;Goirle;2016;0
2476;Openbare gebouwen;Gooise Meren;2013;19
2477;Openbare gebouwen;Gooise Meren;2014;19
2478;Openbare gebouwen;Gooise Meren;2015;19
2479;Openbare gebouwen;Gooise Meren;2016;19
2480;Openbare gebouwen;Gorinchem;2013;7
2481;Openbare gebouwen;Gorinchem;2014;7
2482;Openbare gebouwen;Gorinchem;2015;7
2483;Openbare gebouwen;Gorinchem;2016;7
2484;Openbare gebouwen;Gouda;2013;10
2485;Openbare gebouwen;Gouda;2014;10
2486;Openbare gebouwen;Gouda;2015;10
2487;Openbare gebouwen;Gouda;2016;10
2488;Openbare gebouwen;Grave;2013;9
2489;Openbare gebouwen;Grave;2014;9
2490;Openbare gebouwen;Grave;2015;9
2491;Openbare gebouwen;Grave;2016;9
2492;Openbare gebouwen;'s-Gravenhage (gemeente);2013;46
2493;Openbare gebouwen;'s-Gravenhage (gemeente);2014;48
2494;Openbare gebouwen;'s-Gravenhage (gemeente);2015;48
2495;Openbare gebouwen;'s-Gravenhage (gemeente);2016;48
2496;Openbare gebouwen;Groningen (gemeente);2013;27
2497;Openbare gebouwen;Groningen (gemeente);2014;26
2498;Openbare gebouwen;Groningen (gemeente);2015;26
2499;Openbare gebouwen;Groningen (gemeente);2016;25
2500;Openbare gebouwen;Grootegast;2013;0
2501;Openbare gebouwen;Grootegast;2014;0
2502;Openbare gebouwen;Grootegast;2015;0
2503;Openbare gebouwen;Grootegast;2016;0
2504;Openbare gebouwen;Gulpen-Wittem;2013;0
2505;Openbare gebouwen;Gulpen-Wittem;2014;0
2506;Openbare gebouwen;Gulpen-Wittem;2015;0
2507;Openbare gebouwen;Gulpen-Wittem;2016;0
2508;Openbare gebouwen;Haaksbergen;2013;1
2509;Openbare gebouwen;Haaksbergen;2014;1
2510;Openbare gebouwen;Haaksbergen;2015;1
2511;Openbare gebouwen;Haaksbergen;2016;1
2512;Openbare gebouwen;Haaren;2013;4
2513;Openbare gebouwen;Haaren;2014;4
2514;Openbare gebouwen;Haaren;2015;4
2515;Openbare gebouwen;Haaren;2016;4
2516;Openbare gebouwen;Haarlem;2013;24
2517;Openbare gebouwen;Haarlem;2014;24
2518;Openbare gebouwen;Haarlem;2015;25
2519;Openbare gebouwen;Haarlem;2016;25
2520;Openbare gebouwen;Haarlemmerliede en Spaarnwoude;2013;3
2521;Openbare gebouwen;Haarlemmerliede en Spaarnwoude;2014;3
2522;Openbare gebouwen;Haarlemmerliede en Spaarnwoude;2015;3
2523;Openbare gebouwen;Haarlemmerliede en Spaarnwoude;2016;3
2524;Openbare gebouwen;Haarlemmermeer;2013;3
2525;Openbare gebouwen;Haarlemmermeer;2014;3
2526;Openbare gebouwen;Haarlemmermeer;2015;3
2527;Openbare gebouwen;Haarlemmermeer;2016;3
2528;Openbare gebouwen;Halderberge;2013;7
2529;Openbare gebouwen;Halderberge;2014;7
2530;Openbare gebouwen;Halderberge;2015;7
2531;Openbare gebouwen;Halderberge;2016;7
2532;Openbare gebouwen;Hardenberg;2013;2
2533;Openbare gebouwen;Hardenberg;2014;2
2534;Openbare gebouwen;Hardenberg;2015;2
2535;Openbare gebouwen;Hardenberg;2016;2
2536;Openbare gebouwen;Harderwijk;2013;3
2537;Openbare gebouwen;Harderwijk;2014;3
2538;Openbare gebouwen;Harderwijk;2015;3
2539;Openbare gebouwen;Harderwijk;2016;3
2540;Openbare gebouwen;Hardinxveld-Giessendam;2013;0
2541;Openbare gebouwen;Hardinxveld-Giessendam;2014;0
2542;Openbare gebouwen;Hardinxveld-Giessendam;2015;0
2543;Openbare gebouwen;Hardinxveld-Giessendam;2016;0
2544;Openbare gebouwen;Haren;2013;4
2545;Openbare gebouwen;Haren;2014;4
2546;Openbare gebouwen;Haren;2015;4
2547;Openbare gebouwen;Haren;2016;4
2548;Openbare gebouwen;Harlingen;2013;6
2549;Openbare gebouwen;Harlingen;2014;6
2550;Openbare gebouwen;Harlingen;2015;6
2551;Openbare gebouwen;Harlingen;2016;6
2552;Openbare gebouwen;Hattem;2013;2
2553;Openbare gebouwen;Hattem;2014;1
2554;Openbare gebouwen;Hattem;2015;1
2555;Openbare gebouwen;Hattem;2016;1
2556;Openbare gebouwen;Heemskerk;2013;1
2557;Openbare gebouwen;Heemskerk;2014;1
2558;Openbare gebouwen;Heemskerk;2015;1
2559;Openbare gebouwen;Heemskerk;2016;1
2560;Openbare gebouwen;Heemstede;2013;2
2561;Openbare gebouwen;Heemstede;2014;2
2562;Openbare gebouwen;Heemstede;2015;2
2563;Openbare gebouwen;Heemstede;2016;2
2564;Openbare gebouwen;Heerde;2013;0
2565;Openbare gebouwen;Heerde;2014;0
2566;Openbare gebouwen;Heerde;2015;0
2567;Openbare gebouwen;Heerde;2016;0
2568;Openbare gebouwen;Heerenveen;2013;1
2569;Openbare gebouwen;Heerenveen;2014;1
2570;Openbare gebouwen;Heerenveen;2015;1
2571;Openbare gebouwen;Heerenveen;2016;1
2572;Openbare gebouwen;Heerhugowaard;2013;0
2573;Openbare gebouwen;Heerhugowaard;2014;0
2574;Openbare gebouwen;Heerhugowaard;2015;0
2575;Openbare gebouwen;Heerhugowaard;2016;0
2576;Openbare gebouwen;Heerlen;2013;11
2577;Openbare gebouwen;Heerlen;2014;11
2578;Openbare gebouwen;Heerlen;2015;11
2579;Openbare gebouwen;Heerlen;2016;11
2580;Openbare gebouwen;Heeze-Leende;2013;0
2581;Openbare gebouwen;Heeze-Leende;2014;0
2582;Openbare gebouwen;Heeze-Leende;2015;0
2583;Openbare gebouwen;Heeze-Leende;2016;0
2584;Openbare gebouwen;Heiloo;2013;3
2585;Openbare gebouwen;Heiloo;2014;3
2586;Openbare gebouwen;Heiloo;2015;3
2587;Openbare gebouwen;Heiloo;2016;3
2588;Openbare gebouwen;Den Helder;2013;8
2589;Openbare gebouwen;Den Helder;2014;8
2590;Openbare gebouwen;Den Helder;2015;8
2591;Openbare gebouwen;Den Helder;2016;8
2592;Openbare gebouwen;Hellendoorn;2013;0
2593;Openbare gebouwen;Hellendoorn;2014;0
2594;Openbare gebouwen;Hellendoorn;2015;0
2595;Openbare gebouwen;Hellendoorn;2016;0
2596;Openbare gebouwen;Hellevoetsluis;2013;6
2597;Openbare gebouwen;Hellevoetsluis;2014;6
2598;Openbare gebouwen;Hellevoetsluis;2015;6
2599;Openbare gebouwen;Hellevoetsluis;2016;6
2600;Openbare gebouwen;Helmond;2013;6
2601;Openbare gebouwen;Helmond;2014;6
2602;Openbare gebouwen;Helmond;2015;6
2603;Openbare gebouwen;Helmond;2016;6
2604;Openbare gebouwen;Hendrik-Ido-Ambacht;2013;0
2605;Openbare gebouwen;Hendrik-Ido-Ambacht;2014;0
2606;Openbare gebouwen;Hendrik-Ido-Ambacht;2015;0
2607;Openbare gebouwen;Hendrik-Ido-Ambacht;2016;0
2608;Openbare gebouwen;Hengelo (O.);2013;5
2609;Openbare gebouwen;Hengelo (O.);2014;5
2610;Openbare gebouwen;Hengelo (O.);2015;6
2611;Openbare gebouwen;Hengelo (O.);2016;6
2612;Openbare gebouwen;'s-Hertogenbosch;2013;26
2613;Openbare gebouwen;'s-Hertogenbosch;2014;26
2614;Openbare gebouwen;'s-Hertogenbosch;2015;26
2615;Openbare gebouwen;'s-Hertogenbosch;2016;26
2616;Openbare gebouwen;Heumen;2013;0
2617;Openbare gebouwen;Heumen;2014;0
2618;Openbare gebouwen;Heumen;2015;0
2619;Openbare gebouwen;Heumen;2016;0
2620;Openbare gebouwen;Heusden;2013;3
2621;Openbare gebouwen;Heusden;2014;3
2622;Openbare gebouwen;Heusden;2015;3
2623;Openbare gebouwen;Heusden;2016;3
2624;Openbare gebouwen;Hillegom;2013;1
2625;Openbare gebouwen;Hillegom;2014;1
2626;Openbare gebouwen;Hillegom;2015;1
2627;Openbare gebouwen;Hillegom;2016;1
2628;Openbare gebouwen;Hilvarenbeek;2013;0
2629;Openbare gebouwen;Hilvarenbeek;2014;0
2630;Openbare gebouwen;Hilvarenbeek;2015;0
2631;Openbare gebouwen;Hilvarenbeek;2016;0
2632;Openbare gebouwen;Hilversum;2013;24
2633;Openbare gebouwen;Hilversum;2014;24
2634;Openbare gebouwen;Hilversum;2015;24
2635;Openbare gebouwen;Hilversum;2016;25
2636;Openbare gebouwen;Hof van Twente;2013;2
2637;Openbare gebouwen;Hof van Twente;2014;2
2638;Openbare gebouwen;Hof van Twente;2015;2
2639;Openbare gebouwen;Hof van Twente;2016;2
2640;Openbare gebouwen;Hollands Kroon;2013;4
2641;Openbare gebouwen;Hollands Kroon;2014;4
2642;Openbare gebouwen;Hollands Kroon;2015;4
2643;Openbare gebouwen;Hollands Kroon;2016;4
2644;Openbare gebouwen;Hoogeveen;2013;3
2645;Openbare gebouwen;Hoogeveen;2014;3
2646;Openbare gebouwen;Hoogeveen;2015;3
2647;Openbare gebouwen;Hoogeveen;2016;3
2648;Openbare gebouwen;Hoogezand-Sappemeer;2013;1
2649;Openbare gebouwen;Hoogezand-Sappemeer;2014;1
2650;Openbare gebouwen;Hoogezand-Sappemeer;2015;1
2651;Openbare gebouwen;Hoogezand-Sappemeer;2016;1
2652;Openbare gebouwen;Hoorn;2013;9
2653;Openbare gebouwen;Hoorn;2014;9
2654;Openbare gebouwen;Hoorn;2015;9
2655;Openbare gebouwen;Hoorn;2016;9
2656;Openbare gebouwen;Horst aan de Maas;2013;2
2657;Openbare gebouwen;Horst aan de Maas;2014;2
2658;Openbare gebouwen;Horst aan de Maas;2015;2
