ID;Plaatsnamen;Gemeentecode_1;Naam_2;Code_3;Naam_4;Code_5;NaamAfkorting_6;PTTWoonplaatsnaam_7;Gemeentenaam_8
1700;Garvelinkhoek;278;Ruurlo                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
1701;Garyp;737;Tytsjerksteradiel          ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
1702;Gassel;786;Grave                      ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
1703;Gasselte;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1704;Gasselterboerveen;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;nee;nee
1705;Gasselterboerveenschemond;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;nee;nee
1706;Gasselternijveen;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1707;Gasselternijveenschemond;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1708;Gastel;759;Budel                      ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;ja ;nee
1709;Gastelsveer;1655;Halderberge                ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
1710;Gasteren;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1711;Gasthuis;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
1712;Gaternisse;692;Oostburg                   ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;nee;nee
1713;Gauw;683;Wymbritseradiel            ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
1714;Gawege;703;Reimerswaal                ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;nee;nee
1715;Gebergte;847;Someren                    ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
1716;Gebroek;974;Susteren                   ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
1717;Gebroek;902;Echt                       ;122;Overig Midden-Limburg ten oosten v. Maas          ;31;L.  ;nee;nee
1718;72;10;Delfzijl                   ;2;Appingedam, Delfzijl                              ;20;Gr. ;nee;nee
1719;Geelbroek;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1720;Geenhoven;858;Valkenswaard               ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;nee;nee
1721;Geer;736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;nee;nee
1722;Geer;707;Zederik                    ;78;Vijfheerenlanden                                  ;28;ZH. ;nee;nee
1723;Geerdijk;159;Den Ham                    ;21;Noordoost-Overijssel                              ;23;O.  ;nee;nee
1724;Geersbroek;1723;Alphen-Chaam               ;108;Gebied om Tilburg                                 ;30;NB. ;ja ;nee
1725;Geersdijk;1695;Noord-Beveland             ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;ja ;nee
1726;Geertruidenberg;779;Geertruidenberg            ;104;Gebied om Breda                                   ;30;NB. ;ja ;ja 
1727;Geervliet;568;Bernisse                   ;91;Voorne-Putten en Rozenburg                        ;28;ZH. ;ja ;nee
1728;924;109;Coevorden                  ;18;Zuiddrents randgebied                             ;22;D.  ;ja ;nee
1729;925;109;Coevorden                  ;18;Zuiddrents randgebied                             ;22;D.  ;ja ;nee
1730;Geestdorp;632;Woerden                    ;49;Utrechts weidegebied                              ;26;U.  ;nee;nee
1731;Geesteren;211;Borculo                    ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;ja ;nee
1732;Geesteren;183;Tubbergen                  ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
1733;Geeuwenbrug;1701;Westerveld                 ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
1734;Geffen;1671;Maasdonk                   ;111;Maaskant                                          ;30;NB. ;ja ;nee
1735;Gein;457;Weesp                      ;65;Vechtstreek in Noord-Holland                      ;27;NH. ;nee;nee
1736;Gein;305;Abcoude                    ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;nee;nee
1737;Gein, Het;356;Nieuwegein                 ;46;Nieuwegein, IJsselstein                           ;26;U.  ;nee;nee
1738;Geitenkamp;202;Arnhem                     ;35;Arnhem                                            ;25;Gld.;nee;nee
1739;Geitenwaard;196;Rijnwaarden                ;26;De Lijmers                                        ;25;Gld.;nee;nee
1740;Gelderingen;181;Steenwijk                  ;19;Noordwest-Overijssel                              ;23;O.  ;nee;nee
1741;Geldermalsen;236;Geldermalsen               ;38;Westelijke Betuwe                                 ;25;Gld.;ja ;ja 
1742;Gelders-Veenendaal;228;Ede                        ;31;Gelderse Vallei                                   ;25;Gld.;nee;nee
1743;Gelderse Buurt;366;Anna Paulowna              ;52;Overige gemeenten Kop van Noord-Holland           ;27;NH. ;nee;nee
1744;Gelderse Dijk;269;Oldebroek                  ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
1745;Gelderswoude;638;Zoeterwoude                ;71;Randgebied Leiden                                 ;28;ZH. ;ja ;nee
1746;Geldrop;781;Geldrop                    ;114;Randgebied Eindhoven                              ;30;NB. ;ja ;ja 
1747;Geleen;906;Geleen                     ;124;Westelijke Mijnstreek                             ;31;L.  ;ja ;ja 
1748;Gelkenes;694;Liesveld                   ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;nee;nee
1749;Gellicum;236;Geldermalsen               ;38;Westelijke Betuwe                                 ;25;Gld.;ja ;nee
1750;Geloo;890;Belfeld                    ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;nee;nee
1751;Gelselaar;211;Borculo                    ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;ja ;nee
1752;Gement;828;Oss                        ;111;Maaskant                                          ;30;NB. ;nee;nee
1753;Gement;865;Vught                      ;109;'s-Hertogenbosch en Vught                         ;30;NB. ;nee;nee
1754;Gemert;1652;Gemert-Bakel               ;118;Brabantse Peel                                    ;30;NB. ;ja ;nee
1755;Gemert-Bakel;1652;Gemert-Bakel               ;118;Brabantse Peel                                    ;30;NB. ;nee;ja 
1756;Gemonde;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;ja ;nee
1757;Gemullehoeken;824;Oisterwijk                 ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
1758;Genderen;738;Aalburg                    ;105;Land van Altena                                   ;30;NB. ;ja ;nee
1759;Gendringen;237;Gendringen                 ;29;Oude-IJsselgebied (oostelijk deel)                ;25;Gld.;ja ;ja 
1760;Gendt;238;Gendt                      ;37;Oostelijke Betuwe                                 ;25;Gld.;ja ;ja 
1761;Genemuiden;154;Genemuiden                 ;20;IJssel-, Vechtdelta                               ;23;O.  ;ja ;ja 
1762;Genenberg;898;Broekhuizen                ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
1763;Geneneind;1652;Gemert-Bakel               ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
1764;Gening;893;Bergen                     ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
1765;Genne;193;Zwolle                     ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
1766;Gennep;772;Eindhoven                  ;113;Eindhoven                                         ;30;NB. ;nee;nee
1767;Gennep;907;Gennep                     ;120;Noord-Limburg                                     ;31;L.  ;ja ;ja 
1768;Genoenhuis;781;Geldrop                    ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
1769;Genooi (ged.);885;Arcen en Velden            ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
1770;Genooi (ged.);983;Venlo                      ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;nee;nee
1771;Genooierbergen;983;Venlo                      ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;nee;nee
1772;601;68;Ferwerderadeel             ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
1773;Gerendal;994;Valkenburg aan de Geul     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
1774;Gerheggen;1670;Roggel en Neer             ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
1775;546;59;Achtkarspelen              ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
1776;Gerner;148;Dalfsen                    ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
1777;Gerns;710;Wûnseradiel                ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
1778;657;74;Heerenveen                 ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
1779;Gerven;273;Putten                     ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
1780;Gerverscop;318;Harmelen                   ;49;Utrechts weidegebied                              ;26;U.  ;nee;nee
1781;Gerwen;820;Nuenen c.a.                ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
1782;Gest, De;462;Wieringen                  ;51;Wieringen, Wieringermeer                          ;27;NH. ;nee;nee
1783;Gestel;772;Eindhoven                  ;113;Eindhoven                                         ;30;NB. ;nee;nee
1784;Getfert;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
1785;Geulhem;994;Valkenburg aan de Geul     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
1786;Geulle;938;Meerssen                   ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;nee
1787;Geverik;888;Beek                       ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
1788;Gewande;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught                         ;30;NB. ;nee;nee
1789;Geysteren;993;Meerlo-Wanssum             ;120;Noord-Limburg                                     ;31;L.  ;ja ;nee
1790;Gieltjesdorp;311;Breukelen                  ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;nee;nee
1791;Giersbergen;809;Loon op Zand               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
1792;Giesbeek;199;Angerlo                    ;26;De Lijmers                                        ;25;Gld.;ja ;nee
1793;Giessen;874;Woudrichem                 ;105;Land van Altena                                   ;30;NB. ;ja ;nee
1794;Giessen-Oudekerk;689;Giessenlanden              ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;nee;nee
1795;Giessenburg;689;Giessenlanden              ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;ja ;nee
1796;Giessendam;523;Hardinxveld-Giessendam     ;76;Industriegebied Alblasserwaard                    ;28;ZH. ;nee;nee
1797;Giessenlanden;689;Giessenlanden              ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;nee;ja 
1798;Gietelo;285;Voorst                     ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;nee;nee
1799;Gieten;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1800;Gieterveen;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1801;Giethmen;175;Ommen                      ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;nee
1802;Giethoorn;194;Brederwiede                ;19;Noordwest-Overijssel                              ;23;O.  ;ja ;nee
1803;Giethoorn-Noord;194;Brederwiede                ;19;Noordwest-Overijssel                              ;23;O.  ;nee;nee
1804;Giethoorn-Zuid;194;Brederwiede                ;19;Noordwest-Overijssel                              ;23;O.  ;nee;nee
1805;Gijbeland;693;Graafstroom                ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;nee;nee
1806;Gijzel;788;Haaren                     ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
1807;Gijzenrooi;781;Geldrop                    ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
1808;Gilden;453;Velsen                     ;59;IJmond                                            ;27;NH. ;nee;nee
1809;Gilze;784;Gilze en Rijen             ;108;Gebied om Tilburg                                 ;30;NB. ;ja ;nee
1810;Gilze en Rijen;784;Gilze en Rijen             ;108;Gebied om Tilburg                                 ;30;NB. ;nee;ja 
1811;Ginderdoor;1723;Alphen-Chaam               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
1812;Ginderdoor;1659;Laarbeek                   ;115;Industriegebied Helmond                           ;30;NB. ;nee;nee
1813;Ginderover;1658;Heeze-Leende               ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;nee;nee
1814;Ginkel, De;228;Ede                        ;31;Gelderse Vallei                                   ;25;Gld.;nee;nee
1815;Ginneken;758;Breda                      ;103;Breda                                             ;30;NB. ;nee;nee
1816;Glane;168;Losser                     ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
1817;Glanerbrug;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
1818;Glanerveld;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
1819;141;17;Haren                      ;8;Randgebied stad Groningen                         ;20;Gr. ;ja ;nee
1820;Glind, De;203;Barneveld                  ;31;Gelderse Vallei                                   ;25;Gld.;ja ;nee
1821;Glindhorst;203;Barneveld                  ;31;Gelderse Vallei                                   ;25;Gld.;nee;nee
1822;Glip, De;397;Heemstede                  ;61;Overige gemeenten Zuid-Kennemerland               ;27;NH. ;nee;nee
1823;Gnephoek;484;Alphen aan den Rijn        ;73;Rijnstreek Zuid-Holland                           ;28;ZH. ;nee;nee
1824;73;10;Delfzijl                   ;2;Appingedam, Delfzijl                              ;20;Gr. ;ja ;nee
1825;Goedereede;511;Goedereede                 ;92;Goeree en Overflakkee                             ;28;ZH. ;ja ;ja 
1826;Goenga;683;Wymbritseradiel            ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
1827;814;90;Smallingerland             ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
1828;Goes;664;Goes                       ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;ja ;ja 
1829;Goffert;268;Nijmegen                   ;39;Nijmegen                                          ;25;Gld.;nee;nee
1830;Goidschalxoord;585;Binnenmaas                 ;90;Hoeksche Waard                                    ;28;ZH. ;nee;nee
1831;Goilberdingen;216;Culemborg                  ;38;Westelijke Betuwe                                 ;25;Gld.;nee;nee
1832;367;51;Skarsterlân                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
1833;Goirke, Het;855;Tilburg                    ;107;Tilburg                                           ;30;NB. ;nee;nee
1834;Goirle;785;Goirle                     ;108;Gebied om Tilburg                                 ;30;NB. ;ja ;ja 
1835;Goldhoorn;1661;Reiderland                 ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
1836;Gooi;248;Hengelo                    ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
1837;Gooium;710;Wûnseradiel                ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
1838;Goor;156;Goor                       ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;ja 
1839;Goor;169;Markelo                    ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
1840;Goor, Het;814;Mierlo                     ;115;Industriegebied Helmond                           ;30;NB. ;nee;nee
1841;Goorn, De;558;Wester-Koggenland          ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;ja ;nee
1842;Gorinchem;512;Gorinchem                  ;76;Industriegebied Alblasserwaard                    ;28;ZH. ;ja ;ja 
1843;Gorp;798;Hilvarenbeek               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
1844;784;86;Opsterland                 ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
1845;Gorssel;239;Gorssel                    ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;ja ;ja 
1846;Gortel;232;Epe                        ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;nee;nee
1847;Gouda;513;Gouda                      ;74;Gouda en omstreken                                ;28;ZH. ;ja ;ja 
1848;Gouderak;644;Ouderkerk                  ;75;Krimpenerwaard                                    ;28;ZH. ;ja ;nee
1849;Goudriaan;693;Graafstroom                ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;ja ;nee
1850;Goudseweg;623;Vlist                      ;75;Krimpenerwaard                                    ;28;ZH. ;nee;nee
1851;Goudswaard;588;Korendijk                  ;90;Hoeksche Waard                                    ;28;ZH. ;ja ;nee
1852;691;80;Leeuwarden                 ;11;Leeuwarden                                        ;21;F.  ;ja ;nee
1853;Gouwe;432;Opmeer                     ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;nee;nee
1854;Goy, 't;321;Houten                     ;45;Utrechts Kromme Rijngebied                        ;26;U.  ;ja ;nee
1855;Graaf;331;Lopik                      ;49;Utrechts weidegebied                              ;26;U.  ;nee;nee
1856;Graafland;694;Liesveld                   ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;nee;nee
1857;Graafstroom;693;Graafstroom                ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;nee;ja 
1858;Graauw;677;Hulst                      ;100;Overige gemeenten Oost-Zeeuwsch-Vlaander          ;29;Z.  ;ja ;nee
1859;Graauw en Langendam;677;Hulst                      ;100;Overige gemeenten Oost-Zeeuwsch-Vlaander          ;29;Z.  ;nee;nee
1860;Gracht (ged.);882;Landgraaf                  ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
1861;Gracht (ged.);928;Kerkrade                   ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
1862;Graetheide (ged.);968;Sittard                    ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
1863;Graetheide (ged.);897;Born                       ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
1864;Graetheide (ged.);906;Geleen                     ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
1865;Grafhorst;191;IJsselmuiden               ;20;IJssel-, Vechtdelta                               ;23;O.  ;ja ;nee
1866;Graft;365;Graft-De Rijp              ;56;Noordhollands Middengewest                        ;27;NH. ;ja ;nee
1867;Graft-De Rijp;365;Graft-De Rijp              ;56;Noordhollands Middengewest                        ;27;NH. ;nee;ja 
1868;Graftdijk;365;Graft-De Rijp              ;56;Noordhollands Middengewest                        ;27;NH. ;nee;nee
1869;Gramsbergen;157;Gramsbergen                ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;ja 
1870;Grashoek;918;Helden                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;ja ;nee
1871;Graspeel;1685;Landerd                    ;111;Maaskant                                          ;30;NB. ;nee;nee
1872;Grathem;920;Heythuysen                 ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;ja ;nee
1873;Grauwe Kat;710;Wûnseradiel                ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
1874;Grauwe Polder;777;Etten-Leur                 ;104;Gebied om Breda                                   ;30;NB. ;nee;nee
1875;Grave;786;Grave                      ;119;Land van Cuijk                                    ;30;NB. ;ja ;ja 
1876;Gravekoop;595;Reeuwijk                   ;74;Gouda en omstreken                                ;28;ZH. ;nee;nee
1877;Graveland, 's-;599;Rotterdam                  ;84;Rotterdam                                         ;28;ZH. ;nee;nee
1878;Graveland, 's-;390;'s-Graveland               ;65;Vechtstreek in Noord-Holland                      ;27;NH. ;ja ;ja 
1879;Gravendeel, 's-;517;'s-Gravendeel              ;90;Hoeksche Waard                                    ;28;ZH. ;ja ;ja 
1880;Gravenhage, 's-;518;'s-Gravenhage              ;79;'s-Gravenhage                                     ;28;ZH. ;ja ;ja 
1881;Gravenmoer, 's-;766;Dongen                     ;108;Gebied om Tilburg                                 ;30;NB. ;ja ;nee
1882;Gravenmoerse Vaart, 's-;766;Dongen                     ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
1883;Gravenpolder, 's-;654;Borsele                    ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;ja ;nee
1884;280;40;Slochteren                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
1885;Gravensloot 's-;632;Woerden                    ;49;Utrechts weidegebied                              ;26;U.  ;nee;nee
1886;Gravenwaard, 's-;196;Rijnwaarden                ;26;De Lijmers                                        ;25;Gld.;nee;nee
1887;Gravenweg, 's- (ged.);567;Nieuwerkerk aan den IJssel ;88;Oostelijk randgebied Rotterdam                    ;28;ZH. ;nee;nee
1888;Gravenweg, 's- (ged.);502;Capelle aan den IJssel     ;88;Oostelijk randgebied Rotterdam                    ;28;ZH. ;nee;nee
1889;Gravenzande, 's-;519;'s-Gravenzande             ;81;Westland                                          ;28;ZH. ;ja ;ja 
1890;Grazen;1723;Alphen-Chaam               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
1891;Grebbe;340;Rhenen                     ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
1892;Greffeling;668;West Maas en Waal          ;41;Land van Maas en Waal                             ;25;Gld.;nee;nee
1893;Greffelkamp;218;Didam                      ;26;De Lijmers                                        ;25;Gld.;nee;nee
1894;737;83;Menaldumadeel              ;12;Friese bouwstreek                                 ;21;F.  ;nee;nee
1895;Greonterp;683;Wymbritseradiel            ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
1896;Greup;585;Binnenmaas                 ;90;Hoeksche Waard                                    ;28;ZH. ;nee;nee
1897;Grevenbicht;897;Born                       ;124;Westelijke Mijnstreek                             ;31;L.  ;ja ;nee
1898;Griendtsveen;923;Horst                      ;120;Noord-Limburg                                     ;31;L.  ;ja ;nee
1899;968;114;Emmen                      ;15;Emmen, Schoonebeek                                ;22;D.  ;nee;nee
1900;Griete;715;Terneuzen                  ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen               ;29;Z.  ;nee;nee
1901;Grieth;299;Zevenaar                   ;26;De Lijmers                                        ;25;Gld.;nee;nee
1902;Griffenstein;355;Zeist                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
1903;481;56;Zuidhorn                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;ja ;nee
1904;Grijpskerke;717;Veere                      ;96;Overige gemeenten Walcheren                       ;29;Z.  ;ja ;nee
1905;Grijssloot;1663;De Marne                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;nee;nee
1906;Grijzegrubben;951;Nuth                       ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
1907;Grobbendonck;785;Goirle                     ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
1908;Groede;692;Oostburg                   ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;ja ;nee
1909;Groenekan;334;Maartensdijk               ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;ja ;nee
1910;Groeneweg;1666;Zevenhuizen-Moerkapelle    ;83;Midden Zuid-Holland                               ;28;ZH. ;nee;nee
1911;Groenewoud;855;Tilburg                    ;107;Tilburg                                           ;30;NB. ;nee;nee
1912;Groeningen;756;Boxmeer                    ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
1913;Groenlanden;282;Ubbergen                   ;40;Gebied om Nijmegen                                ;25;Gld.;nee;nee
1914;Groenlo;240;Groenlo                    ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;ja ;ja 
1915;Groenstraat;798;Hilvarenbeek               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
1916;Groenveld;395;Harenkarspel               ;53;Westelijk West-Friesland                          ;27;NH. ;nee;nee
1917;Groes;1721;Bernheze                   ;111;Maaskant                                          ;30;NB. ;nee;nee
1918;Groesbeek;241;Groesbeek                  ;40;Gebied om Nijmegen                                ;25;Gld.;ja ;ja 
1919;Groeskuilen;1652;Gemert-Bakel               ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
1920;Groessen;226;Duiven                     ;26;De Lijmers                                        ;25;Gld.;ja ;nee
1921;Groet;444;Schoorl                    ;55;Noord-Kennemerland                                ;27;NH. ;ja ;nee
1922;Groeve, De;136;Zuidlaren                  ;14;Noorddrents randgebied                            ;22;D.  ;ja ;nee
1923;Groeze;918;Helden                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
1924;Grolloo;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1925;102;14;Groningen                  ;7;Stad Groningen                                    ;20;Gr. ;ja ;ja 
1926;Gronsveld;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;nee
1927;Groot Dochteren;262;Lochem                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
1928;Groot Loo;798;Hilvarenbeek               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
1929;Groot- en Klein-Welsden;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
1930;Groot-Abeele;718;Vlissingen                 ;95;Kanaalzone Walcheren                              ;29;Z.  ;nee;nee
1931;Groot-Ammers;694;Liesveld                   ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;ja ;nee
1932;Groot-Doenrade;962;Schinnen                   ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
1933;418;53;Winsum                     ;6;Groninger centrale Weidestreek                    ;20;Gr. ;nee;nee
1934;Groote Aard;861;Veldhoven                  ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
1935;Groote Haar;512;Gorinchem                  ;76;Industriegebied Alblasserwaard                    ;28;ZH. ;nee;nee
1936;Groote Heide, Op de;1658;Heeze-Leende               ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;nee;nee
1937;Groote Hoeven;847;Someren                    ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
1938;Groote Horst;893;Bergen                     ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
1939;Groote Keeten;476;Zijpe                      ;52;Overige gemeenten Kop van Noord-Holland           ;27;NH. ;nee;nee
1940;Groote Lindt;642;Zwijndrecht                ;87;Oostelijk IJsselmonde                             ;28;ZH. ;nee;nee
1941;Groote Peel;1652;Gemert-Bakel               ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
1942;Groote Polder;878;Zevenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
1943;Grootebroek;532;Stede Broec                ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;ja ;nee
1944;124;15;Grootegast                 ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;ja ;ja 
1945;Grootgenhout;888;Beek                       ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
1946;Grootschermer;458;Schermer                   ;56;Noordhollands Middengewest                        ;27;NH. ;ja ;nee
1947;Grosthuizen;558;Wester-Koggenland          ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;nee;nee
1948;Grote Koolwijk;835;Ravenstein                 ;111;Maaskant                                          ;30;NB. ;nee;nee
1949;Grote Veld (ged.);262;Lochem                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
1950;Grote Veld (ged.);286;Vorden                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
1951;Grote Zilk;576;Noordwijkerhout            ;68;Zuidhollandse Bollenstreek                        ;28;ZH. ;nee;nee
1952;Grote en Kleine Heide;983;Venlo                      ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;nee;nee
1953;447;55;Boarnsterhim               ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
1954;Grubbenvorst;912;Grubbenvorst               ;120;Noord-Limburg                                     ;31;L.  ;ja ;ja 
1955;Gulpen;913;Gulpen                     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;ja 
1956;Gun;993;Meerlo-Wanssum             ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
1957;Guttecoven;968;Sittard                    ;124;Westelijke Mijnstreek                             ;31;L.  ;ja ;nee
1958;Gytsjerk;737;Tytsjerksteradiel          ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
