ID;Plaatsnamen;Gemeentecode_1;Naam_2;Code_3;Naam_4;Code_5;NaamAfkorting_6;PTTWoonplaatsnaam_7;Gemeentenaam_8
2967;Koudekerk a/d Rijn;1672;Rijnwoude                  ;73;Rijnstreek Zuid-Holland                           ;28;ZH. ;ja ;nee
2968;Koudekerke;717;Veere                      ;96;Overige gemeenten Walcheren                       ;29;Z.  ;ja ;nee
2969;29;7;Bellingwedde               ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
2970;Koudenhoek;231;Elst                       ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
2971;Koudhoorn;273;Putten                     ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
2972;886;104;Nijefurd                   ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
2973;Koufurderrige;683;Wymbritseradiel            ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
2974;Koulen;986;Voerendaal                 ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
2975;Kraan;946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
2976;Kraan, De;855;Tilburg                    ;107;Tilburg                                           ;30;NB. ;nee;nee
2977;Kraanmeer;860;Veghel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
2978;Kraanven;809;Loon op Zand               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
2979;Kraats, De;228;Ede                        ;31;Gelderse Vallei                                   ;25;Gld.;nee;nee
2980;Krabbendam;395;Harenkarspel               ;53;Westelijk West-Friesland                          ;27;NH. ;nee;nee
2981;Krabbendijke;703;Reimerswaal                ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;ja ;nee
2982;Krachtighuizen;273;Putten                     ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
2983;Kraggenburg;171;Noordoostpolder            ;128;Noordoostpolder                                   ;24;Fle.;ja ;nee
2984;995;118;Hoogeveen                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
2985;Kralingen;504;Dirksland                  ;92;Goeree en Overflakkee                             ;28;ZH. ;nee;nee
2986;Kralingen;599;Rotterdam                  ;84;Rotterdam                                         ;28;ZH. ;nee;nee
2987;Kraloo;1690;De Wolden                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
2988;Kranenburg;286;Vorden                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
2989;Kranendijk;580;Oostflakkee                ;92;Goeree en Overflakkee                             ;28;ZH. ;nee;nee
2990;422;53;Winsum                     ;6;Groninger centrale Weidestreek                    ;20;Gr. ;nee;nee
2991;Krauwelgorsse Polder;878;Zevenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
2992;Kreek;878;Zevenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
2993;Kreielt;770;Eersel                     ;116;Kempenland                                        ;30;NB. ;nee;nee
2994;Kreijel;946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
2995;Kreijl;1658;Heeze-Leende               ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;nee;nee
2996;Kreileroord;463;Wieringermeer              ;51;Wieringen, Wieringermeer                          ;27;NH. ;ja ;nee
2997;Kreitsberg;1685;Landerd                    ;111;Maaskant                                          ;30;NB. ;nee;nee
2998;77;10;Delfzijl                   ;2;Appingedam, Delfzijl                              ;20;Gr. ;ja ;nee
2999;Krichelberg;928;Kerkrade                   ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3000;Krim, De (ged.);157;Gramsbergen                ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;nee
3001;Krim, De (ged.);160;Hardenberg                 ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;nee
3002;Krimpen a/d IJssel;542;Krimpen aan den IJssel     ;88;Oostelijk randgebied Rotterdam                    ;28;ZH. ;ja ;ja 
3003;Krimpen a/d Lek;643;Nederlek                   ;75;Krimpenerwaard                                    ;28;ZH. ;ja ;nee
3004;Kring van Dorth;239;Gorssel                    ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;ja ;nee
3005;51;9;Ten Boer                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;nee;nee
3006;Kroeven, De;1674;Roosendaal                 ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
3007;Kromme Mijdrecht;736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;nee;nee
3008;Kromme Rade;390;'s-Graveland               ;65;Vechtstreek in Noord-Holland                      ;27;NH. ;nee;nee
3009;Kromme-Elleboog;1661;Reiderland                 ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
3010;Krommenie;479;Zaanstad                   ;58;Zaanstreek                                        ;27;NH. ;ja ;nee
3011;Krommeniedijk;479;Zaanstad                   ;58;Zaanstreek                                        ;27;NH. ;nee;nee
3012;Kromwijk;632;Woerden                    ;49;Utrechts weidegebied                              ;26;U.  ;nee;nee
3013;Kronenberg;964;Sevenum                    ;120;Noord-Limburg                                     ;31;L.  ;ja ;nee
3014;Kronenburg;362;Amstelveen                 ;64;Zuidelijk randgebied Amsterdam                    ;27;NH. ;nee;nee
3015;Kroost, De;355;Zeist                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
3016;165;18;Hoogezand-Sappemeer        ;4;Groninger Veenkolonien                            ;20;Gr. ;ja ;nee
3017;Krosselt, De;885;Arcen en Velden            ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
3018;Kruiningen;703;Reimerswaal                ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;ja ;nee
3019;Kruiningergors;614;Westvoorne                 ;91;Voorne-Putten en Rozenburg                        ;28;ZH. ;nee;nee
3020;Kruis;1658;Heeze-Leende               ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;nee;nee
3021;Kruis, 't;398;Heerhugowaard              ;53;Westelijk West-Friesland                          ;27;NH. ;nee;nee
3022;Kruisberg;222;Doetinchem                 ;27;Oude-IJsselgebied (westelijk deel)                ;25;Gld.;nee;nee
3023;Kruisbergsebossen (ged.);256;Hummelo en Keppel          ;27;Oude-IJsselgebied (westelijk deel)                ;25;Gld.;nee;nee
3024;Kruisbergsebossen (ged.);222;Doetinchem                 ;27;Oude-IJsselgebied (westelijk deel)                ;25;Gld.;nee;nee
3025;Kruisdijk;692;Oostburg                   ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;nee;nee
3026;Kruisdorp;675;Hontenisse                 ;100;Overige gemeenten Oost-Zeeuwsch-Vlaander          ;29;Z.  ;nee;nee
3027;Kruiselwerk;765;Pekela                     ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3028;Kruishaar;267;Nijkerk                    ;31;Gelderse Vallei                                   ;25;Gld.;nee;nee
3029;Kruisland;851;Steenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;ja ;nee
3030;Kruisschot;1659;Laarbeek                   ;115;Industriegebied Helmond                           ;30;NB. ;nee;nee
3031;Kruisstraat;1655;Halderberge                ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
3032;Kruisstraat;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught                         ;30;NB. ;nee;nee
3033;Kruisweg;495;Bleiswijk                  ;83;Midden Zuid-Holland                               ;28;ZH. ;nee;nee
3034;Kruisweg;1663;De Marne                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;nee;nee
3035;Kubaard;140;Littenseradiel             ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3036;Kudelstaart;358;Aalsmeer                   ;62;Noordhollandse Meerlanden                         ;27;NH. ;ja ;nee
3037;586;65;Dantumadeel                ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
3038;552;59;Achtkarspelen              ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
3039;Kuilensrode;1667;Reusel-De Mierden          ;116;Kempenland                                        ;30;NB. ;nee;nee
3040;Kuinre;195;IJsselham                  ;19;Noordwest-Overijssel                              ;23;O.  ;ja ;nee
3041;Kuitaart;675;Hontenisse                 ;100;Overige gemeenten Oost-Zeeuwsch-Vlaander          ;29;Z.  ;ja ;nee
3042;Kuivezand;1655;Halderberge                ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
3043;Kulsdom;211;Borculo                    ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
3044;Kunrade;986;Voerendaal                 ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3045;Kuttingen;951;Nuth                       ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3046;127;15;Grootegast                 ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;nee;nee
3047;128;15;Grootegast                 ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;nee;nee
3048;Kwaalburg;1723;Alphen-Chaam               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
3049;Kwadendamme;654;Borsele                    ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;ja ;nee
3050;Kwadijk;478;Zeevang                    ;56;Noordhollands Middengewest                        ;27;NH. ;ja ;nee
3051;Kwakel, De;451;Uithoorn                   ;62;Noordhollandse Meerlanden                         ;27;NH. ;ja ;nee
3052;Kwartier;878;Zevenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
3053;Kwintsheul;630;Wateringen                 ;81;Westland                                          ;28;ZH. ;ja ;nee
3054;Laag Zuthem;162;Heino                      ;20;IJssel-, Vechtdelta                               ;23;O.  ;ja ;nee
3055;Laag-Blokland;693;Graafstroom                ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;nee;nee
3056;Laag-Caestert;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
3057;Laag-Dalem;512;Gorinchem                  ;76;Industriegebied Alblasserwaard                    ;28;ZH. ;nee;nee
3058;Laag-Dalen;733;Lingewaal                  ;38;Westelijke Betuwe                                 ;25;Gld.;nee;nee
3059;Laag-Keppel;256;Hummelo en Keppel          ;27;Oude-IJsselgebied (westelijk deel)                ;25;Gld.;ja ;nee
3060;Laag-Soeren (ged.);275;Rheden                     ;36;Overige gemeenten zuidelijke Veluwezoom           ;25;Gld.;ja ;nee
3061;Laag-Soeren (ged.);213;Brummen                    ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;nee;nee
3062;Laageinde;236;Geldermalsen               ;38;Westelijke Betuwe                                 ;25;Gld.;nee;nee
3063;Laaghalen;1697;Middenveld                 ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
3064;Laaghalerveen;1697;Middenveld                 ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
3065;Laagnieuwkoop;347;Vleuten-De Meern           ;49;Utrechts weidegebied                              ;26;U.  ;nee;nee
3066;Laagraven;356;Nieuwegein                 ;46;Nieuwegein, IJsselstein                           ;26;U.  ;nee;nee
3067;Laak;1670;Roggel en Neer             ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
3068;Laak;933;Maasbracht                 ;122;Overig Midden-Limburg ten oosten v. Maas          ;31;L.  ;nee;nee
3069;Laan, De;779;Geertruidenberg            ;104;Gebied om Breda                                   ;30;NB. ;nee;nee
3070;Laar;951;Nuth                       ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3071;Laar;759;Budel                      ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;nee;nee
3072;Laar;788;Haaren                     ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
3073;Laar;988;Weert                      ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
3074;Laar;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
3075;Laar;855;Tilburg                    ;107;Tilburg                                           ;30;NB. ;nee;nee
3076;Laar, 't;232;Epe                        ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;nee;nee
3077;Laar, De;202;Arnhem                     ;35;Arnhem                                            ;25;Gld.;nee;nee
3078;Laar, Het;1659;Laarbeek                   ;115;Industriegebied Helmond                           ;30;NB. ;nee;nee
3079;Laarbeek;1659;Laarbeek                   ;115;Industriegebied Helmond                           ;30;NB. ;nee;ja 
3080;Laarbroek;743;Asten                      ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
3081;Laareind;340;Rhenen                     ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
3082;Laareind;866;Waalre                     ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
3083;Laareind;784;Gilze en Rijen             ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
3084;Laares;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
3085;Laarstraat;232;Epe                        ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;nee;nee
3086;887;104;Nijefurd                   ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
3087;Lage Berkt;749;Bergeyk                    ;116;Kempenland                                        ;30;NB. ;nee;nee
3088;Lage Birk;307;Amersfoort                 ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;nee;nee
3089;Lage Giessen;689;Giessenlanden              ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;nee;nee
3090;Lage Mierde;1667;Reusel-De Mierden          ;116;Kempenland                                        ;30;NB. ;ja ;nee
3091;Lage Vuursche;308;Baarn                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;ja ;nee
3092;Lage Zandschel;809;Loon op Zand               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
3093;Lage Zijde;484;Alphen aan den Rijn        ;73;Rijnstreek Zuid-Holland                           ;28;ZH. ;nee;nee
3094;Lage Zwaluwe;1665;Made                       ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;ja ;nee
3095;Lage van de weg, 'T;1651;Eemsmond                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;nee;nee
3096;Lagebiezen;860;Veghel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3097;Lagebroek;632;Woerden                    ;49;Utrechts weidegebied                              ;26;U.  ;nee;nee
3098;Lagekant;1671;Maasdonk                   ;111;Maaskant                                          ;30;NB. ;nee;nee
3099;285;40;Slochteren                 ;4;Groninger Veenkolonien                            ;20;Gr. ;ja ;nee
3100;Lagenheuvel;856;Uden                       ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3101;Lagenwaard (ged.);484;Alphen aan den Rijn        ;73;Rijnstreek Zuid-Holland                           ;28;ZH. ;nee;nee
3102;Lagenwaard (ged.);1672;Rijnwoude                  ;73;Rijnstreek Zuid-Holland                           ;28;ZH. ;nee;nee
3103;Lageweide;344;Utrecht                    ;47;Stad Utrecht                                      ;26;U.  ;nee;nee
3104;Lakemond;251;Heteren                    ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
3105;Lakerveld;707;Zederik                    ;78;Vijfheerenlanden                                  ;28;ZH. ;nee;nee
3106;78;10;Delfzijl                   ;2;Appingedam, Delfzijl                              ;20;Gr. ;nee;nee
3107;Lambertschaag;529;Noorder-Koggenland         ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;ja ;nee
3108;Lammerenburg;717;Veere                      ;96;Overige gemeenten Walcheren                       ;29;Z.  ;nee;nee
3109;329;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3110;Lamswaarde;675;Hontenisse                 ;100;Overige gemeenten Oost-Zeeuwsch-Vlaander          ;29;Z.  ;ja ;nee
3111;Land van Kleef;809;Loon op Zand               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
3112;Landerd;1685;Landerd                    ;111;Maaskant                                          ;30;NB. ;nee;ja 
3113;838;93;Terschelling               ;13;Friese Waddeneilanden                             ;21;F.  ;ja ;nee
3114;Landgraaf;882;Landgraaf                  ;125;Oostelijke Mijnstreek                             ;31;L.  ;ja ;ja 
3115;Landhorst;1702;Sint Anthonis              ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
3116;Landsmeer;415;Landsmeer                  ;57;Waterland                                         ;27;NH. ;ja ;ja 
3117;Landsrade;913;Gulpen                     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
3118;Langbroek;352;Wijk bij Duurstede         ;45;Utrechts Kromme Rijngebied                        ;26;U.  ;ja ;nee
3119;Langdonk;1674;Roosendaal                 ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
3120;Lange Heide;934;Maasbree                   ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
3121;Lange Linschoten;589;Oudewater                  ;49;Utrechts weidegebied                              ;26;U.  ;nee;nee
3122;Lange Weide;595;Reeuwijk                   ;74;Gouda en omstreken                                ;28;ZH. ;nee;nee
3123;553;59;Achtkarspelen              ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
3124;Langeberg;899;Brunssum                   ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3125;Langedam;692;Oostburg                   ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;nee;nee
3126;Langedijk;416;Langedijk                  ;53;Westelijk West-Friesland                          ;27;NH. ;nee;ja 
3127;Langedijk, De;441;Schagen                    ;53;Westelijk West-Friesland                          ;27;NH. ;nee;nee
3128;760;85;Ooststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3129;Langeheit;479;Zaanstad                   ;58;Zaanstreek                                        ;27;NH. ;nee;nee
3130;Langel;835;Ravenstein                 ;111;Maaskant                                          ;30;NB. ;nee;nee
3131;855;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3132;Langelo;1699;Noordenveld                ;14;Noorddrents randgebied                            ;22;D.  ;ja ;nee
3133;Langelo;158;Haaksbergen                ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
3134;Langen;262;Lochem                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
3135;Langenboom;815;Mill en Sint Hubert        ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
3136;Langendijk;840;Rucphen                    ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
3137;Langenholte;193;Zwolle                     ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
3138;Langenoord;307;Amersfoort                 ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;nee;nee
3139;Langeraar;480;Ter Aar                    ;72;Noordelijke veenstreek in Zuid-Holland            ;28;ZH. ;nee;nee
3140;Langerak;694;Liesveld                   ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;ja ;nee
3141;Langerak;331;Lopik                      ;49;Utrechts weidegebied                              ;26;U.  ;nee;nee
3142;Langerak;222;Doetinchem                 ;27;Oude-IJsselgebied (westelijk deel)                ;25;Gld.;nee;nee
3143;Langereis (ged.);412;Niedorp                    ;53;Westelijk West-Friesland                          ;27;NH. ;nee;nee
3144;Langereis (ged.);432;Opmeer                     ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;nee;nee
3145;Langeveen;183;Tubbergen                  ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
3146;Langeweegje;654;Borsele                    ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;nee;nee
3147;Langeweg;878;Zevenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;ja ;nee
3148;790;86;Opsterland                 ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3149;Langstraat, De;580;Oostflakkee                ;92;Goeree en Overflakkee                             ;28;ZH. ;nee;nee
3150;374;51;Skarsterlân                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3151;Lankes;856;Uden                       ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3152;Lankhorst;180;Staphorst                  ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
3153;Lapstreek;269;Oldebroek                  ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
3154;Laren;417;Laren                      ;67;Overige gemeenten in het Gooi                     ;27;NH. ;ja ;ja 
3155;Laren;262;Lochem                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;ja ;nee
3156;Laren, De;860;Veghel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3157;4;3;Appingedam                 ;2;Appingedam, Delfzijl                              ;20;Gr. ;nee;nee
3158;Lathum;199;Angerlo                    ;26;De Lijmers                                        ;25;Gld.;ja ;nee
3159;Lattrop;149;Denekamp                   ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
3160;330;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3161;331;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3162;332;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3163;Lauradorp;882;Landgraaf                  ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3164;Lauwerecht;344;Utrecht                    ;47;Stad Utrecht                                      ;26;U.  ;nee;nee
3165;Lauwersoog;1663;De Marne                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;ja ;nee
3166;488;56;Zuidhorn                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;ja ;nee
3167;Lede;258;Kesteren                   ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
3168;Ledeacker;1702;Sint Anthonis              ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
3169;Leegheide;918;Helden                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
3170;107;14;Groningen                  ;7;Stad Groningen                                    ;20;Gr. ;nee;nee
3171;182;22;Leek                       ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;ja ;ja 
3172;333;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3173;Leemhorst;976;Tegelen                    ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;nee;nee
3174;Leende;1658;Heeze-Leende               ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;ja ;nee
3175;Leenderstrijp;1658;Heeze-Leende               ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;nee;nee
3176;Leenhof (ged.);917;Heerlen                    ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3177;Leenhof (ged.);882;Landgraaf                  ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3178;Leens;1663;De Marne                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;ja ;nee
3179;Leensel;743;Asten                      ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
3180;Leerbroek;707;Zederik                    ;78;Vijfheerenlanden                                  ;28;ZH. ;ja ;nee
3181;Leerdam;545;Leerdam                    ;78;Vijfheerenlanden                                  ;28;ZH. ;ja ;ja 
3182;201;24;Loppersum                  ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;ja ;nee
3183;Leersum;326;Leersum                    ;44;Utrechtse Heuvelrug                               ;26;U.  ;ja ;ja 
3184;Leesten;291;Warnsveld                  ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
3185;Leeuw;951;Nuth                       ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3186;695;80;Leeuwarden                 ;11;Leeuwarden                                        ;21;F.  ;ja ;ja 
3187;711;81;Leeuwarderadeel            ;12;Friese bouwstreek                                 ;21;F.  ;nee;ja 
3188;Leeuwen;957;Roermond                   ;122;Overig Midden-Limburg ten oosten v. Maas          ;31;L.  ;nee;nee
3189;Leeuwen;889;Beesel                     ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;nee;nee
3190;Leeuwte;1690;De Wolden                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
3191;761;85;Ooststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
3192;375;51;Skarsterlân                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3193;Legert;993;Meerlo-Wanssum             ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
3194;Leggeloo;1701;Westerveld                 ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
3195;Legh;1723;Alphen-Chaam               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
3196;Leiden;546;Leiden                     ;70;Leiden                                            ;28;ZH. ;ja ;ja 
3197;Leiderdorp;547;Leiderdorp                 ;71;Randgebied Leiden                                 ;28;ZH. ;ja ;ja 
3198;Leidschendam;548;Leidschendam               ;80;Randgebied 's-Gravenhage                          ;28;ZH. ;ja ;ja 
3199;Leijen;180;Staphorst                  ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
3200;Leijenbroek;968;Sittard                    ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
3201;Leijenburg;518;'s-Gravenhage              ;79;'s-Gravenhage                                     ;28;ZH. ;nee;nee
3202;Leimuiden;645;Jacobswoude                ;72;Noordelijke veenstreek in Zuid-Holland            ;28;ZH. ;ja ;nee
3203;Leimuiderbrug;394;Haarlemmermeer             ;62;Noordhollandse Meerlanden                         ;27;NH. ;ja ;nee
3204;Lekdijk;306;Amerongen                  ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
3205;Lekkerkerk;643;Nederlek                   ;75;Krimpenerwaard                                    ;28;ZH. ;ja ;nee
3206;452;55;Boarnsterhim               ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
3207;696;80;Leeuwarden                 ;11;Leeuwarden                                        ;21;F.  ;ja ;nee
3208;52;9;Ten Boer                   ;1;Groninger Hoogeland en n. Westerkwartier          ;20;Gr. ;ja ;nee
3209;Lelystad;995;Lelystad                   ;129;Zuidelijke IJsselmeerpolders                      ;24;Fle.;ja ;ja 
3210;Lemel;1728;Bladel                     ;116;Kempenland                                        ;30;NB. ;nee;nee
3211;Lemele;175;Ommen                      ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;nee
3212;Lemelerveld;148;Dalfsen                    ;20;IJssel-, Vechtdelta                               ;23;O.  ;ja ;nee
3213;Lemiers;981;Vaals                      ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;nee
3214;724;82;Lemsterland                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3215;Lemmerveld;177;Raalte                     ;22;Zuidwest-Overijssel                               ;23;O.  ;ja ;nee
3216;Lemselo;188;Weerselo                   ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
3217;725;82;Lemsterland                ;10;Fries weidegebied                                 ;21;F.  ;nee;ja 
3218;Lengel;207;Bergh                      ;27;Oude-IJsselgebied (westelijk deel)                ;25;Gld.;ja ;nee
3219;Lennisheuvel;757;Boxtel                     ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
3220;Lent;268;Nijmegen                   ;39;Nijmegen                                          ;25;Gld.;ja ;nee
3221;Lenthe;148;Dalfsen                    ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
3222;Lepelstraat;748;Bergen op Zoom             ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;ja ;nee
3223;Lerop;1679;Ambt Montfort              ;122;Overig Midden-Limburg ten oosten v. Maas          ;31;L.  ;nee;nee
3224;30;7;Bellingwedde               ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
3225;183;22;Leek                       ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;ja ;nee
