ID;SectorBranchesSIC2008;Periods;Employee_1;EmployedPerson_2;Employee_3;EmployedPerson_4;Total_5;NetTurnover_6;OtherRevenues_7;Total_8;Total_9;Total_10;InitialStockOfRawAndAuxiliaryMater_11;PurchasedRawAndAuxiliaryMaterials_12;ClosingStockRawAndAuxiliaryMat_13;Total_14;InitialStockOfCommodities_15;PurchasedCommodities_16;ClosingStockOfCommodities_17;PaymentsToSubcontractors_18;PurchaseValueNotElsewhereClassified_19;Total_20;GrossWagesAndSalaries_21;Total_22;EmployerPaidSocialInsurancePremiums_23;PensionAndEarlyRetirementPremiums_24;OtherSocialInsuranceCosts_25;OtherPersonnelCosts_26;Total_27;CostsOfEnergyUse_28;HousingCosts_29;EquipmentAndInventoryCosts_30;TransportCosts_31;SalesCosts_32;CommunicationCosts_33;CostsOfOtherServices_34;OtherLiabilities_35;DepreciationFixedAssets_36;OperatingResults_37;NetFinancialIncome_38;BalanceOfProvisions_39;NetExtraordinaryIncome_40;PreTaxResults_41
422;26-28 Manufact of electronics, machinery;2011;126.7;149.0;117.8;136.4;47899.0;45647.0;2252.0;43752.0;26712.0;17696.0;2267.0;17954.0;2524.0;7657.0;836.0;7741.0;920.0;1184.0;175.0;8835.0;6014.0;1234.0;716.0;519.0;83.0;1503.0;6885.0;228.0;623.0;437.0;255.0;804.0;107.0;1604.0;2828.0;1320.0;4147.0;219.0;-76.0;267.0;4558.0
423;26-28 Manufact of electronics, machinery;2012;125.6;147.4;116.8;135.3;45499.0;43113.0;2386.0;41681.0;24397.0;16088.0;2484.0;16285.0;2681.0;7331.0;793.0;7343.0;805.0;869.0;109.0;8969.0;6080.0;1260.0;766.0;495.0;171.0;1457.0;7082.0;228.0;607.0;426.0;242.0;782.0;105.0;1598.0;3095.0;1233.0;3818.0;-150.0;-67.0;-185.0;3416.0
424;26-28 Manufact of electronics, machinery;2013;128.8;149.6;119.5;137.2;44147.0;41780.0;2367.0;40683.0;23545.0;16869.0;2684.0;16600.0;2415.0;5736.0;769.0;5785.0;819.0;871.0;69.0;9085.0;6104.0;1430.0;777.0;653.0;89.0;1462.0;6900.0;234.0;551.0;425.0;227.0;780.0;96.0;1967.0;2620.0;1153.0;3465.0;268.0;-18.0;85.0;3799.0
425;26-27 Elektrical and electron. Industry;2009;51.4;59.4;48.1;53.5;19160.0;17821.0;1339.0;18349.0;11537.0;5175.0;1035.0;5023.0;883.0;6083.0;609.0;6007.0;534.0;241.0;39.0;3572.0;2485.0;439.0;265.0;175.0;81.0;567.0;2734.0;132.0;240.0;180.0;78.0;392.0;43.0;736.0;933.0;505.0;811.0;-82.0;-133.0;-134.0;463.0
426;26-27 Elektrical and electron. Industry;2010;47.5;55.6;44.1;50.9;21231.0;19750.0;1481.0;19382.0;12639.0;5195.0;810.0;5286.0;900.0;7013.0;546.0;7050.0;584.0;325.0;106.0;3272.0;2311.0;425.0;255.0;171.0;38.0;497.0;3039.0;112.0;202.0;188.0;74.0;254.0;31.0;469.0;1709.0;431.0;1849.0;-162.0;-35.0;119.0;1771.0
427;26-27 Elektrical and electron. Industry;2011;48.7;56.4;45.1;51.8;21417.0;19557.0;1859.0;20139.0;12571.0;5894.0;879.0;5944.0;929.0;6274.0;538.0;6334.0;598.0;334.0;69.0;3472.0;2430.0;463.0;277.0;186.0;40.0;539.0;3504.0;104.0;207.0;178.0;89.0;433.0;36.0;522.0;1936.0;592.0;1278.0;-134.0;-27.0;285.0;1402.0
428;26-27 Elektrical and electron. Industry;2012;46.4;53.0;43.1;48.9;20707.0;18837.0;1870.0;19157.0;11742.0;5510.0;898.0;5526.0;914.0;5991.0;513.0;5992.0;515.0;182.0;59.0;3446.0;2388.0;441.0;288.0;153.0;122.0;495.0;3407.0;100.0;204.0;167.0;79.0;399.0;34.0;539.0;1883.0;563.0;1550.0;-348.0;-27.0;-107.0;1067.0
429;26-27 Elektrical and electron. Industry;2013;47.0;53.0;43.2;48.4;18913.0;17051.0;1861.0;17833.0;10459.0;5743.0;984.0;5646.0;887.0;4520.0;560.0;4504.0;544.0;161.0;36.0;3451.0;2371.0;597.0;299.0;298.0;35.0;448.0;3394.0;108.0;192.0;172.0;78.0;404.0;32.0;641.0;1767.0;529.0;1079.0;185.0;56.0;27.0;1348.0
430;26 Manufacture of electronic products;2009;28.0;32.8;26.2;29.0;12941.0;12523.0;418.0;12451.0;8557.0;3307.0;640.0;3211.0;544.0;5045.0;458.0;5014.0;427.0;190.0;14.0;1969.0;1361.0;258.0;149.0;110.0;13.0;336.0;1661.0;55.0;128.0;87.0;37.0;161.0;24.0;526.0;642.0;265.0;490.0;4.0;-41.0;-137.0;315.0
431;26 Manufacture of electronic products;2010;28.0;32.4;25.9;29.5;15619.0;14889.0;729.0;14083.0;9743.0;3303.0;526.0;3366.0;589.0;6085.0;445.0;6102.0;463.0;267.0;88.0;2036.0;1452.0;268.0;150.0;117.0;30.0;286.0;2060.0;49.0;116.0;94.0;40.0;143.0;20.0;393.0;1205.0;244.0;1536.0;-138.0;-31.0;81.0;1448.0
432;26 Manufacture of electronic products;2011;27.6;31.3;25.5;28.7;14975.0;14106.0;869.0;14121.0;9392.0;3861.0;561.0;3881.0;581.0;5278.0;420.0;5337.0;479.0;202.0;51.0;2031.0;1455.0;282.0;159.0;123.0;14.0;280.0;2313.0;44.0;110.0;87.0;47.0;313.0;23.0;416.0;1272.0;386.0;854.0;-105.0;-14.0;250.0;985.0
433;26 Manufacture of electronic products;2012;26.7;29.8;24.8;27.5;14493.0;13642.0;851.0;13273.0;8665.0;3479.0;579.0;3467.0;567.0;5037.0;396.0;5016.0;375.0;110.0;40.0;2005.0;1447.0;279.0;169.0;110.0;42.0;237.0;2256.0;42.0;103.0;83.0;39.0;302.0;23.0;434.0;1231.0;347.0;1220.0;-333.0;-14.0;-83.0;790.0
434;26 Manufacture of electronic products;2013;26.9;30.0;24.6;27.3;12788.0;11960.0;828.0;12007.0;7403.0;3737.0;642.0;3673.0;578.0;3540.0;415.0;3529.0;405.0;91.0;34.0;2042.0;1450.0;359.0;181.0;179.0;14.0;219.0;2236.0;45.0;117.0;84.0;42.0;303.0;21.0;526.0;1099.0;326.0;781.0;190.0;57.0;38.0;1066.0
435;262 Manufacture of computers ;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
436;262 Manufacture of computers ;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
437;262 Manufacture of computers ;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438;262 Manufacture of computers ;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;262 Manufacture of computers ;2013;0.6;0.7;0.5;0.6;501.0;498.0;3.0;465.0;352.0;311.0;46.0;293.0;28.0;41.0;12.0;42.0;13.0;0.0;0.0;34.0;23.0;5.0;4.0;1.0;0.0;5.0;76.0;1.0;9.0;1.0;2.0;3.0;1.0;24.0;38.0;2.0;36.0;379.0;0.0;0.0;415.0
440;263 Manufacture communication equipment;2009;1.6;2.1;1.4;1.6;309.0;308.0;1.0;316.0;168.0;86.0;15.0;83.0;13.0;79.0;1.0;79.0;1.0;2.0;2.0;90.0;61.0;13.0;7.0;6.0;1.0;16.0;47.0;1.0;6.0;1.0;4.0;10.0;2.0;9.0;14.0;11.0;-7.0;0.0;4.0;-16.0;-18.0
441;263 Manufacture communication equipment;2010;1.4;1.6;1.2;1.3;290.0;284.0;6.0;286.0;145.0;90.0;19.0;89.0;18.0;45.0;8.0;46.0;8.0;1.0;9.0;85.0;59.0;12.0;7.0;6.0;1.0;14.0;45.0;1.0;6.0;2.0;4.0;8.0;1.0;11.0;12.0;10.0;5.0;-3.0;0.0;-20.0;-18.0
442;263 Manufacture communication equipment;2011;1.4;1.6;1.3;1.4;293.0;289.0;4.0;285.0;138.0;119.0;21.0;110.0;13.0;13.0;1.0;15.0;3.0;6.0;0.0;87.0;59.0;14.0;7.0;6.0;1.0;14.0;53.0;1.0;5.0;3.0;5.0;11.0;2.0;7.0;19.0;8.0;8.0;-1.0;-1.0;0.0;6.0
443;263 Manufacture communication equipment;2012;1.2;1.4;1.1;1.2;281.0;281.0;-1.0;255.0;122.0;113.0;16.0;116.0;19.0;8.0;2.0;9.0;3.0;1.0;0.0;73.0;49.0;11.0;7.0;5.0;0.0;13.0;50.0;1.0;4.0;1.0;3.0;8.0;2.0;6.0;25.0;10.0;26.0;0.0;0.0;-11.0;14.0
444;263 Manufacture communication equipment;2013;1.1;1.3;1.0;1.1;299.0;298.0;1.0;297.0;163.0;147.0;23.0;139.0;15.0;12.0;1.0;12.0;0.0;4.0;0.0;77.0;55.0;14.0;8.0;6.0;0.0;8.0;53.0;1.0;5.0;1.0;5.0;8.0;1.0;8.0;25.0;4.0;2.0;0.0;0.0;-4.0;-2.0
445;264 Manufacture of consumer electronics;2009;1.1;1.4;1.0;1.2;441.0;440.0;1.0;406.0;256.0;80.0;27.0;81.0;28.0;175.0;45.0;154.0;24.0;1.0;0.0;67.0;48.0;11.0;6.0;5.0;3.0;5.0;80.0;2.0;5.0;1.0;2.0;4.0;1.0;23.0;42.0;4.0;35.0;0.0;-32.0;0.0;3.0
446;264 Manufacture of consumer electronics;2010;1.0;1.2;1.0;1.1;545.0;540.0;5.0;496.0;312.0;86.0;17.0;89.0;20.0;224.0;31.0;239.0;46.0;1.0;0.0;68.0;48.0;10.0;6.0;4.0;4.0;6.0;113.0;1.0;5.0;1.0;2.0;6.0;1.0;26.0;71.0;3.0;49.0;0.0;-7.0;0.0;42.0
447;264 Manufacture of consumer electronics;2011;1.1;1.3;0.9;1.1;573.0;568.0;5.0;532.0;335.0;110.0;20.0;109.0;20.0;223.0;45.0;235.0;57.0;2.0;0.0;72.0;49.0;11.0;6.0;4.0;3.0;9.0;121.0;1.0;5.0;2.0;2.0;7.0;1.0;27.0;77.0;4.0;41.0;-1.0;6.0;2.0;48.0
448;264 Manufacture of consumer electronics;2012;1.1;1.4;1.0;1.2;571.0;569.0;2.0;534.0;340.0;111.0;20.0;111.0;20.0;227.0;19.0;225.0;18.0;2.0;0.0;79.0;52.0;11.0;6.0;5.0;2.0;14.0;112.0;2.0;7.0;1.0;2.0;9.0;3.0;22.0;67.0;4.0;37.0;-1.0;0.0;0.0;36.0
449;264 Manufacture of consumer electronics;2013;1.3;1.7;1.2;1.5;614.0;615.0;0.0;591.0;386.0;155.0;24.0;153.0;22.0;229.0;52.0;231.0;54.0;2.0;0.0;86.0;58.0;13.0;7.0;6.0;1.0;14.0;114.0;2.0;9.0;3.0;2.0;8.0;1.0;25.0;65.0;6.0;23.0;1.0;0.0;-1.0;23.0
450;265 Manufacture of measuring instruments;2009;9.2;11.9;8.6;10.0;2400.0;2378.0;23.0;2247.0;1263.0;886.0;188.0;883.0;185.0;238.0;61.0;231.0;54.0;128.0;12.0;639.0;438.0;94.0;51.0;43.0;5.0;102.0;286.0;12.0;44.0;18.0;15.0;40.0;9.0;47.0;102.0;59.0;153.0;4.0;-13.0;9.0;153.0
451;265 Manufacture of measuring instruments;2010;10.6;12.3;9.8;11.1;2656.0;2673.0;-17.0;2474.0;1388.0;888.0;179.0;898.0;188.0;250.0;56.0;242.0;49.0;182.0;68.0;721.0;511.0;100.0;55.0;45.0;6.0;104.0;308.0;12.0;45.0;20.0;20.0;39.0;9.0;56.0;108.0;57.0;182.0;-15.0;-2.0;-3.0;162.0
452;265 Manufacture of measuring instruments;2011;10.2;11.7;9.5;10.8;2739.0;2687.0;52.0;2554.0;1410.0;1114.0;205.0;1122.0;214.0;197.0;27.0;195.0;25.0;59.0;41.0;744.0;527.0;105.0;60.0;45.0;6.0;105.0;340.0;13.0;48.0;20.0;21.0;49.0;9.0;68.0;114.0;60.0;186.0;56.0;-7.0;-11.0;223.0
453;265 Manufacture of measuring instruments;2012;10.8;12.0;9.9;10.9;2722.0;2682.0;39.0;2476.0;1326.0;1002.0;238.0;1000.0;237.0;244.0;17.0;244.0;17.0;45.0;35.0;752.0;532.0;112.0;68.0;44.0;7.0;100.0;335.0;12.0;45.0;17.0;21.0;56.0;10.0;78.0;97.0;62.0;246.0;-15.0;-12.0;-10.0;209.0
454;265 Manufacture of measuring instruments;2013;10.9;12.3;10.0;11.2;2710.0;2684.0;26.0;2464.0;1294.0;1007.0;276.0;986.0;256.0;215.0;16.0;220.0;21.0;43.0;29.0;770.0;540.0;126.0;72.0;54.0;7.0;97.0;341.0;12.0;44.0;15.0;21.0;52.0;10.0;81.0;107.0;60.0;246.0;-10.0;3.0;-1.0;238.0
455;267 Manufacture of optical instruments ;2009;1.1;1.2;1.0;1.1;173.0;171.0;2.0;173.0;81.0;33.0;12.0;30.0;9.0;46.0;4.0;45.0;3.0;2.0;0.0;57.0;42.0;10.0;5.0;5.0;0.0;5.0;28.0;2.0;5.0;1.0;2.0;5.0;1.0;5.0;6.0;8.0;0.0;0.0;1.0;-1.0;-1.0
456;267 Manufacture of optical instruments ;2010;1.0;1.2;0.9;1.1;192.0;191.0;1.0;139.0;48.0;35.0;6.0;39.0;10.0;9.0;3.0;9.0;3.0;5.0;0.0;45.0;33.0;8.0;5.0;4.0;0.0;4.0;35.0;2.0;4.0;4.0;1.0;6.0;1.0;3.0;15.0;10.0;53.0;-1.0;1.0;-1.0;52.0
457;267 Manufacture of optical instruments ;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
458;267 Manufacture of optical instruments ;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
459;267 Manufacture of optical instruments ;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
460;27 Manufacture of electric equipment;2009;23.3;26.5;22.0;24.5;6219.0;5297.0;921.0;5897.0;2981.0;1867.0;394.0;1812.0;339.0;1038.0;151.0;993.0;107.0;51.0;25.0;1604.0;1124.0;181.0;116.0;65.0;68.0;231.0;1073.0;76.0;112.0;92.0;41.0;231.0;19.0;211.0;291.0;240.0;322.0;-85.0;-92.0;3.0;147.0
461;27 Manufacture of electric equipment;2010;19.5;23.2;18.2;21.3;5612.0;4860.0;752.0;5299.0;2896.0;1892.0;283.0;1920.0;311.0;929.0;101.0;949.0;121.0;58.0;18.0;1237.0;860.0;158.0;105.0;53.0;8.0;211.0;979.0;63.0;86.0;95.0;35.0;111.0;11.0;76.0;504.0;187.0;313.0;-24.0;-4.0;38.0;323.0
462;27 Manufacture of electric equipment;2011;21.1;25.1;19.6;23.1;6442.0;5451.0;990.0;6018.0;3179.0;2033.0;319.0;2062.0;348.0;996.0;119.0;997.0;119.0;132.0;18.0;1441.0;975.0;181.0;118.0;63.0;26.0;259.0;1191.0;60.0;97.0;91.0;42.0;121.0;12.0;105.0;664.0;206.0;424.0;-29.0;-13.0;35.0;417.0
463;27 Manufacture of electric equipment;2012;19.7;23.2;18.3;21.4;6214.0;5195.0;1019.0;5884.0;3077.0;2031.0;319.0;2059.0;347.0;954.0;117.0;977.0;140.0;72.0;19.0;1440.0;941.0;162.0;119.0;43.0;79.0;258.0;1151.0;59.0;101.0;85.0;41.0;97.0;11.0;105.0;652.0;217.0;329.0;-15.0;-13.0;-24.0;278.0
464;27 Manufacture of electric equipment;2013;20.1;23.0;18.5;21.1;6125.0;5091.0;1034.0;5827.0;3057.0;2006.0;342.0;1972.0;308.0;980.0;144.0;975.0;139.0;69.0;2.0;1410.0;922.0;238.0;118.0;120.0;21.0;230.0;1157.0;63.0;76.0;87.0;36.0;101.0;11.0;115.0;668.0;203.0;298.0;-5.0;0.0;-11.0;282.0
465;271 Manufacture of electric motors etc.;2009;6.1;7.0;5.7;6.3;1238.0;1238.0;0.0;1161.0;686.0;578.0;108.0;568.0;98.0;80.0;18.0;78.0;16.0;9.0;19.0;310.0;221.0;50.0;28.0;22.0;2.0;38.0;141.0;9.0;19.0;10.0;8.0;15.0;4.0;24.0;53.0;24.0;77.0;-11.0;0.0;0.0;67.0
466;271 Manufacture of electric motors etc.;2010;5.7;7.1;5.3;6.4;1263.0;1258.0;5.0;1150.0;676.0;563.0;87.0;572.0;96.0;82.0;15.0;83.0;15.0;28.0;3.0;322.0;213.0;48.0;29.0;20.0;4.0;57.0;130.0;8.0;20.0;10.0;9.0;15.0;4.0;22.0;42.0;22.0;113.0;-4.0;-1.0;-11.0;97.0
467;271 Manufacture of electric motors etc.;2011;5.7;6.9;5.3;6.3;1364.0;1332.0;32.0;1214.0;656.0;558.0;97.0;572.0;111.0;68.0;17.0;67.0;16.0;23.0;6.0;376.0;249.0;57.0;33.0;24.0;3.0;68.0;157.0;9.0;26.0;9.0;11.0;15.0;4.0;25.0;58.0;25.0;150.0;-21.0;1.0;-2.0;129.0
468;271 Manufacture of electric motors etc.;2012;5.6;6.8;5.2;6.3;1300.0;1280.0;20.0;1194.0;651.0;573.0;95.0;583.0;106.0;49.0;12.0;48.0;12.0;22.0;8.0;373.0;253.0;58.0;33.0;25.0;4.0;59.0;144.0;9.0;27.0;11.0;13.0;13.0;4.0;23.0;46.0;25.0;106.0;-1.0;2.0;-1.0;107.0
469;271 Manufacture of electric motors etc.;2013;5.8;6.6;5.4;6.1;1219.0;1174.0;45.0;1164.0;674.0;627.0;103.0;619.0;95.0;34.0;6.0;33.0;5.0;13.0;0.0;327.0;224.0;54.0;33.0;21.0;3.0;46.0;136.0;8.0;20.0;12.0;13.0;11.0;3.0;25.0;44.0;27.0;56.0;-4.0;0.0;-3.0;49.0
470;273 Manufacture of wiring and -devices ;2009;3.7;4.0;3.4;3.7;1187.0;1193.0;-6.0;1089.0;707.0;457.0;65.0;448.0;56.0;241.0;18.0;244.0;21.0;8.0;0.0;203.0;146.0;33.0;16.0;17.0;2.0;22.0;132.0;15.0;14.0;16.0;4.0;9.0;2.0;22.0;50.0;47.0;98.0;-67.0;-2.0;-2.0;29.0
471;273 Manufacture of wiring and -devices ;2010;2.8;3.1;2.7;3.0;996.0;981.0;15.0;955.0;651.0;503.0;37.0;508.0;43.0;141.0;13.0;143.0;15.0;8.0;0.0;168.0;121.0;29.0;15.0;13.0;1.0;17.0;110.0;15.0;11.0;13.0;4.0;9.0;2.0;19.0;37.0;27.0;41.0;-7.0;-2.0;-4.0;28.0
472;273 Manufacture of wiring and -devices ;2011;2.6;3.0;2.5;2.8;1016.0;1014.0;3.0;986.0;690.0;551.0;44.0;552.0;45.0;129.0;9.0;127.0;6.0;10.0;0.0;169.0;117.0;27.0;15.0;12.0;2.0;24.0;101.0;12.0;10.0;15.0;4.0;9.0;1.0;23.0;27.0;26.0;30.0;-1.0;0.0;27.0;56.0
473;273 Manufacture of wiring and -devices ;2012;2.5;2.8;2.4;2.6;995.0;971.0;24.0;961.0;657.0;526.0;40.0;524.0;38.0;126.0;6.0;128.0;7.0;5.0;0.0;166.0;119.0;25.0;15.0;10.0;2.0;21.0;108.0;11.0;9.0;14.0;3.0;11.0;1.0;23.0;37.0;31.0;34.0;-2.0;-2.0;-3.0;29.0
474;273 Manufacture of wiring and -devices ;2013;2.6;2.8;2.5;2.7;1015.0;1009.0;6.0;975.0;656.0;535.0;46.0;530.0;41.0;116.0;7.0;119.0;11.0;5.0;0.0;182.0;132.0;29.0;16.0;13.0;2.0;20.0;106.0;12.0;8.0;15.0;3.0;8.0;2.0;25.0;32.0;31.0;40.0;-5.0;1.0;0.0;36.0
475;274 Manufacture of lighting equipment;2009;6.0;6.5;5.6;6.1;1672.0;1292.0;380.0;1664.0;793.0;172.0;78.0;160.0;66.0;613.0;72.0;605.0;64.0;8.0;0.0;481.0;338.0;37.0;32.0;5.0;41.0;66.0;335.0;24.0;35.0;35.0;11.0;62.0;5.0;80.0;83.0;55.0;8.0;-2.0;-34.0;5.0;-23.0
476;274 Manufacture of lighting equipment;2010;5.6;6.5;5.2;5.9;2014.0;1464.0;550.0;1871.0;942.0;318.0;67.0;324.0;73.0;613.0;65.0;632.0;84.0;11.0;0.0;391.0;287.0;37.0;32.0;5.0;2.0;65.0;492.0;16.0;27.0;39.0;8.0;63.0;2.0;13.0;324.0;46.0;143.0;1.0;-8.0;-6.0;130.0
477;274 Manufacture of lighting equipment;2011;5.8;6.6;5.3;6.1;2268.0;1638.0;630.0;2142.0;1042.0;298.0;65.0;307.0;74.0;728.0;85.0;733.0;90.0;15.0;0.0;429.0;301.0;38.0;32.0;6.0;19.0;72.0;621.0;13.0;23.0;34.0;8.0;68.0;2.0;29.0;443.0;50.0;126.0;8.0;-5.0;6.0;135.0
478;274 Manufacture of lighting equipment;2012;5.3;6.0;4.8;5.5;2291.0;1651.0;640.0;2202.0;1084.0;340.0;66.0;337.0;62.0;732.0;94.0;755.0;117.0;12.0;0.0;459.0;280.0;22.0;33.0;-12.0;70.0;87.0;600.0;13.0;27.0;30.0;7.0;48.0;2.0;38.0;436.0;59.0;89.0;2.0;-5.0;-10.0;76.0
479;274 Manufacture of lighting equipment;2013;5.3;6.2;4.8;5.6;2344.0;1708.0;636.0;2232.0;1100.0;308.0;62.0;306.0;60.0;767.0;114.0;758.0;104.0;24.0;1.0;455.0;282.0;79.0;32.0;47.0;13.0;82.0;634.0;14.0;19.0;28.0;8.0;59.0;2.0;38.0;467.0;44.0;111.0;10.0;-1.0;-3.0;118.0
480;275 Manufacture of domestic appliances;2009;4.1;4.7;3.9;4.4;1274.0;742.0;532.0;1106.0;309.0;237.0;62.0;224.0;48.0;62.0;38.0;26.0;2.0;9.0;0.0;374.0;257.0;30.0;22.0;7.0;19.0;68.0;344.0;9.0;25.0;20.0;7.0;133.0;4.0;71.0;75.0;80.0;168.0;4.0;-56.0;3.0;120.0
481;275 Manufacture of domestic appliances;2010;3.1;3.7;2.8;3.4;646.0;484.0;162.0;662.0;244.0;229.0;47.0;233.0;52.0;13.0;1.0;13.0;1.0;2.0;0.0;202.0;133.0;21.0;16.0;5.0;0.0;47.0;146.0;8.0;9.0;22.0;4.0;15.0;1.0;11.0;77.0;71.0;-15.0;-5.0;9.0;60.0;49.0
482;275 Manufacture of domestic appliances;2011;3.5;4.2;3.3;4.0;856.0;553.0;303.0;815.0;314.0;281.0;50.0;290.0;59.0;28.0;4.0;28.0;3.0;5.0;0.0;236.0;156.0;27.0;20.0;7.0;2.0;51.0;184.0;8.0;9.0;21.0;6.0;19.0;2.0;11.0;110.0;81.0;41.0;-8.0;-4.0;4.0;33.0
483;275 Manufacture of domestic appliances;2012;3.5;4.1;3.2;3.9;789.0;469.0;320.0;749.0;259.0;247.0;56.0;267.0;76.0;10.0;1.0;10.0;1.0;2.0;0.0;241.0;158.0;28.0;22.0;7.0;2.0;54.0;175.0;8.0;9.0;19.0;5.0;17.0;2.0;11.0;105.0;74.0;40.0;-7.0;-1.0;-1.0;31.0
484;275 Manufacture of domestic appliances;2013;3.5;4.0;3.3;3.8;795.0;471.0;324.0;750.0;235.0;225.0;75.0;215.0;65.0;6.0;2.0;6.0;2.0;4.0;0.0;262.0;163.0;47.0;21.0;26.0;2.0;50.0;176.0;7.0;8.0;20.0;5.0;15.0;2.0;11.0;109.0;77.0;45.0;-4.0;0.0;0.0;41.0
485;28 Manufacture of machinery n.e.c.;2009;76.8;90.0;71.9;80.1;18397.0;18342.0;56.0;17891.0;9963.0;8131.0;1615.0;7846.0;1329.0;919.0;251.0;887.0;219.0;859.0;55.0;4598.0;3183.0;721.0;392.0;328.0;44.0;651.0;2774.0;131.0;329.0;206.0;142.0;310.0;63.0;856.0;738.0;556.0;507.0;-80.0;-51.0;220.0;597.0
486;28 Manufacture of machinery n.e.c.;2010;76.5;91.0;70.6;81.2;21865.0;20842.0;1024.0;19625.0;11374.0;9355.0;1458.0;9281.0;1384.0;1190.0;397.0;1204.0;410.0;722.0;107.0;4760.0;3245.0;710.0;392.0;318.0;43.0;762.0;2928.0;124.0;371.0;212.0;143.0;312.0;64.0;902.0;800.0;563.0;2240.0;140.0;-32.0;-767.0;1582.0
487;28 Manufacture of machinery n.e.c.;2011;77.9;92.7;72.7;84.5;26482.0;26090.0;392.0;23613.0;14141.0;11803.0;1388.0;12010.0;1595.0;1383.0;298.0;1407.0;322.0;850.0;106.0;5363.0;3584.0;772.0;439.0;333.0;43.0;964.0;3381.0;124.0;416.0;259.0;166.0;371.0;72.0;1083.0;892.0;728.0;2869.0;353.0;-49.0;-18.0;3156.0
488;28 Manufacture of machinery n.e.c.;2012;79.3;94.4;73.7;86.5;24793.0;24276.0;517.0;22524.0;12656.0;10578.0;1587.0;10759.0;1768.0;1340.0;280.0;1351.0;290.0;687.0;50.0;5523.0;3693.0;819.0;477.0;342.0;50.0;962.0;3676.0;128.0;403.0;259.0;163.0;382.0;71.0;1059.0;1212.0;670.0;2268.0;198.0;-40.0;-78.0;2348.0
489;28 Manufacture of machinery n.e.c.;2013;81.9;96.7;76.4;88.8;25235.0;24729.0;506.0;22849.0;13085.0;11126.0;1700.0;10955.0;1529.0;1216.0;210.0;1281.0;275.0;710.0;33.0;5634.0;3733.0;833.0;478.0;355.0;54.0;1014.0;3506.0;126.0;359.0;253.0;149.0;376.0;65.0;1326.0;853.0;624.0;2385.0;82.0;-74.0;58.0;2451.0
490;281 Manufacture of engines, pumps etc.;2009;13.1;15.3;12.5;13.8;4342.0;4378.0;-36.0;3979.0;2630.0;2147.0;290.0;2108.0;251.0;194.0;53.0;179.0;38.0;250.0;39.0;825.0;568.0;132.0;70.0;61.0;8.0;118.0;426.0;26.0;57.0;44.0;25.0;73.0;12.0;60.0;128.0;97.0;363.0;-16.0;-27.0;6.0;326.0
491;281 Manufacture of engines, pumps etc.;2010;12.1;14.2;11.3;12.7;3771.0;3708.0;63.0;3467.0;2190.0;1673.0;333.0;1595.0;255.0;369.0;52.0;363.0;46.0;141.0;7.0;790.0;537.0;117.0;66.0;51.0;8.0;128.0;399.0;23.0;52.0;35.0;25.0;64.0;11.0;51.0;139.0;88.0;304.0;4.0;-16.0;-797.0;-505.0
492;281 Manufacture of engines, pumps etc.;2011;12.1;13.7;11.2;12.7;3622.0;3601.0;21.0;3257.0;2012.0;1531.0;224.0;1550.0;243.0;369.0;39.0;397.0;67.0;111.0;2.0;769.0;533.0;114.0;67.0;46.0;9.0;114.0;390.0;18.0;51.0;36.0;25.0;67.0;11.0;62.0;120.0;85.0;365.0;5.0;-9.0;3.0;364.0
493;281 Manufacture of engines, pumps etc.;2012;12.6;14.3;11.8;13.3;3834.0;3805.0;29.0;3521.0;2171.0;1658.0;246.0;1650.0;238.0;400.0;68.0;413.0;80.0;110.0;4.0;865.0;586.0;132.0;78.0;54.0;12.0;136.0;401.0;21.0;59.0;41.0;27.0;63.0;10.0;58.0;123.0;83.0;313.0;-27.0;-1.0;-5.0;281.0
494;281 Manufacture of engines, pumps etc.;2013;12.4;14.0;11.6;13.0;3860.0;3801.0;60.0;3536.0;2192.0;1678.0;238.0;1677.0;236.0;367.0;52.0;376.0;60.0;141.0;7.0;858.0;592.0;131.0;77.0;54.0;12.0;122.0;402.0;20.0;54.0;35.0;25.0;81.0;11.0;61.0;115.0;84.0;325.0;-1.0;-5.0;-7.0;313.0
495;282 Manufacture of general machinery;2009;32.5;38.0;30.3;33.9;6990.0;6913.0;77.0;6738.0;3790.0;2910.0;623.0;2751.0;465.0;488.0;125.0;466.0;103.0;382.0;10.0;1857.0;1300.0;287.0;159.0;128.0;17.0;252.0;898.0;51.0;138.0;69.0;68.0;115.0;24.0;204.0;229.0;194.0;252.0;-58.0;-4.0;31.0;221.0
