ID;RegioS;Perioden;TotaalZuiveringsinstallaties_1;MechanischeZuiveringsinstallaties_2;FysischChemischeZuiveringsinstallaties_3;TotaalBiologischeInstallaties_4;BiologischAerobeInstallaties_5;BiologischAnaerobeInstallaties_6;CombinatieAnaeroobAerobeInst_7;Capaciteit_8;CorresponderendAantalInstallaties_9;TotaalHoeveelheidSlibAfgevoerd_10;LandbouwBodem_11;DiervoedersDestructiebedrijven_12;Composteren_13;Storten_14;Verbranden_15;Vergisten_16;InzetAlsBrandstof_17;OverigeBestemmingen_18;TotaalDrogeStofAfgevoerd_19;LandbouwBodem_20;DiervoedersDestructiebedrijven_21;Composteren_22;Storten_23;Verbranden_24;Vergisten_25;InzetAlsBrandstof_26;OverigeBestemmingen_27
168;Drenthe (PV);2000;16;0;11;5;4;0;1;448;6;5649;0;1649;0;1044;1213;;;1744;1152;0;115;0;206;155;;;676
169;Drenthe (PV);2001;15;0;10;5;4;0;1;448;6;16985;6378;0;0;1297;1293;;;8016;1427;300;0;0;256;130;;;742
170;Drenthe (PV);2002;14;0;9;5;4;0;1;463;6;40442;21564;0;0;1249;2542;;;15088;3586;906;0;0;214;254;;;2212
171;Drenthe (PV);2003;12;0;7;5;4;0;1;463;6;35405;23000;0;0;1279;1623;;;9503;2279;1058;0;0;243;162;;;816
172;Drenthe (PV);2004;11;0;7;4;3;0;1;438;5;28147;20754;0;0;2340;0;;;5053;2318;975;0;0;1060;0;;;282
173;Drenthe (PV);2005;11;0;7;4;3;0;1;438;5;35133;28481;0;0;1071;0;;;5581;2372;1282;0;0;209;0;;;881
174;Drenthe (PV);2006;11;0;7;4;3;0;1;438;5;16750;9196;0;904;58;0;;;6593;1559;368;0;129;45;0;;;1017
175;Drenthe (PV);2007;9;0;5;4;3;0;1;438;5;27688;19824;0;1212;65;0;;;6587;2167;734;0;166;50;0;;;1218
176;Drenthe (PV);2008;10;0;6;4;3;0;1;438;5;38115;29968;0;824;57;0;;;7266;3008;1597;0;114;46;0;;;1250
177;Drenthe (PV);2009;9;0;6;3;2;0;1;460;4;35619;4488;0;669;10;0;;;30452;2342;588;0;98;4;0;;;1652
178;Drenthe (PV);2010;10;0;7;3;2;0;1;460;4;26296;3090;0;0;21;695;;;22490;1445;396;0;0;9;96;;;945
179;Drenthe (PV);2011;9;0;6;3;2;0;1;440;3;58485;3752;0;0;21;527;;;54185;3852;409;0;0;9;73;;;3362
180;Drenthe (PV);2012;9;0;6;3;1;0;2;456;4;50374;592;0;0;8;527;;;49246;4476;65;0;0;3;73;;;4336
181;Drenthe (PV);2013;10;0;6;4;2;0;2;468;5;54282;6512;0;0;8;782;22939.0;23987.0;55;6287;1177;0;0;3;108;2009.0;2979.0;11
182;Drenthe (PV);2014;12;0;6;6;3;0;3;488;6;74086;7779;0;0;684;260;31728.0;22322.0;11313;7507;1367;0;0;277;104;3143.0;1452.0;1163
183;Drenthe (PV);2015;11;0;5;6;3;0;3;488;6;55775;7987;0;0;0;1362;20777.0;0.0;25649;6700;1423;0;0;0;1009;2767.0;0.0;1501
184;Overijssel (PV);1993;52;3;36;13;10;3;0;246;13;28581;19059;5059;0;3890;419;;;154;4194;1317;1601;0;1175;64;;;37
185;Overijssel (PV);1994;55;3;38;14;10;3;1;306;14;27176;18993;4637;0;2930;588;;;28;3317;1432;597;0;1167;110;;;11
186;Overijssel (PV);1995;55;3;37;15;11;3;1;281;13;22531;11921;5152;0;3202;859;;;1397;2422;509;683;0;1088;71;;;71
187;Overijssel (PV);1996;55;3;37;15;11;3;1;281;13;15181;3955;3600;15;4943;82;;;2586;2733;441;1025;2;1130;39;;;96
188;Overijssel (PV);1997;53;3;35;15;11;3;1;281;13;19732;4192;0;0;12321;178;;;3041;6958;445;0;0;6283;94;;;136
189;Overijssel (PV);1998;55;4;36;15;12;2;1;315;14;36359;11504;0;0;18183;429;;;6244;5550;830;0;0;4310;216;;;195
190;Overijssel (PV);1999;57;4;37;16;12;3;1;315;14;27200;8911;0;0;13437;307;;;4545;3122;715;0;0;2140;157;;;110
191;Overijssel (PV);2000;57;4;37;16;12;3;1;315;14;37025;7959;0;0;3931;282;;;24854;4019;697;0;0;1768;95;;;1460
192;Overijssel (PV);2001;56;3;37;16;12;3;1;289;13;32032;10365;0;0;5088;473;;;16106;4118;770;0;0;2358;183;;;807
193;Overijssel (PV);2002;54;3;37;14;10;3;1;254;12;21832;8254;0;219;5602;191;;;7566;3969;623;0;62;2731;81;;;472
194;Overijssel (PV);2003;54;3;37;14;10;3;1;264;13;29427;9350;0;205;5783;102;;;13988;3895;736;0;62;2245;59;;;794
195;Overijssel (PV);2004;49;1;33;15;11;3;1;265;14;29393;11541;0;0;3668;588;;;13597;3455;948;0;0;1795;72;;;639
196;Overijssel (PV);2005;45;1;31;13;10;2;1;261;13;29439;10962;0;0;3229;597;;;14651;3176;904;0;0;1553;82;;;637
197;Overijssel (PV);2006;43;1;31;11;8;2;1;261;13;31050;12598;0;1372;828;338;;;15914;3470;1025;0;27;394;110;;;1914
198;Overijssel (PV);2007;40;1;28;11;8;2;1;261;13;28637;12283;0;1398;1465;282;;;13209;3231;972;0;28;919;99;;;1213
199;Overijssel (PV);2008;40;1;28;11;8;2;1;261;13;32153;3845;0;0;2593;2987;;;22727;3912;215;0;0;1096;234;;;2368
200;Overijssel (PV);2009;43;2;28;13;10;2;1;264;15;40736;3036;0;0;2334;7922;;;27445;4022;203;0;0;976;539;;;2305
201;Overijssel (PV);2010;41;2;26;13;10;2;1;264;15;41475;2859;0;0;4372;6100;;;28143;5516;212;0;0;1847;726;;;2731
202;Overijssel (PV);2011;40;2;25;13;10;2;1;264;15;43269;1973;0;0;2872;8043;;;30381;4481;134;0;0;1077;595;;;2676
203;Overijssel (PV);2012;39;2;24;13;10;2;1;293;15;39002;4490;0;0;2397;5375;;;26740;3613;238;0;0;729;292;;;2355
204;Overijssel (PV);2013;36;2;21;13;10;2;1;280;16;34463;0;0;0;3387;3723;10819.0;13740.0;2793;4404;0;0;0;950;548;1001.0;1404.0;500
205;Overijssel (PV);2014;34;2;19;13;10;2;1;280;16;33695;0;0;0;2756;2049;22469.0;5574.0;846;4171;0;0;0;1172;193;2064.0;403.0;339
206;Overijssel (PV);2015;35;2;20;13;10;2;1;280;16;37677;0;0;0;1400;3363;25700.0;5240.0;1973;3797;0;0;0;800;346;2058.0;314.0;279
207;Flevoland (PV);1993;4;0;2;2;2;0;0;105;2;7923;7300;613;0;10;0;;;0;942;815;123;0;4;0;;;0
208;Flevoland (PV);1994;4;0;2;2;2;0;0;105;2;7927;7300;613;0;14;0;;;0;948;815;123;0;11;0;;;0
209;Flevoland (PV);1995;3;0;1;2;2;0;0;105;2;3869;3862;0;0;7;0;;;0;274;270;0;0;3;0;;;0
210;Flevoland (PV);1996;5;1;1;3;2;1;0;110;3;9654;7253;1874;0;10;517;;;0;1156;815;280;0;4;57;;;0
211;Flevoland (PV);1997;5;1;1;3;1;1;1;230;3;5863;3271;1970;0;10;612;;;0;783;393;319;0;4;67;;;0
212;Flevoland (PV);1998;5;1;1;3;1;1;1;230;3;10759;4669;5468;0;10;612;;;0;1900;654;1175;0;4;67;;;0
213;Flevoland (PV);1999;5;1;1;3;1;1;1;230;3;12595;3337;9227;0;10;22;;;0;2134;534;1593;0;4;2;;;0
214;Flevoland (PV);2000;5;1;1;3;1;1;1;230;3;20462;6265;12841;0;10;1346;;;0;3657;919;2585;0;4;148;;;0
215;Flevoland (PV);2001;5;1;2;2;0;1;1;180;2;23521;7402;14820;0;15;1019;;;264;4341;1042;3146;0;12;112;;;29
216;Flevoland (PV);2002;5;1;2;2;0;1;1;180;2;28917;8473;17172;0;21;1307;;;1945;5199;1193;3632;0;16;144;;;214
217;Flevoland (PV);2003;5;1;2;2;0;1;1;180;2;24327;9512;11829;0;19;72;;;2895;4118;1129;2700;0;15;7;;;268
218;Flevoland (PV);2004;5;1;2;2;0;1;1;180;2;2787;0;180;0;24;0;;;2583;374;0;27;0;19;0;;;328
219;Flevoland (PV);2005;6;1;3;2;0;1;1;180;2;2252;0;180;0;24;0;;;2048;361;0;27;0;19;0;;;315
220;Flevoland (PV);2006;5;1;2;2;0;1;1;180;2;6962;5763;281;0;20;0;;;899;1015;749;42;0;16;0;;;208
221;Flevoland (PV);2007;5;1;2;2;0;1;1;180;2;6773;0;0;5286;20;0;;;1467;981;0;0;740;16;0;;;226
222;Flevoland (PV);2008;6;0;3;3;1;1;1;195;3;11642;0;0;10089;19;0;;;1535;1692;0;0;1312;15;0;;;366
223;Flevoland (PV);2009;6;0;3;3;1;1;1;195;3;11586;0;0;9962;19;0;;;1604;1699;0;0;1295;15;0;;;389
224;Flevoland (PV);2010;6;0;3;3;1;1;1;195;3;9070;0;0;8286;6;0;;;778;1236;0;0;1083;5;0;;;148
225;Flevoland (PV);2011;6;0;3;3;1;1;1;195;3;12075;0;0;10691;6;0;;;1378;1720;0;0;1398;5;0;;;318
226;Flevoland (PV);2012;5;0;2;3;1;1;1;195;3;8470;0;0;7979;0;0;;;491;1146;0;0;1043;0;0;;;103
227;Flevoland (PV);2013;5;0;2;3;1;1;1;195;3;11932;0;0;8485;0;0;3447.0;0.0;0;1964;0;0;1273;0;0;692.0;0.0;0
228;Flevoland (PV);2014;5;0;2;3;1;1;1;195;3;5034;0;0;4298;0;0;736.0;0.0;0;823;0;0;643;0;0;179.0;0.0;0
229;Flevoland (PV);2015;5;0;2;3;1;1;1;195;3;5605;0;0;4595;0;0;1010.0;0.0;0;904;0;0;666;0;0;237.0;0.0;0
230;Gelderland (PV);1993;86;4;43;39;31;5;3;2119;44;176229;48262;6289;2776;74774;38205;;;5923;51878;2984;1263;500;28866;16050;;;2215
231;Gelderland (PV);1994;90;4;46;40;32;5;3;2123;45;170640;46087;7813;4896;72559;37265;;;2020;49691;3185;1507;976;28105;15406;;;513
232;Gelderland (PV);1995;91;5;46;40;32;5;3;2253;45;185136;50425;11827;7927;59099;52519;;;3339;57288;9842;1581;1496;22685;21211;;;473
233;Gelderland (PV);1996;90;5;46;39;31;5;3;2253;45;180659;44451;19428;1335;56858;42701;;;15887;58069;9488;2603;324;23382;17064;;;5208
234;Gelderland (PV);1997;91;5;46;40;33;4;3;2227;42;202983;32103;16863;3236;84063;2646;;;64072;71001;5520;2213;1057;37145;1390;;;23677
235;Gelderland (PV);1998;89;6;46;37;30;4;3;2137;41;168444;27986;13278;2169;50716;37439;;;36856;57121;4438;1812;456;18058;16573;;;15784
236;Gelderland (PV);1999;91;6;47;38;31;4;3;2050;41;166165;16193;13477;3309;55363;40478;;;37345;63752;3138;1797;499;25428;20453;;;12438
237;Gelderland (PV);2000;90;6;47;37;30;4;3;2032;40;180322;35717;10236;0;31617;45530;;;57222;49204;4778;1219;0;11890;17820;;;13498
238;Gelderland (PV);2001;90;6;48;36;29;4;3;2002;39;188186;30943;9972;5901;36924;44976;;;59471;50333;2951;1209;1212;13789;18102;;;13070
239;Gelderland (PV);2002;87;6;45;36;29;4;3;1995;38;181194;27116;9533;18437;16763;63947;;;45398;51279;2998;1204;6604;4505;21893;;;14075
240;Gelderland (PV);2003;83;5;45;33;26;4;3;1692;35;167113;34788;10566;9784;11258;49929;;;50790;42269;3083;1307;2113;3994;17742;;;14031
241;Gelderland (PV);2004;77;5;38;34;26;5;3;1692;35;180782;42196;10195;11254;4627;42913;;;69598;37086;3831;1228;2026;1610;15739;;;12653
242;Gelderland (PV);2005;72;5;37;30;23;4;3;1870;32;168231;46036;9812;9404;3771;42354;;;56854;35987;3544;1101;1881;1601;12485;;;15376
243;Gelderland (PV);2006;70;6;35;29;23;3;3;1826;30;130594;14808;2487;7553;13888;25823;;;66035;34268;1968;169;1511;5326;12168;;;13127
244;Gelderland (PV);2007;68;6;33;29;23;3;3;1666;29;133871;12622;7293;8991;18514;27468;;;58983;33196;1582;766;1735;5286;11742;;;12085
245;Gelderland (PV);2008;66;3;33;30;24;4;2;1646;30;232419;12179;9317;3371;72277;35509;;;99765;38018;540;963;697;3823;4265;;;27731
246;Gelderland (PV);2009;66;4;32;30;24;4;2;1646;30;231369;11834;9320;6328;77982;12965;;;112941;35870;493;964;1316;5280;1580;;;26238
247;Gelderland (PV);2010;67;4;33;30;24;4;2;1652;31;206672;7666;7002;14376;80356;13396;;;83875;33323;364;734;2385;5454;1643;;;22744
248;Gelderland (PV);2011;65;4;32;29;23;4;2;1632;30;139738;9568;1895;8734;15134;525;;;103882;29846;570;83;2037;4031;394;;;22731
249;Gelderland (PV);2012;62;3;31;28;21;2;5;1609;30;194534;8971;1200;5491;56597;194;;;122081;32316;582;62;1263;3863;131;;;26416
250;Gelderland (PV);2013;60;3;29;28;21;2;5;1609;30;193103;7203;0;6712;56220;937;43940.0;26522.0;51569;32500;370;0;1544;3469;380;4912.0;6994.0;14832
251;Gelderland (PV);2014;60;3;29;28;21;2;5;1629;31;186373;9196;968;0;38497;1412;56775.0;27967.0;51557;31846;403;48;0;3250;816;5294.0;9312.0;12724
252;Gelderland (PV);2015;62;3;31;28;20;3;5;1574;32;154016;10866;639;0;6276;897;71215.0;26748.0;37376;31332;618;30;0;3601;555;8474.0;9791.0;8263
253;Utrecht (PV);1993;16;1;14;1;1;0;0;81;2;1764;0;0;0;1723;0;;;41;588;0;0;0;550;0;;;38
254;Utrecht (PV);1994;17;1;15;1;1;0;0;81;2;2100;0;0;0;1951;70;;;79;671;0;0;0;579;21;;;72
255;Utrecht (PV);1995;13;1;11;1;1;0;0;81;2;1556;0;0;0;1462;0;;;94;608;0;0;0;554;0;;;55
256;Utrecht (PV);1996;13;1;11;1;1;0;0;81;2;1700;0;0;0;1553;36;;;110;818;0;0;0;734;9;;;76
257;Utrecht (PV);1997;14;1;10;3;2;1;0;81;2;3525;0;0;0;2952;36;;;537;1293;0;0;0;1127;9;;;157
258;Utrecht (PV);1998;13;1;9;3;2;1;0;81;2;2736;0;0;0;2257;0;;;480;808;0;0;0;675;0;;;133
259;Utrecht (PV);1999;14;1;10;3;2;1;0;81;2;2428;0;0;0;2344;0;;;84;872;0;0;0;792;0;;;80
260;Utrecht (PV);2000;15;1;11;3;2;1;0;81;2;1409;0;0;0;571;25;;;814;608;0;0;0;381;8;;;219
261;Utrecht (PV);2001;15;1;12;2;2;0;0;81;2;2241;0;0;182;962;25;;;1073;1070;0;0;137;697;8;;;228
262;Utrecht (PV);2002;13;1;11;1;1;0;0;1;1;1234;0;0;250;985;0;;;0;842;0;0;175;667;0;;;0
263;Utrecht (PV);2003;12;1;10;1;1;0;0;1;1;3458;0;0;195;3080;183;;;0;2235;0;0;137;2025;73;;;0
264;Utrecht (PV);2004;13;2;10;1;1;0;0;1;1;1731;0;0;228;1272;231;;;0;898;0;0;160;630;108;;;0
265;Utrecht (PV);2005;12;2;9;1;1;0;0;1;1;837;0;0;0;375;319;;;143;415;0;0;0;181;134;;;100
266;Utrecht (PV);2006;10;1;9;0;0;0;0;1;1;1043;0;0;0;588;230;;;225;646;0;0;0;383;92;;;172
267;Utrecht (PV);2007;10;1;9;0;0;0;0;1;1;12013;0;0;0;11251;587;;;175;7005;0;0;0;6665;217;;;123
268;Utrecht (PV);2008;10;1;9;0;0;0;0;1;1;1463;0;0;0;895;438;;;130;592;0;0;0;431;151;;;9
269;Utrecht (PV);2009;11;1;9;1;1;0;0;7;2;1128;0;0;0;630;367;;;130;387;0;0;0;255;123;;;9
270;Utrecht (PV);2010;13;1;10;2;2;0;0;37;4;6021;0;0;0;1139;296;;;4586;1054;0;0;0;513;100;;;441
271;Utrecht (PV);2011;13;1;10;2;2;0;0;37;4;11412;0;0;0;971;177;;;10264;1089;0;0;0;426;71;;;592
272;Utrecht (PV);2012;13;1;10;2;2;0;0;37;4;16641;0;0;0;1023;153;;;15466;1634;0;0;0;465;61;;;1109
273;Utrecht (PV);2013;13;1;9;3;3;0;0;72;5;8845;0;0;0;1679;153;167.0;6610.0;237;1410;0;0;0;503;61;40.0;707.0;98
274;Utrecht (PV);2014;12;1;8;3;3;0;0;72;5;12782;0;0;0;1489;110;11088.0;0.0;95;2228;0;0;0;527;110;1580.0;0.0;11
275;Utrecht (PV);2015;12;1;8;3;3;0;0;72;4;11286;0;0;0;1409;110;9739.0;0.0;29;1542;0;0;0;472;110;957.0;0.0;3
276;Noord-Holland (PV);1993;50;1;25;24;19;3;2;834;25;87834;30695;3650;6162;38402;536;;;8389;6002;2566;730;547;1686;228;;;244
277;Noord-Holland (PV);1994;51;3;24;24;19;3;2;834;25;65162;20094;3650;3492;27500;210;;;10216;4934;1880;730;434;1572;50;;;269
278;Noord-Holland (PV);1995;49;2;24;23;19;1;3;778;25;42848;16800;0;1015;5964;3005;;;16064;3457;1362;0;60;1196;360;;;479
279;Noord-Holland (PV);1996;51;3;25;23;19;1;3;778;25;47849;18290;7325;1015;2136;9715;;;9368;5804;2269;1392;60;791;1006;;;287
280;Noord-Holland (PV);1997;53;3;26;24;19;2;3;801;24;43543;12079;8515;2654;1872;9818;;;8605;5609;1577;1448;269;804;640;;;871
281;Noord-Holland (PV);1998;52;2;26;24;19;2;3;771;23;46761;17726;8515;2654;14775;1487;;;1604;6216;2289;1448;269;1589;469;;;153
282;Noord-Holland (PV);1999;55;4;27;24;19;2;3;862;23;26543;15895;0;1170;7913;1178;;;386;5159;2426;0;155;2099;369;;;110
283;Noord-Holland (PV);2000;56;4;28;24;19;2;3;862;23;42415;18966;0;70;20125;656;;;2599;6717;2325;0;1;3643;191;;;557
284;Noord-Holland (PV);2001;54;4;28;22;17;2;3;842;21;39511;17575;0;0;10546;8605;;;2786;6551;1827;0;0;3765;431;;;528
285;Noord-Holland (PV);2002;50;3;26;21;16;2;3;819;20;52785;13486;0;1883;24937;9577;;;2901;7919;888;0;558;4854;1043;;;577
286;Noord-Holland (PV);2003;46;3;24;19;15;2;2;787;18;52265;12327;0;5343;18374;7530;;;8692;7630;718;0;1585;2474;895;;;1958
287;Noord-Holland (PV);2004;46;3;24;19;15;2;2;787;18;58314;13688;0;9161;2251;15017;;;18197;8698;545;0;2776;1645;1512;;;2220
288;Noord-Holland (PV);2005;44;3;23;18;15;1;2;787;18;41371;8439;0;6237;3045;12135;;;11516;6796;295;0;1234;2314;2291;;;663
289;Noord-Holland (PV);2006;42;3;23;16;14;1;1;641;17;35291;7172;0;3415;3041;14622;;;7041;8311;318;0;773;2240;1730;;;3249
290;Noord-Holland (PV);2007;42;3;22;17;15;1;1;673;18;42901;7680;0;3326;3137;19462;;;9296;8650;385;0;783;2357;1980;;;3143
291;Noord-Holland (PV);2008;42;3;22;17;15;1;1;676;18;74198;10081;0;3991;3186;15627;;;41313;13238;636;0;1020;2317;1645;;;7619
292;Noord-Holland (PV);2009;43;4;22;17;15;1;1;676;18;47789;10420;0;2934;6720;12255;;;15460;9203;673;0;791;2614;1131;;;3994
293;Noord-Holland (PV);2010;44;4;21;19;17;1;1;676;18;57918;18222;0;4831;19368;7602;;;7896;8004;1014;0;606;3884;364;;;2137
294;Noord-Holland (PV);2011;43;3;21;19;17;1;1;676;18;58758;13930;0;6583;12834;8124;;;17287;8525;555;0;1059;3332;466;;;3114
295;Noord-Holland (PV);2012;43;2;21;20;18;1;1;822;19;89341;16686;0;28484;11780;15348;;;17043;12353;712;0;4088;2845;1386;;;3322
296;Noord-Holland (PV);2013;43;2;21;20;18;1;1;822;19;98627;10496;0;36406;16840;13588;1398.0;4734.0;15165;15322;458;0;3942;5108;1282;349.0;1383.0;2800
297;Noord-Holland (PV);2014;42;2;20;20;18;1;1;822;20;97647;4244;0;34984;15675;9760;7973.0;8346.0;16667;17827;212;0;7172;4963;1133;1030.0;326.0;2992
298;Noord-Holland (PV);2015;44;3;20;21;19;1;1;822;21;93252;0;0;39078;16028;4506;10637.0;8354.0;14649;18178;0;0;7764;4902;992;1383.0;368.0;2769
299;Zuid-Holland (PV);1993;91;2;47;42;36;1;5;2763;48;107182;38471;8300;23917;8531;27392;;;571;21158;3093;1592;4841;3780;7662;;;190
300;Zuid-Holland (PV);1994;92;3;47;42;36;1;5;2781;48;89134;33626;7602;17249;13117;17487;;;53;16950;3125;1425;4525;5130;2742;;;3
301;Zuid-Holland (PV);1995;89;3;44;42;36;0;6;2830;48;120710;44540;10103;3154;29109;33694;;;110;18360;3842;1883;777;8188;3658;;;12
302;Zuid-Holland (PV);1996;91;3;45;43;36;0;7;2860;49;153481;77659;15071;4112;24270;30759;;;1611;22666;6208;3573;638;8233;3830;;;185
303;Zuid-Holland (PV);1997;91;4;44;43;35;0;8;2860;49;146267;66787;12521;3196;30838;25403;;;7522;23358;5512;2405;493;11560;2830;;;558
304;Zuid-Holland (PV);1998;90;5;42;43;35;0;8;2860;49;158662;43373;15589;660;23486;56978;;;18577;34160;5159;2967;150;10192;14503;;;1189
305;Zuid-Holland (PV);1999;97;6;45;46;38;0;8;2929;50;147684;50282;13212;2556;12361;60458;;;8816;23849;5520;2790;314;3653;11067;;;505
306;Zuid-Holland (PV);2000;97;6;44;47;39;0;8;2912;49;158536;24604;18982;5886;8365;80132;;;20567;28898;5272;4511;1025;2456;13678;;;1956
307;Zuid-Holland (PV);2001;94;5;42;47;39;0;8;2911;48;168259;24074;20996;7122;4485;81041;;;30542;25380;4166;4941;1301;1831;11344;;;1799
308;Zuid-Holland (PV);2002;93;3;43;47;39;0;8;2933;50;193108;54559;16333;8698;10592;82539;;;20387;29390;11069;3984;1116;3815;7654;;;1753
309;Zuid-Holland (PV);2003;91;2;41;48;40;0;8;2893;50;168454;44844;13235;1519;9963;75141;;;23753;25279;9631;2593;347;3740;6706;;;2263
310;Zuid-Holland (PV);2004;87;2;38;47;39;0;8;2893;49;162510;29145;14408;4830;9146;90175;;;14806;23391;5825;2836;679;3452;8490;;;2109
311;Zuid-Holland (PV);2005;80;2;33;47;37;0;8;2874;47;162750;27699;16673;4583;6465;85373;;;21957;25008;5605;3283;696;2537;8577;;;4310
312;Zuid-Holland (PV);2006;74;1;32;41;34;0;7;2465;42;152194;31919;11435;12062;6552;54346;;;35880;26314;6807;1944;681;3497;6754;;;6632
313;Zuid-Holland (PV);2007;72;1;32;39;32;0;7;2452;40;162649;25687;11924;19120;6768;66245;;;32904;27717;5318;1610;1073;3551;9781;;;6384
314;Zuid-Holland (PV);2008;77;1;32;44;37;0;7;2506;45;210609;26796;16896;22796;8051;104562;;;31508;35196;4550;2399;1612;3885;15463;;;7288
315;Zuid-Holland (PV);2009;77;2;27;48;39;1;8;2672;46;228234;31673;13137;23010;9691;101448;;;49275;42225;5513;1958;1304;4793;15350;;;13308
316;Zuid-Holland (PV);2010;79;2;28;49;40;1;8;2681;47;182338;51403;12321;3993;13872;59713;;;41035;42689;14772;1787;640;6725;9879;;;8887
317;Zuid-Holland (PV);2011;76;2;26;48;39;1;8;2651;46;243140;49515;20601;5565;17780;61317;;;88361;51189;12347;2905;958;9752;15168;;;10059
318;Zuid-Holland (PV);2012;74;1;23;50;40;1;9;2704;47;223956;32385;13467;7647;12170;63559;;;94728;47855;8372;1710;1050;5840;10853;;;20029
319;Zuid-Holland (PV);2013;73;1;21;51;41;1;9;2703;47;254663;38221;10983;8206;6521;81127;8299.0;25904.0;75404;54528;7575;1373;1012;2929;10891;791.0;4971.0;24986
320;Zuid-Holland (PV);2014;70;1;19;50;40;1;9;2673;46;232554;33461;14219;8052;16152;52739;21842.0;17967.0;68122;47302;3053;1777;934;8316;8402;2596.0;1679.0;20544
321;Zuid-Holland (PV);2015;71;1;19;51;40;2;9;2703;46;251356;30534;13822;8452;26370;63118;34248.0;14895.0;59915;51853;5289;1659;1194;9969;8068;3585.0;2500.0;19588
322;Zeeland (PV);1993;26;2;5;19;15;1;3;955;20;70079;56514;10110;0;900;1620;;;935;5037;2017;2123;0;186;415;;;298
323;Zeeland (PV);1994;27;2;5;20;15;2;3;957;21;43059;24842;6750;0;1645;7840;;;1982;4735;1586;1350;0;211;1451;;;138
324;Zeeland (PV);1995;26;1;4;21;16;1;4;999;21;29533;13288;0;9154;2279;3145;;;1667;2332;1116;0;46;324;707;;;140
325;Zeeland (PV);1996;26;1;4;21;16;1;4;999;21;45086;23453;3955;9154;3267;4412;;;845;5750;3219;791;46;649;955;;;91
326;Zeeland (PV);1997;23;1;4;18;13;1;4;975;18;33401;24766;0;0;3113;4591;;;932;4377;2106;0;0;692;1463;;;116
327;Zeeland (PV);1998;19;0;3;16;11;1;4;990;15;22116;15699;0;0;2310;3260;;;847;4338;2758;0;0;483;1003;;;95
328;Zeeland (PV);1999;18;0;3;15;10;1;4;1230;15;29597;9579;0;7711;4055;7653;;;599;6657;2642;0;1272;1158;1542;;;43
329;Zeeland (PV);2000;19;0;4;15;10;1;4;1230;15;44594;22926;7820;0;2493;10818;;;537;8156;5073;469;0;654;1928;;;32
330;Zeeland (PV);2001;19;0;4;15;10;1;4;1230;15;33081;15762;7983;0;1211;8092;;;32;5149;2811;479;0;311;1547;;;2
331;Zeeland (PV);2002;19;0;4;15;10;1;4;1230;15;37763;26387;0;0;6518;4859;;;0;5760;4318;0;0;145;1297;;;0
332;Zeeland (PV);2003;17;0;4;13;9;1;3;1212;13;37150;25748;0;1518;3441;3483;;;2959;7166;4780;0;147;970;982;;;287
333;Zeeland (PV);2004;17;0;4;13;9;1;3;1222;13;42684;16101;0;15624;3194;4569;;;3196;8504;3829;0;2257;781;1327;;;310
334;Zeeland (PV);2005;17;0;4;13;9;1;3;1222;13;46496;23423;0;10468;2828;6340;;;3438;9282;5530;0;1260;962;1190;;;341
335;Zeeland (PV);2006;17;0;4;13;9;1;3;1242;13;34692;13115;0;5723;4504;7722;;;3628;8632;3303;0;1122;2105;1744;;;359
336;Zeeland (PV);2007;16;0;3;13;9;1;3;1242;13;34322;13210;0;5480;4053;7005;;;4574;7939;1873;0;2192;1787;1675;;;412
337;Zeeland (PV);2008;16;0;3;13;9;1;3;1242;13;39780;15443;0;542;4893;4286;;;14617;9357;2310;0;233;2210;1277;;;3327
338;Zeeland (PV);2009;19;0;5;14;9;1;4;1232;13;43197;19230;0;1471;3943;5761;;;12793;9516;2598;0;555;1917;1565;;;2882
339;Zeeland (PV);2010;19;0;5;14;9;1;4;1232;13;28293;6497;0;0;3467;1856;;;16473;6998;472;0;0;1473;507;;;4546
340;Zeeland (PV);2011;18;0;4;14;9;1;4;1232;13;36338;9668;0;9856;1972;2398;;;12444;8134;781;0;2377;501;569;;;3906
341;Zeeland (PV);2012;17;0;3;14;9;1;4;1277;13;31267;7048;0;7910;1571;3789;;;10947;7153;653;0;1966;424;1250;;;2860
342;Zeeland (PV);2013;17;0;3;14;9;1;4;1277;13;29155;7094;0;9572;2206;3340;0.0;6302.0;641;6676;638;0;2610;515;1174;0.0;1695.0;44
343;Zeeland (PV);2014;15;0;2;13;9;0;4;1224;12;28828;7031;0;11257;80;6285;0.0;4018.0;157;7120;680;0;3401;13;1948;0.0;1067.0;11
344;Zeeland (PV);2015;15;0;2;13;9;0;4;1224;12;30566;5872;0;11913;1653;4641;0.0;4470.0;2016;7677;568;0;3557;485;1382;0.0;1341.0;345
345;Noord-Brabant (PV);1993;132;11;75;46;34;6;6;3064;61;327163;108925;19178;84100;98146;14565;;;2249;52528;7970;3776;1730;36567;1936;;;549
346;Noord-Brabant (PV);1994;138;11;80;47;36;6;5;3119;62;273635;95123;9128;58514;89839;19226;;;1805;48942;6189;2110;1927;36002;2333;;;382
347;Noord-Brabant (PV);1995;138;13;83;42;32;5;5;3056;58;216970;73598;20301;1309;95201;13354;;;13207;52861;6320;3146;489;39285;1766;;;1855
348;Noord-Brabant (PV);1996;144;13;87;44;33;6;5;3060;59;275844;78604;34367;35768;91679;16078;;;19348;62526;7132;4686;1057;44009;2096;;;3546
