ID;Energiedragers;Perioden;Hoeveelheid_1;OntwikkelingTOVEenJaarEerder_2;Prijsindexcijfer_3;OntwikkelingTOVEenJaarEerder_4
813;Aardoliegrondstoffen en -producten;1996 december;81.0;-6.0;24.6;41.4
814;Aardoliegrondstoffen en -producten;1996 4e kwartaal;250.0;-1.7;24.0;49.0
815;Aardoliegrondstoffen en -producten;1996;994.0;-0.3;20.8;27.7
816;Aardoliegrondstoffen en -producten;1997 januari;91.0;7.7;24.8;39.5
817;Aardoliegrondstoffen en -producten;1997 februari;76.0;-12.8;23.1;31.2
818;Aardoliegrondstoffen en -producten;1997 maart;81.0;1.5;21.3;7.4
819;Aardoliegrondstoffen en -producten;1997 1e kwartaal;247.0;-1.3;23.1;25.4
820;Aardoliegrondstoffen en -producten;1997 april;88.0;10.5;19.6;-7.3
821;Aardoliegrondstoffen en -producten;1997 mei;86.0;-3.1;21.1;5.6
822;Aardoliegrondstoffen en -producten;1997 juni;86.0;4.5;20.3;6.8
823;Aardoliegrondstoffen en -producten;1997 2e kwartaal;260.0;3.7;20.3;1.4
824;Aardoliegrondstoffen en -producten;1997 juli;82.0;-2.6;21.9;11.0
825;Aardoliegrondstoffen en -producten;1997 augustus;76.0;-3.3;22.4;10.2
826;Aardoliegrondstoffen en -producten;1997 september;82.0;2.8;21.2;-4.6
827;Aardoliegrondstoffen en -producten;1997 3e kwartaal;241.0;-1.1;21.9;5.2
828;Aardoliegrondstoffen en -producten;1997 oktober;85.0;3.0;23.1;-6.2
829;Aardoliegrondstoffen en -producten;1997 november;83.0;-3.9;21.7;-5.8
830;Aardoliegrondstoffen en -producten;1997 december;84.0;3.1;20.1;-18.2
831;Aardoliegrondstoffen en -producten;1997 4e kwartaal;252.0;0.6;21.6;-10.1
832;Aardoliegrondstoffen en -producten;1997;999.0;0.5;21.7;4.3
833;Aardoliegrondstoffen en -producten;1998 januari;84.0;-7.5;18.5;-25.2
834;Aardoliegrondstoffen en -producten;1998 februari;80.0;5.9;16.7;-27.9
835;Aardoliegrondstoffen en -producten;1998 maart;85.0;5.9;15.9;-25.5
836;Aardoliegrondstoffen en -producten;1998 1e kwartaal;250.0;1.0;17.0;-26.2
837;Aardoliegrondstoffen en -producten;1998 april;84.0;-4.6;16.1;-18.2
838;Aardoliegrondstoffen en -producten;1998 mei;84.0;-1.4;16.6;-21.2
839;Aardoliegrondstoffen en -producten;1998 juni;88.0;1.8;13.8;-31.8
840;Aardoliegrondstoffen en -producten;1998 2e kwartaal;256.0;-1.4;15.5;-23.8
841;Aardoliegrondstoffen en -producten;1998 juli;86.0;5.2;13.9;-36.9
842;Aardoliegrondstoffen en -producten;1998 augustus;82.0;8.2;13.4;-40.1
843;Aardoliegrondstoffen en -producten;1998 september;86.0;4.5;13.9;-34.4
844;Aardoliegrondstoffen en -producten;1998 3e kwartaal;255.0;5.9;13.7;-37.2
845;Aardoliegrondstoffen en -producten;1998 oktober;86.0;1.6;13.4;-41.9
846;Aardoliegrondstoffen en -producten;1998 november;89.0;7.6;11.7;-45.9
847;Aardoliegrondstoffen en -producten;1998 december;74.0;-11.3;10.4;-48.1
848;Aardoliegrondstoffen en -producten;1998 4e kwartaal;250.0;-0.7;11.9;-45.1
849;Aardoliegrondstoffen en -producten;1998;1010.0;1.1;14.5;-33.1
850;Aardoliegrondstoffen en -producten;1999 januari;83.0;-1.4;12.0;-35.3
851;Aardoliegrondstoffen en -producten;1999 februari;77.0;-3.7;12.0;-28.3
852;Aardoliegrondstoffen en -producten;1999 maart;91.0;6.4;14.3;-10.0
853;Aardoliegrondstoffen en -producten;1999 1e kwartaal;251.0;0.5;12.7;-25.2
854;Aardoliegrondstoffen en -producten;1999 april;88.0;4.8;18.2;13.5
855;Aardoliegrondstoffen en -producten;1999 mei;87.0;2.7;18.8;12.9
856;Aardoliegrondstoffen en -producten;1999 juni;95.0;9.0;19.9;44.1
857;Aardoliegrondstoffen en -producten;1999 2e kwartaal;270.0;5.5;19.0;22.4
858;Aardoliegrondstoffen en -producten;1999 juli;87.0;1.4;24.0;72.9
859;Aardoliegrondstoffen en -producten;1999 augustus;83.0;1.3;25.2;87.6
860;Aardoliegrondstoffen en -producten;1999 september;87.0;1.1;27.1;95.1
861;Aardoliegrondstoffen en -producten;1999 3e kwartaal;258.0;1.3;25.4;85.2
862;Aardoliegrondstoffen en -producten;1999 oktober;75.0;-13.4;27.9;107.7
863;Aardoliegrondstoffen en -producten;1999 november;88.0;-1.3;31.5;168.4
864;Aardoliegrondstoffen en -producten;1999 december;97.0;30.9;33.3;219.3
865;Aardoliegrondstoffen en -producten;1999 4e kwartaal;260.0;4.1;30.9;160.4
866;Aardoliegrondstoffen en -producten;1999;1039.0;2.9;22.0;51.4
867;Aardoliegrondstoffen en -producten;2000 januari;86.0;3.4;34.0;183.8
868;Aardoliegrondstoffen en -producten;2000 februari;85.0;10.5;38.0;217.9
869;Aardoliegrondstoffen en -producten;2000 maart;85.0;-6.6;37.3;161.3
870;Aardoliegrondstoffen en -producten;2000 1e kwartaal;256.0;2.0;36.4;186.1
871;Aardoliegrondstoffen en -producten;2000 april;85.0;-3.5;32.3;76.8
872;Aardoliegrondstoffen en -producten;2000 mei;93.0;6.9;40.0;112.9
873;Aardoliegrondstoffen en -producten;2000 juni;86.0;-10.4;40.4;102.8
874;Aardoliegrondstoffen en -producten;2000 2e kwartaal;263.0;-2.6;37.5;97.8
875;Aardoliegrondstoffen en -producten;2000 juli;88.0;0.5;38.4;60.5
876;Aardoliegrondstoffen en -producten;2000 augustus;93.0;11.8;42.6;69.1
877;Aardoliegrondstoffen en -producten;2000 september;92.0;5.4;47.7;75.7
878;Aardoliegrondstoffen en -producten;2000 3e kwartaal;273.0;5.8;42.9;68.7
879;Aardoliegrondstoffen en -producten;2000 oktober;93.0;25.0;47.9;71.8
880;Aardoliegrondstoffen en -producten;2000 november;94.0;6.6;48.5;54.3
881;Aardoliegrondstoffen en -producten;2000 december;95.0;-2.6;38.8;16.6
882;Aardoliegrondstoffen en -producten;2000 4e kwartaal;282.0;8.5;45.1;46.0
883;Aardoliegrondstoffen en -producten;2000;1074.0;3.4;40.5;84.0
884;Aardoliegrondstoffen en -producten;2001 januari;94.0;9.8;37.5;10.3
885;Aardoliegrondstoffen en -producten;2001 februari;86.0;0.7;39.7;4.6
886;Aardoliegrondstoffen en -producten;2001 maart;97.0;14.1;35.1;-5.9
887;Aardoliegrondstoffen en -producten;2001 1e kwartaal;277.0;8.2;37.5;2.8
888;Aardoliegrondstoffen en -producten;2001 april;89.0;5.3;41.4;28.4
889;Aardoliegrondstoffen en -producten;2001 mei;98.0;5.8;42.6;6.6
890;Aardoliegrondstoffen en -producten;2001 juni;90.0;4.9;39.8;-1.6
891;Aardoliegrondstoffen en -producten;2001 2e kwartaal;277.0;5.3;41.3;9.9
892;Aardoliegrondstoffen en -producten;2001 juli;91.0;3.3;33.2;-13.6
893;Aardoliegrondstoffen en -producten;2001 augustus;93.0;-0.1;34.3;-19.5
894;Aardoliegrondstoffen en -producten;2001 september;89.0;-3.1;30.8;-35.4
895;Aardoliegrondstoffen en -producten;2001 3e kwartaal;273.0;0.0;32.8;-23.6
896;Aardoliegrondstoffen en -producten;2001 oktober;94.0;1.2;27.0;-43.5
897;Aardoliegrondstoffen en -producten;2001 november;90.0;-4.7;23.6;-51.4
898;Aardoliegrondstoffen en -producten;2001 december;95.0;0.3;25.3;-34.9
899;Aardoliegrondstoffen en -producten;2001 4e kwartaal;279.0;-1.1;25.3;-43.9
900;Aardoliegrondstoffen en -producten;2001;1106.0;3.0;34.2;-15.5
901;Aardoliegrondstoffen en -producten;2002 januari;92.0;-2.0;26.6;-29.1
902;Aardoliegrondstoffen en -producten;2002 februari;90.0;4.3;30.3;-23.8
903;Aardoliegrondstoffen en -producten;2002 maart;92.0;-4.9;36.4;3.7
904;Aardoliegrondstoffen en -producten;2002 1e kwartaal;274.0;-1.1;31.1;-17.0
905;Aardoliegrondstoffen en -producten;2002 april;91.0;1.4;36.5;-12.0
906;Aardoliegrondstoffen en -producten;2002 mei;92.0;-5.9;33.2;-22.1
907;Aardoliegrondstoffen en -producten;2002 juni;90.0;0.5;31.9;-19.9
908;Aardoliegrondstoffen en -producten;2002 2e kwartaal;273.0;-1.4;33.8;-18.0
909;Aardoliegrondstoffen en -producten;2002 juli;92.0;1.1;32.1;-3.4
910;Aardoliegrondstoffen en -producten;2002 augustus;87.0;-6.6;34.3;0.0
911;Aardoliegrondstoffen en -producten;2002 september;91.0;2.4;37.1;20.4
912;Aardoliegrondstoffen en -producten;2002 3e kwartaal;270.0;-1.1;34.5;5.3
913;Aardoliegrondstoffen en -producten;2002 oktober;100.0;6.3;34.3;26.9
914;Aardoliegrondstoffen en -producten;2002 november;97.0;7.9;31.6;34.1
915;Aardoliegrondstoffen en -producten;2002 december;101.0;6.3;39.7;57.0
916;Aardoliegrondstoffen en -producten;2002 4e kwartaal;298.0;6.8;35.2;39.2
917;Aardoliegrondstoffen en -producten;2002;1115.0;0.8;33.7;-1.6
918;Aardoliegrondstoffen en -producten;2003 januari;96.0;4.0;42.3;59.1
919;Aardoliegrondstoffen en -producten;2003 februari;93.0;3.8;46.2;52.6
920;Aardoliegrondstoffen en -producten;2003 maart;88.0;-4.5;38.8;6.6
921;Aardoliegrondstoffen en -producten;2003 1e kwartaal;277.0;1.1;42.5;36.5
922;Aardoliegrondstoffen en -producten;2003 april;96.0;6.0;27.7;-24.0
923;Aardoliegrondstoffen en -producten;2003 mei;106.0;14.8;28.6;-13.9
924;Aardoliegrondstoffen en -producten;2003 juni;91.0;1.0;29.9;-6.2
925;Aardoliegrondstoffen en -producten;2003 2e kwartaal;293.0;7.3;28.7;-15.1
926;Aardoliegrondstoffen en -producten;2003 juli;100.0;9.0;32.3;0.6
927;Aardoliegrondstoffen en -producten;2003 augustus;93.0;6.2;33.2;-3.2
928;Aardoliegrondstoffen en -producten;2003 september;104.0;14.6;32.7;-11.9
929;Aardoliegrondstoffen en -producten;2003 3e kwartaal;297.0;10.0;32.7;-5.2
930;Aardoliegrondstoffen en -producten;2003 oktober;108.0;7.7;33.8;-1.5
931;Aardoliegrondstoffen en -producten;2003 november;95.0;-1.9;34.9;10.3
932;Aardoliegrondstoffen en -producten;2003 december;106.0;5.1;36.8;-7.3
933;Aardoliegrondstoffen en -producten;2003 4e kwartaal;309.0;3.7;35.2;-0.2
934;Aardoliegrondstoffen en -producten;2003;1177.0;5.6;34.8;3.3
935;Aardoliegrondstoffen en -producten;2004 januari;98.0;2.6;36.2;-14.4
936;Aardoliegrondstoffen en -producten;2004 februari;104.0;11.8;35.6;-22.9
937;Aardoliegrondstoffen en -producten;2004 maart;106.0;21.0;40.1;3.1
938;Aardoliegrondstoffen en -producten;2004 1e kwartaal;309.0;11.6;37.3;-12.2
939;Aardoliegrondstoffen en -producten;2004 april;103.0;7.4;41.1;48.5
940;Aardoliegrondstoffen en -producten;2004 mei;100.0;-5.9;46.7;63.5
941;Aardoliegrondstoffen en -producten;2004 juni;103.0;13.3;43.9;46.8
942;Aardoliegrondstoffen en -producten;2004 2e kwartaal;306.0;4.4;43.9;52.9
943;Aardoliegrondstoffen en -producten;2004 juli;103.0;2.4;46.2;43.1
944;Aardoliegrondstoffen en -producten;2004 augustus;99.0;6.9;51.7;55.9
945;Aardoliegrondstoffen en -producten;2004 september;105.0;0.2;50.9;55.6
946;Aardoliegrondstoffen en -producten;2004 3e kwartaal;306.0;3.0;49.6;51.6
947;Aardoliegrondstoffen en -producten;2004 oktober;93.0;-13.6;57.8;71.1
948;Aardoliegrondstoffen en -producten;2004 november;91.0;-3.7;49.5;41.9
949;Aardoliegrondstoffen en -producten;2004 december;102.0;-3.6;41.9;13.8
950;Aardoliegrondstoffen en -producten;2004 4e kwartaal;287.0;-7.1;49.7;41.4
951;Aardoliegrondstoffen en -producten;2004;1208.0;2.6;45.1;29.8
952;Aardoliegrondstoffen en -producten;2005 januari;104.0;5.7;46.5;28.4
953;Aardoliegrondstoffen en -producten;2005 februari;97.0;-6.7;48.6;36.4
954;Aardoliegrondstoffen en -producten;2005 maart;111.0;4.1;57.0;42.4
955;Aardoliegrondstoffen en -producten;2005 1e kwartaal;312.0;1.0;50.7;35.9
956;Aardoliegrondstoffen en -producten;2005 april;112.0;8.2;56.6;37.5
957;Aardoliegrondstoffen en -producten;2005 mei;107.0;7.5;57.2;22.6
958;Aardoliegrondstoffen en -producten;2005 juni;103.0;0.1;65.0;48.0
959;Aardoliegrondstoffen en -producten;2005 2e kwartaal;322.0;5.2;59.6;35.7
960;Aardoliegrondstoffen en -producten;2005 juli;96.0;-6.1;71.2;54.1
961;Aardoliegrondstoffen en -producten;2005 augustus;102.0;3.0;78.0;50.8
962;Aardoliegrondstoffen en -producten;2005 september;107.0;2.2;76.7;50.7
963;Aardoliegrondstoffen en -producten;2005 3e kwartaal;305.0;-0.3;75.3;51.8
964;Aardoliegrondstoffen en -producten;2005 oktober;99.0;6.3;73.5;27.1
965;Aardoliegrondstoffen en -producten;2005 november;109.0;19.4;69.6;40.7
966;Aardoliegrondstoffen en -producten;2005 december;107.0;4.3;71.8;71.6
967;Aardoliegrondstoffen en -producten;2005 4e kwartaal;315.0;9.8;71.6;44.1
968;Aardoliegrondstoffen en -producten;2005;1254.0;3.8;64.3;42.5
969;Aardoliegrondstoffen en -producten;2006 januari;103.0;-1.3;78.4;68.6
970;Aardoliegrondstoffen en -producten;2006 februari;97.0;-0.3;75.9;56.2
971;Aardoliegrondstoffen en -producten;2006 maart;108.0;-2.1;78.5;37.7
972;Aardoliegrondstoffen en -producten;2006 1e kwartaal;308.0;-1.3;77.6;53.0
973;Aardoliegrondstoffen en -producten;2006 april;93.0;-16.3;85.1;50.4
974;Aardoliegrondstoffen en -producten;2006 mei;101.0;-5.6;82.6;44.4
975;Aardoliegrondstoffen en -producten;2006 juni;99.0;-4.6;82.0;26.3
976;Aardoliegrondstoffen en -producten;2006 2e kwartaal;293.0;-9.0;83.2;39.7
977;Aardoliegrondstoffen en -producten;2006 juli;100.0;3.9;86.4;21.4
978;Aardoliegrondstoffen en -producten;2006 augustus;101.0;-0.6;86.9;11.4
979;Aardoliegrondstoffen en -producten;2006 september;104.0;-2.9;76.5;-0.2
980;Aardoliegrondstoffen en -producten;2006 3e kwartaal;305.0;0.0;83.3;10.6
981;Aardoliegrondstoffen en -producten;2006 oktober;105.0;6.0;71.3;-2.9
982;Aardoliegrondstoffen en -producten;2006 november;108.0;-1.1;70.3;0.9
983;Aardoliegrondstoffen en -producten;2006 december;104.0;-2.6;71.5;-0.5
984;Aardoliegrondstoffen en -producten;2006 4e kwartaal;317.0;0.6;71.0;-0.8
985;Aardoliegrondstoffen en -producten;2006;1224.0;-2.4;78.8;22.5
986;Aardoliegrondstoffen en -producten;2007 januari;111.0;8.2;63.4;-19.1
987;Aardoliegrondstoffen en -producten;2007 februari;104.0;7.0;67.1;-11.6
988;Aardoliegrondstoffen en -producten;2007 maart;105.0;-3.0;73.7;-6.1
989;Aardoliegrondstoffen en -producten;2007 1e kwartaal;320.0;3.9;68.1;-12.3
990;Aardoliegrondstoffen en -producten;2007 april;103.0;10.8;76.5;-10.1
991;Aardoliegrondstoffen en -producten;2007 mei;118.0;16.4;77.4;-6.3
992;Aardoliegrondstoffen en -producten;2007 juni;117.0;18.6;81.8;-0.3
993;Aardoliegrondstoffen en -producten;2007 2e kwartaal;338.0;15.4;78.5;-5.6
994;Aardoliegrondstoffen en -producten;2007 juli;116.0;15.6;87.2;0.9
995;Aardoliegrondstoffen en -producten;2007 augustus;116.0;14.1;81.2;-6.5
996;Aardoliegrondstoffen en -producten;2007 september;114.0;9.8;87.4;14.1
997;Aardoliegrondstoffen en -producten;2007 3e kwartaal;345.0;13.1;85.2;2.4
998;Aardoliegrondstoffen en -producten;2007 oktober;120.0;14.0;88.0;23.3
999;Aardoliegrondstoffen en -producten;2007 november;117.0;8.9;98.2;39.8
1000;Aardoliegrondstoffen en -producten;2007 december;113.0;8.4;97.4;36.2
1001;Aardoliegrondstoffen en -producten;2007 4e kwartaal;350.0;10.4;94.5;33.1
1002;Aardoliegrondstoffen en -producten;2007;1354.0;10.6;81.6;3.6
1003;Aardoliegrondstoffen en -producten;2008 januari;116.0;4.4;99.7;57.1
1004;Aardoliegrondstoffen en -producten;2008 februari;110.0;6.5;102.2;52.4
1005;Aardoliegrondstoffen en -producten;2008 maart;110.0;4.1;103.3;40.1
1006;Aardoliegrondstoffen en -producten;2008 1e kwartaal;336.0;5.0;101.7;49.4
1007;Aardoliegrondstoffen en -producten;2008 april;103.0;-0.1;108.7;42.1
1008;Aardoliegrondstoffen en -producten;2008 mei;110.0;-6.8;121.4;56.9
1009;Aardoliegrondstoffen en -producten;2008 juni;106.0;-9.3;132.7;62.2
1010;Aardoliegrondstoffen en -producten;2008 2e kwartaal;319.0;-5.6;120.9;54.0
1011;Aardoliegrondstoffen en -producten;2008 juli;113.0;-1.9;133.3;53.0
1012;Aardoliegrondstoffen en -producten;2008 augustus;107.0;-7.2;120.7;48.7
1013;Aardoliegrondstoffen en -producten;2008 september;108.0;-5.6;107.1;22.5
1014;Aardoliegrondstoffen en -producten;2008 3e kwartaal;328.0;-4.9;120.4;41.2
1015;Aardoliegrondstoffen en -producten;2008 oktober;107.0;-10.8;87.5;-0.5
1016;Aardoliegrondstoffen en -producten;2008 november;93.0;-21.2;67.0;-31.8
1017;Aardoliegrondstoffen en -producten;2008 december;94.0;-17.0;48.5;-50.1
1018;Aardoliegrondstoffen en -producten;2008 4e kwartaal;293.0;-16.3;67.7;-28.4
1019;Aardoliegrondstoffen en -producten;2008;1275.0;-5.8;102.7;25.8
1020;Aardoliegrondstoffen en -producten;2009 januari;98.0;-15.4;52.6;-47.2
1021;Aardoliegrondstoffen en -producten;2009 februari;99.0;-10.2;54.3;-46.9
1022;Aardoliegrondstoffen en -producten;2009 maart;108.0;-1.6;59.4;-42.5
1023;Aardoliegrondstoffen en -producten;2009 1e kwartaal;305.0;-9.2;55.5;-45.5
1024;Aardoliegrondstoffen en -producten;2009 april;101.0;-2.2;62.6;-42.4
1025;Aardoliegrondstoffen en -producten;2009 mei;107.0;-2.2;70.5;-41.9
1026;Aardoliegrondstoffen en -producten;2009 juni;100.0;-5.9;81.5;-38.6
1027;Aardoliegrondstoffen en -producten;2009 2e kwartaal;308.0;-3.4;71.5;-40.8
1028;Aardoliegrondstoffen en -producten;2009 juli;105.0;-7.4;76.1;-42.9
1029;Aardoliegrondstoffen en -producten;2009 augustus;101.0;-6.2;83.9;-30.5
1030;Aardoliegrondstoffen en -producten;2009 september;110.0;2.7;78.3;-26.9
1031;Aardoliegrondstoffen en -producten;2009 3e kwartaal;316.0;-3.7;79.4;-34.0
1032;Aardoliegrondstoffen en -producten;2009 oktober;108.0;0.5;84.8;-3.1
1033;Aardoliegrondstoffen en -producten;2009 november;102.0;10.0;86.2;28.8
1034;Aardoliegrondstoffen en -producten;2009 december;105.0;11.9;84.7;74.4
1035;Aardoliegrondstoffen en -producten;2009 4e kwartaal;314.0;7.2;85.2;25.9
1036;Aardoliegrondstoffen en -producten;2009;1244.0;-2.4;72.9;-29.0
1037;Aardoliegrondstoffen en -producten;2010 januari;104.0;6.1;91.1;73.1
1038;Aardoliegrondstoffen en -producten;2010 februari;98.0;-0.9;90.5;66.6
1039;Aardoliegrondstoffen en -producten;2010 maart;114.0;5.5;97.9;64.8
1040;Aardoliegrondstoffen en -producten;2010 1e kwartaal;316.0;3.6;93.2;68.0
1041;Aardoliegrondstoffen en -producten;2010 april;116.0;14.4;105.4;68.5
1042;Aardoliegrondstoffen en -producten;2010 mei;111.0;3.8;101.8;44.3
1043;Aardoliegrondstoffen en -producten;2010 juni;110.0;10.4;100.7;23.5
1044;Aardoliegrondstoffen en -producten;2010 2e kwartaal;337.0;9.4;102.6;43.5
1045;Aardoliegrondstoffen en -producten;2010 juli;108.0;3.1;99.3;30.5
1046;Aardoliegrondstoffen en -producten;2010 augustus;105.0;4.5;99.2;18.2
1047;Aardoliegrondstoffen en -producten;2010 september;108.0;-2.5;98.7;26.1
1048;Aardoliegrondstoffen en -producten;2010 3e kwartaal;321.0;1.6;99.1;24.7
1049;Aardoliegrondstoffen en -producten;2010 oktober;113.0;4.8;97.7;15.2
1050;Aardoliegrondstoffen en -producten;2010 november;112.0;10.4;103.4;19.9
1051;Aardoliegrondstoffen en -producten;2010 december;105.0;0.2;114.3;35.0
1052;Aardoliegrondstoffen en -producten;2010 4e kwartaal;330.0;5.1;105.1;23.4
1053;Aardoliegrondstoffen en -producten;2010;1305.0;4.9;100.0;37.1
1054;Aardoliegrondstoffen en -producten;2011 januari;103.0;-1.0;119.8;31.4
1055;Aardoliegrondstoffen en -producten;2011 februari;99.0;0.6;126.1;39.4
1056;Aardoliegrondstoffen en -producten;2011 maart;105.0;-7.5;136.6;39.5
1057;Aardoliegrondstoffen en -producten;2011 1e kwartaal;307.0;-2.8;127.5;36.8
1058;Aardoliegrondstoffen en -producten;2011 april;97.0;-15.9;143.3;35.9
1059;Aardoliegrondstoffen en -producten;2011 mei;104.0;-6.2;131.4;29.2
1060;Aardoliegrondstoffen en -producten;2011 juni;106.0;-3.3;128.9;28.0
1061;Aardoliegrondstoffen en -producten;2011 2e kwartaal;308.0;-8.6;134.5;31.1
1062;Aardoliegrondstoffen en -producten;2011 juli;105.0;-2.7;130.9;31.8
1063;Aardoliegrondstoffen en -producten;2011 augustus;107.0;1.8;127.5;28.5
1064;Aardoliegrondstoffen en -producten;2011 september;108.0;0.0;130.0;31.8
1065;Aardoliegrondstoffen en -producten;2011 3e kwartaal;320.0;-0.3;129.5;30.7
1066;Aardoliegrondstoffen en -producten;2011 oktober;105.0;-6.8;132.3;35.4
1067;Aardoliegrondstoffen en -producten;2011 november;102.0;-9.3;132.6;28.2
1068;Aardoliegrondstoffen en -producten;2011 december;99.0;-5.7;135.9;18.9
1069;Aardoliegrondstoffen en -producten;2011 4e kwartaal;306.0;-7.3;133.6;27.1
1070;Aardoliegrondstoffen en -producten;2011;1241.0;-4.9;131.3;31.3
1071;Aardoliegrondstoffen en -producten;2012 januari;106.0;2.4;143.2;19.6
1072;Aardoliegrondstoffen en -producten;2012 februari;106.0;7.6;146.1;15.9
1073;Aardoliegrondstoffen en -producten;2012 maart;108.0;2.9;154.7;13.3
1074;Aardoliegrondstoffen en -producten;2012 1e kwartaal;320.0;4.2;148.0;16.1
1075;Aardoliegrondstoffen en -producten;2012 april;104.0;7.2;148.2;3.4
1076;Aardoliegrondstoffen en -producten;2012 mei;109.0;4.2;138.0;5.0
1077;Aardoliegrondstoffen en -producten;2012 juni;101.0;-5.1;127.0;-1.4
1078;Aardoliegrondstoffen en -producten;2012 2e kwartaal;314.0;1.9;137.8;2.4
1079;Aardoliegrondstoffen en -producten;2012 juli;106.0;0.5;136.0;3.9
1080;Aardoliegrondstoffen en -producten;2012 augustus;105.0;-2.0;147.8;16.0
1081;Aardoliegrondstoffen en -producten;2012 september;102.0;-5.0;145.2;11.6
1082;Aardoliegrondstoffen en -producten;2012 3e kwartaal;313.0;-2.2;143.0;10.4
1083;Aardoliegrondstoffen en -producten;2012 oktober;107.0;1.7;141.9;7.3
1084;Aardoliegrondstoffen en -producten;2012 november;102.0;-0.1;137.7;3.8
1085;Aardoliegrondstoffen en -producten;2012 december;102.0;3.4;136.5;0.5
1086;Aardoliegrondstoffen en -producten;2012 4e kwartaal;311.0;1.6;138.7;3.8
1087;Aardoliegrondstoffen en -producten;2012;1258.0;1.4;141.9;8.1
1088;Aardoliegrondstoffen en -producten;2013 januari;104.0;-1.5;138.3;-3.4
1089;Aardoliegrondstoffen en -producten;2013 februari;92.0;-13.0;142.0;-2.8
1090;Aardoliegrondstoffen en -producten;2013 maart;99.0;-8.8;135.9;-12.2
1091;Aardoliegrondstoffen en -producten;2013 1e kwartaal;295.0;-7.8;138.7;-6.3
1092;Aardoliegrondstoffen en -producten;2013 april;98.0;-6.2;129.9;-12.3
1093;Aardoliegrondstoffen en -producten;2013 mei;108.0;-1.1;129.1;-6.5
1094;Aardoliegrondstoffen en -producten;2013 juni;107.0;5.6;129.0;1.6
1095;Aardoliegrondstoffen en -producten;2013 2e kwartaal;312.0;-0.6;129.3;-6.1
1096;Aardoliegrondstoffen en -producten;2013 juli;107.0;1.3;136.7;0.5
1097;Aardoliegrondstoffen en -producten;2013 augustus;107.0;2.1;140.6;-4.9
1098;Aardoliegrondstoffen en -producten;2013 september;104.0;1.4;139.1;-4.2
1099;Aardoliegrondstoffen en -producten;2013 3e kwartaal;318.0;1.6;138.8;-2.9
1100;Aardoliegrondstoffen en -producten;2013 oktober;104.0;-2.3;132.7;-6.5
1101;Aardoliegrondstoffen en -producten;2013 november;103.0;0.7;133.2;-3.3
1102;Aardoliegrondstoffen en -producten;2013 december;100.0;-2.2;133.2;-2.4
1103;Aardoliegrondstoffen en -producten;2013 4e kwartaal;307.0;-1.3;133.0;-4.1
1104;Aardoliegrondstoffen en -producten;2013;1233.0;-2.0;135.0;-4.9
1105;Aardoliegrondstoffen en -producten;2014 januari;102.0;-2.0;129.8;-6.2
1106;Aardoliegrondstoffen en -producten;2014 februari;97.0;4.5;131.9;-7.1
1107;Aardoliegrondstoffen en -producten;2014 maart;103.0;4.0;127.6;-6.1
1108;Aardoliegrondstoffen en -producten;2014 1e kwartaal;301.0;2.0;129.8;-6.5
1109;Aardoliegrondstoffen en -producten;2014 april;104.0;6.4;128.5;-1.1
1110;Aardoliegrondstoffen en -producten;2014 mei;110.0;1.8;131.1;1.5
1111;Aardoliegrondstoffen en -producten;2014 juni;101.0;-4.9;134.5;4.3
1112;Aardoliegrondstoffen en -producten;2014 2e kwartaal;315.0;1.0;131.3;1.5
1113;Aardoliegrondstoffen en -producten;2014 juli;105.0;-2.4;128.4;-6.0
1114;Aardoliegrondstoffen en -producten;2014 augustus;101.0;-5.5;124.9;-11.1
1115;Aardoliegrondstoffen en -producten;2014 september;103.0;-0.5;121.7;-12.5
1116;Aardoliegrondstoffen en -producten;2014 3e kwartaal;309.0;-2.8;125.0;-9.9
1117;Aardoliegrondstoffen en -producten;2014 oktober;87.0;-16.5;112.2;-15.5
1118;Aardoliegrondstoffen en -producten;2014 november;86.0;-16.2;102.3;-23.2
1119;Aardoliegrondstoffen en -producten;2014 december;91.0;-9.2;80.2;-39.8
1120;Aardoliegrondstoffen en -producten;2014 4e kwartaal;264.0;-14.0;98.2;-26.2
1121;Aardoliegrondstoffen en -producten;2014;1189.0;-3.6;121.1;-10.3
1122;Aardoliegrondstoffen en -producten;2015 januari;95.0;-7.1;69.7;-46.3
1123;Aardoliegrondstoffen en -producten;2015 februari;83.0;-14.2;84.1;-36.3
1124;Aardoliegrondstoffen en -producten;2015 maart;92.0;-10.8;84.5;-33.8
1125;Aardoliegrondstoffen en -producten;2015 1e kwartaal;269.0;-10.6;79.4;-38.8
1126;Aardoliegrondstoffen en -producten;2015 april;85.0;-18.7;90.4;-29.6
1127;Aardoliegrondstoffen en -producten;2015 mei;90.0;-18.0;89.5;-31.7
1128;Aardoliegrondstoffen en -producten;2015 juni;89.0;-12.7;88.8;-34.0
1129;Aardoliegrondstoffen en -producten;2015 2e kwartaal;263.0;-16.5;89.6;-31.8
1130;Aardoliegrondstoffen en -producten;2015 juli;106.0;1.4;80.7;-37.1
1131;Aardoliegrondstoffen en -producten;2015 augustus;102.0;1.2;70.0;-44.0
1132;Aardoliegrondstoffen en -producten;2015 september;107.0;4.1;71.8;-41.0
1133;Aardoliegrondstoffen en -producten;2015 3e kwartaal;316.0;2.3;74.2;-40.7
1134;Aardoliegrondstoffen en -producten;2015 oktober;112.0;28.5;69.9;-37.7
