ID;Bedrijfsomvang;BedrijfstakBranchesSBI93;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2
406;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2005 4e kwartaal;134;5.5
407;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2005;108;5.4
408;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2006 januari;65;2.2
409;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2006 februari;91;10.2
410;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2006 maart;118;19.5
411;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2006 1e kwartaal;91;11.8
412;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2006 april;110;-0.4
413;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2006 mei;126;19.1
414;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2006 juni;135;5.3
415;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2006 2e kwartaal;124;7.7
416;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2006 juli;110;1.8
417;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2006 augustus;78;10.7
418;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2006 september;134;9.7
419;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2006 3e kwartaal;107;7.1
420;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2006 oktober;134;10.7
421;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2006 november;144;12.2
422;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2006 december;166;9.8
423;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2006 4e kwartaal;148;10.8
424;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2006;118;9.3
425;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2007 januari;75;14.2
426;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2007 februari;105;15.5
427;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2007 maart;133;12.7
428;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2007 1e kwartaal;104;14.0
429;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2007 april;123;11.6
430;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2007 mei;132;4.9
431;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2007 juni;149;10.1
432;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2007 2e kwartaal;134;8.8
433;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2007 juli;121;10.7
434;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2007 augustus;91;15.7
435;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2007 september;138;2.7
436;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2007 3e kwartaal;117;8.6
437;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2007 oktober;149;11.3
438;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2007 november;154;7.1
439;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2007 december;171;2.5
440;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2007 4e kwartaal;158;6.6
441;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2007;128;9.1
442;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2008 januari;88;18.6
443;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2008 februari;126;19.6
444;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2008 maart;141;6.2
445;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2008 1e kwartaal;118;13.7
446;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2008 april;148;20.3
447;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2008 mei;141;7.2
448;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2008 juni;160;7.8
449;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2008 2e kwartaal;150;11.4
450;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2008 juli;132;8.7
451;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2008 augustus;100;10.6
452;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2008 september;156;13.3
453;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2008 3e kwartaal;130;11.0
454;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2008 oktober;166;11.3
455;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2008 november;155;0.5
456;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2008 december;179;5.0
457;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2008 4e kwartaal;167;5.5
458;1;452 B&U- en GWW-bouw, gn bouwrijp maken;2008;141;10.0
459;1;453 Bouwinstallatiebedrijven;2000 januari;68;
460;1;453 Bouwinstallatiebedrijven;2000 februari;90;
461;1;453 Bouwinstallatiebedrijven;2000 maart;109;
462;1;453 Bouwinstallatiebedrijven;2000 1e kwartaal;89;
463;1;453 Bouwinstallatiebedrijven;2000 april;90;
464;1;453 Bouwinstallatiebedrijven;2000 mei;104;
465;1;453 Bouwinstallatiebedrijven;2000 juni;103;
466;1;453 Bouwinstallatiebedrijven;2000 2e kwartaal;99;
467;1;453 Bouwinstallatiebedrijven;2000 juli;91;
468;1;453 Bouwinstallatiebedrijven;2000 augustus;75;
469;1;453 Bouwinstallatiebedrijven;2000 september;104;
470;1;453 Bouwinstallatiebedrijven;2000 3e kwartaal;90;
471;1;453 Bouwinstallatiebedrijven;2000 oktober;110;
472;1;453 Bouwinstallatiebedrijven;2000 november;120;
473;1;453 Bouwinstallatiebedrijven;2000 december;137;
474;1;453 Bouwinstallatiebedrijven;2000 4e kwartaal;122;
475;1;453 Bouwinstallatiebedrijven;2000;100;
476;1;453 Bouwinstallatiebedrijven;2001 januari;69;1.3
477;1;453 Bouwinstallatiebedrijven;2001 februari;88;-1.5
478;1;453 Bouwinstallatiebedrijven;2001 maart;113;3.8
479;1;453 Bouwinstallatiebedrijven;2001 1e kwartaal;90;1.4
480;1;453 Bouwinstallatiebedrijven;2001 april;97;7.6
481;1;453 Bouwinstallatiebedrijven;2001 mei;104;-0.1
482;1;453 Bouwinstallatiebedrijven;2001 juni;118;14.6
483;1;453 Bouwinstallatiebedrijven;2001 2e kwartaal;106;7.3
484;1;453 Bouwinstallatiebedrijven;2001 juli;104;13.7
485;1;453 Bouwinstallatiebedrijven;2001 augustus;84;11.2
486;1;453 Bouwinstallatiebedrijven;2001 september;112;7.2
487;1;453 Bouwinstallatiebedrijven;2001 3e kwartaal;100;10.5
488;1;453 Bouwinstallatiebedrijven;2001 oktober;114;3.8
489;1;453 Bouwinstallatiebedrijven;2001 november;125;3.6
490;1;453 Bouwinstallatiebedrijven;2001 december;134;-2.0
491;1;453 Bouwinstallatiebedrijven;2001 4e kwartaal;124;1.6
492;1;453 Bouwinstallatiebedrijven;2001;105;5.0
493;1;453 Bouwinstallatiebedrijven;2002 januari;79;14.6
494;1;453 Bouwinstallatiebedrijven;2002 februari;98;11.4
495;1;453 Bouwinstallatiebedrijven;2002 maart;112;-1.1
496;1;453 Bouwinstallatiebedrijven;2002 1e kwartaal;96;7.0
497;1;453 Bouwinstallatiebedrijven;2002 april;102;5.4
498;1;453 Bouwinstallatiebedrijven;2002 mei;105;1.0
499;1;453 Bouwinstallatiebedrijven;2002 juni;119;1.1
500;1;453 Bouwinstallatiebedrijven;2002 2e kwartaal;109;2.4
501;1;453 Bouwinstallatiebedrijven;2002 juli;108;4.4
502;1;453 Bouwinstallatiebedrijven;2002 augustus;81;-3.1
503;1;453 Bouwinstallatiebedrijven;2002 september;111;-0.7
504;1;453 Bouwinstallatiebedrijven;2002 3e kwartaal;100;0.4
505;1;453 Bouwinstallatiebedrijven;2002 oktober;118;3.3
506;1;453 Bouwinstallatiebedrijven;2002 november;123;-1.2
507;1;453 Bouwinstallatiebedrijven;2002 december;138;2.7
508;1;453 Bouwinstallatiebedrijven;2002 4e kwartaal;126;1.6
509;1;453 Bouwinstallatiebedrijven;2002;108;2.7
510;1;453 Bouwinstallatiebedrijven;2003 januari;79;0.4
511;1;453 Bouwinstallatiebedrijven;2003 februari;95;-3.3
512;1;453 Bouwinstallatiebedrijven;2003 maart;107;-4.3
513;1;453 Bouwinstallatiebedrijven;2003 1e kwartaal;94;-2.7
514;1;453 Bouwinstallatiebedrijven;2003 april;102;-0.3
515;1;453 Bouwinstallatiebedrijven;2003 mei;106;0.9
516;1;453 Bouwinstallatiebedrijven;2003 juni;113;-5.3
517;1;453 Bouwinstallatiebedrijven;2003 2e kwartaal;107;-1.7
518;1;453 Bouwinstallatiebedrijven;2003 juli;110;1.5
519;1;453 Bouwinstallatiebedrijven;2003 augustus;75;-6.9
520;1;453 Bouwinstallatiebedrijven;2003 september;117;5.6
521;1;453 Bouwinstallatiebedrijven;2003 3e kwartaal;101;0.7
522;1;453 Bouwinstallatiebedrijven;2003 oktober;117;-1.0
523;1;453 Bouwinstallatiebedrijven;2003 november;115;-6.5
524;1;453 Bouwinstallatiebedrijven;2003 december;135;-2.2
525;1;453 Bouwinstallatiebedrijven;2003 4e kwartaal;122;-3.2
526;1;453 Bouwinstallatiebedrijven;2003;106;-1.8
527;1;453 Bouwinstallatiebedrijven;2004 januari;79;0.0
528;1;453 Bouwinstallatiebedrijven;2004 februari;93;-1.7
529;1;453 Bouwinstallatiebedrijven;2004 maart;112;4.7
530;1;453 Bouwinstallatiebedrijven;2004 1e kwartaal;95;1.2
531;1;453 Bouwinstallatiebedrijven;2004 april;99;-2.6
532;1;453 Bouwinstallatiebedrijven;2004 mei;90;-14.4
533;1;453 Bouwinstallatiebedrijven;2004 juni;108;-3.8
534;1;453 Bouwinstallatiebedrijven;2004 2e kwartaal;99;-6.9
535;1;453 Bouwinstallatiebedrijven;2004 juli;98;-10.8
536;1;453 Bouwinstallatiebedrijven;2004 augustus;73;-3.7
537;1;453 Bouwinstallatiebedrijven;2004 september;108;-7.6
538;1;453 Bouwinstallatiebedrijven;2004 3e kwartaal;93;-7.8
539;1;453 Bouwinstallatiebedrijven;2004 oktober;105;-10.2
540;1;453 Bouwinstallatiebedrijven;2004 november;113;-2.1
541;1;453 Bouwinstallatiebedrijven;2004 december;134;-0.1
542;1;453 Bouwinstallatiebedrijven;2004 4e kwartaal;117;-4.0
543;1;453 Bouwinstallatiebedrijven;2004;101;-4.5
544;1;453 Bouwinstallatiebedrijven;2005 januari;78;-1.7
545;1;453 Bouwinstallatiebedrijven;2005 februari;92;-1.4
546;1;453 Bouwinstallatiebedrijven;2005 maart;109;-2.8
547;1;453 Bouwinstallatiebedrijven;2005 1e kwartaal;93;-2.1
548;1;453 Bouwinstallatiebedrijven;2005 april;107;7.4
549;1;453 Bouwinstallatiebedrijven;2005 mei;99;9.4
550;1;453 Bouwinstallatiebedrijven;2005 juni;120;11.1
551;1;453 Bouwinstallatiebedrijven;2005 2e kwartaal;109;9.4
552;1;453 Bouwinstallatiebedrijven;2005 juli;102;3.9
553;1;453 Bouwinstallatiebedrijven;2005 augustus;83;13.7
554;1;453 Bouwinstallatiebedrijven;2005 september;117;8.5
555;1;453 Bouwinstallatiebedrijven;2005 3e kwartaal;100;8.2
556;1;453 Bouwinstallatiebedrijven;2005 oktober;110;5.1
557;1;453 Bouwinstallatiebedrijven;2005 november;120;6.6
558;1;453 Bouwinstallatiebedrijven;2005 december;146;8.4
559;1;453 Bouwinstallatiebedrijven;2005 4e kwartaal;125;6.8
560;1;453 Bouwinstallatiebedrijven;2005;107;5.7
561;1;453 Bouwinstallatiebedrijven;2006 januari;85;9.7
562;1;453 Bouwinstallatiebedrijven;2006 februari;99;7.6
563;1;453 Bouwinstallatiebedrijven;2006 maart;120;10.1
564;1;453 Bouwinstallatiebedrijven;2006 1e kwartaal;101;9.1
565;1;453 Bouwinstallatiebedrijven;2006 april;106;-0.6
566;1;453 Bouwinstallatiebedrijven;2006 mei;113;13.8
567;1;453 Bouwinstallatiebedrijven;2006 juni;121;1.0
568;1;453 Bouwinstallatiebedrijven;2006 2e kwartaal;113;4.3
569;1;453 Bouwinstallatiebedrijven;2006 juli;108;5.9
570;1;453 Bouwinstallatiebedrijven;2006 augustus;89;8.1
571;1;453 Bouwinstallatiebedrijven;2006 september;121;3.0
572;1;453 Bouwinstallatiebedrijven;2006 3e kwartaal;106;5.4
573;1;453 Bouwinstallatiebedrijven;2006 oktober;121;9.9
574;1;453 Bouwinstallatiebedrijven;2006 november;128;6.8
575;1;453 Bouwinstallatiebedrijven;2006 december;151;3.8
576;1;453 Bouwinstallatiebedrijven;2006 4e kwartaal;134;6.6
577;1;453 Bouwinstallatiebedrijven;2006;114;6.3
578;1;453 Bouwinstallatiebedrijven;2007 januari;94;9.9
579;1;453 Bouwinstallatiebedrijven;2007 februari;109;10.2
580;1;453 Bouwinstallatiebedrijven;2007 maart;144;20.4
581;1;453 Bouwinstallatiebedrijven;2007 1e kwartaal;116;14.1
582;1;453 Bouwinstallatiebedrijven;2007 april;116;9.1
583;1;453 Bouwinstallatiebedrijven;2007 mei;123;8.8
584;1;453 Bouwinstallatiebedrijven;2007 juni;140;15.3
585;1;453 Bouwinstallatiebedrijven;2007 2e kwartaal;126;11.2
586;1;453 Bouwinstallatiebedrijven;2007 juli;121;12.3
587;1;453 Bouwinstallatiebedrijven;2007 augustus;99;11.2
588;1;453 Bouwinstallatiebedrijven;2007 september;130;7.8
589;1;453 Bouwinstallatiebedrijven;2007 3e kwartaal;117;10.3
590;1;453 Bouwinstallatiebedrijven;2007 oktober;142;17.0
591;1;453 Bouwinstallatiebedrijven;2007 november;147;14.6
592;1;453 Bouwinstallatiebedrijven;2007 december;158;4.6
593;1;453 Bouwinstallatiebedrijven;2007 4e kwartaal;149;11.6
594;1;453 Bouwinstallatiebedrijven;2007;127;11.8
595;1;453 Bouwinstallatiebedrijven;2008 januari;109;16.0
596;1;453 Bouwinstallatiebedrijven;2008 februari;130;19.1
597;1;453 Bouwinstallatiebedrijven;2008 maart;140;-2.7
598;1;453 Bouwinstallatiebedrijven;2008 1e kwartaal;126;9.2
599;1;453 Bouwinstallatiebedrijven;2008 april;144;24.6
600;1;453 Bouwinstallatiebedrijven;2008 mei;133;9.0
601;1;453 Bouwinstallatiebedrijven;2008 juni;156;11.6
602;1;453 Bouwinstallatiebedrijven;2008 2e kwartaal;145;14.7
603;1;453 Bouwinstallatiebedrijven;2008 juli;136;12.4
604;1;453 Bouwinstallatiebedrijven;2008 augustus;106;7.2
605;1;453 Bouwinstallatiebedrijven;2008 september;153;17.9
606;1;453 Bouwinstallatiebedrijven;2008 3e kwartaal;132;13.0
607;1;453 Bouwinstallatiebedrijven;2008 oktober;158;11.6
608;1;453 Bouwinstallatiebedrijven;2008 november;151;2.5
609;1;453 Bouwinstallatiebedrijven;2008 december;171;8.0
610;1;453 Bouwinstallatiebedrijven;2008 4e kwartaal;160;7.3
611;1;453 Bouwinstallatiebedrijven;2008;141;10.9
612;1;454 Afwerken van gebouwen;2000 januari;54;
613;1;454 Afwerken van gebouwen;2000 februari;79;
614;1;454 Afwerken van gebouwen;2000 maart;100;
615;1;454 Afwerken van gebouwen;2000 1e kwartaal;78;
616;1;454 Afwerken van gebouwen;2000 april;94;
617;1;454 Afwerken van gebouwen;2000 mei;105;
618;1;454 Afwerken van gebouwen;2000 juni;112;
619;1;454 Afwerken van gebouwen;2000 2e kwartaal;104;
620;1;454 Afwerken van gebouwen;2000 juli;99;
621;1;454 Afwerken van gebouwen;2000 augustus;74;
622;1;454 Afwerken van gebouwen;2000 september;115;
623;1;454 Afwerken van gebouwen;2000 3e kwartaal;96;
624;1;454 Afwerken van gebouwen;2000 oktober;111;
625;1;454 Afwerken van gebouwen;2000 november;116;
626;1;454 Afwerken van gebouwen;2000 december;138;
627;1;454 Afwerken van gebouwen;2000 4e kwartaal;122;
628;1;454 Afwerken van gebouwen;2000;100;
629;1;454 Afwerken van gebouwen;2001 januari;59;9.3
630;1;454 Afwerken van gebouwen;2001 februari;88;11.1
631;1;454 Afwerken van gebouwen;2001 maart;114;14.0
632;1;454 Afwerken van gebouwen;2001 1e kwartaal;87;11.9
633;1;454 Afwerken van gebouwen;2001 april;106;12.0
634;1;454 Afwerken van gebouwen;2001 mei;118;12.4
635;1;454 Afwerken van gebouwen;2001 juni;136;21.2
636;1;454 Afwerken van gebouwen;2001 2e kwartaal;120;15.4
637;1;454 Afwerken van gebouwen;2001 juli;116;17.2
638;1;454 Afwerken van gebouwen;2001 augustus;86;15.9
639;1;454 Afwerken van gebouwen;2001 september;130;12.7
640;1;454 Afwerken van gebouwen;2001 3e kwartaal;111;15.1
641;1;454 Afwerken van gebouwen;2001 oktober;132;18.9
642;1;454 Afwerken van gebouwen;2001 november;131;12.3
643;1;454 Afwerken van gebouwen;2001 december;144;3.7
644;1;454 Afwerken van gebouwen;2001 4e kwartaal;136;11.1
645;1;454 Afwerken van gebouwen;2001;113;13.3
646;1;454 Afwerken van gebouwen;2002 januari;71;19.6
647;1;454 Afwerken van gebouwen;2002 februari;93;6.2
648;1;454 Afwerken van gebouwen;2002 maart;122;6.8
649;1;454 Afwerken van gebouwen;2002 1e kwartaal;95;9.5
650;1;454 Afwerken van gebouwen;2002 april;122;15.3
651;1;454 Afwerken van gebouwen;2002 mei;121;2.5
652;1;454 Afwerken van gebouwen;2002 juni;142;4.8
653;1;454 Afwerken van gebouwen;2002 2e kwartaal;129;7.1
654;1;454 Afwerken van gebouwen;2002 juli;124;7.1
655;1;454 Afwerken van gebouwen;2002 augustus;89;3.7
656;1;454 Afwerken van gebouwen;2002 september;138;6.2
657;1;454 Afwerken van gebouwen;2002 3e kwartaal;117;5.9
658;1;454 Afwerken van gebouwen;2002 oktober;142;7.2
659;1;454 Afwerken van gebouwen;2002 november;139;6.0
660;1;454 Afwerken van gebouwen;2002 december;138;-4.0
661;1;454 Afwerken van gebouwen;2002 4e kwartaal;139;2.9
662;1;454 Afwerken van gebouwen;2002;120;6.0
663;1;454 Afwerken van gebouwen;2003 januari;72;2.5
664;1;454 Afwerken van gebouwen;2003 februari;93;-0.5
665;1;454 Afwerken van gebouwen;2003 maart;116;-4.6
666;1;454 Afwerken van gebouwen;2003 1e kwartaal;94;-1.5
667;1;454 Afwerken van gebouwen;2003 april;126;3.4
668;1;454 Afwerken van gebouwen;2003 mei;131;8.2
669;1;454 Afwerken van gebouwen;2003 juni;138;-3.1
670;1;454 Afwerken van gebouwen;2003 2e kwartaal;132;2.5
671;1;454 Afwerken van gebouwen;2003 juli;132;5.8
672;1;454 Afwerken van gebouwen;2003 augustus;91;2.0
673;1;454 Afwerken van gebouwen;2003 september;140;1.2
674;1;454 Afwerken van gebouwen;2003 3e kwartaal;121;3.0
675;1;454 Afwerken van gebouwen;2003 oktober;148;4.2
676;1;454 Afwerken van gebouwen;2003 november;133;-3.7
677;1;454 Afwerken van gebouwen;2003 december;143;3.7
678;1;454 Afwerken van gebouwen;2003 4e kwartaal;141;1.4
679;1;454 Afwerken van gebouwen;2003;122;1.5
680;1;454 Afwerken van gebouwen;2004 januari;79;9.8
681;1;454 Afwerken van gebouwen;2004 februari;97;4.6
682;1;454 Afwerken van gebouwen;2004 maart;120;3.4
683;1;454 Afwerken van gebouwen;2004 1e kwartaal;99;5.4
684;1;454 Afwerken van gebouwen;2004 april;118;-6.3
685;1;454 Afwerken van gebouwen;2004 mei;119;-9.3
686;1;454 Afwerken van gebouwen;2004 juni;142;3.4
687;1;454 Afwerken van gebouwen;2004 2e kwartaal;127;-3.9
688;1;454 Afwerken van gebouwen;2004 juli;130;-1.0
689;1;454 Afwerken van gebouwen;2004 augustus;81;-11.0
690;1;454 Afwerken van gebouwen;2004 september;132;-5.4
691;1;454 Afwerken van gebouwen;2004 3e kwartaal;115;-5.2
692;1;454 Afwerken van gebouwen;2004 oktober;137;-7.2
693;1;454 Afwerken van gebouwen;2004 november;141;5.9
694;1;454 Afwerken van gebouwen;2004 december;156;9.2
695;1;454 Afwerken van gebouwen;2004 4e kwartaal;145;2.5
696;1;454 Afwerken van gebouwen;2004;121;-0.6
697;1;454 Afwerken van gebouwen;2005 januari;71;-10.3
698;1;454 Afwerken van gebouwen;2005 februari;96;-1.3
699;1;454 Afwerken van gebouwen;2005 maart;127;5.4
700;1;454 Afwerken van gebouwen;2005 1e kwartaal;98;-1.0
701;1;454 Afwerken van gebouwen;2005 april;126;6.6
702;1;454 Afwerken van gebouwen;2005 mei;124;4.1
703;1;454 Afwerken van gebouwen;2005 juni;164;15.2
704;1;454 Afwerken van gebouwen;2005 2e kwartaal;138;9.0
705;1;454 Afwerken van gebouwen;2005 juli;132;1.1
706;1;454 Afwerken van gebouwen;2005 augustus;88;9.1
707;1;454 Afwerken van gebouwen;2005 september;158;19.7
708;1;454 Afwerken van gebouwen;2005 3e kwartaal;126;10.1
709;1;454 Afwerken van gebouwen;2005 oktober;142;3.3
710;1;454 Afwerken van gebouwen;2005 november;150;6.4
711;1;454 Afwerken van gebouwen;2005 december;179;14.8
712;1;454 Afwerken van gebouwen;2005 4e kwartaal;157;8.4
713;1;454 Afwerken van gebouwen;2005;130;7.1
714;1;454 Afwerken van gebouwen;2006 januari;80;11.8
715;1;454 Afwerken van gebouwen;2006 februari;107;11.5
716;1;454 Afwerken van gebouwen;2006 maart;144;13.4
717;1;454 Afwerken van gebouwen;2006 1e kwartaal;110;12.4
718;1;454 Afwerken van gebouwen;2006 april;125;-0.6
719;1;454 Afwerken van gebouwen;2006 mei;144;16.2
720;1;454 Afwerken van gebouwen;2006 juni;169;3.1
721;1;454 Afwerken van gebouwen;2006 2e kwartaal;146;5.9
722;1;454 Afwerken van gebouwen;2006 juli;140;6.0
723;1;454 Afwerken van gebouwen;2006 augustus;100;12.9
724;1;454 Afwerken van gebouwen;2006 september;163;2.7
725;1;454 Afwerken van gebouwen;2006 3e kwartaal;134;6.2
726;1;454 Afwerken van gebouwen;2006 oktober;155;9.0
727;1;454 Afwerken van gebouwen;2006 november;163;8.4
728;1;454 Afwerken van gebouwen;2006 december;189;5.4
729;1;454 Afwerken van gebouwen;2006 4e kwartaal;169;7.4
730;1;454 Afwerken van gebouwen;2006;140;7.7
731;1;454 Afwerken van gebouwen;2007 januari;90;12.8
732;1;454 Afwerken van gebouwen;2007 februari;122;14.1
733;1;454 Afwerken van gebouwen;2007 maart;159;10.7
734;1;454 Afwerken van gebouwen;2007 1e kwartaal;124;12.3
735;1;454 Afwerken van gebouwen;2007 april;139;10.7
736;1;454 Afwerken van gebouwen;2007 mei;153;6.0
737;1;454 Afwerken van gebouwen;2007 juni;188;10.8
738;1;454 Afwerken van gebouwen;2007 2e kwartaal;160;9.2
739;1;454 Afwerken van gebouwen;2007 juli;148;5.9
740;1;454 Afwerken van gebouwen;2007 augustus;111;10.9
741;1;454 Afwerken van gebouwen;2007 september;174;6.9
742;1;454 Afwerken van gebouwen;2007 3e kwartaal;144;7.5
743;1;454 Afwerken van gebouwen;2007 oktober;171;10.7
744;1;454 Afwerken van gebouwen;2007 november;175;7.7
745;1;454 Afwerken van gebouwen;2007 december;194;2.8
746;1;454 Afwerken van gebouwen;2007 4e kwartaal;180;6.8
747;1;454 Afwerken van gebouwen;2007;152;8.7
748;1;454 Afwerken van gebouwen;2008 januari;105;17.0
749;1;454 Afwerken van gebouwen;2008 februari;139;14.3
750;1;454 Afwerken van gebouwen;2008 maart;166;4.2
751;1;454 Afwerken van gebouwen;2008 1e kwartaal;137;10.6
752;1;454 Afwerken van gebouwen;2008 april;164;18.7
753;1;454 Afwerken van gebouwen;2008 mei;160;4.5
754;1;454 Afwerken van gebouwen;2008 juni;195;4.2
755;1;454 Afwerken van gebouwen;2008 2e kwartaal;173;8.5
756;1;454 Afwerken van gebouwen;2008 juli;165;11.6
757;1;454 Afwerken van gebouwen;2008 augustus;120;8.3
758;1;454 Afwerken van gebouwen;2008 september;188;7.9
759;1;454 Afwerken van gebouwen;2008 3e kwartaal;158;9.3
760;1;454 Afwerken van gebouwen;2008 oktober;188;9.9
761;1;454 Afwerken van gebouwen;2008 november;174;-0.7
762;1;454 Afwerken van gebouwen;2008 december;192;-1.1
763;1;454 Afwerken van gebouwen;2008 4e kwartaal;185;2.5
764;1;454 Afwerken van gebouwen;2008;163;7.3
765;1;455 Verhuur bouwmach. met personeel;2000 januari;54;
766;1;455 Verhuur bouwmach. met personeel;2000 februari;79;
767;1;455 Verhuur bouwmach. met personeel;2000 maart;108;
768;1;455 Verhuur bouwmach. met personeel;2000 1e kwartaal;81;
769;1;455 Verhuur bouwmach. met personeel;2000 april;96;
770;1;455 Verhuur bouwmach. met personeel;2000 mei;108;
771;1;455 Verhuur bouwmach. met personeel;2000 juni;102;
772;1;455 Verhuur bouwmach. met personeel;2000 2e kwartaal;102;
773;1;455 Verhuur bouwmach. met personeel;2000 juli;107;
774;1;455 Verhuur bouwmach. met personeel;2000 augustus;83;
775;1;455 Verhuur bouwmach. met personeel;2000 september;106;
776;1;455 Verhuur bouwmach. met personeel;2000 3e kwartaal;99;
777;1;455 Verhuur bouwmach. met personeel;2000 oktober;118;
778;1;455 Verhuur bouwmach. met personeel;2000 november;121;
779;1;455 Verhuur bouwmach. met personeel;2000 december;118;
780;1;455 Verhuur bouwmach. met personeel;2000 4e kwartaal;119;
781;1;455 Verhuur bouwmach. met personeel;2000;100;
782;1;455 Verhuur bouwmach. met personeel;2001 januari;53;-2.6
783;1;455 Verhuur bouwmach. met personeel;2001 februari;97;22.2
784;1;455 Verhuur bouwmach. met personeel;2001 maart;118;8.8
785;1;455 Verhuur bouwmach. met personeel;2001 1e kwartaal;89;10.6
786;1;455 Verhuur bouwmach. met personeel;2001 april;109;14.2
787;1;455 Verhuur bouwmach. met personeel;2001 mei;120;12.0
788;1;455 Verhuur bouwmach. met personeel;2001 juni;133;30.3
789;1;455 Verhuur bouwmach. met personeel;2001 2e kwartaal;121;18.8
790;1;455 Verhuur bouwmach. met personeel;2001 juli;102;-4.9
791;1;455 Verhuur bouwmach. met personeel;2001 augustus;89;7.0
792;1;455 Verhuur bouwmach. met personeel;2001 september;119;12.5
793;1;455 Verhuur bouwmach. met personeel;2001 3e kwartaal;103;4.6
794;1;455 Verhuur bouwmach. met personeel;2001 oktober;136;15.6
795;1;455 Verhuur bouwmach. met personeel;2001 november;124;2.3
796;1;455 Verhuur bouwmach. met personeel;2001 december;149;26.3
797;1;455 Verhuur bouwmach. met personeel;2001 4e kwartaal;136;14.6
798;1;455 Verhuur bouwmach. met personeel;2001;112;12.4
799;1;455 Verhuur bouwmach. met personeel;2002 januari;78;47.3
800;1;455 Verhuur bouwmach. met personeel;2002 februari;94;-2.5
801;1;455 Verhuur bouwmach. met personeel;2002 maart;126;6.8
802;1;455 Verhuur bouwmach. met personeel;2002 1e kwartaal;99;11.4
803;1;455 Verhuur bouwmach. met personeel;2002 april;130;19.0
804;1;455 Verhuur bouwmach. met personeel;2002 mei;127;5.3
805;1;455 Verhuur bouwmach. met personeel;2002 juni;146;10.0
806;1;455 Verhuur bouwmach. met personeel;2002 2e kwartaal;134;11.1
807;1;455 Verhuur bouwmach. met personeel;2002 juli;125;22.8
808;1;455 Verhuur bouwmach. met personeel;2002 augustus;98;10.2
809;1;455 Verhuur bouwmach. met personeel;2002 september;136;14.3
810;1;455 Verhuur bouwmach. met personeel;2002 3e kwartaal;120;15.9
811;1;455 Verhuur bouwmach. met personeel;2002 oktober;139;2.0
812;1;455 Verhuur bouwmach. met personeel;2002 november;143;15.5
813;1;455 Verhuur bouwmach. met personeel;2002 december;150;0.4
814;1;455 Verhuur bouwmach. met personeel;2002 4e kwartaal;144;5.5
815;1;455 Verhuur bouwmach. met personeel;2002;124;10.6
816;1;455 Verhuur bouwmach. met personeel;2003 januari;74;-5.3
