ID;SBI93;Grootteklassen;Perioden;AantalBedrijven_1;AantalWerkzamePersonen_2;ArbeidsjarenWerkzamePersonen_3;AantalWerknemers_4;ArbeidsjarenWerknemers_5;TotaleBedrijfsopbrengsten_6;TotaalNettoOmzet_7;OmzetHoofdactiviteit_8;OmzetUitNevenactiviteiten_9;TotaalOverigeBedrijfsopbrengsten_10;TotaleBedrijfslasten_11;TotaalInkoopwaarde_12;InkoopwaardeHulpstoffen_13;InkoopwaardeHandelsgoederen_14;OverigeInkoopwaarde_15;ArbeidskostenTotaal_16;BrutoLonenEnSalarissen_17;WerkgeversdeelSocVerzekeringspremies_18;PremiesPensioenVervroegdeUittreding_19;OverigeSocialeLasten_20;TotaalOverigeBedrijfskosten_21;Afschrijvingen_22;Bedrijfsresultaat_23;FinancieelResultaat_24;FinancieleBaten_25;FinancieleLasten_26;SaldoVoorzieningen_27;OnttrekkingenVrijvalVanVoorzieningen_28;ToevoegingenAanVoorzieningen_29;SaldoBuitengewoneBatenEnLasten_30;BuitengewoneBaten_31;BuitengewoneLasten_32;ResultaatVoorBelastingen_33;MilieudienstenGeleverdAanOverheden_34;MilieudienstenGeleverdAanBedrijven_35;EnergieterugleveringAanNutsbedrijven_36;VerkopenRestproductenAanDerden_37;VerwerkingAfvalReststoffenDoorDerden_38;TransportEnOverslagAfvalDoorDerden_39;SaneringVerontreinigdeGrondDerden_40;OverigeUitbestedeWerkzaamheden_41;AfvalstoffenbelastingStortplaatsenPM_42
0;9000;Totaal werknemers;2002;664.0;22058.0;21047.0;18215.0;17420.0;4366.0;4264.0;4170.0;95.0;102.0;4025.0;1568.0;163.0;33.0;1372.0;736.0;588.0;85.0;49.0;15.0;1343.0;378.0;341;-134.0;56.0;191.0;-18.0;32.0;50.0;8.0;52.0;45.0;196.0;1533.0;2508.0;82.0;47.0;925.0;184.0;18.0;245.0;145.0
1;9000;Totaal werknemers;2003;652.0;24078.0;22590.0;19494.0;18589.0;4591.0;4493.0;4398.0;95.0;97.0;4209.0;1705.0;147.0;50.0;1509.0;779.0;625.0;83.0;56.0;15.0;1339.0;385.0;382;-130.0;61.0;191.0;-15.0;31.0;46.0;-14.0;11.0;25.0;223.0;1620.0;2627.0;108.0;44.0;1097.0;194.0;11.0;206.0;96.0
2;9000;Totaal werknemers;2004;600.0;22957.0;21650.0;18341.0;17626.0;4623.0;4516.0;4409.0;108.0;106.0;4241.0;1807.0;135.0;83.0;1589.0;769.0;603.0;82.0;66.0;18.0;1221.0;444.0;382;-161.0;60.0;221.0;-37.0;20.0;57.0;-4.0;11.0;15.0;180.0;1833.0;2442.0;92.0;41.0;1073.0;163.0;27.0;326.0;70.0
3;9000;Totaal werknemers;2005;572.0;23307.0;21911.0;19461.0;18613.0;4424.0;4340.0;4262.0;78.0;84.0;3967.0;1513.0;141.0;21.0;1352.0;816.0;643.0;81.0;75.0;17.0;1211.0;427.0;457;-144.0;70.0;215.0;-23.0;38.0;61.0;65.0;82.0;17.0;355.0;1727.0;2317.0;104.0;114.0;865.0;183.0;33.0;271.0;115.0
4;9000;0 tot 10 werknemers;2002;436.0;2803.0;2564.0;1806.0;1661.0;617.0;597.0;588.0;9.0;20.0;550.0;264.0;38.0;11.0;216.0;66.0;53.0;8.0;4.0;2.0;179.0;41.0;68;-12.0;8.0;20.0;-4.0;5.0;9.0;-1.0;3.0;4.0;51.0;138.0;438.0;0.0;12.0;121.0;35.0;5.0;55.0;17.0
5;9000;0 tot 10 werknemers;2003;435.0;2462.0;2222.0;1604.0;1440.0;584.0;569.0;564.0;5.0;15.0;521.0;254.0;33.0;21.0;200.0;59.0;47.0;7.0;4.0;1.0;170.0;39.0;63;-7.0;5.0;13.0;-4.0;5.0;9.0;4.0;5.0;1.0;56.0;106.0;416.0;19.0;23.0;106.0;30.0;3.0;61.0;4.0
6;9000;0 tot 10 werknemers;2004;401.0;2345.0;2158.0;1404.0;1276.0;538.0;525.0;485.0;39.0;14.0;485.0;268.0;27.0;37.0;204.0;52.0;42.0;6.0;2.0;1.0;136.0;29.0;53;-5.0;5.0;10.0;-4.0;7.0;11.0;1.0;2.0;1.0;45.0;137.0;335.0;0.0;14.0;82.0;34.0;4.0;84.0;5.0
7;9000;0 tot 10 werknemers;2005;382.0;2488.0;2261.0;1752.0;1572.0;443.0;437.0;433.0;4.0;7.0;387.0;190.0;15.0;8.0;167.0;59.0;48.0;7.0;3.0;1.0;111.0;27.0;56;-3.0;5.0;8.0;-4.0;3.0;6.0;1.0;3.0;2.0;51.0;122.0;284.0;6.0;20.0;66.0;28.0;12.0;61.0;15.0
8;9000;10 tot 100 werknemers;2002;198.0;7635.0;7174.0;6271.0;5913.0;1705.0;1671.0;1628.0;43.0;34.0;1551.0;614.0;62.0;17.0;535.0;242.0;193.0;27.0;17.0;5.0;533.0;162.0;154;-62.0;24.0;86.0;-9.0;19.0;28.0;1.0;7.0;7.0;84.0;646.0;915.0;45.0;22.0;351.0;73.0;13.0;98.0;100.0
9;9000;10 tot 100 werknemers;2003;182.0;7906.0;7444.0;6335.0;6003.0;1745.0;1708.0;1667.0;41.0;37.0;1601.0;683.0;69.0;18.0;596.0;253.0;203.0;29.0;16.0;4.0;529.0;137.0;144;-61.0;25.0;87.0;-10.0;17.0;27.0;-3.0;2.0;5.0;70.0;641.0;966.0;48.0;13.0;401.0;85.0;8.0;102.0;62.0
10;9000;10 tot 100 werknemers;2004;163.0;6556.0;6166.0;5332.0;5066.0;1687.0;1645.0;1624.0;21.0;42.0;1537.0;720.0;56.0;4.0;660.0;220.0;176.0;24.0;16.0;4.0;437.0;160.0;150;-55.0;28.0;84.0;-21.0;9.0;31.0;-3.0;4.0;7.0;70.0;760.0;829.0;27.0;8.0;451.0;85.0;6.0;117.0;41.0
11;9000;10 tot 100 werknemers;2005;155.0;6025.0;5643.0;5123.0;4837.0;1228.0;1207.0;1177.0;30.0;22.0;1110.0;461.0;55.0;7.0;400.0;201.0;163.0;22.0;13.0;3.0;352.0;96.0;119;-10.0;25.0;35.0;-3.0;18.0;21.0;-1.0;3.0;4.0;104.0;434.0;719.0;7.0;16.0;248.0;60.0;11.0;81.0;61.0
12;9000;100 en meer werknemers;2002;30.0;11620.0;11309.0;10138.0;9846.0;2044.0;1996.0;1954.0;42.0;48.0;1925.0;690.0;64.0;5.0;621.0;429.0;342.0;51.0;28.0;8.0;631.0;175.0;119;-60.0;25.0;85.0;-6.0;8.0;13.0;8.0;43.0;34.0;62.0;749.0;1154.0;38.0;13.0;452.0;77.0;0.0;92.0;29.0
13;9000;100 en meer werknemers;2003;35.0;13710.0;12924.0;11555.0;11146.0;2261.0;2216.0;2167.0;49.0;44.0;2086.0;768.0;45.0;11.0;713.0;467.0;374.0;48.0;36.0;9.0;641.0;210.0;174;-62.0;30.0;92.0;-2.0;8.0;10.0;-15.0;4.0;18.0;97.0;873.0;1245.0;42.0;8.0;584.0;81.0;0.0;48.0;30.0
14;9000;100 en meer werknemers;2004;36.0;14057.0;13326.0;11604.0;11284.0;2397.0;2347.0;2300.0;47.0;51.0;2219.0;818.0;51.0;42.0;725.0;498.0;385.0;51.0;48.0;14.0;648.0;255.0;179;-101.0;26.0;127.0;-12.0;4.0;16.0;-1.0;6.0;7.0;65.0;937.0;1279.0;65.0;19.0;536.0;44.0;17.0;128.0;24.0
15;9000;100 en meer werknemers;2005;34.0;14795.0;14007.0;12586.0;12203.0;2752.0;2697.0;2653.0;44.0;56.0;2471.0;862.0;71.0;6.0;785.0;557.0;432.0;52.0;60.0;13.0;748.0;304.0;282;-131.0;41.0;172.0;-16.0;17.0;33.0;65.0;76.0;11.0;200.0;1168.0;1317.0;91.0;77.0;549.0;96.0;10.0;130.0;39.0
