ID;RegioS;Perioden;PersonenMetEenBetalingsachterstand_1;PersMetBetalingsachterstandRelatief_2
3316;Hoeksche Waard;2022;400.0;0.6
3317;Hoeksche Waard;2023;390.0;0.5
3318;Hof van Twente;2010;210.0;0.8
3319;Hof van Twente;2011;240.0;0.8
3320;Hof van Twente;2012;250.0;0.9
3321;Hof van Twente;2013;220.0;0.8
3322;Hof van Twente;2014;230.0;0.8
3323;Hof van Twente;2015;250.0;0.9
3324;Hof van Twente;2016;210.0;0.8
3325;Hof van Twente;2017;210.0;0.8
3326;Hof van Twente;2018;190.0;0.7
3327;Hof van Twente;2019;180.0;0.6
3328;Hof van Twente;2020;170.0;0.6
3329;Hof van Twente;2021;140.0;0.5
3330;Hof van Twente;2022;140.0;0.5
3331;Hof van Twente;2023;170.0;0.6
3332;Het Hogeland;2010;;
3333;Het Hogeland;2011;;
3334;Het Hogeland;2012;;
3335;Het Hogeland;2013;;
3336;Het Hogeland;2014;;
3337;Het Hogeland;2015;;
3338;Het Hogeland;2016;;
3339;Het Hogeland;2017;;
3340;Het Hogeland;2018;;
3341;Het Hogeland;2019;450.0;1.2
3342;Het Hogeland;2020;420.0;1.1
3343;Het Hogeland;2021;320.0;0.8
3344;Het Hogeland;2022;300.0;0.8
3345;Het Hogeland;2023;320.0;0.8
3346;Hollands Kroon;2010;;
3347;Hollands Kroon;2011;;
3348;Hollands Kroon;2012;450.0;1.2
3349;Hollands Kroon;2013;430.0;1.2
3350;Hollands Kroon;2014;440.0;1.2
3351;Hollands Kroon;2015;450.0;1.2
3352;Hollands Kroon;2016;370.0;1.0
3353;Hollands Kroon;2017;340.0;0.9
3354;Hollands Kroon;2018;320.0;0.8
3355;Hollands Kroon;2019;280.0;0.7
3356;Hollands Kroon;2020;250.0;0.6
3357;Hollands Kroon;2021;240.0;0.6
3358;Hollands Kroon;2022;250.0;0.6
3359;Hollands Kroon;2023;280.0;0.7
3360;Hoogeveen;2010;720.0;1.7
3361;Hoogeveen;2011;840.0;2.0
3362;Hoogeveen;2012;820.0;1.9
3363;Hoogeveen;2013;760.0;1.8
3364;Hoogeveen;2014;820.0;1.9
3365;Hoogeveen;2015;770.0;1.8
3366;Hoogeveen;2016;670.0;1.5
3367;Hoogeveen;2017;650.0;1.5
3368;Hoogeveen;2018;580.0;1.3
3369;Hoogeveen;2019;560.0;1.3
3370;Hoogeveen;2020;510.0;1.2
3371;Hoogeveen;2021;440.0;1.0
3372;Hoogeveen;2022;420.0;0.9
3373;Hoogeveen;2023;450.0;1.0
3374;Hoogezand-Sappemeer;2010;960.0;3.4
3375;Hoogezand-Sappemeer;2011;890.0;3.2
3376;Hoogezand-Sappemeer;2012;840.0;3.0
3377;Hoogezand-Sappemeer;2013;780.0;2.8
3378;Hoogezand-Sappemeer;2014;840.0;3.0
3379;Hoogezand-Sappemeer;2015;830.0;3.0
3380;Hoogezand-Sappemeer;2016;840.0;3.0
3381;Hoogezand-Sappemeer;2017;820.0;3.0
3382;Hoogezand-Sappemeer;2018;;
3383;Hoogezand-Sappemeer;2019;;
3384;Hoogezand-Sappemeer;2020;;
3385;Hoogezand-Sappemeer;2021;;
3386;Hoogezand-Sappemeer;2022;;
3387;Hoogezand-Sappemeer;2023;;
3388;Hoorn;2010;1160.0;2.1
3389;Hoorn;2011;1260.0;2.3
3390;Hoorn;2012;1160.0;2.1
3391;Hoorn;2013;1140.0;2.0
3392;Hoorn;2014;1260.0;2.2
3393;Hoorn;2015;1150.0;2.0
3394;Hoorn;2016;990.0;1.7
3395;Hoorn;2017;920.0;1.6
3396;Hoorn;2018;780.0;1.3
3397;Hoorn;2019;690.0;1.2
3398;Hoorn;2020;590.0;1.0
3399;Hoorn;2021;550.0;0.9
3400;Hoorn;2022;580.0;1.0
3401;Hoorn;2023;650.0;1.1
3402;Horst aan de Maas;2010;180.0;0.5
3403;Horst aan de Maas;2011;200.0;0.6
3404;Horst aan de Maas;2012;230.0;0.7
3405;Horst aan de Maas;2013;230.0;0.7
3406;Horst aan de Maas;2014;260.0;0.8
3407;Horst aan de Maas;2015;230.0;0.7
3408;Horst aan de Maas;2016;210.0;0.6
3409;Horst aan de Maas;2017;210.0;0.6
3410;Horst aan de Maas;2018;200.0;0.6
3411;Horst aan de Maas;2019;180.0;0.5
3412;Horst aan de Maas;2020;170.0;0.5
3413;Horst aan de Maas;2021;150.0;0.4
3414;Horst aan de Maas;2022;160.0;0.4
3415;Horst aan de Maas;2023;170.0;0.5
3416;Houten;2010;230.0;0.6
3417;Houten;2011;290.0;0.8
3418;Houten;2012;280.0;0.8
3419;Houten;2013;320.0;0.9
3420;Houten;2014;310.0;0.9
3421;Houten;2015;310.0;0.8
3422;Houten;2016;260.0;0.7
3423;Houten;2017;220.0;0.6
3424;Houten;2018;200.0;0.5
3425;Houten;2019;170.0;0.4
3426;Houten;2020;170.0;0.4
3427;Houten;2021;130.0;0.3
3428;Houten;2022;140.0;0.3
3429;Houten;2023;150.0;0.4
3430;Huizen;2010;340.0;1.0
3431;Huizen;2011;430.0;1.3
3432;Huizen;2012;440.0;1.3
3433;Huizen;2013;470.0;1.4
3434;Huizen;2014;510.0;1.6
3435;Huizen;2015;490.0;1.5
3436;Huizen;2016;440.0;1.3
3437;Huizen;2017;400.0;1.2
3438;Huizen;2018;370.0;1.1
3439;Huizen;2019;320.0;1.0
3440;Huizen;2020;290.0;0.9
3441;Huizen;2021;240.0;0.7
3442;Huizen;2022;250.0;0.8
3443;Huizen;2023;270.0;0.8
3444;Hulst;2010;280.0;1.3
3445;Hulst;2011;310.0;1.4
3446;Hulst;2012;300.0;1.4
3447;Hulst;2013;280.0;1.3
3448;Hulst;2014;310.0;1.4
3449;Hulst;2015;230.0;1.0
3450;Hulst;2016;200.0;0.9
3451;Hulst;2017;180.0;0.8
3452;Hulst;2018;170.0;0.7
3453;Hulst;2019;190.0;0.8
3454;Hulst;2020;150.0;0.6
3455;Hulst;2021;160.0;0.7
3456;Hulst;2022;160.0;0.7
3457;Hulst;2023;160.0;0.7
3458;IJsselstein;2010;330.0;1.3
3459;IJsselstein;2011;410.0;1.6
3460;IJsselstein;2012;390.0;1.5
3461;IJsselstein;2013;430.0;1.6
3462;IJsselstein;2014;450.0;1.7
3463;IJsselstein;2015;410.0;1.5
3464;IJsselstein;2016;340.0;1.3
3465;IJsselstein;2017;310.0;1.2
3466;IJsselstein;2018;300.0;1.1
3467;IJsselstein;2019;250.0;0.9
3468;IJsselstein;2020;230.0;0.8
3469;IJsselstein;2021;220.0;0.8
3470;IJsselstein;2022;230.0;0.9
3471;IJsselstein;2023;240.0;0.9
3472;Kaag en Braassem;2010;120.0;0.6
3473;Kaag en Braassem;2011;110.0;0.6
3474;Kaag en Braassem;2012;130.0;0.6
3475;Kaag en Braassem;2013;170.0;0.8
3476;Kaag en Braassem;2014;190.0;0.9
3477;Kaag en Braassem;2015;170.0;0.8
3478;Kaag en Braassem;2016;150.0;0.7
3479;Kaag en Braassem;2017;160.0;0.8
3480;Kaag en Braassem;2018;170.0;0.8
3481;Kaag en Braassem;2019;150.0;0.7
3482;Kaag en Braassem;2020;160.0;0.7
3483;Kaag en Braassem;2021;130.0;0.6
3484;Kaag en Braassem;2022;150.0;0.7
3485;Kaag en Braassem;2023;160.0;0.7
3486;Kampen;2010;450.0;1.2
3487;Kampen;2011;570.0;1.5
3488;Kampen;2012;510.0;1.3
3489;Kampen;2013;480.0;1.3
3490;Kampen;2014;520.0;1.3
3491;Kampen;2015;520.0;1.3
3492;Kampen;2016;460.0;1.1
3493;Kampen;2017;460.0;1.1
3494;Kampen;2018;410.0;1.0
3495;Kampen;2019;390.0;0.9
3496;Kampen;2020;360.0;0.9
3497;Kampen;2021;300.0;0.7
3498;Kampen;2022;290.0;0.7
3499;Kampen;2023;310.0;0.7
3500;Kapelle;2010;50.0;0.6
3501;Kapelle;2011;50.0;0.5
3502;Kapelle;2012;60.0;0.6
3503;Kapelle;2013;60.0;0.6
3504;Kapelle;2014;60.0;0.6
3505;Kapelle;2015;50.0;0.5
3506;Kapelle;2016;50.0;0.5
3507;Kapelle;2017;60.0;0.6
3508;Kapelle;2018;60.0;0.6
3509;Kapelle;2019;60.0;0.6
3510;Kapelle;2020;40.0;0.4
3511;Kapelle;2021;40.0;0.4
3512;Kapelle;2022;40.0;0.4
3513;Kapelle;2023;50.0;0.5
3514;Katwijk;2010;490.0;1.0
3515;Katwijk;2011;550.0;1.1
3516;Katwijk;2012;580.0;1.2
3517;Katwijk;2013;560.0;1.2
3518;Katwijk;2014;610.0;1.3
3519;Katwijk;2015;570.0;1.2
3520;Katwijk;2016;570.0;1.2
3521;Katwijk;2017;490.0;1.0
3522;Katwijk;2018;480.0;0.9
3523;Katwijk;2019;460.0;0.9
3524;Katwijk;2020;410.0;0.8
3525;Katwijk;2021;420.0;0.8
3526;Katwijk;2022;410.0;0.8
3527;Katwijk;2023;420.0;0.8
3528;Kerkrade;2010;1570.0;3.9
3529;Kerkrade;2011;1760.0;4.4
3530;Kerkrade;2012;1840.0;4.6
3531;Kerkrade;2013;1740.0;4.4
3532;Kerkrade;2014;1790.0;4.5
3533;Kerkrade;2015;1510.0;3.9
3534;Kerkrade;2016;1260.0;3.2
3535;Kerkrade;2017;1130.0;2.9
3536;Kerkrade;2018;1050.0;2.7
3537;Kerkrade;2019;960.0;2.5
3538;Kerkrade;2020;920.0;2.4
3539;Kerkrade;2021;850.0;2.2
3540;Kerkrade;2022;850.0;2.2
3541;Kerkrade;2023;810.0;2.1
3542;Koggenland;2010;130.0;0.8
3543;Koggenland;2011;130.0;0.8
3544;Koggenland;2012;120.0;0.7
3545;Koggenland;2013;120.0;0.7
3546;Koggenland;2014;130.0;0.8
3547;Koggenland;2015;120.0;0.7
3548;Koggenland;2016;110.0;0.6
3549;Koggenland;2017;90.0;0.5
3550;Koggenland;2018;80.0;0.5
3551;Koggenland;2019;70.0;0.4
3552;Koggenland;2020;60.0;0.3
3553;Koggenland;2021;40.0;0.2
3554;Koggenland;2022;40.0;0.2
3555;Koggenland;2023;60.0;0.3
3556;Kollumerland en Nieuwkruisland;2010;130.0;1.2
3557;Kollumerland en Nieuwkruisland;2011;130.0;1.3
3558;Kollumerland en Nieuwkruisland;2012;140.0;1.3
3559;Kollumerland en Nieuwkruisland;2013;150.0;1.5
3560;Kollumerland en Nieuwkruisland;2014;160.0;1.6
3561;Kollumerland en Nieuwkruisland;2015;150.0;1.5
3562;Kollumerland en Nieuwkruisland;2016;150.0;1.5
3563;Kollumerland en Nieuwkruisland;2017;140.0;1.4
3564;Kollumerland en Nieuwkruisland;2018;110.0;1.1
3565;Kollumerland en Nieuwkruisland;2019;;
3566;Kollumerland en Nieuwkruisland;2020;;
3567;Kollumerland en Nieuwkruisland;2021;;
3568;Kollumerland en Nieuwkruisland;2022;;
3569;Kollumerland en Nieuwkruisland;2023;;
3570;Korendijk;2010;80.0;0.9
3571;Korendijk;2011;80.0;0.9
3572;Korendijk;2012;90.0;1.0
3573;Korendijk;2013;70.0;0.8
3574;Korendijk;2014;70.0;0.8
3575;Korendijk;2015;60.0;0.7
3576;Korendijk;2016;50.0;0.6
3577;Korendijk;2017;60.0;0.7
3578;Korendijk;2018;60.0;0.7
3579;Korendijk;2019;;
3580;Korendijk;2020;;
3581;Korendijk;2021;;
3582;Korendijk;2022;;
3583;Korendijk;2023;;
3584;Krimpen aan den IJssel;2010;260.0;1.2
3585;Krimpen aan den IJssel;2011;300.0;1.3
3586;Krimpen aan den IJssel;2012;290.0;1.3
3587;Krimpen aan den IJssel;2013;300.0;1.3
3588;Krimpen aan den IJssel;2014;350.0;1.5
3589;Krimpen aan den IJssel;2015;340.0;1.5
3590;Krimpen aan den IJssel;2016;300.0;1.3
3591;Krimpen aan den IJssel;2017;280.0;1.2
3592;Krimpen aan den IJssel;2018;240.0;1.1
3593;Krimpen aan den IJssel;2019;250.0;1.1
3594;Krimpen aan den IJssel;2020;220.0;1.0
3595;Krimpen aan den IJssel;2021;210.0;0.9
3596;Krimpen aan den IJssel;2022;210.0;0.9
3597;Krimpen aan den IJssel;2023;210.0;0.9
3598;Krimpenerwaard;2010;;
3599;Krimpenerwaard;2011;;
3600;Krimpenerwaard;2012;;
3601;Krimpenerwaard;2013;;
3602;Krimpenerwaard;2014;;
3603;Krimpenerwaard;2015;480.0;1.1
3604;Krimpenerwaard;2016;420.0;1.0
3605;Krimpenerwaard;2017;360.0;0.8
3606;Krimpenerwaard;2018;360.0;0.8
3607;Krimpenerwaard;2019;330.0;0.7
3608;Krimpenerwaard;2020;320.0;0.7
3609;Krimpenerwaard;2021;310.0;0.7
3610;Krimpenerwaard;2022;290.0;0.6
3611;Krimpenerwaard;2023;320.0;0.7
3612;Laarbeek;2010;120.0;0.7
3613;Laarbeek;2011;130.0;0.8
3614;Laarbeek;2012;150.0;0.8
3615;Laarbeek;2013;150.0;0.9
3616;Laarbeek;2014;160.0;0.9
3617;Laarbeek;2015;130.0;0.7
3618;Laarbeek;2016;120.0;0.7
3619;Laarbeek;2017;130.0;0.7
3620;Laarbeek;2018;120.0;0.7
3621;Laarbeek;2019;110.0;0.6
3622;Laarbeek;2020;110.0;0.6
3623;Laarbeek;2021;100.0;0.5
3624;Laarbeek;2022;110.0;0.6
3625;Laarbeek;2023;120.0;0.6
3626;Land van Cuijk;2010;;
3627;Land van Cuijk;2011;;
3628;Land van Cuijk;2012;;
3629;Land van Cuijk;2013;;
3630;Land van Cuijk;2014;;
3631;Land van Cuijk;2015;;
3632;Land van Cuijk;2016;;
3633;Land van Cuijk;2017;;
3634;Land van Cuijk;2018;;
3635;Land van Cuijk;2019;;
3636;Land van Cuijk;2020;;
3637;Land van Cuijk;2021;;
3638;Land van Cuijk;2022;480.0;0.6
3639;Land van Cuijk;2023;470.0;0.6
3640;Landerd;2010;60.0;0.5
3641;Landerd;2011;90.0;0.8
3642;Landerd;2012;100.0;0.8
3643;Landerd;2013;100.0;0.8
3644;Landerd;2014;100.0;0.8
3645;Landerd;2015;100.0;0.8
3646;Landerd;2016;70.0;0.5
3647;Landerd;2017;60.0;0.5
3648;Landerd;2018;60.0;0.5
3649;Landerd;2019;50.0;0.4
3650;Landerd;2020;50.0;0.4
3651;Landerd;2021;50.0;0.4
3652;Landerd;2022;;
3653;Landerd;2023;;
3654;Landgraaf;2010;760.0;2.4
3655;Landgraaf;2011;860.0;2.7
3656;Landgraaf;2012;910.0;2.9
3657;Landgraaf;2013;840.0;2.7
3658;Landgraaf;2014;860.0;2.7
3659;Landgraaf;2015;800.0;2.6
3660;Landgraaf;2016;640.0;2.0
3661;Landgraaf;2017;620.0;1.9
3662;Landgraaf;2018;590.0;1.9
3663;Landgraaf;2019;540.0;1.7
3664;Landgraaf;2020;520.0;1.6
3665;Landgraaf;2021;450.0;1.4
3666;Landgraaf;2022;450.0;1.4
3667;Landgraaf;2023;440.0;1.4
3668;Landsmeer;2010;70.0;0.9
3669;Landsmeer;2011;80.0;1.0
3670;Landsmeer;2012;80.0;0.9
3671;Landsmeer;2013;70.0;0.8
3672;Landsmeer;2014;80.0;0.9
3673;Landsmeer;2015;90.0;1.0
3674;Landsmeer;2016;80.0;0.9
3675;Landsmeer;2017;90.0;1.0
3676;Landsmeer;2018;70.0;0.7
3677;Landsmeer;2019;70.0;0.8
3678;Landsmeer;2020;70.0;0.8
3679;Landsmeer;2021;70.0;0.7
3680;Landsmeer;2022;70.0;0.7
3681;Landsmeer;2023;70.0;0.8
3682;Langedijk;2010;170.0;0.8
3683;Langedijk;2011;220.0;1.0
3684;Langedijk;2012;220.0;1.1
3685;Langedijk;2013;220.0;1.0
3686;Langedijk;2014;240.0;1.1
3687;Langedijk;2015;230.0;1.1
3688;Langedijk;2016;180.0;0.8
3689;Langedijk;2017;160.0;0.7
3690;Langedijk;2018;150.0;0.7
3691;Langedijk;2019;130.0;0.6
3692;Langedijk;2020;120.0;0.5
3693;Langedijk;2021;120.0;0.5
3694;Langedijk;2022;;
3695;Langedijk;2023;;
3696;Lansingerland;2010;300.0;0.8
3697;Lansingerland;2011;380.0;0.9
3698;Lansingerland;2012;400.0;1.0
3699;Lansingerland;2013;380.0;0.9
3700;Lansingerland;2014;410.0;1.0
3701;Lansingerland;2015;420.0;1.0
3702;Lansingerland;2016;370.0;0.8
3703;Lansingerland;2017;350.0;0.8
3704;Lansingerland;2018;320.0;0.7
3705;Lansingerland;2019;280.0;0.6
3706;Lansingerland;2020;260.0;0.6
3707;Lansingerland;2021;270.0;0.6
3708;Lansingerland;2022;270.0;0.5
3709;Lansingerland;2023;300.0;0.6
3710;Laren (NH.);2010;60.0;0.6
3711;Laren (NH.);2011;50.0;0.6
3712;Laren (NH.);2012;70.0;0.8
3713;Laren (NH.);2013;70.0;0.8
3714;Laren (NH.);2014;70.0;0.8
3715;Laren (NH.);2015;90.0;1.0
3716;Laren (NH.);2016;60.0;0.7
3717;Laren (NH.);2017;60.0;0.7
3718;Laren (NH.);2018;60.0;0.6
3719;Laren (NH.);2019;60.0;0.7
3720;Laren (NH.);2020;60.0;0.7
3721;Laren (NH.);2021;50.0;0.6
3722;Laren (NH.);2022;50.0;0.5
3723;Laren (NH.);2023;60.0;0.6
3724;Leek;2010;200.0;1.4
3725;Leek;2011;200.0;1.3
3726;Leek;2012;200.0;1.3
3727;Leek;2013;210.0;1.4
3728;Leek;2014;240.0;1.5
3729;Leek;2015;250.0;1.6
3730;Leek;2016;250.0;1.6
3731;Leek;2017;210.0;1.4
3732;Leek;2018;190.0;1.2
3733;Leek;2019;;
3734;Leek;2020;;
3735;Leek;2021;;
3736;Leek;2022;;
3737;Leek;2023;;
3738;Leerdam;2010;300.0;1.9
3739;Leerdam;2011;380.0;2.4
3740;Leerdam;2012;370.0;2.3
3741;Leerdam;2013;400.0;2.5
3742;Leerdam;2014;430.0;2.7
3743;Leerdam;2015;430.0;2.6
3744;Leerdam;2016;360.0;2.2
3745;Leerdam;2017;320.0;1.9
3746;Leerdam;2018;290.0;1.7
3747;Leerdam;2019;;
3748;Leerdam;2020;;
3749;Leerdam;2021;;
3750;Leerdam;2022;;
3751;Leerdam;2023;;
3752;Leeuwarden;2010;2050.0;2.7
3753;Leeuwarden;2011;2340.0;3.0
3754;Leeuwarden;2012;2680.0;3.4
3755;Leeuwarden;2013;2750.0;3.5
3756;Leeuwarden;2014;3010.0;3.4
3757;Leeuwarden;2015;2930.0;3.3
3758;Leeuwarden;2016;2680.0;3.0
3759;Leeuwarden;2017;2520.0;2.8
3760;Leeuwarden;2018;2120.0;2.1
3761;Leeuwarden;2019;2030.0;2.0
3762;Leeuwarden;2020;1780.0;1.7
3763;Leeuwarden;2021;1620.0;1.6
3764;Leeuwarden;2022;1590.0;1.5
3765;Leeuwarden;2023;1570.0;1.5
3766;Leeuwarderadeel;2010;60.0;0.8
3767;Leeuwarderadeel;2011;70.0;0.9
3768;Leeuwarderadeel;2012;100.0;1.2
3769;Leeuwarderadeel;2013;100.0;1.2
3770;Leeuwarderadeel;2014;90.0;1.2
3771;Leeuwarderadeel;2015;70.0;0.9
3772;Leeuwarderadeel;2016;70.0;0.8
3773;Leeuwarderadeel;2017;60.0;0.7
3774;Leeuwarderadeel;2018;;
3775;Leeuwarderadeel;2019;;
3776;Leeuwarderadeel;2020;;
3777;Leeuwarderadeel;2021;;
3778;Leeuwarderadeel;2022;;
3779;Leeuwarderadeel;2023;;
3780;Leiden;2010;2030.0;2.1
3781;Leiden;2011;2190.0;2.2
3782;Leiden;2012;1960.0;2.0
3783;Leiden;2013;2160.0;2.1
3784;Leiden;2014;2330.0;2.3
3785;Leiden;2015;2180.0;2.1
3786;Leiden;2016;1910.0;1.8
3787;Leiden;2017;1550.0;1.5
3788;Leiden;2018;1510.0;1.4
3789;Leiden;2019;1370.0;1.3
3790;Leiden;2020;1250.0;1.2
3791;Leiden;2021;1200.0;1.1
3792;Leiden;2022;1160.0;1.1
3793;Leiden;2023;1150.0;1.0
3794;Leiderdorp;2010;210.0;1.0
3795;Leiderdorp;2011;220.0;1.0
3796;Leiderdorp;2012;210.0;1.0
3797;Leiderdorp;2013;200.0;1.0
3798;Leiderdorp;2014;230.0;1.1
3799;Leiderdorp;2015;220.0;1.0
3800;Leiderdorp;2016;180.0;0.8
3801;Leiderdorp;2017;170.0;0.8
3802;Leiderdorp;2018;150.0;0.7
3803;Leiderdorp;2019;140.0;0.7
3804;Leiderdorp;2020;150.0;0.7
3805;Leiderdorp;2021;140.0;0.6
3806;Leiderdorp;2022;130.0;0.6
3807;Leiderdorp;2023;140.0;0.6
3808;Leidschendam-Voorburg;2010;970.0;1.7
3809;Leidschendam-Voorburg;2011;1020.0;1.7
3810;Leidschendam-Voorburg;2012;1030.0;1.7
3811;Leidschendam-Voorburg;2013;1000.0;1.7
3812;Leidschendam-Voorburg;2014;1130.0;1.9
3813;Leidschendam-Voorburg;2015;990.0;1.7
3814;Leidschendam-Voorburg;2016;900.0;1.5
3815;Leidschendam-Voorburg;2017;800.0;1.3
3816;Leidschendam-Voorburg;2018;780.0;1.3
3817;Leidschendam-Voorburg;2019;750.0;1.2
3818;Leidschendam-Voorburg;2020;710.0;1.1
3819;Leidschendam-Voorburg;2021;650.0;1.0
3820;Leidschendam-Voorburg;2022;680.0;1.1
3821;Leidschendam-Voorburg;2023;670.0;1.1
3822;Lelystad;2010;2210.0;3.8
3823;Lelystad;2011;2570.0;4.4
3824;Lelystad;2012;2450.0;4.2
3825;Lelystad;2013;2460.0;4.2
3826;Lelystad;2014;2600.0;4.4
3827;Lelystad;2015;2630.0;4.4
3828;Lelystad;2016;2370.0;4.0
3829;Lelystad;2017;2190.0;3.6
3830;Lelystad;2018;1900.0;3.1
3831;Lelystad;2019;1690.0;2.7
3832;Lelystad;2020;1530.0;2.4
3833;Lelystad;2021;1500.0;2.3
3834;Lelystad;2022;1460.0;2.2
3835;Lelystad;2023;1420.0;2.1
3836;Lemsterland;2010;140.0;1.4
3837;Lemsterland;2011;170.0;1.6
3838;Lemsterland;2012;200.0;1.9
3839;Lemsterland;2013;180.0;1.7
3840;Lemsterland;2014;;
3841;Lemsterland;2015;;
3842;Lemsterland;2016;;
3843;Lemsterland;2017;;
3844;Lemsterland;2018;;
3845;Lemsterland;2019;;
3846;Lemsterland;2020;;
3847;Lemsterland;2021;;
3848;Lemsterland;2022;;
3849;Lemsterland;2023;;
3850;Leudal;2010;250.0;0.9
3851;Leudal;2011;300.0;1.0
3852;Leudal;2012;330.0;1.1
3853;Leudal;2013;310.0;1.1
3854;Leudal;2014;310.0;1.0
3855;Leudal;2015;290.0;1.0
3856;Leudal;2016;240.0;0.8
3857;Leudal;2017;200.0;0.7
3858;Leudal;2018;180.0;0.6
3859;Leudal;2019;180.0;0.6
3860;Leudal;2020;180.0;0.6
3861;Leudal;2021;160.0;0.5
3862;Leudal;2022;180.0;0.6
3863;Leudal;2023;190.0;0.6
3864;Leusden;2010;100.0;0.5
3865;Leusden;2011;140.0;0.6
3866;Leusden;2012;120.0;0.5
3867;Leusden;2013;120.0;0.5
3868;Leusden;2014;140.0;0.6
3869;Leusden;2015;140.0;0.6
3870;Leusden;2016;110.0;0.5
3871;Leusden;2017;120.0;0.5
3872;Leusden;2018;100.0;0.4
3873;Leusden;2019;110.0;0.5
3874;Leusden;2020;100.0;0.4
3875;Leusden;2021;90.0;0.4
3876;Leusden;2022;90.0;0.3
3877;Leusden;2023;100.0;0.4
3878;Liesveld;2010;70.0;1.0
3879;Liesveld;2011;60.0;0.8
3880;Liesveld;2012;60.0;0.9
3881;Liesveld;2013;;
3882;Liesveld;2014;;
3883;Liesveld;2015;;
3884;Liesveld;2016;;
3885;Liesveld;2017;;
3886;Liesveld;2018;;
3887;Liesveld;2019;;
3888;Liesveld;2020;;
3889;Liesveld;2021;;
3890;Liesveld;2022;;
3891;Liesveld;2023;;
3892;Lingewaal;2010;80.0;0.9
3893;Lingewaal;2011;100.0;1.1
3894;Lingewaal;2012;90.0;1.0
3895;Lingewaal;2013;90.0;1.0
3896;Lingewaal;2014;100.0;1.1
3897;Lingewaal;2015;100.0;1.2
3898;Lingewaal;2016;100.0;1.1
3899;Lingewaal;2017;90.0;1.0
3900;Lingewaal;2018;80.0;0.9
3901;Lingewaal;2019;;
3902;Lingewaal;2020;;
3903;Lingewaal;2021;;
3904;Lingewaal;2022;;
3905;Lingewaal;2023;;
3906;Lingewaard;2010;380.0;1.1
3907;Lingewaard;2011;360.0;1.0
3908;Lingewaard;2012;370.0;1.0
3909;Lingewaard;2013;350.0;1.0
3910;Lingewaard;2014;350.0;1.0
3911;Lingewaard;2015;370.0;1.0
3912;Lingewaard;2016;340.0;0.9
3913;Lingewaard;2017;330.0;0.9
3914;Lingewaard;2018;320.0;0.9
3915;Lingewaard;2019;260.0;0.7
3916;Lingewaard;2020;220.0;0.6
3917;Lingewaard;2021;220.0;0.6
3918;Lingewaard;2022;210.0;0.6
3919;Lingewaard;2023;220.0;0.6
3920;Lisse;2010;140.0;0.8
3921;Lisse;2011;140.0;0.8
3922;Lisse;2012;140.0;0.8
3923;Lisse;2013;150.0;0.8
3924;Lisse;2014;160.0;0.9
3925;Lisse;2015;140.0;0.8
3926;Lisse;2016;140.0;0.8
3927;Lisse;2017;140.0;0.8
3928;Lisse;2018;140.0;0.8
3929;Lisse;2019;120.0;0.6
3930;Lisse;2020;110.0;0.6
3931;Lisse;2021;100.0;0.6
3932;Lisse;2022;90.0;0.5
3933;Lisse;2023;90.0;0.5
3934;Lith;2010;50.0;1.0
3935;Lith;2011;;
3936;Lith;2012;;
3937;Lith;2013;;
3938;Lith;2014;;
3939;Lith;2015;;
3940;Lith;2016;;
3941;Lith;2017;;
3942;Lith;2018;;
3943;Lith;2019;;
3944;Lith;2020;;
3945;Lith;2021;;
3946;Lith;2022;;
3947;Lith;2023;;
3948;Littenseradiel;2010;70.0;0.8
3949;Littenseradiel;2011;80.0;0.9
3950;Littenseradiel;2012;80.0;1.0
3951;Littenseradiel;2013;70.0;0.9
3952;Littenseradiel;2014;80.0;0.9
3953;Littenseradiel;2015;70.0;0.8
3954;Littenseradiel;2016;50.0;0.6
3955;Littenseradiel;2017;50.0;0.6
3956;Littenseradiel;2018;;
3957;Littenseradiel;2019;;
3958;Littenseradiel;2020;;
3959;Littenseradiel;2021;;
3960;Littenseradiel;2022;;
3961;Littenseradiel;2023;;
3962;Lochem;2010;200.0;0.8
3963;Lochem;2011;250.0;0.9
3964;Lochem;2012;260.0;1.0
3965;Lochem;2013;220.0;0.8
3966;Lochem;2014;230.0;0.9
3967;Lochem;2015;220.0;0.8
3968;Lochem;2016;230.0;0.8
3969;Lochem;2017;190.0;0.7
3970;Lochem;2018;170.0;0.6
3971;Lochem;2019;150.0;0.5
3972;Lochem;2020;140.0;0.5
3973;Lochem;2021;130.0;0.4
3974;Lochem;2022;120.0;0.4
3975;Lochem;2023;120.0;0.4
3976;Loenen;2010;40.0;0.6
3977;Loenen;2011;;
3978;Loenen;2012;;
3979;Loenen;2013;;
3980;Loenen;2014;;
3981;Loenen;2015;;
3982;Loenen;2016;;
3983;Loenen;2017;;
3984;Loenen;2018;;
3985;Loenen;2019;;
3986;Loenen;2020;;
3987;Loenen;2021;;
3988;Loenen;2022;;
3989;Loenen;2023;;
3990;Loon op Zand;2010;190.0;1.0
3991;Loon op Zand;2011;190.0;1.0
3992;Loon op Zand;2012;230.0;1.3
3993;Loon op Zand;2013;220.0;1.2
3994;Loon op Zand;2014;250.0;1.3
3995;Loon op Zand;2015;240.0;1.3
3996;Loon op Zand;2016;200.0;1.1
3997;Loon op Zand;2017;200.0;1.1
3998;Loon op Zand;2018;190.0;1.0
3999;Loon op Zand;2019;180.0;0.9
4000;Loon op Zand;2020;140.0;0.7
