ID;RegioS;Ecosysteemtypen;Perioden;VoorzieningVoedselEnSierteeltgewassen_1;VoorzieningVeevoedergewassen_2;Houtvoorziening_3;Waterzuivering_4;Luchtfiltratie_5;Koolstofvastlegging_6;Koolstofopslag_7;Bestuiving_8;Regenwaterregulatie_9;Kustbescherming_10;VerminderingStedelijkeHitteEilanden_11;NatuurrecreatieWandelen_12;NatuurrecreatieOverig_13;Natuurtoerisme_14;TotaalEcosysteemdiensten_15;VoorzieningVoedselEnSierteeltgewassen_16;VoorzieningVeevoedergewassen_17;Houtvoorziening_18;Waterzuivering_19;Luchtfiltratie_20;Koolstofvastlegging_21;Koolstofopslag_22;Bestuiving_23;Regenwaterregulatie_24;Kustbescherming_25;VerminderingStedelijkeHitteEilanden_26;NatuurrecreatieWandelen_27;NatuurrecreatieOverig_28;Natuurtoerisme_29;GroeneLeefomgeving_30
1232;West-Nederland (LD);Totaal marien en getijdengebieden;2015;;;;;;;;;0.0;;0.1;15.0;;1015.0;100.0;;;;;;;;;;;;14.0;8.0;23.0;54.0
1233;West-Nederland (LD);Totaal marien en getijdengebieden;2016;;;;;;;;;0.0;;0.1;17.0;;1078.0;;;;;;;;;;;;;18.0;10.0;24.0;
1234;West-Nederland (LD);Totaal marien en getijdengebieden;2017;;;;;;;;;0.0;;0.1;17.0;;1149.0;;;;;;;;;;;;;21.0;11.0;28.0;
1235;West-Nederland (LD);Totaal marien en getijdengebieden;2018;;;;;;;;;0.0;;0.1;18.0;;1136.0;133.0;;;;;;;;;;;;25.0;13.0;28.0;68.0
1236;West-Nederland (LD);Totaal marien en getijdengebieden;2019;;;;;;;;;0.0;;0.2;19.0;;1493.0;;;;;;;;;;;;;26.0;13.0;35.0;
1237;West-Nederland (LD);Totaal marien en getijdengebieden;2020;;;;;;;;;0.0;;0.1;33.0;;853.0;162.0;;;;;;;;;;;;44.0;10.0;26.0;82.0
1238;West-Nederland (LD);Totaal marien en getijdengebieden;2021;;;;;;;;;0.0;;0.1;43.0;;1087.0;224.0;;;;;;;;;;;;64.0;11.0;59.0;90.0
1239;West-Nederland (LD);Totaal marien en getijdengebieden;2022;;;;;;;;;0.0;;0.4;;;1012.0;;;;;;;;;;;;;;9.0;48.0;97.0
1240;Zuid-Nederland (LD);Totaal;2013;3736.0;1996.0;645.0;;7284.0;131.0;;;37.0;;1.2;73.0;;10823.0;;58.0;138.0;24.0;;56.0;22.0;;;;;;70.0;400.0;566.0;155.0
1241;Zuid-Nederland (LD);Totaal;2014;4148.0;2263.0;632.0;;6871.0;131.0;;;38.0;;1.0;76.0;;11388.0;;58.0;135.0;22.0;;53.0;22.0;;;;;;71.0;418.0;578.0;
1242;Zuid-Nederland (LD);Totaal;2015;3302.0;1889.0;623.0;;5692.0;135.0;;87.0;38.0;;1.1;78.0;;11318.0;1653.0;64.0;158.0;23.0;;45.0;24.0;;122.0;;;;72.0;384.0;610.0;151.0
1243;Zuid-Nederland (LD);Totaal;2016;3160.0;1747.0;609.0;;5502.0;136.0;;85.0;38.0;;1.1;77.0;;11891.0;;74.0;175.0;25.0;;44.0;25.0;;134.0;;;;82.0;404.0;632.0;
1244;Zuid-Nederland (LD);Totaal;2017;4138.0;2169.0;603.0;;5457.0;135.0;;75.0;37.0;;1.2;82.0;;15134.0;;68.0;160.0;23.0;;43.0;26.0;;148.0;;;;99.0;433.0;713.0;
1245;Zuid-Nederland (LD);Totaal;2018;3461.0;1625.0;593.0;;5773.0;135.0;;81.0;37.0;;1.2;90.0;;15828.0;1946.0;52.0;110.0;25.0;;47.0;26.0;;155.0;;;;122.0;462.0;767.0;180.0
1246;Zuid-Nederland (LD);Totaal;2019;3986.0;1638.0;583.0;;5164.0;135.0;;80.0;37.0;;1.3;88.0;;15053.0;;95.0;107.0;19.0;;43.0;27.0;;144.0;;;;123.0;446.0;956.0;
1247;Zuid-Nederland (LD);Totaal;2020;3945.0;1655.0;573.0;;4249.0;134.0;;73.0;38.0;;1.3;142.0;;12964.0;2001.0;93.0;94.0;25.0;;38.0;28.0;;145.0;;;;191.0;399.0;769.0;220.0
1248;Zuid-Nederland (LD);Totaal;2021;3990.0;1705.0;564.0;;4665.0;135.0;;74.0;37.0;;1.2;181.0;;14862.0;2446.0;108.0;100.0;26.0;;43.0;29.0;;144.0;;;;272.0;491.0;1000.0;232.0
1249;Zuid-Nederland (LD);Totaal;2022;4217.0;1532.0;552.0;;4395.0;134.0;;;37.0;;1.3;;;11749.0;;116.0;98.0;30.0;;44.0;30.0;;;;;;;471.0;889.0;262.0
1250;Zuid-Nederland (LD);Totaal bebouwde omgeving;2013;;;;;120.0;3.0;;;53.0;;0.9;7.0;;;;;;;;1.0;1.0;;;;;;7.0;;;10.0
1251;Zuid-Nederland (LD);Totaal bebouwde omgeving;2014;;;;;114.0;3.0;;;55.0;;0.8;7.0;;;;;;;;1.0;1.0;;;;;;7.0;;;
1252;Zuid-Nederland (LD);Totaal bebouwde omgeving;2015;;;;;93.0;3.0;;2.0;52.0;;0.9;7.0;;;21.0;;;;;1.0;1.0;;3.0;;;;7.0;;;10.0
1253;Zuid-Nederland (LD);Totaal bebouwde omgeving;2016;;;;;95.0;3.0;;2.0;52.0;;0.9;9.0;;;;;;;;1.0;1.0;;3.0;;;;10.0;;;
1254;Zuid-Nederland (LD);Totaal bebouwde omgeving;2017;;;;;69.0;3.0;;2.0;51.0;;0.9;8.0;;;;;;;;1.0;1.0;;3.0;;;;9.0;;;
1255;Zuid-Nederland (LD);Totaal bebouwde omgeving;2018;;;;;72.0;3.0;;2.0;52.0;;1.0;8.0;;;29.0;;;;;1.0;1.0;;3.0;;;;11.0;;;13.0
1256;Zuid-Nederland (LD);Totaal bebouwde omgeving;2019;;;;;65.0;3.0;;2.0;51.0;;1.1;8.0;;;;;;;;1.0;1.0;;3.0;;;;11.0;;;
1257;Zuid-Nederland (LD);Totaal bebouwde omgeving;2020;;;;;51.0;3.0;;2.0;52.0;;1.0;13.0;;;37.0;;;;;1.0;1.0;;3.0;;;;18.0;;;15.0
1258;Zuid-Nederland (LD);Totaal bebouwde omgeving;2021;;;;;56.0;3.0;;2.0;52.0;;1.0;17.0;;;46.0;;;;;1.0;1.0;;3.0;;;;25.0;;;16.0
1259;Zuid-Nederland (LD);Totaal bebouwde omgeving;2022;;;;;53.0;3.0;;;27.0;;1.1;;;;;;;;;1.0;1.0;;;;;;;;;18.0
1260;Zuid-Nederland (LD);Bebouwd gebied;2013;;;;;79.0;2.0;;;18.0;;0.9;6.0;;;;;;;;1.0;0.0;;;;;;6.0;;;3.0
1261;Zuid-Nederland (LD);Bebouwd gebied;2014;;;;;74.0;2.0;;;20.0;;0.8;6.0;;;;;;;;1.0;0.0;;;;;;6.0;;;
1262;Zuid-Nederland (LD);Bebouwd gebied;2015;;;;;59.0;2.0;;1.0;18.0;;0.9;7.0;;;12.0;;;;;1.0;0.0;;1.0;;;;6.0;;;4.0
1263;Zuid-Nederland (LD);Bebouwd gebied;2016;;;;;57.0;2.0;;1.0;18.0;;0.9;8.0;;;;;;;;1.0;0.0;;1.0;;;;9.0;;;
1264;Zuid-Nederland (LD);Bebouwd gebied;2017;;;;;32.0;1.0;;1.0;17.0;;0.9;7.0;;;;;;;;0.0;0.0;;1.0;;;;8.0;;;
1265;Zuid-Nederland (LD);Bebouwd gebied;2018;;;;;32.0;1.0;;1.0;17.0;;1.0;8.0;;;17.0;;;;;0.0;0.0;;1.0;;;;10.0;;;5.0
1266;Zuid-Nederland (LD);Bebouwd gebied;2019;;;;;28.0;1.0;;1.0;17.0;;1.1;7.0;;;;;;;;0.0;0.0;;1.0;;;;10.0;;;
1267;Zuid-Nederland (LD);Bebouwd gebied;2020;;;;;23.0;1.0;;1.0;17.0;;1.0;12.0;;;24.0;;;;;0.0;0.0;;1.0;;;;16.0;;;7.0
1268;Zuid-Nederland (LD);Bebouwd gebied;2021;;;;;25.0;1.0;;1.0;17.0;;1.0;15.0;;;31.0;;;;;0.0;0.0;;1.0;;;;23.0;;;7.0
1269;Zuid-Nederland (LD);Bebouwd gebied;2022;;;;;23.0;1.0;;;17.0;;1.1;;;;;;;;;0.0;0.0;;;;;;;;;8.0
1270;Zuid-Nederland (LD);Infrastructuur;2013;;;;;41.0;1.0;;;35.0;;0.9;1.0;;;;;;;;1.0;0.0;;;;;;1.0;;;7.0
1271;Zuid-Nederland (LD);Infrastructuur;2014;;;;;39.0;1.0;;;35.0;;0.8;1.0;;;;;;;;1.0;0.0;;;;;;1.0;;;
1272;Zuid-Nederland (LD);Infrastructuur;2015;;;;;34.0;2.0;;1.0;34.0;;0.8;1.0;;;9.0;;;;;0.0;0.0;;1.0;;;;1.0;;;6.0
1273;Zuid-Nederland (LD);Infrastructuur;2016;;;;;38.0;2.0;;1.0;34.0;;0.8;1.0;;;;;;;;1.0;0.0;;2.0;;;;1.0;;;
1274;Zuid-Nederland (LD);Infrastructuur;2017;;;;;38.0;2.0;;1.0;34.0;;0.9;1.0;;;;;;;;1.0;0.0;;2.0;;;;1.0;;;
1275;Zuid-Nederland (LD);Infrastructuur;2018;;;;;40.0;2.0;;1.0;35.0;;0.9;1.0;;;11.0;;;;;1.0;0.0;;2.0;;;;1.0;;;8.0
1276;Zuid-Nederland (LD);Infrastructuur;2019;;;;;36.0;2.0;;1.0;34.0;;1.0;1.0;;;;;;;;1.0;0.0;;2.0;;;;1.0;;;
1277;Zuid-Nederland (LD);Infrastructuur;2020;;;;;28.0;2.0;;1.0;34.0;;1.0;1.0;;;13.0;;;;;0.0;0.0;;2.0;;;;2.0;;;9.0
1278;Zuid-Nederland (LD);Infrastructuur;2021;;;;;31.0;2.0;;1.0;35.0;;0.9;2.0;;;14.0;;;;;1.0;0.0;;2.0;;;;2.0;;;9.0
1279;Zuid-Nederland (LD);Infrastructuur;2022;;;;;30.0;2.0;;;35.0;;1.1;;;;;;;;;1.0;0.0;;;;;;;;;10.0
1280;Zuid-Nederland (LD);Totaal stedelijk groen en recreatie;2013;;;;;390.0;9.0;;;102.0;;2.2;3.0;;;;;;;;15.0;2.0;;;;;;2.0;62.0;;23.0
1281;Zuid-Nederland (LD);Totaal stedelijk groen en recreatie;2014;;;;;389.0;10.0;;;101.0;;2.0;3.0;;;;;;;;15.0;2.0;;;;;;3.0;66.0;;
1282;Zuid-Nederland (LD);Totaal stedelijk groen en recreatie;2015;;;;;308.0;9.0;;6.0;102.0;;2.0;3.0;;;106.0;;;;;12.0;2.0;;8.0;;;;2.0;61.0;;21.0
1283;Zuid-Nederland (LD);Totaal stedelijk groen en recreatie;2016;;;;;311.0;10.0;;6.0;101.0;;2.1;3.0;;;;;;;;12.0;2.0;;8.0;;;;3.0;64.0;;
1284;Zuid-Nederland (LD);Totaal stedelijk groen en recreatie;2017;;;;;305.0;10.0;;5.0;101.0;;2.2;3.0;;;;;;;;12.0;2.0;;9.0;;;;4.0;68.0;;
1285;Zuid-Nederland (LD);Totaal stedelijk groen en recreatie;2018;;;;;323.0;10.0;;5.0;101.0;;2.3;3.0;;;133.0;;;;;14.0;2.0;;10.0;;;;4.0;72.0;;32.0
1286;Zuid-Nederland (LD);Totaal stedelijk groen en recreatie;2019;;;;;291.0;10.0;;5.0;101.0;;2.5;3.0;;;;;;;;12.0;2.0;;9.0;;;;4.0;71.0;;
1287;Zuid-Nederland (LD);Totaal stedelijk groen en recreatie;2020;;;;;243.0;10.0;;4.0;104.0;;2.4;5.0;;;124.0;;;;;11.0;2.0;;9.0;;;;7.0;60.0;;36.0
1288;Zuid-Nederland (LD);Totaal stedelijk groen en recreatie;2021;;;;;268.0;10.0;;4.0;104.0;;2.3;6.0;;;145.0;;;;;13.0;2.0;;9.0;;;;10.0;76.0;;36.0
1289;Zuid-Nederland (LD);Totaal stedelijk groen en recreatie;2022;;;;;249.0;10.0;;;53.0;;2.5;;;;;;;;;13.0;2.0;;;;;;;77.0;;38.0
1290;Zuid-Nederland (LD);Stedelijk groen;2013;;;;;236.0;6.0;;;52.0;;2.5;2.0;;;;;;;;13.0;1.0;;;;;;1.0;;;22.0
1291;Zuid-Nederland (LD);Stedelijk groen;2014;;;;;243.0;7.0;;;51.0;;2.2;2.0;;;;;;;;13.0;1.0;;;;;;2.0;;;
1292;Zuid-Nederland (LD);Stedelijk groen;2015;;;;;189.0;6.0;;4.0;52.0;;2.3;2.0;;;71.0;;;;;11.0;1.0;;5.0;;;;1.0;;;21.0
1293;Zuid-Nederland (LD);Stedelijk groen;2016;;;;;198.0;7.0;;4.0;51.0;;2.3;1.0;;;;;;;;11.0;1.0;;5.0;;;;2.0;;;
1294;Zuid-Nederland (LD);Stedelijk groen;2017;;;;;194.0;7.0;;3.0;51.0;;2.5;2.0;;;;;;;;11.0;1.0;;6.0;;;;2.0;;;
1295;Zuid-Nederland (LD);Stedelijk groen;2018;;;;;207.0;7.0;;3.0;51.0;;2.5;2.0;;;93.0;;;;;12.0;1.0;;6.0;;;;3.0;;;31.0
1296;Zuid-Nederland (LD);Stedelijk groen;2019;;;;;188.0;7.0;;3.0;51.0;;2.7;2.0;;;;;;;;11.0;1.0;;6.0;;;;3.0;;;
1297;Zuid-Nederland (LD);Stedelijk groen;2020;;;;;160.0;7.0;;3.0;51.0;;2.6;3.0;;;90.0;;;;;10.0;1.0;;6.0;;;;4.0;;;35.0
1298;Zuid-Nederland (LD);Stedelijk groen;2021;;;;;179.0;7.0;;3.0;51.0;;2.5;4.0;;;103.0;;;;;11.0;2.0;;6.0;;;;6.0;;;35.0
1299;Zuid-Nederland (LD);Stedelijk groen;2022;;;;;166.0;7.0;;;51.0;;2.7;;;;;;;;;11.0;2.0;;;;;;;;;38.0
1300;Zuid-Nederland (LD);Recreatie en (semi-)openbaar groen;2013;;;;;154.0;3.0;;;50.0;;1.5;1.0;;;;;;;;2.0;1.0;;;;;;1.0;;;1.0
1301;Zuid-Nederland (LD);Recreatie en (semi-)openbaar groen;2014;;;;;146.0;3.0;;;50.0;;1.4;1.0;;;;;;;;2.0;1.0;;;;;;1.0;;;
1302;Zuid-Nederland (LD);Recreatie en (semi-)openbaar groen;2015;;;;;119.0;3.0;;2.0;50.0;;1.4;1.0;;;35.0;;;;;2.0;1.0;;3.0;;;;1.0;;;1.0
1303;Zuid-Nederland (LD);Recreatie en (semi-)openbaar groen;2016;;;;;113.0;3.0;;2.0;50.0;;1.4;1.0;;;;;;;;1.0;1.0;;3.0;;;;1.0;;;
1304;Zuid-Nederland (LD);Recreatie en (semi-)openbaar groen;2017;;;;;111.0;3.0;;2.0;50.0;;1.5;1.0;;;;;;;;1.0;1.0;;3.0;;;;1.0;;;
1305;Zuid-Nederland (LD);Recreatie en (semi-)openbaar groen;2018;;;;;116.0;3.0;;2.0;50.0;;1.5;1.0;;;40.0;;;;;2.0;1.0;;3.0;;;;2.0;;;0.0
1306;Zuid-Nederland (LD);Recreatie en (semi-)openbaar groen;2019;;;;;103.0;3.0;;2.0;50.0;;1.7;1.0;;;;;;;;1.0;1.0;;3.0;;;;2.0;;;
1307;Zuid-Nederland (LD);Recreatie en (semi-)openbaar groen;2020;;;;;84.0;3.0;;2.0;53.0;;1.6;2.0;;;34.0;;;;;1.0;1.0;;3.0;;;;3.0;;;0.0
1308;Zuid-Nederland (LD);Recreatie en (semi-)openbaar groen;2021;;;;;89.0;3.0;;2.0;53.0;;1.5;2.0;;;42.0;;;;;1.0;1.0;;3.0;;;;3.0;;;0.0
1309;Zuid-Nederland (LD);Recreatie en (semi-)openbaar groen;2022;;;;;83.0;3.0;;;53.0;;1.7;;;;;;;;;1.0;1.0;;;;;;;;;0.0
1310;Zuid-Nederland (LD);Totaal akker- en tuinbouwgebieden;2013;3736.0;1570.0;;;796.0;31.0;;;167.0;;0.9;13.0;;106.0;;58.0;108.0;;;6.0;5.0;;;;;;12.0;52.0;6.0;15.0
1311;Zuid-Nederland (LD);Totaal akker- en tuinbouwgebieden;2014;4148.0;1804.0;;;759.0;32.0;;;170.0;;0.9;13.0;;106.0;;58.0;107.0;;;6.0;5.0;;;;;;12.0;53.0;6.0;
1312;Zuid-Nederland (LD);Totaal akker- en tuinbouwgebieden;2015;3302.0;1181.0;;;564.0;29.0;;11.0;176.0;;0.8;12.0;;106.0;273.0;64.0;104.0;;;5.0;5.0;;16.0;;;;11.0;49.0;7.0;12.0
1313;Zuid-Nederland (LD);Totaal akker- en tuinbouwgebieden;2016;3160.0;1111.0;;;544.0;30.0;;11.0;178.0;;0.8;17.0;;134.0;;74.0;115.0;;;5.0;5.0;;18.0;;;;18.0;52.0;9.0;
1314;Zuid-Nederland (LD);Totaal akker- en tuinbouwgebieden;2017;4138.0;1417.0;;;537.0;30.0;;10.0;176.0;;0.9;13.0;;158.0;;68.0;105.0;;;4.0;6.0;;20.0;;;;15.0;55.0;9.0;
1315;Zuid-Nederland (LD);Totaal akker- en tuinbouwgebieden;2018;3461.0;1055.0;;;569.0;30.0;;12.0;173.0;;0.9;14.0;;161.0;259.0;52.0;72.0;;;5.0;6.0;;21.0;;;;19.0;59.0;9.0;16.0
1316;Zuid-Nederland (LD);Totaal akker- en tuinbouwgebieden;2019;3986.0;1073.0;;;510.0;29.0;;12.0;172.0;;1.0;14.0;;156.0;;95.0;70.0;;;4.0;6.0;;21.0;;;;19.0;56.0;11.0;
1317;Zuid-Nederland (LD);Totaal akker- en tuinbouwgebieden;2020;3945.0;1083.0;;;415.0;29.0;;10.0;173.0;;1.0;22.0;;134.0;293.0;93.0;60.0;;;4.0;6.0;;19.0;;;;29.0;52.0;9.0;21.0
1318;Zuid-Nederland (LD);Totaal akker- en tuinbouwgebieden;2021;3990.0;1089.0;;;452.0;29.0;;11.0;173.0;;0.9;27.0;;151.0;340.0;108.0;64.0;;;4.0;6.0;;20.0;;;;41.0;63.0;11.0;23.0
1319;Zuid-Nederland (LD);Totaal akker- en tuinbouwgebieden;2022;4217.0;1029.0;;;427.0;29.0;;;37.0;;0.4;;;131.0;;116.0;63.0;;;4.0;6.0;;;;;;;58.0;11.0;25.0
1320;Zuid-Nederland (LD);Eenjarig akker- en tuinbouwgebied;2013;3565.0;879.0;;;524.0;;;;37.0;;0.8;9.0;;;;57.0;59.0;;;4.0;;;;;;;8.0;;;7.0
1321;Zuid-Nederland (LD);Eenjarig akker- en tuinbouwgebied;2014;3958.0;956.0;;;489.0;;;;38.0;;0.7;9.0;;;;57.0;58.0;;;4.0;;;;;;;8.0;;;
1322;Zuid-Nederland (LD);Eenjarig akker- en tuinbouwgebied;2015;3148.0;668.0;;;394.0;;;1.0;39.0;;0.7;9.0;;;186.0;63.0;66.0;;;3.0;;;2.0;;;;8.0;;;9.0
1323;Zuid-Nederland (LD);Eenjarig akker- en tuinbouwgebied;2016;3011.0;619.0;;;373.0;;;1.0;39.0;;0.7;12.0;;;;73.0;68.0;;;3.0;;;2.0;;;;12.0;;;
1324;Zuid-Nederland (LD);Eenjarig akker- en tuinbouwgebied;2017;4010.0;829.0;;;369.0;;;1.0;40.0;;0.8;9.0;;;;67.0;63.0;;;3.0;;;2.0;;;;10.0;;;
1325;Zuid-Nederland (LD);Eenjarig akker- en tuinbouwgebied;2018;3320.0;623.0;;;396.0;;;1.0;38.0;;0.8;10.0;;;168.0;52.0;43.0;;;3.0;;;3.0;;;;13.0;;;13.0
1326;Zuid-Nederland (LD);Eenjarig akker- en tuinbouwgebied;2019;3848.0;630.0;;;354.0;;;1.0;39.0;;0.9;10.0;;;;82.0;41.0;;;3.0;;;3.0;;;;13.0;;;
1327;Zuid-Nederland (LD);Eenjarig akker- en tuinbouwgebied;2020;3819.0;673.0;;;292.0;;;1.0;39.0;;0.9;15.0;;;195.0;79.0;36.0;;;3.0;;;2.0;;;;21.0;;;17.0
1328;Zuid-Nederland (LD);Eenjarig akker- en tuinbouwgebied;2021;3862.0;626.0;;;314.0;;;1.0;40.0;;0.9;19.0;;;223.0;92.0;36.0;;;3.0;;;3.0;;;;29.0;;;16.0
1329;Zuid-Nederland (LD);Eenjarig akker- en tuinbouwgebied;2022;4092.0;633.0;;;299.0;;;;33.0;;0.2;;;;;98.0;37.0;;;3.0;;;;;;;;;;17.0
1330;Zuid-Nederland (LD);Tijdelijk grasland;2013;;683.0;;;218.0;14.0;;;47.0;;1.1;3.0;;;;;48.0;;;2.0;2.0;;;;;;3.0;;;6.0
1331;Zuid-Nederland (LD);Tijdelijk grasland;2014;;838.0;;;218.0;15.0;;;47.0;;1.0;3.0;;;;;49.0;;;2.0;3.0;;;;;;3.0;;;
1332;Zuid-Nederland (LD);Tijdelijk grasland;2015;;501.0;;;120.0;10.0;;8.0;49.0;;1.0;2.0;;;65.0;;37.0;;;1.0;2.0;;12.0;;;;2.0;;;1.0
1333;Zuid-Nederland (LD);Tijdelijk grasland;2016;;485.0;;;122.0;11.0;;8.0;51.0;;1.0;3.0;;;;;46.0;;;1.0;2.0;;14.0;;;;4.0;;;
1334;Zuid-Nederland (LD);Tijdelijk grasland;2017;;581.0;;;119.0;10.0;;8.0;48.0;;1.0;3.0;;;;;42.0;;;1.0;2.0;;16.0;;;;3.0;;;
1335;Zuid-Nederland (LD);Tijdelijk grasland;2018;;426.0;;;121.0;10.0;;8.0;46.0;;1.0;3.0;;;64.0;;28.0;;;1.0;2.0;;16.0;;;;4.0;;;1.0
1336;Zuid-Nederland (LD);Tijdelijk grasland;2019;;437.0;;;111.0;10.0;;9.0;44.0;;1.1;3.0;;;;;29.0;;;1.0;2.0;;16.0;;;;4.0;;;
1337;Zuid-Nederland (LD);Tijdelijk grasland;2020;;404.0;;;85.0;10.0;;7.0;45.0;;1.1;4.0;;;58.0;;24.0;;;1.0;2.0;;15.0;;;;5.0;;;2.0
1338;Zuid-Nederland (LD);Tijdelijk grasland;2021;;457.0;;;98.0;10.0;;8.0;45.0;;1.0;5.0;;;71.0;;27.0;;;1.0;2.0;;15.0;;;;8.0;;;4.0
1339;Zuid-Nederland (LD);Tijdelijk grasland;2022;;390.0;;;91.0;10.0;;;33.0;;0.4;;;;;;26.0;;;1.0;2.0;;;;;;;;;6.0
1340;Zuid-Nederland (LD);Meerjarig akker- en tuinbouwgebied;2013;164.0;6.0;;;49.0;16.0;;;43.0;;0.9;1.0;;;;0.0;0.0;;;0.0;3.0;;;;;;1.0;;;2.0
1341;Zuid-Nederland (LD);Meerjarig akker- en tuinbouwgebied;2014;182.0;7.0;;;46.0;16.0;;;43.0;;0.9;1.0;;;;0.0;0.0;;;0.0;3.0;;;;;;1.0;;;
1342;Zuid-Nederland (LD);Meerjarig akker- en tuinbouwgebied;2015;148.0;9.0;;;45.0;19.0;;1.0;44.0;;0.8;1.0;;;12.0;0.0;1.0;;;0.0;3.0;;1.0;;;;1.0;;;2.0
1343;Zuid-Nederland (LD);Meerjarig akker- en tuinbouwgebied;2016;143.0;4.0;;;44.0;19.0;;1.0;44.0;;0.8;1.0;;;;0.0;0.0;;;0.0;3.0;;1.0;;;;2.0;;;
1344;Zuid-Nederland (LD);Meerjarig akker- en tuinbouwgebied;2017;119.0;5.0;;;43.0;19.0;;1.0;44.0;;0.9;1.0;;;;0.0;0.0;;;0.0;4.0;;1.0;;;;1.0;;;
1345;Zuid-Nederland (LD);Meerjarig akker- en tuinbouwgebied;2018;135.0;4.0;;;47.0;19.0;;1.0;44.0;;0.9;1.0;;;14.0;0.0;0.0;;;0.0;4.0;;1.0;;;;2.0;;;1.0
1346;Zuid-Nederland (LD);Meerjarig akker- en tuinbouwgebied;2019;132.0;5.0;;;41.0;19.0;;1.0;44.0;;1.0;1.0;;;;13.0;0.0;;;0.0;4.0;;1.0;;;;2.0;;;
1347;Zuid-Nederland (LD);Meerjarig akker- en tuinbouwgebied;2020;121.0;4.0;;;33.0;19.0;;1.0;44.0;;1.0;2.0;;;27.0;14.0;0.0;;;0.0;4.0;;1.0;;;;3.0;;;2.0
1348;Zuid-Nederland (LD);Meerjarig akker- en tuinbouwgebied;2021;122.0;4.0;;;37.0;19.0;;1.0;44.0;;0.9;2.0;;;32.0;16.0;0.0;;;0.0;4.0;;1.0;;;;4.0;;;2.0
1349;Zuid-Nederland (LD);Meerjarig akker- en tuinbouwgebied;2022;119.0;4.0;;;34.0;19.0;;;39.0;;0.8;;;;;18.0;0.0;;;0.0;4.0;;;;;;;;;2.0
1350;Zuid-Nederland (LD);Natuurlijk akker- en tuinbouwgebied;2013;8.0;2.0;;;5.0;0.0;;;40.0;;1.0;0.0;;;;1.0;0.0;;;0.0;0.0;;;;;;0.0;;;1.0
1351;Zuid-Nederland (LD);Natuurlijk akker- en tuinbouwgebied;2014;7.0;3.0;;;5.0;0.0;;;41.0;;1.0;0.0;;;;0.0;0.0;;;0.0;0.0;;;;;;0.0;;;
1352;Zuid-Nederland (LD);Natuurlijk akker- en tuinbouwgebied;2015;6.0;3.0;;;5.0;0.0;;1.0;44.0;;1.0;0.0;;;10.0;0.0;0.0;;;0.0;0.0;;1.0;;;;0.0;;;0.0
1353;Zuid-Nederland (LD);Natuurlijk akker- en tuinbouwgebied;2016;5.0;2.0;;;5.0;0.0;;1.0;43.0;;1.0;0.0;;;;1.0;0.0;;;0.0;0.0;;1.0;;;;0.0;;;
1354;Zuid-Nederland (LD);Natuurlijk akker- en tuinbouwgebied;2017;9.0;2.0;;;5.0;0.0;;1.0;44.0;;1.2;0.0;;;;1.0;0.0;;;0.0;0.0;;1.0;;;;0.0;;;
1355;Zuid-Nederland (LD);Natuurlijk akker- en tuinbouwgebied;2018;6.0;2.0;;;5.0;0.0;;1.0;44.0;;1.2;0.0;;;13.0;0.0;0.0;;;0.0;0.0;;1.0;;;;0.0;;;0.0
1356;Zuid-Nederland (LD);Natuurlijk akker- en tuinbouwgebied;2019;5.0;2.0;;;5.0;0.0;;1.0;45.0;;1.2;0.0;;;;0.0;0.0;;;0.0;0.0;;1.0;;;;0.0;;;
1357;Zuid-Nederland (LD);Natuurlijk akker- en tuinbouwgebied;2020;5.0;2.0;;;4.0;0.0;;1.0;45.0;;1.2;0.0;;;12.0;0.0;0.0;;;0.0;0.0;;1.0;;;;1.0;;;0.0
1358;Zuid-Nederland (LD);Natuurlijk akker- en tuinbouwgebied;2021;6.0;2.0;;;4.0;0.0;;1.0;45.0;;1.1;0.0;;;14.0;0.0;0.0;;;0.0;0.0;;1.0;;;;1.0;;;0.0
1359;Zuid-Nederland (LD);Natuurlijk akker- en tuinbouwgebied;2022;6.0;2.0;;;4.0;0.0;;;35.0;;0.4;;;;;0.0;0.0;;;0.0;0.0;;;;;;;;;0.0
1360;Zuid-Nederland (LD);Totaal graslanden;2013;;426.0;;;248.0;17.0;;;86.0;;1.3;6.0;;2147.0;;;30.0;;;3.0;3.0;;;;;;6.0;78.0;114.0;23.0
1361;Zuid-Nederland (LD);Totaal graslanden;2014;;458.0;;;225.0;16.0;;;85.0;;1.2;6.0;;2239.0;;;28.0;;;3.0;3.0;;;;;;6.0;80.0;117.0;
1362;Zuid-Nederland (LD);Totaal graslanden;2015;;708.0;;;256.0;22.0;;35.0;87.0;;1.2;8.0;;2257.0;333.0;;54.0;;;3.0;4.0;;41.0;;;;7.0;74.0;125.0;26.0
1363;Zuid-Nederland (LD);Totaal graslanden;2016;;636.0;;;252.0;22.0;;35.0;86.0;;1.2;10.0;;2490.0;;;60.0;;;3.0;4.0;;44.0;;;;11.0;77.0;137.0;
1364;Zuid-Nederland (LD);Totaal graslanden;2017;;752.0;;;250.0;22.0;;30.0;85.0;;1.3;8.0;;3222.0;;;55.0;;;3.0;4.0;;50.0;;;;10.0;83.0;158.0;
1365;Zuid-Nederland (LD);Totaal graslanden;2018;;571.0;;;266.0;22.0;;33.0;85.0;;1.3;9.0;;3354.0;395.0;;38.0;;;3.0;4.0;;53.0;;;;12.0;88.0;169.0;27.0
