ID;Geslacht;LeeftijdOp31December;Perioden;Immigratie_1;EmigratieInclusiefCorrecties_2;MigratiesaldoInclusiefCorrecties_3
1930;Mannen en Vrouwen;39 jaar;2033;4706;4258;448
1931;Mannen en Vrouwen;39 jaar;2034;4684;4250;434
1932;Mannen en Vrouwen;39 jaar;2035;4689;4289;400
1933;Mannen en Vrouwen;39 jaar;2036;4697;4318;379
1934;Mannen en Vrouwen;39 jaar;2037;4713;4369;344
1935;Mannen en Vrouwen;39 jaar;2038;4716;4397;319
1936;Mannen en Vrouwen;39 jaar;2039;4733;4425;308
1937;Mannen en Vrouwen;39 jaar;2040;4728;4412;316
1938;Mannen en Vrouwen;39 jaar;2041;4724;4425;299
1939;Mannen en Vrouwen;39 jaar;2042;4721;4425;296
1940;Mannen en Vrouwen;39 jaar;2043;4705;4398;307
1941;Mannen en Vrouwen;39 jaar;2044;4689;4378;311
1942;Mannen en Vrouwen;39 jaar;2045;4684;4371;313
1943;Mannen en Vrouwen;39 jaar;2046;4678;4363;315
1944;Mannen en Vrouwen;39 jaar;2047;4685;4381;304
1945;Mannen en Vrouwen;39 jaar;2048;4690;4383;307
1946;Mannen en Vrouwen;39 jaar;2049;4685;4383;302
1947;Mannen en Vrouwen;39 jaar;2050;4679;4372;307
1948;Mannen en Vrouwen;39 jaar;2051;4670;4366;304
1949;Mannen en Vrouwen;39 jaar;2052;4658;4350;308
1950;Mannen en Vrouwen;39 jaar;2053;4668;4362;306
1951;Mannen en Vrouwen;39 jaar;2054;4656;4346;310
1952;Mannen en Vrouwen;39 jaar;2055;4662;4345;317
1953;Mannen en Vrouwen;39 jaar;2056;4652;4336;316
1954;Mannen en Vrouwen;39 jaar;2057;4651;4333;318
1955;Mannen en Vrouwen;39 jaar;2058;4657;4335;322
1956;Mannen en Vrouwen;39 jaar;2059;4653;4329;324
1957;Mannen en Vrouwen;39 jaar;2060;4675;4362;313
1958;Mannen en Vrouwen;39 jaar;2061;4645;4319;326
1959;Mannen en Vrouwen;39 jaar;2062;4640;4311;329
1960;Mannen en Vrouwen;39 jaar;2063;4641;4310;331
1961;Mannen en Vrouwen;39 jaar;2064;4644;4313;331
1962;Mannen en Vrouwen;39 jaar;2065;4649;4318;331
1963;Mannen en Vrouwen;39 jaar;2066;4646;4328;318
1964;Mannen en Vrouwen;39 jaar;2067;4655;4339;316
1965;Mannen en Vrouwen;39 jaar;2068;4664;4354;310
1966;Mannen en Vrouwen;39 jaar;2069;4674;4369;305
1967;Mannen en Vrouwen;39 jaar;2070;4684;4382;302
1968;Mannen en Vrouwen;40 jaar;2023;4943;2971;1972
1969;Mannen en Vrouwen;40 jaar;2024;4658;3095;1563
1970;Mannen en Vrouwen;40 jaar;2025;4452;3220;1232
1971;Mannen en Vrouwen;40 jaar;2026;4239;3338;901
1972;Mannen en Vrouwen;40 jaar;2027;4234;3480;754
1973;Mannen en Vrouwen;40 jaar;2028;4232;3728;504
1974;Mannen en Vrouwen;40 jaar;2029;4263;3808;455
1975;Mannen en Vrouwen;40 jaar;2030;4305;3885;420
1976;Mannen en Vrouwen;40 jaar;2031;4319;3905;414
1977;Mannen en Vrouwen;40 jaar;2032;4324;3933;391
1978;Mannen en Vrouwen;40 jaar;2033;4315;3942;373
1979;Mannen en Vrouwen;40 jaar;2034;4303;3971;332
1980;Mannen en Vrouwen;40 jaar;2035;4298;3964;334
1981;Mannen en Vrouwen;40 jaar;2036;4297;4001;296
1982;Mannen en Vrouwen;40 jaar;2037;4306;4028;278
1983;Mannen en Vrouwen;40 jaar;2038;4323;4073;250
1984;Mannen en Vrouwen;40 jaar;2039;4328;4097;231
1985;Mannen en Vrouwen;40 jaar;2040;4342;4125;217
1986;Mannen en Vrouwen;40 jaar;2041;4334;4112;222
1987;Mannen en Vrouwen;40 jaar;2042;4335;4124;211
1988;Mannen en Vrouwen;40 jaar;2043;4332;4126;206
1989;Mannen en Vrouwen;40 jaar;2044;4318;4099;219
1990;Mannen en Vrouwen;40 jaar;2045;4305;4083;222
1991;Mannen en Vrouwen;40 jaar;2046;4300;4078;222
1992;Mannen en Vrouwen;40 jaar;2047;4287;4070;217
1993;Mannen en Vrouwen;40 jaar;2048;4296;4086;210
1994;Mannen en Vrouwen;40 jaar;2049;4297;4089;208
1995;Mannen en Vrouwen;40 jaar;2050;4297;4090;207
1996;Mannen en Vrouwen;40 jaar;2051;4287;4081;206
1997;Mannen en Vrouwen;40 jaar;2052;4280;4075;205
1998;Mannen en Vrouwen;40 jaar;2053;4268;4061;207
1999;Mannen en Vrouwen;40 jaar;2054;4277;4071;206
2000;Mannen en Vrouwen;40 jaar;2055;4267;4058;209
2001;Mannen en Vrouwen;40 jaar;2056;4273;4057;216
2002;Mannen en Vrouwen;40 jaar;2057;4266;4049;217
2003;Mannen en Vrouwen;40 jaar;2058;4266;4048;218
2004;Mannen en Vrouwen;40 jaar;2059;4266;4050;216
2005;Mannen en Vrouwen;40 jaar;2060;4260;4045;215
2006;Mannen en Vrouwen;40 jaar;2061;4284;4076;208
2007;Mannen en Vrouwen;40 jaar;2062;4257;4035;222
2008;Mannen en Vrouwen;40 jaar;2063;4247;4029;218
2009;Mannen en Vrouwen;40 jaar;2064;4254;4029;225
2010;Mannen en Vrouwen;40 jaar;2065;4252;4031;221
2011;Mannen en Vrouwen;40 jaar;2066;4256;4038;218
2012;Mannen en Vrouwen;40 jaar;2067;4259;4047;212
2013;Mannen en Vrouwen;40 jaar;2068;4261;4058;203
2014;Mannen en Vrouwen;40 jaar;2069;4274;4073;201
2015;Mannen en Vrouwen;40 jaar;2070;4285;4086;199
2016;Mannen en Vrouwen;41 jaar;2023;4613;2769;1844
2017;Mannen en Vrouwen;41 jaar;2024;4307;2904;1403
2018;Mannen en Vrouwen;41 jaar;2025;4101;3021;1080
2019;Mannen en Vrouwen;41 jaar;2026;3877;3144;733
2020;Mannen en Vrouwen;41 jaar;2027;3880;3301;579
2021;Mannen en Vrouwen;41 jaar;2028;3889;3447;442
2022;Mannen en Vrouwen;41 jaar;2029;3907;3547;360
2023;Mannen en Vrouwen;41 jaar;2030;3922;3613;309
2024;Mannen en Vrouwen;41 jaar;2031;3956;3679;277
2025;Mannen en Vrouwen;41 jaar;2032;3963;3690;273
2026;Mannen en Vrouwen;41 jaar;2033;3951;3708;243
2027;Mannen en Vrouwen;41 jaar;2034;3938;3727;211
2028;Mannen en Vrouwen;41 jaar;2035;3944;3753;191
2029;Mannen en Vrouwen;41 jaar;2036;3938;3750;188
2030;Mannen en Vrouwen;41 jaar;2037;3934;3784;150
2031;Mannen en Vrouwen;41 jaar;2038;3943;3809;134
2032;Mannen en Vrouwen;41 jaar;2039;3957;3850;107
2033;Mannen en Vrouwen;41 jaar;2040;3969;3872;97
2034;Mannen en Vrouwen;41 jaar;2041;3977;3898;79
2035;Mannen en Vrouwen;41 jaar;2042;3975;3888;87
2036;Mannen en Vrouwen;41 jaar;2043;3967;3899;68
2037;Mannen en Vrouwen;41 jaar;2044;3967;3901;66
2038;Mannen en Vrouwen;41 jaar;2045;3960;3878;82
2039;Mannen en Vrouwen;41 jaar;2046;3941;3861;80
2040;Mannen en Vrouwen;41 jaar;2047;3936;3855;81
2041;Mannen en Vrouwen;41 jaar;2048;3928;3848;80
2042;Mannen en Vrouwen;41 jaar;2049;3931;3864;67
2043;Mannen en Vrouwen;41 jaar;2050;3936;3867;69
2044;Mannen en Vrouwen;41 jaar;2051;3935;3869;66
2045;Mannen en Vrouwen;41 jaar;2052;3927;3860;67
2046;Mannen en Vrouwen;41 jaar;2053;3916;3853;63
2047;Mannen en Vrouwen;41 jaar;2054;3905;3840;65
2048;Mannen en Vrouwen;41 jaar;2055;3915;3852;63
2049;Mannen en Vrouwen;41 jaar;2056;3904;3840;64
2050;Mannen en Vrouwen;41 jaar;2057;3911;3839;72
2051;Mannen en Vrouwen;41 jaar;2058;3908;3834;74
2052;Mannen en Vrouwen;41 jaar;2059;3904;3832;72
2053;Mannen en Vrouwen;41 jaar;2060;3904;3834;70
2054;Mannen en Vrouwen;41 jaar;2061;3901;3831;70
2055;Mannen en Vrouwen;41 jaar;2062;3922;3860;62
2056;Mannen en Vrouwen;41 jaar;2063;3899;3823;76
2057;Mannen en Vrouwen;41 jaar;2064;3892;3816;76
2058;Mannen en Vrouwen;41 jaar;2065;3891;3817;74
2059;Mannen en Vrouwen;41 jaar;2066;3895;3820;75
2060;Mannen en Vrouwen;41 jaar;2067;3897;3826;71
2061;Mannen en Vrouwen;41 jaar;2068;3900;3835;65
2062;Mannen en Vrouwen;41 jaar;2069;3902;3846;56
2063;Mannen en Vrouwen;41 jaar;2070;3913;3859;54
2064;Mannen en Vrouwen;42 jaar;2023;4334;2590;1744
2065;Mannen en Vrouwen;42 jaar;2024;4030;2738;1292
2066;Mannen en Vrouwen;42 jaar;2025;3824;2858;966
2067;Mannen en Vrouwen;42 jaar;2026;3612;2976;636
2068;Mannen en Vrouwen;42 jaar;2027;3609;3147;462
2069;Mannen en Vrouwen;42 jaar;2028;3616;3314;302
2070;Mannen en Vrouwen;42 jaar;2029;3639;3333;306
2071;Mannen en Vrouwen;42 jaar;2030;3647;3423;224
2072;Mannen en Vrouwen;42 jaar;2031;3661;3479;182
2073;Mannen en Vrouwen;42 jaar;2032;3685;3533;152
2074;Mannen en Vrouwen;42 jaar;2033;3680;3538;142
2075;Mannen en Vrouwen;42 jaar;2034;3668;3566;102
2076;Mannen en Vrouwen;42 jaar;2035;3670;3586;84
2077;Mannen en Vrouwen;42 jaar;2036;3675;3615;60
2078;Mannen en Vrouwen;42 jaar;2037;3666;3613;53
2079;Mannen en Vrouwen;42 jaar;2038;3667;3646;21
2080;Mannen en Vrouwen;42 jaar;2039;3670;3669;1
2081;Mannen en Vrouwen;42 jaar;2040;3686;3707;-21
2082;Mannen en Vrouwen;42 jaar;2041;3696;3731;-35
2083;Mannen en Vrouwen;42 jaar;2042;3706;3755;-49
2084;Mannen en Vrouwen;42 jaar;2043;3702;3747;-45
2085;Mannen en Vrouwen;42 jaar;2044;3696;3759;-63
2086;Mannen en Vrouwen;42 jaar;2045;3693;3763;-70
2087;Mannen en Vrouwen;42 jaar;2046;3685;3739;-54
2088;Mannen en Vrouwen;42 jaar;2047;3672;3725;-53
2089;Mannen en Vrouwen;42 jaar;2048;3662;3721;-59
2090;Mannen en Vrouwen;42 jaar;2049;3657;3716;-59
2091;Mannen en Vrouwen;42 jaar;2050;3661;3732;-71
2092;Mannen en Vrouwen;42 jaar;2051;3662;3736;-74
2093;Mannen en Vrouwen;42 jaar;2052;3661;3739;-78
2094;Mannen en Vrouwen;42 jaar;2053;3652;3730;-78
2095;Mannen en Vrouwen;42 jaar;2054;3643;3725;-82
2096;Mannen en Vrouwen;42 jaar;2055;3633;3713;-80
2097;Mannen en Vrouwen;42 jaar;2056;3643;3725;-82
2098;Mannen en Vrouwen;42 jaar;2057;3634;3715;-81
2099;Mannen en Vrouwen;42 jaar;2058;3639;3716;-77
2100;Mannen en Vrouwen;42 jaar;2059;3634;3711;-77
2101;Mannen en Vrouwen;42 jaar;2060;3634;3711;-77
2102;Mannen en Vrouwen;42 jaar;2061;3637;3714;-77
2103;Mannen en Vrouwen;42 jaar;2062;3631;3710;-79
2104;Mannen en Vrouwen;42 jaar;2063;3654;3738;-84
2105;Mannen en Vrouwen;42 jaar;2064;3632;3704;-72
2106;Mannen en Vrouwen;42 jaar;2065;3620;3698;-78
2107;Mannen en Vrouwen;42 jaar;2066;3620;3701;-81
2108;Mannen en Vrouwen;42 jaar;2067;3625;3703;-78
2109;Mannen en Vrouwen;42 jaar;2068;3625;3711;-86
2110;Mannen en Vrouwen;42 jaar;2069;3630;3720;-90
2111;Mannen en Vrouwen;42 jaar;2070;3635;3729;-94
2112;Mannen en Vrouwen;43 jaar;2023;4074;2432;1642
2113;Mannen en Vrouwen;43 jaar;2024;3796;2518;1278
2114;Mannen en Vrouwen;43 jaar;2025;3578;2652;926
2115;Mannen en Vrouwen;43 jaar;2026;3358;2761;597
2116;Mannen en Vrouwen;43 jaar;2027;3358;2923;435
2117;Mannen en Vrouwen;43 jaar;2028;3362;3098;264
2118;Mannen en Vrouwen;43 jaar;2029;3387;3139;248
2119;Mannen en Vrouwen;43 jaar;2030;3399;3151;248
2120;Mannen en Vrouwen;43 jaar;2031;3406;3230;176
2121;Mannen en Vrouwen;43 jaar;2032;3410;3275;135
2122;Mannen en Vrouwen;43 jaar;2033;3423;3320;103
2123;Mannen en Vrouwen;43 jaar;2034;3417;3336;81
2124;Mannen en Vrouwen;43 jaar;2035;3410;3363;47
2125;Mannen en Vrouwen;43 jaar;2036;3410;3384;26
2126;Mannen en Vrouwen;43 jaar;2037;3420;3414;6
2127;Mannen en Vrouwen;43 jaar;2038;3411;3411;0
2128;Mannen en Vrouwen;43 jaar;2039;3415;3442;-27
2129;Mannen en Vrouwen;43 jaar;2040;3417;3464;-47
2130;Mannen en Vrouwen;43 jaar;2041;3430;3502;-72
2131;Mannen en Vrouwen;43 jaar;2042;3439;3524;-85
2132;Mannen en Vrouwen;43 jaar;2043;3450;3548;-98
2133;Mannen en Vrouwen;43 jaar;2044;3445;3541;-96
2134;Mannen en Vrouwen;43 jaar;2045;3440;3554;-114
2135;Mannen en Vrouwen;43 jaar;2046;3437;3555;-118
2136;Mannen en Vrouwen;43 jaar;2047;3427;3537;-110
2137;Mannen en Vrouwen;43 jaar;2048;3413;3523;-110
2138;Mannen en Vrouwen;43 jaar;2049;3408;3520;-112
2139;Mannen en Vrouwen;43 jaar;2050;3404;3516;-112
2140;Mannen en Vrouwen;43 jaar;2051;3409;3531;-122
2141;Mannen en Vrouwen;43 jaar;2052;3409;3535;-126
2142;Mannen en Vrouwen;43 jaar;2053;3407;3538;-131
2143;Mannen en Vrouwen;43 jaar;2054;3401;3530;-129
2144;Mannen en Vrouwen;43 jaar;2055;3393;3526;-133
2145;Mannen en Vrouwen;43 jaar;2056;3379;3517;-138
2146;Mannen en Vrouwen;43 jaar;2057;3392;3529;-137
2147;Mannen en Vrouwen;43 jaar;2058;3383;3521;-138
2148;Mannen en Vrouwen;43 jaar;2059;3386;3521;-135
2149;Mannen en Vrouwen;43 jaar;2060;3382;3517;-135
2150;Mannen en Vrouwen;43 jaar;2061;3381;3518;-137
2151;Mannen en Vrouwen;43 jaar;2062;3384;3522;-138
2152;Mannen en Vrouwen;43 jaar;2063;3377;3519;-142
2153;Mannen en Vrouwen;43 jaar;2064;3397;3545;-148
2154;Mannen en Vrouwen;43 jaar;2065;3379;3515;-136
2155;Mannen en Vrouwen;43 jaar;2066;3369;3510;-141
2156;Mannen en Vrouwen;43 jaar;2067;3369;3513;-144
2157;Mannen en Vrouwen;43 jaar;2068;3373;3516;-143
2158;Mannen en Vrouwen;43 jaar;2069;3373;3524;-151
2159;Mannen en Vrouwen;43 jaar;2070;3376;3531;-155
2160;Mannen en Vrouwen;44 jaar;2023;3814;2264;1550
2161;Mannen en Vrouwen;44 jaar;2024;3559;2394;1165
2162;Mannen en Vrouwen;44 jaar;2025;3361;2465;896
2163;Mannen en Vrouwen;44 jaar;2026;3145;2594;551
2164;Mannen en Vrouwen;44 jaar;2027;3132;2741;391
2165;Mannen en Vrouwen;44 jaar;2028;3137;2915;222
2166;Mannen en Vrouwen;44 jaar;2029;3156;2975;181
2167;Mannen en Vrouwen;44 jaar;2030;3174;3009;165
2168;Mannen en Vrouwen;44 jaar;2031;3182;3016;166
2169;Mannen en Vrouwen;44 jaar;2032;3185;3083;102
2170;Mannen en Vrouwen;44 jaar;2033;3181;3119;62
2171;Mannen en Vrouwen;44 jaar;2034;3189;3172;17
2172;Mannen en Vrouwen;44 jaar;2035;3194;3188;6
2173;Mannen en Vrouwen;44 jaar;2036;3191;3216;-25
2174;Mannen en Vrouwen;44 jaar;2037;3190;3235;-45
2175;Mannen en Vrouwen;44 jaar;2038;3195;3263;-68
2176;Mannen en Vrouwen;44 jaar;2039;3188;3262;-74
2177;Mannen en Vrouwen;44 jaar;2040;3186;3289;-103
2178;Mannen en Vrouwen;44 jaar;2041;3196;3309;-113
2179;Mannen en Vrouwen;44 jaar;2042;3211;3345;-134
2180;Mannen en Vrouwen;44 jaar;2043;3220;3367;-147
2181;Mannen en Vrouwen;44 jaar;2044;3227;3389;-162
2182;Mannen en Vrouwen;44 jaar;2045;3220;3383;-163
2183;Mannen en Vrouwen;44 jaar;2046;3217;3394;-177
2184;Mannen en Vrouwen;44 jaar;2047;3217;3394;-177
2185;Mannen en Vrouwen;44 jaar;2048;3202;3376;-174
2186;Mannen en Vrouwen;44 jaar;2049;3190;3365;-175
2187;Mannen en Vrouwen;44 jaar;2050;3188;3363;-175
2188;Mannen en Vrouwen;44 jaar;2051;3180;3359;-179
2189;Mannen en Vrouwen;44 jaar;2052;3188;3374;-186
2190;Mannen en Vrouwen;44 jaar;2053;3187;3377;-190
2191;Mannen en Vrouwen;44 jaar;2054;3187;3381;-194
2192;Mannen en Vrouwen;44 jaar;2055;3178;3373;-195
2193;Mannen en Vrouwen;44 jaar;2056;3167;3370;-203
2194;Mannen en Vrouwen;44 jaar;2057;3160;3361;-201
2195;Mannen en Vrouwen;44 jaar;2058;3169;3373;-204
2196;Mannen en Vrouwen;44 jaar;2059;3165;3367;-202
2197;Mannen en Vrouwen;44 jaar;2060;3166;3369;-203
2198;Mannen en Vrouwen;44 jaar;2061;3161;3365;-204
2199;Mannen en Vrouwen;44 jaar;2062;3156;3366;-210
2200;Mannen en Vrouwen;44 jaar;2063;3160;3370;-210
2201;Mannen en Vrouwen;44 jaar;2064;3159;3366;-207
2202;Mannen en Vrouwen;44 jaar;2065;3174;3391;-217
2203;Mannen en Vrouwen;44 jaar;2066;3154;3364;-210
2204;Mannen en Vrouwen;44 jaar;2067;3151;3360;-209
2205;Mannen en Vrouwen;44 jaar;2068;3153;3363;-210
2206;Mannen en Vrouwen;44 jaar;2069;3154;3367;-213
2207;Mannen en Vrouwen;44 jaar;2070;3154;3372;-218
2208;Mannen en Vrouwen;45 jaar;2023;3586;2120;1466
2209;Mannen en Vrouwen;45 jaar;2024;3325;2227;1098
2210;Mannen en Vrouwen;45 jaar;2025;3156;2340;816
2211;Mannen en Vrouwen;45 jaar;2026;2954;2401;553
2212;Mannen en Vrouwen;45 jaar;2027;2931;2566;365
2213;Mannen en Vrouwen;45 jaar;2028;2926;2718;208
2214;Mannen en Vrouwen;45 jaar;2029;2945;2783;162
2215;Mannen en Vrouwen;45 jaar;2030;2955;2835;120
2216;Mannen en Vrouwen;45 jaar;2031;2967;2863;104
2217;Mannen en Vrouwen;45 jaar;2032;2970;2866;104
2218;Mannen en Vrouwen;45 jaar;2033;2965;2920;45
2219;Mannen en Vrouwen;45 jaar;2034;2959;2964;-5
2220;Mannen en Vrouwen;45 jaar;2035;2978;3017;-39
2221;Mannen en Vrouwen;45 jaar;2036;2979;3036;-57
2222;Mannen en Vrouwen;45 jaar;2037;2979;3063;-84
2223;Mannen en Vrouwen;45 jaar;2038;2977;3080;-103
2224;Mannen en Vrouwen;45 jaar;2039;2983;3105;-122
2225;Mannen en Vrouwen;45 jaar;2040;2974;3104;-130
2226;Mannen en Vrouwen;45 jaar;2041;2973;3129;-156
2227;Mannen en Vrouwen;45 jaar;2042;2981;3148;-167
2228;Mannen en Vrouwen;45 jaar;2043;2996;3183;-187
2229;Mannen en Vrouwen;45 jaar;2044;3006;3202;-196
2230;Mannen en Vrouwen;45 jaar;2045;3014;3225;-211
2231;Mannen en Vrouwen;45 jaar;2046;3005;3218;-213
2232;Mannen en Vrouwen;45 jaar;2047;3007;3228;-221
2233;Mannen en Vrouwen;45 jaar;2048;3002;3229;-227
2234;Mannen en Vrouwen;45 jaar;2049;2988;3212;-224
2235;Mannen en Vrouwen;45 jaar;2050;2976;3200;-224
2236;Mannen en Vrouwen;45 jaar;2051;2975;3200;-225
2237;Mannen en Vrouwen;45 jaar;2052;2967;3196;-229
2238;Mannen en Vrouwen;45 jaar;2053;2977;3210;-233
2239;Mannen en Vrouwen;45 jaar;2054;2972;3214;-242
2240;Mannen en Vrouwen;45 jaar;2055;2974;3218;-244
2241;Mannen en Vrouwen;45 jaar;2056;2965;3212;-247
2242;Mannen en Vrouwen;45 jaar;2057;2959;3208;-249
2243;Mannen en Vrouwen;45 jaar;2058;2948;3202;-254
2244;Mannen en Vrouwen;45 jaar;2059;2955;3212;-257
2245;Mannen en Vrouwen;45 jaar;2060;2950;3206;-256
2246;Mannen en Vrouwen;45 jaar;2061;2953;3209;-256
2247;Mannen en Vrouwen;45 jaar;2062;2946;3205;-259
2248;Mannen en Vrouwen;45 jaar;2063;2946;3206;-260
2249;Mannen en Vrouwen;45 jaar;2064;2950;3210;-260
2250;Mannen en Vrouwen;45 jaar;2065;2944;3208;-264
2251;Mannen en Vrouwen;45 jaar;2066;2962;3233;-271
2252;Mannen en Vrouwen;45 jaar;2067;2942;3207;-265
2253;Mannen en Vrouwen;45 jaar;2068;2936;3203;-267
2254;Mannen en Vrouwen;45 jaar;2069;2941;3205;-264
2255;Mannen en Vrouwen;45 jaar;2070;2943;3208;-265
2256;Mannen en Vrouwen;46 jaar;2023;3372;1974;1398
2257;Mannen en Vrouwen;46 jaar;2024;3119;2078;1041
2258;Mannen en Vrouwen;46 jaar;2025;2935;2161;774
2259;Mannen en Vrouwen;46 jaar;2026;2757;2263;494
2260;Mannen en Vrouwen;46 jaar;2027;2745;2352;393
2261;Mannen en Vrouwen;46 jaar;2028;2731;2514;217
2262;Mannen en Vrouwen;46 jaar;2029;2737;2561;176
2263;Mannen en Vrouwen;46 jaar;2030;2743;2616;127
2264;Mannen en Vrouwen;46 jaar;2031;2755;2655;100
2265;Mannen en Vrouwen;46 jaar;2032;2762;2676;86
2266;Mannen en Vrouwen;46 jaar;2033;2759;2674;85
2267;Mannen en Vrouwen;46 jaar;2034;2752;2735;17
2268;Mannen en Vrouwen;46 jaar;2035;2758;2777;-19
2269;Mannen en Vrouwen;46 jaar;2036;2776;2829;-53
2270;Mannen en Vrouwen;46 jaar;2037;2779;2848;-69
2271;Mannen en Vrouwen;46 jaar;2038;2777;2871;-94
2272;Mannen en Vrouwen;46 jaar;2039;2777;2887;-110
2273;Mannen en Vrouwen;46 jaar;2040;2781;2912;-131
2274;Mannen en Vrouwen;46 jaar;2041;2771;2910;-139
2275;Mannen en Vrouwen;46 jaar;2042;2772;2934;-162
2276;Mannen en Vrouwen;46 jaar;2043;2778;2954;-176
2277;Mannen en Vrouwen;46 jaar;2044;2793;2987;-194
2278;Mannen en Vrouwen;46 jaar;2045;2801;3006;-205
2279;Mannen en Vrouwen;46 jaar;2046;2811;3027;-216
2280;Mannen en Vrouwen;46 jaar;2047;2803;3022;-219
2281;Mannen en Vrouwen;46 jaar;2048;2803;3031;-228
2282;Mannen en Vrouwen;46 jaar;2049;2801;3034;-233
2283;Mannen en Vrouwen;46 jaar;2050;2787;3018;-231
2284;Mannen en Vrouwen;46 jaar;2051;2775;3008;-233
2285;Mannen en Vrouwen;46 jaar;2052;2776;3005;-229
2286;Mannen en Vrouwen;46 jaar;2053;2767;3002;-235
2287;Mannen en Vrouwen;46 jaar;2054;2772;3016;-244
2288;Mannen en Vrouwen;46 jaar;2055;2773;3020;-247
2289;Mannen en Vrouwen;46 jaar;2056;2773;3024;-251
2290;Mannen en Vrouwen;46 jaar;2057;2761;3018;-257
2291;Mannen en Vrouwen;46 jaar;2058;2757;3017;-260
2292;Mannen en Vrouwen;46 jaar;2059;2746;3009;-263
2293;Mannen en Vrouwen;46 jaar;2060;2753;3021;-268
2294;Mannen en Vrouwen;46 jaar;2061;2745;3014;-269
2295;Mannen en Vrouwen;46 jaar;2062;2753;3019;-266
2296;Mannen en Vrouwen;46 jaar;2063;2745;3016;-271
2297;Mannen en Vrouwen;46 jaar;2064;2744;3018;-274
2298;Mannen en Vrouwen;46 jaar;2065;2750;3023;-273
2299;Mannen en Vrouwen;46 jaar;2066;2744;3020;-276
2300;Mannen en Vrouwen;46 jaar;2067;2763;3045;-282
2301;Mannen en Vrouwen;46 jaar;2068;2743;3019;-276
2302;Mannen en Vrouwen;46 jaar;2069;2740;3016;-276
2303;Mannen en Vrouwen;46 jaar;2070;2737;3017;-280
2304;Mannen en Vrouwen;47 jaar;2023;3172;1905;1267
2305;Mannen en Vrouwen;47 jaar;2024;2933;1964;969
2306;Mannen en Vrouwen;47 jaar;2025;2762;2041;721
2307;Mannen en Vrouwen;47 jaar;2026;2580;2109;471
2308;Mannen en Vrouwen;47 jaar;2027;2586;2237;349
2309;Mannen en Vrouwen;47 jaar;2028;2579;2324;255
2310;Mannen en Vrouwen;47 jaar;2029;2578;2395;183
2311;Mannen en Vrouwen;47 jaar;2030;2574;2430;144
2312;Mannen en Vrouwen;47 jaar;2031;2583;2475;108
2313;Mannen en Vrouwen;47 jaar;2032;2585;2506;79
2314;Mannen en Vrouwen;47 jaar;2033;2588;2520;68
2315;Mannen en Vrouwen;47 jaar;2034;2582;2529;53
2316;Mannen en Vrouwen;47 jaar;2035;2585;2587;-2
2317;Mannen en Vrouwen;47 jaar;2036;2590;2627;-37
2318;Mannen en Vrouwen;47 jaar;2037;2609;2676;-67
2319;Mannen en Vrouwen;47 jaar;2038;2613;2693;-80
2320;Mannen en Vrouwen;47 jaar;2039;2611;2716;-105
2321;Mannen en Vrouwen;47 jaar;2040;2610;2731;-121
2322;Mannen en Vrouwen;47 jaar;2041;2613;2753;-140
2323;Mannen en Vrouwen;47 jaar;2042;2607;2752;-145
2324;Mannen en Vrouwen;47 jaar;2043;2608;2775;-167
2325;Mannen en Vrouwen;47 jaar;2044;2610;2794;-184
2326;Mannen en Vrouwen;47 jaar;2045;2628;2824;-196
2327;Mannen en Vrouwen;47 jaar;2046;2628;2843;-215
2328;Mannen en Vrouwen;47 jaar;2047;2638;2862;-224
2329;Mannen en Vrouwen;47 jaar;2048;2636;2857;-221
2330;Mannen en Vrouwen;47 jaar;2049;2632;2867;-235
2331;Mannen en Vrouwen;47 jaar;2050;2635;2869;-234
2332;Mannen en Vrouwen;47 jaar;2051;2621;2854;-233
2333;Mannen en Vrouwen;47 jaar;2052;2610;2846;-236
2334;Mannen en Vrouwen;47 jaar;2053;2604;2842;-238
2335;Mannen en Vrouwen;47 jaar;2054;2598;2840;-242
2336;Mannen en Vrouwen;47 jaar;2055;2606;2853;-247
2337;Mannen en Vrouwen;47 jaar;2056;2605;2857;-252
2338;Mannen en Vrouwen;47 jaar;2057;2607;2861;-254
2339;Mannen en Vrouwen;47 jaar;2058;2595;2857;-262
2340;Mannen en Vrouwen;47 jaar;2059;2592;2854;-262
2341;Mannen en Vrouwen;47 jaar;2060;2582;2848;-266
2342;Mannen en Vrouwen;47 jaar;2061;2589;2860;-271
2343;Mannen en Vrouwen;47 jaar;2062;2582;2855;-273
2344;Mannen en Vrouwen;47 jaar;2063;2585;2859;-274
2345;Mannen en Vrouwen;47 jaar;2064;2581;2857;-276
2346;Mannen en Vrouwen;47 jaar;2065;2579;2858;-279
2347;Mannen en Vrouwen;47 jaar;2066;2585;2864;-279
2348;Mannen en Vrouwen;47 jaar;2067;2580;2862;-282
2349;Mannen en Vrouwen;47 jaar;2068;2599;2886;-287
2350;Mannen en Vrouwen;47 jaar;2069;2578;2861;-283
2351;Mannen en Vrouwen;47 jaar;2070;2572;2859;-287
2352;Mannen en Vrouwen;48 jaar;2023;3005;1776;1229
2353;Mannen en Vrouwen;48 jaar;2024;2781;1862;919
2354;Mannen en Vrouwen;48 jaar;2025;2607;1906;701
2355;Mannen en Vrouwen;48 jaar;2026;2442;1970;472
2356;Mannen en Vrouwen;48 jaar;2027;2432;2065;367
2357;Mannen en Vrouwen;48 jaar;2028;2437;2191;246
