ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;BanenVanWerknemersInDecember_1
4114;A-U Alle economische activiteiten;Losser;2022 december;6.8
4115;A-U Alle economische activiteiten;Losser;2023 december;6.7
4116;A-U Alle economische activiteiten;Maarssen;2010 december;11.9
4117;A-U Alle economische activiteiten;Maarssen;2011 december;
4118;A-U Alle economische activiteiten;Maarssen;2012 december;
4119;A-U Alle economische activiteiten;Maarssen;2013 december;
4120;A-U Alle economische activiteiten;Maarssen;2014 december;
4121;A-U Alle economische activiteiten;Maarssen;2015 december;
4122;A-U Alle economische activiteiten;Maarssen;2016 december;
4123;A-U Alle economische activiteiten;Maarssen;2017 december;
4124;A-U Alle economische activiteiten;Maarssen;2018 december;
4125;A-U Alle economische activiteiten;Maarssen;2019 december;
4126;A-U Alle economische activiteiten;Maarssen;2020 december;
4127;A-U Alle economische activiteiten;Maarssen;2021 december;
4128;A-U Alle economische activiteiten;Maarssen;2022 december;
4129;A-U Alle economische activiteiten;Maarssen;2023 december;
4130;A-U Alle economische activiteiten;Maasdonk;2010 december;3.8
4131;A-U Alle economische activiteiten;Maasdonk;2011 december;3.5
4132;A-U Alle economische activiteiten;Maasdonk;2012 december;3.4
4133;A-U Alle economische activiteiten;Maasdonk;2013 december;3.2
4134;A-U Alle economische activiteiten;Maasdonk;2014 december;3.2
4135;A-U Alle economische activiteiten;Maasdonk;2015 december;
4136;A-U Alle economische activiteiten;Maasdonk;2016 december;
4137;A-U Alle economische activiteiten;Maasdonk;2017 december;
4138;A-U Alle economische activiteiten;Maasdonk;2018 december;
4139;A-U Alle economische activiteiten;Maasdonk;2019 december;
4140;A-U Alle economische activiteiten;Maasdonk;2020 december;
4141;A-U Alle economische activiteiten;Maasdonk;2021 december;
4142;A-U Alle economische activiteiten;Maasdonk;2022 december;
4143;A-U Alle economische activiteiten;Maasdonk;2023 december;
4144;A-U Alle economische activiteiten;Maasdriel;2010 december;9.4
4145;A-U Alle economische activiteiten;Maasdriel;2011 december;9.8
4146;A-U Alle economische activiteiten;Maasdriel;2012 december;9.3
4147;A-U Alle economische activiteiten;Maasdriel;2013 december;9.2
4148;A-U Alle economische activiteiten;Maasdriel;2014 december;8.9
4149;A-U Alle economische activiteiten;Maasdriel;2015 december;8.8
4150;A-U Alle economische activiteiten;Maasdriel;2016 december;9.0
4151;A-U Alle economische activiteiten;Maasdriel;2017 december;9.5
4152;A-U Alle economische activiteiten;Maasdriel;2018 december;9.3
4153;A-U Alle economische activiteiten;Maasdriel;2019 december;9.2
4154;A-U Alle economische activiteiten;Maasdriel;2020 december;8.8
4155;A-U Alle economische activiteiten;Maasdriel;2021 december;8.9
4156;A-U Alle economische activiteiten;Maasdriel;2022 december;8.7
4157;A-U Alle economische activiteiten;Maasdriel;2023 december;9.0
4158;A-U Alle economische activiteiten;Maasgouw;2010 december;7.1
4159;A-U Alle economische activiteiten;Maasgouw;2011 december;7.3
4160;A-U Alle economische activiteiten;Maasgouw;2012 december;7.3
4161;A-U Alle economische activiteiten;Maasgouw;2013 december;7.2
4162;A-U Alle economische activiteiten;Maasgouw;2014 december;6.9
4163;A-U Alle economische activiteiten;Maasgouw;2015 december;6.5
4164;A-U Alle economische activiteiten;Maasgouw;2016 december;6.3
4165;A-U Alle economische activiteiten;Maasgouw;2017 december;6.4
4166;A-U Alle economische activiteiten;Maasgouw;2018 december;6.6
4167;A-U Alle economische activiteiten;Maasgouw;2019 december;7.1
4168;A-U Alle economische activiteiten;Maasgouw;2020 december;7.0
4169;A-U Alle economische activiteiten;Maasgouw;2021 december;7.3
4170;A-U Alle economische activiteiten;Maasgouw;2022 december;7.6
4171;A-U Alle economische activiteiten;Maasgouw;2023 december;7.5
4172;A-U Alle economische activiteiten;Maashorst;2010 december;
4173;A-U Alle economische activiteiten;Maashorst;2011 december;
4174;A-U Alle economische activiteiten;Maashorst;2012 december;
4175;A-U Alle economische activiteiten;Maashorst;2013 december;
4176;A-U Alle economische activiteiten;Maashorst;2014 december;
4177;A-U Alle economische activiteiten;Maashorst;2015 december;
4178;A-U Alle economische activiteiten;Maashorst;2016 december;
4179;A-U Alle economische activiteiten;Maashorst;2017 december;
4180;A-U Alle economische activiteiten;Maashorst;2018 december;
4181;A-U Alle economische activiteiten;Maashorst;2019 december;
4182;A-U Alle economische activiteiten;Maashorst;2020 december;
4183;A-U Alle economische activiteiten;Maashorst;2021 december;
4184;A-U Alle economische activiteiten;Maashorst;2022 december;33.0
4185;A-U Alle economische activiteiten;Maashorst;2023 december;35.5
4186;A-U Alle economische activiteiten;Maassluis;2010 december;7.4
4187;A-U Alle economische activiteiten;Maassluis;2011 december;7.1
4188;A-U Alle economische activiteiten;Maassluis;2012 december;7.4
4189;A-U Alle economische activiteiten;Maassluis;2013 december;7.1
4190;A-U Alle economische activiteiten;Maassluis;2014 december;7.4
4191;A-U Alle economische activiteiten;Maassluis;2015 december;7.2
4192;A-U Alle economische activiteiten;Maassluis;2016 december;7.2
4193;A-U Alle economische activiteiten;Maassluis;2017 december;7.1
4194;A-U Alle economische activiteiten;Maassluis;2018 december;7.4
4195;A-U Alle economische activiteiten;Maassluis;2019 december;7.6
4196;A-U Alle economische activiteiten;Maassluis;2020 december;7.5
4197;A-U Alle economische activiteiten;Maassluis;2021 december;7.8
4198;A-U Alle economische activiteiten;Maassluis;2022 december;8.3
4199;A-U Alle economische activiteiten;Maassluis;2023 december;8.8
4200;A-U Alle economische activiteiten;Maastricht;2010 december;74.5
4201;A-U Alle economische activiteiten;Maastricht;2011 december;72.0
4202;A-U Alle economische activiteiten;Maastricht;2012 december;69.8
4203;A-U Alle economische activiteiten;Maastricht;2013 december;69.7
4204;A-U Alle economische activiteiten;Maastricht;2014 december;69.0
4205;A-U Alle economische activiteiten;Maastricht;2015 december;72.9
4206;A-U Alle economische activiteiten;Maastricht;2016 december;74.5
4207;A-U Alle economische activiteiten;Maastricht;2017 december;75.5
4208;A-U Alle economische activiteiten;Maastricht;2018 december;76.5
4209;A-U Alle economische activiteiten;Maastricht;2019 december;76.9
4210;A-U Alle economische activiteiten;Maastricht;2020 december;75.0
4211;A-U Alle economische activiteiten;Maastricht;2021 december;80.4
4212;A-U Alle economische activiteiten;Maastricht;2022 december;79.6
4213;A-U Alle economische activiteiten;Maastricht;2023 december;79.9
4214;A-U Alle economische activiteiten;Margraten;2010 december;3.6
4215;A-U Alle economische activiteiten;Margraten;2011 december;
4216;A-U Alle economische activiteiten;Margraten;2012 december;
4217;A-U Alle economische activiteiten;Margraten;2013 december;
4218;A-U Alle economische activiteiten;Margraten;2014 december;
4219;A-U Alle economische activiteiten;Margraten;2015 december;
4220;A-U Alle economische activiteiten;Margraten;2016 december;
4221;A-U Alle economische activiteiten;Margraten;2017 december;
4222;A-U Alle economische activiteiten;Margraten;2018 december;
4223;A-U Alle economische activiteiten;Margraten;2019 december;
4224;A-U Alle economische activiteiten;Margraten;2020 december;
4225;A-U Alle economische activiteiten;Margraten;2021 december;
4226;A-U Alle economische activiteiten;Margraten;2022 december;
4227;A-U Alle economische activiteiten;Margraten;2023 december;
4228;A-U Alle economische activiteiten;De Marne;2010 december;2.4
4229;A-U Alle economische activiteiten;De Marne;2011 december;2.2
4230;A-U Alle economische activiteiten;De Marne;2012 december;2.1
4231;A-U Alle economische activiteiten;De Marne;2013 december;2.4
4232;A-U Alle economische activiteiten;De Marne;2014 december;2.3
4233;A-U Alle economische activiteiten;De Marne;2015 december;2.1
4234;A-U Alle economische activiteiten;De Marne;2016 december;2.3
4235;A-U Alle economische activiteiten;De Marne;2017 december;2.3
4236;A-U Alle economische activiteiten;De Marne;2018 december;2.4
4237;A-U Alle economische activiteiten;De Marne;2019 december;
4238;A-U Alle economische activiteiten;De Marne;2020 december;
4239;A-U Alle economische activiteiten;De Marne;2021 december;
4240;A-U Alle economische activiteiten;De Marne;2022 december;
4241;A-U Alle economische activiteiten;De Marne;2023 december;
4242;A-U Alle economische activiteiten;Marum;2010 december;2.5
4243;A-U Alle economische activiteiten;Marum;2011 december;2.5
4244;A-U Alle economische activiteiten;Marum;2012 december;2.5
4245;A-U Alle economische activiteiten;Marum;2013 december;2.5
4246;A-U Alle economische activiteiten;Marum;2014 december;2.4
4247;A-U Alle economische activiteiten;Marum;2015 december;2.5
4248;A-U Alle economische activiteiten;Marum;2016 december;2.6
4249;A-U Alle economische activiteiten;Marum;2017 december;2.5
4250;A-U Alle economische activiteiten;Marum;2018 december;2.4
4251;A-U Alle economische activiteiten;Marum;2019 december;
4252;A-U Alle economische activiteiten;Marum;2020 december;
4253;A-U Alle economische activiteiten;Marum;2021 december;
4254;A-U Alle economische activiteiten;Marum;2022 december;
4255;A-U Alle economische activiteiten;Marum;2023 december;
4256;A-U Alle economische activiteiten;Medemblik;2010 december;8.0
4257;A-U Alle economische activiteiten;Medemblik;2011 december;15.6
4258;A-U Alle economische activiteiten;Medemblik;2012 december;15.8
4259;A-U Alle economische activiteiten;Medemblik;2013 december;17.2
4260;A-U Alle economische activiteiten;Medemblik;2014 december;17.6
4261;A-U Alle economische activiteiten;Medemblik;2015 december;17.7
4262;A-U Alle economische activiteiten;Medemblik;2016 december;18.3
4263;A-U Alle economische activiteiten;Medemblik;2017 december;18.0
4264;A-U Alle economische activiteiten;Medemblik;2018 december;18.2
4265;A-U Alle economische activiteiten;Medemblik;2019 december;17.8
4266;A-U Alle economische activiteiten;Medemblik;2020 december;18.8
4267;A-U Alle economische activiteiten;Medemblik;2021 december;19.5
4268;A-U Alle economische activiteiten;Medemblik;2022 december;19.6
4269;A-U Alle economische activiteiten;Medemblik;2023 december;23.7
4270;A-U Alle economische activiteiten;Meerssen;2010 december;3.9
4271;A-U Alle economische activiteiten;Meerssen;2011 december;4.1
4272;A-U Alle economische activiteiten;Meerssen;2012 december;3.9
4273;A-U Alle economische activiteiten;Meerssen;2013 december;3.9
4274;A-U Alle economische activiteiten;Meerssen;2014 december;3.6
4275;A-U Alle economische activiteiten;Meerssen;2015 december;3.9
4276;A-U Alle economische activiteiten;Meerssen;2016 december;3.8
4277;A-U Alle economische activiteiten;Meerssen;2017 december;3.9
4278;A-U Alle economische activiteiten;Meerssen;2018 december;3.8
4279;A-U Alle economische activiteiten;Meerssen;2019 december;3.8
4280;A-U Alle economische activiteiten;Meerssen;2020 december;3.9
4281;A-U Alle economische activiteiten;Meerssen;2021 december;3.9
4282;A-U Alle economische activiteiten;Meerssen;2022 december;4.1
4283;A-U Alle economische activiteiten;Meerssen;2023 december;4.0
4284;A-U Alle economische activiteiten;Meierijstad;2010 december;
4285;A-U Alle economische activiteiten;Meierijstad;2011 december;
4286;A-U Alle economische activiteiten;Meierijstad;2012 december;
4287;A-U Alle economische activiteiten;Meierijstad;2013 december;
4288;A-U Alle economische activiteiten;Meierijstad;2014 december;
4289;A-U Alle economische activiteiten;Meierijstad;2015 december;
4290;A-U Alle economische activiteiten;Meierijstad;2016 december;
4291;A-U Alle economische activiteiten;Meierijstad;2017 december;44.7
4292;A-U Alle economische activiteiten;Meierijstad;2018 december;46.2
4293;A-U Alle economische activiteiten;Meierijstad;2019 december;46.9
4294;A-U Alle economische activiteiten;Meierijstad;2020 december;46.3
4295;A-U Alle economische activiteiten;Meierijstad;2021 december;47.7
4296;A-U Alle economische activiteiten;Meierijstad;2022 december;48.5
4297;A-U Alle economische activiteiten;Meierijstad;2023 december;48.9
4298;A-U Alle economische activiteiten;Menaldumadeel;2010 december;2.9
4299;A-U Alle economische activiteiten;Menaldumadeel;2011 december;
4300;A-U Alle economische activiteiten;Menaldumadeel;2012 december;
4301;A-U Alle economische activiteiten;Menaldumadeel;2013 december;
4302;A-U Alle economische activiteiten;Menaldumadeel;2014 december;
4303;A-U Alle economische activiteiten;Menaldumadeel;2015 december;
4304;A-U Alle economische activiteiten;Menaldumadeel;2016 december;
4305;A-U Alle economische activiteiten;Menaldumadeel;2017 december;
4306;A-U Alle economische activiteiten;Menaldumadeel;2018 december;
4307;A-U Alle economische activiteiten;Menaldumadeel;2019 december;
4308;A-U Alle economische activiteiten;Menaldumadeel;2020 december;
4309;A-U Alle economische activiteiten;Menaldumadeel;2021 december;
4310;A-U Alle economische activiteiten;Menaldumadeel;2022 december;
4311;A-U Alle economische activiteiten;Menaldumadeel;2023 december;
4312;A-U Alle economische activiteiten;Menameradiel;2010 december;
4313;A-U Alle economische activiteiten;Menameradiel;2011 december;2.8
4314;A-U Alle economische activiteiten;Menameradiel;2012 december;2.6
4315;A-U Alle economische activiteiten;Menameradiel;2013 december;2.8
4316;A-U Alle economische activiteiten;Menameradiel;2014 december;2.7
4317;A-U Alle economische activiteiten;Menameradiel;2015 december;2.7
4318;A-U Alle economische activiteiten;Menameradiel;2016 december;2.8
4319;A-U Alle economische activiteiten;Menameradiel;2017 december;2.8
4320;A-U Alle economische activiteiten;Menameradiel;2018 december;
4321;A-U Alle economische activiteiten;Menameradiel;2019 december;
4322;A-U Alle economische activiteiten;Menameradiel;2020 december;
4323;A-U Alle economische activiteiten;Menameradiel;2021 december;
4324;A-U Alle economische activiteiten;Menameradiel;2022 december;
4325;A-U Alle economische activiteiten;Menameradiel;2023 december;
4326;A-U Alle economische activiteiten;Menterwolde;2010 december;1.9
4327;A-U Alle economische activiteiten;Menterwolde;2011 december;2.0
4328;A-U Alle economische activiteiten;Menterwolde;2012 december;1.9
4329;A-U Alle economische activiteiten;Menterwolde;2013 december;2.1
4330;A-U Alle economische activiteiten;Menterwolde;2014 december;2.1
4331;A-U Alle economische activiteiten;Menterwolde;2015 december;2.1
4332;A-U Alle economische activiteiten;Menterwolde;2016 december;2.0
4333;A-U Alle economische activiteiten;Menterwolde;2017 december;2.3
4334;A-U Alle economische activiteiten;Menterwolde;2018 december;
4335;A-U Alle economische activiteiten;Menterwolde;2019 december;
4336;A-U Alle economische activiteiten;Menterwolde;2020 december;
4337;A-U Alle economische activiteiten;Menterwolde;2021 december;
4338;A-U Alle economische activiteiten;Menterwolde;2022 december;
4339;A-U Alle economische activiteiten;Menterwolde;2023 december;
4340;A-U Alle economische activiteiten;Meppel;2010 december;19.1
4341;A-U Alle economische activiteiten;Meppel;2011 december;20.2
4342;A-U Alle economische activiteiten;Meppel;2012 december;20.0
4343;A-U Alle economische activiteiten;Meppel;2013 december;19.0
4344;A-U Alle economische activiteiten;Meppel;2014 december;18.8
4345;A-U Alle economische activiteiten;Meppel;2015 december;19.2
4346;A-U Alle economische activiteiten;Meppel;2016 december;18.5
4347;A-U Alle economische activiteiten;Meppel;2017 december;18.5
4348;A-U Alle economische activiteiten;Meppel;2018 december;19.2
4349;A-U Alle economische activiteiten;Meppel;2019 december;19.4
4350;A-U Alle economische activiteiten;Meppel;2020 december;19.4
4351;A-U Alle economische activiteiten;Meppel;2021 december;21.0
4352;A-U Alle economische activiteiten;Meppel;2022 december;21.7
4353;A-U Alle economische activiteiten;Meppel;2023 december;22.4
4354;A-U Alle economische activiteiten;Middelburg (Z.);2010 december;25.0
4355;A-U Alle economische activiteiten;Middelburg (Z.);2011 december;24.6
4356;A-U Alle economische activiteiten;Middelburg (Z.);2012 december;21.6
4357;A-U Alle economische activiteiten;Middelburg (Z.);2013 december;20.9
4358;A-U Alle economische activiteiten;Middelburg (Z.);2014 december;21.3
4359;A-U Alle economische activiteiten;Middelburg (Z.);2015 december;20.9
4360;A-U Alle economische activiteiten;Middelburg (Z.);2016 december;20.7
4361;A-U Alle economische activiteiten;Middelburg (Z.);2017 december;21.3
4362;A-U Alle economische activiteiten;Middelburg (Z.);2018 december;21.5
4363;A-U Alle economische activiteiten;Middelburg (Z.);2019 december;22.0
4364;A-U Alle economische activiteiten;Middelburg (Z.);2020 december;21.2
4365;A-U Alle economische activiteiten;Middelburg (Z.);2021 december;21.9
4366;A-U Alle economische activiteiten;Middelburg (Z.);2022 december;22.4
4367;A-U Alle economische activiteiten;Middelburg (Z.);2023 december;21.9
4368;A-U Alle economische activiteiten;Middelharnis;2010 december;7.3
4369;A-U Alle economische activiteiten;Middelharnis;2011 december;7.6
4370;A-U Alle economische activiteiten;Middelharnis;2012 december;7.8
4371;A-U Alle economische activiteiten;Middelharnis;2013 december;
4372;A-U Alle economische activiteiten;Middelharnis;2014 december;
4373;A-U Alle economische activiteiten;Middelharnis;2015 december;
4374;A-U Alle economische activiteiten;Middelharnis;2016 december;
4375;A-U Alle economische activiteiten;Middelharnis;2017 december;
4376;A-U Alle economische activiteiten;Middelharnis;2018 december;
4377;A-U Alle economische activiteiten;Middelharnis;2019 december;
4378;A-U Alle economische activiteiten;Middelharnis;2020 december;
4379;A-U Alle economische activiteiten;Middelharnis;2021 december;
4380;A-U Alle economische activiteiten;Middelharnis;2022 december;
4381;A-U Alle economische activiteiten;Middelharnis;2023 december;
4382;A-U Alle economische activiteiten;Midden-Delfland;2010 december;5.6
4383;A-U Alle economische activiteiten;Midden-Delfland;2011 december;5.4
4384;A-U Alle economische activiteiten;Midden-Delfland;2012 december;5.6
4385;A-U Alle economische activiteiten;Midden-Delfland;2013 december;5.8
4386;A-U Alle economische activiteiten;Midden-Delfland;2014 december;5.8
4387;A-U Alle economische activiteiten;Midden-Delfland;2015 december;5.5
4388;A-U Alle economische activiteiten;Midden-Delfland;2016 december;5.7
4389;A-U Alle economische activiteiten;Midden-Delfland;2017 december;6.1
4390;A-U Alle economische activiteiten;Midden-Delfland;2018 december;6.3
4391;A-U Alle economische activiteiten;Midden-Delfland;2019 december;7.0
4392;A-U Alle economische activiteiten;Midden-Delfland;2020 december;8.3
4393;A-U Alle economische activiteiten;Midden-Delfland;2021 december;9.1
4394;A-U Alle economische activiteiten;Midden-Delfland;2022 december;8.7
4395;A-U Alle economische activiteiten;Midden-Delfland;2023 december;8.9
4396;A-U Alle economische activiteiten;Midden-Drenthe;2010 december;10.6
4397;A-U Alle economische activiteiten;Midden-Drenthe;2011 december;10.4
4398;A-U Alle economische activiteiten;Midden-Drenthe;2012 december;11.0
4399;A-U Alle economische activiteiten;Midden-Drenthe;2013 december;10.5
4400;A-U Alle economische activiteiten;Midden-Drenthe;2014 december;10.8
4401;A-U Alle economische activiteiten;Midden-Drenthe;2015 december;10.7
4402;A-U Alle economische activiteiten;Midden-Drenthe;2016 december;11.5
4403;A-U Alle economische activiteiten;Midden-Drenthe;2017 december;12.1
4404;A-U Alle economische activiteiten;Midden-Drenthe;2018 december;12.1
4405;A-U Alle economische activiteiten;Midden-Drenthe;2019 december;12.7
4406;A-U Alle economische activiteiten;Midden-Drenthe;2020 december;12.5
4407;A-U Alle economische activiteiten;Midden-Drenthe;2021 december;13.4
4408;A-U Alle economische activiteiten;Midden-Drenthe;2022 december;13.5
4409;A-U Alle economische activiteiten;Midden-Drenthe;2023 december;12.3
4410;A-U Alle economische activiteiten;Midden-Groningen;2010 december;
4411;A-U Alle economische activiteiten;Midden-Groningen;2011 december;
4412;A-U Alle economische activiteiten;Midden-Groningen;2012 december;
4413;A-U Alle economische activiteiten;Midden-Groningen;2013 december;
4414;A-U Alle economische activiteiten;Midden-Groningen;2014 december;
4415;A-U Alle economische activiteiten;Midden-Groningen;2015 december;
4416;A-U Alle economische activiteiten;Midden-Groningen;2016 december;
4417;A-U Alle economische activiteiten;Midden-Groningen;2017 december;
4418;A-U Alle economische activiteiten;Midden-Groningen;2018 december;18.8
4419;A-U Alle economische activiteiten;Midden-Groningen;2019 december;19.7
4420;A-U Alle economische activiteiten;Midden-Groningen;2020 december;20.0
4421;A-U Alle economische activiteiten;Midden-Groningen;2021 december;20.2
4422;A-U Alle economische activiteiten;Midden-Groningen;2022 december;20.4
4423;A-U Alle economische activiteiten;Midden-Groningen;2023 december;19.9
4424;A-U Alle economische activiteiten;Mill en Sint Hubert;2010 december;2.9
4425;A-U Alle economische activiteiten;Mill en Sint Hubert;2011 december;2.7
4426;A-U Alle economische activiteiten;Mill en Sint Hubert;2012 december;3.0
4427;A-U Alle economische activiteiten;Mill en Sint Hubert;2013 december;3.0
4428;A-U Alle economische activiteiten;Mill en Sint Hubert;2014 december;2.9
4429;A-U Alle economische activiteiten;Mill en Sint Hubert;2015 december;3.0
4430;A-U Alle economische activiteiten;Mill en Sint Hubert;2016 december;3.2
4431;A-U Alle economische activiteiten;Mill en Sint Hubert;2017 december;3.4
4432;A-U Alle economische activiteiten;Mill en Sint Hubert;2018 december;3.4
4433;A-U Alle economische activiteiten;Mill en Sint Hubert;2019 december;3.4
4434;A-U Alle economische activiteiten;Mill en Sint Hubert;2020 december;3.4
4435;A-U Alle economische activiteiten;Mill en Sint Hubert;2021 december;3.2
4436;A-U Alle economische activiteiten;Mill en Sint Hubert;2022 december;
4437;A-U Alle economische activiteiten;Mill en Sint Hubert;2023 december;
4438;A-U Alle economische activiteiten;Millingen aan de Rijn;2010 december;0.7
4439;A-U Alle economische activiteiten;Millingen aan de Rijn;2011 december;0.7
4440;A-U Alle economische activiteiten;Millingen aan de Rijn;2012 december;0.7
4441;A-U Alle economische activiteiten;Millingen aan de Rijn;2013 december;0.7
4442;A-U Alle economische activiteiten;Millingen aan de Rijn;2014 december;0.7
4443;A-U Alle economische activiteiten;Millingen aan de Rijn;2015 december;
4444;A-U Alle economische activiteiten;Millingen aan de Rijn;2016 december;
4445;A-U Alle economische activiteiten;Millingen aan de Rijn;2017 december;
4446;A-U Alle economische activiteiten;Millingen aan de Rijn;2018 december;
4447;A-U Alle economische activiteiten;Millingen aan de Rijn;2019 december;
4448;A-U Alle economische activiteiten;Millingen aan de Rijn;2020 december;
4449;A-U Alle economische activiteiten;Millingen aan de Rijn;2021 december;
4450;A-U Alle economische activiteiten;Millingen aan de Rijn;2022 december;
4451;A-U Alle economische activiteiten;Millingen aan de Rijn;2023 december;
4452;A-U Alle economische activiteiten;Moerdijk;2010 december;23.3
4453;A-U Alle economische activiteiten;Moerdijk;2011 december;22.4
4454;A-U Alle economische activiteiten;Moerdijk;2012 december;21.3
4455;A-U Alle economische activiteiten;Moerdijk;2013 december;20.6
4456;A-U Alle economische activiteiten;Moerdijk;2014 december;20.1
4457;A-U Alle economische activiteiten;Moerdijk;2015 december;20.3
4458;A-U Alle economische activiteiten;Moerdijk;2016 december;19.4
4459;A-U Alle economische activiteiten;Moerdijk;2017 december;19.8
4460;A-U Alle economische activiteiten;Moerdijk;2018 december;21.7
4461;A-U Alle economische activiteiten;Moerdijk;2019 december;23.2
4462;A-U Alle economische activiteiten;Moerdijk;2020 december;21.8
4463;A-U Alle economische activiteiten;Moerdijk;2021 december;23.0
4464;A-U Alle economische activiteiten;Moerdijk;2022 december;23.4
4465;A-U Alle economische activiteiten;Moerdijk;2023 december;23.4
4466;A-U Alle economische activiteiten;Molenlanden;2010 december;
4467;A-U Alle economische activiteiten;Molenlanden;2011 december;
4468;A-U Alle economische activiteiten;Molenlanden;2012 december;
4469;A-U Alle economische activiteiten;Molenlanden;2013 december;
4470;A-U Alle economische activiteiten;Molenlanden;2014 december;
4471;A-U Alle economische activiteiten;Molenlanden;2015 december;
4472;A-U Alle economische activiteiten;Molenlanden;2016 december;
4473;A-U Alle economische activiteiten;Molenlanden;2017 december;
4474;A-U Alle economische activiteiten;Molenlanden;2018 december;
4475;A-U Alle economische activiteiten;Molenlanden;2019 december;15.0
4476;A-U Alle economische activiteiten;Molenlanden;2020 december;15.1
4477;A-U Alle economische activiteiten;Molenlanden;2021 december;15.6
4478;A-U Alle economische activiteiten;Molenlanden;2022 december;15.8
4479;A-U Alle economische activiteiten;Molenlanden;2023 december;15.9
4480;A-U Alle economische activiteiten;Molenwaard;2010 december;
4481;A-U Alle economische activiteiten;Molenwaard;2011 december;
4482;A-U Alle economische activiteiten;Molenwaard;2012 december;
4483;A-U Alle economische activiteiten;Molenwaard;2013 december;9.4
4484;A-U Alle economische activiteiten;Molenwaard;2014 december;9.3
4485;A-U Alle economische activiteiten;Molenwaard;2015 december;9.4
4486;A-U Alle economische activiteiten;Molenwaard;2016 december;9.8
4487;A-U Alle economische activiteiten;Molenwaard;2017 december;9.8
4488;A-U Alle economische activiteiten;Molenwaard;2018 december;10.5
4489;A-U Alle economische activiteiten;Molenwaard;2019 december;
4490;A-U Alle economische activiteiten;Molenwaard;2020 december;
4491;A-U Alle economische activiteiten;Molenwaard;2021 december;
4492;A-U Alle economische activiteiten;Molenwaard;2022 december;
4493;A-U Alle economische activiteiten;Molenwaard;2023 december;
4494;A-U Alle economische activiteiten;Montferland;2010 december;11.6
4495;A-U Alle economische activiteiten;Montferland;2011 december;11.6
4496;A-U Alle economische activiteiten;Montferland;2012 december;11.8
4497;A-U Alle economische activiteiten;Montferland;2013 december;11.7
4498;A-U Alle economische activiteiten;Montferland;2014 december;12.7
4499;A-U Alle economische activiteiten;Montferland;2015 december;13.2
4500;A-U Alle economische activiteiten;Montferland;2016 december;14.2
4501;A-U Alle economische activiteiten;Montferland;2017 december;15.3
4502;A-U Alle economische activiteiten;Montferland;2018 december;16.4
4503;A-U Alle economische activiteiten;Montferland;2019 december;17.1
4504;A-U Alle economische activiteiten;Montferland;2020 december;16.9
4505;A-U Alle economische activiteiten;Montferland;2021 december;17.0
4506;A-U Alle economische activiteiten;Montferland;2022 december;17.6
4507;A-U Alle economische activiteiten;Montferland;2023 december;18.3
4508;A-U Alle economische activiteiten;Montfoort;2010 december;4.7
4509;A-U Alle economische activiteiten;Montfoort;2011 december;4.7
4510;A-U Alle economische activiteiten;Montfoort;2012 december;4.5
4511;A-U Alle economische activiteiten;Montfoort;2013 december;4.5
4512;A-U Alle economische activiteiten;Montfoort;2014 december;4.5
4513;A-U Alle economische activiteiten;Montfoort;2015 december;4.6
4514;A-U Alle economische activiteiten;Montfoort;2016 december;4.8
4515;A-U Alle economische activiteiten;Montfoort;2017 december;4.8
4516;A-U Alle economische activiteiten;Montfoort;2018 december;4.9
4517;A-U Alle economische activiteiten;Montfoort;2019 december;5.2
4518;A-U Alle economische activiteiten;Montfoort;2020 december;5.3
4519;A-U Alle economische activiteiten;Montfoort;2021 december;5.4
4520;A-U Alle economische activiteiten;Montfoort;2022 december;5.5
4521;A-U Alle economische activiteiten;Montfoort;2023 december;5.6
4522;A-U Alle economische activiteiten;Mook en Middelaar;2010 december;1.5
4523;A-U Alle economische activiteiten;Mook en Middelaar;2011 december;1.6
4524;A-U Alle economische activiteiten;Mook en Middelaar;2012 december;1.6
4525;A-U Alle economische activiteiten;Mook en Middelaar;2013 december;1.6
4526;A-U Alle economische activiteiten;Mook en Middelaar;2014 december;1.5
4527;A-U Alle economische activiteiten;Mook en Middelaar;2015 december;1.7
4528;A-U Alle economische activiteiten;Mook en Middelaar;2016 december;1.6
4529;A-U Alle economische activiteiten;Mook en Middelaar;2017 december;1.5
4530;A-U Alle economische activiteiten;Mook en Middelaar;2018 december;1.6
4531;A-U Alle economische activiteiten;Mook en Middelaar;2019 december;1.7
4532;A-U Alle economische activiteiten;Mook en Middelaar;2020 december;1.5
4533;A-U Alle economische activiteiten;Mook en Middelaar;2021 december;1.7
4534;A-U Alle economische activiteiten;Mook en Middelaar;2022 december;1.8
4535;A-U Alle economische activiteiten;Mook en Middelaar;2023 december;1.9
4536;A-U Alle economische activiteiten;Muiden;2010 december;1.5
4537;A-U Alle economische activiteiten;Muiden;2011 december;1.5
4538;A-U Alle economische activiteiten;Muiden;2012 december;1.5
4539;A-U Alle economische activiteiten;Muiden;2013 december;1.5
4540;A-U Alle economische activiteiten;Muiden;2014 december;1.5
4541;A-U Alle economische activiteiten;Muiden;2015 december;1.6
4542;A-U Alle economische activiteiten;Muiden;2016 december;
4543;A-U Alle economische activiteiten;Muiden;2017 december;
4544;A-U Alle economische activiteiten;Muiden;2018 december;
4545;A-U Alle economische activiteiten;Muiden;2019 december;
4546;A-U Alle economische activiteiten;Muiden;2020 december;
