ID;BedrijfstakkenBranchesSBI93;Grootteklasse;Perioden;TotaalRDUitgaven_1;TotaalExploitatieUitgaven_2;BrutoLoonuitgaven_3;OverigeExploitatieUitgaven_4;TotaalRDInvesteringen_5;Gebouwen_6;Overig_7;TotaalRDPersoneelAbsoluut_8;Onderzoekers_9;Assistenten_10;OverigPersoneel_11;TotaalVrouwen_12;Onderzoekers_13;Assistenten_14;OverigPersoneel_15;TotaalArbeidsjaren_16;Onderzoekers_17;Assistenten_18;OverigPersoneel_19;AantalBedrijvenMetRD_20
16;Totaal bedrijfstakken;50-199 werknemers;1994;385.0;348.0;247.0;101.0;38.0;9.0;29.0;10263.0;3639.0;4315.0;2308.0;;;;;6507.0;2630.0;2649.0;1229.0;1211.0
17;Totaal bedrijfstakken;50-199 werknemers;1995;427.0;372.0;270.0;104.0;55.0;9.0;45.0;10530.0;3491.0;4552.0;2488.0;;;;;6826.0;2576.0;2961.0;1289.0;1091.0
18;Totaal bedrijfstakken;50-199 werknemers;1996;456.0;407.0;282.0;125.0;49.0;10.0;40.0;;;;;;;;;6666.0;2827.0;2607.0;1231.0;1006.0
19;Totaal bedrijfstakken;50-199 werknemers;1997;473.0;412.0;282.0;130.0;60.0;13.0;47.0;9656.0;3940.0;3780.0;1935.0;;;;;6862.0;3099.0;2585.0;1179.0;1105.0
20;Totaal bedrijfstakken;50-199 werknemers;1998;435.0;380.0;247.0;133.0;54.0;20.0;34.0;10184.0;4217.0;3508.0;2459.0;;;;;6652.0;3099.0;2209.0;1344.0;947.0
21;Totaal bedrijfstakken;50-199 werknemers;1999;477.0;426.0;297.0;130.0;51.0;16.0;34.0;11077.0;4588.0;3883.0;2608.0;;;;;7188.0;3387.0;2494.0;1308.0;1135.0
22;Totaal bedrijfstakken;50-199 werknemers;2000;590.0;536.0;369.0;167.0;54.0;17.0;38.0;11411.0;4668.0;4412.0;2331.0;;;;;8293.0;3559.0;3348.0;1387.0;1172.0
23;Totaal bedrijfstakken;50-199 werknemers;2001;685.0;618.0;448.0;170.0;67.0;31.0;36.0;12110.0;5587.0;3915.0;2609.0;2004.0;852.0;504.0;648.0;9114.0;4595.0;3013.0;1505.0;1124.0
24;Totaal bedrijfstakken;200+ werknemers;1994;2436.0;2200.0;1310.0;888.0;236.0;73.0;162.0;34728.0;12238.0;14328.0;8161.0;;;;;27692.0;9669.0;12292.0;5731.0;640.0
25;Totaal bedrijfstakken;200+ werknemers;1995;2600.0;2365.0;1362.0;1004.0;234.0;47.0;188.0;34655.0;11448.0;15468.0;7739.0;;;;;29020.0;10170.0;12914.0;5937.0;505.0
26;Totaal bedrijfstakken;200+ werknemers;1996;2723.0;2463.0;1424.0;1039.0;260.0;49.0;211.0;;;;;;;;;29234.0;10298.0;14066.0;4873.0;558.0
27;Totaal bedrijfstakken;200+ werknemers;1997;2992.0;2725.0;1586.0;1139.0;267.0;61.0;205.0;34375.0;13085.0;14884.0;6405.0;;;;;30701.0;11711.0;13427.0;5564.0;589.0
28;Totaal bedrijfstakken;200+ werknemers;1998;3054.0;2779.0;1647.0;1132.0;274.0;68.0;207.0;37704.0;14808.0;15776.0;7121.0;;;;;32395.0;12784.0;13822.0;5789.0;559.0
29;Totaal bedrijfstakken;200+ werknemers;1999;3438.0;3126.0;1717.0;1410.0;312.0;63.0;249.0;39613.0;15344.0;15423.0;8843.0;;;;;32229.0;13022.0;13048.0;6160.0;583.0
30;Totaal bedrijfstakken;200+ werknemers;2000;3602.0;3258.0;1819.0;1439.0;345.0;86.0;259.0;40589.0;17025.0;17131.0;6432.0;;;;;33145.0;13476.0;14507.0;5161.0;675.0
31;Totaal bedrijfstakken;200+ werknemers;2001;3648.0;3288.0;1838.0;1450.0;360.0;52.0;308.0;37509.0;17273.0;14759.0;5476.0;3677.0;1231.0;1337.0;1109.0;32052.0;14241.0;13190.0;4621.0;631.0
32;D Industrie;Totaal werknemers;1994;2389.0;2161.0;1299.0;861.0;228.0;68.0;160.0;39348.0;14050.0;16241.0;9057.0;;;;;28907.0;10358.0;13068.0;5481.0;2010.0
33;D Industrie;Totaal werknemers;1995;2584.0;2330.0;1364.0;965.0;255.0;45.0;209.0;38735.0;13255.0;17037.0;8443.0;;;;;30658.0;11167.0;13717.0;5774.0;1853.0
34;D Industrie;Totaal werknemers;1996;2645.0;2371.0;1345.0;1027.0;274.0;50.0;224.0;;;;;;;;;29267.0;9892.0;14648.0;4727.0;1838.0
35;D Industrie;Totaal werknemers;1997;2812.0;2545.0;1465.0;1080.0;267.0;55.0;212.0;35930.0;13126.0;16437.0;6364.0;;;;;30243.0;11322.0;14044.0;4876.0;1981.0
36;D Industrie;Totaal werknemers;1998;2786.0;2555.0;1479.0;1075.0;231.0;43.0;188.0;37706.0;13303.0;17419.0;6984.0;;;;;31033.0;11262.0;14753.0;5018.0;1560.0
37;D Industrie;Totaal werknemers;1999;3242.0;2950.0;1651.0;1299.0;292.0;57.0;235.0;43079.0;15117.0;17895.0;10067.0;;;;;32679.0;12606.0;14302.0;5769.0;2022.0
38;D Industrie;Totaal werknemers;2000;3385.0;3080.0;1696.0;1384.0;305.0;79.0;226.0;39636.0;14879.0;18389.0;6368.0;;;;;33292.0;12886.0;15434.0;4973.0;1945.0
39;D Industrie;Totaal werknemers;2001;3573.0;3229.0;1811.0;1417.0;344.0;52.0;292.0;38693.0;15871.0;16545.0;6277.0;4094.0;1336.0;1564.0;1195.0;33468.0;14022.0;14595.0;4851.0;1987.0
40;D Industrie;10-49 werknemers;1994;79.0;66.0;55.0;11.0;13.0;2.0;11.0;3924.0;1551.0;1441.0;933.0;;;;;1613.0;731.0;625.0;258.0;754.0
41;D Industrie;10-49 werknemers;1995;92.0;72.0;61.0;11.0;20.0;6.0;14.0;3795.0;1488.0;1559.0;748.0;;;;;1805.0;829.0;687.0;290.0;733.0
42;D Industrie;10-49 werknemers;1996;68.0;59.0;41.0;18.0;8.0;1.0;7.0;;;;;;;;;1710.0;661.0;789.0;260.0;740.0
43;D Industrie;10-49 werknemers;1997;100.0;85.0;69.0;16.0;15.0;2.0;13.0;3656.0;1541.0;1431.0;684.0;;;;;1995.0;932.0;804.0;259.0;818.0
44;D Industrie;10-49 werknemers;1998;63.0;57.0;40.0;17.0;6.0;1.0;5.0;2920.0;1163.0;1161.0;597.0;;;;;1426.0;640.0;589.0;196.0;558.0
45;D Industrie;10-49 werknemers;1999;103.0;90.0;69.0;21.0;13.0;4.0;9.0;4926.0;1737.0;1605.0;1585.0;;;;;1966.0;861.0;698.0;408.0;836.0
46;D Industrie;10-49 werknemers;2000;78.0;69.0;48.0;21.0;10.0;4.0;6.0;3651.0;1601.0;1588.0;461.0;;;;;2082.0;973.0;887.0;222.0;799.0
47;D Industrie;10-49 werknemers;2001;122.0;101.0;81.0;20.0;21.0;12.0;9.0;4250.0;1910.0;1413.0;927.0;397.0;137.0;135.0;125.0;2596.0;1312.0;817.0;467.0;804.0
48;D Industrie;50-199 werknemers;1994;217.0;192.0;141.0;51.0;25.0;5.0;20.0;6002.0;2303.0;2422.0;1276.0;;;;;3619.0;1619.0;1463.0;537.0;798.0
49;D Industrie;50-199 werknemers;1995;244.0;201.0;155.0;47.0;43.0;7.0;36.0;6258.0;2313.0;2508.0;1438.0;;;;;3819.0;1648.0;1593.0;578.0;754.0
50;D Industrie;50-199 werknemers;1996;296.0;257.0;179.0;79.0;38.0;7.0;32.0;;;;;;;;;4369.0;1805.0;1919.0;644.0;743.0
51;D Industrie;50-199 werknemers;1997;292.0;252.0;174.0;77.0;40.0;7.0;33.0;6130.0;2575.0;2491.0;1064.0;;;;;4297.0;2002.0;1729.0;566.0;793.0
52;D Industrie;50-199 werknemers;1998;251.0;226.0;152.0;74.0;25.0;6.0;19.0;6132.0;2511.0;2359.0;1261.0;;;;;4047.0;1887.0;1537.0;622.0;645.0
53;D Industrie;50-199 werknemers;1999;301.0;275.0;198.0;77.0;26.0;6.0;20.0;7261.0;2874.0;2840.0;1546.0;;;;;4614.0;2213.0;1726.0;675.0;796.0
54;D Industrie;50-199 werknemers;2000;345.0;312.0;221.0;92.0;33.0;11.0;22.0;6503.0;2696.0;2724.0;1083.0;;;;;4827.0;2105.0;2058.0;664.0;741.0
55;D Industrie;50-199 werknemers;2001;435.0;399.0;292.0;107.0;37.0;13.0;23.0;7347.0;3312.0;2711.0;1323.0;968.0;385.0;312.0;271.0;5611.0;2708.0;2134.0;770.0;774.0
56;D Industrie;200+ werknemers;1994;2093.0;1903.0;1103.0;799.0;190.0;61.0;129.0;29422.0;10196.0;12378.0;6848.0;;;;;23675.0;8008.0;10981.0;4687.0;459.0
57;D Industrie;200+ werknemers;1995;2248.0;2056.0;1148.0;908.0;192.0;33.0;159.0;28682.0;9455.0;12970.0;6257.0;;;;;25033.0;8690.0;11437.0;4906.0;367.0
58;D Industrie;200+ werknemers;1996;2282.0;2055.0;1125.0;930.0;227.0;42.0;185.0;;;;;;;;;23189.0;7426.0;11940.0;3823.0;355.0
59;D Industrie;200+ werknemers;1997;2421.0;2208.0;1222.0;986.0;212.0;46.0;166.0;26146.0;9011.0;12518.0;4617.0;;;;;23954.0;8389.0;11513.0;4052.0;370.0
60;D Industrie;200+ werknemers;1998;2473.0;2272.0;1288.0;984.0;201.0;36.0;165.0;28654.0;9629.0;13899.0;5126.0;;;;;25561.0;8734.0;12626.0;4201.0;357.0
61;D Industrie;200+ werknemers;1999;2838.0;2585.0;1383.0;1202.0;253.0;47.0;206.0;30893.0;10505.0;13450.0;6936.0;;;;;26098.0;9531.0;11879.0;4688.0;390.0
62;D Industrie;200+ werknemers;2000;2961.0;2699.0;1427.0;1272.0;263.0;64.0;198.0;29482.0;10582.0;14076.0;4824.0;;;;;26383.0;9807.0;12489.0;4087.0;405.0
63;D Industrie;200+ werknemers;2001;3015.0;2729.0;1439.0;1291.0;286.0;26.0;260.0;27096.0;10648.0;12421.0;4028.0;2730.0;814.0;1117.0;799.0;25261.0;10003.0;11645.0;3613.0;410.0
64;DA VV voedings- en genotmiddelen;Totaal werknemers;1994;182.0;157.0;119.0;38.0;26.0;6.0;19.0;3521.0;1108.0;1292.0;1121.0;;;;;2523.0;814.0;915.0;803.0;216.0
65;DA VV voedings- en genotmiddelen;Totaal werknemers;1995;238.0;203.0;151.0;52.0;35.0;10.0;25.0;3958.0;1134.0;1499.0;1325.0;;;;;2875.0;895.0;1070.0;910.0;214.0
66;DA VV voedings- en genotmiddelen;Totaal werknemers;1996;199.0;177.0;125.0;52.0;22.0;5.0;17.0;;;;;;;;;2630.0;924.0;1225.0;481.0;233.0
67;DA VV voedings- en genotmiddelen;Totaal werknemers;1997;197.0;176.0;127.0;50.0;21.0;9.0;12.0;3138.0;1183.0;1326.0;629.0;;;;;2626.0;1002.0;1112.0;512.0;252.0
68;DA VV voedings- en genotmiddelen;Totaal werknemers;1998;192.0;169.0;124.0;45.0;23.0;8.0;15.0;3278.0;1443.0;1196.0;639.0;;;;;2636.0;1181.0;996.0;459.0;187.0
69;DA VV voedings- en genotmiddelen;Totaal werknemers;1999;250.0;219.0;150.0;69.0;30.0;7.0;23.0;4017.0;1713.0;1513.0;791.0;;;;;3047.0;1404.0;1158.0;486.0;223.0
70;DA VV voedings- en genotmiddelen;Totaal werknemers;2000;258.0;235.0;158.0;77.0;24.0;8.0;16.0;3622.0;1601.0;1510.0;512.0;;;;;3063.0;1415.0;1269.0;379.0;174.0
71;DA VV voedings- en genotmiddelen;Totaal werknemers;2001;256.0;239.0;156.0;83.0;17.0;6.0;11.0;3354.0;1438.0;1402.0;514.0;;;;;2794.0;1290.0;1143.0;361.0;186.0
72;DA VV voedings- en genotmiddelen;10-49 werknemers;1994;;;;;;;;;;;;;;;;;;;;
73;DA VV voedings- en genotmiddelen;10-49 werknemers;1995;;;;;;;;;;;;;;;;;;;;
74;DA VV voedings- en genotmiddelen;10-49 werknemers;1996;;;;;;;;;;;;;;;;;;;;
75;DA VV voedings- en genotmiddelen;10-49 werknemers;1997;;;;;;;;;;;;;;;;;;;;
76;DA VV voedings- en genotmiddelen;10-49 werknemers;1998;;;;;;;;;;;;;;;;;;;;
77;DA VV voedings- en genotmiddelen;10-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;
78;DA VV voedings- en genotmiddelen;10-49 werknemers;2000;;;;;;;;;;;;;;;;;;;;
79;DA VV voedings- en genotmiddelen;10-49 werknemers;2001;;;;;;;;;;;;;;;;;;;;
80;DA VV voedings- en genotmiddelen;50-199 werknemers;1994;;;;;;;;;;;;;;;;;;;;
81;DA VV voedings- en genotmiddelen;50-199 werknemers;1995;;;;;;;;;;;;;;;;;;;;
82;DA VV voedings- en genotmiddelen;50-199 werknemers;1996;;;;;;;;;;;;;;;;;;;;
83;DA VV voedings- en genotmiddelen;50-199 werknemers;1997;;;;;;;;;;;;;;;;;;;;
84;DA VV voedings- en genotmiddelen;50-199 werknemers;1998;;;;;;;;;;;;;;;;;;;;
85;DA VV voedings- en genotmiddelen;50-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;
86;DA VV voedings- en genotmiddelen;50-199 werknemers;2000;;;;;;;;;;;;;;;;;;;;
87;DA VV voedings- en genotmiddelen;50-199 werknemers;2001;;;;;;;;;;;;;;;;;;;;
88;DA VV voedings- en genotmiddelen;200+ werknemers;1994;;;;;;;;;;;;;;;;;;;;
89;DA VV voedings- en genotmiddelen;200+ werknemers;1995;;;;;;;;;;;;;;;;;;;;
90;DA VV voedings- en genotmiddelen;200+ werknemers;1996;;;;;;;;;;;;;;;;;;;;
91;DA VV voedings- en genotmiddelen;200+ werknemers;1997;;;;;;;;;;;;;;;;;;;;
92;DA VV voedings- en genotmiddelen;200+ werknemers;1998;;;;;;;;;;;;;;;;;;;;
93;DA VV voedings- en genotmiddelen;200+ werknemers;1999;;;;;;;;;;;;;;;;;;;;
94;DA VV voedings- en genotmiddelen;200+ werknemers;2000;;;;;;;;;;;;;;;;;;;;
95;DA VV voedings- en genotmiddelen;200+ werknemers;2001;;;;;;;;;;;;;;;;;;;;
96;1700a Textiel, kleding en lederindust...;Totaal werknemers;1994;12.0;11.0;8.0;3.0;2.0;1.0;1.0;366.0;135.0;146.0;85.0;;;;;220.0;87.0;99.0;34.0;67.0
97;1700a Textiel, kleding en lederindust...;Totaal werknemers;1995;12.0;11.0;8.0;3.0;2.0;0.0;1.0;327.0;123.0;121.0;83.0;;;;;182.0;68.0;77.0;38.0;59.0
98;1700a Textiel, kleding en lederindust...;Totaal werknemers;1996;13.0;10.0;7.0;3.0;2.0;0.0;2.0;;;;;;;;;195.0;75.0;81.0;40.0;63.0
99;1700a Textiel, kleding en lederindust...;Totaal werknemers;1997;13.0;12.0;9.0;3.0;2.0;0.0;2.0;377.0;134.0;152.0;91.0;;;;;213.0;89.0;85.0;39.0;59.0
100;1700a Textiel, kleding en lederindust...;Totaal werknemers;1998;10.0;10.0;9.0;1.0;0.0;0.0;0.0;307.0;143.0;113.0;50.0;;;;;208.0;96.0;81.0;30.0;58.0
101;1700a Textiel, kleding en lederindust...;Totaal werknemers;1999;17.0;14.0;12.0;2.0;3.0;;;409.0;145.0;192.0;72.0;;;;;226.0;102.0;95.0;30.0;72.0
102;1700a Textiel, kleding en lederindust...;Totaal werknemers;2000;14.0;11.0;9.0;2.0;2.0;0.0;2.0;258.0;74.0;155.0;29.0;;;;;197.0;60.0;119.0;18.0;53.0
103;1700a Textiel, kleding en lederindust...;Totaal werknemers;2001;16.0;14.0;12.0;2.0;2.0;0.0;2.0;448.0;170.0;169.0;109.0;;;;;242.0;85.0;114.0;43.0;81.0
104;1700a Textiel, kleding en lederindust...;10-49 werknemers;1994;;;;;;;;;;;;;;;;;;;;
105;1700a Textiel, kleding en lederindust...;10-49 werknemers;1995;;;;;;;;;;;;;;;;;;;;
106;1700a Textiel, kleding en lederindust...;10-49 werknemers;1996;;;;;;;;;;;;;;;;;;;;
107;1700a Textiel, kleding en lederindust...;10-49 werknemers;1997;;;;;;;;;;;;;;;;;;;;
108;1700a Textiel, kleding en lederindust...;10-49 werknemers;1998;;;;;;;;;;;;;;;;;;;;
109;1700a Textiel, kleding en lederindust...;10-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;
110;1700a Textiel, kleding en lederindust...;10-49 werknemers;2000;;;;;;;;;;;;;;;;;;;;
111;1700a Textiel, kleding en lederindust...;10-49 werknemers;2001;;;;;;;;;;;;;;;;;;;;
112;1700a Textiel, kleding en lederindust...;50-199 werknemers;1994;;;;;;;;;;;;;;;;;;;;
113;1700a Textiel, kleding en lederindust...;50-199 werknemers;1995;;;;;;;;;;;;;;;;;;;;
114;1700a Textiel, kleding en lederindust...;50-199 werknemers;1996;;;;;;;;;;;;;;;;;;;;
115;1700a Textiel, kleding en lederindust...;50-199 werknemers;1997;;;;;;;;;;;;;;;;;;;;
116;1700a Textiel, kleding en lederindust...;50-199 werknemers;1998;;;;;;;;;;;;;;;;;;;;
117;1700a Textiel, kleding en lederindust...;50-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;
118;1700a Textiel, kleding en lederindust...;50-199 werknemers;2000;;;;;;;;;;;;;;;;;;;;
119;1700a Textiel, kleding en lederindust...;50-199 werknemers;2001;;;;;;;;;;;;;;;;;;;;
120;1700a Textiel, kleding en lederindust...;200+ werknemers;1994;;;;;;;;;;;;;;;;;;;;
121;1700a Textiel, kleding en lederindust...;200+ werknemers;1995;;;;;;;;;;;;;;;;;;;;
122;1700a Textiel, kleding en lederindust...;200+ werknemers;1996;;;;;;;;;;;;;;;;;;;;
123;1700a Textiel, kleding en lederindust...;200+ werknemers;1997;;;;;;;;;;;;;;;;;;;;
124;1700a Textiel, kleding en lederindust...;200+ werknemers;1998;;;;;;;;;;;;;;;;;;;;
125;1700a Textiel, kleding en lederindust...;200+ werknemers;1999;;;;;;;;;;;;;;;;;;;;
126;1700a Textiel, kleding en lederindust...;200+ werknemers;2000;;;;;;;;;;;;;;;;;;;;
127;1700a Textiel, kleding en lederindust...;200+ werknemers;2001;;;;;;;;;;;;;;;;;;;;
128;21 VV papier, karton en papier- en ka...;Totaal werknemers;1994;10.0;9.0;8.0;1.0;1.0;0.0;1.0;332.0;119.0;90.0;123.0;;;;;191.0;70.0;58.0;62.0;45.0
129;21 VV papier, karton en papier- en ka...;Totaal werknemers;1995;9.0;9.0;7.0;2.0;1.0;0.0;1.0;348.0;109.0;146.0;93.0;;;;;195.0;77.0;84.0;34.0;38.0
130;21 VV papier, karton en papier- en ka...;Totaal werknemers;1996;13.0;12.0;10.0;2.0;1.0;0.0;1.0;;;;;;;;;223.0;72.0;85.0;66.0;43.0
131;21 VV papier, karton en papier- en ka...;Totaal werknemers;1997;10.0;9.0;8.0;1.0;1.0;0.0;1.0;350.0;122.0;123.0;105.0;;;;;194.0;83.0;79.0;32.0;51.0
132;21 VV papier, karton en papier- en ka...;Totaal werknemers;1998;15.0;14.0;11.0;2.0;1.0;1.0;1.0;556.0;188.0;169.0;200.0;;;;;298.0;125.0;78.0;95.0;52.0
133;21 VV papier, karton en papier- en ka...;Totaal werknemers;1999;16.0;14.0;11.0;3.0;1.0;1.0;1.0;532.0;209.0;197.0;126.0;;;;;260.0;127.0;89.0;44.0;57.0
134;21 VV papier, karton en papier- en ka...;Totaal werknemers;2000;12.0;11.0;8.0;2.0;1.0;0.0;1.0;305.0;131.0;;;;;;;221.0;95.0;;;
135;21 VV papier, karton en papier- en ka...;Totaal werknemers;2001;14.0;13.0;11.0;2.0;1.0;0.0;1.0;396.0;194.0;131.0;70.0;;;;;246.0;112.0;105.0;29.0;
136;21 VV papier, karton en papier- en ka...;10-49 werknemers;1994;;;;;;;;;;;;;;;;;;;;
137;21 VV papier, karton en papier- en ka...;10-49 werknemers;1995;;;;;;;;;;;;;;;;;;;;
138;21 VV papier, karton en papier- en ka...;10-49 werknemers;1996;;;;;;;;;;;;;;;;;;;;
139;21 VV papier, karton en papier- en ka...;10-49 werknemers;1997;;;;;;;;;;;;;;;;;;;;
140;21 VV papier, karton en papier- en ka...;10-49 werknemers;1998;;;;;;;;;;;;;;;;;;;;
141;21 VV papier, karton en papier- en ka...;10-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;
142;21 VV papier, karton en papier- en ka...;10-49 werknemers;2000;;;;;;;;;;;;;;;;;;;;
143;21 VV papier, karton en papier- en ka...;10-49 werknemers;2001;;;;;;;;;;;;;;;;;;;;
144;21 VV papier, karton en papier- en ka...;50-199 werknemers;1994;;;;;;;;;;;;;;;;;;;;
145;21 VV papier, karton en papier- en ka...;50-199 werknemers;1995;;;;;;;;;;;;;;;;;;;;
146;21 VV papier, karton en papier- en ka...;50-199 werknemers;1996;;;;;;;;;;;;;;;;;;;;
147;21 VV papier, karton en papier- en ka...;50-199 werknemers;1997;;;;;;;;;;;;;;;;;;;;
148;21 VV papier, karton en papier- en ka...;50-199 werknemers;1998;;;;;;;;;;;;;;;;;;;;
149;21 VV papier, karton en papier- en ka...;50-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;
150;21 VV papier, karton en papier- en ka...;50-199 werknemers;2000;;;;;;;;;;;;;;;;;;;;
151;21 VV papier, karton en papier- en ka...;50-199 werknemers;2001;;;;;;;;;;;;;;;;;;;;
152;21 VV papier, karton en papier- en ka...;200+ werknemers;1994;;;;;;;;;;;;;;;;;;;;
153;21 VV papier, karton en papier- en ka...;200+ werknemers;1995;;;;;;;;;;;;;;;;;;;;
154;21 VV papier, karton en papier- en ka...;200+ werknemers;1996;;;;;;;;;;;;;;;;;;;;
155;21 VV papier, karton en papier- en ka...;200+ werknemers;1997;;;;;;;;;;;;;;;;;;;;
156;21 VV papier, karton en papier- en ka...;200+ werknemers;1998;;;;;;;;;;;;;;;;;;;;
157;21 VV papier, karton en papier- en ka...;200+ werknemers;1999;;;;;;;;;;;;;;;;;;;;
158;21 VV papier, karton en papier- en ka...;200+ werknemers;2000;;;;;;;;;;;;;;;;;;;;
159;21 VV papier, karton en papier- en ka...;200+ werknemers;2001;;;;;;;;;;;;;;;;;;;;
160;22 Uitgeverijen, drukkerijen en repro;Totaal werknemers;1994;4.0;3.0;3.0;1.0;1.0;0.0;1.0;195.0;80.0;98.0;18.0;;;;;83.0;42.0;33.0;8.0;44.0
161;22 Uitgeverijen, drukkerijen en repro;Totaal werknemers;1995;6.0;5.0;4.0;1.0;1.0;0.0;1.0;177.0;48.0;100.0;29.0;;;;;91.0;24.0;49.0;18.0;34.0
162;22 Uitgeverijen, drukkerijen en repro;Totaal werknemers;1996;8.0;8.0;6.0;2.0;1.0;0.0;1.0;;;;;;;;;168.0;136.0;23.0;10.0;52.0
163;22 Uitgeverijen, drukkerijen en repro;Totaal werknemers;1997;6.0;5.0;4.0;2.0;1.0;0.0;1.0;;154.0;;19.0;;;;;100.0;72.0;20.0;8.0;37.0
164;22 Uitgeverijen, drukkerijen en repro;Totaal werknemers;1998;7.0;7.0;5.0;2.0;1.0;0.0;1.0;647.0;218.0;160.0;269.0;;;;;172.0;92.0;49.0;30.0;68.0
165;22 Uitgeverijen, drukkerijen en repro;Totaal werknemers;1999;14.0;11.0;9.0;2.0;3.0;0.0;2.0;681.0;234.0;146.0;301.0;;;;;230.0;119.0;51.0;60.0;109.0
166;22 Uitgeverijen, drukkerijen en repro;Totaal werknemers;2000;8.0;6.0;5.0;1.0;2.0;0.0;2.0;314.0;160.0;44.0;111.0;;;;;163.0;95.0;23.0;45.0;64.0
167;22 Uitgeverijen, drukkerijen en repro;Totaal werknemers;2001;9.0;8.0;6.0;2.0;1.0;0.0;0.0;207.0;73.0;85.0;49.0;;;;;176.0;57.0;78.0;41.0;23.0
168;22 Uitgeverijen, drukkerijen en repro;10-49 werknemers;1994;;;;;;;;;;;;;;;;;;;;
169;22 Uitgeverijen, drukkerijen en repro;10-49 werknemers;1995;;;;;;;;;;;;;;;;;;;;
