ID;Geslacht;LeeftijdOp31December;Perioden;Immigratie_1;EmigratieInclusiefCorrecties_2;MigratiesaldoInclusiefCorrecties_3
112;Mannen en Vrouwen;1 jaar;2030;2765;1867;898
113;Mannen en Vrouwen;1 jaar;2031;2774;1877;897
114;Mannen en Vrouwen;1 jaar;2032;2776;1883;893
115;Mannen en Vrouwen;1 jaar;2033;2777;1878;899
116;Mannen en Vrouwen;1 jaar;2034;2777;1873;904
117;Mannen en Vrouwen;1 jaar;2035;2775;1867;908
118;Mannen en Vrouwen;1 jaar;2036;2771;1860;911
119;Mannen en Vrouwen;1 jaar;2037;2769;1854;915
120;Mannen en Vrouwen;1 jaar;2038;2767;1846;921
121;Mannen en Vrouwen;1 jaar;2039;2763;1839;924
122;Mannen en Vrouwen;1 jaar;2040;2758;1830;928
123;Mannen en Vrouwen;1 jaar;2041;2755;1822;933
124;Mannen en Vrouwen;1 jaar;2042;2750;1815;935
125;Mannen en Vrouwen;1 jaar;2043;2748;1806;942
126;Mannen en Vrouwen;1 jaar;2044;2744;1799;945
127;Mannen en Vrouwen;1 jaar;2045;2737;1794;943
128;Mannen en Vrouwen;1 jaar;2046;2734;1788;946
129;Mannen en Vrouwen;1 jaar;2047;2730;1782;948
130;Mannen en Vrouwen;1 jaar;2048;2729;1776;953
131;Mannen en Vrouwen;1 jaar;2049;2728;1773;955
132;Mannen en Vrouwen;1 jaar;2050;2728;1770;958
133;Mannen en Vrouwen;1 jaar;2051;2725;1767;958
134;Mannen en Vrouwen;1 jaar;2052;2724;1767;957
135;Mannen en Vrouwen;1 jaar;2053;2726;1768;958
136;Mannen en Vrouwen;1 jaar;2054;2728;1769;959
137;Mannen en Vrouwen;1 jaar;2055;2732;1771;961
138;Mannen en Vrouwen;1 jaar;2056;2732;1775;957
139;Mannen en Vrouwen;1 jaar;2057;2736;1779;957
140;Mannen en Vrouwen;1 jaar;2058;2740;1782;958
141;Mannen en Vrouwen;1 jaar;2059;2743;1787;956
142;Mannen en Vrouwen;1 jaar;2060;2746;1792;954
143;Mannen en Vrouwen;1 jaar;2061;2752;1796;956
144;Mannen en Vrouwen;1 jaar;2062;2755;1800;955
145;Mannen en Vrouwen;1 jaar;2063;2758;1804;954
146;Mannen en Vrouwen;1 jaar;2064;2761;1805;956
147;Mannen en Vrouwen;1 jaar;2065;2760;1807;953
148;Mannen en Vrouwen;1 jaar;2066;2762;1807;955
149;Mannen en Vrouwen;1 jaar;2067;2763;1807;956
150;Mannen en Vrouwen;1 jaar;2068;2763;1806;957
151;Mannen en Vrouwen;1 jaar;2069;2763;1803;960
152;Mannen en Vrouwen;1 jaar;2070;2763;1801;962
153;Mannen en Vrouwen;2 jaar;2020;2133;1302;831
154;Mannen en Vrouwen;2 jaar;2021;2435;1444;991
155;Mannen en Vrouwen;2 jaar;2022;2775;1437;1338
156;Mannen en Vrouwen;2 jaar;2023;2841;1531;1310
157;Mannen en Vrouwen;2 jaar;2024;2859;1643;1216
158;Mannen en Vrouwen;2 jaar;2025;2926;1752;1174
159;Mannen en Vrouwen;2 jaar;2026;2966;1829;1137
160;Mannen en Vrouwen;2 jaar;2027;2995;1892;1103
161;Mannen en Vrouwen;2 jaar;2028;3026;1932;1094
162;Mannen en Vrouwen;2 jaar;2029;3035;1971;1064
163;Mannen en Vrouwen;2 jaar;2030;3040;2003;1037
164;Mannen en Vrouwen;2 jaar;2031;3055;2020;1035
165;Mannen en Vrouwen;2 jaar;2032;3062;2026;1036
166;Mannen en Vrouwen;2 jaar;2033;3065;2027;1038
167;Mannen en Vrouwen;2 jaar;2034;3062;2020;1042
168;Mannen en Vrouwen;2 jaar;2035;3059;2016;1043
169;Mannen en Vrouwen;2 jaar;2036;3060;2007;1053
170;Mannen en Vrouwen;2 jaar;2037;3057;2003;1054
171;Mannen en Vrouwen;2 jaar;2038;3056;1995;1061
172;Mannen en Vrouwen;2 jaar;2039;3052;1987;1065
173;Mannen en Vrouwen;2 jaar;2040;3047;1978;1069
174;Mannen en Vrouwen;2 jaar;2041;3045;1970;1075
175;Mannen en Vrouwen;2 jaar;2042;3038;1961;1077
176;Mannen en Vrouwen;2 jaar;2043;3036;1952;1084
177;Mannen en Vrouwen;2 jaar;2044;3031;1944;1087
178;Mannen en Vrouwen;2 jaar;2045;3025;1937;1088
179;Mannen en Vrouwen;2 jaar;2046;3020;1931;1089
180;Mannen en Vrouwen;2 jaar;2047;3015;1924;1091
181;Mannen en Vrouwen;2 jaar;2048;3015;1918;1097
182;Mannen en Vrouwen;2 jaar;2049;3014;1913;1101
183;Mannen en Vrouwen;2 jaar;2050;3011;1907;1104
184;Mannen en Vrouwen;2 jaar;2051;3011;1905;1106
185;Mannen en Vrouwen;2 jaar;2052;3011;1902;1109
186;Mannen en Vrouwen;2 jaar;2053;3009;1901;1108
187;Mannen en Vrouwen;2 jaar;2054;3010;1901;1109
188;Mannen en Vrouwen;2 jaar;2055;3011;1902;1109
189;Mannen en Vrouwen;2 jaar;2056;3017;1903;1114
190;Mannen en Vrouwen;2 jaar;2057;3021;1906;1115
191;Mannen en Vrouwen;2 jaar;2058;3023;1910;1113
192;Mannen en Vrouwen;2 jaar;2059;3025;1914;1111
193;Mannen en Vrouwen;2 jaar;2060;3028;1918;1110
194;Mannen en Vrouwen;2 jaar;2061;3032;1923;1109
195;Mannen en Vrouwen;2 jaar;2062;3036;1927;1109
196;Mannen en Vrouwen;2 jaar;2063;3041;1931;1110
197;Mannen en Vrouwen;2 jaar;2064;3044;1934;1110
198;Mannen en Vrouwen;2 jaar;2065;3045;1937;1108
199;Mannen en Vrouwen;2 jaar;2066;3046;1937;1109
200;Mannen en Vrouwen;2 jaar;2067;3047;1937;1110
201;Mannen en Vrouwen;2 jaar;2068;3050;1935;1115
202;Mannen en Vrouwen;2 jaar;2069;3051;1933;1118
203;Mannen en Vrouwen;2 jaar;2070;3051;1933;1118
204;Mannen en Vrouwen;3 jaar;2020;2041;1385;656
205;Mannen en Vrouwen;3 jaar;2021;2336;1593;743
206;Mannen en Vrouwen;3 jaar;2022;2692;1567;1125
207;Mannen en Vrouwen;3 jaar;2023;2755;1620;1135
208;Mannen en Vrouwen;3 jaar;2024;2749;1715;1034
209;Mannen en Vrouwen;3 jaar;2025;2803;1824;979
210;Mannen en Vrouwen;3 jaar;2026;2844;1919;925
211;Mannen en Vrouwen;3 jaar;2027;2881;1992;889
212;Mannen en Vrouwen;3 jaar;2028;2913;2048;865
213;Mannen en Vrouwen;3 jaar;2029;2921;2083;838
214;Mannen en Vrouwen;3 jaar;2030;2929;2121;808
215;Mannen en Vrouwen;3 jaar;2031;2940;2140;800
216;Mannen en Vrouwen;3 jaar;2032;2952;2151;801
217;Mannen en Vrouwen;3 jaar;2033;2958;2154;804
218;Mannen en Vrouwen;3 jaar;2034;2959;2153;806
219;Mannen en Vrouwen;3 jaar;2035;2961;2147;814
220;Mannen en Vrouwen;3 jaar;2036;2958;2142;816
221;Mannen en Vrouwen;3 jaar;2037;2956;2135;821
222;Mannen en Vrouwen;3 jaar;2038;2955;2129;826
223;Mannen en Vrouwen;3 jaar;2039;2953;2123;830
224;Mannen en Vrouwen;3 jaar;2040;2949;2114;835
225;Mannen en Vrouwen;3 jaar;2041;2947;2105;842
226;Mannen en Vrouwen;3 jaar;2042;2942;2096;846
227;Mannen en Vrouwen;3 jaar;2043;2938;2087;851
228;Mannen en Vrouwen;3 jaar;2044;2935;2078;857
229;Mannen en Vrouwen;3 jaar;2045;2930;2069;861
230;Mannen en Vrouwen;3 jaar;2046;2927;2061;866
231;Mannen en Vrouwen;3 jaar;2047;2923;2055;868
232;Mannen en Vrouwen;3 jaar;2048;2917;2048;869
233;Mannen en Vrouwen;3 jaar;2049;2918;2041;877
234;Mannen en Vrouwen;3 jaar;2050;2916;2035;881
235;Mannen en Vrouwen;3 jaar;2051;2916;2031;885
236;Mannen en Vrouwen;3 jaar;2052;2918;2028;890
237;Mannen en Vrouwen;3 jaar;2053;2917;2026;891
238;Mannen en Vrouwen;3 jaar;2054;2917;2024;893
239;Mannen en Vrouwen;3 jaar;2055;2917;2022;895
240;Mannen en Vrouwen;3 jaar;2056;2918;2023;895
241;Mannen en Vrouwen;3 jaar;2057;2921;2026;895
242;Mannen en Vrouwen;3 jaar;2058;2924;2028;896
243;Mannen en Vrouwen;3 jaar;2059;2926;2031;895
244;Mannen en Vrouwen;3 jaar;2060;2930;2034;896
245;Mannen en Vrouwen;3 jaar;2061;2931;2039;892
246;Mannen en Vrouwen;3 jaar;2062;2935;2043;892
247;Mannen en Vrouwen;3 jaar;2063;2938;2047;891
248;Mannen en Vrouwen;3 jaar;2064;2942;2051;891
249;Mannen en Vrouwen;3 jaar;2065;2944;2053;891
250;Mannen en Vrouwen;3 jaar;2066;2948;2055;893
251;Mannen en Vrouwen;3 jaar;2067;2951;2055;896
252;Mannen en Vrouwen;3 jaar;2068;2953;2055;898
253;Mannen en Vrouwen;3 jaar;2069;2953;2054;899
254;Mannen en Vrouwen;3 jaar;2070;2953;2054;899
255;Mannen en Vrouwen;4 jaar;2020;1922;1346;576
256;Mannen en Vrouwen;4 jaar;2021;2186;1553;633
257;Mannen en Vrouwen;4 jaar;2022;2510;1576;934
258;Mannen en Vrouwen;4 jaar;2023;2578;1613;965
259;Mannen en Vrouwen;4 jaar;2024;2582;1663;919
260;Mannen en Vrouwen;4 jaar;2025;2606;1742;864
261;Mannen en Vrouwen;4 jaar;2026;2640;1829;811
262;Mannen en Vrouwen;4 jaar;2027;2671;1911;760
263;Mannen en Vrouwen;4 jaar;2028;2711;1973;738
264;Mannen en Vrouwen;4 jaar;2029;2716;2022;694
265;Mannen en Vrouwen;4 jaar;2030;2725;2055;670
266;Mannen en Vrouwen;4 jaar;2031;2738;2076;662
267;Mannen en Vrouwen;4 jaar;2032;2748;2090;658
268;Mannen en Vrouwen;4 jaar;2033;2756;2096;660
269;Mannen en Vrouwen;4 jaar;2034;2765;2098;667
270;Mannen en Vrouwen;4 jaar;2035;2762;2098;664
271;Mannen en Vrouwen;4 jaar;2036;2762;2093;669
272;Mannen en Vrouwen;4 jaar;2037;2765;2089;676
273;Mannen en Vrouwen;4 jaar;2038;2761;2084;677
274;Mannen en Vrouwen;4 jaar;2039;2758;2078;680
275;Mannen en Vrouwen;4 jaar;2040;2757;2071;686
276;Mannen en Vrouwen;4 jaar;2041;2754;2061;693
277;Mannen en Vrouwen;4 jaar;2042;2750;2053;697
278;Mannen en Vrouwen;4 jaar;2043;2748;2044;704
279;Mannen en Vrouwen;4 jaar;2044;2743;2036;707
280;Mannen en Vrouwen;4 jaar;2045;2740;2027;713
281;Mannen en Vrouwen;4 jaar;2046;2737;2019;718
282;Mannen en Vrouwen;4 jaar;2047;2733;2011;722
283;Mannen en Vrouwen;4 jaar;2048;2727;2004;723
284;Mannen en Vrouwen;4 jaar;2049;2725;1997;728
285;Mannen en Vrouwen;4 jaar;2050;2723;1991;732
286;Mannen en Vrouwen;4 jaar;2051;2723;1985;738
287;Mannen en Vrouwen;4 jaar;2052;2722;1982;740
288;Mannen en Vrouwen;4 jaar;2053;2723;1978;745
289;Mannen en Vrouwen;4 jaar;2054;2724;1975;749
290;Mannen en Vrouwen;4 jaar;2055;2723;1972;751
291;Mannen en Vrouwen;4 jaar;2056;2722;1973;749
292;Mannen en Vrouwen;4 jaar;2057;2726;1972;754
293;Mannen en Vrouwen;4 jaar;2058;2726;1974;752
294;Mannen en Vrouwen;4 jaar;2059;2730;1977;753
295;Mannen en Vrouwen;4 jaar;2060;2733;1981;752
296;Mannen en Vrouwen;4 jaar;2061;2737;1984;753
297;Mannen en Vrouwen;4 jaar;2062;2741;1989;752
298;Mannen en Vrouwen;4 jaar;2063;2745;1992;753
299;Mannen en Vrouwen;4 jaar;2064;2747;1997;750
300;Mannen en Vrouwen;4 jaar;2065;2749;1999;750
301;Mannen en Vrouwen;4 jaar;2066;2751;2002;749
302;Mannen en Vrouwen;4 jaar;2067;2754;2005;749
303;Mannen en Vrouwen;4 jaar;2068;2759;2004;755
304;Mannen en Vrouwen;4 jaar;2069;2760;2006;754
305;Mannen en Vrouwen;4 jaar;2070;2760;2007;753
306;Mannen en Vrouwen;5 jaar;2020;1815;1281;534
307;Mannen en Vrouwen;5 jaar;2021;2090;1492;598
308;Mannen en Vrouwen;5 jaar;2022;2387;1508;879
309;Mannen en Vrouwen;5 jaar;2023;2452;1589;863
310;Mannen en Vrouwen;5 jaar;2024;2453;1626;827
311;Mannen en Vrouwen;5 jaar;2025;2491;1664;827
312;Mannen en Vrouwen;5 jaar;2026;2492;1720;772
313;Mannen en Vrouwen;5 jaar;2027;2519;1792;727
314;Mannen en Vrouwen;5 jaar;2028;2559;1864;695
315;Mannen en Vrouwen;5 jaar;2029;2577;1919;658
316;Mannen en Vrouwen;5 jaar;2030;2581;1965;616
317;Mannen en Vrouwen;5 jaar;2031;2592;1981;611
318;Mannen en Vrouwen;5 jaar;2032;2603;1998;605
319;Mannen en Vrouwen;5 jaar;2033;2615;2010;605
320;Mannen en Vrouwen;5 jaar;2034;2616;2016;600
321;Mannen en Vrouwen;5 jaar;2035;2625;2018;607
322;Mannen en Vrouwen;5 jaar;2036;2628;2019;609
323;Mannen en Vrouwen;5 jaar;2037;2627;2016;611
324;Mannen en Vrouwen;5 jaar;2038;2627;2011;616
325;Mannen en Vrouwen;5 jaar;2039;2628;2006;622
326;Mannen en Vrouwen;5 jaar;2040;2623;2000;623
327;Mannen en Vrouwen;5 jaar;2041;2621;1994;627
328;Mannen en Vrouwen;5 jaar;2042;2615;1987;628
329;Mannen en Vrouwen;5 jaar;2043;2612;1978;634
330;Mannen en Vrouwen;5 jaar;2044;2609;1970;639
331;Mannen en Vrouwen;5 jaar;2045;2603;1962;641
332;Mannen en Vrouwen;5 jaar;2046;2601;1955;646
333;Mannen en Vrouwen;5 jaar;2047;2599;1947;652
334;Mannen en Vrouwen;5 jaar;2048;2597;1939;658
335;Mannen en Vrouwen;5 jaar;2049;2595;1933;662
336;Mannen en Vrouwen;5 jaar;2050;2593;1926;667
337;Mannen en Vrouwen;5 jaar;2051;2595;1920;675
338;Mannen en Vrouwen;5 jaar;2052;2590;1916;674
339;Mannen en Vrouwen;5 jaar;2053;2588;1912;676
340;Mannen en Vrouwen;5 jaar;2054;2587;1908;679
341;Mannen en Vrouwen;5 jaar;2055;2587;1905;682
342;Mannen en Vrouwen;5 jaar;2056;2587;1905;682
343;Mannen en Vrouwen;5 jaar;2057;2589;1903;686
344;Mannen en Vrouwen;5 jaar;2058;2590;1904;686
345;Mannen en Vrouwen;5 jaar;2059;2593;1905;688
346;Mannen en Vrouwen;5 jaar;2060;2596;1909;687
347;Mannen en Vrouwen;5 jaar;2061;2600;1912;688
348;Mannen en Vrouwen;5 jaar;2062;2605;1916;689
349;Mannen en Vrouwen;5 jaar;2063;2610;1920;690
350;Mannen en Vrouwen;5 jaar;2064;2612;1924;688
351;Mannen en Vrouwen;5 jaar;2065;2616;1928;688
352;Mannen en Vrouwen;5 jaar;2066;2621;1931;690
353;Mannen en Vrouwen;5 jaar;2067;2622;1933;689
354;Mannen en Vrouwen;5 jaar;2068;2625;1936;689
355;Mannen en Vrouwen;5 jaar;2069;2624;1936;688
356;Mannen en Vrouwen;5 jaar;2070;2624;1940;684
357;Mannen en Vrouwen;6 jaar;2020;1744;1171;573
358;Mannen en Vrouwen;6 jaar;2021;1988;1363;625
359;Mannen en Vrouwen;6 jaar;2022;2282;1388;894
360;Mannen en Vrouwen;6 jaar;2023;2333;1456;877
361;Mannen en Vrouwen;6 jaar;2024;2332;1526;806
362;Mannen en Vrouwen;6 jaar;2025;2369;1555;814
363;Mannen en Vrouwen;6 jaar;2026;2378;1575;803
364;Mannen en Vrouwen;6 jaar;2027;2377;1616;761
365;Mannen en Vrouwen;6 jaar;2028;2412;1676;736
366;Mannen en Vrouwen;6 jaar;2029;2431;1735;696
367;Mannen en Vrouwen;6 jaar;2030;2446;1784;662
368;Mannen en Vrouwen;6 jaar;2031;2455;1811;644
369;Mannen en Vrouwen;6 jaar;2032;2468;1824;644
370;Mannen en Vrouwen;6 jaar;2033;2482;1836;646
371;Mannen en Vrouwen;6 jaar;2034;2486;1845;641
372;Mannen en Vrouwen;6 jaar;2035;2495;1852;643
373;Mannen en Vrouwen;6 jaar;2036;2502;1854;648
374;Mannen en Vrouwen;6 jaar;2037;2504;1857;647
375;Mannen en Vrouwen;6 jaar;2038;2500;1852;648
376;Mannen en Vrouwen;6 jaar;2039;2500;1848;652
377;Mannen en Vrouwen;6 jaar;2040;2498;1844;654
378;Mannen en Vrouwen;6 jaar;2041;2496;1840;656
379;Mannen en Vrouwen;6 jaar;2042;2494;1835;659
380;Mannen en Vrouwen;6 jaar;2043;2488;1827;661
381;Mannen en Vrouwen;6 jaar;2044;2484;1821;663
382;Mannen en Vrouwen;6 jaar;2045;2480;1812;668
383;Mannen en Vrouwen;6 jaar;2046;2477;1807;670
384;Mannen en Vrouwen;6 jaar;2047;2475;1800;675
385;Mannen en Vrouwen;6 jaar;2048;2471;1791;680
386;Mannen en Vrouwen;6 jaar;2049;2469;1785;684
387;Mannen en Vrouwen;6 jaar;2050;2468;1778;690
388;Mannen en Vrouwen;6 jaar;2051;2469;1774;695
389;Mannen en Vrouwen;6 jaar;2052;2467;1770;697
390;Mannen en Vrouwen;6 jaar;2053;2464;1765;699
391;Mannen en Vrouwen;6 jaar;2054;2462;1760;702
392;Mannen en Vrouwen;6 jaar;2055;2463;1757;706
393;Mannen en Vrouwen;6 jaar;2056;2462;1754;708
394;Mannen en Vrouwen;6 jaar;2057;2463;1753;710
395;Mannen en Vrouwen;6 jaar;2058;2468;1753;715
396;Mannen en Vrouwen;6 jaar;2059;2469;1754;715
397;Mannen en Vrouwen;6 jaar;2060;2472;1756;716
398;Mannen en Vrouwen;6 jaar;2061;2475;1758;717
399;Mannen en Vrouwen;6 jaar;2062;2478;1760;718
400;Mannen en Vrouwen;6 jaar;2063;2482;1764;718
401;Mannen en Vrouwen;6 jaar;2064;2483;1767;716
402;Mannen en Vrouwen;6 jaar;2065;2487;1772;715
403;Mannen en Vrouwen;6 jaar;2066;2491;1776;715
404;Mannen en Vrouwen;6 jaar;2067;2496;1779;717
405;Mannen en Vrouwen;6 jaar;2068;2500;1780;720
406;Mannen en Vrouwen;6 jaar;2069;2504;1782;722
407;Mannen en Vrouwen;6 jaar;2070;2504;1786;718
408;Mannen en Vrouwen;7 jaar;2020;1641;1013;628
409;Mannen en Vrouwen;7 jaar;2021;1892;1220;672
410;Mannen en Vrouwen;7 jaar;2022;2146;1236;910
411;Mannen en Vrouwen;7 jaar;2023;2205;1307;898
412;Mannen en Vrouwen;7 jaar;2024;2200;1362;838
413;Mannen en Vrouwen;7 jaar;2025;2228;1418;810
414;Mannen en Vrouwen;7 jaar;2026;2248;1432;816
415;Mannen en Vrouwen;7 jaar;2027;2257;1446;811
416;Mannen en Vrouwen;7 jaar;2028;2264;1475;789
417;Mannen en Vrouwen;7 jaar;2029;2277;1522;755
418;Mannen en Vrouwen;7 jaar;2030;2289;1572;717
419;Mannen en Vrouwen;7 jaar;2031;2309;1602;707
420;Mannen en Vrouwen;7 jaar;2032;2325;1622;703
421;Mannen en Vrouwen;7 jaar;2033;2331;1630;701
422;Mannen en Vrouwen;7 jaar;2034;2341;1640;701
423;Mannen en Vrouwen;7 jaar;2035;2353;1648;705
424;Mannen en Vrouwen;7 jaar;2036;2360;1654;706
425;Mannen en Vrouwen;7 jaar;2037;2362;1658;704
426;Mannen en Vrouwen;7 jaar;2038;2364;1659;705
427;Mannen en Vrouwen;7 jaar;2039;2362;1655;707
428;Mannen en Vrouwen;7 jaar;2040;2358;1652;706
429;Mannen en Vrouwen;7 jaar;2041;2357;1648;709
430;Mannen en Vrouwen;7 jaar;2042;2356;1644;712
431;Mannen en Vrouwen;7 jaar;2043;2356;1640;716
432;Mannen en Vrouwen;7 jaar;2044;2354;1634;720
433;Mannen en Vrouwen;7 jaar;2045;2352;1627;725
434;Mannen en Vrouwen;7 jaar;2046;2348;1622;726
435;Mannen en Vrouwen;7 jaar;2047;2344;1615;729
436;Mannen en Vrouwen;7 jaar;2048;2341;1608;733
437;Mannen en Vrouwen;7 jaar;2049;2338;1603;735
438;Mannen en Vrouwen;7 jaar;2050;2337;1596;741
439;Mannen en Vrouwen;7 jaar;2051;2338;1592;746
440;Mannen en Vrouwen;7 jaar;2052;2338;1586;752
441;Mannen en Vrouwen;7 jaar;2053;2337;1582;755
442;Mannen en Vrouwen;7 jaar;2054;2336;1578;758
443;Mannen en Vrouwen;7 jaar;2055;2333;1574;759
444;Mannen en Vrouwen;7 jaar;2056;2333;1572;761
