ID;MestleverancierMestafnemer;Bedrijfstype;PartnerVanDeOvereenkomst;Provincies;AantalMAOS_1;HoeveelheidStikstofInMAOS_2
0;Mestleverancier;Totaal alle bedrijven;Totaal afgesloten;Nederland;25173.0;84398113.0
1;Mestleverancier;Totaal alle bedrijven;Totaal afgesloten;Groningen;292.0;1294955.0
2;Mestleverancier;Totaal alle bedrijven;Totaal afgesloten;Friesland;517.0;2606795.0
3;Mestleverancier;Totaal alle bedrijven;Totaal afgesloten;Drenthe;566.0;2780532.0
4;Mestleverancier;Totaal alle bedrijven;Totaal afgesloten;Overijssel;3995.0;9914273.0
5;Mestleverancier;Totaal alle bedrijven;Totaal afgesloten;Flevoland;226.0;916041.0
6;Mestleverancier;Totaal alle bedrijven;Totaal afgesloten;Gelderland;6439.0;17678867.0
7;Mestleverancier;Totaal alle bedrijven;Totaal afgesloten;Utrecht;756.0;1800197.0
8;Mestleverancier;Totaal alle bedrijven;Totaal afgesloten;Noord-Holland;158.0;710842.0
9;Mestleverancier;Totaal alle bedrijven;Totaal afgesloten;Zuid-Holland;269.0;979609.0
10;Mestleverancier;Totaal alle bedrijven;Totaal afgesloten;Zeeland;146.0;668066.0
11;Mestleverancier;Totaal alle bedrijven;Totaal afgesloten;Noord-Brabant;8990.0;32414975.0
12;Mestleverancier;Totaal alle bedrijven;Totaal afgesloten;Limburg;2819.0;12632961.0
13;Mestleverancier;Totaal alle bedrijven;Afgesloten met landbouwbedrijven;Nederland;13019.0;24003305.0
14;Mestleverancier;Totaal alle bedrijven;Afgesloten met landbouwbedrijven;Groningen;189.0;668160.0
15;Mestleverancier;Totaal alle bedrijven;Afgesloten met landbouwbedrijven;Friesland;219.0;672872.0
16;Mestleverancier;Totaal alle bedrijven;Afgesloten met landbouwbedrijven;Drenthe;329.0;1285971.0
17;Mestleverancier;Totaal alle bedrijven;Afgesloten met landbouwbedrijven;Overijssel;2114.0;3326726.0
18;Mestleverancier;Totaal alle bedrijven;Afgesloten met landbouwbedrijven;Flevoland;163.0;371848.0
19;Mestleverancier;Totaal alle bedrijven;Afgesloten met landbouwbedrijven;Gelderland;2476.0;4156038.0
20;Mestleverancier;Totaal alle bedrijven;Afgesloten met landbouwbedrijven;Utrecht;394.0;721494.0
21;Mestleverancier;Totaal alle bedrijven;Afgesloten met landbouwbedrijven;Noord-Holland;100.0;310655.0
22;Mestleverancier;Totaal alle bedrijven;Afgesloten met landbouwbedrijven;Zuid-Holland;147.0;345363.0
23;Mestleverancier;Totaal alle bedrijven;Afgesloten met landbouwbedrijven;Zeeland;105.0;297955.0
24;Mestleverancier;Totaal alle bedrijven;Afgesloten met landbouwbedrijven;Noord-Brabant;5027.0;8550502.0
25;Mestleverancier;Totaal alle bedrijven;Afgesloten met landbouwbedrijven;Limburg;1756.0;3295721.0
26;Mestleverancier;Totaal alle bedrijven;Afgesloten met tussenpersonen;Nederland;10846.0;50909712.0
27;Mestleverancier;Totaal alle bedrijven;Afgesloten met tussenpersonen;Groningen;93.0;438993.0
28;Mestleverancier;Totaal alle bedrijven;Afgesloten met tussenpersonen;Friesland;235.0;1071019.0
29;Mestleverancier;Totaal alle bedrijven;Afgesloten met tussenpersonen;Drenthe;201.0;1124777.0
30;Mestleverancier;Totaal alle bedrijven;Afgesloten met tussenpersonen;Overijssel;1754.0;5643007.0
31;Mestleverancier;Totaal alle bedrijven;Afgesloten met tussenpersonen;Flevoland;57.0;423493.0
32;Mestleverancier;Totaal alle bedrijven;Afgesloten met tussenpersonen;Gelderland;3310.0;11083267.0
33;Mestleverancier;Totaal alle bedrijven;Afgesloten met tussenpersonen;Utrecht;309.0;828747.0
34;Mestleverancier;Totaal alle bedrijven;Afgesloten met tussenpersonen;Noord-Holland;47.0;276259.0
35;Mestleverancier;Totaal alle bedrijven;Afgesloten met tussenpersonen;Zuid-Holland;115.0;610105.0
36;Mestleverancier;Totaal alle bedrijven;Afgesloten met tussenpersonen;Zeeland;39.0;310066.0
37;Mestleverancier;Totaal alle bedrijven;Afgesloten met tussenpersonen;Noord-Brabant;3766.0;21632343.0
38;Mestleverancier;Totaal alle bedrijven;Afgesloten met tussenpersonen;Limburg;920.0;7467636.0
39;Mestleverancier;Totaal alle bedrijven;Afgesloten met exporteurs/mestverwerkers;Nederland;1308.0;9485096.0
40;Mestleverancier;Totaal alle bedrijven;Afgesloten met exporteurs/mestverwerkers;Groningen;10.0;187802.0
41;Mestleverancier;Totaal alle bedrijven;Afgesloten met exporteurs/mestverwerkers;Friesland;63.0;862904.0
42;Mestleverancier;Totaal alle bedrijven;Afgesloten met exporteurs/mestverwerkers;Drenthe;36.0;369784.0
43;Mestleverancier;Totaal alle bedrijven;Afgesloten met exporteurs/mestverwerkers;Overijssel;127.0;944540.0
44;Mestleverancier;Totaal alle bedrijven;Afgesloten met exporteurs/mestverwerkers;Flevoland;6.0;120700.0
45;Mestleverancier;Totaal alle bedrijven;Afgesloten met exporteurs/mestverwerkers;Gelderland;653.0;2439562.0
46;Mestleverancier;Totaal alle bedrijven;Afgesloten met exporteurs/mestverwerkers;Utrecht;53.0;249956.0
47;Mestleverancier;Totaal alle bedrijven;Afgesloten met exporteurs/mestverwerkers;Noord-Holland;11.0;123928.0
48;Mestleverancier;Totaal alle bedrijven;Afgesloten met exporteurs/mestverwerkers;Zuid-Holland;7.0;24141.0
49;Mestleverancier;Totaal alle bedrijven;Afgesloten met exporteurs/mestverwerkers;Zeeland;2.0;60045.0
50;Mestleverancier;Totaal alle bedrijven;Afgesloten met exporteurs/mestverwerkers;Noord-Brabant;197.0;2232130.0
51;Mestleverancier;Totaal alle bedrijven;Afgesloten met exporteurs/mestverwerkers;Limburg;143.0;1869604.0
52;Mestleverancier;Exporteur/Mestverwerker;Totaal afgesloten;Nederland;;
53;Mestleverancier;Exporteur/Mestverwerker;Totaal afgesloten;Groningen;;
54;Mestleverancier;Exporteur/Mestverwerker;Totaal afgesloten;Friesland;;
55;Mestleverancier;Exporteur/Mestverwerker;Totaal afgesloten;Drenthe;;
56;Mestleverancier;Exporteur/Mestverwerker;Totaal afgesloten;Overijssel;;
57;Mestleverancier;Exporteur/Mestverwerker;Totaal afgesloten;Flevoland;;
58;Mestleverancier;Exporteur/Mestverwerker;Totaal afgesloten;Gelderland;;
59;Mestleverancier;Exporteur/Mestverwerker;Totaal afgesloten;Utrecht;;
60;Mestleverancier;Exporteur/Mestverwerker;Totaal afgesloten;Noord-Holland;;
61;Mestleverancier;Exporteur/Mestverwerker;Totaal afgesloten;Zuid-Holland;;
62;Mestleverancier;Exporteur/Mestverwerker;Totaal afgesloten;Zeeland;;
63;Mestleverancier;Exporteur/Mestverwerker;Totaal afgesloten;Noord-Brabant;;
64;Mestleverancier;Exporteur/Mestverwerker;Totaal afgesloten;Limburg;;
65;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met landbouwbedrijven;Nederland;;
66;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met landbouwbedrijven;Groningen;;
67;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met landbouwbedrijven;Friesland;;
68;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met landbouwbedrijven;Drenthe;;
69;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met landbouwbedrijven;Overijssel;;
70;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met landbouwbedrijven;Flevoland;;
71;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met landbouwbedrijven;Gelderland;;
72;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met landbouwbedrijven;Utrecht;;
73;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met landbouwbedrijven;Noord-Holland;;
74;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met landbouwbedrijven;Zuid-Holland;;
75;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met landbouwbedrijven;Zeeland;;
76;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met landbouwbedrijven;Noord-Brabant;;
77;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met landbouwbedrijven;Limburg;;
78;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met tussenpersonen;Nederland;;
79;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met tussenpersonen;Groningen;;
80;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met tussenpersonen;Friesland;;
81;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met tussenpersonen;Drenthe;;
82;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met tussenpersonen;Overijssel;;
83;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met tussenpersonen;Flevoland;;
84;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met tussenpersonen;Gelderland;;
85;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met tussenpersonen;Utrecht;;
86;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met tussenpersonen;Noord-Holland;;
87;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met tussenpersonen;Zuid-Holland;;
88;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met tussenpersonen;Zeeland;;
89;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met tussenpersonen;Noord-Brabant;;
90;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met tussenpersonen;Limburg;;
91;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met exporteurs/mestverwerkers;Nederland;;
92;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met exporteurs/mestverwerkers;Groningen;;
93;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met exporteurs/mestverwerkers;Friesland;;
94;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met exporteurs/mestverwerkers;Drenthe;;
95;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met exporteurs/mestverwerkers;Overijssel;;
96;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met exporteurs/mestverwerkers;Flevoland;;
97;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met exporteurs/mestverwerkers;Gelderland;;
98;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met exporteurs/mestverwerkers;Utrecht;;
99;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met exporteurs/mestverwerkers;Noord-Holland;;
100;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met exporteurs/mestverwerkers;Zuid-Holland;;
101;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met exporteurs/mestverwerkers;Zeeland;;
102;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met exporteurs/mestverwerkers;Noord-Brabant;;
103;Mestleverancier;Exporteur/Mestverwerker;Afgesloten met exporteurs/mestverwerkers;Limburg;;
104;Mestleverancier;Totaal landbouwbedrijven;Totaal afgesloten;Nederland;25173.0;84398113.0
105;Mestleverancier;Totaal landbouwbedrijven;Totaal afgesloten;Groningen;292.0;1294955.0
106;Mestleverancier;Totaal landbouwbedrijven;Totaal afgesloten;Friesland;517.0;2606795.0
107;Mestleverancier;Totaal landbouwbedrijven;Totaal afgesloten;Drenthe;566.0;2780532.0
108;Mestleverancier;Totaal landbouwbedrijven;Totaal afgesloten;Overijssel;3995.0;9914273.0
109;Mestleverancier;Totaal landbouwbedrijven;Totaal afgesloten;Flevoland;226.0;916041.0
110;Mestleverancier;Totaal landbouwbedrijven;Totaal afgesloten;Gelderland;6439.0;17678867.0
111;Mestleverancier;Totaal landbouwbedrijven;Totaal afgesloten;Utrecht;756.0;1800197.0
112;Mestleverancier;Totaal landbouwbedrijven;Totaal afgesloten;Noord-Holland;158.0;710842.0
113;Mestleverancier;Totaal landbouwbedrijven;Totaal afgesloten;Zuid-Holland;269.0;979609.0
114;Mestleverancier;Totaal landbouwbedrijven;Totaal afgesloten;Zeeland;146.0;668066.0
115;Mestleverancier;Totaal landbouwbedrijven;Totaal afgesloten;Noord-Brabant;8990.0;32414975.0
116;Mestleverancier;Totaal landbouwbedrijven;Totaal afgesloten;Limburg;2819.0;12632961.0
117;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met landbouwbedrijven;Nederland;13019.0;24003305.0
118;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met landbouwbedrijven;Groningen;189.0;668160.0
119;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met landbouwbedrijven;Friesland;219.0;672872.0
120;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met landbouwbedrijven;Drenthe;329.0;1285971.0
121;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met landbouwbedrijven;Overijssel;2114.0;3326726.0
122;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met landbouwbedrijven;Flevoland;163.0;371848.0
123;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met landbouwbedrijven;Gelderland;2476.0;4156038.0
124;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met landbouwbedrijven;Utrecht;394.0;721494.0
125;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met landbouwbedrijven;Noord-Holland;100.0;310655.0
126;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met landbouwbedrijven;Zuid-Holland;147.0;345363.0
127;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met landbouwbedrijven;Zeeland;105.0;297955.0
128;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met landbouwbedrijven;Noord-Brabant;5027.0;8550502.0
129;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met landbouwbedrijven;Limburg;1756.0;3295721.0
130;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met tussenpersonen;Nederland;10846.0;50909712.0
131;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met tussenpersonen;Groningen;93.0;438993.0
132;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met tussenpersonen;Friesland;235.0;1071019.0
133;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met tussenpersonen;Drenthe;201.0;1124777.0
134;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met tussenpersonen;Overijssel;1754.0;5643007.0
135;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met tussenpersonen;Flevoland;57.0;423493.0
136;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met tussenpersonen;Gelderland;3310.0;11083267.0
137;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met tussenpersonen;Utrecht;309.0;828747.0
138;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met tussenpersonen;Noord-Holland;47.0;276259.0
139;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met tussenpersonen;Zuid-Holland;115.0;610105.0
140;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met tussenpersonen;Zeeland;39.0;310066.0
141;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met tussenpersonen;Noord-Brabant;3766.0;21632343.0
142;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met tussenpersonen;Limburg;920.0;7467636.0
143;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met exporteurs/mestverwerkers;Nederland;1308.0;9485096.0
144;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met exporteurs/mestverwerkers;Groningen;10.0;187802.0
145;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met exporteurs/mestverwerkers;Friesland;63.0;862904.0
146;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met exporteurs/mestverwerkers;Drenthe;36.0;369784.0
147;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met exporteurs/mestverwerkers;Overijssel;127.0;944540.0
148;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met exporteurs/mestverwerkers;Flevoland;6.0;120700.0
149;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met exporteurs/mestverwerkers;Gelderland;653.0;2439562.0
150;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met exporteurs/mestverwerkers;Utrecht;53.0;249956.0
