ID;MestleverancierMestafnemer;Bedrijfstype;PartnerVanDeOvereenkomst;Provincies;AantalMAOS_1;HoeveelheidStikstofInMAOS_2
151;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met exporteurs/mestverwerkers;Noord-Holland;11.0;123928.0
152;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met exporteurs/mestverwerkers;Zuid-Holland;7.0;24141.0
153;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met exporteurs/mestverwerkers;Zeeland;2.0;60045.0
154;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met exporteurs/mestverwerkers;Noord-Brabant;197.0;2232130.0
155;Mestleverancier;Totaal landbouwbedrijven;Afgesloten met exporteurs/mestverwerkers;Limburg;143.0;1869604.0
156;Mestleverancier;Intensief-melkvee;Totaal afgesloten;Nederland;3711.0;5247457.0
157;Mestleverancier;Intensief-melkvee;Totaal afgesloten;Groningen;28.0;83850.0
158;Mestleverancier;Intensief-melkvee;Totaal afgesloten;Friesland;56.0;167399.0
159;Mestleverancier;Intensief-melkvee;Totaal afgesloten;Drenthe;43.0;81779.0
160;Mestleverancier;Intensief-melkvee;Totaal afgesloten;Overijssel;776.0;802261.0
161;Mestleverancier;Intensief-melkvee;Totaal afgesloten;Flevoland;78.0;186393.0
162;Mestleverancier;Intensief-melkvee;Totaal afgesloten;Gelderland;604.0;783636.0
163;Mestleverancier;Intensief-melkvee;Totaal afgesloten;Utrecht;81.0;100493.0
164;Mestleverancier;Intensief-melkvee;Totaal afgesloten;Noord-Holland;34.0;57046.0
165;Mestleverancier;Intensief-melkvee;Totaal afgesloten;Zuid-Holland;71.0;128570.0
166;Mestleverancier;Intensief-melkvee;Totaal afgesloten;Zeeland;18.0;23531.0
167;Mestleverancier;Intensief-melkvee;Totaal afgesloten;Noord-Brabant;1661.0;2395829.0
168;Mestleverancier;Intensief-melkvee;Totaal afgesloten;Limburg;261.0;436670.0
169;Mestleverancier;Intensief-melkvee;Afgesloten met landbouwbedrijven;Nederland;2468.0;3124281.0
170;Mestleverancier;Intensief-melkvee;Afgesloten met landbouwbedrijven;Groningen;12.0;33030.0
171;Mestleverancier;Intensief-melkvee;Afgesloten met landbouwbedrijven;Friesland;15.0;41068.0
172;Mestleverancier;Intensief-melkvee;Afgesloten met landbouwbedrijven;Drenthe;14.0;23169.0
173;Mestleverancier;Intensief-melkvee;Afgesloten met landbouwbedrijven;Overijssel;477.0;459844.0
174;Mestleverancier;Intensief-melkvee;Afgesloten met landbouwbedrijven;Flevoland;56.0;115345.0
175;Mestleverancier;Intensief-melkvee;Afgesloten met landbouwbedrijven;Gelderland;364.0;511212.0
176;Mestleverancier;Intensief-melkvee;Afgesloten met landbouwbedrijven;Utrecht;47.0;53996.0
177;Mestleverancier;Intensief-melkvee;Afgesloten met landbouwbedrijven;Noord-Holland;26.0;41406.0
178;Mestleverancier;Intensief-melkvee;Afgesloten met landbouwbedrijven;Zuid-Holland;49.0;80284.0
179;Mestleverancier;Intensief-melkvee;Afgesloten met landbouwbedrijven;Zeeland;15.0;17931.0
180;Mestleverancier;Intensief-melkvee;Afgesloten met landbouwbedrijven;Noord-Brabant;1160.0;1372354.0
181;Mestleverancier;Intensief-melkvee;Afgesloten met landbouwbedrijven;Limburg;233.0;374642.0
182;Mestleverancier;Intensief-melkvee;Afgesloten met tussenpersonen;Nederland;1225.0;2075094.0
183;Mestleverancier;Intensief-melkvee;Afgesloten met tussenpersonen;Groningen;16.0;50820.0
184;Mestleverancier;Intensief-melkvee;Afgesloten met tussenpersonen;Friesland;41.0;126331.0
185;Mestleverancier;Intensief-melkvee;Afgesloten met tussenpersonen;Drenthe;29.0;58610.0
186;Mestleverancier;Intensief-melkvee;Afgesloten met tussenpersonen;Overijssel;295.0;341555.0
187;Mestleverancier;Intensief-melkvee;Afgesloten met tussenpersonen;Flevoland;21.0;69638.0
188;Mestleverancier;Intensief-melkvee;Afgesloten met tussenpersonen;Gelderland;232.0;253263.0
189;Mestleverancier;Intensief-melkvee;Afgesloten met tussenpersonen;Utrecht;34.0;46497.0
190;Mestleverancier;Intensief-melkvee;Afgesloten met tussenpersonen;Noord-Holland;8.0;15640.0
191;Mestleverancier;Intensief-melkvee;Afgesloten met tussenpersonen;Zuid-Holland;20.0;44716.0
192;Mestleverancier;Intensief-melkvee;Afgesloten met tussenpersonen;Zeeland;3.0;5600.0
193;Mestleverancier;Intensief-melkvee;Afgesloten met tussenpersonen;Noord-Brabant;499.0;1001583.0
194;Mestleverancier;Intensief-melkvee;Afgesloten met tussenpersonen;Limburg;27.0;60841.0
195;Mestleverancier;Intensief-melkvee;Afgesloten met exporteurs/mestverwerkers;Nederland;18.0;48082.0
196;Mestleverancier;Intensief-melkvee;Afgesloten met exporteurs/mestverwerkers;Groningen;0.0;0.0
197;Mestleverancier;Intensief-melkvee;Afgesloten met exporteurs/mestverwerkers;Friesland;0.0;0.0
198;Mestleverancier;Intensief-melkvee;Afgesloten met exporteurs/mestverwerkers;Drenthe;0.0;0.0
199;Mestleverancier;Intensief-melkvee;Afgesloten met exporteurs/mestverwerkers;Overijssel;4.0;862.0
200;Mestleverancier;Intensief-melkvee;Afgesloten met exporteurs/mestverwerkers;Flevoland;1.0;1410.0
201;Mestleverancier;Intensief-melkvee;Afgesloten met exporteurs/mestverwerkers;Gelderland;8.0;19161.0
202;Mestleverancier;Intensief-melkvee;Afgesloten met exporteurs/mestverwerkers;Utrecht;0.0;0.0
203;Mestleverancier;Intensief-melkvee;Afgesloten met exporteurs/mestverwerkers;Noord-Holland;0.0;0.0
204;Mestleverancier;Intensief-melkvee;Afgesloten met exporteurs/mestverwerkers;Zuid-Holland;2.0;3570.0
205;Mestleverancier;Intensief-melkvee;Afgesloten met exporteurs/mestverwerkers;Zeeland;0.0;0.0
206;Mestleverancier;Intensief-melkvee;Afgesloten met exporteurs/mestverwerkers;Noord-Brabant;2.0;21892.0
207;Mestleverancier;Intensief-melkvee;Afgesloten met exporteurs/mestverwerkers;Limburg;1.0;1187.0
208;Mestleverancier;Intensief-vee;Totaal afgesloten;Nederland;6390.0;13706381.0
209;Mestleverancier;Intensief-vee;Totaal afgesloten;Groningen;49.0;140106.0
210;Mestleverancier;Intensief-vee;Totaal afgesloten;Friesland;87.0;291940.0
211;Mestleverancier;Intensief-vee;Totaal afgesloten;Drenthe;102.0;296456.0
212;Mestleverancier;Intensief-vee;Totaal afgesloten;Overijssel;1118.0;1814867.0
213;Mestleverancier;Intensief-vee;Totaal afgesloten;Flevoland;21.0;135472.0
214;Mestleverancier;Intensief-vee;Totaal afgesloten;Gelderland;2378.0;4306865.0
215;Mestleverancier;Intensief-vee;Totaal afgesloten;Utrecht;336.0;684350.0
216;Mestleverancier;Intensief-vee;Totaal afgesloten;Noord-Holland;13.0;55885.0
217;Mestleverancier;Intensief-vee;Totaal afgesloten;Zuid-Holland;81.0;182310.0
218;Mestleverancier;Intensief-vee;Totaal afgesloten;Zeeland;31.0;78499.0
219;Mestleverancier;Intensief-vee;Totaal afgesloten;Noord-Brabant;1735.0;4179227.0
220;Mestleverancier;Intensief-vee;Totaal afgesloten;Limburg;439.0;1540404.0
221;Mestleverancier;Intensief-vee;Afgesloten met landbouwbedrijven;Nederland;3064.0;4560482.0
222;Mestleverancier;Intensief-vee;Afgesloten met landbouwbedrijven;Groningen;38.0;88055.0
223;Mestleverancier;Intensief-vee;Afgesloten met landbouwbedrijven;Friesland;69.0;196493.0
224;Mestleverancier;Intensief-vee;Afgesloten met landbouwbedrijven;Drenthe;77.0;185048.0
225;Mestleverancier;Intensief-vee;Afgesloten met landbouwbedrijven;Overijssel;624.0;742078.0
226;Mestleverancier;Intensief-vee;Afgesloten met landbouwbedrijven;Flevoland;14.0;44808.0
227;Mestleverancier;Intensief-vee;Afgesloten met landbouwbedrijven;Gelderland;704.0;1027821.0
228;Mestleverancier;Intensief-vee;Afgesloten met landbouwbedrijven;Utrecht;140.0;224635.0
229;Mestleverancier;Intensief-vee;Afgesloten met landbouwbedrijven;Noord-Holland;11.0;52135.0
230;Mestleverancier;Intensief-vee;Afgesloten met landbouwbedrijven;Zuid-Holland;56.0;115305.0
231;Mestleverancier;Intensief-vee;Afgesloten met landbouwbedrijven;Zeeland;26.0;65760.0
232;Mestleverancier;Intensief-vee;Afgesloten met landbouwbedrijven;Noord-Brabant;1046.0;1423000.0
233;Mestleverancier;Intensief-vee;Afgesloten met landbouwbedrijven;Limburg;259.0;395344.0
234;Mestleverancier;Intensief-vee;Afgesloten met tussenpersonen;Nederland;2780.0;7663651.0
235;Mestleverancier;Intensief-vee;Afgesloten met tussenpersonen;Groningen;11.0;52051.0
236;Mestleverancier;Intensief-vee;Afgesloten met tussenpersonen;Friesland;15.0;77002.0
237;Mestleverancier;Intensief-vee;Afgesloten met tussenpersonen;Drenthe;22.0;80914.0
238;Mestleverancier;Intensief-vee;Afgesloten met tussenpersonen;Overijssel;485.0;1035619.0
239;Mestleverancier;Intensief-vee;Afgesloten met tussenpersonen;Flevoland;7.0;90664.0
240;Mestleverancier;Intensief-vee;Afgesloten met tussenpersonen;Gelderland;1255.0;2609789.0
241;Mestleverancier;Intensief-vee;Afgesloten met tussenpersonen;Utrecht;157.0;355046.0
242;Mestleverancier;Intensief-vee;Afgesloten met tussenpersonen;Noord-Holland;1.0;2550.0
243;Mestleverancier;Intensief-vee;Afgesloten met tussenpersonen;Zuid-Holland;21.0;63034.0
244;Mestleverancier;Intensief-vee;Afgesloten met tussenpersonen;Zeeland;5.0;12739.0
245;Mestleverancier;Intensief-vee;Afgesloten met tussenpersonen;Noord-Brabant;649.0;2447812.0
246;Mestleverancier;Intensief-vee;Afgesloten met tussenpersonen;Limburg;152.0;836431.0
247;Mestleverancier;Intensief-vee;Afgesloten met exporteurs/mestverwerkers;Nederland;546.0;1482248.0
248;Mestleverancier;Intensief-vee;Afgesloten met exporteurs/mestverwerkers;Groningen;0.0;0.0
249;Mestleverancier;Intensief-vee;Afgesloten met exporteurs/mestverwerkers;Friesland;3.0;18445.0
250;Mestleverancier;Intensief-vee;Afgesloten met exporteurs/mestverwerkers;Drenthe;3.0;30494.0
251;Mestleverancier;Intensief-vee;Afgesloten met exporteurs/mestverwerkers;Overijssel;9.0;37170.0
252;Mestleverancier;Intensief-vee;Afgesloten met exporteurs/mestverwerkers;Flevoland;0.0;0.0
253;Mestleverancier;Intensief-vee;Afgesloten met exporteurs/mestverwerkers;Gelderland;419.0;669255.0
254;Mestleverancier;Intensief-vee;Afgesloten met exporteurs/mestverwerkers;Utrecht;39.0;104669.0
255;Mestleverancier;Intensief-vee;Afgesloten met exporteurs/mestverwerkers;Noord-Holland;1.0;1200.0
256;Mestleverancier;Intensief-vee;Afgesloten met exporteurs/mestverwerkers;Zuid-Holland;4.0;3971.0
257;Mestleverancier;Intensief-vee;Afgesloten met exporteurs/mestverwerkers;Zeeland;0.0;0.0
258;Mestleverancier;Intensief-vee;Afgesloten met exporteurs/mestverwerkers;Noord-Brabant;40.0;308415.0
259;Mestleverancier;Intensief-vee;Afgesloten met exporteurs/mestverwerkers;Limburg;28.0;308629.0
260;Mestleverancier;Legkippen;Totaal afgesloten;Nederland;1076.0;11465866.0
261;Mestleverancier;Legkippen;Totaal afgesloten;Groningen;12.0;57856.0
262;Mestleverancier;Legkippen;Totaal afgesloten;Friesland;19.0;146791.0
263;Mestleverancier;Legkippen;Totaal afgesloten;Drenthe;37.0;379013.0
264;Mestleverancier;Legkippen;Totaal afgesloten;Overijssel;81.0;645631.0
265;Mestleverancier;Legkippen;Totaal afgesloten;Flevoland;24.0;240491.0
266;Mestleverancier;Legkippen;Totaal afgesloten;Gelderland;411.0;3531611.0
267;Mestleverancier;Legkippen;Totaal afgesloten;Utrecht;27.0;154745.0
268;Mestleverancier;Legkippen;Totaal afgesloten;Noord-Holland;8.0;41596.0
269;Mestleverancier;Legkippen;Totaal afgesloten;Zuid-Holland;16.0;147188.0
