ID;Belastingdruk25Groepen;KenmerkenHuishouden;Perioden;AantalParticuliereHuishoudens_1;AandeelParticuliereHuishoudens_2
169;113;10400;2013;28;21.3
170;113;10400;2014;27;20.3
171;113;10950;2006;879;53.1
172;113;10950;2007;883;52.3
173;113;10950;2008;966;55.9
174;113;10950;2009;973;54.8
175;113;10950;2010;992;54.9
176;113;10950;2011;1028;54.3
177;113;10950;2012;1054;53.7
178;113;10950;2013;1030;51.6
179;113;10950;2014;1009;49.1
180;113;11000;2006;488;63.1
181;113;11000;2007;490;62.4
182;113;11000;2008;529;66.3
183;113;11000;2009;520;63.6
184;113;11000;2010;521;63.7
185;113;11000;2011;534;63.2
186;113;11000;2012;545;62.4
187;113;11000;2013;519;59.0
188;113;11000;2014;510;56.3
189;113;11050;2006;93;50.4
190;113;11050;2007;96;50.3
191;113;11050;2008;106;53.6
192;113;11050;2009;106;50.7
193;113;11050;2010;108;51.2
194;113;11050;2011;112;50.9
195;113;11050;2012;120;51.1
196;113;11050;2013;114;46.8
197;113;11050;2014;112;43.7
198;113;11100;2006;395;67.0
199;113;11100;2007;394;66.3
200;113;11100;2008;422;70.5
201;113;11100;2009;414;68.0
202;113;11100;2010;414;68.1
203;113;11100;2011;421;67.5
204;113;11100;2012;425;66.6
205;113;11100;2013;405;63.6
206;113;11100;2014;398;61.2
207;113;11150;2006;363;49.4
208;113;11150;2007;367;48.5
209;113;11150;2008;404;51.9
210;113;11150;2009;419;51.8
211;113;11150;2010;438;52.4
212;113;11150;2011;457;51.6
213;113;11150;2012;471;50.8
214;113;11150;2013;475;49.7
215;113;11150;2014;464;47.1
216;113;11200;2006;301;55.9
217;113;11200;2007;306;55.2
218;113;11200;2008;338;58.9
219;113;11200;2009;354;59.8
220;113;11200;2010;369;60.1
221;113;11200;2011;394;60.5
222;113;11200;2012;409;59.3
223;113;11200;2013;416;58.2
224;113;11200;2014;407;55.0
225;113;11250;2006;62;31.5
226;113;11250;2007;62;30.2
227;113;11250;2008;67;32.2
228;113;11250;2009;65;29.9
229;113;11250;2010;69;31.0
230;113;11250;2011;63;26.8
231;113;11250;2012;62;26.2
232;113;11250;2013;59;24.5
233;113;11250;2014;56;23.3
234;113;11300;2006;28;19.2
235;113;11300;2007;26;18.1
236;113;11300;2008;32;21.6
237;113;11300;2009;34;22.8
238;113;11300;2010;33;21.2
239;113;11300;2011;37;22.9
240;113;11300;2012;37;23.1
241;113;11300;2013;36;22.3
242;113;11300;2014;35;21.5
243;113;11350;2006;897;16.5
244;113;11350;2007;908;16.6
245;113;11350;2008;845;15.3
246;113;11350;2009;853;15.4
247;113;11350;2010;843;15.2
248;113;11350;2011;826;15.0
249;113;11350;2012;814;14.8
250;113;11350;2013;842;15.3
251;113;11350;2014;881;16.0
252;113;11400;2006;822;33.2
253;113;11400;2007;829;33.0
254;113;11400;2008;900;35.1
255;113;11400;2009;899;34.6
256;113;11400;2010;885;33.8
257;113;11400;2011;898;33.5
258;113;11400;2012;902;33.2
259;113;11400;2013;881;32.5
260;113;11400;2014;900;32.4
261;113;11450;2006;568;24.3
262;113;11450;2007;574;24.3
263;113;11450;2008;602;25.2
264;113;11450;2009;612;25.4
265;113;11450;2010;641;26.3
266;113;11450;2011;649;26.5
267;113;11450;2012;656;26.6
268;113;11450;2013;664;26.7
269;113;11450;2014;658;26.3
270;113;11500;2006;163;18.2
271;113;11500;2007;169;18.9
272;113;11500;2008;138;15.3
273;113;11500;2009;139;15.4
274;113;11500;2010;137;15.2
275;113;11500;2011;135;14.9
276;113;11500;2012;140;15.3
277;113;11500;2013;146;16.0
278;113;11500;2014;151;16.4
279;113;11550;2006;142;14.7
280;113;11550;2007;139;14.4
281;113;11550;2008;105;10.8
282;113;11550;2009;110;11.4
283;113;11550;2010;110;11.3
284;113;11550;2011;109;11.3
285;113;11550;2012;108;11.2
286;113;11550;2013;118;12.3
287;113;11550;2014;120;12.5
288;113;11600;2006;81;18.9
289;113;11600;2007;80;18.7
290;113;11600;2008;65;15.4
291;113;11600;2009;66;15.7
292;113;11600;2010;63;15.1
293;113;11600;2011;62;15.0
294;113;11600;2012;63;15.5
295;113;11600;2013;62;15.3
296;113;11600;2014;61;15.3
297;113;11650;2006;1088;33.6
298;113;11650;2007;1095;33.8
299;113;11650;2008;1127;34.6
300;113;11650;2009;1117;34.0
301;113;11650;2010;1096;33.6
302;113;11650;2011;1101;33.2
303;113;11650;2012;1103;33.0
304;113;11650;2013;1079;32.4
305;113;11650;2014;1093;32.3
306;113;11700;2006;607;19.8
307;113;11700;2007;609;19.6
308;113;11700;2008;607;19.3
309;113;11700;2009;627;19.7
310;113;11700;2010;657;20.3
311;113;11700;2011;673;20.7
312;113;11700;2012;685;20.9
313;113;11700;2013;708;21.4
314;113;11700;2014;709;21.4
315;113;11750;2006;59;10.9
316;113;11750;2007;62;11.4
317;113;11750;2008;54;9.6
318;113;11750;2009;57;10.2
319;113;11750;2010;58;10.5
320;113;11750;2011;56;10.0
321;113;11750;2012;57;10.1
322;113;11750;2013;59;10.4
323;113;11750;2014;63;10.9
324;113;11800;2006;23;8.8
325;113;11800;2007;25;9.0
326;113;11800;2008;23;8.1
327;113;11800;2009;25;8.8
328;113;11800;2010;24;8.4
329;113;11800;2011;25;8.6
330;113;11800;2012;23;8.1
331;113;11800;2013;25;9.1
332;113;11800;2014;25;8.8
333;113;11850;2006;217;62.6
334;113;11850;2007;224;63.7
335;113;11850;2008;231;63.9
336;113;11850;2009;235;64.6
337;113;11850;2010;247;66.7
338;113;11850;2011;246;64.7
339;113;11850;2012;244;64.7
340;113;11850;2013;245;65.1
341;113;11850;2014;263;68.8
342;113;11900;2006;444;17.1
343;113;11900;2007;436;17.0
344;113;11900;2008;376;14.7
345;113;11900;2009;387;15.4
346;113;11900;2010;370;15.0
347;113;11900;2011;358;14.6
348;113;11900;2012;355;14.6
349;113;11900;2013;375;15.7
350;113;11900;2014;384;16.3
351;113;11950;2006;247;9.5
352;113;11950;2007;257;9.7
353;113;11950;2008;248;9.2
354;113;11950;2009;241;8.8
355;113;11950;2010;237;8.5
356;113;11950;2011;234;8.4
357;113;11950;2012;225;8.0
358;113;11950;2013;233;8.2
359;113;11950;2014;244;8.6
360;113;12000;2006;869;55.5
361;113;12000;2007;874;54.8
362;113;12000;2008;955;58.4
363;113;12000;2009;963;57.5
364;113;12000;2010;982;57.4
365;113;12000;2011;1016;56.8
366;113;12000;2012;1044;56.2
367;113;12000;2013;1019;53.7
368;113;12000;2014;998;50.9
369;113;53;2006;217;62.6
370;113;53;2007;224;63.7
371;113;53;2008;231;63.9
372;113;53;2009;235;64.6
373;113;53;2010;247;66.7
374;113;53;2011;246;64.7
375;113;53;2012;244;64.7
376;113;53;2013;245;65.1
377;113;53;2014;263;68.8
378;113;12050;2006;95;19.1
379;113;12050;2007;91;18.1
380;113;12050;2008;88;17.3
381;113;12050;2009;99;19.2
382;113;12050;2010;100;19.3
383;113;12050;2011;97;18.7
384;113;12050;2012;90;17.3
385;113;12050;2013;102;19.6
386;113;12050;2014;109;20.7
387;113;12100;2006;93;15.5
388;113;12100;2007;89;15.3
389;113;12100;2008;73;12.7
390;113;12100;2009;76;13.4
391;113;12100;2010;74;13.2
392;113;12100;2011;76;13.3
393;113;12100;2012;76;13.2
394;113;12100;2013;82;14.3
395;113;12100;2014;88;15.3
396;113;12150;2006;126;17.1
397;113;12150;2007;126;17.3
398;113;12150;2008;107;15.1
399;113;12150;2009;102;15.0
400;113;12150;2010;91;14.3
401;113;12150;2011;83;13.5
402;113;12150;2012;82;14.0
403;113;12150;2013;88;15.3
404;113;12150;2014;85;14.9
405;113;12200;2006;129;17.0
406;113;12200;2007;130;17.3
407;113;12200;2008;108;14.3
408;113;12200;2009;110;14.5
409;113;12200;2010;104;13.9
410;113;12200;2011;103;13.8
411;113;12200;2012;106;14.3
412;113;12200;2013;103;14.3
413;113;12200;2014;102;14.9
414;113;12250;2006;98;13.5
415;113;12250;2007;105;14.3
416;113;12250;2008;96;12.8
417;113;12250;2009;95;12.5
418;113;12250;2010;94;12.2
419;113;12250;2011;90;11.7
420;113;12250;2012;88;11.3
421;113;12250;2013;89;11.6
422;113;12250;2014;98;12.7
423;113;12300;2006;59;8.8
424;113;12300;2007;64;9.5
425;113;12300;2008;59;8.6
426;113;12300;2009;58;8.3
427;113;12300;2010;60;8.4
428;113;12300;2011;62;8.5
429;113;12300;2012;63;8.5
430;113;12300;2013;66;8.7
431;113;12300;2014;65;8.5
432;113;12350;2006;49;7.4
433;113;12350;2007;47;7.2
434;113;12350;2008;47;7.4
435;113;12350;2009;42;6.5
436;113;12350;2010;41;6.3
437;113;12350;2011;38;5.7
438;113;12350;2012;40;5.9
439;113;12350;2013;42;6.2
440;113;12350;2014;44;6.4
441;113;12400;2006;41;7.5
442;113;12400;2007;41;6.8
443;113;12400;2008;46;7.4
444;113;12400;2009;46;7.2
445;113;12400;2010;42;6.4
446;113;12400;2011;44;6.9
447;113;12400;2012;35;5.6
448;113;12400;2013;36;5.8
449;113;12400;2014;37;5.9
450;113;12450;2006;191;43.7
451;113;12450;2007;188;42.2
452;113;12450;2008;208;45.0
453;113;12450;2009;206;43.1
454;113;12450;2010;211;43.4
455;113;12450;2011;219;40.7
456;113;12450;2012;239;41.4
457;113;12450;2013;234;38.9
458;113;12450;2014;226;36.5
459;113;12500;2006;218;57.4
460;113;12500;2007;218;57.2
461;113;12500;2008;235;60.4
462;113;12500;2009;243;60.9
463;113;12500;2010;244;59.5
464;113;12500;2011;256;61.1
465;113;12500;2012;254;59.2
466;113;12500;2013;246;56.0
467;113;12500;2014;238;52.2
468;113;12550;2006;460;61.3
469;113;12550;2007;467;60.9
470;113;12550;2008;512;65.4
471;113;12550;2009;514;64.4
472;113;12550;2010;527;64.7
473;113;12550;2011;542;65.0
474;113;12550;2012;551;64.8
475;113;12550;2013;539;62.9
476;113;12550;2014;534;60.3
477;113;12600;2006;1384;23.7
478;113;12600;2007;1385;23.6
479;113;12600;2008;1420;24.0
480;113;12600;2009;1421;24.0
481;113;12600;2010;1430;24.2
482;113;12600;2011;1442;24.2
483;113;12600;2012;1454;24.3
484;113;12600;2013;1462;24.4
485;113;12600;2014;1469;24.4
486;113;12650;2006;166;24.9
487;113;12650;2007;175;26.1
488;113;12650;2008;179;26.2
489;113;12650;2009;188;26.6
490;113;12650;2010;189;26.2
491;113;12650;2011;196;26.5
492;113;12650;2012;204;26.9
493;113;12650;2013;199;26.1
494;113;12650;2014;205;26.4
495;113;12800;2006;44;20.3
496;113;12800;2007;45;20.7
497;113;12800;2008;43;20.1
498;113;12800;2009;44;20.5
499;113;12800;2010;42;19.7
500;113;12800;2011;41;19.3
501;113;12800;2012;41;19.3
502;113;12800;2013;41;19.3
503;113;12800;2014;40;18.9
504;113;12850;2006;55;27.9
505;113;12850;2007;58;29.3
506;113;12850;2008;61;31.3
507;113;12850;2009;63;32.2
508;113;12850;2010;62;32.3
509;113;12850;2011;64;33.4
510;113;12850;2012;68;34.8
511;113;12850;2013;65;34.4
512;113;12850;2014;62;33.3
513;113;12900;2006;13;26.3
514;113;12900;2007;14;28.1
515;113;12900;2008;13;27.3
516;113;12900;2009;13;26.2
517;113;12900;2010;15;29.6
518;113;12900;2011;14;29.1
519;113;12900;2012;13;26.4
520;113;12900;2013;13;27.5
521;113;12900;2014;15;29.4
522;113;12950;2006;53;26.6
523;113;12950;2007;59;28.2
524;113;12950;2008;62;27.4
525;113;12950;2009;68;27.5
526;113;12950;2010;70;26.4
527;113;12950;2011;77;26.7
528;113;12950;2012;82;27.3
529;113;12950;2013;79;25.6
530;113;12950;2014;88;27.0
531;113;13000;2006;227;37.8
532;113;13000;2007;231;37.6
533;113;13000;2008;211;32.8
534;113;13000;2009;217;32.0
535;113;13000;2010;216;31.0
536;113;13000;2011;216;29.9
537;113;13000;2012;210;28.6
538;113;13000;2013;211;28.5
539;113;13000;2014;215;28.5
540;113;13150;2006;44;31.1
541;113;13150;2007;44;30.3
542;113;13150;2008;40;26.8
543;113;13150;2009;40;26.3
544;113;13150;2010;40;25.9
545;113;13150;2011;38;25.4
546;113;13150;2012;39;25.7
547;113;13150;2013;38;24.3
548;113;13150;2014;38;23.7
549;113;13200;2006;23;39.9
550;113;13200;2007;21;38.6
551;113;13200;2008;21;34.6
552;113;13200;2009;21;32.9
553;113;13200;2010;20;31.4
554;113;13200;2011;19;28.8
555;113;13200;2012;19;28.8
556;113;13200;2013;21;31.5
557;113;13200;2014;19;30.5
558;113;13250;2006;48;39.5
559;113;13250;2007;52;41.4
560;113;13250;2008;44;34.6
561;113;13250;2009;47;35.2
562;113;13250;2010;50;35.5
563;113;13250;2011;49;32.9
564;113;13250;2012;46;31.4
565;113;13250;2013;43;29.5
566;113;13250;2014;43;29.8
567;113;13300;2006;41;41.2
568;113;13300;2007;39;38.6
569;113;13300;2008;37;35.0
570;113;13300;2009;35;32.1
571;113;13300;2010;38;31.7
572;113;13300;2011;39;31.6
573;113;13300;2012;35;28.5
574;113;13300;2013;34;27.1
575;113;13300;2014;35;27.7
576;113;13350;2006;72;39.4
577;113;13350;2007;75;40.0
578;113;13350;2008;70;34.5
579;113;13350;2009;73;33.7
580;113;13350;2010;68;31.0
581;113;13350;2011;71;30.2
582;113;13350;2012;70;28.8
583;113;13350;2013;76;30.3
584;113;13350;2014;81;30.5
585;113;12700;2006;79;27.9
586;113;12700;2007;82;28.8
587;113;12700;2008;89;29.4
588;113;12700;2009;96;29.6
589;113;12700;2010;100;29.5
590;113;12700;2011;104;29.4
591;113;12700;2012;108;29.5
592;113;12700;2013;104;28.1
593;113;12700;2014;109;28.6
594;113;12750;2006;86;22.7
595;113;12750;2007;93;24.1
596;113;12750;2008;90;23.7
597;113;12750;2009;92;24.1
598;113;12750;2010;89;23.4
599;113;12750;2011;92;23.8
600;113;12750;2012;96;24.5
601;113;12750;2013;95;24.3
602;113;12750;2014;96;24.4
603;113;13050;2006;189;37.4
604;113;13050;2007;192;37.7
605;113;13050;2008;171;32.1
606;113;13050;2009;170;30.7
607;113;13050;2010;166;29.5
608;113;13050;2011;165;28.6
609;113;13050;2012;158;27.4
610;113;13050;2013;158;27.1
611;113;13050;2014;161;27.3
612;113;13100;2006;38;40.2
613;113;13100;2007;39;37.3
614;113;13100;2008;41;36.2
615;113;13100;2009;47;37.9
616;113;13100;2010;50;37.2
617;113;13100;2011;51;34.9
618;113;13100;2012;51;33.2
619;113;13100;2013;53;33.3
620;113;13100;2014;54;32.6
621;113;13400;2006;377;9.8
622;113;13400;2007;387;9.9
623;113;13400;2008;376;9.5
624;113;13400;2009;359;9.1
625;113;13400;2010;349;9.0
626;113;13400;2011;337;8.7
627;113;13400;2012;352;9.1
628;113;13400;2013;368;9.6
629;113;13400;2014;399;10.5
630;113;13450;2006;349;10.6
631;113;13450;2007;362;10.8
632;113;13450;2008;349;10.4
633;113;13450;2009;332;10.0
634;113;13450;2010;323;9.9
635;113;13450;2011;312;9.6
636;113;13450;2012;320;9.9
637;113;13450;2013;335;10.6
638;113;13450;2014;369;11.7
639;113;13500;2006;17;3.9
640;113;13500;2007;15;3.6
641;113;13500;2008;14;3.2
642;113;13500;2009;14;3.1
643;113;13500;2010;14;2.9
644;113;13500;2011;13;2.8
645;113;13500;2012;19;3.7
646;113;13500;2013;20;3.9
647;113;13500;2014;18;3.6
648;113;13550;2006;11;9.5
649;113;13550;2007;10;8.1
650;113;13550;2008;13;8.7
651;113;13550;2009;12;7.9
652;113;13550;2010;12;8.0
653;113;13550;2011;11;7.3
654;113;13550;2012;13;8.8
655;113;13550;2013;12;8.0
656;113;13550;2014;12;8.3
657;113;13600;2006;228;30.1
658;113;13600;2007;238;29.5
659;113;13600;2008;255;29.9
660;113;13600;2009;290;35.2
661;113;13600;2010;288;33.7
662;113;13600;2011;285;32.6
663;113;13600;2012;292;32.3
664;113;13600;2013;308;33.6
665;113;13600;2014;308;32.5
666;113;13650;2006;1171;46.7
667;113;13650;2007;1167;47.3
668;113;13650;2008;1180;48.4
669;113;13650;2009;1177;46.4
670;113;13650;2010;1198;46.1
671;113;13650;2011;1232;46.4
672;113;13650;2012;1224;45.5
673;113;13650;2013;1196;43.5
674;113;13650;2014;1183;42.1
675;113;13700;2006;914;44.7
676;113;13700;2007;912;44.9
677;113;13700;2008;979;48.2
678;113;13700;2009;975;46.5
679;113;13700;2010;995;46.7
680;113;13700;2011;1020;47.1
681;113;13700;2012;1046;47.3
682;113;13700;2013;1018;45.3
683;113;13700;2014;994;43.6
684;113;13750;2006;14;15.7
685;113;13750;2007;12;17.4
686;113;13750;2008;9;15.6
687;113;13750;2009;10;13.9
688;113;13750;2010;8;10.2
689;113;13750;2011;7;9.4
690;113;13750;2012;9;10.3
691;113;13750;2013;9;7.8
692;113;13750;2014;9;7.3
693;113;13800;2006;42;17.8
694;113;13800;2007;39;16.8
695;113;13800;2008;32;14.0
696;113;13800;2009;24;10.0
697;113;13800;2010;22;9.1
698;113;13800;2011;18;7.6
699;113;13800;2012;17;6.8
700;113;13800;2013;17;6.7
701;113;13800;2014;14;5.6
702;113;13850;2006;857;49.9
703;113;13850;2007;860;49.8
704;113;13850;2008;938;53.8
705;113;13850;2009;941;52.7
706;113;13850;2010;965;53.2
707;113;13850;2011;995;53.9
708;113;13850;2012;1020;54.5
709;113;13850;2013;992;52.8
710;113;13850;2014;971;50.9
711;113;13900;2006;129;40.3
712;113;13900;2007;125;41.7
713;113;13900;2008;89;30.9
714;113;13900;2009;68;22.9
715;113;13900;2010;65;20.4
716;113;13900;2011;61;18.4
717;113;13900;2012;60;17.1
718;113;13900;2013;54;14.6
719;113;13900;2014;56;14.1
720;113;13950;2006;110;41.3
721;113;13950;2007;103;42.7
722;113;13950;2008;62;27.7
723;113;13950;2009;56;24.1
724;113;13950;2010;50;20.6
725;113;13950;2011;47;18.6
726;113;13950;2012;47;17.5
727;113;13950;2013;41;14.6
728;113;13950;2014;44;14.8
729;113;14000;2006;19;35.3
730;113;14000;2007;21;37.6
731;113;14000;2008;27;42.5
732;113;14000;2009;12;18.9
733;113;14000;2010;14;19.8
734;113;14000;2011;14;18.0
735;113;14000;2012;13;15.7
736;113;14000;2013;12;14.7
737;113;14000;2014;11;12.1
738;113;14050;2006;128;91.3
739;113;14050;2007;131;92.8
740;113;14050;2008;112;91.9
741;113;14050;2009;134;94.1
742;113;14050;2010;138;94.1
743;113;14050;2011;150;95.5
744;113;14050;2012;118;94.5
745;113;14050;2013;124;93.6
746;113;14050;2014;133;94.6
747;113;14100;2006;1193;67.1
748;113;14100;2007;1215;67.8
749;113;14100;2008;1237;68.3
750;113;14100;2009;1209;66.2
751;113;14100;2010;1197;65.3
752;113;14100;2011;1193;64.3
753;113;14100;2012;1189;63.7
754;113;14100;2013;1168;62.4
755;113;14100;2014;1171;62.0
756;113;14150;2006;481;27.0
757;113;14150;2007;486;27.1
758;113;14150;2008;495;27.3
759;113;14150;2009;526;28.8
760;113;14150;2010;546;29.8
761;113;14150;2011;567;30.6
762;113;14150;2012;589;31.5
763;113;14150;2013;594;31.7
764;113;14150;2014;599;31.7
765;113;14200;2006;79;4.4
766;113;14200;2007;75;4.2
767;113;14200;2008;64;3.5
768;113;14200;2009;79;4.4
769;113;14200;2010;79;4.3
770;113;14200;2011;81;4.4
771;113;14200;2012;78;4.2
772;113;14200;2013;96;5.1
773;113;14200;2014;108;5.7
774;113;14250;2006;24;1.4
775;113;14250;2007;15;0.8
776;113;14250;2008;15;0.8
777;113;14250;2009;12;0.7
778;113;14250;2010;12;0.7
779;113;14250;2011;13;0.7
780;113;14250;2012;12;0.6
781;113;14250;2013;14;0.8
782;113;14250;2014;13;0.7
783;113;14300;2006;554;77.9
784;113;14300;2007;568;79.2
785;113;14300;2008;583;80.5
786;113;14300;2009;578;79.1
787;113;14300;2010;574;78.3
788;113;14300;2011;576;77.7
789;113;14300;2012;578;77.3
790;113;14300;2013;581;77.5
791;113;14300;2014;585;77.5
792;113;14350;2006;447;62.8
793;113;14350;2007;456;63.7
794;113;14350;2008;460;63.6
795;113;14350;2009;459;62.8
796;113;14350;2010;448;61.0
797;113;14350;2011;442;59.7
798;113;14350;2012;438;58.7
799;113;14350;2013;431;57.5
800;113;14350;2014;429;56.8
801;113;14400;2006;364;51.2
802;113;14400;2007;369;51.5
803;113;14400;2008;369;50.9
804;113;14400;2009;345;47.2
805;113;14400;2010;347;47.4
806;113;14400;2011;349;47.1
807;113;14400;2012;345;46.1
808;113;14400;2013;319;42.6
809;113;14400;2014;321;42.5
810;113;14450;2006;211;29.7
811;113;14450;2007;211;29.4
812;113;14450;2008;230;31.8
813;113;14450;2009;254;34.7
814;113;14450;2010;266;36.3
815;113;14450;2011;272;36.7
816;113;14450;2012;287;38.4
817;113;14450;2013;291;38.8
818;113;14450;2014;295;39.1
819;113;14500;2006;98;13.8
820;113;14500;2007;98;13.7
821;113;14500;2008;89;12.3
822;113;14500;2009;99;13.6
823;113;14500;2010;108;14.7
824;113;14500;2011;120;16.2
825;113;14500;2012;131;17.5
826;113;14500;2013;140;18.7
827;113;14500;2014;138;18.3
828;113;14550;2006;48;6.8
829;113;14550;2007;48;6.7
830;113;14550;2008;39;5.4
831;113;14550;2009;48;6.5
832;113;14550;2010;50;6.8
833;113;14550;2011;51;6.9
834;113;14550;2012;50;6.7
835;113;14550;2013;60;8.0
836;113;14550;2014;67;8.8
837;113;14600;2006;24;3.4
838;113;14600;2007;21;2.9
839;113;14600;2008;18;2.5
840;113;14600;2009;24;3.3
841;113;14600;2010;24;3.2
842;113;14600;2011;24;3.3
843;113;14600;2012;23;3.1
844;113;14600;2013;28;3.8
845;113;14600;2014;34;4.5
846;113;14650;2006;11;1.6
847;113;14650;2007;10;1.4
848;113;14650;2008;10;1.3
849;113;14650;2009;11;1.5
850;113;14650;2010;9;1.2
851;113;14650;2011;10;1.3
852;113;14650;2012;9;1.2
853;113;14650;2013;12;1.7
854;113;14650;2014;11;1.5
855;113;14700;2006;10;1.5
856;113;14700;2007;5;0.7
857;113;14700;2008;7;0.9
858;113;14700;2009;5;0.7
859;113;14700;2010;5;0.7
860;113;14700;2011;6;0.8
861;113;14700;2012;5;0.7
862;113;14700;2013;6;0.8
