ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
5200;Listed monuments total;Bernheze;2013;67
5201;Listed monuments total;Bernheze;2014;67
5202;Listed monuments total;Bernheze;2015;67
5203;Listed monuments total;Bernheze;2016;67
5204;Listed monuments total;Bernheze;2017;67
5205;Listed monuments total;Bernheze;2018;67
5206;Listed monuments total;Bernheze;2019;67
5207;Listed monuments total;Bernheze;2020;67
5208;Listed monuments total;Best;1965;0
5209;Listed monuments total;Best;1966;0
5210;Listed monuments total;Best;1967;4
5211;Listed monuments total;Best;1968;5
5212;Listed monuments total;Best;1969;5
5213;Listed monuments total;Best;1970;5
5214;Listed monuments total;Best;1971;5
5215;Listed monuments total;Best;1972;5
5216;Listed monuments total;Best;1973;6
5217;Listed monuments total;Best;1974;6
5218;Listed monuments total;Best;1975;8
5219;Listed monuments total;Best;1976;8
5220;Listed monuments total;Best;1977;8
5221;Listed monuments total;Best;1978;8
5222;Listed monuments total;Best;1979;8
5223;Listed monuments total;Best;1980;8
5224;Listed monuments total;Best;1981;8
5225;Listed monuments total;Best;1982;8
5226;Listed monuments total;Best;1983;9
5227;Listed monuments total;Best;1984;9
5228;Listed monuments total;Best;1985;9
5229;Listed monuments total;Best;1986;9
5230;Listed monuments total;Best;1987;9
5231;Listed monuments total;Best;1988;9
5232;Listed monuments total;Best;1989;9
5233;Listed monuments total;Best;1990;9
5234;Listed monuments total;Best;1991;9
5235;Listed monuments total;Best;1992;9
5236;Listed monuments total;Best;1993;9
5237;Listed monuments total;Best;1994;9
5238;Listed monuments total;Best;1995;9
5239;Listed monuments total;Best;1996;10
5240;Listed monuments total;Best;1997;10
5241;Listed monuments total;Best;1998;10
5242;Listed monuments total;Best;1999;10
5243;Listed monuments total;Best;2000;22
5244;Listed monuments total;Best;2001;23
5245;Listed monuments total;Best;2002;24
5246;Listed monuments total;Best;2003;24
5247;Listed monuments total;Best;2004;24
5248;Listed monuments total;Best;2005;24
5249;Listed monuments total;Best;2006;25
5250;Listed monuments total;Best;2007;25
5251;Listed monuments total;Best;2008;25
5252;Listed monuments total;Best;2009;25
5253;Listed monuments total;Best;2010;25
5254;Listed monuments total;Best;2011;25
5255;Listed monuments total;Best;2012;25
5256;Listed monuments total;Best;2013;25
5257;Listed monuments total;Best;2014;25
5258;Listed monuments total;Best;2015;25
5259;Listed monuments total;Best;2016;25
5260;Listed monuments total;Best;2017;25
5261;Listed monuments total;Best;2018;25
5262;Listed monuments total;Best;2019;25
5263;Listed monuments total;Best;2020;25
5264;Listed monuments total;Beuningen;1965;0
5265;Listed monuments total;Beuningen;1966;0
5266;Listed monuments total;Beuningen;1967;0
5267;Listed monuments total;Beuningen;1968;0
5268;Listed monuments total;Beuningen;1969;0
5269;Listed monuments total;Beuningen;1970;0
5270;Listed monuments total;Beuningen;1971;10
5271;Listed monuments total;Beuningen;1972;10
5272;Listed monuments total;Beuningen;1973;31
5273;Listed monuments total;Beuningen;1974;31
5274;Listed monuments total;Beuningen;1975;37
5275;Listed monuments total;Beuningen;1976;37
5276;Listed monuments total;Beuningen;1977;38
5277;Listed monuments total;Beuningen;1978;39
5278;Listed monuments total;Beuningen;1979;39
5279;Listed monuments total;Beuningen;1980;39
5280;Listed monuments total;Beuningen;1981;39
5281;Listed monuments total;Beuningen;1982;40
5282;Listed monuments total;Beuningen;1983;40
5283;Listed monuments total;Beuningen;1984;40
5284;Listed monuments total;Beuningen;1985;40
5285;Listed monuments total;Beuningen;1986;40
5286;Listed monuments total;Beuningen;1987;40
5287;Listed monuments total;Beuningen;1988;40
5288;Listed monuments total;Beuningen;1989;40
5289;Listed monuments total;Beuningen;1990;40
5290;Listed monuments total;Beuningen;1991;40
5291;Listed monuments total;Beuningen;1992;40
5292;Listed monuments total;Beuningen;1993;40
5293;Listed monuments total;Beuningen;1994;40
5294;Listed monuments total;Beuningen;1995;40
5295;Listed monuments total;Beuningen;1996;40
5296;Listed monuments total;Beuningen;1997;40
5297;Listed monuments total;Beuningen;1998;40
5298;Listed monuments total;Beuningen;1999;40
5299;Listed monuments total;Beuningen;2000;40
5300;Listed monuments total;Beuningen;2001;40
5301;Listed monuments total;Beuningen;2002;63
5302;Listed monuments total;Beuningen;2003;63
5303;Listed monuments total;Beuningen;2004;70
5304;Listed monuments total;Beuningen;2005;70
5305;Listed monuments total;Beuningen;2006;70
5306;Listed monuments total;Beuningen;2007;70
5307;Listed monuments total;Beuningen;2008;70
5308;Listed monuments total;Beuningen;2009;69
5309;Listed monuments total;Beuningen;2010;69
5310;Listed monuments total;Beuningen;2011;69
5311;Listed monuments total;Beuningen;2012;69
5312;Listed monuments total;Beuningen;2013;67
5313;Listed monuments total;Beuningen;2014;67
5314;Listed monuments total;Beuningen;2015;67
5315;Listed monuments total;Beuningen;2016;66
5316;Listed monuments total;Beuningen;2017;66
5317;Listed monuments total;Beuningen;2018;66
5318;Listed monuments total;Beuningen;2019;66
5319;Listed monuments total;Beuningen;2020;66
5320;Listed monuments total;Beverwijk;1965;0
5321;Listed monuments total;Beverwijk;1966;0
5322;Listed monuments total;Beverwijk;1967;17
5323;Listed monuments total;Beverwijk;1968;17
5324;Listed monuments total;Beverwijk;1969;17
5325;Listed monuments total;Beverwijk;1970;17
5326;Listed monuments total;Beverwijk;1971;17
5327;Listed monuments total;Beverwijk;1972;17
5328;Listed monuments total;Beverwijk;1973;17
5329;Listed monuments total;Beverwijk;1974;17
5330;Listed monuments total;Beverwijk;1975;17
5331;Listed monuments total;Beverwijk;1976;17
5332;Listed monuments total;Beverwijk;1977;17
5333;Listed monuments total;Beverwijk;1978;17
5334;Listed monuments total;Beverwijk;1979;17
5335;Listed monuments total;Beverwijk;1980;17
5336;Listed monuments total;Beverwijk;1981;17
5337;Listed monuments total;Beverwijk;1982;17
5338;Listed monuments total;Beverwijk;1983;17
5339;Listed monuments total;Beverwijk;1984;17
5340;Listed monuments total;Beverwijk;1985;17
5341;Listed monuments total;Beverwijk;1986;17
5342;Listed monuments total;Beverwijk;1987;17
5343;Listed monuments total;Beverwijk;1988;17
5344;Listed monuments total;Beverwijk;1989;17
5345;Listed monuments total;Beverwijk;1990;17
5346;Listed monuments total;Beverwijk;1991;24
5347;Listed monuments total;Beverwijk;1992;24
5348;Listed monuments total;Beverwijk;1993;24
5349;Listed monuments total;Beverwijk;1994;24
5350;Listed monuments total;Beverwijk;1995;25
5351;Listed monuments total;Beverwijk;1996;25
5352;Listed monuments total;Beverwijk;1997;25
5353;Listed monuments total;Beverwijk;1998;25
5354;Listed monuments total;Beverwijk;1999;26
5355;Listed monuments total;Beverwijk;2000;26
5356;Listed monuments total;Beverwijk;2001;34
5357;Listed monuments total;Beverwijk;2002;35
5358;Listed monuments total;Beverwijk;2003;35
5359;Listed monuments total;Beverwijk;2004;35
5360;Listed monuments total;Beverwijk;2005;35
5361;Listed monuments total;Beverwijk;2006;43
5362;Listed monuments total;Beverwijk;2007;43
5363;Listed monuments total;Beverwijk;2008;43
5364;Listed monuments total;Beverwijk;2009;43
5365;Listed monuments total;Beverwijk;2010;43
5366;Listed monuments total;Beverwijk;2011;43
5367;Listed monuments total;Beverwijk;2012;43
5368;Listed monuments total;Beverwijk;2013;42
5369;Listed monuments total;Beverwijk;2014;41
5370;Listed monuments total;Beverwijk;2015;41
5371;Listed monuments total;Beverwijk;2016;41
5372;Listed monuments total;Beverwijk;2017;41
5373;Listed monuments total;Beverwijk;2018;41
5374;Listed monuments total;Beverwijk;2019;41
5375;Listed monuments total;Beverwijk;2020;41
5376;Listed monuments total;De Bilt;1965;0
5377;Listed monuments total;De Bilt;1966;0
5378;Listed monuments total;De Bilt;1967;0
5379;Listed monuments total;De Bilt;1968;0
5380;Listed monuments total;De Bilt;1969;0
5381;Listed monuments total;De Bilt;1970;0
5382;Listed monuments total;De Bilt;1971;26
5383;Listed monuments total;De Bilt;1972;27
5384;Listed monuments total;De Bilt;1973;27
5385;Listed monuments total;De Bilt;1974;28
5386;Listed monuments total;De Bilt;1975;28
5387;Listed monuments total;De Bilt;1976;28
5388;Listed monuments total;De Bilt;1977;28
5389;Listed monuments total;De Bilt;1978;29
5390;Listed monuments total;De Bilt;1979;30
5391;Listed monuments total;De Bilt;1980;30
5392;Listed monuments total;De Bilt;1981;30
5393;Listed monuments total;De Bilt;1982;39
5394;Listed monuments total;De Bilt;1983;39
5395;Listed monuments total;De Bilt;1984;39
5396;Listed monuments total;De Bilt;1985;39
5397;Listed monuments total;De Bilt;1986;39
5398;Listed monuments total;De Bilt;1987;39
5399;Listed monuments total;De Bilt;1988;39
5400;Listed monuments total;De Bilt;1989;40
5401;Listed monuments total;De Bilt;1990;40
5402;Listed monuments total;De Bilt;1991;40
5403;Listed monuments total;De Bilt;1992;40
5404;Listed monuments total;De Bilt;1993;40
5405;Listed monuments total;De Bilt;1994;40
5406;Listed monuments total;De Bilt;1995;40
5407;Listed monuments total;De Bilt;1996;40
5408;Listed monuments total;De Bilt;1997;63
5409;Listed monuments total;De Bilt;1998;63
5410;Listed monuments total;De Bilt;1999;72
5411;Listed monuments total;De Bilt;2000;72
5412;Listed monuments total;De Bilt;2001;137
5413;Listed monuments total;De Bilt;2002;148
5414;Listed monuments total;De Bilt;2003;148
5415;Listed monuments total;De Bilt;2004;159
5416;Listed monuments total;De Bilt;2005;159
5417;Listed monuments total;De Bilt;2006;159
5418;Listed monuments total;De Bilt;2007;159
5419;Listed monuments total;De Bilt;2008;159
5420;Listed monuments total;De Bilt;2009;159
5421;Listed monuments total;De Bilt;2010;161
5422;Listed monuments total;De Bilt;2011;161
5423;Listed monuments total;De Bilt;2012;161
5424;Listed monuments total;De Bilt;2013;158
5425;Listed monuments total;De Bilt;2014;158
5426;Listed monuments total;De Bilt;2015;158
5427;Listed monuments total;De Bilt;2016;175
5428;Listed monuments total;De Bilt;2017;174
5429;Listed monuments total;De Bilt;2018;174
5430;Listed monuments total;De Bilt;2019;174
5431;Listed monuments total;De Bilt;2020;175
5432;Listed monuments total;Bladel;1965;0
5433;Listed monuments total;Bladel;1966;0
5434;Listed monuments total;Bladel;1967;21
5435;Listed monuments total;Bladel;1968;21
5436;Listed monuments total;Bladel;1969;21
5437;Listed monuments total;Bladel;1970;21
5438;Listed monuments total;Bladel;1971;21
5439;Listed monuments total;Bladel;1972;21
5440;Listed monuments total;Bladel;1973;22
5441;Listed monuments total;Bladel;1974;23
5442;Listed monuments total;Bladel;1975;23
5443;Listed monuments total;Bladel;1976;23
5444;Listed monuments total;Bladel;1977;25
5445;Listed monuments total;Bladel;1978;25
5446;Listed monuments total;Bladel;1979;25
5447;Listed monuments total;Bladel;1980;26
5448;Listed monuments total;Bladel;1981;26
5449;Listed monuments total;Bladel;1982;26
5450;Listed monuments total;Bladel;1983;26
5451;Listed monuments total;Bladel;1984;26
5452;Listed monuments total;Bladel;1985;26
5453;Listed monuments total;Bladel;1986;26
5454;Listed monuments total;Bladel;1987;26
5455;Listed monuments total;Bladel;1988;26
5456;Listed monuments total;Bladel;1989;26
5457;Listed monuments total;Bladel;1990;26
5458;Listed monuments total;Bladel;1991;26
5459;Listed monuments total;Bladel;1992;26
5460;Listed monuments total;Bladel;1993;26
5461;Listed monuments total;Bladel;1994;26
5462;Listed monuments total;Bladel;1995;26
5463;Listed monuments total;Bladel;1996;26
5464;Listed monuments total;Bladel;1997;27
5465;Listed monuments total;Bladel;1998;27
5466;Listed monuments total;Bladel;1999;27
5467;Listed monuments total;Bladel;2000;27
5468;Listed monuments total;Bladel;2001;35
5469;Listed monuments total;Bladel;2002;35
5470;Listed monuments total;Bladel;2003;35
5471;Listed monuments total;Bladel;2004;35
5472;Listed monuments total;Bladel;2005;34
5473;Listed monuments total;Bladel;2006;37
5474;Listed monuments total;Bladel;2007;37
5475;Listed monuments total;Bladel;2008;37
5476;Listed monuments total;Bladel;2009;37
5477;Listed monuments total;Bladel;2010;37
5478;Listed monuments total;Bladel;2011;37
5479;Listed monuments total;Bladel;2012;37
5480;Listed monuments total;Bladel;2013;36
5481;Listed monuments total;Bladel;2014;36
5482;Listed monuments total;Bladel;2015;36
5483;Listed monuments total;Bladel;2016;36
5484;Listed monuments total;Bladel;2017;35
5485;Listed monuments total;Bladel;2018;35
5486;Listed monuments total;Bladel;2019;35
5487;Listed monuments total;Bladel;2020;35
5488;Listed monuments total;Blaricum;1965;0
5489;Listed monuments total;Blaricum;1966;46
5490;Listed monuments total;Blaricum;1967;46
5491;Listed monuments total;Blaricum;1968;46
5492;Listed monuments total;Blaricum;1969;48
5493;Listed monuments total;Blaricum;1970;48
5494;Listed monuments total;Blaricum;1971;48
5495;Listed monuments total;Blaricum;1972;49
5496;Listed monuments total;Blaricum;1973;49
5497;Listed monuments total;Blaricum;1974;49
5498;Listed monuments total;Blaricum;1975;49
5499;Listed monuments total;Blaricum;1976;49
5500;Listed monuments total;Blaricum;1977;49
5501;Listed monuments total;Blaricum;1978;49
5502;Listed monuments total;Blaricum;1979;49
5503;Listed monuments total;Blaricum;1980;49
5504;Listed monuments total;Blaricum;1981;49
5505;Listed monuments total;Blaricum;1982;49
5506;Listed monuments total;Blaricum;1983;49
5507;Listed monuments total;Blaricum;1984;49
5508;Listed monuments total;Blaricum;1985;50
5509;Listed monuments total;Blaricum;1986;51
5510;Listed monuments total;Blaricum;1987;51
5511;Listed monuments total;Blaricum;1988;51
5512;Listed monuments total;Blaricum;1989;51
5513;Listed monuments total;Blaricum;1990;51
5514;Listed monuments total;Blaricum;1991;51
5515;Listed monuments total;Blaricum;1992;51
5516;Listed monuments total;Blaricum;1993;51
5517;Listed monuments total;Blaricum;1994;51
5518;Listed monuments total;Blaricum;1995;51
5519;Listed monuments total;Blaricum;1996;51
5520;Listed monuments total;Blaricum;1997;51
5521;Listed monuments total;Blaricum;1998;69
5522;Listed monuments total;Blaricum;1999;69
5523;Listed monuments total;Blaricum;2000;69
5524;Listed monuments total;Blaricum;2001;69
5525;Listed monuments total;Blaricum;2002;69
5526;Listed monuments total;Blaricum;2003;69
5527;Listed monuments total;Blaricum;2004;69
5528;Listed monuments total;Blaricum;2005;69
5529;Listed monuments total;Blaricum;2006;70
5530;Listed monuments total;Blaricum;2007;70
5531;Listed monuments total;Blaricum;2008;69
5532;Listed monuments total;Blaricum;2009;69
5533;Listed monuments total;Blaricum;2010;69
5534;Listed monuments total;Blaricum;2011;69
5535;Listed monuments total;Blaricum;2012;69
5536;Listed monuments total;Blaricum;2013;69
5537;Listed monuments total;Blaricum;2014;69
5538;Listed monuments total;Blaricum;2015;69
5539;Listed monuments total;Blaricum;2016;69
5540;Listed monuments total;Blaricum;2017;69
5541;Listed monuments total;Blaricum;2018;69
5542;Listed monuments total;Blaricum;2019;69
5543;Listed monuments total;Blaricum;2020;69
5544;Listed monuments total;Bloemendaal;1965;0
5545;Listed monuments total;Bloemendaal;1966;0
5546;Listed monuments total;Bloemendaal;1967;0
5547;Listed monuments total;Bloemendaal;1968;0
5548;Listed monuments total;Bloemendaal;1969;0
5549;Listed monuments total;Bloemendaal;1970;0
5550;Listed monuments total;Bloemendaal;1971;0
5551;Listed monuments total;Bloemendaal;1972;2
5552;Listed monuments total;Bloemendaal;1973;97
5553;Listed monuments total;Bloemendaal;1974;97
5554;Listed monuments total;Bloemendaal;1975;101
5555;Listed monuments total;Bloemendaal;1976;103
5556;Listed monuments total;Bloemendaal;1977;103
5557;Listed monuments total;Bloemendaal;1978;104
5558;Listed monuments total;Bloemendaal;1979;104
5559;Listed monuments total;Bloemendaal;1980;104
5560;Listed monuments total;Bloemendaal;1981;104
5561;Listed monuments total;Bloemendaal;1982;104
5562;Listed monuments total;Bloemendaal;1983;104
5563;Listed monuments total;Bloemendaal;1984;104
5564;Listed monuments total;Bloemendaal;1985;104
5565;Listed monuments total;Bloemendaal;1986;104
5566;Listed monuments total;Bloemendaal;1987;104
5567;Listed monuments total;Bloemendaal;1988;105
5568;Listed monuments total;Bloemendaal;1989;106
5569;Listed monuments total;Bloemendaal;1990;143
5570;Listed monuments total;Bloemendaal;1991;144
5571;Listed monuments total;Bloemendaal;1992;145
5572;Listed monuments total;Bloemendaal;1993;145
5573;Listed monuments total;Bloemendaal;1994;146
5574;Listed monuments total;Bloemendaal;1995;146
5575;Listed monuments total;Bloemendaal;1996;149
5576;Listed monuments total;Bloemendaal;1997;149
5577;Listed monuments total;Bloemendaal;1998;211
5578;Listed monuments total;Bloemendaal;1999;216
5579;Listed monuments total;Bloemendaal;2000;239
5580;Listed monuments total;Bloemendaal;2001;239
5581;Listed monuments total;Bloemendaal;2002;247
5582;Listed monuments total;Bloemendaal;2003;247
5583;Listed monuments total;Bloemendaal;2004;247
5584;Listed monuments total;Bloemendaal;2005;262
5585;Listed monuments total;Bloemendaal;2006;277
5586;Listed monuments total;Bloemendaal;2007;276
5587;Listed monuments total;Bloemendaal;2008;276
5588;Listed monuments total;Bloemendaal;2009;276
5589;Listed monuments total;Bloemendaal;2010;286
5590;Listed monuments total;Bloemendaal;2011;291
5591;Listed monuments total;Bloemendaal;2012;291
5592;Listed monuments total;Bloemendaal;2013;271
5593;Listed monuments total;Bloemendaal;2014;271
5594;Listed monuments total;Bloemendaal;2015;272
5595;Listed monuments total;Bloemendaal;2016;272
5596;Listed monuments total;Bloemendaal;2017;271
5597;Listed monuments total;Bloemendaal;2018;271
5598;Listed monuments total;Bloemendaal;2019;271
5599;Listed monuments total;Bloemendaal;2020;271
5600;Listed monuments total;Bodegraven-Reeuwijk;1965;0
5601;Listed monuments total;Bodegraven-Reeuwijk;1966;0
5602;Listed monuments total;Bodegraven-Reeuwijk;1967;0
5603;Listed monuments total;Bodegraven-Reeuwijk;1968;0
5604;Listed monuments total;Bodegraven-Reeuwijk;1969;0
5605;Listed monuments total;Bodegraven-Reeuwijk;1970;0
5606;Listed monuments total;Bodegraven-Reeuwijk;1971;0
5607;Listed monuments total;Bodegraven-Reeuwijk;1972;22
5608;Listed monuments total;Bodegraven-Reeuwijk;1973;41
5609;Listed monuments total;Bodegraven-Reeuwijk;1974;43
5610;Listed monuments total;Bodegraven-Reeuwijk;1975;43
5611;Listed monuments total;Bodegraven-Reeuwijk;1976;43
5612;Listed monuments total;Bodegraven-Reeuwijk;1977;45
5613;Listed monuments total;Bodegraven-Reeuwijk;1978;46
5614;Listed monuments total;Bodegraven-Reeuwijk;1979;47
5615;Listed monuments total;Bodegraven-Reeuwijk;1980;47
5616;Listed monuments total;Bodegraven-Reeuwijk;1981;47
5617;Listed monuments total;Bodegraven-Reeuwijk;1982;47
5618;Listed monuments total;Bodegraven-Reeuwijk;1983;47
5619;Listed monuments total;Bodegraven-Reeuwijk;1984;47
5620;Listed monuments total;Bodegraven-Reeuwijk;1985;47
5621;Listed monuments total;Bodegraven-Reeuwijk;1986;47
5622;Listed monuments total;Bodegraven-Reeuwijk;1987;47
5623;Listed monuments total;Bodegraven-Reeuwijk;1988;47
5624;Listed monuments total;Bodegraven-Reeuwijk;1989;47
5625;Listed monuments total;Bodegraven-Reeuwijk;1990;46
5626;Listed monuments total;Bodegraven-Reeuwijk;1991;45
5627;Listed monuments total;Bodegraven-Reeuwijk;1992;45
5628;Listed monuments total;Bodegraven-Reeuwijk;1993;45
5629;Listed monuments total;Bodegraven-Reeuwijk;1994;45
5630;Listed monuments total;Bodegraven-Reeuwijk;1995;44
5631;Listed monuments total;Bodegraven-Reeuwijk;1996;44
5632;Listed monuments total;Bodegraven-Reeuwijk;1997;44
5633;Listed monuments total;Bodegraven-Reeuwijk;1998;51
5634;Listed monuments total;Bodegraven-Reeuwijk;1999;51
5635;Listed monuments total;Bodegraven-Reeuwijk;2000;51
5636;Listed monuments total;Bodegraven-Reeuwijk;2001;51
5637;Listed monuments total;Bodegraven-Reeuwijk;2002;52
5638;Listed monuments total;Bodegraven-Reeuwijk;2003;52
5639;Listed monuments total;Bodegraven-Reeuwijk;2004;54
5640;Listed monuments total;Bodegraven-Reeuwijk;2005;54
5641;Listed monuments total;Bodegraven-Reeuwijk;2006;53
5642;Listed monuments total;Bodegraven-Reeuwijk;2007;53
5643;Listed monuments total;Bodegraven-Reeuwijk;2008;53
5644;Listed monuments total;Bodegraven-Reeuwijk;2009;53
5645;Listed monuments total;Bodegraven-Reeuwijk;2010;53
5646;Listed monuments total;Bodegraven-Reeuwijk;2011;53
5647;Listed monuments total;Bodegraven-Reeuwijk;2012;53
5648;Listed monuments total;Bodegraven-Reeuwijk;2013;53
5649;Listed monuments total;Bodegraven-Reeuwijk;2014;53
5650;Listed monuments total;Bodegraven-Reeuwijk;2015;53
5651;Listed monuments total;Bodegraven-Reeuwijk;2016;53
5652;Listed monuments total;Bodegraven-Reeuwijk;2017;53
5653;Listed monuments total;Bodegraven-Reeuwijk;2018;53
5654;Listed monuments total;Bodegraven-Reeuwijk;2019;53
5655;Listed monuments total;Bodegraven-Reeuwijk;2020;53
5656;Listed monuments total;Boekel;1965;0
5657;Listed monuments total;Boekel;1966;0
5658;Listed monuments total;Boekel;1967;0
5659;Listed monuments total;Boekel;1968;0
5660;Listed monuments total;Boekel;1969;0
5661;Listed monuments total;Boekel;1970;0
5662;Listed monuments total;Boekel;1971;0
5663;Listed monuments total;Boekel;1972;0
5664;Listed monuments total;Boekel;1973;1
5665;Listed monuments total;Boekel;1974;1
5666;Listed monuments total;Boekel;1975;1
5667;Listed monuments total;Boekel;1976;1
5668;Listed monuments total;Boekel;1977;1
5669;Listed monuments total;Boekel;1978;1
5670;Listed monuments total;Boekel;1979;1
5671;Listed monuments total;Boekel;1980;1
5672;Listed monuments total;Boekel;1981;1
5673;Listed monuments total;Boekel;1982;1
5674;Listed monuments total;Boekel;1983;3
5675;Listed monuments total;Boekel;1984;3
5676;Listed monuments total;Boekel;1985;3
5677;Listed monuments total;Boekel;1986;3
5678;Listed monuments total;Boekel;1987;3
5679;Listed monuments total;Boekel;1988;3
5680;Listed monuments total;Boekel;1989;3
5681;Listed monuments total;Boekel;1990;3
5682;Listed monuments total;Boekel;1991;3
5683;Listed monuments total;Boekel;1992;3
5684;Listed monuments total;Boekel;1993;2
5685;Listed monuments total;Boekel;1994;2
5686;Listed monuments total;Boekel;1995;2
5687;Listed monuments total;Boekel;1996;2
5688;Listed monuments total;Boekel;1997;2
5689;Listed monuments total;Boekel;1998;2
5690;Listed monuments total;Boekel;1999;2
5691;Listed monuments total;Boekel;2000;2
5692;Listed monuments total;Boekel;2001;9
5693;Listed monuments total;Boekel;2002;9
5694;Listed monuments total;Boekel;2003;12
5695;Listed monuments total;Boekel;2004;12
5696;Listed monuments total;Boekel;2005;13
5697;Listed monuments total;Boekel;2006;13
5698;Listed monuments total;Boekel;2007;13
5699;Listed monuments total;Boekel;2008;13
5700;Listed monuments total;Boekel;2009;13
5701;Listed monuments total;Boekel;2010;13
5702;Listed monuments total;Boekel;2011;13
5703;Listed monuments total;Boekel;2012;13
5704;Listed monuments total;Boekel;2013;13
5705;Listed monuments total;Boekel;2014;13
5706;Listed monuments total;Boekel;2015;13
5707;Listed monuments total;Boekel;2016;13
5708;Listed monuments total;Boekel;2017;13
5709;Listed monuments total;Boekel;2018;13
5710;Listed monuments total;Boekel;2019;13
5711;Listed monuments total;Boekel;2020;13
5712;Listed monuments total;Borger-Odoorn;1965;5
5713;Listed monuments total;Borger-Odoorn;1966;5
5714;Listed monuments total;Borger-Odoorn;1967;5
5715;Listed monuments total;Borger-Odoorn;1968;6
5716;Listed monuments total;Borger-Odoorn;1969;6
5717;Listed monuments total;Borger-Odoorn;1970;6
5718;Listed monuments total;Borger-Odoorn;1971;6
5719;Listed monuments total;Borger-Odoorn;1972;6
5720;Listed monuments total;Borger-Odoorn;1973;6
5721;Listed monuments total;Borger-Odoorn;1974;6
5722;Listed monuments total;Borger-Odoorn;1975;6
5723;Listed monuments total;Borger-Odoorn;1976;6
5724;Listed monuments total;Borger-Odoorn;1977;6
5725;Listed monuments total;Borger-Odoorn;1978;7
5726;Listed monuments total;Borger-Odoorn;1979;10
5727;Listed monuments total;Borger-Odoorn;1980;10
5728;Listed monuments total;Borger-Odoorn;1981;10
5729;Listed monuments total;Borger-Odoorn;1982;10
5730;Listed monuments total;Borger-Odoorn;1983;11
5731;Listed monuments total;Borger-Odoorn;1984;13
5732;Listed monuments total;Borger-Odoorn;1985;13
5733;Listed monuments total;Borger-Odoorn;1986;13
5734;Listed monuments total;Borger-Odoorn;1987;13
5735;Listed monuments total;Borger-Odoorn;1988;13
5736;Listed monuments total;Borger-Odoorn;1989;13
5737;Listed monuments total;Borger-Odoorn;1990;13
5738;Listed monuments total;Borger-Odoorn;1991;13
5739;Listed monuments total;Borger-Odoorn;1992;15
5740;Listed monuments total;Borger-Odoorn;1993;21
5741;Listed monuments total;Borger-Odoorn;1994;22
5742;Listed monuments total;Borger-Odoorn;1995;22
5743;Listed monuments total;Borger-Odoorn;1996;22
5744;Listed monuments total;Borger-Odoorn;1997;25
5745;Listed monuments total;Borger-Odoorn;1998;35
5746;Listed monuments total;Borger-Odoorn;1999;34
5747;Listed monuments total;Borger-Odoorn;2000;34
5748;Listed monuments total;Borger-Odoorn;2001;34
5749;Listed monuments total;Borger-Odoorn;2002;34
5750;Listed monuments total;Borger-Odoorn;2003;34
5751;Listed monuments total;Borger-Odoorn;2004;35
5752;Listed monuments total;Borger-Odoorn;2005;36
5753;Listed monuments total;Borger-Odoorn;2006;36
5754;Listed monuments total;Borger-Odoorn;2007;36
5755;Listed monuments total;Borger-Odoorn;2008;36
5756;Listed monuments total;Borger-Odoorn;2009;36
5757;Listed monuments total;Borger-Odoorn;2010;36
5758;Listed monuments total;Borger-Odoorn;2011;36
5759;Listed monuments total;Borger-Odoorn;2012;36
5760;Listed monuments total;Borger-Odoorn;2013;36
5761;Listed monuments total;Borger-Odoorn;2014;36
5762;Listed monuments total;Borger-Odoorn;2015;35
5763;Listed monuments total;Borger-Odoorn;2016;35
5764;Listed monuments total;Borger-Odoorn;2017;35
5765;Listed monuments total;Borger-Odoorn;2018;34
5766;Listed monuments total;Borger-Odoorn;2019;34
5767;Listed monuments total;Borger-Odoorn;2020;34
5768;Listed monuments total;Borne;1965;0
5769;Listed monuments total;Borne;1966;0
5770;Listed monuments total;Borne;1967;0
5771;Listed monuments total;Borne;1968;0
5772;Listed monuments total;Borne;1969;0
5773;Listed monuments total;Borne;1970;0
5774;Listed monuments total;Borne;1971;13
5775;Listed monuments total;Borne;1972;13
5776;Listed monuments total;Borne;1973;14
5777;Listed monuments total;Borne;1974;14
5778;Listed monuments total;Borne;1975;18
5779;Listed monuments total;Borne;1976;19
5780;Listed monuments total;Borne;1977;19
5781;Listed monuments total;Borne;1978;22
5782;Listed monuments total;Borne;1979;23
5783;Listed monuments total;Borne;1980;23
5784;Listed monuments total;Borne;1981;23
5785;Listed monuments total;Borne;1982;23
5786;Listed monuments total;Borne;1983;23
5787;Listed monuments total;Borne;1984;23
5788;Listed monuments total;Borne;1985;23
5789;Listed monuments total;Borne;1986;23
5790;Listed monuments total;Borne;1987;23
5791;Listed monuments total;Borne;1988;24
5792;Listed monuments total;Borne;1989;24
5793;Listed monuments total;Borne;1990;23
5794;Listed monuments total;Borne;1991;23
5795;Listed monuments total;Borne;1992;23
5796;Listed monuments total;Borne;1993;23
5797;Listed monuments total;Borne;1994;23
5798;Listed monuments total;Borne;1995;23
5799;Listed monuments total;Borne;1996;23
5800;Listed monuments total;Borne;1997;31
5801;Listed monuments total;Borne;1998;37
5802;Listed monuments total;Borne;1999;37
5803;Listed monuments total;Borne;2000;37
5804;Listed monuments total;Borne;2001;37
5805;Listed monuments total;Borne;2002;37
5806;Listed monuments total;Borne;2003;39
5807;Listed monuments total;Borne;2004;41
5808;Listed monuments total;Borne;2005;41
5809;Listed monuments total;Borne;2006;41
