ID;SectorBranchesSIC2008;Periods;LabourPriceIndex_1;YearOnYearChangePriceOfLabour_2;WageCostsPerHourWorked_3;YearOnYearChangeWageCostsPerHour_4;StructuralEffect_5
1749;O-U Noncommercial services;2004;68.7;2.1;66.6;2.4;0.3
1750;O-U Noncommercial services;2005;70.9;3.2;69.1;3.7;0.5
1751;O-U Noncommercial services;2006;72.7;2.5;71.1;2.9;0.4
1752;O-U Noncommercial services;2007;75.0;3.1;73.3;3.1;0.0
1753;O-U Noncommercial services;2008;78.0;4.1;76.1;3.8;-0.2
1754;O-U Noncommercial services;2009;80.2;2.8;78.3;2.9;0.1
1755;O-U Noncommercial services;2010;81.9;2.1;79.8;2.0;-0.1
1756;O-U Noncommercial services;2011;83.4;1.8;81.5;2.0;0.2
1757;O-U Noncommercial services;2012;85.2;2.3;83.6;2.7;0.4
1758;O-U Noncommercial services;2013;86.5;1.5;85.6;2.3;0.7
1759;O-U Noncommercial services;2014;87.1;0.6;86.7;1.3;0.7
1760;O-U Noncommercial services;2015;87.5;0.5;87.6;1.1;0.6
1761;O-U Noncommercial services;2016;89.3;2.0;89.5;2.1;0.1
1762;O-U Noncommercial services;2017;90.9;1.8;91.0;1.7;-0.1
1763;O-U Noncommercial services;2018;93.2;2.6;93.2;2.4;-0.1
1764;O-U Noncommercial services;2019;95.8;2.8;95.6;2.6;-0.2
1765;O-U Noncommercial services;2020;99.4;3.8;99.5;4.1;0.3
1766;O-U Noncommercial services;2021;100.0;0.6;100.0;0.5;-0.1
1767;O-U Noncommercial services;2022;106.5;6.5;106.2;6.2;-0.3
1768;O-U Noncommercial services;2023;113.0;6.2;112.6;6.1;-0.1
1769;O-U Noncommercial services;2024;119.9;6.1;119.5;6.1;-0.1
1770;O-U Noncommercial services;2006 January - 2006 December;72.7;2.5;71.1;2.9;0.4
1771;O-U Noncommercial services;2006 April - 2007 March;73.4;;71.8;;
1772;O-U Noncommercial services;2006 July - 2007 June;73.9;;72.3;;
1773;O-U Noncommercial services;2006 October - 2007 September;74.3;;72.7;;
1774;O-U Noncommercial services;2007 January - 2007 December;75.0;3.1;73.3;3.1;0.0
1775;O-U Noncommercial services;2007 April - 2008 March;75.8;3.2;74.0;3.1;-0.1
1776;O-U Noncommercial services;2007 July - 2008 June;76.4;3.4;74.6;3.2;-0.2
1777;O-U Noncommercial services;2007 October - 2008 September;76.8;3.3;74.9;3.1;-0.2
1778;O-U Noncommercial services;2008 January - 2008 December;78.0;4.1;76.1;3.8;-0.2
1779;O-U Noncommercial services;2008 April - 2009 March;78.5;3.6;76.5;3.4;-0.2
1780;O-U Noncommercial services;2008 July - 2009 June;79.5;4.0;77.5;3.9;-0.1
1781;O-U Noncommercial services;2008 October - 2009 September;79.8;3.9;77.8;3.9;0.0
1782;O-U Noncommercial services;2009 January - 2009 December;80.2;2.8;78.3;2.9;0.1
1783;O-U Noncommercial services;2009 April - 2010 March;80.4;2.5;78.5;2.5;0.1
1784;O-U Noncommercial services;2009 July - 2010 June;81.4;2.3;79.4;2.4;0.0
1785;O-U Noncommercial services;2009 October - 2010 September;81.7;2.4;79.7;2.4;0.0
1786;O-U Noncommercial services;2010 January - 2010 December;81.9;2.1;79.8;2.0;-0.1
1787;O-U Noncommercial services;2010 April - 2011 March;81.9;1.8;79.8;1.7;0.0
1788;O-U Noncommercial services;2010 July - 2011 June;81.9;0.6;79.9;0.7;0.1
1789;O-U Noncommercial services;2010 October - 2011 September;82.1;0.6;80.2;0.7;0.1
1790;O-U Noncommercial services;2011 January - 2011 December;83.4;1.8;81.5;2.0;0.2
1791;O-U Noncommercial services;2011 April - 2012 March;83.3;1.7;81.4;2.0;0.3
1792;O-U Noncommercial services;2011 July - 2012 June;83.6;2.1;81.8;2.4;0.3
1793;O-U Noncommercial services;2011 October - 2012 September;84.4;2.8;82.7;3.1;0.3
1794;O-U Noncommercial services;2012 January - 2012 December;85.2;2.3;83.6;2.7;0.4
1795;O-U Noncommercial services;2012 April - 2013 March;86.3;3.7;84.9;4.2;0.5
1796;O-U Noncommercial services;2012 July - 2013 June;86.5;3.4;85.1;4.0;0.6
1797;O-U Noncommercial services;2012 October - 2013 September;86.7;2.6;85.5;3.3;0.7
1798;O-U Noncommercial services;2013 January - 2013 December;86.5;1.5;85.6;2.3;0.7
1799;O-U Noncommercial services;2013 April - 2014 March;86.4;0.1;85.6;0.9;0.8
1800;O-U Noncommercial services;2013 July - 2014 June;86.7;0.3;86.0;1.1;0.8
1801;O-U Noncommercial services;2013 October - 2014 September;86.5;-0.1;86.0;0.6;0.7
1802;O-U Noncommercial services;2014 January - 2014 December;87.1;0.6;86.7;1.3;0.7
1803;O-U Noncommercial services;2014 April - 2015 March ;87.2;0.9;87.0;1.6;0.6
1804;O-U Noncommercial services;2014 July - 2015 June;87.4;0.8;87.2;1.4;0.6
1805;O-U Noncommercial services;2014 October - 2015 September;87.9;1.6;87.9;2.2;0.6
1806;O-U Noncommercial services;2015 January - 2015 December;87.5;0.5;87.6;1.1;0.6
1807;O-U Noncommercial services;2015 April - 2016 March;88.1;1.0;88.2;1.5;0.5
1808;O-U Noncommercial services;2015 July - 2016 June;87.6;0.2;87.8;0.6;0.4
1809;O-U Noncommercial services;2015 October - 2016 September;88.2;0.4;88.4;0.6;0.3
1810;O-U Noncommercial services;2016 January - 2016 December;89.3;2.0;89.5;2.1;0.1
1811;O-U Noncommercial services;2016 April - 2017 March;88.9;0.9;89.1;0.9;0.0
1812;O-U Noncommercial services;2016 July - 2017 June;89.6;2.3;89.8;2.2;0.0
1813;O-U Noncommercial services;2016 October - 2017 September;89.8;1.8;89.9;1.7;-0.1
1814;O-U Noncommercial services;2017 January - 2017 December;90.9;1.8;91.0;1.7;-0.1
1815;O-U Noncommercial services;2017 April - 2018 March;91.8;3.3;91.9;3.2;-0.1
1816;O-U Noncommercial services;2017 July - 2018 June;92.1;2.8;92.1;2.7;-0.2
1817;O-U Noncommercial services;2017 October - 2018 September;92.8;3.4;92.8;3.2;-0.1
1818;O-U Noncommercial services;2018 January - 2018 December;93.2;2.6;93.2;2.4;-0.1
1819;O-U Noncommercial services;2018 April - 2019 March;94.1;2.5;94.1;2.4;-0.1
1820;O-U Noncommercial services;2018 July - 2019 June;94.8;2.9;94.7;2.8;-0.1
1821;O-U Noncommercial services;2018 October - 2019 September;94.8;2.1;94.6;1.9;-0.2
1822;O-U Noncommercial services;2019 January - 2019 December;95.8;2.8;95.6;2.6;-0.2
1823;O-U Noncommercial services;2019 April - 2020 March;97.4;3.5;97.2;3.4;-0.1
1824;O-U Noncommercial services;2019 July - 2020 June;97.1;2.4;97.1;2.5;0.1
1825;O-U Noncommercial services;2019 October - 2020 September;98.8;4.2;98.8;4.4;0.2
1826;O-U Noncommercial services;2020 January - 2020 December;99.4;3.8;99.5;4.1;0.3
1827;O-U Noncommercial services;2020 April - 2021 March;97.7;0.3;97.9;0.7;0.4
1828;O-U Noncommercial services;2020 July - 2021 June;98.6;1.5;98.7;1.6;0.1
1829;O-U Noncommercial services;2020 October - 2021 September;99.6;0.9;99.7;0.9;0.0
1830;O-U Noncommercial services;2021 January - 2021 December;100.0;0.6;100.0;0.5;-0.1
1831;O-U Noncommercial services;2021 April - 2022 March;101.6;4.0;101.5;3.7;-0.4
1832;O-U Noncommercial services;2021 July - 2022 June;103.6;5.1;103.4;4.8;-0.3
1833;O-U Noncommercial services;2021 October - 2022 September;104.0;4.4;103.8;4.1;-0.3
1834;O-U Noncommercial services;2022 January - 2022 December;106.5;6.5;106.2;6.2;-0.3
1835;O-U Noncommercial services;2022 April - 2023 March;107.0;5.3;106.7;5.2;-0.2
1836;O-U Noncommercial services;2022 July - 2023 June;108.9;5.1;108.6;5.0;-0.1
1837;O-U Noncommercial services;2022 October - 2023 September;110.6;6.3;110.2;6.2;-0.1
1838;O-U Noncommercial services;2023 January - 2023 December;113.0;6.2;112.6;6.1;-0.1
1839;O-U Noncommercial services;2023 April - 2024 March;115.3;7.7;114.8;7.6;-0.1
1840;O-U Noncommercial services;2023 July - 2024 June;116.9;7.3;116.4;7.2;-0.1
1841;O-U Noncommercial services;2023 October - 2024 September;118.1;6.8;117.7;6.7;-0.1
1842;O-U Noncommercial services;2024 January - 2024 December;119.9;6.1;119.5;6.1;-0.1
1843;O-Q Government and care;2001;62.0;;60.0;;
1844;O-Q Government and care;2002;64.7;4.4;62.4;4.1;-0.3
1845;O-Q Government and care;2003;66.7;3.1;64.5;3.4;0.2
1846;O-Q Government and care;2004;68.1;2.1;66.2;2.5;0.4
1847;O-Q Government and care;2005;70.4;3.4;68.8;3.9;0.5
1848;O-Q Government and care;2006;72.3;2.6;70.8;3.0;0.4
1849;O-Q Government and care;2007;74.6;3.2;73.1;3.3;0.0
1850;O-Q Government and care;2008;77.7;4.2;76.0;4.0;-0.2
1851;O-Q Government and care;2009;80.0;2.9;78.2;2.9;0.0
1852;O-Q Government and care;2010;81.7;2.1;79.8;2.0;-0.1
1853;O-Q Government and care;2011;83.1;1.8;81.4;2.0;0.2
1854;O-Q Government and care;2012;85.0;2.2;83.5;2.6;0.4
1855;O-Q Government and care;2013;86.4;1.6;85.5;2.4;0.7
1856;O-Q Government and care;2014;86.8;0.6;86.6;1.3;0.7
1857;O-Q Government and care;2015;87.3;0.5;87.5;1.1;0.6
1858;O-Q Government and care;2016;89.0;2.0;89.4;2.2;0.2
1859;O-Q Government and care;2017;90.6;1.8;91.0;1.8;0.0
1860;O-Q Government and care;2018;93.0;2.6;93.3;2.5;-0.1
1861;O-Q Government and care;2019;95.5;2.7;95.6;2.5;-0.2
1862;O-Q Government and care;2020;99.3;4.0;99.5;4.1;0.0
1863;O-Q Government and care;2021;100.0;0.7;100.0;0.5;-0.2
1864;O-Q Government and care;2022;106.4;6.4;106.3;6.3;-0.1
1865;O-Q Government and care;2023;112.9;6.2;112.9;6.1;0.0
1866;O-Q Government and care;2024;119.9;6.2;119.8;6.1;0.0
1867;O-Q Government and care;2006 January - 2006 December;72.3;2.6;70.8;3.0;0.4
1868;O-Q Government and care;2006 April - 2007 March;73.0;;71.5;;
1869;O-Q Government and care;2006 July - 2007 June;73.5;;72.0;;
1870;O-Q Government and care;2006 October - 2007 September;73.9;;72.4;;
1871;O-Q Government and care;2007 January - 2007 December;74.6;3.2;73.1;3.3;0.0
1872;O-Q Government and care;2007 April - 2008 March;75.4;3.4;73.9;3.4;0.0
1873;O-Q Government and care;2007 July - 2008 June;76.1;3.6;74.5;3.4;-0.1
1874;O-Q Government and care;2007 October - 2008 September;76.5;3.5;74.8;3.3;-0.2
1875;O-Q Government and care;2008 January - 2008 December;77.7;4.2;76.0;4.0;-0.2
1876;O-Q Government and care;2008 April - 2009 March;78.2;3.7;76.5;3.5;-0.2
1877;O-Q Government and care;2008 July - 2009 June;79.2;4.1;77.5;4.0;-0.1
1878;O-Q Government and care;2008 October - 2009 September;79.5;4.0;77.8;4.0;0.0
1879;O-Q Government and care;2009 January - 2009 December;80.0;2.9;78.2;2.9;0.0
1880;O-Q Government and care;2009 April - 2010 March;80.2;2.5;78.4;2.4;0.0
1881;O-Q Government and care;2009 July - 2010 June;81.1;2.4;79.3;2.3;-0.1
1882;O-Q Government and care;2009 October - 2010 September;81.5;2.5;79.6;2.4;-0.1
1883;O-Q Government and care;2010 January - 2010 December;81.7;2.1;79.8;2.0;-0.1
1884;O-Q Government and care;2010 April - 2011 March;81.7;1.9;79.8;1.8;-0.1
1885;O-Q Government and care;2010 July - 2011 June;81.6;0.6;79.8;0.7;0.1
1886;O-Q Government and care;2010 October - 2011 September;81.9;0.5;80.1;0.7;0.1
1887;O-Q Government and care;2011 January - 2011 December;83.1;1.8;81.4;2.0;0.2
1888;O-Q Government and care;2011 April - 2012 March;83.0;1.7;81.3;2.0;0.3
1889;O-Q Government and care;2011 July - 2012 June;83.4;2.1;81.7;2.4;0.3
1890;O-Q Government and care;2011 October - 2012 September;84.2;2.8;82.6;3.1;0.3
1891;O-Q Government and care;2012 January - 2012 December;85.0;2.2;83.5;2.6;0.4
1892;O-Q Government and care;2012 April - 2013 March;86.1;3.7;84.7;4.2;0.5
1893;O-Q Government and care;2012 July - 2013 June;86.2;3.5;85.0;4.0;0.5
1894;O-Q Government and care;2012 October - 2013 September;86.4;2.7;85.4;3.4;0.6
1895;O-Q Government and care;2013 January - 2013 December;86.4;1.6;85.5;2.4;0.7
1896;O-Q Government and care;2013 April - 2014 March;86.2;0.2;85.5;1.0;0.8
1897;O-Q Government and care;2013 July - 2014 June;86.5;0.3;86.0;1.1;0.8
1898;O-Q Government and care;2013 October - 2014 September;86.3;-0.1;85.9;0.6;0.8
1899;O-Q Government and care;2014 January - 2014 December;86.8;0.6;86.6;1.3;0.7
1900;O-Q Government and care;2014 April - 2015 March ;87.0;0.9;86.9;1.5;0.6
1901;O-Q Government and care;2014 July - 2015 June;87.1;0.7;87.1;1.4;0.6
1902;O-Q Government and care;2014 October - 2015 September;87.7;1.5;87.8;2.1;0.6
1903;O-Q Government and care;2015 January - 2015 December;87.3;0.5;87.5;1.1;0.6
1904;O-Q Government and care;2015 April - 2016 March;87.8;0.9;88.1;1.5;0.5
1905;O-Q Government and care;2015 July - 2016 June;87.3;0.2;87.7;0.6;0.4
1906;O-Q Government and care;2015 October - 2016 September;87.9;0.3;88.3;0.7;0.3
1907;O-Q Government and care;2016 January - 2016 December;89.0;2.0;89.4;2.2;0.2
1908;O-Q Government and care;2016 April - 2017 March;88.6;0.9;89.0;1.0;0.1
1909;O-Q Government and care;2016 July - 2017 June;89.3;2.3;89.7;2.3;0.0
1910;O-Q Government and care;2016 October - 2017 September;89.5;1.8;89.9;1.8;0.0
1911;O-Q Government and care;2017 January - 2017 December;90.6;1.8;91.0;1.8;0.0
1912;O-Q Government and care;2017 April - 2018 March;91.6;3.4;91.9;3.3;-0.1
1913;O-Q Government and care;2017 July - 2018 June;91.9;2.8;92.2;2.8;-0.1
1914;O-Q Government and care;2017 October - 2018 September;92.6;3.4;92.9;3.3;-0.1
1915;O-Q Government and care;2018 January - 2018 December;93.0;2.6;93.3;2.5;-0.1
1916;O-Q Government and care;2018 April - 2019 March;93.9;2.5;94.1;2.4;-0.1
1917;O-Q Government and care;2018 July - 2019 June;94.5;2.9;94.8;2.8;-0.1
1918;O-Q Government and care;2018 October - 2019 September;94.5;2.0;94.7;1.9;-0.2
1919;O-Q Government and care;2019 January - 2019 December;95.5;2.7;95.6;2.5;-0.2
1920;O-Q Government and care;2019 April - 2020 March;97.1;3.4;97.3;3.3;-0.1
1921;O-Q Government and care;2019 July - 2020 June;96.8;2.4;97.0;2.4;0.0
1922;O-Q Government and care;2019 October - 2020 September;98.6;4.3;98.8;4.4;0.0
1923;O-Q Government and care;2020 January - 2020 December;99.3;4.0;99.5;4.1;0.0
1924;O-Q Government and care;2020 April - 2021 March;97.7;0.6;97.8;0.6;0.0
1925;O-Q Government and care;2020 July - 2021 June;98.7;1.9;98.7;1.8;-0.2
1926;O-Q Government and care;2020 October - 2021 September;99.7;1.2;99.8;1.0;-0.2
1927;O-Q Government and care;2021 January - 2021 December;100.0;0.7;100.0;0.5;-0.2
1928;O-Q Government and care;2021 April - 2022 March;101.6;4.0;101.6;3.8;-0.2
1929;O-Q Government and care;2021 July - 2022 June;103.5;4.8;103.4;4.7;-0.1
1930;O-Q Government and care;2021 October - 2022 September;103.9;4.2;103.8;4.1;-0.1
1931;O-Q Government and care;2022 January - 2022 December;106.4;6.4;106.3;6.3;-0.1
1932;O-Q Government and care;2022 April - 2023 March;106.9;5.2;106.8;5.2;0.0
1933;O-Q Government and care;2022 July - 2023 June;108.8;5.1;108.7;5.1;0.0
1934;O-Q Government and care;2022 October - 2023 September;110.4;6.3;110.4;6.3;0.0
1935;O-Q Government and care;2023 January - 2023 December;112.9;6.2;112.9;6.1;0.0
1936;O-Q Government and care;2023 April - 2024 March;115.2;7.8;115.1;7.8;0.0
1937;O-Q Government and care;2023 July - 2024 June;116.8;7.4;116.7;7.3;-0.1
1938;O-Q Government and care;2023 October - 2024 September;118.1;6.9;118.0;6.9;0.0
1939;O-Q Government and care;2024 January - 2024 December;119.9;6.2;119.8;6.1;0.0
1940;O Public administration and services;2001;64.6;;58.4;;
1941;O Public administration and services;2002;67.5;4.5;61.1;4.6;0.1
1942;O Public administration and services;2003;69.2;2.7;63.2;3.5;0.8
1943;O Public administration and services;2004;70.9;2.4;65.2;3.2;0.8
1944;O Public administration and services;2005;73.1;3.0;67.8;3.9;0.8
1945;O Public administration and services;2006;75.3;3.1;69.9;3.2;0.1
1946;O Public administration and services;2007;77.9;3.5;72.6;3.9;0.4
1947;O Public administration and services;2008;81.3;4.4;75.9;4.5;0.1
1948;O Public administration and services;2009;83.4;2.5;78.0;2.7;0.2
1949;O Public administration and services;2010;83.6;0.3;78.4;0.5;0.2
1950;O Public administration and services;2011;85.2;1.9;80.5;2.8;0.9
1951;O Public administration and services;2012;87.3;2.5;83.1;3.2;0.7
1952;O Public administration and services;2013;87.8;0.5;84.1;1.2;0.7
1953;O Public administration and services;2014;87.4;-0.4;84.2;0.1;0.5
1954;O Public administration and services;2015;88.2;0.9;85.5;1.6;0.7
1955;O Public administration and services;2016;90.7;2.8;88.5;3.4;0.6
1956;O Public administration and services;2017;93.0;2.5;91.4;3.3;0.8
1957;O Public administration and services;2018;95.1;2.2;94.0;2.9;0.6
1958;O Public administration and services;2019;97.4;2.4;96.8;2.9;0.5
1959;O Public administration and services;2020;99.4;2.0;99.1;2.4;0.4
1960;O Public administration and services;2021;100.0;0.6;100.0;0.9;0.2
1961;O Public administration and services;2022;107.5;7.5;107.7;7.7;0.2
1962;O Public administration and services;2023;113.1;5.2;113.3;5.2;0.0
1963;O Public administration and services;2024;120.9;6.9;121.1;6.9;0.0
1964;O Public administration and services;2006 January - 2006 December;75.3;3.1;69.9;3.2;0.1
1965;O Public administration and services;2006 April - 2007 March;76.2;;70.8;;
1966;O Public administration and services;2006 July - 2007 June;76.7;;71.4;;
1967;O Public administration and services;2006 October - 2007 September;77.2;;71.9;;
1968;O Public administration and services;2007 January - 2007 December;77.9;3.5;72.6;3.9;0.4
1969;O Public administration and services;2007 April - 2008 March;78.7;3.3;73.4;3.7;0.3
1970;O Public administration and services;2007 July - 2008 June;79.3;3.3;74.0;3.6;0.3
1971;O Public administration and services;2007 October - 2008 September;79.6;3.1;74.3;3.3;0.2
1972;O Public administration and services;2008 January - 2008 December;81.3;4.4;75.9;4.5;0.1
1973;O Public administration and services;2008 April - 2009 March;81.7;3.8;76.3;3.9;0.1
1974;O Public administration and services;2008 July - 2009 June;82.9;4.5;77.4;4.6;0.1
1975;O Public administration and services;2008 October - 2009 September;83.1;4.4;77.7;4.5;0.2
1976;O Public administration and services;2009 January - 2009 December;83.4;2.5;78.0;2.7;0.2
1977;O Public administration and services;2009 April - 2010 March;83.5;2.1;78.0;2.2;0.1
1978;O Public administration and services;2009 July - 2010 June;84.0;1.4;78.6;1.5;0.1
1979;O Public administration and services;2009 October - 2010 September;83.2;0.1;77.9;0.3;0.2
1980;O Public administration and services;2010 January - 2010 December;83.6;0.3;78.4;0.5;0.2
1981;O Public administration and services;2010 April - 2011 March;83.8;0.4;78.6;0.8;0.4
1982;O Public administration and services;2010 July - 2011 June;83.6;-0.5;78.6;0.1;0.6
1983;O Public administration and services;2010 October - 2011 September;83.8;0.7;79.0;1.5;0.7
1984;O Public administration and services;2011 January - 2011 December;85.2;1.9;80.5;2.8;0.9
1985;O Public administration and services;2011 April - 2012 March;85.1;1.6;80.6;2.5;0.9
1986;O Public administration and services;2011 July - 2012 June;85.6;2.4;81.2;3.3;0.9
1987;O Public administration and services;2011 October - 2012 September;86.6;3.3;82.3;4.1;0.8
1988;O Public administration and services;2012 January - 2012 December;87.3;2.5;83.1;3.2;0.7
1989;O Public administration and services;2012 April - 2013 March;88.1;3.5;84.0;4.2;0.7
1990;O Public administration and services;2012 July - 2013 June;88.1;3.0;84.2;3.6;0.6
1991;O Public administration and services;2012 October - 2013 September;88.2;1.9;84.3;2.5;0.6
1992;O Public administration and services;2013 January - 2013 December;87.8;0.5;84.1;1.2;0.7
1993;O Public administration and services;2013 April - 2014 March;87.4;-0.8;83.8;-0.2;0.6
1994;O Public administration and services;2013 July - 2014 June;87.4;-0.9;83.9;-0.3;0.5
1995;O Public administration and services;2013 October - 2014 September;87.0;-1.4;83.6;-0.8;0.5
1996;O Public administration and services;2014 January - 2014 December;87.4;-0.4;84.2;0.1;0.5
1997;O Public administration and services;2014 April - 2015 March ;87.7;0.3;84.6;0.9;0.5
1998;O Public administration and services;2014 July - 2015 June;87.9;0.6;84.9;1.2;0.6
1999;O Public administration and services;2014 October - 2015 September;88.5;1.7;85.6;2.3;0.6
2000;O Public administration and services;2015 January - 2015 December;88.2;0.9;85.5;1.6;0.7
2001;O Public administration and services;2015 April - 2016 March;89.2;1.7;86.6;2.4;0.7
2002;O Public administration and services;2015 July - 2016 June;88.9;1.2;86.4;1.9;0.7
2003;O Public administration and services;2015 October - 2016 September;89.7;1.4;87.3;2.0;0.6
2004;O Public administration and services;2016 January - 2016 December;90.7;2.8;88.5;3.4;0.6
2005;O Public administration and services;2016 April - 2017 March;90.4;1.3;88.3;2.0;0.7
2006;O Public administration and services;2016 July - 2017 June;90.8;2.1;88.9;2.8;0.7
2007;O Public administration and services;2016 October - 2017 September;91.3;1.8;89.5;2.5;0.7
2008;O Public administration and services;2017 January - 2017 December;93.0;2.5;91.4;3.3;0.8
2009;O Public administration and services;2017 April - 2018 March;94.5;4.5;93.0;5.3;0.7
2010;O Public administration and services;2017 July - 2018 June;94.3;3.8;92.9;4.6;0.7
2011;O Public administration and services;2017 October - 2018 September;95.0;4.1;93.8;4.8;0.6
2012;O Public administration and services;2018 January - 2018 December;95.1;2.2;94.0;2.9;0.6
2013;O Public administration and services;2018 April - 2019 March;95.5;1.1;94.6;1.8;0.6
2014;O Public administration and services;2018 July - 2019 June;96.0;1.8;95.2;2.4;0.6
2015;O Public administration and services;2018 October - 2019 September;96.0;1.1;95.3;1.7;0.6
2016;O Public administration and services;2019 January - 2019 December;97.4;2.4;96.8;2.9;0.5
2017;O Public administration and services;2019 April - 2020 March;98.2;2.8;97.7;3.3;0.5
2018;O Public administration and services;2019 July - 2020 June;97.9;2.0;97.5;2.4;0.4
2019;O Public administration and services;2019 October - 2020 September;99.3;3.4;99.0;3.8;0.4
2020;O Public administration and services;2020 January - 2020 December;99.4;2.0;99.1;2.4;0.4
2021;O Public administration and services;2020 April - 2021 March;98.2;-0.1;98.0;0.3;0.4
2022;O Public administration and services;2020 July - 2021 June;98.1;0.3;98.1;0.6;0.3
2023;O Public administration and services;2020 October - 2021 September;99.1;-0.2;99.0;0.1;0.3
2024;O Public administration and services;2021 January - 2021 December;100.0;0.6;100.0;0.9;0.2
2025;O Public administration and services;2021 April - 2022 March;102.0;3.9;102.0;4.1;0.2
2026;O Public administration and services;2021 July - 2022 June;103.5;5.5;103.7;5.7;0.2
2027;O Public administration and services;2021 October - 2022 September;104.2;5.1;104.3;5.3;0.2
2028;O Public administration and services;2022 January - 2022 December;107.5;7.5;107.7;7.7;0.2
2029;O Public administration and services;2022 April - 2023 March;107.9;5.8;108.2;6.0;0.2
2030;O Public administration and services;2022 July - 2023 June;110.3;6.6;110.6;6.7;0.1
2031;O Public administration and services;2022 October - 2023 September;111.5;7.0;111.7;7.0;0.1
2032;O Public administration and services;2023 January - 2023 December;113.1;5.2;113.3;5.2;0.0
2033;O Public administration and services;2023 April - 2024 March;115.2;6.7;115.4;6.7;0.0
2034;O Public administration and services;2023 July - 2024 June;116.1;5.2;116.3;5.2;0.0
2035;O Public administration and services;2023 October - 2024 September;117.9;5.7;118.1;5.7;0.0
2036;O Public administration and services;2024 January - 2024 December;120.9;6.9;121.1;6.9;0.0
2037;P Education;2001;59.4;;60.9;;
2038;P Education;2002;61.6;3.6;62.9;3.2;-0.4
2039;P Education;2003;62.5;1.4;63.7;1.3;-0.2
2040;P Education;2004;64.7;3.5;65.9;3.5;-0.1
2041;P Education;2005;67.5;4.3;69.0;4.7;0.4
2042;P Education;2006;70.0;3.7;71.5;3.7;0.0
2043;P Education;2007;72.1;3.1;73.4;2.7;-0.4
2044;P Education;2008;74.7;3.6;75.8;3.2;-0.4
2045;P Education;2009;78.1;4.5;79.3;4.6;0.1
2046;P Education;2010;81.0;3.8;82.0;3.5;-0.3
2047;P Education;2011;82.9;2.3;84.0;2.4;0.1
2048;P Education;2012;84.8;2.3;86.2;2.6;0.3
2049;P Education;2013;86.8;2.4;88.6;2.9;0.5
2050;P Education;2014;86.7;-0.1;88.9;0.3;0.3
2051;P Education;2015;87.6;1.0;89.6;0.9;-0.2
2052;P Education;2016;88.7;1.2;90.4;0.9;-0.4
2053;P Education;2017;90.3;1.8;91.7;1.4;-0.4
2054;P Education;2018;93.6;3.6;94.6;3.2;-0.5
2055;P Education;2019;95.6;2.2;96.4;1.9;-0.2
2056;P Education;2020;101.2;5.8;101.8;5.6;-0.2
2057;P Education;2021;100.0;-1.2;100.0;-1.8;-0.6
2058;P Education;2022;107.4;7.4;106.7;6.7;-0.6
2059;P Education;2023;115.2;7.3;114.5;7.3;0.0
2060;P Education;2024;119.3;3.6;118.4;3.4;-0.2
2061;P Education;2006 January - 2006 December;70.0;3.7;71.5;3.7;0.0
2062;P Education;2006 April - 2007 March;70.4;;71.9;;
2063;P Education;2006 July - 2007 June;70.9;;72.3;;
2064;P Education;2006 October - 2007 September;71.3;;72.7;;
2065;P Education;2007 January - 2007 December;72.1;3.1;73.4;2.7;-0.4
2066;P Education;2007 April - 2008 March;73.0;3.6;74.2;3.2;-0.4
2067;P Education;2007 July - 2008 June;73.5;3.8;74.7;3.4;-0.4
2068;P Education;2007 October - 2008 September;73.7;3.4;74.8;2.9;-0.4
2069;P Education;2008 January - 2008 December;74.7;3.6;75.8;3.2;-0.4
2070;P Education;2008 April - 2009 March;75.6;3.6;76.7;3.3;-0.3
2071;P Education;2008 July - 2009 June;76.7;4.2;77.8;4.1;-0.2
2072;P Education;2008 October - 2009 September;77.3;4.8;78.4;4.8;0.0
2073;P Education;2009 January - 2009 December;78.1;4.5;79.3;4.6;0.1
2074;P Education;2009 April - 2010 March;78.2;3.5;79.3;3.5;0.0
2075;P Education;2009 July - 2010 June;79.4;3.6;80.5;3.5;-0.1
2076;P Education;2009 October - 2010 September;80.8;4.5;81.8;4.3;-0.2
2077;P Education;2010 January - 2010 December;81.0;3.8;82.0;3.5;-0.3
2078;P Education;2010 April - 2011 March;81.1;3.8;82.2;3.5;-0.2
2079;P Education;2010 July - 2011 June;81.3;2.4;82.3;2.3;-0.1
2080;P Education;2010 October - 2011 September;81.7;1.2;82.8;1.2;0.0
2081;P Education;2011 January - 2011 December;82.9;2.3;84.0;2.4;0.1
2082;P Education;2011 April - 2012 March;82.9;2.1;84.0;2.3;0.1
2083;P Education;2011 July - 2012 June;83.2;2.4;84.4;2.5;0.1
2084;P Education;2011 October - 2012 September;84.1;2.8;85.4;3.1;0.2
2085;P Education;2012 January - 2012 December;84.8;2.3;86.2;2.6;0.3
2086;P Education;2012 April - 2013 March;86.1;3.9;87.6;4.3;0.3
2087;P Education;2012 July - 2013 June;86.4;3.8;88.0;4.3;0.5
2088;P Education;2012 October - 2013 September;86.7;3.1;88.4;3.6;0.5
2089;P Education;2013 January - 2013 December;86.8;2.4;88.6;2.9;0.5
2090;P Education;2013 April - 2014 March;86.6;0.6;88.6;1.1;0.5
2091;P Education;2013 July - 2014 June;86.6;0.3;88.7;0.8;0.5
2092;P Education;2013 October - 2014 September;86.3;-0.4;88.5;0.0;0.4
2093;P Education;2014 January - 2014 December;86.7;-0.1;88.9;0.3;0.3
