ID;Vakantiekenmerken;Perioden;Totaal_1;Auto_2;TreinAutoslaaptrein_3;Touringcar_4;Vliegtuig_5;OverigeVervoermiddelen_6;GeorganiseerdeReisPerAuto_7;GeorganiseerdeReisPerTouringcar_8;GeorganiseerdeReisPerVliegtuig_9;GeorganiseerdeReisMetOverigVervoer_10;NietGeorganiseerdeReizen_11
590;57;2007;149.0;47.0;3.0;3.0;81.0;15.0;19.0;3.0;81.0;5.0;41.0
591;57;2008;124.0;51.0;8.0;8.0;40.0;18.0;18.0;8.0;40.0;18.0;40.0
592;57;2009;51.0;39.0;0.0;0.0;12.0;0.0;17.0;0.0;12.0;0.0;23.0
593;57;2010;68.0;29.0;0.0;5.0;23.0;11.0;16.0;5.0;23.0;11.0;13.0
594;57;2011;44.0;24.0;0.0;0.0;20.0;0.0;10.0;0.0;20.0;0.0;14.0
595;57;2012;66.0;;;;;;;;;;
596;57;2013;;;;;;;;;;;
597;57;2014;;;;;;;;;;;
598;57;2015;;;;;;;;;;;
599;57;2016;;;;;;;;;;;
600;87;2002;1293.0;552.0;30.0;48.0;614.0;49.0;186.0;48.0;607.0;73.0;379.0
601;87;2003;1284.0;449.0;26.0;60.0;724.0;25.0;179.0;60.0;720.0;47.0;278.0
602;87;2004;1409.0;557.0;41.0;74.0;722.0;14.0;234.0;74.0;715.0;52.0;333.0
603;87;2005;1363.0;477.0;28.0;75.0;753.0;29.0;170.0;75.0;751.0;51.0;316.0
604;87;2006;1369.0;444.0;30.0;80.0;773.0;42.0;171.0;77.0;767.0;58.0;295.0
605;87;2007;1505.0;485.0;35.0;104.0;834.0;47.0;209.0;104.0;827.0;62.0;304.0
606;87;2008;1611.0;581.0;62.0;75.0;853.0;38.0;281.0;67.0;838.0;77.0;346.0
607;87;2009;1639.0;628.0;44.0;74.0;865.0;29.0;294.0;74.0;855.0;63.0;354.0
608;87;2010;1578.0;574.0;57.0;52.0;876.0;20.0;261.0;52.0;857.0;69.0;339.0
609;87;2011;1573.0;503.0;63.0;45.0;914.0;48.0;232.0;45.0;895.0;91.0;311.0
610;87;2012;1545.0;570.0;24.0;40.0;888.0;24.0;260.0;40.0;866.0;48.0;332.0
611;87;2013;1351.0;485.0;37.0;36.0;767.0;25.0;231.0;36.0;754.0;55.0;275.0
612;87;2014;1498.0;441.0;18.0;31.0;974.0;34.0;200.0;31.0;944.0;47.0;275.0
613;87;2015;1393.0;453.0;35.0;32.0;855.0;18.0;203.0;32.0;843.0;51.0;264.0
614;87;2016;1422.0;524.0;23.0;49.0;796.0;31.0;237.0;49.0;770.0;45.0;321.0
615;81;2002;864.0;451.0;31.0;65.0;282.0;34.0;183.0;65.0;282.0;59.0;274.0
616;81;2003;1051.0;534.0;38.0;67.0;371.0;41.0;242.0;67.0;364.0;66.0;312.0
617;81;2004;968.0;488.0;46.0;57.0;364.0;12.0;188.0;57.0;362.0;54.0;307.0
618;81;2005;1074.0;536.0;74.0;59.0;387.0;18.0;237.0;59.0;378.0;76.0;322.0
619;81;2006;1058.0;573.0;33.0;55.0;377.0;21.0;249.0;55.0;375.0;44.0;336.0
620;81;2007;1069.0;523.0;51.0;52.0;420.0;23.0;213.0;52.0;413.0;65.0;326.0
621;81;2008;1180.0;550.0;83.0;81.0;462.0;3.0;205.0;81.0;448.0;75.0;370.0
622;81;2009;1140.0;580.0;52.0;78.0;410.0;19.0;230.0;78.0;397.0;66.0;369.0
623;81;2010;1107.0;488.0;51.0;43.0;507.0;19.0;216.0;43.0;481.0;68.0;298.0
624;81;2011;1051.0;520.0;51.0;54.0;416.0;10.0;265.0;53.0;411.0;59.0;263.0
625;81;2012;1065.0;590.0;31.0;38.0;387.0;20.0;283.0;38.0;372.0;48.0;324.0
626;81;2013;1085.0;519.0;39.0;61.0;446.0;20.0;235.0;61.0;434.0;57.0;297.0
627;81;2014;1101.0;500.0;36.0;40.0;499.0;26.0;216.0;40.0;484.0;60.0;301.0
628;81;2015;1038.0;454.0;22.0;46.0;495.0;21.0;206.0;46.0;482.0;41.0;264.0
629;81;2016;1038.0;441.0;22.0;42.0;519.0;14.0;195.0;42.0;500.0;32.0;269.0
630;82;2002;1576.0;875.0;84.0;130.0;440.0;47.0;373.0;130.0;434.0;120.0;519.0
631;82;2003;1407.0;814.0;45.0;132.0;395.0;20.0;347.0;132.0;393.0;58.0;476.0
632;82;2004;1574.0;881.0;59.0;105.0;504.0;23.0;379.0;105.0;498.0;78.0;515.0
633;82;2005;1614.0;877.0;57.0;106.0;541.0;32.0;358.0;106.0;538.0;79.0;533.0
634;82;2006;1374.0;761.0;52.0;88.0;446.0;27.0;347.0;88.0;444.0;72.0;423.0
635;82;2007;1482.0;774.0;63.0;124.0;511.0;10.0;395.0;121.0;505.0;68.0;392.0
636;82;2008;1423.0;732.0;52.0;103.0;520.0;17.0;280.0;103.0;514.0;56.0;470.0
637;82;2009;1498.0;814.0;42.0;99.0;527.0;16.0;361.0;99.0;515.0;53.0;470.0
638;82;2010;1467.0;793.0;31.0;75.0;536.0;32.0;317.0;75.0;522.0;47.0;506.0
639;82;2011;1471.0;716.0;44.0;70.0;627.0;13.0;329.0;70.0;623.0;57.0;392.0
640;82;2012;1557.0;786.0;38.0;90.0;617.0;27.0;335.0;90.0;608.0;65.0;460.0
641;82;2013;1468.0;771.0;20.0;80.0;580.0;17.0;329.0;80.0;575.0;37.0;446.0
642;82;2014;1332.0;652.0;38.0;52.0;584.0;7.0;292.0;52.0;565.0;43.0;380.0
643;82;2015;1406.0;737.0;14.0;70.0;563.0;22.0;380.0;70.0;558.0;32.0;366.0
644;82;2016;1495.0;796.0;12.0;57.0;600.0;30.0;407.0;57.0;575.0;37.0;418.0
645;83;2002;889.0;428.0;12.0;46.0;366.0;37.0;128.0;46.0;361.0;26.0;328.0
646;83;2003;752.0;356.0;17.0;51.0;308.0;20.0;117.0;51.0;308.0;33.0;243.0
647;83;2004;805.0;291.0;36.0;53.0;393.0;32.0;115.0;53.0;393.0;65.0;179.0
648;83;2005;944.0;363.0;30.0;94.0;442.0;13.0;108.0;94.0;438.0;24.0;279.0
649;83;2006;829.0;301.0;35.0;48.0;425.0;21.0;97.0;48.0;420.0;43.0;223.0
650;83;2007;839.0;346.0;24.0;55.0;401.0;13.0;120.0;55.0;400.0;33.0;231.0
651;83;2008;941.0;332.0;26.0;58.0;506.0;17.0;131.0;56.0;495.0;39.0;217.0
652;83;2009;1366.0;653.0;39.0;61.0;587.0;26.0;268.0;61.0;568.0;62.0;408.0
653;83;2010;1120.0;504.0;21.0;67.0;494.0;33.0;166.0;67.0;475.0;40.0;371.0
654;83;2011;1019.0;420.0;36.0;51.0;497.0;16.0;152.0;51.0;485.0;50.0;282.0
655;83;2012;994.0;363.0;26.0;44.0;547.0;14.0;143.0;44.0;544.0;30.0;233.0
656;83;2013;869.0;315.0;17.0;30.0;485.0;21.0;120.0;30.0;462.0;31.0;227.0
657;83;2014;882.0;287.0;34.0;28.0;514.0;20.0;131.0;28.0;501.0;48.0;175.0
658;83;2015;818.0;280.0;21.0;47.0;454.0;16.0;134.0;47.0;437.0;31.0;169.0
659;83;2016;1272.0;543.0;24.0;27.0;661.0;17.0;252.0;27.0;634.0;39.0;320.0
660;84;2002;3201.0;1612.0;69.0;266.0;1136.0;119.0;472.0;266.0;1130.0;131.0;1202.0
661;84;2003;2973.0;1543.0;45.0;214.0;1102.0;68.0;535.0;208.0;1095.0;103.0;1033.0
662;84;2004;3221.0;1636.0;53.0;205.0;1223.0;103.0;547.0;205.0;1218.0;132.0;1120.0
663;84;2005;3227.0;1566.0;60.0;136.0;1346.0;119.0;623.0;136.0;1336.0;143.0;989.0
664;84;2006;3084.0;1511.0;51.0;188.0;1253.0;82.0;574.0;184.0;1239.0;117.0;970.0
665;84;2007;3033.0;1491.0;39.0;178.0;1246.0;79.0;588.0;178.0;1228.0;96.0;944.0
666;84;2008;3556.0;1665.0;91.0;217.0;1477.0;103.0;664.0;217.0;1456.0;162.0;1054.0
667;84;2009;2785.0;1384.0;64.0;154.0;1102.0;82.0;518.0;154.0;1087.0;120.0;905.0
668;84;2010;3245.0;1610.0;67.0;153.0;1306.0;109.0;673.0;153.0;1283.0;135.0;1001.0
669;84;2011;3404.0;1695.0;69.0;142.0;1393.0;104.0;803.0;142.0;1387.0;131.0;941.0
670;84;2012;3338.0;1612.0;76.0;122.0;1441.0;86.0;718.0;122.0;1419.0;143.0;936.0
671;84;2013;3342.0;1629.0;56.0;112.0;1436.0;110.0;735.0;108.0;1408.0;138.0;952.0
672;84;2014;3277.0;1614.0;50.0;108.0;1399.0;106.0;700.0;108.0;1369.0;131.0;970.0
673;84;2015;3418.0;1539.0;50.0;107.0;1639.0;84.0;777.0;107.0;1604.0;102.0;829.0
674;84;2016;2890.0;1359.0;34.0;144.0;1282.0;71.0;671.0;142.0;1263.0;75.0;739.0
675;85;2002;4183.0;3148.0;100.0;174.0;635.0;125.0;772.0;174.0;617.0;141.0;2479.0
676;85;2003;4306.0;3003.0;95.0;233.0;869.0;106.0;803.0;233.0;860.0;153.0;2257.0
677;85;2004;4267.0;2962.0;91.0;163.0;933.0;115.0;1216.0;163.0;927.0;173.0;1789.0
678;85;2005;4199.0;2861.0;69.0;168.0;997.0;104.0;1170.0;168.0;987.0;132.0;1742.0
679;85;2006;4546.0;3139.0;62.0;164.0;1078.0;103.0;1315.0;164.0;1065.0;127.0;1875.0
680;85;2007;4653.0;3026.0;87.0;178.0;1260.0;102.0;1327.0;178.0;1244.0;139.0;1764.0
681;85;2008;4965.0;3233.0;93.0;186.0;1367.0;96.0;1230.0;186.0;1349.0;145.0;2064.0
682;85;2009;4942.0;3209.0;85.0;163.0;1373.0;113.0;1320.0;163.0;1344.0;168.0;1947.0
683;85;2010;5314.0;3444.0;110.0;183.0;1476.0;100.0;1394.0;183.0;1449.0;171.0;2117.0
684;85;2011;5191.0;3237.0;105.0;174.0;1496.0;179.0;1450.0;174.0;1478.0;234.0;1856.0
685;85;2012;5130.0;3263.0;88.0;120.0;1553.0;106.0;1489.0;120.0;1528.0;181.0;1812.0
686;85;2013;5107.0;3316.0;115.0;111.0;1435.0;130.0;1408.0;111.0;1408.0;189.0;1991.0
687;85;2014;5035.0;3110.0;82.0;142.0;1590.0;112.0;1383.0;142.0;1572.0;175.0;1764.0
688;85;2015;4911.0;3097.0;116.0;100.0;1504.0;93.0;1544.0;100.0;1469.0;170.0;1627.0
689;85;2016;5104.0;3324.0;71.0;87.0;1513.0;109.0;1669.0;87.0;1491.0;134.0;1724.0
690;86;2002;1167.0;551.0;24.0;110.0;452.0;30.0;181.0;110.0;443.0;43.0;390.0
691;86;2003;1234.0;553.0;41.0;86.0;522.0;32.0;176.0;86.0;517.0;67.0;388.0
692;86;2004;1365.0;618.0;26.0;75.0;629.0;17.0;280.0;75.0;625.0;41.0;346.0
693;86;2005;1375.0;600.0;24.0;88.0;644.0;19.0;226.0;85.0;639.0;39.0;387.0
694;86;2006;1261.0;565.0;20.0;76.0;585.0;16.0;201.0;76.0;577.0;33.0;375.0
695;86;2007;1312.0;597.0;22.0;89.0;583.0;21.0;227.0;89.0;580.0;31.0;385.0
696;86;2008;1419.0;577.0;24.0;88.0;715.0;13.0;259.0;88.0;705.0;33.0;332.0
697;86;2009;1223.0;524.0;27.0;69.0;572.0;31.0;215.0;69.0;555.0;46.0;338.0
698;86;2010;976.0;377.0;23.0;44.0;498.0;34.0;166.0;44.0;497.0;40.0;230.0
699;86;2011;1149.0;437.0;19.0;57.0;613.0;22.0;215.0;57.0;613.0;37.0;226.0
700;86;2012;1214.0;492.0;8.0;44.0;621.0;49.0;240.0;44.0;619.0;53.0;259.0
701;86;2013;1226.0;459.0;10.0;49.0;677.0;31.0;252.0;49.0;671.0;41.0;213.0
702;86;2014;1297.0;527.0;21.0;61.0;648.0;41.0;275.0;61.0;644.0;53.0;265.0
703;86;2015;1408.0;531.0;20.0;77.0;740.0;40.0;265.0;77.0;734.0;55.0;277.0
704;86;2016;1115.0;439.0;12.0;39.0;605.0;21.0;251.0;39.0;591.0;32.0;202.0
