ID;Geslacht;KenmerkenVanPersonen;TypeMaatwerkvoorziening;RegioS;Perioden;WmoClienten_1;WmoClientenPer1000Inwoners_2
1551;Totaal mannen en vrouwen;Totaal personen;Totaal;Gilze en Rijen;1e halfjaar 2021;1865.0;70.0
1552;Totaal mannen en vrouwen;Totaal personen;Totaal;Gilze en Rijen;2e halfjaar 2021;1920.0;72.0
1553;Totaal mannen en vrouwen;Totaal personen;Totaal;Gilze en Rijen;2021;2045.0;77.0
1554;Totaal mannen en vrouwen;Totaal personen;Totaal;Gilze en Rijen;1e halfjaar 2022;1940.0;73.0
1555;Totaal mannen en vrouwen;Totaal personen;Totaal;Gilze en Rijen;2e halfjaar 2022;1990.0;75.0
1556;Totaal mannen en vrouwen;Totaal personen;Totaal;Gilze en Rijen;2022;2125.0;80.0
1557;Totaal mannen en vrouwen;Totaal personen;Totaal;Gilze en Rijen;1e halfjaar 2023;1990.0;74.0
1558;Totaal mannen en vrouwen;Totaal personen;Totaal;Gilze en Rijen;2e halfjaar 2023;2005.0;75.0
1559;Totaal mannen en vrouwen;Totaal personen;Totaal;Gilze en Rijen;2023;2160.0;81.0
1560;Totaal mannen en vrouwen;Totaal personen;Totaal;Goeree-Overflakkee;1e halfjaar 2019;2615.0;53.0
1561;Totaal mannen en vrouwen;Totaal personen;Totaal;Goeree-Overflakkee;2e halfjaar 2019;2640.0;53.0
1562;Totaal mannen en vrouwen;Totaal personen;Totaal;Goeree-Overflakkee;2019;2805.0;57.0
1563;Totaal mannen en vrouwen;Totaal personen;Totaal;Goeree-Overflakkee;1e halfjaar 2020;2645.0;53.0
1564;Totaal mannen en vrouwen;Totaal personen;Totaal;Goeree-Overflakkee;2e halfjaar 2020;2630.0;53.0
1565;Totaal mannen en vrouwen;Totaal personen;Totaal;Goeree-Overflakkee;2020;2835.0;57.0
1566;Totaal mannen en vrouwen;Totaal personen;Totaal;Goeree-Overflakkee;1e halfjaar 2021;2655.0;52.0
1567;Totaal mannen en vrouwen;Totaal personen;Totaal;Goeree-Overflakkee;2e halfjaar 2021;2760.0;55.0
1568;Totaal mannen en vrouwen;Totaal personen;Totaal;Goeree-Overflakkee;2021;2930.0;58.0
1569;Totaal mannen en vrouwen;Totaal personen;Totaal;Goeree-Overflakkee;1e halfjaar 2022;2760.0;54.0
1570;Totaal mannen en vrouwen;Totaal personen;Totaal;Goeree-Overflakkee;2e halfjaar 2022;;
1571;Totaal mannen en vrouwen;Totaal personen;Totaal;Goeree-Overflakkee;2022;;
1572;Totaal mannen en vrouwen;Totaal personen;Totaal;Goeree-Overflakkee;1e halfjaar 2023;2945.0;57.0
1573;Totaal mannen en vrouwen;Totaal personen;Totaal;Goeree-Overflakkee;2e halfjaar 2023;2970.0;58.0
1574;Totaal mannen en vrouwen;Totaal personen;Totaal;Goeree-Overflakkee;2023;3160.0;61.0
1575;Totaal mannen en vrouwen;Totaal personen;Totaal;Goes;1e halfjaar 2019;3735.0;99.0
1576;Totaal mannen en vrouwen;Totaal personen;Totaal;Goes;2e halfjaar 2019;3810.0;101.0
1577;Totaal mannen en vrouwen;Totaal personen;Totaal;Goes;2019;3975.0;106.0
1578;Totaal mannen en vrouwen;Totaal personen;Totaal;Goes;1e halfjaar 2020;3920.0;103.0
1579;Totaal mannen en vrouwen;Totaal personen;Totaal;Goes;2e halfjaar 2020;3925.0;103.0
1580;Totaal mannen en vrouwen;Totaal personen;Totaal;Goes;2020;4180.0;110.0
1581;Totaal mannen en vrouwen;Totaal personen;Totaal;Goes;1e halfjaar 2021;3930.0;102.0
1582;Totaal mannen en vrouwen;Totaal personen;Totaal;Goes;2e halfjaar 2021;3905.0;101.0
1583;Totaal mannen en vrouwen;Totaal personen;Totaal;Goes;2021;4135.0;107.0
1584;Totaal mannen en vrouwen;Totaal personen;Totaal;Goes;1e halfjaar 2022;3850.0;99.0
1585;Totaal mannen en vrouwen;Totaal personen;Totaal;Goes;2e halfjaar 2022;3905.0;100.0
1586;Totaal mannen en vrouwen;Totaal personen;Totaal;Goes;2022;4150.0;107.0
1587;Totaal mannen en vrouwen;Totaal personen;Totaal;Goes;1e halfjaar 2023;3960.0;100.0
1588;Totaal mannen en vrouwen;Totaal personen;Totaal;Goes;2e halfjaar 2023;4025.0;102.0
1589;Totaal mannen en vrouwen;Totaal personen;Totaal;Goes;2023;4265.0;108.0
1590;Totaal mannen en vrouwen;Totaal personen;Totaal;Goirle;1e halfjaar 2019;1425.0;60.0
1591;Totaal mannen en vrouwen;Totaal personen;Totaal;Goirle;2e halfjaar 2019;1500.0;63.0
1592;Totaal mannen en vrouwen;Totaal personen;Totaal;Goirle;2019;1580.0;66.0
1593;Totaal mannen en vrouwen;Totaal personen;Totaal;Goirle;1e halfjaar 2020;1525.0;64.0
1594;Totaal mannen en vrouwen;Totaal personen;Totaal;Goirle;2e halfjaar 2020;1570.0;66.0
1595;Totaal mannen en vrouwen;Totaal personen;Totaal;Goirle;2020;1700.0;71.0
1596;Totaal mannen en vrouwen;Totaal personen;Totaal;Goirle;1e halfjaar 2021;1595.0;67.0
1597;Totaal mannen en vrouwen;Totaal personen;Totaal;Goirle;2e halfjaar 2021;1615.0;67.0
1598;Totaal mannen en vrouwen;Totaal personen;Totaal;Goirle;2021;1740.0;73.0
1599;Totaal mannen en vrouwen;Totaal personen;Totaal;Goirle;1e halfjaar 2022;1575.0;66.0
1600;Totaal mannen en vrouwen;Totaal personen;Totaal;Goirle;2e halfjaar 2022;1605.0;67.0
1601;Totaal mannen en vrouwen;Totaal personen;Totaal;Goirle;2022;1725.0;72.0
1602;Totaal mannen en vrouwen;Totaal personen;Totaal;Goirle;1e halfjaar 2023;1610.0;67.0
1603;Totaal mannen en vrouwen;Totaal personen;Totaal;Goirle;2e halfjaar 2023;1625.0;67.0
1604;Totaal mannen en vrouwen;Totaal personen;Totaal;Goirle;2023;1765.0;73.0
1605;Totaal mannen en vrouwen;Totaal personen;Totaal;Gooise Meren;1e halfjaar 2019;;
1606;Totaal mannen en vrouwen;Totaal personen;Totaal;Gooise Meren;2e halfjaar 2019;;
1607;Totaal mannen en vrouwen;Totaal personen;Totaal;Gooise Meren;2019;;
1608;Totaal mannen en vrouwen;Totaal personen;Totaal;Gooise Meren;1e halfjaar 2020;;
1609;Totaal mannen en vrouwen;Totaal personen;Totaal;Gooise Meren;2e halfjaar 2020;3120.0;54.0
1610;Totaal mannen en vrouwen;Totaal personen;Totaal;Gooise Meren;2020;;
1611;Totaal mannen en vrouwen;Totaal personen;Totaal;Gooise Meren;1e halfjaar 2021;3325.0;57.0
1612;Totaal mannen en vrouwen;Totaal personen;Totaal;Gooise Meren;2e halfjaar 2021;3300.0;56.0
1613;Totaal mannen en vrouwen;Totaal personen;Totaal;Gooise Meren;2021;3595.0;61.0
1614;Totaal mannen en vrouwen;Totaal personen;Totaal;Gooise Meren;1e halfjaar 2022;3530.0;60.0
1615;Totaal mannen en vrouwen;Totaal personen;Totaal;Gooise Meren;2e halfjaar 2022;;
1616;Totaal mannen en vrouwen;Totaal personen;Totaal;Gooise Meren;2022;;
1617;Totaal mannen en vrouwen;Totaal personen;Totaal;Gooise Meren;1e halfjaar 2023;3430.0;57.0
1618;Totaal mannen en vrouwen;Totaal personen;Totaal;Gooise Meren;2e halfjaar 2023;3390.0;56.0
1619;Totaal mannen en vrouwen;Totaal personen;Totaal;Gooise Meren;2023;3700.0;61.0
1620;Totaal mannen en vrouwen;Totaal personen;Totaal;Gorinchem;1e halfjaar 2019;2380.0;65.0
1621;Totaal mannen en vrouwen;Totaal personen;Totaal;Gorinchem;2e halfjaar 2019;2465.0;67.0
1622;Totaal mannen en vrouwen;Totaal personen;Totaal;Gorinchem;2019;2615.0;71.0
1623;Totaal mannen en vrouwen;Totaal personen;Totaal;Gorinchem;1e halfjaar 2020;2450.0;66.0
1624;Totaal mannen en vrouwen;Totaal personen;Totaal;Gorinchem;2e halfjaar 2020;2490.0;67.0
1625;Totaal mannen en vrouwen;Totaal personen;Totaal;Gorinchem;2020;2665.0;72.0
1626;Totaal mannen en vrouwen;Totaal personen;Totaal;Gorinchem;1e halfjaar 2021;2520.0;67.0
1627;Totaal mannen en vrouwen;Totaal personen;Totaal;Gorinchem;2e halfjaar 2021;2555.0;68.0
1628;Totaal mannen en vrouwen;Totaal personen;Totaal;Gorinchem;2021;2740.0;73.0
1629;Totaal mannen en vrouwen;Totaal personen;Totaal;Gorinchem;1e halfjaar 2022;2580.0;69.0
1630;Totaal mannen en vrouwen;Totaal personen;Totaal;Gorinchem;2e halfjaar 2022;2635.0;70.0
1631;Totaal mannen en vrouwen;Totaal personen;Totaal;Gorinchem;2022;2815.0;75.0
1632;Totaal mannen en vrouwen;Totaal personen;Totaal;Gorinchem;1e halfjaar 2023;2755.0;72.0
1633;Totaal mannen en vrouwen;Totaal personen;Totaal;Gorinchem;2e halfjaar 2023;2790.0;73.0
1634;Totaal mannen en vrouwen;Totaal personen;Totaal;Gorinchem;2023;2970.0;77.0
1635;Totaal mannen en vrouwen;Totaal personen;Totaal;Gouda;1e halfjaar 2019;4710.0;64.0
1636;Totaal mannen en vrouwen;Totaal personen;Totaal;Gouda;2e halfjaar 2019;4910.0;67.0
1637;Totaal mannen en vrouwen;Totaal personen;Totaal;Gouda;2019;5220.0;71.0
1638;Totaal mannen en vrouwen;Totaal personen;Totaal;Gouda;1e halfjaar 2020;4955.0;67.0
1639;Totaal mannen en vrouwen;Totaal personen;Totaal;Gouda;2e halfjaar 2020;5020.0;68.0
1640;Totaal mannen en vrouwen;Totaal personen;Totaal;Gouda;2020;5395.0;73.0
1641;Totaal mannen en vrouwen;Totaal personen;Totaal;Gouda;1e halfjaar 2021;4875.0;66.0
1642;Totaal mannen en vrouwen;Totaal personen;Totaal;Gouda;2e halfjaar 2021;4900.0;67.0
1643;Totaal mannen en vrouwen;Totaal personen;Totaal;Gouda;2021;5305.0;72.0
1644;Totaal mannen en vrouwen;Totaal personen;Totaal;Gouda;1e halfjaar 2022;4940.0;67.0
1645;Totaal mannen en vrouwen;Totaal personen;Totaal;Gouda;2e halfjaar 2022;4985.0;67.0
1646;Totaal mannen en vrouwen;Totaal personen;Totaal;Gouda;2022;5375.0;73.0
1647;Totaal mannen en vrouwen;Totaal personen;Totaal;Gouda;1e halfjaar 2023;5020.0;67.0
1648;Totaal mannen en vrouwen;Totaal personen;Totaal;Gouda;2e halfjaar 2023;5035.0;67.0
1649;Totaal mannen en vrouwen;Totaal personen;Totaal;Gouda;2023;5435.0;72.0
1650;Totaal mannen en vrouwen;Totaal personen;Totaal;Grave;1e halfjaar 2019;815.0;65.0
1651;Totaal mannen en vrouwen;Totaal personen;Totaal;Grave;2e halfjaar 2019;830.0;66.0
1652;Totaal mannen en vrouwen;Totaal personen;Totaal;Grave;2019;890.0;71.0
1653;Totaal mannen en vrouwen;Totaal personen;Totaal;Grave;1e halfjaar 2020;850.0;68.0
1654;Totaal mannen en vrouwen;Totaal personen;Totaal;Grave;2e halfjaar 2020;845.0;68.0
1655;Totaal mannen en vrouwen;Totaal personen;Totaal;Grave;2020;915.0;74.0
1656;Totaal mannen en vrouwen;Totaal personen;Totaal;Grave;1e halfjaar 2021;835.0;67.0
1657;Totaal mannen en vrouwen;Totaal personen;Totaal;Grave;2e halfjaar 2021;835.0;67.0
1658;Totaal mannen en vrouwen;Totaal personen;Totaal;Grave;2021;905.0;72.0
1659;Totaal mannen en vrouwen;Totaal personen;Totaal;Grave;1e halfjaar 2022;;
1660;Totaal mannen en vrouwen;Totaal personen;Totaal;Grave;2e halfjaar 2022;;
1661;Totaal mannen en vrouwen;Totaal personen;Totaal;Grave;2022;;
1662;Totaal mannen en vrouwen;Totaal personen;Totaal;Grave;1e halfjaar 2023;;
1663;Totaal mannen en vrouwen;Totaal personen;Totaal;Grave;2e halfjaar 2023;;
1664;Totaal mannen en vrouwen;Totaal personen;Totaal;Grave;2023;;
1665;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Gravenhage (gemeente);1e halfjaar 2019;35845.0;67.0
1666;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Gravenhage (gemeente);2e halfjaar 2019;35650.0;66.0
1667;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Gravenhage (gemeente);2019;38085.0;71.0
1668;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Gravenhage (gemeente);1e halfjaar 2020;35985.0;66.0
1669;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Gravenhage (gemeente);2e halfjaar 2020;35945.0;66.0
1670;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Gravenhage (gemeente);2020;38475.0;71.0
1671;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Gravenhage (gemeente);1e halfjaar 2021;34850.0;64.0
1672;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Gravenhage (gemeente);2e halfjaar 2021;34885.0;64.0
1673;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Gravenhage (gemeente);2021;37070.0;68.0
1674;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Gravenhage (gemeente);1e halfjaar 2022;33355.0;60.0
1675;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Gravenhage (gemeente);2e halfjaar 2022;33145.0;60.0
1676;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Gravenhage (gemeente);2022;35605.0;64.0
1677;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Gravenhage (gemeente);1e halfjaar 2023;32470.0;58.0
1678;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Gravenhage (gemeente);2e halfjaar 2023;33010.0;59.0
1679;Totaal mannen en vrouwen;Totaal personen;Totaal;'s-Gravenhage (gemeente);2023;35040.0;62.0
1680;Totaal mannen en vrouwen;Totaal personen;Totaal;Groningen (gemeente);1e halfjaar 2019;15690.0;68.0
1681;Totaal mannen en vrouwen;Totaal personen;Totaal;Groningen (gemeente);2e halfjaar 2019;15805.0;68.0
1682;Totaal mannen en vrouwen;Totaal personen;Totaal;Groningen (gemeente);2019;16960.0;73.0
1683;Totaal mannen en vrouwen;Totaal personen;Totaal;Groningen (gemeente);1e halfjaar 2020;15800.0;68.0
1684;Totaal mannen en vrouwen;Totaal personen;Totaal;Groningen (gemeente);2e halfjaar 2020;15840.0;68.0
1685;Totaal mannen en vrouwen;Totaal personen;Totaal;Groningen (gemeente);2020;17055.0;73.0
1686;Totaal mannen en vrouwen;Totaal personen;Totaal;Groningen (gemeente);1e halfjaar 2021;15415.0;66.0
1687;Totaal mannen en vrouwen;Totaal personen;Totaal;Groningen (gemeente);2e halfjaar 2021;15125.0;65.0
1688;Totaal mannen en vrouwen;Totaal personen;Totaal;Groningen (gemeente);2021;16610.0;71.0
1689;Totaal mannen en vrouwen;Totaal personen;Totaal;Groningen (gemeente);1e halfjaar 2022;14920.0;64.0
1690;Totaal mannen en vrouwen;Totaal personen;Totaal;Groningen (gemeente);2e halfjaar 2022;14340.0;61.0
1691;Totaal mannen en vrouwen;Totaal personen;Totaal;Groningen (gemeente);2022;15640.0;67.0
1692;Totaal mannen en vrouwen;Totaal personen;Totaal;Groningen (gemeente);1e halfjaar 2023;14660.0;62.0
1693;Totaal mannen en vrouwen;Totaal personen;Totaal;Groningen (gemeente);2e halfjaar 2023;14630.0;61.0
1694;Totaal mannen en vrouwen;Totaal personen;Totaal;Groningen (gemeente);2023;15790.0;66.0
1695;Totaal mannen en vrouwen;Totaal personen;Totaal;Gulpen-Wittem;1e halfjaar 2019;995.0;70.0
1696;Totaal mannen en vrouwen;Totaal personen;Totaal;Gulpen-Wittem;2e halfjaar 2019;980.0;69.0
1697;Totaal mannen en vrouwen;Totaal personen;Totaal;Gulpen-Wittem;2019;1100.0;77.0
1698;Totaal mannen en vrouwen;Totaal personen;Totaal;Gulpen-Wittem;1e halfjaar 2020;990.0;70.0
1699;Totaal mannen en vrouwen;Totaal personen;Totaal;Gulpen-Wittem;2e halfjaar 2020;970.0;68.0
1700;Totaal mannen en vrouwen;Totaal personen;Totaal;Gulpen-Wittem;2020;1085.0;77.0
1701;Totaal mannen en vrouwen;Totaal personen;Totaal;Gulpen-Wittem;1e halfjaar 2021;1030.0;72.0
1702;Totaal mannen en vrouwen;Totaal personen;Totaal;Gulpen-Wittem;2e halfjaar 2021;1030.0;72.0
1703;Totaal mannen en vrouwen;Totaal personen;Totaal;Gulpen-Wittem;2021;1110.0;78.0
1704;Totaal mannen en vrouwen;Totaal personen;Totaal;Gulpen-Wittem;1e halfjaar 2022;1035.0;73.0
1705;Totaal mannen en vrouwen;Totaal personen;Totaal;Gulpen-Wittem;2e halfjaar 2022;1030.0;73.0
1706;Totaal mannen en vrouwen;Totaal personen;Totaal;Gulpen-Wittem;2022;1120.0;79.0
1707;Totaal mannen en vrouwen;Totaal personen;Totaal;Gulpen-Wittem;1e halfjaar 2023;1010.0;71.0
1708;Totaal mannen en vrouwen;Totaal personen;Totaal;Gulpen-Wittem;2e halfjaar 2023;1035.0;73.0
1709;Totaal mannen en vrouwen;Totaal personen;Totaal;Gulpen-Wittem;2023;1110.0;78.0
1710;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaksbergen;1e halfjaar 2019;1390.0;57.0
1711;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaksbergen;2e halfjaar 2019;1405.0;58.0
1712;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaksbergen;2019;1490.0;61.0
1713;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaksbergen;1e halfjaar 2020;1375.0;57.0
1714;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaksbergen;2e halfjaar 2020;1370.0;56.0
1715;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaksbergen;2020;1470.0;60.0
1716;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaksbergen;1e halfjaar 2021;1360.0;56.0
1717;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaksbergen;2e halfjaar 2021;1395.0;58.0
1718;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaksbergen;2021;1500.0;62.0
1719;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaksbergen;1e halfjaar 2022;1405.0;58.0
1720;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaksbergen;2e halfjaar 2022;1430.0;59.0
1721;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaksbergen;2022;1545.0;64.0
1722;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaksbergen;1e halfjaar 2023;1475.0;60.0
1723;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaksbergen;2e halfjaar 2023;1490.0;61.0
1724;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaksbergen;2023;1610.0;66.0
1725;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaren;1e halfjaar 2019;675.0;48.0
1726;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaren;2e halfjaar 2019;715.0;50.0
1727;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaren;2019;760.0;54.0
1728;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaren;1e halfjaar 2020;880.0;61.0
1729;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaren;2e halfjaar 2020;885.0;62.0
1730;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaren;2020;950.0;66.0
1731;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaren;1e halfjaar 2021;;
1732;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaren;2e halfjaar 2021;;
1733;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaren;2021;;
1734;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaren;1e halfjaar 2022;;
1735;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaren;2e halfjaar 2022;;
1736;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaren;2022;;
1737;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaren;1e halfjaar 2023;;
1738;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaren;2e halfjaar 2023;;
1739;Totaal mannen en vrouwen;Totaal personen;Totaal;Haaren;2023;;
1740;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlem;1e halfjaar 2019;10755.0;67.0
1741;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlem;2e halfjaar 2019;11135.0;69.0
1742;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlem;2019;11880.0;74.0
1743;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlem;1e halfjaar 2020;10885.0;67.0
1744;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlem;2e halfjaar 2020;11070.0;68.0
1745;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlem;2020;11775.0;72.0
1746;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlem;1e halfjaar 2021;10655.0;66.0
1747;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlem;2e halfjaar 2021;10645.0;65.0
1748;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlem;2021;11500.0;71.0
1749;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlem;1e halfjaar 2022;10325.0;63.0
1750;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlem;2e halfjaar 2022;10525.0;65.0
1751;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlem;2022;11210.0;69.0
1752;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlem;1e halfjaar 2023;10135.0;61.0
1753;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlem;2e halfjaar 2023;10060.0;61.0
1754;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlem;2023;10870.0;66.0
1755;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlemmermeer;1e halfjaar 2019;4935.0;32.0
1756;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlemmermeer;2e halfjaar 2019;5275.0;34.0
1757;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlemmermeer;2019;5460.0;35.0
1758;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlemmermeer;1e halfjaar 2020;6160.0;39.0
1759;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlemmermeer;2e halfjaar 2020;6495.0;42.0
1760;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlemmermeer;2020;6810.0;44.0
1761;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlemmermeer;1e halfjaar 2021;8145.0;52.0
1762;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlemmermeer;2e halfjaar 2021;8160.0;52.0
1763;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlemmermeer;2021;8710.0;55.0
1764;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlemmermeer;1e halfjaar 2022;8235.0;52.0
1765;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlemmermeer;2e halfjaar 2022;8385.0;53.0
1766;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlemmermeer;2022;8995.0;56.0
1767;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlemmermeer;1e halfjaar 2023;8470.0;52.0
1768;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlemmermeer;2e halfjaar 2023;8310.0;51.0
1769;Totaal mannen en vrouwen;Totaal personen;Totaal;Haarlemmermeer;2023;8965.0;55.0
1770;Totaal mannen en vrouwen;Totaal personen;Totaal;Halderberge;1e halfjaar 2019;2025.0;67.0
1771;Totaal mannen en vrouwen;Totaal personen;Totaal;Halderberge;2e halfjaar 2019;2055.0;68.0
1772;Totaal mannen en vrouwen;Totaal personen;Totaal;Halderberge;2019;2195.0;73.0
1773;Totaal mannen en vrouwen;Totaal personen;Totaal;Halderberge;1e halfjaar 2020;2070.0;68.0
1774;Totaal mannen en vrouwen;Totaal personen;Totaal;Halderberge;2e halfjaar 2020;2125.0;70.0
1775;Totaal mannen en vrouwen;Totaal personen;Totaal;Halderberge;2020;2245.0;74.0
1776;Totaal mannen en vrouwen;Totaal personen;Totaal;Halderberge;1e halfjaar 2021;2140.0;70.0
1777;Totaal mannen en vrouwen;Totaal personen;Totaal;Halderberge;2e halfjaar 2021;2170.0;71.0
1778;Totaal mannen en vrouwen;Totaal personen;Totaal;Halderberge;2021;2330.0;77.0
1779;Totaal mannen en vrouwen;Totaal personen;Totaal;Halderberge;1e halfjaar 2022;2205.0;72.0
1780;Totaal mannen en vrouwen;Totaal personen;Totaal;Halderberge;2e halfjaar 2022;2245.0;73.0
1781;Totaal mannen en vrouwen;Totaal personen;Totaal;Halderberge;2022;2405.0;78.0
1782;Totaal mannen en vrouwen;Totaal personen;Totaal;Halderberge;1e halfjaar 2023;2210.0;71.0
1783;Totaal mannen en vrouwen;Totaal personen;Totaal;Halderberge;2e halfjaar 2023;2245.0;72.0
1784;Totaal mannen en vrouwen;Totaal personen;Totaal;Halderberge;2023;2390.0;77.0
1785;Totaal mannen en vrouwen;Totaal personen;Totaal;Hardenberg;1e halfjaar 2019;;
1786;Totaal mannen en vrouwen;Totaal personen;Totaal;Hardenberg;2e halfjaar 2019;;
1787;Totaal mannen en vrouwen;Totaal personen;Totaal;Hardenberg;2019;;
1788;Totaal mannen en vrouwen;Totaal personen;Totaal;Hardenberg;1e halfjaar 2020;;
1789;Totaal mannen en vrouwen;Totaal personen;Totaal;Hardenberg;2e halfjaar 2020;;
1790;Totaal mannen en vrouwen;Totaal personen;Totaal;Hardenberg;2020;;
1791;Totaal mannen en vrouwen;Totaal personen;Totaal;Hardenberg;1e halfjaar 2021;;
1792;Totaal mannen en vrouwen;Totaal personen;Totaal;Hardenberg;2e halfjaar 2021;;
1793;Totaal mannen en vrouwen;Totaal personen;Totaal;Hardenberg;2021;;
1794;Totaal mannen en vrouwen;Totaal personen;Totaal;Hardenberg;1e halfjaar 2022;;
1795;Totaal mannen en vrouwen;Totaal personen;Totaal;Hardenberg;2e halfjaar 2022;4240.0;69.0
1796;Totaal mannen en vrouwen;Totaal personen;Totaal;Hardenberg;2022;;
1797;Totaal mannen en vrouwen;Totaal personen;Totaal;Hardenberg;1e halfjaar 2023;4300.0;69.0
1798;Totaal mannen en vrouwen;Totaal personen;Totaal;Hardenberg;2e halfjaar 2023;4270.0;68.0
1799;Totaal mannen en vrouwen;Totaal personen;Totaal;Hardenberg;2023;4600.0;74.0
1800;Totaal mannen en vrouwen;Totaal personen;Totaal;Harderwijk;1e halfjaar 2019;3130.0;66.0
1801;Totaal mannen en vrouwen;Totaal personen;Totaal;Harderwijk;2e halfjaar 2019;3300.0;69.0
1802;Totaal mannen en vrouwen;Totaal personen;Totaal;Harderwijk;2019;3480.0;73.0
1803;Totaal mannen en vrouwen;Totaal personen;Totaal;Harderwijk;1e halfjaar 2020;3340.0;69.0
1804;Totaal mannen en vrouwen;Totaal personen;Totaal;Harderwijk;2e halfjaar 2020;3415.0;71.0
1805;Totaal mannen en vrouwen;Totaal personen;Totaal;Harderwijk;2020;3635.0;75.0
1806;Totaal mannen en vrouwen;Totaal personen;Totaal;Harderwijk;1e halfjaar 2021;3405.0;70.0
1807;Totaal mannen en vrouwen;Totaal personen;Totaal;Harderwijk;2e halfjaar 2021;3410.0;70.0
1808;Totaal mannen en vrouwen;Totaal personen;Totaal;Harderwijk;2021;3690.0;76.0
1809;Totaal mannen en vrouwen;Totaal personen;Totaal;Harderwijk;1e halfjaar 2022;3405.0;70.0
1810;Totaal mannen en vrouwen;Totaal personen;Totaal;Harderwijk;2e halfjaar 2022;3370.0;69.0
1811;Totaal mannen en vrouwen;Totaal personen;Totaal;Harderwijk;2022;3665.0;75.0
1812;Totaal mannen en vrouwen;Totaal personen;Totaal;Harderwijk;1e halfjaar 2023;3275.0;67.0
