ID;IndicatieWelNietJeugdwet;RegioS;Perioden;JongerenMetAWBZIndicatieInJaar_1
185;Totaal;Zuidoost-Zuid-Holland (CR);2012;2120.0
186;Totaal;Zuidoost-Zuid-Holland (CR);2013;1950.0
187;Totaal;Zuidoost-Zuid-Holland (CR);2014;1825.0
188;Totaal;Zeeuwsch-Vlaanderen (CR);2011;635.0
189;Totaal;Zeeuwsch-Vlaanderen (CR);2012;595.0
190;Totaal;Zeeuwsch-Vlaanderen (CR);2013;540.0
191;Totaal;Zeeuwsch-Vlaanderen (CR);2014;505.0
192;Totaal;Overig Zeeland (CR);2011;1865.0
193;Totaal;Overig Zeeland (CR);2012;1640.0
194;Totaal;Overig Zeeland (CR);2013;1405.0
195;Totaal;Overig Zeeland (CR);2014;1375.0
196;Totaal;West-Noord-Brabant (CR);2011;3515.0
197;Totaal;West-Noord-Brabant (CR);2012;3155.0
198;Totaal;West-Noord-Brabant (CR);2013;2905.0
199;Totaal;West-Noord-Brabant (CR);2014;2775.0
200;Totaal;Midden-Noord-Brabant (CR);2011;2935.0
201;Totaal;Midden-Noord-Brabant (CR);2012;2770.0
202;Totaal;Midden-Noord-Brabant (CR);2013;2625.0
203;Totaal;Midden-Noord-Brabant (CR);2014;2585.0
204;Totaal;Noordoost-Noord-Brabant (CR);2011;4665.0
205;Totaal;Noordoost-Noord-Brabant (CR);2012;4145.0
206;Totaal;Noordoost-Noord-Brabant (CR);2013;3785.0
207;Totaal;Noordoost-Noord-Brabant (CR);2014;3470.0
208;Totaal;Zuidoost-Noord-Brabant (CR);2011;4975.0
209;Totaal;Zuidoost-Noord-Brabant (CR);2012;4265.0
210;Totaal;Zuidoost-Noord-Brabant (CR);2013;3860.0
211;Totaal;Zuidoost-Noord-Brabant (CR);2014;3645.0
212;Totaal;Noord-Limburg (CR);2011;1700.0
213;Totaal;Noord-Limburg (CR);2012;1535.0
214;Totaal;Noord-Limburg (CR);2013;1440.0
215;Totaal;Noord-Limburg (CR);2014;1370.0
216;Totaal;Midden-Limburg (CR);2011;1630.0
217;Totaal;Midden-Limburg (CR);2012;1510.0
218;Totaal;Midden-Limburg (CR);2013;1465.0
219;Totaal;Midden-Limburg (CR);2014;1425.0
220;Totaal;Zuid-Limburg (CR);2011;4200.0
221;Totaal;Zuid-Limburg (CR);2012;3810.0
222;Totaal;Zuid-Limburg (CR);2013;3610.0
223;Totaal;Zuid-Limburg (CR);2014;3470.0
224;Totaal;Flevoland (CR);2011;4085.0
225;Totaal;Flevoland (CR);2012;3900.0
226;Totaal;Flevoland (CR);2013;3715.0
227;Totaal;Flevoland (CR);2014;3375.0
228;Totaal;Geen stadsgewest (SG);2011;48715.0
229;Totaal;Geen stadsgewest (SG);2012;44780.0
230;Totaal;Geen stadsgewest (SG);2013;41710.0
231;Totaal;Geen stadsgewest (SG);2014;39750.0
232;Totaal;Groningen (SG);2011;2495.0
233;Totaal;Groningen (SG);2012;2305.0
234;Totaal;Groningen (SG);2013;2105.0
235;Totaal;Groningen (SG);2014;2030.0
236;Totaal;Leeuwarden (SG);2011;1225.0
237;Totaal;Leeuwarden (SG);2012;1165.0
238;Totaal;Leeuwarden (SG);2013;1115.0
239;Totaal;Leeuwarden (SG);2014;1130.0
240;Totaal;Zwolle (SG);2011;1445.0
241;Totaal;Zwolle (SG);2012;1295.0
242;Totaal;Zwolle (SG);2013;1175.0
243;Totaal;Zwolle (SG);2014;1135.0
244;Totaal;Enschede (SG);2011;1885.0
245;Totaal;Enschede (SG);2012;1720.0
246;Totaal;Enschede (SG);2013;1645.0
247;Totaal;Enschede (SG);2014;1530.0
248;Totaal;Apeldoorn (SG);2011;1230.0
249;Totaal;Apeldoorn (SG);2012;1140.0
250;Totaal;Apeldoorn (SG);2013;1080.0
251;Totaal;Apeldoorn (SG);2014;1040.0
252;Totaal;Arnhem (SG);2011;1850.0
253;Totaal;Arnhem (SG);2012;1680.0
254;Totaal;Arnhem (SG);2013;1620.0
255;Totaal;Arnhem (SG);2014;1560.0
256;Totaal;Nijmegen (SG);2011;1615.0
257;Totaal;Nijmegen (SG);2012;1490.0
258;Totaal;Nijmegen (SG);2013;1415.0
259;Totaal;Nijmegen (SG);2014;1375.0
260;Totaal;Amersfoort (SG);2011;1630.0
261;Totaal;Amersfoort (SG);2012;1500.0
262;Totaal;Amersfoort (SG);2013;1395.0
263;Totaal;Amersfoort (SG);2014;1290.0
264;Totaal;Utrecht (SG);2011;2825.0
265;Totaal;Utrecht (SG);2012;2505.0
266;Totaal;Utrecht (SG);2013;2315.0
267;Totaal;Utrecht (SG);2014;2145.0
268;Totaal;Amsterdam (SG);2011;7395.0
269;Totaal;Amsterdam (SG);2012;6760.0
270;Totaal;Amsterdam (SG);2013;6335.0
271;Totaal;Amsterdam (SG);2014;6000.0
272;Totaal;Haarlem (SG);2011;1665.0
273;Totaal;Haarlem (SG);2012;1460.0
274;Totaal;Haarlem (SG);2013;1360.0
275;Totaal;Haarlem (SG);2014;1295.0
276;Totaal;Leiden (SG);2011;1540.0
277;Totaal;Leiden (SG);2012;1335.0
278;Totaal;Leiden (SG);2013;1185.0
279;Totaal;Leiden (SG);2014;1175.0
280;Totaal;'s-Gravenhage (SG);2011;3830.0
281;Totaal;'s-Gravenhage (SG);2012;3370.0
282;Totaal;'s-Gravenhage (SG);2013;3055.0
283;Totaal;'s-Gravenhage (SG);2014;3000.0
284;Totaal;Rotterdam (SG);2011;4865.0
285;Totaal;Rotterdam (SG);2012;4200.0
286;Totaal;Rotterdam (SG);2013;3705.0
287;Totaal;Rotterdam (SG);2014;3525.0
288;Totaal;Dordrecht (SG);2011;1640.0
289;Totaal;Dordrecht (SG);2012;1505.0
290;Totaal;Dordrecht (SG);2013;1380.0
291;Totaal;Dordrecht (SG);2014;1285.0
292;Totaal;Breda (SG);2011;1545.0
293;Totaal;Breda (SG);2012;1355.0
294;Totaal;Breda (SG);2013;1250.0
295;Totaal;Breda (SG);2014;1205.0
296;Totaal;Tilburg (SG);2011;1990.0
297;Totaal;Tilburg (SG);2012;1910.0
298;Totaal;Tilburg (SG);2013;1830.0
299;Totaal;Tilburg (SG);2014;1785.0
300;Totaal;'s-Hertogenbosch (SG);2011;1255.0
301;Totaal;'s-Hertogenbosch (SG);2012;1075.0
302;Totaal;'s-Hertogenbosch (SG);2013;945.0
303;Totaal;'s-Hertogenbosch (SG);2014;855.0
304;Totaal;Eindhoven (SG);2011;2560.0
305;Totaal;Eindhoven (SG);2012;2165.0
306;Totaal;Eindhoven (SG);2013;1965.0
307;Totaal;Eindhoven (SG);2014;1855.0
308;Totaal;Geleen/Sittard (SG);2011;1125.0
309;Totaal;Geleen/Sittard (SG);2012;1030.0
310;Totaal;Geleen/Sittard (SG);2013;960.0
311;Totaal;Geleen/Sittard (SG);2014;925.0
312;Totaal;Heerlen (SG);2011;1650.0
313;Totaal;Heerlen (SG);2012;1520.0
314;Totaal;Heerlen (SG);2013;1475.0
315;Totaal;Heerlen (SG);2014;1450.0
316;Totaal;Maastricht (SG);2011;1290.0
317;Totaal;Maastricht (SG);2012;1135.0
318;Totaal;Maastricht (SG);2013;1055.0
319;Totaal;Maastricht (SG);2014;980.0
320;Totaal;Geen grootstedelijke agglomeratie (GA);2011;64655.0
321;Totaal;Geen grootstedelijke agglomeratie (GA);2012;59150.0
322;Totaal;Geen grootstedelijke agglomeratie (GA);2013;55060.0
323;Totaal;Geen grootstedelijke agglomeratie (GA);2014;52380.0
324;Totaal;Groningen (GA);2011;1315.0
325;Totaal;Groningen (GA);2012;1225.0
326;Totaal;Groningen (GA);2013;1120.0
327;Totaal;Groningen (GA);2014;1080.0
328;Totaal;Leeuwarden (GA);2011;700.0
329;Totaal;Leeuwarden (GA);2012;670.0
330;Totaal;Leeuwarden (GA);2013;635.0
331;Totaal;Leeuwarden (GA);2014;675.0
332;Totaal;Zwolle (GA);2011;1060.0
333;Totaal;Zwolle (GA);2012;940.0
334;Totaal;Zwolle (GA);2013;860.0
335;Totaal;Zwolle (GA);2014;840.0
336;Totaal;Enschede (GA);2011;925.0
337;Totaal;Enschede (GA);2012;880.0
338;Totaal;Enschede (GA);2013;840.0
339;Totaal;Enschede (GA);2014;775.0
340;Totaal;Apeldoorn (GA);2011;950.0
341;Totaal;Apeldoorn (GA);2012;880.0
342;Totaal;Apeldoorn (GA);2013;825.0
343;Totaal;Apeldoorn (GA);2014;780.0
344;Totaal;Arnhem (GA);2011;755.0
345;Totaal;Arnhem (GA);2012;695.0
346;Totaal;Arnhem (GA);2013;675.0
347;Totaal;Arnhem (GA);2014;625.0
348;Totaal;Nijmegen (GA);2011;945.0
349;Totaal;Nijmegen (GA);2012;885.0
350;Totaal;Nijmegen (GA);2013;850.0
351;Totaal;Nijmegen (GA);2014;840.0
352;Totaal;Amersfoort (GA);2011;1015.0
353;Totaal;Amersfoort (GA);2012;930.0
354;Totaal;Amersfoort (GA);2013;870.0
355;Totaal;Amersfoort (GA);2014;805.0
356;Totaal;Utrecht (GA);2011;1965.0
357;Totaal;Utrecht (GA);2012;1740.0
358;Totaal;Utrecht (GA);2013;1630.0
359;Totaal;Utrecht (GA);2014;1520.0
360;Totaal;Amsterdam (GA);2011;4500.0
361;Totaal;Amsterdam (GA);2012;4085.0
362;Totaal;Amsterdam (GA);2013;3805.0
363;Totaal;Amsterdam (GA);2014;3655.0
364;Totaal;Haarlem (GA);2011;745.0
365;Totaal;Haarlem (GA);2012;650.0
366;Totaal;Haarlem (GA);2013;615.0
367;Totaal;Haarlem (GA);2014;610.0
368;Totaal;Leiden (GA);2011;1140.0
369;Totaal;Leiden (GA);2012;985.0
370;Totaal;Leiden (GA);2013;875.0
371;Totaal;Leiden (GA);2014;875.0
372;Totaal;'s-Gravenhage (GA);2011;2170.0
373;Totaal;'s-Gravenhage (GA);2012;1900.0
374;Totaal;'s-Gravenhage (GA);2013;1740.0
375;Totaal;'s-Gravenhage (GA);2014;1725.0
376;Totaal;Rotterdam (GA);2011;4215.0
377;Totaal;Rotterdam (GA);2012;3635.0
378;Totaal;Rotterdam (GA);2013;3200.0
379;Totaal;Rotterdam (GA);2014;3070.0
380;Totaal;Dordrecht (GA);2011;1350.0
381;Totaal;Dordrecht (GA);2012;1225.0
382;Totaal;Dordrecht (GA);2013;1120.0
383;Totaal;Dordrecht (GA);2014;1040.0
384;Totaal;Breda (GA);2011;800.0
385;Totaal;Breda (GA);2012;700.0
386;Totaal;Breda (GA);2013;635.0
387;Totaal;Breda (GA);2014;610.0
388;Totaal;Tilburg (GA);2011;1575.0
389;Totaal;Tilburg (GA);2012;1515.0
390;Totaal;Tilburg (GA);2013;1445.0
391;Totaal;Tilburg (GA);2014;1410.0
392;Totaal;'s-Hertogenbosch (GA);2011;1080.0
393;Totaal;'s-Hertogenbosch (GA);2012;920.0
394;Totaal;'s-Hertogenbosch (GA);2013;810.0
395;Totaal;'s-Hertogenbosch (GA);2014;735.0
396;Totaal;Eindhoven (GA);2011;2090.0
397;Totaal;Eindhoven (GA);2012;1770.0
398;Totaal;Eindhoven (GA);2013;1615.0
399;Totaal;Eindhoven (GA);2014;1540.0
400;Totaal;Geleen/Sittard (GA);2011;1040.0
401;Totaal;Geleen/Sittard (GA);2012;955.0
402;Totaal;Geleen/Sittard (GA);2013;890.0
403;Totaal;Geleen/Sittard (GA);2014;855.0
404;Totaal;Heerlen (GA);2011;1385.0
405;Totaal;Heerlen (GA);2012;1265.0
406;Totaal;Heerlen (GA);2013;1225.0
407;Totaal;Heerlen (GA);2014;1205.0
408;Totaal;Maastricht (GA);2011;890.0
409;Totaal;Maastricht (GA);2012;790.0
410;Totaal;Maastricht (GA);2013;740.0
411;Totaal;Maastricht (GA);2014;675.0
412;Totaal;Aa en Hunze;2011;155.0
413;Totaal;Aa en Hunze;2012;155.0
414;Totaal;Aa en Hunze;2013;140.0
415;Totaal;Aa en Hunze;2014;125.0
416;Totaal;Aalburg;2011;80.0
417;Totaal;Aalburg;2012;60.0
418;Totaal;Aalburg;2013;50.0
419;Totaal;Aalburg;2014;50.0
420;Totaal;Aalsmeer;2011;120.0
421;Totaal;Aalsmeer;2012;115.0
422;Totaal;Aalsmeer;2013;105.0
423;Totaal;Aalsmeer;2014;105.0
424;Totaal;Aalten;2011;190.0
425;Totaal;Aalten;2012;175.0
426;Totaal;Aalten;2013;165.0
427;Totaal;Aalten;2014;170.0
428;Totaal;Achtkarspelen;2011;225.0
429;Totaal;Achtkarspelen;2012;220.0
430;Totaal;Achtkarspelen;2013;200.0
431;Totaal;Achtkarspelen;2014;195.0
432;Totaal;Alblasserdam;2011;135.0
433;Totaal;Alblasserdam;2012;135.0
434;Totaal;Alblasserdam;2013;130.0
435;Totaal;Alblasserdam;2014;115.0
436;Totaal;Albrandswaard;2011;90.0
437;Totaal;Albrandswaard;2012;80.0
438;Totaal;Albrandswaard;2013;70.0
439;Totaal;Albrandswaard;2014;60.0
440;Totaal;Alkmaar;2011;465.0
441;Totaal;Alkmaar;2012;405.0
442;Totaal;Alkmaar;2013;395.0
443;Totaal;Alkmaar;2014;375.0
444;Totaal;Almelo;2011;495.0
445;Totaal;Almelo;2012;475.0
446;Totaal;Almelo;2013;435.0
447;Totaal;Almelo;2014;410.0
448;Totaal;Almere;2011;1785.0
449;Totaal;Almere;2012;1650.0
450;Totaal;Almere;2013;1545.0
451;Totaal;Almere;2014;1390.0
452;Totaal;Alphen aan den Rijn;2011;420.0
453;Totaal;Alphen aan den Rijn;2012;360.0
454;Totaal;Alphen aan den Rijn;2013;320.0
455;Totaal;Alphen aan den Rijn;2014;430.0
456;Totaal;Alphen-Chaam;2011;35.0
457;Totaal;Alphen-Chaam;2012;35.0
458;Totaal;Alphen-Chaam;2013;30.0
459;Totaal;Alphen-Chaam;2014;35.0
460;Totaal;Ameland;2011;20.0
461;Totaal;Ameland;2012;20.0
462;Totaal;Ameland;2013;20.0
463;Totaal;Ameland;2014;20.0
464;Totaal;Amersfoort;2011;870.0
465;Totaal;Amersfoort;2012;795.0
466;Totaal;Amersfoort;2013;730.0
467;Totaal;Amersfoort;2014;685.0
468;Totaal;Amstelveen;2011;310.0
469;Totaal;Amstelveen;2012;290.0
470;Totaal;Amstelveen;2013;270.0
471;Totaal;Amstelveen;2014;265.0
472;Totaal;Amsterdam;2011;3145.0
473;Totaal;Amsterdam;2012;2835.0
474;Totaal;Amsterdam;2013;2655.0
475;Totaal;Amsterdam;2014;2535.0
476;Totaal;Anna Paulowna;2011;55.0
477;Totaal;Anna Paulowna;2012;
478;Totaal;Anna Paulowna;2013;
479;Totaal;Anna Paulowna;2014;
480;Totaal;Apeldoorn;2011;950.0
481;Totaal;Apeldoorn;2012;880.0
482;Totaal;Apeldoorn;2013;825.0
483;Totaal;Apeldoorn;2014;780.0
484;Totaal;Appingedam;2011;115.0
485;Totaal;Appingedam;2012;115.0
486;Totaal;Appingedam;2013;105.0
487;Totaal;Appingedam;2014;100.0
488;Totaal;Arnhem;2011;750.0
489;Totaal;Arnhem;2012;690.0
490;Totaal;Arnhem;2013;670.0
491;Totaal;Arnhem;2014;620.0
492;Totaal;Assen;2011;680.0
493;Totaal;Assen;2012;630.0
494;Totaal;Assen;2013;580.0
495;Totaal;Assen;2014;560.0
496;Totaal;Asten;2011;120.0
497;Totaal;Asten;2012;105.0
498;Totaal;Asten;2013;95.0
499;Totaal;Asten;2014;90.0
500;Totaal;Baarle-Nassau;2011;20.0
501;Totaal;Baarle-Nassau;2012;20.0
502;Totaal;Baarle-Nassau;2013;15.0
503;Totaal;Baarle-Nassau;2014;15.0
504;Totaal;Baarn;2011;105.0
505;Totaal;Baarn;2012;80.0
506;Totaal;Baarn;2013;70.0
507;Totaal;Baarn;2014;75.0
508;Totaal;Barendrecht;2011;235.0
509;Totaal;Barendrecht;2012;215.0
510;Totaal;Barendrecht;2013;170.0
511;Totaal;Barendrecht;2014;160.0
512;Totaal;Barneveld;2011;335.0
513;Totaal;Barneveld;2012;335.0
514;Totaal;Barneveld;2013;335.0
515;Totaal;Barneveld;2014;345.0
516;Totaal;Bedum;2011;95.0
517;Totaal;Bedum;2012;90.0
518;Totaal;Bedum;2013;85.0
519;Totaal;Bedum;2014;80.0
520;Totaal;Beek (L.);2011;100.0
521;Totaal;Beek (L.);2012;100.0
522;Totaal;Beek (L.);2013;95.0
523;Totaal;Beek (L.);2014;90.0
524;Totaal;Beemster;2011;55.0
525;Totaal;Beemster;2012;55.0
526;Totaal;Beemster;2013;50.0
527;Totaal;Beemster;2014;40.0
528;Totaal;Beesel;2011;100.0
529;Totaal;Beesel;2012;90.0
530;Totaal;Beesel;2013;80.0
531;Totaal;Beesel;2014;65.0
532;Totaal;Bellingwedde;2011;80.0
533;Totaal;Bellingwedde;2012;75.0
534;Totaal;Bellingwedde;2013;80.0
535;Totaal;Bellingwedde;2014;70.0
536;Totaal;Bergambacht;2011;60.0
537;Totaal;Bergambacht;2012;55.0
538;Totaal;Bergambacht;2013;40.0
539;Totaal;Bergambacht;2014;45.0
540;Totaal;Bergeijk;2011;105.0
541;Totaal;Bergeijk;2012;90.0
542;Totaal;Bergeijk;2013;80.0
543;Totaal;Bergeijk;2014;65.0
544;Totaal;Bergen (L.);2011;85.0
545;Totaal;Bergen (L.);2012;80.0
546;Totaal;Bergen (L.);2013;80.0
547;Totaal;Bergen (L.);2014;75.0
548;Totaal;Bergen (NH.);2011;100.0
549;Totaal;Bergen (NH.);2012;95.0
550;Totaal;Bergen (NH.);2013;85.0
551;Totaal;Bergen (NH.);2014;90.0
552;Totaal;Bergen op Zoom;2011;495.0
553;Totaal;Bergen op Zoom;2012;445.0
554;Totaal;Bergen op Zoom;2013;385.0
