ID;IndicatieWelNietJeugdwet;RegioS;Perioden;JongerenMetAWBZIndicatieInJaar_1
0;Totaal;Nederland;2011;97265.0
1;Totaal;Nederland;2012;88400.0
2;Totaal;Nederland;2013;82085.0
3;Totaal;Nederland;2014;78320.0
4;Totaal;Noord-Nederland (LD);2011;13260.0
5;Totaal;Noord-Nederland (LD);2012;12380.0
6;Totaal;Noord-Nederland (LD);2013;11610.0
7;Totaal;Noord-Nederland (LD);2014;11125.0
8;Totaal;Oost-Nederland (LD);2011;24330.0
9;Totaal;Oost-Nederland (LD);2012;22560.0
10;Totaal;Oost-Nederland (LD);2013;21265.0
11;Totaal;Oost-Nederland (LD);2014;20235.0
12;Totaal;West-Nederland (LD);2011;36045.0
13;Totaal;West-Nederland (LD);2012;32270.0
14;Totaal;West-Nederland (LD);2013;29525.0
15;Totaal;West-Nederland (LD);2014;28220.0
16;Totaal;Zuid-Nederland (LD);2011;23625.0
17;Totaal;Zuid-Nederland (LD);2012;21190.0
18;Totaal;Zuid-Nederland (LD);2013;19685.0
19;Totaal;Zuid-Nederland (LD);2014;18740.0
20;Totaal;Groningen (PV);2011;4960.0
21;Totaal;Groningen (PV);2012;4655.0
22;Totaal;Groningen (PV);2013;4275.0
23;Totaal;Groningen (PV);2014;4085.0
24;Totaal;Friesland (PV);2011;4715.0
25;Totaal;Friesland (PV);2012;4395.0
26;Totaal;Friesland (PV);2013;4225.0
27;Totaal;Friesland (PV);2014;4040.0
28;Totaal;Drenthe (PV);2011;3585.0
29;Totaal;Drenthe (PV);2012;3330.0
30;Totaal;Drenthe (PV);2013;3110.0
31;Totaal;Drenthe (PV);2014;3000.0
32;Totaal;Overijssel (PV);2011;7580.0
33;Totaal;Overijssel (PV);2012;6945.0
34;Totaal;Overijssel (PV);2013;6505.0
35;Totaal;Overijssel (PV);2014;6250.0
36;Totaal;Flevoland (PV);2011;4085.0
37;Totaal;Flevoland (PV);2012;3900.0
38;Totaal;Flevoland (PV);2013;3715.0
39;Totaal;Flevoland (PV);2014;3375.0
40;Totaal;Gelderland (PV);2011;12670.0
41;Totaal;Gelderland (PV);2012;11715.0
42;Totaal;Gelderland (PV);2013;11040.0
43;Totaal;Gelderland (PV);2014;10610.0
44;Totaal;Utrecht (PV);2011;6015.0
45;Totaal;Utrecht (PV);2012;5435.0
46;Totaal;Utrecht (PV);2013;5050.0
47;Totaal;Utrecht (PV);2014;4655.0
48;Totaal;Noord-Holland (PV);2011;11825.0
49;Totaal;Noord-Holland (PV);2012;10770.0
50;Totaal;Noord-Holland (PV);2013;10070.0
51;Totaal;Noord-Holland (PV);2014;9695.0
52;Totaal;Zuid-Holland (PV);2011;15700.0
53;Totaal;Zuid-Holland (PV);2012;13835.0
54;Totaal;Zuid-Holland (PV);2013;12455.0
55;Totaal;Zuid-Holland (PV);2014;11990.0
56;Totaal;Zeeland (PV);2011;2505.0
57;Totaal;Zeeland (PV);2012;2230.0
58;Totaal;Zeeland (PV);2013;1950.0
59;Totaal;Zeeland (PV);2014;1880.0
60;Totaal;Noord-Brabant (PV);2011;16095.0
61;Totaal;Noord-Brabant (PV);2012;14335.0
62;Totaal;Noord-Brabant (PV);2013;13175.0
63;Totaal;Noord-Brabant (PV);2014;12475.0
64;Totaal;Limburg (PV);2011;7530.0
65;Totaal;Limburg (PV);2012;6855.0
66;Totaal;Limburg (PV);2013;6515.0
67;Totaal;Limburg (PV);2014;6265.0
68;Totaal;Oost-Groningen (CR);2011;1545.0
69;Totaal;Oost-Groningen (CR);2012;1455.0
70;Totaal;Oost-Groningen (CR);2013;1335.0
71;Totaal;Oost-Groningen (CR);2014;1275.0
72;Totaal;Delfzijl en omgeving (CR);2011;415.0
73;Totaal;Delfzijl en omgeving (CR);2012;420.0
74;Totaal;Delfzijl en omgeving (CR);2013;390.0
75;Totaal;Delfzijl en omgeving (CR);2014;365.0
76;Totaal;Overig Groningen (CR);2011;3000.0
77;Totaal;Overig Groningen (CR);2012;2780.0
78;Totaal;Overig Groningen (CR);2013;2555.0
79;Totaal;Overig Groningen (CR);2014;2445.0
80;Totaal;Noord-Friesland (CR);2011;2395.0
81;Totaal;Noord-Friesland (CR);2012;2275.0
82;Totaal;Noord-Friesland (CR);2013;2175.0
83;Totaal;Noord-Friesland (CR);2014;2045.0
84;Totaal;Zuidwest-Friesland (CR);2011;730.0
85;Totaal;Zuidwest-Friesland (CR);2012;630.0
86;Totaal;Zuidwest-Friesland (CR);2013;620.0
87;Totaal;Zuidwest-Friesland (CR);2014;715.0
88;Totaal;Zuidoost-Friesland (CR);2011;1590.0
89;Totaal;Zuidoost-Friesland (CR);2012;1485.0
90;Totaal;Zuidoost-Friesland (CR);2013;1430.0
91;Totaal;Zuidoost-Friesland (CR);2014;1280.0
92;Totaal;Noord-Drenthe (CR);2011;1445.0
93;Totaal;Noord-Drenthe (CR);2012;1335.0
94;Totaal;Noord-Drenthe (CR);2013;1215.0
95;Totaal;Noord-Drenthe (CR);2014;1155.0
96;Totaal;Zuidoost-Drenthe (CR);2011;1275.0
97;Totaal;Zuidoost-Drenthe (CR);2012;1185.0
98;Totaal;Zuidoost-Drenthe (CR);2013;1095.0
99;Totaal;Zuidoost-Drenthe (CR);2014;1055.0
100;Totaal;Zuidwest-Drenthe (CR);2011;865.0
101;Totaal;Zuidwest-Drenthe (CR);2012;810.0
102;Totaal;Zuidwest-Drenthe (CR);2013;800.0
103;Totaal;Zuidwest-Drenthe (CR);2014;790.0
104;Totaal;Noord-Overijssel (CR);2011;2935.0
105;Totaal;Noord-Overijssel (CR);2012;2650.0
106;Totaal;Noord-Overijssel (CR);2013;2455.0
107;Totaal;Noord-Overijssel (CR);2014;2410.0
108;Totaal;Zuidwest-Overijssel (CR);2011;965.0
109;Totaal;Zuidwest-Overijssel (CR);2012;930.0
110;Totaal;Zuidwest-Overijssel (CR);2013;870.0
111;Totaal;Zuidwest-Overijssel (CR);2014;835.0
112;Totaal;Twente (CR);2011;3680.0
113;Totaal;Twente (CR);2012;3370.0
114;Totaal;Twente (CR);2013;3180.0
115;Totaal;Twente (CR);2014;3005.0
116;Totaal;Veluwe (CR);2011;4155.0
117;Totaal;Veluwe (CR);2012;3945.0
118;Totaal;Veluwe (CR);2013;3705.0
119;Totaal;Veluwe (CR);2014;3595.0
120;Totaal;Achterhoek (CR);2011;3165.0
121;Totaal;Achterhoek (CR);2012;2880.0
122;Totaal;Achterhoek (CR);2013;2715.0
123;Totaal;Achterhoek (CR);2014;2565.0
124;Totaal;Arnhem/Nijmegen (CR);2011;3925.0
125;Totaal;Arnhem/Nijmegen (CR);2012;3590.0
126;Totaal;Arnhem/Nijmegen (CR);2013;3435.0
127;Totaal;Arnhem/Nijmegen (CR);2014;3310.0
128;Totaal;Zuidwest-Gelderland (CR);2011;1430.0
129;Totaal;Zuidwest-Gelderland (CR);2012;1300.0
130;Totaal;Zuidwest-Gelderland (CR);2013;1185.0
131;Totaal;Zuidwest-Gelderland (CR);2014;1135.0
132;Totaal;Utrecht (CR);2011;6015.0
133;Totaal;Utrecht (CR);2012;5435.0
134;Totaal;Utrecht (CR);2013;5050.0
135;Totaal;Utrecht (CR);2014;4655.0
136;Totaal;Kop van Noord-Holland (CR);2011;1940.0
137;Totaal;Kop van Noord-Holland (CR);2012;1770.0
138;Totaal;Kop van Noord-Holland (CR);2013;1660.0
139;Totaal;Kop van Noord-Holland (CR);2014;1580.0
140;Totaal;Alkmaar en omgeving (CR);2011;1120.0
141;Totaal;Alkmaar en omgeving (CR);2012;1020.0
142;Totaal;Alkmaar en omgeving (CR);2013;965.0
143;Totaal;Alkmaar en omgeving (CR);2014;960.0
144;Totaal;IJmond (CR);2011;865.0
145;Totaal;IJmond (CR);2012;760.0
146;Totaal;IJmond (CR);2013;695.0
147;Totaal;IJmond (CR);2014;640.0
148;Totaal;Agglomeratie Haarlem (CR);2011;800.0
149;Totaal;Agglomeratie Haarlem (CR);2012;700.0
150;Totaal;Agglomeratie Haarlem (CR);2013;665.0
151;Totaal;Agglomeratie Haarlem (CR);2014;655.0
152;Totaal;Zaanstreek (CR);2011;880.0
153;Totaal;Zaanstreek (CR);2012;805.0
154;Totaal;Zaanstreek (CR);2013;735.0
155;Totaal;Zaanstreek (CR);2014;695.0
156;Totaal;Groot-Amsterdam (CR);2011;5130.0
157;Totaal;Groot-Amsterdam (CR);2012;4705.0
158;Totaal;Groot-Amsterdam (CR);2013;4415.0
159;Totaal;Groot-Amsterdam (CR);2014;4270.0
160;Totaal;Het Gooi en Vechtstreek (CR);2011;1090.0
161;Totaal;Het Gooi en Vechtstreek (CR);2012;1010.0
162;Totaal;Het Gooi en Vechtstreek (CR);2013;935.0
163;Totaal;Het Gooi en Vechtstreek (CR);2014;895.0
164;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2011;1825.0
165;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2012;1600.0
166;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2013;1430.0
167;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2014;1415.0
168;Totaal;Agglomeratie 's-Gravenhage (CR);2011;3005.0
169;Totaal;Agglomeratie 's-Gravenhage (CR);2012;2635.0
170;Totaal;Agglomeratie 's-Gravenhage (CR);2013;2410.0
171;Totaal;Agglomeratie 's-Gravenhage (CR);2014;2390.0
172;Totaal;Delft en Westland (CR);2011;825.0
173;Totaal;Delft en Westland (CR);2012;740.0
174;Totaal;Delft en Westland (CR);2013;645.0
175;Totaal;Delft en Westland (CR);2014;610.0
176;Totaal;Oost-Zuid-Holland (CR);2011;1750.0
177;Totaal;Oost-Zuid-Holland (CR);2012;1575.0
178;Totaal;Oost-Zuid-Holland (CR);2013;1450.0
179;Totaal;Oost-Zuid-Holland (CR);2014;1405.0
180;Totaal;Groot-Rijnmond (CR);2011;5995.0
181;Totaal;Groot-Rijnmond (CR);2012;5165.0
182;Totaal;Groot-Rijnmond (CR);2013;4575.0
183;Totaal;Groot-Rijnmond (CR);2014;4355.0
184;Totaal;Zuidoost-Zuid-Holland (CR);2011;2295.0
